"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name"
"211",72294,1,282,"gol","7",0,14,0,0,0,6.31,"everson","Everson","Everson","Everson Felipe Marques Pires","https://s.glbimg.com/es/sde/f/2021/05/02/2eff4cdfd58d4f859979ef83bbe1ad06_FORMATO.png","Atlético-MG"
"212",115558,1,263,"ata","6",0,2,0,0,0,0.96,"rikelmi","Rikelmi","Rikelmi","Rikelmi Valentim dos Santos","https://s.glbimg.com/es/sde/f/2022/02/21/20551ff81ad88eb0a57cf39ffcd66604_FORMATO.png","Botafogo"
"213",111333,1,280,"ata","2",0,6,0,0,0,2.75,"sorriso","Sorriso","Sorriso","Marcos Vinicios Moura","https://s.glbimg.com/es/sde/f/2022/02/21/f2c370bbf3671f5c95667f3760962519_FORMATO.png","Bragantino"
"214",106108,1,280,"ata","6",0,2,0,0,0,0.96,"welliton","Welliton","Welliton","Welliton Silva de Azevedo Matheus","https://s.glbimg.com/es/sde/f/2022/03/09/309a2641f2910674fae13000486c5d5d_FORMATO.png","Bragantino"
"215",91702,1,280,"ata","5",0,4,0,0,0,1.85,"leandrinho","Leandrinho","Leandrinho","Leandro Henrique do Nascimento","https://s.glbimg.com/es/sde/f/2022/02/21/1769c2eea391845bffed83c2d0a09750_FORMATO.png","Bragantino"
"216",101715,1,280,"ata","2",0,6,0,0,0,2.75,"alerrandro","Alerrandro","Alerrandro","Alerrandro Barra Mansa Realino de Souza","https://s.glbimg.com/es/sde/f/2022/02/21/70dffcd54a6c31f464e0499fe6e672d7_FORMATO.png","Bragantino"
"217",107744,1,280,"mei","2",0,7,0,0,0,3.19,"praxedes","Praxedes","Praxedes","Bruno Conceição Praxedes","https://s.glbimg.com/es/sde/f/2022/02/21/6e9066491b49ec6e142fff542c53e4c5_FORMATO.png","Bragantino"
"218",81881,1,354,"gol","7",0,6,0,0,0,2.75,"joao-ricardo","João Ricardo","J. Ricardo","João Ricardo Riedi","https://s.glbimg.com/es/sde/f/2022/02/22/adaab64e1f87d21062e8d3820e969b1c_FORMATO.png","Ceará"
"219",105200,1,280,"ata","6",0,2,0,0,0,0.96,"gonzalo","Gonzalo","Gonzalo","Gonzalo Schnorr Fornari","https://s.glbimg.com/es/sde/f/2021/10/08/df7aef94332d05cd281a5628fd21eebc_FORMATO.png","Bragantino"
"220",108683,1,280,"mei","6",0,4,0,0,0,1.85,"emiliano-martinez","Emiliano Martínez","E. Martínez","Emiliano Martínez Toranza","https://s.glbimg.com/es/sde/f/2022/02/21/889873807823e0a557f59452873278f2_FORMATO.png","Bragantino"
"221",97341,1,276,"tec","7",0,9,0,0,0,NA,"rogerio-ceni","Rogério Ceni","R. Ceni","Rogério Ceni","https://s.glbimg.com/es/sde/f/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png","São Paulo"
"222",111807,1,263,"mei","6",0,1,0,0,0,0.52,"juninho","Juninho","Juninho","Robson Tosta Silva Júnior","https://s.glbimg.com/es/sde/f/2022/02/21/5eda24f8ca23099ebcd88d6024570fc4_FORMATO.png","Botafogo"
"223",106299,1,280,"zag","6",0,3,0,0,0,1.41,"realpe","Realpe","Realpe","Leonardo Javier Realpe Montaño","https://s.glbimg.com/es/sde/f/2022/02/21/52a909056c52bed02069d517d1f3c777_FORMATO.png","Bragantino"
"224",93646,1,314,"mei","7",0,3,0,0,0,1.41,"vinicius-leite","Vinícius Leite","V. Leite","Vinícius Leite Silva","https://s.glbimg.com/es/sde/f/2022/02/24/66cd59f9bbf0f80e5f8c20bf587e3daf_FORMATO.png","Avaí"
"225",80076,1,354,"ata","7",0,7,0,0,0,3.19,"ze-roberto","Zé Roberto","Z. Roberto","José Roberto Assunção de Araújo Filho","https://s.glbimg.com/es/sde/f/2022/02/22/d2d6e5f9f0b8f9299ec51823ad4791c8_FORMATO.png","Ceará"
"226",109426,1,280,"lat","6",0,4,0,0,0,1.85,"weverson","Weverson","Weverson","Weverson Moreira da Costa","https://s.glbimg.com/es/sde/f/2022/02/21/426b2f89812e2289ac7842f3bd88d8f0_FORMATO.png","Bragantino"
"227",102598,1,280,"ata","7",0,7,0,0,0,3.19,"helinho","Helinho","Helinho","Hélio Júnio Nunes de Castro","https://s.glbimg.com/es/sde/f/2022/02/21/170e56000963322941e94c40efa7c389_FORMATO.png","Bragantino"
"228",70925,1,354,"mei","6",0,4,0,0,0,1.85,"wescley","Wescley","Wescley","Wescley Gomes dos Santos","https://s.glbimg.com/es/sde/f/2022/02/22/661d0c727249c5c00f69dead20c6d16e_FORMATO.png","Ceará"
"229",78851,1,354,"gol","6",0,5,0,0,0,2.3,"richard","Richard","Richard","Richard de Oliveira da Costa","https://s.glbimg.com/es/sde/f/2022/02/22/9d468ebf560bb9e0da9699ba4df38391_FORMATO.png","Ceará"
"230",86711,1,354,"mei","7",0,6,0,0,0,2.75,"richard-coelho","Richard Coelho","R. Coelho","Richard Cândido Coelho","https://s.glbimg.com/es/sde/f/2022/02/22/a9032c07d987ecaec7516f2037a7de70_FORMATO.png","Ceará"
"231",108176,1,354,"zag","6",0,5,0,0,0,2.3,"gabriel-lacerda","Gabriel Lacerda","G. Lacerda","Gabriel Santos Cordeiro Lacerda","https://s.glbimg.com/es/sde/f/2022/02/22/6e64fcfbd8fd5ae5f3a9f615b801c4bd_FORMATO.png","Ceará"
"232",86759,1,264,"mei","6",0,6,0,0,0,2.75,"luan","Luan","Luan","Luan Guilherme de Jesus Vieira","https://s.glbimg.com/es/sde/f/2021/08/06/328c913e6c5fb79d1eb23f608c77e539_FORMATO.png","Corinthians"
"233",38138,1,264,"ata","6",0,7,0,0,0,3.19,"jo","Jô","Jô","João Alves de Assis Silva","https://s.glbimg.com/es/sde/f/2021/08/06/dab8965273d992c5a42e474aeed7ef37_FORMATO.png","Corinthians"
"234",84428,1,354,"mei","7",0,9,0,0,0,4.08,"fernando-sobral","Fernando Sobral","F. Sobral","Fernando Pereira do Nascimento","https://s.glbimg.com/es/sde/f/2022/02/22/d34e2d5762bbaacd3bc3b1940e28f7dd_FORMATO.png","Ceará"
"235",103295,1,280,"mei","2",0,7,0,0,0,3.19,"eric-ramires","Eric Ramires","E. Ramires","Eric dos Santos Rodrigues","https://s.glbimg.com/es/sde/f/2022/02/21/bf42ae098dc07518c0336c1ca5fba2d9_FORMATO.png","Bragantino"
"236",103088,1,354,"zag","6",0,3,0,0,0,1.41,"lucas-ribeiro","Lucas Ribeiro","L. Ribeiro","Lucas Ribeiro dos Santos","https://s.glbimg.com/es/sde/f/2022/02/22/aae12a036ac543be8da51c964dc65831_FORMATO.png","Ceará"
"237",109639,1,280,"ata","5",0,4,0,0,0,1.85,"gabriel-novaes","Gabriel Novaes","G. Novaes","Gabriel Novaes Fernandes","https://s.glbimg.com/es/sde/f/2022/02/21/8429db8c3e76f388452665a4e49111b7_FORMATO.png","Bragantino"
"238",86410,1,354,"lat","6",0,7,0,0,0,3.19,"victor-luis","Victor Luis","V. Luis","Victor Luis Chuab Zamblauskas","https://s.glbimg.com/es/sde/f/2022/02/22/451062f55ce1f1bb899af8a090cd1bb5_FORMATO.png","Ceará"
"239",72359,1,354,"zag","7",0,8,0,0,0,3.64,"luiz-otavio","Luiz Otávio","L. Otávio","Luiz Otávio Anacleto Leandro","https://s.glbimg.com/es/sde/f/2022/02/22/18d80f2c9d7f3c212842019dab63bd77_FORMATO.png","Ceará"
"240",38229,1,264,"lat","6",0,7,0,0,0,3.19,"fabio-santos","Fábio Santos","F. Santos","Fábio Santos Romeu","https://s.glbimg.com/es/sde/f/2021/08/06/cc510671e18768fd48ef8d0f7c4714db_FORMATO.png","Corinthians"
"241",88427,1,286,"mei","6",0,5,0,0,0,2.3,"marlon","Marlon","Marlon","Marlon Adriano Prezotti","https://s.glbimg.com/es/sde/f/2022/03/27/52ccdcb0c3400c65e20b83b56e0a5800_FORMATO.png","Juventude"
"242",98225,1,290,"ata","5",0,5,0,0,0,2.3,"pedro-raul","Pedro Raul","P. Raul","Pedro Raul Garay da Silva","https://s.glbimg.com/es/sde/f/2022/03/10/5215be2746c5556d28458274ecbe4b16_FORMATO.png","Goiás"
"243",113558,1,280,"ata","6",0,3,0,0,0,1.41,"bruninho","Bruninho","Bruninho","Bruno Gonçalves de Jesus","https://s.glbimg.com/es/sde/f/2022/02/21/1d5735408d986911c896e7e03da3799e_FORMATO.png","Bragantino"
"244",86536,1,354,"mei","6",0,5,0,0,0,2.3,"richardson","Richardson","Richardson","Richardson Fernandes dos Santos","https://s.glbimg.com/es/sde/f/2022/02/22/6e7e2815732004f3d9c34e0dae8ce6f7_FORMATO.png","Ceará"
"245",96340,1,354,"mei","6",0,8,0,0,0,3.64,"lima","Lima","Lima","Vinicius Moreira de Lima","https://s.glbimg.com/es/sde/f/2022/02/22/6d2da25187d0a8f998315ea12828e2a6_FORMATO.png","Ceará"
"246",51548,1,264,"mei","2",0,8,0,0,0,3.64,"giuliano","Giuliano","Giuliano","Giuliano Victor de Paula","https://s.glbimg.com/es/sde/f/2021/07/22/1e8808fa091e5d4062730e04ed46b383_FORMATO.png","Corinthians"
"247",89695,1,354,"ata","6",0,3,0,0,0,1.41,"iury-castilho","Iury Castilho","I. Castilho","Iury Lirio Freitas de Castilho","https://s.glbimg.com/es/sde/f/2022/02/22/86c0d4d6ac47c43279f6f3574192781d_FORMATO.png","Ceará"
"248",104125,1,354,"ata","6",0,4,0,0,0,1.85,"cleber","Cléber","Cléber","Cléber Bomfim de Jesus","https://s.glbimg.com/es/sde/f/2022/02/22/89740a418c814d6271ac39fa501351e3_FORMATO.png","Ceará"
"249",100848,1,280,"lat","2",0,6,0,0,0,2.75,"luan-candido","Luan Cândido","L. Cândido","Luan Cândido de Almeida","https://s.glbimg.com/es/sde/f/2020/07/28/6e72b464ec47e25ee0d33c043677901a_FORMATO.png","Bragantino"
"250",111682,1,264,"mei","7",0,3,0,0,0,1.41,"adson","Adson","Adson","Adson Ferreira Soares","https://s.glbimg.com/es/sde/f/2021/08/06/dc04d6dc48552ef1f7f6c5d5c5ad29a0_FORMATO.png","Corinthians"
"251",114888,1,280,"mei","6",0,2,0,0,0,0.96,"luciano","Luciano","Luciano","Luciano Silva Santos","https://s.glbimg.com/es/sde/f/2022/02/21/1b4556354939c879d34d394472ae78cd_FORMATO.png","Bragantino"
"252",88544,1,354,"lat","6",0,2,0,0,0,0.96,"buiu","Buiú","Buiú","Marcos Ytalo Benício da Silva","https://s.glbimg.com/es/sde/f/2022/02/22/ba7e99bec918671e0921368e6c04d2d8_FORMATO.png","Ceará"
"253",89273,1,264,"lat","6",0,3,0,0,0,1.41,"joao-pedro","João Pedro","J. Pedro","João Pedro Maturano dos Santos","https://s.glbimg.com/es/sde/f/2021/08/31/a9141fc368ce7909bf4e9d31f0709d8f_FORMATO.png","Corinthians"
"254",97810,1,354,"ata","6",0,4,0,0,0,1.85,"erick","Erick","Erick","Erick de Arruda Serafim","https://s.glbimg.com/es/sde/f/2022/02/22/391609eb9a9349eac73814c39b4be34c_FORMATO.png","Ceará"
"255",88136,1,264,"gol","6",0,6,0,0,0,2.75,"ivan","Ivan","Ivan","Ivan Quaresma da Silva","https://s.glbimg.com/es/sde/f/2022/02/22/34cb1f18e1366fa0c31a3d946941e5c5_FORMATO.png","Corinthians"
"256",102464,1,354,"lat","6",0,4,0,0,0,1.85,"kelvyn","Kelvyn","Kelvyn","Kelvyn Ramos da Fonseca","https://s.glbimg.com/es/sde/f/2022/02/22/b0ae3ad3abe8dabd95e5f349d5c3b9c7_FORMATO.png","Ceará"
"257",97450,1,264,"ata","6",0,5,0,0,0,2.3,"gustavo-mosquito","Gustavo Mosquito","G. Mosquito","Gustavo Henric da Silva","https://s.glbimg.com/es/sde/f/2021/08/06/3fd9ca2e9488e4973c5694dc7e48d5d4_FORMATO.png","Corinthians"
"258",110909,1,280,"lat","2",0,2,0,0,0,0.96,"guilherme","Guilherme","Guilherme","Guilherme Lopes de Almeida","https://s.glbimg.com/es/sde/f/2022/02/21/bc719feb936b0f695e7e2ec81f21d4ec_FORMATO.png","Bragantino"
"259",110715,1,280,"lat","2",0,3,0,0,0,1.41,"andres-hurtado","Andrés Hurtado","A. Hurtado","José Andrés Hurtado Cheme","https://s.glbimg.com/es/sde/f/2022/02/21/3f0e9c6fe2de36466d21aaf28b71f961_FORMATO.png","Bragantino"
"260",95556,1,314,"mei","7",0,3,0,0,0,1.41,"raniele","Raniele","Raniele","Raniele Almeida Melo","https://s.glbimg.com/es/sde/f/2022/02/24/141b440d404a99f92d79a5e2f9d83c83_FORMATO.png","Avaí"
"261",102067,1,264,"mei","6",0,3,0,0,0,1.41,"xavier","Xavier","Xavier","João Vitor Xavier de Almeida","https://s.glbimg.com/es/sde/f/2021/08/06/3bdc2581557fa4a70372464e63afb8d5_FORMATO.png","Corinthians"
"262",103695,1,280,"mei","7",0,6,0,0,0,2.75,"jadsom-silva","Jadsom Silva","J. Silva","Jadsom Meemyas de Oliveira da Silva","https://s.glbimg.com/es/sde/f/2022/02/21/5cd0cf7c0c3509db38a1c53002b7cfe6_FORMATO.png","Bragantino"
"263",106918,1,314,"ata","6",0,3,0,0,0,1.41,"paulo-baya","Paulo Baya","P. Baya","Paulo Henrique Silva Ribeiro","https://s.glbimg.com/es/sde/f/2022/02/24/272fd719e59564d41c0349ca1feb539b_FORMATO.png","Avaí"
"264",101579,1,264,"zag","2",0,5,0,0,0,2.3,"robson-bambu","Robson Bambu","R. Bambu","Robson Alves de Barros","https://s.glbimg.com/es/sde/f/2022/02/22/df8eba608b8a69860d1807cc549b9af7_FORMATO.png","Corinthians"
"265",106083,1,263,"mei","6",0,4,0,0,0,1.85,"breno","Breno","Breno","Breno Washington Rodrigues da Silva","https://s.glbimg.com/es/sde/f/2022/02/21/596fd08d478ed48cf966b741b09f289e_FORMATO.png","Botafogo"
"266",63194,1,263,"lat","6",0,5,0,0,0,2.3,"carlinhos","Carlinhos","Carlinhos","Carlos Emiliano Pereira","https://s.glbimg.com/es/sde/f/2022/02/21/800bc92dcc8691cf1bb118132ac62fbc_FORMATO.png","Botafogo"
"267",87402,1,354,"zag","7",0,6,0,0,0,2.75,"messias","Messias","Messias","Messias Rodrigues da Silva Júnior","https://s.glbimg.com/es/sde/f/2022/02/22/871ec7ac3407b7d4cb4080a3fce62515_FORMATO.png","Ceará"
"268",105585,1,264,"mei","6",0,4,0,0,0,1.85,"roni","Roni","Roni","Roni Medeiros de Moura","https://s.glbimg.com/es/sde/f/2021/08/06/0267c10fd96d1aac8514b2b79ce44840_FORMATO.png","Corinthians"
"269",115792,1,314,"mei","6",0,1,0,0,0,0.52,"macae","Macaé","Macaé","Arthur Neves Scheles","https://s.glbimg.com/es/sde/f/2022/02/23/bb984d9dc5f15f3b6b95e0024bd88b17_FORMATO.png","Avaí"
"270",105336,1,354,"mei","6",0,4,0,0,0,1.85,"geovane","Geovane","Geovane","Geovane da Silva de Souza","https://s.glbimg.com/es/sde/f/2022/02/22/51d0acc60547a33ee6200befb38c5cc6_FORMATO.png","Ceará"
"271",68923,1,264,"zag","7",0,7,0,0,0,3.19,"gil","Gil","Gil","Carlos Gilberto do Nascimento Silva","https://s.glbimg.com/es/sde/f/2021/08/06/4139875768caeb6b0b660c71a65008f5_FORMATO.png","Corinthians"
"272",107110,1,280,"zag","7",0,5,0,0,0,2.3,"natan","Natan","Natan","Natan Bernardo de Souza","https://s.glbimg.com/es/sde/f/2022/02/21/f7fab0a00709aa0c13eaec56b378d27a_FORMATO.png","Bragantino"
"273",105584,1,264,"lat","6",0,6,0,0,0,2.75,"lucas-piton","Lucas Piton","L. Piton","Lucas Piton Crivellaro","https://s.glbimg.com/es/sde/f/2021/08/06/3f01d0177895810aef5d3bedd7a25128_FORMATO.png","Corinthians"
"274",38133,1,280,"gol","6",0,5,0,0,0,2.3,"julio-cesar","Júlio César","J. César","Júlio César de Souza Santos","https://s.glbimg.com/es/sde/f/2022/02/21/8e1be17cd6ebc7a0954ede3822620b09_FORMATO.png","Bragantino"
"275",107179,1,264,"gol","6",0,4,0,0,0,1.85,"matheus-donelli","Matheus Donelli","M. Donelli","Matheus Planelles Donelli","https://s.glbimg.com/es/sde/f/2022/02/22/7e47717a04c97d5b9147cc2df6f33eb7_FORMATO.png","Corinthians"
"276",60859,1,354,"ata","6",0,6,0,0,0,2.75,"jael","Jael","Jael","Jael Ferreira Vieira","https://s.glbimg.com/es/sde/f/2022/02/22/7d9b7c475629a1800313155c896a0e49_FORMATO.png","Ceará"
"277",109389,1,264,"zag","2",0,4,0,0,0,1.85,"raul-gustavo","Raul Gustavo","R. Gustavo","Raul Gustavo Pereira Bicalho","https://s.glbimg.com/es/sde/f/2021/08/06/55cc334567f77756cdcb3eb74493cf3f_FORMATO.png","Corinthians"
"278",62104,1,294,"mei","6",0,6,0,0,0,2.75,"robinho","Robinho","Robinho","Róbson Michael Signorini","https://s.glbimg.com/es/sde/f/2022/02/23/252fa0c71255ea5a7be0a2efc493fe21_FORMATO.png","Coritiba"
"279",103347,1,294,"lat","6",0,3,0,0,0,1.41,"matheus-alexandre","Matheus Alexandre","M. Alexandre","Matheus Alexandre Anastácio de Souza","https://s.glbimg.com/es/sde/f/2022/02/23/f37a5a9aa16b6e174f7e05e22b7a1b62_FORMATO.png","Coritiba"
"280",104153,1,264,"mei","6",0,2,0,0,0,0.96,"ruan","Ruan","Ruan","Ruan de Oliveira Ferreira","https://s.glbimg.com/es/sde/f/2021/08/06/527c542ea5c8e03b95ef65c31a8aec96_FORMATO.png","Corinthians"
"281",63058,1,294,"mei","7",0,4,0,0,0,1.85,"willian-farias","Willian Farias","W. Farias","Willian Roberto Farias","https://s.glbimg.com/es/sde/f/2022/02/23/3b24fb4ac7b26a6349acb31a2578de4c_FORMATO.png","Coritiba"
"282",110270,1,264,"mei","6",0,3,0,0,0,1.41,"gustavo-mantuan","Gustavo Mantuan","G. Mantuan","Gustavo Mantuan","https://s.glbimg.com/es/sde/f/2021/08/06/7eb5c5b1e5131db15df017abd219e20e_FORMATO.png","Corinthians"
"283",113687,1,264,"mei","7",0,4,0,0,0,1.85,"du-queiroz","Du Queiroz","D. Queiroz","Eduardo Santos Queiroz","https://s.glbimg.com/es/sde/f/2022/02/22/44a9c4e66d123fb67fcfbaf941e40119_FORMATO.png","Corinthians"
"284",108539,1,264,"gol","6",0,2,0,0,0,0.96,"guilherme","Guilherme","Guilherme","Guilherme Vicentini Castellani","https://s.glbimg.com/es/sde/f/2021/08/06/618e525ee4a100f2eca4fb54ed6229a2_FORMATO.png","Corinthians"
"285",84674,1,280,"mei","2",0,6,0,0,0,2.75,"lucas-evangelista","Lucas Evangelista","L. Evangelista","Lucas Evangelista Santana de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/21/727017cf0117cda8575d0d1c72ff861a_FORMATO.png","Bragantino"
"286",108385,1,280,"zag","5",0,3,0,0,0,1.41,"haydar","Haydar","Haydar","César Rafael Haydar Villarreal","https://s.glbimg.com/es/sde/f/2022/02/21/3c1166a861ba7aaf082b37d28e538e82_FORMATO.png","Bragantino"
"287",68942,1,294,"zag","7",0,5,0,0,0,2.3,"luciano-castan","Luciano Castán","L. Castán","Luciano Castán da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/26b6a7aa27f2be0fabc25b57132d892c_FORMATO.png","Coritiba"
"288",87238,1,294,"zag","6",0,4,0,0,0,1.85,"guillermo-santos","Guillermo Santos","G. Santos","Guillermo Gabriel de los Santos Viana - Daniel","https://s.glbimg.com/es/sde/f/2022/02/23/e40fd20b4f4e43234a7d5ac7d2107fc6_FORMATO.png","Coritiba"
"289",93637,1,280,"ata","2",0,4,0,0,0,1.85,"bruno-tubarao","Bruno Tubarão","B. Tubarão","Bruno Nunes de Barros","https://s.glbimg.com/es/sde/f/2022/02/21/7bb56b2ee92c5ca827d95824cdf047c4_FORMATO.png","Bragantino"
"290",79066,1,294,"gol","7",0,4,0,0,0,1.85,"alex-muralha","Alex Muralha","A. Muralha","Alex Roberto Santana Rafael ","https://s.glbimg.com/es/sde/f/2022/02/23/3f0e981ffc927c2f022666463cdf45ed_FORMATO.png","Coritiba"
"291",53865,1,294,"ata","7",0,8,0,0,0,3.64,"leo-gamalho","Léo Gamalho","L. Gamalho","Leonardo Gamalho de Souza","https://s.glbimg.com/es/sde/f/2022/02/23/4b8edf6d0d6b8c3a3c39de67b5bd75e1_FORMATO.png","Coritiba"
"292",111408,1,264,"ata","6",0,2,0,0,0,0.96,"felipe-augusto","Felipe Augusto","F. Augusto","Felipe Augusto da Silva","https://s.glbimg.com/es/sde/f/2021/08/06/98721711bc0dc8697b2edd81b1db5507_FORMATO.png","Corinthians"
"293",98306,1,294,"mei","6",0,5,0,0,0,2.3,"val","Val","Val","Valdemir de Oliveira Soares","https://s.glbimg.com/es/sde/f/2022/02/23/55b00d4d936fd275a647c473479fa8d6_FORMATO.png","Coritiba"
"294",92496,1,280,"mei","5",0,8,0,0,0,3.64,"raul","Raul","Raul","Raul Lô Gonçalves","https://s.glbimg.com/es/sde/f/2022/02/21/e33180d27bf6028cb5eeef31c4fb81d8_FORMATO.png","Bragantino"
"295",89285,1,294,"mei","6",0,4,0,0,0,1.85,"matheus-sales","Matheus Sales","M. Sales","Matheus de Sales Cabral","https://s.glbimg.com/es/sde/f/2022/02/23/d4c3d8c2e2edeea6e01beb4753d65d34_FORMATO.png","Coritiba"
"296",85423,1,1371,"mei","6",0,4,0,0,0,1.85,"valdivia","Valdívia","Valdívia","Wanderson Ferreira de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/23/ec8d7f67b026fc679f8ac3b10514eefd_FORMATO.png","Cuiabá"
"297",51413,1,1371,"gol","7",0,9,0,0,0,4.08,"walter","Walter","Walter","Walter Leandro Capeloza Artune","https://s.glbimg.com/es/sde/f/2021/05/28/50f29a94dff6b578111f33d689953f3c_FORMATO.png","Cuiabá"
"298",93787,1,294,"mei","7",0,6,0,0,0,2.75,"andrey","Andrey","Andrey","Andrey Ramos do Nascimento","https://s.glbimg.com/es/sde/f/2022/02/23/6343710eb5f742ccc9f90d015c3c6a8b_FORMATO.png","Coritiba"
"299",50856,1,294,"zag","7",0,5,0,0,0,2.3,"henrique","Henrique","Henrique","Henrique Adriano Buss","https://s.glbimg.com/es/sde/f/2022/02/23/cb5893cb9455c5aab2d21fd3f512ece2_FORMATO.png","Coritiba"
"300",82647,1,294,"mei","6",0,6,0,0,0,2.75,"regis","Régis","Régis","Régis Augusto Salmazzo","https://s.glbimg.com/es/sde/f/2022/02/23/c47fcbc612efa64ebc997eda805f11e5_FORMATO.png","Coritiba"
"301",88033,1,1371,"zag","7",0,4,0,0,0,1.85,"alan-empereur","Alan Empereur","A. Empereur","Alan Pereira Empereur","https://s.glbimg.com/es/sde/f/2022/02/22/a78f168b55aeb8d74c3b965a7b4f75d2_FORMATO.png","Cuiabá"
"302",88881,1,294,"tec","7",0,4,0,0,0,NA,"gustavo-morinigo","Gustavo Morínigo","G. Morínigo","Gustavo Eliseo Morínigo Vázquez","https://s.glbimg.com/es/sde/f/2022/03/08/d3d42aad8924e3d8891e90f7e4d79f41_FORMATO.png","Coritiba"
"303",99236,1,294,"mei","6",0,3,0,0,0,1.41,"pablo-garcia","Pablo García","P. García","Pablo Javier García Lafluf","https://s.glbimg.com/es/sde/f/2022/02/23/56af95dcedcbf6410efc1e0d9432d9a2_FORMATO.png","Coritiba"
"304",69010,1,1371,"gol","6",0,4,0,0,0,1.85,"joao-carlos","João Carlos","J. Carlos","João Carlos Heidemann","https://s.glbimg.com/es/sde/f/2021/05/28/9d5caf065f11413aa6bf28e1d6b8acf8_FORMATO.png","Cuiabá"
"305",71505,1,1371,"ata","6",0,5,0,0,0,2.3,"jenison","Jenison","Jenison","Jenison de Jesus Brito e Brito","https://s.glbimg.com/es/sde/f/2022/02/23/a62db1a25ac1ccf1a638ee5469f53f08_FORMATO.png","Cuiabá"
"306",38588,1,1371,"ata","7",0,6,0,0,0,2.75,"elton","Elton","Elton","Elton Rodrigues Brandão","https://s.glbimg.com/es/sde/f/2022/02/23/04785c869069f264ccf01098f0707f30_FORMATO.png","Cuiabá"
"307",101484,1,294,"mei","7",0,5,0,0,0,2.3,"thonny-anderson","Thonny Anderson","T. Anderson","Thonny Anderson da Silva Carvalho","https://s.glbimg.com/es/sde/f/2022/02/23/aeb4c66a481ba3a88847f5c30bbf5d53_FORMATO.png","Coritiba"
"308",70666,1,1371,"zag","7",0,4,0,0,0,1.85,"marllon","Marllon","Marllon","Marllon Gonçalves Jerônimo Borges","https://s.glbimg.com/es/sde/f/2022/02/23/8d45db89a011dd77410922983889ff15_FORMATO.png","Cuiabá"
"309",101573,1,1371,"mei","7",0,6,0,0,0,2.75,"pepe","Pepê","Pepê","João Pedro Vilardi Pinto","https://s.glbimg.com/es/sde/f/2022/02/23/f7d3a51faa57213871975b0e01258892_FORMATO.png","Cuiabá"
"310",92146,1,1371,"ata","6",0,4,0,0,0,1.85,"andre-luis","André Luís","A. Luís","Andre Luis da Costa Alfredo","https://s.glbimg.com/es/sde/f/2022/02/23/4ba86feb09facb90b3a01b1712c3c8f5_FORMATO.png","Cuiabá"
"311",101254,1,294,"ata","7",0,6,0,0,0,2.75,"alef-manga","Alef Manga","A. Manga","Alef Mangueira Severino Pereira","https://s.glbimg.com/es/sde/f/2022/02/23/2f591fe9297201b345f8815815be56ef_FORMATO.png","Coritiba"
"312",78856,1,1371,"mei","7",0,5,0,0,0,2.3,"marcao-silva","Marcão Silva","M. Silva","Marcos Antônio Almeida Silva","https://s.glbimg.com/es/sde/f/2022/02/23/1137efd5de0473f1c88c49348353a899_FORMATO.png","Cuiabá"
"313",50301,1,1371,"mei","6",0,6,0,0,0,2.75,"everton","Everton","Everton","Everton Cardoso da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/c60eafc88d521475a07c8848255be68a_FORMATO.png","Cuiabá"
"314",102292,1,1371,"ata","6",0,3,0,0,0,1.41,"marquinhos","Marquinhos","Marquinhos","Marcos Vinícius Sousa Natividade","https://s.glbimg.com/es/sde/f/2022/02/23/d01325a4162f7cf8ab6ded0b51a5c48c_FORMATO.png","Cuiabá"
"315",78867,1,1371,"mei","6",0,5,0,0,0,2.3,"rafael-gava","Rafael Gava","R. Gava","Rafael Gustavo Meneghel Gava","https://s.glbimg.com/es/sde/f/2022/02/23/16687c4ddc3ae72291f2729ad61ed092_FORMATO.png","Cuiabá"
"316",104530,1,294,"ata","7",0,5,0,0,0,2.3,"igor-paixao","Igor Paixão","I. Paixão","Igor Guilherme Barbosa da Paixão","https://s.glbimg.com/es/sde/f/2022/02/23/65a987228916ce13345ffe12d4846cff_FORMATO.png","Coritiba"
"317",107554,1,294,"lat","6",0,4,0,0,0,1.85,"natanael","Natanael","Natanael","Natanael Moreira Milouski","https://s.glbimg.com/es/sde/f/2022/02/23/d16a948e2d2950b3b56d30d6433483a7_FORMATO.png","Coritiba"
"318",101054,1,1371,"ata","6",0,4,0,0,0,1.85,"felipe-marques","Felipe Marques","F. Marques","Felipe Marques da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/a6d728d21e5ecaec684045ba4d68975c_FORMATO.png","Cuiabá"
"319",104519,1,1371,"mei","5",0,4,0,0,0,1.85,"camilo","Camilo","Camilo","Camilo Reijers de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/23/960b7b2641de9da54e54550f285f7f85_FORMATO.png","Cuiabá"
