"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","SG","DS","FC","FD","FF","PI","A","FS","CA","G","PC","I","PS","CV","FT","PP","GC","DE","GS"
"185",110775,6,294,"gol","6",0,1,0,0,0,NA,"marcao","Marcão","Marcão","Marco Antônio Amorim de Oliveira Montes","https://s.glbimg.com/es/sde/f/2022/02/23/9af5466c91b9b05942f53c8d397eea94_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",106540,6,1371,"gol","6",0,1,0,0,0,NA,"capellari","Capellari","Capellari","Eduardo Fraga Capellari","https://s.glbimg.com/es/sde/f/2022/02/23/87d740c03c7d93328314e0805a79be9f_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",94263,6,290,"ata","7",2.5,3.84,-0.08,1.5,5,NA,"dada-belmonte","Dadá Belmonte","D. Belmonte","Adaílson Freire Pereira da Silva","https://s.glbimg.com/es/sde/f/2022/04/05/1d2bfbce4ad49ab2c5fb59c91a1f4e44_FORMATO.png","Goiás",NA,3,9,1,2,16,NA,15,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"188",110602,6,277,"gol","6",0,1,0,0,0,NA,"paulo-mazoti","Paulo Mazoti","P. Mazoti","Paulo Mazoti Azevedo","https://s.glbimg.com/es/sde/f/2022/03/03/acc0c5c373b2459a4b3a99ca631b2775_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",104329,6,314,"gol","6",0,1,0,0,0,NA,"joao","João","João","João Vitor de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/21/5463b4c0702bbf5996492a5857a5c61f_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",115678,6,294,"lat","6",0,2,0,0,0,NA,"diego","Diego","Diego","Diego Porfirio da Silva","https://s.glbimg.com/es/sde/f/2022/04/04/a1f3583beb3a0b68c126affa095666ee_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",89150,6,286,"mei","6",-0.2,2.77,-0.48,0.87,3,NA,"jean","Jean","Jean","Jean Carlos de Souza Irmer","https://s.glbimg.com/es/sde/f/2022/04/02/6414b12330ce3b868c7e9b91a6289866_FORMATO.png","Juventude",NA,1,2,1,1,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",110632,6,290,"ata","5",0,2.2,0,1.2,2,NA,"luiz-filipe","Luiz Filipe","L. Filipe","Luiz Filipe dos Reis Silva","https://s.glbimg.com/es/sde/f/2022/04/04/4fbf3f540f0b2318baeb2e270960d418_FORMATO.png","Goiás",NA,2,1,NA,NA,2,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"193",104084,6,264,"gol","6",0,1,0,0,0,NA,"carlos-miguel","Carlos Miguel","C. Miguel","Carlos Miguel dos Santos Pereira","https://s.glbimg.com/es/sde/f/2022/04/27/82ae7add27deaaa2cafbf14ee4e02248_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",104219,6,290,"lat","6",0,3,0,0,0,NA,"douglas-silva","Douglas Silva","D. Silva","Douglas da Silva Santos","https://s.glbimg.com/es/sde/f/2022/04/04/6e82072df764d9f568ce9bf893493f50_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",110251,6,293,"gol","6",0,1,0,0,0,NA,"gabriel-pereira","Gabriel Pereira","G. Pereira","Gabriel Roberto Pereira","https://s.glbimg.com/es/sde/f/2022/03/08/7f21f0709f996419a0abebf800f4078d_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",111173,6,327,"lat","6",0,1,0,0,0,NA,"carlos-junio","Carlos Junio","C. Junio","Carlos Junio Rodrigues do Carmo","https://s.glbimg.com/es/sde/f/2022/02/25/c4829e0c9e8fc25760e95add75c4a14e_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",103261,6,314,"zag","6",0,2,0,0,0,NA,"rodrigo-freitas","Rodrigo Freitas","R. Freitas","Rodrigo dos Santos de Freitas","https://s.glbimg.com/es/sde/f/2022/04/08/d5bcf8daa04da76c1372d8a8a834cf98_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",89435,6,277,"ata","6",1.2,3.82,-1.47,2.45,6,NA,"bryan-angulo","Bryan Angulo","B. Angulo","Brayan Dennis Angulo Tenorio","https://s.glbimg.com/es/sde/f/2022/04/02/e926d395a2b2a6225aa44474e5fa8e26_FORMATO.png","Santos",NA,1,NA,NA,NA,9,1,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"199",112327,6,1371,"ata","6",0,3,0,0,0,NA,"gustavo-nescau","Gustavo Nescau","G. Nescau","Gustavo Henrique Alves Silva","https://s.glbimg.com/es/sde/f/2021/09/20/768f5f056c491ffcf62c7383073dfab2_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",107416,6,290,"mei","6",0,3,0,0,0,NA,"luan-dias","Luan Dias","L. Dias","Luan Dias da Silva","https://s.glbimg.com/es/sde/f/2021/06/15/5866621e0b65a2335910b7071eb0d81e_FORMATO.jpeg","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",109563,6,1371,"zag","6",0,3,0,0,0,NA,"joaquim","Joaquim","Joaquim","Joaquim Henrique Pereira Silva","https://s.glbimg.com/es/sde/f/2021/06/04/9af680e828bdcbc3a28ff0dbfc34f2e5_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",107740,6,285,"gol","6",0,1,0,0,0,NA,"emerson-junior","Emerson Júnior","E. Júnior","Emerson Fabiano Kerber Júnior","https://s.glbimg.com/es/sde/f/2022/04/02/65dc75cb5a8699174a8884a44bdf09a4_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",108741,6,290,"ata","6",0,0.7,0,0.23,3,NA,"renato-junior","Renato Junior","R. Junior","Renato Barbosa dos Santos Junior","https://s.glbimg.com/es/sde/f/2022/04/05/aaad5989249282ee07375a4f7b9bf1da_FORMATO.png","Goiás",NA,1,2,1,NA,5,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"204",104420,6,293,"ata","6",0,3,0,0,0,NA,"reinaldo","Reinaldo","Reinaldo","Reinaldo Nascimento Satorno","https://s.glbimg.com/es/sde/f/2020/03/03/12600160dfe6fed9a606921db8b0a862_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",108528,6,294,"mei","6",0,5,0,0,0,NA,"galarza","Galarza","Galarza","Matías Galarza Fonda","https://s.glbimg.com/es/sde/f/2022/04/05/aa0e8e944c857702c77135690cfe04d8_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",114892,6,1371,"lat","6",0,1,0,0,0,NA,"caio-hila","Caio Hila","C. Hila","Caio César Amorim Hila","https://s.glbimg.com/es/sde/f/2022/02/23/23b11c9392056eda52cf2816d37b89a0_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",106831,6,276,"ata","6",0,1,0,0,0,NA,"juan","Juan","Juan","Juan Santos da Silva","https://s.glbimg.com/es/sde/f/2022/03/01/b64f8d56aad317fef852cca695190f34_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",110994,6,266,"ata","6",0,3,0,0,0,NA,"samuel-granada","Samuel Granada","S. Granada","Samuel Salustiano de Jesus Silva","https://s.glbimg.com/es/sde/f/2022/04/05/020e09ce97d6353b30b115f5779603f3_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",108659,6,1371,"mei","6",0,3.08,0,2.75,2,NA,"rivas","Rivas","Rivas","Cristhian Yonaiker Rivas Vielma - Cristian","https://s.glbimg.com/es/sde/f/2022/02/23/1f9a18c6a38ce7b0c86a89f400ac4bb8_FORMATO.png","Cuiabá",NA,4,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",115562,6,327,"lat","6",-2.2,0.73,-0.27,-2.2,1,NA,"arthur","Arthur","Arthur","Arthur Augusto de Matos Soares","https://s.glbimg.com/es/sde/f/2022/02/25/c6817b08df85a9bc6e6454cad217aaf5_FORMATO.png","América-MG",NA,NA,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",108787,6,314,"zag","6",0,1,0,0,0,NA,"felipe-camargo","Felipe Camargo","F. Camargo","Felipe Camargo de Souza","https://s.glbimg.com/es/sde/f/2022/02/21/38fe45f041124b759f8d967ad5af48df_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",109626,6,293,"ata","6",0,3,0,0,0,NA,"davi-araujo","Davi Araújo","D. Araújo","Davi Machado dos Santos Araújo","https://s.glbimg.com/es/sde/f/2020/08/29/b9c87f70ecb56043ef451bf7071e086e_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",109246,6,327,"ata","6",-0.9,0.73,-0.27,-0.9,1,NA,"kawe","Kawê","Kawê","Kawê Ferreira Godoy Viana","https://s.glbimg.com/es/sde/f/2022/02/25/efdddc1fdc3efbb2f4b53cd0d9db2f60_FORMATO.png","América-MG",NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"214",39850,6,327,"tec","7",1.01,6.08,-0.41,4.03,5,NA,"vagner-mancini","Vagner Mancini","V. Mancini","Vagner Carmo Mancini","https://s.glbimg.com/es/sde/f/2021/04/28/5745220dd2c869e1f9de357e41902989_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",117849,6,264,"ata","6",0,1.76,0,1.25,2,NA,"giovane","Giovane","Giovane","Giovane Santana do Nascimento","https://s.glbimg.com/es/sde/f/2022/04/10/9eb2577dedd89c266c2eeaf15cdf800a_FORMATO.png","Corinthians",NA,1,3,1,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",98289,6,373,"ata","6",0.5,3.61,-0.36,1.13,6,NA,"churin","Churín","Churín","Diego Churín Puyo","https://s.glbimg.com/es/sde/f/2022/04/07/9a194b1a94b42ab9128ae5de58f877b1_FORMATO.png","Atlético-GO",NA,2,2,1,4,9,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",107959,6,314,"ata","6",0,1,0,0,0,NA,"vinicius-jau","Vinícius Jaú","V. Jaú","Vinícius de Lima Ferreira","https://s.glbimg.com/es/sde/f/2022/02/24/d2f16d173d2ea95a320b574ce1cba648_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",115998,6,327,"ata","6",0,1,0,0,0,NA,"adyson","Adyson","Adyson","Adyson do Nascimento Soares","https://s.glbimg.com/es/sde/f/2022/02/25/816e31c3a9501bc4cafc2ef28de0e625_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",107186,6,293,"lat","6",0,1,0,0,0,NA,"vinicius-kaue","Vinicius Kauê","V. Kauê","Vinicius Kauê Ribeiro Ferreira","https://s.glbimg.com/es/sde/f/2021/04/16/0367fa0859b4ea67ba8191afd67f560e_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",115806,6,314,"ata","6",-0.5,0.73,-0.34,0.28,5,NA,"dentinho","Dentinho","Dentinho","Lucas Batista Félix","https://s.glbimg.com/es/sde/f/2022/04/06/6387892e2b5f72962c08bb7ea920a712_FORMATO.png","Avaí",NA,3,3,1,NA,10,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",106830,6,276,"mei","6",0,3.77,0,3.7,1,NA,"talles","Talles","Talles","Talles Macedo Toledo Costa","https://s.glbimg.com/es/sde/f/2022/03/01/46c4e9fd9a32a9e894bd6edc746e403d_FORMATO.png","São Paulo",NA,3,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",78580,6,1371,"ata","3",-2.7,2.21,-0.9,-0.9,2,NA,"jonathan-cafu","Jonathan Cafu","J. Cafu","Jonathan Renato Barbosa","https://s.glbimg.com/es/sde/f/2021/05/28/3c667df8f70bf19082f021fa20403c6c_FORMATO.png","Cuiabá",NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"223",111402,6,314,"mei","6",0,2,0,0,0,NA,"vitinho","Vitinho","Vitinho","Victor Júlio Alves de Paula","https://s.glbimg.com/es/sde/f/2022/04/14/a3b3acd682ad4df74865ef90e9e309f1_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",107251,6,290,"zag","6",5.1,2.07,1.02,1.75,4,NA,"da-silva","Da Silva","D. Silva","João Vitor Vallony da Silva","https://s.glbimg.com/es/sde/f/2022/04/14/725c74c1640e2114b3f019ae16a79a79_FORMATO.png","Goiás",1,2,2,NA,2,9,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",72583,6,285,"ata","6",1.3,4,-0.61,3.17,3,NA,"pedro-henrique","Pedro Henrique","P. Henrique","Pedro Henrique Konzen Medina da Silva","https://s.glbimg.com/es/sde/f/2022/04/12/5422d339b6546dc0505e80e10b027269_FORMATO.png","Internacional",NA,6,2,NA,3,9,NA,5,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"226",69189,6,290,"zag","6",6.1,3.22,0.86,5.9,2,NA,"sidimar","Sidimar","Sidimar","Sidimar Fernando Cigolini","https://s.glbimg.com/es/sde/f/2022/04/29/c5cc58a18cf72c8dca55b618306e1483_FORMATO.png","Goiás",2,NA,NA,NA,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",106803,6,276,"mei","6",1.1,3.41,-0.48,1.9,3,NA,"andre-anderson","André Anderson","A. Anderson","André Anderson Pomilio Lima","https://s.glbimg.com/es/sde/f/2022/04/12/147e9b9fa6d6b253f5f20e62622066ac_FORMATO.png","São Paulo",NA,4,3,1,NA,14,NA,4,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"228",107191,6,293,"lat","6",0,1,0,0,0,NA,"leonardo-ataide","Leonardo Ataíde","L. Ataíde","Leonardo Ataíde de Oliveira Siqueira","https://s.glbimg.com/es/sde/f/2021/12/08/9440c054d747c490573927d3d0cb770c_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",115061,6,285,"lat","6",0,1,0,0,0,NA,"thauan-lara","Thauan Lara","T. Lara","Thauan Lara dos Santos","https://s.glbimg.com/es/sde/f/2022/04/02/5d726b8f94648d84abb8f41592046ce6_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",115272,6,373,"mei","6",0,1,0,0,0,NA,"isaac","Isaac","Isaac","Isaac Souza Valença","https://s.glbimg.com/es/sde/f/2022/03/03/6f52ecb0f50d779aa6d3a2dedf8c2332_FORMATO.png","Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",85993,6,263,"ata","6",0,5.23,0,1.73,3,NA,"gustavo-sauer","Gustavo Sauer","G. Sauer","Gustavo Affonso Sauerbeck","https://s.glbimg.com/es/sde/f/2022/04/13/ece78d4e91579f63c336f5010cbf9053_FORMATO.png","Botafogo",NA,4,1,1,NA,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",107187,6,293,"zag","6",0,0.66,0,-0.1,1,NA,"joao-vialle","João Vialle","J. Vialle","João Victor Dall'Stella Vialle","https://s.glbimg.com/es/sde/f/2021/04/14/53318535704d9cdcce1de36f70caa614_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",95657,6,314,"mei","6",0,2,0,0,0,NA,"kazu","Kazu","Kazu","Gabriel Kazu Rossato Yanagu","https://s.glbimg.com/es/sde/f/2022/02/23/9a05ad0ed16ef1ae939f3f919cfcece7_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",105807,6,266,"zag","6",0,1,0,0,0,NA,"luan","Luan","Luan","Luan de Freitas Molarinho Chagas","https://s.glbimg.com/es/sde/f/2021/08/19/6754fbd8abbc942fd55c39ac7376295c_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",111491,6,294,"mei","6",0,1,0,0,0,NA,"biel","Biel","Biel","Luiz Gabriel de Oliveira Fonseca","https://s.glbimg.com/es/sde/f/2022/02/23/5b82464e99f850761874b4e2c46b1b14_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",37281,6,285,"tec","7",3.66,7.6,0.18,5.12,4,NA,"mano-menezes","Mano Menezes","M. Menezes","Luis Antônio Venker de Menezes","https://s.glbimg.com/es/sde/f/2022/04/20/e2710d5e2f652b8154c927ba13d68369_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",107261,6,290,"mei","6",0,1,0,0,0,NA,"nathan","Nathan","Nathan","Nathan Melo Silva","https://s.glbimg.com/es/sde/f/2022/03/10/50411ee026dcc53c8cc70aefd1df156d_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",115269,6,373,"ata","6",0,1,0,0,0,NA,"jean","Jean","Jean","Jean Carlos Albino Bonora","https://s.glbimg.com/es/sde/f/2022/03/03/3b51db8f65383d2dcdd685c69f8c82a1_FORMATO.png","Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",105901,6,373,"mei","7",4.3,2.99,0.72,2.2,3,NA,"edson-fernando","Edson Fernando","E. Fernando","Edson Fernando da Silva Gomes","https://s.glbimg.com/es/sde/f/2022/04/12/f57b8667fe8b6260cbb9d4e2f6de8814_FORMATO.png","Atlético-GO",NA,5,NA,NA,NA,9,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",107255,6,290,"mei","6",0,1,0,0,0,NA,"lincon","Lincon","Lincon","Harley D'Lincon Ribeiro da Rocha","https://s.glbimg.com/es/sde/f/2022/03/02/1f4801e8181121bafd820a42498a1f47_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",98832,6,314,"mei","6",1,2.75,0.28,0.2,3,NA,"jean-pyerre","Jean Pyerre","J. Pyerre","Jean Pyerre Casagrande Silveira Correa","https://s.glbimg.com/es/sde/f/2022/04/13/314c25e8b719422ff7df581055839515_FORMATO.png","Avaí",NA,2,NA,NA,NA,8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",117459,6,264,"lat","6",0,1,0,0,0,NA,"leo-mana","Léo Maná","L. Maná","Leonardo Mana Hernandes","https://s.glbimg.com/es/sde/f/2022/03/26/54a3792047be396987d42fbba4285ed2_FORMATO.jpeg","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",88225,6,1371,"lat","6",0,2.54,0,-1.3,1,NA,"daniel-guedes","Daniel Guedes ","D. Guedes","Daniel Guedes da Silva","https://s.glbimg.com/es/sde/f/2022/04/21/eb1d1f53750f2ecb8c48b5caa3985a22_FORMATO.png","Cuiabá",NA,NA,2,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",116034,6,262,"mei","6",0,2,0,0,0,NA,"victor-hugo","Victor Hugo","V. Hugo","Victor Hugo Gomes Silva","https://s.glbimg.com/es/sde/f/2022/04/27/fe19307b5221c38cbe407f4f65e38e0b_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",112060,6,354,"ata","6",0,0.96,0,0.9,1,NA,"joao-victor","João Victor","J. Victor","João Victor Vieira Ferreira Sousa","https://s.glbimg.com/es/sde/f/2021/05/24/c908392c2c080c709d4f8f7016d8bdbc_FORMATO.png","Ceará",NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",105844,6,264,"zag","6",0,1,0,0,0,NA,"belezi","Belezi","Belezi","Lucas Belezi Barbosa","https://s.glbimg.com/es/sde/f/2022/04/27/1403485e99847596de3480809a06ce45_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",95332,6,314,"ata","6",0,3.9,0,2.7,2,NA,"marcinho","Marcinho","Marcinho","Márcio Antônio de Sousa Júnior","https://s.glbimg.com/es/sde/f/2022/04/14/6351c93f1e7d0b3514916390f48db891_FORMATO.png","Avaí",NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"248",105337,6,373,"mei","6",0,1.45,-0.55,0,1,NA,"lucas-lima","Lucas Lima","L. Lima","Lucas Eduardo Lima da Silva","https://s.glbimg.com/es/sde/f/2022/04/12/70eb076758000af45ab12f6fdea8abca_FORMATO.png","Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",106835,6,327,"zag","6",0,2,0,0,0,NA,"luan-patrick","Luan Patrick","L. Patrick","Luan Patrick Wiedthauper","https://s.glbimg.com/es/sde/f/2022/04/12/9c00f6187003445f286a82aab4e21989_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",117910,6,264,"mei","6",0,1,0,0,0,NA,"breno-bidon","Breno Bidon","B. Bidon","Breno de Souza Bidon","https://s.glbimg.com/es/sde/f/2022/04/19/5aab366dff88f381cc1af3b3ace6419b_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",114802,6,293,"ata","6",0.2,3.89,-0.2,0.88,4,NA,"vitor-roque","Vitor Roque","V. Roque","Vitor Hugo Roque Ferreira","https://s.glbimg.com/es/sde/f/2022/04/13/59faf7245c4ab4b19c4800e95b221dbb_FORMATO.png","Athlético-PR",NA,1,3,1,NA,4,NA,5,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"252",115239,6,262,"lat","6",0,1,0,0,0,NA,"wesley","Wesley","Wesley","Wesley Vinícius França Lima","https://s.glbimg.com/es/sde/f/2021/12/05/8fcf55ad052505872e3e5e1a9a855e72_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",115227,6,276,"ata","6",0,1,0,0,0,NA,"caio","Caio","Caio","Caio Matheus da Silva","https://s.glbimg.com/es/sde/f/2022/04/06/c624743dce9149ef9c0122f7eabd3337_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",105547,6,1371,"mei","6",0,1,0,0,0,NA,"rikelme","Rikelme","Rikelme","Rikelme Hernandes Amorim Rocha","https://s.glbimg.com/es/sde/f/2021/05/28/a067031810b555578d08ab063cd3701e_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",117909,6,264,"ata","6",0,1,0,0,0,NA,"wesley","Wesley","Wesley","Wesley Gassova Ribeiro Teixeira","https://s.glbimg.com/es/sde/f/2022/04/19/e9c12ff02569765cb5c876412fae8bb8_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",116192,6,354,"ata","6",0,2,0,0,0,NA,"pedro-igor","Pedro Igor ","P. Igor","Pedro Igor de Souza Carneiro Martins","https://s.glbimg.com/es/sde/f/2022/04/30/1918ff24fba4db581fc0c8eb04e60090_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",72142,6,327,"zag","6",0,4,0,0,0,NA,"danilo-avelar","Danilo Avelar","D. Avelar","Danilo Fernando Avelar","https://s.glbimg.com/es/sde/f/2022/04/12/2a7b85e6015605e0770fe393faf72a9a_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",117870,6,285,"mei","6",0,0.7,0,-0.6,1,NA,"estevao","Estevão","Estevão","Estevão Barreto de Oliveira","https://s.glbimg.com/es/sde/f/2022/04/19/9dbe5edaeb65550ab441717b0e0e3349_FORMATO.png","Internacional",NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",110584,6,263,"lat","6",0,4,0,0,0,NA,"hamalainen","Hämäläinen","Hämäläinen","Nicholas Antero Hämäläinen - Niko","https://s.glbimg.com/es/sde/f/2022/04/13/8de1d0b0ad9aa36449a93daa7a385faf_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
