,atletas.preco_num,atletas.foto,atletas.posicao_id,atletas.media_num,atletas.apelido_abreviado,atletas.apelido,atletas.pontos_num,atletas.status_id,atletas.clube_id,atletas.variacao_num,atletas.clube.id.full.name,atletas.jogos_num,atletas.rodada_id,atletas.nome,atletas.slug,atletas.minimo_para_valorizar,atletas.atleta_id,CA,DS,FC,FD,FF,FS,PI,SG,A,G,DE,DP,GS,GC,PC,FT,I,CV,PP,PS
390,3.69,https://s.glbimg.com/es/sde/f/2022/02/21/b1d2b6ae7d7c80be4768237f4820792b_FORMATO.png,3,2.22,Kanu,Kanu,-0.1,6,263,-0.02,Botafogo,17,25,Victor Hugo Soares dos Santos,kanu,,98484,3.0,20.0,13.0,2.0,4.0,11.0,54.0,3.0,,,,,,,,,,,,
391,1.0,https://s.glbimg.com/es/sde/f/2022/02/23/7e55afddc960930adc82975477d86b1a_FORMATO.png,1,0.0,Vinícius,Vinícius,0.0,6,1371,0.0,Cuiabá,0,25,Vinícius Teodoro Barreta Melo,vinicius,,98496,,,,,,,,,,,,,,,,,,,,
392,2.56,https://s.glbimg.com/es/sde/f/2022/08/16/b8125d34db304bc8fafb40a16b0c01f7_FORMATO.png,5,0.7,L. Silva,Lucas Silva,0.0,6,314,0.0,Avaí,1,25,Lucas da Silva de Jesus,lucas-silva,,98515,,,,,,2.0,3.0,,,,,,,,,,,,,
393,5.23,https://s.glbimg.com/es/sde/f/2022/02/21/5e5dc615bd88e2dcf4171cb2082f612d_FORMATO.png,3,6.67,Kuscevic,Kuscevic,1.8,6,275,-1.26,Palmeiras,3,25,Benjamín Kuscevic Jaramillo,kuscevic,,98619,,3.0,,1.0,,2.0,8.0,2.0,1.0,,,,,,,,,,,
394,6.51,https://s.glbimg.com/es/sde/f/2022/07/15/7f1a9ea58cb76bfac41d6c90769831f3_FORMATO.png,4,1.33,Pedrinho,Pedrinho,0.0,5,282,0.0,Atlético-MG,7,25,Pedro Victor Delmino da Silva,pedrinho,,98706,,4.0,1.0,2.0,2.0,6.0,22.0,,,,,,,,,,,,,
395,5.14,https://s.glbimg.com/es/sde/f/2022/08/12/d2fecd5077974281ec2b17a27e7b0dd2_FORMATO.png,4,1.77,Carabajal,Carabajal,1.5,7,277,0.1,Santos,3,25,Horacio Gabriel Carabajal,carabajal,,98723,1.0,4.0,1.0,,3.0,4.0,26.0,,,,,,,,,,,,,
396,2.76,https://s.glbimg.com/es/sde/f/2022/04/13/314c25e8b719422ff7df581055839515_FORMATO.png,4,1.16,J. Pyerre,Jean Pyerre,1.4,6,314,0.08,Avaí,14,25,Jean Pyerre Casagrande Silveira Correa,jean-pyerre,,98832,1.0,5.0,2.0,1.0,4.0,7.0,42.0,,,1.0,,,,,,,,,,
397,1.0,https://s.glbimg.com/es/sde/f/2022/02/21/5b3e266e38c6e96d2301a3aac76f74d2_FORMATO.png,1,0.0,C. Vitor,Cláudio Vitor,0.0,6,314,0.0,Avaí,0,25,Cláudio Vitor Morais de Lima Cruz,claudio-vitor,,98888,,,,,,,,,,,,,,,,,,,,
398,9.12,https://s.glbimg.com/es/sde/f/2022/02/24/6bec1ac11713040382a43683f3ec06ba_FORMATO.png,5,3.78,Cuello,Cuello,11.2,6,293,2.01,Athlético-PR,20,25,Tomás Esteban Cuello,cuello,,98909,3.0,33.0,18.0,6.0,18.0,24.0,119.0,,3.0,1.0,,,,,,,5.0,,,
399,3.86,https://s.glbimg.com/es/sde/f/2022/03/01/adf4c737eb27b74c772b8985d18c9044_FORMATO.png,4,1.21,Gabriel,Gabriel,3.8,7,276,0.48,São Paulo,10,25,Gabriel Neves Perdomo,gabriel,,98976,4.0,19.0,11.0,,,1.0,39.0,,,,,,,,,,,,,
400,5.49,https://s.glbimg.com/es/sde/f/2022/03/03/a3607db4d71e6018951bfe51c702fb1a_FORMATO.png,5,3.0,L. Braga,Lucas Braga,1.0,7,277,-0.54,Santos,22,25,Lucas Braga Ribeiro,lucas-braga,,99119,1.0,21.0,12.0,8.0,10.0,40.0,81.0,,,2.0,,,,,,,2.0,,,
401,6.02,https://s.glbimg.com/es/sde/f/2022/03/29/6fdde8730fb97a5d12a85b4ebd9d4e93_FORMATO.png,4,2.37,R. Fernández,Rodrigo Fernández,3.9,6,277,0.37,Santos,20,25,Rodrigo Fernández Cedrés,rodrigo-fernandez,,99214,8.0,53.0,47.0,2.0,8.0,18.0,96.0,,,,,,,,2.0,,,,,
402,2.2,https://s.glbimg.com/es/sde/f/2022/02/23/56af95dcedcbf6410efc1e0d9432d9a2_FORMATO.png,4,0.0,P. García,Pablo García,0.0,6,294,0.0,Coritiba,1,25,Pablo Javier García Lafluf,pablo-garcia,,99236,,,,,,,,,,,,,,,,,,,,
403,2.06,https://s.glbimg.com/es/sde/f/2022/08/16/0d6ff68525592d2d97d4cedb5317c66b_FORMATO.png,1,0.5,D. Loureiro,Diego Loureiro,0.0,6,373,0.0,Atlético-GO,2,25,Diego Terra Loureiro,diego-loureiro,,99430,1.0,,,,,,,,,,4.0,,2.0,,,,,,,
404,7.64,https://s.glbimg.com/es/sde/f/2022/03/03/23016221adbd611a74993ecdc84843f5_FORMATO.png,4,3.31,Baralhas,Baralhas,5.4,7,373,0.45,Atlético-GO,21,25,Gabriel Baralhas dos Santos,baralhas,,99440,7.0,48.0,27.0,4.0,11.0,11.0,72.0,,1.0,1.0,,,,,1.0,1.0,,,,
405,3.0,https://s.glbimg.com/es/sde/f/2022/07/28/d97bc45782baf456d1b40b1d16ed352c_FORMATO.png,1,0.0,Igor,Igor,0.0,6,314,0.0,Avaí,0,25,Igor José Bohn,igor,,99573,,,,,,,,,,,,,,,,,,,,
406,2.0,https://s.glbimg.com/es/sde/f/2022/06/27/cfeea87e1e558108c5c50dfd084e1f04_FORMATO.png,3,0.0,Arthur,Arthur,0.0,6,290,0.0,Goiás,0,25,Arthur Henrique Vieira Araújo,arthur,,99670,,,,,,,,,,,,,,,,,,,,
407,7.08,https://s.glbimg.com/es/sde/f/2022/04/20/d97a4c4cc239d983ba72d755e77a671d_FORMATO.png,4,4.58,Arias,Arias,0.0,7,266,-0.81,Fluminense,20,25,Jhon Adolfo Arias Andrade,arias,,99815,4.0,23.0,33.0,6.0,9.0,28.0,153.0,,5.0,5.0,,,,,,,1.0,,,
408,2.0,https://s.glbimg.com/es/sde/f/2021/06/04/82d858358a606b9c2acfa4fead4b349c_FORMATO.png,5,0.0,L. Passos,Léo Passos,0.0,6,327,0.0,América-MG,0,25,Leonardo da Silva Passos,leo-passos,,99878,,,,,,,,,,,,,,,,,,,,
409,5.4,https://s.glbimg.com/es/sde/f/2022/03/31/c076d4a6758a288c3f3f7521da98c18f_FORMATO.png,5,2.31,J. Julio,Jhojan Julio,0.2,6,277,-0.83,Santos,11,25,Jhojan Esmaides Julio Palacios,jhojan-julio,,100074,2.0,17.0,20.0,2.0,2.0,18.0,47.0,,1.0,,,,,,,,3.0,,,
410,12.85,https://s.glbimg.com/es/sde/f/2022/07/15/2298d241c4ec2d5e60d0b370bba36921_FORMATO.png,4,6.49,Zaracho,Zaracho,0.9,6,282,-0.63,Atlético-MG,13,25,Federico Matías Javier Zaracho,zaracho,,100079,1.0,39.0,19.0,5.0,10.0,12.0,57.0,,1.0,2.0,,,,,,3.0,,,,
411,5.22,https://s.glbimg.com/es/sde/f/2022/03/01/b6d68ea91db4955b888e119a851704eb_FORMATO.png,4,1.52,I. Gomes,Igor Gomes,0.0,6,276,0.01,São Paulo,22,25,Igor Silveira Gomes,igor-gomes,,100084,3.0,25.0,28.0,4.0,8.0,21.0,136.0,,2.0,,,,,,,,2.0,1.0,,
412,7.42,https://s.glbimg.com/es/sde/f/2022/03/08/309c47dae98681ea166c6c5dfef07f5a_FORMATO.png,5,3.49,Pedrinho,Pedrinho,11.3,7,327,2.2,América-MG,19,25,Pedro Gabriel Pereira Lopes,pedrinho,,100103,5.0,14.0,19.0,10.0,10.0,10.0,92.0,,2.0,4.0,,,,,,1.0,4.0,,,
413,4.38,https://s.glbimg.com/es/sde/f/2022/08/06/f016d3ea4f1bdceef28512d7bf47fd36_FORMATO.png,5,2.32,F. Pires,Felipe Pires,4.4,3,286,0.73,Juventude,5,25,Felipe Augusto Rodrigues Pires,felipe-pires,,100289,3.0,3.0,4.0,2.0,3.0,9.0,19.0,,1.0,,,,,,,,2.0,,,
414,9.93,https://s.glbimg.com/es/sde/f/2022/06/29/f38436c0ef035f0395ad96c1c09a1d6e_FORMATO.png,5,2.36,Y. Alberto,Yuri Alberto,10.0,7,264,1.62,Corinthians,8,25,Yuri Alberto Monteiro da Silva,yuri-alberto,,100652,1.0,6.0,11.0,3.0,5.0,8.0,33.0,,,1.0,,,,,,,3.0,,,
415,3.21,https://s.glbimg.com/es/sde/f/2022/04/02/68d5b0b8c93444cf3f88161d109fe461_FORMATO.png,4,0.63,Liziero,Liziero,-0.3,6,285,-0.06,Internacional,8,25,Igor Matheus Liziero Pereira ,liziero,,100761,2.0,8.0,10.0,,,5.0,21.0,,,,,,,,,,,,,
416,9.58,https://s.glbimg.com/es/sde/f/2022/04/08/c60eb6c17dd46f0a98ac8d236bddbbd7_FORMATO.png,5,5.57,Bissoli,Bissoli,6.2,7,314,0.75,Avaí,22,25,Guilherme Bissoli Campos,bissoli,,100762,4.0,14.0,41.0,10.0,16.0,17.0,78.0,,,12.0,,,,,,,8.0,,,1.0
417,10.94,https://s.glbimg.com/es/sde/f/2022/05/05/a09132195a9936adeadb1a61d65dad2e_FORMATO.png,2,6.91,L. Cândido,Luan Cândido,6.2,6,280,0.82,Bragantino,20,25,Luan Cândido de Almeida,luan-candido,,100848,3.0,28.0,27.0,15.0,20.0,10.0,166.0,5.0,2.0,7.0,,,,,,2.0,7.0,1.0,,
418,4.57,https://s.glbimg.com/es/sde/f/2022/02/24/965b3ae2f778e96277a5b6c093927bc2_FORMATO.png,3,2.13,Conti,Conti,0.0,7,327,0.0,América-MG,16,25,Germán Andrés Conti,conti,,100943,1.0,14.0,10.0,,6.0,2.0,45.0,4.0,,,,,,,,,,,,
419,3.19,https://s.glbimg.com/es/sde/f/2022/05/12/50ab9a9c9ef9edc1a9bed39d4552c026_FORMATO.png,4,1.08,Ronald,Ronald,0.0,7,356,0.0,Fortaleza,13,25,Ronald dos Santos Lopes,ronald,,100969,5.0,20.0,19.0,1.0,1.0,8.0,52.0,,,,,,,,,,,,,
420,6.44,https://s.glbimg.com/es/sde/f/2021/07/30/7536d1f5782d6ce621dfd8aa405d0e28_FORMATO.png,4,2.81,Nonato,Nonato,0.0,6,266,0.0,Fluminense,17,25,Gustavo Nonato Santana,nonato,,100987,3.0,29.0,16.0,3.0,7.0,33.0,118.0,,2.0,,,,,,,,1.0,1.0,,
421,7.33,https://s.glbimg.com/es/sde/f/2022/08/16/b90d064488716f8526c5c2519944eceb_FORMATO.png,5,4.3,J. Santos,Júnior Santos,2.1,6,263,0.14,Botafogo,3,25,José Antonio dos Santos Júnior,junior-santos,,101002,,2.0,6.0,2.0,2.0,2.0,7.0,,,1.0,,,,,,,,,,
422,7.12,https://s.glbimg.com/es/sde/f/2022/03/10/fb1b4d53c6475f4e02123bf33a52a0c2_FORMATO.png,4,3.54,Diego,Diego,3.0,7,290,0.06,Goiás,22,25,Jackson Diego Ibrahim Fagundes,diego,,101027,1.0,46.0,17.0,2.0,8.0,43.0,163.0,,3.0,,,,,,,,1.0,,,
423,1.72,https://s.glbimg.com/es/sde/f/2022/02/23/f8cc329ae5ae96be77c98caf774621fd_FORMATO.png,2,-2.3,D. Matos,Diego Matos,0.0,6,314,0.0,Avaí,1,25,Diego Daniel Rodrigues de Matos,diego-matos,,101036,,2.0,2.0,,,,11.0,,,,,,,,,,,1.0,,
424,2.69,https://s.glbimg.com/es/sde/f/2022/02/23/a6d728d21e5ecaec684045ba4d68975c_FORMATO.png,5,0.81,F. Marques,Felipe Marques,1.1,6,1371,0.23,Cuiabá,17,25,Felipe Marques da Silva,felipe-marques,,101054,1.0,9.0,10.0,2.0,4.0,12.0,54.0,,,,,,,,,,3.0,,,1.0
425,5.95,https://s.glbimg.com/es/sde/f/2021/04/15/6b25bcef84ca2ca67c4b19b4e5356ca3_FORMATO.png,6,3.12,U. Louzer,Umberto Louzer,3.01,7,286,0.15,Juventude,18,25,Umberto Lourenço Louzer Filho,umberto-louzer,,101077,,,,,,,,,,,,,,,,,,,,
426,6.4,https://s.glbimg.com/es/sde/f/2022/08/02/c396b10bc3e37dd7731bf8715e8279e0_FORMATO.png,3,7.13,D. Cardoso,Danilo Cardoso,0.0,6,290,0.0,Goiás,3,25,Danilo Cardoso Novais da Silva,danilo-cardoso,,101155,,1.0,,1.0,1.0,1.0,3.0,2.0,,1.0,,,,,,,,,,
427,10.25,https://s.glbimg.com/es/sde/f/2022/02/23/2f591fe9297201b345f8815815be56ef_FORMATO.png,5,4.46,A. Manga,Alef Manga,5.8,7,294,0.54,Coritiba,22,25,Alef Mangueira Severino Pereira,alef-manga,,101254,7.0,32.0,22.0,13.0,22.0,11.0,122.0,,2.0,4.0,,,,,,2.0,11.0,,,
428,10.37,https://s.glbimg.com/es/sde/f/2022/07/15/bcc9ab9fbdafb24cad6b5c34a3a4e9a7_FORMATO.png,5,2.82,Ademir,Ademir,2.3,6,282,0.02,Atlético-MG,22,25,Ademir da Silva Santos Júnior,ademir,,101314,3.0,17.0,14.0,6.0,10.0,39.0,47.0,,1.0,1.0,,,,,,2.0,11.0,,,1.0
429,8.94,https://s.glbimg.com/es/sde/f/2022/07/15/627768175034855e87f15e0a373b34b8_FORMATO.png,2,4.79,Guga,Guga,0.0,6,282,0.0,Atlético-MG,11,25,Cláudio Rodrigues Gomes,guga,,101319,,32.0,9.0,1.0,5.0,12.0,92.0,3.0,,,,,,,,,,,,
430,2.07,https://s.glbimg.com/es/sde/f/2022/02/23/aeb4c66a481ba3a88847f5c30bbf5d53_FORMATO.png,4,1.33,T. Anderson,Thonny Anderson,-2.0,6,294,-1.12,Coritiba,14,25,Thonny Anderson da Silva Carvalho,thonny-anderson,,101484,1.0,17.0,14.0,1.0,6.0,12.0,76.0,,1.0,,,,,,,,,2.0,,
431,6.14,https://s.glbimg.com/es/sde/f/2022/02/23/f7d3a51faa57213871975b0e01258892_FORMATO.png,4,3.55,Pepê,Pepê,0.4,7,1371,0.08,Cuiabá,19,25,João Pedro Vilardi Pinto,pepe,,101573,2.0,46.0,26.0,8.0,10.0,30.0,108.0,,,,,,,,,,,,,
432,3.27,https://s.glbimg.com/es/sde/f/2022/03/04/f29cb0d7b60a53cf87b5131d4fcf8d45_FORMATO.png,1,1.72,H. Souza,Hugo Souza,0.0,6,262,0.0,Flamengo,9,25,Hugo de Souza Nogueira,hugo-souza,,101574,3.0,2.0,,,,,,1.0,,,21.0,,10.0,,,,,,,
433,4.86,https://s.glbimg.com/es/sde/f/2022/04/27/44c60f9696fad0a8a8156b8192e4af04_FORMATO.png,3,4.8,R. Bambu,Robson Bambu,0.0,6,264,0.0,Corinthians,5,25,Robson Alves de Barros,robson-bambu,,101579,,8.0,2.0,,,2.0,10.0,3.0,,,,,,,,,,,,
434,7.08,https://s.glbimg.com/es/sde/f/2022/02/21/267f14bd41575e2b58bcb3d6ba014a46_FORMATO.png,4,3.43,H. Moura,Hugo Moura,3.2,7,293,0.01,Athlético-PR,16,25,Hugo Moura Arruda da Silva,hugo-moura,,101594,4.0,43.0,25.0,5.0,5.0,16.0,72.0,,,1.0,,,,,1.0,,1.0,1.0,,
435,2.62,https://s.glbimg.com/es/sde/f/2022/03/03/0744b4a85cead311d99a4c1d6d279b39_FORMATO.png,5,1.25,V. Gabriel,Vitor Gabriel,0.0,6,286,0.0,Juventude,15,25,Vitor Gabriel Claudino Rego Ferreira,vitor-gabriel,,101596,4.0,5.0,20.0,9.0,4.0,9.0,36.0,,,1.0,,,,,,,3.0,,,
436,2.32,https://s.glbimg.com/es/sde/f/2022/05/10/5ffd61aa5589cf28ad0820b15df29250_FORMATO.png,2,0.95,Ramon,Ramon,0.0,6,280,0.0,Bragantino,8,25,Ramon Ramos Lima,ramon,,101597,2.0,7.0,8.0,2.0,2.0,6.0,54.0,1.0,,,,,,,,,,1.0,,
437,4.02,https://s.glbimg.com/es/sde/f/2021/05/04/14060d89e54c755512bce4ee1bd0d8fd_FORMATO.png,3,9.5,Alex,Alex,0.0,6,277,0.0,Santos,1,25,Alex de Oliveira Nascimento,alex,,101600,,4.0,,,,,3.0,1.0,,,,,,,,,,,,
438,2.37,https://s.glbimg.com/es/sde/f/2022/03/10/a34434b7c2c45f0720de34fdeaf8fca5_FORMATO.png,4,1.39,Caio,Caio,0.0,2,290,0.0,Goiás,19,25,Caio Vinicius da Conceição,caio,,101601,6.0,30.0,30.0,1.0,4.0,21.0,53.0,,,,,,,,1.0,,1.0,1.0,,
439,3.65,https://s.glbimg.com/es/sde/f/2022/07/11/76df69db50a4a1fc1c463bd08cfd5e26_FORMATO.png,4,0.73,Rhaldney,Rhaldney,0.0,6,373,0.0,Atlético-GO,3,25,Rhaldney Norberto Simião Gomes,rhaldney,,101666,,2.0,1.0,,,1.0,4.0,,,,,,,,,,,,,
440,5.78,https://s.glbimg.com/es/sde/f/2022/03/03/e7109f32d289e269f43592da6566c2e5_FORMATO.png,2,3.28,F. Jonatan,Felipe Jonatan,5.0,7,277,0.04,Santos,15,25,Felipe Jonatan Rocha Andrade,felipe-jonatan,,101708,2.0,22.0,14.0,3.0,3.0,11.0,123.0,6.0,,,,,,,,,1.0,,,
441,6.1,https://s.glbimg.com/es/sde/f/2022/05/05/a190fc01a5c5880c8de5c5854ac2f555_FORMATO.png,5,4.92,Alerrandro,Alerrandro,1.9,6,280,0.11,Bragantino,15,25,Alerrandro Barra Mansa Realino de Souza,alerrandro,,101715,2.0,8.0,10.0,12.0,11.0,11.0,20.0,,,5.0,,,,,,1.0,4.0,,,
442,5.34,https://s.glbimg.com/es/sde/f/2022/07/07/cf3959cd704eeabb2140114fefee94eb_FORMATO.png,5,1.27,Marrony,Marrony,6.1,6,266,0.86,Fluminense,6,25,Marrony da Silva Liberato,marrony,,101717,1.0,6.0,2.0,1.0,2.0,7.0,13.0,,,,,,,,,,,1.0,,
443,0.73,https://s.glbimg.com/es/sde/f/2022/04/30/c4508af01cb1a796f08b6846127c31c0_FORMATO.png,5,0.0,Matheusinho,Matheusinho,0.0,6,290,0.0,Goiás,1,25,Matheus Santos Soares,matheusinho,,101725,,,,,,,,,,,,,,,,,,,,
444,7.44,https://s.glbimg.com/es/sde/f/2022/04/25/f8b82a43e5e935dc7a17f7f142575c55_FORMATO.png,2,4.6,Matheuzinho,Matheuzinho,0.8,2,262,-0.76,Flamengo,18,25,Matheus França Silva,matheuzinho,,101727,2.0,45.0,16.0,1.0,5.0,6.0,115.0,6.0,2.0,,,,,,1.0,,,,,
445,6.59,https://s.glbimg.com/es/sde/f/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png,3,2.13,Diego,Diego,0.0,7,276,0.0,São Paulo,19,25,Diego Henrique Costa Barbosa,diego,,101728,7.0,38.0,33.0,,4.0,7.0,90.0,3.0,,,,,,,1.0,,,,,
446,3.24,https://s.glbimg.com/es/sde/f/2022/08/02/844e36a5e930dd313402265a86bfdf2c_FORMATO.png,4,1.19,G. Castilho,Guilherme Castilho,0.0,7,354,0.0,Ceará,7,25,Guilherme Castilho Carvalho,guilherme-castilho,,101798,1.0,8.0,7.0,1.0,2.0,5.0,35.0,,,,,,,,,,,,,
447,3.98,https://s.glbimg.com/es/sde/f/2021/05/02/6f194f584e7ed2293b58deb814cde16c_FORMATO.png,5,2.11,Vitinho,Vitinho,0.0,7,293,0.0,Athlético-PR,13,25,Vitor Hugo Naum dos Santos,vitinho,,101960,1.0,9.0,10.0,9.0,6.0,12.0,37.0,,,,,,,,,1.0,4.0,,,
448,10.14,https://s.glbimg.com/es/sde/f/2022/07/16/933d90afd9fed6c8f8426f4c450f232e_FORMATO.png,2,8.59,Brítez,Brítez,2.9,7,356,-0.95,Fortaleza,8,25,Emanuel Fermín Brítez,britez,,101995,,29.0,17.0,1.0,3.0,3.0,91.0,6.0,1.0,1.0,,,,,,,,,,
449,4.88,https://s.glbimg.com/es/sde/f/2022/07/29/d2bcddb0a2e0d7cc5c363b5a72f8c39d_FORMATO.png,5,1.08,B. Romero,Braian Romero,0.0,6,285,-0.14,Internacional,6,25,Braian Ezequiel Romero,braian-romero,,101997,1.0,4.0,6.0,1.0,2.0,4.0,2.0,,,,,,,,,,1.0,,,
450,1.79,https://s.glbimg.com/es/sde/f/2022/04/27/695e017b3a4e70b82e28dd504e54cd9b_FORMATO.png,4,-0.17,Xavier,Xavier,0.0,6,264,0.0,Corinthians,4,25,João Vitor Xavier de Almeida,xavier,,102067,1.0,1.0,2.0,,,,3.0,,,,,,,,,,,,,
451,8.05,https://s.glbimg.com/es/sde/f/2022/02/21/82bd262ef647de7255e8df06fdd8e3f2_FORMATO.png,2,5.64,Piquerez,Piquerez,0.0,7,275,0.0,Palmeiras,15,25,Joaquín Piquerez Moreira,piquerez,,102130,4.0,40.0,16.0,3.0,7.0,15.0,104.0,7.0,1.0,,,,,,1.0,,,,,
452,3.29,https://s.glbimg.com/es/sde/f/2022/08/02/9cc3cba8dbd74e03b0471fdcd2c66414_FORMATO.png,3,2.77,L. Halter,Lucas Halter,-0.1,6,290,-0.76,Goiás,6,25,Lucas Halter,lucas-halter,,102253,1.0,3.0,4.0,,1.0,1.0,11.0,3.0,,,,,,,,,,,,
453,2.0,https://s.glbimg.com/es/sde/f/2022/02/21/5b2d607b7868aa4b0e2f6d3bc4884981_FORMATO.png,5,0.0,L. Silva,Luan Silva,0.0,6,275,0.0,Palmeiras,0,25,Luan Silva dos Santos,luan-silva,,102295,,,,,,,,,,,,,,,,,,,,
454,6.0,https://s.glbimg.com/es/sde/f/2022/07/28/db7bd8471d05f588d15b51c836794a5a_FORMATO.png,5,0.0,Mikael,Mikael,0.0,6,285,0.0,Internacional,0,25,Mikael Filipe Viana,mikael,,102299,,,,,,,,,,,,,,,,,,,,
455,2.0,https://s.glbimg.com/es/sde/f/2021/05/02/ec03227352d407507044b7dc5b7ab340_FORMATO.png,4,0.0,B. Leite,Bruno Leite,0.0,6,293,0.0,Athlético-PR,0,25,Bruno da Silva Costa Leite,bruno-leite,,102301,,,,,,,,,,,,,,,,,,,,
456,5.6,https://s.glbimg.com/es/sde/f/2022/04/20/bbb32c1a415166c6cb106f4cae3b7d67_FORMATO.png,3,3.87,M. Felipe,Matheus Felipe,6.2,6,293,0.2,Athlético-PR,17,25,Matheus Felipe Santos Nascimento,matheus-felipe,,102310,2.0,23.0,9.0,2.0,,4.0,46.0,7.0,,1.0,,,,,,,,,,
457,5.16,https://s.glbimg.com/es/sde/f/2022/04/20/3ad79908bf278d43f6fb870ec7af5f46_FORMATO.png,5,2.78,C. Paulista,Caio Paulista,3.2,7,266,0.61,Fluminense,22,25,Caio Fernando de Oliveira,caio-paulista,,102318,3.0,22.0,9.0,5.0,11.0,20.0,106.0,,3.0,1.0,,,,,,1.0,,,,
458,1.98,https://s.glbimg.com/es/sde/f/2022/02/22/b0ae3ad3abe8dabd95e5f349d5c3b9c7_FORMATO.png,2,-0.05,Kelvyn,Kelvyn,0.0,6,354,0.0,Ceará,2,25,Kelvyn Ramos da Fonseca,kelvyn,,102464,,1.0,2.0,,,,7.0,,,,,,,,,,,,,
459,4.61,https://s.glbimg.com/es/sde/f/2022/08/10/2c133460f6f214aed522ba40302a5c33_FORMATO.png,5,0.3,Mastriani,Mastriani,0.3,6,327,-1.39,América-MG,1,25,Gonzalo Mathías Mastriani Borges,mastriani,,102561,,,,,,1.0,2.0,,,,,,,,,,,,,
460,4.0,https://s.glbimg.com/es/sde/f/2022/03/10/091756669981fb60d8c35b9e12479795_FORMATO.png,4,0.0,M. Figueira,Miguel Figueira,0.0,6,290,0.0,Goiás,0,25,Miguel Ferreira Damasceno,miguel-figueira,,102565,,,,,,,,,,,,,,,,,,,,
461,2.38,https://s.glbimg.com/es/sde/f/2022/02/21/6e4a3c5ef09ca42e9212c2aabf9392ed_FORMATO.png,2,0.6,J. Silva,Jonathan Silva,0.0,6,263,0.0,Botafogo,1,25,Jonathan Silva Vieira,jonathan-silva,,102597,,1.0,1.0,,,,3.0,,,,,,,,,,,,,
462,4.72,https://s.glbimg.com/es/sde/f/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png,5,2.03,Helinho,Helinho,0.7,6,280,-0.16,Bragantino,21,25,Hélio Júnio Nunes de Castro,helinho,,102598,6.0,16.0,28.0,5.0,15.0,15.0,113.0,,1.0,2.0,,,,,,1.0,2.0,,,
463,2.0,https://s.glbimg.com/es/sde/f/2021/02/20/de210ca4fcb3c0000bf820510f8926b3_FORMATO.png,5,0.0,Julimar,Julimar,0.0,5,293,0.0,Athlético-PR,0,25,Julimar Silva Oliveira Júnior,julimar,,102796,,,,,,,,,,,,,,,,,,,,
464,9.25,https://s.glbimg.com/es/sde/f/2021/06/22/9afbb795a2e1b8ea2d0c84725bf26e2b_FORMATO.png,4,4.64,Terans,Terans,0.9,6,293,-0.2,Athlético-PR,19,25,Miguel David Terans Pérez  ,terans,,102878,3.0,9.0,18.0,11.0,20.0,8.0,123.0,,2.0,7.0,,,,,,1.0,4.0,,1.0,
465,3.92,https://s.glbimg.com/es/sde/f/2019/09/25/83402cd7511dec123de5ec04e0677a53_FORMATO.png,1,6.83,Anderson,Anderson,7.5,6,293,0.02,Athlético-PR,3,25,Anderson Silva da Paixão,anderson,,102906,1.0,,,,,1.0,,2.0,,,16.0,,5.0,,,,,,,
466,5.04,https://s.glbimg.com/es/sde/f/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png,4,0.75,Luan,Luan,0.0,6,276,0.0,São Paulo,2,25,Luan Vinícius da Silva Santos ,luan,,102909,,2.0,1.0,,,,6.0,,,,,,,,,,,,,
467,5.39,https://s.glbimg.com/es/sde/f/2022/03/30/ae776027bce5d99b2a19ab81b191f35b_FORMATO.png,5,3.01,Canobbio,Canobbio,0.0,7,293,0.0,Athlético-PR,16,25,Agustín Canobbio Graviz,canobbio,,102928,1.0,21.0,17.0,1.0,7.0,24.0,64.0,,,2.0,,,,,,,3.0,,,1.0
468,4.44,https://s.glbimg.com/es/sde/f/2022/02/22/aae12a036ac543be8da51c964dc65831_FORMATO.png,3,1.62,L. Ribeiro,Lucas Ribeiro,-0.2,6,354,-0.7,Ceará,7,25,Lucas Ribeiro dos Santos,lucas-ribeiro,,103088,2.0,1.0,5.0,,,5.0,19.0,1.0,,1.0,,,,,,,,,,
469,1.66,https://s.glbimg.com/es/sde/f/2022/04/08/d5bcf8daa04da76c1372d8a8a834cf98_FORMATO.png,3,0.91,R. Freitas,Rodrigo Freitas,0.3,7,314,0.27,Avaí,9,25,Rodrigo dos Santos de Freitas,rodrigo-freitas,,103261,2.0,4.0,3.0,,1.0,5.0,20.0,1.0,,,,,,,,,,,,
470,3.94,https://s.glbimg.com/es/sde/f/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png,4,1.31,E. Ramires,Eric Ramires,0.9,6,280,-0.36,Bragantino,16,25,Eric dos Santos Rodrigues,eric-ramires,,103295,1.0,22.0,12.0,2.0,4.0,7.0,30.0,,,,,,,,1.0,,,2.0,,
471,7.89,https://s.glbimg.com/es/sde/f/2022/02/23/f37a5a9aa16b6e174f7e05e22b7a1b62_FORMATO.png,2,3.72,M. Alexandre,Matheus Alexandre,0.0,7,294,0.0,Coritiba,17,25,Matheus Alexandre Anastácio de Souza,matheus-alexandre,,103347,4.0,47.0,17.0,,,5.0,66.0,4.0,,,,,,,,,1.0,,,
