,atletas.jogos_num,atletas.minimo_para_valorizar,atletas.atleta_id,atletas.clube_id,atletas.status_id,atletas.nome,atletas.posicao_id,atletas.apelido,atletas.slug,atletas.pontos_num,atletas.clube.id.full.name,atletas.preco_num,atletas.media_num,atletas.rodada_id,atletas.foto,atletas.apelido_abreviado,atletas.variacao_num,DE,DS,FS,GS,SG,A,CA,FC,FD,FF,PC,PI,I,CV,FT,G,PP,PS,GC,DP
410,20,6.27,100943,327,2,Germán Andrés Conti,3,Conti,conti,6.8,América-MG,4.81,2.26,35,https://s.glbimg.com/es/sde/f/2022/02/24/965b3ae2f778e96277a5b6c093927bc2_FORMATO.png,Conti,1.04,,19.0,2.0,,5.0,,1.0,13.0,2.0,6.0,,58.0,,,,,,,,
411,18,-0.01,100969,356,6,Ronald dos Santos Lopes,4,Ronald,ronald,0.0,Fortaleza,2.45,0.69,35,https://s.glbimg.com/es/sde/f/2022/05/12/50ab9a9c9ef9edc1a9bed39d4552c026_FORMATO.png,Ronald,0.0,,20.0,8.0,,,,5.0,21.0,1.0,1.0,,61.0,,,,,,,,
412,12,3.68,101002,263,7,José Antonio dos Santos Júnior,5,Júnior Santos,junior-santos,3.1,Botafogo,8.38,4.06,35,https://s.glbimg.com/es/sde/f/2022/08/16/b90d064488716f8526c5c2519944eceb_FORMATO.png,J. Santos,0.28,,12.0,9.0,,,2.0,,15.0,5.0,13.0,1.0,49.0,2.0,,2.0,1.0,,,,
413,30,3.06,101027,290,7,Jackson Diego Ibrahim Fagundes,4,Diego,diego,2.4,Goiás,7.48,4.01,35,https://s.glbimg.com/es/sde/f/2022/03/10/fb1b4d53c6475f4e02123bf33a52a0c2_FORMATO.png,Diego,-2.09,,60.0,69.0,,,4.0,3.0,29.0,2.0,10.0,,214.0,1.0,,,2.0,,1.0,,
414,2,0.16,101036,314,6,Diego Daniel Rodrigues de Matos,2,Diego Matos,diego-matos,0.0,Avaí,1.52,-1.25,35,https://s.glbimg.com/es/sde/f/2022/02/23/f8cc329ae5ae96be77c98caf774621fd_FORMATO.png,D. Matos,0.0,,2.0,,,,,,2.0,,,,13.0,,1.0,,,,,,
415,20,1.31,101054,1371,7,Felipe Marques da Silva,5,Felipe Marques,felipe-marques,1.1,Cuiabá,2.75,1.22,35,https://s.glbimg.com/es/sde/f/2022/02/23/a6d728d21e5ecaec684045ba4d68975c_FORMATO.png,F. Marques,-0.5,,12.0,14.0,,,1.0,1.0,10.0,4.0,4.0,,65.0,4.0,,,,,1.0,,
416,4,0.92,101155,290,6,Danilo Cardoso Novais da Silva,3,Danilo Cardoso,danilo-cardoso,0.0,Goiás,5.32,5.5,35,https://s.glbimg.com/es/sde/f/2022/08/02/c396b10bc3e37dd7731bf8715e8279e0_FORMATO.png,D. Cardoso,0.0,,2.0,1.0,,2.0,,,2.0,1.0,1.0,,3.0,,,,1.0,,,,
417,31,5.78,101254,294,7,Alef Mangueira Severino Pereira,5,Alef Manga,alef-manga,5.3,Coritiba,10.45,4.6,35,https://s.sde.globo.com/media/person_role/2022/02/23/2f591fe9297201b345f8815815be56ef_FORMATO.png,A. Manga,0.13,,39.0,17.0,,,5.0,10.0,30.0,19.0,27.0,,178.0,22.0,,3.0,6.0,,,,
418,30,2.37,101314,282,7,Ademir da Silva Santos Júnior,5,Ademir,ademir,1.2,Atlético-MG,9.89,2.8,35,https://s.glbimg.com/es/sde/f/2022/07/15/bcc9ab9fbdafb24cad6b5c34a3a4e9a7_FORMATO.png,Ademir,-0.55,,27.0,54.0,,,1.0,4.0,18.0,8.0,16.0,,69.0,13.0,,2.0,1.0,,1.0,,
419,19,0.78,101319,282,7,Cláudio Rodrigues Gomes,2,Guga,guga,-0.6,Atlético-MG,8.24,5.0,35,https://s.glbimg.com/es/sde/f/2022/07/15/627768175034855e87f15e0a373b34b8_FORMATO.png,Guga,-1.66,,52.0,18.0,,7.0,1.0,1.0,19.0,1.0,8.0,,171.0,1.0,,,,,,,
420,17,0.46,101484,294,6,Thonny Anderson da Silva Carvalho,4,Thonny Anderson,thonny-anderson,0.0,Coritiba,2.39,1.4,35,https://s.glbimg.com/es/sde/f/2022/02/23/aeb4c66a481ba3a88847f5c30bbf5d53_FORMATO.png,T. Anderson,0.0,,22.0,14.0,,,1.0,2.0,17.0,1.0,7.0,,83.0,,2.0,,,,,,
421,28,4.98,101573,1371,7,João Pedro Vilardi Pinto,4,Pepê,pepe,4.8,Cuiabá,6.8,3.28,35,https://s.glbimg.com/es/sde/f/2022/02/23/f7d3a51faa57213871975b0e01258892_FORMATO.png,Pepê,-0.74,,60.0,42.0,,,,4.0,38.0,9.0,14.0,,162.0,,,,1.0,,,,
422,11,2.13,101574,262,6,Hugo de Souza Nogueira,1,Hugo Souza,hugo-souza,2.0,Flamengo,3.47,1.77,35,https://s.glbimg.com/es/sde/f/2022/03/04/f29cb0d7b60a53cf87b5131d4fcf8d45_FORMATO.png,H. Souza,0.0,28.0,2.0,,13.0,1.0,,3.0,,,,,,,,,,,,,
423,6,2.95,101579,264,6,Robson Alves de Barros,3,Robson Bambu,robson-bambu,0.0,Corinthians,5.16,4.32,35,https://s.glbimg.com/es/sde/f/2022/04/27/44c60f9696fad0a8a8156b8192e4af04_FORMATO.png,R. Bambu,0.0,,9.0,4.0,,3.0,,,2.0,,,,13.0,,,,,,,,
424,23,0.27,101594,293,2,Hugo Moura Arruda da Silva,4,Hugo Moura,hugo-moura,-0.7,Athlético-PR,6.04,2.54,35,https://s.glbimg.com/es/sde/f/2022/02/21/267f14bd41575e2b58bcb3d6ba014a46_FORMATO.png,H. Moura,-0.32,,48.0,19.0,,,,5.0,28.0,5.0,5.0,2.0,83.0,1.0,1.0,,1.0,,,,
425,19,0.58,101596,286,6,Vitor Gabriel Claudino Rego Ferreira,5,Vitor Gabriel,vitor-gabriel,0.2,Juventude,2.6,1.37,35,https://s.glbimg.com/es/sde/f/2022/03/03/0744b4a85cead311d99a4c1d6d279b39_FORMATO.png,V. Gabriel,-0.02,,5.0,10.0,,,,5.0,23.0,10.0,4.0,,41.0,3.0,,,2.0,,,,
426,12,0.43,101597,280,6,Ramon Ramos Lima,2,Ramon,ramon,0.0,Bragantino,2.26,1.01,35,https://s.glbimg.com/es/sde/f/2022/05/10/5ffd61aa5589cf28ad0820b15df29250_FORMATO.png,Ramon,0.0,,9.0,7.0,,1.0,1.0,2.0,10.0,2.0,2.0,,82.0,,1.0,,,,,,
427,3,1.87,101600,277,6,Alex de Oliveira Nascimento,3,Alex,alex,1.8,Santos,3.42,4.5,35,https://s.glbimg.com/es/sde/f/2021/05/04/14060d89e54c755512bce4ee1bd0d8fd_FORMATO.png,Alex,-0.07,,6.0,2.0,,1.0,,,1.0,1.0,,,6.0,,,,,,,,
428,25,2.21,101601,290,6,Caio Vinicius da Conceição,4,Caio,caio,2.1,Goiás,3.08,1.28,35,https://s.glbimg.com/es/sde/f/2022/03/10/a34434b7c2c45f0720de34fdeaf8fca5_FORMATO.png,Caio,0.26,,37.0,27.0,,,,7.0,40.0,1.0,4.0,1.0,70.0,1.0,1.0,,,,,,
429,6,1.6,101666,373,6,Rhaldney Norberto Simião Gomes,4,Rhaldney,rhaldney,0.0,Atlético-GO,3.43,0.85,35,https://s.sde.globo.com/media/person_role/2022/09/16/photo_FORMATO_qqr85qd.png,Rhaldney,0.0,,5.0,2.0,,,,1.0,5.0,,2.0,,10.0,,,,,,,,
430,0,0.8,101685,266,6,João Pedro Florêncio Barbosa,4,João Pedro,joao-pedro,0.0,Fluminense,1.0,0.0,35,https://s.sde.globo.com/media/person_role/2022/09/21/photo_FORMATO_qPozky6.png,J. Pedro,0.0,,,,,,,,,,,,,,,,,,,,
431,23,-0.26,101708,277,7,Felipe Jonatan Rocha Andrade,2,Felipe Jonatan,felipe-jonatan,-1.2,Santos,5.11,3.29,35,https://s.glbimg.com/es/sde/f/2022/03/03/e7109f32d289e269f43592da6566c2e5_FORMATO.png,F. Jonatan,-0.09,,30.0,16.0,,8.0,2.0,3.0,24.0,5.0,9.0,,213.0,1.0,,,,,,,
432,16,8.99,101715,280,6,Alerrandro Barra Mansa Realino de Souza,5,Alerrandro,alerrandro,0.0,Bragantino,7.37,5.2,35,https://s.glbimg.com/es/sde/f/2022/05/05/a190fc01a5c5880c8de5c5854ac2f555_FORMATO.png,Alerrandro,0.0,,8.0,11.0,,,,2.0,10.0,12.0,13.0,,22.0,4.0,,1.0,6.0,,,,
433,10,1.47,101717,266,6,Marrony da Silva Liberato,5,Marrony,marrony,0.0,Fluminense,4.24,1.07,35,https://s.glbimg.com/es/sde/f/2022/07/07/cf3959cd704eeabb2140114fefee94eb_FORMATO.png,Marrony,0.0,,8.0,11.0,,,,1.0,4.0,1.0,2.0,,19.0,,1.0,,,,,,
434,1,0.43,101725,290,6,Matheus Santos Soares,5,Matheusinho,matheusinho,0.0,Goiás,0.73,0.0,35,https://s.glbimg.com/es/sde/f/2022/04/30/c4508af01cb1a796f08b6846127c31c0_FORMATO.png,Matheusinho,0.0,,,,,,,,,,,,,,,,,,,,
435,24,3.5,101727,262,7,Matheus França Silva,2,Matheuzinho,matheuzinho,2.8,Flamengo,7.55,4.17,35,https://s.glbimg.com/es/sde/f/2022/04/25/f8b82a43e5e935dc7a17f7f142575c55_FORMATO.png,Matheuzinho,0.51,,54.0,10.0,,8.0,2.0,3.0,21.0,1.0,7.0,1.0,162.0,,,,,,,,
436,20,7.0,101728,276,6,Diego Henrique Costa Barbosa,3,Diego,diego,0.0,São Paulo,7.08,2.36,35,https://s.glbimg.com/es/sde/f/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png,Diego,0.0,,39.0,9.0,,4.0,,7.0,33.0,,4.0,1.0,94.0,,,,,,,,
437,16,0.32,101798,354,6,Guilherme Castilho Carvalho,4,Guilherme Castilho,guilherme-castilho,0.0,Ceará,3.47,2.29,35,https://s.glbimg.com/es/sde/f/2022/08/02/844e36a5e930dd313402265a86bfdf2c_FORMATO.png,G. Castilho,0.0,,15.0,12.0,,,1.0,2.0,16.0,3.0,5.0,,70.0,1.0,,2.0,1.0,,,,
438,21,4.65,101960,293,6,Vitor Hugo Naum dos Santos,5,Vitinho,vitinho,4.8,Athlético-PR,4.67,2.54,35,https://s.glbimg.com/es/sde/f/2021/05/02/6f194f584e7ed2293b58deb814cde16c_FORMATO.png,Vitinho,-0.57,,11.0,24.0,,,,1.0,21.0,13.0,14.0,,67.0,6.0,1.0,1.0,2.0,,,,
439,18,2.81,101995,356,6,Emanuel Fermín Brítez,2,Brítez,britez,1.7,Fortaleza,9.78,5.5,35,https://s.glbimg.com/es/sde/f/2022/07/16/933d90afd9fed6c8f8426f4c450f232e_FORMATO.png,Brítez,0.2,,42.0,11.0,,9.0,2.0,1.0,32.0,1.0,5.0,,142.0,3.0,,,1.0,,,,
440,14,0.85,101997,285,6,Braian Ezequiel Romero,5,Braian Romero,braian-romero,0.0,Internacional,4.86,1.75,35,https://s.glbimg.com/es/sde/f/2022/07/29/d2bcddb0a2e0d7cc5c363b5a72f8c39d_FORMATO.png,B. Romero,-0.47,,8.0,8.0,,,,1.0,8.0,3.0,5.0,,11.0,1.0,,,1.0,,,,
441,5,1.41,102067,264,6,João Vitor Xavier de Almeida,4,Xavier,xavier,0.0,Corinthians,1.86,0.1,35,https://s.glbimg.com/es/sde/f/2022/04/27/695e017b3a4e70b82e28dd504e54cd9b_FORMATO.png,Xavier,0.0,,2.0,,,,,1.0,2.0,,,,3.0,,,,,,,,
442,24,5.01,102130,275,7,Joaquín Piquerez Moreira,2,Piquerez,piquerez,4.6,Palmeiras,9.09,5.87,35,https://s.sde.globo.com/media/person_role/2022/02/21/82bd262ef647de7255e8df06fdd8e3f2_FORMATO.png,Piquerez,-0.48,,57.0,19.0,,13.0,2.0,4.0,19.0,5.0,11.0,1.0,163.0,,,,,,,,
443,13,3.05,102253,290,7,Lucas Halter,3,Lucas Halter,lucas-halter,0.0,Goiás,3.7,2.04,35,https://s.glbimg.com/es/sde/f/2022/08/02/9cc3cba8dbd74e03b0471fdcd2c66414_FORMATO.png,L. Halter,0.0,,8.0,2.0,,3.0,,2.0,7.0,3.0,3.0,,40.0,,,1.0,,,,,
444,0,1.57,102295,275,6,Luan Silva dos Santos,5,Luan Silva,luan-silva,0.0,Palmeiras,2.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/02/21/5b2d607b7868aa4b0e2f6d3bc4884981_FORMATO.png,L. Silva,0.0,,,,,,,,,,,,,,,,,,,,
445,0,4.65,102299,285,6,Mikael Filipe Viana,5,Mikael,mikael,0.0,Internacional,6.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/07/28/db7bd8471d05f588d15b51c836794a5a_FORMATO.png,Mikael,0.0,,,,,,,,,,,,,,,,,,,,
446,0,1.57,102301,293,6,Bruno da Silva Costa Leite,4,Bruno Leite,bruno-leite,0.0,Athlético-PR,2.0,0.0,35,https://s.glbimg.com/es/sde/f/2021/05/02/ec03227352d407507044b7dc5b7ab340_FORMATO.png,B. Leite,0.0,,,,,,,,,,,,,,,,,,,,
447,20,1.65,102310,293,7,Matheus Felipe Santos Nascimento,3,Matheus Felipe,matheus-felipe,0.0,Athlético-PR,4.53,3.28,35,https://s.glbimg.com/es/sde/f/2022/04/20/bbb32c1a415166c6cb106f4cae3b7d67_FORMATO.png,M. Felipe,0.0,,26.0,4.0,,7.0,,3.0,15.0,2.0,,,56.0,,,,1.0,,,,
448,27,2.14,102318,266,6,Caio Fernando de Oliveira,5,Caio Paulista,caio-paulista,0.0,Fluminense,4.9,2.6,35,https://s.glbimg.com/es/sde/f/2022/04/20/3ad79908bf278d43f6fb870ec7af5f46_FORMATO.png,C. Paulista,0.0,,26.0,23.0,,,3.0,3.0,10.0,9.0,12.0,,129.0,2.0,1.0,2.0,1.0,,,,
449,2,1.17,102464,354,6,Kelvyn Ramos da Fonseca,2,Kelvyn,kelvyn,0.0,Ceará,1.98,-0.05,35,https://s.glbimg.com/es/sde/f/2022/02/22/b0ae3ad3abe8dabd95e5f349d5c3b9c7_FORMATO.png,Kelvyn,0.0,,1.0,,,,,,2.0,,,,7.0,,,,,,,,
450,10,4.47,102561,327,6,Gonzalo Mathías Mastriani Borges,5,Mastriani,mastriani,0.0,América-MG,5.75,2.37,35,https://s.glbimg.com/es/sde/f/2022/08/10/2c133460f6f214aed522ba40302a5c33_FORMATO.png,Mastriani,0.0,,4.0,6.0,,,1.0,1.0,9.0,3.0,1.0,,17.0,1.0,,1.0,1.0,,1.0,,
451,0,3.11,102565,290,6,Miguel Ferreira Damasceno,4,Miguel Figueira,miguel-figueira,0.0,Goiás,4.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/03/10/091756669981fb60d8c35b9e12479795_FORMATO.png,M. Figueira,0.0,,,,,,,,,,,,,,,,,,,,
452,1,1.89,102597,263,6,Jonathan Silva Vieira,2,Jonathan Silva,jonathan-silva,0.0,Botafogo,2.38,0.6,35,https://s.glbimg.com/es/sde/f/2022/02/21/6e4a3c5ef09ca42e9212c2aabf9392ed_FORMATO.png,J. Silva,0.0,,1.0,,,,,,1.0,,,,3.0,,,,,,,,
453,28,6.56,102598,280,2,Hélio Júnio Nunes de Castro,5,Helinho,helinho,7.0,Bragantino,5.98,2.61,35,https://s.glbimg.com/es/sde/f/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png,Helinho,1.08,,25.0,19.0,,,1.0,7.0,31.0,7.0,18.0,,157.0,2.0,,2.0,4.0,,,,
454,0,1.57,102796,293,5,Julimar Silva Oliveira Júnior,5,Julimar,julimar,0.0,Athlético-PR,2.0,0.0,35,https://s.glbimg.com/es/sde/f/2021/02/20/de210ca4fcb3c0000bf820510f8926b3_FORMATO.png,Julimar,0.0,,,,,,,,,,,,,,,,,,,,
455,28,14.65,102878,293,2,Miguel David Terans Pérez,4,Terans,terans,15.9,Athlético-PR,11.95,5.06,35,https://s.sde.globo.com/media/person_role/2021/06/22/9afbb795a2e1b8ea2d0c84725bf26e2b_FORMATO.png,Terans,2.36,,12.0,17.0,,,3.0,3.0,23.0,17.0,31.0,,180.0,6.0,,1.0,11.0,1.0,,,
456,0,0.5,102885,290,6,Márcio Victor da Silva,1,Márcio,marcio,0.0,Goiás,1.0,0.0,35,https://s.sde.globo.com/media/person_role/2021/01/28/b766352d6d7ffa86eccd7248414a6839_220x220.png,Márcio,0.0,,,,,,,,,,,,,,,,,,,,
457,4,1.33,102906,293,6,Anderson Silva da Paixão,1,Anderson,anderson,0.0,Athlético-PR,2.98,5.37,35,https://s.glbimg.com/es/sde/f/2019/09/25/83402cd7511dec123de5ec04e0677a53_FORMATO.png,Anderson,0.0,19.0,,1.0,7.0,2.0,,1.0,,,,,,,,,,,,,
458,4,0.66,102909,276,7,Luan Vinícius da Silva Santos ,4,Luan,luan,0.0,São Paulo,4.34,2.1,35,https://s.glbimg.com/es/sde/f/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png,Luan,-1.01,,2.0,,,,,1.0,1.0,,,,7.0,,,,1.0,,,,
459,24,3.99,102928,293,2,Agustín Canobbio Graviz,5,Canobbio,canobbio,3.8,Athlético-PR,5.33,2.27,35,https://s.sde.globo.com/media/person_role/2022/03/30/ae776027bce5d99b2a19ab81b191f35b_FORMATO.png,Canobbio,0.41,,23.0,32.0,,,,2.0,25.0,3.0,9.0,,103.0,3.0,,1.0,2.0,,1.0,,
460,9,0.69,103088,354,5,Lucas Ribeiro dos Santos,3,Lucas Ribeiro,lucas-ribeiro,0.0,Ceará,4.25,1.22,35,https://s.glbimg.com/es/sde/f/2022/02/22/aae12a036ac543be8da51c964dc65831_FORMATO.png,L. Ribeiro,0.0,,1.0,5.0,,1.0,,2.0,7.0,,1.0,,25.0,,,,1.0,,,,
461,10,0.27,103261,314,6,Rodrigo dos Santos de Freitas,3,Rodrigo Freitas,rodrigo-freitas,0.0,Avaí,1.54,0.81,35,https://s.glbimg.com/es/sde/f/2022/04/08/d5bcf8daa04da76c1372d8a8a834cf98_FORMATO.png,R. Freitas,0.0,,4.0,5.0,,1.0,,2.0,3.0,,1.0,,21.0,,,,,,,,
462,23,9.04,103295,280,5,Eric dos Santos Rodrigues,4,Eric Ramires,eric-ramires,0.0,Bragantino,5.37,1.59,35,https://s.glbimg.com/es/sde/f/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png,E. Ramires,0.0,,27.0,9.0,,,,1.0,15.0,3.0,6.0,1.0,51.0,,2.0,,1.0,,1.0,,
463,19,1.58,103347,294,6,Matheus Alexandre Anastácio de Souza,2,Matheus Alexandre,matheus-alexandre,0.0,Coritiba,7.35,3.32,35,https://s.glbimg.com/es/sde/f/2022/02/23/f37a5a9aa16b6e174f7e05e22b7a1b62_FORMATO.png,M. Alexandre,0.0,,47.0,5.0,,4.0,,4.0,17.0,,,,67.0,1.0,,,,,,,
464,4,5.5,103388,327,6,Leandro Emmanuel Martínez,4,Emmanuel Martínez,emmanuel-martinez,0.0,América-MG,5.99,4.33,35,https://s.glbimg.com/es/sde/f/2022/08/13/68f9c27625c8107e59119604bba5e322_FORMATO.png,E. Martínez,0.0,,10.0,7.0,,,,1.0,3.0,3.0,3.0,,23.0,,,,,,,,
465,26,2.79,103575,290,2,João Victor Andrade Caetano,3,Caetano,caetano,2.4,Goiás,5.53,2.87,35,https://s.glbimg.com/es/sde/f/2022/03/10/0b26178145c836bb7862ed5729e22c14_FORMATO.png,Caetano,0.06,,38.0,10.0,,6.0,,1.0,23.0,2.0,1.0,2.0,106.0,,,1.0,1.0,,,,
466,6,1.47,103684,285,6,Kaíque Rocha Lima,3,Kaíque Rocha,kaique-rocha,0.0,Internacional,3.61,3.33,35,https://s.glbimg.com/es/sde/f/2022/04/02/c6484aba6ef03823515d831dbbed3145_FORMATO.png,K. Rocha,0.0,,8.0,3.0,,2.0,,2.0,3.0,1.0,,,24.0,,,1.0,,,,,
467,24,0.15,103695,280,2,Jadsom Meemyas de Oliveira da Silva,4,Jadsom Silva,jadsom-silva,-0.4,Bragantino,3.36,1.04,35,https://s.glbimg.com/es/sde/f/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png,J. Silva,-0.3,,23.0,6.0,,,1.0,6.0,20.0,,8.0,,53.0,,,,,,,,
468,21,6.79,103700,264,6,Bruno Méndez Cittadini,3,Bruno Méndez,bruno-mendez,7.3,Corinthians,5.92,3.76,35,https://s.glbimg.com/es/sde/f/2022/06/24/c1cadb36bdc2e9c961a181dac5a10494_FORMATO.png,B. Méndez,0.72,,41.0,6.0,,5.0,1.0,2.0,10.0,2.0,2.0,,103.0,1.0,,,1.0,,,,
469,0,0.8,103706,282,6,Antônio Fialho de Carvalho Neto,4,Neto,neto,0.0,Atlético-MG,1.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/07/15/9b9b740b77ea9d769449355001908e78_FORMATO.png,Neto,0.0,,,,,,,,,,,,,,,,,,,,
470,1,0.8,103766,275,6,Gabriel Silva Vieira,5,Gabriel Silva,gabriel-silva,0.0,Palmeiras,2.2,0.0,35,https://s.glbimg.com/es/sde/f/2021/04/30/89c3f9a0c359529df91f2489bdd05f2c_FORMATO.png,G. Silva,0.0,,,,,,,,,,,,,,,,,,,,
471,23,1.78,103767,275,7,Gabriel Vinícius Menino,4,Gabriel Menino,gabriel-menino,1.1,Palmeiras,5.56,2.38,35,https://s.glbimg.com/es/sde/f/2022/02/21/70a1d9b700a17145850b034cd6c9a885_FORMATO.png,G. Menino,0.14,,24.0,18.0,,,,3.0,12.0,5.0,14.0,,67.0,1.0,1.0,,2.0,,,,
472,1,1.58,103777,275,6,Pedro Henrique Rodrigues Bicalho,4,Pedro Bicalho,pedro-bicalho,0.0,Palmeiras,1.72,1.2,35,https://s.glbimg.com/es/sde/f/2021/01/08/3ec8503326f8e51a9fe7bafc9265f01d_FORMATO.jpeg,P. Bicalho,0.0,,1.0,,,,,,,,,,,,,,,,,,
473,12,1.49,103996,277,6,Bruno Felipe Oliveira,4,Bruno Oliveira,bruno-oliveira,0.0,Santos,2.82,1.71,35,https://s.glbimg.com/es/sde/f/2022/03/03/2c935920c010d4b1c62eafcc3fa72249_FORMATO.png,B. Oliveira,0.0,,6.0,14.0,,,1.0,2.0,6.0,4.0,2.0,,42.0,,,1.0,,,,,
474,0,1.75,104017,280,6,Maycon Cleiton de Paula Azevedo,1,Maycon,maycon,0.0,Bragantino,1.34,-1.0,35,https://s.glbimg.com/es/sde/f/2022/05/05/f39fcb967a674ffddbaec227105dae4a_FORMATO.png,Maycon,0.0,,,,,,,1.0,,,,,,,,,,,,,
475,0,1.57,104074,276,6,Walce da Silva Costa Filho,3,Walce,walce,0.0,São Paulo,2.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/03/01/42769c38f612d4af2143de3132ce1cec_FORMATO.png,Walce,0.0,,,,,,,,,,,,,,,,,,,,
476,0,0.8,104080,354,6,André Luiz Ribeiro da Silva,1,André,andre,0.0,Ceará,1.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/02/22/644fa239329c76f58f7001e88850b21c_FORMATO.png,André,0.0,,,,,,,,,,,,,,,,,,,,
477,2,1.75,104084,264,6,Carlos Miguel dos Santos Pereira,1,Carlos Miguel,carlos-miguel,0.0,Corinthians,1.31,3.0,35,https://s.glbimg.com/es/sde/f/2022/04/27/82ae7add27deaaa2cafbf14ee4e02248_FORMATO.png,C. Miguel,0.0,8.0,,,2.0,,,,,,,,,,,,,,,,
478,0,2.34,104086,285,6,Roberto Pinheiro da Rosa,3,Roberto,roberto,0.0,Internacional,3.0,0.0,35,https://s.glbimg.com/es/sde/f/2020/02/28/1ec6450611506323ed42668a0277b699_FORMATO.png,Roberto,0.0,,,,,,,,,,,,,,,,,,,,
479,0,0.8,104095,327,6,Vitor Hugo de Andrade Oliveira,2,Vitor Hugo,vitor-hugo,0.0,América-MG,1.0,0.0,35,https://s.glbimg.com/es/sde/f/2021/06/04/e9cf2ae071e26c5218c971210de0a112_FORMATO.png,V. Hugo,0.0,,,,,,,,,,,,,,,,,,,,
480,0,1.57,104096,286,6,William Arthur Assmann,1,William,william,0.0,Juventude,2.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/03/03/4965839110fe5fdcff916a2516fb313e_FORMATO.png,William,0.0,,,,,,,,,,,,,,,,,,,,
481,17,-0.17,104125,354,3,Cléber Bomfim de Jesus,5,Cléber,cleber,0.0,Ceará,3.25,2.37,35,https://s.glbimg.com/es/sde/f/2022/02/22/89740a418c814d6271ac39fa501351e3_FORMATO.png,Cléber,0.0,,17.0,5.0,,,,2.0,23.0,7.0,9.0,,49.0,5.0,,,2.0,,,,
482,0,1.57,104153,264,6,Ruan de Oliveira Ferreira,4,Ruan,ruan,0.0,Corinthians,2.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/04/27/9feb1a957a8cefce9300a34e82a63694_FORMATO.png,Ruan,0.0,,,,,,,,,,,,,,,,,,,,
483,1,2.59,104219,290,6,Douglas da Silva Santos,2,Douglas Silva,douglas-silva,0.0,Goiás,2.73,2.8,35,https://s.glbimg.com/es/sde/f/2022/04/04/6e82072df764d9f568ce9bf893493f50_FORMATO.png,D. Silva,0.0,,2.0,1.0,,,,,,,,,1.0,,,,,,,,
484,28,4.8,104257,1371,7,João Lucas de Almeida Carvalho,2,João Lucas,joao-lucas,4.7,Cuiabá,6.98,3.05,35,https://s.glbimg.com/es/sde/f/2022/02/23/9aab91f181711232b92dd27558ae246d_FORMATO.png,J. Lucas,0.28,,63.0,24.0,,8.0,,6.0,35.0,4.0,6.0,2.0,303.0,2.0,1.0,,,,,,
485,10,10.51,104276,266,5,Lucas Felipe Calegari,2,Calegari,calegari,0.0,Fluminense,9.54,4.18,35,https://s.glbimg.com/es/sde/f/2022/04/20/af7df060c7d357b2bbd0f6602c974e33_FORMATO.png,Calegari,0.0,,12.0,17.0,,4.0,1.0,1.0,6.0,,2.0,,49.0,,,,,,,,
486,0,0.8,104329,314,6,João Vitor de Oliveira,1,João,joao,0.0,Avaí,1.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/02/21/5463b4c0702bbf5996492a5857a5c61f_FORMATO.png,João,0.0,,,,,,,,,,,,,,,,,,,,
487,0,1.57,104383,282,6,Matheus Mendes Werneck de Oliveira,1,Matheus Mendes,matheus-mendes,0.0,Atlético-MG,2.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/07/15/c9abfa6a774d0cdbedb60b4f5d385524_FORMATO.png,M. Mendes,0.0,,,,,,,,,,,,,,,,,,,,
488,2,1.08,104385,285,6,Igor Gomes Silva,3,Igor Gomes,igor-gomes,0.0,Internacional,2.67,2.7,35,https://s.glbimg.com/es/sde/f/2022/08/06/78873a934a135e9d8c083e6a053a7aee_FORMATO.png,I. Gomes,0.0,,1.0,2.0,,1.0,,,,,,1.0,8.0,,,,,,,,
489,16,1.81,104401,286,6,Vitor Mendes Alves,3,Vitor Mendes,vitor-mendes,1.5,Juventude,4.06,2.34,35,https://s.glbimg.com/es/sde/f/2022/04/13/e5945941323ae30dc69b5ecb9ea3cfda_FORMATO.png,V. Mendes,0.05,,25.0,15.0,,1.0,,7.0,12.0,2.0,8.0,1.0,71.0,,1.0,,1.0,,,,
490,1,0.16,104414,280,6,Guilherme Santos da Silva,5,Guilherme Santos,guilherme-santos,0.0,Bragantino,0.75,-0.4,35,https://s.sde.globo.com/media/person_role/2022/09/27/photo_220x220_BdX1GzJ.png,G. Santos,0.0,,,,,,,,1.0,,,,1.0,,,,,,,,
