,atletas.preco_num,atletas.jogos_num,atletas.apelido,atletas.clube_id,atletas.status_id,atletas.nome,atletas.atleta_id,atletas.slug,atletas.apelido_abreviado,atletas.pontos_num,atletas.posicao_id,atletas.foto,atletas.variacao_num,atletas.rodada_id,atletas.media_num,atletas.clube.id.full.name,atletas.minimo_para_valorizar,A,CA,DS,FC,FD,FF,FS,PC,PI,SG,DE,GS,CV,FT,G,I,PP,PS,DP,GC
74,5.0,0,Rafael,282,6,Rafael Pires Monteiro,68928,rafael,Rafael,0.0,1,https://s.glbimg.com/es/sde/f/2022/07/15/5f41e2711750955ef1b92db4d8efe3ae_FORMATO.png,0.0,29,0.0,Atlético-MG,,,,,,,,,,,,,,,,,,,,,
75,6.33,25,Luciano Castán,294,7,Luciano Castán da Silva,68942,luciano-castan,L. Castán,0.0,3,https://s.glbimg.com/es/sde/f/2022/02/23/26b6a7aa27f2be0fabc25b57132d892c_FORMATO.png,0.0,29,2.7,Coritiba,,,5.0,37.0,20.0,,6.0,16.0,,137.0,6.0,,,1.0,,1.0,1.0,,,,
76,7.05,17,Marinho,262,6,Mário Sérgio Santos Costa,68952,marinho,Marinho,0.8,5,https://s.glbimg.com/es/sde/f/2022/04/25/b4786e494c8f4852f2ae91d6e0c57b2e_FORMATO.png,0.44,29,4.66,Flamengo,,4.0,4.0,15.0,17.0,6.0,15.0,40.0,,71.0,,,,1.0,1.0,2.0,,,1.0,,
77,7.7,6,Marquinhos Gabriel,290,7,Marcos Gabriel do Nascimento,68954,marquinhos-gabriel,M. Gabriel,2.7,4,https://s.glbimg.com/es/sde/f/2022/08/16/2fed32d21211f94e86843a534478ff9b_FORMATO.png,0.07,29,4.83,Goiás,,1.0,1.0,9.0,4.0,3.0,1.0,10.0,,18.0,,,,,,1.0,2.0,,,,
78,8.37,12,Lucas Sasha,356,7,Lucas Pacheco Affini,68991,lucas-sasha,L. Sasha,15.8,4,https://s.glbimg.com/es/sde/f/2022/07/16/d91654c9e126e6f3f17fd09b816eedf5_FORMATO.png,2.97,29,5.28,Fortaleza,,,2.0,44.0,11.0,4.0,3.0,11.0,,49.0,,,,,,1.0,,,,,
79,3.3,6,João Carlos,1371,7,João Carlos Heidemann,69010,joao-carlos,J. Carlos,2.0,1,https://s.glbimg.com/es/sde/f/2021/05/28/9d5caf065f11413aa6bf28e1d6b8acf8_FORMATO.png,-1.38,29,2.83,Cuiabá,,,,,,,,,,,,19.0,9.0,,,,,,,1.0,
80,9.17,16,Santos,262,7,Aderbar Melo dos Santos Neto,69012,santos,Santos,1.0,1,https://s.glbimg.com/es/sde/f/2022/04/14/cdf250518797f30f9cb6045061ee01ab_FORMATO.png,-0.27,29,4.15,Flamengo,,,,1.0,,,,2.0,,,6.0,47.0,13.0,,,,,,,,
81,6.89,23,Manoel,266,3,Manoel Messias Silva Carvalho,69014,manoel,Manoel,-3.3,3,https://s.glbimg.com/es/sde/f/2022/04/20/2ee72152c5a2da89ec05cb252df58e2b_FORMATO.png,-0.45,29,3.88,Fluminense,,1.0,3.0,20.0,15.0,,9.0,21.0,1.0,95.0,7.0,,,2.0,,4.0,,,,,
82,3.42,11,Marcelo Cirino,293,5,Marcelo Cirino da Silva,69022,marcelo-cirino,M. Cirino,0.0,5,https://s.glbimg.com/es/sde/f/2022/03/11/d66ed90e8284dc651e111fbb2768dd6d_FORMATO.png,0.0,29,0.88,Athlético-PR,,,1.0,7.0,4.0,1.0,3.0,4.0,,26.0,,,,,,,5.0,,1.0,,
83,10.81,3,Paulinho,264,5,José Paulo Bezerra Maciel Júnior,69034,paulinho,Paulinho,0.0,4,https://s.glbimg.com/es/sde/f/2022/04/27/1d79a755ea006081f316b2fad1097216_FORMATO.png,0.0,29,2.93,Corinthians,,,,1.0,2.0,,,1.0,,3.0,,,,,,1.0,,,,,
84,3.64,15,Vladimir,314,7,Vladimir Orlando Cardoso de Araújo Filho,69040,vladimir,Vladimir,-1.0,1,https://s.glbimg.com/es/sde/f/2022/02/21/e22d32eba9a08cd74e7a00236a0e70b1_FORMATO.png,-1.29,29,2.47,Avaí,,,2.0,1.0,,,,2.0,,,2.0,50.0,23.0,,,,,,,,
85,7.13,16,Vargas,282,6,Eduardo Jesús Vargas Rojas,69102,vargas,Vargas,0.0,5,https://s.glbimg.com/es/sde/f/2022/07/15/6065a132d7becbd440321ccdabb1a775_FORMATO.png,0.0,29,2.79,Atlético-MG,,2.0,1.0,10.0,11.0,7.0,13.0,9.0,,42.0,,,,,,1.0,3.0,,,,
86,5.28,18,Pablo,293,7,Pablo Felipe Teixeira,69138,pablo,Pablo,1.6,5,https://s.sde.globo.com/media/person_role/2022/02/21/b4c4b5449cfdf72e5e5d92886e70852f_FORMATO.png,0.26,29,2.83,Athlético-PR,,1.0,5.0,13.0,32.0,9.0,11.0,14.0,,75.0,,,,,1.0,3.0,11.0,,,,
87,5.41,15,Ricardo Bueno,286,5,Ricardo Bueno da Silva,69141,ricardo-bueno,R. Bueno,0.0,5,https://s.glbimg.com/es/sde/f/2022/03/03/5a5fd135b7af74db9adec269ad234d5b_FORMATO.png,0.0,29,1.95,Juventude,,,3.0,9.0,12.0,5.0,5.0,24.0,,46.0,,,,,1.0,1.0,4.0,1.0,1.0,,
88,7.23,16,Pablo,262,6,Pablo Nascimento Castro,69165,pablo,Pablo,2.6,3,https://s.glbimg.com/es/sde/f/2022/04/25/71280a4dfbfab7898164a7269b1a357e_FORMATO.png,-0.48,29,3.82,Flamengo,,,4.0,32.0,25.0,2.0,3.0,4.0,,55.0,6.0,,,,1.0,,1.0,,,,
89,2.84,5,Sidimar,290,5,Sidimar Fernando Cigolini,69189,sidimar,Sidimar,0.0,3,https://s.glbimg.com/es/sde/f/2022/04/29/c5cc58a18cf72c8dca55b618306e1483_FORMATO.png,0.0,29,3.34,Goiás,,,,4.0,2.0,,2.0,4.0,,11.0,2.0,,,,,,,,,,
90,12.73,10,Vidal,262,6,Arturo Erasmo Vidal Pardo,69375,vidal,Vidal,1.7,4,https://s.sde.globo.com/media/person_role/2022/07/16/6f4d9def1a21eebe3b6c5ac66a060ec9_FORMATO.png,-0.79,29,4.38,Flamengo,,1.0,2.0,20.0,11.0,1.0,4.0,7.0,1.0,28.0,,,,,,2.0,,,,,
91,6.02,11,Nikão,276,5,Maycon Vinícius Ferreira da Cruz,69705,nikao,Nikão,0.0,4,https://s.glbimg.com/es/sde/f/2022/03/01/6a7ca5b138f4ff481ca19603933a7507_FORMATO.png,0.0,29,2.91,São Paulo,,,2.0,4.0,2.0,2.0,4.0,12.0,,55.0,,,,,,3.0,3.0,,,,
92,3.22,20,Fellipe Bastos,290,6,Fellipe Ramos Ignez Bastos,70116,fellipe-bastos,F. Bastos,0.0,4,https://s.glbimg.com/es/sde/f/2022/03/10/4fc5c3b6693e46bf2e956854bbf5da76_FORMATO.png,0.0,29,1.55,Goiás,,1.0,9.0,21.0,17.0,9.0,10.0,13.0,1.0,96.0,,,,,,,,,,,
93,4.48,3,Rafael,263,6,Rafael Pereira da Silva,70171,rafael,Rafael,0.9,2,https://s.glbimg.com/es/sde/f/2022/02/21/505b1bf76a770e85404c4bca2e727eee_FORMATO.png,-0.03,29,1.0,Botafogo,,,,3.0,2.0,,,1.0,,5.0,,,,,,,,,,,
94,6.14,20,Eduardo Sasha,282,6,Eduardo Colcenti Antunes,70360,eduardo-sasha,E. Sasha,0.0,5,https://s.glbimg.com/es/sde/f/2022/07/15/3da3eaef7ccc5ccb470a282ab0947902_FORMATO.png,0.0,29,3.26,Atlético-MG,,1.0,,12.0,7.0,10.0,9.0,14.0,,50.0,,,,,1.0,3.0,1.0,,,,
95,6.31,3,Gabriel,294,7,Gabriel Vasconcelos Ferreira,70449,gabriel,Gabriel,0.0,1,https://s.glbimg.com/es/sde/f/2022/07/12/3c4ca01b234ad722ed92a5df218fd329_FORMATO.png,0.0,29,5.33,Coritiba,,,1.0,,,,,,,,2.0,9.0,2.0,,,,,,,,
96,1.0,0,William Alves,294,6,William Alves de Oliveira,70451,william-alves,W. Alves,0.0,5,https://s.glbimg.com/es/sde/f/2022/02/23/63b80e56373c995fe10a56cb06537c0a_FORMATO.png,0.0,29,0.0,Coritiba,,,,,,,,,,,,,,,,,,,,,
97,7.36,27,Marllon,1371,7,Marllon Gonçalves Jerônimo Borges,70666,marllon,Marllon,1.4,3,https://s.glbimg.com/es/sde/f/2022/02/23/8d45db89a011dd77410922983889ff15_FORMATO.png,-0.37,29,3.21,Cuiabá,,,2.0,48.0,20.0,3.0,11.0,15.0,2.0,104.0,6.0,,,,,,1.0,,,,
98,4.24,18,Léo Cittadini,293,6,Leonardo Cittadini,70986,leo-cittadini,L. Cittadini,0.0,4,https://s.glbimg.com/es/sde/f/2021/05/02/a520539e5df2a4364ad4c1b0050888cc_FORMATO.png,0.0,29,1.94,Athlético-PR,,1.0,2.0,16.0,15.0,1.0,5.0,13.0,,25.0,,,,,,1.0,,,,,
99,5.84,22,Vina,354,7,Vinícius Goes Barbosa de Souza,71162,vina,Vina,8.6,4,https://s.glbimg.com/es/sde/f/2022/02/22/7c8dc91a507c2956dc61efbd45bda613_FORMATO.png,1.05,29,2.75,Ceará,,1.0,4.0,9.0,8.0,12.0,25.0,32.0,,217.0,,,,1.0,3.0,2.0,6.0,,1.0,,
100,11.67,20,Maicon,277,5,Maicon Pereira Roque,71227,maicon,Maicon,0.0,3,https://s.glbimg.com/es/sde/f/2022/03/14/d137592918a80391170a5d4fdc021480_FORMATO.png,0.0,29,3.71,Santos,,1.0,1.0,31.0,6.0,4.0,5.0,6.0,,119.0,7.0,,,,,,2.0,,,,
101,8.08,11,Fernando Miguel,356,7,Fernando Miguel Kaufmann,71571,fernando-miguel,F. Miguel,8.0,1,https://s.glbimg.com/es/sde/f/2022/02/23/66ea94ea2768ebd6a6cb8f102326d669_FORMATO.png,1.53,29,6.68,Fortaleza,,,2.0,,,,,1.0,,,8.0,42.0,7.0,,,,,,,,
102,3.4,6,João Paulo,327,6,João Paulo Gomes da Costa,71602,joao-paulo,J. Paulo,0.0,2,https://s.glbimg.com/es/sde/f/2022/04/10/e261c53cb607072efab6bcc6f7bd1836_FORMATO.png,0.0,29,2.32,América-MG,,,,9.0,3.0,1.0,2.0,,,38.0,1.0,,,,,,,,,,
103,10.64,25,Weverton,275,7,Weverton Pereira da Silva,71631,weverton,Weverton,-0.5,1,https://s.glbimg.com/es/sde/f/2022/02/21/b9adc602abc451c8b30c8554a18970f2_FORMATO.png,-1.5,29,4.21,Palmeiras,,,,,,,,3.0,,,11.0,69.0,20.0,,,,,,,,
104,5.51,20,Raúl Cáceres,327,5,Raúl Alejandro Cáceres Bogado,71680,raul-caceres,R. Cáceres,0.0,2,https://s.glbimg.com/es/sde/f/2022/02/24/641daa2c8e8e5423b42c703eb607615a_FORMATO.png,0.0,29,4.05,América-MG,,2.0,1.0,25.0,16.0,2.0,4.0,3.0,,130.0,9.0,,,,,1.0,3.0,,,,
105,14.24,21,Gustavo Gómez,275,7,Gustavo Raúl Gómez Portillo,71684,gustavo-gomez,G. Gómez,-1.9,3,https://s.sde.globo.com/media/person_role/2022/02/21/f210b8623194d0722dd0d76585950fb1_FORMATO.png,-1.49,29,6.24,Palmeiras,,,7.0,34.0,26.0,3.0,6.0,19.0,1.0,75.0,8.0,,,,,7.0,5.0,,,,
106,8.04,18,Óscar Ruíz,286,6,Óscar Ramón Ruiz Roa,71691,oscar-ruiz,Ã. Ruíz,0.0,5,https://s.glbimg.com/es/sde/f/2022/03/29/898734e22fa875d79527394af4789eeb_FORMATO.png,0.0,29,2.66,Juventude,,,1.0,8.0,3.0,2.0,9.0,11.0,,58.0,,,,,2.0,3.0,4.0,,1.0,,
107,2.69,11,Elton,286,6,Elton Júnior Melo Ataíde,71719,elton,Elton,-1.4,4,https://s.glbimg.com/es/sde/f/2021/03/25/4acc17c022e5e1189305c3e76afa3528_FORMATO.png,-0.36,29,1.35,Juventude,,,4.0,17.0,16.0,1.0,3.0,5.0,,27.0,,,,,,,1.0,,,,
108,7.75,10,Thiago Galhardo,356,7,Thiago Galhardo do Nascimento Rocha,71844,thiago-galhardo,T. Galhardo,-0.2,5,https://s.glbimg.com/es/sde/f/2022/07/16/27deb38ffaefdd66a10d7f246dcc678f_FORMATO.png,-0.51,29,3.71,Fortaleza,,1.0,4.0,14.0,11.0,5.0,9.0,14.0,,66.0,,,,,,1.0,,,1.0,,
109,6.33,7,Gabriel Pires,263,7,Gabriel Appelt Pires,71898,gabriel-pires,G. Pires,-1.9,4,https://s.glbimg.com/es/sde/f/2022/08/12/c1753038fcbfe1377f41a56fcb8c3657_FORMATO.png,-0.9,29,2.39,Botafogo,,,,7.0,4.0,2.0,3.0,2.0,1.0,33.0,,,,,,1.0,,,,,
110,7.32,25,Bruno Cortez,314,2,Bruno Cortês Barbosa,72079,bruno-cortez,B. Cortez,0.0,2,https://s.glbimg.com/es/sde/f/2022/02/23/da8da8af4eaf5969bda304828d27ac27_FORMATO.png,0.0,29,2.14,Avaí,,,7.0,39.0,19.0,2.0,2.0,23.0,,210.0,5.0,,,,,,1.0,,,,
111,4.57,12,Danilo Avelar,327,7,Danilo Fernando Avelar,72142,danilo-avelar,D. Avelar,5.1,3,https://s.glbimg.com/es/sde/f/2022/04/12/2a7b85e6015605e0770fe393faf72a9a_FORMATO.png,-0.57,29,3.33,América-MG,,1.0,1.0,12.0,13.0,4.0,8.0,4.0,,57.0,3.0,,,,1.0,,,,,,
112,11.66,27,Everson,282,7,Everson Felipe Marques Pires,72294,everson,Everson,7.0,1,https://s.sde.globo.com/media/person_role/2022/07/15/bd899e9773980e79959b0ba714379a00_FORMATO.png,1.22,29,3.45,Atlético-MG,,,2.0,,,,,2.0,,,11.0,61.0,29.0,,,,,,,1.0,
113,3.46,14,Luiz Otávio,354,6,Luiz Otávio Anacleto Leandro,72359,luiz-otavio,L. Otávio,0.7,3,https://s.glbimg.com/es/sde/f/2022/02/22/18d80f2c9d7f3c212842019dab63bd77_FORMATO.png,-0.12,29,3.0,Ceará,,,4.0,23.0,10.0,1.0,3.0,7.0,2.0,36.0,3.0,,,1.0,,1.0,1.0,,,,
114,4.13,12,Rodrigo Lindoso,354,6,Rodrigo Oliveira Lindoso,72362,rodrigo-lindoso,R. Lindoso,0.0,4,https://s.glbimg.com/es/sde/f/2022/03/11/262543ac36f21decccf1617c277630d6_FORMATO.png,0.0,29,1.79,Ceará,,1.0,6.0,15.0,11.0,2.0,4.0,13.0,,44.0,,,,,,,,,,,
115,7.21,7,Felipe Alves,276,7,Felipe Alves Raymundo,72372,felipe-alves,F. Alves,0.0,1,https://s.glbimg.com/es/sde/f/2022/08/16/19b70a0ace7230f7a5033ad9270abf7e_FORMATO.png,0.0,29,5.86,São Paulo,,,1.0,,,,,,1.0,,3.0,26.0,5.0,,,,,,,1.0,
116,10.01,25,Fernando Diniz,266,7,Fernando Diniz Silva,72391,fernando-diniz,F. Diniz,1.05,6,https://s.glbimg.com/es/sde/f/2021/05/09/62a59a2e7ec6602b8811cb920c3c3dba_FORMATO.png,-1.12,29,4.58,Fluminense,,,,,,,,,,,,,,,,,,,,,
117,5.25,18,Bressan,314,7,Matheus Simonete Bressanelli,72491,bressan,Bressan,-1.2,3,https://s.glbimg.com/es/sde/f/2022/03/08/0759780a94f5359aefe723b749494c0b_FORMATO.png,-1.14,29,1.69,Avaí,,,4.0,18.0,18.0,,3.0,6.0,1.0,90.0,4.0,,,,1.0,,,,,,
118,4.21,20,Nicolas,290,6,Nicolas Godinho Johann,72524,nicolas,Nicolas,-0.3,5,https://s.glbimg.com/es/sde/f/2022/03/10/28a598dad4f678bae3aec06052037f1c_FORMATO.png,0.03,29,1.97,Goiás,,1.0,,4.0,21.0,3.0,8.0,18.0,,65.0,,,,,,3.0,7.0,,,,
119,4.14,25,Maguinho,290,7,Magno José da Silva,72532,maguinho,Maguinho,2.5,2,https://s.glbimg.com/es/sde/f/2022/03/08/b454661126187bdc0ef02a09e84e80ef_FORMATO.png,0.22,29,1.96,Goiás,,,7.0,32.0,32.0,1.0,9.0,15.0,1.0,135.0,5.0,,,,,,2.0,,1.0,,
120,7.88,16,Matheus Cavichioli,327,7,Matheus Fernando Cavichioli,72580,matheus-cavichioli,M. Cavichioli,5.5,1,https://s.glbimg.com/es/sde/f/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png,1.11,29,5.51,América-MG,,,1.0,1.0,,,,4.0,1.0,,7.0,59.0,14.0,,,,,,,1.0,
121,6.49,23,Pedro Henrique,285,7,Pedro Henrique Konzen Medina da Silva,72583,pedro-henrique,P. Henrique,5.1,5,https://s.sde.globo.com/media/person_role/2022/04/12/5422d339b6546dc0505e80e10b027269_FORMATO.png,0.29,29,4.46,Internacional,,1.0,4.0,24.0,26.0,9.0,20.0,27.0,,107.0,,,,,1.0,6.0,11.0,,1.0,,
122,10.49,10,Lisca,314,7,Luiz Carlos Cirne Lima de Lorenzi,72588,lisca,Lisca,2.2,6,https://s.sde.globo.com/media/person_role/2021/04/28/035bd47807f8e7c0a6cc5dd78a718cf0_FORMATO.png,-0.74,29,4.24,Avaí,,,,,,,,,,,,,,,,,,,,,
123,8.19,7,Fernandinho,293,7,Fernando Luiz Rosa,72775,fernandinho,Fernandinho,8.2,4,https://s.glbimg.com/es/sde/f/2022/06/28/6c6eb043593091bc0d2998934a7cb0a9_FORMATO.png,0.67,29,3.14,Athlético-PR,,1.0,2.0,7.0,14.0,3.0,2.0,11.0,,39.0,,,,,,1.0,,,,,
124,8.0,23,Mercado,285,7,Gabriel Iván Mercado,72951,mercado,Mercado,0.0,3,https://s.sde.globo.com/media/person_role/2022/04/02/a0ef6aa6bdbb6858462fa294d19eb211_FORMATO.png,0.0,29,3.45,Internacional,,,6.0,31.0,21.0,3.0,2.0,15.0,,60.0,10.0,,,1.0,,,2.0,,1.0,,
125,6.43,19,Daniel Borges,263,6,Daniel Fortunato Borges,73318,daniel-borges,D. Borges,0.0,2,https://s.glbimg.com/es/sde/f/2022/02/21/ce4af8aee58d0eef52f479ced5508ab5_FORMATO.png,0.0,29,2.75,Botafogo,,2.0,1.0,22.0,12.0,2.0,3.0,11.0,,195.0,5.0,,,1.0,,1.0,1.0,,,,
126,8.42,25,Samuel Xavier,266,3,Samuel Xavier Brito,73384,samuel-xavier,S. Xavier,0.7,2,https://s.glbimg.com/es/sde/f/2022/04/20/ad95f595cd71bcb7d7b91177716e1d33_FORMATO.png,-2.06,29,4.67,Fluminense,,2.0,3.0,31.0,16.0,4.0,13.0,39.0,,171.0,7.0,,,,3.0,2.0,2.0,,,,
127,2.95,11,Rafael Vaz,314,7,Rafael Vaz dos Santos,73421,rafael-vaz,R. Vaz,-0.5,3,https://s.glbimg.com/es/sde/f/2022/06/14/0cf5ee853af9ccb2eedcdd0295d6567a_FORMATO.png,-1.43,29,1.48,Avaí,,,2.0,9.0,3.0,3.0,2.0,2.0,1.0,68.0,2.0,,,,,,,,,,
128,2.95,2,Glédson,314,6,Glédson Ribeiro dos Santos,73533,gledson,Glédson,0.0,1,https://s.glbimg.com/es/sde/f/2022/02/21/bc56106b0fb8c7ecaadd679cfb316662_FORMATO.png,0.0,29,3.5,Avaí,,,2.0,,,,,2.0,,,1.0,3.0,1.0,,,,,,,,
129,3.47,2,Hernán Pérez,294,6,Hernán Arsenio Pérez González,73738,hernan-perez,H. Pérez,0.0,5,https://s.glbimg.com/es/sde/f/2022/07/28/4f4ffac015541a4fba3f6cfc167fab01_FORMATO.png,0.0,29,0.95,Coritiba,,,1.0,2.0,5.0,1.0,1.0,2.0,,10.0,,,,,,,,,,,
130,5.62,8,Rodrigo Caio,262,5,Rodrigo Caio Coquette Russo,73800,rodrigo-caio,R. Caio,0.0,3,https://s.glbimg.com/es/sde/f/2022/04/25/bdac1c0e302bfdde7669d77948814e95_FORMATO.png,0.0,29,1.84,Flamengo,,,,7.0,3.0,1.0,,4.0,,10.0,1.0,,,,,,,,,,
131,5.74,16,Aloísio,327,6,Aloísio dos Santos Gonçalves,73850,aloisio,Aloísio,6.9,5,https://s.glbimg.com/es/sde/f/2022/03/31/a411b722d7d0edc88f871c1a48191dc1_FORMATO.png,0.4,29,3.04,América-MG,,2.0,2.0,7.0,30.0,12.0,5.0,12.0,,42.0,,,,,2.0,2.0,10.0,,,,
132,2.07,16,Jean Cléber,314,6,Jean Cléber Santos da Silva,73858,jean-cleber,J. Cléber,0.0,4,https://s.glbimg.com/es/sde/f/2022/02/23/30faa9be7f17fe35cfe84852c646b4c0_FORMATO.png,0.0,29,0.87,Avaí,,,2.0,14.0,11.0,,5.0,7.0,,50.0,,,,,,,,,,,
133,4.39,11,Rodinei,262,7,Rodinei Marcelo de Almeida,73992,rodinei,Rodinei,2.7,2,https://s.glbimg.com/es/sde/f/2022/04/25/bced6ea22dafe56d6176080482dfe8d8_FORMATO.png,0.43,29,3.01,Flamengo,,1.0,,21.0,2.0,2.0,2.0,5.0,,71.0,2.0,,,1.0,,,,,,,1.0
134,6.96,25,Gatito Fernández,263,7,Roberto Junior Fernández Torres,74061,gatito-fernandez,G. Fernández,-1.0,1,https://s.glbimg.com/es/sde/f/2022/02/21/26f8f1373737a7203417427043ada896_FORMATO.png,-1.35,29,3.77,Botafogo,,,1.0,,,,,5.0,,,7.0,81.0,30.0,,,,,,,1.0,
135,2.1,16,Lucas Piazon,263,6,Gustavo Lucas Domingues Piazón,74084,lucas-piazon,L. Piazon,0.0,4,https://s.glbimg.com/es/sde/f/2022/03/10/444cdcb13fd4a94042b454cbf58b95fb_FORMATO.png,0.0,29,0.5,Botafogo,,,2.0,12.0,7.0,2.0,,6.0,,49.0,,,,1.0,,,1.0,,,,
136,3.95,9,Paolo Guerrero,314,6,José Paolo Guerrero Gonzales,75295,paolo-guerrero,P. Guerrero,0.0,5,https://s.glbimg.com/es/sde/f/2022/07/21/76ea80eaf4be75564889296169c4de4a_FORMATO.png,-0.2,29,0.91,Avaí,,,1.0,1.0,11.0,2.0,7.0,5.0,,20.0,,,,,1.0,,2.0,,,,
137,4.97,21,Jorginho,373,6,Jorge de Moura Xavier,77544,jorginho,Jorginho,0.0,4,https://s.glbimg.com/es/sde/f/2022/03/03/5e1a8b5625036eb3729fbae6272ea055_FORMATO.png,0.0,29,2.55,Atlético-GO,,,6.0,21.0,11.0,3.0,17.0,23.0,,175.0,,,,1.0,2.0,3.0,5.0,,,,
138,1.67,17,Auremir,290,7,Auremir Evangelista dos Santos,77570,auremir,Auremir,0.7,4,https://s.glbimg.com/es/sde/f/2022/03/10/fa84d067860cd66ce61c09be22c58e48_FORMATO.png,-0.36,29,1.02,Goiás,,,2.0,21.0,23.0,1.0,2.0,5.0,,44.0,,,,,,,,,,,
139,12.89,28,Vítor Pereira,264,6,Vítor Manuel de Oliveira Lopes Pereira,77713,vitor-pereira,V. Pereira,7.85,6,https://s.glbimg.com/es/sde/f/2022/03/08/a09307d6eae0cd7887cb3732e00d9c29_FORMATO.png,0.62,29,4.83,Corinthians,,,,,,,,,,,,,,,,,,,,,
140,6.14,22,William Pottker,314,7,William de Oliveira Pottker,77809,william-pottker,W. Pottker,9.3,5,https://s.glbimg.com/es/sde/f/2022/04/14/bc751c43e207d9c789fbbabe7cdd337c_FORMATO.png,0.93,29,2.89,Avaí,,1.0,5.0,18.0,16.0,12.0,8.0,35.0,1.0,132.0,,,,,,3.0,12.0,1.0,4.0,,
141,8.33,22,Madson,277,5,Madson Ferreira dos Santos,78077,madson,Madson,0.0,2,https://s.glbimg.com/es/sde/f/2022/03/03/e89e5811b9812fca6a75789451815b9e_FORMATO.png,0.0,29,4.0,Santos,,1.0,5.0,34.0,16.0,1.0,3.0,18.0,,165.0,8.0,,,,,2.0,1.0,,,,
142,9.22,19,Renê,285,7,Renê Rodrigues Martins,78445,rene,Renê,11.5,2,https://s.glbimg.com/es/sde/f/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,0.74,29,5.67,Internacional,,1.0,,54.0,13.0,,1.0,18.0,1.0,171.0,10.0,,,,,,,,,,
143,2.26,8,Jonathan Cafu,1371,6,Jonathan Renato Barbosa,78580,jonathan-cafu,J. Cafu,0.0,5,https://s.glbimg.com/es/sde/f/2021/05/28/3c667df8f70bf19082f021fa20403c6c_FORMATO.png,0.0,29,0.44,Cuiabá,,,,7.0,7.0,,,3.0,,13.0,,,,1.0,,,,,,,
144,7.18,25,Gabriel,285,6,Gabriel Girotto Franco,78605,gabriel,Gabriel,5.9,4,https://s.glbimg.com/es/sde/f/2022/04/02/f20a9f6c8c6edb72777759bc796aaa64_FORMATO.png,0.43,29,3.75,Internacional,,,2.0,83.0,45.0,1.0,7.0,26.0,,105.0,,,,,,,,,,,
145,4.52,5,Ramiro,264,6,Ramiro Moschen Benetti,78715,ramiro,Ramiro,2.1,4,https://s.glbimg.com/es/sde/f/2020/07/21/e0a5bdd5ef228e8a11c02f81d9776f1f_FORMATO.png,-0.24,29,1.52,Corinthians,,,1.0,6.0,3.0,2.0,,3.0,,16.0,,,,,,,,,,,
146,4.29,17,Reinaldo,276,7,Reinaldo Manoel da Silva,78850,reinaldo,Reinaldo,0.0,2,https://s.sde.globo.com/media/person_role/2022/03/01/779ff87d6723d6c70d7caac56df86d5f_FORMATO.png,0.0,29,2.2,São Paulo,,3.0,3.0,7.0,12.0,2.0,7.0,9.0,,153.0,3.0,,,,,1.0,,,,,
147,3.61,0,Richard,354,6,Richard de Oliveira da Costa,78851,richard,Richard,0.0,1,https://s.glbimg.com/es/sde/f/2022/02/22/9d468ebf560bb9e0da9699ba4df38391_FORMATO.png,0.0,29,-1.0,Ceará,,,1.0,,,,,,,,,,,,,,,,,,
148,2.24,18,Marcão Silva,1371,7,Marcos Antônio Almeida Silva,78856,marcao-silva,M. Silva,0.0,4,https://s.glbimg.com/es/sde/f/2022/02/23/1137efd5de0473f1c88c49348353a899_FORMATO.png,0.0,29,0.96,Cuiabá,,,1.0,15.0,18.0,4.0,3.0,1.0,,20.0,,,,,,,,,,,
149,3.07,20,Rafael Gava,1371,6,Rafael Gustavo Meneghel Gava,78867,rafael-gava,R. Gava,-0.3,4,https://s.glbimg.com/es/sde/f/2022/02/23/16687c4ddc3ae72291f2729ad61ed092_FORMATO.png,-0.31,29,1.32,Cuiabá,,1.0,2.0,20.0,17.0,7.0,7.0,17.0,,175.0,,,,1.0,1.0,,3.0,,,,
150,2.21,1,Douglas Borges,263,6,Douglas Borges,78893,douglas-borges,D. Borges,0.0,1,https://s.glbimg.com/es/sde/f/2022/02/21/837aacbeb34486f2c8bdc9348c44ba72_FORMATO.png,0.0,29,0.0,Botafogo,,,,,,,,,,,,1.0,1.0,,,,,,,,
151,4.11,6,Luiz Felipe,277,7,Luiz Felipe do Nascimento dos Santos,79035,luiz-felipe,L. Felipe,0.5,3,https://s.glbimg.com/es/sde/f/2022/03/03/d93506f46370622558870dd37ada6bb5_FORMATO.png,-0.72,29,6.02,Santos,,1.0,2.0,10.0,5.0,,1.0,1.0,,17.0,3.0,,,,,1.0,,,,,
152,7.34,19,Alex Muralha,294,6,Alex Roberto Santana Rafael ,79066,alex-muralha,A. Muralha,0.0,1,https://s.glbimg.com/es/sde/f/2022/02/23/3f0e981ffc927c2f022666463cdf45ed_FORMATO.png,0.0,29,3.28,Coritiba,,,1.0,1.0,,,,4.0,,,5.0,62.0,27.0,,,,,,,,
153,9.29,21,Víctor Cuesta,263,7,Víctor Leandro Cuesta,79113,victor-cuesta,V. Cuesta,0.0,3,https://s.glbimg.com/es/sde/f/2022/04/13/4f3258f391a28a24859ea19abee67739_FORMATO.png,0.0,29,5.36,Botafogo,,2.0,6.0,48.0,22.0,1.0,3.0,7.0,,86.0,7.0,,,,,3.0,1.0,,,,
