,atletas.preco_num,atletas.jogos_num,atletas.apelido,atletas.clube_id,atletas.status_id,atletas.nome,atletas.atleta_id,atletas.slug,atletas.apelido_abreviado,atletas.pontos_num,atletas.posicao_id,atletas.foto,atletas.variacao_num,atletas.rodada_id,atletas.media_num,atletas.clube.id.full.name,atletas.minimo_para_valorizar,A,CA,DS,FC,FD,FF,FS,PC,PI,SG,DE,GS,CV,FT,G,I,PP,PS,DP,GC
394,1.0,0,Cláudio Vitor,314,6,Cláudio Vitor Morais de Lima Cruz,98888,claudio-vitor,C. Vitor,0.0,1,https://s.glbimg.com/es/sde/f/2022/02/21/5b3e266e38c6e96d2301a3aac76f74d2_FORMATO.png,0.0,29,0.0,Avaí,,,,,,,,,,,,,,,,,,,,,
395,7.84,24,Cuello,293,6,Tomás Esteban Cuello,98909,cuello,Cuello,1.9,5,https://s.glbimg.com/es/sde/f/2022/02/24/6bec1ac11713040382a43683f3ec06ba_FORMATO.png,0.31,29,3.78,Athlético-PR,,3.0,3.0,37.0,22.0,6.0,22.0,27.0,,131.0,,,,,,2.0,6.0,,,,
396,3.86,10,Gabriel,276,6,Gabriel Neves Perdomo,98976,gabriel,Gabriel,0.0,4,https://s.glbimg.com/es/sde/f/2022/03/01/adf4c737eb27b74c772b8985d18c9044_FORMATO.png,0.0,29,1.21,São Paulo,,,4.0,19.0,11.0,,,1.0,,39.0,,,,,,,,,,,
397,5.32,26,Lucas Braga,277,6,Lucas Braga Ribeiro,99119,lucas-braga,L. Braga,0.0,5,https://s.glbimg.com/es/sde/f/2022/03/03/a3607db4d71e6018951bfe51c702fb1a_FORMATO.png,-0.27,29,2.84,Santos,,,1.0,22.0,14.0,11.0,10.0,49.0,,91.0,,,,,,2.0,2.0,,,,
398,6.02,20,Rodrigo Fernández,277,7,Rodrigo Fernández Cedrés,99214,rodrigo-fernandez,R. Fernández,0.0,4,https://s.glbimg.com/es/sde/f/2022/03/29/6fdde8730fb97a5d12a85b4ebd9d4e93_FORMATO.png,0.0,29,2.37,Santos,,,8.0,53.0,47.0,2.0,8.0,18.0,2.0,96.0,,,,,,,,,,,
399,2.2,1,Pablo García,294,6,Pablo Javier García Lafluf,99236,pablo-garcia,P. García,0.0,4,https://s.glbimg.com/es/sde/f/2022/02/23/56af95dcedcbf6410efc1e0d9432d9a2_FORMATO.png,0.0,29,0.0,Coritiba,,,,,,,,,,,,,,,,,,,,,
400,2.06,2,Diego Loureiro,373,6,Diego Terra Loureiro,99430,diego-loureiro,D. Loureiro,0.0,1,https://s.glbimg.com/es/sde/f/2022/08/16/0d6ff68525592d2d97d4cedb5317c66b_FORMATO.png,0.0,29,0.5,Atlético-GO,,,1.0,,,,,,,,,4.0,2.0,,,,,,,,
401,7.88,23,Baralhas,373,7,Gabriel Baralhas dos Santos,99440,baralhas,Baralhas,6.6,4,https://s.glbimg.com/es/sde/f/2022/03/03/23016221adbd611a74993ecdc84843f5_FORMATO.png,0.31,29,3.56,Atlético-GO,,1.0,8.0,53.0,31.0,5.0,11.0,11.0,1.0,78.0,,,,,1.0,2.0,,,,,
402,3.0,0,Igor Bohn,314,6,Igor José Bohn,99573,igor-bohn,I. Bohn,0.0,1,https://s.sde.globo.com/media/person_role/2022/07/28/d97bc45782baf456d1b40b1d16ed352c_FORMATO.png,0.0,29,0.0,Avaí,,,,,,,,,,,,,,,,,,,,,
403,2.0,0,Arthur,290,6,Arthur Henrique Vieira Araújo,99670,arthur,Arthur,0.0,3,https://s.glbimg.com/es/sde/f/2022/06/27/cfeea87e1e558108c5c50dfd084e1f04_FORMATO.png,0.0,29,0.0,Goiás,,,,,,,,,,,,,,,,,,,,,
404,7.71,24,Arias,266,7,Jhon Adolfo Arias Andrade,99815,arias,Arias,3.5,4,https://s.sde.globo.com/media/person_role/2022/04/20/d97a4c4cc239d983ba72d755e77a671d_FORMATO.png,-1.36,29,4.52,Fluminense,,6.0,5.0,27.0,36.0,7.0,9.0,35.0,,192.0,,,,,,6.0,2.0,,,,
405,2.0,0,Léo Passos,327,6,Leonardo da Silva Passos,99878,leo-passos,L. Passos,0.0,5,https://s.glbimg.com/es/sde/f/2021/06/04/82d858358a606b9c2acfa4fead4b349c_FORMATO.png,0.0,29,0.0,América-MG,,,,,,,,,,,,,,,,,,,,,
406,5.4,11,Jhojan Julio,277,6,Jhojan Esmaides Julio Palacios,100074,jhojan-julio,J. Julio,0.0,5,https://s.glbimg.com/es/sde/f/2022/03/31/c076d4a6758a288c3f3f7521da98c18f_FORMATO.png,0.0,29,2.31,Santos,,1.0,2.0,17.0,20.0,2.0,2.0,18.0,,47.0,,,,,,,3.0,,,,
407,13.51,15,Zaracho,282,7,Federico Matías Javier Zaracho,100079,zaracho,Zaracho,7.8,4,https://s.glbimg.com/es/sde/f/2022/07/15/2298d241c4ec2d5e60d0b370bba36921_FORMATO.png,1.49,29,6.09,Atlético-MG,,2.0,2.0,42.0,24.0,5.0,11.0,14.0,,66.0,,,,,3.0,2.0,,,,,
408,6.0,24,Igor Gomes,276,6,Igor Silveira Gomes,100084,igor-gomes,I. Gomes,0.0,4,https://s.glbimg.com/es/sde/f/2022/03/01/b6d68ea91db4955b888e119a851704eb_FORMATO.png,0.0,29,1.71,São Paulo,,3.0,3.0,26.0,29.0,4.0,10.0,23.0,,144.0,,,,1.0,,,2.0,,,,
409,3.07,8,Felipe Pires,286,6,Felipe Augusto Rodrigues Pires,100289,felipe-pires,F. Pires,-1.6,5,https://s.glbimg.com/es/sde/f/2022/08/06/f016d3ea4f1bdceef28512d7bf47fd36_FORMATO.png,-0.33,29,1.21,Juventude,,1.0,4.0,3.0,12.0,3.0,3.0,11.0,,25.0,,,,,,,3.0,,,,
410,10.81,12,Yuri Alberto,264,6,Yuri Alberto Monteiro da Silva,100652,yuri-alberto,Y. Alberto,8.7,5,https://s.sde.globo.com/media/person_role/2022/06/29/f38436c0ef035f0395ad96c1c09a1d6e_FORMATO.png,-0.3,29,4.48,Corinthians,,,1.0,10.0,17.0,6.0,9.0,15.0,,55.0,,,,,,4.0,5.0,,,,
411,3.03,11,Liziero,285,7,Igor Matheus Liziero Pereira ,100761,liziero,Liziero,-0.5,4,https://s.glbimg.com/es/sde/f/2022/04/02/68d5b0b8c93444cf3f88161d109fe461_FORMATO.png,-0.17,29,0.41,Internacional,,,2.0,8.0,12.0,,,6.0,,25.0,,,,,,,,,,,
412,9.39,24,Bissoli,314,7,Guilherme Bissoli Campos,100762,bissoli,Bissoli,4.7,5,https://s.sde.globo.com/media/person_role/2022/04/08/c60eb6c17dd46f0a98ac8d236bddbbd7_FORMATO.png,-0.53,29,5.63,Avaí,,,4.0,15.0,42.0,10.0,20.0,20.0,,87.0,,,,,,13.0,10.0,,1.0,,
413,9.36,23,Luan Cândido,280,3,Luan Cândido de Almeida,100848,luan-candido,L. Cândido,-2.9,2,https://s.glbimg.com/es/sde/f/2022/05/05/a09132195a9936adeadb1a61d65dad2e_FORMATO.png,-1.65,29,6.25,Bragantino,,2.0,3.0,32.0,28.0,16.0,22.0,11.0,2.0,188.0,6.0,,,2.0,2.0,7.0,7.0,,,,
414,3.84,17,Conti,327,6,Germán Andrés Conti,100943,conti,Conti,0.6,3,https://s.glbimg.com/es/sde/f/2022/02/24/965b3ae2f778e96277a5b6c093927bc2_FORMATO.png,-0.73,29,2.04,América-MG,,,1.0,15.0,11.0,,6.0,2.0,,48.0,4.0,,,,,,,,,,
415,2.51,16,Ronald,356,6,Ronald dos Santos Lopes,100969,ronald,Ronald,0.0,4,https://s.glbimg.com/es/sde/f/2022/05/12/50ab9a9c9ef9edc1a9bed39d4552c026_FORMATO.png,0.0,29,0.81,Fortaleza,,,5.0,20.0,20.0,1.0,1.0,8.0,,59.0,,,,,,,,,,,
416,6.44,17,Nonato,266,6,Gustavo Nonato Santana,100987,nonato,Nonato,0.0,4,https://s.glbimg.com/es/sde/f/2021/07/30/7536d1f5782d6ce621dfd8aa405d0e28_FORMATO.png,0.0,29,2.81,Fluminense,,2.0,3.0,29.0,16.0,3.0,7.0,33.0,,118.0,,,,1.0,,,1.0,,,,
417,7.95,6,Júnior Santos,263,7,José Antonio dos Santos Júnior,101002,junior-santos,J. Santos,0.8,5,https://s.glbimg.com/es/sde/f/2022/08/16/b90d064488716f8526c5c2519944eceb_FORMATO.png,-1.17,29,4.95,Botafogo,,,,8.0,9.0,2.0,8.0,5.0,,25.0,,,,,2.0,1.0,,,,,
418,7.54,26,Diego,290,7,Jackson Diego Ibrahim Fagundes,101027,diego,Diego,4.2,4,https://s.glbimg.com/es/sde/f/2022/03/10/fb1b4d53c6475f4e02123bf33a52a0c2_FORMATO.png,0.45,29,3.77,Goiás,,3.0,1.0,53.0,19.0,2.0,9.0,55.0,,197.0,,,,,,1.0,1.0,,1.0,,
419,1.52,2,Diego Matos,314,2,Diego Daniel Rodrigues de Matos,101036,diego-matos,D. Matos,-0.2,2,https://s.glbimg.com/es/sde/f/2022/02/23/f8cc329ae5ae96be77c98caf774621fd_FORMATO.png,-0.2,29,-1.25,Avaí,,,,2.0,2.0,,,,,13.0,,,,1.0,,,,,,,
420,2.69,17,Felipe Marques,1371,2,Felipe Marques da Silva,101054,felipe-marques,F. Marques,0.0,5,https://s.glbimg.com/es/sde/f/2022/02/23/a6d728d21e5ecaec684045ba4d68975c_FORMATO.png,0.0,29,0.81,Cuiabá,,,1.0,9.0,10.0,2.0,4.0,12.0,,54.0,,,,,,,3.0,,1.0,,
421,5.64,22,Umberto Louzer,286,6,Umberto Lourenço Louzer Filho,101077,umberto-louzer,U. Louzer,1.05,6,https://s.glbimg.com/es/sde/f/2021/04/15/6b25bcef84ca2ca67c4b19b4e5356ca3_FORMATO.png,0.0,29,2.92,Juventude,,,,,,,,,,,,,,,,,,,,,
422,6.4,3,Danilo Cardoso,290,6,Danilo Cardoso Novais da Silva,101155,danilo-cardoso,D. Cardoso,0.0,3,https://s.glbimg.com/es/sde/f/2022/08/02/c396b10bc3e37dd7731bf8715e8279e0_FORMATO.png,0.0,29,7.13,Goiás,,,,1.0,,1.0,1.0,1.0,,3.0,2.0,,,,,1.0,,,,,
423,10.27,25,Alef Manga,294,7,Alef Mangueira Severino Pereira,101254,alef-manga,A. Manga,0.0,5,https://s.glbimg.com/es/sde/f/2022/02/23/2f591fe9297201b345f8815815be56ef_FORMATO.png,0.0,29,4.71,Coritiba,,3.0,8.0,36.0,26.0,15.0,25.0,14.0,,141.0,,,,,2.0,5.0,15.0,,,,
424,10.31,25,Ademir,282,7,Ademir da Silva Santos Júnior,101314,ademir,Ademir,3.3,5,https://s.glbimg.com/es/sde/f/2022/07/15/bcc9ab9fbdafb24cad6b5c34a3a4e9a7_FORMATO.png,0.0,29,2.82,Atlético-MG,,1.0,3.0,22.0,15.0,7.0,11.0,42.0,,55.0,,,,,2.0,1.0,12.0,,1.0,,
425,8.92,13,Guga,282,7,Cláudio Rodrigues Gomes,101319,guga,Guga,6.5,2,https://s.glbimg.com/es/sde/f/2022/07/15/627768175034855e87f15e0a373b34b8_FORMATO.png,0.43,29,4.81,Atlético-MG,,,,36.0,11.0,1.0,7.0,13.0,,105.0,4.0,,,,,,1.0,,,,
426,2.99,15,Thonny Anderson,294,6,Thonny Anderson da Silva Carvalho,101484,thonny-anderson,T. Anderson,0.0,4,https://s.glbimg.com/es/sde/f/2022/02/23/aeb4c66a481ba3a88847f5c30bbf5d53_FORMATO.png,0.0,29,1.49,Coritiba,,1.0,1.0,20.0,15.0,1.0,6.0,14.0,,81.0,,,,2.0,,,,,,,
427,5.83,22,Pepê,1371,6,João Pedro Vilardi Pinto,101573,pepe,Pepê,-0.1,4,https://s.glbimg.com/es/sde/f/2022/02/23/f7d3a51faa57213871975b0e01258892_FORMATO.png,-0.2,29,3.11,Cuiabá,,,3.0,49.0,31.0,8.0,10.0,34.0,,131.0,,,,,,,,,,,
428,3.27,9,Hugo Souza,262,6,Hugo de Souza Nogueira,101574,hugo-souza,H. Souza,0.0,1,https://s.glbimg.com/es/sde/f/2022/03/04/f29cb0d7b60a53cf87b5131d4fcf8d45_FORMATO.png,0.0,29,1.72,Flamengo,,,3.0,2.0,,,,,,,1.0,21.0,10.0,,,,,,,,
429,5.16,6,Robson Bambu,264,6,Robson Alves de Barros,101579,robson-bambu,R. Bambu,0.0,3,https://s.glbimg.com/es/sde/f/2022/04/27/44c60f9696fad0a8a8156b8192e4af04_FORMATO.png,0.0,29,4.32,Corinthians,,,,9.0,2.0,,,4.0,,13.0,3.0,,,,,,,,,,
430,6.45,20,Hugo Moura,293,6,Hugo Moura Arruda da Silva,101594,hugo-moura,H. Moura,0.0,4,https://s.glbimg.com/es/sde/f/2022/02/21/267f14bd41575e2b58bcb3d6ba014a46_FORMATO.png,-0.13,29,2.98,Athlético-PR,,,5.0,47.0,26.0,5.0,5.0,19.0,1.0,74.0,,,,1.0,,1.0,1.0,,,,
431,2.62,18,Vitor Gabriel,286,6,Vitor Gabriel Claudino Rego Ferreira,101596,vitor-gabriel,V. Gabriel,-0.5,5,https://s.glbimg.com/es/sde/f/2022/03/03/0744b4a85cead311d99a4c1d6d279b39_FORMATO.png,-1.45,29,1.44,Juventude,,,5.0,5.0,22.0,10.0,4.0,9.0,,41.0,,,,,,2.0,3.0,,,,
432,2.32,8,Ramon,280,6,Ramon Ramos Lima,101597,ramon,Ramon,0.0,2,https://s.glbimg.com/es/sde/f/2022/05/10/5ffd61aa5589cf28ad0820b15df29250_FORMATO.png,0.0,29,0.95,Bragantino,,,2.0,7.0,8.0,2.0,2.0,6.0,,54.0,1.0,,,1.0,,,,,,,
433,4.02,1,Alex,277,6,Alex de Oliveira Nascimento,101600,alex,Alex,0.0,3,https://s.glbimg.com/es/sde/f/2021/05/04/14060d89e54c755512bce4ee1bd0d8fd_FORMATO.png,0.0,29,9.5,Santos,,,,4.0,,,,,,3.0,1.0,,,,,,,,,,
434,2.62,22,Caio,290,6,Caio Vinicius da Conceição,101601,caio,Caio,0.0,4,https://s.glbimg.com/es/sde/f/2022/03/10/a34434b7c2c45f0720de34fdeaf8fca5_FORMATO.png,0.0,29,1.22,Goiás,,,7.0,31.0,34.0,1.0,4.0,24.0,1.0,55.0,,,,1.0,,,1.0,,,,
435,3.35,5,Rhaldney,373,6,Rhaldney Norberto Simião Gomes,101666,rhaldney,Rhaldney,-0.1,4,https://s.sde.globo.com/media/person_role/2022/09/16/photo_FORMATO_qqr85qd.png,-0.45,29,0.84,Atlético-GO,,,1.0,4.0,5.0,,2.0,2.0,,7.0,,,,,,,,,,,
436,1.0,0,João Pedro,266,6,João Pedro Florêncio Barbosa,101685,joao-pedro,J. Pedro,0.0,4,https://s.sde.globo.com/media/person_role/2022/09/21/photo_FORMATO_qPozky6.png,0.0,29,0.0,Fluminense,,,,,,,,,,,,,,,,,,,,,
437,6.54,18,Felipe Jonatan,277,7,Felipe Jonatan Rocha Andrade,101708,felipe-jonatan,F. Jonatan,0.0,2,https://s.glbimg.com/es/sde/f/2022/03/03/e7109f32d289e269f43592da6566c2e5_FORMATO.png,0.0,29,3.5,Santos,,1.0,3.0,25.0,16.0,4.0,6.0,14.0,,156.0,7.0,,,,,,1.0,,,,
438,7.37,16,Alerrandro,280,6,Alerrandro Barra Mansa Realino de Souza,101715,alerrandro,Alerrandro,0.0,5,https://s.glbimg.com/es/sde/f/2022/05/05/a190fc01a5c5880c8de5c5854ac2f555_FORMATO.png,0.0,29,5.2,Bragantino,,,2.0,8.0,10.0,12.0,13.0,11.0,,22.0,,,,,1.0,6.0,4.0,,,,
439,4.55,8,Marrony,266,6,Marrony da Silva Liberato,101717,marrony,Marrony,1.7,5,https://s.glbimg.com/es/sde/f/2022/07/07/cf3959cd704eeabb2140114fefee94eb_FORMATO.png,-0.06,29,1.31,Fluminense,,,1.0,8.0,2.0,1.0,2.0,8.0,,13.0,,,,1.0,,,,,,,
440,0.73,1,Matheusinho,290,6,Matheus Santos Soares,101725,matheusinho,Matheusinho,0.0,5,https://s.glbimg.com/es/sde/f/2022/04/30/c4508af01cb1a796f08b6846127c31c0_FORMATO.png,0.0,29,0.0,Goiás,,,,,,,,,,,,,,,,,,,,,
441,6.86,20,Matheuzinho,262,6,Matheus França Silva,101727,matheuzinho,Matheuzinho,0.0,2,https://s.glbimg.com/es/sde/f/2022/04/25/f8b82a43e5e935dc7a17f7f142575c55_FORMATO.png,0.0,29,4.31,Flamengo,,2.0,3.0,49.0,18.0,1.0,6.0,7.0,1.0,126.0,6.0,,,,,,,,,,
442,7.08,20,Diego,276,7,Diego Henrique Costa Barbosa,101728,diego,Diego,0.0,3,https://s.glbimg.com/es/sde/f/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png,0.0,29,2.36,São Paulo,,,7.0,39.0,33.0,,4.0,9.0,1.0,94.0,4.0,,,,,,,,,,
443,4.34,11,Guilherme Castilho,354,6,Guilherme Castilho Carvalho,101798,guilherme-castilho,G. Castilho,6.3,4,https://s.glbimg.com/es/sde/f/2022/08/02/844e36a5e930dd313402265a86bfdf2c_FORMATO.png,1.1,29,2.49,Ceará,,1.0,1.0,9.0,9.0,2.0,4.0,9.0,,57.0,,,,,1.0,1.0,1.0,,,,
444,5.26,16,Vitinho,293,7,Vitor Hugo Naum dos Santos,101960,vitinho,Vitinho,10.2,5,https://s.glbimg.com/es/sde/f/2021/05/02/6f194f584e7ed2293b58deb814cde16c_FORMATO.png,1.63,29,2.37,Athlético-PR,,,1.0,10.0,14.0,10.0,10.0,16.0,,44.0,,,,1.0,1.0,1.0,5.0,,,,
445,10.1,12,Brítez,356,7,Emanuel Fermín Brítez,101995,britez,Brítez,5.6,2,https://s.glbimg.com/es/sde/f/2022/07/16/933d90afd9fed6c8f8426f4c450f232e_FORMATO.png,0.68,29,6.27,Fortaleza,,1.0,,31.0,23.0,1.0,4.0,8.0,,114.0,7.0,,,,,1.0,1.0,,,,
446,5.25,9,Braian Romero,285,6,Braian Ezequiel Romero,101997,braian-romero,B. Romero,4.3,5,https://s.glbimg.com/es/sde/f/2022/07/29/d2bcddb0a2e0d7cc5c363b5a72f8c39d_FORMATO.png,0.89,29,1.24,Internacional,,,1.0,6.0,8.0,2.0,3.0,7.0,,8.0,,,,,,,1.0,,,,
447,1.86,5,Xavier,264,6,João Vitor Xavier de Almeida,102067,xavier,Xavier,0.0,4,https://s.glbimg.com/es/sde/f/2022/04/27/695e017b3a4e70b82e28dd504e54cd9b_FORMATO.png,0.0,29,0.1,Corinthians,,,1.0,2.0,2.0,,,,,3.0,,,,,,,,,,,
448,8.57,19,Piquerez,275,7,Joaquín Piquerez Moreira,102130,piquerez,Piquerez,4.1,2,https://s.sde.globo.com/media/person_role/2022/02/21/82bd262ef647de7255e8df06fdd8e3f2_FORMATO.png,-0.66,29,5.6,Palmeiras,,2.0,4.0,46.0,19.0,3.0,9.0,18.0,1.0,131.0,9.0,,,,,,,,,,
449,3.63,9,Lucas Halter,290,7,Lucas Halter,102253,lucas-halter,L. Halter,2.7,3,https://s.glbimg.com/es/sde/f/2022/08/02/9cc3cba8dbd74e03b0471fdcd2c66414_FORMATO.png,0.44,29,2.17,Goiás,,,1.0,5.0,5.0,1.0,2.0,1.0,,23.0,3.0,,,,,,,,,,
450,2.0,0,Luan Silva,275,6,Luan Silva dos Santos,102295,luan-silva,L. Silva,0.0,5,https://s.glbimg.com/es/sde/f/2022/02/21/5b2d607b7868aa4b0e2f6d3bc4884981_FORMATO.png,0.0,29,0.0,Palmeiras,,,,,,,,,,,,,,,,,,,,,
451,6.0,0,Mikael,285,6,Mikael Filipe Viana,102299,mikael,Mikael,0.0,5,https://s.glbimg.com/es/sde/f/2022/07/28/db7bd8471d05f588d15b51c836794a5a_FORMATO.png,0.0,29,0.0,Internacional,,,,,,,,,,,,,,,,,,,,,
452,2.0,0,Bruno Leite,293,6,Bruno da Silva Costa Leite,102301,bruno-leite,B. Leite,0.0,4,https://s.glbimg.com/es/sde/f/2021/05/02/ec03227352d407507044b7dc5b7ab340_FORMATO.png,0.0,29,0.0,Athlético-PR,,,,,,,,,,,,,,,,,,,,,
453,4.03,19,Matheus Felipe,293,7,Matheus Felipe Santos Nascimento,102310,matheus-felipe,M. Felipe,0.0,3,https://s.glbimg.com/es/sde/f/2022/04/20/bbb32c1a415166c6cb106f4cae3b7d67_FORMATO.png,0.0,29,3.42,Athlético-PR,,,3.0,25.0,14.0,2.0,,4.0,,53.0,7.0,,,,,1.0,,,,,
454,5.02,25,Caio Paulista,266,7,Caio Fernando de Oliveira,102318,caio-paulista,C. Paulista,2.1,5,https://s.glbimg.com/es/sde/f/2022/04/20/3ad79908bf278d43f6fb870ec7af5f46_FORMATO.png,0.39,29,2.76,Fluminense,,3.0,3.0,26.0,10.0,8.0,12.0,22.0,,124.0,,,,1.0,2.0,1.0,2.0,,,,
455,1.98,2,Kelvyn,354,6,Kelvyn Ramos da Fonseca,102464,kelvyn,Kelvyn,0.0,2,https://s.glbimg.com/es/sde/f/2022/02/22/b0ae3ad3abe8dabd95e5f349d5c3b9c7_FORMATO.png,0.0,29,-0.05,Ceará,,,,1.0,2.0,,,,,7.0,,,,,,,,,,,
456,5.5,5,Mastriani,327,6,Gonzalo Mathías Mastriani Borges,102561,mastriani,Mastriani,2.8,5,https://s.glbimg.com/es/sde/f/2022/08/10/2c133460f6f214aed522ba40302a5c33_FORMATO.png,-0.36,29,2.84,América-MG,,1.0,1.0,2.0,5.0,,,4.0,,6.0,,,,,,1.0,1.0,,,,
457,4.0,0,Miguel Figueira,290,6,Miguel Ferreira Damasceno,102565,miguel-figueira,M. Figueira,0.0,4,https://s.glbimg.com/es/sde/f/2022/03/10/091756669981fb60d8c35b9e12479795_FORMATO.png,0.0,29,0.0,Goiás,,,,,,,,,,,,,,,,,,,,,
458,2.38,1,Jonathan Silva,263,6,Jonathan Silva Vieira,102597,jonathan-silva,J. Silva,0.0,2,https://s.glbimg.com/es/sde/f/2022/02/21/6e4a3c5ef09ca42e9212c2aabf9392ed_FORMATO.png,0.0,29,0.6,Botafogo,,,,1.0,1.0,,,,,3.0,,,,,,,,,,,
459,6.14,24,Helinho,280,7,Hélio Júnio Nunes de Castro,102598,helinho,Helinho,9.0,5,https://s.glbimg.com/es/sde/f/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png,1.22,29,2.44,Bragantino,,1.0,6.0,21.0,28.0,6.0,16.0,18.0,,130.0,,,,,1.0,3.0,2.0,,,,
460,2.0,0,Julimar,293,5,Julimar Silva Oliveira Júnior,102796,julimar,Julimar,0.0,5,https://s.glbimg.com/es/sde/f/2021/02/20/de210ca4fcb3c0000bf820510f8926b3_FORMATO.png,0.0,29,0.0,Athlético-PR,,,,,,,,,,,,,,,,,,,,,
461,10.82,23,Terans,293,7,Miguel David Terans Pérez,102878,terans,Terans,8.5,4,https://s.sde.globo.com/media/person_role/2021/06/22/9afbb795a2e1b8ea2d0c84725bf26e2b_FORMATO.png,1.23,29,5.25,Athlético-PR,,3.0,3.0,11.0,20.0,14.0,28.0,13.0,,150.0,,,,,1.0,9.0,5.0,1.0,,,
462,2.98,4,Anderson,293,6,Anderson Silva da Paixão,102906,anderson,Anderson,0.0,1,https://s.glbimg.com/es/sde/f/2019/09/25/83402cd7511dec123de5ec04e0677a53_FORMATO.png,0.0,29,5.37,Athlético-PR,,,1.0,,,,,1.0,,,2.0,19.0,7.0,,,,,,,,
463,5.04,2,Luan,276,6,Luan Vinícius da Silva Santos ,102909,luan,Luan,0.0,4,https://s.glbimg.com/es/sde/f/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png,0.0,29,0.75,São Paulo,,,,2.0,1.0,,,,,6.0,,,,,,,,,,,
464,4.67,19,Canobbio,293,7,Agustín Canobbio Graviz,102928,canobbio,Canobbio,-1.3,5,https://s.sde.globo.com/media/person_role/2022/03/30/ae776027bce5d99b2a19ab81b191f35b_FORMATO.png,-0.69,29,2.57,Athlético-PR,,,2.0,23.0,21.0,2.0,7.0,25.0,,78.0,,,,,,2.0,3.0,,1.0,,
465,4.22,8,Lucas Ribeiro,354,7,Lucas Ribeiro dos Santos,103088,lucas-ribeiro,L. Ribeiro,0.0,3,https://s.glbimg.com/es/sde/f/2022/02/22/aae12a036ac543be8da51c964dc65831_FORMATO.png,0.0,29,1.38,Ceará,,,2.0,1.0,5.0,,,5.0,,22.0,1.0,,,,,1.0,,,,,
466,1.66,9,Rodrigo Freitas,314,6,Rodrigo dos Santos de Freitas,103261,rodrigo-freitas,R. Freitas,0.0,3,https://s.glbimg.com/es/sde/f/2022/04/08/d5bcf8daa04da76c1372d8a8a834cf98_FORMATO.png,0.0,29,0.91,Avaí,,,2.0,4.0,3.0,,1.0,5.0,,20.0,1.0,,,,,,,,,,
467,4.04,19,Eric Ramires,280,7,Eric dos Santos Rodrigues,103295,eric-ramires,E. Ramires,2.4,4,https://s.glbimg.com/es/sde/f/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png,0.37,29,1.2,Bragantino,,,1.0,23.0,14.0,2.0,4.0,9.0,1.0,38.0,,,,2.0,,,,,1.0,,
468,7.89,17,Matheus Alexandre,294,6,Matheus Alexandre Anastácio de Souza,103347,matheus-alexandre,M. Alexandre,0.0,2,https://s.glbimg.com/es/sde/f/2022/02/23/f37a5a9aa16b6e174f7e05e22b7a1b62_FORMATO.png,0.0,29,3.72,Coritiba,,,4.0,47.0,17.0,,,5.0,,66.0,4.0,,,,,,1.0,,,,
469,5.99,4,Emmanuel Martínez,327,6,Leandro Emmanuel Martínez,103388,emmanuel-martinez,E. Martínez,0.0,4,https://s.glbimg.com/es/sde/f/2022/08/13/68f9c27625c8107e59119604bba5e322_FORMATO.png,0.0,29,4.33,América-MG,,,1.0,10.0,3.0,3.0,3.0,7.0,,23.0,,,,,,,,,,,
470,5.44,23,Caetano,290,6,João Victor Andrade Caetano,103575,caetano,Caetano,0.0,3,https://s.glbimg.com/es/sde/f/2022/03/10/0b26178145c836bb7862ed5729e22c14_FORMATO.png,0.0,29,2.95,Goiás,,,1.0,31.0,20.0,2.0,1.0,8.0,1.0,97.0,6.0,,,,1.0,1.0,,,,,
471,3.61,6,Kaíque Rocha,285,6,Kaíque Rocha Lima,103684,kaique-rocha,K. Rocha,0.0,3,https://s.glbimg.com/es/sde/f/2022/04/02/c6484aba6ef03823515d831dbbed3145_FORMATO.png,0.0,29,3.33,Internacional,,,2.0,8.0,3.0,1.0,,3.0,,24.0,2.0,,,,1.0,,,,,,
472,3.63,19,Jadsom Silva,280,6,Jadsom Meemyas de Oliveira da Silva,103695,jadsom-silva,J. Silva,1.5,4,https://s.glbimg.com/es/sde/f/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png,0.15,29,0.93,Bragantino,,1.0,5.0,17.0,16.0,,5.0,4.0,,41.0,,,,,,,,,,,
473,5.2,18,Bruno Méndez,264,6,Bruno Méndez Cittadini,103700,bruno-mendez,B. Méndez,0.0,3,https://s.glbimg.com/es/sde/f/2022/06/24/c1cadb36bdc2e9c961a181dac5a10494_FORMATO.png,0.0,29,3.46,Corinthians,,,2.0,34.0,8.0,2.0,2.0,5.0,,86.0,4.0,,,,,1.0,1.0,,,,
474,1.0,0,Neto,282,6,Antônio Fialho de Carvalho Neto,103706,neto,Neto,0.0,4,https://s.glbimg.com/es/sde/f/2022/07/15/9b9b740b77ea9d769449355001908e78_FORMATO.png,0.0,29,0.0,Atlético-MG,,,,,,,,,,,,,,,,,,,,,
