,atletas.clube.id.full.name,atletas.status_id,atletas.foto,atletas.posicao_id,atletas.slug,atletas.atleta_id,atletas.jogos_num,atletas.media_num,atletas.preco_num,atletas.apelido_abreviado,atletas.apelido,atletas.minimo_para_valorizar,atletas.rodada_id,atletas.variacao_num,atletas.pontos_num,atletas.nome,atletas.clube_id,DE,DS,FS,GS,SG,A,CA,FC,FD,FF,GC,PI,FT,G,I,CV,PP,PC,PS,DP
264,Ceará,6,https://s.glbimg.com/es/sde/f/2022/02/22/ba7e99bec918671e0921368e6c04d2d8_FORMATO.png,2,buiu,88544,0,0.0,2.0,Buiú,Buiú,1.68,27,0.0,0.0,Marcos Ytalo Benício da Silva,354,,,,,,,,,,,,,,,,,,,,
265,Fortaleza,6,https://s.glbimg.com/es/sde/f/2022/05/12/043b82cd8bbcab2108944aa3cf34372e_FORMATO.png,4,lucas-crispim,88597,16,1.02,3.77,L. Crispim,Lucas Crispim,5.91,27,0.0,0.0,Lucas de Figueiredo Crispim,356,,11.0,9.0,,,1.0,3.0,10.0,,3.0,,108.0,,1.0,1.0,,,,,
266,Fortaleza,6,https://s.glbimg.com/es/sde/f/2022/07/29/8a9128472f54ae0e854e5a35d456eb76_FORMATO.png,1,luan-polli,88916,2,2.25,5.03,L. Polli,Luan Polli,3.9,27,0.0,0.0,Luan Polli Gomes,356,9.0,,1.0,5.0,,,,,,,,,,,,,,,,
267,Juventude,6,https://s.glbimg.com/es/sde/f/2022/04/02/6414b12330ce3b868c7e9b91a6289866_FORMATO.png,4,jean,89150,16,2.88,4.33,Jean,Jean,2.67,27,-0.08,2.2,Jean Carlos de Souza Irmer,286,,35.0,11.0,,,,3.0,16.0,5.0,8.0,,59.0,,,1.0,,,,,
268,América-MG,7,https://s.glbimg.com/es/sde/f/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,3,iago-maidana,89226,16,3.44,7.58,I. Maidana,Iago Maidana,5.6,27,0.13,5.0,Iago Justen Maidana Martins,327,,8.0,1.0,,7.0,,2.0,17.0,,1.0,,46.0,,3.0,,1.0,,,,
269,Goiás,7,https://s.glbimg.com/es/sde/f/2022/04/13/4c8702a05eb20f2e973e719c61d29092_FORMATO.png,4,matheus-sales,89285,23,1.32,3.15,M. Sales,Matheus Sales,0.19,27,-0.26,-0.5,Matheus de Sales Cabral,290,,28.0,11.0,,,,5.0,19.0,2.0,7.0,,52.0,,,,,,1.0,,
270,Santos,6,https://s.glbimg.com/es/sde/f/2022/04/02/e926d395a2b2a6225aa44474e5fa8e26_FORMATO.png,5,bryan-angulo,89435,14,2.42,3.99,B. Angulo,Bryan Angulo,2.66,27,0.0,0.0,Brayan Dennis Angulo Tenorio,277,,5.0,6.0,,,1.0,,1.0,2.0,2.0,,25.0,1.0,2.0,4.0,,,,,
271,Atlético-MG,5,https://s.glbimg.com/es/sde/f/2022/07/15/2609f439079631b8b5b1affd471b8813_FORMATO.png,3,igor-rabello,89493,7,6.65,7.5,I. Rabello,Igor Rabello,11.77,27,0.0,0.0,Igor Rabello da Costa,282,,20.0,3.0,,2.0,1.0,1.0,7.0,1.0,2.0,,16.0,,1.0,,,,,,
272,Flamengo,7,https://s.glbimg.com/es/sde/f/2022/04/25/5ffefa1d5a1967debcc7f42bdaacdd9e_FORMATO.png,4,thiago-maia,89637,19,1.72,4.91,T. Maia,Thiago Maia,4.35,27,0.04,4.1,Thiago Maia Alencar,262,,33.0,3.0,,,,3.0,20.0,3.0,3.0,,53.0,,,,,,,,
273,Fluminense,2,https://s.glbimg.com/es/sde/f/2022/02/24/8fb43cd4c4ebb6cd5ac890a7feafc838_FORMATO.png,2,cris-silva,89668,8,4.32,8.32,C. Silva,Cris Silva,1.4,27,-0.3,-0.2,Cristiano da Silva Leite ,266,,11.0,7.0,,3.0,1.0,,4.0,3.0,1.0,,53.0,,,,,,,,
274,Ceará,6,https://s.glbimg.com/es/sde/f/2022/02/22/86c0d4d6ac47c43279f6f3574192781d_FORMATO.png,5,iury-castilho,89695,8,2.45,2.14,I. Castilho,Iury Castilho,0.56,27,0.0,0.0,Iury Lirio Freitas de Castilho,354,,7.0,17.0,,,1.0,3.0,10.0,3.0,1.0,,22.0,,,5.0,,,,1.0,
275,Avaí,6,https://s.glbimg.com/es/sde/f/2022/02/24/474334d9aac64c11c2e9ba0bfa9b0931_FORMATO.png,5,romulo,89696,7,1.07,2.75,Rômulo ,Rômulo ,1.32,27,0.0,0.0,Rômulo dos Santos de Souza,314,,3.0,4.0,,,,,2.0,2.0,2.0,,15.0,,,,,,,,
276,São Paulo,6,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,5,calleri,89840,25,5.95,24.04,Calleri,Calleri,14.7,27,1.77,12.1,Jonathan Calleri,276,,13.0,45.0,,,1.0,3.0,31.0,18.0,23.0,,123.0,,12.0,18.0,,1.0,,,
277,Corinthians,7,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/04/27/3af9c1a520b0f11a9c40163e925db245_FORMATO.png,5,roger-guedes,89898,24,3.66,13.37,R. Guedes,Róger Guedes,4.04,27,-0.26,1.7,Róger Krug Guedes,264,,1.0,32.0,,,1.0,4.0,11.0,18.0,19.0,,108.0,,6.0,8.0,,,,,
278,Avaí,6,https://s.glbimg.com/es/sde/f/2022/08/16/8897dbb1a4d7e0fdcd072c424097d0d1_FORMATO.png,3,wellington,89900,0,0.0,3.0,Wellington,Wellington,2.62,27,0.0,0.0,Wellington Ferreira Nascimento,314,,,,,,,,,,,,,,,,,,,,
279,Ceará,7,https://s.glbimg.com/es/sde/f/2022/02/22/348289b85a309419d827269486e667c9_FORMATO.png,5,mendoza,90031,22,6.04,12.74,Mendoza,Mendoza,3.33,27,-0.27,1.1,John Stiven Mendoza Valencia,354,,15.0,47.0,,,1.0,4.0,23.0,16.0,20.0,,120.0,1.0,9.0,10.0,,,,,
280,Ceará,7,https://s.glbimg.com/es/sde/f/2022/02/22/557432fa07207d8e3aa6630ee0483cf0_FORMATO.png,2,bruno-pacheco,90061,20,3.87,8.83,B. Pacheco,Bruno Pacheco,4.0,27,0.0,0.0,Bruno de Jesus Pacheco,354,,47.0,34.0,,3.0,1.0,5.0,25.0,3.0,3.0,,163.0,1.0,1.0,2.0,1.0,,1.0,,
281,Flamengo,5,https://s.glbimg.com/es/sde/f/2022/04/25/b3a232f9392817871f70ab3b32069e30_FORMATO.png,5,bruno-henrique,90285,8,5.88,14.9,B. Henrique,Bruno Henrique,9.24,27,0.0,0.0,Bruno Henrique Pinto,262,,13.0,20.0,,,2.0,3.0,11.0,7.0,4.0,,41.0,1.0,1.0,8.0,,,,,
282,Palmeiras,5,https://s.glbimg.com/es/sde/f/2022/02/21/959fdcde3ba551592e0b385a5bf68f88_FORMATO.png,4,jailson,90290,1,0.0,4.77,Jailson,Jailson,1.51,27,0.0,0.0,Jaílson Marques Siqueira,275,,,,,,,,,,,,,,,,,,,,
283,Fortaleza,6,https://s.glbimg.com/es/sde/f/2022/08/11/502e7dd3443915ed5a40220521762bfe_FORMATO.png,5,pedro-rocha,90302,9,1.19,2.36,P. Rocha,Pedro Rocha,0.47,27,-0.27,0.0,Pedro Rocha Neves,356,,3.0,4.0,,,1.0,,2.0,1.0,2.0,,17.0,,,3.0,,,,,
284,Internacional,6,https://s.glbimg.com/es/sde/f/2022/02/22/2bd5fca2e1d0dc67b0755602e00a7e66_FORMATO.png,5,david,90309,17,1.72,4.84,David,David,1.95,27,0.03,1.2,David Correa da Fonseca,285,,12.0,16.0,,,2.0,1.0,20.0,4.0,6.0,,53.0,1.0,,5.0,1.0,,,,
285,Botafogo,6,https://s.glbimg.com/es/sde/f/2022/02/21/9f275ce14e02c8b8be4c38953dda7e07_FORMATO.png,5,diego-goncalves,90540,9,2.42,7.91,D. Gonçalves,Diego Gonçalves,6.37,27,0.0,0.0,Diego Gonçalves,263,,5.0,5.0,,,,1.0,8.0,3.0,3.0,,51.0,,2.0,2.0,,,,,
286,Juventude,6,https://s.glbimg.com/es/sde/f/2022/03/18/fd7d4f0e5e6c5b59c85b542484321ecd_FORMATO.png,4,yuri-lima,90569,16,1.17,3.32,Y. Lima,Yuri Lima,0.83,27,0.0,0.0,Yuri Oliveira Lima,286,,25.0,6.0,,,,6.0,30.0,5.0,4.0,,87.0,,,,,,,,
287,Atlético-GO,7,https://s.glbimg.com/es/sde/f/2022/04/15/28e8b65d5222a5debc200d5ed0567fae_FORMATO.png,5,luiz-fernando,90715,19,2.79,5.08,L. Fernando,Luiz Fernando ,5.1,27,0.0,0.0,Luiz Fernando Moraes dos Santos,373,,19.0,27.0,,,2.0,3.0,12.0,6.0,11.0,,56.0,2.0,,6.0,1.0,,,,
288,Flamengo,6,https://s.glbimg.com/es/sde/f/2022/04/25/06fca89445e5f7bb29a42734c5fbb2e0_FORMATO.png,3,fabricio-bruno,90768,6,5.33,5.66,F. Bruno,Fabrício Bruno,1.74,27,0.0,0.0,Fabrício Bruno Soares de Faria,262,,4.0,4.0,,3.0,,3.0,5.0,,1.0,,21.0,,2.0,,,,,,
289,Atlético-GO,7,https://s.glbimg.com/es/sde/f/2022/07/28/2e6810da83e32c74e1f49b68ac61260d_FORMATO.png,3,klaus,90846,8,0.32,2.46,Klaus,Klaus,-0.11,27,-0.23,-0.7,Willian Klaus,373,,3.0,2.0,,,,1.0,6.0,,4.0,,23.0,,,1.0,,,,,
290,Bragantino,6,https://s.glbimg.com/es/sde/f/2022/05/05/c4c02d0045ff435fdce407dd07835bb9_FORMATO.png,5,carlos-eduardo,90917,14,1.69,4.55,C. Eduardo,Carlos Eduardo,1.77,27,0.0,0.0,Carlos Eduardo Ferreira de Souza,280,,10.0,18.0,,,1.0,2.0,14.0,2.0,4.0,,22.0,,,5.0,,,,1.0,
291,Atlético-GO,5,https://s.glbimg.com/es/sde/f/2022/03/03/cb6155829f59a86db540d1bc5bd52fa7_FORMATO.png,1,ronaldo,91101,18,2.78,4.93,Ronaldo,Ronaldo,1.94,27,0.0,0.0,Ronaldo de Oliveira Strada,373,66.0,1.0,2.0,27.0,2.0,,1.0,,,,,,,,,,,,,
292,América-MG,6,https://s.sde.globo.com/media/person_role/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png,5,everaldo,91151,19,3.9,8.73,Everaldo,Everaldo,5.14,27,0.0,0.0,Everaldo Silva do Nascimento,327,,24.0,38.0,,,2.0,3.0,21.0,7.0,12.0,,113.0,1.0,2.0,2.0,,,,,
293,América-MG,7,https://s.glbimg.com/es/sde/f/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png,3,eder,91203,24,2.66,4.79,Éder,Éder,6.68,27,0.59,7.0,Éder Ferreira Graminho,327,,24.0,6.0,,9.0,2.0,5.0,31.0,2.0,2.0,1.0,98.0,,,,,,,,
294,Botafogo,6,https://s.glbimg.com/es/sde/f/2022/08/17/48fb8d037293092aeada232c3cac8c4e_FORMATO.png,1,lucas-perri,91260,0,0.0,4.0,L. Perri,Lucas Perri,3.56,27,0.0,0.0,Lucas Estella Perri,263,,,,,,,,,,,,,,,,,,,,
295,Juventude,6,https://s.glbimg.com/es/sde/f/2022/03/03/d97731002381ac352b29527a634d6783_FORMATO.png,1,cesar,91422,18,2.74,4.38,César,César,2.78,27,0.0,0.0,César Augusto Soares dos Reis Ribela,286,58.0,,3.0,31.0,3.0,,1.0,,,,,,,,,,,,,1.0
296,Flamengo,6,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/07/29/c044299d78026585334fdecd617663c2_FORMATO.png,4,erick-pulgar,91473,2,0.4,6.71,E. Pulgar,Erick Pulgar,2.32,27,0.0,0.0,Erick Antonio Pulgar Farfán,262,,2.0,,,,,,3.0,,,,7.0,,,,,,,,
297,São Paulo,6,https://s.glbimg.com/es/sde/f/2022/03/01/c24a898d664db265bfa4ba037836c0ab_FORMATO.png,5,eder,91521,19,1.63,7.28,Eder,Eder,7.26,27,0.0,0.0,Eder Citadin Martins,276,,7.0,9.0,,,,3.0,9.0,1.0,4.0,,27.0,2.0,2.0,9.0,,,,1.0,
298,São Paulo,5,https://s.glbimg.com/es/sde/f/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,3,arboleda,91573,8,2.71,5.93,Arboleda,Arboleda,3.06,27,0.0,0.0,Robert Abel Arboleda Escobar,276,,16.0,3.0,,,,1.0,9.0,2.0,3.0,,31.0,1.0,,,,,,,
299,Palmeiras,7,https://s.sde.globo.com/media/person_role/2022/02/21/a09a417ce482ea35a6c54e89437850d4_FORMATO.png,5,rony,91607,22,5.29,10.99,Rony,Rony,2.56,27,-1.72,0.4,Ronielson da Silva Barbosa,275,,15.0,23.0,,,,1.0,25.0,13.0,22.0,,74.0,,9.0,20.0,,,,,
300,Cuiabá,6,https://s.glbimg.com/es/sde/f/2022/02/23/fa3ebd08b3835164b2532b908f71ccfe_FORMATO.png,2,igor-carius,91639,10,2.2,4.94,I. Cariús,Igor Cariús,4.2,27,-0.07,3.9,Igor Aquino da Silva,1371,,13.0,8.0,,3.0,,3.0,9.0,,1.0,,76.0,,,1.0,,,,,
301,Botafogo,7,https://s.glbimg.com/es/sde/f/2022/07/22/14348c2e4c10290cc281ebe6928885ab_FORMATO.png,3,adryelson,91664,6,4.13,6.31,Adryelson,Adryelson,5.4,27,0.38,6.2,Adryelson Shawann Lima Silva,263,,7.0,2.0,,3.0,,1.0,5.0,2.0,3.0,,17.0,,,2.0,,,,,
302,Avaí,6,https://s.glbimg.com/es/sde/f/2022/02/23/858c6708a8a4e0b1858d4429bdf68d77_FORMATO.png,4,eduardo,91688,24,1.83,4.4,Eduardo,Eduardo,1.24,27,0.13,0.5,Eduardo Jacinto de Biasi,314,,21.0,28.0,,,1.0,5.0,37.0,6.0,12.0,,89.0,,1.0,1.0,,,,,
303,Fluminense,7,https://s.glbimg.com/es/sde/f/2021/08/19/015b905d655d90af1c6161f318175dee_FORMATO.png,3,nino,91708,21,3.88,11.66,Nino,Nino,3.5,27,-0.17,1.5,Marcílio Florêncio Mota Filho,266,,29.0,31.0,,8.0,,3.0,18.0,3.0,3.0,,64.0,,,2.0,,,,,
304,Goiás,6,https://s.glbimg.com/es/sde/f/2022/03/10/7b5fb8d2f7c818d7caf7871a8119aa2d_FORMATO.png,1,matheus-alves,91712,0,-1.0,1.13,M. Alves,Matheus Alves,3.01,27,0.0,0.0,Matheus Alves da Silva Cardoso,290,,,,,,,1.0,,,,,,,,,,,,,
305,Fortaleza,6,https://s.glbimg.com/es/sde/f/2022/05/12/45a83db9239c27b8656c352b426c9f83_FORMATO.png,4,felipe,91733,11,2.66,5.42,Felipe,Felipe,3.24,27,0.0,0.0,Luiz Antonio Ferreira Rodrigues,356,,23.0,13.0,,,1.0,2.0,14.0,,3.0,,60.0,,,,,,,,
306,Fluminense,6,https://s.glbimg.com/es/sde/f/2022/02/24/3f42def61bc6bfaecea6c0330e2b2122_FORMATO.png,3,david-duarte,91772,3,-0.17,2.14,D. Duarte,David Duarte,0.56,27,0.0,0.0,David de Duarte Macedo,266,,1.0,,,,,1.0,1.0,,,,4.0,,,,,,,,
307,Juventude,7,https://s.glbimg.com/es/sde/f/2022/07/29/6f0ab61eb04b91270a61c76d74446616_FORMATO.png,3,nogueira,91815,4,3.45,4.01,Nogueira,Nogueira,3.67,27,0.28,3.5,Ygor Nogueira de Paula,286,,13.0,3.0,,,,1.0,2.0,1.0,,,19.0,,,,,,1.0,,
308,Atlético-GO,6,https://s.glbimg.com/es/sde/f/2022/04/07/f21175e4f1cb1c9ccf3df6db10da1c56_FORMATO.png,2,hayner,91856,19,2.06,3.97,Hayner,Hayner,2.3,27,0.0,0.0,Hayner Willian Monjardim Cordeiro,373,,22.0,32.0,,3.0,2.0,8.0,28.0,2.0,3.0,,137.0,,,7.0,1.0,,,1.0,
309,Avaí,6,https://s.glbimg.com/es/sde/f/2022/04/07/32ffdd8867e2421dccfe5b1574d47bd4_FORMATO.png,2,kevin,91888,23,2.89,6.33,Kevin ,Kevin ,4.76,27,0.73,4.3,Kevin Peterson dos Santos Silva,314,,45.0,11.0,,5.0,1.0,3.0,27.0,4.0,6.0,,293.0,,1.0,1.0,,,,,
310,Atlético-MG,6,https://s.glbimg.com/es/sde/f/2022/07/15/dc45dda3afb1f994bcfebc84fa0785de_FORMATO.png,5,pavon,91908,6,2.33,7.67,Pavón,Pavón,4.38,27,0.0,0.0,Cristian David Pavón,282,,6.0,4.0,,,,1.0,6.0,,4.0,,36.0,,1.0,,,,,,
311,Goiás,6,https://s.glbimg.com/es/sde/f/2022/03/10/9a2f8ef8baac13e66233efd7b0cdec11_FORMATO.png,3,everson,91929,0,0.0,3.0,Everson,Everson,2.62,27,0.0,0.0,Everson Bispo Pereira,290,,,,,,,,,,,,,,,,,,,,
312,Juventude,6,https://s.glbimg.com/es/sde/f/2022/03/03/b1eb73f1949ff665ab7120fd00d76d28_FORMATO.png,4,bassani,91968,0,0.0,4.0,Bassani,Bassani,3.56,27,0.0,0.0,Rodrigo Bassani da Cruz,286,,,,,,,,,,,,,,,,,,,,
313,Cuiabá,7,https://s.glbimg.com/es/sde/f/2022/02/23/4ba86feb09facb90b3a01b1712c3c8f5_FORMATO.png,5,andre-luis,92146,21,2.18,3.74,A. Luís,André Luís,0.63,27,0.0,0.0,Andre Luis da Costa Alfredo,1371,,15.0,34.0,,,,3.0,17.0,6.0,5.0,,41.0,1.0,1.0,1.0,,,,1.0,
314,Goiás,7,https://s.glbimg.com/es/sde/f/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png,6,jair-ventura,92180,26,3.82,6.54,J. Ventura,Jair Ventura,2.88,27,-0.15,1.95,Jair Ventura,290,,,,,,,,,,,,,,,,,,,,
315,Bragantino,7,https://s.glbimg.com/es/sde/f/2022/05/05/278a2f0c3cd97ace8138ffbe2f23d81d_FORMATO.png,4,raul,92496,20,3.27,7.47,Raul,Raul,5.37,27,-0.02,4.7,Raul Lô Gonçalves,280,,49.0,36.0,,,,2.0,23.0,1.0,9.0,,102.0,,,,,,1.0,,
316,Cuiabá,7,https://s.glbimg.com/es/sde/f/2022/08/04/0f29963b959d422652eae53503f20f1f_FORMATO.png,5,deyverson,92708,6,3.77,6.17,Deyverson,Deyverson,8.19,27,1.32,8.4,Deyverson Brum Silva Acosta,1371,,1.0,9.0,,,,1.0,3.0,3.0,4.0,,34.0,,2.0,6.0,,,,,
317,Corinthians,6,https://s.glbimg.com/es/sde/f/2022/04/27/3c3c3537ef31150713d0fe063c826d1c_FORMATO.png,5,junior-moraes,93014,8,0.71,4.98,J. Moraes,Júnior Moraes,2.93,27,0.0,0.0,Aluísio Chaves Ribeiro Moraes Júnior,264,,5.0,5.0,,,,1.0,9.0,1.0,1.0,,11.0,,,,,,,,
318,Corinthians,6,https://s.glbimg.com/es/sde/f/2021/08/06/5a489f1bc80f7fb16e0c107dbf7bae03_FORMATO.png,4,mateus-vital,93108,5,1.7,5.46,M. Vital,Mateus Vital,6.06,27,0.86,6.1,Mateus da Silva Vital Assumpção,264,,4.0,5.0,,,,,2.0,3.0,,,18.0,,,,,,,,
319,Coritiba,6,https://s.glbimg.com/es/sde/f/2022/08/12/e5c1ae862264c94a04b306f543783236_FORMATO.png,3,chancellor,93166,4,2.83,5.03,Chancellor,Chancellor,3.12,27,-0.22,2.6,Jhon Carlos Chancellor Cedeño,294,,2.0,,,2.0,,1.0,4.0,,3.0,,12.0,,,1.0,,,,,
320,Corinthians,6,https://s.glbimg.com/es/sde/f/2022/05/18/09bdd01c9f906effed187c29bcc3582f_FORMATO.png,2,rafael-ramos,93236,17,4.41,8.0,R. Ramos,Rafael Ramos,4.42,27,0.0,0.0,Rafael António Figueiredo Ramos,264,,38.0,11.0,,8.0,1.0,3.0,18.0,1.0,2.0,,155.0,,,,,,,,
321,Botafogo,6,https://s.glbimg.com/es/sde/f/2022/02/21/58080d39478afd3809fb90b0aa3d3f8e_FORMATO.png,3,joel-carli,93414,4,2.63,4.11,J. Carli,Joel Carli,2.41,27,0.0,0.0,Mauro Joel Carli,263,,3.0,1.0,,1.0,1.0,3.0,2.0,,2.0,,16.0,,,,,,,,
322,Internacional,2,https://s.glbimg.com/es/sde/f/2022/03/11/60d938ca7b4268f47e35930fb50a834a_FORMATO.png,5,wanderson,93478,18,3.94,5.14,Wanderson,Wanderson,4.05,27,0.0,0.0,Wanderson Maciel Sousa Campos,285,,4.0,11.0,,,2.0,3.0,14.0,8.0,7.0,,82.0,1.0,6.0,2.0,,,,,
323,América-MG,6,https://s.glbimg.com/es/sde/f/2022/07/26/fcaffb998b937f172b4781ec89896b49_FORMATO.png,4,benitez,93550,5,2.26,4.91,Benítez,Benítez,3.61,27,0.61,3.3,Martín Nicolás Benítez,327,,2.0,9.0,,,1.0,1.0,4.0,2.0,2.0,,24.0,,,,,,,,
324,Juventude,6,https://s.glbimg.com/es/sde/f/2022/03/03/8240fae5ce98e7a47c5fe5b7e18c773b_FORMATO.png,2,paulo-henrique,93716,17,2.79,5.09,P. Henrique,Paulo Henrique,3.67,27,0.0,0.0,Paulo Henrique de Oliveira Alves,286,,24.0,8.0,,4.0,,2.0,21.0,1.0,4.0,,92.0,,1.0,3.0,,,,,
325,Coritiba,5,https://s.glbimg.com/es/sde/f/2022/02/23/6343710eb5f742ccc9f90d015c3c6a8b_FORMATO.png,4,andrey,93787,6,9.77,17.2,Andrey,Andrey,13.89,27,0.0,0.0,Andrey Ramos do Nascimento,294,,19.0,11.0,,,,1.0,11.0,5.0,8.0,,28.0,,3.0,,,,,1.0,
326,Atlético-GO,6,https://s.glbimg.com/es/sde/f/2022/03/03/85a5271ee9f81358e6e4009139db31e5_FORMATO.png,4,marlon-freitas,93790,26,3.17,7.06,M. Freitas,Marlon Freitas,0.93,27,-0.4,-0.5,Marlon Rodrigues Freitas,373,,47.0,4.0,,,3.0,2.0,14.0,5.0,10.0,1.0,188.0,1.0,3.0,2.0,,1.0,,,
327,Internacional,2,https://s.glbimg.com/es/sde/f/2022/02/22/d956425748ab5bc7726c1e8337593d78_FORMATO.png,1,keiller,93834,4,2.88,1.56,Keiller,Keiller,1.15,27,-0.92,1.0,Keiller da Silva Nunes,285,12.0,,1.0,5.0,1.0,,2.0,,,,,,,,,,,1.0,,
328,Bragantino,7,https://s.glbimg.com/es/sde/f/2022/05/05/ec4a7cb649121dc08c2869bdcf6ef984_FORMATO.png,1,cleiton,93882,24,2.93,8.76,Cleiton,Cleiton,1.7,27,0.27,0.0,Cleiton Schwengber,280,74.0,,7.0,30.0,6.0,,3.0,,,,1.0,,,,,,,1.0,,
329,América-MG,7,https://s.glbimg.com/es/sde/f/2022/02/24/d160f8f8c1464cbcc27b4195e6255175_FORMATO.png,4,matheusinho,93886,18,2.5,2.27,Matheusinho,Matheusinho,2.07,27,0.29,2.0,Matheus Leonardo Sales Cardoso,327,,24.0,23.0,,,1.0,2.0,15.0,3.0,6.0,,72.0,,1.0,1.0,1.0,,,,
330,Palmeiras,6,https://s.glbimg.com/es/sde/f/2022/02/21/f3177c4beb3de9d57baca6e7e2771a8f_FORMATO.png,5,breno-lopes,93988,14,0.72,3.0,B. Lopes,Breno Lopes,0.45,27,0.0,0.0,Breno Henrique Vasconcelos Lopes,275,,2.0,8.0,,,,,2.0,3.0,,,29.0,1.0,,3.0,,,,1.0,
331,Santos,6,https://s.glbimg.com/es/sde/f/2022/03/03/858342355243a12a346b0ad88639269d_FORMATO.png,1,john-victor,94044,1,8.0,5.92,J. Victor,John Victor,3.94,27,0.0,0.0,John Victor Maciel Furtado,277,2.0,,2.0,,1.0,,,,,,,,,,,,,,,
332,Athlético-PR,6,https://s.glbimg.com/es/sde/f/2022/02/21/fff1205202cd53cd50d841891d140360_FORMATO.png,4,matheus-fernandes,94067,13,1.65,3.86,M. Fernandes,Matheus Fernandes,2.55,27,0.0,0.0,Matheus Fernandes Siqueira,293,,25.0,4.0,,,,2.0,14.0,4.0,1.0,,29.0,,,,,,,,
333,Corinthians,5,https://s.glbimg.com/es/sde/f/2022/04/27/93d33456c4171b57f22ba1ac2d386882_FORMATO.png,4,maycon,94154,11,1.12,4.37,Maycon,Maycon,1.79,27,0.0,0.0,Maycon de Andrade Barberan,264,,15.0,4.0,,,,3.0,11.0,,6.0,,62.0,,,,,,,,
334,Goiás,6,https://s.glbimg.com/es/sde/f/2022/04/05/1d2bfbce4ad49ab2c5fb59c91a1f4e44_FORMATO.png,5,dada-belmonte,94263,24,3.83,5.57,D. Belmonte,Dadá Belmonte,0.77,27,0.0,0.0,Adaílson Freire Pereira da Silva,290,,34.0,42.0,,,4.0,6.0,39.0,6.0,18.0,,121.0,1.0,2.0,3.0,,,,,
335,Palmeiras,5,https://s.glbimg.com/es/sde/f/2022/02/21/edbc22b64b00c1cd70870abf8d429ffd_FORMATO.png,4,raphael-veiga,94509,18,4.75,14.0,R. Veiga,Raphael Veiga,3.92,27,0.0,0.0,Raphael Cavalcante Veiga,275,,22.0,29.0,,,3.0,1.0,16.0,9.0,13.0,,82.0,1.0,3.0,4.0,,1.0,,,
336,Flamengo,6,https://s.sde.globo.com/media/person_role/2022/04/25/ee38c717eeb351fd94e1dfdd699c2e26_FORMATO.png,5,pedro,94583,21,4.89,9.47,Pedro,Pedro,3.38,27,0.06,1.8,Pedro Guilherme Abreu dos Santos,262,,9.0,13.0,,,3.0,3.0,16.0,8.0,14.0,,42.0,3.0,7.0,4.0,,1.0,,1.0,
337,Fortaleza,6,https://s.glbimg.com/es/sde/f/2022/05/12/829c53e7b318d97b843736e71dbbc5be_FORMATO.png,2,landazuri,94787,7,1.47,2.51,Landázuri,Landázuri,0.88,27,0.0,0.0,Anthony Rigoberto Landázuri Estacio,356,,9.0,5.0,,1.0,,1.0,16.0,1.0,,,44.0,,,,,,,1.0,
338,Juventude,7,https://s.glbimg.com/es/sde/f/2022/03/03/9bdded7e0046ad8500605256f741994b_FORMATO.png,5,capixaba,94894,16,2.95,6.74,Capixaba,Capixaba,10.9,27,1.36,11.6,João Victor da Vitória Fernandes,286,,28.0,26.0,,,1.0,3.0,17.0,3.0,8.0,,64.0,,,,,,,,
339,Atlético-MG,2,https://s.glbimg.com/es/sde/f/2022/07/15/9a4d6e70d0bbfa73459213e99792af33_FORMATO.png,4,nacho-fernandez,94916,22,4.98,12.29,N. Fernández,Nacho Fernández,6.21,27,0.28,4.6,Ignacio Martín Fernández,282,,39.0,36.0,,,5.0,4.0,10.0,16.0,11.0,,171.0,,2.0,1.0,,,,,
340,Botafogo,7,https://s.glbimg.com/es/sde/f/2022/04/14/78229f97f56ef7eb329c2706eca4f38a_FORMATO.png,4,lucas-fernandes,94931,19,2.72,4.2,L. Fernandes,Lucas Fernandes,0.95,27,-0.03,0.2,Lucas Fernandes da Silva,263,,18.0,21.0,,,2.0,3.0,22.0,11.0,15.0,,119.0,2.0,,,,,,,
341,Fortaleza,7,https://s.glbimg.com/es/sde/f/2022/05/12/91620964c17b6d42449ebab1cb868d24_FORMATO.png,2,juninho-capixaba,94968,23,6.05,8.83,J. Capixaba,Juninho Capixaba,7.09,27,-0.29,6.5,Luis Antônio da Rocha Júnior,356,,60.0,36.0,,9.0,3.0,5.0,35.0,7.0,12.0,,274.0,2.0,1.0,1.0,,,,,
