,atletas.clube.id.full.name,atletas.status_id,atletas.foto,atletas.posicao_id,atletas.slug,atletas.atleta_id,atletas.jogos_num,atletas.media_num,atletas.preco_num,atletas.apelido_abreviado,atletas.apelido,atletas.minimo_para_valorizar,atletas.rodada_id,atletas.variacao_num,atletas.pontos_num,atletas.nome,atletas.clube_id,DE,DS,FS,GS,SG,A,CA,FC,FD,FF,GC,PI,FT,G,I,CV,PP,PC,PS,DP
406,Fluminense,7,https://s.sde.globo.com/media/person_role/2022/04/20/d97a4c4cc239d983ba72d755e77a671d_FORMATO.png,4,arias,99815,22,4.14,6.99,Arias,Arias,1.6,27,0.17,0.3,Jhon Adolfo Arias Andrade,266,,24.0,32.0,,,5.0,5.0,35.0,6.0,9.0,,174.0,,5.0,2.0,,,,,
407,América-MG,6,https://s.glbimg.com/es/sde/f/2021/06/04/82d858358a606b9c2acfa4fead4b349c_FORMATO.png,5,leo-passos,99878,0,0.0,2.0,L. Passos,Léo Passos,1.68,27,0.0,0.0,Leonardo da Silva Passos,327,,,,,,,,,,,,,,,,,,,,
408,Santos,6,https://s.glbimg.com/es/sde/f/2022/03/31/c076d4a6758a288c3f3f7521da98c18f_FORMATO.png,5,jhojan-julio,100074,11,2.31,5.4,J. Julio,Jhojan Julio,1.52,27,0.0,0.0,Jhojan Esmaides Julio Palacios,277,,17.0,18.0,,,1.0,2.0,20.0,2.0,2.0,,47.0,,,3.0,,,,,
409,Atlético-MG,2,https://s.glbimg.com/es/sde/f/2022/07/15/2298d241c4ec2d5e60d0b370bba36921_FORMATO.png,4,zaracho,100079,13,6.49,12.85,Zaracho,Zaracho,5.53,27,0.0,0.0,Federico Matías Javier Zaracho,282,,39.0,12.0,,,1.0,1.0,19.0,5.0,10.0,,57.0,3.0,2.0,,,,,,
410,São Paulo,6,https://s.glbimg.com/es/sde/f/2022/03/01/b6d68ea91db4955b888e119a851704eb_FORMATO.png,4,igor-gomes,100084,24,1.71,6.0,I. Gomes,Igor Gomes,4.91,27,0.3,4.5,Igor Silveira Gomes,276,,26.0,23.0,,,3.0,3.0,29.0,4.0,10.0,,144.0,,,2.0,1.0,,,,
411,Juventude,7,https://s.glbimg.com/es/sde/f/2022/08/06/f016d3ea4f1bdceef28512d7bf47fd36_FORMATO.png,5,felipe-pires,100289,6,1.95,3.67,F. Pires,Felipe Pires,0.87,27,-0.71,0.1,Felipe Augusto Rodrigues Pires,286,,3.0,10.0,,,1.0,3.0,8.0,3.0,3.0,,23.0,,,2.0,,,,,
412,Corinthians,7,https://s.sde.globo.com/media/person_role/2022/06/29/f38436c0ef035f0395ad96c1c09a1d6e_FORMATO.png,5,yuri-alberto,100652,10,3.16,8.89,Y. Alberto,Yuri Alberto,1.75,27,-1.94,-0.1,Yuri Alberto Monteiro da Silva,264,,8.0,13.0,,,,1.0,15.0,4.0,7.0,,49.0,,2.0,5.0,,,,,
413,Internacional,6,https://s.glbimg.com/es/sde/f/2022/04/02/68d5b0b8c93444cf3f88161d109fe461_FORMATO.png,4,liziero,100761,10,0.5,3.2,Liziero,Liziero,0.61,27,-0.01,0.0,Igor Matheus Liziero Pereira ,285,,8.0,6.0,,,,2.0,11.0,,,,23.0,,,,,,,,
414,Avaí,6,https://s.sde.globo.com/media/person_role/2022/04/08/c60eb6c17dd46f0a98ac8d236bddbbd7_FORMATO.png,5,bissoli,100762,23,5.67,9.92,Bissoli,Bissoli,8.36,27,0.34,7.8,Guilherme Bissoli Campos,314,,14.0,19.0,,,,4.0,42.0,10.0,16.0,,85.0,,13.0,10.0,,,,1.0,
415,Bragantino,7,https://s.glbimg.com/es/sde/f/2022/05/05/a09132195a9936adeadb1a61d65dad2e_FORMATO.png,2,luan-candido,100848,21,6.6,9.94,L. Cândido,Luan Cândido,2.18,27,-1.0,0.3,Luan Cândido de Almeida,280,,29.0,11.0,,5.0,2.0,3.0,27.0,15.0,21.0,,178.0,2.0,7.0,7.0,1.0,,1.0,,
416,América-MG,6,https://s.glbimg.com/es/sde/f/2022/02/24/965b3ae2f778e96277a5b6c093927bc2_FORMATO.png,3,conti,100943,16,2.13,4.57,Conti,Conti,3.89,27,0.0,0.0,Germán Andrés Conti,327,,14.0,2.0,,4.0,,1.0,10.0,,6.0,,45.0,,,,,,,,
417,Fortaleza,6,https://s.glbimg.com/es/sde/f/2022/05/12/50ab9a9c9ef9edc1a9bed39d4552c026_FORMATO.png,4,ronald,100969,15,0.91,2.7,Ronald,Ronald,0.51,27,0.03,0.0,Ronald dos Santos Lopes,356,,20.0,8.0,,,,5.0,19.0,1.0,1.0,,55.0,,,,,,,,
418,Fluminense,6,https://s.glbimg.com/es/sde/f/2021/07/30/7536d1f5782d6ce621dfd8aa405d0e28_FORMATO.png,4,nonato,100987,17,2.81,6.44,Nonato,Nonato,3.45,27,0.0,0.0,Gustavo Nonato Santana,266,,29.0,33.0,,,2.0,3.0,16.0,3.0,7.0,,118.0,,,1.0,1.0,,,,
419,Botafogo,6,https://s.glbimg.com/es/sde/f/2022/08/16/b90d064488716f8526c5c2519944eceb_FORMATO.png,5,junior-santos,101002,4,4.95,8.3,J. Santos,Júnior Santos,7.18,27,0.97,6.9,José Antonio dos Santos Júnior,263,,2.0,4.0,,,,,7.0,2.0,3.0,,13.0,2.0,1.0,,,,,,
420,Goiás,6,https://s.glbimg.com/es/sde/f/2022/03/10/fb1b4d53c6475f4e02123bf33a52a0c2_FORMATO.png,4,diego,101027,24,3.82,7.59,Diego,Diego,5.13,27,-0.66,4.4,Jackson Diego Ibrahim Fagundes,290,,48.0,50.0,,,3.0,1.0,19.0,2.0,9.0,,174.0,,1.0,1.0,,,,1.0,
421,Avaí,6,https://s.glbimg.com/es/sde/f/2022/02/23/f8cc329ae5ae96be77c98caf774621fd_FORMATO.png,2,diego-matos,101036,1,-2.3,1.72,D. Matos,Diego Matos,-0.52,27,0.0,0.0,Diego Daniel Rodrigues de Matos,314,,2.0,,,,,,2.0,,,,11.0,,,,1.0,,,,
422,Cuiabá,5,https://s.glbimg.com/es/sde/f/2022/02/23/a6d728d21e5ecaec684045ba4d68975c_FORMATO.png,5,felipe-marques,101054,17,0.81,2.69,F. Marques,Felipe Marques,1.32,27,0.0,0.0,Felipe Marques da Silva,1371,,9.0,12.0,,,,1.0,10.0,2.0,4.0,,54.0,,,3.0,,,,1.0,
423,Juventude,7,https://s.glbimg.com/es/sde/f/2021/04/15/6b25bcef84ca2ca67c4b19b4e5356ca3_FORMATO.png,6,umberto-louzer,101077,20,3.09,6.0,U. Louzer,Umberto Louzer,3.74,27,0.1,2.95,Umberto Lourenço Louzer Filho,286,,,,,,,,,,,,,,,,,,,,
424,Goiás,6,https://s.glbimg.com/es/sde/f/2022/08/02/c396b10bc3e37dd7731bf8715e8279e0_FORMATO.png,3,danilo-cardoso,101155,3,7.13,6.4,D. Cardoso,Danilo Cardoso,5.22,27,0.0,0.0,Danilo Cardoso Novais da Silva,290,,1.0,1.0,,2.0,,,,1.0,1.0,,3.0,,1.0,,,,,,
425,Coritiba,7,https://s.glbimg.com/es/sde/f/2022/02/23/2f591fe9297201b345f8815815be56ef_FORMATO.png,5,alef-manga,101254,24,4.68,10.32,A. Manga,Alef Manga,5.94,27,-0.6,4.7,Alef Mangueira Severino Pereira,294,,36.0,13.0,,,2.0,8.0,26.0,15.0,24.0,,135.0,2.0,5.0,12.0,,,,,
426,Atlético-MG,7,https://s.glbimg.com/es/sde/f/2022/07/15/bcc9ab9fbdafb24cad6b5c34a3a4e9a7_FORMATO.png,5,ademir,101314,23,2.74,10.03,Ademir,Ademir,2.73,27,-0.34,0.9,Ademir da Silva Santos Júnior,282,,17.0,40.0,,,1.0,3.0,14.0,6.0,11.0,,51.0,2.0,1.0,11.0,,,,1.0,
427,Atlético-MG,7,https://s.glbimg.com/es/sde/f/2022/07/15/627768175034855e87f15e0a373b34b8_FORMATO.png,2,guga,101319,12,4.67,8.49,Guga,Guga,4.46,27,-0.45,3.4,Cláudio Rodrigues Gomes,282,,34.0,13.0,,3.0,,,10.0,1.0,7.0,,99.0,,,1.0,,,,,
428,Coritiba,6,https://s.glbimg.com/es/sde/f/2022/02/23/aeb4c66a481ba3a88847f5c30bbf5d53_FORMATO.png,4,thonny-anderson,101484,15,1.49,2.99,T. Anderson,Thonny Anderson,2.91,27,0.0,0.0,Thonny Anderson da Silva Carvalho,294,,20.0,14.0,,,1.0,1.0,15.0,1.0,6.0,,81.0,,,,2.0,,,,
429,Cuiabá,7,https://s.glbimg.com/es/sde/f/2022/02/23/f7d3a51faa57213871975b0e01258892_FORMATO.png,4,pepe,101573,20,3.35,5.91,Pepê,Pepê,0.7,27,0.0,0.0,João Pedro Vilardi Pinto,1371,,47.0,31.0,,,,3.0,28.0,8.0,10.0,,114.0,,,,,,,,
430,Flamengo,6,https://s.glbimg.com/es/sde/f/2022/03/04/f29cb0d7b60a53cf87b5131d4fcf8d45_FORMATO.png,1,hugo-souza,101574,9,1.72,3.27,H. Souza,Hugo Souza,2.36,27,0.0,0.0,Hugo de Souza Nogueira,262,21.0,2.0,,10.0,1.0,,3.0,,,,,,,,,,,,,
431,Corinthians,6,https://s.glbimg.com/es/sde/f/2022/04/27/44c60f9696fad0a8a8156b8192e4af04_FORMATO.png,3,robson-bambu,101579,6,4.32,5.16,R. Bambu,Robson Bambu,2.57,27,0.3,1.9,Robson Alves de Barros,264,,9.0,4.0,,3.0,,,2.0,,,,13.0,,,,,,,,
432,Athlético-PR,6,https://s.glbimg.com/es/sde/f/2022/02/21/267f14bd41575e2b58bcb3d6ba014a46_FORMATO.png,4,hugo-moura,101594,18,3.26,7.08,H. Moura,Hugo Moura,4.1,27,0.48,3.3,Hugo Moura Arruda da Silva,293,,46.0,19.0,,,,5.0,26.0,5.0,5.0,,72.0,,1.0,1.0,1.0,,1.0,,
433,Juventude,6,https://s.glbimg.com/es/sde/f/2022/03/03/0744b4a85cead311d99a4c1d6d279b39_FORMATO.png,5,vitor-gabriel,101596,17,1.55,4.07,V. Gabriel,Vitor Gabriel,8.27,27,1.79,9.1,Vitor Gabriel Claudino Rego Ferreira,286,,5.0,9.0,,,,5.0,21.0,10.0,4.0,,39.0,,2.0,3.0,,,,,
434,Bragantino,6,https://s.glbimg.com/es/sde/f/2022/05/10/5ffd61aa5589cf28ad0820b15df29250_FORMATO.png,2,ramon,101597,8,0.95,2.32,Ramon,Ramon,0.66,27,0.0,0.0,Ramon Ramos Lima,280,,7.0,6.0,,1.0,,2.0,8.0,2.0,2.0,,54.0,,,,1.0,,,,
435,Santos,6,https://s.glbimg.com/es/sde/f/2021/05/04/14060d89e54c755512bce4ee1bd0d8fd_FORMATO.png,3,alex,101600,1,9.5,4.02,Alex,Alex,6.31,27,0.0,0.0,Alex de Oliveira Nascimento,277,,4.0,,,1.0,,,,,,,3.0,,,,,,,,
436,Goiás,7,https://s.glbimg.com/es/sde/f/2022/03/10/a34434b7c2c45f0720de34fdeaf8fca5_FORMATO.png,4,caio,101601,21,1.33,3.12,Caio,Caio,1.82,27,0.25,1.5,Caio Vinicius da Conceição,290,,31.0,23.0,,,,6.0,32.0,1.0,4.0,,54.0,,,1.0,1.0,,1.0,,
437,Atlético-GO,7,https://s.sde.globo.com/media/person_role/2022/09/16/photo_FORMATO_qqr85qd.png,4,rhaldney,101666,4,1.07,3.8,Rhaldney,Rhaldney,2.45,27,0.15,2.1,Rhaldney Norberto Simião Gomes,373,,4.0,2.0,,,,1.0,5.0,,2.0,,6.0,,,,,,,,
438,Santos,7,https://s.glbimg.com/es/sde/f/2022/03/03/e7109f32d289e269f43592da6566c2e5_FORMATO.png,2,felipe-jonatan,101708,17,3.15,5.16,F. Jonatan,Felipe Jonatan,1.43,27,-0.5,0.5,Felipe Jonatan Rocha Andrade,277,,24.0,14.0,,6.0,,2.0,15.0,4.0,5.0,,143.0,,,1.0,,,,,
439,Bragantino,6,https://s.glbimg.com/es/sde/f/2022/05/05/a190fc01a5c5880c8de5c5854ac2f555_FORMATO.png,5,alerrandro,101715,16,5.2,7.37,Alerrandro,Alerrandro,9.22,27,1.27,9.4,Alerrandro Barra Mansa Realino de Souza,280,,8.0,11.0,,,,2.0,10.0,12.0,13.0,,22.0,1.0,6.0,4.0,,,,,
440,Fluminense,6,https://s.glbimg.com/es/sde/f/2022/07/07/cf3959cd704eeabb2140114fefee94eb_FORMATO.png,5,marrony,101717,7,1.26,4.61,Marrony,Marrony,0.87,27,0.0,0.0,Marrony da Silva Liberato,266,,7.0,7.0,,,,1.0,2.0,1.0,2.0,,13.0,,,,1.0,,,,
441,Goiás,6,https://s.glbimg.com/es/sde/f/2022/04/30/c4508af01cb1a796f08b6846127c31c0_FORMATO.png,5,matheusinho,101725,1,0.0,0.73,Matheusinho,Matheusinho,0.05,27,0.0,0.0,Matheus Santos Soares,290,,,,,,,,,,,,,,,,,,,,
442,Flamengo,6,https://s.glbimg.com/es/sde/f/2022/04/25/f8b82a43e5e935dc7a17f7f142575c55_FORMATO.png,2,matheuzinho,101727,19,4.63,8.1,Matheuzinho,Matheuzinho,6.53,27,0.0,0.0,Matheus França Silva,262,,49.0,7.0,,6.0,2.0,2.0,16.0,1.0,6.0,,125.0,,,,,,1.0,,
443,São Paulo,6,https://s.glbimg.com/es/sde/f/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png,3,diego,101728,20,2.36,7.08,Diego,Diego,7.01,27,0.49,6.8,Diego Henrique Costa Barbosa,276,,39.0,9.0,,4.0,,7.0,33.0,,4.0,,94.0,,,,,,1.0,,
444,Ceará,2,https://s.glbimg.com/es/sde/f/2022/08/02/844e36a5e930dd313402265a86bfdf2c_FORMATO.png,4,guilherme-castilho,101798,9,2.36,3.45,G. Castilho,Guilherme Castilho,1.29,27,-1.67,0.7,Guilherme Castilho Carvalho,354,,8.0,8.0,,,,1.0,8.0,2.0,3.0,,47.0,1.0,1.0,1.0,,,,,
445,Athlético-PR,7,https://s.glbimg.com/es/sde/f/2021/05/02/6f194f584e7ed2293b58deb814cde16c_FORMATO.png,5,vitinho,101960,14,1.92,3.52,Vitinho,Vitinho,0.58,27,0.0,0.0,Vitor Hugo Naum dos Santos,293,,9.0,15.0,,,,1.0,13.0,10.0,7.0,,38.0,1.0,,4.0,1.0,,,,
446,Fortaleza,7,https://s.glbimg.com/es/sde/f/2022/07/16/933d90afd9fed6c8f8426f4c450f232e_FORMATO.png,2,britez,101995,10,6.72,9.28,Brítez,Brítez,1.69,27,0.06,-0.1,Emanuel Fermín Brítez,356,,29.0,6.0,,6.0,1.0,,21.0,1.0,3.0,,108.0,,1.0,1.0,,,,,
447,Internacional,6,https://s.glbimg.com/es/sde/f/2022/07/29/d2bcddb0a2e0d7cc5c363b5a72f8c39d_FORMATO.png,5,braian-romero,101997,7,1.05,4.8,B. Romero,Braian Romero,1.59,27,-0.08,0.9,Braian Ezequiel Romero,285,,4.0,5.0,,,,1.0,7.0,1.0,3.0,,3.0,,,1.0,,,,,
448,Corinthians,6,https://s.glbimg.com/es/sde/f/2022/04/27/695e017b3a4e70b82e28dd504e54cd9b_FORMATO.png,4,xavier,102067,5,0.1,1.86,Xavier,Xavier,1.34,27,0.07,1.2,João Vitor Xavier de Almeida,264,,2.0,,,,,1.0,2.0,,,,3.0,,,,,,,,
449,Palmeiras,7,https://s.sde.globo.com/media/person_role/2022/02/21/82bd262ef647de7255e8df06fdd8e3f2_FORMATO.png,2,piquerez,102130,17,5.45,8.58,Piquerez,Piquerez,5.89,27,0.44,5.1,Joaquín Piquerez Moreira,275,,42.0,17.0,,8.0,1.0,4.0,17.0,3.0,9.0,,121.0,,,,,,1.0,,
450,Goiás,6,https://s.glbimg.com/es/sde/f/2022/08/02/9cc3cba8dbd74e03b0471fdcd2c66414_FORMATO.png,3,lucas-halter,102253,7,2.37,3.25,L. Halter,Lucas Halter,0.61,27,-0.04,0.0,Lucas Halter,290,,3.0,1.0,,3.0,,1.0,4.0,,1.0,,11.0,,,,,,,,
451,Palmeiras,6,https://s.glbimg.com/es/sde/f/2022/02/21/5b2d607b7868aa4b0e2f6d3bc4884981_FORMATO.png,5,luan-silva,102295,0,0.0,2.0,L. Silva,Luan Silva,1.68,27,0.0,0.0,Luan Silva dos Santos,275,,,,,,,,,,,,,,,,,,,,
452,Internacional,6,https://s.glbimg.com/es/sde/f/2022/07/28/db7bd8471d05f588d15b51c836794a5a_FORMATO.png,5,mikael,102299,0,0.0,6.0,Mikael,Mikael,5.45,27,0.0,0.0,Mikael Filipe Viana,285,,,,,,,,,,,,,,,,,,,,
453,Athlético-PR,6,https://s.glbimg.com/es/sde/f/2021/05/02/ec03227352d407507044b7dc5b7ab340_FORMATO.png,4,bruno-leite,102301,0,0.0,2.0,B. Leite,Bruno Leite,1.68,27,0.0,0.0,Bruno da Silva Costa Leite,293,,,,,,,,,,,,,,,,,,,,
454,Athlético-PR,2,https://s.glbimg.com/es/sde/f/2022/04/20/bbb32c1a415166c6cb106f4cae3b7d67_FORMATO.png,3,matheus-felipe,102310,18,3.79,5.06,M. Felipe,Matheus Felipe,2.97,27,-0.54,2.4,Matheus Felipe Santos Nascimento,293,,25.0,4.0,,7.0,,2.0,9.0,2.0,,,46.0,,1.0,,,,,,
455,Fluminense,3,https://s.glbimg.com/es/sde/f/2022/04/20/3ad79908bf278d43f6fb870ec7af5f46_FORMATO.png,5,caio-paulista,102318,24,2.79,4.63,C. Paulista,Caio Paulista,0.11,27,-1.18,-1.0,Caio Fernando de Oliveira,266,,25.0,21.0,,,3.0,3.0,10.0,7.0,12.0,,117.0,2.0,1.0,1.0,1.0,,,,
456,Ceará,6,https://s.glbimg.com/es/sde/f/2022/02/22/b0ae3ad3abe8dabd95e5f349d5c3b9c7_FORMATO.png,2,kelvyn,102464,2,-0.05,1.98,Kelvyn,Kelvyn,0.25,27,0.0,0.0,Kelvyn Ramos da Fonseca,354,,1.0,,,,,,2.0,,,,7.0,,,,,,,,
457,América-MG,6,https://s.glbimg.com/es/sde/f/2022/08/10/2c133460f6f214aed522ba40302a5c33_FORMATO.png,5,mastriani,102561,3,1.6,5.27,Mastriani,Mastriani,4.84,27,0.99,4.7,Gonzalo Mathías Mastriani Borges,327,,,2.0,,,1.0,,3.0,,,,3.0,,,,,,,,
458,Goiás,6,https://s.glbimg.com/es/sde/f/2022/03/10/091756669981fb60d8c35b9e12479795_FORMATO.png,4,miguel-figueira,102565,0,0.0,4.0,M. Figueira,Miguel Figueira,3.56,27,0.0,0.0,Miguel Ferreira Damasceno,290,,,,,,,,,,,,,,,,,,,,
459,Botafogo,6,https://s.glbimg.com/es/sde/f/2022/02/21/6e4a3c5ef09ca42e9212c2aabf9392ed_FORMATO.png,2,jonathan-silva,102597,1,0.6,2.38,J. Silva,Jonathan Silva,1.23,27,0.0,0.0,Jonathan Silva Vieira,263,,1.0,,,,,,1.0,,,,3.0,,,,,,,,
460,Bragantino,6,https://s.glbimg.com/es/sde/f/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png,5,helinho,102598,22,2.14,5.33,Helinho,Helinho,4.76,27,0.61,4.5,Hélio Júnio Nunes de Castro,280,,18.0,17.0,,,1.0,6.0,28.0,6.0,16.0,,122.0,1.0,2.0,2.0,,,,,
461,Athlético-PR,5,https://s.glbimg.com/es/sde/f/2021/02/20/de210ca4fcb3c0000bf820510f8926b3_FORMATO.png,5,julimar,102796,0,0.0,2.0,Julimar,Julimar,1.68,27,0.0,0.0,Julimar Silva Oliveira Júnior,293,,,,,,,,,,,,,,,,,,,,
462,Athlético-PR,6,https://s.sde.globo.com/media/person_role/2021/06/22/9afbb795a2e1b8ea2d0c84725bf26e2b_FORMATO.png,4,terans,102878,21,5.26,11.38,Terans,Terans,12.46,27,0.65,12.3,Miguel David Terans Pérez,293,,10.0,11.0,,,2.0,3.0,20.0,12.0,25.0,,132.0,1.0,9.0,5.0,,1.0,,,
463,Athlético-PR,6,https://s.glbimg.com/es/sde/f/2019/09/25/83402cd7511dec123de5ec04e0677a53_FORMATO.png,1,anderson,102906,4,5.37,2.98,Anderson,Anderson,1.42,27,-0.94,1.0,Anderson Silva da Paixão,293,19.0,,1.0,7.0,2.0,,1.0,,,,,,,,,,,,,
464,São Paulo,6,https://s.glbimg.com/es/sde/f/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png,4,luan,102909,2,0.75,5.04,Luan,Luan,2.52,27,0.0,0.0,Luan Vinícius da Silva Santos ,276,,2.0,,,,,,1.0,,,,6.0,,,,,,,,
465,Athlético-PR,6,https://s.sde.globo.com/media/person_role/2022/03/30/ae776027bce5d99b2a19ab81b191f35b_FORMATO.png,5,canobbio,102928,18,2.78,5.36,Canobbio,Canobbio,2.99,27,0.49,2.4,Agustín Canobbio Graviz,293,,22.0,25.0,,,,1.0,19.0,2.0,7.0,,69.0,,2.0,3.0,,,,1.0,
466,Ceará,7,https://s.glbimg.com/es/sde/f/2022/02/22/aae12a036ac543be8da51c964dc65831_FORMATO.png,3,lucas-ribeiro,103088,7,1.62,4.44,L. Ribeiro,Lucas Ribeiro,1.35,27,0.0,0.0,Lucas Ribeiro dos Santos,354,,1.0,5.0,,1.0,,2.0,5.0,,,,19.0,,1.0,,,,,,
467,Avaí,6,https://s.glbimg.com/es/sde/f/2022/04/08/d5bcf8daa04da76c1372d8a8a834cf98_FORMATO.png,3,rodrigo-freitas,103261,9,0.91,1.66,R. Freitas,Rodrigo Freitas,0.86,27,0.0,0.0,Rodrigo dos Santos de Freitas,314,,4.0,5.0,,1.0,,2.0,3.0,,1.0,,20.0,,,,,,,,
468,Bragantino,7,https://s.glbimg.com/es/sde/f/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png,4,eric-ramires,103295,17,1.18,3.59,E. Ramires,Eric Ramires,-0.06,27,-0.35,-0.9,Eric dos Santos Rodrigues,280,,22.0,7.0,,,,1.0,14.0,2.0,4.0,,33.0,,,,2.0,,1.0,,
469,Coritiba,6,https://s.glbimg.com/es/sde/f/2022/02/23/f37a5a9aa16b6e174f7e05e22b7a1b62_FORMATO.png,2,matheus-alexandre,103347,17,3.72,7.89,M. Alexandre,Matheus Alexandre,4.78,27,0.0,0.0,Matheus Alexandre Anastácio de Souza,294,,47.0,5.0,,4.0,,4.0,17.0,,,,66.0,,,1.0,,,,,
470,América-MG,2,https://s.glbimg.com/es/sde/f/2022/08/13/68f9c27625c8107e59119604bba5e322_FORMATO.png,4,emmanuel-martinez,103388,4,4.33,5.99,E. Martínez,Emmanuel Martínez,4.0,27,0.0,0.0,Leandro Emmanuel Martínez,327,,10.0,7.0,,,,1.0,3.0,3.0,3.0,,23.0,,,,,,,,
471,Goiás,7,https://s.glbimg.com/es/sde/f/2022/03/10/0b26178145c836bb7862ed5729e22c14_FORMATO.png,3,caetano,103575,23,2.95,5.44,Caetano,Caetano,1.46,27,0.06,0.5,João Victor Andrade Caetano,290,,31.0,8.0,,6.0,,1.0,20.0,2.0,1.0,,97.0,1.0,1.0,,,,1.0,,
472,Internacional,2,https://s.glbimg.com/es/sde/f/2022/04/02/c6484aba6ef03823515d831dbbed3145_FORMATO.png,3,kaique-rocha,103684,6,3.33,3.61,K. Rocha,Kaíque Rocha,2.15,27,0.0,0.0,Kaíque Rocha Lima,285,,8.0,3.0,,2.0,,2.0,3.0,1.0,,,24.0,1.0,,,,,,,
473,Bragantino,6,https://s.glbimg.com/es/sde/f/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png,4,jadsom-silva,103695,17,0.91,3.35,J. Silva,Jadsom Silva,0.16,27,-0.39,-0.6,Jadsom Meemyas de Oliveira da Silva,280,,14.0,4.0,,,1.0,5.0,13.0,,5.0,,37.0,,,,,,,,
474,Corinthians,6,https://s.glbimg.com/es/sde/f/2022/06/24/c1cadb36bdc2e9c961a181dac5a10494_FORMATO.png,3,bruno-mendez,103700,17,3.43,4.76,B. Méndez,Bruno Méndez,1.44,27,-0.42,0.6,Bruno Méndez Cittadini,264,,31.0,5.0,,4.0,,2.0,8.0,2.0,1.0,,81.0,,1.0,1.0,,,,,
475,Atlético-MG,6,https://s.glbimg.com/es/sde/f/2022/07/15/9b9b740b77ea9d769449355001908e78_FORMATO.png,4,neto,103706,0,0.0,1.0,Neto,Neto,0.73,27,0.0,0.0,Antônio Fialho de Carvalho Neto,282,,,,,,,,,,,,,,,,,,,,
476,Palmeiras,6,https://s.glbimg.com/es/sde/f/2021/04/30/89c3f9a0c359529df91f2489bdd05f2c_FORMATO.png,5,gabriel-silva,103766,1,0.0,2.2,G. Silva,Gabriel Silva,0.09,27,0.0,0.0,Gabriel Silva Vieira,275,,,,,,,,,,,,,,,,,,,,
477,Palmeiras,3,https://s.glbimg.com/es/sde/f/2022/02/21/70a1d9b700a17145850b034cd6c9a885_FORMATO.png,4,gabriel-menino,103767,18,2.62,5.61,G. Menino,Gabriel Menino,1.07,27,-0.07,0.0,Gabriel Vinícius Menino,275,,22.0,15.0,,,,3.0,11.0,4.0,9.0,,54.0,,2.0,,1.0,,,,
478,Palmeiras,6,https://s.glbimg.com/es/sde/f/2021/01/08/3ec8503326f8e51a9fe7bafc9265f01d_FORMATO.jpeg,4,pedro-bicalho,103777,1,1.2,1.72,P. Bicalho,Pedro Bicalho,0.73,27,0.0,0.0,Pedro Henrique Rodrigues Bicalho,275,,1.0,,,,,,,,,,,,,,,,,,
479,Santos,6,https://s.glbimg.com/es/sde/f/2022/03/03/2c935920c010d4b1c62eafcc3fa72249_FORMATO.png,4,bruno-oliveira,103996,12,1.71,2.82,B. Oliveira,Bruno Oliveira,1.34,27,0.0,0.0,Bruno Felipe Oliveira,277,,6.0,14.0,,,1.0,2.0,6.0,4.0,2.0,,42.0,1.0,,,,,,,
480,Bragantino,6,https://s.glbimg.com/es/sde/f/2022/05/05/f39fcb967a674ffddbaec227105dae4a_FORMATO.png,1,maycon,104017,0,0.0,2.0,Maycon,Maycon,1.68,27,0.0,0.0,Maycon Cleiton de Paula Azevedo,280,,,,,,,,,,,,,,,,,,,,
481,São Paulo,6,https://s.glbimg.com/es/sde/f/2022/03/01/42769c38f612d4af2143de3132ce1cec_FORMATO.png,3,walce,104074,0,0.0,2.0,Walce,Walce,1.68,27,0.0,0.0,Walce da Silva Costa Filho,276,,,,,,,,,,,,,,,,,,,,
482,Ceará,6,https://s.glbimg.com/es/sde/f/2022/02/22/644fa239329c76f58f7001e88850b21c_FORMATO.png,1,andre,104080,0,0.0,1.0,André,André,0.73,27,0.0,0.0,André Luiz Ribeiro da Silva,354,,,,,,,,,,,,,,,,,,,,
483,Corinthians,6,https://s.glbimg.com/es/sde/f/2022/04/27/82ae7add27deaaa2cafbf14ee4e02248_FORMATO.png,1,carlos-miguel,104084,1,4.0,1.46,C. Miguel,Carlos Miguel,1.66,27,0.0,0.0,Carlos Miguel dos Santos Pereira,264,5.0,,,1.0,,,,,,,,,,,,,,,,
484,Internacional,6,https://s.glbimg.com/es/sde/f/2020/02/28/1ec6450611506323ed42668a0277b699_FORMATO.png,3,roberto,104086,0,0.0,3.0,Roberto,Roberto,2.62,27,0.0,0.0,Roberto Pinheiro da Rosa,285,,,,,,,,,,,,,,,,,,,,
485,América-MG,6,https://s.glbimg.com/es/sde/f/2021/06/04/e9cf2ae071e26c5218c971210de0a112_FORMATO.png,2,vitor-hugo,104095,0,0.0,1.0,V. Hugo,Vitor Hugo,0.73,27,0.0,0.0,Vitor Hugo de Andrade Oliveira,327,,,,,,,,,,,,,,,,,,,,
486,Juventude,6,https://s.glbimg.com/es/sde/f/2022/03/03/4965839110fe5fdcff916a2516fb313e_FORMATO.png,1,william,104096,0,0.0,2.0,William,William,1.68,27,0.0,0.0,William Arthur Assmann,286,,,,,,,,,,,,,,,,,,,,
