"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.gato_mestre.media_pontos_mandante","atletas.gato_mestre.media_pontos_visitante","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","A","CA","DS","FC","FD","FF","FS","FT","G","I","PI","PS","PP","SG","DE","GS","CV","PC","GC","DP"
"365", 94044,21, 277,"gol","6", 0.00, 5.92, 0.00, 8.00, 1, 7.45,NA,NA,"john-victor","John Victor","J. Victor","John Victor Maciel Furtado","https://s.glbimg.com/es/sde/f/2022/03/03/858342355243a12a346b0ad88639269d_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA, 2,NA,NA,NA,NA,NA,NA, 1, 2,NA,NA,NA,NA,NA
"366", 99815,21, 266,"mei","7", 2.90, 7.23,-0.68, 4.80,16, 2.93,NA,NA,"arias","Arias","Arias","Jhon Adolfo Arias Andrade","https://s.glbimg.com/es/sde/f/2022/04/20/d97a4c4cc239d983ba72d755e77a671d_FORMATO.png","Fluminense", 4, 4,20,27, 6, 8,23,NA, 4, 1,119,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",100848,21, 280,"lat","7", 9.20,11.06, 0.67, 7.48,16, 8.09,NA,NA,"luan-candido","Luan Cândido","L. Cândido","Luan Cândido de Almeida","https://s.glbimg.com/es/sde/f/2022/05/05/a09132195a9936adeadb1a61d65dad2e_FORMATO.png","Bragantino", 2, 1,25,19,11,18, 9, 2, 5, 6,131,NA,NA, 5,NA,NA, 1,NA,NA,NA
"368",101715,21, 280,"ata","5", 0.00, 6.33, 0.00, 5.41,13, 3.14, 4.97142857, 5.93333333,"alerrandro","Alerrandro","Alerrandro","Alerrandro Barra Mansa Realino de Souza","https://s.glbimg.com/es/sde/f/2022/05/05/a190fc01a5c5880c8de5c5854ac2f555_FORMATO.png","Bragantino",NA, 2, 7, 8,11, 9,10, 1, 5, 3, 17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",100762,21, 314,"ata","7", 7.70, 9.50, 0.10, 5.59,19, 6.82,NA,NA,"bissoli","Bissoli","Bissoli","Guilherme Bissoli Campos","https://s.glbimg.com/es/sde/f/2022/04/08/c60eb6c17dd46f0a98ac8d236bddbbd7_FORMATO.png","Avaí",NA, 2,11,37,10,15,16,NA,10, 8, 63, 1,NA,NA,NA,NA,NA,NA,NA,NA
"370",102130,21, 275,"lat","7", 0.00, 7.60, 0.00, 5.88,12, 1.62,NA,NA,"piquerez","Piquerez","Piquerez","Joaquín Piquerez Moreira","https://s.glbimg.com/es/sde/f/2022/02/21/82bd262ef647de7255e8df06fdd8e3f2_FORMATO.png","Palmeiras", 1, 3,31,10, 3, 6,12,NA,NA,NA, 91,NA,NA, 6,NA,NA,NA, 1,NA,NA
"371",102253,21, 290,"zag","7", 0.80, 3.33,-0.51, 2.92, 4, 0.97, 4.00000000, 1.85000000,"lucas-halter","Lucas Halter","L. Halter","Lucas Halter","https://s.glbimg.com/es/sde/f/2022/08/02/9cc3cba8dbd74e03b0471fdcd2c66414_FORMATO.png","Goiás",NA, 1, 3, 4,NA, 1, 1,NA,NA,NA, 10,NA,NA, 2,NA,NA,NA,NA,NA,NA
"372",101727,21, 262,"lat","7", 7.90, 7.99, 0.33, 4.39,14, 6.95,NA,NA,"matheuzinho","Matheuzinho","Matheuzinho","Matheus França Silva","https://s.glbimg.com/es/sde/f/2022/04/25/f8b82a43e5e935dc7a17f7f142575c55_FORMATO.png","Flamengo", 1, 2,39,12,NA, 4, 4,NA,NA,NA, 88,NA,NA, 4,NA,NA,NA, 1,NA,NA
"373",101601,21, 290,"mei","6", 2.20, 3.31, 0.26, 1.63,16, 1.97, 1.55000000, 1.71250000,"caio","Caio","Caio","Caio Vinicius da Conceição","https://s.glbimg.com/es/sde/f/2022/03/10/a34434b7c2c45f0720de34fdeaf8fca5_FORMATO.png","Goiás",NA, 6,27,28, 1, 4,19,NA,NA, 1, 47,NA,NA,NA,NA,NA,NA, 1,NA,NA
"374",102295,21, 275,"ata","6", 0.00, 2.00, 0.00, 0.00, 0, 2.63,NA,NA,"luan-silva","Luan Silva","L. Silva","Luan Silva dos Santos","https://s.glbimg.com/es/sde/f/2022/02/21/5b2d607b7868aa4b0e2f6d3bc4884981_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",101666,21, 373,"mei","6", 1.10, 3.99,-1.01, 1.10, 1, 1.31, 1.10000000, 0.00000000,"rhaldney","Rhaldney","Rhaldney","Rhaldney Norberto Simião Gomes","https://s.glbimg.com/es/sde/f/2022/07/11/76df69db50a4a1fc1c463bd08cfd5e26_FORMATO.png","Atlético-GO",NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,  1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",102909,21, 276,"mei","5", 0.00, 5.04, 0.00, 0.75, 2, 2.95,NA,NA,"luan","Luan","Luan","Luan Vinícius da Silva Santos ","https://s.glbimg.com/es/sde/f/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png","São Paulo",NA,NA, 2, 1,NA,NA,NA,NA,NA,NA,  6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",102310,21, 293,"zag","7", 1.40, 4.48,-0.64, 3.48,14, 1.45, 2.78333333, 4.00000000,"matheus-felipe","Matheus Felipe","M. Felipe","Matheus Felipe Santos Nascimento","https://s.glbimg.com/es/sde/f/2022/04/20/bbb32c1a415166c6cb106f4cae3b7d67_FORMATO.png","Athlético-PR",NA, 2,17, 9, 2,NA, 3,NA, 1,NA, 39,NA,NA, 5,NA,NA,NA,NA,NA,NA
"378",102301,21, 293,"mei","6", 0.00, 2.00, 0.00, 0.00, 0, 2.63,NA,NA,"bruno-leite","Bruno Leite","B. Leite","Bruno da Silva Costa Leite","https://s.glbimg.com/es/sde/f/2021/05/02/ec03227352d407507044b7dc5b7ab340_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",101708,21, 277,"lat","7", 3.00, 4.95, 0.10, 2.48,11, 2.84,NA,NA,"felipe-jonatan","Felipe Jonatan","F. Jonatan","Felipe Jonatan Rocha Andrade","https://s.glbimg.com/es/sde/f/2022/03/03/e7109f32d289e269f43592da6566c2e5_FORMATO.png","Santos",NA, 1,11, 9, 1, 2, 7,NA,NA, 1, 84,NA,NA, 4,NA,NA,NA,NA,NA,NA
"380",102299,21, 285,"ata","6", 0.00, 6.00, 0.00, 0.00, 0, 7.12,NA,NA,"mikael","Mikael","Mikael","Mikael Filipe Viana","https://s.glbimg.com/es/sde/f/2022/07/28/db7bd8471d05f588d15b51c836794a5a_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",102464,21, 354,"lat","6", 0.00, 1.98, 0.00,-0.05, 2, 1.35,NA,NA,"kelvyn","Kelvyn","Kelvyn","Kelvyn Ramos da Fonseca","https://s.glbimg.com/es/sde/f/2022/02/22/b0ae3ad3abe8dabd95e5f349d5c3b9c7_FORMATO.png","Ceará",NA,NA, 1, 2,NA,NA,NA,NA,NA,NA,  7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",100103,21, 327,"ata","7",11.20, 6.96, 0.92, 3.19,15, 9.50,NA,NA,"pedrinho","Pedrinho","Pedrinho","Pedro Gabriel Pereira Lopes","https://s.glbimg.com/es/sde/f/2022/03/08/309c47dae98681ea166c6c5dfef07f5a_FORMATO.png","América-MG", 2, 3,11,12, 7, 9, 8, 1, 2, 4, 69,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",102928,21, 293,"ata","6", 6.30, 5.95, 0.83, 3.17,14, 5.47, 3.44285714, 2.90000000,"canobbio","Canobbio","Canobbio","Agustín Canobbio Graviz","https://s.glbimg.com/es/sde/f/2022/03/30/ae776027bce5d99b2a19ab81b191f35b_FORMATO.png","Athlético-PR",NA, 1,19,16, 1, 6,21,NA, 2, 3, 58, 1,NA,NA,NA,NA,NA,NA,NA,NA
"384", 87808,21, 263,"zag","7", 2.00, 2.51, 0.10, 1.19,12, 1.81, 1.38000000, 1.05714286,"philipe-sampaio","Philipe Sampaio","P. Sampaio","Philipe Sampaio Azevedo","https://s.glbimg.com/es/sde/f/2022/03/10/0b9c95c7f9a5612681798da7797e3cec_FORMATO.png","Botafogo",NA, 2,12,12,NA, 1, 6,NA,NA, 1, 42,NA,NA, 2,NA,NA, 1, 1,NA,NA
"385", 91712,21, 290,"gol","6", 0.00, 1.13, 0.00,-1.00, 0, 4.84,NA,NA,"matheus-alves","Matheus Alves","M. Alves","Matheus Alves da Silva Cardoso","https://s.glbimg.com/es/sde/f/2022/03/10/7b5fb8d2f7c818d7caf7871a8119aa2d_FORMATO.png","Goiás",NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386", 87552,21, 293,"mei","7", 1.60, 4.24,-1.25, 3.30,12, 1.76,NA,NA,"vitor-bueno","Vitor Bueno","V. Bueno","Vitor Frezarin Bueno","https://s.glbimg.com/es/sde/f/2022/02/21/2a32e3c3943071802ba1b4023aaab2a0_FORMATO.png","Athlético-PR", 1, 2, 6, 6,NA, 9,11,NA, 3,NA, 56,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",100943,21, 327,"zag","6", 0.00, 4.57, 0.00, 2.13,16, 4.55, 2.47500000, 1.78750000,"conti","Conti","Conti","Germán Andrés Conti","https://s.glbimg.com/es/sde/f/2022/02/24/965b3ae2f778e96277a5b6c093927bc2_FORMATO.png","América-MG",NA, 1,14,10,NA, 6, 2,NA,NA,NA, 45,NA,NA, 4,NA,NA,NA,NA,NA,NA
"388", 91708,21, 266,"zag","7", 8.60,12.98, 1.16, 4.63,16, 7.96,NA,NA,"nino","Nino","Nino","Marcílio Florêncio Mota Filho","https://s.glbimg.com/es/sde/f/2021/08/19/015b905d655d90af1c6161f318175dee_FORMATO.png","Fluminense",NA, 2,23,14, 3, 3,23,NA,NA, 2, 48,NA,NA, 8,NA,NA,NA,NA,NA,NA
"389",100079,21, 282,"mei","7", 0.00,13.69, 0.00, 6.80, 9, 8.50,NA,NA,"zaracho","Zaracho","Zaracho","Federico Matías Javier Zaracho","https://s.glbimg.com/es/sde/f/2022/07/15/2298d241c4ec2d5e60d0b370bba36921_FORMATO.png","Atlético-MG", 1,NA,26,14, 4, 5,11, 1, 2,NA, 41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390", 91688,21, 314,"mei","7", 2.20, 4.78, 0.27, 2.21,19, 2.06, 3.35000000, 0.93333333,"eduardo","Eduardo","Eduardo","Eduardo Jacinto de Biasi","https://s.glbimg.com/es/sde/f/2022/02/23/858c6708a8a4e0b1858d4429bdf68d77_FORMATO.png","Avaí", 1, 4,19,33, 5,11,26,NA, 1, 1, 77,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",101027,21, 290,"mei","7", 4.20, 6.92, 0.48, 3.35,18, 3.80,NA,NA,"diego","Diego","Diego","Jackson Diego Ibrahim Fagundes","https://s.glbimg.com/es/sde/f/2022/03/10/fb1b4d53c6475f4e02123bf33a52a0c2_FORMATO.png","Goiás", 3, 1,34,16,NA, 6,38,NA,NA, 1,133,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392", 91664,21, 263,"zag","6", 0.00, 5.00, 0.00, 0.00, 0, 6.00,NA,NA,"adryelson","Adryelson","Adryelson","Adryelson Shawann Lima Silva","https://s.glbimg.com/es/sde/f/2022/07/22/14348c2e4c10290cc281ebe6928885ab_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393", 99878,21, 327,"ata","6", 0.00, 2.00, 0.00, 0.00, 0, 2.63,NA,NA,"leo-passos","Léo Passos","L. Passos","Leonardo da Silva Passos","https://s.glbimg.com/es/sde/f/2021/06/04/82d858358a606b9c2acfa4fead4b349c_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",100002,21, 373,"mei","6", 0.00, 1.30, 0.00, 0.19, 8, 0.86,NA,NA,"rickson","Rickson","Rickson","Rickson Barbosa Sá da Conceição","https://s.glbimg.com/es/sde/f/2022/03/03/f82aadebc694039fa82daf954411c4cb_FORMATO.png","Atlético-GO",NA, 1, 2, 2,NA,NA, 3,NA,NA, 1,  7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",100084,21, 276,"mei","7",-1.20, 5.10,-0.34, 1.59,19,-0.53,NA,NA,"igor-gomes","Igor Gomes","I. Gomes","Igor Silveira Gomes","https://s.glbimg.com/es/sde/f/2022/03/01/b6d68ea91db4955b888e119a851704eb_FORMATO.png","São Paulo", 2, 3,23,28, 4, 6,20,NA,NA, 2,122,NA,NA,NA,NA,NA, 1,NA,NA,NA
"396", 91772,21, 266,"zag","6", 0.00, 2.14, 0.00,-0.17, 3, 0.54,-0.20000000,-0.15000000,"david-duarte","David Duarte","D. Duarte","David de Duarte Macedo","https://s.glbimg.com/es/sde/f/2022/02/24/3f42def61bc6bfaecea6c0330e2b2122_FORMATO.png","Fluminense",NA, 1, 1, 1,NA,NA,NA,NA,NA,NA,  4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",101036,21, 314,"lat","6", 0.00, 1.72, 0.00,-2.30, 1, 0.36,NA,NA,"diego-matos","Diego Matos","D. Matos","Diego Daniel Rodrigues de Matos","https://s.glbimg.com/es/sde/f/2022/02/23/f8cc329ae5ae96be77c98caf774621fd_FORMATO.png","Avaí",NA,NA, 2, 2,NA,NA,NA,NA,NA,NA, 11,NA,NA,NA,NA,NA, 1,NA,NA,NA
"398",100074,21, 277,"ata","6", 0.00, 6.23, 0.00, 2.52,10, 4.81,NA,NA,"jhojan-julio","Jhojan Julio","J. Julio","Jhojan Esmaides Julio Palacios","https://s.glbimg.com/es/sde/f/2022/03/31/c076d4a6758a288c3f3f7521da98c18f_FORMATO.png","Santos", 1, 2,17,20, 2, 2,17,NA,NA, 2, 45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",100969,21, 356,"mei","7",-0.30, 2.55,-0.24, 0.66,10,-0.01, 2.03333333, 0.07142857,"ronald","Ronald","Ronald","Ronald dos Santos Lopes","https://s.glbimg.com/es/sde/f/2022/05/12/50ab9a9c9ef9edc1a9bed39d4552c026_FORMATO.png","Fortaleza",NA, 5,12,15, 1, 1, 7,NA,NA,NA, 38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400", 91702,21, 280,"ata","5", 0.00, 4.00, 0.00, 0.00, 0, 4.88,NA,NA,"leandrinho","Leandrinho","Leandrinho","Leandro Henrique do Nascimento","https://s.glbimg.com/es/sde/f/2022/05/05/8786b0a78d3342d952c64f2f47eb33c5_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",101155,21, 290,"zag","6", 0.00, 6.22, 0.00, 8.20, 2, 1.12, 5.60000000,10.80000000,"danilo-cardoso","Danilo Cardoso","D. Cardoso","Danilo Cardoso Novais da Silva","https://s.glbimg.com/es/sde/f/2022/07/20/2c532073871128cbd946958a4dfe11a6_FORMATO.png","Goiás",NA,NA, 1,NA, 1, 1, 1,NA, 1,NA,  3,NA,NA, 1,NA,NA,NA,NA,NA,NA
"402",101597,21, 280,"lat","6", 0.90, 2.48, 0.02, 1.17, 6, 0.91,-1.00000000, 1.60000000,"ramon","Ramon","Ramon","Ramon Ramos Lima","https://s.glbimg.com/es/sde/f/2022/05/10/5ffd61aa5589cf28ad0820b15df29250_FORMATO.png","Bragantino",NA, 2, 6, 7, 2, 2, 6,NA,NA,NA, 51,NA,NA, 1,NA,NA, 1,NA,NA,NA
"403", 91733,21, 356,"mei","6", 0.00, 5.42, 0.00, 2.66,11, 1.93, 2.26666667, 3.14000000,"felipe","Felipe","Felipe","Luiz Antonio Ferreira Rodrigues","https://s.glbimg.com/es/sde/f/2022/02/25/a8b962d2aca19bf9d892471bebd26383_FORMATO.png","Fortaleza", 1, 2,23,14,NA, 3,13,NA,NA,NA, 60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404", 91815,21, 286,"zag","7", 0.00, 3.00, 0.00, 0.00, 0, 3.76,NA,NA,"nogueira","Nogueira","Nogueira","Ygor Nogueira de Paula","https://s.glbimg.com/es/sde/f/2022/07/29/6f0ab61eb04b91270a61c76d74446616_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405", 80692,21, 275,"zag","6",10.00, 8.44, 1.62, 4.75,10, 8.62,NA,NA,"luan","Luan","Luan","Luan Garcia Teixeira","https://s.glbimg.com/es/sde/f/2022/02/21/c6c7b2c98c560509a3d86811257b9a72_FORMATO.png","Palmeiras", 1, 1,15,14,NA, 4, 6,NA,NA, 1, 34,NA,NA, 6,NA,NA,NA,NA, 1,NA
"406",101600,21, 277,"zag","6", 0.00, 4.02, 0.00, 9.50, 1, 4.21, 0.00000000, 9.50000000,"alex","Alex","Alex","Alex de Oliveira Nascimento","https://s.glbimg.com/es/sde/f/2021/05/04/14060d89e54c755512bce4ee1bd0d8fd_FORMATO.png","Santos",NA,NA, 4,NA,NA,NA,NA,NA,NA,NA,  3,NA,NA, 1,NA,NA,NA,NA,NA,NA
"407",100987,21, 266,"mei","2", 1.90, 6.62,-0.61, 3.01,15, 2.12, 1.70000000, 3.50000000,"nonato","Nonato","Nonato","Gustavo Nonato Santana","https://s.glbimg.com/es/sde/f/2021/07/30/7536d1f5782d6ce621dfd8aa405d0e28_FORMATO.png","Fluminense", 2, 3,26,14, 3, 7,31,NA,NA, 1,104,NA,NA,NA,NA,NA, 1,NA,NA,NA
"408",101054,21,1371,"ata","6", 0.00, 2.67, 0.00, 0.86,15, 0.94, 1.31666667, 0.54444444,"felipe-marques","Felipe Marques","F. Marques","Felipe Marques da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/a6d728d21e5ecaec684045ba4d68975c_FORMATO.png","Cuiabá",NA, 1, 9, 8, 1, 4,11,NA,NA, 2, 53, 1,NA,NA,NA,NA,NA,NA,NA,NA
"409", 87402,21, 354,"zag","3", 0.60, 3.89, 0.18, 1.70,16, 0.75, 1.16250000, 2.25000000,"messias","Messias","Messias","Messias Rodrigues da Silva Júnior","https://s.glbimg.com/es/sde/f/2022/02/22/871ec7ac3407b7d4cb4080a3fce62515_FORMATO.png","Ceará",NA, 3,11,17, 2, 4, 6,NA,NA,NA, 64,NA,NA, 4,NA,NA,NA,NA,NA,NA
"410",103088,21, 354,"zag","7", 0.00, 5.27, 0.00, 1.75, 4, 5.08,NA,NA,"lucas-ribeiro","Lucas Ribeiro","L. Ribeiro","Lucas Ribeiro dos Santos","https://s.glbimg.com/es/sde/f/2022/02/22/aae12a036ac543be8da51c964dc65831_FORMATO.png","Ceará",NA, 2, 1, 4,NA,NA, 4,NA, 1,NA, 10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",103261,21, 314,"zag","7", 0.00, 2.38, 0.00, 1.72, 6, 4.16, 3.45000000, 0.85000000,"rodrigo-freitas","Rodrigo Freitas","R. Freitas","Rodrigo dos Santos de Freitas","https://s.glbimg.com/es/sde/f/2022/04/08/d5bcf8daa04da76c1372d8a8a834cf98_FORMATO.png","Avaí",NA,NA, 4, 1,NA, 1, 3,NA,NA,NA, 15,NA,NA, 1,NA,NA,NA,NA,NA,NA
"412", 95058,21, 286,"lat","2",-0.50, 5.31,-0.42, 5.92,11,-0.06,NA,NA,"moraes","Moraes","Moraes","Onitlasi Júnior de Moraes Rodrigues","https://s.glbimg.com/es/sde/f/2022/03/03/c00c5622ba0fff93e7f12b5d06d142f3_FORMATO.png","Juventude", 1, 1,22, 3, 5, 8,11,NA, 1, 2,101,NA,NA, 4,NA,NA,NA,NA,NA,NA
"413",102318,21, 266,"ata","7", 0.00, 4.48, 0.00, 2.44,18, 1.45, 2.55000000, 2.34000000,"caio-paulista","Caio Paulista","C. Paulista","Caio Fernando de Oliveira","https://s.glbimg.com/es/sde/f/2022/04/20/3ad79908bf278d43f6fb870ec7af5f46_FORMATO.png","Fluminense", 3, 3,16, 6, 4, 8,16, 1,NA,NA, 78,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414", 96754,21, 275,"mei","6",10.80, 3.47, 1.94, 0.98,14, 8.81,NA,NA,"atuesta","Atuesta ","Atuesta ","Eduard Andrés Atuesta Velasco","https://s.glbimg.com/es/sde/f/2022/02/21/840f0d507e448cff241ff4ed4c7f9b31_FORMATO.png","Palmeiras",NA, 1, 5, 5, 1, 3, 3,NA, 1, 2, 28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415", 97453,21, 327,"gol","5", 0.00, 3.00, 0.00, 0.00, 0, 3.76,NA,NA,"jori","Jori","Jori","Joriwinnyson Santos dos Anjos Rodrigues","https://s.glbimg.com/es/sde/f/2021/06/04/4b0b72b2d30e52cae1f658dbea101b5c_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",101717,21, 266,"ata","6", 1.80, 4.68, 0.39, 0.17, 3, 1.58,-0.80000000, 2.10000000,"marrony","Marrony","Marrony","Marrony da Silva Liberato","https://s.glbimg.com/es/sde/f/2022/07/07/cf3959cd704eeabb2140114fefee94eb_FORMATO.png","Fluminense",NA,NA, 2, 1,NA, 1, 2,NA,NA,NA,  4,NA,NA,NA,NA,NA, 1,NA,NA,NA
"417", 97468,21, 263,"lat","6", 0.00, 4.41, 0.00, 3.40, 3, 1.39, 7.80000000, 1.20000000,"marcal","Marçal","Marçal","Fernando Marçal de Oliveira","https://s.glbimg.com/es/sde/f/2022/07/23/58c55ae1230275963709bd8082f7b2cd_FORMATO.png","Botafogo",NA, 1, 5, 6, 2, 1, 2,NA,NA,NA, 22,NA,NA, 1,NA,NA,NA,NA,NA,NA
"418",101725,21, 290,"ata","6", 0.00, 0.73, 0.00, 0.00, 1, 0.94,NA,NA,"matheusinho","Matheusinho","Matheusinho","Matheus Santos Soares","https://s.glbimg.com/es/sde/f/2022/04/30/c4508af01cb1a796f08b6846127c31c0_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",100289,21, 286,"ata","7",-0.20, 2.88,-1.12,-0.20, 1,-1.80,-0.20000000, 0.00000000,"felipe-pires","Felipe Pires","F. Pires","Felipe Augusto Rodrigues Pires","https://s.glbimg.com/es/sde/f/2022/08/06/f016d3ea4f1bdceef28512d7bf47fd36_FORMATO.png","Juventude",NA,NA,NA, 1,NA,NA, 1,NA,NA,NA,  4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",103295,21, 280,"mei","6", 3.10, 4.19, 0.21, 1.23,13, 2.87, 0.96666667, 1.44285714,"eric-ramires","Eric Ramires","E. Ramires","Eric dos Santos Rodrigues","https://s.glbimg.com/es/sde/f/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png","Bragantino",NA, 1,18,11, 1, 4, 6,NA,NA,NA, 18,NA,NA,NA,NA,NA, 2, 1,NA,NA
"421",104080,21, 354,"gol","6", 0.00, 1.00, 0.00, 0.00, 0, 1.51,NA,NA,"andre","André","André","André Luiz Ribeiro da Silva","https://s.glbimg.com/es/sde/f/2022/02/22/644fa239329c76f58f7001e88850b21c_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",104084,21, 264,"gol","6", 0.00, 1.46, 0.00, 4.00, 1, 3.59, 0.00000000, 4.00000000,"carlos-miguel","Carlos Miguel","C. Miguel","Carlos Miguel dos Santos Pereira","https://s.glbimg.com/es/sde/f/2022/04/27/82ae7add27deaaa2cafbf14ee4e02248_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 5, 1,NA,NA,NA,NA
"423",104095,21, 327,"lat","6", 0.00, 1.00, 0.00, 0.00, 0, 1.51,NA,NA,"vitor-hugo","Vitor Hugo","V. Hugo","Vitor Hugo de Andrade Oliveira","https://s.glbimg.com/es/sde/f/2021/06/04/e9cf2ae071e26c5218c971210de0a112_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",104096,21, 286,"gol","6", 0.00, 2.00, 0.00, 0.00, 0, 2.63,NA,NA,"william","William","William","William Arthur Assmann","https://s.glbimg.com/es/sde/f/2022/03/03/4965839110fe5fdcff916a2516fb313e_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",103767,21, 275,"mei","6", 4.10, 6.38, 0.66, 3.73,12, 3.74, 4.20000000, 3.28333333,"gabriel-menino","Gabriel Menino","G. Menino","Gabriel Vinícius Menino","https://s.glbimg.com/es/sde/f/2022/02/21/70a1d9b700a17145850b034cd6c9a885_FORMATO.png","Palmeiras",NA, 2,20,10, 4, 7,12,NA, 2,NA, 35,NA,NA,NA,NA,NA, 1,NA,NA,NA
"426", 97520,21, 373,"mei","6", 0.00, 3.50, 0.00, 0.80,16, 3.05, 0.45000000, 1.13750000,"shaylon","Shaylon","Shaylon","Shaylon Kallyson Cardoso","https://s.glbimg.com/es/sde/f/2022/03/03/613cc4607b07db0edb4d019f37550ecc_FORMATO.png","Atlético-GO",NA, 2, 9, 7, 3,10, 3,NA,NA, 1, 70,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",104125,21, 354,"ata","6", 0.00, 3.60,-0.27, 2.66,14, 0.24,NA,NA,"cleber","Cléber","Cléber","Cléber Bomfim de Jesus","https://s.glbimg.com/es/sde/f/2022/02/22/89740a418c814d6271ac39fa501351e3_FORMATO.png","Ceará",NA, 2,17,20, 5, 6, 5,NA, 2, 5, 40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428", 95662,21, 327,"mei","7", 1.90, 2.62, 0.22, 1.10,18, 1.69,NA,NA,"lucas-kal","Lucas Kal","L. Kal","Lucas Kal Schenfeld Progioli","https://s.glbimg.com/es/sde/f/2022/02/24/38a9d99d34c06f3714df211deaf2bd0f_FORMATO.png","América-MG",NA, 2,17,16, 6, 4, 5, 1,NA,NA, 97,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",104153,21, 264,"mei","6", 0.00, 2.00, 0.00, 0.00, 0, 2.63,NA,NA,"ruan","Ruan","Ruan","Ruan de Oliveira Ferreira","https://s.glbimg.com/es/sde/f/2022/04/27/9feb1a957a8cefce9300a34e82a63694_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
