"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.gato_mestre.media_pontos_mandante","atletas.gato_mestre.media_pontos_visitante","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","A","CA","DS","FC","FD","FF","FS","FT","G","I","PI","PS","PP","SG","DE","GS","CV","PC","GC","DP"
"430",103777,21, 275,"mei","6", 0.00, 1.72, 0.00, 1.20, 1, 2.04,NA,NA,"pedro-bicalho","Pedro Bicalho","P. Bicalho","Pedro Henrique Rodrigues Bicalho","https://s.glbimg.com/es/sde/f/2021/01/08/3ec8503326f8e51a9fe7bafc9265f01d_FORMATO.jpeg","Palmeiras",NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",100652,21, 264,"ata","7", 0.50, 8.45,-0.18, 1.17, 4, 1.24,NA,NA,"yuri-alberto","Yuri Alberto","Y. Alberto","Yuri Alberto Monteiro da Silva","https://s.glbimg.com/es/sde/f/2022/06/29/f38436c0ef035f0395ad96c1c09a1d6e_FORMATO.png","Corinthians",NA, 1, 3, 4, 1, 3, 2,NA,NA, 1, 12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",103996,21, 277,"mei","6",-0.20, 2.74,-0.03, 1.78,11, 0.02, 2.25000000, 1.24000000,"bruno-oliveira","Bruno Oliveira","B. Oliveira","Bruno Felipe Oliveira","https://s.glbimg.com/es/sde/f/2022/03/03/2c935920c010d4b1c62eafcc3fa72249_FORMATO.png","Santos", 1, 2, 6, 6, 4, 2,12, 1,NA,NA, 41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",104017,21, 280,"gol","6", 0.00, 2.00, 0.00, 0.00, 0, 2.63,NA,NA,"maycon","Maycon","Maycon","Maycon Cleiton de Paula Azevedo","https://s.glbimg.com/es/sde/f/2022/05/05/f39fcb967a674ffddbaec227105dae4a_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",104502,21, 293,"mei","5", 0.00, 3.75, 0.00, 1.82, 6, 2.40,NA,NA,"christian","Christian","Christian","Christian Roberto Alves Cardoso","https://s.glbimg.com/es/sde/f/2021/05/02/6a1bc3f98b5ff453ba48dffaa44386ab_FORMATO.png","Athlético-PR",NA, 3,10,15, 1, 3, 3, 1,NA, 2, 15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",104219,21, 290,"lat","6", 0.00, 3.00, 0.00, 0.00, 0, 3.76,NA,NA,"douglas-silva","Douglas Silva","D. Silva","Douglas da Silva Santos","https://s.glbimg.com/es/sde/f/2022/04/04/6e82072df764d9f568ce9bf893493f50_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436", 95794,21, 282,"zag","7", 3.70, 8.76, 0.49, 3.84,11, 3.70,NA,NA,"nathan-silva","Nathan Silva","N. Silva","Nathanael Ananias da Silva","https://s.glbimg.com/es/sde/f/2022/07/15/d0236fbab3979985ac474c82ddc56fe1_FORMATO.png","Atlético-MG",NA, 5,11,17, 1, 4, 3,NA,NA,NA, 18,NA,NA, 7,NA,NA,NA,NA,NA,NA
"437",104383,21, 282,"gol","6", 0.00, 2.00, 0.00, 0.00, 0, 2.63,NA,NA,"matheus-mendes","Matheus Mendes","M. Mendes","Matheus Mendes Werneck de Oliveira","https://s.glbimg.com/es/sde/f/2022/07/15/c9abfa6a774d0cdbedb60b4f5d385524_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",103575,21, 290,"zag","7", 2.90, 5.40,-0.40, 2.78,17, 2.78,NA,NA,"caetano","Caetano","Caetano","João Victor Andrade Caetano","https://s.glbimg.com/es/sde/f/2022/03/10/0b26178145c836bb7862ed5729e22c14_FORMATO.png","Goiás",NA, 1,23,13, 1, 1, 6, 1,NA,NA, 75,NA,NA, 5,NA,NA,NA, 1,NA,NA
"439", 95799,21, 280,"ata","7", 3.10, 8.56,-0.23, 5.80,16, 3.11,NA,NA,"artur","Artur","Artur","Artur Victor Guimarães","https://s.glbimg.com/es/sde/f/2022/05/05/5c98a0d6cc76edfef83280072bbd3832_FORMATO.png","Bragantino", 4,NA,21, 7,12,15,21, 1, 3, 3,140,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",104385,21, 285,"zag","6", 0.00, 3.00, 0.00, 0.00, 0,-0.77,NA,NA,"igor-gomes","Igor Gomes","I. Gomes","Igor Gomes Silva","https://s.glbimg.com/es/sde/f/2022/08/06/78873a934a135e9d8c083e6a053a7aee_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",103347,21, 294,"lat","7", 3.60, 8.55,-0.06, 4.22,15, 3.55, 4.71111111, 3.46666667,"matheus-alexandre","Matheus Alexandre","M. Alexandre","Matheus Alexandre Anastácio de Souza","https://s.glbimg.com/es/sde/f/2022/02/23/f37a5a9aa16b6e174f7e05e22b7a1b62_FORMATO.png","Coritiba",NA, 3,46,15,NA,NA, 4,NA,NA, 1, 64,NA,NA, 4,NA,NA,NA,NA,NA,NA
"442", 97537,21, 286,"lat","6", 0.00, 7.91, 0.00, 4.90, 4, 9.72,NA,NA,"busanello","Busanello","Busanello","Gabriel Dal Toé Busanello","https://s.glbimg.com/es/sde/f/2022/03/19/9a30d49720fb53d5ad43eef3f82e8dc2_FORMATO.png","Juventude", 2,NA, 7, 6, 3, 1, 2,NA,NA,NA, 24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",104074,21, 276,"zag","6", 0.00, 2.00, 0.00, 0.00, 0, 2.63,NA,NA,"walce","Walce","Walce","Walce da Silva Costa Filho","https://s.glbimg.com/es/sde/f/2022/03/01/42769c38f612d4af2143de3132ce1cec_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444", 97653,21, 275,"zag","7", 0.00, 8.59, 0.00, 4.66,17, 0.82,NA,NA,"murilo","Murilo","Murilo","Murilo Cerqueira Paim","https://s.glbimg.com/es/sde/f/2022/02/21/934e2aaafb55c35f6f83b91333b4f5b8_FORMATO.png","Palmeiras",NA, 2,20,14, 3, 7, 6,NA, 1, 1, 35,NA,NA, 9,NA,NA,NA,NA,NA,NA
"445",103684,21, 285,"zag","6", 1.10, 3.61,-0.73, 3.33, 6, 1.25, 2.60000000, 2.96000000,"kaique-rocha","Kaíque Rocha","K. Rocha","Kaíque Rocha Lima","https://s.glbimg.com/es/sde/f/2022/04/02/c6484aba6ef03823515d831dbbed3145_FORMATO.png","Internacional",NA, 2, 8, 3, 1,NA, 3, 1,NA,NA, 24,NA,NA, 2,NA,NA,NA,NA,NA,NA
"446",104530,21, 294,"ata","6", 0.00,14.53, 0.00, 6.38,17, 5.13,NA,NA,"igor-paixao","Igor Paixão","I. Paixão","Igor Guilherme Barbosa da Paixão","https://s.glbimg.com/es/sde/f/2022/02/23/65a987228916ce13345ffe12d4846cff_FORMATO.png","Coritiba", 4, 2,16, 9, 8,22,43, 2, 4,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",104401,21, 286,"zag","5", 0.00, 4.37, 0.00, 3.97, 8, 2.10,NA,NA,"vitor-mendes","Vitor Mendes","V. Mendes","Vitor Mendes Alves","https://s.glbimg.com/es/sde/f/2022/04/13/e5945941323ae30dc69b5ecb9ea3cfda_FORMATO.png","Juventude",NA, 3,18, 7,NA, 6, 9,NA, 1,NA, 30,NA,NA, 1,NA,NA, 1, 1,NA,NA
"448", 97645,21, 276,"gol","6", 0.00, 1.94, 0.00, 0.67, 3, 2.93, 1.50000000,-1.00000000,"thiago-couto","Thiago Couto","T. Couto","Thiago Couto Wenceslau","https://s.glbimg.com/es/sde/f/2022/03/01/99285c40d162aad37e75e9e295ae0369_FORMATO.png","São Paulo",NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11, 7,NA, 1,NA,NA
"449",102565,21, 290,"mei","6", 0.00, 4.00, 0.00, 0.00, 0, 4.88,NA,NA,"miguel-figueira","Miguel Figueira","M. Figueira","Miguel Ferreira Damasceno","https://s.glbimg.com/es/sde/f/2022/03/10/091756669981fb60d8c35b9e12479795_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450", 97810,21, 354,"ata","6", 2.10, 3.00, 0.10, 1.59,13, 1.90, 2.14285714, 0.95000000,"erick","Erick","Erick","Erick de Arruda Serafim","https://s.glbimg.com/es/sde/f/2022/02/22/391609eb9a9349eac73814c39b4be34c_FORMATO.png","Ceará",NA, 3, 7,11, 7, 5,11,NA, 1, 3, 70,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451", 97768,21, 290,"zag","6", 1.80, 4.21, 0.07, 2.12,16, 1.73, 1.62500000, 2.62500000,"reynaldo","Reynaldo","Reynaldo","Reynaldo César Moraes","https://s.glbimg.com/es/sde/f/2022/05/03/de1fca34e51b21b4624ba9bfd83a4b51_FORMATO.png","Goiás",NA, 4,21,17, 1, 4, 5,NA,NA,NA, 40,NA,NA, 3,NA,NA,NA,NA,NA,NA
"452",104420,21, 293,"ata","6", 0.00, 3.00, 0.00, 0.00, 0, 3.76,NA,NA,"reinaldo","Reinaldo","Reinaldo","Reinaldo Nascimento Satorno","https://s.glbimg.com/es/sde/f/2020/03/03/12600160dfe6fed9a606921db8b0a862_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",101254,21, 294,"ata","3", 1.40, 9.28,-0.27, 4.17,19, 1.83,NA,NA,"alef-manga","Alef Manga","A. Manga","Alef Mangueira Severino Pereira","https://s.glbimg.com/es/sde/f/2022/02/23/2f591fe9297201b345f8815815be56ef_FORMATO.png","Coritiba", 2, 6,26,21,10,22,10, 1, 3, 7,106,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",104593,21, 286,"mei","6", 0.00, 1.98, 0.00, 0.35, 4, 0.62,NA,NA,"darlan","Darlan","Darlan","Darlan Pereira Mendes","https://s.glbimg.com/es/sde/f/2022/03/03/adc98792c2a04fd60c00d1c13a950544_FORMATO.png","Juventude",NA, 1, 2, 1,NA,NA, 2,NA,NA,NA,  7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",104578,21, 277,"ata","6", 0.00, 3.00, 0.00, 0.00, 0, 3.76,NA,NA,"tailson","Tailson","Tailson","Tailson Pinto Gonçalves","https://s.glbimg.com/es/sde/f/2022/03/03/87e7063476bfe46f178888a941e34cf6_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",104257,21,1371,"lat","7", 0.00, 5.81, 0.00, 3.09,17,-1.23,NA,NA,"joao-lucas","João Lucas","J. Lucas","João Lucas de Almeida Carvalho","https://s.glbimg.com/es/sde/f/2022/02/23/9aab91f181711232b92dd27558ae246d_FORMATO.png","Cuiabá",NA, 6,48,24, 1, 4,19,NA,NA,NA,208,NA,NA, 4,NA,NA, 1, 2,NA,NA
"457",104276,21, 266,"lat","6", 0.00, 9.74, 0.00, 4.22, 4, 9.56,NA,NA,"calegari","Calegari","Calegari","Lucas Felipe Calegari","https://s.glbimg.com/es/sde/f/2022/04/20/af7df060c7d357b2bbd0f6602c974e33_FORMATO.png","Fluminense",NA, 1, 8, 2,NA,NA, 4,NA,NA,NA, 31,NA,NA, 2,NA,NA,NA,NA,NA,NA
"458",104580,21, 277,"mei","6", 0.00, 2.81, 0.00, 2.03,11, 0.21, 1.73333333, 2.38000000,"sandry","Sandry","Sandry","Sandry Roberto Santos Goes","https://s.glbimg.com/es/sde/f/2022/03/03/2b65aba4173c2f016fab56b5a734187e_FORMATO.png","Santos", 1,NA,16, 4,NA, 2, 5,NA,NA,NA, 38,NA,NA,NA,NA,NA,NA, 1,NA,NA
"459",104513,21, 293,"lat","7", 0.00, 8.35, 0.00, 3.77,19, 6.25, 4.78000000, 2.66666667,"abner-vinicius","Abner Vinícius","A. Vinícius","Abner Vinícius da Silva Santos","https://s.glbimg.com/es/sde/f/2021/05/02/f1aa04d210bcbf610dc5f4c169e0dbb8_FORMATO.png","Athlético-PR", 1, 4,36,17, 2,NA, 8,NA, 1, 1,166,NA,NA, 7,NA,NA,NA,NA,NA,NA
"460",101728,21, 276,"zag","7",-0.30, 5.70,-0.34, 1.71,17, 0.25, 2.75000000, 0.78888889,"diego","Diego","Diego","Diego Henrique Costa Barbosa","https://s.glbimg.com/es/sde/f/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png","São Paulo",NA, 7,33,27,NA, 2, 4,NA,NA,NA, 80,NA,NA, 2,NA,NA,NA, 1,NA,NA
"461",104329,21, 314,"gol","6", 0.00, 1.00, 0.00, 0.00, 0, 1.51,NA,NA,"joao","João","João","João Vitor de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/21/5463b4c0702bbf5996492a5857a5c61f_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",104646,21, 294,"lat","6", 0.00, 3.94, 0.00, 1.40, 4, 1.64,NA,NA,"warley","Warley","Warley","Warley Leandro da Silva","https://s.glbimg.com/es/sde/f/2022/03/14/b7d98e233737934792b2f3eb22d9865e_FORMATO.png","Coritiba",NA,NA,NA, 2,NA,NA, 1,NA,NA,NA, 13,NA,NA, 2,NA,NA, 1,NA,NA,NA
"463",104625,21, 285,"lat","6", 0.00, 5.00, 0.00, 0.00, 0, 6.00,NA,NA,"weverton","Weverton","Weverton","Weverton Guilherme da Silva Souza","https://s.glbimg.com/es/sde/f/2022/08/05/493b9f83c42d9d2242ddfa8ce518d07d_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",104666,21, 356,"ata","7", 8.50, 7.10, 1.53, 3.42,20, 7.17,NA,NA,"moises","Moisés","Moisés","Moisés Vieira da Veiga","https://s.glbimg.com/es/sde/f/2022/02/25/d70cbac7a2764d91733f288c09e9f357_FORMATO.png","Fortaleza", 2,NA,13, 5,13,10,11,NA, 3, 5, 86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",104519,21,1371,"mei","7", 1.20, 3.53,-0.07, 1.81,12, 1.24, 1.48333333, 2.13333333,"camilo","Camilo","Camilo","Camilo Reijers de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/23/960b7b2641de9da54e54550f285f7f85_FORMATO.png","Cuiabá",NA, 2,21,12, 1, 3, 9,NA,NA,NA, 60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",104521,21, 277,"mei","7", 0.80, 8.26,-0.47, 3.60,18, 1.32,NA,NA,"vinicius-zanocelo","Vinícius Zanocelo","V. Zanocelo","Vinícius Nelson de Souza Zanocelo","https://s.glbimg.com/es/sde/f/2022/03/03/5ec6c9924511913e6d0657f591187ca0_FORMATO.png","Santos",NA, 6,31,31, 9,15, 9,NA, 3, 2, 61,NA,NA,NA,NA,NA,NA, 2,NA,NA
"467",104660,21, 263,"ata","6",-0.60, 4.41,-0.62, 3.58,15,-0.18, 2.05000000, 5.31428571,"vinicius-lopes","Vinícius Lopes","V. Lopes","Vinícius Lopes da Silva","https://s.glbimg.com/es/sde/f/2022/02/21/e057d0f0bf956c78607ac32d4d8597e4_FORMATO.png","Botafogo",NA, 3,25,18, 1, 7,26,NA, 2, 3, 35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",104588,21, 280,"gol","6", 0.00, 1.00, 0.00, 0.00, 0, 1.51,NA,NA,"fabricio","Fabrício","Fabrício","Fabrício Oliveira de Souza","https://s.glbimg.com/es/sde/f/2020/08/07/f8b289d5475ed46673e065e097cf09f6_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469", 96340,21, 354,"mei","7", 5.50, 9.74, 0.57, 4.41,14, 5.19,NA,NA,"lima","Lima","Lima","Vinicius Moreira de Lima","https://s.glbimg.com/es/sde/f/2022/02/22/6d2da25187d0a8f998315ea12828e2a6_FORMATO.png","Ceará",NA,NA,22,13, 8,12,28,NA, 2, 2, 66,NA,NA,NA,NA,NA, 1,NA,NA,NA
"470",104778,21, 294,"ata","7",-0.10, 4.13,-0.67, 2.68,16, 0.24, 2.01428571, 3.21111111,"adrian-martinez","Adrián Martínez","A. Martínez","Adrián Emmanuel Martínez","https://s.glbimg.com/es/sde/f/2022/04/13/99374bfd5efaa2edba1ce8eafae97d35_FORMATO.png","Coritiba",NA, 5, 7,13, 6, 6, 6,NA, 4, 4, 31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",103695,21, 280,"mei","6", 0.00, 3.50, 0.00, 0.95,14, 0.14, 2.02857143,-0.15714286,"jadsom-silva","Jadsom Silva","J. Silva","Jadsom Meemyas de Oliveira da Silva","https://s.glbimg.com/es/sde/f/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png","Bragantino", 1, 5,12,12,NA, 4, 4,NA,NA,NA, 29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",103700,21, 264,"zag","7", 0.00, 5.90, 0.00, 3.79,11, 8.97, 5.36000000, 2.12857143,"bruno-mendez","Bruno Méndez","B. Méndez","Bruno Méndez Cittadini","https://s.glbimg.com/es/sde/f/2022/06/24/c1cadb36bdc2e9c961a181dac5a10494_FORMATO.png","Corinthians",NA, 1,18, 5, 1, 1, 2,NA, 1,NA, 34,NA,NA, 3,NA,NA,NA,NA,NA,NA
"473",104991,21, 263,"gol","6", 0.00, 1.00, 0.00, 0.00, 0, 1.51,NA,NA,"igo","Igo","Igo","Igo Gabriel Santos Pereira","https://s.glbimg.com/es/sde/f/2022/02/21/d72272ecdc3d542846840940aa3130b1_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474", 96468,21, 285,"gol","7", 0.00, 9.33, 0.00, 4.26,18, 9.21,NA,NA,"daniel","Daniel","Daniel","Daniel de Sousa Brito","https://s.glbimg.com/es/sde/f/2022/04/02/9ce578918b5a7d98112629368b0a657d_FORMATO.png","Internacional",NA, 2, 1,NA,NA,NA, 5,NA,NA,NA,NA,NA,NA, 6,64,19,NA,NA,NA,NA
"475",105049,21, 263,"ata","7",-0.60, 3.91,-0.54,-0.27, 3, 0.22,-0.30000000,-0.20000000,"luis-henrique","Luis Henrique ","L. Henrique","Luis Henrique Tomaz de Lima","https://s.glbimg.com/es/sde/f/2022/07/21/a116547e047af08cb27f933a861c2bba_FORMATO.png","Botafogo",NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,  5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476", 96652,21, 282,"mei","7",-0.30, 4.00,-0.74, 1.89,17, 0.17,NA,NA,"allan","Allan","Allan","Allan Rodrigues de Souza","https://s.glbimg.com/es/sde/f/2022/07/15/9d08742f2ed78c483fb890fcb2a8602e_FORMATO.png","Atlético-MG",NA, 5,32,27, 7, 5,14,NA,NA,NA,114,NA,NA,NA,NA,NA,NA, 1,NA,NA
"477",105208,21, 293,"gol","7", 4.00, 8.71,-0.38, 4.77,21, 3.60,NA,NA,"bento","Bento","Bento","Bento Matheus Krepski","https://s.glbimg.com/es/sde/f/2022/02/21/40d480db7ba8476ece495c478aa597d4_FORMATO.png","Athlético-PR",NA, 2, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 8,76,22,NA,NA,NA, 1
"478",105337,21, 373,"mei","6", 0.00, 1.37, 0.00, 0.43, 6, 1.24, 0.85000000, 0.22500000,"lucas-lima","Lucas Lima","L. Lima","Lucas Eduardo Lima da Silva","https://s.glbimg.com/es/sde/f/2022/04/12/70eb076758000af45ab12f6fdea8abca_FORMATO.png","Atlético-GO",NA,NA, 1, 4,NA, 3, 2,NA,NA,NA,  8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",105547,21,1371,"mei","6", 0.00, 1.00, 0.00, 0.00, 0, 1.51,NA,NA,"rikelme","Rikelme","Rikelme","Rikelme Hernandes Amorim Rocha","https://s.glbimg.com/es/sde/f/2021/05/28/a067031810b555578d08ab063cd3701e_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480", 96678,21, 285,"lat","7", 1.60, 8.59,-1.24, 4.40,15, 2.11,NA,NA,"bustos","Bustos","Bustos","Fabricio Tomás Bustos Sein","https://s.glbimg.com/es/sde/f/2022/04/02/931e44ec05fa6257ecdf5e8973318115_FORMATO.png","Internacional", 2, 1,31, 7, 2, 2, 6,NA, 1, 1,131,NA,NA, 4,NA,NA,NA,NA,NA,NA
"481", 60859,21, 354,"ata","6", 0.00, 6.00, 0.00, 0.00, 0, 7.12,NA,NA,"jael","Jael","Jael","Jael Ferreira Vieira","https://s.glbimg.com/es/sde/f/2022/02/22/7d9b7c475629a1800313155c896a0e49_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",105336,21, 354,"mei","6", 0.00, 0.93, 0.00, 0.49, 9, 0.35,NA,NA,"geovane","Geovane","Geovane","Geovane da Silva de Souza","https://s.glbimg.com/es/sde/f/2022/02/22/51d0acc60547a33ee6200befb38c5cc6_FORMATO.png","Ceará",NA, 3, 6,10,NA, 2, 8,NA,NA,NA, 24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",105433,21, 294,"mei","6",-1.10, 2.61,-0.85, 0.00, 2, 0.01,NA,NA,"trindade","Trindade","Trindade","Jesús Emiliano Trindade Flores","https://s.glbimg.com/es/sde/f/2022/07/27/9d5ef6f919571b69114a1355a02763c1_FORMATO.png","Coritiba",NA,NA, 1, 3,NA,NA, 1,NA,NA,NA,  8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",105521,21, 373,"lat","6", 0.00, 2.00, 0.00, 0.00, 0, 2.63,NA,NA,"luan-sales","Luan Sales","L. Sales","Luan Sales do Nascimento","https://s.glbimg.com/es/sde/f/2022/03/03/94a00a5bf603d071ddf3460b730e1daf_FORMATO.png","Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",101314,21, 282,"ata","7", 0.00,10.40, 0.00, 3.08,18, 2.55,NA,NA,"ademir","Ademir","Ademir","Ademir da Silva Santos Júnior","https://s.glbimg.com/es/sde/f/2022/07/15/bcc9ab9fbdafb24cad6b5c34a3a4e9a7_FORMATO.png","Atlético-MG", 1, 3,15,14, 4,10,34, 2, 1, 9, 42, 1,NA,NA,NA,NA,NA,NA,NA,NA
"486",105770,21, 275,"ata","6", 3.30, 4.36, 0.46, 1.55,15, 3.21, 2.11250000, 1.72857143,"rafael-navarro","Rafael Navarro","R. Navarro","Rafael Navarro Leal","https://s.glbimg.com/es/sde/f/2022/02/21/a950985f87c7053fb60a65298da85bc0_FORMATO.png","Palmeiras",NA,NA,13,27, 5, 9,10,NA,NA, 4, 22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",105585,21, 264,"mei","7", 1.40, 1.64,-1.10, 1.26,12, 1.38, 1.45714286, 1.00000000,"roni","Roni","Roni","Roni Medeiros de Moura","https://s.glbimg.com/es/sde/f/2022/04/27/9ac611db40c304ebc00cbde504907104_FORMATO.png","Corinthians", 1, 3,11, 8, 2, 2, 4, 1,NA,NA, 26,NA,NA,NA,NA,NA, 1, 1,NA,NA
"488",105301,21, 280,"ata","7", 3.70, 3.73, 0.48, 1.45,10, 3.24, 0.45000000, 2.11666667,"jan-hurtado","Jan Hurtado","J. Hurtado","Jan Carlos Hurtado Anchico","https://s.glbimg.com/es/sde/f/2022/05/05/1bdc33333f950ae556b0e097e5493b5c_FORMATO.png","Bragantino",NA,NA, 4,19, 4, 5, 4, 2,NA, 3, 11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",103706,21, 282,"mei","6", 0.00, 1.00, 0.00, 0.00, 0, 1.51,NA,NA,"neto","Neto","Neto","Antônio Fialho de Carvalho Neto","https://s.glbimg.com/es/sde/f/2022/07/15/9b9b740b77ea9d769449355001908e78_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",105608,21, 327,"mei","6", 0.00, 1.72, 0.00, 1.55, 2, 2.00, 1.80000000, 1.30000000,"flavio","Flávio","Flávio","Luiz Flávio Silvério Silva","https://s.glbimg.com/es/sde/f/2022/02/24/6731a6bf57665f93f078e83ce29b0d02_FORMATO.png","América-MG",NA,NA, 2, 1,NA, 1, 1,NA,NA,NA,  3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491", 96725,21, 263,"lat","7",-1.70, 7.78,-1.14, 4.33,18,-0.69,NA,NA,"saravia","Saravia","Saravia","Renzo Saravia","https://s.glbimg.com/es/sde/f/2022/03/15/fe7e3baf028e564db9023bc25ef5ec34_FORMATO.png","Botafogo", 1, 8,53,32,NA, 6,29, 1,NA,NA,156,NA,NA, 4,NA,NA,NA,NA,NA,NA
"492",105584,21, 264,"lat","6", 2.90,14.01, 0.13, 5.12,16, 3.47, 5.93333333, 4.07142857,"lucas-piton","Lucas Piton","L. Piton","Lucas Piton Crivellaro","https://s.glbimg.com/es/sde/f/2022/04/27/5e2400e83a9c023428b3f8687c5f4a48_FORMATO.png","Corinthians", 3, 1,33,21,NA, 1, 4,NA, 1,NA,112,NA,NA, 7,NA,NA,NA,NA,NA,NA
"493",101319,21, 282,"lat","6", 5.80, 8.94, 0.85, 4.79,11, 5.31,NA,NA,"guga","Guga","Guga","Cláudio Rodrigues Gomes","https://s.glbimg.com/es/sde/f/2022/07/15/627768175034855e87f15e0a373b34b8_FORMATO.png","Atlético-MG",NA,NA,32, 9, 1, 5,12,NA,NA,NA, 92,NA,NA, 3,NA,NA,NA,NA,NA,NA
"494",105612,21, 280,"mei","6", 0.00, 6.39, 0.00, 3.67,10, 1.34, 3.15000000, 4.45000000,"miguel","Miguel","Miguel","Miguel Silveira dos Santos","https://s.glbimg.com/es/sde/f/2022/05/05/3853dd9ef852c207b562c78641692c50_FORMATO.png","Bragantino", 2, 1,11, 5, 2,NA,11, 1, 1,NA, 39, 1,NA,NA,NA,NA,NA,NA,NA,NA
"495",105809,21, 373,"zag","6", 0.00, 2.00, 0.00, 0.00, 0, 2.63,NA,NA,"michel","Michel","Michel","Michel Custódio Gonçalves de Sousa","https://s.glbimg.com/es/sde/f/2022/03/03/882b62da6ad161d5970a05b9e513c47c_FORMATO.png","Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
