"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","A","CA","DS","FC","FD","FF","FS","PI","SG","PC","DE","GS","FT","G","I","PP","CV","GC","PS","DP"
"440",107498,11,266,"mei","3",5.6,7.22,-0.12,3.73,9,NA,"andre","André","André","André Trindade da Costa Neto","https://s.glbimg.com/es/sde/f/2022/04/20/ab46ac470d67b794ba585f6150123037_FORMATO.png","Fluminense",1,3,24,12,3,4,16,44,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"441",101728,11,276,"zag","2",0,6.31,0,2.11,9,NA,"diego","Diego","Diego","Diego Henrique Costa Barbosa","https://s.glbimg.com/es/sde/f/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png","São Paulo",NA,5,23,18,NA,2,1,53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",78850,11,276,"lat","2",5.8,5.14,0.42,2.12,8,NA,"reinaldo","Reinaldo","Reinaldo","Reinaldo Manoel da Silva","https://s.glbimg.com/es/sde/f/2022/03/01/779ff87d6723d6c70d7caac56df86d5f_FORMATO.png","São Paulo",1,1,2,6,1,5,3,74,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"443",107236,11,275,"lat","6",0,3.29,0,4.6,1,NA,"vanderlan","Vanderlan","Vanderlan","Vanderlan Barbosa da Silva","https://s.glbimg.com/es/sde/f/2022/04/06/ecb07c206acce03d5e8b80df86207461_FORMATO.png","Palmeiras",NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",109963,11,280,"zag","6",0,4.28,0,4.2,3,NA,"renan","Renan","Renan","Renan Victor da Silva","https://s.glbimg.com/es/sde/f/2022/04/14/eea7da20dcaeb02fd4b5170a3d9f472b_FORMATO.png","Bragantino",NA,NA,6,2,NA,NA,NA,10,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"445",91521,11,276,"ata","2",0,6.68,0,1.98,10,NA,"eder","Eder","Eder","Eder Citadin Martins","https://s.glbimg.com/es/sde/f/2022/03/01/c24a898d664db265bfa4ba037836c0ab_FORMATO.png","São Paulo",NA,2,6,3,1,2,8,20,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA
"446",111637,11,277,"zag","6",0,6,0,0,0,NA,"kaiky","Kaiky","Kaiky","Kaiky Fernandes Melo","https://s.glbimg.com/es/sde/f/2022/03/03/9bf3a0809a51d2c429254d36553a45f4_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",94583,11,262,"ata","6",0.7,7.44,-0.09,2.57,8,NA,"pedro","Pedro","Pedro","Pedro Guilherme Abreu dos Santos","https://s.glbimg.com/es/sde/f/2022/04/25/ee38c717eeb351fd94e1dfdd699c2e26_FORMATO.png","Flamengo",NA,NA,3,3,1,6,5,14,NA,NA,NA,NA,2,1,2,1,NA,NA,1,NA
"448",78077,11,277,"lat","6",-0.2,7.18,0,2.64,10,NA,"madson","Madson","Madson","Madson Ferreira dos Santos","https://s.glbimg.com/es/sde/f/2022/03/03/e89e5811b9812fca6a75789451815b9e_FORMATO.png","Santos",1,4,12,9,1,2,5,65,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"449",94787,11,356,"lat","7",6.2,3.13,0.84,1.47,6,NA,"landazuri","Landázuri","Landázuri","Anthony Rigoberto Landázuri Estacio","https://s.glbimg.com/es/sde/f/2022/02/25/99227769c8cf1b0aba013765d0f00f85_FORMATO.png","Fortaleza",NA,1,8,14,1,NA,3,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"450",106822,11,276,"mei","7",1.9,6.67,-0.25,3.38,9,NA,"rodrigo-nestor","Rodrigo Nestor","R. Nestor","Rodrigo Nestor Bertalia","https://s.glbimg.com/es/sde/f/2022/03/01/70f9ba85a01525e2d77c787e7efb42f7_FORMATO.png","São Paulo",NA,1,15,16,3,11,6,51,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"451",114374,11,277,"lat","6",-1.2,9.11,-1.25,3.57,11,NA,"lucas-pires","Lucas Pires","L. Pires","Lucas Pires Silva","https://s.glbimg.com/es/sde/f/2022/03/03/c7764ba0e1e296d7a8c36021c67a9107_FORMATO.png","Santos",NA,1,25,11,4,6,8,178,3,NA,NA,NA,2,NA,1,NA,1,NA,NA,NA
"452",68770,11,277,"mei","6",0.9,3.46,-0.27,1.27,3,NA,"camacho","Camacho","Camacho","Guilherme de Aguiar Camacho","https://s.glbimg.com/es/sde/f/2022/03/03/44a5a0d1669b56e3bc607727595c4751_FORMATO.png","Santos",NA,NA,4,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",93716,11,286,"lat","6",1.9,4.24,-0.23,2.14,7,NA,"paulo-henrique","Paulo Henrique","P. Henrique","Paulo Henrique de Oliveira Alves","https://s.glbimg.com/es/sde/f/2022/03/03/8240fae5ce98e7a47c5fe5b7e18c773b_FORMATO.png","Juventude",NA,1,12,6,NA,1,1,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",95466,11,276,"lat","2",11,4.49,1.73,2.92,6,NA,"igor-vinicius","Igor Vinícius","I. Vinícius","Igor Vinícius de Souza","https://s.glbimg.com/es/sde/f/2022/03/01/1896fe9a90e6307ac1586be9aafcb04e_FORMATO.png","São Paulo",1,NA,4,1,1,1,5,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",74084,11,263,"mei","6",0,3.26,0,1.05,4,NA,"lucas-piazon","Lucas Piazon","L. Piazon","Gustavo Lucas Domingues Piazón","https://s.glbimg.com/es/sde/f/2022/03/10/444cdcb13fd4a94042b454cbf58b95fb_FORMATO.png","Botafogo",NA,NA,4,2,NA,NA,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",68817,11,286,"zag","6",0,2.74,0,1.33,6,NA,"paulo-miranda","Paulo Miranda","P. Miranda","Jonathan Doin","https://s.glbimg.com/es/sde/f/2022/03/03/84da02cce1e593cb658cfcf2deef669d_FORMATO.png","Juventude",NA,3,11,5,NA,2,3,18,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",106824,11,276,"lat","2",6.2,9.63,0.94,2.96,10,NA,"welington","Welington ","Welington ","Welington Damascena Santos","https://s.glbimg.com/es/sde/f/2022/03/01/81ffdaa86a436b3f695649fc411cf06b_FORMATO.png","São Paulo",2,NA,9,5,2,1,7,64,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",116137,11,276,"lat","6",0,3,0,0,0,NA,"joao-moreira","João Moreira","J. Moreira","João Moreira Sanmartin Souza","https://s.glbimg.com/es/sde/f/2022/03/01/b2773da8a486428f92cda01d2ab65d9e_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",110415,11,277,"ata","6",0.6,5.07,-1.25,3.73,3,NA,"angelo","Ângelo","Ângelo","Ângelo Gabriel Borges Damaceno","https://s.glbimg.com/es/sde/f/2022/03/03/e0ca88eb8ab327b605082617a24e69fc_FORMATO.png","Santos",1,1,1,1,2,3,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",98976,11,276,"mei","6",1.9,4.02,-0.37,2.27,3,NA,"gabriel","Gabriel","Gabriel","Gabriel Neves Perdomo","https://s.glbimg.com/es/sde/f/2022/03/01/adf4c737eb27b74c772b8985d18c9044_FORMATO.png","São Paulo",NA,1,8,4,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",110517,11,276,"mei","6",3.1,3.87,0.07,2,5,NA,"andres","Andrés","Andrés","Andrés Felipe Colorado Sánchez","https://s.glbimg.com/es/sde/f/2022/04/06/8155059fe14b7ffca7314dd757501fb1_FORMATO.png","São Paulo",NA,NA,10,7,NA,1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",91422,11,286,"gol","6",-1,2.98,-0.27,1.67,11,NA,"cesar","César","César","César Augusto Soares dos Reis Ribela","https://s.glbimg.com/es/sde/f/2022/03/03/d97731002381ac352b29527a634d6783_FORMATO.png","Juventude",NA,1,NA,NA,NA,NA,3,NA,1,NA,32,19,NA,NA,NA,NA,NA,NA,NA,NA
"463",87808,11,263,"zag","6",0,2.48,0,0.48,4,NA,"philipe-sampaio","Philipe Sampaio","P. Sampaio","Philipe Sampaio Azevedo","https://s.glbimg.com/es/sde/f/2022/03/10/0b9c95c7f9a5612681798da7797e3cec_FORMATO.png","Botafogo",NA,2,3,3,NA,1,4,15,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"464",94894,11,286,"ata","6",0,4.83,0,2.04,5,NA,"capixaba","Capixaba","Capixaba","João Victor da Vitória Fernandes","https://s.glbimg.com/es/sde/f/2022/03/03/9bdded7e0046ad8500605256f741994b_FORMATO.png","Juventude",NA,NA,5,9,2,4,8,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",38141,11,276,"zag","2",6,6.53,1,4.3,3,NA,"miranda","Miranda","Miranda","João Miranda de Souza Filho","https://s.glbimg.com/es/sde/f/2022/03/01/63cdbc67a76c583cd60a4368a8c9441e_FORMATO.png","São Paulo",NA,1,8,4,NA,NA,3,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",101727,11,262,"lat","7",0.2,6.48,-0.08,4.34,7,NA,"matheuzinho","Matheuzinho","Matheuzinho","Matheus França Silva","https://s.glbimg.com/es/sde/f/2022/04/25/f8b82a43e5e935dc7a17f7f142575c55_FORMATO.png","Flamengo",1,2,24,8,NA,2,1,51,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",83433,11,276,"mei","6",10.1,9.4,1.92,4.66,7,NA,"patrick","Patrick","Patrick","Patrick Bezerra do Nascimento","https://s.glbimg.com/es/sde/f/2022/03/01/6ebefc2dde70dd404af0145a962b55d4_FORMATO.png","São Paulo",1,NA,14,8,NA,5,9,32,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"468",95058,11,286,"lat","6",-0.7,3.88,-2.03,5.8,3,NA,"moraes","Moraes","Moraes","Onitlasi Júnior de Moraes Rodrigues","https://s.glbimg.com/es/sde/f/2022/03/03/c00c5622ba0fff93e7f12b5d06d142f3_FORMATO.png","Juventude",1,NA,6,NA,NA,2,3,28,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"469",86675,11,286,"lat","6",0,1.29,-0.62,0.6,9,NA,"rodrigo-soares","Rodrigo Soares","R. Soares","Rodrigo Alves Soares","https://s.glbimg.com/es/sde/f/2022/03/03/9c3587675488eeeb0991d8754b8cee2b_FORMATO.png","Juventude",NA,3,8,9,NA,2,2,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",102295,11,275,"ata","6",0,2,0,0,0,NA,"luan-silva","Luan Silva","L. Silva","Luan Silva dos Santos","https://s.glbimg.com/es/sde/f/2022/02/21/5b2d607b7868aa4b0e2f6d3bc4884981_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",82764,11,286,"zag","6",2,5.05,0.28,2.71,10,NA,"rafael-forster","Rafael Forster","R. Forster","Rafael Forster","https://s.glbimg.com/es/sde/f/2022/03/03/1a3eff81c014dfeadd31543510923abd_FORMATO.png","Juventude",NA,1,20,10,4,1,8,74,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",62130,11,286,"lat","6",2.3,2.52,-0.19,1.31,8,NA,"william-matheus","William Matheus","W. Matheus","William Matheus da Silva","https://s.glbimg.com/es/sde/f/2022/03/03/88174fca01439ff40caf28ad081a8fa6_FORMATO.png","Juventude",NA,3,8,9,1,3,6,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",101596,11,286,"ata","6",1.6,3.08,-0.05,1.86,8,NA,"vitor-gabriel","Vitor Gabriel","V. Gabriel","Vitor Gabriel Claudino Rego Ferreira","https://s.glbimg.com/es/sde/f/2022/03/03/0744b4a85cead311d99a4c1d6d279b39_FORMATO.png","Juventude",NA,2,4,15,6,3,4,27,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA
"474",107109,11,262,"mei","6",0,10.99,0,4.87,7,NA,"gomes","Gomes","Gomes","João Victor Gomes da Silva","https://s.glbimg.com/es/sde/f/2022/04/25/292ab6b7a59ffca1fbdc8fa86227fde5_FORMATO.png","Flamengo",1,1,21,12,1,NA,18,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",104578,11,277,"ata","6",0,3,0,0,0,NA,"tailson","Tailson","Tailson","Tailson Pinto Gonçalves","https://s.glbimg.com/es/sde/f/2022/03/03/87e7063476bfe46f178888a941e34cf6_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",101574,11,262,"gol","6",0,4.04,0,1.94,9,NA,"hugo-souza","Hugo Souza","H. Souza","Hugo de Souza Nogueira","https://s.glbimg.com/es/sde/f/2022/03/04/f29cb0d7b60a53cf87b5131d4fcf8d45_FORMATO.png","Flamengo",NA,1,2,NA,NA,NA,NA,NA,1,NA,21,10,NA,NA,NA,NA,NA,NA,NA,NA
"477",110750,11,327,"zag","6",0,1.4,0,-0.3,1,NA,"gustavo-marques","Gustavo Marques","G. Marques","Gustavo Marques Alves dos Santos","https://s.glbimg.com/es/sde/f/2022/02/24/cb9dbbfe04ac9d5b15ea2272bc5031c0_FORMATO.png","América-MG",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",101597,11,280,"lat","6",1.2,2.74,-0.42,1.37,4,NA,"ramon","Ramon","Ramon","Ramon Ramos Lima","https://s.glbimg.com/es/sde/f/2022/05/10/5ffd61aa5589cf28ad0820b15df29250_FORMATO.png","Bragantino",NA,2,5,7,1,2,6,42,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"479",104080,11,354,"gol","6",0,1,0,0,0,NA,"andre","André","André","André Luiz Ribeiro da Silva","https://s.glbimg.com/es/sde/f/2022/02/22/644fa239329c76f58f7001e88850b21c_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",104649,11,285,"lat","6",0,5,0,0,0,NA,"heitor","Heitor","Heitor","Heitor Rodrigues da Fonseca","https://s.glbimg.com/es/sde/f/2021/05/02/5d9c07e5253c5c548f86e0caad3171fd_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",104017,11,280,"gol","5",0,2,0,0,0,NA,"maycon","Maycon","Maycon","Maycon Cleiton de Paula Azevedo","https://s.glbimg.com/es/sde/f/2022/05/05/f39fcb967a674ffddbaec227105dae4a_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",105521,11,373,"lat","6",0,2,0,0,0,NA,"luan-sales","Luan Sales","L. Sales","Luan Sales do Nascimento","https://s.glbimg.com/es/sde/f/2022/03/03/94a00a5bf603d071ddf3460b730e1daf_FORMATO.png","Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",86508,11,276,"gol","7",9.5,8.14,1.74,2.77,11,NA,"jandrei","Jandrei","Jandrei","Jandrei Chitolina Carniel","https://s.glbimg.com/es/sde/f/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,3,NA,2,NA,31,12,NA,NA,NA,NA,NA,NA,NA,NA
"484",106000,11,285,"mei","6",0,3,0,0,0,NA,"lucas-ramos","Lucas Ramos","L. Ramos","Lucas de Ramos Silveira","https://s.glbimg.com/es/sde/f/2021/05/02/ab91417c91ae0852faebb245de4601ee_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",82407,11,286,"mei","6",2.3,6.65,0.08,3.42,10,NA,"chico","Chico","Chico","Francisco Hyun Sol Kim","https://s.glbimg.com/es/sde/f/2022/03/03/bf75c9042be591192c025ebc1a87b001_FORMATO.png","Juventude",1,1,23,17,5,2,25,92,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA
"486",62104,11,294,"mei","7",1.6,3.37,0.02,0.75,9,NA,"robinho","Robinho","Robinho","Róbson Michael Signorini","https://s.glbimg.com/es/sde/f/2022/02/23/252fa0c71255ea5a7be0a2efc493fe21_FORMATO.png","Coritiba",NA,NA,9,6,NA,1,9,75,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"487",105647,11,285,"mei","6",0,4.39,0,2.05,8,NA,"mauricio","Maurício","Maurício","Maurício Magalhães Prado","https://s.glbimg.com/es/sde/f/2021/05/02/9b1360971d21b29ea6d3fcc3806ad12e_FORMATO.png","Internacional",1,1,6,3,1,3,6,35,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"488",103766,11,275,"ata","6",0,3,0,0,0,NA,"gabriel-silva","Gabriel Silva","G. Silva","Gabriel Silva Vieira","https://s.glbimg.com/es/sde/f/2021/04/30/89c3f9a0c359529df91f2489bdd05f2c_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",104096,11,286,"gol","6",0,2,0,0,0,NA,"william","William","William","William Arthur Assmann","https://s.glbimg.com/es/sde/f/2022/03/03/4965839110fe5fdcff916a2516fb313e_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",50856,11,294,"zag","7",1.4,5.36,-0.07,2.02,10,NA,"henrique","Henrique","Henrique","Henrique Adriano Buss","https://s.glbimg.com/es/sde/f/2022/02/23/cb5893cb9455c5aab2d21fd3f512ece2_FORMATO.png","Coritiba",NA,2,14,6,2,2,4,47,2,1,NA,NA,1,NA,1,NA,1,1,NA,NA
"491",102129,11,314,"lat","6",0,3,0,0,0,NA,"cougo","Cougo","Cougo","Carlos Ayrton Cougo Rivero","https://s.glbimg.com/es/sde/f/2022/06/13/9402bf3709fe5d6a7e9e083b8f12ba4a_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",103777,11,275,"mei","6",0,1.72,0,1.2,1,NA,"pedro-bicalho","Pedro Bicalho","P. Bicalho","Pedro Henrique Rodrigues Bicalho","https://s.glbimg.com/es/sde/f/2021/01/08/3ec8503326f8e51a9fe7bafc9265f01d_FORMATO.jpeg","Palmeiras",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",68942,11,294,"zag","7",-0.4,5.44,-1.05,2.26,10,NA,"luciano-castan","Luciano Castán","L. Castán","Luciano Castán da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/26b6a7aa27f2be0fabc25b57132d892c_FORMATO.png","Coritiba",NA,1,16,9,NA,1,7,42,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"494",63058,11,294,"mei","6",0,7.63,0,3.58,9,NA,"willian-farias","Willian Farias","W. Farias","Willian Roberto Farias","https://s.glbimg.com/es/sde/f/2022/02/23/3b24fb4ac7b26a6349acb31a2578de4c_FORMATO.png","Coritiba",NA,2,24,3,NA,2,14,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",79066,11,294,"gol","7",0,7.68,0,3.78,10,NA,"alex-muralha","Alex Muralha","A. Muralha","Alex Roberto Santana Rafael ","https://s.glbimg.com/es/sde/f/2022/02/23/3f0e981ffc927c2f022666463cdf45ed_FORMATO.png","Coritiba",NA,1,1,NA,NA,NA,3,NA,3,NA,33,12,NA,NA,NA,NA,NA,NA,NA,NA
"496",83438,11,286,"ata","6",0,2.38,0,1.1,6,NA,"guilherme-parede","Guilherme Parede","G. Parede","Guilherme Parede Pinheiro","https://s.glbimg.com/es/sde/f/2022/03/03/fc970f8486208ea64d2857c89a9ea781_FORMATO.png","Juventude",1,1,3,4,1,1,2,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",102796,11,293,"ata","5",0,2,0,0,0,NA,"julimar","Julimar","Julimar","Julimar Silva Oliveira Júnior","https://s.glbimg.com/es/sde/f/2021/02/20/de210ca4fcb3c0000bf820510f8926b3_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498",111759,11,275,"ata","6",0,2.11,0,0.2,1,NA,"giovani","Giovani","Giovani","Giovani Henrique Amorim da Silva","https://s.glbimg.com/es/sde/f/2021/05/12/23eb0da8dd7617e2a4b7f8fcec2a625e_FORMATO.jpeg","Palmeiras",NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",109195,11,263,"lat","6",0,2,0,0,0,NA,"vitor-marinho","Vitor Marinho","V. Marinho","Vitor Marinho de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/21/12dac2a5eae75e37ed96b625c3f97430_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",103996,11,277,"mei","6",5.7,3.57,0.26,3.97,3,NA,"bruno-oliveira","Bruno Oliveira","B. Oliveira","Bruno Felipe Oliveira","https://s.glbimg.com/es/sde/f/2022/03/03/2c935920c010d4b1c62eafcc3fa72249_FORMATO.png","Santos",1,1,1,1,1,1,6,10,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"501",107742,11,285,"zag","5",0,2,0,0,0,NA,"tiago-barbosa","Tiago Barbosa","T. Barbosa","Tiago Barbosa Figueiredo","https://s.glbimg.com/es/sde/f/2022/04/02/667ff043a6b936a649ae70ef63bf8675_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",71719,11,286,"mei","6",0,4,0,0,0,NA,"elton","Elton","Elton","Elton Júnior Melo Ataíde","https://s.glbimg.com/es/sde/f/2021/03/25/4acc17c022e5e1189305c3e76afa3528_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",101716,11,286,"mei","6",1.2,2.53,0.03,1.35,4,NA,"bruninho","Bruninho","Bruninho","Bruno Roberto Pereira da Silva","https://s.glbimg.com/es/sde/f/2022/03/03/f8167f9298a3f41c68c3acac45883644_FORMATO.png","Juventude",NA,NA,NA,3,1,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",111713,11,263,"zag","6",0,3,0,0,0,NA,"mezenga","Mezenga","Mezenga","Lucas de Souza Mombra Rosa","https://s.glbimg.com/es/sde/f/2022/02/21/e36f8b0c42d297654c276a39b86f6e39_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",105911,11,286,"mei","6",0,3.2,0,2.1,4,NA,"romulo","Rômulo","Rômulo","Rômulo Zanre Zwarg","https://s.glbimg.com/es/sde/f/2022/03/03/565242321c842a51857c34daf9c9bc81_FORMATO.png","Juventude",NA,1,3,1,NA,NA,2,29,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"506",110013,11,293,"mei","6",0,2.25,0,0.93,3,NA,"bryan-garcia","Bryan García","B. García","Bryan Jahir García Realpe","https://s.glbimg.com/es/sde/f/2022/03/03/de27fadbce4a716ee83274374641cf71_FORMATO.png","Athlético-PR",NA,NA,2,2,NA,2,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507",112886,11,277,"mei","6",0,1.65,0,1.42,5,NA,"lucas-barbosa","Lucas Barbosa","L. Barbosa","Lucas Henrique Barbosa","https://s.glbimg.com/es/sde/f/2022/03/03/9fba085c9e9d64ca30ffb16b75fe7013_FORMATO.png","Santos",NA,NA,5,3,1,1,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508",84339,11,264,"lat","6",0,4.77,0,3.2,3,NA,"bruno-melo","Bruno Melo","B. Melo","Bruno Ferreira Melo","https://s.glbimg.com/es/sde/f/2022/04/27/35be6fa24036e64091a63cca0ac892d9_FORMATO.png","Corinthians",NA,1,2,5,NA,NA,2,11,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"509",82647,11,294,"mei","6",0,3.66,0,0.75,6,NA,"regis","Régis","Régis","Régis Augusto Salmazzo","https://s.glbimg.com/es/sde/f/2022/02/23/c47fcbc612efa64ebc997eda805f11e5_FORMATO.png","Coritiba",NA,NA,2,1,2,NA,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510",77774,11,314,"tec","7",4.69,8.02,0.5,3.58,11,NA,"eduardo-barroca","Eduardo Barroca","E. Barroca","Eduardo de Souza Barroca","https://s.glbimg.com/es/sde/f/2022/03/08/832e107d799b9425491e065012f3ec3a_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511",115958,11,293,"ata","6",0,3,0,0,0,NA,"john-mercado","John Mercado","J. Mercado","John Anthony Mercado Cuero","https://s.glbimg.com/es/sde/f/2022/03/03/2f456b685c7651c5243feced5f1c1ee4_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512",69041,11,266,"gol","6",0,4,0,0,0,NA,"muriel","Muriel","Muriel","Muriel Gustavo Becker","https://s.glbimg.com/es/sde/f/2022/04/20/df58bf5b977794fb0f9e7d4982f1faf7_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513",80664,11,354,"lat","6",9.4,6.08,1.11,3.42,8,NA,"michel","Michel","Michel","Michel Macedo Rocha Machado","https://s.glbimg.com/es/sde/f/2022/02/22/11f3d7c7d8032d9b2141440fc46e9620_FORMATO.png","Ceará",1,NA,9,5,NA,3,10,43,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514",111760,11,275,"mei","6",-1.3,1.4,-0.33,0.78,4,NA,"fabinho","Fabinho","Fabinho","Fábio Silva de Freitas","https://s.glbimg.com/es/sde/f/2021/05/08/2ef9b9ce1e0f6cdb6db5c4e19367f01f_FORMATO.png","Palmeiras",NA,1,4,4,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
