"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","A","CA","DS","FC","FD","FF","FS","PI","SG","PC","DE","GS","FT","G","I","PP","CV","GC","PS","DP"
"366",97450,11,264,"ata","2",0,3.96,0,1.76,5,NA,"gustavo-mosquito","Gustavo Mosquito","G. Mosquito","Gustavo Henric da Silva","https://s.glbimg.com/es/sde/f/2022/04/27/8aa6b55720ea1d492c743e089aaa35e5_FORMATO.png","Corinthians",NA,1,1,1,NA,NA,3,6,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"367",89273,11,264,"lat","6",0,2.56,0,2.45,2,NA,"joao-pedro","João Pedro ","J. Pedro","João Pedro Maturano dos Santos","https://s.glbimg.com/es/sde/f/2022/04/27/bd09f100edbf2862e8ec0a23c018844e_FORMATO.png","Corinthians",NA,1,2,1,NA,NA,NA,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",91929,11,290,"zag","6",0,3,0,0,0,NA,"everson","Everson","Everson","Everson Bispo Pereira","https://s.glbimg.com/es/sde/f/2022/03/10/9a2f8ef8baac13e66233efd7b0cdec11_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",91712,11,290,"gol","6",0,1.13,0,-1,0,NA,"matheus-alves","Matheus Alves","M. Alves","Matheus Alves da Silva Cardoso","https://s.glbimg.com/es/sde/f/2022/03/10/7b5fb8d2f7c818d7caf7871a8119aa2d_FORMATO.png","Goiás",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",94968,11,356,"lat","7",9,6.3,1.45,3.5,8,NA,"juninho-capixaba","Juninho Capixaba","J. Capixaba","Luis Antônio da Rocha Júnior","https://s.glbimg.com/es/sde/f/2022/02/25/404f0a454cb039f59334f747add17f5e_FORMATO.png","Fortaleza",1,2,15,11,NA,6,12,85,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"371",93834,11,285,"gol","6",0,1.12,0,-1,0,NA,"keiller","Keiller","Keiller","Keiller da Silva Nunes","https://s.glbimg.com/es/sde/f/2022/02/22/d956425748ab5bc7726c1e8337593d78_FORMATO.png","Internacional",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",107263,11,290,"ata","6",0,2,0,0,0,NA,"indio","Índio","Índio","Eduardo Figueiredo da Cruz","https://s.glbimg.com/es/sde/f/2022/03/10/a6633ada3323491df8e823750266cc83_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",107259,11,290,"mei","6",0,1.76,0,-0.05,2,NA,"henrique-lordelo","Henrique Lordelo","H. Lordelo","Henrique Lordelo Souza de Oliveira","https://s.glbimg.com/es/sde/f/2022/03/10/651627e528e2f1f7054ea3eda1e6c660_FORMATO.png","Goiás",NA,NA,4,7,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"374",107745,11,285,"ata","6",0,1.98,0,0.6,3,NA,"caio-vidal","Caio Vidal","C. Vidal","Caio Vidal Rocha","https://s.glbimg.com/es/sde/f/2022/04/02/2de9576136ea8acae47822e900c3cc5a_FORMATO.png","Internacional",NA,NA,NA,1,NA,1,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"375",96678,11,285,"lat","7",4.2,8.55,0.44,3.64,11,NA,"bustos","Bustos","Bustos","Fabricio Tomás Bustos Sein","https://s.glbimg.com/es/sde/f/2022/04/02/931e44ec05fa6257ecdf5e8973318115_FORMATO.png","Internacional",2,1,20,6,1,1,4,101,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"376",103700,11,285,"zag","6",0,4.96,0,3.02,6,NA,"bruno-mendez","Bruno Méndez","B. Méndez","Bruno Méndez Cittadini","https://s.glbimg.com/es/sde/f/2022/04/02/73cb329583e38958858211f3a7eb8ecd_FORMATO.png","Internacional",NA,1,5,3,1,1,1,15,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"377",107741,11,285,"lat","6",0,3,0,0,0,NA,"mazetti","Mazetti","Mazetti","Lucas Henrique Mazetti","https://s.glbimg.com/es/sde/f/2022/04/02/66e2cc2d91eb5e3405681b6b815e35e8_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",98225,11,290,"ata","7",11,10.3,0.93,6.52,9,NA,"pedro-raul","Pedro Raul","P. Raul","Pedro Raul Garay da Silva","https://s.glbimg.com/es/sde/f/2022/03/10/5215be2746c5556d28458274ecbe4b16_FORMATO.png","Goiás",NA,3,5,14,4,4,10,36,NA,NA,NA,NA,1,6,5,NA,NA,NA,NA,NA
"379",97768,11,290,"zag","7",-0.3,3.55,-0.18,1.55,9,NA,"reynaldo","Reynaldo","Reynaldo","Reynaldo César Moraes","https://s.glbimg.com/es/sde/f/2022/05/03/de1fca34e51b21b4624ba9bfd83a4b51_FORMATO.png","Goiás",NA,2,10,13,1,2,4,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",106202,11,285,"mei","6",0,4,0,0,0,NA,"bruno-gomes","Bruno Gomes","B. Gomes","Bruno Gomes da Silva Clevelário","https://s.glbimg.com/es/sde/f/2022/04/02/ba1e5da5f4a9e34f5e306cee78c2ae54_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",115867,11,290,"lat","6",0,2,0,0,0,NA,"gabriel-ruggeri","Gabriel Ruggeri","G. Ruggeri","Gabriel Ruggeri Silva","https://s.glbimg.com/es/sde/f/2022/03/10/46af53a0646102ee53d5d4a76af63dfb_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",106002,11,285,"mei","6",1,3.21,-1.02,3.47,3,NA,"johnny","Johnny","Johnny","João Lucas Souza Cardoso","https://s.glbimg.com/es/sde/f/2021/05/02/e291215bc1ef22558f71ebdfc86fd7e6_FORMATO.png","Internacional",NA,1,3,3,NA,1,3,6,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"383",38632,11,266,"zag","6",0,3,0,0,0,NA,"matheus-ferraz","Matheus Ferraz","M. Ferraz","Matheus Ferraz Pereira","https://s.glbimg.com/es/sde/f/2022/04/20/0cf7c39e0e85080dc2234671994e19d9_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",101601,11,290,"mei","7",3.3,3.37,0.46,2.13,7,NA,"caio","Caio","Caio","Caio Vinicius da Conceição","https://s.glbimg.com/es/sde/f/2022/03/10/a34434b7c2c45f0720de34fdeaf8fca5_FORMATO.png","Goiás",NA,4,16,19,1,2,10,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",101027,11,290,"mei","5",0,6.73,0,2.91,8,NA,"diego","Diego","Diego","Jackson Diego Ibrahim Fagundes","https://s.glbimg.com/es/sde/f/2022/03/10/fb1b4d53c6475f4e02123bf33a52a0c2_FORMATO.png","Goiás",1,NA,15,9,NA,1,18,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",107908,11,290,"lat","5",0,2.64,0,0.7,3,NA,"hugo","Hugo","Hugo","Hugo Ferreira de Farias","https://s.glbimg.com/es/sde/f/2022/03/10/121d7e4dfd7120daf27329b4d1e02005_FORMATO.png","Goiás",NA,NA,4,NA,NA,NA,1,31,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"387",100103,11,327,"ata","5",0,5.01,0,1.84,7,NA,"pedrinho","Pedrinho","Pedrinho","Pedro Gabriel Pereira Lopes","https://s.glbimg.com/es/sde/f/2022/03/08/309c47dae98681ea166c6c5dfef07f5a_FORMATO.png","América-MG",NA,1,4,7,2,3,3,30,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"388",108712,11,285,"ata","6",0,2,0,0,0,NA,"gustavo-maia","Gustavo Maia","G. Maia","Gustavo Maia da Silva","https://s.glbimg.com/es/sde/f/2022/04/02/339994547fbada1232b54167a62f60c3_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",102565,11,290,"mei","6",0,4,0,0,0,NA,"miguel-figueira","Miguel Figueira","M. Figueira","Miguel Ferreira Damasceno","https://s.glbimg.com/es/sde/f/2022/03/10/091756669981fb60d8c35b9e12479795_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",111688,11,285,"ata","6",0,2.83,0,2.9,1,NA,"matheus-cadorini","Matheus Cadorini","M. Cadorini","Matheus Alfredo Cadorini da Silva","https://s.glbimg.com/es/sde/f/2022/04/02/b95ad9995d0cf6d40d8915558ab5dc12_FORMATO.png","Internacional",NA,NA,NA,1,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",96754,11,275,"mei","6",0,1.81,0,0.3,7,NA,"atuesta","Atuesta ","Atuesta ","Eduard Andrés Atuesta Velasco","https://s.glbimg.com/es/sde/f/2022/02/21/840f0d507e448cff241ff4ed4c7f9b31_FORMATO.png","Palmeiras",NA,NA,3,2,NA,NA,1,13,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"392",50317,11,266,"zag","3",-2.1,5.2,-1.06,1.53,8,NA,"david-braz","David Braz","D. Braz","David Braz de Oliveira Filho","https://s.glbimg.com/es/sde/f/2022/04/20/2787635c960a396f6aca8c8ff11b00d3_FORMATO.png","Fluminense",NA,2,9,10,1,4,2,30,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"393",103575,11,290,"zag","7",2.3,4.96,0.09,2.83,8,NA,"caetano","Caetano","Caetano","João Victor Andrade Caetano","https://s.glbimg.com/es/sde/f/2022/03/10/0b26178145c836bb7862ed5729e22c14_FORMATO.png","Goiás",NA,1,13,6,1,1,2,32,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",112141,11,285,"lat","6",0,4,0,0,0,NA,"paulo-victor","Paulo Victor ","P. Victor","Paulo Victor de Almeida Barbosa","https://s.glbimg.com/es/sde/f/2022/04/02/106cdd7fa82010d8008437cef963893f_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",114138,11,356,"ata","6",0,2.1,0,0.3,6,NA,"depietri","Depietri","Depietri","Valentín Depietri","https://s.glbimg.com/es/sde/f/2022/02/24/8b54d582e43cf79302c2577ad53d6e26_FORMATO.png","Fortaleza",NA,NA,2,2,1,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",63354,11,285,"zag","6",0.5,5.82,-1.29,4.35,4,NA,"rodrigo-moledo","Rodrigo Moledo","R. Moledo","Rodrigo Modesto da Silva Moledo","https://s.glbimg.com/es/sde/f/2022/04/02/a672a123ec8d7b626a7c7aad1211dc94_FORMATO.png","Internacional",NA,NA,3,2,1,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",63013,11,275,"lat","2",12.9,10.95,1.5,7.18,9,NA,"marcos-rocha","Marcos Rocha","M. Rocha","Marcos Luis Rocha Aquino","https://s.glbimg.com/es/sde/f/2022/02/21/b5c3422a508001c1776995c43b20fdff_FORMATO.png","Palmeiras",2,1,28,9,NA,NA,8,103,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"398",78605,11,285,"mei","7",8,6.4,1.04,3.99,9,NA,"gabriel","Gabriel","Gabriel","Gabriel Girotto Franco","https://s.glbimg.com/es/sde/f/2022/04/02/f20a9f6c8c6edb72777759bc796aaa64_FORMATO.png","Internacional",NA,1,33,20,NA,3,8,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",100969,11,356,"mei","6",0,2.75,0,-0.9,1,NA,"ronald","Ronald","Ronald","Ronald dos Santos Lopes","https://s.glbimg.com/es/sde/f/2022/05/12/50ab9a9c9ef9edc1a9bed39d4552c026_FORMATO.png","Fortaleza",NA,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",68872,11,275,"gol","6",0,8.61,0,9.75,2,NA,"marcelo-lomba","Marcelo Lomba","M. Lomba","Marcelo Lomba do Nascimento","https://s.glbimg.com/es/sde/f/2022/02/21/bd515cd514deb5197bb2faa8a721c8f7_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,1,NA,2,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",106076,11,290,"mei","6",0,3,0,0,0,NA,"daniel-de-pauli","Daniel de Pauli","D. Pauli","Daniel de Pauli Oliveira","https://s.glbimg.com/es/sde/f/2022/03/10/784ef6e4a568cca23887b6a1416de101_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",79035,11,277,"zag","6",0,4,0,0,0,NA,"luiz-felipe","Luiz Felipe","L. Felipe","Luiz Felipe do Nascimento dos Santos","https://s.glbimg.com/es/sde/f/2022/03/03/d93506f46370622558870dd37ada6bb5_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",82455,11,275,"mei","7",2.8,13.65,-0.09,6.41,10,NA,"ze-rafael","Zé Rafael","Z. Rafael","José Rafael Vivian","https://s.glbimg.com/es/sde/f/2022/02/21/a9bb4a6cb2ff8e2f533bf41f37dd93dc_FORMATO.png","Palmeiras",1,1,23,12,1,9,25,38,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA
"404",78865,11,285,"mei","7",0.9,4.2,-0.31,1.83,8,NA,"rodrigo-dourado","Rodrigo Dourado","R. Dourado","Rodrigo Dourado Cunha","https://s.glbimg.com/es/sde/f/2022/04/02/147aa17c3111d8eefb2db4a13530ab8d_FORMATO.png","Internacional",NA,2,15,9,1,NA,4,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",85083,11,275,"gol","6",0,4,0,0,0,NA,"vinicius-silvestre","Vinicius Silvestre","V. Silvestre","Vinicius Silvestre da Costa","https://s.glbimg.com/es/sde/f/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",104666,11,356,"ata","7",2.7,5.37,-0.1,3.08,10,NA,"moises","Moisés","Moisés","Moisés Vieira da Veiga","https://s.glbimg.com/es/sde/f/2022/02/25/d70cbac7a2764d91733f288c09e9f357_FORMATO.png","Fortaleza",NA,NA,9,2,7,8,6,48,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA
"407",97653,11,275,"zag","7",4.6,9.11,0.01,5.2,10,NA,"murilo","Murilo","Murilo","Murilo Cerqueira Paim","https://s.glbimg.com/es/sde/f/2022/02/21/934e2aaafb55c35f6f83b91333b4f5b8_FORMATO.png","Palmeiras",NA,NA,11,5,2,4,3,17,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",81150,11,275,"lat","6",0,5.29,0,2.43,4,NA,"mayke","Mayke","Mayke","Mayke Rocha de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/21/7d200ca2902c8ec5643bc8975b770faf_FORMATO.png","Palmeiras",NA,1,3,3,NA,NA,1,25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",98619,11,275,"zag","6",0,6.49,0,9.1,2,NA,"kuscevic","Kuscevic","Kuscevic","Benjamín Kuscevic Jaramillo","https://s.glbimg.com/es/sde/f/2022/02/21/5e5dc615bd88e2dcf4171cb2082f612d_FORMATO.png","Palmeiras",1,NA,3,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",110303,11,356,"ata","6",0,1.99,0,0.25,2,NA,"igor-torres","Igor Torres","I. Torres","Igor Torres da Silva","https://s.glbimg.com/es/sde/f/2022/02/25/592c6fbd0b930f3b97d777c5fd852cfc_FORMATO.png","Fortaleza",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",86841,11,285,"mei","5",0,4.91,0,2.3,3,NA,"boschilia","Boschilia","Boschilia","Gabriel Boschilia","https://s.glbimg.com/es/sde/f/2022/04/02/c206be82adb058c6ba1e3bc51d58712d_FORMATO.png","Internacional",1,1,2,3,NA,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",73347,11,290,"mei","7",-1.6,6.55,-0.55,3.73,9,NA,"elvis","Elvis","Elvis","Elvis Vieira Araújo","https://s.glbimg.com/es/sde/f/2022/03/10/921e45ca3c1a59af28403b7d2cb8cc5e_FORMATO.png","Goiás",1,4,5,12,1,1,11,93,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"413",94044,11,277,"gol","6",0,6,0,0,0,NA,"john-victor","John Victor","J. Victor","John Victor Maciel Furtado","https://s.glbimg.com/es/sde/f/2022/03/03/858342355243a12a346b0ad88639269d_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",99119,11,277,"ata","6",3.2,4.85,-0.77,2.03,10,NA,"lucas-braga","Lucas Braga","L. Braga","Lucas Braga Ribeiro","https://s.glbimg.com/es/sde/f/2022/03/03/a3607db4d71e6018951bfe51c702fb1a_FORMATO.png","Santos",NA,NA,6,2,1,3,9,21,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA
"415",70116,11,290,"mei","3",-1.2,3.12,-0.8,1.59,11,NA,"fellipe-bastos","Fellipe Bastos","F. Bastos","Fellipe Ramos Ignez Bastos","https://s.glbimg.com/es/sde/f/2022/03/10/4fc5c3b6693e46bf2e956854bbf5da76_FORMATO.png","Goiás",1,3,10,11,5,6,5,55,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",103764,11,275,"ata","7",6.4,5.22,0.69,3.33,6,NA,"gabriel-veron","Gabriel Veron","G. Veron","Gabriel Veron Fonseca de Souza","https://s.glbimg.com/es/sde/f/2022/02/21/a322d0e4be6bcead1440daebb01261cd_FORMATO.png","Palmeiras",1,NA,10,3,2,1,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"417",103767,11,275,"mei","6",0,6.3,0,5.53,3,NA,"gabriel-menino","Gabriel Menino","G. Menino","Gabriel Vinícius Menino","https://s.glbimg.com/es/sde/f/2022/02/21/70a1d9b700a17145850b034cd6c9a885_FORMATO.png","Palmeiras",NA,2,9,4,NA,1,3,13,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"418",105770,11,275,"ata","6",-0.6,3.99,-0.17,1.51,10,NA,"rafael-navarro","Rafael Navarro","R. Navarro","Rafael Navarro Leal","https://s.glbimg.com/es/sde/f/2022/02/21/a950985f87c7053fb60a65298da85bc0_FORMATO.png","Palmeiras",NA,NA,9,20,2,7,7,11,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"419",51042,11,290,"mei","6",0,6.62,0,3.51,9,NA,"apodi","Apodi","Apodi","Luiz Diallison de Souza Alves","https://s.glbimg.com/es/sde/f/2022/03/02/2c74555af9089b55a230b00443763cf4_FORMATO.jpeg","Goiás",1,NA,11,14,2,3,13,26,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA
"420",88065,11,275,"lat","6",4.5,3.43,-0.01,3.95,6,NA,"jorge","Jorge","Jorge","Jorge Marco de Oliveira Moraes","https://s.glbimg.com/es/sde/f/2022/02/21/93adceb828cf61a7789b7674fbd4e929_FORMATO.png","Palmeiras",NA,1,6,3,NA,1,8,34,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"421",68917,11,290,"ata","7",0.8,4.22,-0.61,3.13,3,NA,"vinicius","Vinicius","Vinicius","Vinicius Santos Silva","https://s.glbimg.com/es/sde/f/2022/03/10/4b5dcfbcabc53f525f565f57f8050ed7_FORMATO.png","Goiás",1,NA,4,1,NA,2,2,26,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"422",107172,11,263,"mei","6",0,6.76,0,3.79,7,NA,"patrick-de-paula","Patrick de Paula","P. Paula","Patrick de Paula Carreiro","https://s.glbimg.com/es/sde/f/2022/04/05/8c35d4213e4e54056fa8d79421ac1e23_FORMATO.png","Botafogo",NA,1,8,5,4,3,11,43,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"423",105811,11,275,"ata","6",1,3.92,-1,1.9,6,NA,"wesley","Wesley","Wesley","Wesley Ribeiro Silva","https://s.glbimg.com/es/sde/f/2022/02/21/0f04dc5dcf192c6975ba1ccb8b6de900_FORMATO.png","Palmeiras",NA,NA,3,2,NA,1,3,18,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"424",93988,11,275,"ata","6",0,3.37,0,0.5,5,NA,"breno-lopes","Breno Lopes","B. Lopes","Breno Henrique Vasconcelos Lopes","https://s.glbimg.com/es/sde/f/2022/02/21/f3177c4beb3de9d57baca6e7e2771a8f_FORMATO.png","Palmeiras",NA,NA,NA,NA,1,NA,2,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
"425",107225,11,275,"lat","2",6.1,3.81,0.43,5.55,2,NA,"gustavo-garcia","Gustavo Garcia","G. Garcia","Gustavo Garcia dos Santos","https://s.glbimg.com/es/sde/f/2021/05/08/3565dc4679be59b81c08a110e09a57fa_FORMATO.png","Palmeiras",NA,NA,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",86970,11,277,"zag","6",4.9,9.63,0.58,3.81,9,NA,"eduardo-bauermann","Eduardo Bauermann","E. Bauermann","Eduardo Gabriel dos Santos Bauermann","https://s.glbimg.com/es/sde/f/2022/03/03/c89e866fa7fb43aaf3b818e5578644d5_FORMATO.png","Santos",1,1,9,5,NA,2,4,15,3,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA
"427",81161,11,277,"ata","6",0,9.64,0,5.01,9,NA,"leo-baptistao","Léo Baptistão ","L. Baptistão","Leonardo Carrilho Baptistão ","https://s.glbimg.com/es/sde/f/2022/03/03/720ce11785d74738c66fdb3f797d770b_FORMATO.png","Santos",1,NA,12,11,4,10,18,57,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA,NA
"428",107231,11,275,"mei","7",0.3,5.78,-0.44,2.43,8,NA,"danilo","Danilo","Danilo","Danilo dos Santos de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/21/db630d6c2cb9309ad6f0f77ad6f1d408_FORMATO.png","Palmeiras",NA,1,9,5,1,3,7,39,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"429",100084,11,276,"mei","7",0,5.49,0,1.76,9,NA,"igor-gomes","Igor Gomes","I. Gomes","Igor Silveira Gomes","https://s.glbimg.com/es/sde/f/2022/03/01/b6d68ea91db4955b888e119a851704eb_FORMATO.png","São Paulo",1,3,15,16,3,1,11,62,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
"430",81677,11,277,"mei","6",0,6,0,0,0,NA,"carlos-sanchez","Carlos Sánchez","C. Sánchez","Carlos Andrés Sánchez Arcosa","https://s.glbimg.com/es/sde/f/2022/03/03/63b472302f16e36f871bc271d9d355d1_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",110607,11,277,"mei","6",0,2.13,0,0.3,3,NA,"gabriel-pirani","Gabriel Pirani","G. Pirani","Gabriel Cordeiro Pirani","https://s.glbimg.com/es/sde/f/2022/03/03/8a759e93476df07994bba444f880a615_FORMATO.png","Santos",NA,NA,NA,3,1,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",90290,11,275,"mei","5",0,4.77,0,0,1,NA,"jailson","Jailson","Jailson","Jaílson Marques Siqueira","https://s.glbimg.com/es/sde/f/2022/02/21/959fdcde3ba551592e0b385a5bf68f88_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",90012,11,277,"zag","6",0,5.69,0,2.35,6,NA,"velazquez","Velázquez","Velázquez","Emiliano Daniel Velázquez Maldonado","https://s.glbimg.com/es/sde/f/2022/03/03/8b5a4e18b5c35f49a52903d7b8193346_FORMATO.png","Santos",NA,NA,9,NA,NA,NA,2,17,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",80287,11,276,"ata","2",1.2,11.58,-0.75,5.22,9,NA,"luciano","Luciano","Luciano","Luciano da Rocha Neves","https://s.glbimg.com/es/sde/f/2022/03/01/aeb1926a6ddb270206f4ceffcf701d4b_FORMATO.png","São Paulo",NA,2,11,4,4,9,7,33,NA,NA,NA,NA,NA,3,2,NA,NA,NA,1,NA
"435",85626,11,276,"zag","7",4.3,5.25,0.76,1.29,9,NA,"leo","Léo","Léo","Leonardo Pinheiro da Conceição","https://s.glbimg.com/es/sde/f/2022/03/01/7be60e39236cf34421178ed1ea9b2145_FORMATO.png","São Paulo",NA,2,6,9,NA,2,4,45,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",109573,11,266,"mei","6",0,4.5,0,0.67,3,NA,"martinelli","Martinelli","Martinelli","Matheus Martinelli Lima","https://s.glbimg.com/es/sde/f/2022/04/20/d62bf91da00804290e9991da9ebe56a2_FORMATO.png","Fluminense",NA,NA,1,2,2,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",93377,11,277,"mei","6",0,4,0,0,0,NA,"jobson","Jobson","Jobson","Jobson Souza Santos","https://s.glbimg.com/es/sde/f/2022/03/03/b96d7076abc1f17b19220ae8c230ff7e_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",81845,11,276,"mei","6",0,9.04,0,3.54,8,NA,"alisson","Alisson","Alisson","Alisson Euler de Freitas Castro","https://s.glbimg.com/es/sde/f/2022/03/01/14ebdbca4e280cd9dfdb9b7e2148afe0_FORMATO.png","São Paulo",2,4,13,11,5,3,10,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",104593,11,286,"mei","6",0,2.53,0,0.35,2,NA,"darlan","Darlan","Darlan","Darlan Pereira Mendes","https://s.glbimg.com/es/sde/f/2022/03/03/adc98792c2a04fd60c00d1c13a950544_FORMATO.png","Juventude",NA,1,2,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
