"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","A","CA","DS","FC","FF","FS","PI","SG","I","CV","FD","FT","PC","G","PP","GC","DE","GS","PS","DP"
"600",107959,16,314,"ata","6",0,1,0,0,0,NA,"vinicius-jau","Vinícius Jaú","V. Jaú","Vinícius de Lima Ferreira","https://s.glbimg.com/es/sde/f/2022/02/24/d2f16d173d2ea95a320b574ce1cba648_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601",117849,16,264,"ata","6",-0.5,1.26,-0.16,0.55,4,NA,"giovane","Giovane","Giovane","Giovane Santana do Nascimento","https://s.glbimg.com/es/sde/f/2022/04/10/9eb2577dedd89c266c2eeaf15cdf800a_FORMATO.png","Corinthians",NA,1,3,6,1,1,11,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602",117459,16,264,"lat","6",0,1,0,0,0,NA,"leo-mana","Léo Maná","L. Maná","Leonardo Mana Hernandes","https://s.glbimg.com/es/sde/f/2022/07/02/5c3199a34de47846ae66a0560d4e7417_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603",107344,16,354,"mei","5",0,2,0,-0.1,1,NA,"leo-rafael","Léo Rafael","L. Rafael","Leonardo Rafael dos Santos","https://s.glbimg.com/es/sde/f/2022/02/22/391ea8c7f2467a1281a47b4ed2aee680_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604",84339,16,264,"lat","6",6.2,4.89,0.96,3.26,5,NA,"bruno-melo","Bruno Melo","B. Melo","Bruno Ferreira Melo","https://s.glbimg.com/es/sde/f/2022/04/27/35be6fa24036e64091a63cca0ac892d9_FORMATO.png","Corinthians",NA,1,2,6,2,3,24,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605",86675,16,286,"lat","7",0.5,2.01,0.04,1.6,13,NA,"rodrigo-soares","Rodrigo Soares","R. Soares","Rodrigo Alves Soares","https://s.glbimg.com/es/sde/f/2022/03/03/9c3587675488eeeb0991d8754b8cee2b_FORMATO.png","Juventude",NA,3,11,11,3,2,87,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"606",107187,16,293,"zag","6",0,0.66,0,-0.1,1,NA,"joao-vialle","João Vialle","J. Vialle","João Victor Dall'Stella Vialle","https://s.glbimg.com/es/sde/f/2021/04/14/53318535704d9cdcce1de36f70caa614_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607",97537,16,286,"lat","6",0,7.91,0,4.9,4,NA,"busanello","Busanello","Busanello","Gabriel Dal Toé Busanello","https://s.glbimg.com/es/sde/f/2022/03/19/9a30d49720fb53d5ad43eef3f82e8dc2_FORMATO.png","Juventude",2,NA,7,6,1,2,24,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608",102310,16,293,"zag","6",-0.4,4.03,-0.97,3.36,11,NA,"matheus-felipe","Matheus Felipe","M. Felipe","Matheus Felipe Santos Nascimento","https://s.glbimg.com/es/sde/f/2022/04/20/bbb32c1a415166c6cb106f4cae3b7d67_FORMATO.png","Athlético-PR",NA,2,10,7,NA,2,23,4,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"609",94263,16,290,"ata","6",1.1,3.91,-0.26,1.76,14,NA,"dada-belmonte","Dadá Belmonte","D. Belmonte","Adaílson Freire Pereira da Silva","https://s.glbimg.com/es/sde/f/2022/04/05/1d2bfbce4ad49ab2c5fb59c91a1f4e44_FORMATO.png","Goiás",NA,3,15,26,7,29,66,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"610",115537,16,354,"zag","6",0,2.27,0,3.4,1,NA,"marcos-victor","Marcos Victor","M. Victor","Marcos Victor Ferreira da Silva","https://s.glbimg.com/es/sde/f/2022/02/22/d59ebbd8a4c8faf0f57568c90cebfab3_FORMATO.png","Ceará",NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611",108528,16,294,"mei","6",4.1,4.32,0.24,2.37,4,NA,"galarza","Galarza","Galarza","Matías Galarza Fonda","https://s.glbimg.com/es/sde/f/2022/04/05/aa0e8e944c857702c77135690cfe04d8_FORMATO.png","Coritiba",NA,2,10,12,3,7,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612",80664,16,354,"lat","6",3.1,5.53,-0.64,3.82,10,NA,"michel","Michel","Michel","Michel Macedo Rocha Machado","https://s.glbimg.com/es/sde/f/2022/02/22/11f3d7c7d8032d9b2141440fc46e9620_FORMATO.png","Ceará",1,NA,14,9,3,12,55,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613",110962,16,263,"mei","6",0,2.33,0,2.72,6,NA,"kayque","Kayque","Kayque","Kayque Luiz Pereira","https://s.glbimg.com/es/sde/f/2022/02/21/3fbe1cef2d382595fb0c6dcbfd12c096_FORMATO.png","Botafogo",NA,3,5,8,3,11,25,NA,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"614",92180,16,290,"tec","7",4.38,5.81,0.29,3.42,15,NA,"jair-ventura","Jair Ventura","J. Ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615",104991,16,263,"gol","6",0,1,0,0,0,NA,"igo","Igo","Igo","Igo Gabriel Santos Pereira","https://s.glbimg.com/es/sde/f/2022/02/21/d72272ecdc3d542846840940aa3130b1_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616",107314,16,263,"lat","6",0,1,0,0,0,NA,"reydson","Reydson","Reydson","Reydson Renan de Almeida Ribeiro","https://s.glbimg.com/es/sde/f/2022/03/21/41fd2bdc589715d9f89538c5aa91795b_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617",94931,16,263,"mei","7",0.9,3.45,-0.07,1.98,9,NA,"lucas-fernandes","Lucas Fernandes","L. Fernandes","Lucas Fernandes da Silva","https://s.glbimg.com/es/sde/f/2022/04/14/78229f97f56ef7eb329c2706eca4f38a_FORMATO.png","Botafogo",1,2,9,8,6,6,50,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618",107197,16,293,"ata","6",1.7,3.73,-0.47,3.5,6,NA,"romulo","Rômulo","Rômulo","Rômulo José Cardoso da Cruz","https://s.glbimg.com/es/sde/f/2021/09/01/8c5b70b92e37e05439b2ec0a4c9a1f5f_FORMATO.png","Athlético-PR",1,NA,5,4,1,6,17,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"619",106831,16,276,"ata","6",0,1,0,0,0,NA,"juan","Juan","Juan","Juan Santos da Silva","https://s.glbimg.com/es/sde/f/2022/03/01/b64f8d56aad317fef852cca695190f34_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620",74084,16,263,"mei","7",-0.8,2.2,-0.03,0.03,7,NA,"lucas-piazon","Lucas Piazon","L. Piazon","Gustavo Lucas Domingues Piazón","https://s.glbimg.com/es/sde/f/2022/03/10/444cdcb13fd4a94042b454cbf58b95fb_FORMATO.png","Botafogo",NA,1,6,4,NA,2,27,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621",107742,16,285,"zag","5",0,2,0,0,0,NA,"tiago-barbosa","Tiago Barbosa","T. Barbosa","Tiago Barbosa Figueiredo","https://s.glbimg.com/es/sde/f/2022/04/02/667ff043a6b936a649ae70ef63bf8675_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622",113157,16,294,"lat","6",0,1.08,0,-0.57,3,NA,"nathan","Nathan","Nathan","Nathan Gabriel de Souza Mendes","https://s.glbimg.com/es/sde/f/2022/05/12/de6b8729fcf47b68e0f72bfc25b2423e_FORMATO.png","Coritiba",NA,1,3,3,NA,2,14,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623",77809,16,314,"ata","7",4,4.78,0.6,2.3,12,NA,"william-pottker","William Pottker","W. Pottker","William de Oliveira Pottker","https://s.glbimg.com/es/sde/f/2022/04/14/bc751c43e207d9c789fbbabe7cdd337c_FORMATO.png","Avaí",1,3,9,6,2,14,58,NA,3,NA,6,NA,NA,1,1,NA,NA,NA,3,NA
"624",117966,16,293,"zag","6",0,1,0,0,0,NA,"leo-dourado","Léo Dourado","L. Dourado","Leonardo Estigarribia Ferreira","https://s.glbimg.com/es/sde/f/2022/04/20/65e5a2ee973bf4eab96f17afb6454113_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625",117330,16,264,"zag","6",0,0.77,0,2.5,2,NA,"robert-renan","Robert Renan","R. Renan","Robert Renan Alves Barbosa","https://s.glbimg.com/es/sde/f/2022/03/11/8dd73ea0b46a5ae62fca694e1dc2afa9_FORMATO.png","Corinthians",NA,1,2,3,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626",113690,16,277,"gol","6",0,2,0,0,0,NA,"diogenes","Diógenes ","Diógenes ","Diógenes Vinícius da Silva","https://s.glbimg.com/es/sde/f/2022/03/03/fe491455b3fd9db13061adfa98fd2182_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627",100103,16,327,"ata","6",1,5.16,-1.07,2.49,12,NA,"pedrinho","Pedrinho","Pedrinho","Pedro Gabriel Pereira Lopes","https://s.glbimg.com/es/sde/f/2022/03/08/309c47dae98681ea166c6c5dfef07f5a_FORMATO.png","América-MG",1,2,7,8,6,5,56,NA,2,NA,7,1,NA,1,NA,NA,NA,NA,NA,NA
"628",108741,16,290,"ata","6",0,0.99,0,0.81,7,NA,"renato-junior","Renato Junior","R. Junior","Renato Barbosa dos Santos Junior","https://s.glbimg.com/es/sde/f/2022/04/05/aaad5989249282ee07375a4f7b9bf1da_FORMATO.png","Goiás",1,2,2,6,1,2,8,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629",72362,16,354,"mei","7",2,4.36,0,2.15,9,NA,"rodrigo-lindoso","Rodrigo Lindoso","R. Lindoso","Rodrigo Oliveira Lindoso","https://s.glbimg.com/es/sde/f/2022/03/11/262543ac36f21decccf1617c277630d6_FORMATO.png","Ceará",1,6,14,11,3,12,40,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630",117910,16,264,"mei","6",0,1,0,0,0,NA,"breno-bidon","Breno Bidon","B. Bidon","Breno de Souza Bidon","https://s.glbimg.com/es/sde/f/2022/04/19/5aab366dff88f381cc1af3b3ace6419b_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631",105845,16,264,"mei","6",0,1,0,0,0,NA,"matheus-araujo","Matheus Araújo","M. Araújo","Matheus de Araújo Andrade","https://s.glbimg.com/es/sde/f/2022/04/27/1609ad4f570f05f5c824b78abbb3b610_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632",110994,16,266,"ata","6",0,3,0,0,0,NA,"samuel-granada","Samuel Granada","S. Granada","Samuel Salustiano de Jesus Silva","https://s.glbimg.com/es/sde/f/2022/04/05/020e09ce97d6353b30b115f5779603f3_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",111413,16,314,"lat","6",0,2,0,0,0,NA,"igor","Igor","Igor","Igor da Silva Dutra","https://s.glbimg.com/es/sde/f/2022/02/23/e2415bc46c8e600866f7be1d673bee12_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634",113159,16,275,"zag","6",0,2,0,0,0,NA,"michel","Michel","Michel","Michel Augusto Modesto Rafael dos Santos","https://s.glbimg.com/es/sde/f/2022/04/06/2e58e6fda93f2529e843b6dacea39be3_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635",110013,16,293,"mei","6",0,2.25,0,0.93,3,NA,"bryan-garcia","Bryan García","B. García","Bryan Jahir García Realpe","https://s.glbimg.com/es/sde/f/2022/03/03/de27fadbce4a716ee83274374641cf71_FORMATO.png","Athlético-PR",NA,NA,2,2,2,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636",112886,16,277,"mei","6",6.9,2.7,1.05,2.33,6,NA,"lucas-barbosa","Lucas Barbosa","L. Barbosa","Lucas Henrique Barbosa","https://s.glbimg.com/es/sde/f/2022/03/03/9fba085c9e9d64ca30ffb16b75fe7013_FORMATO.png","Santos",NA,1,6,7,1,3,16,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"637",39850,16,327,"tec","7",1.51,6.84,-0.8,3.59,15,NA,"vagner-mancini","Vagner Mancini","V. Mancini","Vagner Carmo Mancini","https://s.glbimg.com/es/sde/f/2021/04/28/5745220dd2c869e1f9de357e41902989_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",113857,16,314,"zag","6",0,2,0,0,0,NA,"felipe-silva","Felipe Silva","F. Silva","Felipe Florencio da Silva","https://s.glbimg.com/es/sde/f/2022/02/21/93072ab058127d5a10ce32d35f85beae_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639",115239,16,262,"lat","6",0,1,0,0,0,NA,"wesley","Wesley","Wesley","Wesley Vinícius França Lima","https://s.glbimg.com/es/sde/f/2021/12/05/8fcf55ad052505872e3e5e1a9a855e72_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640",72491,16,314,"zag","6",0,5.51,0,2.04,10,NA,"bressan","Bressan","Bressan","Matheus Simonete Bressanelli","https://s.glbimg.com/es/sde/f/2022/03/08/0759780a94f5359aefe723b749494c0b_FORMATO.png","Avaí",NA,2,13,10,2,3,53,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"641",111798,16,266,"ata","6",0,1,0,0,0,NA,"marcelinho","Marcelinho","Marcelinho","Marcelo Francine de Castro Feliciano","","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642",111759,16,275,"ata","6",0,2.11,0,0.2,1,NA,"giovani","Giovani","Giovani","Giovani Henrique Amorim da Silva","https://s.glbimg.com/es/sde/f/2021/05/12/23eb0da8dd7617e2a4b7f8fcec2a625e_FORMATO.jpeg","Palmeiras",NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643",111760,16,275,"mei","6",0,1.4,0,0.78,4,NA,"fabinho","Fabinho","Fabinho","Fábio Silva de Freitas","https://s.glbimg.com/es/sde/f/2021/05/08/2ef9b9ce1e0f6cdb6db5c4e19367f01f_FORMATO.png","Palmeiras",NA,1,4,4,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644",115958,16,293,"ata","6",0,2.17,0,-0.2,1,NA,"john-mercado","John Mercado","J. Mercado","John Anthony Mercado Cuero","https://s.glbimg.com/es/sde/f/2022/03/03/2f456b685c7651c5243feced5f1c1ee4_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645",106835,16,327,"zag","6",2.3,2.35,-0.62,2.9,5,NA,"luan-patrick","Luan Patrick","L. Patrick","Luan Patrick Wiedthauper","https://s.glbimg.com/es/sde/f/2022/04/12/9c00f6187003445f286a82aab4e21989_FORMATO.png","América-MG",NA,1,8,2,1,1,10,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646",85993,16,263,"ata","6",0,5.23,0,1.73,3,NA,"gustavo-sauer","Gustavo Sauer","G. Sauer","Gustavo Affonso Sauerbeck","https://s.glbimg.com/es/sde/f/2022/04/13/ece78d4e91579f63c336f5010cbf9053_FORMATO.png","Botafogo",NA,NA,4,1,NA,1,10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647",37281,16,285,"tec","7",7.18,9.06,0.62,4.71,13,NA,"mano-menezes","Mano Menezes","M. Menezes","Luis Antônio Venker de Menezes","https://s.glbimg.com/es/sde/f/2022/04/20/e2710d5e2f652b8154c927ba13d68369_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648",114802,16,293,"ata","6",0.8,5.45,-1.86,4.1,11,NA,"vitor-roque","Vitor Roque","V. Roque","Vitor Hugo Roque Ferreira","https://s.glbimg.com/es/sde/f/2022/04/13/59faf7245c4ab4b19c4800e95b221dbb_FORMATO.png","Athlético-PR",NA,2,8,11,4,20,16,NA,1,NA,6,1,NA,2,NA,NA,NA,NA,3,NA
"649",114335,16,293,"mei","6",0,4,0,0,0,NA,"jader","Jader","Jader","Jader Barbosa da Silva Gentil","https://s.glbimg.com/es/sde/f/2021/08/28/b1890f6a2535a6bafcc1d65d242e3de6_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650",111713,16,263,"zag","6",0,3,0,0,0,NA,"mezenga","Mezenga","Mezenga","Lucas de Souza Mombra Rosa","https://s.glbimg.com/es/sde/f/2022/02/21/e36f8b0c42d297654c276a39b86f6e39_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651",93236,16,264,"lat","7",4.2,8.66,-0.34,5.74,11,NA,"rafael-ramos","Rafael Ramos","R. Ramos","Rafael António Figueiredo Ramos","https://s.glbimg.com/es/sde/f/2022/05/18/09bdd01c9f906effed187c29bcc3582f_FORMATO.png","Corinthians",1,2,28,14,2,8,110,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",109195,16,263,"lat","6",0,2,0,0,0,NA,"vitor-marinho","Vitor Marinho","V. Marinho","Vitor Marinho de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/21/12dac2a5eae75e37ed96b625c3f97430_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653",111402,16,314,"mei","6",0.8,1.35,-0.07,0.35,2,NA,"vitinho","Vitinho","Vitinho","Victor Júlio Alves de Paula","https://s.glbimg.com/es/sde/f/2022/04/14/a3b3acd682ad4df74865ef90e9e309f1_FORMATO.png","Avaí",NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654",87808,16,263,"zag","7",1.2,2.1,-0.4,0.45,7,NA,"philipe-sampaio","Philipe Sampaio","P. Sampaio","Philipe Sampaio Azevedo","https://s.glbimg.com/es/sde/f/2022/03/10/0b9c95c7f9a5612681798da7797e3cec_FORMATO.png","Botafogo",NA,2,4,7,1,5,18,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"655",110750,16,327,"zag","6",0,1.4,0,-0.3,1,NA,"gustavo-marques","Gustavo Marques","G. Marques","Gustavo Marques Alves dos Santos","https://s.glbimg.com/es/sde/f/2022/02/24/cb9dbbfe04ac9d5b15ea2272bc5031c0_FORMATO.png","América-MG",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656",113203,16,280,"zag","6",0,3.03,0,1.92,6,NA,"lomonaco","Lomónaco","Lomónaco","Kevin Lomónaco","https://s.glbimg.com/es/sde/f/2022/06/02/269ea7a5ee84f815bccf1916cb6f6b72_FORMATO.png","Bragantino",NA,1,8,7,NA,4,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657",95332,16,314,"ata","7",0.9,3.24,-0.5,2.05,4,NA,"marcinho","Marcinho","Marcinho","Márcio Antônio de Sousa Júnior","https://s.glbimg.com/es/sde/f/2022/04/14/6351c93f1e7d0b3514916390f48db891_FORMATO.png","Avaí",NA,NA,5,1,1,3,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658",88225,16,1371,"lat","6",6.6,3.27,0.88,1.7,4,NA,"daniel-guedes","Daniel Guedes ","D. Guedes","Daniel Guedes da Silva","https://s.glbimg.com/es/sde/f/2022/04/21/eb1d1f53750f2ecb8c48b5caa3985a22_FORMATO.png","Cuiabá",NA,1,5,4,NA,1,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659",72583,16,285,"ata","7",3.7,4.43,0.26,2.68,10,NA,"pedro-henrique","Pedro Henrique","P. Henrique","Pedro Henrique Konzen Medina da Silva","https://s.glbimg.com/es/sde/f/2022/04/12/5422d339b6546dc0505e80e10b027269_FORMATO.png","Internacional",NA,3,10,7,7,9,37,NA,2,NA,4,NA,NA,1,NA,NA,NA,NA,1,NA
"660",115511,16,290,"zag","7",-1.3,2.16,-0.53,1.33,4,NA,"yan-souto","Yan Souto","Y. Souto","Yan da Cruz Souto","https://s.glbimg.com/es/sde/f/2022/04/05/9fcc839762fbeec9574032b56e3d8717_FORMATO.png","Goiás",NA,1,3,2,1,1,20,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"661",77774,16,314,"tec","7",1.75,7.68,-0.33,3.38,16,NA,"eduardo-barroca","Eduardo Barroca","E. Barroca","Eduardo de Souza Barroca","https://s.glbimg.com/es/sde/f/2022/03/08/832e107d799b9425491e065012f3ec3a_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662",116056,16,294,"ata","6",0.1,1.73,-1.68,2.48,5,NA,"jose-hugo","José Hugo","J. Hugo","José Hugo Sousa dos Santos","https://s.glbimg.com/es/sde/f/2022/04/13/1a74e02e1bb55b5af8b1d0a3465e6931_FORMATO.png","Coritiba",NA,NA,2,5,2,7,16,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"663",112831,16,314,"ata","6",0,1.65,0,0.9,1,NA,"gustavo-santos","Gustavo Santos","G. Santos","Gustavo Santos Simões da Silva","https://s.glbimg.com/es/sde/f/2022/02/24/9a793f8d88106ebaa9639f638c89bc0b_FORMATO.png","Avaí",NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664",93478,16,285,"ata","5",0,4.1,0,3.53,10,NA,"wanderson","Wanderson","Wanderson","Wanderson Maciel Sousa Campos","https://s.glbimg.com/es/sde/f/2022/03/11/60d938ca7b4268f47e35930fb50a834a_FORMATO.png","Internacional",NA,3,1,10,5,7,54,NA,NA,NA,5,NA,NA,4,NA,NA,NA,NA,NA,NA
"665",69022,16,293,"ata","6",-0.4,3.52,-0.17,0.97,10,NA,"marcelo-cirino","Marcelo Cirino","M. Cirino","Marcelo Cirino da Silva","https://s.glbimg.com/es/sde/f/2022/03/11/d66ed90e8284dc651e111fbb2768dd6d_FORMATO.png","Athlético-PR",NA,1,7,4,3,4,26,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA
"666",107044,16,266,"ata","6",0,1.31,0,1.03,3,NA,"alexandre-jesus","Alexandre Jesus","A. Jesus","Alexandre de Jesus Jeruzalem Júnior","https://s.glbimg.com/es/sde/f/2021/03/11/2cd0a3080b756150df221b41afd772f0_FORMATO.png","Fluminense",NA,NA,3,1,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667",111831,16,266,"ata","7",15.2,4.89,2.11,4.26,8,NA,"matheus-martins","Matheus Martins","M. Martins","Matheus Martins Silva dos Santos","https://s.glbimg.com/es/sde/f/2022/04/20/f6b7d6073f1d67e5e9263e986f470c8b_FORMATO.png","Fluminense",NA,1,8,4,8,10,29,NA,2,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA
"668",116074,16,286,"lat","6",0,1,0,0,0,NA,"nicolas","Nicolas","Nicolas","Nicolas Arno Luft","https://s.glbimg.com/es/sde/f/2022/03/03/127b2ef745d8d8ce07263510d07af046_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669",106830,16,276,"mei","6",4.9,3.8,0.03,4.3,2,NA,"talles","Talles","Talles","Talles Macedo Toledo Costa","https://s.glbimg.com/es/sde/f/2022/03/01/46c4e9fd9a32a9e894bd6edc746e403d_FORMATO.png","São Paulo",NA,NA,7,2,NA,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670",116825,16,266,"lat","6",0,1,0,0,0,NA,"jhonny","Jhonny","Jhonny","Jhonny Cardinoti Pedro","https://s.glbimg.com/es/sde/f/2022/02/24/07c2ee6d264dd5863593c52fdaba42b5_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671",115502,16,356,"zag","6",0,4.23,0,3.1,10,NA,"ceballos","Ceballos","Ceballos","Brayan Andrés Ceballos Jiménez","https://s.glbimg.com/es/sde/f/2022/05/12/74e0c34f6d9685b4e494c70171746de9_FORMATO.png","Fortaleza",NA,3,21,11,5,3,46,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"672",97856,16,314,"mei","6",0,2.38,0,1.55,6,NA,"lucas-ventura","Lucas Ventura","L. Ventura","Lucas de Souza Ventura","https://s.glbimg.com/es/sde/f/2022/03/11/27b312ffb4595c14c896eece284c7b69_FORMATO.png","Avaí",NA,1,8,1,1,4,8,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"673",117866,16,263,"ata","6",0,2,0,0,0,NA,"sebastian-joffre","Sebastian Joffre","S. Joffre","Jhalmar Sebastian Joffre Soliz","https://s.glbimg.com/es/sde/f/2022/04/13/b76a4684338b807e13de0a0f1473653e_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
