,atletas.status_id,atletas.minimo_para_valorizar,atletas.nome,atletas.clube.id.full.name,atletas.rodada_id,atletas.jogos_num,atletas.apelido_abreviado,atletas.posicao_id,atletas.apelido,atletas.preco_num,atletas.slug,atletas.foto,atletas.atleta_id,atletas.pontos_num,atletas.clube_id,atletas.variacao_num,atletas.media_num,A,CA,CV,DS,FC,FD,FF,FS,FT,G,I,PC,PI,SG,PP,DE,GS,DP,GC,PS
390,6,1.27,Vinícius Teodoro Barreta Melo,Cuiabá,26,0,Vinícius,1,Vinícius,1.0,vinicius,https://s.glbimg.com/es/sde/f/2022/02/23/7e55afddc960930adc82975477d86b1a_FORMATO.png,98496,0.0,1371,0.0,0.0,,,,,,,,,,,,,,,,,,,,
391,6,1.98,Lucas da Silva de Jesus,Avaí,26,1,L. Silva,5,Lucas Silva,2.56,lucas-silva,https://s.glbimg.com/es/sde/f/2022/08/16/b8125d34db304bc8fafb40a16b0c01f7_FORMATO.png,98515,0.0,314,0.0,0.7,,,,,,,,2.0,,,,,3.0,,,,,,,
392,6,2.47,Benjamín Kuscevic Jaramillo,Palmeiras,26,3,Kuscevic,3,Kuscevic,5.23,kuscevic,https://s.glbimg.com/es/sde/f/2022/02/21/5e5dc615bd88e2dcf4171cb2082f612d_FORMATO.png,98619,0.0,275,0.0,6.67,1.0,,,3.0,,1.0,,2.0,,,,,8.0,2.0,,,,,,
393,5,3.28,Pedro Victor Delmino da Silva,Atlético-MG,26,7,Pedrinho,4,Pedrinho,6.51,pedrinho,https://s.glbimg.com/es/sde/f/2022/07/15/7f1a9ea58cb76bfac41d6c90769831f3_FORMATO.png,98706,0.0,282,0.0,1.33,,,,4.0,1.0,2.0,2.0,6.0,,,,,22.0,,,,,,,
394,2,0.38,Horacio Gabriel Carabajal,Santos,26,4,Carabajal,4,Carabajal,4.68,carabajal,https://s.glbimg.com/es/sde/f/2022/08/12/d2fecd5077974281ec2b17a27e7b0dd2_FORMATO.png,98723,-0.1,277,-0.46,1.3,,1.0,,4.0,2.0,,3.0,5.0,,,,,29.0,,,,,,,
395,7,0.7,Jean Pyerre Casagrande Silveira Correa,Avaí,26,15,J. Pyerre,4,Jean Pyerre,2.6,jean-pyerre,https://s.glbimg.com/es/sde/f/2022/04/13/314c25e8b719422ff7df581055839515_FORMATO.png,98832,0.5,314,-0.16,1.12,,2.0,,6.0,3.0,1.0,4.0,9.0,,1.0,,,46.0,,,,,,,
396,6,1.27,Cláudio Vitor Morais de Lima Cruz,Avaí,26,0,C. Vitor,1,Cláudio Vitor,1.0,claudio-vitor,https://s.glbimg.com/es/sde/f/2022/02/21/5b3e266e38c6e96d2301a3aac76f74d2_FORMATO.png,98888,0.0,314,0.0,0.0,,,,,,,,,,,,,,,,,,,,
397,7,2.41,Tomás Esteban Cuello,Athlético-PR,26,21,Cuello,5,Cuello,7.71,cuello,https://s.glbimg.com/es/sde/f/2022/02/24/6bec1ac11713040382a43683f3ec06ba_FORMATO.png,98909,1.9,293,-1.41,3.69,3.0,3.0,,35.0,19.0,6.0,18.0,24.0,,1.0,6.0,,120.0,,,,,,,
398,6,3.97,Gabriel Neves Perdomo,São Paulo,26,10,Gabriel,4,Gabriel,3.86,gabriel,https://s.glbimg.com/es/sde/f/2022/03/01/adf4c737eb27b74c772b8985d18c9044_FORMATO.png,98976,0.0,276,0.0,1.21,,4.0,,19.0,11.0,,,1.0,,,,,39.0,,,,,,,
399,7,3.78,Lucas Braga Ribeiro,Santos,26,23,L. Braga,5,Lucas Braga,5.91,lucas-braga,https://s.glbimg.com/es/sde/f/2022/03/03/a3607db4d71e6018951bfe51c702fb1a_FORMATO.png,99119,3.7,277,0.42,3.03,,1.0,,21.0,14.0,9.0,10.0,47.0,,2.0,2.0,,85.0,,,,,,,
400,5,4.45,Rodrigo Fernández Cedrés,Santos,26,20,R. Fernández,4,Rodrigo Fernández,6.02,rodrigo-fernandez,https://s.glbimg.com/es/sde/f/2022/03/29/6fdde8730fb97a5d12a85b4ebd9d4e93_FORMATO.png,99214,0.0,277,0.0,2.37,,8.0,,53.0,47.0,2.0,8.0,18.0,,,,2.0,96.0,,,,,,,
401,6,1.58,Pablo Javier García Lafluf,Coritiba,26,1,P. García,4,Pablo García,2.2,pablo-garcia,https://s.glbimg.com/es/sde/f/2022/02/23/56af95dcedcbf6410efc1e0d9432d9a2_FORMATO.png,99236,0.0,294,0.0,0.0,,,,,,,,,,,,,,,,,,,,
402,6,1.86,Diego Terra Loureiro,Atlético-GO,26,2,D. Loureiro,1,Diego Loureiro,2.06,diego-loureiro,https://s.glbimg.com/es/sde/f/2022/08/16/0d6ff68525592d2d97d4cedb5317c66b_FORMATO.png,99430,0.0,373,0.0,0.5,,1.0,,,,,,,,,,,,,,4.0,2.0,,,
403,6,5.8,Gabriel Baralhas dos Santos,Atlético-GO,26,21,Baralhas,4,Baralhas,7.64,baralhas,https://s.glbimg.com/es/sde/f/2022/03/03/23016221adbd611a74993ecdc84843f5_FORMATO.png,99440,0.0,373,0.0,3.31,1.0,7.0,,48.0,27.0,4.0,11.0,11.0,1.0,1.0,,1.0,72.0,,,,,,,
404,6,3.08,Igor José Bohn,Avaí,26,0,Igor,1,Igor,3.0,igor,https://s.glbimg.com/es/sde/f/2022/07/28/d97bc45782baf456d1b40b1d16ed352c_FORMATO.png,99573,0.0,314,0.0,0.0,,,,,,,,,,,,,,,,,,,,
405,6,2.18,Arthur Henrique Vieira Araújo,Goiás,26,0,Arthur,3,Arthur,2.0,arthur,https://s.glbimg.com/es/sde/f/2022/06/27/cfeea87e1e558108c5c50dfd084e1f04_FORMATO.png,99670,0.0,290,0.0,0.0,,,,,,,,,,,,,,,,,,,,
406,7,0.16,Jhon Adolfo Arias Andrade,Fluminense,26,21,Arias,4,Arias,6.82,arias,https://s.glbimg.com/es/sde/f/2022/04/20/d97a4c4cc239d983ba72d755e77a671d_FORMATO.png,99815,-0.9,266,-0.26,4.32,5.0,5.0,,24.0,34.0,6.0,9.0,30.0,,5.0,2.0,,170.0,,,,,,,
407,6,2.18,Leonardo da Silva Passos,América-MG,26,0,L. Passos,5,Léo Passos,2.0,leo-passos,https://s.glbimg.com/es/sde/f/2021/06/04/82d858358a606b9c2acfa4fead4b349c_FORMATO.png,99878,0.0,327,0.0,0.0,,,,,,,,,,,,,,,,,,,,
408,6,1.3,Jhojan Esmaides Julio Palacios,Santos,26,11,J. Julio,5,Jhojan Julio,5.4,jhojan-julio,https://s.glbimg.com/es/sde/f/2022/03/31/c076d4a6758a288c3f3f7521da98c18f_FORMATO.png,100074,0.0,277,0.0,2.31,1.0,2.0,,17.0,20.0,2.0,2.0,18.0,,,3.0,,47.0,,,,,,,
409,6,2.97,Federico Matías Javier Zaracho,Atlético-MG,26,13,Zaracho,4,Zaracho,12.85,zaracho,https://s.glbimg.com/es/sde/f/2022/07/15/2298d241c4ec2d5e60d0b370bba36921_FORMATO.png,100079,0.0,282,0.0,6.49,1.0,1.0,,39.0,19.0,5.0,10.0,12.0,3.0,2.0,,,57.0,,,,,,,
410,6,3.18,Igor Silveira Gomes,São Paulo,26,23,I. Gomes,4,Igor Gomes,5.7,igor-gomes,https://s.glbimg.com/es/sde/f/2022/03/01/b6d68ea91db4955b888e119a851704eb_FORMATO.png,100084,3.2,276,0.48,1.59,2.0,3.0,1.0,26.0,28.0,4.0,10.0,23.0,,,2.0,,142.0,,,,,,,
411,7,3.66,Felipe Augusto Rodrigues Pires,Juventude,26,5,F. Pires,5,Felipe Pires,4.38,felipe-pires,https://s.glbimg.com/es/sde/f/2022/08/06/f016d3ea4f1bdceef28512d7bf47fd36_FORMATO.png,100289,0.0,286,0.0,2.32,1.0,3.0,,3.0,4.0,2.0,3.0,9.0,,,2.0,,19.0,,,,,,,
412,7,11.0,Yuri Alberto Monteiro da Silva,Corinthians,26,9,Y. Alberto,5,Yuri Alberto,10.83,yuri-alberto,https://s.sde.globo.com/media/person_role/2022/06/29/f38436c0ef035f0395ad96c1c09a1d6e_FORMATO.png,100652,12.8,264,0.9,3.52,,1.0,,8.0,14.0,4.0,7.0,12.0,,2.0,5.0,,46.0,,,,,,,
413,6,0.68,Igor Matheus Liziero Pereira ,Internacional,26,9,Liziero,4,Liziero,3.21,liziero,https://s.glbimg.com/es/sde/f/2022/04/02/68d5b0b8c93444cf3f88161d109fe461_FORMATO.png,100761,0.0,285,0.0,0.56,,2.0,,8.0,10.0,,,5.0,,,,,21.0,,,,,,,
414,7,7.27,Guilherme Bissoli Campos,Avaí,26,22,Bissoli,5,Bissoli,9.58,bissoli,https://s.glbimg.com/es/sde/f/2022/04/08/c60eb6c17dd46f0a98ac8d236bddbbd7_FORMATO.png,100762,0.0,314,0.0,5.57,,4.0,,14.0,41.0,10.0,16.0,17.0,,12.0,8.0,,78.0,,,,,,,1.0
415,7,7.15,Luan Cândido de Almeida,Bragantino,26,20,L. Cândido,2,Luan Cândido,10.94,luan-candido,https://s.glbimg.com/es/sde/f/2022/05/05/a09132195a9936adeadb1a61d65dad2e_FORMATO.png,100848,0.0,280,0.0,6.91,2.0,3.0,1.0,28.0,27.0,15.0,20.0,10.0,2.0,7.0,7.0,,166.0,5.0,,,,,,
416,5,5.0,Germán Andrés Conti,América-MG,26,16,Conti,3,Conti,4.57,conti,https://s.glbimg.com/es/sde/f/2022/02/24/965b3ae2f778e96277a5b6c093927bc2_FORMATO.png,100943,0.0,327,0.0,2.13,,1.0,,14.0,10.0,,6.0,2.0,,,,,45.0,4.0,,,,,,
417,7,0.06,Ronald dos Santos Lopes,Fortaleza,26,14,Ronald,4,Ronald,2.67,ronald,https://s.glbimg.com/es/sde/f/2022/05/12/50ab9a9c9ef9edc1a9bed39d4552c026_FORMATO.png,100969,-0.3,356,-0.52,0.98,,5.0,,20.0,19.0,1.0,1.0,8.0,,,,,55.0,,,,,,,
418,6,2.52,Gustavo Nonato Santana,Fluminense,26,17,Nonato,4,Nonato,6.44,nonato,https://s.glbimg.com/es/sde/f/2021/07/30/7536d1f5782d6ce621dfd8aa405d0e28_FORMATO.png,100987,0.0,266,0.0,2.81,2.0,3.0,1.0,29.0,16.0,3.0,7.0,33.0,,,1.0,,118.0,,,,,,,
419,6,3.83,José Antonio dos Santos Júnior,Botafogo,26,3,J. Santos,5,Júnior Santos,7.33,junior-santos,https://s.glbimg.com/es/sde/f/2022/08/16/b90d064488716f8526c5c2519944eceb_FORMATO.png,101002,0.0,263,0.0,4.3,,,,2.0,6.0,2.0,2.0,2.0,,1.0,,,7.0,,,,,,,
420,7,8.69,Jackson Diego Ibrahim Fagundes,Goiás,26,23,Diego,4,Diego,8.25,diego,https://s.glbimg.com/es/sde/f/2022/03/10/fb1b4d53c6475f4e02123bf33a52a0c2_FORMATO.png,101027,9.6,290,1.13,3.8,3.0,1.0,,46.0,18.0,2.0,9.0,46.0,,1.0,1.0,,167.0,,,,,,,
421,6,-0.09,Diego Daniel Rodrigues de Matos,Avaí,26,1,D. Matos,2,Diego Matos,1.72,diego-matos,https://s.glbimg.com/es/sde/f/2022/02/23/f8cc329ae5ae96be77c98caf774621fd_FORMATO.png,101036,0.0,314,0.0,-2.3,,,1.0,2.0,2.0,,,,,,,,11.0,,,,,,,
422,5,1.6,Felipe Marques da Silva,Cuiabá,26,17,F. Marques,5,Felipe Marques,2.69,felipe-marques,https://s.glbimg.com/es/sde/f/2022/02/23/a6d728d21e5ecaec684045ba4d68975c_FORMATO.png,101054,0.0,1371,0.0,0.81,,1.0,,9.0,10.0,2.0,4.0,12.0,,,3.0,,54.0,,,,,,,1.0
423,7,3.0,Umberto Lourenço Louzer Filho,Juventude,26,19,U. Louzer,6,Umberto Louzer,5.9,umberto-louzer,https://s.glbimg.com/es/sde/f/2021/04/15/6b25bcef84ca2ca67c4b19b4e5356ca3_FORMATO.png,101077,2.69,286,-0.05,3.1,,,,,,,,,,,,,,,,,,,,
424,6,4.82,Danilo Cardoso Novais da Silva,Goiás,26,3,D. Cardoso,3,Danilo Cardoso,6.4,danilo-cardoso,https://s.glbimg.com/es/sde/f/2022/08/02/c396b10bc3e37dd7731bf8715e8279e0_FORMATO.png,101155,0.0,290,0.0,7.13,,,,1.0,,1.0,1.0,1.0,,1.0,,,3.0,2.0,,,,,,
425,7,8.85,Alef Mangueira Severino Pereira,Coritiba,26,23,A. Manga,5,Alef Manga,10.92,alef-manga,https://s.glbimg.com/es/sde/f/2022/02/23/2f591fe9297201b345f8815815be56ef_FORMATO.png,101254,9.5,294,0.67,4.68,2.0,8.0,,33.0,23.0,14.0,22.0,13.0,2.0,5.0,11.0,,128.0,,,,,,,
426,7,3.89,Ademir da Silva Santos Júnior,Atlético-MG,26,22,Ademir,5,Ademir,10.37,ademir,https://s.glbimg.com/es/sde/f/2022/07/15/bcc9ab9fbdafb24cad6b5c34a3a4e9a7_FORMATO.png,101314,0.0,282,0.0,2.82,1.0,3.0,,17.0,14.0,6.0,10.0,39.0,2.0,1.0,11.0,,47.0,,,,,,,1.0
427,7,6.8,Cláudio Rodrigues Gomes,Atlético-MG,26,11,Guga,2,Guga,8.94,guga,https://s.glbimg.com/es/sde/f/2022/07/15/627768175034855e87f15e0a373b34b8_FORMATO.png,101319,0.0,282,0.0,4.79,,,,32.0,9.0,1.0,5.0,12.0,,,,,92.0,3.0,,,,,,
428,6,3.51,Thonny Anderson da Silva Carvalho,Coritiba,26,15,T. Anderson,4,Thonny Anderson,2.99,thonny-anderson,https://s.glbimg.com/es/sde/f/2022/02/23/aeb4c66a481ba3a88847f5c30bbf5d53_FORMATO.png,101484,3.8,294,0.92,1.49,1.0,1.0,2.0,20.0,15.0,1.0,6.0,14.0,,,,,81.0,,,,,,,
429,3,0.43,João Pedro Vilardi Pinto,Cuiabá,26,20,Pepê,4,Pepê,5.91,pepe,https://s.glbimg.com/es/sde/f/2022/02/23/f7d3a51faa57213871975b0e01258892_FORMATO.png,101573,-0.5,1371,-0.23,3.35,,3.0,,47.0,28.0,8.0,10.0,31.0,,,,,114.0,,,,,,,
430,6,2.67,Hugo de Souza Nogueira,Flamengo,26,9,H. Souza,1,Hugo Souza,3.27,hugo-souza,https://s.glbimg.com/es/sde/f/2022/03/04/f29cb0d7b60a53cf87b5131d4fcf8d45_FORMATO.png,101574,0.0,262,0.0,1.72,,3.0,,2.0,,,,,,,,,,1.0,,21.0,10.0,,,
431,6,0.52,Robson Alves de Barros,Corinthians,26,5,R. Bambu,3,Robson Bambu,4.86,robson-bambu,https://s.glbimg.com/es/sde/f/2022/04/27/44c60f9696fad0a8a8156b8192e4af04_FORMATO.png,101579,0.0,264,0.0,4.8,,,,8.0,2.0,,,2.0,,,,,10.0,3.0,,,,,,
432,6,1.16,Hugo Moura Arruda da Silva,Athlético-PR,26,17,H. Moura,4,Hugo Moura,6.6,hugo-moura,https://s.glbimg.com/es/sde/f/2022/02/21/267f14bd41575e2b58bcb3d6ba014a46_FORMATO.png,101594,0.5,293,-0.48,3.26,,4.0,1.0,43.0,25.0,5.0,5.0,17.0,,1.0,1.0,1.0,72.0,,,,,,,
433,6,-0.87,Vitor Gabriel Claudino Rego Ferreira,Juventude,26,16,V. Gabriel,5,Vitor Gabriel,2.28,vitor-gabriel,https://s.glbimg.com/es/sde/f/2022/03/03/0744b4a85cead311d99a4c1d6d279b39_FORMATO.png,101596,-1.5,286,-0.34,1.08,,5.0,,5.0,21.0,9.0,4.0,9.0,,1.0,3.0,,38.0,,,,,,,
434,6,0.79,Ramon Ramos Lima,Bragantino,26,8,Ramon,2,Ramon,2.32,ramon,https://s.glbimg.com/es/sde/f/2022/05/10/5ffd61aa5589cf28ad0820b15df29250_FORMATO.png,101597,0.0,280,0.0,0.95,,2.0,1.0,7.0,8.0,2.0,2.0,6.0,,,,,54.0,1.0,,,,,,
435,6,7.21,Alex de Oliveira Nascimento,Santos,26,1,Alex,3,Alex,4.02,alex,https://s.glbimg.com/es/sde/f/2021/05/04/14060d89e54c755512bce4ee1bd0d8fd_FORMATO.png,101600,0.0,277,0.0,9.5,,,,4.0,,,,,,,,,3.0,1.0,,,,,,
436,6,0.41,Caio Vinicius da Conceição,Goiás,26,20,Caio,4,Caio,2.87,caio,https://s.glbimg.com/es/sde/f/2022/03/10/a34434b7c2c45f0720de34fdeaf8fca5_FORMATO.png,101601,0.0,290,0.5,1.32,,6.0,1.0,30.0,30.0,1.0,4.0,21.0,,,1.0,1.0,53.0,,,,,,,
437,7,1.35,Rhaldney Norberto Simião Gomes,Atlético-GO,26,3,Rhaldney,4,Rhaldney,3.65,rhaldney,https://s.sde.globo.com/media/person_role/2022/09/16/photo_FORMATO_qqr85qd.png,101666,0.0,373,0.0,0.73,,,,2.0,1.0,,,1.0,,,,,4.0,,,,,,,
438,7,3.84,Felipe Jonatan Rocha Andrade,Santos,26,16,F. Jonatan,2,Felipe Jonatan,5.66,felipe-jonatan,https://s.glbimg.com/es/sde/f/2022/03/03/e7109f32d289e269f43592da6566c2e5_FORMATO.png,101708,3.9,277,-0.12,3.32,,2.0,,24.0,14.0,4.0,3.0,14.0,,,1.0,,135.0,6.0,,,,,,
439,7,2.5,Alerrandro Barra Mansa Realino de Souza,Bragantino,26,15,Alerrandro,5,Alerrandro,6.1,alerrandro,https://s.glbimg.com/es/sde/f/2022/05/05/a190fc01a5c5880c8de5c5854ac2f555_FORMATO.png,101715,0.0,280,0.0,4.92,,2.0,,8.0,10.0,12.0,11.0,11.0,1.0,5.0,4.0,,20.0,,,,,,,
440,6,1.73,Marrony da Silva Liberato,Fluminense,26,7,Marrony,5,Marrony,4.61,marrony,https://s.glbimg.com/es/sde/f/2022/07/07/cf3959cd704eeabb2140114fefee94eb_FORMATO.png,101717,1.2,266,-0.73,1.26,,1.0,1.0,7.0,2.0,1.0,2.0,7.0,,,,,13.0,,,,,,,
441,6,0.8,Matheus Santos Soares,Goiás,26,1,Matheusinho,5,Matheusinho,0.73,matheusinho,https://s.glbimg.com/es/sde/f/2022/04/30/c4508af01cb1a796f08b6846127c31c0_FORMATO.png,101725,0.0,290,0.0,0.0,,,,,,,,,,,,,,,,,,,,
442,6,5.19,Matheus França Silva,Flamengo,26,19,Matheuzinho,2,Matheuzinho,8.1,matheuzinho,https://s.glbimg.com/es/sde/f/2022/04/25/f8b82a43e5e935dc7a17f7f142575c55_FORMATO.png,101727,5.1,262,0.66,4.63,2.0,2.0,,49.0,16.0,1.0,6.0,7.0,,,,1.0,125.0,6.0,,,,,,
443,2,4.77,Diego Henrique Costa Barbosa,São Paulo,26,19,Diego,3,Diego,6.59,diego,https://s.glbimg.com/es/sde/f/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png,101728,0.0,276,0.0,2.13,,7.0,,38.0,33.0,,4.0,7.0,,,,1.0,90.0,3.0,,,,,,
444,2,10.37,Guilherme Castilho Carvalho,Ceará,26,8,G. Castilho,4,Guilherme Castilho,5.12,guilherme-castilho,https://s.glbimg.com/es/sde/f/2022/08/02/844e36a5e930dd313402265a86bfdf2c_FORMATO.png,101798,12.2,354,1.88,2.57,,1.0,,8.0,7.0,2.0,2.0,7.0,1.0,1.0,1.0,,44.0,,,,,,,
445,3,0.09,Vitor Hugo Naum dos Santos,Athlético-PR,26,14,Vitinho,5,Vitinho,3.52,vitinho,https://s.glbimg.com/es/sde/f/2021/05/02/6f194f584e7ed2293b58deb814cde16c_FORMATO.png,101960,-0.5,293,-0.46,1.92,,1.0,1.0,9.0,13.0,10.0,7.0,15.0,1.0,,4.0,,38.0,,,,,,,
446,7,-0.09,Emanuel Fermín Brítez,Fortaleza,26,9,Brítez,2,Brítez,9.22,britez,https://s.glbimg.com/es/sde/f/2022/07/16/933d90afd9fed6c8f8426f4c450f232e_FORMATO.png,101995,-1.4,356,-0.92,7.48,1.0,,,29.0,20.0,1.0,3.0,4.0,,1.0,1.0,,100.0,6.0,,,,,,
447,6,2.09,Braian Ezequiel Romero,Internacional,26,6,B. Romero,5,Braian Romero,4.88,braian-romero,https://s.glbimg.com/es/sde/f/2022/07/29/d2bcddb0a2e0d7cc5c363b5a72f8c39d_FORMATO.png,101997,0.0,285,0.0,1.08,,1.0,,4.0,6.0,1.0,2.0,4.0,,,1.0,,2.0,,,,,,,
448,6,0.99,João Vitor Xavier de Almeida,Corinthians,26,4,Xavier,4,Xavier,1.79,xavier,https://s.glbimg.com/es/sde/f/2022/04/27/695e017b3a4e70b82e28dd504e54cd9b_FORMATO.png,102067,0.0,264,0.0,-0.17,,1.0,,1.0,2.0,,,,,,,,3.0,,,,,,,
449,7,3.3,Joaquín Piquerez Moreira,Palmeiras,26,16,Piquerez,2,Piquerez,8.14,piquerez,https://s.sde.globo.com/media/person_role/2022/02/21/82bd262ef647de7255e8df06fdd8e3f2_FORMATO.png,102130,2.9,275,0.09,5.47,1.0,4.0,,41.0,16.0,3.0,9.0,17.0,,,,1.0,113.0,7.0,,,,,,
450,6,0.84,Lucas Halter,Goiás,26,6,L. Halter,3,Lucas Halter,3.29,lucas-halter,https://s.glbimg.com/es/sde/f/2022/08/02/9cc3cba8dbd74e03b0471fdcd2c66414_FORMATO.png,102253,0.0,290,0.0,2.77,,1.0,,3.0,4.0,,1.0,1.0,,,,,11.0,3.0,,,,,,
451,6,2.18,Luan Silva dos Santos,Palmeiras,26,0,L. Silva,5,Luan Silva,2.0,luan-silva,https://s.glbimg.com/es/sde/f/2022/02/21/5b2d607b7868aa4b0e2f6d3bc4884981_FORMATO.png,102295,0.0,275,0.0,0.0,,,,,,,,,,,,,,,,,,,,
452,6,5.8,Mikael Filipe Viana,Internacional,26,0,Mikael,5,Mikael,6.0,mikael,https://s.glbimg.com/es/sde/f/2022/07/28/db7bd8471d05f588d15b51c836794a5a_FORMATO.png,102299,0.0,285,0.0,0.0,,,,,,,,,,,,,,,,,,,,
453,6,2.18,Bruno da Silva Costa Leite,Athlético-PR,26,0,B. Leite,4,Bruno Leite,2.0,bruno-leite,https://s.glbimg.com/es/sde/f/2021/05/02/ec03227352d407507044b7dc5b7ab340_FORMATO.png,102301,0.0,293,0.0,0.0,,,,,,,,,,,,,,,,,,,,
454,6,6.21,Matheus Felipe Santos Nascimento,Athlético-PR,26,17,M. Felipe,3,Matheus Felipe,5.6,matheus-felipe,https://s.glbimg.com/es/sde/f/2022/04/20/bbb32c1a415166c6cb106f4cae3b7d67_FORMATO.png,102310,0.0,293,0.0,3.87,,2.0,,23.0,9.0,2.0,,4.0,,1.0,,,46.0,7.0,,,,,,
455,7,6.07,Caio Fernando de Oliveira,Fluminense,26,23,C. Paulista,5,Caio Paulista,5.81,caio-paulista,https://s.glbimg.com/es/sde/f/2022/04/20/3ad79908bf278d43f6fb870ec7af5f46_FORMATO.png,102318,6.8,266,0.65,2.95,3.0,3.0,,23.0,10.0,7.0,12.0,21.0,2.0,1.0,1.0,,113.0,,,,,,,
456,6,1.36,Kelvyn Ramos da Fonseca,Ceará,26,2,Kelvyn,2,Kelvyn,1.98,kelvyn,https://s.glbimg.com/es/sde/f/2022/02/22/b0ae3ad3abe8dabd95e5f349d5c3b9c7_FORMATO.png,102464,0.0,354,0.0,-0.05,,,,1.0,2.0,,,,,,,,7.0,,,,,,,
457,2,0.36,Gonzalo Mathías Mastriani Borges,América-MG,26,2,Mastriani,5,Mastriani,4.28,mastriani,https://s.glbimg.com/es/sde/f/2022/08/10/2c133460f6f214aed522ba40302a5c33_FORMATO.png,102561,-0.2,327,-0.33,0.05,,,,,2.0,,,2.0,,,,,3.0,,,,,,,
458,6,3.99,Miguel Ferreira Damasceno,Goiás,26,0,M. Figueira,4,Miguel Figueira,4.0,miguel-figueira,https://s.glbimg.com/es/sde/f/2022/03/10/091756669981fb60d8c35b9e12479795_FORMATO.png,102565,0.0,290,0.0,0.0,,,,,,,,,,,,,,,,,,,,
459,6,2.48,Jonathan Silva Vieira,Botafogo,26,1,J. Silva,2,Jonathan Silva,2.38,jonathan-silva,https://s.glbimg.com/es/sde/f/2022/02/21/6e4a3c5ef09ca42e9212c2aabf9392ed_FORMATO.png,102597,0.0,263,0.0,0.6,,,,1.0,1.0,,,,,,,,3.0,,,,,,,
460,6,1.35,Hélio Júnio Nunes de Castro,Bragantino,26,21,Helinho,5,Helinho,4.72,helinho,https://s.glbimg.com/es/sde/f/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png,102598,0.0,280,0.0,2.03,1.0,6.0,,16.0,28.0,5.0,15.0,15.0,1.0,2.0,2.0,,113.0,,,,,,,
461,5,2.18,Julimar Silva Oliveira Júnior,Athlético-PR,26,0,Julimar,5,Julimar,2.0,julimar,https://s.glbimg.com/es/sde/f/2021/02/20/de210ca4fcb3c0000bf820510f8926b3_FORMATO.png,102796,0.0,293,0.0,0.0,,,,,,,,,,,,,,,,,,,,
462,7,9.24,Miguel David Terans Pérez,Athlético-PR,26,20,Terans,4,Terans,10.73,terans,https://s.sde.globo.com/media/person_role/2021/06/22/9afbb795a2e1b8ea2d0c84725bf26e2b_FORMATO.png,102878,10.0,293,1.48,4.91,2.0,3.0,,10.0,20.0,11.0,20.0,11.0,1.0,8.0,4.0,,124.0,,1.0,,,,,
463,7,6.73,Anderson Silva da Paixão,Athlético-PR,26,3,Anderson,1,Anderson,3.92,anderson,https://s.glbimg.com/es/sde/f/2019/09/25/83402cd7511dec123de5ec04e0677a53_FORMATO.png,102906,0.0,293,0.0,6.83,,1.0,,,,,,1.0,,,,,,2.0,,16.0,5.0,,,
464,6,2.86,Luan Vinícius da Silva Santos ,São Paulo,26,2,Luan,4,Luan,5.04,luan,https://s.glbimg.com/es/sde/f/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png,102909,0.0,276,0.0,0.75,,,,2.0,1.0,,,,,,,,6.0,,,,,,,
465,6,0.24,Agustín Canobbio Graviz,Athlético-PR,26,17,Canobbio,5,Canobbio,4.87,canobbio,https://s.glbimg.com/es/sde/f/2022/03/30/ae776027bce5d99b2a19ab81b191f35b_FORMATO.png,102928,-0.6,293,-0.52,2.8,,1.0,,21.0,18.0,1.0,7.0,24.0,,2.0,3.0,,67.0,,,,,,,1.0
466,6,0.6,Lucas Ribeiro dos Santos,Ceará,26,7,L. Ribeiro,3,Lucas Ribeiro,4.44,lucas-ribeiro,https://s.glbimg.com/es/sde/f/2022/02/22/aae12a036ac543be8da51c964dc65831_FORMATO.png,103088,0.0,354,0.0,1.62,,2.0,,1.0,5.0,,,5.0,,1.0,,,19.0,1.0,,,,,,
467,6,0.92,Rodrigo dos Santos de Freitas,Avaí,26,9,R. Freitas,3,Rodrigo Freitas,1.66,rodrigo-freitas,https://s.glbimg.com/es/sde/f/2022/04/08/d5bcf8daa04da76c1372d8a8a834cf98_FORMATO.png,103261,0.0,314,0.0,0.91,,2.0,,4.0,3.0,,1.0,5.0,,,,,20.0,1.0,,,,,,
468,7,1.62,Eric dos Santos Rodrigues,Bragantino,26,16,E. Ramires,4,Eric Ramires,3.94,eric-ramires,https://s.glbimg.com/es/sde/f/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png,103295,0.0,280,0.0,1.31,,1.0,2.0,22.0,12.0,2.0,4.0,7.0,,,,1.0,30.0,,,,,,,
469,6,2.42,Matheus Alexandre Anastácio de Souza,Coritiba,26,17,M. Alexandre,2,Matheus Alexandre,7.89,matheus-alexandre,https://s.glbimg.com/es/sde/f/2022/02/23/f37a5a9aa16b6e174f7e05e22b7a1b62_FORMATO.png,103347,0.0,294,0.0,3.72,,4.0,,47.0,17.0,,,5.0,,,1.0,,66.0,4.0,,,,,,
