,atletas.status_id,atletas.minimo_para_valorizar,atletas.nome,atletas.clube.id.full.name,atletas.rodada_id,atletas.jogos_num,atletas.apelido_abreviado,atletas.posicao_id,atletas.apelido,atletas.preco_num,atletas.slug,atletas.foto,atletas.atleta_id,atletas.pontos_num,atletas.clube_id,atletas.variacao_num,atletas.media_num,A,CA,CV,DS,FC,FD,FF,FS,FT,G,I,PC,PI,SG,PP,DE,GS,DP,GC,PS
694,6,3.08,Gustavo Henrique Alves Silva,Cuiabá,26,0,G. Nescau,5,Gustavo Nescau,3.0,gustavo-nescau,https://s.glbimg.com/es/sde/f/2021/09/20/768f5f056c491ffcf62c7383073dfab2_FORMATO.png,112327,0.0,1371,0.0,0.0,,,,,,,,,,,,,,,,,,,,
695,6,2.18,Thalisson Gabriel Pereira Moreira,Coritiba,26,0,T. Gabriel,3,Thalisson Gabriel,2.0,thalisson-gabriel,https://s.glbimg.com/es/sde/f/2022/02/23/b20b6fb1092b7873bd98294c5c3c0a7a_FORMATO.png,112367,0.0,294,0.0,0.0,,,,,,,,,,,,,,,,,,,,
696,6,0.23,Bernardo Marcos Pinheiro Lemes,Coritiba,26,14,Bernardo,4,Bernardo,2.04,bernardo,https://s.glbimg.com/es/sde/f/2022/02/23/b2b2c421852c3e7501d00cc9bfa66b1c_FORMATO.png,112368,0.0,294,-0.16,1.37,,1.0,,16.0,16.0,,3.0,12.0,,,,,25.0,,,,,,,
697,7,1.8,Mateus Ferreira,Avaí,26,2,M. Sarará,4,Mateus Sarará,2.57,mateus-sarara,https://s.glbimg.com/es/sde/f/2022/08/13/fcbeec943d01634745cbf0c7d6f55ded_FORMATO.png,112379,2.3,314,0.6,0.6,,1.0,,2.0,3.0,,,4.0,,,,,13.0,,,,,,,
698,6,0.59,Daniel dos Santos da Cruz,Botafogo,26,2,D. Cruz,5,Daniel Cruz,0.76,daniel-cruz,https://s.glbimg.com/es/sde/f/2022/06/16/cdbadf012a6d22cee8d65486394e73c6_FORMATO.png,112734,0.0,263,0.0,0.5,,,,1.0,,,,,,,,,2.0,,,,,,,
699,6,1.52,Gustavo Santos Simões da Silva,Avaí,26,1,G. Santos,5,Gustavo Santos,1.65,gustavo-santos,https://s.glbimg.com/es/sde/f/2022/02/24/9a793f8d88106ebaa9639f638c89bc0b_FORMATO.png,112831,0.0,314,0.0,0.9,,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,
700,6,2.19,Lucas Henrique Barbosa,Santos,26,15,L. Barbosa,4,Lucas Barbosa,3.1,lucas-barbosa,https://s.glbimg.com/es/sde/f/2022/03/03/9fba085c9e9d64ca30ffb16b75fe7013_FORMATO.png,112886,0.0,277,0.0,3.61,1.0,1.0,,29.0,14.0,2.0,7.0,20.0,,1.0,4.0,,61.0,,,,,,,
701,6,0.17,Kelvin David Osorio Antury,Cuiabá,26,12,Osorio,4,Osorio,1.73,osorio,https://s.glbimg.com/es/sde/f/2022/02/23/e978cacf512124a39a2efe2b6b5d8164_FORMATO.png,113010,0.0,1371,0.02,0.96,,1.0,,15.0,15.0,,6.0,4.0,,,2.0,,76.0,,,,,,,
702,6,-2.57,Rafael William Dias Pinheiro,Coritiba,26,5,R. William,1,Rafael William,0.75,rafael-william,https://s.glbimg.com/es/sde/f/2022/02/23/01d937c575c9690929ef3bab4767be65_FORMATO.png,113061,0.0,294,0.0,2.4,1.0,1.0,,,,,,,,,,1.0,,,,20.0,11.0,,,
703,6,3.98,José Manuel Alberto López,Palmeiras,26,8,J. López,5,José López,6.32,jose-lopez,https://s.glbimg.com/es/sde/f/2022/07/29/349a28cc97984c08a33af444427271d7_FORMATO.png,113103,0.0,275,0.0,2.78,,2.0,,6.0,4.0,5.0,6.0,4.0,,1.0,5.0,,21.0,,,,,,,
704,7,4.27,Nathan Gabriel de Souza Mendes,Coritiba,26,6,Nathan,2,Nathan,1.92,nathan,https://s.glbimg.com/es/sde/f/2022/05/12/de6b8729fcf47b68e0f72bfc25b2423e_FORMATO.png,113157,5.1,294,0.87,0.58,,1.0,1.0,3.0,6.0,,,5.0,,,,,18.0,1.0,,,,,,
705,6,2.18,Michel Augusto Modesto Rafael dos Santos,Palmeiras,26,0,Michel,3,Michel,2.0,michel,https://s.glbimg.com/es/sde/f/2022/04/06/2e58e6fda93f2529e843b6dacea39be3_FORMATO.png,113159,0.0,275,0.0,0.0,,,,,,,,,,,,,,,,,,,,
706,6,0.71,Kevin Lomónaco,Bragantino,26,9,Lomónaco,3,Lomónaco,2.72,lomonaco,https://s.glbimg.com/es/sde/f/2022/06/02/269ea7a5ee84f815bccf1916cb6f6b72_FORMATO.png,113203,0.0,280,0.0,1.78,,1.0,,8.0,8.0,,,5.0,,,,,27.0,2.0,,,,,,
707,6,1.27,José Cássio Meneses da Costa ,América-MG,26,0,Cássio,1,Cássio,1.0,cassio,https://s.glbimg.com/es/sde/f/2021/04/30/654d03002d98b0dabf6606ac306a2158_FORMATO.png,113250,0.0,327,0.0,0.0,,,,,,,,,,,,,,,,,,,,
708,6,1.27,Kevyn da Silva Soares,América-MG,26,0,Kevyn ,4,Kevyn ,1.0,kevyn,https://s.glbimg.com/es/sde/f/2021/04/30/032e557b820f29db1c46c062515fef99_FORMATO.png,113252,0.0,327,0.0,0.0,,,,,,,,,,,,,,,,,,,,
709,7,0.12,Pablo Gonçalves Maia Fortunato,São Paulo,26,21,P. Maia,4,Pablo Maia,3.77,pablo-maia,https://s.glbimg.com/es/sde/f/2022/03/05/e91f0953fe782088f01eda528fd69b2f_FORMATO.png,113359,-0.4,276,0.08,1.23,,3.0,,26.0,26.0,2.0,5.0,11.0,,,,,67.0,,,,,,,
710,6,3.08,Bruno Gonçalves de Jesus,Bragantino,26,0,Bruninho,5,Bruninho,3.0,bruninho,https://s.glbimg.com/es/sde/f/2022/05/05/f1f155231d0b75984084fb05c52de0db_FORMATO.png,113558,0.0,280,0.0,0.0,,,,,,,,,,,,,,,,,,,,
711,7,1.1,Eduardo Santos Queiroz,Corinthians,26,23,D. Queiroz,4,Du Queiroz,5.65,du-queiroz,https://s.glbimg.com/es/sde/f/2022/04/27/0fe4496bd189cafbfb576979be860e8a_FORMATO.png,113687,0.5,264,-0.53,2.78,2.0,2.0,,48.0,36.0,3.0,12.0,8.0,1.0,,1.0,,113.0,,,,,,,
712,6,2.18,Diógenes Vinícius da Silva,Santos,26,0,Diógenes ,1,Diógenes ,2.0,diogenes,https://s.glbimg.com/es/sde/f/2022/03/03/fe491455b3fd9db13061adfa98fd2182_FORMATO.png,113690,0.0,277,0.0,0.0,,,,,,,,,,,,,,,,,,,,
713,6,2.18,Felipe Florencio da Silva,Avaí,26,0,F. Silva,3,Felipe Silva,2.0,felipe-silva,https://s.glbimg.com/es/sde/f/2022/02/21/93072ab058127d5a10ce32d35f85beae_FORMATO.png,113857,0.0,314,0.0,0.0,,,,,,,,,,,,,,,,,,,,
714,6,0.32,Valentín Depietri,Fortaleza,26,13,Depietri,5,Depietri,1.84,depietri,https://s.glbimg.com/es/sde/f/2022/05/12/f45da0b069dc4c621269c6f7735e27e6_FORMATO.png,114138,0.0,356,0.0,0.49,,,,6.0,5.0,1.0,1.0,2.0,,,,,23.0,,,,,,,
715,6,3.08,Douglas Mendes Moreira,Bragantino,26,0,D. Mendes,3,Douglas Mendes,3.0,douglas-mendes,https://s.glbimg.com/es/sde/f/2022/08/08/13c02821040d26f757e8894f3d0aabb7_FORMATO.png,114311,0.0,280,0.0,0.0,,,,,,,,,,,,,,,,,,,,
716,6,3.99,Jader Barbosa da Silva Gentil,Athlético-PR,26,0,Jader,4,Jader,4.0,jader,https://s.glbimg.com/es/sde/f/2021/08/28/b1890f6a2535a6bafcc1d65d242e3de6_FORMATO.png,114335,0.0,293,0.0,0.0,,,,,,,,,,,,,,,,,,,,
717,6,0.87,Lucas Pires Silva,Santos,26,16,L. Pires,2,Lucas Pires,8.12,lucas-pires,https://s.glbimg.com/es/sde/f/2022/03/03/c7764ba0e1e296d7a8c36021c67a9107_FORMATO.png,114374,-0.1,277,-0.06,2.87,,2.0,1.0,29.0,14.0,4.0,7.0,10.0,2.0,,1.0,,208.0,4.0,,,,,,
718,6,4.84,Juan Pablo Vilela Tavares,Goiás,26,4,J. Pablo,2,Juan Pablo,3.23,juan-pablo,https://s.glbimg.com/es/sde/f/2022/05/13/d5f393c2bc737b4b3cc94a7710bdeaf9_FORMATO.png,114497,0.0,290,0.0,4.92,,,,6.0,6.0,,1.0,,,,,,15.0,3.0,,,,,,
719,6,2.18,Cleiton Santana dos Santos,Flamengo,26,0,Cleiton,3,Cleiton,2.0,cleiton,https://s.glbimg.com/es/sde/f/2022/04/25/7291f9193cdbd0c264bbbf2610f2a5fa_FORMATO.png,114790,0.0,262,0.0,0.0,,,,,,,,,,,,,,,,,,,,
720,7,0.95,Vitor Hugo Roque Ferreira,Athlético-PR,26,18,V. Roque,5,Vitor Roque,5.81,vitor-roque,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/04/13/59faf7245c4ab4b19c4800e95b221dbb_FORMATO.png,114802,0.0,293,0.0,4.13,,4.0,,14.0,18.0,9.0,7.0,29.0,1.0,4.0,5.0,,25.0,,,,,,,4.0
721,6,2.18,Luciano Silva Santos,Bragantino,26,0,Luciano,4,Luciano,2.0,luciano,https://s.glbimg.com/es/sde/f/2022/05/05/21a71a480463a1c9c0140cfd2b91c6d8_FORMATO.png,114888,0.0,280,0.0,0.0,,,,,,,,,,,,,,,,,,,,
722,6,1.27,Caio César Amorim Hila,Cuiabá,26,0,C. Hila,2,Caio Hila,1.0,caio-hila,https://s.glbimg.com/es/sde/f/2022/02/23/23b11c9392056eda52cf2816d37b89a0_FORMATO.png,114892,0.0,1371,0.0,0.0,,,,,,,,,,,,,,,,,,,,
723,6,0.53,Thauan Lara dos Santos,Internacional,26,4,T. Lara,2,Thauan Lara,0.82,thauan-lara,https://s.glbimg.com/es/sde/f/2022/04/02/5d726b8f94648d84abb8f41592046ce6_FORMATO.png,115061,0.0,285,0.0,0.67,,1.0,,3.0,5.0,,1.0,5.0,,,,,17.0,,,,,,,
724,6,7.89,Matheus França de Oliveira,Flamengo,26,6,M. França,4,Matheus França,2.92,matheus-franca,https://s.glbimg.com/es/sde/f/2022/04/25/52035534eea583575956f43e6e6dc166_FORMATO.png,115100,9.5,262,1.52,1.75,,,,2.0,4.0,,3.0,,,1.0,,,11.0,,,,,,,
725,5,1.27,Caio Matheus da Silva,São Paulo,26,0,Caio,5,Caio,1.0,caio,https://s.glbimg.com/es/sde/f/2022/04/06/c624743dce9149ef9c0122f7eabd3337_FORMATO.png,115227,0.0,276,0.0,0.0,,,,,,,,,,,,,,,,,,,,
726,6,1.27,Wesley Vinícius França Lima,Flamengo,26,0,Wesley,2,Wesley,1.0,wesley,https://s.glbimg.com/es/sde/f/2021/12/05/8fcf55ad052505872e3e5e1a9a855e72_FORMATO.png,115239,0.0,262,0.0,0.0,,,,,,,,,,,,,,,,,,,,
727,6,0.71,Kaiky Marques Naves,Palmeiras,26,2,Naves,4,Naves,0.73,naves,https://s.glbimg.com/es/sde/f/2022/04/06/c9e4adc1f61472c24308d45dc3778f10_FORMATO.png,115246,0.0,275,0.0,-0.5,,,,,3.0,,,,,,,,1.0,,,,,,,
728,6,1.27,Kaique Pereira Azarias,Palmeiras,26,0,Kaique,1,Kaique,1.0,kaique,https://s.glbimg.com/es/sde/f/2022/04/06/42c5ad338bd56af0c7eeb86e91a85304_FORMATO.png,115247,0.0,275,0.0,0.0,,,,,,,,,,,,,,,,,,,,
729,6,1.27,Jhonatan dos Santos Rosa,Palmeiras,26,0,Jhonatan,4,Jhonatan,1.0,jhonatan,https://s.glbimg.com/es/sde/f/2022/02/21/f581287c6b927db9eda0862d313afcf5_FORMATO.png,115248,0.0,275,0.0,0.0,,,,,,,,,,,,,,,,,,,,
730,6,1.27,Jean Carlos Albino Bonora,Atlético-GO,26,0,Jean,5,Jean,1.0,jean,https://s.glbimg.com/es/sde/f/2022/03/03/3b51db8f65383d2dcdd685c69f8c82a1_FORMATO.png,115269,0.0,373,0.0,0.0,,,,,,,,,,,,,,,,,,,,
731,6,4.14,Habraão Lincon do Nascimento Saraiva,Fortaleza,26,4,Habraão,3,Habraão,2.61,habraao,https://s.glbimg.com/es/sde/f/2022/05/12/79c1454b609937a5b20a3a0b549b4f9f_FORMATO.png,115270,0.0,356,0.0,7.33,,,,3.0,5.0,1.0,3.0,4.0,,1.0,,,14.0,3.0,,,,,,
732,6,1.27,Isaac Souza Valença,Atlético-GO,26,0,Isaac,4,Isaac,1.0,isaac,https://s.glbimg.com/es/sde/f/2022/03/03/6f52ecb0f50d779aa6d3a2dedf8c2332_FORMATO.png,115272,0.0,373,0.0,0.0,,,,,,,,,,,,,,,,,,,,
733,6,1.27,Emersonn Correia da Silva,Athlético-PR,26,0,Emersonn,5,Emersonn,1.0,emersonn,https://s.glbimg.com/es/sde/f/2021/12/09/ef22051bd5702578dd49c2ea6d4bc4d8_FORMATO.png,115273,0.0,293,0.0,0.0,,,,,,,,,,,,,,,,,,,,
734,6,1.16,Rwan Philipe Rodrigues de Souza Cruz,Santos,26,11,Rwan,5,Rwan,3.19,rwan,https://s.glbimg.com/es/sde/f/2022/03/03/87ee12224aa1dccc15149c42181e9432_FORMATO.png,115404,0.0,277,0.0,2.77,,1.0,,6.0,7.0,3.0,2.0,9.0,1.0,2.0,2.0,,21.0,,,,,,,
735,6,6.15,Brayan Andrés Ceballos Jiménez,Fortaleza,26,13,Ceballos,3,Ceballos,4.73,ceballos,https://s.glbimg.com/es/sde/f/2022/05/12/74e0c34f6d9685b4e494c70171746de9_FORMATO.png,115502,0.0,356,0.0,3.5,,4.0,1.0,26.0,12.0,2.0,6.0,3.0,1.0,,1.0,,68.0,4.0,,,,,,
736,6,0.82,Yan da Cruz Souto,Goiás,26,6,Y. Souto,3,Yan Souto,2.48,yan-souto,https://s.glbimg.com/es/sde/f/2022/04/05/9fcc839762fbeec9574032b56e3d8717_FORMATO.png,115511,0.0,290,0.0,1.82,,1.0,,5.0,7.0,,2.0,2.0,,,,2.0,26.0,2.0,,,,,,
737,6,5.48,Marcos Victor Ferreira da Silva,Ceará,26,3,M. Victor,3,Marcos Victor,2.92,marcos-victor,https://s.glbimg.com/es/sde/f/2022/02/22/d59ebbd8a4c8faf0f57568c90cebfab3_FORMATO.png,115537,0.0,354,0.0,4.67,,,,6.0,,,1.0,3.0,,,,,5.0,1.0,,,,,,
738,6,3.57,Arthur Augusto de Matos Soares,América-MG,26,4,Arthur,2,Arthur,2.02,arthur,https://s.glbimg.com/es/sde/f/2022/02/25/c6817b08df85a9bc6e6454cad217aaf5_FORMATO.png,115562,0.0,327,0.0,3.38,,2.0,,6.0,8.0,,2.0,,,,,,9.0,2.0,,,,,,
739,6,0.67,Rodrigo Henrique Santos de Souza,América-MG,26,4,Rodriguinho,4,Rodriguinho,1.01,rodriguinho,https://s.glbimg.com/es/sde/f/2022/02/24/cbc12bdc877ddabea0be444ea145a8d6_FORMATO.png,115563,0.0,327,0.0,1.05,,2.0,,5.0,5.0,,1.0,5.0,,,,,16.0,,,,,,,
740,6,1.24,Marcos Paulo Lima Batista Silva,Flamengo,26,1,M. Paulo,2,Marcos Paulo,0.9,marcos-paulo,https://s.glbimg.com/es/sde/f/2022/03/04/163bb035161f168ad4246ebed7e88031_FORMATO.png,115594,0.0,262,0.0,0.4,,1.0,,2.0,2.0,,,,,,,,4.0,,,,,,,
741,6,1.27,Gabriel Delfim Ferreira,Atlético-MG,26,0,G. Delfim,1,Gabriel Delfim,1.0,gabriel-delfim,https://s.glbimg.com/es/sde/f/2022/07/15/6611bdd061ed54c0fbe7137734a3699c_FORMATO.png,115674,0.0,282,0.0,0.0,,,,,,,,,,,,,,,,,,,,
742,6,-0.96,Diego Porfirio da Silva,Coritiba,26,7,Diego,2,Diego,2.14,diego,https://s.glbimg.com/es/sde/f/2022/04/04/a1f3583beb3a0b68c126affa095666ee_FORMATO.png,115678,0.0,294,0.0,3.03,,1.0,1.0,14.0,3.0,,2.0,5.0,,,1.0,,47.0,2.0,,,,,,
743,6,1.51,Gabriel Ferreira Neris,Juventude,26,1,G. Tota,4,Gabriel Tota,1.04,gabriel-tota,https://s.glbimg.com/es/sde/f/2022/03/03/092de08c75d428ac15be8a46a64c60f2_FORMATO.png,115791,0.0,286,0.0,-1.2,,1.0,,,,,,,,,,,2.0,,,,,,,
744,6,1.27,Arthur Neves Scheles,Avaí,26,0,Macaé,4,Macaé,1.0,macae,https://s.glbimg.com/es/sde/f/2022/02/23/bb984d9dc5f15f3b6b95e0024bd88b17_FORMATO.png,115792,0.0,314,0.0,0.0,,,,,,,,,,,,,,,,,,,,
745,6,3.08,Juan Miguel Ojeda Gauto,Cuiabá,26,0,J. Ojeda,3,Juan Ojeda,3.0,juan-ojeda,https://s.glbimg.com/es/sde/f/2022/02/23/329e0ce48997a983d07303483e540281_FORMATO.png,115830,0.0,1371,0.0,0.0,,,,,,,,,,,,,,,,,,,,
746,6,2.18,Gabriel Ruggeri Silva,Goiás,26,0,G. Ruggeri,2,Gabriel Ruggeri,2.0,gabriel-ruggeri,https://s.glbimg.com/es/sde/f/2022/03/10/46af53a0646102ee53d5d4a76af63dfb_FORMATO.png,115867,0.0,290,0.0,0.0,,,,,,,,,,,,,,,,,,,,
747,6,3.99,Endrick Felipe Moreira de Sousa,Palmeiras,26,0,Endrick,5,Endrick,4.0,endrick,https://s.glbimg.com/es/sde/f/2022/07/22/95c2ad3c4a89548c59eb5176f599e1b4_FORMATO.png,115959,0.0,275,0.0,0.0,,,,,,,,,,,,,,,,,,,,
748,6,1.72,Denilson Alves Borges,Cuiabá,26,1,Denilson,4,Denilson,1.28,denilson,,115986,0.0,1371,0.0,1.2,,,,1.0,,,,,,,,,,,,,,,,
749,6,1.27,Adyson do Nascimento Soares,América-MG,26,0,Adyson,5,Adyson,1.0,adyson,https://s.glbimg.com/es/sde/f/2022/02/25/816e31c3a9501bc4cafc2ef28de0e625_FORMATO.png,115998,0.0,327,0.0,0.0,,,,,,,,,,,,,,,,,,,,
750,6,1.27,Igor Jesus Lima,Flamengo,26,0,I. Jesus,4,Igor Jesus,1.0,igor-jesus,https://s.glbimg.com/es/sde/f/2022/03/04/80531a65a2f26cf1f02f11efccb065e5_FORMATO.png,116013,0.0,262,0.0,0.0,,,,,,,,,,,,,,,,,,,,
751,6,1.27,Petterson Novaes Reis,Flamengo,26,0,Petterson,5,Petterson,1.0,petterson,,116025,0.0,262,0.0,0.0,,,,,,,,,,,,,,,,,,,,
752,6,2.34,Victor Hugo Gomes Silva,Flamengo,26,12,V. Hugo,4,Victor Hugo,3.3,victor-hugo,https://s.glbimg.com/es/sde/f/2022/04/27/fe19307b5221c38cbe407f4f65e38e0b_FORMATO.png,116034,2.4,262,-0.31,3.91,2.0,,,12.0,3.0,3.0,3.0,9.0,,2.0,,,30.0,,,,,,,
753,6,6.56,José Hugo Sousa dos Santos,Coritiba,26,7,J. Hugo,5,José Hugo,3.0,jose-hugo,https://s.glbimg.com/es/sde/f/2022/04/13/1a74e02e1bb55b5af8b1d0a3465e6931_FORMATO.png,116056,0.0,294,0.0,3.29,,,,7.0,5.0,2.0,4.0,9.0,,1.0,,,20.0,,,,,,,
754,6,1.27,Nicolas Arno Luft,Juventude,26,0,Nicolas,2,Nicolas,1.0,nicolas,https://s.glbimg.com/es/sde/f/2022/03/03/127b2ef745d8d8ce07263510d07af046_FORMATO.png,116074,0.0,286,0.0,0.0,,,,,,,,,,,,,,,,,,,,
755,6,1.27,Arthur de Bem Ribas,Juventude,26,0,Arthur,1,Arthur,1.0,arthur,https://s.glbimg.com/es/sde/f/2022/03/03/63f61e57755d004bee8679580bd46491_FORMATO.png,116083,0.0,286,0.0,0.0,,,,,,,,,,,,,,,,,,,,
756,6,2.17,João Moreira Sanmartin Souza,São Paulo,26,2,J. Moreira,2,João Moreira,2.75,joao-moreira,https://s.glbimg.com/es/sde/f/2022/03/01/b2773da8a486428f92cda01d2ab65d9e_FORMATO.png,116137,0.0,276,0.0,3.8,,,,3.0,4.0,,,3.0,,,,1.0,3.0,1.0,,,,,,
757,6,2.18,Pedro Igor de Souza Carneiro Martins,Ceará,26,0,P. Igor,5,Pedro Igor ,2.0,pedro-igor,https://s.glbimg.com/es/sde/f/2022/04/30/1918ff24fba4db581fc0c8eb04e60090_FORMATO.png,116192,0.0,354,0.0,0.0,,,,,,,,,,,,,,,,,,,,
758,6,0.57,Hércules Pereira do Nascimento,Fortaleza,26,18,Hércules,4,Hércules,4.03,hercules,https://s.glbimg.com/es/sde/f/2022/05/12/6429cedc69ac434a2c09ab6caf1f83c7_FORMATO.png,116447,-0.1,356,-0.37,2.92,,1.0,,24.0,11.0,7.0,10.0,6.0,,2.0,1.0,,69.0,,,,,,,
759,7,-1.96,Lucas Xavier Gazal,Atlético-GO,26,3,L. Gazal,3,Lucas Gazal,1.05,lucas-gazal,https://s.glbimg.com/es/sde/f/2022/07/22/de95b3fbede3ee5abdf1c4f555c03bb6_FORMATO.png,116589,0.0,373,0.0,0.27,,,1.0,,2.0,,,,,,,,6.0,1.0,,,,,,
760,6,1.27,Jhonny Cardinoti Pedro,Fluminense,26,0,Jhonny,2,Jhonny,1.0,jhonny,https://s.glbimg.com/es/sde/f/2022/02/24/07c2ee6d264dd5863593c52fdaba42b5_FORMATO.png,116825,0.0,266,0.0,0.0,,,,,,,,,,,,,,,,,,,,
761,6,0.9,Vitor Hugo da Silva Gonçalves,Goiás,26,1,V. Hugo,5,Vitor Hugo,0.73,vitor-hugo,https://s.glbimg.com/es/sde/f/2022/06/15/e9a4232ccc1b1549eab9baa7148aec27_FORMATO.png,116834,0.0,290,0.0,-0.1,,,,,,,,,,,,,1.0,,,,,,,
762,6,1.27,Reginaldo dos Santos Moreira,Goiás,26,0,Reginaldo,5,Reginaldo,1.0,reginaldo,https://s.glbimg.com/es/sde/f/2022/04/15/c6b1985503cc71ba6d6154b448940158_FORMATO.png,116835,0.0,290,0.0,0.0,,,,,,,,,,,,,,,,,,,,
763,6,2.18,Werik Silva Pinto,Bragantino,26,0,Popó,5,Popó,2.0,popo,,116994,0.0,280,0.0,0.0,,,,,,,,,,,,,,,,,,,,
764,6,1.27,Lucas Pereira Ramires Constante,Juventude,26,0,L. Ramires,3,Lucas Ramires,1.0,lucas-ramires,https://s.glbimg.com/es/sde/f/2022/03/03/eb8c8371f6fca1507410ac29d7eec0b6_FORMATO.png,117199,0.0,286,0.0,0.0,,,,,,,,,,,,,,,,,,,,
765,6,0.55,Robert Renan Alves Barbosa,Corinthians,26,3,R. Renan,3,Robert Renan,0.85,robert-renan,https://s.glbimg.com/es/sde/f/2022/03/11/8dd73ea0b46a5ae62fca694e1dc2afa9_FORMATO.png,117330,0.0,264,0.0,1.67,,1.0,,2.0,3.0,,,1.0,,,,,10.0,1.0,,,,,,
766,6,1.27,Gabryel da Silva Martins,Fluminense,26,0,G. Martins,5,Gabryel Martins,1.0,gabryel-martins,,117335,0.0,266,0.0,0.0,,,,,,,,,,,,,,,,,,,,
767,6,1.27,João Luiz da Silva Cipriano,Fluminense,26,0,Cipriano,3,Cipriano,1.0,cipriano,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/09/03/photo_FORMATO.png,117336,0.0,266,0.0,0.0,,,,,,,,,,,,,,,,,,,,
768,6,1.27,Kawan Thomaz Reis de Moraes,Botafogo,26,0,Kawan,3,Kawan,1.0,kawan,https://s.glbimg.com/es/sde/f/2022/05/04/53923487da15da09cccfd077e342fab3_FORMATO.png,117343,0.0,263,0.0,0.0,,,,,,,,,,,,,,,,,,,,
769,6,1.27,Leonardo Mana Hernandes,Corinthians,26,0,L. Maná,2,Léo Maná,1.0,leo-mana,https://s.glbimg.com/es/sde/f/2022/07/02/5c3199a34de47846ae66a0560d4e7417_FORMATO.png,117459,0.0,264,0.0,0.0,,,,,,,,,,,,,,,,,,,,
770,7,-0.45,Giuliano Galoppo,São Paulo,26,5,Galoppo,4,Galoppo,4.7,galoppo,https://s.glbimg.com/es/sde/f/2022/07/26/2ca20d35cbccce7d03bb8c585af8fddc_FORMATO.png,117579,-1.1,276,-0.57,1.54,,1.0,,5.0,9.0,3.0,6.0,2.0,,,,,40.0,,,,,,,
771,6,1.27,Young Navarro Moraes,São Paulo,26,0,Young,1,Young,1.0,young,https://s.glbimg.com/es/sde/f/2022/06/09/a86b56def70c12bfc279ed57d8082355_FORMATO.jpeg,117818,0.0,276,0.0,0.0,,,,,,,,,,,,,,,,,,,,
772,2,3.79,Luiz Gustavo Oliveira da Silva,São Paulo,26,8,Luizão,3,Luizão,2.4,luizao,https://s.glbimg.com/es/sde/f/2022/05/15/eae05816cbdd8d3baa72d189ff569c87_FORMATO.png,117819,4.5,276,-0.57,3.31,,3.0,,13.0,8.0,,,3.0,,1.0,,,32.0,2.0,,,,,,
773,6,0.53,Giovane Santana do Nascimento,Corinthians,26,7,Giovane,5,Giovane,1.24,giovane,https://s.glbimg.com/es/sde/f/2022/04/10/9eb2577dedd89c266c2eeaf15cdf800a_FORMATO.png,117849,0.0,264,0.0,0.37,,2.0,,4.0,7.0,1.0,1.0,2.0,,,1.0,,20.0,,,,,,,1.0
774,6,2.18,Jhalmar Sebastian Joffre Soliz,Botafogo,26,0,S. Joffre,5,Sebastian Joffre,2.0,sebastian-joffre,https://s.glbimg.com/es/sde/f/2022/04/13/b76a4684338b807e13de0a0f1473653e_FORMATO.png,117866,0.0,263,0.0,0.0,,,,,,,,,,,,,,,,,,,,
775,6,1.37,Estevão Barreto de Oliveira,Internacional,26,5,Estevão,4,Estevão,0.82,estevao,https://s.glbimg.com/es/sde/f/2022/04/19/9dbe5edaeb65550ab441717b0e0e3349_FORMATO.png,117870,1.6,285,0.08,0.14,,,,1.0,1.0,,,1.0,,,,,7.0,,,,,,,
776,5,0.62,Wesley Gassova Ribeiro Teixeira,Corinthians,26,1,Wesley,5,Wesley,0.73,wesley,https://s.glbimg.com/es/sde/f/2022/04/19/e9c12ff02569765cb5c876412fae8bb8_FORMATO.png,117909,0.0,264,0.0,-0.3,,,,,1.0,,,,,,,,,,,,,,,
777,6,1.27,Breno de Souza Bidon,Corinthians,26,0,B. Bidon,4,Breno Bidon,1.0,breno-bidon,https://s.glbimg.com/es/sde/f/2022/04/19/5aab366dff88f381cc1af3b3ace6419b_FORMATO.png,117910,0.0,264,0.0,0.0,,,,,,,,,,,,,,,,,,,,
778,6,1.27,Leonardo Estigarribia Ferreira,Athlético-PR,26,0,L. Dourado,3,Léo Dourado,1.0,leo-dourado,https://s.glbimg.com/es/sde/f/2022/04/20/65e5a2ee973bf4eab96f17afb6454113_FORMATO.png,117966,0.0,293,0.0,0.0,,,,,,,,,,,,,,,,,,,,
779,6,1.27,Luiz Henrique Rosa Roque da Paz,São Paulo,26,0,L. Henrique,4,Luiz Henrique,1.0,luiz-henrique,https://s.glbimg.com/es/sde/f/2022/05/03/aebadf5f37c2408be749646adf161f9b_FORMATO.png,118092,0.0,276,0.0,0.0,,,,,,,,,,,,,,,,,,,,
780,6,1.27,Leonardo de Almeida Silva,São Paulo,26,0,L. Silva,4,Léo Silva,1.0,leo-silva,https://s.glbimg.com/es/sde/f/2022/05/03/dba51c520a148f72bdbcec428b7cb580_FORMATO.png,118093,0.0,276,0.0,0.0,,,,,,,,,,,,,,,,,,,,
