"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.gato_mestre.media_pontos_mandante","atletas.gato_mestre.media_pontos_visitante","atletas.gato_mestre.media_minutos_jogados","atletas.gato_mestre.minutos_jogados","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","DE","DP","DS","FS","GS","SG","CA","PC","A","FC","FD","FF","PI","FT","G","I","PS","PP","CV","GC"
"608",114497,23, 290,"lat","6", 0.00, 3.23, 0.00, 4.92, 4, 4.37,  5.76666667,  2.40000000, 45.00000000, 48.00000000,"juan-pablo","Juan Pablo","J. Pablo","Juan Pablo Vilela Tavares","https://s.glbimg.com/es/sde/f/2022/05/13/d5f393c2bc737b4b3cc94a7710bdeaf9_FORMATO.png","Goiás",NA,NA, 6,NA,NA, 3,NA,NA,NA, 6,NA, 1, 15,NA,NA,NA,NA,NA,NA,NA
"609",116192,23, 354,"ata","6", 0.00, 2.00, 0.00, 0.00, 0, 2.57,NA,NA,NA,NA,"pedro-igor","Pedro Igor ","P. Igor","Pedro Igor de Souza Carneiro Martins","https://s.glbimg.com/es/sde/f/2022/04/30/1918ff24fba4db581fc0c8eb04e60090_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610",107186,23, 293,"lat","6", 0.00, 1.00, 0.00, 0.00, 0, 1.43,NA,NA,NA,NA,"vinicius-kaue","Vinicius Kauê","V. Kauê","Vinicius Kauê Ribeiro Ferreira","https://s.glbimg.com/es/sde/f/2021/04/16/0367fa0859b4ea67ba8191afd67f560e_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611", 72142,23, 327,"zag","7", 0.00, 4.67, 0.00, 2.53,10, 7.12,  2.68000000,  2.38000000, 53.00000000, 95.00000000,"danilo-avelar","Danilo Avelar","D. Avelar","Danilo Fernando Avelar","https://s.glbimg.com/es/sde/f/2022/04/12/2a7b85e6015605e0770fe393faf72a9a_FORMATO.png","América-MG",NA,NA,10, 3,NA, 2, 1,NA,NA, 8, 3, 8, 48,NA,NA,NA,NA,NA,NA,NA
"612",107191,23, 293,"lat","6", 0.00, 1.00, 0.00, 0.00, 0, 1.43,NA,NA,NA,NA,"leonardo-ataide","Leonardo Ataíde","L. Ataíde","Leonardo Ataíde de Oliveira Siqueira","https://s.glbimg.com/es/sde/f/2021/12/08/9440c054d747c490573927d3d0cb770c_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613",117866,23, 263,"ata","6", 0.00, 2.00, 0.00, 0.00, 0, 2.57,NA,NA,NA,NA,"sebastian-joffre","Sebastian Joffre","S. Joffre","Jhalmar Sebastian Joffre Soliz","https://s.glbimg.com/es/sde/f/2022/04/13/b76a4684338b807e13de0a0f1473653e_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614",109626,23, 293,"ata","6", 0.00, 3.00, 0.00, 0.00, 0, 3.71,NA,NA,NA,NA,"davi-araujo","Davi Araújo","D. Araújo","Davi Machado dos Santos Araújo","https://s.glbimg.com/es/sde/f/2020/08/29/b9c87f70ecb56043ef451bf7071e086e_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615",115227,23, 276,"ata","5", 0.00, 1.00, 0.00, 0.00, 0, 1.43,NA,NA,NA,NA,"caio","Caio","Caio","Caio Matheus da Silva","https://s.glbimg.com/es/sde/f/2022/04/06/c624743dce9149ef9c0122f7eabd3337_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616", 98832,23, 314,"mei","6", 0.20, 2.54,-0.03, 1.13,12, 0.39,  1.06666667,  1.30000000, 35.00000000, 25.00000000,"jean-pyerre","Jean Pyerre","J. Pyerre","Jean Pyerre Casagrande Silveira Correa","https://s.glbimg.com/es/sde/f/2022/04/13/314c25e8b719422ff7df581055839515_FORMATO.png","Avaí",NA,NA, 4, 6,NA,NA, 1,NA,NA, 1,NA, 4, 42,NA, 1,NA,NA,NA,NA,NA
"617",108741,23, 290,"ata","6", 0.00, 1.32, 0.00, 0.93,11, 2.76,  0.38750000,  2.36666667, 31.00000000, 20.00000000,"renato-junior","Renato Junior","R. Junior","Renato Barbosa dos Santos Junior","https://s.glbimg.com/es/sde/f/2022/04/05/aaad5989249282ee07375a4f7b9bf1da_FORMATO.png","Goiás",NA,NA, 6, 4,NA,NA, 3,NA, 1, 8, 1, 2, 13,NA,NA, 1,NA,NA,NA,NA
"618",117870,23, 285,"mei","6", 0.00, 0.74, 0.00,-0.23, 4, 1.18, -0.26666667, -0.10000000, 18.00000000, 11.00000000,"estevao","Estevão","Estevão","Estevão Barreto de Oliveira","https://s.glbimg.com/es/sde/f/2022/04/19/9dbe5edaeb65550ab441717b0e0e3349_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA, 1,NA,NA,  6,NA,NA,NA,NA,NA,NA,NA
"619", 69189,23, 290,"zag","5", 0.00, 2.84, 0.00, 3.34, 5, 2.17,NA,NA, 98.00000000, 96.00000000,"sidimar","Sidimar","Sidimar","Sidimar Fernando Cigolini","https://s.glbimg.com/es/sde/f/2022/04/29/c5cc58a18cf72c8dca55b618306e1483_FORMATO.png","Goiás",NA,NA, 4, 4,NA, 2,NA,NA,NA, 2,NA, 2, 11,NA,NA,NA,NA,NA,NA,NA
"620",114802,23, 293,"ata","6", 3.50, 6.43, 0.29, 4.38,17, 3.05,  2.02222222,  7.03750000, 46.00000000, 23.00000000,"vitor-roque","Vitor Roque","V. Roque","Vitor Hugo Roque Ferreira","https://s.glbimg.com/es/sde/f/2022/04/13/59faf7245c4ab4b19c4800e95b221dbb_FORMATO.png","Athlético-PR",NA,NA,14,28,NA,NA, 4,NA,NA,16, 9, 7, 24, 1, 4, 5, 4,NA,NA,NA
"621",111491,23, 294,"mei","6", 0.00, 1.30, 0.00, 2.90, 1, 2.34,NA,NA, 33.00000000, 33.00000000,"biel","Biel","Biel","Luiz Gabriel de Oliveira Fonseca","https://s.glbimg.com/es/sde/f/2022/02/23/5b82464e99f850761874b4e2c46b1b14_FORMATO.png","Coritiba",NA,NA, 2, 2,NA,NA,NA,NA,NA,NA,NA,NA,  5,NA,NA,NA,NA,NA,NA,NA
"622",108528,23, 294,"mei","6", 0.00, 4.74, 0.00, 3.04, 5, 5.19,NA,NA, 68.00000000, 46.00000000,"galarza","Galarza","Galarza","Matías Galarza Fonda","https://s.glbimg.com/es/sde/f/2022/04/05/aa0e8e944c857702c77135690cfe04d8_FORMATO.png","Coritiba",NA,NA,14, 8,NA,NA, 2,NA,NA,12,NA, 4, 32,NA,NA,NA,NA,NA,NA,NA
"623",117966,23, 293,"zag","6", 0.00, 1.00, 0.00, 0.00, 0, 1.43,NA,NA,NA,NA,"leo-dourado","Léo Dourado","L. Dourado","Leonardo Estigarribia Ferreira","https://s.glbimg.com/es/sde/f/2022/04/20/65e5a2ee973bf4eab96f17afb6454113_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624",110465,23, 262,"mei","6", 0.00, 2.00, 0.00, 0.00, 0, 2.57,NA,NA,NA,NA,"daniel-cabral","Daniel Cabral","D. Cabral","Daniel Cabral de Oliveira","https://s.glbimg.com/es/sde/f/2021/04/26/a2187a2c57635b43ffbb1a653c278c0c_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625", 93236,23, 264,"lat","5", 0.00, 8.44, 0.00, 4.62,16, 4.51,  6.27000000,  1.86666667, 77.00000000, 60.00000000,"rafael-ramos","Rafael Ramos","R. Ramos","Rafael António Figueiredo Ramos","https://s.glbimg.com/es/sde/f/2022/05/18/09bdd01c9f906effed187c29bcc3582f_FORMATO.png","Corinthians",NA,NA,37,11,NA, 8, 3,NA, 1,18, 1, 2,154,NA,NA,NA,NA,NA,NA,NA
"626", 82634,23, 314,"mei","6", 0.00, 2.30,-0.41, 0.32, 4, 0.22,  0.55000000,  0.10000000, 39.00000000,  9.00000000,"matheus-galdezani","Matheus Galdezani","M. Galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2022/04/29/b9fda8f5bfa19e70a34683a735a20171_FORMATO.png","Avaí",NA,NA, 5,NA,NA,NA, 2,NA,NA, 6,NA, 1, 17,NA,NA,NA,NA,NA,NA,NA
"627",113203,23, 280,"zag","6", 0.00, 2.72, 0.00, 1.78, 9, 0.18,  2.60000000,  0.75000000, 75.00000000, 66.00000000,"lomonaco","Lomónaco","Lomónaco","Kevin Lomónaco","https://s.glbimg.com/es/sde/f/2022/06/02/269ea7a5ee84f815bccf1916cb6f6b72_FORMATO.png","Bragantino",NA,NA, 8, 5,NA, 2, 1,NA,NA, 8,NA,NA, 27,NA,NA,NA,NA,NA,NA,NA
"628",104778,23, 294,"ata","6", 0.00, 4.06, 0.00, 2.52,17, 0.49,  1.75000000,  3.21111111, 43.00000000, 30.00000000,"adrian-martinez","Adrián Martínez","A. Martínez","Adrián Emmanuel Martínez","https://s.glbimg.com/es/sde/f/2022/04/13/99374bfd5efaa2edba1ce8eafae97d35_FORMATO.png","Coritiba",NA,NA, 7, 6,NA,NA, 5,NA,NA,13, 6, 6, 32,NA, 4, 4,NA,NA,NA,NA
"629",113157,23, 294,"lat","6", 0.00, 1.05, 0.00,-0.32, 5, 0.16, -0.36666667, -0.25000000, 35.00000000, 23.00000000,"nathan","Nathan","Nathan","Nathan Gabriel de Souza Mendes","https://s.glbimg.com/es/sde/f/2022/05/12/de6b8729fcf47b68e0f72bfc25b2423e_FORMATO.png","Coritiba",NA,NA, 3, 4,NA,NA, 1,NA,NA, 5,NA,NA, 17,NA,NA,NA,NA,NA, 1,NA
"630",116034,23, 262,"mei","7",10.00, 4.25, 1.13, 4.40, 9, 8.34,  5.30000000,  3.68000000, 61.00000000, 71.00000000,"victor-hugo","Victor Hugo","V. Hugo","Victor Hugo Gomes Silva","https://s.glbimg.com/es/sde/f/2022/04/27/fe19307b5221c38cbe407f4f65e38e0b_FORMATO.png","Flamengo",NA,NA, 9, 4,NA,NA,NA,NA, 2, 1, 2, 1, 21,NA, 2,NA,NA,NA,NA,NA
"631", 68685,23, 285,"mei","2", 1.30, 7.14, 0.24, 3.94,12, 1.89,  5.98000000,  2.50000000, 60.00000000, 30.00000000,"alan-patrick","Alan Patrick","A. Patrick","Alan Patrick Lourenço","https://s.glbimg.com/es/sde/f/2022/04/12/d0f45ab083d12ecd860e02a9bf048379_FORMATO.png","Internacional",NA,NA, 8,24,NA,NA, 2,NA, 2, 6, 6, 2, 52,NA, 2,NA,NA,NA,NA,NA
"632", 94931,23, 263,"mei","7", 1.60, 4.37,-0.47, 3.11,15, 1.69,  3.46000000,  2.93000000, 78.00000000, 98.00000000,"lucas-fernandes","Lucas Fernandes","L. Fernandes","Lucas Fernandes da Silva","https://s.glbimg.com/es/sde/f/2022/04/14/78229f97f56ef7eb329c2706eca4f38a_FORMATO.png","Botafogo",NA,NA,16,16,NA,NA, 3,NA, 2,20,10,13,100, 2,NA,NA,NA,NA,NA,NA
"633",112060,23, 354,"ata","6", 0.00, 0.89, 0.00, 0.63, 3, 1.31,NA,NA, 10.00000000,  6.00000000,"joao-victor","João Victor","J. Victor","João Victor Vieira Ferreira Sousa","https://s.glbimg.com/es/sde/f/2021/05/24/c908392c2c080c709d4f8f7016d8bdbc_FORMATO.png","Ceará",NA,NA,NA, 1,NA,NA,NA,NA,NA, 1, 1, 1,  3,NA,NA,NA,NA,NA,NA,NA
"634", 92180,23, 290,"tec","7", 6.55, 7.01, 0.62, 3.93,22, 5.93,NA,NA,NA,NA,"jair-ventura","Jair Ventura","J. Ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635",105901,23, 373,"mei","7", 0.00, 2.40, 0.00, 1.50,13,-0.29,  1.20000000,  1.85000000, 33.00000000, 23.00000000,"edson-fernando","Edson Fernando","E. Fernando","Edson Fernando da Silva Gomes","https://s.glbimg.com/es/sde/f/2022/04/12/f57b8667fe8b6260cbb9d4e2f6de8814_FORMATO.png","Atlético-GO",NA,NA,15,13,NA,NA, 3,NA,NA, 7, 1, 1, 19,NA,NA,NA,NA,NA,NA,NA
"636",117910,23, 264,"mei","6", 0.00, 1.00, 0.00, 0.00, 0, 1.43,NA,NA,NA,NA,"breno-bidon","Breno Bidon","B. Bidon","Breno de Souza Bidon","https://s.glbimg.com/es/sde/f/2022/04/19/5aab366dff88f381cc1af3b3ace6419b_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637",101725,23, 290,"ata","6", 0.00, 0.73, 0.00, 0.00, 1, 0.74,NA,NA,  8.00000000,  8.00000000,"matheusinho","Matheusinho","Matheusinho","Matheus Santos Soares","https://s.glbimg.com/es/sde/f/2022/04/30/c4508af01cb1a796f08b6846127c31c0_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638", 98888,23, 314,"gol","6", 0.00, 1.00, 0.00, 0.00, 0, 1.43,NA,NA,NA,NA,"claudio-vitor","Cláudio Vitor","C. Vitor","Cláudio Vitor Morais de Lima Cruz","https://s.glbimg.com/es/sde/f/2022/02/21/5b3e266e38c6e96d2301a3aac76f74d2_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639",106219,23, 293,"mei","6", 0.00, 1.00, 0.00, 0.00, 0, 1.43,NA,NA,NA,NA,"kawan","Kawan","Kawan","Kawan Gabriel da Silva","https://s.glbimg.com/es/sde/f/2022/02/21/f32be788b285e944b21d286da2e5b28d_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640",105845,23, 264,"mei","6", 0.00, 1.00, 0.00, 0.00, 0, 1.43,NA,NA,NA,NA,"matheus-araujo","Matheus Araújo","M. Araújo","Matheus de Araújo Andrade","https://s.glbimg.com/es/sde/f/2022/04/27/1609ad4f570f05f5c824b78abbb3b610_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641", 72391,23, 266,"tec","7", 6.84,10.73, 1.06, 4.80,19, 6.53,NA,NA,NA,NA,"fernando-diniz","Fernando Diniz","F. Diniz","Fernando Diniz Silva","https://s.glbimg.com/es/sde/f/2021/05/09/62a59a2e7ec6602b8811cb920c3c3dba_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642",117909,23, 264,"ata","5", 0.00, 0.73, 0.00,-0.30, 1, 0.58,NA,NA,  7.00000000,  7.00000000,"wesley","Wesley","Wesley","Wesley Gassova Ribeiro Teixeira","https://s.glbimg.com/es/sde/f/2022/04/19/e9c12ff02569765cb5c876412fae8bb8_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643",108659,23,1371,"mei","6", 0.00, 2.11, 0.00, 0.86, 5, 0.93,NA,NA, 46.00000000, 20.00000000,"rivas","Rivas","Rivas","Cristhian Yonaiker Rivas Vielma - Cristian","https://s.glbimg.com/es/sde/f/2022/02/23/1f9a18c6a38ce7b0c86a89f400ac4bb8_FORMATO.png","Cuiabá",NA,NA, 5,NA,NA,NA, 2,NA,NA, 3, 1, 1,  8,NA,NA,NA,NA,NA,NA,NA
"644",106835,23, 327,"zag","6", 0.00, 1.98, 0.00, 2.61, 8,-0.65,  1.88000000,  2.87500000, 85.00000000, 96.00000000,"luan-patrick","Luan Patrick","L. Patrick","Luan Patrick Wiedthauper","https://s.glbimg.com/es/sde/f/2022/04/12/9c00f6187003445f286a82aab4e21989_FORMATO.png","América-MG",NA,NA,12, 2,NA, 2, 3,NA,NA, 5, 1, 1, 20,NA,NA,NA,NA,NA,NA,NA
"645",115239,23, 262,"lat","6", 0.00, 1.00, 0.00, 0.00, 0, 1.43,NA,NA,NA,NA,"wesley","Wesley","Wesley","Wesley Vinícius França Lima","https://s.glbimg.com/es/sde/f/2021/12/05/8fcf55ad052505872e3e5e1a9a855e72_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646",115674,23, 282,"gol","6", 0.00, 1.00, 0.00, 0.00, 0, 1.43,NA,NA,NA,NA,"gabriel-delfim","Gabriel Delfim","G. Delfim","Gabriel Delfim Ferreira","https://s.glbimg.com/es/sde/f/2022/07/15/6611bdd061ed54c0fbe7137734a3699c_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647",118092,23, 276,"mei","6", 0.00, 1.00, 0.00, 0.00, 0, 1.43,NA,NA,NA,NA,"luiz-henrique","Luiz Henrique","L. Henrique","Luiz Henrique Rosa Roque da Paz","https://s.glbimg.com/es/sde/f/2022/05/03/aebadf5f37c2408be749646adf161f9b_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648",111402,23, 314,"mei","6", 0.00, 1.15, 0.00, 0.13, 3, 0.26,  0.00000000,  0.13333333, 16.00000000, 22.00000000,"vitinho","Vitinho","Vitinho","Victor Júlio Alves de Paula","https://s.glbimg.com/es/sde/f/2022/04/14/a3b3acd682ad4df74865ef90e9e309f1_FORMATO.png","Avaí",NA,NA,NA, 2,NA,NA,NA,NA,NA,NA,NA,NA,  6,NA,NA,NA,NA,NA,NA,NA
"649",105844,23, 264,"zag","6", 0.00, 1.00, 0.00, 0.00, 0, 1.43,NA,NA,NA,NA,"belezi","Belezi","Belezi","Lucas Belezi Barbosa","https://s.glbimg.com/es/sde/f/2022/04/27/1403485e99847596de3480809a06ce45_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650",111546,23, 354,"mei","6", 0.00, 2.00, 0.00, 0.00, 0, 2.57,NA,NA,NA,NA,"david","David","David","Antônio David Souza Araújo","https://s.glbimg.com/es/sde/f/2022/05/05/225815574b0c19408aa5038fe14b8eaa_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651",105337,23, 373,"mei","6", 0.00, 1.37, 0.00, 0.43, 6, 1.11,NA,NA, 22.00000000, 32.00000000,"lucas-lima","Lucas Lima","L. Lima","Lucas Eduardo Lima da Silva","https://s.glbimg.com/es/sde/f/2022/04/12/70eb076758000af45ab12f6fdea8abca_FORMATO.png","Atlético-GO",NA,NA, 1, 2,NA,NA,NA,NA,NA, 4,NA, 3,  8,NA,NA,NA,NA,NA,NA,NA
"652",108274,23, 354,"zag","6", 0.00, 2.00, 0.00, 0.00, 0, 2.57,NA,NA,NA,NA,"david-ricardo","David Ricardo","D. Ricardo","David Ricardo Loiola da Silva","https://s.glbimg.com/es/sde/f/2022/05/05/eca803d743d8a10b46ac4b03ccd6b039_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653",118093,23, 276,"mei","6", 0.00, 1.00, 0.00, 0.00, 0, 1.43,NA,NA,NA,NA,"leo-silva","Léo Silva","L. Silva","Leonardo de Almeida Silva","https://s.glbimg.com/es/sde/f/2022/05/03/dba51c520a148f72bdbcec428b7cb580_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654", 43618,23, 293,"tec","7", 2.80, 9.34, 0.07, 4.62,18, 3.14,NA,NA,NA,NA,"luiz-felipe-scolari","Luiz Felipe Scolari","L. Scolari","Luiz Felipe Scolari","https://s.glbimg.com/es/sde/f/2021/07/09/e29b4de70c7cc0b46eb86661058d026f_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655", 85993,23, 263,"ata","6", 0.00, 4.35, 0.00, 1.40, 5, 1.96,NA,NA, 51.00000000, 11.00000000,"gustavo-sauer","Gustavo Sauer","G. Sauer","Gustavo Affonso Sauerbeck","https://s.glbimg.com/es/sde/f/2022/04/13/ece78d4e91579f63c336f5010cbf9053_FORMATO.png","Botafogo",NA,NA, 5, 2,NA,NA,NA,NA,NA, 2, 2,NA, 18,NA,NA,NA,NA,NA,NA,NA
"656",117199,23, 286,"zag","6", 0.00, 1.00, 0.00, 0.00, 0, 1.43,NA,NA,NA,NA,"lucas-ramires","Lucas Ramires","L. Ramires","Lucas Pereira Ramires Constante","https://s.glbimg.com/es/sde/f/2022/03/03/eb8c8371f6fca1507410ac29d7eec0b6_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657", 77809,23, 314,"ata","6", 0.00, 4.26, 0.00, 2.41,17,-0.32,  2.52500000,  2.32222222, 73.00000000, 77.00000000,"william-pottker","William Pottker","W. Pottker","William de Oliveira Pottker","https://s.glbimg.com/es/sde/f/2022/04/14/bc751c43e207d9c789fbbabe7cdd337c_FORMATO.png","Avaí",NA,NA,17,22,NA,NA, 4,NA, 1,13, 9, 5, 94,NA, 1, 8, 4, 1,NA,NA
"658", 88225,23,1371,"lat","3", 3.80, 3.36,-0.61, 2.88, 8, 3.47,  4.10000000,  1.67500000, 62.00000000, 53.00000000,"daniel-guedes","Daniel Guedes ","D. Guedes","Daniel Guedes da Silva","https://s.glbimg.com/es/sde/f/2022/04/21/eb1d1f53750f2ecb8c48b5caa3985a22_FORMATO.png","Cuiabá",NA,NA,11, 2,NA, 2, 3,NA, 2, 9,NA, 2, 67,NA,NA, 3,NA,NA,NA,NA
"659", 95332,23, 314,"ata","6", 0.00, 3.57, 0.00, 1.88, 6, 3.30,  1.55000000,  2.05000000, 27.00000000, 25.00000000,"marcinho","Marcinho","Marcinho","Márcio Antônio de Sousa Júnior","https://s.glbimg.com/es/sde/f/2022/04/14/6351c93f1e7d0b3514916390f48db891_FORMATO.png","Avaí",NA,NA, 7, 3,NA,NA,NA,NA,NA, 2, 2, 1, 11,NA,NA, 1,NA,NA,NA,NA
"660",115248,23, 275,"mei","6", 0.00, 1.00, 0.00, 0.00, 0, 1.43,NA,NA,NA,NA,"jhonatan","Jhonatan","Jhonatan","Jhonatan dos Santos Rosa","https://s.glbimg.com/es/sde/f/2022/02/21/f581287c6b927db9eda0862d313afcf5_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661",118131,23, 282,"lat","6", 0.00, 1.00, 0.00, 0.00, 0, 1.43,NA,NA,NA,NA,"carlos-daniel","Carlos Daniel","C. Daniel","Carlos Daniel de Medeiros Silva","https://s.glbimg.com/es/sde/f/2022/05/07/8bdcd4fd3838516c933cbda545c50fb0_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662",111689,23, 262,"gol","6", 0.00, 1.00, 0.00, 0.00, 0, 1.43,NA,NA,NA,NA,"bruno","Bruno","Bruno","Bruno Guimarães de Souza","https://s.glbimg.com/es/sde/f/2021/04/26/74907e67d0b8f638b82487a83ed9b680_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663",118175,23, 280,"mei","6", 0.00, 0.73, 0.00,-0.80, 1, 0.99,NA,NA, 29.00000000, 29.00000000,"nathan-camargo","Nathan Camargo ","N. Camargo","Nathan Camargo dos Santos","https://s.glbimg.com/es/sde/f/2022/05/13/019181541f21c099abef3f7edd4c4339_FORMATO.png","Bragantino",NA,NA,NA, 1,NA,NA, 1,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664", 70323,23, 373,"tec","7", 2.79, 8.31,-0.34, 3.67,17, 3.31,NA,NA,NA,NA,"jorginho","Jorginho","Jorginho","Jorge Amorim de Oliveira Campos","https://s.glbimg.com/es/sde/f/2021/04/27/ed89bb6662d329721f0b34029b57a978_FORMATO.png","Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665",117819,23, 276,"zag","6", 0.00, 1.98, 0.00, 2.13, 6, 4.30,  1.96666667,  2.30000000, 73.00000000, 23.00000000,"luizao","Luizão","Luizão","Luiz Gustavo Oliveira da Silva","https://s.glbimg.com/es/sde/f/2022/05/15/eae05816cbdd8d3baa72d189ff569c87_FORMATO.png","São Paulo",NA,NA, 7, 2,NA, 2, 3,NA,NA, 7,NA,NA, 15,NA,NA,NA,NA,NA,NA,NA
"666",107265,23, 290,"mei","6", 0.00, 1.00, 0.00, 0.00, 0, 1.43,NA,NA,NA,NA,"pedro-bahia","Pedro Bahia","P. Bahia","Pedro Henrique Pereira Viana","https://s.glbimg.com/es/sde/f/2022/03/02/5742a59ec2b94b8742b87e36f832a7d0_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667",118304,23, 290,"ata","6", 0.00, 2.37, 0.00, 2.07, 8, 0.73,  1.40000000,  2.46000000, 27.00000000, 19.00000000,"pedro-junqueira","Pedro Junqueira","P. Junqueira","Pedro Junqueira de Oliveira","https://s.glbimg.com/es/sde/f/2022/05/28/daf47e16b7c4b25b2d36116cb68f3383_FORMATO.png","Goiás",NA,NA,10, 4,NA,NA, 1,NA, 1, 2,NA, 1, 17,NA,NA,NA,NA,NA,NA,NA
"668",115594,23, 262,"lat","6", 0.00, 0.90, 0.00, 0.40, 1, 1.25,NA,NA, 35.00000000, 35.00000000,"marcos-paulo","Marcos Paulo","M. Paulo","Marcos Paulo Lima Batista Silva","https://s.glbimg.com/es/sde/f/2022/03/04/163bb035161f168ad4246ebed7e88031_FORMATO.png","Flamengo",NA,NA, 2,NA,NA,NA, 1,NA,NA, 2,NA,NA,  4,NA,NA,NA,NA,NA,NA,NA
