"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","DE","SG","GS","CA","FD","FF","FS","G","I","PI","DS","FC","A","CV","FT","PP","GC","PS","PC"
"377",50301,2,1371,"mei","7",2.8,11.79,0.56,6.9,2,NA,"everton","Everton","Everton","Everton Cardoso da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/c60eafc88d521475a07c8848255be68a_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,1,3,1,NA,7,5,6,NA,NA,NA,NA,NA,NA,NA
"378",70925,2,354,"mei","6",0,4,0,0,0,NA,"wescley","Wescley","Wescley","Wescley Gomes dos Santos","https://s.glbimg.com/es/sde/f/2022/02/22/661d0c727249c5c00f69dead20c6d16e_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",110193,2,262,"mei","7",5.9,5.01,1.64,3.5,2,NA,"lazaro","Lázaro","Lázaro","Lázaro Vinicius Marques","https://s.glbimg.com/es/sde/f/2022/03/04/611390db130106197502612466f42273_FORMATO.png","Flamengo",NA,NA,NA,NA,1,1,2,NA,NA,4,NA,2,1,NA,NA,NA,NA,NA,NA
"380",51548,2,264,"mei","6",4.4,6.63,0.22,3.05,2,NA,"giuliano","Giuliano","Giuliano","Giuliano Victor de Paula","https://s.glbimg.com/es/sde/f/2021/07/22/1e8808fa091e5d4062730e04ed46b383_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,1,NA,NA,NA,6,1,1,1,NA,NA,NA,NA,NA,NA
"381",68923,2,264,"zag","6",0,7,0,0,0,NA,"gil","Gil","Gil","Carlos Gilberto do Nascimento Silva","https://s.glbimg.com/es/sde/f/2021/08/06/4139875768caeb6b0b660c71a65008f5_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",78851,2,354,"gol","6",0,5,0,0,0,NA,"richard","Richard","Richard","Richard de Oliveira da Costa","https://s.glbimg.com/es/sde/f/2022/02/22/9d468ebf560bb9e0da9699ba4df38391_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",71695,2,373,"ata","6",0,3,0,0,0,NA,"montenegro","Montenegro","Montenegro","Brian Guillermo Montenegro Martínez","https://s.glbimg.com/es/sde/f/2022/03/03/d76015d04a616e574974d502dd8682b5_FORMATO.png","Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",106107,2,373,"ata","6",0,4,0,0,0,NA,"airton","Airton","Airton","Airton Moisés Santos Sousa","https://s.glbimg.com/es/sde/f/2022/03/03/8bedf67e65f96c1ee15936a016347f09_FORMATO.png","Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",111690,2,262,"gol","6",0,2,0,0,0,NA,"matheus-cunha","Matheus Cunha","M. Cunha","Matheus Cunha Queiroz","https://s.glbimg.com/es/sde/f/2022/03/04/fe08cea4d131b5eef265a908bb05548b_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",38138,2,264,"ata","6",0,7,0,0,0,NA,"jo","Jô","Jô","João Alves de Assis Silva","https://s.glbimg.com/es/sde/f/2021/08/06/dab8965273d992c5a42e474aeed7ef37_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",72359,2,354,"zag","7",0.7,2.51,-1.52,-0.6,2,NA,"luiz-otavio","Luiz Otávio","L. Otávio","Luiz Otávio Anacleto Leandro","https://s.glbimg.com/es/sde/f/2022/02/22/18d80f2c9d7f3c212842019dab63bd77_FORMATO.png","Ceará",NA,NA,NA,1,NA,NA,2,NA,NA,8,1,2,NA,NA,NA,NA,NA,NA,1
"388",38229,2,264,"lat","6",0,7,0,0,0,NA,"fabio-santos","Fábio Santos","F. Santos","Fábio Santos Romeu","https://s.glbimg.com/es/sde/f/2021/08/06/cc510671e18768fd48ef8d0f7c4714db_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",107107,2,373,"zag","6",0,2,0,0,0,NA,"gabriel-noga","Gabriel Noga","G. Noga","Gabriel Rodrigues Noga","https://s.glbimg.com/es/sde/f/2022/04/06/dcfecd20e4c41521f27792d86d644519_FORMATO.png","Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",86759,2,264,"mei","6",0,6,0,0,0,NA,"luan","Luan","Luan","Luan Guilherme de Jesus Vieira","https://s.glbimg.com/es/sde/f/2021/08/06/328c913e6c5fb79d1eb23f608c77e539_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",84428,2,354,"mei","6",0,8.12,0,3.3,1,NA,"fernando-sobral","Fernando Sobral","F. Sobral","Fernando Pereira do Nascimento","https://s.glbimg.com/es/sde/f/2022/02/22/d34e2d5762bbaacd3bc3b1940e28f7dd_FORMATO.png","Ceará",NA,NA,NA,NA,2,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"392",63172,2,1371,"zag","7",-0.7,5.29,-1.05,1.95,2,NA,"paulao","Paulão","Paulão","Paulo Marcos de Jesus Ribeiro","https://s.glbimg.com/es/sde/f/2022/02/23/962044a3dba4ade297a566c4d7f73d40_FORMATO.png","Cuiabá",NA,1,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA,1,NA,NA
"393",80076,2,354,"ata","7",1.7,5.46,-1.54,1.7,1,NA,"ze-roberto","Zé Roberto","Z. Roberto","José Roberto Assunção de Araújo Filho","https://s.glbimg.com/es/sde/f/2022/02/22/d2d6e5f9f0b8f9299ec51823ad4791c8_FORMATO.png","Ceará",NA,NA,NA,NA,NA,1,1,NA,1,4,1,1,NA,NA,NA,NA,NA,NA,NA
"394",86536,2,354,"mei","7",0.8,2.43,-0.74,0.3,2,NA,"richardson","Richardson","Richardson","Richardson Fernandes dos Santos","https://s.glbimg.com/es/sde/f/2022/02/22/6e7e2815732004f3d9c34e0dae8ce6f7_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,1
"395",115100,2,262,"mei","6",-0.7,1.76,-1.24,-0.7,1,NA,"matheus-franca","Matheus França","M. França","Matheus França de Oliveira","https://s.glbimg.com/es/sde/f/2021/11/17/e375e22ba7ed82ff90f63d36e09fd48f_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"396",86410,2,354,"lat","6",0,7,0,0,0,NA,"victor-luis","Victor Luis","V. Luis","Victor Luis Chuab Zamblauskas","https://s.glbimg.com/es/sde/f/2022/02/22/451062f55ce1f1bb899af8a090cd1bb5_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",114790,2,262,"zag","6",0,2,0,0,0,NA,"cleiton","Cleiton","Cleiton","Cleiton Santana dos Santos","https://s.glbimg.com/es/sde/f/2022/03/03/77e8333ca5857863075fe8be5d638cba_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",38632,2,266,"zag","6",0,3,0,0,0,NA,"matheus-ferraz","Matheus Ferraz","M. Ferraz","Matheus Ferraz Pereira","https://s.glbimg.com/es/sde/f/2021/08/19/5d9330133e81e583c73fec9279080e03_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",38162,2,266,"ata","7",0.5,6.21,-1.52,1.6,2,NA,"fred","Fred","Fred","Frederico Chaves Guedes","https://s.glbimg.com/es/sde/f/2021/08/19/c945ae80ae611c6862eef1fc338ddba6_FORMATO.png","Fluminense",NA,NA,NA,NA,1,NA,NA,NA,NA,7,NA,1,NA,NA,1,NA,NA,NA,NA
"400",81881,2,354,"gol","7",-3,2.19,-2.43,-1,2,NA,"joao-ricardo","João Ricardo","J. Ricardo","João Ricardo Riedi","https://s.glbimg.com/es/sde/f/2022/02/22/adaab64e1f87d21062e8d3820e969b1c_FORMATO.png","Ceará",3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",38545,2,266,"zag","5",0,9,0,0,0,NA,"felipe-melo","Felipe Melo","F. Melo","Felipe Melo de Carvalho","https://s.glbimg.com/es/sde/f/2022/02/24/ae51c505f4d9ceba09c22ba954cca2bf_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",110568,2,285,"ata","6",0,4,0,0,0,NA,"palacios","Palacios","Palacios","Carlos Alonso Enrique Palacios Núñez","https://s.glbimg.com/es/sde/f/2022/04/02/fff1d51d8274821b768ff3e0ce9067ee_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",68690,2,1371,"ata","7",-1.4,2.91,-1.52,0.15,2,NA,"andre","André","André","André Felipe Ribeiro de Souza","https://s.glbimg.com/es/sde/f/2022/02/23/ee02dcfd3fef8bb6cb823ff266baa89a_FORMATO.png","Cuiabá",NA,NA,NA,1,NA,NA,5,NA,NA,6,1,6,NA,NA,NA,NA,NA,NA,NA
"404",86711,2,354,"mei","7",3.4,4.88,0.19,2.25,2,NA,"richard-coelho","Richard Coelho","R. Coelho","Richard Cândido Coelho","https://s.glbimg.com/es/sde/f/2022/02/22/a9032c07d987ecaec7516f2037a7de70_FORMATO.png","Ceará",NA,NA,NA,1,NA,NA,3,NA,NA,11,5,3,NA,NA,NA,NA,NA,NA,NA
"405",50317,2,266,"zag","6",0,8.59,0,6,1,NA,"david-braz","David Braz","D. Braz","David Braz de Oliveira Filho","https://s.glbimg.com/es/sde/f/2021/08/19/32341d7b86eabffdedca59aeb3f823ba_FORMATO.png","Fluminense",NA,1,NA,NA,NA,3,1,NA,NA,7,NA,4,NA,NA,NA,NA,NA,NA,NA
"406",87402,2,354,"zag","7",0.7,3.92,-0.9,1,2,NA,"messias","Messias","Messias","Messias Rodrigues da Silva Júnior","https://s.glbimg.com/es/sde/f/2022/02/22/871ec7ac3407b7d4cb4080a3fce62515_FORMATO.png","Ceará",NA,NA,NA,NA,NA,3,NA,NA,NA,10,1,2,NA,NA,NA,NA,NA,NA,NA
"407",69010,2,1371,"gol","6",0,4,0,0,0,NA,"joao-carlos","João Carlos","J. Carlos","João Carlos Heidemann","https://s.glbimg.com/es/sde/f/2021/05/28/9d5caf065f11413aa6bf28e1d6b8acf8_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",70666,2,1371,"zag","6",0,5.35,0,4.1,1,NA,"marllon","Marllon","Marllon","Marllon Gonçalves Jerônimo Borges","https://s.glbimg.com/es/sde/f/2022/02/23/8d45db89a011dd77410922983889ff15_FORMATO.png","Cuiabá",NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA
"409",69014,2,266,"zag","7",5.2,7.55,1.34,4.8,2,NA,"manoel","Manoel","Manoel","Manoel Messias Silva Carvalho","https://s.glbimg.com/es/sde/f/2021/08/19/3df58560f1422aea6abb6f0864a5c69d_FORMATO.png","Fluminense",NA,2,NA,1,NA,1,1,NA,NA,7,1,4,NA,NA,NA,NA,NA,NA,NA
"410",89695,2,354,"ata","6",0,1.32,0,-1,0,NA,"iury-castilho","Iury Castilho","I. Castilho","Iury Lirio Freitas de Castilho","https://s.glbimg.com/es/sde/f/2022/02/22/86c0d4d6ac47c43279f6f3574192781d_FORMATO.png","Ceará",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",78867,2,1371,"mei","7",0.3,4.25,-0.77,1.45,2,NA,"rafael-gava","Rafael Gava","R. Gava","Rafael Gustavo Meneghel Gava","https://s.glbimg.com/es/sde/f/2022/02/23/16687c4ddc3ae72291f2729ad61ed092_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,1,1,NA,NA,14,3,2,NA,NA,NA,NA,NA,NA,NA
"412",62129,2,266,"mei","7",0,3.41,-1.59,0,1,NA,"wellington","Wellington","Wellington","Wellington Aparecido Martins","https://s.glbimg.com/es/sde/f/2021/08/19/40de7052f9c8eab98bb9d829f3a7890c_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",69041,2,266,"gol","6",0,4,0,0,0,NA,"muriel","Muriel","Muriel","Muriel Gustavo Becker","https://s.glbimg.com/es/sde/f/2021/08/19/b89e70804aa497ff4c74e01eadf14b11_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",88427,2,286,"mei","6",0,5,0,0,0,NA,"marlon","Marlon","Marlon","Marlon Adriano Prezotti","https://s.glbimg.com/es/sde/f/2022/03/27/52ccdcb0c3400c65e20b83b56e0a5800_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",96340,2,354,"mei","7",10.8,10.55,2.95,7.15,2,NA,"lima","Lima","Lima","Vinicius Moreira de Lima","https://s.glbimg.com/es/sde/f/2022/02/22/6d2da25187d0a8f998315ea12828e2a6_FORMATO.png","Ceará",NA,NA,NA,NA,2,4,3,1,NA,11,3,1,NA,1,NA,NA,NA,NA,NA
"416",88544,2,354,"lat","6",0,2,0,0,0,NA,"buiu","Buiú","Buiú","Marcos Ytalo Benício da Silva","https://s.glbimg.com/es/sde/f/2022/02/22/ba7e99bec918671e0921368e6c04d2d8_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",62977,2,266,"mei","7",2.1,4.95,-1.05,2.1,1,NA,"ganso","Ganso","Ganso","Paulo Henrique Chagas de Lima","https://s.glbimg.com/es/sde/f/2021/08/19/92dc3120a13d6091a3fe968b69b9f3ad_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,2,NA,NA,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"418",71505,2,1371,"ata","6",0,5,0,0,0,NA,"jenison","Jenison","Jenison","Jenison de Jesus Brito e Brito","https://s.glbimg.com/es/sde/f/2022/02/23/a62db1a25ac1ccf1a638ee5469f53f08_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",91639,2,1371,"lat","7",0,6.15,-0.72,2.7,2,NA,"igor-carius","Igor Cariús","I. Cariús","Igor Aquino da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/fa3ebd08b3835164b2532b908f71ccfe_FORMATO.png","Cuiabá",NA,1,NA,1,NA,NA,2,NA,NA,17,3,5,NA,NA,NA,NA,NA,NA,NA
"420",78856,2,1371,"mei","6",2.1,2.6,-0.24,0.7,2,NA,"marcao-silva","Marcão Silva","M. Silva","Marcos Antônio Almeida Silva","https://s.glbimg.com/es/sde/f/2022/02/23/1137efd5de0473f1c88c49348353a899_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,NA,NA
"421",88033,2,1371,"zag","7",2.6,5.9,0.48,3.4,2,NA,"alan-empereur","Alan Empereur","A. Empereur","Alan Pereira Empereur","https://s.glbimg.com/es/sde/f/2022/02/22/a78f168b55aeb8d74c3b965a7b4f75d2_FORMATO.png","Cuiabá",NA,1,NA,1,NA,NA,2,NA,NA,12,3,2,NA,NA,NA,NA,NA,NA,NA
"422",104125,2,354,"ata","6",-0.2,2.64,-1.36,-0.2,1,NA,"cleber","Cléber","Cléber","Cléber Bomfim de Jesus","https://s.glbimg.com/es/sde/f/2022/02/22/89740a418c814d6271ac39fa501351e3_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",85423,2,1371,"mei","6",3.7,4.24,0.24,3.7,1,NA,"valdivia","Valdívia","Valdívia","Wanderson Ferreira de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/23/ec8d7f67b026fc679f8ac3b10514eefd_FORMATO.png","Cuiabá",NA,NA,NA,NA,1,NA,1,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA
"424",73465,2,266,"zag","6",0,7.2,0,4.9,1,NA,"luccas-claro","Luccas Claro","L. Claro","Luccas Claro dos Santos","https://s.glbimg.com/es/sde/f/2021/08/19/8c50341650843ddc5390dc6070c687ef_FORMATO.png","Fluminense",NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",103088,2,354,"zag","6",0,7.13,0,7.8,1,NA,"lucas-ribeiro","Lucas Ribeiro","L. Ribeiro","Lucas Ribeiro dos Santos","https://s.glbimg.com/es/sde/f/2022/02/22/aae12a036ac543be8da51c964dc65831_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",97321,2,1371,"ata","6",0,3.9,0,-0.1,1,NA,"alesson","Alesson","Alesson","Alesson dos Santos Batista","https://s.glbimg.com/es/sde/f/2022/02/23/712ddec1e1d5a64377efd6d330d2a984_FORMATO.png","Cuiabá",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"427",87009,2,266,"mei","6",0,5.55,0,1.4,1,NA,"nathan","Nathan","Nathan","Nathan Allan de Souza","https://s.glbimg.com/es/sde/f/2022/02/24/5b24dcfd0bacc2f53b4b9499b289f22f_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,2,1,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"428",105336,2,354,"mei","6",0.4,1.17,-0.75,-0.35,2,NA,"geovane","Geovane","Geovane","Geovane da Silva de Souza","https://s.glbimg.com/es/sde/f/2022/02/22/51d0acc60547a33ee6200befb38c5cc6_FORMATO.png","Ceará",NA,NA,NA,1,NA,1,1,NA,NA,10,1,4,NA,NA,NA,NA,NA,NA,NA
"429",102464,2,354,"lat","6",-0.7,2.44,-1.56,-0.7,1,NA,"kelvyn","Kelvyn","Kelvyn","Kelvyn Ramos da Fonseca","https://s.glbimg.com/es/sde/f/2022/02/22/b0ae3ad3abe8dabd95e5f349d5c3b9c7_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"430",97810,2,354,"ata","6",-0.5,2.61,-0.96,0.45,2,NA,"erick","Erick","Erick","Erick de Arruda Serafim","https://s.glbimg.com/es/sde/f/2022/02/22/391609eb9a9349eac73814c39b4be34c_FORMATO.png","Ceará",NA,NA,NA,1,2,1,NA,NA,NA,10,NA,1,NA,NA,NA,NA,NA,NA,NA
"431",92146,2,1371,"ata","7",0.7,3.89,-0.4,1.6,2,NA,"andre-luis","André Luís","A. Luís","Andre Luis da Costa Alfredo","https://s.glbimg.com/es/sde/f/2022/02/23/4ba86feb09facb90b3a01b1712c3c8f5_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,4,NA,NA,3,2,3,NA,NA,NA,NA,NA,NA,NA
"432",84523,2,356,"ata","6",0,2.71,0,-0.9,1,NA,"romarinho","Romarinho","Romarinho","José Romário Silva de Souza","https://s.glbimg.com/es/sde/f/2022/02/25/e50884279ab1ac610314ad6e57a9060d_FORMATO.png","Fortaleza",NA,NA,NA,NA,NA,NA,1,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA
"433",101054,2,1371,"ata","6",0,3.6,-0.69,1.25,2,NA,"felipe-marques","Felipe Marques","F. Marques","Felipe Marques da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/a6d728d21e5ecaec684045ba4d68975c_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"434",106819,2,354,"gol","6",0,2,0,0,0,NA,"vinicius-machado","Vinicius Machado","V. Machado","Vinicius Réquia Machado","https://s.glbimg.com/es/sde/f/2022/02/22/141e34a4013c3361e1d6514578362558_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",113010,2,1371,"mei","6",0,2,0,0,0,NA,"osorio","Osorio","Osorio","Kelvin David Osorio Antury","https://s.glbimg.com/es/sde/f/2022/02/23/e978cacf512124a39a2efe2b6b5d8164_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",88597,2,356,"mei","6",-0.3,3.47,-1.81,-0.15,2,NA,"lucas-crispim","Lucas Crispim","L. Crispim","Lucas de Figueiredo Crispim","https://s.glbimg.com/es/sde/f/2022/02/25/8611f7483561d1d163cd27198e0336b9_FORMATO.png","Fortaleza",NA,NA,NA,NA,NA,NA,1,NA,1,10,1,3,NA,NA,NA,NA,NA,NA,NA
"437",63354,2,285,"zag","7",3.8,4.96,-0.04,3.8,1,NA,"rodrigo-moledo","Rodrigo Moledo","R. Moledo","Rodrigo Modesto da Silva Moledo","https://s.glbimg.com/es/sde/f/2022/04/02/a672a123ec8d7b626a7c7aad1211dc94_FORMATO.png","Internacional",NA,NA,NA,NA,1,1,2,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA
"438",115867,2,290,"lat","6",0,2,0,0,0,NA,"gabriel-ruggeri","Gabriel Ruggeri","G. Ruggeri","Gabriel Ruggeri Silva","https://s.glbimg.com/es/sde/f/2022/03/10/46af53a0646102ee53d5d4a76af63dfb_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",101573,2,1371,"mei","7",0.1,4.18,-1.1,1.05,2,NA,"pepe","Pepê","Pepê","João Pedro Vilardi Pinto","https://s.glbimg.com/es/sde/f/2022/02/23/f7d3a51faa57213871975b0e01258892_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,1,NA,NA,8,3,4,NA,NA,NA,NA,NA,NA,NA
"440",104519,2,1371,"mei","5",0,4,0,0,0,NA,"camilo","Camilo","Camilo","Camilo Reijers de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/23/960b7b2641de9da54e54550f285f7f85_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",84817,2,356,"ata","7",3.1,6.01,-0.07,2.65,2,NA,"robson","Robson","Robson","Robson dos Santos Fernandes","https://s.glbimg.com/es/sde/f/2022/02/25/6d625807fa7a6d37492ec7d37c654dc8_FORMATO.png","Fortaleza",NA,NA,NA,1,NA,4,7,NA,NA,2,NA,4,NA,NA,NA,NA,NA,1,NA
"442",102292,2,1371,"ata","6",6.2,4.58,1.58,6.2,1,NA,"marquinhos","Marquinhos","Marquinhos","Marcos Vinícius Sousa Natividade","https://s.glbimg.com/es/sde/f/2022/02/23/d01325a4162f7cf8ab6ded0b51a5c48c_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,4,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA
"443",115830,2,1371,"zag","6",0,3,0,0,0,NA,"juan-ojeda","Juan Ojeda","J. Ojeda","Juan Miguel Ojeda Gauto","https://s.glbimg.com/es/sde/f/2022/02/23/329e0ce48997a983d07303483e540281_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",113477,2,290,"mei","6",0,3,0,0,0,NA,"albano","Albano","Albano","Albano Sehn Neto","https://s.glbimg.com/es/sde/f/2022/03/10/c959ed67cf005ec11cd99723ebc7d433_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",62023,2,285,"mei","7",6.4,6.02,1.02,6.4,1,NA,"d-alessandro","D'Alessandro","D'Alessandro","Andrés Nicolas D'Alessandro","https://s.glbimg.com/es/sde/f/2022/04/02/dcd0708216cccaee4245d1adfce86e69_FORMATO.png","Internacional",NA,NA,NA,1,NA,NA,1,1,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",87929,2,356,"mei","7",0.6,5.11,-0.83,1.8,2,NA,"matheus-vargas","Matheus Vargas","M. Vargas","Matheus de Vargas","https://s.glbimg.com/es/sde/f/2022/02/25/3a58ec3c5319ac4e86e915da024b3fb4_FORMATO.png","Fortaleza",NA,NA,NA,NA,NA,3,3,NA,1,20,2,2,NA,NA,NA,NA,NA,NA,NA
"447",97339,2,285,"ata","7",3.8,4.18,0.28,1.85,2,NA,"wesley-moraes","Wesley Moraes","W. Moraes","Wesley Moraes Ferreira da Silva","https://s.glbimg.com/es/sde/f/2022/04/02/e22fc4b6b55040f6a411b8f8864fa534_FORMATO.png","Internacional",NA,NA,NA,NA,2,1,3,NA,NA,7,NA,1,NA,NA,NA,NA,NA,NA,NA
"448",72951,2,285,"zag","7",-0.8,4.67,-1.14,1.5,2,NA,"mercado","Mercado","Mercado","Gabriel Iván Mercado","https://s.glbimg.com/es/sde/f/2022/04/02/a0ef6aa6bdbb6858462fa294d19eb211_FORMATO.png","Internacional",NA,NA,NA,2,NA,NA,NA,NA,NA,1,5,3,NA,NA,NA,NA,NA,NA,NA
"449",86841,2,285,"mei","6",3.8,4.7,0.08,1.9,2,NA,"boschilia","Boschilia","Boschilia","Gabriel Boschilia","https://s.glbimg.com/es/sde/f/2022/04/02/c206be82adb058c6ba1e3bc51d58712d_FORMATO.png","Internacional",NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,3,1,NA,NA,NA,NA,NA,NA
"450",78865,2,285,"mei","6",1.2,4.58,-1.42,1.2,1,NA,"rodrigo-dourado","Rodrigo Dourado","R. Dourado","Rodrigo Dourado Cunha","https://s.glbimg.com/es/sde/f/2022/04/02/147aa17c3111d8eefb2db4a13530ab8d_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"451",100761,2,285,"mei","6",0,5.42,0,2.2,1,NA,"liziero","Liziero","Liziero","Igor Matheus Liziero Pereira ","https://s.glbimg.com/es/sde/f/2022/04/02/68d5b0b8c93444cf3f88161d109fe461_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,1,NA,NA,10,3,3,NA,NA,NA,NA,NA,NA,NA
