"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","DS","PI","SG","CA","DE","FS","GS","PC","A","FC","FD","FF","G","I","FT","PP","CV","PS","DP","GC"
"568",87262,13,277,"mei","6",0,4.23,0,1.23,4,4.02,"willian-maranhao","Willian Maranhão","W. Maranhão","Willian Marlon Ferreira Moraes","https://s.glbimg.com/es/sde/f/2022/03/25/593ee3a7e1faac36e8519aa86b2922e9_FORMATO.png","Santos",5,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"569",110465,13,262,"mei","6",0,2,0,0,0,2.76,"daniel-cabral","Daniel Cabral","D. Cabral","Daniel Cabral de Oliveira","https://s.glbimg.com/es/sde/f/2021/04/26/a2187a2c57635b43ffbb1a653c278c0c_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",113252,13,327,"mei","6",0,1,0,0,0,1.37,"kevyn","Kevyn ","Kevyn ","Kevyn da Silva Soares","https://s.glbimg.com/es/sde/f/2021/04/30/032e557b820f29db1c46c062515fef99_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",40990,13,262,"tec","7",2.43,7.64,-0.68,3.94,12,2.27,"dorival-junior","Dorival Júnior","D. Júnior","Dorival Silvestre Júnior","https://s.glbimg.com/es/sde/f/2022/03/28/d28c444ff6eaf5f7b58d9f2ef2bd5075_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",85931,13,280,"mei","7",9.4,8.77,-1.73,6.19,8,7.39,"hyoran","Hyoran","Hyoran","Hyoran Kaue Dalmoro","https://s.glbimg.com/es/sde/f/2022/05/05/d656de14270c212a9409e2e8138e3b20_FORMATO.png","Bragantino",8,49,NA,1,NA,5,NA,NA,2,9,6,6,3,NA,NA,NA,NA,NA,NA,NA
"573",38398,13,264,"mei","7",4.2,7.07,0.24,2.78,11,3.52,"renato-augusto","Renato Augusto","R. Augusto","Renato Soares de Oliveira Augusto","https://s.glbimg.com/es/sde/f/2022/04/27/df30c3d9066a2e16c6625e3aa0a64436_FORMATO.png","Corinthians",18,69,NA,NA,NA,11,NA,NA,NA,9,3,2,1,1,NA,NA,NA,NA,NA,NA
"574",111491,13,294,"mei","6",0,1.3,0,2.9,1,1.99,"biel","Biel","Biel","Luiz Gabriel de Oliveira Fonseca","https://s.glbimg.com/es/sde/f/2022/02/23/5b82464e99f850761874b4e2c46b1b14_FORMATO.png","Coritiba",2,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",108946,13,263,"ata","6",0,8.71,0,2.97,11,2.46,"victor-sa","Victor Sá","V. Sá","João Victor Santos Sá","https://s.glbimg.com/es/sde/f/2022/03/26/8c102c9688490530dace27161b1abf3e_FORMATO.png","Botafogo",16,63,NA,1,NA,13,NA,NA,NA,5,4,4,1,2,NA,NA,NA,NA,NA,NA
"576",93790,13,373,"mei","7",8.8,8.16,1.41,3.99,13,6.86,"marlon-freitas","Marlon Freitas","M. Freitas","Marlon Rodrigues Freitas","https://s.glbimg.com/es/sde/f/2022/03/03/85a5271ee9f81358e6e4009139db31e5_FORMATO.png","Atlético-GO",31,94,NA,1,NA,1,NA,NA,3,10,4,5,1,1,1,1,NA,NA,NA,1
"577",99214,13,277,"mei","7",3.9,6.07,0.18,2.71,11,3.22,"rodrigo-fernandez","Rodrigo Fernández","R. Fernández","Rodrigo Fernández Cedrés","https://s.glbimg.com/es/sde/f/2022/03/29/6fdde8730fb97a5d12a85b4ebd9d4e93_FORMATO.png","Santos",33,51,NA,4,NA,12,NA,2,NA,29,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"578",100763,13,276,"mei","5",0,7.41,0,-0.2,1,9.2,"gabriel-sara","Gabriel Sara","G. Sara","Gabriel Davi Gomes Sara","https://s.glbimg.com/es/sde/f/2022/03/01/b98717b5d5b0fef1f3992ca77376aa46_FORMATO.png","São Paulo",NA,1,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",111173,13,327,"lat","6",0,1,0,0,0,1.37,"carlos-junio","Carlos Junio","C. Junio","Carlos Junio Rodrigues do Carmo","https://s.glbimg.com/es/sde/f/2022/02/25/c4829e0c9e8fc25760e95add75c4a14e_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",115562,13,327,"lat","6",0,0.73,0,-1.2,2,1.1,"arthur","Arthur","Arthur","Arthur Augusto de Matos Soares","https://s.glbimg.com/es/sde/f/2022/02/25/c6817b08df85a9bc6e6454cad217aaf5_FORMATO.png","América-MG",NA,2,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",98289,13,373,"ata","7",3.7,5.21,-0.92,2.67,13,3.02,"churin","Churín","Churín","Diego Churín Puyo","https://s.glbimg.com/es/sde/f/2022/04/07/9a194b1a94b42ab9128ae5de58f877b1_FORMATO.png","Atlético-GO",10,48,NA,2,NA,12,NA,NA,NA,10,3,9,2,2,NA,NA,NA,NA,NA,NA
"582",111837,13,266,"gol","6",0,1,0,0,0,1.37,"gustavo-ramalho","Gustavo Ramalho","G. Ramalho","Gustavo Ramalho Bremer Pinto","https://s.glbimg.com/es/sde/f/2021/03/11/93f569dba64ea879ba52b815372f17f4_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",82640,13,286,"ata","6",0.8,5.27,-0.37,1.6,8,0.96,"paulinho-moccelin","Paulinho Moccelin","P. Moccelin","Paulo Roberto Moccelin","https://s.glbimg.com/es/sde/f/2022/03/28/14a09169dc180c16b6d92687a244b03f_FORMATO.png","Juventude",10,36,NA,1,NA,8,NA,NA,1,10,2,4,NA,2,NA,NA,2,NA,NA,NA
"584",94154,13,264,"mei","5",0,4.96,0,1.34,8,2.54,"maycon","Maycon","Maycon","Maycon de Andrade Barberan","https://s.glbimg.com/es/sde/f/2022/04/27/93d33456c4171b57f22ba1ac2d386882_FORMATO.png","Corinthians",13,50,NA,3,NA,3,NA,NA,NA,8,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"585",110235,13,263,"ata","6",0,1,0,0,0,1.37,"vitinho","Vitinho","Vitinho","João Victor Vaz Lopes Pinto","https://s.glbimg.com/es/sde/f/2022/02/21/06f62207594681a2c0cf91f05c7c0ee9_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",104646,13,294,"lat","6",-3,3.74,-1.68,2.03,3,-1.86,"warley","Warley","Warley","Warley Leandro da Silva","https://s.glbimg.com/es/sde/f/2022/03/14/b7d98e233737934792b2f3eb22d9865e_FORMATO.png","Coritiba",NA,11,2,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"587",50879,13,293,"mei","6",0,4.03,0,0.58,4,3.14,"marlos","Marlos","Marlos","Marlos Romero Bonfim","https://s.glbimg.com/es/sde/f/2022/02/21/5a0a36ab5f18930dc3a619724138d367_FORMATO.png","Athlético-PR",1,11,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588",97900,13,285,"zag","6",1,4.62,-0.52,2.29,9,1.05,"vitao","Vitão","Vitão","Vitor Eduardo da Silva Matos","https://s.glbimg.com/es/sde/f/2022/04/07/01775b31d2f7befdabaf91e9ab272edd_FORMATO.png","Internacional",9,32,1,NA,NA,2,NA,NA,NA,6,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"589",69705,13,276,"mei","5",0,7.17,0,3.22,4,8.47,"nikao","Nikão","Nikão","Maycon Vinícius Ferreira da Cruz","https://s.glbimg.com/es/sde/f/2022/03/01/6a7ca5b138f4ff481ca19603933a7507_FORMATO.png","São Paulo",1,22,NA,NA,NA,6,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,NA,NA
"590",104074,13,276,"zag","6",0,2,0,0,0,2.76,"walce","Walce","Walce","Walce da Silva Costa Filho","https://s.glbimg.com/es/sde/f/2022/03/01/42769c38f612d4af2143de3132ce1cec_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591",104681,13,356,"ata","6",0,2,0,0,0,2.76,"gabriel-silva","Gabriel Silva","G. Silva","Gabriel Santos Silva","https://s.glbimg.com/es/sde/f/2022/03/29/208d9eaf6488734e37ec5ee3a9192684_FORMATO.png","Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592",105171,13,294,"ata","6",0,7.53,0,4.53,10,2.5,"fabricio","Fabrício","Fabrício","Fabrício Daniel de Souza","https://s.glbimg.com/es/sde/f/2022/03/28/f0649db7ef628f37d591d13a7698494f_FORMATO.png","Coritiba",18,28,NA,NA,NA,12,NA,NA,2,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA
"593",92696,13,356,"ata","6",0,4.08,0,1.25,6,2.43,"renato-kayzer","Renato Kayzer","R. Kayzer","Renato Kayzer de Souza","https://s.glbimg.com/es/sde/f/2022/05/12/ce357a36cf5cfd1b7a54c51d99516c88_FORMATO.png","Fortaleza",2,7,NA,NA,NA,3,NA,NA,NA,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"594",73850,13,327,"ata","7",2.1,5.15,-0.65,3.34,9,1.87,"aloisio","Aloísio","Aloísio","Aloísio dos Santos Gonçalves","https://s.glbimg.com/es/sde/f/2022/03/31/a411b722d7d0edc88f871c1a48191dc1_FORMATO.png","América-MG",4,25,NA,NA,NA,11,NA,NA,NA,19,7,2,2,10,1,NA,NA,NA,NA,NA
"595",88393,13,262,"lat","7",4,6.96,-1.38,4.9,9,3.36,"ayrton-lucas","Ayrton Lucas","A. Lucas","Ayrton Lucas Dantas de Medeiros","https://s.glbimg.com/es/sde/f/2022/04/14/36837bfe151af329a80e71d5dc2bc8e0_FORMATO.png","Flamengo",16,51,2,1,NA,20,NA,NA,1,12,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"596",100074,13,277,"ata","7",2.9,6.23,-0.55,2.52,10,2.53,"jhojan-julio","Jhojan Julio","J. Julio","Jhojan Esmaides Julio Palacios","https://s.glbimg.com/es/sde/f/2022/03/31/c076d4a6758a288c3f3f7521da98c18f_FORMATO.png","Santos",17,45,NA,2,NA,17,NA,NA,1,20,2,2,NA,2,NA,NA,NA,NA,NA,NA
"597",91888,13,314,"lat","7",0.6,5.48,0.12,3,13,0.79,"kevin","Kevin ","Kevin ","Kevin Peterson dos Santos Silva","https://s.glbimg.com/es/sde/f/2022/04/07/32ffdd8867e2421dccfe5b1574d47bd4_FORMATO.png","Avaí",22,182,3,1,NA,4,NA,NA,1,11,1,5,1,1,NA,NA,NA,NA,NA,NA
"598",71691,13,286,"ata","6",3.2,9.47,-0.05,5.12,8,2.97,"oscar-ruiz","Óscar Ruíz","Ã. Ruíz","Óscar Ramón Ruiz Roa","https://s.glbimg.com/es/sde/f/2022/03/29/898734e22fa875d79527394af4789eeb_FORMATO.png","Juventude",7,30,NA,1,NA,7,NA,NA,NA,1,2,4,3,3,1,NA,NA,1,NA,NA
"599",69165,13,262,"zag","7",5.3,7.4,0.1,3.65,7,4.35,"pablo","Pablo","Pablo","Pablo Nascimento Castro","https://s.glbimg.com/es/sde/f/2022/04/25/71280a4dfbfab7898164a7269b1a357e_FORMATO.png","Flamengo",14,21,2,3,NA,1,NA,NA,NA,9,2,1,NA,1,1,NA,NA,NA,NA,NA
"600",102928,13,293,"ata","6",0,5.33,0,2.47,7,4.96,"canobbio","Canobbio","Canobbio","Agustín Canobbio Graviz","https://s.glbimg.com/es/sde/f/2022/03/30/ae776027bce5d99b2a19ab81b191f35b_FORMATO.png","Athlético-PR",12,30,NA,NA,NA,11,NA,NA,NA,9,NA,4,NA,1,NA,NA,NA,NA,NA,NA
"601",96725,13,263,"lat","7",7.1,8.71,-0.04,4.48,12,5.7,"saravia","Saravia","Saravia","Renzo Saravia","https://s.glbimg.com/es/sde/f/2022/03/15/fe7e3baf028e564db9023bc25ef5ec34_FORMATO.png","Botafogo",34,108,2,4,NA,23,NA,NA,1,17,NA,4,NA,NA,1,NA,NA,NA,NA,NA
"602",88312,13,282,"zag","7",6,13.15,0.52,4.37,12,5.24,"junior-alonso","Junior Alonso","J. Alonso","Junior Osmar Ignacio Alonso Mujica","https://s.glbimg.com/es/sde/f/2021/05/02/032f0f12e9d3ede51e80e7fe49b836da_FORMATO.png","Atlético-MG",12,63,6,1,NA,1,NA,NA,2,5,NA,4,NA,NA,1,NA,NA,NA,NA,NA
"603",60819,13,293,"zag","6",0,4,0,0,0,5.54,"dede","Dedé","Dedé","Anderson Vital da Silva","https://s.glbimg.com/es/sde/f/2022/03/31/f4e46346ca5d28ae8ddcac536b72bd0f_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604",107183,13,293,"gol","6",0,2,0,0,0,2.76,"leo-linck","Léo Linck","L. Linck","Léo Matias Baiersdorf Linck","https://s.glbimg.com/es/sde/f/2021/04/14/31751fba3a98d772473dace237a4be33_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605",115272,13,373,"mei","6",0,1,0,0,0,1.37,"isaac","Isaac","Isaac","Isaac Souza Valença","https://s.glbimg.com/es/sde/f/2022/03/03/6f52ecb0f50d779aa6d3a2dedf8c2332_FORMATO.png","Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606",102906,13,293,"gol","6",0,3,0,0,0,4.15,"anderson","Anderson","Anderson","Anderson Silva da Paixão","https://s.glbimg.com/es/sde/f/2019/09/25/83402cd7511dec123de5ec04e0677a53_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607",71227,13,277,"zag","5",0,12.4,0,4.11,10,3.94,"maicon","Maicon","Maicon","Maicon Pereira Roque","https://s.glbimg.com/es/sde/f/2022/03/14/d137592918a80391170a5d4fdc021480_FORMATO.png","Santos",16,55,3,NA,NA,4,NA,NA,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA
"608",98888,13,314,"gol","6",0,1,0,0,0,1.37,"claudio-vitor","Cláudio Vitor","C. Vitor","Cláudio Vitor Morais de Lima Cruz","https://s.glbimg.com/es/sde/f/2022/02/21/5b3e266e38c6e96d2301a3aac76f74d2_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609",98496,13,1371,"gol","6",0,1,0,0,0,1.37,"vinicius","Vinícius","Vinícius","Vinícius Teodoro Barreta Melo","https://s.glbimg.com/es/sde/f/2022/02/23/7e55afddc960930adc82975477d86b1a_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610",78580,13,1371,"ata","6",-0.2,2.23,-0.42,0.38,6,0.03,"jonathan-cafu","Jonathan Cafu","J. Cafu","Jonathan Renato Barbosa","https://s.glbimg.com/es/sde/f/2021/05/28/3c667df8f70bf19082f021fa20403c6c_FORMATO.png","Cuiabá",6,8,NA,NA,NA,2,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"611",101960,13,293,"ata","6",0,3.96,0,1.97,7,2.21,"vitinho","Vitinho","Vitinho","Vitor Hugo Naum dos Santos","https://s.glbimg.com/es/sde/f/2021/05/02/6f194f584e7ed2293b58deb814cde16c_FORMATO.png","Athlético-PR",6,28,NA,1,NA,6,NA,NA,NA,6,4,2,NA,2,1,NA,NA,NA,NA,NA
"612",91856,13,373,"lat","7",-1.9,3.91,-0.79,3.11,10,-1.11,"hayner","Hayner","Hayner","Hayner Willian Monjardim Cordeiro","https://s.glbimg.com/es/sde/f/2022/04/07/f21175e4f1cb1c9ccf3df6db10da1c56_FORMATO.png","Atlético-GO",14,76,2,5,NA,13,NA,NA,2,15,2,2,NA,1,NA,NA,NA,1,NA,NA
"613",112368,13,294,"mei","6",0,2.24,0,1.65,6,1.89,"bernardo","Bernardo","Bernardo","Bernardo Marcos Pinheiro Lemes","https://s.glbimg.com/es/sde/f/2022/02/23/b2b2c421852c3e7501d00cc9bfa66b1c_FORMATO.png","Coritiba",8,14,NA,1,NA,7,NA,NA,NA,8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"614",115563,13,327,"mei","6",0,1.01,0,1.05,4,0.13,"rodriguinho","Rodriguinho","Rodriguinho","Rodrigo Henrique Santos de Souza","https://s.glbimg.com/es/sde/f/2022/02/24/cbc12bdc877ddabea0be444ea145a8d6_FORMATO.png","América-MG",5,16,NA,2,NA,5,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"615",115404,13,277,"ata","2",5.6,4.28,-0.66,4.2,7,4.32,"rwan","Rwan","Rwan","Rwan Philipe Rodrigues de Souza Cruz","https://s.glbimg.com/es/sde/f/2022/03/03/87ee12224aa1dccc15149c42181e9432_FORMATO.png","Santos",5,13,NA,NA,NA,5,NA,NA,NA,6,3,2,2,2,1,NA,NA,NA,NA,NA
"616",115791,13,286,"mei","6",-1,1.04,-0.36,-1.2,1,0.9,"gabriel-tota","Gabriel Tota","G. Tota","Gabriel Ferreira Neris","https://s.glbimg.com/es/sde/f/2022/03/03/092de08c75d428ac15be8a46a64c60f2_FORMATO.png","Juventude",NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617",115674,13,282,"gol","6",0,1,0,0,0,1.37,"gabriel-delfim","Gabriel Delfim","G. Delfim","Gabriel Delfim Ferreira","https://s.glbimg.com/es/sde/f/2022/02/27/192a6009f49a6f95cb87a204adc96456_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618",115247,13,275,"gol","6",0,1,0,0,0,1.37,"kaique","Kaique","Kaique","Kaique Pereira Azarias","https://s.glbimg.com/es/sde/f/2022/04/06/42c5ad338bd56af0c7eeb86e91a85304_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619",117819,13,276,"zag","6",0,1,0,0,0,1.37,"luizao","Luizão","Luizão","Luiz Gustavo Oliveira da Silva","https://s.glbimg.com/es/sde/f/2022/05/15/eae05816cbdd8d3baa72d189ff569c87_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620",113250,13,327,"gol","6",0,1,0,0,0,1.37,"cassio","Cássio","Cássio","José Cássio Meneses da Costa ","https://s.glbimg.com/es/sde/f/2021/04/30/654d03002d98b0dabf6606ac306a2158_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621",110995,13,293,"lat","6",5.9,3.81,-0.06,7.15,2,4.52,"pedrinho","Pedrinho","Pedrinho","Pedro Henrique Azevedo Pereira","https://s.glbimg.com/es/sde/f/2021/10/04/a4618559793af2d381a5aafe03c3616a_FORMATO.png","Athlético-PR",5,19,2,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622",116192,13,354,"ata","6",0,2,0,0,0,2.76,"pedro-igor","Pedro Igor ","P. Igor","Pedro Igor de Souza Carneiro Martins","https://s.glbimg.com/es/sde/f/2022/04/30/1918ff24fba4db581fc0c8eb04e60090_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623",82634,13,314,"mei","6",0,2.71,0,0.43,3,1.42,"matheus-galdezani","Matheus Galdezani","M. Galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2022/04/29/b9fda8f5bfa19e70a34683a735a20171_FORMATO.png","Avaí",5,17,NA,2,NA,NA,NA,NA,NA,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"624",113061,13,294,"gol","6",0,0.91,-0.42,1.5,2,0.07,"rafael-william","Rafael William","R. William","Rafael William Dias Pinheiro","https://s.glbimg.com/es/sde/f/2022/02/23/01d937c575c9690929ef3bab4767be65_FORMATO.png","Coritiba",NA,NA,NA,1,8,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625",110918,13,293,"mei","6",0,1,0,0,0,1.37,"joao-pedro","João Pedro","J. Pedro","João Pedro de Moura Siembarski","https://s.glbimg.com/es/sde/f/2021/04/14/d9fc669a9a4ad30104cb451d48935be9_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626",112734,13,263,"ata","6",0,1,0,0,0,1.37,"daniel-cruz","Daniel Cruz","D. Cruz","Daniel dos Santos da Cruz","https://s.glbimg.com/es/sde/f/2022/06/16/cdbadf012a6d22cee8d65486394e73c6_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627",105547,13,1371,"mei","6",0,1,0,0,0,1.37,"rikelme","Rikelme","Rikelme","Rikelme Hernandes Amorim Rocha","https://s.glbimg.com/es/sde/f/2021/05/28/a067031810b555578d08ab063cd3701e_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628",116034,13,262,"mei","6",0,2,0,0,0,2.76,"victor-hugo","Victor Hugo","V. Hugo","Victor Hugo Gomes Silva","https://s.glbimg.com/es/sde/f/2022/04/27/fe19307b5221c38cbe407f4f65e38e0b_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629",93014,13,264,"ata","2",0,5.07,0,0.43,6,3.23,"junior-moraes","Júnior Moraes","J. Moraes","Aluísio Chaves Ribeiro Moraes Júnior","https://s.glbimg.com/es/sde/f/2022/04/27/3c3c3537ef31150713d0fe063c826d1c_FORMATO.png","Corinthians",2,11,NA,NA,NA,4,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"630",98219,13,285,"ata","6",3.2,6.48,0.05,3.15,12,2.74,"alemao","Alemão","Alemão","Alexandre Zurawski","https://s.glbimg.com/es/sde/f/2022/04/02/6749aefb841e5462c4bb1cd86b5458e4_FORMATO.png","Internacional",7,25,NA,1,NA,22,NA,NA,NA,14,3,3,2,NA,1,NA,NA,1,NA,NA
"631",115227,13,276,"ata","5",0,1,0,0,0,1.37,"caio","Caio","Caio","Caio Matheus da Silva","https://s.glbimg.com/es/sde/f/2022/04/06/c624743dce9149ef9c0122f7eabd3337_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632",101725,13,290,"ata","6",0,0.73,0,0,1,0.46,"matheusinho","Matheusinho","Matheusinho","Matheus Santos Soares","https://s.glbimg.com/es/sde/f/2022/04/30/c4508af01cb1a796f08b6846127c31c0_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",111546,13,354,"mei","6",0,2,0,0,0,2.76,"david","David","David","Antônio David Souza Araújo","https://s.glbimg.com/es/sde/f/2022/05/05/225815574b0c19408aa5038fe14b8eaa_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634",108133,13,286,"ata","7",0,3.33,0,1.76,11,1.61,"pitta","Pitta","Pitta","Isidro Miguel Pitta Saldívar ","https://s.glbimg.com/es/sde/f/2022/04/06/d5b98eae02b3de3352cd02c6cc1b5c36_FORMATO.png","Juventude",1,47,NA,1,NA,13,NA,NA,NA,7,7,6,1,8,1,1,NA,NA,NA,NA
"635",100333,13,327,"ata","6",0,6.92,0,4.35,4,6.79,"paulinho-boia","Paulinho Bóia","P. Bóia","Paulo Henrique Pereira da Silva","https://s.glbimg.com/es/sde/f/2022/03/18/b74931f3c55e918ca03329b4d7b0c880_FORMATO.png","América-MG",1,24,NA,NA,NA,10,NA,NA,1,6,3,4,NA,4,1,NA,NA,1,NA,NA
"636",115269,13,373,"ata","6",0,1,0,0,0,1.37,"jean","Jean","Jean","Jean Carlos Albino Bonora","https://s.glbimg.com/es/sde/f/2022/03/03/3b51db8f65383d2dcdd685c69f8c82a1_FORMATO.png","Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637",107251,13,290,"zag","3",-1.4,1.45,-1.68,2.17,7,-0.9,"da-silva","Da Silva","D. Silva","João Vitor Vallony da Silva","https://s.glbimg.com/es/sde/f/2022/04/14/725c74c1640e2114b3f019ae16a79a79_FORMATO.png","Goiás",4,17,1,3,NA,1,NA,NA,NA,4,1,2,1,NA,NA,NA,NA,NA,NA,NA
"638",72391,13,266,"tec","7",7.95,9.7,1.01,4.31,9,6.38,"fernando-diniz","Fernando Diniz","F. Diniz","Fernando Diniz Silva","https://s.glbimg.com/es/sde/f/2021/05/09/62a59a2e7ec6602b8811cb920c3c3dba_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639",111413,13,314,"lat","6",0,2,0,0,0,2.76,"igor","Igor","Igor","Igor da Silva Dutra","https://s.glbimg.com/es/sde/f/2022/02/23/e2415bc46c8e600866f7be1d673bee12_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640",113857,13,314,"zag","6",0,2,0,0,0,2.76,"lipe","Lipe","Lipe","Felipe Florencio da Silva","https://s.glbimg.com/es/sde/f/2022/02/21/93072ab058127d5a10ce32d35f85beae_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641",111412,13,314,"zag","7",2.2,5.09,0.02,2.63,12,1.92,"arthur-chaves","Arthur Chaves","A. Chaves","Arthur Largura Chaves","https://s.glbimg.com/es/sde/f/2022/02/21/6102697e6547301f26bd68d36caacf40_FORMATO.png","Avaí",19,38,3,4,NA,9,NA,3,NA,9,1,2,NA,NA,NA,NA,NA,NA,NA,NA
