"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","DS","PI","SG","CA","DE","FS","GS","PC","A","FC","FD","FF","G","I","FT","PP","CV","PS","DP","GC"
"189",107972,13,263,"mei","6",0,2.49,0,2.1,7,1.34,"del-piage","Del Piage","D. Piage","Romildo Del Piage de Souza","https://s.glbimg.com/es/sde/f/2022/02/21/a34959446ac5b131b7047f846855f309_FORMATO.png","Botafogo",11,21,NA,1,NA,7,NA,NA,NA,9,1,2,NA,NA,NA,NA,NA,1,NA,NA
"190",107516,13,263,"mei","6",0,2,0,0,0,2.76,"enio","Ênio","Ênio","Sebastião Ênio Santos de Almeida","https://s.glbimg.com/es/sde/f/2022/02/21/ecd7af7a3462266c90eb1a66567aa95a_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",109461,13,282,"mei","2",0,2.24,0,0.6,4,1.93,"calebe","Calebe","Calebe","Calebe Gonçalves Ferreira da Silva","https://s.glbimg.com/es/sde/f/2021/05/02/613a829b5ab9c72bb99f5b578f017a8e_FORMATO.png","Atlético-MG",2,1,NA,1,NA,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",102598,13,280,"ata","7",-1.2,4.02,-0.83,1.49,10,-0.57,"helinho","Helinho","Helinho","Hélio Júnio Nunes de Castro","https://s.glbimg.com/es/sde/f/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png","Bragantino",7,62,NA,4,NA,8,NA,NA,1,15,3,7,NA,NA,1,NA,NA,NA,NA,NA
"193",109114,13,263,"ata","6",-0.5,3.68,-0.23,0.59,9,-0.08,"matheus-nascimento","Matheus Nascimento","M. Nascimento","Matheus Nascimento de Paula","https://s.glbimg.com/es/sde/f/2022/02/21/e418df52ba2f53e2edcd3d07b685533c_FORMATO.png","Botafogo",1,15,NA,NA,NA,6,NA,NA,NA,4,1,2,NA,NA,NA,NA,NA,1,NA,NA
"194",68698,13,314,"mei","7",6.4,7.91,1.16,3.63,11,5.14,"bruno-silva","Bruno Silva","B. Silva","Bruno César Pereira da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/7c8012647193d72e2db7ad4e887df99f_FORMATO.png","Avaí",42,72,NA,4,NA,19,NA,NA,NA,27,NA,3,NA,1,NA,NA,1,NA,NA,NA
"195",115558,13,263,"ata","6",0,1.46,0,0,1,0.9,"rikelmi","Rikelmi","Rikelmi","Rikelmi Valentim dos Santos","https://s.glbimg.com/es/sde/f/2022/02/21/20551ff81ad88eb0a57cf39ffcd66604_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",101715,13,280,"ata","6",3.6,4.52,0.33,2.2,8,2.91,"alerrandro","Alerrandro","Alerrandro","Alerrandro Barra Mansa Realino de Souza","https://s.glbimg.com/es/sde/f/2022/05/05/a190fc01a5c5880c8de5c5854ac2f555_FORMATO.png","Bragantino",6,11,NA,2,NA,4,NA,NA,NA,5,3,2,1,2,NA,NA,NA,NA,NA,NA
"197",109463,13,282,"ata","6",0,4.4,0,2.78,6,8.75,"savio","Sávio","Sávio","Sávio Moreira de Oliveira","https://s.glbimg.com/es/sde/f/2021/05/02/37517962eafc7aa02f1017d4a4865fa0_FORMATO.png","Atlético-MG",4,11,NA,NA,NA,5,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,NA
"198",84674,13,280,"mei","7",1,9.04,-0.6,2.92,10,1.38,"lucas-evangelista","Lucas Evangelista","L. Evangelista","Lucas Evangelista Santana de Oliveira","https://s.glbimg.com/es/sde/f/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png","Bragantino",14,32,NA,NA,NA,17,NA,NA,1,10,1,5,NA,1,NA,NA,NA,NA,NA,NA
"199",38133,13,280,"gol","6",0,5,0,0,0,6.93,"julio-cesar","Júlio César","J. César","Júlio César de Souza Santos","https://s.glbimg.com/es/sde/f/2022/05/05/9b1825e6eb8df8afa08e56d3f539fd63_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",69040,13,314,"gol","2",-1,3.15,-0.1,2.38,4,-0.49,"vladimir","Vladimir","Vladimir","Vladimir Orlando Cardoso de Araújo Filho","https://s.glbimg.com/es/sde/f/2022/02/21/e22d32eba9a08cd74e7a00236a0e70b1_FORMATO.png","Avaí",NA,NA,1,1,10,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",38225,13,314,"ata","7",-0.6,10.2,-1.66,5.75,11,0.27,"muriqui","Muriqui","Muriqui","Luiz Guilherme da Conceição Silva","https://s.glbimg.com/es/sde/f/2022/02/24/4df18fe9d1a25d570f6c5f99adc76327_FORMATO.png","Avaí",13,44,NA,1,NA,23,NA,NA,1,11,1,4,4,5,1,NA,NA,1,NA,NA
"202",39572,13,314,"mei","6",1.6,3.48,-0.2,1.62,4,1.41,"renato","Renato","Renato","José Renato da Silva Júnior","https://s.glbimg.com/es/sde/f/2022/02/24/c65bdd88b41fe9f8ddb3c5be562e45a9_FORMATO.png","Avaí",2,7,NA,1,NA,4,NA,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"203",111807,13,263,"mei","6",0,1,0,0,0,1.37,"juninho","Juninho","Juninho","Robson Tosta Silva Júnior","https://s.glbimg.com/es/sde/f/2022/02/21/5eda24f8ca23099ebcd88d6024570fc4_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",72079,13,314,"lat","7",2.3,6.7,0.13,2.32,12,2.12,"bruno-cortez","Bruno Cortez","B. Cortez","Bruno Cortês Barbosa","https://s.glbimg.com/es/sde/f/2022/02/23/da8da8af4eaf5969bda304828d27ac27_FORMATO.png","Avaí",15,106,3,3,NA,16,NA,NA,NA,8,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"205",105301,13,280,"ata","6",4.5,3.99,0.51,1.4,7,3.53,"jan-hurtado","Jan Hurtado","J. Hurtado","Jan Carlos Hurtado Anchico","https://s.glbimg.com/es/sde/f/2022/05/05/1bdc33333f950ae556b0e097e5493b5c_FORMATO.png","Bragantino",4,6,NA,NA,NA,3,NA,NA,NA,14,4,1,NA,3,1,NA,NA,NA,NA,NA
"206",103295,13,280,"mei","6",0,4.07,-0.19,1.32,10,0.29,"eric-ramires","Eric Ramires","E. Ramires","Eric dos Santos Rodrigues","https://s.glbimg.com/es/sde/f/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png","Bragantino",13,13,NA,1,NA,5,NA,1,NA,10,1,4,NA,NA,NA,NA,1,NA,NA,NA
"207",72359,13,354,"zag","7",7.1,4.07,-0.24,3.72,6,5.4,"luiz-otavio","Luiz Otávio","L. Otávio","Luiz Otávio Anacleto Leandro","https://s.glbimg.com/es/sde/f/2022/02/22/18d80f2c9d7f3c212842019dab63bd77_FORMATO.png","Ceará",7,15,3,1,NA,4,NA,1,NA,5,1,1,NA,1,NA,NA,NA,NA,NA,NA
"208",103695,13,280,"mei","6",0,4.2,0,1.42,9,1.72,"jadsom-silva","Jadsom Silva","J. Silva","Jadsom Meemyas de Oliveira da Silva","https://s.glbimg.com/es/sde/f/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png","Bragantino",11,22,NA,5,NA,4,NA,NA,1,9,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"209",105612,13,280,"mei","6",0,7.14,0,3.52,4,6.25,"miguel","Miguel","Miguel","Miguel Silveira dos Santos","https://s.glbimg.com/es/sde/f/2022/05/05/3853dd9ef852c207b562c78641692c50_FORMATO.png","Bragantino",3,12,NA,1,NA,4,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"210",104125,13,354,"ata","7",5.4,4.2,0.41,3.17,8,4.16,"cleber","Cléber","Cléber","Cléber Bomfim de Jesus","https://s.glbimg.com/es/sde/f/2022/02/22/89740a418c814d6271ac39fa501351e3_FORMATO.png","Ceará",13,27,NA,1,NA,5,NA,NA,NA,10,2,5,1,4,NA,NA,NA,NA,NA,NA
"211",109389,13,264,"zag","7",7.1,8.5,1.1,5.08,11,5.66,"raul-gustavo","Raul Gustavo","R. Gustavo","Raul Gustavo Pereira Bicalho","https://s.glbimg.com/es/sde/f/2022/04/27/2ec2dcd4fbfa5f682f9e2f993c93e57a_FORMATO.png","Corinthians",21,59,5,1,NA,12,NA,1,NA,7,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"212",60859,13,354,"ata","6",0,6,0,0,0,8.32,"jael","Jael","Jael","Jael Ferreira Vieira","https://s.glbimg.com/es/sde/f/2022/02/22/7d9b7c475629a1800313155c896a0e49_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",78584,13,314,"gol","2",0,7.06,0,2.17,10,6.69,"douglas-friedrich","Douglas Friedrich","D. Friedrich","Douglas Alan Schuck Friedrich","https://s.glbimg.com/es/sde/f/2022/02/21/7b6f0fbda2d34c444987ce7f2b8cc649_FORMATO.png","Avaí",NA,NA,3,1,24,2,14,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"214",73533,13,314,"gol","6",0,1.98,0,-1,0,5.26,"gledson","Glédson","Glédson","Glédson Ribeiro dos Santos","https://s.glbimg.com/es/sde/f/2022/02/21/bc56106b0fb8c7ecaadd679cfb316662_FORMATO.png","Avaí",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",107110,13,280,"zag","7",0.5,8.05,-1.67,5.16,8,0.93,"natan","Natan","Natan","Natan Bernardo de Souza","https://s.glbimg.com/es/sde/f/2022/05/05/ebc6c140c001d68b3b50f27e354d27e2_FORMATO.png","Bragantino",10,18,2,1,NA,5,NA,NA,NA,6,2,NA,2,NA,1,NA,NA,NA,NA,NA
"216",91702,13,280,"ata","5",0,4,0,0,0,5.54,"leandrinho","Leandrinho","Leandrinho","Leandro Henrique do Nascimento","https://s.glbimg.com/es/sde/f/2022/05/05/8786b0a78d3342d952c64f2f47eb33c5_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",73858,13,314,"mei","6",0.6,2.19,-0.19,0.88,9,0.59,"jean-cleber","Jean Cléber","J. Cléber","Jean Cléber Santos da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/30faa9be7f17fe35cfe84852c646b4c0_FORMATO.png","Avaí",11,43,NA,2,NA,4,NA,NA,NA,11,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"218",70925,13,354,"mei","6",0,3.48,0,2.65,2,2.64,"wescley","Wescley","Wescley","Wescley Gomes dos Santos","https://s.glbimg.com/es/sde/f/2022/02/22/661d0c727249c5c00f69dead20c6d16e_FORMATO.png","Ceará",4,2,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",89285,13,290,"mei","7",0,3.01,0,1.3,10,-0.22,"matheus-sales","Matheus Sales","M. Sales","Matheus de Sales Cabral","https://s.glbimg.com/es/sde/f/2022/04/13/4c8702a05eb20f2e973e719c61d29092_FORMATO.png","Goiás",13,22,NA,3,NA,5,NA,NA,NA,13,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"220",110270,13,264,"mei","7",3.9,9.93,-0.16,5,11,3.48,"gustavo-mantuan","Gustavo Mantuan","G. Mantuan","Gustavo Mantuan","https://s.glbimg.com/es/sde/f/2022/04/27/2c3ae2702f210eac7385bab6aba01fda_FORMATO.png","Corinthians",19,62,NA,NA,NA,7,NA,NA,1,6,4,4,3,3,NA,NA,NA,NA,NA,NA
"221",106108,13,280,"ata","6",0,1.24,0,-0.2,2,1.07,"welliton","Welliton","Welliton","Welliton Silva de Azevedo Matheus","https://s.glbimg.com/es/sde/f/2022/03/09/309a2641f2910674fae13000486c5d5d_FORMATO.png","Bragantino",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",106299,13,280,"zag","6",0,2.95,0,1.33,4,1.9,"realpe","Realpe","Realpe","Leonardo Javier Realpe Montaño","https://s.glbimg.com/es/sde/f/2022/05/05/593eafb7ce8c7aa2051ccde762f1d731_FORMATO.png","Bragantino",8,24,NA,2,NA,1,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"223",105200,13,280,"ata","6",0,2,0,0,0,2.76,"gonzalo","Gonzalo","Gonzalo","Gonzalo Schnorr Fornari","https://s.glbimg.com/es/sde/f/2021/10/08/df7aef94332d05cd281a5628fd21eebc_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",77959,13,314,"ata","6",0,2.42,0,0.7,6,0.91,"copete","Copete","Copete","Jonathan Copete Valencia","https://s.glbimg.com/es/sde/f/2022/02/24/88bdb886000cb8d576b130048d59d687_FORMATO.png","Avaí",1,16,NA,1,NA,4,NA,NA,NA,6,2,4,NA,2,NA,NA,NA,NA,NA,NA
"225",93637,13,280,"ata","6",0,4.02,0,1.76,8,-0.26,"bruno-tubarao","Bruno Tubarão","B. Tubarão","Bruno Nunes de Barros","https://s.glbimg.com/es/sde/f/2022/05/05/e9713e0b9fafec30c6da5d70fb34ca8a_FORMATO.png","Bragantino",8,45,NA,NA,NA,3,NA,NA,NA,4,4,5,NA,1,NA,NA,NA,NA,NA,NA
"226",111682,13,264,"mei","7",6,8.52,0.83,5.26,9,4.89,"adson","Adson","Adson","Adson Ferreira Soares","https://s.glbimg.com/es/sde/f/2022/04/27/cbe4b4882cf981a4fee80eeb935042c8_FORMATO.png","Corinthians",23,40,NA,NA,NA,9,NA,NA,NA,5,2,3,2,NA,NA,NA,NA,NA,NA,NA
"227",106819,13,354,"gol","6",0,2.81,0,7,1,5.01,"vinicius-machado","Vinicius Machado","V. Machado","Vinicius Réquia Machado","https://s.glbimg.com/es/sde/f/2022/02/22/141e34a4013c3361e1d6514578362558_FORMATO.png","Ceará",NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",113687,13,264,"mei","7",1.5,5.72,-0.1,3.36,12,1.45,"du-queiroz","Du Queiroz","D. Queiroz","Eduardo Santos Queiroz","https://s.glbimg.com/es/sde/f/2022/04/27/0fe4496bd189cafbfb576979be860e8a_FORMATO.png","Corinthians",30,59,NA,1,NA,5,NA,NA,2,28,2,6,NA,1,NA,NA,NA,NA,NA,NA
"229",87238,13,294,"zag","6",0,5.25,0,3.2,5,1.06,"guillermo-santos","Guillermo Santos","G. Santos","Guillermo Gabriel de los Santos Viana - Daniel","https://s.glbimg.com/es/sde/f/2022/02/23/e40fd20b4f4e43234a7d5ac7d2107fc6_FORMATO.png","Coritiba",5,23,2,2,NA,4,NA,NA,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"230",110715,13,280,"lat","6",0,3.96,0,2.25,6,1.69,"andres-hurtado","Andrés Hurtado","A. Hurtado","José Andrés Hurtado Cheme","https://s.glbimg.com/es/sde/f/2022/05/05/495e0cd517eacede744f14fefa06d6d5_FORMATO.png","Bragantino",8,35,1,1,NA,2,NA,1,1,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"231",107744,13,280,"mei","6",-0.6,7.75,-0.17,3.08,8,0.13,"praxedes","Praxedes","Praxedes","Bruno Conceição Praxedes","https://s.glbimg.com/es/sde/f/2022/05/05/f8aea5d525d74bdbe77382da13d85ed2_FORMATO.png","Bragantino",10,32,NA,2,NA,14,NA,NA,2,10,2,2,NA,1,NA,NA,NA,NA,NA,NA
"232",111408,13,264,"ata","6",0,1.34,0,-0.05,2,0.23,"felipe-augusto","Felipe Augusto","F. Augusto","Felipe Augusto da Silva","https://s.glbimg.com/es/sde/f/2022/04/27/0397eababa104f1f3a03d140431a5223_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",78851,13,354,"gol","6",0,5,0,0,0,6.93,"richard","Richard","Richard","Richard de Oliveira da Costa","https://s.glbimg.com/es/sde/f/2022/02/22/9d468ebf560bb9e0da9699ba4df38391_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",108683,13,280,"mei","6",0,4,0,0,0,5.54,"emiliano-martinez","Emiliano Martínez","E. Martínez","Emiliano Martínez Toranza","https://s.glbimg.com/es/sde/f/2022/05/05/62bad876ad70013104c71097262f0fc3_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",108176,13,354,"zag","6",5,4.25,0.91,1.82,10,3.89,"gabriel-lacerda","Gabriel Lacerda","G. Lacerda","Gabriel Santos Cordeiro Lacerda","https://s.glbimg.com/es/sde/f/2022/02/22/6e64fcfbd8fd5ae5f3a9f615b801c4bd_FORMATO.png","Ceará",6,42,3,NA,NA,NA,NA,1,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"236",101254,13,294,"ata","6",7.8,9.67,1.11,3.75,12,6.27,"alef-manga","Alef Manga","A. Manga","Alef Mangueira Severino Pereira","https://s.glbimg.com/es/sde/f/2022/02/23/2f591fe9297201b345f8815815be56ef_FORMATO.png","Coritiba",16,69,NA,4,NA,3,NA,NA,1,16,7,14,2,6,NA,NA,NA,NA,NA,NA
"237",105336,13,354,"mei","6",5,1.63,0.89,0.56,8,3.71,"geovane","Geovane","Geovane","Geovane da Silva de Souza","https://s.glbimg.com/es/sde/f/2022/02/22/51d0acc60547a33ee6200befb38c5cc6_FORMATO.png","Ceará",6,23,NA,3,NA,8,NA,NA,NA,10,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"238",38229,13,264,"lat","7",16.6,8.58,3.1,5.23,6,12.53,"fabio-santos","Fábio Santos","F. Santos","Fábio Santos Romeu","https://s.glbimg.com/es/sde/f/2022/04/27/a698af6f4d4843e3d21f96d87aa76ef7_FORMATO.png","Corinthians",11,30,3,1,NA,2,NA,NA,NA,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"239",111333,13,280,"ata","6",2.3,5.1,-0.18,1.9,10,2.02,"sorriso","Sorriso","Sorriso","Marcos Vinicios Moura","https://s.glbimg.com/es/sde/f/2022/05/05/7924434ef39a0546d8ad7fa23ca14168_FORMATO.png","Bragantino",7,46,NA,1,NA,5,NA,NA,1,11,2,2,1,NA,NA,NA,NA,NA,NA,NA
"240",109639,13,280,"ata","5",0,4,0,0,0,5.54,"gabriel-novaes","Gabriel Novaes","G. Novaes","Gabriel Novaes Fernandes","https://s.glbimg.com/es/sde/f/2022/05/05/f9a266e73e23a467f58f96fac79380bc_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",101484,13,294,"mei","6",5.4,3.05,1.31,1.46,7,4.09,"thonny-anderson","Thonny Anderson","T. Anderson","Thonny Anderson da Silva Carvalho","https://s.glbimg.com/es/sde/f/2022/02/23/aeb4c66a481ba3a88847f5c30bbf5d53_FORMATO.png","Coritiba",11,47,NA,NA,NA,6,NA,NA,NA,9,1,4,NA,NA,NA,NA,1,NA,NA,NA
"242",109426,13,280,"lat","6",0,3.08,0,1,1,3.5,"weverson","Weverson","Weverson","Weverson Moreira da Costa","https://s.glbimg.com/es/sde/f/2022/05/05/73de6346549a47db6b8bf37e5f4f06fa_FORMATO.png","Bragantino",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",108385,13,280,"zag","6",0,3,0,0,0,4.15,"haydar","Haydar","Haydar","César Rafael Haydar Villarreal","https://s.glbimg.com/es/sde/f/2022/02/21/3c1166a861ba7aaf082b37d28e538e82_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",68923,13,264,"zag","6",8.7,8.59,0.88,4.92,9,6.84,"gil","Gil","Gil","Carlos Gilberto do Nascimento Silva","https://s.glbimg.com/es/sde/f/2022/04/27/14ec5e5e1aa438191eb6e95781e175fb_FORMATO.png","Corinthians",17,27,5,1,NA,2,NA,NA,NA,5,2,1,NA,1,NA,NA,NA,NA,NA,NA
"245",101601,13,290,"mei","7",1.1,3.11,-0.07,1.97,9,1,"caio","Caio","Caio","Caio Vinicius da Conceição","https://s.glbimg.com/es/sde/f/2022/03/10/a34434b7c2c45f0720de34fdeaf8fca5_FORMATO.png","Goiás",20,30,NA,5,NA,11,NA,1,NA,21,1,3,NA,1,NA,NA,NA,NA,NA,NA
"246",104530,13,294,"ata","6",0.4,14.4,-1.23,6.84,12,1.28,"igor-paixao","Igor Paixão","I. Paixão","Igor Guilherme Barbosa da Paixão","https://s.glbimg.com/es/sde/f/2022/02/23/65a987228916ce13345ffe12d4846cff_FORMATO.png","Coritiba",12,96,NA,2,NA,27,NA,NA,2,3,8,15,4,NA,1,NA,NA,NA,NA,NA
"247",107554,13,294,"lat","6",0,5.04,0,3.52,4,8.08,"natanael","Natanael","Natanael","Natanael Moreira Milouski","https://s.glbimg.com/es/sde/f/2022/02/23/d16a948e2d2950b3b56d30d6433483a7_FORMATO.png","Coritiba",7,18,NA,NA,NA,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",53865,13,294,"ata","6",0,13.05,-2.29,6.29,8,0.95,"leo-gamalho","Léo Gamalho","L. Gamalho","Leonardo Gamalho de Souza","https://s.glbimg.com/es/sde/f/2022/02/23/4b8edf6d0d6b8c3a3c39de67b5bd75e1_FORMATO.png","Coritiba",4,21,NA,NA,NA,8,NA,NA,NA,7,5,5,4,3,1,NA,NA,1,NA,NA
"249",50856,13,294,"zag","6",0.5,5.07,-0.29,1.88,11,0.72,"henrique","Henrique","Henrique","Henrique Adriano Buss","https://s.glbimg.com/es/sde/f/2022/02/23/cb5893cb9455c5aab2d21fd3f512ece2_FORMATO.png","Coritiba",15,51,2,2,NA,4,NA,1,NA,7,2,2,NA,1,1,NA,1,NA,NA,1
"250",63172,13,1371,"zag","6",0,4.56,0,1.68,6,0.19,"paulao","Paulão","Paulão","Paulo Marcos de Jesus Ribeiro","https://s.glbimg.com/es/sde/f/2022/02/23/962044a3dba4ade297a566c4d7f73d40_FORMATO.png","Cuiabá",3,19,2,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,1
"251",51548,13,264,"mei","6",1.1,5.05,0.02,1.43,9,1.16,"giuliano","Giuliano","Giuliano","Giuliano Victor de Paula","https://s.glbimg.com/es/sde/f/2022/04/27/9ac23014ff9196c4c2a10d652798dcfa_FORMATO.png","Corinthians",6,20,NA,1,NA,2,NA,NA,1,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"252",110909,13,280,"lat","6",0,2,0,2.3,2,1.53,"guilherme","Guilherme","Guilherme","Guilherme Lopes de Almeida","https://s.glbimg.com/es/sde/f/2022/05/05/c4a6b00325dcd78ae592203ed116a738_FORMATO.png","Bragantino",3,7,NA,NA,NA,3,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"253",108539,13,264,"gol","6",0,2,0,0,0,2.76,"guilherme","Guilherme","Guilherme","Guilherme Vicentini Castellani","https://s.glbimg.com/es/sde/f/2022/04/27/d5ba0de6f8281e3ab0325007342997b6_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",113558,13,280,"ata","6",0,3,0,0,0,4.15,"bruninho","Bruninho","Bruninho","Bruno Gonçalves de Jesus","https://s.glbimg.com/es/sde/f/2022/05/05/f1f155231d0b75984084fb05c52de0db_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",101579,13,264,"zag","7",4.8,5.82,-0.04,6.73,3,3.87,"robson-bambu","Robson Bambu","R. Bambu","Robson Alves de Barros","https://s.glbimg.com/es/sde/f/2022/04/27/44c60f9696fad0a8a8156b8192e4af04_FORMATO.png","Corinthians",5,5,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",105584,13,264,"lat","6",4.7,15.21,0.34,6.86,10,4.44,"lucas-piton","Lucas Piton","L. Piton","Lucas Piton Crivellaro","https://s.glbimg.com/es/sde/f/2022/04/27/5e2400e83a9c023428b3f8687c5f4a48_FORMATO.png","Corinthians",25,64,5,1,NA,2,NA,NA,3,13,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"257",80076,13,354,"ata","6",0,4.34,0,1.65,6,1.05,"ze-roberto","Zé Roberto","Z. Roberto","José Roberto Assunção de Araújo Filho","https://s.glbimg.com/es/sde/f/2022/02/22/d2d6e5f9f0b8f9299ec51823ad4791c8_FORMATO.png","Ceará",2,11,NA,2,NA,6,NA,NA,1,3,1,3,NA,1,NA,NA,NA,NA,NA,NA
"258",107555,13,294,"lat","6",-0.1,2.85,-0.06,1.77,9,0.12,"guilherme-biro","Guilherme Biro","G. Biro","Guilherme da Trindade Dubas","https://s.glbimg.com/es/sde/f/2022/02/23/7b5275230124120d9a766bb8519cf1c9_FORMATO.png","Coritiba",15,45,1,2,NA,3,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",70451,13,294,"ata","6",0,1,0,0,0,1.37,"william-alves","William Alves","W. Alves","William Alves de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/23/63b80e56373c995fe10a56cb06537c0a_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",89273,13,264,"lat","6",0,2.56,0,2.45,2,3.54,"joao-pedro","João Pedro ","J. Pedro","João Pedro Maturano dos Santos","https://s.glbimg.com/es/sde/f/2022/04/27/bd09f100edbf2862e8ec0a23c018844e_FORMATO.png","Corinthians",2,12,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",86759,13,264,"mei","6",0,6,0,0,0,8.32,"luan","Luan","Luan","Luan Guilherme de Jesus Vieira","https://s.glbimg.com/es/sde/f/2022/04/27/8fa8c0762fab2d871b554ca9eb802b65_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",85423,13,1371,"mei","7",2.3,5.74,0.16,3.11,10,2.04,"valdivia","Valdívia","Valdívia","Wanderson Ferreira de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/23/ec8d7f67b026fc679f8ac3b10514eefd_FORMATO.png","Cuiabá",11,56,NA,1,NA,14,NA,NA,NA,6,5,3,1,2,1,NA,NA,NA,NA,NA
