,atletas.minimo_para_valorizar,atletas.variacao_num,atletas.posicao_id,atletas.clube_id,atletas.jogos_num,atletas.apelido,atletas.slug,atletas.nome,atletas.atleta_id,atletas.foto,atletas.status_id,atletas.media_num,atletas.rodada_id,atletas.apelido_abreviado,atletas.clube.id.full.name,atletas.pontos_num,atletas.preco_num,A,CA,DS,FC,FD,FF,FS,PC,PI,SG,DE,GS,GC,FT,G,I,PP,CV,PS,DP
618,,0.0,4,294,6,Galarza,galarza,Matías Galarza Fonda,108528,https://s.glbimg.com/es/sde/f/2022/04/05/aa0e8e944c857702c77135690cfe04d8_FORMATO.png,6,2.23,30,Galarza,Coritiba,0.0,3.54,,3.0,14.0,14.0,,4.0,8.0,,34.0,,,,,,,,,,,
619,,0.0,1,264,0,Guilherme,guilherme,Guilherme Vicentini Castellani,108539,https://s.glbimg.com/es/sde/f/2022/04/27/d5ba0de6f8281e3ab0325007342997b6_FORMATO.png,6,0.0,30,Guilherme,Corinthians,0.0,2.0,,,,,,,,,,,,,,,,,,,,
620,,0.0,4,1371,5,Rivas,rivas,Cristhian Yonaiker Rivas Vielma - Cristian,108659,https://s.glbimg.com/es/sde/f/2022/02/23/1f9a18c6a38ce7b0c86a89f400ac4bb8_FORMATO.png,6,0.86,30,Rivas,Cuiabá,0.0,2.11,,2.0,5.0,3.0,1.0,1.0,,,8.0,,,,,,,,,,,
621,,0.0,5,285,1,Gustavo Maia,gustavo-maia,Gustavo Maia da Silva,108712,https://s.glbimg.com/es/sde/f/2022/04/02/339994547fbada1232b54167a62f60c3_FORMATO.png,6,-0.2,30,G. Maia,Internacional,0.0,1.47,,,,,,,,,2.0,,,,,,,,,,,
622,,0.0,5,290,15,Renato Junior,renato-junior,Renato Barbosa dos Santos Junior,108741,https://s.glbimg.com/es/sde/f/2022/04/05/aaad5989249282ee07375a4f7b9bf1da_FORMATO.png,6,1.22,30,R. Junior,Goiás,0.0,1.16,1.0,4.0,13.0,11.0,1.0,2.0,9.0,,22.0,,,,,,,1.0,,,,
623,,0.0,5,356,0,David,david,David da Hora da Conceição,108752,https://s.glbimg.com/es/sde/f/2022/07/16/c33c9f1a80f322e8e721a8101a44e3e0_FORMATO.png,6,-1.0,30,David,Fortaleza,0.0,1.97,,1.0,,,,,,,,,,,,,,,,,,
624,,0.0,3,314,0,Felipe Camargo,felipe-camargo,Felipe Camargo de Souza,108787,https://s.glbimg.com/es/sde/f/2022/02/21/38fe45f041124b759f8d967ad5af48df_FORMATO.png,6,0.0,30,F. Camargo,Avaí,0.0,1.0,,,,,,,,,,,,,,,,,,,,
625,,-0.27,5,263,20,Victor Sá,victor-sa,João Victor Santos Sá,108946,https://s.glbimg.com/es/sde/f/2022/03/26/8c102c9688490530dace27161b1abf3e_FORMATO.png,7,2.47,30,V. Sá,Botafogo,-0.5,7.57,,2.0,29.0,15.0,4.0,5.0,22.0,,95.0,,,,,1.0,1.0,3.0,,,,
626,,0.0,4,293,0,Daniel Martins,daniel-martins,Daniel Sergio Martins,109102,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/08/25/photo_220x220_VUIS7Pm.png,6,0.0,30,D. Martins,Athlético-PR,0.0,1.0,,,,,,,,,,,,,,,,,,,,
627,,-0.23,5,263,19,Matheus Nascimento,matheus-nascimento,Matheus Nascimento de Paula,109114,https://s.sde.globo.com/media/person_role/2022/02/21/e418df52ba2f53e2edcd3d07b685533c_FORMATO.png,6,0.91,30,M. Nascimento,Botafogo,0.0,3.58,,1.0,8.0,11.0,5.0,4.0,9.0,,27.0,,,,,,,1.0,,,1.0,
628,,0.0,2,263,0,Vitor Marinho,vitor-marinho,Vitor Marinho de Oliveira,109195,https://s.glbimg.com/es/sde/f/2022/02/21/12dac2a5eae75e37ed96b625c3f97430_FORMATO.png,6,0.0,30,V. Marinho,Botafogo,0.0,2.0,,,,,,,,,,,,,,,,,,,,
629,,0.0,2,263,1,DG,dg,Douglas da Silva Teixeira,109199,https://s.glbimg.com/es/sde/f/2022/07/15/4de72f5f4587ade71270417865e896e9_FORMATO.png,6,-1.4,30,DG,Botafogo,0.0,0.74,,1.0,,,,,1.0,,9.0,,,,,,,,,,,
630,,0.0,5,280,2,Kawê,kawe,Kawê Ferreira Godoy Viana,109246,https://s.glbimg.com/es/sde/f/2022/07/27/6543bbc4803f308d463fdd8b7470fc89_FORMATO.png,6,-0.2,30,Kawê,Bragantino,0.0,0.73,,,,2.0,,,1.0,,2.0,,,,,,,1.0,,,,
631,,0.0,4,356,0,Sammuel,sammuel,Sammuel Queiroz de Freitas,109341,https://s.glbimg.com/es/sde/f/2022/05/12/34eebe02442f63e6c4eee4a972018bc8_FORMATO.png,6,0.0,30,Sammuel,Fortaleza,0.0,1.0,,,,,,,,,,,,,,,,,,,,
632,,0.0,3,264,17,Raul Gustavo,raul-gustavo,Raul Gustavo Pereira Bicalho,109389,https://s.glbimg.com/es/sde/f/2022/04/27/2ec2dcd4fbfa5f682f9e2f993c93e57a_FORMATO.png,7,5.22,30,R. Gustavo,Corinthians,0.0,8.73,1.0,2.0,26.0,12.0,1.0,4.0,17.0,1.0,98.0,8.0,,,,,2.0,,,,,
633,,0.0,2,280,1,Weverson,weverson,Weverson Moreira da Costa,109426,https://s.glbimg.com/es/sde/f/2022/05/05/73de6346549a47db6b8bf37e5f4f06fa_FORMATO.png,6,1.0,30,Weverson,Bragantino,0.0,3.08,,,1.0,,,,,,2.0,,,,,,,,,,,
634,,-0.31,4,282,10,Calebe,calebe,Calebe Gonçalves Ferreira da Silva,109461,https://s.glbimg.com/es/sde/f/2022/07/15/e69dad49448e6f72e73ce364b1459be9_FORMATO.png,6,1.46,30,Calebe,Atlético-MG,-0.2,2.08,,1.0,9.0,4.0,2.0,,10.0,,14.0,,,,,,,,,,,
635,,1.91,5,277,26,Marcos Leonardo,marcos-leonardo,Marcos Leonardo Santos Almeida,109497,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/03/03/70c0680cfe4346861b4db5ebeba1fdbd_FORMATO.png,7,5.43,30,M. Leonardo,Santos,11.3,13.9,1.0,8.0,8.0,32.0,19.0,29.0,71.0,,71.0,,,,,,9.0,22.0,,,,
636,,0.32,3,1371,18,Joaquim,joaquim,Joaquim Henrique Pereira Silva,109563,https://s.glbimg.com/es/sde/f/2021/06/04/9af680e828bdcbc3a28ff0dbfc34f2e5_FORMATO.png,7,4.38,30,Joaquim,Cuiabá,2.4,4.95,1.0,1.0,32.0,14.0,3.0,10.0,17.0,,75.0,4.0,,,,,1.0,1.0,,,,
637,,-0.2,4,266,20,Martinelli,martinelli,Matheus Martinelli Lima,109573,https://s.glbimg.com/es/sde/f/2022/04/20/d62bf91da00804290e9991da9ebe56a2_FORMATO.png,7,1.34,30,Martinelli,Fluminense,2.3,4.08,3.0,,13.0,17.0,5.0,3.0,4.0,,91.0,,,,,,,,,,,
638,,0.0,5,293,0,Davi Araújo,davi-araujo,Davi Machado dos Santos Araújo,109626,https://s.glbimg.com/es/sde/f/2020/08/29/b9c87f70ecb56043ef451bf7071e086e_FORMATO.png,6,0.0,30,D. Araújo,Athlético-PR,0.0,3.0,,,,,,,,,,,,,,,,,,,,
639,,0.0,5,280,8,Gabriel Novaes,gabriel-novaes,Gabriel Novaes Fernandes,109639,https://s.glbimg.com/es/sde/f/2022/05/05/f9a266e73e23a467f58f96fac79380bc_FORMATO.png,6,1.84,30,G. Novaes,Bragantino,0.0,3.42,,1.0,2.0,5.0,2.0,2.0,6.0,,9.0,,,,,,1.0,3.0,,,1.0,
640,,0.0,2,263,15,Hugo,hugo,Hugo Gonçalves Ferreira Neto,109668,https://s.glbimg.com/es/sde/f/2022/02/21/55a04cd7d976a348bbe092c252b13d06_FORMATO.png,6,3.46,30,Hugo,Botafogo,0.0,5.96,,3.0,33.0,15.0,2.0,5.0,11.0,,121.0,3.0,,,,,1.0,,,1.0,,
641,,0.0,3,277,0,Derick ,derick,Derick Fernando da Silva,109830,https://s.glbimg.com/es/sde/f/2022/03/03/d391d84eadb0b86037667ee4e4a950c6_FORMATO.png,6,0.0,30,Derick ,Santos,0.0,1.0,,,,,,,,,,,,,,,,,,,,
642,,0.0,4,294,0,Juan Díaz,juan-diaz,Juan Carlos Díaz Mena,109967,https://s.glbimg.com/es/sde/f/2022/08/10/3f0cb79829f9359fe414edd3876f0bbd_FORMATO.png,6,0.0,30,J. Díaz,Coritiba,0.0,4.0,,,,,,,,,,,,,,,,,,,,
643,,0.0,4,293,5,Bryan García,bryan-garcia,Bryan Jahir García Realpe,110013,https://s.glbimg.com/es/sde/f/2022/03/03/de27fadbce4a716ee83274374641cf71_FORMATO.png,6,0.28,30,B. García,Athlético-PR,0.0,1.57,,1.0,2.0,3.0,,2.0,2.0,,17.0,,,,,,,,,,,
644,,0.0,5,263,0,Vitinho,vitinho,João Victor Vaz Lopes Pinto,110235,https://s.glbimg.com/es/sde/f/2022/02/21/06f62207594681a2c0cf91f05c7c0ee9_FORMATO.png,6,0.0,30,Vitinho,Botafogo,0.0,1.0,,,,,,,,,,,,,,,,,,,,
645,,0.0,1,293,0,Gabriel Pereira,gabriel-pereira,Gabriel Roberto Pereira,110251,https://s.glbimg.com/es/sde/f/2022/03/08/7f21f0709f996419a0abebf800f4078d_FORMATO.png,6,0.0,30,G. Pereira,Athlético-PR,0.0,1.0,,,,,,,,,,,,,,,,,,,,
646,,0.0,3,277,0,Zabala,zabala,Leonardo Yassir Zabala Ceballos,110264,https://s.glbimg.com/es/sde/f/2022/07/16/98a84acb922f587144fe391c3ad8548d_FORMATO.png,6,0.0,30,Zabala,Santos,0.0,1.0,,,,,,,,,,,,,,,,,,,,
647,,0.17,5,277,18,Ângelo,angelo,Ângelo Gabriel Borges Damaceno,110415,https://s.glbimg.com/es/sde/f/2022/03/03/e0ca88eb8ab327b605082617a24e69fc_FORMATO.png,7,1.89,30,Ângelo,Santos,2.0,5.02,3.0,4.0,12.0,16.0,6.0,6.0,16.0,,75.0,,,,,,,1.0,,,1.0,
648,,0.0,4,262,0,Daniel Cabral,daniel-cabral,Daniel Cabral de Oliveira,110465,https://s.glbimg.com/es/sde/f/2021/04/26/a2187a2c57635b43ffbb1a653c278c0c_FORMATO.png,6,0.0,30,D. Cabral,Flamengo,0.0,2.0,,,,,,,,,,,,,,,,,,,,
649,,0.91,6,275,29,Abel Ferreira,abel-ferreira,Abel Fernando Moreira Ferreira,110506,https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,7,6.1,30,A. Ferreira,Palmeiras,9.92,14.7,,,,,,,,,,,,,,,,,,,,
650,,0.0,4,276,7,Andrés,andres,Andrés Felipe Colorado Sánchez,110517,https://s.glbimg.com/es/sde/f/2022/04/06/8155059fe14b7ffca7314dd757501fb1_FORMATO.png,6,1.56,30,Andrés,São Paulo,0.0,3.29,,,12.0,9.0,,1.0,,,16.0,,,,,,,,,,,
651,,0.0,1,277,0,Paulo Mazoti,paulo-mazoti,Paulo Mazoti Azevedo,110602,https://s.glbimg.com/es/sde/f/2022/03/03/acc0c5c373b2459a4b3a99ca631b2775_FORMATO.png,6,0.0,30,P. Mazoti,Santos,0.0,1.0,,,,,,,,,,,,,,,,,,,,
652,,0.0,4,277,3,Vinícius Balieiro,vinicius-balieiro,Vinícius Balieiro Lourenço de Carvalho,110605,https://s.glbimg.com/es/sde/f/2022/03/03/d8455afbc745b2638a289c64ff3b1231_FORMATO.png,6,0.23,30,V. Balieiro,Santos,0.0,2.73,,,1.0,2.0,,,1.0,,4.0,,,,,,,,,,,
653,,-0.05,4,1371,11,Gabriel Pirani,gabriel-pirani,Gabriel Cordeiro Pirani,110607,https://s.glbimg.com/es/sde/f/2022/06/14/d526d926c095a507d46bffb0eb46a9a2_FORMATO.png,6,1.69,30,G. Pirani,Cuiabá,0.5,2.38,,1.0,7.0,7.0,2.0,4.0,5.0,,27.0,,,,,,1.0,1.0,,,,
654,,0.0,5,294,1,João Vitor ,joao-vitor,João Vitor Moreira dos Santos,110623,https://s.glbimg.com/es/sde/f/2022/07/20/7bccf9ad74a80091d1b36d98ea99d7c4_FORMATO.png,6,0.5,30,J. Vitor,Coritiba,0.0,0.95,,,,,,,1.0,,,,,,,,,,,,,
655,,0.0,1,275,0,Mateus,mateus,Mateus Oliveira Mendes,110624,https://s.glbimg.com/es/sde/f/2020/11/17/cad91db445a56f21c99b495b2b88f8c9_FORMATO.jpeg,6,0.0,30,Mateus,Palmeiras,0.0,1.0,,,,,,,,,,,,,,,,,,,,
656,,0.0,5,290,2,Luiz Filipe,luiz-filipe,Luiz Filipe dos Reis Silva,110632,https://s.glbimg.com/es/sde/f/2022/04/04/4fbf3f540f0b2318baeb2e270960d418_FORMATO.png,5,1.2,30,L. Filipe,Goiás,0.0,2.2,,1.0,2.0,1.0,,,1.0,,2.0,,,,,,,,,,1.0,
657,,0.0,1,293,0,Mycael,mycael,Mycael Pontes Moreira,110698,https://s.glbimg.com/es/sde/f/2021/04/14/98c652f250d877eb7675405f476eed48_FORMATO.png,6,0.0,30,Mycael,Athlético-PR,0.0,1.0,,,,,,,,,,,,,,,,,,,,
658,,0.0,1,266,0,Pedro Rangel,pedro-rangel,Pedro Felipe De Faria Rangel,110708,https://s.glbimg.com/es/sde/f/2022/02/24/42afa9891ec69bb753c76f8d746939a9_FORMATO.png,6,0.0,30,P. Rangel,Fluminense,0.0,1.0,,,,,,,,,,,,,,,,,,,,
659,,0.0,2,280,14,Andrés Hurtado,andres-hurtado,José Andrés Hurtado Cheme,110715,https://s.glbimg.com/es/sde/f/2022/05/05/495e0cd517eacede744f14fefa06d6d5_FORMATO.png,2,1.76,30,A. Hurtado,Bragantino,0.0,3.64,2.0,1.0,8.0,5.0,1.0,1.0,4.0,1.0,53.0,2.0,,,,,,1.0,,,,
660,,0.0,4,282,21,Rubens,rubens,Rubens Antônio Dias,110727,https://s.glbimg.com/es/sde/f/2022/07/15/9989ff0866e098e75612215994b912fc_FORMATO.png,6,3.98,30,Rubens,Atlético-MG,0.0,6.46,,3.0,57.0,24.0,5.0,12.0,15.0,,87.0,,,,,1.0,1.0,,,,,
661,,0.0,5,266,6,John Kennedy,john-kennedy,John Kennedy Batista de Souza,110759,https://s.glbimg.com/es/sde/f/2021/08/19/b1b9b8fc3e7ba9cdea447bad10b25ded_FORMATO.png,6,0.55,30,J. Kennedy,Fluminense,0.0,2.57,,3.0,1.0,5.0,3.0,4.0,1.0,,7.0,,,,,,,,,,,
662,,0.0,1,294,0,Marcão,marcao,Marco Antônio Amorim de Oliveira Montes,110775,https://s.glbimg.com/es/sde/f/2022/02/23/9af5466c91b9b05942f53c8d397eea94_FORMATO.png,6,0.0,30,Marcão,Coritiba,0.0,1.0,,,,,,,,,,,,,,,,,,,,
663,,0.0,4,263,6,Kayque,kayque,Kayque Luiz Pereira,110962,https://s.glbimg.com/es/sde/f/2022/02/21/3fbe1cef2d382595fb0c6dcbfd12c096_FORMATO.png,5,2.72,30,Kayque,Botafogo,0.0,2.33,,3.0,5.0,8.0,2.0,3.0,11.0,,25.0,,,,,,1.0,1.0,,,,
664,,0.0,1,373,0,Breno,breno,Breno Boeno,110988,https://s.glbimg.com/es/sde/f/2021/04/20/f8adf8de4a79345e0b300d60c1ac6d67_FORMATO.png,6,0.0,30,Breno,Atlético-GO,0.0,1.0,,,,,,,,,,,,,,,,,,,,
665,,0.0,5,266,0,Samuel Granada,samuel-granada,Samuel Salustiano de Jesus Silva,110994,https://s.glbimg.com/es/sde/f/2022/04/05/020e09ce97d6353b30b115f5779603f3_FORMATO.png,6,0.0,30,S. Granada,Fluminense,0.0,3.0,,,,,,,,,,,,,,,,,,,,
666,,-0.59,2,293,16,Pedrinho,pedrinho,Pedro Henrique Azevedo Pereira,110995,https://s.glbimg.com/es/sde/f/2021/10/04/a4618559793af2d381a5aafe03c3616a_FORMATO.png,2,4.03,30,Pedrinho,Athlético-PR,0.5,4.2,2.0,3.0,24.0,17.0,,2.0,6.0,,105.0,8.0,,,,,,1.0,,,,
667,,0.0,1,327,0,Robson,robson,Robson Luiz dos Santos Nascimento,111172,https://s.glbimg.com/es/sde/f/2021/06/04/4ae813551a7112d688190602a630a0b1_FORMATO.png,6,0.0,30,Robson,América-MG,0.0,1.0,,,,,,,,,,,,,,,,,,,,
668,,0.0,3,294,2,Marcio Silva,marcio-silva,Marcio Gleyson Leite da Silva,111204,https://s.glbimg.com/es/sde/f/2022/02/23/0c18ff9c752df4675973a030dcc63c55_FORMATO.png,6,3.75,30,M. Silva,Coritiba,0.0,2.32,,,1.0,,,,3.0,,2.0,1.0,,,,,,,,,,
669,,0.0,4,286,0,Kelvi,kelvi,Kelvi Chiesa Gomes,111332,https://s.glbimg.com/es/sde/f/2022/03/03/d27c52d692c0df1d01ecb1f7a298b40a_FORMATO.png,5,0.0,30,Kelvi,Juventude,0.0,1.0,,,,,,,,,,,,,,,,,,,,
670,,0.21,5,280,23,Sorriso,sorriso,Marcos Vinicios Moura,111333,https://s.glbimg.com/es/sde/f/2022/05/05/7924434ef39a0546d8ad7fa23ca14168_FORMATO.png,6,1.97,30,Sorriso,Bragantino,1.2,5.09,1.0,2.0,19.0,17.0,5.0,4.0,17.0,,95.0,,,,,,2.0,,,,,
671,,0.0,4,314,3,Vitinho,vitinho,Victor Júlio Alves de Paula,111402,https://s.glbimg.com/es/sde/f/2022/04/14/a3b3acd682ad4df74865ef90e9e309f1_FORMATO.png,6,0.13,30,Vitinho,Avaí,0.0,1.15,,,,,,,2.0,,6.0,,,,,,,,,,,
672,,0.0,5,264,3,Felipe Augusto,felipe-augusto,Felipe Augusto da Silva,111408,https://s.glbimg.com/es/sde/f/2022/04/27/0397eababa104f1f3a03d140431a5223_FORMATO.png,6,0.27,30,F. Augusto,Corinthians,0.0,1.47,,,,4.0,,,4.0,,,,,,,,,,,,,
673,,0.0,2,314,0,Igor,igor,Igor da Silva Dutra,111413,https://s.glbimg.com/es/sde/f/2022/02/23/e2415bc46c8e600866f7be1d673bee12_FORMATO.png,6,0.0,30,Igor,Avaí,0.0,2.0,,,,,,,,,,,,,,,,,,,,
674,,0.5,4,294,3,Biel,biel,Luiz Gabriel de Oliveira Fonseca,111491,https://s.glbimg.com/es/sde/f/2022/02/23/5b82464e99f850761874b4e2c46b1b14_FORMATO.png,6,2.2,30,Biel,Coritiba,3.4,1.51,,,4.0,,,1.0,4.0,,10.0,,,,,,,,,,,
675,,0.0,4,354,0,David,david,Antônio David Souza Araújo,111546,https://s.glbimg.com/es/sde/f/2022/05/05/225815574b0c19408aa5038fe14b8eaa_FORMATO.png,6,0.0,30,David,Ceará,0.0,2.0,,,,,,,,,,,,,,,,,,,,
676,,0.35,6,1371,20,António Oliveira,antonio-oliveira,António José Cardoso de Oliveira,111578,https://s.glbimg.com/es/sde/f/2021/04/27/21a131dcff78d521da3297e98526ce48_FORMATO.png,7,3.48,30,A. Oliveira,Cuiabá,3.65,7.59,,,,,,,,,,,,,,,,,,,,
677,,0.0,4,264,22,Adson,adson,Adson Ferreira Soares,111682,https://s.glbimg.com/es/sde/f/2022/04/27/cbe4b4882cf981a4fee80eeb935042c8_FORMATO.png,7,3.55,30,Adson,Corinthians,0.0,8.02,,1.0,42.0,23.0,5.0,7.0,18.0,,87.0,,,,,,3.0,2.0,,,,
678,,0.0,1,285,0,Anthoni,anthoni,Anthoni Spier Souza,111683,https://s.glbimg.com/es/sde/f/2022/04/02/d7662e4b332b33563f9ad8c3f24b42d2_FORMATO.png,6,0.0,30,Anthoni,Internacional,0.0,1.0,,,,,,,,,,,,,,,,,,,,
679,,0.0,5,294,4,Matheus Cadorini,matheus-cadorini,Matheus Alfredo Cadorini da Silva,111688,https://s.glbimg.com/es/sde/f/2022/08/12/765dd1479fd2906e4dfd2f4016ca724a_FORMATO.png,6,0.05,30,M. Cadorini,Coritiba,0.0,1.75,,,1.0,3.0,2.0,,2.0,,5.0,,,,,,,,,1.0,,
680,,0.0,1,262,0,Bruno,bruno,Bruno Guimarães de Souza,111689,https://s.glbimg.com/es/sde/f/2021/04/26/74907e67d0b8f638b82487a83ed9b680_FORMATO.png,6,0.0,30,Bruno,Flamengo,0.0,1.0,,,,,,,,,,,,,,,,,,,,
681,,0.0,1,262,0,Matheus Cunha,matheus-cunha,Matheus Cunha Queiroz,111690,https://s.glbimg.com/es/sde/f/2022/03/04/fe08cea4d131b5eef265a908bb05548b_FORMATO.png,6,0.0,30,M. Cunha,Flamengo,0.0,2.0,,,,,,,,,,,,,,,,,,,,
682,,0.0,5,262,2,Mateusão,mateusao,Mateus Dias Lima,111694,https://s.glbimg.com/es/sde/f/2022/07/15/3cbccbd4f17ed4b3db0ccbfd0f3940ce_FORMATO.png,7,1.2,30,Mateusão,Flamengo,0.0,1.22,,,1.0,1.0,,,2.0,,5.0,,,,,,,,,,1.0,
683,,0.0,3,263,4,Mezenga,mezenga,Lucas de Souza Mombra Rosa,111713,https://s.glbimg.com/es/sde/f/2022/02/21/e36f8b0c42d297654c276a39b86f6e39_FORMATO.png,6,3.8,30,Mezenga,Botafogo,0.0,3.32,,1.0,12.0,4.0,1.0,,1.0,1.0,26.0,1.0,,,,,,1.0,,,,
684,,0.0,5,275,1,Giovani,giovani,Giovani Henrique Amorim da Silva,111759,https://s.glbimg.com/es/sde/f/2021/05/12/23eb0da8dd7617e2a4b7f8fcec2a625e_FORMATO.jpeg,6,0.2,30,Giovani,Palmeiras,0.0,2.11,,,,,,,1.0,,3.0,,,,,,,,,,,
685,,0.0,4,275,4,Fabinho,fabinho,Fábio Silva de Freitas,111760,https://s.glbimg.com/es/sde/f/2021/05/08/2ef9b9ce1e0f6cdb6db5c4e19367f01f_FORMATO.png,5,0.78,30,Fabinho,Palmeiras,0.0,1.4,,1.0,4.0,4.0,,1.0,,,3.0,,,,,,,,,,,
686,,0.0,3,280,0,Henrique Halls,henrique-halls,Henrique Halls Rocha da Silva,111791,https://s.glbimg.com/es/sde/f/2022/04/07/1002037b68cbfda80e62c668391f6be7_FORMATO.png,6,0.0,30,H. Halls,Bragantino,0.0,2.0,,,,,,,,,,,,,,,,,,,,
687,,0.0,5,266,0,Marcelinho,marcelinho,Marcelo Francine de Castro Feliciano,111798,,6,0.0,30,Marcelinho,Fluminense,0.0,1.0,,,,,,,,,,,,,,,,,,,,
688,,0.0,3,263,0,Ewerton,ewerton,Ewerton Vinicios Santana Porto,111806,https://s.glbimg.com/es/sde/f/2022/03/21/fb5a3b78b8d0b4fc3f242bedfc3973fd_FORMATO.png,6,0.0,30,Ewerton,Botafogo,0.0,1.0,,,,,,,,,,,,,,,,,,,,
689,,0.0,5,373,6,Ricardinho,ricardinho,Ricardo Viana Filho,111813,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/08/24/photo_FORMATO.png,6,0.32,30,Ricardinho,Atlético-GO,0.0,1.82,,2.0,,4.0,2.0,3.0,3.0,,10.0,,,,,,,2.0,,,,
690,,-0.17,5,266,22,Matheus Martins,matheus-martins,Matheus Martins Silva dos Santos,111831,https://s.glbimg.com/es/sde/f/2022/04/20/f6b7d6073f1d67e5e9263e986f470c8b_FORMATO.png,2,3.25,30,M. Martins,Fluminense,0.0,3.56,2.0,1.0,21.0,15.0,5.0,16.0,34.0,,101.0,,,,,,2.0,8.0,,,1.0,
691,,0.0,1,266,0,Gustavo Ramalho,gustavo-ramalho,Gustavo Ramalho Bremer Pinto,111837,https://s.glbimg.com/es/sde/f/2021/03/11/93f569dba64ea879ba52b815372f17f4_FORMATO.png,6,0.0,30,G. Ramalho,Fluminense,0.0,1.0,,,,,,,,,,,,,,,,,,,,
692,,0.0,2,266,0,Marcos Pedro,marcos-pedro,Marcos Pedro Braga Maciel,111840,https://s.sde.globo.com/media/person_role/2021/03/15/cb04114b1d5bc74ee6571199d27144a8_220x220.png,6,0.0,30,M. Pedro,Fluminense,0.0,1.0,,,,,,,,,,,,,,,,,,,,
693,,0.0,4,264,1,Guilherme Biro,guilherme-biro,Guilherme Sucigan Mafra Cunha,111891,https://s.glbimg.com/es/sde/f/2021/05/24/866cbcde80dc4cd9acca0a859f191aef_FORMATO.png,6,3.6,30,G. Biro,Corinthians,0.0,2.73,,1.0,3.0,1.0,1.0,,1.0,,4.0,,,,,,,,,,,
694,,0.0,5,354,3,João Victor,joao-victor,João Victor Vieira Ferreira Sousa,112060,https://s.glbimg.com/es/sde/f/2021/05/24/c908392c2c080c709d4f8f7016d8bdbc_FORMATO.png,6,0.63,30,J. Victor,Ceará,0.0,0.89,,,,1.0,1.0,1.0,1.0,,3.0,,,,,,,,,,,
695,,0.0,3,276,2,Lucas Beraldo,lucas-beraldo,Lucas Lopes Beraldo,112136,https://s.glbimg.com/es/sde/f/2022/06/16/9127f9a89d1824b04b612b5dff37ce7a_FORMATO.png,6,1.35,30,L. Beraldo,São Paulo,0.0,1.72,,,2.0,,,1.0,1.0,,10.0,,,,,,,,,,,
696,,-0.8,5,1371,1,Gustavo Nescau,gustavo-nescau,Gustavo Henrique Alves Silva,112327,https://s.glbimg.com/es/sde/f/2021/09/20/768f5f056c491ffcf62c7383073dfab2_FORMATO.png,6,-0.4,30,G. Nescau,Cuiabá,-0.4,2.2,,1.0,,,,1.0,,,2.0,,,,,,,,,,,
697,,0.0,3,294,0,Thalisson Gabriel,thalisson-gabriel,Thalisson Gabriel Pereira Moreira,112367,https://s.glbimg.com/es/sde/f/2022/02/23/b20b6fb1092b7873bd98294c5c3c0a7a_FORMATO.png,6,0.0,30,T. Gabriel,Coritiba,0.0,2.0,,,,,,,,,,,,,,,,,,,,
698,,0.0,4,294,15,Bernardo,bernardo,Bernardo Marcos Pinheiro Lemes,112368,https://s.glbimg.com/es/sde/f/2022/02/23/b2b2c421852c3e7501d00cc9bfa66b1c_FORMATO.png,2,1.28,30,Bernardo,Coritiba,0.0,1.97,,1.0,16.0,16.0,,3.0,12.0,,25.0,,,,,,,,,,,
699,,-0.4,4,314,5,Mateus Sarará,mateus-sarara,Mateus Ferreira,112379,https://s.glbimg.com/es/sde/f/2022/08/13/fcbeec943d01634745cbf0c7d6f55ded_FORMATO.png,7,1.32,30,M. Sarará,Avaí,1.1,2.57,,1.0,5.0,5.0,,2.0,7.0,,20.0,,,,,,,,,,,
700,,0.0,5,263,2,Daniel Cruz,daniel-cruz,Daniel dos Santos da Cruz,112734,https://s.glbimg.com/es/sde/f/2022/06/16/cdbadf012a6d22cee8d65486394e73c6_FORMATO.png,6,0.5,30,D. Cruz,Botafogo,0.0,0.76,,,1.0,,,,,,2.0,,,,,,,,,,,
701,,0.0,5,314,1,Gustavo Santos,gustavo-santos,Gustavo Santos Simões da Silva,112831,https://s.glbimg.com/es/sde/f/2022/02/24/9a793f8d88106ebaa9639f638c89bc0b_FORMATO.png,6,0.9,30,G. Santos,Avaí,0.0,1.65,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,
702,,-0.35,4,277,19,Lucas Barbosa,lucas-barbosa,Lucas Henrique Barbosa,112886,https://s.glbimg.com/es/sde/f/2022/03/03/9fba085c9e9d64ca30ffb16b75fe7013_FORMATO.png,6,3.24,30,L. Barbosa,Santos,0.8,3.13,1.0,1.0,34.0,20.0,3.0,9.0,23.0,,72.0,,,,,,1.0,4.0,,,,
703,,0.0,5,262,0,Werton,werton,Werton de Almeida Rêgo,112984,https://s.glbimg.com/es/sde/f/2021/06/19/ef0c62669467b83c39e54ee5c4e1bb43_FORMATO.png,6,0.0,30,Werton,Flamengo,0.0,2.0,,,,,,,,,,,,,,,,,,,,
