"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","A","DS","FC","FD","FF","FS","FT","G","I","PI","PP","CA","DE","GS","SG","PC","CV","GC","PS","DP"
"389",102565,12,290,"mei","6",0,4,0,0,0,NA,"miguel-figueira","Miguel Figueira","M. Figueira","Miguel Ferreira Damasceno","https://s.glbimg.com/es/sde/f/2022/03/10/091756669981fb60d8c35b9e12479795_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",104530,12,294,"ata","7",8,15.63,0.79,7.42,11,NA,"igor-paixao","Igor Paixão","I. Paixão","Igor Guilherme Barbosa da Paixão","https://s.glbimg.com/es/sde/f/2022/02/23/65a987228916ce13345ffe12d4846cff_FORMATO.png","Coritiba",2,12,2,8,12,26,1,4,NA,74,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"391",106202,12,285,"mei","6",0,4,0,0,0,NA,"bruno-gomes","Bruno Gomes","B. Gomes","Bruno Gomes da Silva Clevelário","https://s.glbimg.com/es/sde/f/2022/04/02/ba1e5da5f4a9e34f5e306cee78c2ae54_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",107741,12,285,"lat","6",0,3,0,0,0,NA,"mazetti","Mazetti","Mazetti","Lucas Henrique Mazetti","https://s.glbimg.com/es/sde/f/2022/04/02/66e2cc2d91eb5e3405681b6b815e35e8_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",73465,12,266,"zag","6",0,5.16,0,1.48,7,NA,"luccas-claro","Luccas Claro","L. Claro","Luccas Claro dos Santos","https://s.glbimg.com/es/sde/f/2022/04/20/cc881a3f67d02298fccc58df9491957c_FORMATO.png","Fluminense",NA,4,5,NA,2,5,NA,NA,NA,30,NA,1,NA,NA,2,NA,NA,1,NA,NA
"394",80583,12,356,"mei","7",7.1,3.88,0.96,1.41,9,NA,"lucas-lima","Lucas Lima","L. Lima","Lucas Rafael Araújo Lima","https://s.glbimg.com/es/sde/f/2022/05/12/84bb3dd96bdb6d9a87233dfc22d19bef_FORMATO.png","Fortaleza",1,8,10,2,2,16,NA,NA,2,87,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"395",107225,12,275,"lat","2",0,3.81,0,5.55,2,NA,"gustavo-garcia","Gustavo Garcia","G. Garcia","Gustavo Garcia dos Santos","https://s.glbimg.com/es/sde/f/2021/05/08/3565dc4679be59b81c08a110e09a57fa_FORMATO.png","Palmeiras",NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"396",107231,12,275,"mei","7",3.6,6.28,0.5,2.56,9,NA,"danilo","Danilo","Danilo","Danilo dos Santos de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/21/db630d6c2cb9309ad6f0f77ad6f1d408_FORMATO.png","Palmeiras",NA,11,7,1,6,9,NA,1,1,45,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"397",107554,12,294,"lat","7",11.1,5.04,1.92,3.52,4,NA,"natanael","Natanael","Natanael","Natanael Moreira Milouski","https://s.glbimg.com/es/sde/f/2022/02/23/d16a948e2d2950b3b56d30d6433483a7_FORMATO.png","Coritiba",1,7,NA,NA,NA,5,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",109573,12,266,"mei","6",0,4.5,0,0.67,3,NA,"martinelli","Martinelli","Martinelli","Matheus Martinelli Lima","https://s.glbimg.com/es/sde/f/2022/04/20/d62bf91da00804290e9991da9ebe56a2_FORMATO.png","Fluminense",NA,1,2,2,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",87009,12,266,"mei","6",-0.4,4.22,-0.31,1.65,6,NA,"nathan","Nathan","Nathan","Nathan Allan de Souza","https://s.glbimg.com/es/sde/f/2022/04/20/2662f106e29e9ae55a0ef2dd5992e969_FORMATO.png","Fluminense",1,2,5,2,4,3,NA,NA,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",87747,12,266,"mei","6",2,5.71,-0.01,1.55,10,NA,"yago-felipe","Yago Felipe","Y. Felipe","Yago Felipe da Costa Rocha","https://s.glbimg.com/es/sde/f/2022/04/20/ab8a626607a5cce566a4090db8ae4c19_FORMATO.png","Fluminense",NA,10,8,2,4,16,NA,NA,1,56,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"401",110303,12,356,"ata","6",-0.5,1.79,-0.2,0,3,NA,"igor-torres","Igor Torres","I. Torres","Igor Torres da Silva","https://s.glbimg.com/es/sde/f/2022/02/25/592c6fbd0b930f3b97d777c5fd852cfc_FORMATO.png","Fortaleza",NA,NA,1,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",97768,12,290,"zag","3",1.8,3.85,0.3,1.57,10,NA,"reynaldo","Reynaldo","Reynaldo","Reynaldo César Moraes","https://s.glbimg.com/es/sde/f/2022/05/03/de1fca34e51b21b4624ba9bfd83a4b51_FORMATO.png","Goiás",NA,13,15,1,2,4,NA,NA,NA,21,NA,3,NA,NA,1,NA,NA,NA,NA,NA
"403",106076,12,290,"mei","6",0,3,0,0,0,NA,"daniel-de-pauli","Daniel de Pauli","D. Pauli","Daniel de Pauli Oliveira","https://s.glbimg.com/es/sde/f/2022/03/10/784ef6e4a568cca23887b6a1416de101_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",87838,12,266,"lat","6",0,3.91,0,1.07,3,NA,"pineida","Pineida","Pineida","Mario Alberto Pineida Martínez","https://s.glbimg.com/es/sde/f/2022/02/24/276aa6ed48cc157820cbf56e845f043f_FORMATO.png","Fluminense",NA,NA,6,NA,1,3,NA,NA,NA,23,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"405",68872,12,275,"gol","6",0,8.61,0,9.75,2,NA,"marcelo-lomba","Marcelo Lomba","M. Lomba","Marcelo Lomba do Nascimento","https://s.glbimg.com/es/sde/f/2022/02/21/bd515cd514deb5197bb2faa8a721c8f7_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,9,NA,2,NA,NA,NA,NA,NA
"406",107745,12,285,"ata","6",0,1.98,0,0.6,3,NA,"caio-vidal","Caio Vidal","C. Vidal","Caio Vidal Rocha","https://s.glbimg.com/es/sde/f/2022/04/02/2de9576136ea8acae47822e900c3cc5a_FORMATO.png","Internacional",NA,NA,1,NA,1,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",110759,12,266,"ata","6",1.6,3.06,-0.04,0.98,4,NA,"john-kennedy","John Kennedy","J. Kennedy","John Kennedy Batista de Souza","https://s.glbimg.com/es/sde/f/2021/08/19/b1b9b8fc3e7ba9cdea447bad10b25ded_FORMATO.png","Fluminense",NA,1,3,3,3,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"408",82730,12,290,"gol","6",0,4,0,0,0,NA,"marcelo-rangel","Marcelo Rangel","M. Rangel","Marcelo Rangel da Rosa","https://s.glbimg.com/es/sde/f/2022/03/10/abd077c51bd538d3a6f8863cb5aaf035_FORMATO.jpeg","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",91712,12,290,"gol","6",0,1.13,0,-1,0,NA,"matheus-alves","Matheus Alves","M. Alves","Matheus Alves da Silva Cardoso","https://s.glbimg.com/es/sde/f/2022/03/10/7b5fb8d2f7c818d7caf7871a8119aa2d_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"410",77570,12,290,"mei","2",6.6,2.18,1.35,0.62,7,NA,"auremir","Auremir","Auremir","Auremir Evangelista dos Santos","https://s.glbimg.com/es/sde/f/2022/03/10/fa84d067860cd66ce61c09be22c58e48_FORMATO.png","Goiás",NA,5,5,NA,1,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",82455,12,275,"mei","3",7,14.27,0.62,6.46,11,NA,"ze-rafael","Zé Rafael","Z. Rafael","José Rafael Vivian","https://s.glbimg.com/es/sde/f/2022/02/21/a9bb4a6cb2ff8e2f533bf41f37dd93dc_FORMATO.png","Palmeiras",1,23,14,1,9,27,1,3,NA,42,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"412",85083,12,275,"gol","6",0,4,0,0,0,NA,"vinicius-silvestre","Vinicius Silvestre","V. Silvestre","Vinicius Silvestre da Costa","https://s.glbimg.com/es/sde/f/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",91929,12,290,"zag","6",0,3,0,0,0,NA,"everson","Everson","Everson","Everson Bispo Pereira","https://s.glbimg.com/es/sde/f/2022/03/10/9a2f8ef8baac13e66233efd7b0cdec11_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",88065,12,275,"lat","6",0,3.43,0,3.95,6,NA,"jorge","Jorge","Jorge","Jorge Marco de Oliveira Moraes","https://s.glbimg.com/es/sde/f/2022/02/21/93adceb828cf61a7789b7674fbd4e929_FORMATO.png","Palmeiras",NA,6,3,NA,1,8,NA,NA,NA,34,NA,1,NA,NA,4,NA,NA,1,NA,NA
"415",114138,12,356,"ata","6",0,2.1,0,0.3,6,NA,"depietri","Depietri","Depietri","Valentín Depietri","https://s.glbimg.com/es/sde/f/2022/02/24/8b54d582e43cf79302c2577ad53d6e26_FORMATO.png","Fortaleza",NA,2,2,1,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",81150,12,275,"lat","2",-0.4,4.26,-1.03,1.86,5,NA,"mayke","Mayke","Mayke","Mayke Rocha de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/21/7d200ca2902c8ec5643bc8975b770faf_FORMATO.png","Palmeiras",NA,3,3,NA,NA,1,NA,NA,NA,29,NA,1,NA,NA,2,NA,NA,NA,NA,NA
"417",81677,12,277,"mei","6",0,6,0,0,0,NA,"carlos-sanchez","Carlos Sánchez","C. Sánchez","Carlos Andrés Sánchez Arcosa","https://s.glbimg.com/es/sde/f/2022/03/03/63b472302f16e36f871bc271d9d355d1_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",108712,12,285,"ata","6",0,2,0,0,0,NA,"gustavo-maia","Gustavo Maia","G. Maia","Gustavo Maia da Silva","https://s.glbimg.com/es/sde/f/2022/04/02/339994547fbada1232b54167a62f60c3_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",112141,12,285,"lat","6",0,4,0,0,0,NA,"paulo-victor","Paulo Victor ","P. Victor","Paulo Victor de Almeida Barbosa","https://s.glbimg.com/es/sde/f/2022/04/02/106cdd7fa82010d8008437cef963893f_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",109963,12,280,"zag","6",0,4.28,0,4.2,3,NA,"renan","Renan","Renan","Renan Victor da Silva","https://s.glbimg.com/es/sde/f/2022/04/14/eea7da20dcaeb02fd4b5170a3d9f472b_FORMATO.png","Bragantino",NA,6,2,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,2,NA,NA,1,NA,NA
"421",84338,12,356,"gol","6",0,2.88,0,1.4,5,NA,"max-walef","Max Walef","M. Walef","Max Walef Araújo da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/0784484c9e35ebc5b014f365b5cbb5cc_FORMATO.png","Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,6,NA,NA,NA,NA,NA,NA
"422",81161,12,277,"ata","5",0,9.64,0,5.01,9,NA,"leo-baptistao","Léo Baptistão ","L. Baptistão","Leonardo Carrilho Baptistão ","https://s.glbimg.com/es/sde/f/2022/03/03/720ce11785d74738c66fdb3f797d770b_FORMATO.png","Santos",1,12,11,4,10,18,NA,2,1,57,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"423",111688,12,285,"ata","6",0,2.83,0,2.9,1,NA,"matheus-cadorini","Matheus Cadorini","M. Cadorini","Matheus Alfredo Cadorini da Silva","https://s.glbimg.com/es/sde/f/2022/04/02/b95ad9995d0cf6d40d8915558ab5dc12_FORMATO.png","Internacional",NA,NA,1,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",63013,12,275,"lat","6",0,10.95,0,7.18,9,NA,"marcos-rocha","Marcos Rocha","M. Rocha","Marcos Luis Rocha Aquino","https://s.glbimg.com/es/sde/f/2022/02/21/b5c3422a508001c1776995c43b20fdff_FORMATO.png","Palmeiras",2,28,9,NA,NA,8,NA,NA,NA,103,NA,1,NA,NA,6,NA,NA,NA,1,NA
"425",78077,12,277,"lat","5",0,7.18,0,2.64,10,NA,"madson","Madson","Madson","Madson Ferreira dos Santos","https://s.glbimg.com/es/sde/f/2022/03/03/e89e5811b9812fca6a75789451815b9e_FORMATO.png","Santos",1,12,9,1,2,5,NA,NA,1,65,NA,4,NA,NA,3,NA,NA,NA,NA,NA
"426",84523,12,356,"ata","6",0,2.36,0,1.24,5,NA,"romarinho","Romarinho","Romarinho","José Romário Silva de Souza","https://s.glbimg.com/es/sde/f/2022/05/12/ccaf4552cbd0363c0a3fceefa2bf00bf_FORMATO.png","Fortaleza",NA,2,5,1,3,8,NA,NA,1,12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"427",51042,12,290,"mei","6",0,6.62,0,3.51,9,NA,"apodi","Apodi","Apodi","Luiz Diallison de Souza Alves","https://s.glbimg.com/es/sde/f/2022/03/02/2c74555af9089b55a230b00443763cf4_FORMATO.jpeg","Goiás",1,11,14,2,3,13,NA,1,1,26,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"428",107263,12,290,"ata","6",0,2,0,0,0,NA,"indio","Índio","Índio","Eduardo Figueiredo da Cruz","https://s.glbimg.com/es/sde/f/2022/03/10/a6633ada3323491df8e823750266cc83_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",87929,12,356,"mei","5",0,4.02,0,0.87,3,NA,"matheus-vargas","Matheus Vargas","M. Vargas","Matheus de Vargas","https://s.glbimg.com/es/sde/f/2022/05/12/8d527aee11a3ca28fe1dab544e70733d_FORMATO.png","Fortaleza",NA,2,4,NA,4,3,NA,NA,1,22,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"430",88597,12,356,"mei","6",1.4,2.34,0.14,0.02,9,NA,"lucas-crispim","Lucas Crispim","L. Crispim","Lucas de Figueiredo Crispim","https://s.glbimg.com/es/sde/f/2022/05/12/043b82cd8bbcab2108944aa3cf34372e_FORMATO.png","Fortaleza",NA,4,7,NA,2,3,NA,NA,1,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",84817,12,356,"ata","3",13.1,7.73,1.95,3.67,10,NA,"robson","Robson","Robson","Robson dos Santos Fernandes","https://s.glbimg.com/es/sde/f/2022/02/25/6d625807fa7a6d37492ec7d37c654dc8_FORMATO.png","Fortaleza",1,6,17,4,6,12,1,2,6,24,NA,3,NA,NA,NA,NA,NA,NA,1,NA
"432",94044,12,277,"gol","6",0,6,0,0,0,NA,"john-victor","John Victor","J. Victor","John Victor Maciel Furtado","https://s.glbimg.com/es/sde/f/2022/03/03/858342355243a12a346b0ad88639269d_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",91689,12,356,"mei","6",-1.4,0.86,-0.29,0.34,7,NA,"matheus-jussa","Matheus Jussa","M. Jussa","Matheus Isaías dos Santos","https://s.glbimg.com/es/sde/f/2022/05/12/50cb87e0510b7a8ddd2813c7129f698a_FORMATO.png","Fortaleza",1,4,12,3,NA,NA,NA,NA,1,23,NA,1,NA,NA,NA,1,NA,1,NA,NA
"434",91733,12,356,"mei","7",0,6.78,0,3.18,7,NA,"felipe","Felipe","Felipe","Luiz Antonio Ferreira Rodrigues","https://s.glbimg.com/es/sde/f/2022/02/25/a8b962d2aca19bf9d892471bebd26383_FORMATO.png","Fortaleza",1,16,11,NA,2,12,NA,NA,NA,42,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"435",63354,12,285,"zag","6",0,5.59,-0.23,3.48,5,NA,"rodrigo-moledo","Rodrigo Moledo","R. Moledo","Rodrigo Modesto da Silva Moledo","https://s.glbimg.com/es/sde/f/2022/04/02/a672a123ec8d7b626a7c7aad1211dc94_FORMATO.png","Internacional",NA,3,2,1,2,4,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"436",78605,12,285,"mei","7",4.5,6.05,-0.35,4.04,10,NA,"gabriel","Gabriel","Gabriel","Gabriel Girotto Franco","https://s.glbimg.com/es/sde/f/2022/04/02/f20a9f6c8c6edb72777759bc796aaa64_FORMATO.png","Internacional",NA,37,22,NA,3,9,NA,NA,NA,33,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"437",80193,12,286,"ata","6",0,2.32,0,0.45,2,NA,"edinho","Edinho","Edinho","Francisco Edson Moreira da Silva","https://s.glbimg.com/es/sde/f/2022/04/04/7be5a82aee84c2e49f3f8260766fd19d_FORMATO.png","Juventude",NA,NA,NA,NA,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",94968,12,356,"lat","7",0.6,5.06,-1.24,3.18,9,NA,"juninho-capixaba","Juninho Capixaba","J. Capixaba","Luis Antônio da Rocha Júnior","https://s.glbimg.com/es/sde/f/2022/02/25/404f0a454cb039f59334f747add17f5e_FORMATO.png","Fortaleza",1,16,12,NA,6,14,1,NA,NA,98,NA,2,NA,NA,1,NA,NA,NA,NA,NA
"439",86970,12,277,"zag","7",0,9.63,0,3.81,9,NA,"eduardo-bauermann","Eduardo Bauermann","E. Bauermann","Eduardo Gabriel dos Santos Bauermann","https://s.glbimg.com/es/sde/f/2022/03/03/c89e866fa7fb43aaf3b818e5578644d5_FORMATO.png","Santos",1,9,5,NA,2,4,1,NA,1,15,NA,1,NA,NA,3,NA,NA,NA,1,NA
"440",99119,12,277,"ata","6",0,4.85,0,2.03,10,NA,"lucas-braga","Lucas Braga","L. Braga","Lucas Braga Ribeiro","https://s.glbimg.com/es/sde/f/2022/03/03/a3607db4d71e6018951bfe51c702fb1a_FORMATO.png","Santos",NA,6,2,1,3,9,NA,1,2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",68917,12,290,"ata","7",0.8,4.15,-0.07,2.55,4,NA,"vinicius","Vinicius","Vinicius","Vinicius Santos Silva","https://s.glbimg.com/es/sde/f/2022/03/10/4b5dcfbcabc53f525f565f57f8050ed7_FORMATO.png","Goiás",1,5,1,NA,2,3,NA,NA,3,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",90012,12,277,"zag","7",0,5.69,0,2.35,6,NA,"velazquez","Velázquez","Velázquez","Emiliano Daniel Velázquez Maldonado","https://s.glbimg.com/es/sde/f/2022/03/03/8b5a4e18b5c35f49a52903d7b8193346_FORMATO.png","Santos",NA,9,NA,NA,NA,2,NA,NA,NA,17,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"443",72951,12,285,"zag","7",2.7,7.02,0.04,3.28,10,NA,"mercado","Mercado","Mercado","Gabriel Iván Mercado","https://s.glbimg.com/es/sde/f/2022/04/02/a0ef6aa6bdbb6858462fa294d19eb211_FORMATO.png","Internacional",NA,16,7,1,1,6,NA,NA,1,23,NA,3,NA,NA,3,NA,NA,NA,1,NA
"444",69014,12,266,"zag","6",5.3,6.57,0.75,2.91,8,NA,"manoel","Manoel","Manoel","Manoel Messias Silva Carvalho","https://s.glbimg.com/es/sde/f/2022/04/20/2ee72152c5a2da89ec05cb252df58e2b_FORMATO.png","Fluminense",1,6,12,NA,2,7,NA,NA,NA,34,NA,2,NA,NA,3,NA,NA,NA,NA,NA
"445",50353,12,356,"zag","7",5.2,5.09,-0.08,1.97,9,NA,"titi","Titi","Titi","Christian Chagas Tarouco","https://s.glbimg.com/es/sde/f/2022/02/25/5050c64ba68bdb4ca40033690ae7c525_FORMATO.png","Fortaleza",NA,13,11,NA,1,8,NA,NA,2,31,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"446",70116,12,290,"mei","2",0,3.12,0,1.59,11,NA,"fellipe-bastos","Fellipe Bastos","F. Bastos","Fellipe Ramos Ignez Bastos","https://s.glbimg.com/es/sde/f/2022/03/10/4fc5c3b6693e46bf2e956854bbf5da76_FORMATO.png","Goiás",1,10,11,5,6,5,NA,NA,NA,55,NA,3,NA,NA,NA,1,NA,NA,NA,NA
"447",71571,12,356,"gol","6",0,7,0,0,0,NA,"fernando-miguel","Fernando Miguel","F. Miguel","Fernando Miguel Kaufmann","https://s.glbimg.com/es/sde/f/2022/02/23/66ea94ea2768ebd6a6cb8f102326d669_FORMATO.png","Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",82628,12,356,"lat","5",0,3.9,0,2.37,4,NA,"tinga","Tinga","Tinga","Guilherme de Jesus da Silva","https://s.glbimg.com/es/sde/f/2022/02/25/5625a3af4c995f2795c36c880eaf1e9d_FORMATO.png","Fortaleza",NA,10,4,1,NA,5,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",104580,12,277,"mei","7",0,3.33,0,2.6,8,NA,"sandry","Sandry","Sandry","Sandry Roberto Santos Goes","https://s.glbimg.com/es/sde/f/2022/03/03/2b65aba4173c2f016fab56b5a734187e_FORMATO.png","Santos",1,13,3,NA,2,5,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",115867,12,290,"lat","6",0,2,0,0,0,NA,"gabriel-ruggeri","Gabriel Ruggeri","G. Ruggeri","Gabriel Ruggeri Silva","https://s.glbimg.com/es/sde/f/2022/03/10/46af53a0646102ee53d5d4a76af63dfb_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",104521,12,277,"mei","7",0,8.48,0,3.76,11,NA,"vinicius-zanocelo","Vinícius Zanocelo","V. Zanocelo","Vinícius Nelson de Souza Zanocelo","https://s.glbimg.com/es/sde/f/2022/03/03/5ec6c9924511913e6d0657f591187ca0_FORMATO.png","Santos",NA,18,16,5,7,6,NA,2,1,29,NA,2,NA,NA,NA,1,NA,NA,NA,NA
"452",107908,12,290,"lat","5",0,2.64,0,0.7,3,NA,"hugo","Hugo","Hugo","Hugo Ferreira de Farias","https://s.glbimg.com/es/sde/f/2022/03/10/121d7e4dfd7120daf27329b4d1e02005_FORMATO.png","Goiás",NA,4,NA,NA,NA,1,NA,NA,1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",79035,12,277,"zag","6",0,4,0,0,0,NA,"luiz-felipe","Luiz Felipe","L. Felipe","Luiz Felipe do Nascimento dos Santos","https://s.glbimg.com/es/sde/f/2022/03/03/d93506f46370622558870dd37ada6bb5_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",107645,12,277,"tec","7",0,10.17,0,4.45,11,NA,"fabian-bustos","Fabián Bustos","F. Bustos","Fabián Daniel Bustos","https://s.glbimg.com/es/sde/f/2022/03/03/a96235f2bb25a5f65aae085d91ee43d4_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",81845,12,276,"mei","6",0,9.04,0,3.54,8,NA,"alisson","Alisson","Alisson","Alisson Euler de Freitas Castro","https://s.glbimg.com/es/sde/f/2022/03/01/14ebdbca4e280cd9dfdb9b7e2148afe0_FORMATO.png","São Paulo",2,13,11,5,3,10,NA,NA,NA,34,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"456",114374,12,277,"lat","7",0,9.11,0,3.57,11,NA,"lucas-pires","Lucas Pires","L. Pires","Lucas Pires Silva","https://s.glbimg.com/es/sde/f/2022/03/03/c7764ba0e1e296d7a8c36021c67a9107_FORMATO.png","Santos",NA,25,11,4,6,8,2,NA,1,178,NA,1,NA,NA,3,NA,1,NA,NA,NA
"457",86508,12,276,"gol","7",1,6.86,-1.28,2.62,12,NA,"jandrei","Jandrei","Jandrei","Jandrei Chitolina Carniel","https://s.glbimg.com/es/sde/f/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,33,13,2,NA,NA,NA,NA,NA
"458",38141,12,276,"zag","6",0,6.53,0,4.3,3,NA,"miranda","Miranda","Miranda","João Miranda de Souza Filho","https://s.glbimg.com/es/sde/f/2022/03/01/63cdbc67a76c583cd60a4368a8c9441e_FORMATO.png","São Paulo",NA,8,4,NA,NA,3,NA,NA,NA,10,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"459",100969,12,356,"mei","6",1.9,2.99,0.24,0.5,2,NA,"ronald","Ronald","Ronald","Ronald dos Santos Lopes","https://s.glbimg.com/es/sde/f/2022/05/12/50ab9a9c9ef9edc1a9bed39d4552c026_FORMATO.png","Fortaleza",NA,2,2,NA,NA,1,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"460",80287,12,276,"ata","2",0.4,11.18,-0.4,4.74,10,NA,"luciano","Luciano","Luciano","Luciano da Rocha Neves","https://s.glbimg.com/es/sde/f/2022/03/01/aeb1926a6ddb270206f4ceffcf701d4b_FORMATO.png","São Paulo",NA,11,4,4,9,9,NA,3,4,37,NA,2,NA,NA,NA,NA,NA,NA,1,NA
"461",85626,12,276,"zag","7",-0.7,4.4,-0.85,1.09,10,NA,"leo","Léo","Léo","Leonardo Pinheiro da Conceição","https://s.glbimg.com/es/sde/f/2022/03/01/7be60e39236cf34421178ed1ea9b2145_FORMATO.png","São Paulo",NA,6,12,NA,2,5,NA,NA,NA,48,NA,2,NA,NA,2,NA,NA,NA,NA,NA
"462",69041,12,266,"gol","6",0,4,0,0,0,NA,"muriel","Muriel","Muriel","Muriel Gustavo Becker","https://s.glbimg.com/es/sde/f/2022/04/20/df58bf5b977794fb0f9e7d4982f1faf7_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
