"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.gato_mestre.media_pontos_mandante","atletas.gato_mestre.media_pontos_visitante","atletas.gato_mestre.media_minutos_jogados","atletas.gato_mestre.minutos_jogados","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","A","CA","DS","FC","FD","FF","FS","FT","G","I","PI","DE","DP","GS","PC","SG","CV","PP","PS","GC"
"433", 87808,22, 263,"zag","3", 0.80, 2.33,-0.18, 1.16,13, 0.85,  0.95000000,  1.05714286, 82.00000000,101.00000000,"philipe-sampaio","Philipe Sampaio","P. Sampaio","Philipe Sampaio Azevedo","https://s.glbimg.com/es/sde/f/2022/03/10/0b9c95c7f9a5612681798da7797e3cec_FORMATO.png","Botafogo",NA, 2,12,17,NA, 1, 7,NA,NA, 1, 44,NA,NA,NA, 1, 3, 2,NA,NA,NA
"434",109195,22, 263,"lat","6", 0.00, 2.00, 0.00, 0.00, 0, 2.24,NA,NA,NA,NA,"vitor-marinho","Vitor Marinho","V. Marinho","Vitor Marinho de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/21/12dac2a5eae75e37ed96b625c3f97430_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435", 93478,22, 285,"ata","7", 8.30, 5.48, 0.17, 3.81,14, 7.11,  6.60000000,  0.08333333, 66.00000000, 85.00000000,"wanderson","Wanderson","Wanderson","Wanderson Maciel Sousa Campos","https://s.glbimg.com/es/sde/f/2022/03/11/60d938ca7b4268f47e35930fb50a834a_FORMATO.png","Internacional", 1, 3, 3,12, 5, 5,10, 1, 5, 1, 66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",111760,22, 275,"mei","6", 0.00, 1.40, 0.00, 0.78, 4, 0.11,NA,NA, 23.00000000,  0.00000000,"fabinho","Fabinho","Fabinho","Fábio Silva de Freitas","https://s.glbimg.com/es/sde/f/2021/05/08/2ef9b9ce1e0f6cdb6db5c4e19367f01f_FORMATO.png","Palmeiras",NA, 1, 4, 4,NA, 1,NA,NA,NA,NA,  3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",103766,22, 275,"ata","6", 0.00, 2.20, 0.00, 0.00, 1, 0.67,NA,NA, 11.00000000,  0.00000000,"gabriel-silva","Gabriel Silva","G. Silva","Gabriel Silva Vieira","https://s.glbimg.com/es/sde/f/2021/04/30/89c3f9a0c359529df91f2489bdd05f2c_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438", 74084,22, 263,"mei","6", 0.00, 2.65, 0.00, 0.54,11, 1.90,  0.50000000,  0.54285714, 52.00000000,  0.00000000,"lucas-piazon","Lucas Piazon","L. Piazon","Gustavo Lucas Domingues Piazón","https://s.glbimg.com/es/sde/f/2022/03/10/444cdcb13fd4a94042b454cbf58b95fb_FORMATO.png","Botafogo",NA, 1,10, 6, 2,NA, 3,NA,NA, 1, 42,NA,NA,NA,NA,NA, 1,NA,NA,NA
"439", 84339,22, 264,"lat","6", 0.00, 4.89, 0.00, 3.26, 5, 5.74,NA,NA, 52.00000000,  0.00000000,"bruno-melo","Bruno Melo","B. Melo","Bruno Ferreira Melo","https://s.glbimg.com/es/sde/f/2022/04/27/35be6fa24036e64091a63cca0ac892d9_FORMATO.png","Corinthians",NA, 1, 2, 6, 1, 2, 3,NA,NA, 2, 24,NA,NA,NA,NA, 3,NA,NA,NA,NA
"440", 77774,22, 314,"tec","7", 2.62, 7.95,-0.06, 3.43,21, 2.65,NA,NA,NA,NA,"eduardo-barroca","Eduardo Barroca","E. Barroca","Eduardo de Souza Barroca","https://s.glbimg.com/es/sde/f/2022/03/08/832e107d799b9425491e065012f3ec3a_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441", 80664,22, 354,"lat","7", 0.00, 4.81, 0.00, 3.34,13,-0.36,  1.26000000,  4.82500000, 61.00000000,  0.00000000,"michel","Michel","Michel","Michel Macedo Rocha Machado","https://s.glbimg.com/es/sde/f/2022/02/22/11f3d7c7d8032d9b2141440fc46e9620_FORMATO.png","Ceará", 1, 1,19,10, 2, 3,12,NA,NA,NA, 62,NA,NA,NA,NA, 3,NA,NA,NA,NA
"442",113159,22, 275,"zag","6", 0.00, 2.00, 0.00, 0.00, 0, 2.24,NA,NA,NA,NA,"michel","Michel","Michel","Michel Augusto Modesto Rafael dos Santos","https://s.glbimg.com/es/sde/f/2022/04/06/2e58e6fda93f2529e843b6dacea39be3_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443", 71227,22, 277,"zag","7", 3.20,11.33, 0.63, 3.46,14, 3.43,  4.54285714,  2.62857143, 98.00000000, 96.00000000,"maicon","Maicon","Maicon","Maicon Pereira Roque","https://s.glbimg.com/es/sde/f/2022/03/14/d137592918a80391170a5d4fdc021480_FORMATO.png","Santos", 1, 1,21, 5, 3, 4, 6,NA,NA, 1, 90,NA,NA,NA,NA, 4,NA,NA,NA,NA
"444", 50428,22, 354,"ata","5", 0.00, 3.79, 0.00, 0.60, 4, 1.93,NA,NA, 10.00000000,  0.00000000,"dentinho","Dentinho","Dentinho","Bruno Ferreira Bonfim","https://s.glbimg.com/es/sde/f/2022/03/11/e3b360fda749e06fb7f50ec9ccbb74d7_FORMATO.png","Ceará",NA,NA, 3, 3,NA,NA,NA,NA,NA, 1,  2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",100103,22, 327,"ata","7", 7.90, 6.65,-0.31, 3.48,16, 6.84,NA,NA,NA,NA,"pedrinho","Pedrinho","Pedrinho","Pedro Gabriel Pereira Lopes","https://s.glbimg.com/es/sde/f/2022/03/08/309c47dae98681ea166c6c5dfef07f5a_FORMATO.png","América-MG", 2, 3,12,14, 7, 9, 8, 1, 3, 4, 76,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",113690,22, 277,"gol","6", 0.00, 2.00, 0.00, 0.00, 0, 2.24,NA,NA,NA,NA,"diogenes","Diógenes ","Diógenes ","Diógenes Vinícius da Silva","https://s.glbimg.com/es/sde/f/2022/03/03/fe491455b3fd9db13061adfa98fd2182_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447", 69022,22, 293,"ata","5", 0.00, 3.42, 0.00, 0.88,11, 0.79,  1.68000000,  0.21666667, 41.00000000,  0.00000000,"marcelo-cirino","Marcelo Cirino","M. Cirino","Marcelo Cirino da Silva","https://s.glbimg.com/es/sde/f/2022/03/11/d66ed90e8284dc651e111fbb2768dd6d_FORMATO.png","Athlético-PR",NA, 1, 7, 4, 1, 3, 4,NA,NA, 5, 26,NA,NA,NA,NA,NA,NA,NA, 1,NA
"448",114335,22, 293,"mei","6", 0.00, 4.00, 0.00, 0.00, 0, 4.74,NA,NA,NA,NA,"jader","Jader","Jader","Jader Barbosa da Silva Gentil","https://s.glbimg.com/es/sde/f/2021/08/28/b1890f6a2535a6bafcc1d65d242e3de6_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",107197,22, 293,"ata","6", 1.00, 3.72,-0.13, 2.52,12, 1.08,  3.02500000,  2.06250000, 47.00000000, 74.00000000,"romulo","Rômulo","Rômulo","Rômulo José Cardoso da Cruz","https://s.glbimg.com/es/sde/f/2021/09/01/8c5b70b92e37e05439b2ec0a4c9a1f5f_FORMATO.png","Athlético-PR", 1,NA,11, 8, 4, 1,10,NA, 1, 1, 40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450", 97856,22, 314,"mei","6", 4.30, 2.32, 0.82, 1.41,10, 3.61,  1.17142857,  2.20000000, 20.00000000, 63.00000000,"lucas-ventura","Lucas Ventura","L. Ventura","Lucas de Souza Ventura","https://s.glbimg.com/es/sde/f/2022/03/11/27b312ffb4595c14c896eece284c7b69_FORMATO.png","Avaí",NA, 1,12, 4,NA, 1, 7,NA,NA,NA, 14,NA,NA,NA, 1,NA,NA,NA,NA,NA
"451",103700,22, 264,"zag","6", 1.00, 4.49,-1.41, 3.56,12, 1.28,NA,NA,NA,NA,"bruno-mendez","Bruno Méndez","B. Méndez","Bruno Méndez Cittadini","https://s.glbimg.com/es/sde/f/2022/06/24/c1cadb36bdc2e9c961a181dac5a10494_FORMATO.png","Corinthians",NA, 1,19, 6, 1, 1, 3,NA, 1,NA, 38,NA,NA,NA,NA, 3,NA,NA,NA,NA
"452",113359,22, 276,"mei","2", 0.00, 3.86, 0.00, 1.34,18, 0.17,  1.12000000,  1.67500000, 52.00000000,  0.00000000,"pablo-maia","Pablo Maia","P. Maia","Pablo Gonçalves Maia Fortunato","https://s.glbimg.com/es/sde/f/2022/03/05/e91f0953fe782088f01eda528fd69b2f_FORMATO.png","São Paulo",NA, 3,24,22, 2, 4, 9,NA,NA,NA, 53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453", 72362,22, 354,"mei","6", 0.00, 4.13, 0.00, 1.79,12, 1.75,  0.60000000,  2.62857143, 69.00000000,  0.00000000,"rodrigo-lindoso","Rodrigo Lindoso","R. Lindoso","Rodrigo Oliveira Lindoso","https://s.glbimg.com/es/sde/f/2022/03/11/262543ac36f21decccf1617c277630d6_FORMATO.png","Ceará", 1, 6,15,11, 2, 4,13,NA,NA,NA, 44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",117330,22, 264,"zag","6", 0.00, 0.77, 0.00, 2.50, 2,-0.82,NA,NA,  0.00000000,  0.00000000,"robert-renan","Robert Renan","R. Renan","Robert Renan Alves Barbosa","https://s.glbimg.com/es/sde/f/2022/03/11/8dd73ea0b46a5ae62fca694e1dc2afa9_FORMATO.png","Corinthians",NA, 1, 2, 3,NA,NA,NA,NA,NA,NA,  5,NA,NA,NA,NA, 1,NA,NA,NA,NA
"455", 72491,22, 314,"zag","7",-0.30, 5.62,-0.45, 1.88,15, 0.20,  1.36666667,  2.31666667, 83.00000000,102.00000000,"bressan","Bressan","Bressan","Matheus Simonete Bressanelli","https://s.glbimg.com/es/sde/f/2022/03/08/0759780a94f5359aefe723b749494c0b_FORMATO.png","Avaí",NA, 2,17,15,NA, 2, 6, 1,NA,NA, 72,NA,NA,NA, 1, 3,NA,NA,NA,NA
"456",110995,22, 293,"lat","6",-0.60, 3.57,-0.87, 4.04,10,-0.20,  3.77500000,  3.41666667, 42.00000000, 91.00000000,"pedrinho","Pedrinho","Pedrinho","Pedro Henrique Azevedo Pereira","https://s.glbimg.com/es/sde/f/2021/10/04/a4618559793af2d381a5aafe03c3616a_FORMATO.png","Athlético-PR", 1, 2,14, 7,NA, 2, 4,NA,NA,NA, 58,NA,NA,NA,NA, 5,NA,NA,NA,NA
"457", 90569,22, 286,"mei","3",-0.70, 3.32,-0.64, 1.17,16,-0.28,  1.58750000,  0.32500000, 64.00000000, 50.00000000,"yuri-lima","Yuri Lima","Y. Lima","Yuri Oliveira Lima","https://s.glbimg.com/es/sde/f/2022/03/18/fd7d4f0e5e6c5b59c85b542484321ecd_FORMATO.png","Juventude",NA, 6,25,30, 5, 4, 6,NA,NA,NA, 87,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",103684,22, 285,"zag","6", 0.00, 3.61, 0.00, 3.33, 6, 1.18,  2.60000000,  2.74000000, 62.00000000,  0.00000000,"kaique-rocha","Kaíque Rocha","K. Rocha","Kaíque Rocha Lima","https://s.glbimg.com/es/sde/f/2022/04/02/c6484aba6ef03823515d831dbbed3145_FORMATO.png","Internacional",NA, 2, 8, 3, 1,NA, 3, 1,NA,NA, 24,NA,NA,NA,NA, 2,NA,NA,NA,NA
"459",104991,22, 263,"gol","6", 0.00, 1.00, 0.00, 0.00, 0, 0.99,NA,NA,NA,NA,"igo","Igo","Igo","Igo Gabriel Santos Pereira","https://s.glbimg.com/es/sde/f/2022/02/21/d72272ecdc3d542846840940aa3130b1_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460", 84382,22, 290,"lat","2", 0.00, 2.97, 0.00, 1.63,16,-0.60,  2.34285714,  1.24444444, 58.00000000,  0.00000000,"danilo-barcelos","Danilo Barcelos","D. Barcelos","Danilo Carvalho Barcelos","https://s.glbimg.com/es/sde/f/2022/04/05/07d7f2dc608c0833bf6c29c75cb93a43_FORMATO.png","Goiás", 1, 5,15,24,NA, 4, 8,NA,NA, 1,118,NA,NA,NA,NA, 4,NA,NA,NA,NA
"461", 88312,22, 282,"zag","7", 6.50,12.58, 0.54, 3.89,19, 6.18,  3.96000000,  3.78888889, 88.00000000, 95.00000000,"junior-alonso","Junior Alonso","J. Alonso","Junior Osmar Ignacio Alonso Mujica","https://s.glbimg.com/es/sde/f/2022/07/15/18f148a4c0e6304c4e127291f1935424_FORMATO.png","Atlético-MG", 2, 2,21, 9,NA, 5, 3, 1,NA,NA, 93,NA,NA,NA, 1, 9,NA,NA,NA,NA
"462",112734,22, 263,"ata","6", 0.00, 0.76, 0.00, 0.50, 2, 0.05,NA,NA,  0.00000000,  0.00000000,"daniel-cruz","Daniel Cruz","D. Cruz","Daniel dos Santos da Cruz","https://s.glbimg.com/es/sde/f/2022/06/16/cdbadf012a6d22cee8d65486394e73c6_FORMATO.png","Botafogo",NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,  2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",105647,22, 285,"mei","2", 1.40, 4.71,-2.11, 2.34,17, 1.70,  3.37500000,  1.28000000, 42.00000000, 79.00000000,"mauricio","Maurício","Maurício","Maurício Magalhães Prado","https://s.glbimg.com/es/sde/f/2021/05/02/9b1360971d21b29ea6d3fcc3806ad12e_FORMATO.png","Internacional", 1, 2,10, 4, 3, 7, 9, 1, 2,NA, 67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",106002,22, 285,"mei","6",11.30, 5.35, 1.21, 3.43,12, 9.44,  3.81666667,  2.21666667, 51.00000000, 85.00000000,"johnny","Johnny","Johnny","João Lucas Souza Cardoso","https://s.glbimg.com/es/sde/f/2021/05/02/e291215bc1ef22558f71ebdfc86fd7e6_FORMATO.png","Internacional", 2, 2,21,12, 3, 2, 5,NA, 1,NA, 32,NA,NA,NA, 1,NA,NA,NA,NA,NA
"465",111413,22, 314,"lat","6", 0.00, 2.00, 0.00, 0.00, 0, 2.24,NA,NA,NA,NA,"igor","Igor","Igor","Igor da Silva Dutra","https://s.glbimg.com/es/sde/f/2022/02/23/e2415bc46c8e600866f7be1d673bee12_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466", 97537,22, 286,"lat","6", 0.00, 7.91, 0.00, 4.90, 4, 9.26,NA,NA, 78.00000000,  0.00000000,"busanello","Busanello","Busanello","Gabriel Dal Toé Busanello","https://s.glbimg.com/es/sde/f/2022/03/19/9a30d49720fb53d5ad43eef3f82e8dc2_FORMATO.png","Juventude", 2,NA, 7, 6, 3, 1, 2,NA,NA,NA, 24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",115563,22, 327,"mei","6", 0.00, 1.01, 0.00, 1.05, 4, 0.29,NA,NA, 50.00000000,  0.00000000,"rodriguinho","Rodriguinho","Rodriguinho","Rodrigo Henrique Santos de Souza","https://s.glbimg.com/es/sde/f/2022/02/24/cbc12bdc877ddabea0be444ea145a8d6_FORMATO.png","América-MG",NA, 2, 5, 5,NA, 1, 5,NA,NA,NA, 16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",113857,22, 314,"zag","6", 0.00, 2.00, 0.00, 0.00, 0, 2.24,NA,NA,NA,NA,"felipe-silva","Felipe Silva","F. Silva","Felipe Florencio da Silva","https://s.glbimg.com/es/sde/f/2022/02/21/93072ab058127d5a10ce32d35f85beae_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",115404,22, 277,"ata","6", 0.00, 3.30, 0.00, 3.01,10, 0.74,NA,NA, 26.00000000,  0.00000000,"rwan","Rwan","Rwan","Rwan Philipe Rodrigues de Souza Cruz","https://s.glbimg.com/es/sde/f/2022/03/03/87ee12224aa1dccc15149c42181e9432_FORMATO.png","Santos",NA, 1, 6, 7, 3, 2, 8, 1, 2, 2, 20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",112831,22, 314,"ata","6", 0.00, 1.65, 0.00, 0.90, 1, 1.13,NA,NA,  0.00000000,  0.00000000,"gustavo-santos","Gustavo Santos","G. Santos","Gustavo Santos Simões da Silva","https://s.glbimg.com/es/sde/f/2022/02/24/9a793f8d88106ebaa9639f638c89bc0b_FORMATO.png","Avaí",NA,NA,NA, 1,NA, 1, 1,NA,NA,NA,  1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",117343,22, 263,"zag","6", 0.00, 1.00, 0.00, 0.00, 0, 0.99,NA,NA,NA,NA,"kawan","Kawan","Kawan","Kawan Thomaz Reis de Moraes","https://s.glbimg.com/es/sde/f/2022/05/04/53923487da15da09cccfd077e342fab3_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",111798,22, 266,"ata","6", 0.00, 1.00, 0.00, 0.00, 0, 0.99,NA,NA,NA,NA,"marcelinho","Marcelinho","Marcelinho","Marcelo Francine de Castro Feliciano","","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",115511,22, 290,"zag","6", 0.00, 2.48, 0.00, 1.82, 6, 0.41,  0.96666667,  2.66666667, 37.00000000,  0.00000000,"yan-souto","Yan Souto","Y. Souto","Yan da Cruz Souto","https://s.glbimg.com/es/sde/f/2022/04/05/9fcc839762fbeec9574032b56e3d8717_FORMATO.png","Goiás",NA, 1, 5, 7,NA, 2, 2,NA,NA,NA, 26,NA,NA,NA, 2, 2,NA,NA,NA,NA
"474", 96725,22, 263,"lat","6", 0.00, 7.78, 0.00, 4.33,18, 0.19,  3.31111111,  5.51111111, 64.00000000,  0.00000000,"saravia","Saravia","Saravia","Renzo Saravia","https://s.glbimg.com/es/sde/f/2022/03/15/fe7e3baf028e564db9023bc25ef5ec34_FORMATO.png","Botafogo", 1, 8,53,32,NA, 6,29, 1,NA,NA,156,NA,NA,NA,NA, 4,NA,NA,NA,NA
"475", 87098,22, 354,"ata","7", 4.10, 5.85, 0.51, 1.50, 9, 3.78,  1.50000000,  1.50000000, 28.00000000, 67.00000000,"matheus-peixoto","Matheus Peixoto","M. Peixoto","Matheus Vieira Campos Peixoto","https://s.glbimg.com/es/sde/f/2022/03/14/2eb9eaecb0ea8315d3d9f2e457dac7c4_FORMATO.png","Ceará", 1,NA, 3, 5, 4, 2, 4,NA,NA, 3, 17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",116825,22, 266,"lat","6", 0.00, 1.00, 0.00, 0.00, 0, 0.99,NA,NA,NA,NA,"jhonny","Jhonny","Jhonny","Jhonny Cardinoti Pedro","https://s.glbimg.com/es/sde/f/2022/02/24/07c2ee6d264dd5863593c52fdaba42b5_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",111806,22, 263,"zag","6", 0.00, 1.00, 0.00, 0.00, 0, 0.99,NA,NA,NA,NA,"ewerton","Ewerton","Ewerton","Ewerton Vinicios Santana Porto","https://s.glbimg.com/es/sde/f/2022/03/21/fb5a3b78b8d0b4fc3f242bedfc3973fd_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478", 98219,22, 285,"ata","6", 8.20, 7.63, 1.16, 3.79,18, 7.07,  4.35000000,  3.20000000, 40.00000000, 78.00000000,"alemao","Alemão","Alemão","Alexandre Zurawski","https://s.glbimg.com/es/sde/f/2022/04/02/6749aefb841e5462c4bb1cd86b5458e4_FORMATO.png","Internacional", 2, 1, 9,26, 3, 4,27, 2, 4, 1, 42,NA,NA,NA,NA,NA,NA,NA, 2,NA
"479",115791,22, 286,"mei","6", 0.00, 1.04, 0.00,-1.20, 1, 1.62,NA,NA, 15.00000000,  0.00000000,"gabriel-tota","Gabriel Tota","G. Tota","Gabriel Ferreira Neris","https://s.glbimg.com/es/sde/f/2022/03/03/092de08c75d428ac15be8a46a64c60f2_FORMATO.png","Juventude",NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,  2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",106160,22, 280,"gol","6", 0.00, 2.76, 0.00, 3.00, 1, 2.67,  0.00000000,  3.00000000,100.00000000,  0.00000000,"lucao","Lucão","Lucão","Lucas Alexandre Galdino de Azevedo","https://s.glbimg.com/es/sde/f/2022/03/21/213b9e0fe37495f3ab21a390c7f4a175_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 5,NA, 2,NA,NA,NA,NA,NA,NA
"481",111831,22, 266,"ata","7", 0.30, 3.14,-0.66, 3.49,14, 0.46,NA,NA,NA,NA,"matheus-martins","Matheus Martins","M. Martins","Matheus Martins Silva dos Santos","https://s.glbimg.com/es/sde/f/2022/04/20/f6b7d6073f1d67e5e9263e986f470c8b_FORMATO.png","Fluminense", 1, 1,15,12, 2,10,21,NA, 2, 3, 69,NA,NA,NA,NA,NA,NA,NA, 1,NA
"482",108133,22, 286,"ata","7", 0.90, 3.73,-0.23, 2.39,18, 0.98,  2.49000000,  1.98750000, 69.00000000, 55.00000000,"pitta","Pitta","Pitta","Isidro Miguel Pitta Saldívar ","https://s.glbimg.com/es/sde/f/2022/04/06/d5b98eae02b3de3352cd02c6cc1b5c36_FORMATO.png","Juventude",NA, 2, 1,13,11,15,27, 2, 2,10, 79,NA,NA,NA,NA,NA,NA, 1,NA,NA
"483",106931,22, 294,"ata","6", 0.00, 3.41, 0.00, 1.68, 9, 4.53,NA,NA, 42.00000000,  0.00000000,"clayton","Clayton","Clayton","Clayton Fernandes Silva","https://s.glbimg.com/es/sde/f/2022/04/07/d77acac22c53adb29b02b378be525d67_FORMATO.png","Coritiba",NA, 1, 3,10, 3, 6,11, 1,NA, 5,  9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",107044,22, 266,"ata","6", 0.00, 0.81, 0.00, 0.75, 4, 0.00,NA,NA,NA,NA,"alexandre-jesus","Alexandre Jesus","A. Jesus","Alexandre de Jesus Jeruzalem Júnior","https://s.glbimg.com/es/sde/f/2021/03/11/2cd0a3080b756150df221b41afd772f0_FORMATO.png","Fluminense",NA,NA, 3, 1,NA,NA, 1,NA,NA,NA,  8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",112367,22, 294,"zag","6", 0.00, 2.00, 0.00, 0.00, 0, 2.24,NA,NA,NA,NA,"thalisson-gabriel","Thalisson Gabriel","T. Gabriel","Thalisson Gabriel Pereira Moreira","https://s.glbimg.com/es/sde/f/2022/02/23/b20b6fb1092b7873bd98294c5c3c0a7a_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",115502,22, 356,"zag","6", 0.00, 3.84, 0.00, 3.26,12, 1.27,  3.73333333,  2.76666667, 69.00000000,  0.00000000,"ceballos","Ceballos","Ceballos","Brayan Andrés Ceballos Jiménez","https://s.glbimg.com/es/sde/f/2022/05/12/74e0c34f6d9685b4e494c70171746de9_FORMATO.png","Fortaleza",NA, 4,25,12, 2, 5, 3, 1,NA, 1, 62,NA,NA,NA,NA, 3, 1,NA,NA,NA
"487", 91856,22, 373,"lat","6", 5.30, 4.79, 0.86, 2.56,16, 4.57,  3.12857143,  2.13333333, 59.00000000, 21.00000000,"hayner","Hayner","Hayner","Hayner Willian Monjardim Cordeiro","https://s.glbimg.com/es/sde/f/2022/04/07/f21175e4f1cb1c9ccf3df6db10da1c56_FORMATO.png","Atlético-GO", 2, 7,20,21, 2, 3,24,NA,NA, 7,117,NA,NA,NA,NA, 3,NA,NA, 1,NA
"488", 93014,22, 264,"ata","6", 0.00, 4.98, 0.00, 0.71, 8, 4.52,NA,NA, 35.00000000,  0.00000000,"junior-moraes","Júnior Moraes","J. Moraes","Aluísio Chaves Ribeiro Moraes Júnior","https://s.glbimg.com/es/sde/f/2022/04/27/3c3c3537ef31150713d0fe063c826d1c_FORMATO.png","Corinthians",NA, 1, 5, 9, 1, 1, 5,NA,NA,NA, 11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489", 83772,22, 294,"ata","6", 0.00, 3.68, 0.00, 0.74, 3, 4.39,NA,NA, 29.00000000,  0.00000000,"neilton","Neilton","Neilton","Neilton Meira Mestzk","https://s.glbimg.com/es/sde/f/2022/03/14/cb2e543c7dc405836f0fe7262ffe1ec4_FORMATO.png","Coritiba",NA, 1, 2, 1, 1,NA, 1,NA,NA,NA,  6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",116083,22, 286,"gol","6", 0.00, 1.00, 0.00, 0.00, 0, 0.99,NA,NA,NA,NA,"arthur","Arthur","Arthur","Arthur de Bem Ribas","https://s.glbimg.com/es/sde/f/2022/03/03/63f61e57755d004bee8679580bd46491_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491", 88037,22, 263,"tec","7", 4.35, 8.94, 0.23, 3.86,22, 4.09,NA,NA,NA,NA,"luis-castro","Luís Castro","L. Castro","Luís Manuel Ribeiro de Castro","https://s.glbimg.com/es/sde/f/2022/02/21/3d4eb55c672851b1407085b09c4dfbb4_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",112368,22, 294,"mei","6", 0.00, 2.62, 0.00, 1.50,10, 3.80,  2.02000000,  1.00000000, 50.00000000,  0.00000000,"bernardo","Bernardo","Bernardo","Bernardo Marcos Pinheiro Lemes","https://s.glbimg.com/es/sde/f/2022/02/23/b2b2c421852c3e7501d00cc9bfa66b1c_FORMATO.png","Coritiba",NA, 1,12,11,NA, 3, 9,NA,NA,NA, 19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",116835,22, 290,"ata","6", 0.00, 1.00, 0.00, 0.00, 0, 0.99,NA,NA,NA,NA,"reginaldo","Reginaldo","Reginaldo","Reginaldo dos Santos Moreira","https://s.glbimg.com/es/sde/f/2022/04/15/c6b1985503cc71ba6d6154b448940158_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
