,atletas.posicao_id,atletas.foto,atletas.nome,atletas.variacao_num,atletas.clube_id,atletas.preco_num,atletas.rodada_id,atletas.minimo_para_valorizar,atletas.jogos_num,atletas.apelido_abreviado,atletas.pontos_num,atletas.status_id,atletas.slug,atletas.apelido,atletas.media_num,atletas.clube.id.full.name,atletas.atleta_id,CA,DS,FC,FF,FS,PC,SG,A,FD,G,I,CV,PS,FT,DE,GS,V,DP,PP,GC
84,2,https://s.sde.globo.com/media/person_role/2023/06/23/photo_FORMATO.png,Diogo Barbosa Mendanha,0.0,266,6.95,13,-1.95,6,D. Barbosa,0.0,6,diogo-barbosa,Diogo Barbosa,2.0,Fluminense,70916,1.0,5.0,4.0,1.0,5.0,,1.0,,,,1.0,,,,,,,,,
85,4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_iZBbl8l.png,Leonardo Cittadini,0.0,293,1.83,13,0.67,4,L. Cittadini,0.0,6,leo-cittadini,Léo Cittadini,0.3,Athlético-PR,70986,,1.0,6.0,1.0,2.0,,,,,,,,,,,,,,,
86,4,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q8oUM9e.png,Vinícius Goes Barbosa de Souza,-0.4,284,5.23,13,1.0,13,Vina,1.6,2,vina,Vina,1.92,Grêmio,71162,2.0,4.0,4.0,5.0,11.0,,,,5.0,1.0,,,,,,,,,,
87,3,https://s.sde.globo.com/media/person_role/2023/06/28/photo_FORMATO.png,Maicon Pereira Roque,0.0,267,6.73,13,7.93,1,Maicon,0.0,6,maicon,Maicon,8.6,Vasco,71227,,2.0,,,,,1.0,,1.0,,,,,,,,,,,
88,1,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qLr4Pp0.png,Fernando Miguel Kaufmann,0.0,356,10.86,13,4.47,4,F. Miguel,0.0,5,fernando-miguel,Fernando Miguel,5.25,Fortaleza,71571,,,,,,,1.0,,,,,,,,20.0,4.0,,,,
89,1,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PN9nfV7.png,Weverton Pereira da Silva,0.31,275,8.82,13,1.89,12,Weverton,3.0,7,weverton,Weverton,3.3,Palmeiras,71631,,,,,1.0,,3.0,,,,,,,,35.0,11.0,,,,
90,3,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_WsvPa3o.png,Gustavo Raúl Gómez Portillo,-0.65,275,8.1,13,0.08,12,G. Gómez,0.2,7,gustavo-gomez,Gustavo Gómez,2.85,Palmeiras,71684,3.0,15.0,12.0,2.0,8.0,,2.0,1.0,2.0,,2.0,,,,,,,,,
91,5,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_LaKDS7J.png,Thiago Galhardo do Nascimento Rocha,0.03,356,6.47,13,1.52,10,T. Galhardo,2.4,7,thiago-galhardo,Thiago Galhardo,3.09,Fortaleza,71844,1.0,4.0,4.0,4.0,9.0,,,,4.0,2.0,2.0,,,,,,,,,
92,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wzlbP45.png,Gabriel Appelt Pires,0.0,263,5.61,13,4.09,3,G. Pires,0.0,6,gabriel-pires,Gabriel Pires,4.57,Botafogo,71898,,11.0,7.0,2.0,2.0,,,,,,,,,,,,,,,
93,3,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TwK8xQJ.png,Danilo Fernando Avelar,2.44,327,7.56,13,8.97,10,D. Avelar,13.9,7,danilo-avelar,Danilo Avelar,5.6,América-MG,72142,2.0,13.0,18.0,3.0,7.0,,1.0,1.0,5.0,3.0,1.0,,,1.0,,1.0,,,,
94,1,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_XhJDp6n.png,Everson Felipe Marques Pires,0.16,282,5.56,13,0.6,13,Everson,1.0,7,everson,Everson,3.23,Atlético-MG,72294,2.0,,,,4.0,,4.0,,,,,,,,35.0,13.0,,,,
95,1,https://s.sde.globo.com/media/person_role/2022/08/16/19b70a0ace7230f7a5033ad9270abf7e_FORMATO.png,Felipe Alves Raymundo,0.0,276,6.0,13,8.22,0,F. Alves,0.0,6,felipe-alves,Felipe Alves,0.0,São Paulo,72372,,,,,,,,,,,,,,,,,,,,
96,6,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_dcBENR5.png,Fernando Diniz Silva,-0.77,266,13.58,13,1.33,13,F. Diniz,2.18,7,fernando-diniz,Fernando Diniz,5.38,Fluminense,72391,,,,,,,,,,,,,,,,,6.0,,,
97,4,https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_Fbab3V0.png,Gustavo Campanharo,0.0,285,5.6,13,2.29,8,G. Campanharo,0.0,6,gustavo-campanharo,Gustavo Campanharo,2.71,Internacional,72497,4.0,19.0,14.0,,7.0,,,,3.0,,,,,,,,,,,
98,2,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_r03QzyK.png,Magno José da Silva,0.27,290,3.33,13,0.74,11,Maguinho,1.2,7,maguinho,Maguinho,2.77,Goiás,72532,5.0,13.0,34.0,7.0,13.0,,1.0,,,2.0,,1.0,,,,,,,,
99,1,https://s.sde.globo.com/media/person_role/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png,Matheus Fernando Cavichioli,0.0,327,5.43,13,-1.04,7,M. Cavichioli,0.0,6,matheus-cavichioli,Matheus Cavichioli,1.17,América-MG,72580,,,1.0,,1.0,,,,,,,1.0,,,26.0,19.0,,1.0,,1.0
100,5,https://s.sde.globo.com/media/person_role/2022/04/12/5422d339b6546dc0505e80e10b027269_FORMATO.png,Pedro Henrique Konzen Medina da Silva,0.0,285,6.83,13,1.58,11,P. Henrique,0.0,6,pedro-henrique,Pedro Henrique,3.55,Internacional,72583,,12.0,20.0,10.0,10.0,,,1.0,4.0,1.0,11.0,,1.0,,,,,,,
101,1,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mZtm5zI.png,Maurício Kozlinski,0.0,356,4.92,13,6.68,1,M. Kozlinski,0.0,6,mauricio-kozlinski,Maurício Kozlinski,6.0,Fortaleza,72595,,,,,,,1.0,,,,,,,,1.0,,,,,
102,3,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,Vitor Hugo Franchescoli de Souza,-0.1,265,5.46,13,1.08,9,V. Hugo,1.7,7,vitor-hugo,Vitor Hugo,2.47,Bahia,72605,1.0,9.0,7.0,5.0,3.0,1.0,2.0,,,,,,,,,,,,,
103,4,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_l5sEyLV.png,Pablo Daniel Ceppelini Gatto,1.75,1371,5.2,13,6.99,12,Ceppelini,10.8,6,ceppelini,Ceppelini,2.16,Cuiabá,72762,2.0,4.0,5.0,5.0,9.0,,,2.0,5.0,,,,,,,,,,,
104,5,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SJwFoxe.png,Luiz Adriano de Souza da Silva,0.42,285,6.21,13,2.04,12,L. Adriano,3.2,7,luiz-adriano,Luiz Adriano,3.06,Internacional,72772,,5.0,7.0,5.0,13.0,,,1.0,3.0,1.0,3.0,,,2.0,,,,,,
105,4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_X6EpiKc.png,Fernando Luiz Rosa,0.0,293,5.0,13,1.01,5,Fernandinho,0.0,7,fernandinho,Fernandinho,1.46,Athlético-PR,72775,3.0,4.0,10.0,2.0,6.0,1.0,,1.0,,,1.0,,,,,,,,,
106,3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_rOFNbA7.png,Gabriel Iván Mercado,0.51,285,5.82,13,4.06,7,Mercado,6.3,7,mercado,Mercado,3.66,Internacional,72951,4.0,11.0,11.0,1.0,3.0,,3.0,,2.0,,,,,,,,,,,
107,2,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_KcG4Ldd.png,Daniel Fortunato Borges,0.0,263,6.39,13,7.86,1,D. Borges,0.0,6,daniel-borges,Daniel Borges,5.9,Botafogo,73318,,4.0,2.0,,1.0,,,,1.0,,,,,,,,,,,
108,2,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_GJkHCf2.png,Samuel Xavier Brito,-0.06,266,9.89,13,1.77,9,S. Xavier,2.8,7,samuel-xavier,Samuel Xavier,4.33,Fluminense,73384,4.0,9.0,8.0,6.0,9.0,,2.0,1.0,2.0,1.0,2.0,,,,,,,,,
109,5,https://s.sde.globo.com/media/person_role/2023/04/10/photo_FORMATO_UU1DWbN.png,Jean Dias da Costa,-1.39,285,3.42,13,0.29,9,J. Dias,0.5,7,jean-dias,Jean Dias,2.43,Internacional,73479,1.0,2.0,5.0,3.0,11.0,,,1.0,1.0,1.0,1.0,,,,,,,,,
110,3,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_QXt8Pw7.png,Bruno Fabiano Alves,0.0,284,5.68,13,-1.26,12,B. Alves,0.0,2,bruno-alves,Bruno Alves,1.7,Grêmio,73620,1.0,6.0,5.0,2.0,6.0,,2.0,,1.0,,2.0,,,,,,,,,
111,5,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_8U4l1F1.png,Guilherme Costa Marques,0.33,290,3.1,13,2.51,8,G. Marques,3.9,6,guilherme-marques,Guilherme Marques,1.75,Goiás,73781,2.0,11.0,11.0,3.0,3.0,,,,2.0,,2.0,,,,,,,,,
112,3,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_8nCiWcT.png,Rodrigo Caio Coquette Russo,0.0,262,3.97,13,5.33,1,R. Caio,0.0,6,rodrigo-caio,Rodrigo Caio,0.0,Flamengo,73800,,,,,,,,,,,,,,,,,,,,
113,5,https://s.sde.globo.com/media/person_role/2022/03/31/a411b722d7d0edc88f871c1a48191dc1_FORMATO.png,Aloísio dos Santos Gonçalves,-0.36,327,7.85,13,-0.9,12,Aloísio,-1.3,3,aloisio,Aloísio,4.57,América-MG,73850,3.0,2.0,18.0,10.0,8.0,,,1.0,7.0,3.0,6.0,,,4.0,,,,,,
114,4,https://s.sde.globo.com/media/person_role/2021/05/04/83ae4938b05e0e1d67ad49af17785e89_FORMATO.png,Alison Lopes Ferreira,0.0,277,3.03,13,2.14,5,Alison,0.0,5,alison,Alison,1.24,Santos,73974,,5.0,1.0,,1.0,,,,,,,,,,,,,,,
115,1,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_zKZCWAI.png,Roberto Junior Fernández Torres,0.0,263,8.0,13,11.06,0,G. Fernández,0.0,6,gatito-fernandez,Gatito Fernández,0.0,Botafogo,74061,,,,,,,,,,,,,,,,,,,,
116,2,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_UA5MZDv.png,Madson Ferreira dos Santos,-0.02,293,5.68,13,2.18,10,Madson,3.4,3,madson,Madson,1.76,Athlético-PR,78077,3.0,3.0,11.0,2.0,8.0,,2.0,1.0,,,3.0,,,,,,,,,
117,5,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8pHdjST.png,Everaldo Stum,-0.19,265,7.6,13,-0.04,10,Everaldo,0.0,6,everaldo,Everaldo,2.39,Bahia,78117,3.0,5.0,12.0,1.0,7.0,,,,4.0,2.0,5.0,,,,,,,,,
118,2,https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,Renê Rodrigues Martins,0.33,285,9.49,13,3.77,11,Renê,5.9,7,rene,Renê,4.55,Internacional,78445,2.0,21.0,9.0,2.0,16.0,,4.0,,,,1.0,,,,,,,,,
119,5,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_7bHRcHm.png,Jonathan Renato Barbosa,0.01,1371,6.55,13,2.04,12,J. Cafu,3.2,7,jonathan-cafu,Jonathan Cafu,2.78,Cuiabá,78580,1.0,12.0,9.0,4.0,17.0,,,2.0,1.0,,3.0,,,,,,,,,
120,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_GUlE7bV.png,Gabriel Girotto Franco,0.0,285,6.0,13,8.22,0,Gabriel,0.0,6,gabriel,Gabriel,0.0,Internacional,78605,,,,,,,,,,,,,,,,,,,,
121,4,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Yl1MU4D.png,Ramiro Moschen Benetti,0.0,283,5.62,13,3.2,6,Ramiro,0.0,5,ramiro,Ramiro,3.8,Cruzeiro,78715,3.0,9.0,8.0,4.0,,,,1.0,1.0,1.0,,,,,,,,,,
122,2,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_YOXKUlg.png,Reinaldo Manoel da Silva,-0.81,284,7.55,13,1.31,8,Reinaldo,2.1,7,reinaldo,Reinaldo,4.87,Grêmio,78850,4.0,5.0,14.0,1.0,8.0,,1.0,4.0,3.0,1.0,2.0,,,,,,,,,
123,4,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_xMjWx6h.png,Thiago dos Santos,0.29,266,1.94,13,1.35,8,T. Santos,2.1,6,thiago-santos,Thiago Santos,0.54,Fluminense,78855,2.0,5.0,8.0,,3.0,,,,1.0,,,,,,,,,,,
124,1,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_33D9G2h.png,Douglas Borges,0.0,263,3.0,13,3.96,0,D. Borges,0.0,6,douglas-borges,Douglas Borges,0.0,Botafogo,78893,,,,,,,,,,,,,,,,,,,,
125,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_aiqNBl6.png,Luiz Felipe do Nascimento dos Santos,0.0,277,3.0,13,3.96,0,L. Felipe,0.0,6,luiz-felipe,Luiz Felipe,0.0,Santos,79035,,,,,,,,,,,,,,,,,,,,
126,3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_iLUMfpx.png,Víctor Leandro Cuesta,0.69,263,11.1,13,6.41,12,V. Cuesta,10.0,7,victor-cuesta,Víctor Cuesta,6.54,Botafogo,79113,5.0,18.0,8.0,3.0,7.0,,8.0,1.0,2.0,1.0,,,,1.0,,,,,,
127,5,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_So2bREb.png,Silvio Ezequiel Romero,0.0,356,4.88,13,2.08,9,S. Romero,0.0,6,silvio-romero,Silvio Romero,2.49,Fortaleza,79188,1.0,1.0,5.0,2.0,3.0,,,1.0,,2.0,4.0,,,,,,,,,
128,4,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_S95pz8G.png,Filipe Augusto Carvalho Souza,-0.28,1371,1.84,13,0.3,8,F. Augusto,0.5,6,filipe-augusto,Filipe Augusto,1.28,Cuiabá,79268,1.0,11.0,10.0,,8.0,,,,,,,1.0,,,,,,,,
129,3,https://s.sde.globo.com/media/person_role/2021/06/04/a95541b4ee84849f6e060a780b86704d_FORMATO.png,Ricardo César Dantas da Silva,0.0,327,2.01,13,2.5,5,R. Silva,0.0,5,ricardo-silva,Ricardo Silva,1.04,América-MG,79334,1.0,5.0,6.0,,4.0,,,,,,,,,,,,,,,
130,5,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_CKcA05y.png,Germán Ezequiel Cano,-0.24,266,13.44,13,0.46,13,Cano,0.8,7,cano,Cano,3.93,Fluminense,79631,1.0,8.0,9.0,12.0,4.0,,,,7.0,3.0,8.0,,,2.0,,,,,1.0,
131,4,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_22BJorG.png,Lucas Silva Borges,0.0,284,4.71,13,1.49,4,L. Silva,0.0,6,lucas-silva,Lucas Silva,2.67,Grêmio,79701,,8.0,3.0,,4.0,,,,,,,,,,,,,,,
132,5,https://s.sde.globo.com/media/person_role/2023/04/10/photo_FORMATO_Mzobxer.png,José Roberto Assunção de Araújo Filho,0.2,294,4.03,13,1.53,10,Z. Roberto,2.4,7,ze-roberto,Zé Roberto,2.57,Coritiba,80076,2.0,6.0,19.0,4.0,19.0,,,1.0,3.0,1.0,1.0,1.0,,,,,,,,
133,4,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_jUc4EZ2.png,Glaybson Yago Souza Lisboa,-1.04,356,6.73,13,-1.86,13,Y. Pikachu,-2.8,7,yago-pikachu,Yago Pikachu,2.15,Fortaleza,80196,2.0,5.0,5.0,5.0,12.0,,,,3.0,2.0,2.0,,,,,,,,1.0,
134,5,https://s.sde.globo.com/media/person_role/2022/03/01/aeb1926a6ddb270206f4ceffcf701d4b_FORMATO.png,Luciano da Rocha Neves,1.18,276,12.51,13,5.51,13,Luciano,8.6,7,luciano,Luciano,5.01,São Paulo,80287,2.0,4.0,11.0,9.0,21.0,,,2.0,6.0,4.0,2.0,,,1.0,,,,,1.0,
135,4,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_l0JerUa.png,Lucas Rafael Araújo Lima,-0.11,277,7.04,13,1.5,13,L. Lima,2.4,7,lucas-lima,Lucas Lima,3.59,Santos,80583,2.0,21.0,25.0,3.0,17.0,,,2.0,2.0,1.0,3.0,,,,,,,,,
136,3,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cnIvHfj.png,Luan Garcia Teixeira,0.0,275,7.15,13,0.8,10,Luan,1.3,2,luan,Luan,3.88,Palmeiras,80692,1.0,9.0,15.0,4.0,7.0,,3.0,,1.0,1.0,3.0,,,1.0,,,,,,
137,3,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_2mIyND1.png,Pedro Tonon Geromel,0.0,284,7.0,13,9.64,0,P. Geromel,0.0,6,pedro-geromel,Pedro Geromel,0.0,Grêmio,80853,,,,,,,,,,,,,,,,,,,,
138,4,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,Jair Rodrigues Júnior,0.0,267,9.93,13,7.31,11,Jair,0.0,2,jair,Jair,4.78,Vasco,81091,4.0,23.0,20.0,1.0,32.0,,,,1.0,2.0,,,1.0,,,,,,,
139,4,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_t30cY72.png,Lucas Andrés Mugni,-0.17,265,2.81,13,0.51,3,L. Mugni,0.8,2,lucas-mugni,Lucas Mugni,0.57,Bahia,81121,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
140,2,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_VrbLrFd.png,Mayke Rocha de Oliveira,-0.55,275,7.39,13,0.73,11,Mayke,1.2,7,mayke,Mayke,4.83,Palmeiras,81150,2.0,20.0,14.0,1.0,3.0,,3.0,2.0,,1.0,,,,,,,,,,
141,4,https://s.sde.globo.com/media/person_role/2022/03/01/14ebdbca4e280cd9dfdb9b7e2148afe0_FORMATO.png,Alisson Euler de Freitas Castro,0.29,276,5.55,13,2.04,13,Alisson,3.2,6,alisson,Alisson,2.66,São Paulo,81845,1.0,17.0,14.0,5.0,9.0,,,2.0,1.0,,1.0,,,,,,,,,
142,1,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_KgJZuxA.png,João Ricardo Riedi,-0.47,356,6.99,13,-0.06,8,J. Ricardo,0.0,7,joao-ricardo,João Ricardo,5.5,Fortaleza,81881,1.0,,,,2.0,,4.0,,,,,,,,24.0,7.0,,1.0,,
143,5,https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_X04virK.png,José Henrique da Silva Dourado,-0.14,283,4.5,13,-0.23,10,H. Dourado,-0.3,6,henrique-dourado,Henrique Dourado,2.08,Cruzeiro,81905,2.0,3.0,12.0,7.0,9.0,,,,2.0,1.0,7.0,,,1.0,,,,,,
144,4,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_9raWzET.png,Willian Osmar de Oliveira Silva,0.24,290,2.83,13,2.12,9,W. Oliveira,3.3,7,willian-oliveira,Willian Oliveira,1.8,Goiás,81952,3.0,13.0,18.0,1.0,14.0,,,,1.0,,,,,,,,,,,
145,4,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ek7YW7J.png,Adilson dos Anjos Oliveira,-1.58,327,5.47,13,0.29,13,Juninho,0.5,7,juninho,Juninho,2.34,América-MG,82381,1.0,13.0,11.0,2.0,10.0,,,,3.0,1.0,1.0,,1.0,,,,,,,
146,1,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jSvkpAL.png,Tadeu Antônio Ferreira,0.33,290,6.47,13,2.88,10,Tadeu,4.5,7,tadeu,Tadeu,3.25,Goiás,82453,,,,,3.0,,1.0,,,,,,,,40.0,14.0,,,,
147,4,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XlK02hD.png,José Rafael Vivian,0.0,275,10.59,13,3.7,11,Z. Rafael,0.0,5,ze-rafael,Zé Rafael,4.48,Palmeiras,82455,4.0,31.0,28.0,2.0,24.0,,,1.0,5.0,,1.0,,,,,,,,,
148,4,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,Otávio Henrique Passos Santos,0.0,282,4.13,13,2.24,4,Otávio,0.0,6,otavio,Otávio,2.03,Atlético-MG,82463,3.0,8.0,5.0,1.0,2.0,,,,1.0,,,,,,,,,,,
149,5,https://s.sde.globo.com/media/person_role/2023/07/03/photo_FORMATO.png,Luiz de Araújo Guimarães Neto,0.0,262,8.0,13,-0.01,0,L. Araújo,0.0,6,luiz-araujo,Luiz Araújo,0.0,Flamengo,82627,,,,,,,,,,,,,,,,,,,,
150,2,https://s.sde.globo.com/media/person_role/2022/05/12/98abba841d176135f9ec02a557177a7f_FORMATO.png,Guilherme de Jesus da Silva,-1.49,356,9.35,13,-0.47,12,Tinga,-0.6,2,tinga,Tinga,5.72,Fortaleza,82628,,27.0,8.0,2.0,4.0,,5.0,,2.0,1.0,3.0,,,,,,,,,
151,1,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jsdA8Zf.png,Marcelo Rangel da Rosa,0.0,290,2.34,13,-0.83,3,M. Rangel,0.0,6,marcelo-rangel,Marcelo Rangel,0.0,Goiás,82730,,,,,,,,,,,,,,,8.0,8.0,,,,
152,6,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_L21KedQ.png,Paulo César Turra,-1.03,277,9.67,13,0.59,11,P. Turra,1.03,7,paulo-turra,Paulo Turra,5.12,Santos,82747,,,,,,,,,,,,,,,,,5.0,,,
153,4,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bPEXkEO.png,Wellington Soares da Silva,0.18,276,6.02,13,1.85,12,W. Rato,2.9,2,wellington-rato,Wellington Rato,2.35,São Paulo,82766,2.0,9.0,6.0,6.0,6.0,,,2.0,3.0,,2.0,,,,,,,,,
154,5,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_mbchRWW.png,Gabriel Barbosa Almeida,1.36,262,14.23,13,6.23,10,Gabriel,9.7,2,gabriel,Gabriel,5.66,Flamengo,83257,4.0,3.0,3.0,8.0,10.0,,,1.0,9.0,4.0,3.0,,,1.0,,,,,1.0,
155,4,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_TvGvJD9.png,Patrick Bezerra do Nascimento,-0.27,282,5.53,13,-0.03,12,Patrick,0.0,6,patrick,Patrick,1.86,Atlético-MG,83433,1.0,14.0,4.0,2.0,10.0,,,,1.0,,1.0,,,,,,,,,
156,3,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_Wclql1X.png,Leonardo Pereira,0.39,262,14.37,13,3.16,12,L. Pereira,5.0,6,leo-pereira,Léo Pereira,6.24,Flamengo,83528,1.0,19.0,7.0,1.0,11.0,,5.0,,,3.0,1.0,,,,,,,,,
157,3,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_U329TT2.png,Hueglo dos Santos Neris,0.66,283,4.61,13,5.37,4,Neris,8.3,6,neris,Neris,5.08,Cruzeiro,83786,2.0,6.0,8.0,1.0,1.0,,3.0,,1.0,,,,,,,,,,,
158,5,https://s.sde.globo.com/media/person_role/2023/06/30/photo_220x220_AACy2wU.png,Clayson Henrique da Silva Vieira,0.0,1371,6.0,13,-0.01,0,Clayson,0.0,6,clayson,Clayson,0.0,Cuiabá,83817,,,,,,,,,,,,,,,,,,,,
159,5,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TbDAa67.png,Francisco das Chagas Soares dos Santos Meireles,0.5,263,20.71,13,7.86,12,T. Soares,12.3,7,tiquinho-soares,Tiquinho Soares,10.36,Botafogo,84042,4.0,8.0,16.0,13.0,24.0,,,4.0,5.0,10.0,9.0,,,,,,,,1.0,
160,3,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_LiuUOj2.png,Jemerson de Jesus Nascimento,0.01,282,7.56,13,1.32,12,Jemerson,2.1,7,jemerson,Jemerson,2.79,Atlético-MG,84263,1.0,8.0,14.0,1.0,4.0,,4.0,1.0,1.0,,1.0,,,,,,,,,
161,3,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_FEUiEbp.png,Bruno Ferreira Melo,0.19,290,5.08,13,0.72,12,B. Melo,1.2,7,bruno-melo,Bruno Melo,3.23,Goiás,84339,5.0,7.0,6.0,6.0,10.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,
162,4,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_DOXZ9Xn.png,Fernando Pereira do Nascimento,0.0,1371,7.56,13,2.19,9,F. Sobral,0.0,7,fernando-sobral,Fernando Sobral,5.88,Cuiabá,84428,3.0,22.0,12.0,7.0,17.0,,,1.0,5.0,1.0,,,,,,,,,,
163,5,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_UU97nfg.png,José Romário Silva de Souza,-0.18,356,2.72,13,-0.02,8,Romarinho,0.0,6,romarinho,Romarinho,0.84,Fortaleza,84523,,,1.0,2.0,6.0,,,,2.0,,,,,,,,,,,
164,4,https://s.sde.globo.com/media/person_role/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png,Lucas Evangelista Santana de Oliveira,-0.68,280,8.43,13,2.51,12,L. Evangelista,4.0,7,lucas-evangelista,Lucas Evangelista,5.92,Bragantino,84674,1.0,20.0,11.0,11.0,30.0,,,4.0,4.0,,1.0,,,1.0,,,,,,
165,2,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_M1z2XK5.png,Guillermo Varela Olivera,0.0,262,4.61,13,5.38,1,Varela,0.0,6,varela,Varela,5.6,Flamengo,84816,,1.0,2.0,,,,1.0,,,,,,,,,,,,,
166,5,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_wdF92Dr.png,Robson dos Santos Fernandes,-1.24,294,6.5,13,0.39,11,Robson,0.7,7,robson,Robson,4.95,Coritiba,84817,4.0,19.0,26.0,5.0,12.0,,,1.0,4.0,3.0,3.0,,,,,,,,,
167,1,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_kJmHr1X.png,Marcos Felipe de Freitas Monteiro,-0.91,265,6.37,13,1.25,12,M. Felipe,2.0,7,marcos-felipe,Marcos Felipe,3.13,Bahia,85004,,,,,1.0,,3.0,,,,,,,,40.0,18.0,,,,
168,1,https://s.sde.globo.com/media/person_role/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png,Vinicius Silvestre da Costa,0.0,275,3.0,13,3.96,0,V. Silvestre,0.0,6,vinicius-silvestre,Vinicius Silvestre,0.0,Palmeiras,85083,,,,,,,,,,,,,,,,,,,,
169,4,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_XLtLBFc.png,Víctor Danilo Cantillo Jiménez,0.0,264,8.32,13,10.14,1,Cantillo,0.0,6,cantillo,Cantillo,8.9,Corinthians,85315,,6.0,,,1.0,,,,1.0,,,,,,,,,,,
