,atletas.variacao_num,atletas.preco_num,atletas.foto,atletas.nome,atletas.clube.id.full.name,atletas.atleta_id,atletas.apelido_abreviado,atletas.rodada_id,atletas.posicao_id,atletas.status_id,atletas.clube_id,atletas.pontos_num,atletas.minimo_para_valorizar,atletas.jogos_num,atletas.media_num,atletas.apelido,atletas.slug,A,CA,DS,FC,FD,FF,FS,FT,G,PP,I,SG,PS,CV,DE,GS,V,PC,DP,GC
437,-0.44,7.56,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vnwHYu8.png,Wesley Ribeiro Silva,Cruzeiro,105811,Wesley,14,5,7,283,2.1,,12,4.9,Wesley,wesley,,2.0,16.0,23.0,7.0,9.0,18.0,,3.0,,1.0,,,,,,,,,
438,0.0,2.4,https://s.sde.globo.com/media/person_role/2023/06/25/photo_FORMATO_bGsyKIs.png,Lucas Eduardo Ribeiro de Souza,Goiás,105842,Edu,14,3,6,290,0.0,,2,1.9,Edu,edu,,,3.0,1.0,,,3.0,,,,,,,,,,,1.0,,
439,0.0,5.73,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_BedE425.png,Matheus de Araújo Andrade,Corinthians,105845,M. Araújo,14,4,6,264,0.0,,7,2.33,Matheus Araújo,matheus-araujo,,,4.0,4.0,1.0,,7.0,,1.0,,,,,,,,,,,
440,0.0,1.39,https://s.sde.globo.com/media/person_role/2022/03/03/caea9218ffe2f27f406b20009a39c25e_FORMATO.png,Ivonei Júnior da Silva Rabelo,Santos,105899,Ivonei,14,4,6,277,0.0,,1,0.0,Ivonei,ivonei,,,,,,,,,,,,,,,,,,,,
441,0.0,2.87,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_PQUgcKV.png,José Gabriel dos Santos Silva,Vasco,105902,Z. Gabriel,14,4,6,267,0.0,,5,1.32,Zé Gabriel,ze-gabriel,,1.0,6.0,4.0,,2.0,,,,,,,,,,,,,,
442,-0.48,2.55,https://s.sde.globo.com/media/person_role/2023/04/20/photo_220x220_YH7397F.png,Vinicius Alessandro Mingotti,Bahia,105909,V. Mingotti,14,5,6,265,0.8,,8,2.07,Vinicius Mingotti,vinicius-mingotti,,1.0,3.0,7.0,4.0,1.0,6.0,,1.0,,5.0,,,,,,,,,
443,0.4,3.99,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_eEMPMPy.png,Rômulo Zanre Zwarg,Internacional,105911,Rômulo,14,4,7,285,3.2,,10,4.15,Rômulo,romulo,,1.0,18.0,8.0,1.0,4.0,16.0,1.0,1.0,,1.0,,,,,,,,,
444,0.0,0.71,https://s.sde.globo.com/media/person_role/2020/02/28/8b8a13f401928e0adf73a1998a49f868_FORMATO.png,Carlos Eduardo Bertolassi da Silva,Santos,105914,C. Silva,14,2,6,277,0.0,,1,0.0,Cadu Silva,cadu-silva,,,,,,,,,,,,,,,,,,,,
445,0.0,2.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Oqt8wcz.png,Vinícius dos Santos de Oliveira Paiva,Vasco,105998,Vinícius,14,5,6,267,0.0,,0,0.0,Vinícius,vinicius,,,,,,,,,,,,,,,,,,,,
446,0.0,2.81,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_Tdt3VkZ.png,Lucas de Ramos Silveira,Internacional,106000,L. Ramos,14,4,6,285,0.0,,1,0.0,Lucas Ramos,lucas-ramos,,,,,,,,,,,,,,,,,,,,
447,0.0,7.55,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_ylIGH1n.png,João Lucas Souza Cardoso,Internacional,106002,Johnny,14,4,7,285,0.0,,9,5.77,Johnny,johnny,1.0,2.0,20.0,10.0,2.0,1.0,12.0,1.0,2.0,,2.0,,,,,,,,,
448,-0.68,2.32,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_byFBxRL.png,Breno Washington Rodrigues da Silva,Botafogo,106083,Breno,14,4,6,263,0.9,,1,0.9,Breno,breno,,,1.0,1.0,,,,,,,,,,,,,,,,
449,0.0,1.74,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_uN4AYEQ.png,Lucas Alexandre Galdino de Azevedo,Bragantino,106160,Lucão,14,1,6,280,0.0,,5,0.6,Lucão,lucao,,1.0,,,,,,,,,,1.0,,,7.0,8.0,,,,
450,0.2,14.46,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_RHuy7TJ.png,Gabriel Fortes Chaves,Vasco,106199,G. Pec,14,5,6,267,4.9,,13,4.45,Gabriel Pec,gabriel-pec,1.0,3.0,12.0,14.0,5.0,9.0,21.0,2.0,2.0,,1.0,,,,,,,,,
451,0.0,3.18,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_YrswGSn.png,Lucas Figueiredo dos Santos,Vasco,106201,Figueiredo,14,4,6,267,0.0,,11,2.07,Figueiredo,figueiredo,,2.0,6.0,14.0,7.0,6.0,10.0,1.0,,,4.0,,1.0,,,,,,,
452,-0.25,9.11,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_wvinlkF.png,Bruno Gomes da Silva Clevelário,Coritiba,106202,B. Gomes,14,4,7,294,1.3,,13,3.94,Bruno Gomes,bruno-gomes,,2.0,23.0,21.0,5.0,8.0,23.0,1.0,1.0,,,,,1.0,,,,,,
453,0.0,2.0,https://s.sde.globo.com/media/person_role/2022/02/21/f32be788b285e944b21d286da2e5b28d_FORMATO.png,Kawan Gabriel da Silva,Athlético-PR,106219,Kawan,14,4,5,293,0.0,,0,0.0,Kawan,kawan,,,,,,,,,,,,,,,,,,,,
454,0.0,1.85,https://s.sde.globo.com/media/person_role/2022/05/05/593eafb7ce8c7aa2051ccde762f1d731_FORMATO.png,Leonardo Javier Realpe Montaño,Bragantino,106299,Realpe,14,3,6,280,0.0,,6,1.95,Realpe,realpe,,1.0,4.0,7.0,,,,,,,,2.0,,,,,,,,
455,1.08,9.3,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mYQOurq.png,Caio Alexandre Souza e Silva,Fortaleza,106323,C. Alexandre,14,4,7,356,6.4,,14,3.9,Caio Alexandre,caio-alexandre,2.0,2.0,29.0,24.0,2.0,3.0,13.0,,1.0,,3.0,,,,,,,,,
456,0.0,3.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_IHO297R.png,Wesley David de Oliveira Andrade,Cruzeiro,106327,W. Gasolina,14,2,6,283,0.0,,0,0.0,Wesley Gasolina,wesley-gasolina,,,,,,,,,,,,,,,,,,,,
457,0.0,4.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Yc1vcMc.png,Jhonata Robert Alves da Silva,Grêmio,106371,J. Robert,14,4,5,284,0.0,,0,0.0,Jhonata Robert,jhonata-robert,,,,,,,,,,,,,,,,,,,,
458,0.13,5.87,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_0B5pVnO.png,Eduardo Gonzaga Mendes Santos,Bragantino,106434,E. Santos,14,3,5,280,5.0,,13,3.85,Eduardo Santos,eduardo-santos,1.0,2.0,6.0,14.0,2.0,2.0,8.0,1.0,1.0,,,5.0,,,,,,,,
459,0.0,2.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_oXORlmg.png,Hedhe Halls Rocha da Silva,Vasco,106682,Halls,14,1,6,267,0.0,,0,0.0,Halls,halls,,,,,,,,,,,,,,,,,,,,
460,0.31,4.22,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_DgukYrK.png,Carlos Alberto Gomes da Silva Filho,Botafogo,106704,C. Alberto,14,5,6,263,8.0,,3,5.5,Carlos Alberto,carlos-alberto,,,,,,,1.0,,2.0,,,,,,,,,,,
461,0.0,3.0,https://s.sde.globo.com/media/person_role/2022/04/12/147e9b9fa6d6b253f5f20e62622066ac_FORMATO.png,André Anderson Pomilio Lima,São Paulo,106803,A. Anderson,14,4,6,276,0.0,,0,0.0,André Anderson,andre-anderson,,,,,,,,,,,,,,,,,,,,
462,-0.46,8.07,https://s.sde.globo.com/media/person_role/2022/03/01/70f9ba85a01525e2d77c787e7efb42f7_FORMATO.png,Rodrigo Nestor Bertalia,São Paulo,106822,R. Nestor,14,4,7,276,0.2,,11,3.46,Rodrigo Nestor,rodrigo-nestor,,1.0,15.0,18.0,7.0,8.0,8.0,1.0,1.0,,3.0,,,1.0,,,,,,
463,0.0,7.0,https://s.sde.globo.com/media/person_role/2022/03/01/81ffdaa86a436b3f695649fc411cf06b_FORMATO.png,Welington Damascena Santos,São Paulo,106824,Welington,14,2,6,276,0.0,,0,0.0,Welington,welington,,,,,,,,,,,,,,,,,,,,
464,0.39,5.24,https://s.sde.globo.com/media/person_role/2022/03/01/73a6760a1b2c4cc7fc70ee0323e11b73_FORMATO.png,Patryck Lanza dos Reis,São Paulo,106829,Patryck,14,2,6,276,7.9,,4,6.98,Patryck,patryck,,2.0,6.0,2.0,,1.0,5.0,,,,,4.0,,,,,,,,
465,0.0,3.0,https://s.sde.globo.com/media/person_role/2022/03/01/46c4e9fd9a32a9e894bd6edc746e403d_FORMATO.png,Talles Macedo Toledo Costa,São Paulo,106830,T. Costa,14,4,6,276,0.0,,0,0.0,Talles Costa,talles-costa,,,,,,,,,,,,,,,,,,,,
466,0.24,2.96,https://s.sde.globo.com/media/person_role/2022/03/01/b64f8d56aad317fef852cca695190f34_FORMATO.png,Juan Santos da Silva,São Paulo,106831,Juan,14,5,2,276,4.4,,8,2.54,Juan,juan,,,7.0,4.0,1.0,1.0,7.0,,1.0,,4.0,,,,,,,,,
467,0.0,1.0,https://s.sde.globo.com/media/person_role/2022/03/01/e8c6023cceab5eaf7953916841a0923b_FORMATO.png,Pedro Veronez Vilhena,São Paulo,106832,P. Vilhena,14,4,6,276,0.0,,0,0.0,Pedro Vilhena,pedro-vilhena,,,,,,,,,,,,,,,,,,,,
468,0.33,5.33,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qBlP0vG.png,Luan Patrick Wiedthauper,Bragantino,106835,L. Patrick,14,3,7,280,6.4,,6,5.68,Luan Patrick,luan-patrick,1.0,1.0,4.0,4.0,,,3.0,,,,,5.0,,,,,,,,
469,0.0,2.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_5q9s5aJ.png,Eder Maciel Lopes,Fluminense,106882,Edinho,14,4,6,266,0.0,,0,0.0,Edinho,edinho,,,,,,,,,,,,,,,,,,,,
470,0.0,4.73,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_DOiaQDY.png,Fernando Augusto Pereira Bueno Júnior,Athlético-PR,106950,Fernando,14,2,5,293,0.0,,6,5.27,Fernando,fernando,2.0,1.0,10.0,4.0,,1.0,2.0,,,,,2.0,,,,,,,,
471,0.0,4.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_rs77zVD.png,Bernardo Schappo,Fortaleza,106977,B. Schappo,14,3,6,356,0.0,,0,0.0,Bernardo Schappo,bernardo-schappo,,,,,,,,,,,,,,,,,,,,
472,0.0,1.51,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_lmtWu1C.png,José Ricardo Batista Cerqueira,Cuiabá,107039,R. Cerqueira,14,4,6,1371,0.0,,1,0.5,Ricardo Cerqueira,ricardo-cerqueira,,,,,,,1.0,,,,,,,,,,,,,
473,0.0,2.48,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_PBbWKhP.png,Alexandre de Jesus Jeruzalem Júnior,Fluminense,107044,A. Jesus,14,5,6,266,0.0,,1,1.9,Alexandre Jesus,alexandre-jesus,,,1.0,,,1.0,,,,,1.0,,,,,,,,,
474,0.34,2.4,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9qm9tuE.png,Stenio Zanetti Toledo,Cruzeiro,107052,Stênio,14,5,6,283,2.1,,9,0.88,Stênio,stenio,,,3.0,8.0,4.0,2.0,1.0,,,,1.0,,,,,,,,,
475,0.52,4.67,https://s.sde.globo.com/media/person_role/2022/05/05/ebc6c140c001d68b3b50f27e354d27e2_FORMATO.png,Natan Bernardo de Souza,Bragantino,107110,Natan,14,3,7,280,6.1,,7,1.7,Natan,natan,,,5.0,10.0,1.0,1.0,4.0,,,,1.0,1.0,,,,,,,,
476,-0.34,4.01,https://s.sde.globo.com/media/person_role/2023/03/29/photo_FORMATO_RowK2Zx.png,Richard Ríos Montoya,Palmeiras,107111,R. Ríos,14,4,2,275,-0.9,,14,1.57,Richard Ríos,richard-rios,,1.0,13.0,8.0,1.0,4.0,11.0,,,,1.0,,,,,,,,,
477,0.0,7.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_YTg7jfi.png,Patrick de Paula Carreiro,Botafogo,107172,P. Paula,14,4,5,263,0.0,,0,0.0,Patrick de Paula,patrick-de-paula,,,,,,,,,,,,,,,,,,,,
478,0.35,6.9,https://s.sde.globo.com/media/person_role/2023/03/30/photo_FORMATO_Z1W5SRZ.png,Michel Daryl Araújo Villar,São Paulo,107173,M. Araújo,14,4,2,276,6.2,,10,3.11,Michel Araújo,michel-araujo,1.0,1.0,7.0,8.0,1.0,5.0,16.0,,1.0,,,,,,,,,,,
479,0.0,2.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_34QaZln.png,Matheus Planelles Donelli,Corinthians,107179,M. Donelli,14,1,6,264,0.0,,0,0.0,Matheus Donelli,matheus-donelli,,,,,,,,,,,,,,,,,,,,
480,0.0,2.05,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_2aZU9Nq.png,Léo Matias Baiersdorf Linck,Athlético-PR,107183,L. Linck,14,1,6,293,0.0,,1,7.0,Léo Linck,leo-linck,,2.0,,,,,,,,,,,,,2.0,2.0,,,1.0,
481,0.06,0.97,https://s.sde.globo.com/media/person_role/2021/04/16/0367fa0859b4ea67ba8191afd67f560e_FORMATO.png,Vinicius Kauê Ribeiro Ferreira,Athlético-PR,107186,V. Kauê,14,2,6,293,1.1,,2,1.0,Vinicius Kauê,vinicius-kaue,,1.0,3.0,2.0,,,,,,,,,,,,,,,,
482,0.0,1.0,https://s.sde.globo.com/media/person_role/2021/12/08/9440c054d747c490573927d3d0cb770c_FORMATO.png,Leonardo Ataíde de Oliveira Siqueira,Athlético-PR,107191,L. Ataíde,14,2,6,293,0.0,,0,0.0,Leonardo Ataíde,leonardo-ataide,,,,,,,,,,,,,,,,,,,,
483,0.0,1.58,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_A5prVgV.png,Rômulo José Cardoso da Cruz,Athlético-PR,107197,Rômulo,14,5,5,293,0.0,,5,0.42,Rômulo,romulo,,,1.0,3.0,,1.0,2.0,,,,,,,,,,,,,
484,0.0,2.59,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_9hMRqkt.png,Gustavo Garcia dos Santos,Palmeiras,107225,G. Garcia,14,2,6,275,0.0,,4,1.55,Gustavo Garcia,gustavo-garcia,,,2.0,1.0,,2.0,3.0,,,,,1.0,,1.0,,,,1.0,,
485,0.0,3.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_JqZAXdV.png,Miqueias Cabral Evaristo,Bahia,107232,Miqueias,14,4,6,265,0.0,,0,0.0,Miqueias,miqueias,,,,,,,,,,,,,,,,,,,,
486,0.0,6.13,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_F0bHOxR.png,Vanderlan Barbosa da Silva,Palmeiras,107236,Vanderlan,14,2,6,275,0.0,,5,3.98,Vanderlan,vanderlan,1.0,1.0,13.0,9.0,,2.0,3.0,,,,1.0,,,,,,,,,
487,0.0,1.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_hnxgxa6.png,Nathan Melo Silva,Goiás,107261,Nathan,14,4,6,290,0.0,,0,0.0,Nathan,nathan,,,,,,,,,,,,,,,,,,,,
488,0.0,2.46,https://s.sde.globo.com/media/person_role/2023/05/07/photo_220x220_0PEd4FH.png,Vinícius Rodrigues Adelino dos Santos,Goiás,107375,Dodô,14,4,6,290,0.0,,6,1.52,Dodô,dodo,,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,,
489,-0.6,1.88,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_MHA8oKV.png,Luan Dias da Silva,Santos,107416,L. Dias,14,4,3,277,-1.0,,5,0.28,Luan Dias,luan-dias,,3.0,5.0,7.0,,,1.0,,,,,,,,,,,,,
490,0.39,9.56,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_VrJSWeV.png,André Trindade da Costa Neto,Fluminense,107498,André,14,4,7,266,5.0,,11,3.47,André,andre,,3.0,26.0,16.0,1.0,4.0,27.0,,,,,,,1.0,,,,,,
491,0.32,9.59,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_0XMnyZN.png,Natanael Moreira Milouski,Coritiba,107554,Natanael,14,2,7,294,4.7,,11,4.81,Natanael,natanael,,3.0,33.0,24.0,6.0,3.0,14.0,1.0,,,2.0,1.0,,,,,,1.0,,
492,0.0,8.82,https://s.sde.globo.com/media/person_role/2022/09/30/photo_FORMATO.png,Nathan Santos de Araújo,Santos,107676,Nathan,14,2,6,277,0.0,,7,4.29,Nathan,nathan,,2.0,16.0,9.0,,,1.0,,,,,3.0,,,,,,,,
493,0.0,4.79,https://s.sde.globo.com/media/person_role/2023/03/21/photo_FORMATO_A5fpusS.png,Chrystian Amaral Barletta de Almeida,Corinthians,107726,C. Barletta,14,4,6,264,0.0,,3,2.23,Chrystian Barletta,chrystian-barletta,,,3.0,3.0,1.0,1.0,4.0,,,,,,,,,,,,,
494,0.0,1.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_O9bfirr.png,Emerson Fabiano Kerber Júnior,Internacional,107740,E. Júnior,14,1,6,285,0.0,,0,0.0,Emerson Júnior,emerson-junior,,,,,,,,,,,,,,,,,,,,
495,0.0,3.54,https://s.sde.globo.com/media/person_role/2022/05/05/f8aea5d525d74bdbe77382da13d85ed2_FORMATO.png,Bruno Conceição Praxedes,Bragantino,107744,Praxedes,14,4,6,280,0.0,,1,-0.1,Praxedes,praxedes,,,,,,,,,,,1.0,,,,,,,,,
496,0.0,7.74,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_WyxMzh5.png,Adriel Vasconcelos Ramos,Grêmio,107748,Adriel,14,1,6,284,0.0,,2,5.25,Adriel,adriel,,1.0,,,,,1.0,,,,,1.0,,,7.0,1.0,,,,
497,0.0,2.12,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_Z8v7YI8.png,Diego Gabriel Silva Rosa,Bahia,107796,D. Rosa,14,4,6,265,0.0,,7,1.09,Diego Rosa,diego-rosa,,,4.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,
498,0.0,3.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_7OiYeRo.png,Fernando Henrique do Nascimento Pereira,Cruzeiro,107800,F. Henrique,14,4,6,283,0.0,,0,0.0,Fernando Henrique,fernando-henrique,,,,,,,,,,,,,,,,,,,,
499,0.0,0.75,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_nMfgjlm.png,Natã Felipe de Amorim Santos,Grêmio,107801,Natã,14,3,6,284,0.0,,1,0.2,Natã,nata,,,,1.0,,,1.0,,,,,,,,,,,,,
500,-0.07,1.94,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_f09xlRk.png,Matheus dos Santos Dias,Internacional,107809,M. Dias,14,4,6,285,0.2,,6,0.67,Matheus Dias,matheus-dias,,1.0,5.0,5.0,,,1.0,,,,,,,,,,,,,
501,0.0,2.36,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_4XBJGTX.png,Hugo Ferreira de Farias,Goiás,107908,Hugo,14,2,6,290,0.0,,1,1.2,Hugo,hugo,,,1.0,,,,,,,,,,,,,,,,,
502,-0.4,7.74,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_w7tZlR4.png,Fausto Mariano Vera,Corinthians,107950,F. Vera,14,4,6,264,4.2,,10,3.19,Fausto Vera,fausto-vera,2.0,4.0,17.0,13.0,2.0,5.0,6.0,,,,,,,,,,,,,
503,0.0,2.75,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LlMyePJ.png,Isidro Miguel Pitta Saldívar,Cuiabá,108133,I. Pitta,14,5,6,1371,0.0,,12,0.43,Isidro Pitta,isidro-pitta,,,,7.0,1.0,3.0,8.0,,,,2.0,,,,,,,,,
504,0.0,2.85,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hopiRUY.png,Gustavo César Mendonça Gravino,Grêmio,108201,Gustavinho,14,4,6,284,0.0,,1,0.5,Gustavinho,gustavinho,,,,,,,1.0,,,,,,,,,,,,,
505,0.0,1.0,https://s.sde.globo.com/media/person_role/2022/09/18/photo_FORMATO_aTUZBiS.png,Breno Herculano Almeida,Goiás,108211,Breno,14,5,6,290,0.0,,0,0.0,Breno,breno,,,,,,,,,,,,,,,,,,,,
506,0.0,2.08,https://s.sde.globo.com/media/person_role/2023/04/11/photo_220x220.png,Gabriel de Sousa Barros,Internacional,108352,G. Barros,14,5,6,285,0.0,,2,-0.65,Gabriel Barros,gabriel-barros,,1.0,,1.0,,,,,,,,,,,,,,,,
507,0.0,6.0,https://s.sde.globo.com/media/person_role/2023/02/01/photo_FORMATO_0I7WXAm.png,Erison Danilo de Souza,São Paulo,108422,Erison,14,5,6,276,0.0,,0,0.0,Erison,erison,,,,,,,,,,,,,,,,,,,,
508,0.0,2.36,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_G8IevUF.png,Matías Galarza Fonda,Vasco,108528,Galarza,14,4,6,267,0.0,,9,2.1,Galarza,galarza,,1.0,7.0,7.0,1.0,3.0,4.0,,1.0,,,,,,,,,,,
509,0.18,3.1,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VPNWNb6.png,Luciano Daniel Arriagada García,Athlético-PR,108624,Arriagada,14,5,6,293,1.8,,2,1.05,Arriagada,arriagada,,,1.0,7.0,1.0,1.0,2.0,,,,,,,,,,,,,
510,2.89,4.89,https://s.sde.globo.com/media/person_role/2023/07/06/photo_220x220_QhpyCZL.png,João Victo Magno de Souza Machado,Goiás,108715,J. Magno,14,5,6,290,8.0,,1,8.0,João Magno,joao-magno,,,,2.0,,1.0,,,1.0,,2.0,,,,,,,,,
511,0.0,7.58,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_t9xgUxE.png,João Victor Santos Sá,Botafogo,108946,V. Sá,14,5,6,263,0.0,,11,3.9,Victor Sá,victor-sa,,1.0,15.0,11.0,7.0,10.0,8.0,,1.0,,2.0,,1.0,,,,,,,
512,0.0,1.0,https://s.sde.globo.com/media/person_role/2022/08/25/photo_FORMATO_VUIS7Pm.png,Daniel Sergio Martins,Athlético-PR,109102,D. Martins,14,4,6,293,0.0,,0,0.0,Daniel Martins,daniel-martins,,,,,,,,,,,,,,,,,,,,
513,0.0,3.72,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_xScuqcn.png,Matheus Nascimento de Paula,Botafogo,109114,M. Nascimento,14,5,6,263,0.0,,4,2.58,Matheus Nascimento,matheus-nascimento,,1.0,2.0,6.0,1.0,,3.0,,1.0,,,,,,,,,,,
514,0.0,2.0,https://s.sde.globo.com/media/person_role/2022/07/15/4de72f5f4587ade71270417865e896e9_FORMATO.png,Douglas da Silva Teixeira,Botafogo,109199,DG,14,2,6,263,0.0,,0,0.0,DG,dg,,,,,,,,,,,,,,,,,,,,
515,0.0,1.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_2gnQr2r.png,Kawê Ferreira Godoy Viana,Bragantino,109246,Kawê,14,5,6,280,0.0,,0,0.0,Kawê,kawe,,,,,,,,,,,,,,,,,,,,
516,0.0,3.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_XK5Yazn.png,Sammuel Queiroz de Freitas,Fortaleza,109341,Sammuel,14,4,5,356,0.0,,0,0.0,Sammuel,sammuel,,,,,,,,,,,,,,,,,,,,
517,0.0,2.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_jTL4V8M.png,Antonio Kennedy Sousa de Almeida,Fortaleza,109347,Kennedy,14,1,6,356,0.0,,0,0.0,Kennedy,kennedy,,,,,,,,,,,,,,,,,,,,
518,0.0,9.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_o1bIdBe.png,Raul Gustavo Pereira Bicalho,Bahia,109389,R. Gustavo,14,3,6,265,0.0,,0,0.0,Raul Gustavo,raul-gustavo,,,,,,,,,,,,,,,,,,,,
519,0.0,2.65,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_83YGYl5.png,Thiago Eduardo de Andrade,Athlético-PR,109404,T. Andrade,14,5,6,293,0.0,,8,0.73,Thiago Andrade,thiago-andrade,,1.0,2.0,2.0,1.0,3.0,3.0,,,,,,,,,,,,,
520,0.0,3.09,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_HM5lJ1D.png,Ian Luccas Baroni Boetto,Cruzeiro,109412,I. Luccas,14,4,6,283,0.0,,1,1.2,Ian Luccas,ian-luccas,,,1.0,,,,,,,,,,,,,,,,,
521,0.16,6.67,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_AhzCnT2.png,Calebe Gonçalves Ferreira da Silva,Fortaleza,109461,Calebe,14,4,6,356,2.6,,14,3.11,Calebe,calebe,1.0,2.0,8.0,7.0,7.0,8.0,31.0,1.0,,,2.0,,,,,,,,,
522,3.85,13.42,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_eb1ett7.png,Marcos Leonardo Santos Almeida,Santos,109497,M. Leonardo,14,5,7,277,22.5,,9,6.3,Marcos Leonardo,marcos-leonardo,2.0,1.0,2.0,15.0,8.0,12.0,14.0,,3.0,,4.0,,,,,,,,,
523,0.27,8.54,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_KiHaTyd.png,Joaquim Henrique Pereira Silva,Santos,109563,Joaquim,14,3,7,277,3.4,,11,4.14,Joaquim,joaquim,,1.0,15.0,8.0,3.0,4.0,6.0,,,,,4.0,1.0,,,,,,,
524,1.57,6.17,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_eSiqEBR.png,Matheus Martinelli Lima,Fluminense,109573,Martinelli,14,4,7,266,10.6,,8,2.79,Martinelli,martinelli,,,9.0,9.0,,1.0,11.0,,1.0,,1.0,,,,,,,,,
525,0.0,10.9,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_jgSQJUl.png,Andrey Nascimento dos Santos,Vasco,109591,A. Santos,14,4,6,267,0.0,,6,3.77,Andrey Santos,andrey-santos,,3.0,14.0,13.0,1.0,2.0,4.0,,1.0,,1.0,,,,,,,,,
526,0.0,2.57,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_Kdrpiw9.png,Gabriel Novaes Fernandes,Goiás,109639,G. Novaes,14,5,6,290,0.0,,3,0.23,Gabriel Novaes,gabriel-novaes,,,,3.0,1.0,,1.0,,,,1.0,,,,,,,,,
527,-0.56,6.4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8tyq2bR.png,Hugo Gonçalves Ferreira Neto,Botafogo,109668,Hugo,14,2,6,263,3.7,,7,7.51,Hugo,hugo,,1.0,19.0,10.0,,1.0,6.0,,,,,6.0,,,,,,,,
