,atletas.variacao_num,atletas.preco_num,atletas.foto,atletas.nome,atletas.clube.id.full.name,atletas.atleta_id,atletas.apelido_abreviado,atletas.rodada_id,atletas.posicao_id,atletas.status_id,atletas.clube_id,atletas.pontos_num,atletas.minimo_para_valorizar,atletas.jogos_num,atletas.media_num,atletas.apelido,atletas.slug,A,CA,DS,FC,FD,FF,FS,FT,G,PP,I,SG,PS,CV,DE,GS,V,PC,DP,GC
170,-0.47,10.65,https://s.sde.globo.com/media/person_role/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,João Paulo Silva Martins,Santos,85425,J. Paulo,14,1,7,277,-2.0,,14,4.04,João Paulo,joao-paulo,,1.0,,,,,1.0,,,,,5.0,,,51.0,19.0,,,,
171,-0.39,4.54,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_9oyYdIt.png,Alex Paulo Menezes Santana,Athlético-PR,85465,A. Santana,14,4,6,293,0.7,,9,2.38,Alex Santana,alex-santana,,3.0,6.0,11.0,1.0,8.0,16.0,,1.0,,1.0,,,1.0,,,,,,
172,1.21,3.31,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_upcZmtB.png,Leonardo Pinheiro da Conceição,Vasco,85626,Léo,14,3,6,267,5.5,,14,1.15,Léo,leo,,2.0,8.0,12.0,,,8.0,1.0,,,,1.0,,,,,,,,
173,0.0,5.95,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_we4xNWc.png,Hyoran Kaue Dalmoro,Atlético-MG,85931,Hyoran,14,4,5,282,0.0,,11,3.54,Hyoran,hyoran,,4.0,13.0,22.0,3.0,10.0,9.0,1.0,2.0,,2.0,,,,,,,1.0,,
174,0.0,2.05,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_plrV8jg.png,Gustavo Affonso Sauerbeck,Botafogo,85993,G. Sauer,14,5,6,263,0.0,,3,1.8,Gustavo Sauer,gustavo-sauer,,,3.0,3.0,,1.0,2.0,,,,1.0,,1.0,,,,,,,
175,0.0,2.82,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_b5qzoWm.png,Wanderson Santos Pereira,América-MG,86143,Wanderson,14,3,6,327,0.0,,7,1.16,Wanderson,wanderson,,,3.0,10.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,
176,0.0,5.42,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_BijuTNZ.png,Alexandre Egea,América-MG,86388,Alê,14,4,6,327,0.0,,10,2.01,Alê,ale,,2.0,9.0,13.0,,4.0,8.0,,1.0,,,,,,,,,,,
177,-0.02,10.7,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_klsEyT2.png,Sander Henrique Bortolotto,Goiás,86391,Sander,14,2,7,290,5.2,,14,5.46,Sander,sander,2.0,,34.0,17.0,6.0,4.0,31.0,,,,1.0,1.0,,,,,,,,
178,1.11,4.22,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_cjqZYOH.png,Victor Luis Chuab Zamblauskas,Coritiba,86410,V. Luis,14,2,6,294,9.7,,8,2.21,Victor Luis,victor-luis,,2.0,6.0,6.0,,1.0,7.0,,1.0,,,1.0,,,,,,,,1.0
179,0.2,3.57,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_RDEOJLs.png,Marcos da Silva França,Fluminense,86485,Keno,14,5,3,266,4.2,,8,2.48,Keno,keno,1.0,3.0,9.0,8.0,4.0,1.0,8.0,,,,2.0,,,,,,,,,
180,0.26,5.26,https://s.sde.globo.com/media/person_role/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,Jandrei Chitolina Carniel,São Paulo,86508,Jandrei,14,1,6,276,9.0,,1,9.0,Jandrei,jandrei,,,,,,,,,,,,1.0,,,4.0,,,,,
181,0.31,7.77,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_FytIYxJ.png,Danilo das Neves Pinheiro,Botafogo,86686,T. Tchê,14,4,7,263,2.1,,14,2.46,Tchê Tchê,tche-tche,1.0,2.0,11.0,20.0,4.0,5.0,15.0,,1.0,,,,,,,,,,,
182,-0.62,8.98,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_EcaScZP.png,Everton Sousa Soares,Flamengo,86757,Everton,14,5,6,262,5.0,,13,4.89,Everton,everton,3.0,1.0,9.0,10.0,8.0,13.0,10.0,,2.0,,3.0,,1.0,,,,,,,
183,-0.25,4.84,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_6wIsdHM.png,Danilo Barbosa da Silva,Botafogo,86777,D. Barbosa,14,4,6,263,0.0,,7,2.61,Danilo Barbosa,danilo-barbosa,,1.0,5.0,6.0,,2.0,11.0,,1.0,,,,,,,,,,,
184,0.06,3.2,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_28kb8HP.png,Rodrigo Cunha Pereira de Pinho,Coritiba,86799,R. Pinho,14,5,7,294,0.5,,8,1.72,Rodrigo Pinho,rodrigo-pinho,,2.0,3.0,8.0,3.0,5.0,8.0,1.0,,,1.0,,,,,,,,,
185,-0.15,5.85,https://s.sde.globo.com/media/person_role/2022/08/12/8bbade4dbabca44eb3eda2767deda745_FORMATO.png,Gabriel Boschilia,Coritiba,86841,Boschilia,14,4,6,294,0.9,,11,3.17,Boschilia,boschilia,1.0,1.0,8.0,6.0,5.0,7.0,7.0,,1.0,,,,,,,,,,,
186,0.18,3.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_Sq4MDcU.png,José Welison da Silva,Fortaleza,86859,J. Welison,14,4,7,356,2.9,,7,0.83,José Welison,jose-welison,,2.0,5.0,9.0,,2.0,6.0,,,,1.0,,,,,,,,,
187,0.64,5.79,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_9jhAK26.png,Marlon Matheus Lopes do Nascimento,América-MG,86864,Marlon,14,2,6,327,3.9,,9,3.69,Marlon,marlon,1.0,1.0,16.0,7.0,,2.0,17.0,,,,,1.0,,,,,,,,1.0
188,0.2,9.52,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,Leonardo César Jardim,Vasco,87008,L. Jardim,14,1,6,267,3.0,,14,2.54,Léo Jardim,leo-jardim,,1.0,,,,,1.0,,,,,1.0,,,54.0,23.0,,,,
189,-0.88,4.8,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,Nathan Allan de Souza,Grêmio,87009,Nathan,14,4,6,284,0.8,,10,2.26,Nathan,nathan,1.0,1.0,9.0,7.0,4.0,4.0,4.0,,,,1.0,,,,,,,,,
190,0.0,7.44,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_FC0h7Wp.png,Matheus Vieira Campos Peixoto,Goiás,87098,M. Peixoto,14,5,7,290,0.0,,12,3.99,Matheus Peixoto,matheus-peixoto,1.0,2.0,10.0,16.0,5.0,10.0,17.0,,2.0,,8.0,,,,,,,,,
191,-0.31,8.95,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,Pedro Henrique Ribeiro Gonçalves,Athlético-PR,87225,P. Henrique,14,3,7,293,0.0,,11,3.65,Pedro Henrique,pedro-henrique,,3.0,10.0,14.0,1.0,5.0,5.0,,1.0,,2.0,4.0,,,,,,,,
192,-0.15,8.55,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,Guilherme Antonio Arana Lopes,Atlético-MG,87228,G. Arana,14,2,7,282,-0.3,,5,0.58,Guilherme Arana,guilherme-arana,,1.0,2.0,1.0,,1.0,2.0,,,,,,,,,,,,,
193,-0.33,6.62,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,Carlos María de Pena Bonino,Internacional,87242,C. Pena,14,4,6,285,-0.6,,11,2.3,Carlos de Pena,carlos-de-pena,,2.0,10.0,7.0,2.0,5.0,6.0,,1.0,,,,,,,,,,,
194,0.0,9.24,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,Yeferson Julio Soteldo Martínez,Santos,87258,Soteldo,14,5,6,277,0.0,,7,5.53,Soteldo,soteldo,2.0,,8.0,2.0,4.0,5.0,22.0,1.0,,,1.0,,,1.0,,,,,,
195,0.21,8.05,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,Walter Kannemann,Grêmio,87342,Kannemann,14,3,6,284,2.1,,11,3.7,Kannemann,kannemann,1.0,7.0,27.0,21.0,3.0,2.0,9.0,,,,,2.0,,1.0,,,,,,
196,0.0,3.0,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_fvVeoSJ.png,Allano Brendon de Souza Lima,Goiás,87391,Allano,14,5,6,290,0.0,,0,0.0,Allano,allano,,,,,,,,,,,,,,,,,,,,
197,0.81,7.72,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,Messias Rodrigues da Silva Júnior,Santos,87402,Messias,14,3,7,277,4.1,,14,3.64,Messias,messias,,1.0,20.0,10.0,2.0,2.0,6.0,,,,1.0,5.0,,,,,,1.0,,
198,-0.23,11.19,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,Thaciano Mickael da Silva,Bahia,87470,Thaciano,14,4,7,265,1.4,,13,5.37,Thaciano,thaciano,2.0,1.0,20.0,15.0,4.0,12.0,16.0,1.0,2.0,,2.0,,,,,,,,,
199,0.0,8.66,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,Vitor Frezarin Bueno,Athlético-PR,87552,V. Bueno,14,4,7,293,0.0,,10,4.89,Vitor Bueno,vitor-bueno,3.0,4.0,6.0,7.0,6.0,7.0,12.0,2.0,1.0,,1.0,,,,,,,,,
200,0.03,2.93,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_1bOXVa7.png,Mateus Pasinato,América-MG,87603,M. Pasinato,14,1,6,327,1.0,,7,2.86,Mateus Pasinato,mateus-pasinato,,1.0,,,,,2.0,,,,,1.0,,,27.0,12.0,,,,
201,-0.14,2.38,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_MSIx6c6.png,Antônio Francisco Moura Neto,Cruzeiro,87742,N. Moura,14,4,6,283,-0.6,,12,0.84,Neto Moura,neto-moura,,1.0,8.0,11.0,1.0,4.0,1.0,,,,1.0,,,,,,,,,
202,0.0,5.25,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO.png,Yago Felipe da Costa Rocha,Bahia,87747,Y. Felipe,14,4,6,265,0.0,,6,2.18,Yago Felipe,yago-felipe,,1.0,12.0,13.0,,2.0,4.0,,,,,,,,,,,,,
203,-1.12,3.46,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,Philipe Sampaio Azevedo,Botafogo,87808,P. Sampaio,14,3,6,263,-1.0,,5,3.7,Philipe Sampaio,philipe-sampaio,,1.0,3.0,1.0,,1.0,1.0,,,,1.0,3.0,,,,,,,,
204,-0.26,9.98,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,Paolo Mauricio Lemos Merladett,Atlético-MG,87853,M. Lemos,14,3,7,282,4.4,,9,4.03,Mauricio Lemos,mauricio-lemos,,4.0,15.0,9.0,4.0,3.0,6.0,,1.0,,2.0,2.0,,1.0,,,,,,
205,-1.0,14.31,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,Giorgian Daniel de Arrascaeta Benedetti,Flamengo,87863,Arrascaeta,14,4,7,262,8.9,,9,6.56,Arrascaeta,arrascaeta,3.0,1.0,9.0,12.0,3.0,7.0,12.0,2.0,2.0,,3.0,,1.0,,,,,,,
206,-1.04,3.59,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Pereira Empereur,Cuiabá,88033,A. Empereur,14,3,7,1371,-3.0,,11,1.96,Alan Empereur,alan-empereur,1.0,3.0,5.0,4.0,2.0,3.0,6.0,,,,,2.0,,,,,,,,1.0
207,0.0,4.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Rnoad6D.png,Jorge Marco de Oliveira Moraes,Fluminense,88065,Jorge,14,2,5,266,0.0,,0,0.0,Jorge,jorge,,,,,,,,,,,,,,,,,,,,
208,0.0,5.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_qStnmUz.png,Ivan Quaresma da Silva,Vasco,88136,Ivan,14,1,6,267,0.0,,0,0.0,Ivan,ivan,,,,,,,,,,,,,,,,,,,,
209,0.0,2.97,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,Ángel Rodrigo Romero Villamayor,Corinthians,88323,Ã. Romero,14,5,6,264,0.0,,3,0.63,Ángel Romero,angel-romero,,,1.0,1.0,,,2.0,,,,,,,,,,,,,
210,0.0,3.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_SmDR7cT.png,Gabriel Dias de Oliveira,Vasco,88368,G. Dias,14,2,5,267,0.0,,0,0.0,Gabriel Dias,gabriel-dias,,,,,,,,,,,,,,,,,,,,
211,-1.64,14.42,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,Ayrton Lucas Dantas de Medeiros,Flamengo,88393,A. Lucas,14,2,3,262,-1.7,,14,5.94,Ayrton Lucas,ayrton-lucas,1.0,3.0,18.0,21.0,3.0,4.0,18.0,,3.0,,,5.0,1.0,,,,,,,
212,0.0,9.85,https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,Aderlan de Lima Silva,Bragantino,88423,Aderlan,14,2,7,280,0.0,,9,5.42,Aderlan,aderlan,1.0,,21.0,13.0,,3.0,6.0,,,,,4.0,,1.0,,,,,,
213,0.0,3.73,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_EvxhSX5.png,Lucas de Figueiredo Crispim,Fortaleza,88597,L. Crispim,14,4,6,356,0.0,,4,0.95,Lucas Crispim,lucas-crispim,,,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,
214,-0.64,6.04,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_S4cMFFx.png,Damián Marcelino Moreno,Coritiba,88857,M. Moreno,14,4,7,294,5.8,,10,5.15,Marcelino Moreno,marcelino-moreno,2.0,1.0,11.0,3.0,7.0,3.0,23.0,,1.0,,1.0,,,,,,,,,
215,0.11,2.75,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_gZl1v6O.png,Luan Polli Gomes,Coritiba,88916,L. Polli,14,1,6,294,0.0,,2,1.25,Luan Polli,luan-polli,,2.0,,,,,1.0,,,,,,,,7.0,3.0,,,,
216,-0.08,2.2,https://s.sde.globo.com/media/person_role/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,Iago Justen Maidana Martins,América-MG,89226,I. Maidana,14,3,6,327,1.8,,12,0.7,Iago Maidana,iago-maidana,,3.0,8.0,14.0,2.0,4.0,1.0,,,,1.0,,,,,,,,,
217,-0.28,11.13,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,Gerson Santos da Silva,Flamengo,89256,Gerson,14,4,7,262,2.3,,10,6.53,Gerson,gerson,5.0,1.0,11.0,22.0,1.0,4.0,29.0,,2.0,,2.0,,1.0,,,,,1.0,,
218,0.71,11.04,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,João Pedro Maturano dos Santos,Grêmio,89273,J. Pedro,14,2,6,284,4.1,,9,3.81,João Pedro,joao-pedro,1.0,1.0,12.0,3.0,,1.0,6.0,,1.0,,,1.0,,,,,,,,
219,0.26,10.41,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,Willian de Asevedo Furtado,Cruzeiro,89275,William,14,2,3,283,8.6,,14,5.15,William,william,1.0,3.0,25.0,16.0,,5.0,22.0,,,,,6.0,,,,,,,,
220,0.0,3.58,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,Igor Rabello da Costa,Atlético-MG,89493,I. Rabello,14,3,6,282,0.0,,1,0.0,Igor Rabello,igor-rabello,,,,,,,,,,,,,,,,,,,,
221,0.04,6.35,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,Thiago Maia Alencar,Flamengo,89637,T. Maia,14,4,6,262,0.9,,12,2.32,Thiago Maia,thiago-maia,,2.0,28.0,15.0,,1.0,2.0,,,,,,,,,,,1.0,,
222,0.23,3.6,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_WoJbpFR.png,Iury Lirio Freitas de Castilho,Cuiabá,89695,I. Castilho,14,5,7,1371,4.2,,8,2.27,Iury Castilho,iury-castilho,,,7.0,6.0,4.0,4.0,8.0,,,,5.0,,,,,,,,,
223,0.0,14.99,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,Jonathan Calleri,São Paulo,89840,Calleri,14,5,2,276,0.0,,11,5.79,Calleri,calleri,2.0,2.0,3.0,28.0,7.0,8.0,29.0,,4.0,,9.0,,,,,,,,,
224,-0.9,11.49,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,Franco Cristaldo,Grêmio,89846,Cristaldo,14,4,6,284,2.8,,13,6.47,Cristaldo,cristaldo,1.0,,20.0,3.0,6.0,7.0,21.0,,4.0,,2.0,,1.0,,,,,,,
225,0.0,4.49,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,Douglas Moreira Fagundes,Santos,89883,Dodi,14,4,7,277,0.0,,12,2.65,Dodi,dodi,,5.0,26.0,20.0,1.0,1.0,19.0,,,,,,,,,,,,,
226,1.41,17.57,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_39SGFR6.png,Róger Krug Guedes,Corinthians,89898,R. Guedes,14,5,6,264,9.9,,14,7.03,Róger Guedes,roger-guedes,,3.0,7.0,9.0,10.0,18.0,38.0,1.0,6.0,,7.0,,,,,,,,,
227,0.0,5.54,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,Everton Galdino Moreira,Grêmio,89918,E. Galdino,14,5,5,284,0.0,,10,2.95,Everton Galdino,everton-galdino,1.0,1.0,4.0,4.0,2.0,2.0,4.0,,2.0,,,,,,,,,,,
228,3.42,15.88,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,John Stiven Mendoza Valencia,Santos,90031,Mendoza,14,5,7,277,19.5,,9,8.87,Mendoza,mendoza,2.0,,6.0,7.0,4.0,7.0,27.0,,5.0,,2.0,,1.0,,,,,,,
229,1.06,12.22,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,Bruno de Jesus Pacheco,Fortaleza,90061,B. Pacheco,14,2,7,356,10.4,,13,6.83,Bruno Pacheco,bruno-pacheco,3.0,1.0,26.0,21.0,2.0,5.0,17.0,,,,,7.0,,,,,,,,
230,0.0,6.0,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_b9BOGwx.png,Eduardo Nascimento da Silva Júnior,Coritiba,90120,Edu,14,5,6,294,0.0,,0,0.0,Edu,edu,,,,,,,,,,,,,,,,,,,,
231,0.0,5.3,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,Raí dos Reis Ramos,São Paulo,90232,R. Ramos,14,2,6,276,0.0,,4,3.95,Raí Ramos,rai-ramos,,2.0,4.0,5.0,2.0,2.0,1.0,,,,,2.0,,,,,,,,
232,0.16,5.53,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,Bruno Henrique Pinto,Flamengo,90285,B. Henrique,14,5,5,262,1.2,,9,1.96,Bruno Henrique,bruno-henrique,,1.0,4.0,7.0,1.0,5.0,6.0,,1.0,,2.0,,,,,,,,,
233,0.0,4.22,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_borikKg.png,Jaílson Marques Siqueira,Palmeiras,90290,Jailson,14,4,5,275,0.0,,1,0.0,Jailson,jailson,,,,,,,,,,,,,,,,,,,,
234,0.0,5.0,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png,Pedro Rocha Neves,Fortaleza,90302,P. Rocha,14,5,5,356,0.0,,0,0.0,Pedro Rocha,pedro-rocha,,,,,,,,,,,,,,,,,,,,
235,-0.68,3.6,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,David Correa da Fonseca,São Paulo,90309,David,14,5,6,276,1.0,,7,2.35,David,david,1.0,2.0,2.0,3.0,,2.0,5.0,,1.0,,2.0,,,,,,,,,
236,-0.14,6.15,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Júlio César Rezende de Miranda,Bahia,90449,Rezende,14,4,7,265,0.0,,12,2.95,Rezende,rezende,,1.0,29.0,12.0,,4.0,10.0,,,,,,,1.0,,,,,,
237,-0.28,2.18,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,Diego Gonçalves,Goiás,90540,D. Gonçalves,14,5,7,290,1.5,,8,1.33,Diego Gonçalves,diego-goncalves,,,3.0,7.0,2.0,3.0,9.0,,,,1.0,,,,,,,,,
238,0.0,1.95,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,Mateus Eduardo Claus,Bahia,90590,M. Claus,14,1,6,265,0.0,,1,-1.0,Mateus Claus,mateus-claus,,,,,,,,,,,,,,,1.0,2.0,,,,
239,0.0,4.0,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_AlOmB6m.png,Lucas da Silva Izidoro,Cuiabá,90634,L. Mineiro,14,4,6,1371,0.0,,0,0.0,Lucas Mineiro,lucas-mineiro,,,,,,,,,,,,,,,,,,,,
240,-1.22,8.66,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,Fabrício Bruno Soares de Faria,Flamengo,90768,F. Bruno,14,3,3,262,-1.3,,14,3.51,Fabrício Bruno,fabricio-bruno,1.0,3.0,15.0,6.0,1.0,1.0,8.0,,,,,5.0,,,,,,,,
241,-0.46,9.08,https://s.sde.globo.com/media/person_role/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png,Everaldo Silva do Nascimento,América-MG,91151,Everaldo,14,5,6,327,4.4,,11,4.38,Everaldo,everaldo,2.0,4.0,14.0,8.0,2.0,4.0,17.0,2.0,1.0,,3.0,,,,,,,,,
242,0.0,4.04,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_kfJYHxI.png,Ítaro Patric Cardoso Calmon,Cuiabá,91190,PK,14,2,6,1371,0.0,,7,1.94,PK,pk,,1.0,10.0,10.0,,2.0,4.0,,,,,1.0,,1.0,,,,,,
243,-1.0,2.38,https://s.sde.globo.com/media/person_role/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png,Éder Ferreira Graminho,América-MG,91203,Éder,14,3,6,327,-0.6,,8,1.17,Éder,eder,,4.0,16.0,15.0,,1.0,2.0,,,,2.0,,,1.0,,,,,,
244,0.33,4.1,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,Felipe Ignacio Carballo Ares,Grêmio,91254,Carballo,14,4,6,284,2.9,,7,1.51,Carballo,carballo,,1.0,6.0,5.0,1.0,4.0,3.0,,,,,,,,,,,,,
245,0.46,12.5,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,Lucas Estella Perri,Botafogo,91260,L. Perri,14,1,7,263,9.5,,14,6.96,Lucas Perri,lucas-perri,,,,,,,1.0,,,,,9.0,,,59.0,7.0,,,,
246,0.0,4.08,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,Erick Antonio Pulgar Farfán,Flamengo,91473,E. Pulgar,14,4,7,262,0.0,,10,3.04,Erick Pulgar,erick-pulgar,,3.0,16.0,19.0,,2.0,5.0,,2.0,,2.0,,,,,,,,,
247,0.13,9.12,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,Robert Abel Arboleda Escobar,São Paulo,91573,Arboleda,14,3,7,276,4.7,,9,4.59,Arboleda,arboleda,,,13.0,2.0,,2.0,4.0,1.0,,,3.0,4.0,,,,,,,,
248,0.63,9.31,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,Ronielson da Silva Barbosa,Palmeiras,91607,Rony,14,5,7,275,4.2,,11,3.08,Rony,rony,,,5.0,11.0,4.0,4.0,11.0,1.0,2.0,,13.0,,,,,,,,,
249,0.14,7.21,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson Shawann Lima Silva,Botafogo,91664,Adryelson,14,3,7,263,6.4,,14,4.34,Adryelson,adryelson,,2.0,8.0,6.0,4.0,2.0,7.0,,,,,9.0,,,,,,,,
250,-0.42,1.56,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,Matheus Isaías dos Santos,Cruzeiro,91689,M. Jussa,14,4,7,283,-0.6,,7,-0.04,Matheus Jussa,matheus-jussa,,3.0,3.0,13.0,1.0,1.0,2.0,,,,,,,,,,,,,
251,0.0,17.23,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_vrVAWB7.png,Marlon Rodrigues Xavier,Cruzeiro,91706,Marlon,14,2,7,283,0.0,,13,9.41,Marlon,marlon,1.0,3.0,60.0,12.0,3.0,3.0,10.0,,2.0,,1.0,5.0,,,,,,,,
252,1.21,12.47,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_U5c1E7V.png,Marcílio Florêncio Mota Filho,Fluminense,91708,Nino,14,3,7,266,6.6,,13,4.18,Nino,nino,,2.0,7.0,14.0,1.0,3.0,15.0,1.0,2.0,,,5.0,,1.0,,,,,,
253,0.0,2.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_voSytVs.png,Matheus Alves da Silva Cardoso,Goiás,91712,M. Alves,14,1,6,290,0.0,,0,0.0,Matheus Alves,matheus-alves,,,,,,,,,,,,,,,,,,,,
254,0.0,4.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_ITYlLkP.png,Luiz Antonio Ferreira Rodrigues,Goiás,91733,Felipe,14,4,6,290,0.0,,0,0.0,Felipe,felipe,,,,,,,,,,,,,,,,,,,,
255,0.0,5.2,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,David de Duarte Macedo,Bahia,91772,D. Duarte,14,3,5,265,0.0,,8,3.6,David Duarte,david-duarte,,1.0,6.0,4.0,,1.0,4.0,1.0,1.0,,,2.0,,,,,,,,
256,-0.06,4.23,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ZOxQ99E.png,José Ivaldo Almeida Silva,Athlético-PR,91866,Z. Ivaldo,14,3,7,293,-0.9,,9,2.54,Zé Ivaldo,ze-ivaldo,,1.0,7.0,11.0,1.0,,7.0,,,,,3.0,,,,,,1.0,,
257,-0.05,9.06,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_U1jXQaU.png,Cristian David Pavón,Atlético-MG,91908,Pavón,14,5,7,282,5.4,,13,5.42,Pavón,pavon,4.0,3.0,17.0,12.0,6.0,10.0,11.0,,2.0,,1.0,,,,,,,,,
