,atletas.clube_id,atletas.rodada_id,atletas.nome,atletas.media_num,atletas.jogos_num,atletas.minimo_para_valorizar,atletas.apelido,atletas.preco_num,atletas.apelido_abreviado,atletas.slug,atletas.clube.id.full.name,atletas.status_id,atletas.variacao_num,atletas.foto,atletas.pontos_num,atletas.posicao_id,atletas.atleta_id,CA,DS,FC,FF,FS,FD,G,I,SG,A,FT,CV,DE,DP,GC,GS,PS,PC,PP,V
254,290,12,Luiz Antonio Ferreira Rodrigues,0.0,0,5.38,Felipe,4.0,Felipe,felipe,Goiás,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_ITYlLkP.png,0.0,4,91733,,,,,,,,,,,,,,,,,,,,
255,265,12,David de Duarte Macedo,3.6,8,3.14,David Duarte,5.2,D. Duarte,david-duarte,Bahia,5,0.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,0.0,3,91772,1.0,6.0,4.0,1.0,4.0,,1.0,,2.0,,1.0,,,,,,,,,
256,293,12,José Ivaldo Almeida Silva,3.55,7,6.66,Zé Ivaldo,6.01,Z. Ivaldo,ze-ivaldo,Athlético-PR,7,1.54,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ZOxQ99E.png,10.3,3,91866,,6.0,7.0,,7.0,1.0,,,3.0,,,,,,,,,,,
257,282,12,Cristian David Pavón,5.25,11,0.07,Pavón,8.01,Pavón,pavon,Atlético-MG,7,-0.73,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_U1jXQaU.png,0.2,5,91908,3.0,16.0,10.0,8.0,7.0,3.0,2.0,,,3.0,,,,,,,,,,
258,293,12,Wesley Oliveira de Carvalho,6.21,2,5.23,Wesley Carvalho,10.73,W. Carvalho,wesley-carvalho,Athlético-PR,7,1.3,https://s.sde.globo.com/media/person_role/2022/05/05/21d7b4d24237a06ec8872f1ff041e713_FORMATO.png,8.16,6,91971,,,,,,,,,,,,,,,,,,,,1.0
259,294,12,Bruno Viana Willemen da Silva,1.11,10,0.89,Bruno Viana,2.78,B. Viana,bruno-viana,Coritiba,2,0.21,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_kVhXG72.png,1.4,3,92291,3.0,13.0,12.0,2.0,1.0,,,,,,,,,,,,,,,
260,280,12,Raul Lô Gonçalves,0.0,0,6.8,Raul,5.0,Raul,raul,Bragantino,5,0.0,https://s.sde.globo.com/media/person_role/2022/05/05/278a2f0c3cd97ace8138ffbe2f23d81d_FORMATO.png,0.0,4,92496,,,,,,,,,,,,,,,,,,,,
261,1371,12,Deyverson Brum Silva Acosta,3.68,11,0.78,Deyverson,5.92,Deyverson,deyverson,Cuiabá,7,-0.99,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_AvLd8xm.png,1.3,5,92708,3.0,1.0,12.0,9.0,18.0,3.0,3.0,9.0,,,1.0,,,,,,,,,
262,283,12,Bruno Rafael Rodrigues do Nascimento,6.8,12,2.16,Bruno Rodrigues,12.87,B. Rodrigues,bruno-rodrigues,Cruzeiro,7,-0.06,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_xfgmkoy.png,3.5,5,92811,,12.0,11.0,17.0,21.0,11.0,3.0,8.0,,2.0,1.0,,,,,,1.0,,1.0,
263,283,12,Helibelton Palacios Zapata,0.0,0,5.38,Palacios,4.0,Palacios,palacios,Cruzeiro,6,0.0,https://s.sde.globo.com/media/person_role/2023/06/19/photo_220x220.png,0.0,2,92855,,,,,,,,,,,,,,,,,,,,
264,283,12,Mateus da Silva Vital Assumpção,3.24,10,1.06,Mateus Vital,6.53,M. Vital,mateus-vital,Cruzeiro,7,-0.02,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CifS8My.png,1.7,4,93108,,8.0,4.0,6.0,14.0,6.0,,1.0,,1.0,,,,,,,,,,
265,294,12,Jhon Carlos Chancellor Cedeño,1.15,4,3.8,Chancellor,3.28,Chancellor,chancellor,Coritiba,6,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ntiY1fN.png,0.0,3,93166,,4.0,2.0,,1.0,,,1.0,,,,,,,,,,,,
266,264,12,Rafael António Figueiredo Ramos,0.0,0,5.38,Rafael Ramos,4.0,R. Ramos,rafael-ramos,Corinthians,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Tdjz7Nn.png,0.0,2,93236,,,,,,,,,,,,,,,,,,,,
267,263,12,Mauro Joel Carli,0.0,0,3.96,Joel Carli,3.0,J. Carli,joel-carli,Botafogo,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_bm3BBvm.png,0.0,3,93414,,,,,,,,,,,,,,,,,,,,
268,285,12,Wanderson Maciel Sousa Campos,4.98,10,3.7,Wanderson,11.96,Wanderson,wanderson,Internacional,6,-0.31,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TAoUoam.png,5.8,5,93478,,7.0,3.0,2.0,11.0,1.0,3.0,,,2.0,,,,,,,,,,
269,327,12,Martín Nicolás Benítez,4.32,5,2.38,Benítez,6.8,Benítez,benitez,América-MG,6,-0.65,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wkFNeGE.png,3.7,4,93550,,6.0,5.0,4.0,15.0,2.0,,2.0,,,1.0,,,,,,,,,
270,277,12,Gabriel de Souza Inocêncio,5.39,11,2.07,Gabriel Inocêncio,7.62,G. Inocêncio,gabriel-inocencio,Santos,7,-0.17,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FQGuEEf.png,3.3,2,93702,1.0,27.0,19.0,3.0,8.0,2.0,,1.0,5.0,,,,,,,,,,,
271,267,12,Paulo Henrique de Oliveira Alves,2.37,3,3.24,Paulo Henrique,3.49,P. Henrique,paulo-henrique,Vasco,6,0.49,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_65yTkUA.png,5.0,2,93716,,2.0,1.0,,,,,,1.0,,,,,,,,,,,
272,294,12,Andrey Ramos do Nascimento,0.91,7,-0.08,Andrey,3.01,Andrey,andrey,Coritiba,7,-0.46,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qIjSxtN.png,-0.1,4,93787,2.0,5.0,8.0,3.0,2.0,2.0,,,,,,,,,,,,1.0,,
273,263,12,Marlon Rodrigues Freitas,1.72,11,2.18,Marlon Freitas,4.77,M. Freitas,marlon-freitas,Botafogo,7,0.45,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_vbqyTPv.png,3.4,4,93790,,8.0,7.0,7.0,2.0,4.0,,,,,,,,,,,,,,
274,265,12,Daniel Sampaio Simões,0.58,5,-0.01,Daniel,2.5,Daniel,daniel,Bahia,6,-0.22,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_suhRZdC.png,0.0,4,93791,,1.0,,,1.0,1.0,,,,,,,,,,,,,,
275,327,12,Márcio Almeida de Oliveira,1.65,9,2.71,Marcinho,3.59,Marcinho,marcinho,América-MG,7,-0.07,https://s.sde.globo.com/media/person_role/2023/04/06/photo_FORMATO_awVXJNb.png,4.2,2,93797,4.0,15.0,12.0,2.0,1.0,2.0,,,,,,,,,,,,,,
276,285,12,Keiller da Silva Nunes,2.08,6,2.78,Keiller,5.08,Keiller,keiller,Internacional,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3ZKNMQH.png,0.0,1,93834,,,,,1.0,,,,,,,,16.0,1.0,,11.0,,,,
277,280,12,Cleiton Schwengber,3.53,7,3.22,Cleiton,5.16,Cleiton,cleiton,Bragantino,6,0.44,https://s.sde.globo.com/media/person_role/2022/05/05/ec4a7cb649121dc08c2869bdcf6ef984_FORMATO.png,5.0,1,93882,3.0,,1.0,,,,,,3.0,,,1.0,19.0,,,6.0,,,,
278,327,12,Matheus Leonardo Sales Cardoso,2.97,3,3.24,Matheusinho,4.84,Matheusinho,matheusinho,América-MG,6,0.0,https://s.sde.globo.com/media/person_role/2022/02/24/d160f8f8c1464cbcc27b4195e6255175_FORMATO.png,0.0,4,93886,,2.0,1.0,1.0,5.0,3.0,,1.0,,,,,,,,,,,,
279,275,12,Breno Henrique Vasconcelos Lopes,0.78,7,-0.96,Breno Lopes,2.18,B. Lopes,breno-lopes,Palmeiras,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_r2x2UOS.png,0.0,5,93988,1.0,,1.0,,4.0,,,2.0,,1.0,,,,,,,,,,
280,285,12,John Victor Maciel Furtado,5.25,6,1.58,John Victor,6.7,J. Victor,john-victor,Internacional,7,-0.58,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_u4LssT8.png,2.5,1,94044,1.0,,,,1.0,,,,3.0,,,,20.0,,,3.0,,,,
281,280,12,Matheus Fernandes Siqueira,5.48,11,0.83,Matheus Fernandes,11.73,M. Fernandes,matheus-fernandes,Bragantino,7,-0.9,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ozKQngu.png,1.4,4,94067,3.0,34.0,18.0,3.0,8.0,3.0,1.0,,,2.0,,,,,,,,,,
282,264,12,Maycon de Andrade Barberan,1.67,10,1.93,Maycon,4.23,Maycon,maycon,Corinthians,7,0.5,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_R7Bbn2S.png,3.0,4,94154,1.0,12.0,8.0,4.0,3.0,1.0,,2.0,,,,,,,,,,,,
283,356,12,Guilherme Augusto Vieira dos Santos,2.93,9,-0.23,Guilherme,5.94,Guilherme,guilherme,Fortaleza,7,-0.24,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_DlyxisL.png,-0.3,5,94207,2.0,5.0,6.0,4.0,12.0,6.0,,3.0,,1.0,1.0,,,,,,,,,
284,327,12,Adaílson Freire Pereira da Silva,0.0,0,9.64,Dadá Belmonte,7.0,D. Belmonte,dada-belmonte,América-MG,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_qwUFc0E.png,0.0,4,94263,,,,,,,,,,,,,,,,,,,,
285,275,12,Raphael Cavalcante Veiga,8.13,8,0.66,Raphael Veiga,17.53,R. Veiga,raphael-veiga,Palmeiras,7,-0.58,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_l1kSIXt.png,1.1,4,94509,3.0,7.0,13.0,7.0,17.0,7.0,4.0,,,2.0,1.0,,,,,,,,1.0,
286,283,12,Lucas da Cruz Oliveira,3.22,10,3.99,Oliveira,8.55,Oliveira,oliveira,Cruzeiro,7,1.03,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_wQCfXVb.png,6.2,3,94514,2.0,8.0,4.0,1.0,10.0,,1.0,,3.0,,,1.0,,,,,,,,
287,262,12,Pedro Guilherme Abreu dos Santos,4.5,10,0.46,Pedro,12.2,Pedro,pedro,Flamengo,2,-0.3,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_BmbzG97.png,0.8,5,94583,,4.0,4.0,5.0,2.0,3.0,4.0,2.0,,,,,,,,,1.0,,,
288,276,12,Jhegson Sebastián Méndez Carabalí,1.45,4,-0.21,Jhegson Méndez,3.97,J. Méndez,jhegson-mendez,São Paulo,2,-0.46,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_PUzvx3f.png,-0.3,4,94786,1.0,6.0,3.0,,1.0,,,,,,,,,,,,,,,
289,282,12,Rodrigo Andrés Battaglia,1.44,10,1.34,Battaglia,4.69,Battaglia,battaglia,Atlético-MG,7,0.16,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,2.1,4,94845,2.0,10.0,18.0,4.0,11.0,1.0,,1.0,,,,,,,,,,,,
290,263,12,Lucas Fernandes da Silva,0.99,8,2.51,Lucas Fernandes,2.88,L. Fernandes,lucas-fernandes,Botafogo,5,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_qLLBtiS.png,0.0,4,94931,1.0,2.0,13.0,6.0,4.0,3.0,,,,,,,,,,,,,,
291,280,12,Luis Antônio da Rocha Júnior,6.27,11,4.72,Juninho Capixaba,10.17,J. Capixaba,juninho-capixaba,Bragantino,7,-0.38,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_VYzv5cy.png,7.4,2,94968,3.0,25.0,17.0,3.0,7.0,2.0,2.0,2.0,3.0,1.0,1.0,,,,,,,,,
292,327,12,Nicolas Vichiatto da Silva,-0.3,2,-0.72,Nicolas,3.02,Nicolas,nicolas,América-MG,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_tTV7wrP.png,0.0,2,95127,,,2.0,,,,,,,,,,,,,,,,,
293,276,12,Igor Vinícius de Souza,0.0,0,8.22,Igor Vinícius,6.0,I. Vinícius,igor-vinicius,São Paulo,5,0.0,https://s.sde.globo.com/media/person_role/2022/03/01/1896fe9a90e6307ac1586be9aafcb04e_FORMATO.png,0.0,2,95466,,,,,,,,,,,,,,,,,,,,
294,1371,12,Raniele Almeida Melo,4.66,11,2.21,Raniele,11.62,Raniele,raniele,Cuiabá,7,-0.35,https://s.sde.globo.com/media/person_role/2023/03/31/photo_220x220_j6biYTV.png,3.5,4,95556,3.0,26.0,10.0,8.0,16.0,4.0,1.0,1.0,,,,,,,,,,1.0,,
295,356,12,Marcelo da Conceição Benevenuto Malaquias,-0.4,1,-0.27,Marcelo Benevenuto,4.93,M. Benevenuto,marcelo-benevenuto,Fortaleza,6,-2.07,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_kkUky0K.png,-0.4,3,95638,,,3.0,,1.0,,,,,,,,,,,,,,,
296,327,12,Lucas Kal Schenfeld Progioli,0.79,9,0.37,Lucas Kal,2.57,L. Kal,lucas-kal,América-MG,7,-0.1,https://s.sde.globo.com/media/person_role/2022/02/24/38a9d99d34c06f3714df211deaf2bd0f_FORMATO.png,0.6,4,95662,2.0,7.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,
297,275,12,Artur Victor Guimarães,6.62,12,2.56,Artur,11.86,Artur,artur,Palmeiras,7,-0.25,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,4.1,5,95799,1.0,12.0,7.0,9.0,16.0,6.0,4.0,3.0,,1.0,3.0,,,,,,,,,
298,283,12,Luiz Filipe da Rosa Machado - Felipe,3.52,12,3.19,Machado,6.74,Machado,machado,Cruzeiro,2,0.89,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_a0C7bdd.png,5.0,4,96089,1.0,15.0,12.0,4.0,7.0,6.0,,,,3.0,,,,,,,,,,
299,266,12,Vinicius Moreira de Lima,6.09,12,0.55,Lima,11.67,Lima,lima,Fluminense,6,-0.25,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_bCG6s7k.png,1.0,4,96340,1.0,15.0,13.0,6.0,32.0,6.0,3.0,2.0,,1.0,1.0,,,,,,,,,
300,282,12,Allan Rodrigues de Souza,0.0,0,12.48,Allan,9.0,Allan,allan,Atlético-MG,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_AuDILu6.png,0.0,4,96652,,,,,,,,,,,,,,,,,,,,
301,285,12,Fabricio Tomás Bustos Sein,3.35,7,3.59,Bustos,6.81,Bustos,bustos,Internacional,7,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8fg8wbo.png,0.0,2,96678,,7.0,4.0,1.0,6.0,2.0,,,2.0,,,,,,,,,,,
302,282,12,Renzo Saravia,3.56,7,0.28,Saravia,6.25,Saravia,saravia,Atlético-MG,3,-1.27,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9Q6Ch0T.png,0.5,2,96725,3.0,12.0,12.0,3.0,13.0,1.0,,,2.0,,,1.0,,,,,,,,
303,275,12,Eduard Andrés Atuesta Velasco,0.0,0,6.8,Atuesta,5.0,Atuesta,atuesta,Palmeiras,5,0.0,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_haNtwOK.png,0.0,4,96754,,,,,,,,,,,,,,,,,,,,
304,356,12,Luís Eduardo Marques dos Santos,8.3,1,6.99,Dudu,6.04,Dudu,dudu,Fortaleza,7,0.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_G2DFY9I.png,0.0,2,97133,,3.0,1.0,,,,,,1.0,,,,,,,,,,,
305,284,12,Mathías Adalberto Villasanti Rolón,6.25,9,7.01,Villasanti,7.81,Villasanti,villasanti,Grêmio,7,0.28,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_K2Ovl0l.png,10.9,4,97145,2.0,21.0,16.0,2.0,9.0,4.0,3.0,,,,1.0,,,,,,,,,
306,290,12,Alesson dos Santos Batista,2.14,8,-0.16,Alesson,2.97,Alesson,alesson,Goiás,7,-1.27,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_onOMJJv.png,-0.2,5,97321,1.0,6.0,3.0,2.0,3.0,1.0,1.0,5.0,,,,,,,,,,,,
307,264,12,Gustavo Henric da Silva,0.0,0,6.8,Gustavo Mosquito,5.0,G. Mosquito,gustavo-mosquito,Corinthians,5,0.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_odfm6XT.png,0.0,5,97450,,,,,,,,,,,,,,,,,,,,
308,327,12,Joriwinnyson Santos dos Anjos Rodrigues,0.0,0,3.96,Jori,3.0,Jori,jori,América-MG,6,0.0,https://s.sde.globo.com/media/person_role/2021/06/04/4b0b72b2d30e52cae1f658dbea101b5c_FORMATO.png,0.0,1,97453,,,,,,,,,,,,,,,,,,,,
309,263,12,Fernando Marçal de Oliveira,6.6,5,5.14,Marçal,10.84,Marçal,marcal,Botafogo,5,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_lpafgKV.png,0.0,2,97468,3.0,15.0,8.0,3.0,6.0,,,,3.0,,,,,,,,,,,
310,275,12,Murilo Cerqueira Paim,3.77,3,7.75,Murilo,11.05,Murilo,murilo,Palmeiras,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_gy90S45.png,0.0,3,97653,1.0,4.0,5.0,,2.0,,1.0,,,,,,,,,,,,,
311,283,12,Reynaldo César Moraes,4.7,2,2.84,Reynaldo,4.14,Reynaldo,reynaldo,Cruzeiro,6,-0.2,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9F3djKI.png,4.4,3,97768,,,2.0,,,,,,2.0,,,,,,,,,,,
312,280,12,Leonardo Rech Ortiz,0.0,0,12.48,Léo Ortiz,9.0,L. Ortiz,leo-ortiz,Bragantino,5,0.0,https://s.sde.globo.com/media/person_role/2022/05/05/460445523b5ae74d45009ede8f2a5e89_FORMATO.png,0.0,3,97867,,,,,,,,,,,,,,,,,,,,
313,265,12,Matheus Bahia Santos,2.13,3,-0.43,Matheus Bahia,3.92,M. Bahia,matheus-bahia,Bahia,6,0.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_qXFqFQp.png,0.0,2,97899,1.0,2.0,5.0,,3.0,,,,1.0,,,,,,,,,,,
314,285,12,Vitor Eduardo da Silva Matos,2.21,9,4.03,Vitão,5.62,Vitão,vitao,Internacional,7,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SngcHBI.png,0.0,3,97900,1.0,8.0,3.0,,2.0,1.0,,,2.0,,,,,,,,,,,
315,294,12,Marcos Vinícius da Silva Santos,0.47,4,0.77,Marcos Vinícius,1.3,M. Vinícius,marcos-vinicius,Coritiba,7,0.18,https://s.sde.globo.com/media/person_role/2023/04/20/photo_220x220_ZD0eKFv.png,1.2,2,97969,1.0,3.0,2.0,,2.0,,,1.0,,,,,,,,,,1.0,,
316,284,12,Jhonata Varela da Silva,0.0,0,3.96,Jhonata Varela,3.0,J. Varela,jhonata-varela,Grêmio,5,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_v7Qo23i.png,0.0,4,97993,,,,,,,,,,,,,,,,,,,,
317,293,12,Erick Luis Conrado de Carvalho,4.5,10,5.79,Erick,7.48,Erick,erick,Athlético-PR,7,1.21,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_dIxm87A.png,9.0,4,98022,3.0,17.0,16.0,6.0,9.0,6.0,1.0,1.0,,1.0,1.0,,,,,,,,,
318,285,12,Alexandre Zurawski,3.04,7,6.41,Alemão,7.67,Alemão,alemao,Internacional,6,1.03,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_Ymwr1lY.png,9.9,5,98219,2.0,6.0,8.0,4.0,10.0,2.0,1.0,1.0,,,,,,,,,,,,
319,267,12,Pedro Raul Garay da Silva,3.21,10,0.99,Pedro Raul,6.27,P. Raul,pedro-raul,Vasco,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_IDn4App.png,0.0,5,98225,3.0,2.0,11.0,6.0,9.0,7.0,2.0,8.0,,,1.0,,,,,,,,,
320,265,12,Victor Hugo Soares dos Santos,2.95,10,3.47,Kanu,5.56,Kanu,kanu,Bahia,7,-0.03,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_BiEGphf.png,5.4,3,98484,2.0,13.0,10.0,1.0,10.0,1.0,,1.0,3.0,,,1.0,,,,,,,,
321,1371,12,Vinícius Teodoro Barreta Melo,0.0,0,1.12,Vinícius Barreta,1.0,V. Barreta,vinicius-barreta,Cuiabá,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_MHv5nkR.png,0.0,1,98496,,,,,,,,,,,,,,,,,,,,
322,263,12,Leonel Di Placido,6.29,11,3.29,Di Placido,9.57,D. Placido,di-placido,Botafogo,7,-0.48,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5kmPtuv.png,5.2,2,98605,2.0,26.0,7.0,,4.0,1.0,,1.0,6.0,2.0,,,,,,,,1.0,,
323,294,12,Benjamín Kuščević Jaramillo,1.03,7,0.63,Kuscevic,3.02,Kuscevic,kuscevic,Coritiba,2,0.02,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qacVCwx.png,1.0,3,98619,4.0,8.0,11.0,3.0,5.0,,,,,,,,,,,,,,,
324,282,12,Pedro Victor Delmino da Silva,0.0,1,7.02,Pedrinho,5.16,Pedrinho,pedrinho,Atlético-MG,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_QTjI0Vv.png,0.0,4,98706,,,,,,,,,,,,,,,,,,,,
325,267,12,Horacio Gabriel Carabajal,3.7,2,5.76,Carabajal,4.36,Carabajal,carabajal,Vasco,6,0.0,https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO.png,0.0,4,98723,,1.0,3.0,2.0,1.0,,,,,1.0,,,,,,,,,,
326,293,12,Tomás Esteban Cuello,2.57,7,0.88,Cuello,3.66,Cuello,cuello,Athlético-PR,6,-0.19,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xAXl7On.png,1.4,5,98909,,8.0,8.0,1.0,8.0,5.0,,,,,,,,,,,,,,
327,276,12,Gabriel Neves Perdomo,1.96,10,4.55,Gabriel,4.61,Gabriel,gabriel,São Paulo,7,0.0,https://s.sde.globo.com/media/person_role/2022/03/01/adf4c737eb27b74c772b8985d18c9044_FORMATO.png,0.0,4,98976,3.0,13.0,5.0,,1.0,,1.0,,,,,,,,,,,,,
328,277,12,Lucas Braga Ribeiro,1.55,4,2.85,Lucas Braga,3.64,L. Braga,lucas-braga,Santos,6,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_jbahd9z.png,0.0,5,99119,1.0,4.0,4.0,1.0,6.0,,,2.0,,,,,,,,,,,,
329,267,12,José Luis Rodríguez Bebanz,4.15,11,5.86,Puma Rodríguez,7.9,P. Rodríguez,puma-rodriguez,Vasco,7,1.49,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_I6z9QfY.png,9.1,2,99213,1.0,24.0,11.0,8.0,8.0,5.0,,2.0,1.0,,,,,,,,,,,
330,277,12,Rodrigo Fernández Cedrés,2.33,11,5.81,Rodrigo Fernández,5.82,R. Fernández,rodrigo-fernandez,Santos,7,1.85,https://s.sde.globo.com/media/person_role/2022/03/29/6fdde8730fb97a5d12a85b4ebd9d4e93_FORMATO.png,9.0,4,99214,5.0,18.0,24.0,5.0,6.0,1.0,1.0,,,,,,,,,,,,,
331,356,12,Tomás Pochettino,3.69,12,7.03,Pochettino,8.0,Pochettino,pochettino,Fortaleza,7,1.47,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_zjxThmw.png,10.9,4,99267,,11.0,5.0,7.0,10.0,5.0,2.0,1.0,,,,,,,,,,,,
332,290,12,Everton Morelli Casimiro,3.94,8,0.87,Morelli,5.56,Morelli,morelli,Goiás,6,-0.67,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_fZnSxrr.png,1.4,4,99412,1.0,13.0,11.0,4.0,16.0,1.0,1.0,2.0,,,,,,,,,,,,
333,285,12,Gabriel Baralhas dos Santos,2.72,5,4.36,Baralhas,5.11,Baralhas,baralhas,Internacional,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_MqX5wf1.png,0.0,4,99440,,9.0,5.0,2.0,3.0,1.0,,,,,,,,,,,,,,
334,266,12,Jhon Adolfo Arias Andrade,3.92,10,2.28,Arias,9.36,Arias,arias,Fluminense,7,-0.48,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,3.6,4,99815,1.0,17.0,16.0,2.0,22.0,2.0,,5.0,,2.0,,,,,,,,,,
335,282,12,Paulo Henrique Sampaio Filho,5.63,11,0.7,Paulinho,10.32,Paulinho,paulinho,Atlético-MG,7,-0.7,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6AtAEsy.png,1.2,5,99818,,16.0,8.0,5.0,6.0,12.0,3.0,3.0,,,,,,,,,,,,
336,276,12,Alan Javier Franco,2.12,5,2.49,Alan Franco,4.67,A. Franco,alan-franco,São Paulo,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Nls7aQV.png,0.0,3,99889,2.0,6.0,4.0,2.0,2.0,,,,1.0,,,,,,,,,1.0,,
337,290,12,Jhonny Lucas Flora Barboza,-0.4,2,1.73,Jhonny Lucas,0.66,J. Lucas,jhonny-lucas,Goiás,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_KkK6lCf.png,0.0,4,99994,1.0,,2.0,1.0,,,,,,,,,,,,,,,,
338,282,12,Federico Matías Javier Zaracho,3.35,11,0.59,Zaracho,6.74,Zaracho,zaracho,Atlético-MG,7,-0.91,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,1.0,4,100079,3.0,25.0,18.0,4.0,16.0,1.0,,1.0,,,1.0,,,,,,,,,
339,282,12,Igor Silveira Gomes,2.33,7,-0.23,Igor Gomes,4.78,I. Gomes,igor-gomes,Atlético-MG,2,-0.4,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,-0.3,4,100084,1.0,10.0,8.0,1.0,4.0,,,1.0,,1.0,,,,,,,,,,
340,263,12,Luis Geovanny Segovia Vega,-0.4,2,2.11,Luis Segovia,2.04,L. Segovia,luis-segovia,Botafogo,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_N5TAr8X.png,0.0,3,100453,1.0,,1.0,,1.0,,,,,,,,,,,,,,,
