,atletas.status_id,atletas.apelido_abreviado,atletas.jogos_num,atletas.slug,atletas.entrou_em_campo,atletas.rodada_id,atletas.apelido,atletas.preco_num,atletas.posicao_id,atletas.foto,atletas.media_num,atletas.minimo_para_valorizar,atletas.clube_id,atletas.clube.id.full.name,atletas.atleta_id,atletas.pontos_num,atletas.nome,atletas.variacao_num,A,CA,DS,FC,FD,FF,FS,FT,G,I,PP,DE,GS,SG,CV,PC,PS,V,GC,DP,PI
572,6,Anthoni,0,anthoni,False,23,Anthoni,1.0,1,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_DdJklOE.png,0.0,,285,Internacional,111683,0.0,Anthoni Spier Souza,0.0,,,,,,,,,,,,,,,,,,,,,
573,6,B. Guimarães,0,bruno-guimaraes,False,23,Bruno Guimarães,1.0,1,https://s.sde.globo.com/media/person_role/2023/05/14/photo_220x220.png,0.0,,356,Fortaleza,111689,0.0,Bruno Guimarães de Souza,0.0,,,,,,,,,,,,,,,,,,,,,
574,7,M. Cunha,19,matheus-cunha,True,23,Matheus Cunha,6.98,1,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xwFOLiN.png,4.79,,262,Flamengo,111690,3.5,Matheus Cunha Queiroz,-0.06,,1.0,,,,,4.0,,,,,80.0,22.0,5.0,,,,,,1.0,
575,6,Mateusão,0,mateusao,False,23,Mateusão,2.0,5,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_JeOW27e.png,0.0,,262,Flamengo,111694,0.0,Mateus Dias Lima,0.0,,,,,,,,,,,,,,,,,,,,,
576,6,L. Mezenga,0,lucas-mezenga,False,23,Lucas Mezenga,2.0,3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_BuH7iqi.png,0.0,,263,Botafogo,111713,0.0,Lucas de Souza Mombra Rosa,0.0,,,,,,,,,,,,,,,,,,,,,
577,6,Fabinho,11,fabinho,False,23,Fabinho,3.1,4,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_6TfTz4T.png,1.36,,275,Palmeiras,111760,0.0,Fábio Silva de Freitas,0.0,,,10.0,6.0,,1.0,8.0,,,,,,,,,,,,,,
578,6,Cadu,0,cadu,False,23,Cadu,1.0,1,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_MykTtrE.png,0.0,,267,Vasco,111761,0.0,Carlos Eduardo Piekny Neves,0.0,,,,,,,,,,,,,,,,,,,,,
579,7,J. Galvão,3,jp-galvao,False,23,JP Galvão,1.48,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_KKJAtgs.png,3.07,,263,Botafogo,111763,0.0,João Pedro Galvão de Carvalho,0.0,,,8.0,3.0,,,1.0,,,,,,,,,,,,,,
580,6,M. Gomes,14,marlon-gomes,True,23,Marlon Gomes,4.42,4,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_t23W3Dj.png,2.53,,267,Vasco,111769,1.7,Marlon Gomes Claudino,-0.25,,1.0,24.0,18.0,,2.0,15.0,1.0,,1.0,,,,,,,1.0,,,,
581,6,T. Luciano,6,thomas-luciano,False,23,Thomas Luciano,5.46,2,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_uDTKmM2.png,3.5,,284,Grêmio,111819,0.0,Thomas Luciano Trindade Mathias,0.0,,,7.0,9.0,,3.0,6.0,,,1.0,,,,2.0,,,,,,,
582,6,J. Neto,1,joao-neto,False,23,João Neto,4.06,5,https://s.sde.globo.com/media/person_role/2021/05/25/a9db2e90e26dea89a11831882777480c_FORMATO.png,7.6,,266,Fluminense,111834,0.0,João Batista da Cruz Santos Neto,0.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,
583,6,G. Ramalho,0,gustavo-ramalho,False,23,Gustavo Ramalho,1.0,1,https://s.sde.globo.com/media/person_role/2021/03/11/93f569dba64ea879ba52b815372f17f4_FORMATO.png,0.0,,266,Fluminense,111837,0.0,Gustavo Ramalho Bremer Pinto,0.0,,,,,,,,,,,,,,,,,,,,,
584,6,F. Andrade,5,felipe-andrade,False,23,Felipe Andrade,0.99,3,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_lkQ8S78.png,1.16,,266,Fluminense,111839,0.0,Felipe de Andrade Vieira,0.0,,,,,,1.0,,,,,,,,1.0,,,,,,,
585,6,Arthur,1,arthur,False,23,Arthur,1.04,4,https://s.sde.globo.com/media/person_role/2021/03/15/a1e027a6133eb086771225ec24cc7c69_FORMATO.png,1.2,,266,Fluminense,111841,0.0,Arthur Wenderrosky Sanches,0.0,,,1.0,,,,,,,,,,,,,,,,,,
586,6,G. Biro,9,guilherme-biro,False,23,Guilherme Biro,3.3,4,https://s.sde.globo.com/media/person_role/2022/07/02/ea53a64347e60658cdcbd15ba83320ba_FORMATO.png,2.51,,264,Corinthians,111891,0.0,Guilherme Sucigan Mafra Cunha,0.0,,2.0,10.0,11.0,2.0,7.0,16.0,,,1.0,,,,,,,,,,,
587,6,D. Hernández,1,diego-hernandez,False,23,Diego Hernández,5.42,4,https://s.sde.globo.com/media/person_role/2023/05/26/photo_220x220_jllMRNk.png,1.7,,263,Botafogo,111945,0.0,Diego Manuel Hernández González,0.0,,,,,1.0,,1.0,,,,,,,,,,,,,,
588,6,Quagliata,9,quagliata,False,23,Quagliata,2.5,5,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_kkqhEEK.png,0.74,,1371,Cuiabá,111949,0.0,Nicolás Quagliata Platero,0.0,,,4.0,4.0,,2.0,3.0,,,1.0,,,,,,,,,,,
589,6,J. Palacios,16,julian-palacios,True,23,Julián Palacios,5.08,4,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_C8xKUgn.png,2.42,,290,Goiás,111996,0.0,Julián Eduardo Palacios,-0.3,1.0,2.0,10.0,19.0,5.0,7.0,36.0,,,2.0,,,,,,,,,,,
590,7,L. Beraldo,13,lucas-beraldo,True,23,Lucas Beraldo,6.17,3,https://s.sde.globo.com/media/person_role/2022/07/22/aef0c837cb53876eb1509bd8c3eaa586_FORMATO.png,3.95,,276,São Paulo,112136,1.5,Lucas Lopes Beraldo,-0.08,,2.0,20.0,10.0,2.0,3.0,9.0,,1.0,,,,,3.0,,,,,,,
591,6,T. Gabriel,0,thalisson-gabriel,False,23,Thalisson Gabriel,1.0,3,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_sNKyuNw.png,0.0,,294,Coritiba,112367,0.0,Thalisson Gabriel Pereira Moreira,0.0,,,,,,,,,,,,,,,,,,,,,
592,6,E. Ramon,10,emerson-ramon,False,23,Emerson Ramon,3.84,5,https://s.sde.globo.com/media/person_role/2023/03/30/photo_FORMATO_wzDDWM2.png,2.07,,1371,Cuiabá,112370,0.0,Emerson Ramon Bezerra Oliveira,0.0,,,5.0,5.0,3.0,7.0,14.0,,,1.0,,,,,,,,,,,
593,7,G. Grando,18,gabriel-grando,True,23,Gabriel Grando,5.46,1,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bv2qwrK.png,3.16,,284,Grêmio,112616,1.0,Gabriel Hamester Grando,-0.6,,3.0,,,,,4.0,,,,,68.0,25.0,3.0,,,,,,,
594,6,Kaiki,3,kaiki,False,23,Kaiki,2.35,2,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_HCZ4bVf.png,1.97,,283,Cruzeiro,112709,0.0,Kaiki Bruno da Silva,0.0,,1.0,2.0,5.0,,,2.0,,,,,,,1.0,,,,,,,
595,6,L. Barbosa,7,lucas-barbosa,False,23,Lucas Barbosa,4.7,4,https://s.sde.globo.com/media/person_role/2023/09/13/photo_FORMATO_Dsp7wOi.png,2.37,,294,Coritiba,112886,0.0,Lucas Henrique Barbosa,0.0,,,11.0,6.0,2.0,1.0,4.0,,,,,,,,,,,,,,
596,6,Capasso,8,capasso,False,23,Capasso,2.31,3,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_OaLhk6j.png,0.58,,267,Vasco,112913,0.0,Manuel Vicente Capasso,0.0,,3.0,7.0,5.0,,1.0,,,,1.0,,,,,,,,,,,
597,6,Werton,0,werton,False,23,Werton,2.0,5,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_b5lT2QZ.png,0.0,,262,Flamengo,112984,0.0,Werton de Almeida Rêgo,0.0,,,,,,,,,,,,,,,,,,,,,
598,3,F. López,13,flaco-lopez,True,23,Flaco López,6.2,5,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_V15s07E.png,2.22,,275,Palmeiras,113103,0.5,José Manuel Alberto López,-0.02,,3.0,7.0,15.0,4.0,5.0,5.0,,2.0,3.0,,,,,,,1.0,,,,
599,6,Kauan,0,kauan,False,23,Kauan,1.0,2,https://s.sde.globo.com/media/person_role/2023/04/01/photo_220x220_9pgUpwG.png,0.0,,282,Atlético-MG,113154,0.0,Kauan Silva Sales,0.0,,,,,,,,,,,,,,,,,,,,,
600,6,N. Mendes,8,nathan-mendes,True,23,Nathan Mendes,3.98,2,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Ec4EI26.png,4.45,,276,São Paulo,113157,0.5,Nathan Gabriel de Souza Mendes,-0.22,,1.0,9.0,9.0,1.0,1.0,7.0,,1.0,,,,,3.0,,,,,,,
601,6,Michel,0,michel,False,23,Michel,2.0,3,https://s.sde.globo.com/media/person_role/2022/04/06/2e58e6fda93f2529e843b6dacea39be3_FORMATO.png,0.0,,275,Palmeiras,113159,0.0,Michel Augusto Modesto Rafael dos Santos,0.0,,,,,,,,,,,,,,,,,,,,,
602,5,Júlio,3,julio,False,23,Júlio,4.37,3,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_eIjqfZW.png,4.7,,327,América-MG,113295,0.0,Júlio César Alves Gonçalves,0.0,1.0,,,3.0,,,,,,,,,,2.0,,,,,,,
603,7,P. Maia,18,pablo-maia,True,23,Pablo Maia,6.06,4,https://s.sde.globo.com/media/person_role/2022/03/05/e91f0953fe782088f01eda528fd69b2f_FORMATO.png,2.95,,276,São Paulo,113359,4.2,Pablo Gonçalves Maia Fortunato,0.65,,4.0,29.0,36.0,6.0,8.0,13.0,,2.0,,,,,,1.0,,,,,,
604,6,D. Batista,8,diogo-batista,False,23,Diogo Batista,1.67,2,https://s.sde.globo.com/media/person_role/2023/09/13/photo_FORMATO_KoGBw9E.png,2.74,,294,Coritiba,113384,0.0,Diogo Batista de Souza,0.0,1.0,1.0,4.0,8.0,2.0,2.0,3.0,,,,,,,2.0,,,,,,,
605,6,Bruninho,12,bruninho,False,23,Bruninho,8.23,4,https://s.sde.globo.com/media/person_role/2022/05/05/f1f155231d0b75984084fb05c52de0db_FORMATO.png,3.17,,280,Bragantino,113558,0.0,Bruno Gonçalves de Jesus,0.0,1.0,,7.0,1.0,5.0,2.0,5.0,,2.0,1.0,,,,,,1.0,,,,,
606,6,Kevin,1,kevin,True,23,Kevin,0.74,5,https://s.sde.globo.com/media/person_role/2023/03/03/photo_FORMATO_TugHOMv.png,-1.1,,275,Palmeiras,113663,-1.1,Kevin Santos Lopes de Macedo,-0.26,,1.0,,2.0,,,1.0,,,,,,,,,,,,,,
607,6,R. Luka,0,ryan-luka,False,23,Ryan Luka,1.0,5,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_4G7ETFM.png,0.0,,262,Flamengo,113667,0.0,Ryan Luka Cordeiro de Souza,0.0,,,,,,,,,,,,,,,,,,,,,
608,6,A. Luiz,2,andre-luiz,False,23,André Luiz,1.29,5,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_qtSFh6j.png,-0.05,,262,Flamengo,114174,0.0,André Luiz Inácio da Silva,0.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
609,6,J. Tavares,0,juan-tavares,False,23,Juan Tavares,1.0,2,https://s.sde.globo.com/media/person_role/2023/06/04/photo_FORMATO_s4c9qYu.png,0.0,,1371,Cuiabá,114497,0.0,Juan Pablo Vilela Tavares,0.0,,,,,,,,,,,,,,,,,,,,,
610,6,Cleiton,0,cleiton,False,23,Cleiton,3.0,3,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_L2MYyBn.png,0.0,,262,Flamengo,114790,0.0,Cleiton Santana dos Santos,0.0,,,,,,,,,,,,,,,,,,,,,
611,7,V. Roque,20,vitor-roque,False,23,Vitor Roque,13.93,5,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_0B2D0LR.png,7.94,,293,Athlético-PR,114802,0.0,Vitor Hugo Roque Ferreira,0.0,3.0,6.0,19.0,32.0,11.0,14.0,41.0,1.0,11.0,5.0,,,,,,,1.0,,,,
612,6,Luciano,0,luciano,False,23,Luciano,2.0,4,https://s.sde.globo.com/media/person_role/2022/05/05/21a71a480463a1c9c0140cfd2b91c6d8_FORMATO.png,0.0,,280,Bragantino,114888,0.0,Luciano Silva Santos,0.0,,,,,,,,,,,,,,,,,,,,,
613,6,Peruchi,0,peruchi,False,23,Peruchi,1.0,1,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_SsVd5Bj.png,0.0,,1371,Cuiabá,114893,0.0,Vinicius Pasquini Peruchi,0.0,,,,,,,,,,,,,,,,,,,,,
614,6,Miguelito,2,miguelito,False,23,Miguelito,1.57,4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_CgKUL3N.png,1.25,,277,Santos,115025,0.0,Miguel Àngel Terceros,0.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,
615,6,T. Lara,8,thauan-lara,False,23,Thauan Lara,2.63,2,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_QvNiNqZ.png,2.75,,285,Internacional,115061,0.0,Thauan Lara dos Santos,0.0,,1.0,5.0,6.0,1.0,2.0,12.0,,,,,,,2.0,,,,,,,
616,6,Caio,0,caio,False,23,Caio,3.0,5,https://s.sde.globo.com/media/person_role/2022/04/06/c624743dce9149ef9c0122f7eabd3337_FORMATO.png,0.0,,276,São Paulo,115227,0.0,Caio Matheus da Silva,0.0,,,,,,,,,,,,,,,,,,,,,
617,3,Wesley,23,wesley,True,23,Wesley,9.88,2,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_FLI9Vom.png,5.08,,262,Flamengo,115239,6.9,Wesley Vinícius França Lima,0.35,1.0,3.0,48.0,40.0,3.0,4.0,35.0,1.0,1.0,8.0,,,,7.0,,1.0,1.0,,,,
618,6,Naves,4,naves,False,23,Naves,1.81,3,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PUzC8ZB.png,3.65,,275,Palmeiras,115246,0.0,Kaiky Marques Naves,0.0,,,4.0,4.0,,,2.0,,,,,,,2.0,,,,,,,
619,6,Kaique,0,kaique,False,23,Kaique,1.0,1,https://s.sde.globo.com/media/person_role/2022/04/06/42c5ad338bd56af0c7eeb86e91a85304_FORMATO.png,0.0,,275,Palmeiras,115247,0.0,Kaique Pereira Azarias,0.0,,,,,,,,,,,,,,,,,,,,,
620,6,J. Jhon,14,jhon-jhon,False,23,Jhon Jhon,1.49,4,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cdZiLf8.png,1.7,,275,Palmeiras,115248,0.0,Jhonatan dos Santos Rosa,0.0,,3.0,17.0,17.0,3.0,3.0,9.0,,,1.0,,,,,,,,,,,
621,6,Rômulo,0,romulo,False,23,Rômulo,1.0,3,https://s.sde.globo.com/media/person_role/2021/12/09/5cad18cd9645fbba0749287a12b4c476_FORMATO.png,0.0,,282,Atlético-MG,115268,0.0,Rômulo Helberte Pereira Junior,0.0,,,,,,,,,,,,,,,,,,,,,
622,6,Emersonn,0,emersonn,False,23,Emersonn,1.0,5,https://s.sde.globo.com/media/person_role/2021/12/09/ef22051bd5702578dd49c2ea6d4bc4d8_FORMATO.png,0.0,,293,Athlético-PR,115273,0.0,Emersonn Correia da Silva,0.0,,,,,,,,,,,,,,,,,,,,,
623,6,M. Victor,0,marcos-victor,False,23,Marcos Victor,4.0,3,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_PrZupVH.png,0.0,,265,Bahia,115537,0.0,Marcos Victor Ferreira da Silva,0.0,,,,,,,,,,,,,,,,,,,,,
624,6,Rodriguinho,7,rodriguinho,True,23,Rodriguinho,3.87,4,https://s.sde.globo.com/media/person_role/2022/02/24/cbc12bdc877ddabea0be444ea145a8d6_FORMATO.png,3.71,,327,América-MG,115563,8.9,Rodrigo Henrique Santos de Souza,0.75,1.0,1.0,6.0,8.0,1.0,2.0,7.0,1.0,1.0,1.0,,,,,,,,,,,
625,6,Mila,8,mila,False,23,Mila,1.0,4,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_GjZARIK.png,0.61,,284,Grêmio,115671,0.0,Lucas Eduardo Müller - Milla,0.0,,2.0,5.0,10.0,,3.0,3.0,,,,,,,,,,,,,,
626,6,G. Delfim,0,gabriel-delfim,False,23,Gabriel Delfim,2.0,1,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_R1TAAd6.png,0.0,,282,Atlético-MG,115674,0.0,Gabriel Delfim Ferreira,0.0,,,,,,,,,,,,,,,,,,,,,
627,6,Z. Vitor,2,ze-vitor,True,23,Zé Vitor,1.14,3,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_E9RklP7.png,-1.8,,267,Vasco,115733,0.0,José Vitor Geminiano Cavalieri,0.13,,2.0,,2.0,,,,,,,,,,,,1.0,,,,,
628,6,Pimentel,0,pimentel,False,23,Pimentel,2.0,3,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_bs3vmzt.png,0.0,,267,Vasco,115734,0.0,Eric Lima Pimentel,0.0,,,,,,,,,,,,,,,,,,,,,
629,6,Jonathan,0,jonathan,False,23,Jonathan,1.0,2,https://s.sde.globo.com/media/person_role/2023/03/29/photo_FORMATO_7Zk5L8m.png,0.0,,280,Bragantino,115870,0.0,Jonathan da Cruz Silva,0.0,,,,,,,,,,,,,,,,,,,,,
630,6,Lelê,19,lele,False,23,Lelê,9.02,5,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_JNinp65.png,2.99,,266,Fluminense,115915,0.0,Leanderson da Silva Genésio,0.0,2.0,1.0,8.0,23.0,13.0,15.0,5.0,1.0,2.0,9.0,,,,,1.0,,,,,,
631,6,Endrick,17,endrick,True,23,Endrick,6.4,5,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_6tQjxwx.png,2.39,,275,Palmeiras,115959,-0.3,Endrick Felipe Moreira de Sousa,-0.39,,2.0,5.0,26.0,2.0,4.0,14.0,1.0,4.0,1.0,1.0,,,,,,1.0,,,,
632,7,Denilson,18,denilson,True,23,Denilson,4.52,4,https://s.sde.globo.com/media/person_role/2022/10/15/photo_FORMATO_sqKxYTo.png,3.13,,1371,Cuiabá,115986,1.9,Denilson Alves Borges,-0.11,1.0,5.0,26.0,22.0,6.0,7.0,22.0,,1.0,,,,,,,,,,,,
633,6,M. Henrique,4,mateus-henrique,True,23,Mateus Henrique,1.63,4,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_9xPLICS.png,3.82,,327,América-MG,115997,2.3,Mateus Henrique Alves Silva,-1.21,1.0,1.0,8.0,7.0,,1.0,6.0,,,,,,,,,,,,,,
634,5,Adyson,2,adyson,False,23,Adyson,2.43,5,https://s.sde.globo.com/media/person_role/2022/02/25/816e31c3a9501bc4cafc2ef28de0e625_FORMATO.png,1.65,,327,América-MG,115998,0.0,Adyson do Nascimento Soares,0.0,,,3.0,1.0,,,,,,,,,,,,,,,,,
635,6,Wallison,0,wallison,False,23,Wallison,1.0,2,,0.0,,263,Botafogo,116000,0.0,Wallison Nunes Silva,0.0,,,,,,,,,,,,,,,,,,,,,
636,6,M. Gonçalves,6,matheus-goncalves,False,23,Matheus Gonçalves,2.26,4,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_qMCtXjD.png,1.28,,280,Bragantino,116012,0.0,Matheus Gonçalves Martins,0.0,1.0,2.0,,2.0,,3.0,6.0,,,1.0,,,,,,,,,,,
637,6,I. Jesus,3,igor-jesus,True,23,Igor Jesus,2.23,4,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_fA4Y3X6.png,1.7,,262,Flamengo,116013,2.2,Igor Jesus Lima,0.16,,,2.0,3.0,,2.0,4.0,,,,,,,,,,,,,,
638,6,Petterson,0,petterson,False,23,Petterson,2.0,5,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_lUPHYVN.png,0.0,,262,Flamengo,116025,0.0,Petterson Novaes Reis,0.0,,,,,,,,,,,,,,,,,,,,,
639,2,V. Hugo,22,victor-hugo,True,23,Victor Hugo,6.44,4,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_nUR0WYM.png,2.69,,262,Flamengo,116034,2.9,Victor Hugo Gomes Silva,-0.03,2.0,1.0,23.0,6.0,2.0,5.0,20.0,,1.0,1.0,,,,,,,,,,,
640,6,V. Graziani,0,vitor-graziani,False,23,Vitor Graziani,1.0,4,https://s.sde.globo.com/media/person_role/2023/04/01/photo_FORMATO_bXh4eA4.png,0.0,,282,Atlético-MG,116046,0.0,Vitor Hugo Santos Graziani,0.0,,,,,,,,,,,,,,,,,,,,,
641,6,Raí,1,rai,False,23,Raí,2.11,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_n8x32pL.png,0.0,,263,Botafogo,116048,0.0,Raí da Silva Pessanha,0.0,,,,,,,,,,,,,,,,,,,,,
642,6,Cuiabano,9,cuiabano,False,23,Cuiabano,5.36,2,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ER9oADt.png,3.42,,284,Grêmio,116065,0.0,Luís Eduardo Soares da Silva,0.0,,3.0,13.0,17.0,3.0,3.0,9.0,,1.0,2.0,,,,1.0,,,,,,,
643,6,J. Moreira,1,joao-moreira,False,23,João Moreira,3.02,2,https://s.sde.globo.com/media/person_role/2022/03/01/b2773da8a486428f92cda01d2ab65d9e_FORMATO.png,4.8,,276,São Paulo,116137,0.0,João Moreira Sanmartin Souza,0.0,,,2.0,1.0,1.0,,3.0,,,,,,,,,,,,,,
644,6,G. Silva,0,gabriel-silva,False,23,Gabriel Silva,1.0,4,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_kENShcR.png,0.0,,294,Coritiba,116282,0.0,Gabriel Silva Azevedo Figueiredo,0.0,,,,,,,,,,,,,,,,,,,,,
645,5,Hércules,13,hercules,False,23,Hércules,6.61,4,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_U5EjTT7.png,3.09,,356,Fortaleza,116447,0.0,Hércules Pereira do Nascimento,0.0,,1.0,20.0,15.0,4.0,7.0,7.0,,1.0,2.0,,,,,,,,,,,
646,5,André,3,andre,False,23,André,2.08,2,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_kQwNdzi.png,0.43,,265,Bahia,116450,0.0,André Dhominique Queiroz Santiago Da Silva,0.0,,1.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,
647,7,Jamerson,20,jamerson,True,23,Jamerson,6.25,2,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_vdcH1tF.png,3.09,,294,Coritiba,116461,-0.1,Jamerson Santos de Jesus,-0.14,,4.0,36.0,18.0,4.0,6.0,7.0,,,3.0,,,,3.0,,,,,,,
648,6,Ezequiel,0,ezequiel,False,23,Ezequiel,1.0,1,https://s.sde.globo.com/media/person_role/2023/03/14/photo_220x220_DI919Pv.png,0.0,,290,Goiás,116562,0.0,Ezequiel Alves de Oliveira Vieira,0.0,,,,,,,,,,,,,,,,,,,,,
649,6,Jhonny,0,jhonny,False,23,Jhonny,1.0,2,https://s.sde.globo.com/media/person_role/2022/02/24/07c2ee6d264dd5863593c52fdaba42b5_FORMATO.png,0.0,,280,Bragantino,116825,0.0,Jhonny Cardinoti Pedro,0.0,,,,,,,,,,,,,,,,,,,,,
650,6,Reginaldo,0,reginaldo,False,23,Reginaldo,1.0,5,https://s.sde.globo.com/media/person_role/2022/04/15/c6b1985503cc71ba6d6154b448940158_FORMATO.png,0.0,,290,Goiás,116835,0.0,Reginaldo dos Santos Moreira,0.0,,,,,,,,,,,,,,,,,,,,,
651,6,Pedrinho,0,pedrinho,False,23,Pedrinho,1.0,4,https://s.sde.globo.com/media/person_role/2022/09/27/photo_FORMATO_1oFhhWx.png,0.0,,262,Flamengo,117112,0.0,Pedro Henrique Fonseca de Araújo Martins,0.0,,,,,,,,,,,,,,,,,,,,,
652,6,T. Borbas,19,thiago-borbas,False,23,Thiago Borbas,6.38,5,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_y6Ph2tU.png,3.99,,280,Bragantino,117314,0.0,Thiago Nicolás Borbas Silva,0.0,1.0,6.0,8.0,32.0,12.0,11.0,11.0,,6.0,2.0,,,,,,,,,,,
653,5,Cipriano,1,cipriano,False,23,Cipriano,3.12,3,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_jkA9tzz.png,6.4,,280,Bragantino,117336,0.0,João Luiz da Silva Cipriano,0.0,,1.0,3.0,4.0,,,,,,,,,,1.0,,,,,,,
654,6,R. Marques,7,renato-marques,False,23,Renato Marques,2.12,5,https://s.sde.globo.com/media/person_role/2023/06/03/photo_FORMATO_lScxD3S.png,1.82,,327,América-MG,117403,0.0,Renato Marques de Oliveira Júnior,0.0,1.0,2.0,2.0,6.0,,1.0,1.0,,1.0,2.0,,,,,,,,,,,
655,6,L. Maná,3,leo-mana,True,23,Léo Maná,1.45,2,https://s.sde.globo.com/media/person_role/2022/07/02/5c3199a34de47846ae66a0560d4e7417_FORMATO.png,0.67,,264,Corinthians,117459,-0.3,Leonardo Mana Hernandes,-0.23,,1.0,3.0,2.0,,,,,,,,,,,,,,,,,
656,5,Galoppo,0,galoppo,False,23,Galoppo,5.0,4,https://s.sde.globo.com/media/person_role/2022/07/26/2ca20d35cbccce7d03bb8c585af8fddc_FORMATO.png,0.0,,276,São Paulo,117579,0.0,Giuliano Galoppo,0.0,,,,,,,,,,,,,,,,,,,,,
657,6,P. Caixinha,23,pedro-caixinha,True,23,Pedro Caixinha,12.12,6,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LvzP4JH.png,6.05,,280,Bragantino,117711,7.47,Pedro Miguel Faria Caixinha,0.33,,,,,,,,,,,,,,,,,,10.0,,,
658,6,Young,0,young,False,23,Young,1.0,1,https://s.sde.globo.com/media/person_role/2023/06/07/photo_FORMATO.png,0.0,,276,São Paulo,117818,0.0,Young Navarro Moraes,0.0,,,,,,,,,,,,,,,,,,,,,
659,5,Giovane,2,giovane,False,23,Giovane,2.14,5,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_TquvINB.png,1.4,,264,Corinthians,117849,0.0,Giovane Santana do Nascimento,0.0,,,1.0,,,2.0,,,,,,,,,,,,,,,
660,6,Estevão,1,estevao,False,23,Estevão,2.11,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_HFq77iJ.png,0.2,,285,Internacional,117870,0.0,Estevão Barreto de Oliveira,0.0,,,,1.0,,,1.0,,,,,,,,,,,,,,
661,7,Wesley,12,wesley,True,23,Wesley,3.32,5,https://s.sde.globo.com/media/person_role/2022/04/19/e9c12ff02569765cb5c876412fae8bb8_FORMATO.png,2.51,,264,Corinthians,117909,1.0,Wesley Gassova Ribeiro Teixeira,-0.02,,1.0,10.0,7.0,3.0,2.0,14.0,,1.0,,,,,,,,1.0,,,,
