,atletas.status_id,atletas.apelido_abreviado,atletas.jogos_num,atletas.slug,atletas.entrou_em_campo,atletas.rodada_id,atletas.apelido,atletas.preco_num,atletas.posicao_id,atletas.foto,atletas.media_num,atletas.minimo_para_valorizar,atletas.clube_id,atletas.clube.id.full.name,atletas.atleta_id,atletas.pontos_num,atletas.nome,atletas.variacao_num,A,CA,DS,FC,FD,FF,FS,FT,G,I,PP,DE,GS,SG,CV,PC,PS,V,GC,DP,PI
189,6,Jandrei,3,jandrei,False,23,Jandrei,4.85,1,https://s.sde.globo.com/media/person_role/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,5.17,,276,São Paulo,86508,0.0,Jandrei Chitolina Carniel,0.0,,1.0,,,,,1.0,,,,,7.0,1.0,2.0,,,,,,,
190,6,T. Tchê,22,tche-tche,True,23,Tchê Tchê,7.34,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_FytIYxJ.png,2.25,,263,Botafogo,86686,0.5,Danilo das Neves Pinheiro,0.04,2.0,4.0,14.0,26.0,7.0,7.0,25.0,,1.0,,,,,,,,,,,,
191,6,Everton,19,everton,True,23,Everton,8.19,5,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_EcaScZP.png,3.83,,262,Flamengo,86757,2.7,Everton Sousa Soares,0.39,3.0,1.0,15.0,14.0,9.0,14.0,13.0,,2.0,5.0,,,,,,,1.0,,,,
192,6,Luan,3,luan,False,23,Luan,3.47,4,https://s.sde.globo.com/media/person_role/2023/08/01/photo_FORMATO_wWoVCQJ.png,0.57,,284,Grêmio,86759,0.0,Luan Guilherme de Jesus Vieira,0.0,,,1.0,,,,1.0,,,,,,,,,,,,,,
193,6,D. Barbosa,13,danilo-barbosa,False,23,Danilo Barbosa,4.66,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_6wIsdHM.png,1.79,,263,Botafogo,86777,0.0,Danilo Barbosa da Silva,0.0,,1.0,8.0,8.0,,2.0,15.0,,1.0,,,,,,,,,,,,
194,6,R. Pinho,10,rodrigo-pinho,False,23,Rodrigo Pinho,3.27,5,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_vRioSFE.png,1.57,,294,Coritiba,86799,0.0,Rodrigo Cunha Pereira de Pinho,0.0,,2.0,3.0,8.0,4.0,5.0,10.0,1.0,,4.0,,,,,,,,,,,
195,6,Boschilia,11,boschilia,False,23,Boschilia,5.85,4,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_f9gTrC7.png,3.17,,294,Coritiba,86841,0.0,Gabriel Boschilia,0.0,1.0,1.0,8.0,6.0,5.0,7.0,7.0,,1.0,,,,,,,,,,,,
196,7,J. Welison,13,jose-welison,True,23,José Welison,3.95,4,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_Sq4MDcU.png,2.64,,356,Fortaleza,86859,4.4,José Welison da Silva,-0.17,1.0,5.0,21.0,21.0,1.0,9.0,14.0,,,1.0,,,,,,,,,,,
197,5,Marlon,12,marlon,False,23,Marlon,5.6,2,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_9jhAK26.png,3.32,,327,América-MG,86864,0.0,Marlon Matheus Lopes do Nascimento,0.0,1.0,1.0,21.0,10.0,,2.0,20.0,,,,,,,1.0,,,,,1.0,,
198,7,L. Jardim,22,leo-jardim,True,23,Léo Jardim,9.95,1,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,3.09,,267,Vasco,87008,5.0,Leonardo César Jardim,0.58,,2.0,,,,,2.0,,,,,87.0,33.0,3.0,,,,,,,
199,6,Nathan,12,nathan,False,23,Nathan,4.94,4,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,2.19,,284,Grêmio,87009,0.0,Nathan Allan de Souza,0.0,1.0,1.0,11.0,11.0,4.0,4.0,9.0,,,1.0,,,,,,,,,,,
200,6,P. Henrique,11,pedro-henrique,False,23,Pedro Henrique,8.95,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,3.65,,293,Athlético-PR,87225,0.0,Pedro Henrique Ribeiro Gonçalves,0.0,,3.0,10.0,14.0,1.0,5.0,5.0,,1.0,2.0,,,,4.0,,,,,,,
201,7,G. Arana,13,guilherme-arana,True,23,Guilherme Arana,10.95,2,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,4.39,,282,Atlético-MG,87228,9.7,Guilherme Antonio Arana Lopes,1.04,,1.0,19.0,6.0,3.0,5.0,15.0,,,,,,,5.0,1.0,,,,,,
202,2,C. Pena,18,carlos-de-pena,False,23,Carlos de Pena,6.84,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,2.41,,285,Internacional,87242,0.0,Carlos María de Pena Bonino,0.0,,2.0,20.0,13.0,6.0,10.0,12.0,,1.0,,,,,,1.0,1.0,,,,,
203,6,Soteldo,10,soteldo,False,23,Soteldo,7.43,5,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,4.72,,277,Santos,87258,0.0,Yeferson Julio Soteldo Martínez,0.0,4.0,2.0,9.0,3.0,5.0,5.0,25.0,1.0,,2.0,,,,,2.0,,,,,,
204,7,Kannemann,15,kannemann,True,23,Kannemann,7.92,3,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,4.14,,284,Grêmio,87342,0.0,Walter Kannemann,-0.82,1.0,8.0,33.0,30.0,3.0,2.0,15.0,,,,,,,5.0,1.0,,,,,,
205,7,Allano,9,allano,True,23,Allano,5.15,5,https://s.sde.globo.com/media/person_role/2023/08/08/photo_FORMATO_tmBtY58.png,3.53,,290,Goiás,87391,4.5,Allano Brendon de Souza Lima,0.13,,2.0,13.0,8.0,6.0,5.0,13.0,1.0,,1.0,,,,,,,,,,,
206,6,Messias,17,messias,True,23,Messias,6.68,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,3.0,,277,Santos,87402,1.7,Messias Rodrigues da Silva Júnior,-0.11,,2.0,21.0,14.0,2.0,2.0,8.0,,,1.0,,,,5.0,,1.0,,,,,
207,6,Thaciano,22,thaciano,True,23,Thaciano,12.41,4,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,4.55,,265,Bahia,87470,10.8,Thaciano Mickael da Silva,1.23,2.0,1.0,26.0,23.0,8.0,23.0,18.0,2.0,3.0,4.0,,,,,,,,,,,
208,7,V. Bueno,17,vitor-bueno,True,23,Vitor Bueno,9.0,4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,4.49,,293,Athlético-PR,87552,11.9,Vitor Frezarin Bueno,1.29,3.0,5.0,8.0,11.0,9.0,11.0,21.0,2.0,3.0,2.0,,,,,,,,,,,
209,6,M. Pasinato,10,mateus-pasinato,False,23,Mateus Pasinato,3.03,1,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_1bOXVa7.png,2.6,,327,América-MG,87603,0.0,Mateus Pasinato,0.0,,1.0,,,,,2.0,,,,,41.0,20.0,1.0,,,,,,,
210,6,Y. Felipe,13,yago-felipe,True,23,Yago Felipe,4.45,4,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO.png,1.15,,265,Bahia,87747,3.5,Yago Felipe da Costa Rocha,0.55,,3.0,14.0,20.0,,4.0,8.0,,,,,,,,,,,,,,
211,6,P. Sampaio,8,philipe-sampaio,False,23,Philipe Sampaio,3.33,3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,2.73,,263,Botafogo,87808,0.0,Philipe Sampaio Azevedo,0.0,,2.0,6.0,6.0,,2.0,4.0,,,1.0,,,,3.0,,,,,,,
212,6,M. Lemos,15,mauricio-lemos,True,23,Mauricio Lemos,10.72,3,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,4.51,,282,Atlético-MG,87853,8.5,Paolo Mauricio Lemos Merladett,0.68,,6.0,22.0,14.0,5.0,4.0,9.0,1.0,1.0,2.0,,,,6.0,1.0,,,,,,
213,6,Arrascaeta,15,arrascaeta,False,23,Arrascaeta,13.43,4,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,6.25,,262,Flamengo,87863,0.0,Giorgian Daniel de Arrascaeta Benedetti,0.0,5.0,3.0,14.0,17.0,4.0,9.0,19.0,2.0,4.0,3.0,,,,,,,1.0,,,,
214,7,A. Empereur,19,alan-empereur,True,23,Alan Empereur,4.68,3,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,2.14,,1371,Cuiabá,88033,2.6,Alan Pereira Empereur,0.38,1.0,4.0,11.0,8.0,3.0,4.0,10.0,,,,,,,4.0,,,,,1.0,,
215,5,Jorge,0,jorge,False,23,Jorge,4.0,2,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Rnoad6D.png,0.0,,266,Fluminense,88065,0.0,Jorge Marco de Oliveira Moraes,0.0,,,,,,,,,,,,,,,,,,,,,
216,6,Ivan,0,ivan,False,23,Ivan,5.0,1,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_qStnmUz.png,0.0,,267,Vasco,88136,0.0,Ivan Quaresma da Silva,0.0,,,,,,,,,,,,,,,,,,,,,
217,6,Aguerre,0,aguerre,False,23,Aguerre,3.0,1,https://s.sde.globo.com/media/person_role/2023/09/05/photo_FORMATO_IsQMVQY.png,0.0,,327,América-MG,88237,0.0,Washington Omar Aguerre Lima,0.0,,,,,,,,,,,,,,,,,,,,,
218,6,Ã. Romero,8,angel-romero,True,23,Ángel Romero,2.74,5,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,1.57,,264,Corinthians,88323,0.0,Ángel Rodrigo Romero Villamayor,-0.04,1.0,,2.0,1.0,1.0,1.0,7.0,,,,,,,,,,,,,,
219,5,G. Dias,1,gabriel-dias,False,23,Gabriel Dias,2.89,2,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_SmDR7cT.png,4.0,,267,Vasco,88368,0.0,Gabriel Dias de Oliveira,0.0,,1.0,,,,,,,,,,,,1.0,,,,,,,
220,7,A. Lucas,20,ayrton-lucas,False,23,Ayrton Lucas,14.54,2,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,5.16,,262,Flamengo,88393,0.0,Ayrton Lucas Dantas de Medeiros,0.0,1.0,6.0,29.0,29.0,3.0,5.0,31.0,,3.0,,,,,6.0,,,1.0,,,,
221,6,Aderlan,15,aderlan,True,23,Aderlan,8.81,2,https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,4.73,,280,Bragantino,88423,3.3,Aderlan de Lima Silva,-0.92,1.0,3.0,28.0,22.0,,3.0,7.0,,,,,,,8.0,1.0,1.0,,,,,
222,6,L. Crispim,8,lucas-crispim,False,23,Lucas Crispim,3.24,4,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_EvxhSX5.png,0.77,,356,Fortaleza,88597,0.0,Lucas de Figueiredo Crispim,0.0,,,2.0,3.0,1.0,,1.0,1.0,,,,,,,,,,,,,
223,6,Slimani,1,slimani,True,23,Slimani,9.56,5,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_yTHJHMX.png,10.0,,294,Coritiba,88744,10.0,Islam Slimani,0.56,1.0,,1.0,2.0,1.0,3.0,2.0,,,2.0,,,,,,,,,,,
224,7,M. Moreno,18,marcelino-moreno,True,23,Marcelino Moreno,5.5,4,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_gNmfi9P.png,3.82,,294,Coritiba,88857,1.0,Damián Marcelino Moreno,-0.38,2.0,2.0,16.0,8.0,10.0,4.0,44.0,,1.0,2.0,,,,,,1.0,,,,,
225,6,L. Polli,4,luan-polli,True,23,Luan Polli,2.51,1,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_BtY3LFq.png,0.88,,294,Coritiba,88916,0.0,Luan Polli Gomes,-0.18,,2.0,,,,,1.0,,,,,12.0,7.0,,,,,,,,
226,6,I. Maidana,20,iago-maidana,True,23,Iago Maidana,2.14,3,https://s.sde.globo.com/media/person_role/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,0.99,,327,América-MG,89226,0.0,Iago Justen Maidana Martins,-0.78,,5.0,14.0,22.0,4.0,5.0,4.0,,,1.0,,,,1.0,,1.0,,,,,
227,7,Gerson,18,gerson,True,23,Gerson,10.72,4,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,4.86,,262,Flamengo,89256,1.3,Gerson Santos da Silva,0.11,5.0,3.0,16.0,31.0,4.0,4.0,48.0,,3.0,4.0,,,,,,1.0,1.0,,,,
228,7,J. Pedro,17,joao-pedro,True,23,João Pedro,9.91,2,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,3.27,,284,Grêmio,89273,-1.6,João Pedro Maturano dos Santos,-1.21,1.0,1.0,18.0,12.0,,2.0,14.0,,1.0,,,,,4.0,,,,,1.0,,
229,7,William,20,william,True,23,William,10.71,2,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,5.18,,283,Cruzeiro,89275,9.0,Willian de Asevedo Furtado,-0.28,1.0,4.0,36.0,24.0,1.0,6.0,32.0,,,1.0,,,,9.0,,,,,,,
230,5,I. Rabello,5,igor-rabello,False,23,Igor Rabello,5.23,3,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,3.94,,282,Atlético-MG,89493,0.0,Igor Rabello da Costa,0.0,,1.0,10.0,6.0,,,1.0,,,,,,,2.0,,,,,,,
231,7,T. Maia,20,thiago-maia,True,23,Thiago Maia,5.67,4,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,1.67,,262,Flamengo,89637,-0.3,Thiago Maia Alencar,-0.32,,3.0,33.0,21.0,,3.0,3.0,,,,,,,,,1.0,,,,,
232,7,Calleri,17,calleri,True,23,Calleri,15.24,5,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,5.82,,276,São Paulo,89840,9.9,Jonathan Calleri,1.35,2.0,4.0,4.0,37.0,9.0,12.0,32.0,2.0,7.0,14.0,,,,,,,2.0,,,,
233,7,Cristaldo,18,cristaldo,True,23,Cristaldo,11.05,4,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,6.13,,284,Grêmio,89846,0.2,Franco Cristaldo,-0.54,3.0,,23.0,6.0,9.0,7.0,25.0,,5.0,3.0,,,,,,,1.0,,,,
234,6,Dodi,19,dodi,False,23,Dodi,4.65,4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,2.27,,277,Santos,89883,0.0,Douglas Moreira Fagundes,0.0,,6.0,31.0,31.0,3.0,2.0,32.0,,,,,,,,,,,,,,
235,6,E. Galdino,13,everton-galdino,True,23,Everton Galdino,5.31,5,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,2.74,,284,Grêmio,89918,3.3,Everton Galdino Moreira,0.34,1.0,2.0,5.0,5.0,5.0,4.0,6.0,,2.0,,,,,,,,,,,,
236,5,Mendoza,17,mendoza,True,23,Mendoza,12.56,5,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,5.87,,277,Santos,90031,0.2,John Stiven Mendoza Valencia,-0.65,2.0,4.0,12.0,18.0,5.0,16.0,44.0,1.0,5.0,2.0,,,,,,,1.0,,,,
237,7,B. Pacheco,20,bruno-pacheco,True,23,Bruno Pacheco,12.19,2,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,6.59,,356,Fortaleza,90061,6.7,Bruno de Jesus Pacheco,0.51,3.0,2.0,41.0,35.0,3.0,8.0,34.0,,1.0,,,,,9.0,,,,,,,
238,6,Edu,4,edu,False,23,Edu,5.92,5,https://s.sde.globo.com/media/person_role/2023/09/13/photo_FORMATO_o4zQHNu.png,3.25,,294,Coritiba,90120,0.0,Eduardo Nascimento da Silva Júnior,0.0,,,1.0,,2.0,2.0,,,1.0,2.0,,,,,,,,,,,
239,6,R. Ramos,5,rai-ramos,False,23,Raí Ramos,4.51,2,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,3.16,,276,São Paulo,90232,0.0,Raí dos Reis Ramos,0.0,,2.0,4.0,5.0,2.0,2.0,1.0,,,,,,,2.0,,,,,,,
240,7,B. Henrique,16,bruno-henrique,False,23,Bruno Henrique,7.52,5,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,2.88,,262,Flamengo,90285,0.0,Bruno Henrique Pinto,0.0,,3.0,10.0,12.0,7.0,7.0,23.0,,2.0,6.0,,,,,,,,,,,
241,6,Jailson,4,jailson,False,23,Jailson,3.87,4,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_borikKg.png,1.67,,275,Palmeiras,90290,0.0,Jaílson Marques Siqueira,0.0,,,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
242,5,P. Rocha,0,pedro-rocha,False,23,Pedro Rocha,5.0,5,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png,0.0,,356,Fortaleza,90302,0.0,Pedro Rocha Neves,0.0,,,,,,,,,,,,,,,,,,,,,
243,6,David,10,david,False,23,David,4.11,5,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,3.28,,276,São Paulo,90309,0.0,David Correa da Fonseca,0.0,2.0,4.0,4.0,10.0,2.0,4.0,8.0,,2.0,6.0,,,,,,,,,,,
244,6,Rezende,20,rezende,True,23,Rezende,6.91,4,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,3.65,,265,Bahia,90449,0.7,Júlio César Rezende de Miranda,-0.11,1.0,3.0,50.0,36.0,2.0,6.0,19.0,,1.0,,,,,,1.0,,,,,,
245,6,D. Gonçalves,10,diego-goncalves,False,23,Diego Gonçalves,1.86,5,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,0.96,,290,Goiás,90540,0.0,Diego Gonçalves,0.0,,1.0,3.0,7.0,2.0,3.0,9.0,,,1.0,,,,,,,,,,,
246,6,M. Claus,1,mateus-claus,False,23,Mateus Claus,1.95,1,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,-1.0,,265,Bahia,90590,0.0,Mateus Eduardo Claus,0.0,,,,,,,,,,,,1.0,2.0,,,,,,,,
247,7,L. Mineiro,6,lucas-mineiro,False,23,Lucas Mineiro,2.75,4,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_AlOmB6m.png,0.55,,1371,Cuiabá,90634,0.0,Lucas da Silva Izidoro,0.0,,1.0,3.0,7.0,,1.0,4.0,,,,,,,,,,,,,,
248,7,F. Bruno,20,fabricio-bruno,True,23,Fabrício Bruno,8.65,3,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,3.1,,262,Flamengo,90768,2.2,Fabrício Bruno Soares de Faria,0.23,1.0,4.0,20.0,7.0,2.0,1.0,12.0,,,,,,,6.0,,,,,,,
249,6,Everaldo,14,everaldo,False,23,Everaldo,8.45,5,https://s.sde.globo.com/media/person_role/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png,3.88,,327,América-MG,91151,0.0,Everaldo Silva do Nascimento,0.0,2.0,5.0,17.0,11.0,3.0,5.0,22.0,2.0,1.0,4.0,,,,,,,,,,,
250,6,PK,8,pk,False,23,PK,3.47,2,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_kfJYHxI.png,1.7,,1371,Cuiabá,91190,0.0,Ítaro Patric Cardoso Calmon,0.0,,1.0,10.0,10.0,,2.0,4.0,,,,,,,1.0,1.0,,,,,,
251,6,Éder,14,eder,True,23,Éder,2.32,3,https://s.sde.globo.com/media/person_role/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png,0.91,,327,América-MG,91203,0.0,Éder Ferreira Graminho,-0.04,,4.0,18.0,17.0,1.0,1.0,3.0,,,3.0,,,,,1.0,,,,,,
252,5,Carballo,13,carballo,True,23,Carballo,4.22,4,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,2.41,,284,Grêmio,91254,1.2,Felipe Ignacio Carballo Ares,0.16,,1.0,14.0,9.0,2.0,6.0,6.0,,1.0,,,,,,,,,,,,
253,7,L. Perri,23,lucas-perri,True,23,Lucas Perri,12.16,1,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,6.37,,263,Botafogo,91260,2.5,Lucas Estella Perri,0.11,,,,,,,3.0,,,,,93.0,13.0,13.0,,,,,,,
254,7,E. Pulgar,13,erick-pulgar,False,23,Erick Pulgar,3.93,4,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,2.5,,262,Flamengo,91473,0.0,Erick Antonio Pulgar Farfán,0.0,,4.0,18.0,26.0,1.0,4.0,5.0,,2.0,3.0,,,,,,,,,,,
255,7,Arboleda,13,arboleda,False,23,Arboleda,8.16,3,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,4.73,,276,São Paulo,91573,0.0,Robert Abel Arboleda Escobar,0.0,,,19.0,3.0,3.0,3.0,8.0,1.0,,4.0,,,,6.0,1.0,,,,,,
256,7,Rony,19,rony,True,23,Rony,9.41,5,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,3.56,,275,Palmeiras,91607,2.5,Ronielson da Silva Barbosa,0.08,,1.0,8.0,17.0,10.0,8.0,25.0,1.0,4.0,17.0,,,,,,,,,,,
257,7,Adryelson,22,adryelson,True,23,Adryelson,7.35,3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,4.5,,263,Botafogo,91664,1.7,Adryelson Shawann Lima Silva,0.19,,4.0,18.0,12.0,4.0,2.0,11.0,,1.0,,,,,13.0,,,,,,,
258,7,M. Jussa,16,matheus-jussa,True,23,Matheus Jussa,4.23,4,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,1.42,,283,Cruzeiro,91689,14.0,Matheus Isaías dos Santos,2.23,,5.0,18.0,29.0,2.0,3.0,4.0,,1.0,,,,,,,,,,,,
259,7,Marlon,22,marlon,True,23,Marlon,18.18,2,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_vrVAWB7.png,8.41,,283,Cruzeiro,91706,10.7,Marlon Rodrigues Xavier,0.05,2.0,5.0,88.0,23.0,4.0,8.0,18.0,,2.0,1.0,,,,9.0,,,,,,,
260,6,Nino,19,nino,True,23,Nino,11.09,3,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_U5c1E7V.png,3.6,,266,Fluminense,91708,1.2,Marcílio Florêncio Mota Filho,-0.13,,3.0,8.0,17.0,3.0,3.0,20.0,1.0,2.0,,,,,7.0,1.0,,,,,,
261,6,M. Alves,0,matheus-alves,False,23,Matheus Alves,2.0,1,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_voSytVs.png,0.0,,290,Goiás,91712,0.0,Matheus Alves da Silva Cardoso,0.0,,,,,,,,,,,,,,,,,,,,,
262,6,D. Duarte,8,david-duarte,False,23,David Duarte,5.2,3,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,3.6,,265,Bahia,91772,0.0,David de Duarte Macedo,0.0,,1.0,6.0,4.0,,1.0,4.0,1.0,1.0,,,,,2.0,,,,,,,
263,6,Hayner,2,hayner,True,23,Hayner,2.91,2,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_uNyULXz.png,1.85,,294,Coritiba,91856,4.8,Hayner Willian Monjardim Cordeiro,1.09,1.0,2.0,1.0,5.0,,,2.0,,,,,,,,,,,,,,
264,6,Z. Ivaldo,14,ze-ivaldo,False,23,Zé Ivaldo,4.69,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ZOxQ99E.png,2.61,,293,Athlético-PR,91866,0.0,José Ivaldo Almeida Silva,0.0,,2.0,14.0,19.0,1.0,1.0,9.0,,,1.0,,,,5.0,1.0,1.0,,,,,
265,7,Pavón,20,pavon,True,23,Pavón,9.06,5,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_U1jXQaU.png,5.28,,282,Atlético-MG,91908,2.1,Cristian David Pavón,-0.74,4.0,6.0,28.0,17.0,13.0,16.0,17.0,1.0,3.0,7.0,,,,,,,,,,,
266,7,W. Carvalho,12,wesley-carvalho,True,23,Wesley Carvalho,12.17,6,https://s.sde.globo.com/media/person_role/2022/05/05/21d7b4d24237a06ec8872f1ff041e713_FORMATO.png,5.49,,293,Athlético-PR,91971,9.44,Wesley Oliveira de Carvalho,1.12,,,,,,,,,,,,,,,,,,4.0,,,
267,7,R. Díaz,8,ramon-diaz,True,23,Ramón Díaz,9.23,6,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,4.64,,267,Vasco,92075,7.97,Ramón Ángel Díaz,1.07,,,,,,,,,,,,,,,,,,3.0,,,
268,6,Caíque,1,caique,False,23,Caíque,4.18,1,https://s.sde.globo.com/media/person_role/2023/08/04/photo_220x220_bq0AF4S.png,8.0,,284,Grêmio,92207,0.0,Caíque Luiz Santos da Purificação,0.0,,,,,,,,,,,,3.0,,1.0,,,,,,,
269,7,R. Ely,5,rodrigo-ely,True,23,Rodrigo Ely,3.53,3,https://s.sde.globo.com/media/person_role/2023/08/03/photo_220x220_mGnJe3Z.png,1.88,,284,Grêmio,92237,0.0,Rodrigo Ely,-0.63,,2.0,1.0,6.0,,,4.0,,,,,,,2.0,,,,,,,
270,6,Raul,0,raul,False,23,Raul,5.0,4,https://s.sde.globo.com/media/person_role/2022/05/05/278a2f0c3cd97ace8138ffbe2f23d81d_FORMATO.png,0.0,,280,Bragantino,92496,0.0,Raul Lô Gonçalves,0.0,,,,,,,,,,,,,,,,,,,,,
271,6,R. Kayzer,1,renato-kayzer,False,23,Renato Kayzer,3.72,5,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_fWFDOrP.png,0.1,,327,América-MG,92696,0.0,Renato Kayzer de Souza,0.0,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,
272,7,Deyverson,21,deyverson,True,23,Deyverson,9.81,5,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_AvLd8xm.png,5.75,,1371,Cuiabá,92708,11.9,Deyverson Brum Silva Acosta,1.35,1.0,4.0,6.0,24.0,13.0,14.0,40.0,2.0,9.0,20.0,1.0,,,,,,1.0,,,,
273,6,B. Rodrigues,21,bruno-rodrigues,True,23,Bruno Rodrigues,13.16,5,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_xfgmkoy.png,5.57,,283,Cruzeiro,92811,8.0,Bruno Rafael Rodrigues do Nascimento,0.41,3.0,2.0,20.0,14.0,14.0,24.0,35.0,1.0,4.0,13.0,1.0,,,,,,1.0,,,,
