,atletas.apelido,atletas.variacao_num,atletas.clube_id,atletas.pontos_num,atletas.minimo_para_valorizar,atletas.jogos_num,atletas.preco_num,atletas.posicao_id,atletas.media_num,atletas.atleta_id,atletas.clube.id.full.name,atletas.slug,atletas.apelido_abreviado,atletas.foto,atletas.rodada_id,atletas.nome,atletas.status_id
238,Rezende,0,265,0,2.93,0,5,4,0,90449,Bahia,rezende,Rezende,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,1,Júlio César Rezende de Miranda,7
239,Diego Gonçalves,0,290,0,2.35,0,4,5,0,90540,Goiás,diego-goncalves,D. Gonçalves,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,1,Diego Gonçalves,6
240,Mateus Claus,0,265,0,1.76,0,3,1,0,90590,Bahia,mateus-claus,M. Claus,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,1,Mateus Eduardo Claus,6
241,Fabrício Bruno,0,262,0,4.11,0,7,3,0,90768,Flamengo,fabricio-bruno,F. Bruno,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,1,Fabrício Bruno Soares de Faria,7
242,Everaldo,0,327,0,3.52,0,6,5,0,91151,América-MG,everaldo,Everaldo,https://s.sde.globo.com/media/person_role/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png,1,Everaldo Silva do Nascimento,7
243,Patric Calmon,0,1371,0,,0,3,2,0,91190,Cuiabá,patric-calmon,P. Calmon,https://s.sde.globo.com/media/person_role/2023/04/11/photo_220x220_kfJYHxI.png,1,Ítaro Patric Cardoso Calmon,6
244,Éder,0,327,0,2.93,0,5,3,0,91203,América-MG,eder,Éder,https://s.sde.globo.com/media/person_role/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png,1,Éder Ferreira Graminho,2
245,Carballo,0,284,0,3.52,0,6,4,0,91254,Grêmio,carballo,Carballo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,1,Felipe Ignacio Carballo Ares,7
246,Lucas Perri,0,263,0,3.52,0,6,1,0,91260,Botafogo,lucas-perri,L. Perri,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,1,Lucas Estella Perri,7
247,Erick Pulgar,0,262,0,2.35,0,4,4,0,91473,Flamengo,erick-pulgar,E. Pulgar,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,1,Erick Antonio Pulgar Farfán,5
248,Arboleda,0,276,0,6.45,0,11,3,0,91573,São Paulo,arboleda,Arboleda,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,1,Robert Abel Arboleda Escobar,7
249,Rony,0,275,0,8.8,0,15,5,0,91607,Palmeiras,rony,Rony,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,1,Ronielson da Silva Barbosa,5
250,Adryelson,0,263,0,4.11,0,7,3,0,91664,Botafogo,adryelson,Adryelson,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,1,Adryelson Shawann Lima Silva,7
251,Matheus Jussa,0,283,0,2.35,0,4,4,0,91689,Cruzeiro,matheus-jussa,M. Jussa,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,1,Matheus Isaías dos Santos,6
252,Marlon,0,283,0,2.35,0,4,2,0,91706,Cruzeiro,marlon,Marlon,https://s.sde.globo.com/media/person_role/2023/03/13/photo_220x220_vrVAWB7.png,1,Marlon Rodrigues Xavier,7
253,Nino,0,266,0,6.45,0,11,3,0,91708,Fluminense,nino,Nino,https://s.sde.globo.com/media/person_role/2022/04/20/983b87b8c957e991f5f30f85aa8009a1_FORMATO.png,1,Marcílio Florêncio Mota Filho,7
254,Matheus Alves,0,290,0,1.17,0,2,1,0,91712,Goiás,matheus-alves,M. Alves,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_voSytVs.png,1,Matheus Alves da Silva Cardoso,6
255,Felipe,0,290,0,2.35,0,4,4,0,91733,Goiás,felipe,Felipe,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_ITYlLkP.png,1,Luiz Antonio Ferreira Rodrigues,6
256,David Duarte,0,265,0,2.35,0,4,3,0,91772,Bahia,david-duarte,D. Duarte,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,1,David de Duarte Macedo,6
257,Zé Ivaldo,0,293,0,2.35,0,4,3,0,91866,Athlético-PR,ze-ivaldo,Z. Ivaldo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ZOxQ99E.png,1,José Ivaldo Almeida Silva,7
258,Pavón,0,282,0,2.93,0,5,5,0,91908,Atlético-MG,pavon,Pavón,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_U1jXQaU.png,1,Cristian David Pavón,7
259,Odair Hellmann,0,277,0,4.11,0,7,6,0,92273,Santos,odair-hellmann,O. Hellmann,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_TpUTE4E.png,1,Odair Hellmann,7
260,Bruno Viana,0,294,0,1.76,0,3,3,0,92291,Coritiba,bruno-viana,B. Viana,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_kVhXG72.png,1,Bruno Viana Willemen da Silva,7
261,Raul,0,280,0,2.93,0,5,4,0,92496,Bragantino,raul,Raul,https://s.sde.globo.com/media/person_role/2022/05/05/278a2f0c3cd97ace8138ffbe2f23d81d_FORMATO.png,1,Raul Lô Gonçalves,5
262,Deyverson,0,1371,0,3.52,0,6,5,0,92708,Cuiabá,deyverson,Deyverson,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_AvLd8xm.png,1,Deyverson Brum Silva Acosta,7
263,Bruno Rodrigues,0,283,0,2.93,0,5,5,0,92811,Cruzeiro,bruno-rodrigues,B. Rodrigues,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_xfgmkoy.png,1,Bruno Rafael Rodrigues do Nascimento,7
264,Júnior Moraes,0,264,0,1.76,0,3,5,0,93014,Corinthians,junior-moraes,J. Moraes,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_ocUzKxZ.png,1,Aluísio Chaves Ribeiro Moraes Júnior,6
265,Mateus Vital,0,283,0,2.35,0,4,4,0,93108,Cruzeiro,mateus-vital,M. Vital,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CifS8My.png,1,Mateus da Silva Vital Assumpção,7
266,Chancellor,0,294,0,2.35,0,4,3,0,93166,Coritiba,chancellor,Chancellor,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ntiY1fN.png,1,Jhon Carlos Chancellor Cedeño,6
267,Rafael Ramos,0,264,0,2.35,0,4,2,0,93236,Corinthians,rafael-ramos,R. Ramos,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Tdjz7Nn.png,1,Rafael António Figueiredo Ramos,6
268,Joel Carli,0,263,0,1.76,0,3,3,0,93414,Botafogo,joel-carli,J. Carli,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_bm3BBvm.png,1,Mauro Joel Carli,6
269,Wanderson,0,285,0,4.11,0,7,5,0,93478,Internacional,wanderson,Wanderson,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TAoUoam.png,1,Wanderson Maciel Sousa Campos,7
270,Benítez,0,327,0,4.69,0,8,4,0,93550,América-MG,benitez,Benítez,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wkFNeGE.png,1,Martín Nicolás Benítez,6
271,Gabriel Inocêncio,0,277,0,,0,4,2,0,93702,Santos,gabriel-inocencio,G. Inocêncio,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_IDMMQex.png,1,Gabriel de Souza Inocêncio,6
272,Paulo Henrique,0,267,0,2.35,0,4,2,0,93716,Vasco,paulo-henrique,P. Henrique,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_65yTkUA.png,1,Paulo Henrique de Oliveira Alves,6
273,Andrey,0,294,0,4.11,0,7,4,0,93787,Coritiba,andrey,Andrey,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qIjSxtN.png,1,Andrey Ramos do Nascimento,7
274,Marlon Freitas,0,263,0,4.11,0,7,4,0,93790,Botafogo,marlon-freitas,M. Freitas,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_vbqyTPv.png,1,Marlon Rodrigues Freitas,2
275,Daniel,0,265,0,2.93,0,5,4,0,93791,Bahia,daniel,Daniel,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_suhRZdC.png,1,Daniel Sampaio Simões,7
276,Marcinho,0,327,0,,0,5,2,0,93797,América-MG,marcinho,Marcinho,https://s.sde.globo.com/media/person_role/2023/04/06/photo_FORMATO_awVXJNb.png,1,Márcio Almeida de Oliveira,6
277,Keiller,0,285,0,4.11,0,7,1,0,93834,Internacional,keiller,Keiller,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3ZKNMQH.png,1,Keiller da Silva Nunes,7
278,Cleiton,0,280,0,4.11,0,7,1,0,93882,Bragantino,cleiton,Cleiton,https://s.sde.globo.com/media/person_role/2022/05/05/ec4a7cb649121dc08c2869bdcf6ef984_FORMATO.png,1,Cleiton Schwengber,6
279,Matheusinho,0,327,0,2.93,0,5,4,0,93886,América-MG,matheusinho,Matheusinho,https://s.sde.globo.com/media/person_role/2022/02/24/d160f8f8c1464cbcc27b4195e6255175_FORMATO.png,1,Matheus Leonardo Sales Cardoso,6
280,Breno Lopes,0,275,0,2.93,0,5,5,0,93988,Palmeiras,breno-lopes,B. Lopes,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_r2x2UOS.png,1,Breno Henrique Vasconcelos Lopes,6
281,John Victor,0,285,0,2.93,0,5,1,0,94044,Internacional,john-victor,J. Victor,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_u4LssT8.png,1,John Victor Maciel Furtado,6
282,Matheus Fernandes,0,280,0,3.52,0,6,4,0,94067,Bragantino,matheus-fernandes,M. Fernandes,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ozKQngu.png,1,Matheus Fernandes Siqueira,7
283,Maycon,0,264,0,3.52,0,6,4,0,94154,Corinthians,maycon,Maycon,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_R7Bbn2S.png,1,Maycon de Andrade Barberan,7
284,Guilherme,0,356,0,2.93,0,5,5,0,94207,Fortaleza,guilherme,Guilherme,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_3PZjGEk.png,1,Guilherme Augusto Vieira dos Santos,5
285,Dadá Belmonte,0,327,0,4.11,0,7,4,0,94263,América-MG,dada-belmonte,D. Belmonte,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_qwUFc0E.png,1,Adaílson Freire Pereira da Silva,6
286,Raphael Veiga,0,275,0,12.32,0,21,4,0,94509,Palmeiras,raphael-veiga,R. Veiga,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_l1kSIXt.png,1,Raphael Cavalcante Veiga,5
287,Oliveira,0,283,0,3.52,0,6,3,0,94514,Cruzeiro,oliveira,Oliveira,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_wQCfXVb.png,1,Lucas da Cruz Oliveira,7
288,Pedro,0,262,0,11.14,0,19,5,0,94583,Flamengo,pedro,Pedro,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_BmbzG97.png,1,Pedro Guilherme Abreu dos Santos,7
289,Jhegson Méndez,0,276,0,4.11,0,7,4,0,94786,São Paulo,jhegson-mendez,J. Méndez,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_PUzvx3f.png,1,Jhegson Sebastián Méndez Carabalí,2
290,Battaglia,0,282,0,4.11,0,7,4,0,94845,Atlético-MG,battaglia,Battaglia,https://s.sde.globo.com/media/person_role/2023/04/01/photo_FORMATO_ZrRtOhW.png,1,Rodrigo Andrés Battaglia,6
291,Eduardo Coudet,0,282,0,5.86,0,10,6,0,94853,Atlético-MG,eduardo-coudet,E. Coudet,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_K9oIOl5.png,1,Eduardo Germán Coudet,7
292,Lucas Fernandes,0,263,0,4.11,0,7,4,0,94931,Botafogo,lucas-fernandes,L. Fernandes,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_qLLBtiS.png,1,Lucas Fernandes da Silva,2
293,Juninho Capixaba,0,280,0,5.86,0,10,2,0,94968,Bragantino,juninho-capixaba,J. Capixaba,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_VYzv5cy.png,1,Luis Antônio da Rocha Júnior,7
294,Nicolas,0,327,0,2.93,0,5,2,0,95127,América-MG,nicolas,Nicolas,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_tTV7wrP.png,1,Nicolas Vichiatto da Silva,7
295,Orejuela,0,276,0,2.35,0,4,2,0,95352,São Paulo,orejuela,Orejuela,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ReeiLCz.png,1,Luis Manuel Orejuela García,6
296,Igor Vinícius,0,276,0,3.52,0,6,2,0,95466,São Paulo,igor-vinicius,I. Vinícius,https://s.sde.globo.com/media/person_role/2022/03/01/1896fe9a90e6307ac1586be9aafcb04e_FORMATO.png,1,Igor Vinícius de Souza,5
297,Raniele,0,1371,0,3.52,0,6,4,0,95556,Cuiabá,raniele,Raniele,https://s.sde.globo.com/media/person_role/2023/03/31/photo_220x220_j6biYTV.png,1,Raniele Almeida Melo,6
298,Marcelo Benevenuto,0,356,0,4.11,0,7,3,0,95638,Fortaleza,marcelo-benevenuto,M. Benevenuto,https://s.sde.globo.com/media/person_role/2022/05/12/5021e3ea5f8c3db816a9537e53808b5a_FORMATO.png,1,Marcelo da Conceição Benevenuto Malaquias,6
299,Lucas Kal,0,327,0,3.52,0,6,4,0,95662,América-MG,lucas-kal,L. Kal,https://s.sde.globo.com/media/person_role/2022/02/24/38a9d99d34c06f3714df211deaf2bd0f_FORMATO.png,1,Lucas Kal Schenfeld Progioli,6
300,Nathan Silva,0,282,0,2.93,0,5,3,0,95794,Atlético-MG,nathan-silva,N. Silva,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wWDrucr.png,1,Nathanael Ananias da Silva,6
301,Artur,0,275,0,4.11,0,7,5,0,95799,Palmeiras,artur,Artur,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,1,Artur Victor Guimarães,7
302,Machado,0,283,0,2.35,0,4,4,0,96089,Cruzeiro,machado,Machado,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_a0C7bdd.png,1,Luiz Filipe da Rosa Machado - Felipe,7
303,Lima,0,266,0,4.11,0,7,4,0,96340,Fluminense,lima,Lima,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_SbZCjV5.png,1,Vinicius Moreira de Lima,6
304,Allan,0,282,0,5.28,0,9,4,0,96652,Atlético-MG,allan,Allan,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_AuDILu6.png,1,Allan Rodrigues de Souza,6
305,Bustos,0,285,0,4.11,0,7,2,0,96678,Internacional,bustos,Bustos,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8fg8wbo.png,1,Fabricio Tomás Bustos Sein,5
306,Saravia,0,282,0,4.69,0,8,2,0,96725,Atlético-MG,saravia,Saravia,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9Q6Ch0T.png,1,Renzo Saravia,2
307,Atuesta,0,275,0,2.93,0,5,4,0,96754,Palmeiras,atuesta,Atuesta,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_haNtwOK.png,1,Eduard Andrés Atuesta Velasco,5
308,Dudu,0,356,0,3.52,0,6,2,0,97133,Fortaleza,dudu,Dudu,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_mKqqGHb.png,1,Luís Eduardo Marques dos Santos,6
309,Villasanti,0,284,0,2.35,0,4,4,0,97145,Grêmio,villasanti,Villasanti,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_K2Ovl0l.png,1,Mathías Adalberto Villasanti Rolón,7
310,Alesson,0,290,0,1.76,0,3,5,0,97321,Goiás,alesson,Alesson,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_onOMJJv.png,1,Alesson dos Santos Batista,7
311,Rogério Ceni,0,276,0,5.86,0,10,6,0,97341,São Paulo,rogerio-ceni,R. Ceni,https://s.sde.globo.com/media/person_role/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png,1,Rogério Ceni,7
312,Gustavo Mosquito,0,264,0,2.93,0,5,5,0,97450,Corinthians,gustavo-mosquito,G. Mosquito,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_odfm6XT.png,1,Gustavo Henric da Silva,5
313,Jori,0,327,0,1.76,0,3,1,0,97453,América-MG,jori,Jori,https://s.sde.globo.com/media/person_role/2021/06/04/4b0b72b2d30e52cae1f658dbea101b5c_FORMATO.png,1,Joriwinnyson Santos dos Anjos Rodrigues,6
314,Marçal,0,263,0,7.62,0,13,2,0,97468,Botafogo,marcal,Marçal,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_lpafgKV.png,1,Fernando Marçal de Oliveira,2
315,Murilo,0,275,0,10.56,0,18,3,0,97653,Palmeiras,murilo,Murilo,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_gy90S45.png,1,Murilo Cerqueira Paim,7
316,Reynaldo,0,283,0,2.35,0,4,3,0,97768,Cruzeiro,reynaldo,Reynaldo,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9F3djKI.png,1,Reynaldo César Moraes,6
317,Léo Ortiz,0,280,0,5.28,0,9,3,0,97867,Bragantino,leo-ortiz,L. Ortiz,https://s.sde.globo.com/media/person_role/2022/05/05/460445523b5ae74d45009ede8f2a5e89_FORMATO.png,1,Leonardo Rech Ortiz,5
318,Matheus Bahia,0,265,0,2.93,0,5,2,0,97899,Bahia,matheus-bahia,M. Bahia,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_qXFqFQp.png,1,Matheus Bahia Santos,6
319,Vitão,0,285,0,4.69,0,8,3,0,97900,Internacional,vitao,Vitão,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SngcHBI.png,1,Vitor Eduardo da Silva Matos,7
320,Jhonata Varela,0,284,0,1.76,0,3,4,0,97993,Grêmio,jhonata-varela,J. Varela,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_v7Qo23i.png,1,Jhonata Varela da Silva,5
321,Erick,0,293,0,4.11,0,7,4,0,98022,Athlético-PR,erick,Erick,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_dIxm87A.png,1,Erick Luis Conrado de Carvalho,7
322,Alemão,0,285,0,3.52,0,6,5,0,98219,Internacional,alemao,Alemão,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_Ymwr1lY.png,1,Alexandre Zurawski,6
323,Pedro Raul,0,267,0,2.93,0,5,5,0,98225,Vasco,pedro-raul,P. Raul,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_IDn4App.png,1,Pedro Raul Garay da Silva,7
324,Kanu,0,265,0,3.52,0,6,3,0,98484,Bahia,kanu,Kanu,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_BiEGphf.png,1,Victor Hugo Soares dos Santos,7
325,Vinícius Barreta,0,1371,0,0.59,0,1,1,0,98496,Cuiabá,vinicius-barreta,V. Barreta,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_MHv5nkR.png,1,Vinícius Teodoro Barreta Melo,6
326,Di Placido,0,263,0,3.52,0,6,2,0,98605,Botafogo,di-placido,D. Placido,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5kmPtuv.png,1,Leonel Di Placido,7
327,Kuscevic,0,294,0,3.52,0,6,3,0,98619,Coritiba,kuscevic,Kuscevic,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qacVCwx.png,1,Benjamín Kuščević Jaramillo,7
328,Pedrinho,0,282,0,4.69,0,8,4,0,98706,Atlético-MG,pedrinho,Pedrinho,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_QTjI0Vv.png,1,Pedro Victor Delmino da Silva,6
329,Carabajal,0,277,0,2.93,0,5,4,0,98723,Santos,carabajal,Carabajal,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_LjFTqCZ.png,1,Horacio Gabriel Carabajal,6
330,Cuello,0,293,0,2.35,0,4,5,0,98909,Athlético-PR,cuello,Cuello,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xAXl7On.png,1,Tomás Esteban Cuello,6
331,Gabriel,0,276,0,2.93,0,5,4,0,98976,São Paulo,gabriel,Gabriel,https://s.sde.globo.com/media/person_role/2022/03/01/adf4c737eb27b74c772b8985d18c9044_FORMATO.png,1,Gabriel Neves Perdomo,6
332,Eduardo Thuram,0,290,0,1.76,0,3,3,0,98985,Goiás,eduardo-thuram,E. Thuram,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_CIswMeu.png,1,Eduardo Higino da Silva,6
333,Lucas Braga,0,277,0,2.93,0,5,5,0,99119,Santos,lucas-braga,L. Braga,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_jbahd9z.png,1,Lucas Braga Ribeiro,6
334,Puma Rodríguez,0,267,0,4.11,0,7,2,0,99213,Vasco,puma-rodriguez,P. Rodríguez,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_I6z9QfY.png,1,José Luis Rodríguez Bebanz,7
335,Rodrigo Fernández,0,277,0,3.52,0,6,4,0,99214,Santos,rodrigo-fernandez,R. Fernández,https://s.sde.globo.com/media/person_role/2022/03/29/6fdde8730fb97a5d12a85b4ebd9d4e93_FORMATO.png,1,Rodrigo Fernández Cedrés,6
336,Pochettino,0,356,0,3.52,0,6,4,0,99267,Fortaleza,pochettino,Pochettino,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_pDAkCEV.png,1,Tomás Pochettino,2
337,Morelli,0,290,0,1.76,0,3,4,0,99412,Goiás,morelli,Morelli,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_fZnSxrr.png,1,Everton Morelli Casimiro,6
338,Baralhas,0,285,0,2.93,0,5,4,0,99440,Internacional,baralhas,Baralhas,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_MqX5wf1.png,1,Gabriel Baralhas dos Santos,6
339,Arias,0,266,0,8.21,0,14,4,0,99815,Fluminense,arias,Arias,https://s.sde.globo.com/media/person_role/2022/04/20/d97a4c4cc239d983ba72d755e77a671d_FORMATO.png,1,Jhon Adolfo Arias Andrade,7
340,Paulinho,0,282,0,4.69,0,8,5,0,99818,Atlético-MG,paulinho,Paulinho,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6AtAEsy.png,1,Paulo Henrique Sampaio Filho,7
341,Alan Franco,0,276,0,3.52,0,6,3,0,99889,São Paulo,alan-franco,A. Franco,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Nls7aQV.png,1,Alan Javier Franco,7
342,Jhonny Lucas,0,290,0,1.17,0,2,4,0,99994,Goiás,jhonny-lucas,J. Lucas,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_KkK6lCf.png,1,Jhonny Lucas Flora Barboza,6
343,Zaracho,0,282,0,7.04,0,12,4,0,100079,Atlético-MG,zaracho,Zaracho,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_d4nyoPf.png,1,Federico Matías Javier Zaracho,7
344,Igor Gomes,0,282,0,4.11,0,7,4,0,100084,Atlético-MG,igor-gomes,I. Gomes,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,1,Igor Silveira Gomes,2
345,Pedrinho,0,276,0,4.11,0,7,5,0,100103,São Paulo,pedrinho,Pedrinho,https://s.sde.globo.com/media/person_role/2023/02/16/photo_FORMATO.png,1,Pedro Gabriel Pereira Lopes,6
346,Luis Segovia,0,263,0,2.93,0,5,3,0,100453,Botafogo,luis-segovia,L. Segovia,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_N5TAr8X.png,1,Luis Geovanny Segovia Vega,6
347,Yuri Alberto,0,264,0,9.97,0,17,5,0,100652,Corinthians,yuri-alberto,Y. Alberto,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_QVzSGOZ.png,1,Yuri Alberto Monteiro da Silva,7
348,Liziero,0,294,0,2.93,0,5,4,0,100761,Coritiba,liziero,Liziero,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_NUUHkjY.png,1,Igor Matheus Liziero Pereira,7
349,Brenno,0,284,0,3.52,0,6,1,0,100830,Grêmio,brenno,Brenno,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hWYsgxj.png,1,Brenno Oliveira Fraga Costa,6
350,Lucas Esteves,0,356,0,1.76,0,3,2,0,100846,Fortaleza,lucas-esteves,L. Esteves,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_Ob9K3n3.png,1,Lucas Esteves de Souza,5
351,Luan Cândido,0,280,0,5.86,0,10,2,0,100848,Bragantino,luan-candido,L. Cândido,https://s.sde.globo.com/media/person_role/2022/05/05/a09132195a9936adeadb1a61d65dad2e_FORMATO.png,1,Luan Cândido de Almeida,6
352,Ronald Lopes,0,1371,0,2.35,0,4,4,0,100969,Cuiabá,ronald-lopes,R. Lopes,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_NG6iAvU.png,1,Ronald dos Santos Lopes,6
353,Júnior Santos,0,263,0,2.93,0,5,5,0,101002,Botafogo,junior-santos,J. Santos,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_20JkUu3.png,1,José Antonio dos Santos Júnior,2
354,Diego,0,290,0,2.35,0,4,4,0,101027,Goiás,diego,Diego,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_50P80kB.png,1,Jackson Diego Ibrahim Fagundes,2
355,Vitor Jacaré,0,265,0,2.35,0,4,5,0,101201,Bahia,vitor-jacare,V. Jacaré,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_GdFbYPn.png,1,Francisco Vítor Silva Costa,7
356,Alef Manga,0,294,0,7.04,0,12,5,0,101254,Coritiba,alef-manga,A. Manga,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_o07AeW3.png,1,Alef Mangueira Severino Pereira,7
357,Ferreira,0,284,0,5.86,0,10,5,0,101290,Grêmio,ferreira,Ferreira,https://s.sde.globo.com/media/person_role/2021/04/29/c162773146af15b4d212ad3d8e81af03_FORMATO.png,1,Aldemir dos Santos Ferreira,5
358,Ademir,0,265,0,3.52,0,6,5,0,101314,Bahia,ademir,Ademir,https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO.png,1,Ademir da Silva Santos Júnior,6
359,Guga,0,266,0,3.52,0,6,2,0,101319,Fluminense,guga,Guga,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_Q2do66k.png,1,Cláudio Rodrigues Gomes,6
