,atletas.atleta_id,atletas.apelido,atletas.minimo_para_valorizar,atletas.status_id,atletas.apelido_abreviado,atletas.jogos_num,atletas.slug,atletas.pontos_num,atletas.clube.id.full.name,atletas.rodada_id,atletas.posicao_id,atletas.clube_id,atletas.preco_num,atletas.nome,atletas.variacao_num,atletas.media_num,atletas.foto,FF,G,CA,DS,FC,FD,FS,I,SG,DE,DP,GS,PC,CV,FT,A,PS,V,PP
92,71898,Gabriel Pires,,6,G. Pires,0,gabriel-pires,0.0,Botafogo,2,4,263,6.0,Gabriel Appelt Pires,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wzlbP45.png,,,,,,,,,,,,,,,,,,,
93,72142,Danilo Avelar,,6,D. Avelar,0,danilo-avelar,0.0,América-MG,2,3,327,4.0,Danilo Fernando Avelar,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/04/12/2a7b85e6015605e0770fe393faf72a9a_FORMATO.png,,,,,,,,,,,,,,,,,,,
94,72294,Everson,,7,Everson,2,everson,7.0,Atlético-MG,2,1,282,4.22,Everson Felipe Marques Pires,1.64,3.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_XhJDp6n.png,,,,,,,,,1.0,3.0,,2.0,,,,,,,
95,72372,Felipe Alves,,6,F. Alves,0,felipe-alves,0.0,São Paulo,2,1,276,6.0,Felipe Alves Raymundo,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/08/16/19b70a0ace7230f7a5033ad9270abf7e_FORMATO.png,,,,,,,,,,,,,,,,,,,
96,72391,Fernando Diniz,,7,F. Diniz,2,fernando-diniz,7.96,Fluminense,2,6,266,15.04,Fernando Diniz Silva,1.24,9.18,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_dcBENR5.png,,,,,,,,,,,,,,,,,,2.0,
97,72497,Gustavo Campanharo,,7,G. Campanharo,2,gustavo-campanharo,7.4,Internacional,2,4,285,5.5,Gustavo Campanharo,1.63,3.7,https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_Fbab3V0.png,,,1.0,6.0,4.0,2.0,,,,,,,,,,,,,
98,72532,Maguinho,,7,Maguinho,2,maguinho,-2.1,Goiás,2,2,290,1.36,Magno José da Silva,-1.67,-0.7,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_r03QzyK.png,,,,,8.0,,2.0,,,,,,,,,,,,
99,72580,Matheus Cavichioli,,7,M. Cavichioli,2,matheus-cavichioli,0.0,América-MG,2,1,327,8.95,Matheus Fernando Cavichioli,-1.37,4.0,https://s.sde.globo.com/media/person_role/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png,,,,,,,,,,7.0,1.0,6.0,,,,,,,
100,72583,Pedro Henrique,,2,P. Henrique,2,pedro-henrique,2.6,Internacional,2,5,285,6.02,Pedro Henrique Konzen Medina da Silva,-1.59,1.2,https://s.sde.globo.com/media/person_role/2022/04/12/5422d339b6546dc0505e80e10b027269_FORMATO.png,2.0,,,1.0,2.0,,1.0,3.0,,,,,,,,,,,
101,72595,Maurício Kozlinski,,6,M. Kozlinski,0,mauricio-kozlinski,0.0,Fortaleza,2,1,356,5.0,Maurício Kozlinski,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/21/photo_FORMATO_1CFG8Id.png,,,,,,,,,,,,,,,,,,,
102,72605,Vitor Hugo,,7,V. Hugo,0,vitor-hugo,0.0,Bahia,2,3,265,7.0,Vitor Hugo Franchescoli de Souza,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,,,,,,,,,,,,,,,,,,,
103,72762,Ceppelini,,7,Ceppelini,2,ceppelini,-0.3,Cuiabá,2,4,1371,3.25,Pablo Daniel Ceppelini Gatto,-0.88,1.05,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_l5sEyLV.png,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,
104,72772,Luiz Adriano,,2,L. Adriano,1,luiz-adriano,0.0,Internacional,2,5,285,5.29,Luiz Adriano de Souza da Silva,-2.71,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SJwFoxe.png,,,,,,,,,,,,,,,,,,,
105,72775,Fernandinho,,7,Fernandinho,1,fernandinho,0.9,Athlético-PR,2,4,293,6.97,Fernando Luiz Rosa,-3.03,0.9,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_X6EpiKc.png,,,,1.0,1.0,,,,,,,,,,,,,,
106,72951,Mercado,,7,Mercado,1,mercado,-0.3,Internacional,2,3,285,3.85,Gabriel Iván Mercado,-2.15,-0.3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_rOFNbA7.png,,,,,1.0,,,,,,,,,,,,,,
107,73318,Daniel Borges,,6,D. Borges,1,daniel-borges,0.0,Botafogo,2,2,263,6.39,Daniel Fortunato Borges,0.0,5.9,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_KcG4Ldd.png,,,,4.0,2.0,1.0,1.0,,,,,,,,,,,,
108,73384,Samuel Xavier,,7,S. Xavier,2,samuel-xavier,8.0,Fluminense,2,2,266,13.22,Samuel Xavier Brito,2.12,9.1,https://s.sde.globo.com/media/person_role/2022/04/20/ad95f595cd71bcb7d7b91177716e1d33_FORMATO.png,1.0,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,,1.0,,,
109,73479,Jean Dias,,6,J. Dias,2,jean-dias,6.7,Internacional,2,5,285,4.22,Jean Dias da Costa,2.03,3.55,https://s.sde.globo.com/media/person_role/2023/04/10/photo_FORMATO_UU1DWbN.png,,,,1.0,2.0,,3.0,,,,,,,,,1.0,,,
110,73620,Bruno Alves,,7,B. Alves,2,bruno-alves,2.5,Grêmio,2,3,284,7.66,Bruno Fabiano Alves,-0.53,3.6,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_QXt8Pw7.png,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,
111,73781,Guilherme Marques,,6,G. Marques,1,guilherme-marques,0.0,Goiás,2,5,290,3.23,Guilherme Costa Marques,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_8U4l1F1.png,,,,,,,,,,,,,,,,,,,
112,73800,Rodrigo Caio,,6,R. Caio,1,rodrigo-caio,0.0,Flamengo,2,3,262,3.97,Rodrigo Caio Coquette Russo,-2.03,0.0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_8nCiWcT.png,,,,,,,,,,,,,,,,,,,
113,73850,Aloísio,,7,Aloísio,1,aloisio,2.3,América-MG,2,5,327,4.22,Aloísio dos Santos Gonçalves,-0.78,2.3,https://s.sde.globo.com/media/person_role/2022/03/31/a411b722d7d0edc88f871c1a48191dc1_FORMATO.png,,,,,,2.0,,1.0,,,,,,,,,,,
114,73974,Alison,,6,Alison,0,alison,0.0,Santos,2,4,277,5.0,Alison Lopes Ferreira,0.0,0.0,https://s.sde.globo.com/media/person_role/2021/05/04/83ae4938b05e0e1d67ad49af17785e89_FORMATO.png,,,,,,,,,,,,,,,,,,,
115,74061,Gatito Fernández,,6,G. Fernández,0,gatito-fernandez,0.0,Botafogo,2,1,263,8.0,Roberto Junior Fernández Torres,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_zKZCWAI.png,,,,,,,,,,,,,,,,,,,
116,74084,Lucas Piazon,,6,L. Piazon,0,lucas-piazon,0.0,Botafogo,2,4,263,4.0,Gustavo Lucas Domingues Piazón,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8iJQEr4.png,,,,,,,,,,,,,,,,,,,
117,77809,William Pottker,,6,W. Pottker,1,william-pottker,0.0,Coritiba,2,5,294,4.58,William de Oliveira Pottker,0.0,2.1,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_yjb57GF.png,,,1.0,2.0,1.0,,2.0,,,,,,,,,,,,
118,78077,Madson,,6,Madson,2,madson,2.9,Athlético-PR,2,2,293,7.52,Madson Ferreira dos Santos,0.1,4.2,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_UA5MZDv.png,1.0,,,1.0,,,3.0,1.0,1.0,,,,,,,,,,
119,78117,Everaldo,,7,Everaldo,2,everaldo,0.9,Bahia,2,5,265,10.68,Everaldo Stum,-0.68,5.75,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8pHdjST.png,1.0,1.0,,1.0,4.0,1.0,3.0,,,,,,,,,,,,
120,78445,Renê,,7,Renê,2,rene,3.9,Internacional,2,2,285,8.62,Renê Rodrigues Martins,0.3,4.9,https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,1.0,,,7.0,3.0,,3.0,,,,,,,,,,,,
121,78580,Jonathan Cafu,,6,J. Cafu,2,jonathan-cafu,1.6,Cuiabá,2,5,1371,6.56,Jonathan Renato Barbosa,0.04,3.85,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_7bHRcHm.png,1.0,,1.0,2.0,3.0,,3.0,1.0,,,,,,,,1.0,,,
122,78605,Gabriel,,5,Gabriel,0,gabriel,0.0,Internacional,2,4,285,6.0,Gabriel Girotto Franco,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_GUlE7bV.png,,,,,,,,,,,,,,,,,,,
123,78715,Ramiro,,7,Ramiro,2,ramiro,2.0,Cruzeiro,2,4,283,3.55,Ramiro Moschen Benetti,-0.26,1.45,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Yl1MU4D.png,3.0,,1.0,2.0,3.0,,,,,,,,,,,,,,
124,78850,Reinaldo,,5,Reinaldo,0,reinaldo,0.0,Grêmio,2,2,284,9.0,Reinaldo Manoel da Silva,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_YOXKUlg.png,,,,,,,,,,,,,,,,,,,
125,78855,Thiago Santos,,6,T. Santos,2,thiago-santos,-0.1,Fluminense,2,4,266,2.23,Thiago dos Santos,-1.12,0.05,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_GtPn70k.png,,,1.0,1.0,2.0,,1.0,,,,,,,,,,,,
126,78893,Douglas Borges,,6,D. Borges,0,douglas-borges,0.0,Botafogo,2,1,263,3.0,Douglas Borges,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_33D9G2h.png,,,,,,,,,,,,,,,,,,,
127,79035,Luiz Felipe,,6,L. Felipe,0,luiz-felipe,0.0,Santos,2,3,277,3.0,Luiz Felipe do Nascimento dos Santos,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_aiqNBl6.png,,,,,,,,,,,,,,,,,,,
128,79113,Víctor Cuesta,,7,V. Cuesta,2,victor-cuesta,0.9,Botafogo,2,3,263,6.95,Víctor Leandro Cuesta,-1.18,2.75,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_iLUMfpx.png,,,1.0,2.0,3.0,,,,,,,,,,,1.0,,,
129,79188,Silvio Romero,,7,S. Romero,2,silvio-romero,8.9,Fortaleza,2,5,356,5.67,Silvio Ezequiel Romero,2.44,4.45,https://s.sde.globo.com/media/person_role/2022/05/12/c5b6ac96aea31d2271156591230c8f4c_FORMATO.png,,1.0,,1.0,1.0,,,,,,,,,,,,,,
130,79268,Filipe Augusto,,6,F. Augusto,1,filipe-augusto,0.0,Cuiabá,2,4,1371,1.48,Filipe Augusto Carvalho Souza,0.0,0.3,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_S95pz8G.png,,,,2.0,2.0,,3.0,,,,,,,1.0,,,,,
131,79334,Ricardo Silva,,7,R. Silva,2,ricardo-silva,0.9,América-MG,2,3,327,2.06,Ricardo César Dantas da Silva,-0.52,0.45,https://s.sde.globo.com/media/person_role/2021/06/04/a95541b4ee84849f6e060a780b86704d_FORMATO.png,,,,,2.0,,3.0,,,,,,,,,,,,
132,79631,Cano,,7,Cano,2,cano,5.7,Fluminense,2,5,266,17.74,Germán Ezequiel Cano,-2.13,7.25,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_zQfRwuQ.png,3.0,1.0,,1.0,,1.0,,3.0,,,,,,,2.0,,,,1.0
133,79701,Lucas Silva,,7,L. Silva,1,lucas-silva,6.7,Grêmio,2,4,284,5.97,Lucas Silva Borges,0.97,6.7,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_22BJorG.png,,,,5.0,1.0,,2.0,,,,,,,,,,,,
134,80076,Zé Roberto,,6,Z. Roberto,1,ze-roberto,0.0,Coritiba,2,5,294,3.03,José Roberto Assunção de Araújo Filho,0.0,-0.3,https://s.sde.globo.com/media/person_role/2023/04/10/photo_220x220_Mzobxer.png,,,1.0,,1.0,,2.0,,,,,,,,,,,,
135,80196,Yago Pikachu,,6,Y. Pikachu,2,yago-pikachu,16.0,Fortaleza,2,4,356,10.75,Glaybson Yago Souza Lisboa,4.43,8.4,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_ve69BvY.png,1.0,2.0,,,,,,,,,,,,,,,,,
136,80287,Luciano,,7,Luciano,2,luciano,9.2,São Paulo,2,5,276,12.8,Luciano da Rocha Neves,1.06,7.2,https://s.sde.globo.com/media/person_role/2022/03/01/aeb1926a6ddb270206f4ceffcf701d4b_FORMATO.png,1.0,1.0,1.0,1.0,2.0,,2.0,,,,,,,,,1.0,,,
137,80583,Lucas Lima,,2,L. Lima,2,lucas-lima,7.0,Santos,2,4,277,6.17,Lucas Rafael Araújo Lima,1.52,4.1,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_l0JerUa.png,1.0,,,3.0,3.0,1.0,7.0,,,,,,,,,,,,
138,80692,Luan,,6,Luan,0,luan,0.0,Palmeiras,2,3,275,7.0,Luan Garcia Teixeira,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cnIvHfj.png,,,,,,,,,,,,,,,,,,,
139,80853,Pedro Geromel,,5,P. Geromel,0,pedro-geromel,0.0,Grêmio,2,3,284,7.0,Pedro Tonon Geromel,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_2mIyND1.png,,,,,,,,,,,,,,,,,,,
140,81091,Jair,,7,Jair,2,jair,-0.3,Vasco,2,4,267,7.46,Jair Rodrigues Júnior,-1.83,2.55,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,,,1.0,2.0,1.0,,8.0,,,,,,,,,,,,
141,81121,Lucas Mugni,,6,L. Mugni,0,lucas-mugni,0.0,Bahia,2,4,265,5.0,Lucas Andrés Mugni,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_t30cY72.png,,,,,,,,,,,,,,,,,,,
142,81150,Mayke,,5,Mayke,0,mayke,0.0,Palmeiras,2,2,275,7.0,Mayke Rocha de Oliveira,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_VrbLrFd.png,,,,,,,,,,,,,,,,,,,
143,81845,Alisson,,6,Alisson,2,alisson,5.8,São Paulo,2,4,276,4.37,Alisson Euler de Freitas Castro,1.21,2.85,https://s.sde.globo.com/media/person_role/2022/03/01/14ebdbca4e280cd9dfdb9b7e2148afe0_FORMATO.png,1.0,,,,,,,1.0,,,,,,,,1.0,,,
144,81881,João Ricardo,,5,J. Ricardo,0,joao-ricardo,0.0,Fortaleza,2,1,356,7.0,João Ricardo Riedi,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_jfXmbiI.png,,,,,,,,,,,,,,,,,,,
145,81905,Henrique Dourado,,6,H. Dourado,0,henrique-dourado,0.0,Cruzeiro,2,5,283,6.0,José Henrique da Silva Dourado,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_X04virK.png,,,,,,,,,,,,,,,,,,,
146,81952,Willian Oliveira,,6,W. Oliveira,1,willian-oliveira,0.0,Goiás,2,4,290,2.52,Willian Osmar de Oliveira Silva,0.0,-0.1,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_9raWzET.png,,,,,2.0,,1.0,,,,,,,,,,,,
147,82381,Juninho,,7,Juninho,2,juninho,1.7,América-MG,2,4,327,5.96,Adilson dos Anjos Oliveira,-0.94,2.2,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ek7YW7J.png,2.0,,,2.0,4.0,1.0,1.0,1.0,,,,,,,,,,,
148,82453,Tadeu,,7,Tadeu,2,tadeu,0.5,Goiás,2,1,290,5.32,Tadeu Antônio Ferreira,-2.42,0.25,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jSvkpAL.png,,,,,,,1.0,,,3.0,,3.0,,,,,,,
149,82455,Zé Rafael,,2,Z. Rafael,2,ze-rafael,2.3,Palmeiras,2,4,275,10.05,José Rafael Vivian,-1.43,4.05,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XlK02hD.png,,,1.0,5.0,6.0,2.0,5.0,,,,,,,,,,,,
150,82463,Otávio,,6,Otávio,2,otavio,2.0,Atlético-MG,2,4,282,4.67,Otávio Henrique Passos Santos,-0.43,1.95,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,1.0,,2.0,4.0,3.0,1.0,,,,,,,,,,,,,
151,82628,Tinga,,7,Tinga,2,tinga,8.2,Fortaleza,2,2,356,8.24,Guilherme de Jesus da Silva,2.11,5.85,https://s.sde.globo.com/media/person_role/2022/05/12/98abba841d176135f9ec02a557177a7f_FORMATO.png,1.0,,,4.0,2.0,1.0,1.0,,1.0,,,,,,,,,,
152,82730,Marcelo Rangel,,6,M. Rangel,0,marcelo-rangel,0.0,Goiás,2,1,290,4.0,Marcelo Rangel da Rosa,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jsdA8Zf.png,,,,,,,,,,,,,,,,,,,
153,82747,Paulo Turra,,7,P. Turra,2,paulo-turra,2.44,Athlético-PR,2,6,293,8.82,Paulo César Turra,0.26,5.35,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_L21KedQ.png,,,,,,,,,,,,,,,,,,1.0,
154,82766,Wellington Rato,,2,W. Rato,2,wellington-rato,1.4,São Paulo,2,4,276,6.25,Wellington Soares da Silva,-1.04,2.35,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bPEXkEO.png,1.0,,,3.0,4.0,,3.0,,,,,,,,,,,,
155,82792,Maurício Barbieri,,7,M. Barbieri,2,mauricio-barbieri,3.88,Vasco,2,6,267,9.14,Maurício Nogueira Barbieri,0.08,4.97,https://s.sde.globo.com/media/person_role/2021/04/27/1cc4a56a4aefc5902e503c4834666651_FORMATO.png,,,,,,,,,,,,,,,,,,1.0,
156,83257,Gabriel,,7,Gabriel,2,gabriel,2.5,Flamengo,2,5,262,14.44,Gabriel Barbosa Almeida,-3.04,4.8,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_mbchRWW.png,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,
157,83433,Patrick,,7,Patrick,2,patrick,2.9,Atlético-MG,2,4,282,7.08,Patrick Bezerra do Nascimento,-0.92,2.65,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_TvGvJD9.png,,,,4.0,,,1.0,,,,,,,,,,,,
158,83528,Léo Pereira,,7,L. Pereira,2,leo-pereira,2.1,Flamengo,2,3,262,12.47,Leonardo Pereira,-0.11,7.3,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_Wclql1X.png,,,,7.0,1.0,,3.0,,1.0,,,,,,,,,,
159,83786,Neris,,7,Neris,0,neris,0.0,Cruzeiro,2,3,283,3.0,Hueglo Neris dos Santos,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_U329TT2.png,,,,,,,,,,,,,,,,,,,
160,84042,Tiquinho Soares,,7,T. Soares,2,tiquinho-soares,9.1,Botafogo,2,5,263,16.48,Francisco das Chagas Soares dos Santos Meireles,1.51,10.15,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TbDAa67.png,1.0,1.0,1.0,2.0,,,1.0,4.0,,,,,,,,2.0,,,
161,84263,Jemerson,,6,Jemerson,2,jemerson,5.0,Atlético-MG,2,3,282,9.39,Jemerson de Jesus Nascimento,1.0,6.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_LiuUOj2.png,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,1.0,,,
162,84339,Bruno Melo,,7,B. Melo,2,bruno-melo,-0.2,Goiás,2,3,290,3.38,Bruno Ferreira Melo,-1.33,0.55,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_FEUiEbp.png,2.0,,2.0,1.0,2.0,,2.0,1.0,,,,,,,,,,,
163,84428,Fernando Sobral,,6,F. Sobral,2,fernando-sobral,2.1,Cuiabá,2,4,1371,5.33,Fernando Pereira do Nascimento,-0.35,2.45,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_DOXZ9Xn.png,,,,4.0,3.0,,2.0,,,,,,,,,,,,
164,84523,Romarinho,,6,Romarinho,1,romarinho,1.7,Fortaleza,2,5,356,3.98,José Romário Silva de Souza,-1.02,1.7,https://s.sde.globo.com/media/person_role/2022/05/12/ccaf4552cbd0363c0a3fceefa2bf00bf_FORMATO.png,,,,,,1.0,1.0,,,,,,,,,,,,
165,84674,Lucas Evangelista,,7,L. Evangelista,2,lucas-evangelista,3.7,Bragantino,2,4,280,5.0,Lucas Evangelista Santana de Oliveira,0.23,2.55,https://s.sde.globo.com/media/person_role/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png,1.0,,,2.0,2.0,,5.0,,,,,,,,,,,,
166,84816,Varela,,6,Varela,0,varela,0.0,Flamengo,2,2,262,5.0,Guillermo Varela Olivera,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_M1z2XK5.png,,,,,,,,,,,,,,,,,,,
167,84817,Robson,,6,Robson,2,robson,1.2,Coritiba,2,5,294,3.74,Robson dos Santos Fernandes,-1.03,0.8,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_wdF92Dr.png,,,,,2.0,1.0,2.0,,,,,,,,,,,,
168,85004,Marcos Felipe,,7,M. Felipe,2,marcos-felipe,-1.0,Bahia,2,1,265,4.24,Marcos Felipe de Freitas Monteiro,-1.57,1.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_kJmHr1X.png,,,,,,,,,,6.0,,4.0,,,,,,,
169,85083,Vinicius Silvestre,,6,V. Silvestre,0,vinicius-silvestre,0.0,Palmeiras,2,1,275,3.0,Vinicius Silvestre da Costa,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png,,,,,,,,,,,,,,,,,,,
170,85315,Cantillo,,6,Cantillo,1,cantillo,0.0,Corinthians,2,4,264,8.32,Víctor Danilo Cantillo Jiménez,0.0,8.9,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_XLtLBFc.png,,,,6.0,,1.0,1.0,,,,,,,,,,,,
171,85425,João Paulo,,7,J. Paulo,2,joao-paulo,10.0,Santos,2,1,277,12.71,João Paulo Silva Martins,1.1,7.0,https://s.sde.globo.com/media/person_role/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,,,,,,,,,1.0,10.0,,1.0,,,,,,,
172,85465,Alex Santana,,6,A. Santana,0,alex-santana,0.0,Athlético-PR,2,4,293,7.0,Alex Paulo Menezes Santana,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_9oyYdIt.png,,,,,,,,,,,,,,,,,,,
173,85626,Léo,,7,Léo,2,leo,1.0,Vasco,2,3,267,3.19,Leonardo Pinheiro da Conceição,-1.39,0.05,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_upcZmtB.png,,,,,3.0,,2.0,,,,,,,,,,,,
174,85931,Hyoran,,7,Hyoran,2,hyoran,1.7,Atlético-MG,2,4,282,3.59,Hyoran Kaue Dalmoro,-0.86,0.8,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_we4xNWc.png,3.0,,1.0,,5.0,1.0,1.0,,,,,,,,,,,,
175,85993,Gustavo Sauer,,6,G. Sauer,1,gustavo-sauer,0.0,Botafogo,2,5,263,2.13,Gustavo Affonso Sauerbeck,0.0,-0.7,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_plrV8jg.png,,,,,2.0,,,1.0,,,,,,,,,,,
176,86143,Wanderson,,6,Wanderson,0,wanderson,0.0,América-MG,2,3,327,4.0,Wanderson Santos Pereira,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_b5qzoWm.png,,,,,,,,,,,,,,,,,,,
177,86388,Alê,,6,Alê,1,ale,0.0,América-MG,2,4,327,5.61,Alexandre Egea,0.0,2.7,https://s.sde.globo.com/media/person_role/2022/02/24/4b65fc3f258e926df6bf12c3abbfa9a0_FORMATO.png,2.0,,,1.0,2.0,,1.0,,,,,,,,,,,,
178,86391,Sander,,7,Sander,2,sander,11.0,Goiás,2,2,290,9.15,Sander Henrique Bortolotto,2.96,6.8,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_klsEyT2.png,,,,3.0,1.0,2.0,6.0,1.0,,,,,,,,1.0,,,
179,86410,Victor Luis,,6,V. Luis,1,victor-luis,0.0,Coritiba,2,2,294,3.68,Victor Luis Chuab Zamblauskas,0.0,1.7,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_cjqZYOH.png,,,,1.0,,,1.0,,,,,,,,,,,,
180,86485,Keno,,6,Keno,2,keno,-1.2,Fluminense,2,5,266,3.16,Marcos da Silva França,-2.45,-0.75,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0olNy9W.png,,,1.0,,3.0,,1.0,1.0,,,,,,,,,,,
181,86508,Jandrei,,6,Jandrei,0,jandrei,0.0,São Paulo,2,1,276,5.0,Jandrei Chitolina Carniel,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,,,,,,,,,,,,,,,,,,,
182,86686,Tchê Tchê,,7,T. Tchê,2,tche-tche,9.7,Botafogo,2,4,263,9.6,Danilo das Neves Pinheiro,2.76,7.15,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_FytIYxJ.png,1.0,1.0,,4.0,1.0,,2.0,,,,,,,,,,,,
183,86711,Richard Coelho,,2,R. Coelho,2,richard-coelho,6.0,Cruzeiro,2,4,283,9.36,Richard Cândido Coelho,1.62,6.5,https://s.sde.globo.com/media/person_role/2023/03/14/photo_220x220_hWLUIMn.png,1.0,,1.0,9.0,2.0,1.0,4.0,2.0,,,,,,,,,,,
184,86757,Everton,,6,Everton,2,everton,-0.2,Flamengo,2,5,262,5.21,Everton Sousa Soares,-1.95,0.95,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_EcaScZP.png,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
185,86777,Danilo Barbosa,,7,D. Barbosa,2,danilo-barbosa,1.5,Botafogo,2,4,263,3.81,Danilo Barbosa da Silva,0.07,2.15,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_6wIsdHM.png,1.0,,,2.0,3.0,,4.0,,,,,,,,,,,,
