,atletas.clube.id.full.name,atletas.minimo_para_valorizar,atletas.pontos_num,atletas.jogos_num,atletas.apelido_abreviado,atletas.rodada_id,atletas.nome,atletas.slug,atletas.preco_num,atletas.apelido,atletas.status_id,atletas.posicao_id,atletas.media_num,atletas.variacao_num,atletas.clube_id,atletas.atleta_id,atletas.foto,CA,DS,FC,FD,FF,FS,G,I,FT,SG,CV,PS,DE,GS,DP,A,PC,PP,V,GC
347,Grêmio,6.78,0.0,0,Brenno,6,Brenno Oliveira Fraga Costa,brenno,6.0,Brenno,6,1,0.0,0.0,284,100830,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hWYsgxj.png,,,,,,,,,,,,,,,,,,,,
348,Fortaleza,3.39,0.0,0,L. Esteves,6,Lucas Esteves de Souza,lucas-esteves,3.0,Lucas Esteves,6,2,0.0,0.0,356,100846,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_Ob9K3n3.png,,,,,,,,,,,,,,,,,,,,
349,Bragantino,11.3,0.0,0,L. Cândido,6,Luan Cândido de Almeida,luan-candido,10.0,Luan Cândido,6,2,0.0,0.0,280,100848,https://s.sde.globo.com/media/person_role/2022/05/05/a09132195a9936adeadb1a61d65dad2e_FORMATO.png,,,,,,,,,,,,,,,,,,,,
350,Cuiabá,1.71,2.9,5,R. Lopes,6,Ronald dos Santos Lopes,ronald-lopes,4.76,Ronald Lopes,7,4,3.64,0.14,1371,100969,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_NG6iAvU.png,2.0,5.0,3.0,1.0,3.0,7.0,1.0,,,,,,,,,,,,,
351,Botafogo,2.03,3.3,6,J. Santos,6,José Antonio dos Santos Júnior,junior-santos,6.78,Júnior Santos,7,5,3.68,0.17,263,101002,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_20JkUu3.png,,7.0,10.0,,6.0,6.0,1.0,1.0,,,,1.0,,,,,,,,
352,Goiás,3.76,6.6,6,Diego,6,Jackson Diego Ibrahim Fagundes,diego,6.9,Diego,7,4,4.15,0.96,290,101027,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_50P80kB.png,1.0,12.0,4.0,,4.0,19.0,,,,,,,,,,,,,,
353,Bahia,1.02,1.1,5,V. Jacaré,6,Francisco Vítor Silva Costa,vitor-jacare,11.09,Vitor Jacaré,7,5,5.96,-1.35,265,101201,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_GdFbYPn.png,3.0,12.0,10.0,2.0,5.0,8.0,1.0,,1.0,,,,,,,,,,,
354,Coritiba,6.06,0.0,4,A. Manga,6,Alef Mangueira Severino Pereira,alef-manga,10.37,Alef Manga,6,5,6.05,0.0,294,101254,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_o07AeW3.png,1.0,5.0,6.0,5.0,4.0,4.0,,2.0,,,,,,,,2.0,,,,
355,Grêmio,11.3,0.0,0,Ferreira,6,Aldemir dos Santos Ferreira,ferreira,10.0,Ferreira,5,5,0.0,0.0,284,101290,https://s.sde.globo.com/media/person_role/2021/04/29/c162773146af15b4d212ad3d8e81af03_FORMATO.png,,,,,,,,,,,,,,,,,,,,
356,Bahia,5.0,8.9,6,Ademir,6,Ademir da Silva Santos Júnior,ademir,6.35,Ademir,6,5,2.97,1.62,265,101314,https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,2.0,2.0,9.0,1.0,2.0,19.0,1.0,2.0,,,,,,,,,,,,
357,Fluminense,3.7,6.2,5,Guga,6,Cláudio Rodrigues Gomes,guga,8.84,Guga,2,2,5.16,-0.2,266,101319,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_XX1WP8Y.png,1.0,4.0,5.0,,,7.0,,,,3.0,,,,,,1.0,,,,
358,Cruzeiro,1.27,2.1,3,Wallisson,6,Wallisson Luiz Alves Máximo,wallisson,2.79,Wallisson,6,4,1.7,0.0,283,101405,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_htrMBar.png,,3.0,1.0,,1.0,2.0,,,,,,,,,,,,,,
359,Grêmio,3.05,10.5,1,Pepê,6,João Pedro Vilardi Pinto,pepe,7.23,Pepê,6,4,10.5,0.23,284,101573,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ey2Asrl.png,,6.0,,,1.0,5.0,,,,,,,,,,,,,,
360,Flamengo,3.39,0.0,0,H. Souza,6,Hugo de Souza Nogueira,hugo-souza,3.0,Hugo Souza,6,1,0.0,0.0,262,101574,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_4hEknPp.png,,,,,,,,,,,,,,,,,,,,
361,Vasco,0.62,0.9,6,R. Bambu,6,Robson Alves de Barros,robson-bambu,3.73,Robson Bambu,7,3,2.43,-0.72,267,101579,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_duKaGjT.png,2.0,9.0,5.0,,1.0,13.0,,,,,,,,,,,,,,
362,Athlético-PR,2.52,0.0,5,H. Moura,6,Hugo Moura Arruda da Silva,hugo-moura,6.22,Hugo Moura,6,4,2.7,0.0,293,101594,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xmqFuth.png,1.0,11.0,5.0,,1.0,4.0,,,,,,,,,,,,,,
363,Santos,3.39,0.0,0,Alex,6,Alex de Oliveira Nascimento,alex,3.0,Alex,6,3,0.0,0.0,277,101600,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_cgyweD5.png,,,,,,,,,,,,,,,,,,,,
364,Goiás,2.19,0.0,1,P. Costa,6,Philippe Almeida Costa,philippe-costa,1.94,Philippe Costa,6,5,0.0,0.0,290,101684,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_kiizDTZ.png,,,,,,,,,,,,,,,,,,,,
365,Santos,6.85,0.0,1,F. Jonatan,6,Felipe Jonatan Rocha Andrade,felipe-jonatan,6.06,Felipe Jonatan,5,2,2.4,0.0,277,101708,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_4Rn0gj2.png,,2.0,,,,,,,,,,,,,,,,,,
366,Bragantino,-0.28,-0.8,2,Alerrandro,6,Alerrandro Barra Mansa Realino de Souza,alerrandro,3.04,Alerrandro,6,5,-0.3,-1.61,280,101715,https://s.sde.globo.com/media/person_role/2022/05/05/a190fc01a5c5880c8de5c5854ac2f555_FORMATO.png,1.0,,3.0,,1.0,1.0,,,,,,,,,,,,,,
367,Fluminense,5.65,0.0,0,Marrony,6,Marrony da Silva Liberato,marrony,5.0,Marrony,6,5,0.0,0.0,266,101717,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_gF92guz.png,,,,,,,,,,,,,,,,,,,,
368,Vasco,3.39,0.0,0,Miranda,6,Matheus dos Santos Miranda,miranda,3.0,Miranda,6,3,0.0,0.0,267,101720,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_dT3P0NV.png,,,,,,,,,,,,,,,,,,,,
369,Goiás,0.14,0.0,2,Matheusinho,6,Matheus Santos Soares,matheusinho,1.05,Matheusinho,6,4,0.25,0.0,290,101725,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_OKVlOLy.png,,,,,,1.0,,,,,,,,,,,,,,
370,Flamengo,6.78,0.0,0,Matheuzinho,6,Matheus França Silva,matheuzinho,6.0,Matheuzinho,5,2,0.0,0.0,262,101727,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_wPSt5sW.png,,,,,,,,,,,,,,,,,,,,
371,São Paulo,3.64,0.0,2,D. Costa,6,Diego Henrique Costa Barbosa,diego-costa,5.4,Diego Costa,6,3,2.75,0.0,276,101728,https://s.sde.globo.com/media/person_role/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png,,1.0,5.0,,1.0,,,,,1.0,,,,,,,,,,
372,Bragantino,0.59,0.6,3,Vitinho,6,Vitor Hugo Naum dos Santos,vitinho,4.44,Vitinho,7,5,2.13,-0.85,280,101960,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Hob15WK.png,2.0,1.0,4.0,4.0,2.0,4.0,,,,,,,,,,,,,,
373,Fortaleza,2.91,0.0,5,Brítez,6,Emanuel Fermín Brítez,britez,8.19,Brítez,7,3,4.02,0.0,356,101995,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qvH6Q9A.png,2.0,7.0,6.0,,2.0,4.0,,1.0,,2.0,1.0,,,,,1.0,,,,
374,Palmeiras,3.8,0.0,4,Piquerez,6,Joaquín Piquerez Moreira,piquerez,9.88,Piquerez,7,2,5.8,0.0,275,102130,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_04Y9scz.png,3.0,10.0,6.0,1.0,1.0,4.0,,,,1.0,,,,,,2.0,,,,1.0
375,Fluminense,2.26,0.0,0,V. Eudes,6,Vitor Eudes de Souza Costa,vitor-eudes,2.0,Vitor Eudes,6,1,0.0,0.0,266,102137,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_FvWKOzt.png,,,,,,,,,,,,,,,,,,,,
376,Goiás,0.29,0.1,4,L. Halter,6,Lucas Halter,lucas-halter,4.23,Lucas Halter,7,3,1.7,-0.23,290,102253,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_DlFIoVh.png,2.0,3.0,5.0,,1.0,2.0,1.0,1.0,,,1.0,,,,,,,,,
377,América-MG,2.74,4.8,4,Mikael,6,Mikael Filipe Viana,mikael,3.87,Mikael,6,5,2.1,0.88,327,102299,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_lQhctpS.png,,1.0,,2.0,5.0,2.0,,2.0,,,,,,,,,,,,
378,Athlético-PR,3.73,0.0,1,M. Felipe,6,Matheus Felipe Santos Nascimento,matheus-felipe,3.3,Matheus Felipe,6,3,5.0,0.0,293,102310,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_e7P4JVL.png,,,,,,,,,,1.0,,,,,,,,,,
379,São Paulo,0.55,0.4,6,C. Paulista,6,Caio Fernando de Oliveira,caio-paulista,9.22,Caio Paulista,7,2,5.68,-0.91,276,102318,https://s.sde.globo.com/media/person_role/2023/01/27/photo_FORMATO_rRBJfVv.png,1.0,6.0,5.0,3.0,1.0,10.0,,,,3.0,,,,,,1.0,,,,
380,América-MG,4.52,0.0,0,Mastriani,6,Gonzalo Mathías Mastriani Borges,mastriani,4.0,Mastriani,6,5,0.0,0.0,327,102561,https://s.sde.globo.com/media/person_role/2022/08/10/2c133460f6f214aed522ba40302a5c33_FORMATO.png,,,,,,,,,,,,,,,,,,,,
381,Bragantino,0.66,0.9,6,Helinho,6,Hélio Júnio Nunes de Castro,helinho,5.13,Helinho,7,5,4.03,-2.23,280,102598,https://s.sde.globo.com/media/person_role/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png,1.0,2.0,5.0,4.0,2.0,4.0,2.0,1.0,,,,,,,,,,,,
382,Athlético-PR,2.26,0.0,0,Julimar,6,Julimar Silva Oliveira Júnior,julimar,2.0,Julimar,6,5,0.0,0.0,293,102796,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qjlY4KF.png,,,,,,,,,,,,,,,,,,,,
383,Athlético-PR,1.28,1.2,3,Terans,6,Miguel David Terans Pérez,terans,11.0,Terans,7,4,2.23,-1.65,293,102878,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_rzjzN6M.png,,1.0,2.0,2.0,3.0,3.0,,2.0,,,,,,,,,,,,
384,Cruzeiro,3.39,0.0,0,Anderson,6,Anderson Silva da Paixão,anderson,3.0,Anderson,6,1,0.0,0.0,283,102906,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Lvl4bA5.png,,,,,,,,,,,,,,,,,,,,
385,Bahia,2.26,0.0,0,M. Teixeira,6,Matheus Henrique Teixeira,matheus-teixeira,2.0,Matheus Teixeira,6,1,0.0,0.0,265,102907,https://s.sde.globo.com/media/person_role/2022/04/05/ff4149be4042453395add145d010bd49_FORMATO.png,,,,,,,,,,,,,,,,,,,,
386,São Paulo,0.03,-0.3,4,Luan,6,Luan Vinícius da Silva Santos ,luan,3.37,Luan,6,4,0.77,-0.64,276,102909,https://s.sde.globo.com/media/person_role/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png,,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,,
387,Goiás,3.74,6.7,6,Z. Ricardo,6,José Ricardo Araújo Fernandes,ze-ricardo,6.14,Zé Ricardo,7,4,4.5,0.68,290,102911,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_h43zEak.png,2.0,11.0,17.0,5.0,3.0,15.0,,,,,,,,,,1.0,,,,
388,Athlético-PR,4.93,8.8,4,Canobbio,6,Agustín Canobbio Graviz,canobbio,5.77,Canobbio,6,5,4.35,0.8,293,102928,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VXCkQFM.png,1.0,2.0,,,2.0,3.0,1.0,1.0,,,,,,,,1.0,,,,
389,Bragantino,1.36,0.0,2,Laquintana,6,Ignacio Jesús Laquintana Marsico,laquintana,3.67,Laquintana,5,5,1.75,0.0,280,103014,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_roWm5iE.png,,1.0,3.0,2.0,,2.0,,2.0,,,,,,,,,,,,
390,América-MG,0.81,1.2,2,M. Gonçalves,6,Mateus Gonçalves Martins,mateus-goncalves,2.61,Mateus Gonçalves,6,5,0.35,-0.04,327,103076,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_uVg3SyA.png,1.0,1.0,,,,1.0,,,,,,,,,,,,,,
391,Bragantino,0.87,1.4,3,E. Ramires,6,Eric dos Santos Rodrigues,eric-ramires,1.97,Eric Ramires,6,4,0.13,0.01,280,103295,https://s.sde.globo.com/media/person_role/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png,1.0,,7.0,1.0,1.0,3.0,,,,,,,,,,,,,,
392,Cuiabá,4.25,7.6,5,M. Alexandre,6,Matheus Alexandre Anastácio de Souza,matheus-alexandre,5.34,Matheus Alexandre,7,2,3.58,0.99,1371,103347,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_4eKoeL1.png,1.0,14.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,
393,América-MG,1.6,2.7,6,E. Martínez,6,Leandro Emmanuel Martínez,emmanuel-martinez,3.89,Emmanuel Martínez,6,4,1.92,0.25,327,103388,https://s.sde.globo.com/media/person_role/2022/08/13/68f9c27625c8107e59119604bba5e322_FORMATO.png,,4.0,7.0,1.0,2.0,6.0,,,1.0,,,,,,,,,,,
394,Corinthians,3.39,0.0,0,Caetano,6,João Victor Andrade Caetano,caetano,3.0,Caetano,6,3,0.0,0.0,264,103575,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_72Ycs9o.png,,,,,,,,,,,,,,,,,,,,
395,Cruzeiro,0.75,0.0,4,R. Bilu,6,Rafael Bilu Mudesto,rafael-bilu,2.83,Rafael Bilu,5,5,2.08,0.0,283,103576,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_L5qGZ0n.png,,4.0,1.0,,3.0,3.0,,1.0,,,,,,,,,,,,
396,São Paulo,1.22,1.7,6,M. Paulo,6,Marcos Paulo Costa do Nascimento,marcos-paulo,7.92,Marcos Paulo,2,5,4.38,-0.33,276,103645,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_XopxIWU.png,1.0,7.0,6.0,1.0,2.0,4.0,2.0,1.0,,,,,,,,,,,,
397,Athlético-PR,4.52,0.0,0,K. Rocha,6,Kaíque Rocha Lima,kaique-rocha,4.0,Kaíque Rocha,5,3,0.0,0.0,293,103684,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_TAU79Yo.png,,,,,,,,,,,,,,,,,,,,
398,Bragantino,-0.44,0.0,5,J. Silva,6,Jadsom Meemyas de Oliveira da Silva,jadsom-silva,1.82,Jadsom Silva,6,4,0.86,0.0,280,103695,https://s.sde.globo.com/media/person_role/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png,3.0,7.0,5.0,1.0,1.0,1.0,,1.0,,,,,,,,,2.0,,,
399,Corinthians,0.29,0.0,3,B. Méndez,6,Bruno Méndez Cittadini,bruno-mendez,2.01,Bruno Méndez,6,3,0.2,0.0,264,103700,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_VwEvkmY.png,,1.0,2.0,,,,,,,,,,,,,,,,,
400,Palmeiras,3.25,5.5,6,G. Menino,6,Gabriel Vinícius Menino,gabriel-menino,7.8,Gabriel Menino,7,4,4.05,0.28,275,103767,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_a770SrF.png,1.0,9.0,10.0,2.0,7.0,9.0,,,,,,,,,,1.0,,,,
401,Bragantino,3.39,0.0,0,Maycon,6,Maycon Cleiton de Paula Azevedo,maycon,3.0,Maycon,6,1,0.0,0.0,280,104017,https://s.sde.globo.com/media/person_role/2022/05/05/f39fcb967a674ffddbaec227105dae4a_FORMATO.png,,,,,,,,,,,,,,,,,,,,
402,Botafogo,2.26,0.0,0,J. Fernando,6,João Fernando Monteiro Siqueira,joao-fernando,2.0,João Fernando,6,1,0.0,0.0,263,104079,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5Z0375l.png,,,,,,,,,,,,,,,,,,,,
403,Corinthians,2.26,0.0,0,C. Miguel,6,Carlos Miguel dos Santos Pereira,carlos-miguel,2.0,Carlos Miguel,6,1,0.0,0.0,264,104084,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_ucZUimL.png,,,,,,,,,,,,,,,,,,,,
404,Atlético-MG,2.91,5.0,4,B. Fuchs,6,Bruno de Lara Fuchs,bruno-fuchs,5.5,Bruno Fuchs,7,3,4.03,0.16,282,104085,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qjyhb3e.png,,1.0,2.0,,,1.0,,,,3.0,,,,,,,,,,
405,Corinthians,2.26,0.0,0,Ruan,6,Ruan de Oliveira Ferreira,ruan,2.0,Ruan,6,4,0.0,0.0,264,104153,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Uq9B5Kn.png,,,,,,,,,,,,,,,,,,,,
406,Santos,4.52,0.0,0,J. Lucas,6,João Lucas de Almeida Carvalho,joao-lucas,4.0,João Lucas,6,2,0.0,0.0,277,104257,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_tX8ABIy.png,,,,,,,,,,,,,,,,,,,,
407,Atlético-MG,3.39,0.0,0,M. Mendes,6,Matheus Mendes Werneck de Oliveira,matheus-mendes,3.0,Matheus Mendes,6,1,0.0,0.0,282,104383,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,,,,,,,,,,,,,,,,,,,,
408,Internacional,1.13,0.0,5,I. Gomes,6,Igor Gomes Silva,igor-gomes,5.17,Igor Gomes,6,3,2.94,0.0,285,104385,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_I7Q1WEp.png,1.0,7.0,4.0,1.0,1.0,5.0,,,,1.0,,,,,,,1.0,,,
409,Fluminense,6.2,0.0,2,V. Mendes,6,Vitor Mendes Alves,vitor-mendes,6.66,Vitor Mendes,6,3,4.95,0.0,266,104401,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_L4w297p.png,1.0,,1.0,1.0,,,,,,2.0,,,,,,,,,,
410,Athlético-PR,2.7,0.0,1,Reinaldo,6,Reinaldo Nascimento Satorno,reinaldo,2.39,Reinaldo,6,5,1.7,0.0,293,104420,https://s.sde.globo.com/media/person_role/2020/03/03/12600160dfe6fed9a606921db8b0a862_FORMATO.png,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
411,Grêmio,1.13,0.0,0,F. Scheibig,6,Felipe Mateus Scheibig,felipe-scheibig,1.0,Felipe Scheibig,6,1,0.0,0.0,284,104424,https://s.sde.globo.com/media/person_role/2021/07/16/79af8f6f344db19983598078705340fc_FORMATO.png,,,,,,,,,,,,,,,,,,,,
412,Athlético-PR,2.92,4.7,5,Christian,6,Christian Roberto Alves Cardoso,christian,9.84,Christian,6,4,6.18,-0.66,293,104502,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_V2OPAxf.png,,8.0,6.0,,2.0,5.0,2.0,,1.0,,,,,,,,,,,
413,Fortaleza,0.24,0.0,4,V. Zanocelo,6,Vinícius Nelson de Souza Zanocelo,vinicius-zanocelo,3.77,Vinícius Zanocelo,6,4,0.83,-0.19,356,104521,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_OPlr7ly.png,,2.0,1.0,1.0,,,,,,,,,,,,,,,,
414,Santos,4.52,0.0,0,Sandry,6,Sandry Roberto Santos Goes,sandry,4.0,Sandry,6,4,0.0,0.0,277,104580,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_bbHXWKZ.png,,,,,,,,,,,,,,,,,,,,
415,Bragantino,1.13,0.0,0,Fabrício,6,Fabrício Oliveira de Souza,fabricio,1.0,Fabrício,6,1,0.0,0.0,280,104588,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_AAId2Kq.png,,,,,,,,,,,,,,,,,,,,
416,Grêmio,3.06,0.0,1,Darlan,6,Darlan Pereira Mendes,darlan,2.71,Darlan,6,4,0.2,0.0,284,104593,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NzyHepN.png,1.0,1.0,,,,,,,,,,,,,,,,,,
417,Coritiba,0.17,0.0,3,M. Bianqui,6,Matheus Henrique Bianqui,matheus-bianqui,2.55,Matheus Bianqui,6,4,0.43,-0.3,294,104640,https://s.sde.globo.com/media/person_role/2023/04/21/photo_220x220.png,1.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,
418,Fortaleza,3.18,0.0,4,Moisés,6,Moisés Vieira da Veiga,moises,13.67,Moisés,5,5,8.45,0.0,356,104666,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_217hwXw.png,,1.0,1.0,7.0,,1.0,3.0,,,,,,,,,,,,,
419,Fortaleza,3.54,5.73,6,J. Vojvoda,6,Juan Pablo Vojvoda Rizzo,juan-vojvoda,12.08,Juan Vojvoda,7,6,6.38,0.05,356,104754,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,,,,,,,,,,,,,,,,,,,2.0,
420,Bahia,1.23,2.0,6,Acevedo,6,Nicolás Brian Acevedo Tabárez,acevedo,4.13,Acevedo,6,4,2.25,-0.03,265,104783,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,2.0,11.0,11.0,,2.0,8.0,,,,,,,,,,,,,,
421,Botafogo,1.13,0.0,0,I. Gabriel,6,Igo Gabriel Santos Pereira,igo-gabriel,1.0,Igo Gabriel,6,1,0.0,0.0,263,104991,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_C8GywEv.png,,,,,,,,,,,,,,,,,,,,
422,Botafogo,0.47,0.5,6,L. Henrique,6,Luis Henrique Tomaz de Lima,luis-henrique,3.92,Luis Henrique,6,5,1.3,-0.1,263,105049,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XMfC6C1.png,,4.0,,1.0,1.0,2.0,,,,,,,,,,,,,,
423,Athlético-PR,0.63,0.5,4,Khellven,6,Khellven Douglas Silva Oliveira,khellven,6.35,Khellven,7,2,2.58,-0.84,293,105175,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7lRpDNN.png,,4.0,4.0,,1.0,2.0,,1.0,,1.0,,,,,,,,,,
424,Athlético-PR,-0.07,-1.0,6,Bento,6,Bento Matheus Krepski,bento,9.21,Bento,7,1,3.92,-2.03,293,105208,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7ROEp8B.png,1.0,,,,,1.0,,,,2.0,,,16.0,7.0,,1.0,,,,
425,Vasco,3.39,0.0,0,D. Lucca,6,Patrick de Lucca Chaves de Oliveira,de-lucca,3.0,De Lucca,5,4,0.0,0.0,267,105294,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_J73ZkrF.png,,,,,,,,,,,,,,,,,,,,
426,São Paulo,6.78,0.0,0,Ferraresi,6,Nahuel Adolfo Ferraresi Hernández,ferraresi,6.0,Ferraresi,5,3,0.0,0.0,276,105300,https://s.sde.globo.com/media/person_role/2022/08/13/a5301263d96806640ddf67cec70f99e7_FORMATO.png,,,,,,,,,,,,,,,,,,,,
427,Bahia,3.42,0.0,2,G. Xavier,6,Gabriel Lheman Xavier,gabriel-xavier,3.41,Gabriel Xavier,7,3,2.35,0.0,265,105373,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0UPMoSl.png,,3.0,2.0,1.0,,1.0,,,,,,,,,,,,,,
428,Coritiba,4.52,0.0,0,Trindade,6,Jesús Emiliano Trindade Flores,trindade,4.0,Trindade,6,4,0.0,0.0,294,105433,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_IfD8fQ4.png,,,,,,,,,,,,,,,,,,,,
429,Corinthians,2.24,3.8,4,M. Bidu,6,Matheus Lima Beltrão Oliveira Valin,matheus-bidu,5.51,Matheus Bidu,6,2,3.63,0.17,264,105531,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_cNTyg24.png,,6.0,3.0,2.0,1.0,10.0,,,,,,,,,,,,,,
430,Cruzeiro,3.39,0.0,0,Davó,6,Matheus Alvarenga de Oliveira,davo,3.0,Davó,6,5,0.0,0.0,283,105533,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Y26zRnV.png,,,,,,,,,,,,,,,,,,,,
431,Cuiabá,1.13,0.0,0,Rikelme,6,Rikelme Hernandes Amorim Rocha,rikelme,1.0,Rikelme,6,5,0.0,0.0,1371,105547,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_FfgJEdr.png,,,,,,,,,,,,,,,,,,,,
432,Vasco,3.39,0.0,0,Riquelme,6,Riquelme Carvalho Araújo Viana,riquelme,3.0,Riquelme,6,2,0.0,0.0,267,105566,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_smA6Xym.png,,,,,,,,,,,,,,,,,,,,
433,Fortaleza,0.26,0.1,2,Lucero,6,Juan Martín Lucero,lucero,4.53,Lucero,7,5,1.35,-1.66,356,105568,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_MqRx953.png,,2.0,3.0,,1.0,1.0,,1.0,,,,,,,,,,,,
434,Vasco,2.35,3.8,6,L. Piton,6,Lucas Piton Crivellaro,lucas-piton,6.62,Lucas Piton,7,2,2.42,0.3,267,105584,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_71dywWV.png,1.0,9.0,5.0,,1.0,1.0,,1.0,,,,,,,,1.0,,,,
435,Corinthians,-0.06,-0.3,6,Roni,6,Roni Medeiros de Moura,roni,1.92,Roni,2,4,0.78,-0.42,264,105585,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_efGU5wq.png,1.0,6.0,11.0,,1.0,2.0,,,,,,,,,,,,,,
436,Internacional,1.59,2.3,4,Maurício,6,Maurício Magalhães Prado,mauricio,9.07,Maurício,6,4,5.88,-0.65,285,105647,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_7KIwg4E.png,2.0,2.0,1.0,1.0,3.0,8.0,2.0,2.0,,,,,,,,,,,,
