,atletas.clube.id.full.name,atletas.minimo_para_valorizar,atletas.pontos_num,atletas.jogos_num,atletas.apelido_abreviado,atletas.rodada_id,atletas.nome,atletas.slug,atletas.preco_num,atletas.apelido,atletas.status_id,atletas.posicao_id,atletas.media_num,atletas.variacao_num,atletas.clube_id,atletas.atleta_id,atletas.foto,CA,DS,FC,FD,FF,FS,G,I,FT,SG,CV,PS,DE,GS,DP,A,PC,PP,V,GC
170,Santos,8.3,14.5,6,J. Paulo,6,João Paulo Silva Martins,joao-paulo,13.45,João Paulo,7,1,6.25,1.95,277,85425,https://s.sde.globo.com/media/person_role/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,,,,,,1.0,,,,3.0,,,27.0,5.0,,,,,,
171,Athlético-PR,2.7,0.0,2,A. Santana,6,Alex Paulo Menezes Santana,alex-santana,4.43,Alex Santana,7,4,0.7,0.0,293,85465,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_9oyYdIt.png,1.0,3.0,3.0,1.0,,3.0,,,,,1.0,,,,,,,,,
172,Vasco,-0.39,-1.0,6,Léo,6,Leonardo Pinheiro da Conceição,leo,1.94,Léo,7,3,-0.05,-0.43,267,85626,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_upcZmtB.png,1.0,1.0,5.0,,,2.0,,,,,,,,,,,,,,
173,Atlético-MG,3.95,7.0,6,Hyoran,6,Hyoran Kaue Dalmoro,hyoran,6.25,Hyoran,2,4,4.0,0.18,282,85931,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_we4xNWc.png,1.0,5.0,9.0,2.0,8.0,4.0,1.0,1.0,1.0,,,,,,,,,,,
174,Botafogo,3.24,5.9,2,G. Sauer,6,Gustavo Affonso Sauerbeck,gustavo-sauer,2.76,Gustavo Sauer,6,5,2.6,0.63,263,85993,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_plrV8jg.png,,3.0,2.0,,1.0,1.0,,1.0,,,,1.0,,,,,,,,
175,América-MG,4.52,0.0,0,Wanderson,6,Wanderson Santos Pereira,wanderson,4.0,Wanderson,6,3,0.0,0.0,327,86143,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_b5qzoWm.png,,,,,,,,,,,,,,,,,,,,
176,América-MG,0.55,0.5,5,Alê,6,Alexandre Egea,ale,6.28,Alê,7,4,3.46,-0.34,327,86388,https://s.sde.globo.com/media/person_role/2022/02/24/4b65fc3f258e926df6bf12c3abbfa9a0_FORMATO.png,2.0,7.0,11.0,,4.0,6.0,1.0,,,,,,,,,,,,,
177,Goiás,2.45,3.9,6,Sander,6,Sander Henrique Bortolotto,sander,9.68,Sander,7,2,5.68,-0.39,290,86391,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_klsEyT2.png,,16.0,7.0,3.0,,17.0,,1.0,,,,,,,,1.0,,,,
178,Coritiba,0.42,0.5,5,V. Luis,6,Victor Luis Chuab Zamblauskas,victor-luis,2.47,Victor Luis,7,2,0.48,-0.14,294,86410,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_cjqZYOH.png,1.0,4.0,4.0,,1.0,4.0,,,,,,,,,,,,,,1.0
179,Fluminense,0.83,0.0,3,Keno,6,Marcos da Silva França,keno,2.6,Keno,5,5,-0.63,0.0,266,86485,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_RDEOJLs.png,2.0,1.0,5.0,,,1.0,,1.0,,,,,,,,,,,,
180,São Paulo,5.65,0.0,0,Jandrei,6,Jandrei Chitolina Carniel,jandrei,5.0,Jandrei,6,1,0.0,0.0,276,86508,https://s.sde.globo.com/media/person_role/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,,,,,,,,,,,,,,,,,,,,
181,Botafogo,1.82,2.7,6,T. Tchê,6,Danilo das Neves Pinheiro,tche-tche,8.65,Tchê Tchê,7,4,4.0,0.09,263,86686,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_FytIYxJ.png,,6.0,9.0,2.0,2.0,5.0,1.0,,,,,,,,,1.0,,,,
182,Cruzeiro,3.43,0.0,4,R. Coelho,6,Richard Cândido Coelho,richard-coelho,9.02,Richard Coelho,6,4,4.75,0.0,283,86711,https://s.sde.globo.com/media/person_role/2023/03/14/photo_220x220_hWLUIMn.png,2.0,13.0,5.0,1.0,3.0,7.0,,2.0,,,,,,,,,,,,
183,Flamengo,3.72,6.4,6,Everton,6,Everton Sousa Soares,everton,8.25,Everton,2,5,4.98,-0.09,262,86757,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_EcaScZP.png,1.0,6.0,4.0,6.0,6.0,4.0,,1.0,,,,1.0,,,,2.0,,,,
184,Botafogo,7.88,0.0,3,D. Barbosa,6,Danilo Barbosa da Silva,danilo-barbosa,6.37,Danilo Barbosa,5,4,4.57,0.0,263,86777,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_6wIsdHM.png,,3.0,4.0,,1.0,5.0,1.0,,,,,,,,,,,,,
185,Coritiba,1.04,1.7,5,R. Pinho,6,Rodrigo Cunha Pereira de Pinho,rodrigo-pinho,3.58,Rodrigo Pinho,6,5,1.88,-0.16,294,86799,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_28kb8HP.png,,2.0,2.0,2.0,4.0,4.0,,,,,,,,,,,,,,
186,Coritiba,0.23,0.0,4,Boschilia,6,Gabriel Boschilia,boschilia,5.63,Boschilia,7,4,4.75,-0.85,294,86841,https://s.sde.globo.com/media/person_role/2022/08/12/8bbade4dbabca44eb3eda2767deda745_FORMATO.png,1.0,4.0,2.0,2.0,3.0,6.0,1.0,,,,,,,,,,,,,
187,Fortaleza,1.97,0.0,2,J. Welison,6,José Welison da Silva,jose-welison,3.4,José Welison,6,4,1.0,0.0,356,86859,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_Sq4MDcU.png,,2.0,3.0,,,1.0,,,,,,,,,,,,,,
188,América-MG,2.29,3.9,5,Marlon,6,Marlon Matheus Lopes do Nascimento,marlon,5.21,Marlon,6,2,2.9,0.49,327,86864,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_9jhAK26.png,1.0,7.0,4.0,,1.0,11.0,,,,,,,,,,1.0,,,,1.0
189,Santos,6.52,0.0,3,E. Bauermann,6,Eduardo Gabriel dos Santos Bauermann,eduardo-bauermann,8.08,Eduardo Bauermann,6,3,5.3,0.0,277,86970,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_GWoHgvv.png,,2.0,3.0,1.0,4.0,,1.0,,,1.0,1.0,,,,,,,,,
190,Vasco,-0.02,-1.0,6,L. Jardim,6,Leonardo César Jardim,leo-jardim,10.49,Léo Jardim,7,1,4.17,-1.16,267,87008,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,1.0,,,,,,,,,,,,33.0,7.0,,,,,,
191,Grêmio,0.89,1.2,6,Nathan,6,Nathan Allan de Souza,nathan,4.9,Nathan,6,4,1.72,0.01,284,87009,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,1.0,6.0,7.0,3.0,2.0,2.0,,,,,,,,,,,,,,
192,Goiás,3.77,6.5,6,M. Peixoto,6,Matheus Vieira Campos Peixoto,matheus-peixoto,8.09,Matheus Peixoto,7,5,4.52,0.5,290,87098,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_FC0h7Wp.png,2.0,6.0,7.0,2.0,6.0,8.0,1.0,2.0,,,,,,,,1.0,,,,
193,Athlético-PR,1.39,1.7,5,P. Henrique,6,Pedro Henrique Ribeiro Gonçalves,pedro-henrique,9.69,Pedro Henrique,2,3,4.44,-0.65,293,87225,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,2.0,4.0,4.0,1.0,,3.0,1.0,1.0,,2.0,,,,,,,,,,
194,Atlético-MG,14.69,0.0,0,G. Arana,6,Guilherme Antonio Arana Lopes,guilherme-arana,13.0,Guilherme Arana,6,2,0.0,0.0,282,87228,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,,,,,,,,,,,,,,,,,,,,
195,Internacional,1.76,2.6,6,C. Pena,6,Carlos María de Pena Bonino,carlos-de-pena,8.2,Carlos de Pena,7,4,3.67,-0.15,285,87242,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,1.0,8.0,4.0,2.0,4.0,2.0,1.0,,,,,,,,,,,,,
196,Santos,7.14,0.0,2,Soteldo,6,Yeferson Julio Soteldo Martínez,soteldo,9.26,Soteldo,3,5,5.05,0.0,277,87258,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,,1.0,2.0,1.0,1.0,11.0,,,,,1.0,,,,,1.0,,,,
197,Grêmio,3.72,6.2,5,Kannemann,6,Walter Kannemann,kannemann,8.58,Kannemann,7,3,4.0,0.65,284,87342,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,5.0,12.0,9.0,,1.0,5.0,,,,2.0,,,,,,,,,,
198,Santos,3.59,6.2,6,Messias,6,Messias Rodrigues da Silva Júnior,messias,7.33,Messias,7,3,3.9,0.63,277,87402,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,,7.0,5.0,,2.0,2.0,,1.0,,3.0,,,,,,,1.0,,,
199,Bahia,7.31,12.8,5,Thaciano,6,Thaciano Mickael da Silva,thaciano,12.67,Thaciano,7,4,8.04,2.11,265,87470,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,,6.0,8.0,2.0,10.0,8.0,1.0,,1.0,,,,,,,2.0,,,,
200,Athlético-PR,0.39,0.2,5,V. Bueno,6,Vitor Frezarin Bueno,vitor-bueno,6.16,Vitor Bueno,6,4,3.22,-0.41,293,87552,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,2.0,4.0,2.0,3.0,3.0,6.0,,1.0,,,,,,,,1.0,,,,
201,América-MG,3.65,0.0,1,M. Pasinato,6,Mateus Pasinato,mateus-pasinato,3.23,Mateus Pasinato,6,1,7.5,0.0,327,87603,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_1bOXVa7.png,,,,,,1.0,,,,,,,9.0,2.0,,,,,,
202,Cruzeiro,1.0,1.6,5,N. Moura,6,Antônio Francisco Moura Neto,neto-moura,2.85,Neto Moura,6,4,1.1,0.11,283,87742,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_MSIx6c6.png,,3.0,4.0,,4.0,,,1.0,,,,,,,,,,,,
203,Bahia,1.64,2.6,6,Y. Felipe,6,Yago Felipe da Costa Rocha,yago-felipe,5.25,Yago Felipe,7,4,2.18,-0.08,265,87747,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO.png,1.0,12.0,13.0,,2.0,4.0,,,,,,,,,,,,,,
204,Botafogo,0.95,0.0,2,P. Sampaio,6,Philipe Sampaio Azevedo,philipe-sampaio,3.36,Philipe Sampaio,6,3,1.7,0.0,263,87808,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
205,Atlético-MG,5.5,0.0,4,M. Lemos,6,Paolo Mauricio Lemos Merladett,mauricio-lemos,11.58,Mauricio Lemos,7,3,4.62,0.0,282,87853,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,3.0,5.0,6.0,2.0,,4.0,1.0,1.0,,1.0,,,,,,,,,,
206,Flamengo,4.0,5.9,3,Arrascaeta,6,Giorgian Daniel de Arrascaeta Benedetti,arrascaeta,13.46,Arrascaeta,7,4,3.93,0.02,262,87863,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,1.0,4.0,3.0,2.0,5.0,3.0,,,,,,1.0,,,,,,,,
207,Corinthians,4.89,0.0,1,Balbuena,6,Fabián Cornelio Balbuena González,balbuena,4.33,Balbuena,6,3,0.9,0.0,264,87887,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_a0U2siY.png,,1.0,1.0,,,,,,,,,,,,,,,,,
208,Cuiabá,0.2,0.0,4,A. Empereur,6,Alan Pereira Empereur,alan-empereur,3.37,Alan Empereur,7,3,1.03,-0.31,1371,88033,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
209,Botafogo,2.61,4.03,6,L. Castro,6,Luís Manuel Ribeiro de Castro,luis-castro,11.83,Luís Castro,7,6,6.75,-0.64,263,88037,https://s.sde.globo.com/media/person_role/2022/02/21/3d4eb55c672851b1407085b09c4dfbb4_FORMATO.png,,,,,,,,,,,,,,,,,,,5.0,
210,Fluminense,4.52,0.0,0,Jorge,6,Jorge Marco de Oliveira Moraes,jorge,4.0,Jorge,5,2,0.0,0.0,266,88065,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Rnoad6D.png,,,,,,,,,,,,,,,,,,,,
211,Vasco,5.65,0.0,0,Ivan,6,Ivan Quaresma da Silva,ivan,5.0,Ivan,6,1,0.0,0.0,267,88136,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_qStnmUz.png,,,,,,,,,,,,,,,,,,,,
212,Corinthians,2.5,0.0,2,Ã. Romero,6,Ángel Rodrigo Romero Villamayor,angel-romero,3.64,Ángel Romero,6,5,0.95,0.0,264,88323,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,,1.0,1.0,,,2.0,,,,,,,,,,,,,,
213,Vasco,3.39,0.0,0,G. Dias,6,Gabriel Dias de Oliveira,gabriel-dias,3.0,Gabriel Dias,5,2,0.0,0.0,267,88368,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_SmDR7cT.png,,,,,,,,,,,,,,,,,,,,
214,Flamengo,1.51,1.5,6,A. Lucas,6,Ayrton Lucas Dantas de Medeiros,ayrton-lucas,14.27,Ayrton Lucas,7,2,5.67,-1.37,262,88393,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,1.0,8.0,11.0,3.0,2.0,9.0,1.0,,,2.0,,1.0,,,,,,,,
215,Bragantino,1.14,1.4,5,Aderlan,6,Aderlan de Lima Silva,aderlan,7.92,Aderlan,7,2,3.94,-1.2,280,88423,https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,,14.0,9.0,,2.0,4.0,,,,,1.0,,,,,1.0,,,,
216,Fortaleza,4.99,0.0,1,L. Crispim,6,Lucas de Figueiredo Crispim,lucas-crispim,4.42,Lucas Crispim,6,4,1.2,0.0,356,88597,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_EvxhSX5.png,,1.0,,,,,,,,,,,,,,,,,,
217,Coritiba,4.58,8.2,3,M. Moreno,6,Damián Marcelino Moreno,marcelino-moreno,4.54,Marcelino Moreno,6,4,3.4,1.55,294,88857,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_S4cMFFx.png,1.0,1.0,,,,4.0,1.0,,,,,,,,,,,,,
218,Coritiba,4.52,0.0,0,L. Polli,6,Luan Polli Gomes,luan-polli,4.0,Luan Polli,6,1,0.0,0.0,294,88916,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_gZl1v6O.png,,,,,,,,,,,,,,,,,,,,
219,América-MG,0.14,0.0,5,I. Maidana,6,Iago Justen Maidana Martins,iago-maidana,1.91,Iago Maidana,6,3,0.0,-0.18,327,89226,https://s.sde.globo.com/media/person_role/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,2.0,1.0,4.0,,2.0,1.0,,1.0,,,,,,,,,,,,
220,Flamengo,10.44,0.0,2,Gerson,6,Gerson Santos da Silva,gerson,11.81,Gerson,7,4,7.35,0.0,262,89256,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,,,8.0,,1.0,5.0,1.0,2.0,,,,1.0,,,,1.0,,,,
221,Grêmio,10.5,0.0,2,J. Pedro,6,João Pedro Maturano dos Santos,joao-pedro,14.19,João Pedro,5,2,10.0,0.0,284,89273,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,,5.0,,,,2.0,1.0,,,1.0,,,,,,,,,,
222,Cruzeiro,6.03,10.7,6,William,6,Willian de Asevedo Furtado,william,10.42,William,7,2,6.63,1.79,283,89275,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,1.0,15.0,11.0,,2.0,9.0,,,,3.0,,,,,,1.0,,,,
223,Atlético-MG,5.65,0.0,0,I. Rabello,6,Igor Rabello da Costa,igor-rabello,5.0,Igor Rabello,6,3,0.0,0.0,282,89493,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,,,,,,,,,,,,,,,,,,,,
224,Flamengo,0.3,0.0,5,T. Maia,6,Thiago Maia Alencar,thiago-maia,6.1,Thiago Maia,6,4,2.06,-0.93,262,89637,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,1.0,10.0,4.0,,,1.0,,,,,,,,,,,,,,
225,Cuiabá,0.11,0.0,3,I. Castilho,6,Iury Lirio Freitas de Castilho,iury-castilho,2.74,Iury Castilho,6,5,1.63,-0.8,1371,89695,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_WoJbpFR.png,,1.0,2.0,2.0,,4.0,,1.0,,,,,,,,,,,,
226,São Paulo,0.9,0.3,5,Calleri,6,Jonathan Calleri,calleri,14.14,Calleri,7,5,5.62,-0.87,276,89840,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,1.0,,19.0,2.0,5.0,15.0,2.0,1.0,,,,,,,,1.0,,,,
227,Grêmio,2.8,4.5,6,Cristaldo,6,Franco Cristaldo,cristaldo,10.7,Cristaldo,7,4,6.3,-0.4,284,89846,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,,12.0,2.0,4.0,1.0,9.0,1.0,1.0,,,,1.0,,,,1.0,,,,
228,Santos,3.13,5.5,5,Dodi,6,Douglas Moreira Fagundes,dodi,4.54,Dodi,7,4,2.58,0.46,277,89883,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,3.0,11.0,6.0,,,9.0,,,,,,,,,,,,,,
229,Corinthians,6.12,10.1,6,R. Guedes,6,Róger Krug Guedes,roger-guedes,17.02,Róger Guedes,7,5,7.85,1.25,264,89898,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_39SGFR6.png,2.0,2.0,6.0,5.0,10.0,21.0,3.0,,,,,,,,,,,,,
230,Grêmio,1.25,2.0,6,E. Galdino,6,Everton Galdino Moreira,everton-galdino,5.71,Everton Galdino,6,5,3.83,0.01,284,89918,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,1.0,4.0,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,
231,Santos,9.93,0.0,3,Mendoza,6,John Stiven Mendoza Valencia,mendoza,15.1,Mendoza,6,5,12.9,0.0,277,90031,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,,5.0,2.0,1.0,1.0,9.0,2.0,2.0,,,,1.0,,,,2.0,,,,
232,Fortaleza,4.63,8.0,6,B. Pacheco,6,Bruno de Jesus Pacheco,bruno-pacheco,9.91,Bruno Pacheco,7,2,5.8,0.69,356,90061,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,1.0,9.0,12.0,2.0,4.0,6.0,,,,3.0,,,,,,1.0,,,,
233,São Paulo,3.29,0.0,3,R. Ramos,6,Raí dos Reis Ramos,rai-ramos,6.03,Raí Ramos,6,2,4.67,0.0,276,90232,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,2.0,3.0,3.0,1.0,2.0,1.0,,,,2.0,,,,,,,,,,
234,Flamengo,1.01,1.2,4,B. Henrique,6,Bruno Henrique Pinto,bruno-henrique,5.72,Bruno Henrique,6,5,1.15,-0.21,262,90285,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,,3.0,5.0,,2.0,2.0,,1.0,,,,,,,,,,,,
235,Palmeiras,6.78,0.0,0,Jailson,6,Jaílson Marques Siqueira,jailson,6.0,Jailson,6,4,0.0,0.0,275,90290,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_borikKg.png,,,,,,,,,,,,,,,,,,,,
236,Fortaleza,5.65,0.0,0,P. Rocha,6,Pedro Rocha Neves,pedro-rocha,5.0,Pedro Rocha,5,5,0.0,0.0,356,90302,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png,,,,,,,,,,,,,,,,,,,,
237,São Paulo,4.52,0.0,1,David,6,David Correa da Fonseca,david,4.0,David,5,5,0.2,0.0,276,90309,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,,,1.0,,,1.0,,,,,,,,,,,,,,
238,Bahia,1.56,2.5,5,Rezende,6,Júlio César Rezende de Miranda,rezende,6.24,Rezende,3,4,3.08,-0.69,265,90449,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,,13.0,6.0,,2.0,6.0,,,,,1.0,,,,,,,,,
239,Goiás,0.21,0.2,5,D. Gonçalves,6,Diego Gonçalves,diego-goncalves,1.93,Diego Gonçalves,6,5,0.96,-0.49,290,90540,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,,,4.0,2.0,2.0,4.0,,,,,,,,,,,,,,
240,Bahia,3.39,0.0,0,M. Claus,6,Mateus Eduardo Claus,mateus-claus,3.0,Mateus Claus,6,1,0.0,0.0,265,90590,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,,,,,,,,,,,,,,,,,,,,
241,Flamengo,0.79,0.7,6,F. Bruno,6,Fabrício Bruno Soares de Faria,fabricio-bruno,8.94,Fabrício Bruno,7,3,3.98,-0.9,262,90768,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,2.0,7.0,4.0,1.0,,5.0,,,,2.0,,,,,,1.0,,,,
242,América-MG,1.99,0.0,5,Everaldo,6,Everaldo Silva do Nascimento,everaldo,9.43,Everaldo,7,5,6.1,0.0,327,91151,https://s.sde.globo.com/media/person_role/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png,3.0,7.0,3.0,2.0,3.0,11.0,1.0,3.0,1.0,,,,,,,1.0,,,,
243,Cuiabá,2.51,0.0,4,PK,6,Ítaro Patric Cardoso Calmon,pk,4.29,PK,7,2,1.7,0.0,1371,91190,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_kfJYHxI.png,,8.0,8.0,,2.0,2.0,,,,,1.0,,,,,,,,,
244,América-MG,0.21,0.1,5,Éder,6,Éder Ferreira Graminho,eder,2.66,Éder,7,3,0.8,-0.47,327,91203,https://s.sde.globo.com/media/person_role/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png,4.0,8.0,11.0,,1.0,2.0,,1.0,,,,,,,,,,,,
245,Grêmio,4.49,0.0,1,Carballo,6,Felipe Ignacio Carballo Ares,carballo,3.97,Carballo,6,4,-0.6,0.0,284,91254,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,,,2.0,,,,,,,,,,,,,,,,,
246,Botafogo,0.35,0.0,6,L. Perri,6,Lucas Estella Perri,lucas-perri,8.93,Lucas Perri,7,1,5.33,-1.5,263,91260,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,,,,,,,,,,2.0,,,28.0,6.0,,,,,,
247,Flamengo,0.13,-0.1,3,E. Pulgar,6,Erick Antonio Pulgar Farfán,erick-pulgar,3.0,Erick Pulgar,7,4,1.5,-0.48,262,91473,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,1.0,6.0,7.0,,,1.0,,1.0,,,,,,,,,,,,
248,São Paulo,1.53,2.2,4,Arboleda,6,Robert Abel Arboleda Escobar,arboleda,9.06,Arboleda,7,3,5.05,-1.3,276,91573,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,,7.0,,,1.0,2.0,,,,2.0,,,,,,,,,,
249,Palmeiras,1.55,1.8,4,Rony,6,Ronielson da Silva Barbosa,rony,8.79,Rony,7,5,1.12,-0.3,275,91607,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,,,2.0,2.0,2.0,3.0,,4.0,,,,,,,,,,,,
250,Botafogo,0.13,-0.1,6,Adryelson,6,Adryelson Shawann Lima Silva,adryelson,4.14,Adryelson,7,3,2.17,-0.82,263,91664,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,1.0,3.0,2.0,,,2.0,,,,2.0,,,,,,,,,,
251,Cruzeiro,-0.01,-0.3,2,M. Jussa,6,Matheus Isaías dos Santos,matheus-jussa,1.93,Matheus Jussa,6,4,-0.65,-0.29,283,91689,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,1.0,,1.0,,,,,,,,,,,,,,,,,
252,Cruzeiro,9.52,16.8,6,Marlon,6,Marlon Rodrigues Xavier,marlon,16.98,Marlon,7,2,10.73,2.11,283,91706,https://s.sde.globo.com/media/person_role/2023/03/13/photo_220x220_vrVAWB7.png,1.0,31.0,6.0,,,4.0,1.0,,,3.0,,,,,,1.0,,,,
253,Fluminense,9.37,16.4,6,Nino,6,Marcílio Florêncio Mota Filho,nino,15.82,Nino,7,3,8.13,2.44,266,91708,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_U5c1E7V.png,,4.0,3.0,,3.0,7.0,2.0,,1.0,4.0,,,,,,,,,,
254,Goiás,2.26,0.0,0,M. Alves,6,Matheus Alves da Silva Cardoso,matheus-alves,2.0,Matheus Alves,6,1,0.0,0.0,290,91712,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_voSytVs.png,,,,,,,,,,,,,,,,,,,,
255,Goiás,4.52,0.0,0,Felipe,6,Luiz Antonio Ferreira Rodrigues,felipe,4.0,Felipe,6,4,0.0,0.0,290,91733,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_ITYlLkP.png,,,,,,,,,,,,,,,,,,,,
256,Bahia,0.3,-1.0,4,D. Duarte,6,David de Duarte Macedo,david-duarte,4.29,David Duarte,7,3,3.63,-0.46,265,91772,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,1.0,2.0,3.0,,,2.0,1.0,,,1.0,,,,,,,,,,
257,Athlético-PR,0.21,0.0,3,Z. Ivaldo,6,José Ivaldo Almeida Silva,ze-ivaldo,3.95,Zé Ivaldo,2,3,1.47,-0.75,293,91866,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ZOxQ99E.png,,,2.0,,,,,,,1.0,,,,,,,,,,
