,atletas.status_id,atletas.foto,atletas.preco_num,atletas.atleta_id,atletas.variacao_num,atletas.posicao_id,atletas.media_num,atletas.clube.id.full.name,atletas.clube_id,atletas.slug,atletas.nome,atletas.rodada_id,atletas.pontos_num,atletas.apelido_abreviado,atletas.apelido,atletas.jogos_num,atletas.minimo_para_valorizar,CA,DE,FS,GS,PC,SG,V,A,CV,DS,FC,FD,FF,I,PS,FT,G,PP,DP,GC
84,6,https://s.sde.globo.com/media/person_role/2023/07/19/photo_FORMATO_oLjIZUt.png,6.58,70944,-2.42,4,0.3,Internacional,285,bruno-henrique,Bruno Henrique Corsini,17,0.3,B. Henrique,Bruno Henrique,1,0.26,,,,,,,,,,1.0,3.0,,,,,,,,,
85,6,https://s.sde.globo.com/media/person_role/2023/07/28/photo_FORMATO_SboFC8B.png,1.85,70986,0.0,4,0.58,Bahia,265,leo-cittadini,Leonardo Cittadini,17,0.0,L. Cittadini,Léo Cittadini,5,2.48,,,3.0,,,,,,,1.0,6.0,1.0,1.0,,,,,,,
86,6,https://s.sde.globo.com/media/person_role/2023/06/28/photo_FORMATO.png,5.32,71227,0.0,3,4.4,Vasco,267,maicon,Maicon Pereira Roque,17,0.0,Maicon,Maicon,2,1.59,,,1.0,,,1.0,,,,2.0,1.0,1.0,,,,,,,,
87,6,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qLr4Pp0.png,10.86,71571,0.0,1,5.25,Fortaleza,356,fernando-miguel,Fernando Miguel Kaufmann,17,0.0,F. Miguel,Fernando Miguel,4,5.47,,20.0,,4.0,,1.0,,,,,,,,,,,,,,
88,7,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PN9nfV7.png,9.44,71631,0.34,1,3.7,Palmeiras,275,weverton,Weverton Pereira da Silva,17,5.0,Weverton,Weverton,16,3.53,1.0,53.0,2.0,14.0,,4.0,,,,,,,,,,,,,,
89,7,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_WsvPa3o.png,8.4,71684,0.18,3,2.83,Palmeiras,275,gustavo-gomez,Gustavo Raúl Gómez Portillo,17,2.5,G. Gómez,Gustavo Gómez,16,1.75,5.0,,12.0,,,3.0,,1.0,,20.0,17.0,2.0,4.0,3.0,,,,,,
90,6,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_LaKDS7J.png,6.58,71844,0.4,5,3.02,Fortaleza,356,thiago-galhardo,Thiago Galhardo do Nascimento Rocha,17,3.1,T. Galhardo,Thiago Galhardo,13,2.19,3.0,,12.0,,,,,,,6.0,8.0,6.0,11.0,6.0,,,2.0,,,
91,6,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wzlbP45.png,5.61,71898,0.0,4,4.57,Botafogo,263,gabriel-pires,Gabriel Appelt Pires,17,0.0,G. Pires,Gabriel Pires,3,1.88,,,2.0,,,,,,,11.0,7.0,,2.0,,,,,,,
92,6,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO_jd2MPl6.png,4.81,72134,0.0,5,1.7,Grêmio,284,iturbe,Juan Manuel Iturbe Arévalos,17,0.0,Iturbe,Iturbe,1,6.27,,,1.0,,,,,,,1.0,,,,,,,,,,
93,6,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TwK8xQJ.png,6.02,72142,0.0,3,5.27,América-MG,327,danilo-avelar,Danilo Fernando Avelar,17,0.0,D. Avelar,Danilo Avelar,11,2.77,2.0,,7.0,1.0,1.0,1.0,,1.0,,15.0,24.0,5.0,6.0,1.0,,1.0,3.0,,,
94,3,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_XhJDp6n.png,5.48,72294,-0.09,1,2.97,Atlético-MG,282,everson,Everson Felipe Marques Pires,17,0.0,Everson,Everson,17,-0.08,3.0,43.0,5.0,17.0,,5.0,,,,,,,,,,,,,,
95,6,https://s.sde.globo.com/media/person_role/2022/08/16/19b70a0ace7230f7a5033ad9270abf7e_FORMATO.png,6.0,72372,0.0,1,0.0,São Paulo,276,felipe-alves,Felipe Alves Raymundo,17,0.0,F. Alves,Felipe Alves,0,8.22,,,,,,,,,,,,,,,,,,,,
96,7,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_dcBENR5.png,14.45,72391,0.6,6,5.44,Fluminense,266,fernando-diniz,Fernando Diniz Silva,17,7.06,F. Diniz,Fernando Diniz,17,4.96,,,,,,,8.0,,,,,,,,,,,,,
97,6,https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_Fbab3V0.png,5.56,72497,0.0,4,2.65,Internacional,285,gustavo-campanharo,Gustavo Campanharo,17,0.0,G. Campanharo,Gustavo Campanharo,11,3.21,5.0,,8.0,,,,,,,27.0,19.0,3.0,,,,,,,,
98,2,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_r03QzyK.png,3.96,72532,-0.69,2,3.17,Goiás,290,maguinho,Magno José da Silva,17,1.7,Maguinho,Maguinho,15,1.16,5.0,,15.0,,,3.0,,,1.0,18.0,42.0,,9.0,,1.0,,2.0,,,
99,6,https://s.sde.globo.com/media/person_role/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png,5.43,72580,0.0,1,1.17,América-MG,327,matheus-cavichioli,Matheus Fernando Cavichioli,17,0.0,M. Cavichioli,Matheus Cavichioli,7,0.24,,26.0,1.0,19.0,,,,,1.0,,1.0,,,,,,,,1.0,1.0
100,6,https://s.sde.globo.com/media/person_role/2022/04/12/5422d339b6546dc0505e80e10b027269_FORMATO.png,6.07,72583,-0.76,5,3.25,Internacional,285,pedro-henrique,Pedro Henrique Konzen Medina da Silva,17,0.0,P. Henrique,Pedro Henrique,12,-0.06,,,10.0,,,,,1.0,,12.0,20.0,4.0,10.0,11.0,1.0,,1.0,,,
101,6,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mZtm5zI.png,4.92,72595,0.0,1,6.0,Fortaleza,356,mauricio-kozlinski,Maurício Kozlinski,17,0.0,M. Kozlinski,Maurício Kozlinski,1,6.68,,1.0,,,,1.0,,,,,,,,,,,,,,
102,6,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,6.21,72605,0.93,3,2.7,Bahia,265,vitor-hugo,Vitor Hugo Franchescoli de Souza,17,7.0,V. Hugo,Vitor Hugo,11,5.08,1.0,,5.0,,1.0,3.0,,,,11.0,10.0,,5.0,,,,,,,
103,7,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_l5sEyLV.png,5.07,72762,1.23,4,2.44,Cuiabá,1371,ceppelini,Pablo Daniel Ceppelini Gatto,17,7.9,Ceppelini,Ceppelini,15,5.71,3.0,,12.0,,,,,3.0,,8.0,10.0,6.0,6.0,1.0,,,,,,
104,6,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SJwFoxe.png,5.46,72772,-0.2,5,2.46,Internacional,285,luiz-adriano,Luiz Adriano de Souza da Silva,17,0.0,L. Adriano,Luiz Adriano,15,-0.04,,,14.0,,,,,1.0,,5.0,8.0,3.0,5.0,3.0,,2.0,1.0,,,
105,7,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_X6EpiKc.png,6.21,72775,1.26,4,2.55,Athlético-PR,293,fernandinho,Fernando Luiz Rosa,17,8.0,Fernandinho,Fernandinho,8,5.82,4.0,,8.0,,1.0,,,1.0,,9.0,13.0,,2.0,1.0,,,1.0,,,
106,3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_rOFNbA7.png,4.96,72951,-1.51,3,3.69,Internacional,285,mercado,Gabriel Iván Mercado,17,-2.7,Mercado,Mercado,11,-2.04,5.0,,4.0,,,5.0,,,1.0,20.0,19.0,2.0,1.0,,,,,,,
107,7,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_9c2ocup.png,4.96,73318,-0.02,2,2.47,América-MG,327,daniel-borges,Daniel Fortunato Borges,17,1.4,D. Borges,Daniel Borges,4,1.03,1.0,,2.0,,,,,,,6.0,5.0,1.0,,,,1.0,,,,
108,7,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_GJkHCf2.png,11.47,73384,1.19,2,5.22,Fluminense,266,samuel-xavier,Samuel Xavier Brito,17,9.3,S. Xavier,Samuel Xavier,13,6.64,4.0,,14.0,,,5.0,,2.0,,15.0,11.0,2.0,6.0,2.0,,,1.0,,,
109,6,https://s.sde.globo.com/media/person_role/2023/04/10/photo_FORMATO_UU1DWbN.png,3.41,73479,0.0,5,2.24,Internacional,285,jean-dias,Jean Dias da Costa,17,0.0,J. Dias,Jean Dias,10,1.73,1.0,,12.0,,,,,1.0,,2.0,5.0,1.0,3.0,1.0,,,1.0,,,
110,7,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_QXt8Pw7.png,5.82,73620,-0.89,3,2.09,Grêmio,284,bruno-alves,Bruno Fabiano Alves,17,1.0,B. Alves,Bruno Alves,15,0.69,1.0,,9.0,,,3.0,,,,10.0,6.0,1.0,2.0,2.0,,,,,,
111,7,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_8U4l1F1.png,4.93,73781,0.84,5,4.13,Goiás,290,guilherme-marques,Guilherme Costa Marques,17,7.0,G. Marques,Guilherme Marques,11,5.02,2.0,,7.0,,,,,2.0,1.0,13.0,15.0,3.0,8.0,2.0,,,2.0,,,
112,6,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_8nCiWcT.png,3.97,73800,0.0,3,0.0,Flamengo,262,rodrigo-caio,Rodrigo Caio Coquette Russo,17,0.0,R. Caio,Rodrigo Caio,1,5.33,,,,,,,,,,,,,,,,,,,,
113,5,https://s.sde.globo.com/media/person_role/2022/03/31/a411b722d7d0edc88f871c1a48191dc1_FORMATO.png,7.85,73850,0.0,5,4.57,América-MG,327,aloisio,Aloísio dos Santos Gonçalves,17,0.0,Aloísio,Aloísio,12,-0.31,3.0,,8.0,,,,,1.0,,2.0,18.0,7.0,10.0,6.0,,4.0,3.0,,,
114,5,https://s.sde.globo.com/media/person_role/2021/05/04/83ae4938b05e0e1d67ad49af17785e89_FORMATO.png,3.03,73974,0.0,4,1.24,Santos,277,alison,Alison Lopes Ferreira,17,0.0,Alison,Alison,5,0.74,,,1.0,,,,,,,5.0,1.0,,,,,,,,,
115,6,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_zKZCWAI.png,8.0,74061,0.0,1,0.0,Botafogo,263,gatito-fernandez,Roberto Junior Fernández Torres,17,0.0,G. Fernández,Gatito Fernández,0,11.06,,,,,,,,,,,,,,,,,,,,
116,6,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_UA5MZDv.png,8.08,78077,2.0,2,3.28,Athlético-PR,293,madson,Madson Ferreira dos Santos,17,15.4,Madson,Madson,13,11.15,3.0,,8.0,,,4.0,,2.0,,5.0,12.0,,2.0,3.0,,,1.0,,,
117,7,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8pHdjST.png,7.29,78117,-0.39,5,1.95,Bahia,265,everaldo,Everaldo Stum,17,0.0,Everaldo,Everaldo,14,-0.03,4.0,,10.0,,,,,,,6.0,13.0,5.0,2.0,5.0,,,2.0,,,
118,7,https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,9.63,78445,-1.44,2,5.09,Internacional,285,rene,Renê Rodrigues Martins,17,2.3,Renê,Renê,15,1.52,2.0,,23.0,,,6.0,,,,31.0,13.0,1.0,3.0,1.0,,,,,,
119,7,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_7bHRcHm.png,7.03,78580,0.0,5,3.02,Cuiabá,1371,jonathan-cafu,Jonathan Renato Barbosa,17,0.0,J. Cafu,Jonathan Cafu,15,3.97,3.0,,24.0,,,,,2.0,,19.0,15.0,2.0,5.0,4.0,2.0,,,,,
120,6,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_GUlE7bV.png,4.28,78605,0.0,4,0.0,Internacional,285,gabriel,Gabriel Girotto Franco,17,0.0,Gabriel,Gabriel,1,5.77,,,,,,,,,,,,,,,,,,,,
121,5,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Yl1MU4D.png,5.62,78715,0.0,4,3.8,Cruzeiro,283,ramiro,Ramiro Moschen Benetti,17,0.0,Ramiro,Ramiro,6,0.84,3.0,,,,,,,1.0,,9.0,8.0,1.0,4.0,,,,1.0,,,
122,7,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_YOXKUlg.png,8.24,78850,0.0,2,4.73,Grêmio,284,reinaldo,Reinaldo Manoel da Silva,17,0.0,Reinaldo,Reinaldo,10,5.23,6.0,,10.0,,,2.0,,4.0,,7.0,17.0,4.0,3.0,2.0,,,1.0,,,
123,6,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_xMjWx6h.png,1.94,78855,0.0,4,0.54,Fluminense,266,thiago-santos,Thiago dos Santos,17,0.0,T. Santos,Thiago Santos,8,1.75,2.0,,3.0,,,,,,,5.0,8.0,1.0,,,,,,,,
124,6,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_aiqNBl6.png,2.16,79035,0.0,3,0.0,Santos,277,luiz-felipe,Luiz Felipe do Nascimento dos Santos,17,0.0,L. Felipe,Luiz Felipe,1,2.76,,,,,,,,,,,,,,,,,,,,
125,7,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_iLUMfpx.png,10.68,79113,0.06,3,6.27,Botafogo,263,victor-cuesta,Víctor Leandro Cuesta,17,5.6,V. Cuesta,Víctor Cuesta,15,3.89,6.0,,8.0,,,10.0,,1.0,,24.0,14.0,2.0,4.0,1.0,,1.0,1.0,,,
126,6,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_So2bREb.png,4.42,79188,0.0,5,2.24,Fortaleza,356,silvio-romero,Silvio Ezequiel Romero,17,0.0,S. Romero,Silvio Romero,11,0.32,2.0,,4.0,,,,,1.0,,1.0,6.0,,2.0,4.0,,1.0,2.0,,,
127,6,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_S95pz8G.png,1.6,79268,-0.06,4,0.96,Cuiabá,1371,filipe-augusto,Filipe Augusto Carvalho Souza,17,-0.3,F. Augusto,Filipe Augusto,10,-0.2,1.0,,8.0,,,,,,1.0,11.0,12.0,,,,,,,,,
128,5,https://s.sde.globo.com/media/person_role/2021/06/04/a95541b4ee84849f6e060a780b86704d_FORMATO.png,2.01,79334,0.0,3,1.04,América-MG,327,ricardo-silva,Ricardo César Dantas da Silva,17,0.0,R. Silva,Ricardo Silva,5,0.55,1.0,,4.0,,,,,,,5.0,6.0,,,,,,,,,
129,7,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_CKcA05y.png,15.0,79631,1.12,5,4.68,Fluminense,266,cano,Germán Ezequiel Cano,17,10.3,Cano,Cano,16,7.37,4.0,,6.0,,,,,,,13.0,16.0,10.0,15.0,8.0,,2.0,5.0,1.0,,
130,7,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO_YrS5yhK.png,4.99,79701,0.28,4,3.3,Cruzeiro,283,lucas-silva,Lucas Silva Borges,17,5.8,L. Silva,Lucas Silva,5,4.22,,,7.0,,,,,1.0,,8.0,5.0,,,1.0,,,,,,
131,7,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_jUc4EZ2.png,7.46,80196,-0.1,4,2.44,Fortaleza,356,yago-pikachu,Glaybson Yago Souza Lisboa,17,1.2,Y. Pikachu,Yago Pikachu,17,0.81,2.0,,15.0,,,,,,,7.0,6.0,4.0,6.0,2.0,,,3.0,1.0,,
132,7,https://s.sde.globo.com/media/person_role/2022/03/01/aeb1926a6ddb270206f4ceffcf701d4b_FORMATO.png,11.4,80287,0.0,5,5.02,São Paulo,276,luciano,Luciano da Rocha Neves,17,0.0,Luciano,Luciano,15,1.14,3.0,,22.0,,,,,2.0,,7.0,11.0,8.0,11.0,2.0,,2.0,4.0,1.0,,
133,7,https://s.sde.globo.com/media/person_role/2023/07/18/photo_FORMATO_2XeJymB.png,8.03,80313,-0.5,2,7.15,Bahia,265,gilberto,Gilberto Moraes Júnior,17,3.9,Gilberto,Gilberto,2,2.65,1.0,,3.0,,,2.0,,,,2.0,2.0,1.0,1.0,,,,,,,
134,7,https://s.sde.globo.com/media/person_role/2023/07/12/photo_220x220.png,6.17,80538,-0.83,3,3.9,Fluminense,266,marlon,Marlon Santos da Silva Barbosa,17,3.9,Marlon,Marlon,1,2.87,1.0,,1.0,,,1.0,,,,,2.0,,,,,,,,,
135,7,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_l0JerUa.png,7.19,80583,-0.86,4,3.63,Santos,277,lucas-lima,Lucas Rafael Araújo Lima,17,1.5,L. Lima,Lucas Lima,17,0.98,2.0,,22.0,,,,,4.0,,25.0,32.0,2.0,3.0,4.0,,,1.0,,,
136,6,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cnIvHfj.png,7.45,80692,0.0,3,3.79,Palmeiras,275,luan,Luan Garcia Teixeira,17,0.0,Luan,Luan,11,3.4,1.0,,8.0,,,3.0,,,,10.0,15.0,2.0,4.0,3.0,,1.0,1.0,,,
137,6,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_2mIyND1.png,7.0,80853,0.0,3,0.0,Grêmio,284,pedro-geromel,Pedro Tonon Geromel,17,0.0,P. Geromel,Pedro Geromel,0,9.64,,,,,,,,,,,,,,,,,,,,
138,7,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,8.36,81091,-0.28,4,4.06,Vasco,267,jair,Jair Rodrigues Júnior,17,1.2,Jair,Jair,14,0.78,5.0,,38.0,,,,,,,24.0,23.0,2.0,2.0,,1.0,,2.0,,,
139,6,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_t30cY72.png,3.48,81121,0.0,4,1.52,Bahia,265,lucas-mugni,Lucas Andrés Mugni,17,0.0,L. Mugni,Lucas Mugni,5,2.65,,,1.0,,,,,,,5.0,3.0,1.0,1.0,,,,,,,
140,2,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_VrbLrFd.png,8.97,81150,0.92,2,5.12,Palmeiras,275,mayke,Mayke Rocha de Oliveira,17,9.8,Mayke,Mayke,14,7.04,3.0,,4.0,,,3.0,,4.0,,28.0,16.0,,1.0,,,,1.0,,,
141,7,https://s.sde.globo.com/media/person_role/2022/03/01/14ebdbca4e280cd9dfdb9b7e2148afe0_FORMATO.png,5.28,81845,-0.09,4,2.64,São Paulo,276,alisson,Alisson Euler de Freitas Castro,17,0.0,Alisson,Alisson,17,-0.07,2.0,,12.0,,,,,3.0,,20.0,18.0,1.0,8.0,1.0,,,,,,
142,7,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_KgJZuxA.png,7.83,81881,0.86,1,4.63,Fortaleza,356,joao-ricardo,João Ricardo Riedi,17,5.5,J. Ricardo,João Ricardo,12,3.9,1.0,37.0,3.0,14.0,,5.0,,,,,,,,,,,,,1.0,
143,6,https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_X04virK.png,4.33,81905,0.0,5,1.88,Cruzeiro,283,henrique-dourado,José Henrique da Silva Dourado,17,0.0,H. Dourado,Henrique Dourado,11,0.77,2.0,,9.0,,,,,,,3.0,12.0,2.0,7.0,8.0,,1.0,1.0,,,
144,7,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_9raWzET.png,3.01,81952,0.08,4,2.27,Goiás,290,willian-oliveira,Willian Osmar de Oliveira Silva,17,1.2,W. Oliveira,Willian Oliveira,13,0.84,4.0,,17.0,,,,,,,20.0,20.0,2.0,2.0,,,1.0,,,,
145,2,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ek7YW7J.png,5.72,82381,-0.42,4,2.68,América-MG,327,juninho,Adilson dos Anjos Oliveira,17,0.1,Juninho,Juninho,16,0.01,2.0,,13.0,,,,,,,16.0,13.0,3.0,3.0,1.0,1.0,,2.0,,,
146,7,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jSvkpAL.png,6.01,82453,-0.92,1,3.15,Goiás,290,tadeu,Tadeu Antônio Ferreira,17,0.0,Tadeu,Tadeu,14,-0.08,,46.0,4.0,19.0,,3.0,,,,,,,,,,,,,,
147,7,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XlK02hD.png,11.42,82455,1.47,4,5.08,Palmeiras,275,ze-rafael,José Rafael Vivian,17,9.8,Z. Rafael,Zé Rafael,14,6.99,5.0,,30.0,,,,,2.0,,44.0,33.0,5.0,3.0,1.0,,,,,,
148,6,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,3.93,82463,0.01,4,2.38,Atlético-MG,282,otavio,Otávio Henrique Passos Santos,17,1.5,Otávio,Otávio,7,1.09,3.0,,3.0,,,,,,,16.0,10.0,1.0,1.0,,,,,,,
149,6,https://s.sde.globo.com/media/person_role/2023/07/03/photo_FORMATO.png,4.9,82627,0.04,5,0.27,Flamengo,262,luiz-araujo,Luiz de Araújo Guimarães Neto,17,1.7,L. Araújo,Luiz Araújo,3,1.29,,,1.0,,,,,,1.0,3.0,5.0,1.0,,,,,,,,
150,6,https://s.sde.globo.com/media/person_role/2022/05/12/98abba841d176135f9ec02a557177a7f_FORMATO.png,9.35,82628,0.0,2,5.72,Fortaleza,356,tinga,Guilherme de Jesus da Silva,17,0.0,Tinga,Tinga,12,0.18,,,4.0,,,5.0,,,,27.0,8.0,2.0,2.0,3.0,,,1.0,,,
151,6,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jsdA8Zf.png,2.34,82730,0.0,1,0.0,Goiás,290,marcelo-rangel,Marcelo Rangel da Rosa,17,0.0,M. Rangel,Marcelo Rangel,3,-2.03,,8.0,,8.0,,,,,,,,,,,,,,,,
152,7,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_L21KedQ.png,10.11,82747,-0.25,6,4.9,Santos,277,paulo-turra,Paulo César Turra,17,2.81,P. Turra,Paulo Turra,15,1.89,,,,,,,6.0,,,,,,,,,,,,,
153,7,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bPEXkEO.png,5.36,82766,-0.29,4,2.01,São Paulo,276,wellington-rato,Wellington Soares da Silva,17,-0.2,W. Rato,Wellington Rato,15,-0.18,2.0,,6.0,,,,,2.0,,11.0,7.0,3.0,6.0,4.0,,,,,,
154,3,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_mbchRWW.png,12.66,83257,-0.4,5,4.85,Flamengo,262,gabriel,Gabriel Barbosa Almeida,17,1.2,Gabriel,Gabriel,13,0.74,6.0,,12.0,,,,,1.0,,5.0,4.0,11.0,12.0,5.0,,1.0,4.0,1.0,,
155,6,https://s.sde.globo.com/media/person_role/2023/07/21/photo_220x220_fMrOLLy.png,4.32,83276,-1.68,5,0.0,Santos,277,julio-furch,Julio César Furch,17,0.0,J. Furch,Julio Furch,1,0.04,,,,,,,,,,,,,,,,,,,,
156,6,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_TvGvJD9.png,5.86,83433,0.0,4,1.94,Atlético-MG,282,patrick,Patrick Bezerra do Nascimento,17,0.0,Patrick,Patrick,13,1.67,1.0,,11.0,,,,,,,16.0,4.0,1.0,2.0,1.0,,,,,,
157,7,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_Wclql1X.png,13.3,83528,-1.13,3,5.74,Flamengo,262,leo-pereira,Leonardo Pereira,17,-0.8,L. Pereira,Léo Pereira,15,-0.77,2.0,,15.0,,,6.0,,,,23.0,8.0,,2.0,1.0,,,3.0,,,
158,7,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_U329TT2.png,5.15,83786,0.71,3,5.48,Cruzeiro,283,neris,Hueglo dos Santos Neris,17,7.6,Neris,Neris,7,5.48,3.0,,2.0,,,5.0,,1.0,,11.0,16.0,1.0,1.0,,,,,,,
159,7,https://s.sde.globo.com/media/person_role/2023/06/30/photo_220x220_AACy2wU.png,5.22,83817,-1.44,5,3.15,Cuiabá,1371,clayson,Clayson Henrique da Silva Vieira,17,0.7,Clayson,Clayson,4,0.42,1.0,,8.0,,,,,,,1.0,4.0,,2.0,,,,1.0,,,
160,7,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TbDAa67.png,21.73,84042,0.82,5,9.83,Botafogo,263,tiquinho-soares,Francisco das Chagas Soares dos Santos Meireles,17,17.7,T. Soares,Tiquinho Soares,16,12.57,5.0,,36.0,,,,,4.0,,8.0,25.0,6.0,20.0,10.0,,,13.0,1.0,,
161,7,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_LiuUOj2.png,7.69,84263,-0.75,3,2.99,Atlético-MG,282,jemerson,Jemerson de Jesus Nascimento,17,2.2,Jemerson,Jemerson,15,1.54,3.0,,7.0,,,5.0,,1.0,,14.0,18.0,1.0,2.0,1.0,,,,,,
162,7,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_FEUiEbp.png,4.99,84339,-0.73,3,2.99,Goiás,290,bruno-melo,Bruno Ferreira Melo,17,0.4,B. Melo,Bruno Melo,15,0.21,7.0,,11.0,,1.0,2.0,,1.0,,9.0,13.0,2.0,9.0,2.0,,,2.0,,,
163,7,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_DOXZ9Xn.png,7.76,84428,-0.67,4,5.37,Cuiabá,1371,fernando-sobral,Fernando Pereira do Nascimento,17,3.5,F. Sobral,Fernando Sobral,13,2.4,3.0,,20.0,,,,,2.0,,31.0,19.0,5.0,8.0,,1.0,,1.0,,,
164,6,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_UU97nfg.png,2.6,84523,0.0,5,0.75,Fortaleza,356,romarinho,José Romário Silva de Souza,17,0.0,Romarinho,Romarinho,9,-2.49,,,6.0,,,,,,,,1.0,2.0,2.0,,,,,,,
165,7,https://s.sde.globo.com/media/person_role/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png,9.4,84674,0.37,4,5.68,Bragantino,280,lucas-evangelista,Lucas Evangelista Santana de Oliveira,17,8.2,L. Evangelista,Lucas Evangelista,16,5.77,2.0,,39.0,,,,,5.0,,25.0,16.0,7.0,15.0,2.0,,1.0,,,,
166,6,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_M1z2XK5.png,4.61,84816,0.0,2,5.6,Flamengo,262,varela,Guillermo Varela Olivera,17,0.0,Varela,Varela,1,5.38,,,,,,1.0,,,,1.0,2.0,,,,,,,,,
167,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_wdF92Dr.png,7.61,84817,-1.06,5,5.68,Coritiba,294,robson,Robson dos Santos Fernandes,17,1.5,Robson,Robson,15,0.92,6.0,,20.0,,,,,1.0,,26.0,31.0,6.0,8.0,3.0,1.0,,5.0,,,
168,6,https://s.sde.globo.com/media/person_role/2023/07/26/photo_220x220_q8xm0Ax.png,4.49,84918,-1.51,5,0.4,Bahia,265,rafael-ratao,Rafael Rogério da Silva,17,0.4,R. Ratão,Rafael Ratão,1,0.31,1.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,
169,7,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_kJmHr1X.png,9.18,85004,1.92,1,4.2,Bahia,265,marcos-felipe,Marcos Felipe de Freitas Monteiro,17,16.0,M. Felipe,Marcos Felipe,16,11.53,,62.0,2.0,21.0,,5.0,,,,,,,,,,,,,,
