,atletas.clube.id.full.name,atletas.posicao_id,atletas.jogos_num,atletas.atleta_id,atletas.nome,atletas.pontos_num,atletas.rodada_id,atletas.apelido_abreviado,atletas.minimo_para_valorizar,atletas.variacao_num,atletas.status_id,atletas.slug,atletas.apelido,atletas.media_num,atletas.clube_id,atletas.preco_num,atletas.foto,CA,DS,FC,FD,FF,FS,FT,G,SG,A,I,V,PP,PS,DE,GS,CV,DP,GC,PC
169,Corinthians,4,1,85315,Víctor Danilo Cantillo Jiménez,0.0,11,Cantillo,,0.0,6,cantillo,Cantillo,8.9,264,8.32,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_XLtLBFc.png,,6.0,,1.0,,1.0,,,,,,,,,,,,,,
170,Santos,1,11,85425,João Paulo Silva Martins,0.0,11,J. Paulo,,-1.61,7,joao-paulo,João Paulo,5.5,277,11.8,https://s.sde.globo.com/media/person_role/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,,,,,,1.0,,,5.0,,,,,,45.0,10.0,,,,
171,Athlético-PR,4,7,85465,Alex Paulo Menezes Santana,1.7,11,A. Santana,,-0.25,3,alex-santana,Alex Santana,2.45,293,4.69,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_9oyYdIt.png,3.0,6.0,8.0,1.0,4.0,12.0,,1.0,,,1.0,,,,,,1.0,,,
172,Vasco,3,11,85626,Leonardo Pinheiro da Conceição,4.0,11,Léo,,0.68,7,leo,Léo,0.56,267,2.71,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_upcZmtB.png,1.0,3.0,8.0,,,6.0,1.0,,,,,,,,,,,,,
173,Atlético-MG,4,10,85931,Hyoran Kaue Dalmoro,-1.6,11,Hyoran,,-1.04,6,hyoran,Hyoran,3.81,282,5.7,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_we4xNWc.png,4.0,13.0,22.0,3.0,9.0,9.0,1.0,2.0,,,2.0,,,,,,,,,1.0
174,Botafogo,5,3,85993,Gustavo Affonso Sauerbeck,0.2,11,G. Sauer,,-0.71,6,gustavo-sauer,Gustavo Sauer,1.8,263,2.05,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_plrV8jg.png,,3.0,3.0,,1.0,2.0,,,,,1.0,,,1.0,,,,,,
175,América-MG,3,5,86143,Wanderson Santos Pereira,0.0,11,Wanderson,,-0.23,7,wanderson,Wanderson,1.22,327,2.89,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_b5qzoWm.png,,1.0,7.0,1.0,1.0,,,,1.0,,,,,,,,,,,
176,América-MG,4,9,86388,Alexandre Egea,2.9,11,Alê,,0.32,6,ale,Alê,2.24,327,5.93,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_BijuTNZ.png,2.0,9.0,11.0,,4.0,7.0,,1.0,,,,,,,,,,,,
177,Goiás,2,11,86391,Sander Henrique Bortolotto,12.9,11,Sander,,1.04,7,sander,Sander,5.72,290,11.56,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_klsEyT2.png,,29.0,14.0,4.0,2.0,22.0,,,1.0,2.0,1.0,,,,,,,,,
178,Coritiba,2,7,86410,Victor Luis Chuab Zamblauskas,0.0,11,V. Luis,,0.0,6,victor-luis,Victor Luis,1.14,294,3.11,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_cjqZYOH.png,2.0,5.0,6.0,,1.0,6.0,,,1.0,,,,,,,,,,1.0,
179,Fluminense,5,5,86485,Marcos da Silva França,2.2,11,Keno,,0.32,7,keno,Keno,0.16,266,2.42,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_RDEOJLs.png,2.0,2.0,5.0,,,4.0,,,,,1.0,,,,,,,,,
180,São Paulo,1,0,86508,Jandrei Chitolina Carniel,0.0,11,Jandrei,,0.0,6,jandrei,Jandrei,0.0,276,5.0,https://s.sde.globo.com/media/person_role/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,,,,,,,,,,,,,,,,,,,,
181,Botafogo,4,11,86686,Danilo das Neves Pinheiro,0.7,11,T. Tchê,,-0.34,7,tche-tche,Tchê Tchê,3.02,263,7.97,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_FytIYxJ.png,,10.0,17.0,3.0,4.0,13.0,,1.0,,1.0,,,,,,,,,,
182,Cruzeiro,4,4,86711,Richard Cândido Coelho,0.0,11,R. Coelho,,0.0,6,richard-coelho,Richard Coelho,4.75,283,9.02,https://s.sde.globo.com/media/person_role/2023/03/14/photo_220x220_hWLUIMn.png,2.0,13.0,5.0,1.0,3.0,7.0,,,,,2.0,,,,,,,,,
183,Flamengo,5,11,86757,Everton Sousa Soares,-0.2,11,Everton,,-1.49,2,everton,Everton,4.42,262,7.83,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_EcaScZP.png,1.0,8.0,8.0,6.0,10.0,7.0,,1.0,,3.0,3.0,,,1.0,,,,,,
184,Botafogo,4,4,86777,Danilo Barbosa da Silva,1.7,11,D. Barbosa,,-1.17,6,danilo-barbosa,Danilo Barbosa,3.85,263,5.2,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_6wIsdHM.png,,4.0,4.0,,1.0,6.0,,1.0,,,,,,,,,,,,
185,Coritiba,5,5,86799,Rodrigo Cunha Pereira de Pinho,0.0,11,R. Pinho,,0.0,6,rodrigo-pinho,Rodrigo Pinho,1.88,294,3.58,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_28kb8HP.png,,2.0,2.0,2.0,4.0,4.0,,,,,,,,,,,,,,
186,Coritiba,4,8,86841,Gabriel Boschilia,0.6,11,Boschilia,,-0.52,6,boschilia,Boschilia,4.0,294,5.99,https://s.sde.globo.com/media/person_role/2022/08/12/8bbade4dbabca44eb3eda2767deda745_FORMATO.png,1.0,7.0,5.0,4.0,6.0,7.0,,1.0,,1.0,,,,,,,,,,
187,Fortaleza,4,5,86859,José Welison da Silva,-1.9,11,J. Welison,,-0.54,6,jose-welison,José Welison,0.08,356,2.24,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_Sq4MDcU.png,2.0,3.0,9.0,,,3.0,,,,,,,,,,,,,,
188,América-MG,2,7,86864,Marlon Matheus Lopes do Nascimento,2.9,11,Marlon,,-1.06,6,marlon,Marlon,4.16,327,5.72,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_9jhAK26.png,1.0,14.0,5.0,,1.0,14.0,,,1.0,1.0,,,,,,,,,1.0,
189,Santos,3,3,86970,Eduardo Gabriel dos Santos Bauermann,0.0,11,E. Bauermann,,0.0,3,eduardo-bauermann,Eduardo Bauermann,5.3,277,8.08,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_GWoHgvv.png,,2.0,3.0,1.0,4.0,,,1.0,1.0,,,,,,,,1.0,,,
190,Vasco,1,11,87008,Leonardo César Jardim,-1.0,11,L. Jardim,,-0.21,7,leo-jardim,Léo Jardim,2.05,267,8.82,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,1.0,,,,,1.0,,,,,,,,,43.0,20.0,,,,
191,Grêmio,4,8,87009,Nathan Allan de Souza,3.1,11,Nathan,,0.31,6,nathan,Nathan,1.89,284,4.9,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,1.0,8.0,7.0,4.0,3.0,3.0,,,,,1.0,,,,,,,,,
192,Goiás,5,10,87098,Matheus Vieira Campos Peixoto,1.8,11,M. Peixoto,,-1.37,7,matheus-peixoto,Matheus Peixoto,4.79,290,8.09,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_FC0h7Wp.png,2.0,10.0,11.0,5.0,10.0,14.0,,2.0,,1.0,8.0,,,,,,,,,
193,Athlético-PR,3,8,87225,Pedro Henrique Ribeiro Gonçalves,1.1,11,P. Henrique,,-1.01,6,pedro-henrique,Pedro Henrique,4.28,293,9.3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,3.0,9.0,8.0,1.0,3.0,5.0,,1.0,3.0,,2.0,,,,,,,,,
194,Atlético-MG,2,2,87228,Guilherme Antonio Arana Lopes,1.9,11,G. Arana,,0.21,7,guilherme-arana,Guilherme Arana,0.95,282,9.34,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,1.0,2.0,,,,1.0,,,,,,,,,,,,,,
195,Internacional,4,9,87242,Carlos María de Pena Bonino,0.0,11,C. Pena,,0.0,5,carlos-de-pena,Carlos de Pena,2.75,285,7.4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,1.0,9.0,5.0,2.0,5.0,4.0,,1.0,,,,,,,,,,,,
196,Santos,5,6,87258,Yeferson Julio Soteldo Martínez,3.0,11,Soteldo,,-0.69,7,soteldo,Soteldo,5.33,277,8.52,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,,7.0,2.0,4.0,5.0,21.0,1.0,,,1.0,1.0,,,,,,1.0,,,
197,Grêmio,3,8,87342,Walter Kannemann,0.0,11,Kannemann,,0.0,7,kannemann,Kannemann,4.48,284,8.35,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,6.0,23.0,15.0,1.0,2.0,8.0,,,2.0,1.0,,,,,,,1.0,,,
198,Santos,3,11,87402,Messias Rodrigues da Silva Júnior,2.4,11,Messias,,-0.56,7,messias,Messias,4.01,277,7.54,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,,16.0,7.0,,2.0,3.0,,,5.0,,1.0,,,,,,,,,1.0
199,Bahia,4,10,87470,Thaciano Mickael da Silva,10.1,11,Thaciano,,1.65,7,thaciano,Thaciano,6.52,265,12.75,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,,17.0,12.0,4.0,11.0,12.0,1.0,2.0,,2.0,2.0,,,,,,,,,
200,Athlético-PR,4,8,87552,Vitor Frezarin Bueno,9.7,11,V. Bueno,,1.01,7,vitor-bueno,Vitor Bueno,4.18,293,7.89,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,3.0,6.0,4.0,4.0,4.0,9.0,1.0,,,3.0,1.0,,,,,,,,,
201,América-MG,1,5,87603,Mateus Pasinato,0.0,11,M. Pasinato,,0.0,6,mateus-pasinato,Mateus Pasinato,3.8,327,2.95,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_1bOXVa7.png,,,,,,2.0,,,1.0,,,,,,20.0,7.0,,,,
202,Cruzeiro,4,9,87742,Antônio Francisco Moura Neto,0.6,11,N. Moura,,0.05,7,neto-moura,Neto Moura,1.06,283,2.66,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_MSIx6c6.png,1.0,7.0,9.0,1.0,4.0,1.0,,,,,1.0,,,,,,,,,
203,Bahia,4,6,87747,Yago Felipe da Costa Rocha,0.0,11,Y. Felipe,,0.0,6,yago-felipe,Yago Felipe,2.18,265,5.25,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO.png,1.0,12.0,13.0,,2.0,4.0,,,,,,,,,,,,,,
204,Botafogo,3,5,87808,Philipe Sampaio Azevedo,6.2,11,P. Sampaio,,0.42,6,philipe-sampaio,Philipe Sampaio,3.9,263,4.58,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,,3.0,1.0,,1.0,1.0,,,3.0,,1.0,,,,,,,,,
205,Atlético-MG,3,7,87853,Paolo Mauricio Lemos Merladett,0.0,11,M. Lemos,,0.0,2,mauricio-lemos,Mauricio Lemos,3.51,282,9.72,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,4.0,7.0,9.0,4.0,1.0,5.0,,1.0,2.0,,2.0,,,,,,1.0,,,
206,Flamengo,4,6,87863,Giorgian Daniel de Arrascaeta Benedetti,3.8,11,Arrascaeta,,0.25,7,arrascaeta,Arrascaeta,5.18,262,12.92,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,1.0,5.0,7.0,2.0,6.0,8.0,2.0,,,2.0,,,,1.0,,,,,,
207,Corinthians,3,1,87887,Fabián Cornelio Balbuena González,0.0,11,Balbuena,,0.0,6,balbuena,Balbuena,0.9,264,4.33,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_a0U2siY.png,,1.0,1.0,,,,,,,,,,,,,,,,,
208,Cuiabá,3,9,88033,Alan Pereira Empereur,2.1,11,A. Empereur,,0.39,7,alan-empereur,Alan Empereur,2.44,1371,4.5,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,2.0,3.0,4.0,1.0,3.0,6.0,,,2.0,1.0,,,,,,,,,,
209,Botafogo,6,11,88037,Luís Manuel Ribeiro de Castro,6.71,11,L. Castro,,0.11,7,luis-castro,Luís Castro,6.82,263,13.24,https://s.sde.globo.com/media/person_role/2022/02/21/3d4eb55c672851b1407085b09c4dfbb4_FORMATO.png,,,,,,,,,,,,9.0,,,,,,,,
210,Fluminense,2,0,88065,Jorge Marco de Oliveira Moraes,0.0,11,Jorge,,0.0,5,jorge,Jorge,0.0,266,4.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Rnoad6D.png,,,,,,,,,,,,,,,,,,,,
211,Vasco,1,0,88136,Ivan Quaresma da Silva,0.0,11,Ivan,,0.0,6,ivan,Ivan,0.0,267,5.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_qStnmUz.png,,,,,,,,,,,,,,,,,,,,
212,Corinthians,5,3,88323,Ángel Rodrigo Romero Villamayor,0.0,11,Ã. Romero,,0.0,6,angel-romero,Ángel Romero,0.63,264,2.97,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,,1.0,1.0,,,2.0,,,,,,,,,,,,,,
213,Vasco,2,0,88368,Gabriel Dias de Oliveira,0.0,11,G. Dias,,0.0,5,gabriel-dias,Gabriel Dias,0.0,267,3.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_SmDR7cT.png,,,,,,,,,,,,,,,,,,,,
214,Flamengo,2,11,88393,Ayrton Lucas Dantas de Medeiros,0.0,11,A. Lucas,,-1.13,7,ayrton-lucas,Ayrton Lucas,6.47,262,14.86,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,2.0,12.0,16.0,3.0,3.0,15.0,,3.0,4.0,1.0,,,,1.0,,,,,,
215,Bragantino,2,7,88423,Aderlan de Lima Silva,5.8,11,Aderlan,,-0.08,6,aderlan,Aderlan,4.36,280,8.45,https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,,14.0,9.0,,3.0,4.0,,,2.0,1.0,,,,,,,1.0,,,
216,Fortaleza,4,2,88597,Lucas de Figueiredo Crispim,0.0,11,L. Crispim,,0.0,6,lucas-crispim,Lucas Crispim,1.3,356,4.19,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_EvxhSX5.png,,2.0,1.0,,,1.0,,,,,,,,,,,,,,
217,Coritiba,4,7,88857,Damián Marcelino Moreno,3.2,11,M. Moreno,,-0.19,7,marcelino-moreno,Marcelino Moreno,3.27,294,4.41,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_S4cMFFx.png,1.0,2.0,3.0,3.0,3.0,17.0,,1.0,,,1.0,,,,,,,,,
218,Coritiba,1,1,88916,Luan Polli Gomes,0.0,11,L. Polli,,0.0,6,luan-polli,Luan Polli,3.5,294,3.54,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_gZl1v6O.png,,,,,,1.0,,,,,,,,,5.0,2.0,,,,
219,América-MG,3,9,89226,Iago Justen Maidana Martins,0.2,11,I. Maidana,,-0.49,7,iago-maidana,Iago Maidana,0.3,327,1.79,https://s.sde.globo.com/media/person_role/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,3.0,4.0,9.0,,4.0,1.0,,,,,1.0,,,,,,,,,
220,Flamengo,4,7,89256,Gerson Santos da Silva,1.4,11,Gerson,,-0.9,7,gerson,Gerson,6.61,262,10.59,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,1.0,8.0,18.0,1.0,2.0,19.0,,2.0,,3.0,2.0,,,1.0,,,,,,1.0
221,Grêmio,2,6,89273,João Pedro Maturano dos Santos,0.2,11,J. Pedro,,-0.84,7,joao-pedro,João Pedro,4.27,284,10.69,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,,8.0,1.0,,1.0,5.0,,1.0,1.0,,,,,,,,,,,
222,Cruzeiro,2,11,89275,Willian de Asevedo Furtado,1.7,11,William,,-0.15,7,william,William,4.23,283,8.62,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,2.0,18.0,14.0,,4.0,16.0,,,3.0,1.0,,,,,,,,,,
223,Atlético-MG,3,0,89493,Igor Rabello da Costa,0.0,11,I. Rabello,,0.0,6,igor-rabello,Igor Rabello,0.0,282,5.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,,,,,,,,,,,,,,,,,,,,
224,Flamengo,4,9,89637,Thiago Maia Alencar,2.4,11,T. Maia,,-0.28,2,thiago-maia,Thiago Maia,2.98,262,6.87,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,2.0,25.0,10.0,,1.0,2.0,,,,,,,,,,,,,,
225,Cuiabá,5,6,89695,Iury Lirio Freitas de Castilho,2.0,11,I. Castilho,,0.08,6,iury-castilho,Iury Castilho,1.67,1371,3.03,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_WoJbpFR.png,,2.0,4.0,3.0,3.0,6.0,,,,,2.0,,,,,,,,,
226,São Paulo,5,10,89840,Jonathan Calleri,6.3,11,Calleri,,0.83,7,calleri,Calleri,5.94,276,15.29,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,2.0,3.0,28.0,4.0,8.0,27.0,,4.0,,2.0,6.0,,,,,,,,,
227,Grêmio,4,10,89846,Franco Cristaldo,3.4,11,Cristaldo,,0.02,7,cristaldo,Cristaldo,6.06,284,10.9,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,,16.0,2.0,6.0,5.0,18.0,,2.0,,1.0,2.0,,,1.0,,,,,,
228,Santos,4,10,89883,Douglas Moreira Fagundes,2.0,11,Dodi,,0.14,7,dodi,Dodi,3.15,277,5.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,5.0,25.0,17.0,1.0,1.0,19.0,,,,,,,,,,,,,,
229,Corinthians,5,11,89898,Róger Krug Guedes,1.1,11,R. Guedes,,-0.44,7,roger-guedes,Róger Guedes,7.57,264,16.54,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_39SGFR6.png,2.0,5.0,8.0,9.0,17.0,29.0,1.0,5.0,,,2.0,,,,,,,,,
230,Grêmio,5,10,89918,Everton Galdino Moreira,0.0,11,E. Galdino,,0.0,5,everton-galdino,Everton Galdino,2.95,284,5.54,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,1.0,4.0,4.0,2.0,2.0,4.0,,2.0,,1.0,,,,,,,,,,
231,Santos,5,6,90031,John Stiven Mendoza Valencia,5.6,11,Mendoza,,0.7,7,mendoza,Mendoza,8.12,277,13.1,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,,6.0,7.0,4.0,5.0,16.0,,2.0,,2.0,2.0,,,1.0,,,,,,
232,Fortaleza,2,10,90061,Bruno de Jesus Pacheco,5.6,11,B. Pacheco,,0.12,7,bruno-pacheco,Bruno Pacheco,7.13,356,11.25,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,1.0,18.0,18.0,2.0,4.0,11.0,,,6.0,3.0,,,,,,,,,,
233,São Paulo,2,4,90232,Raí dos Reis Ramos,0.0,11,R. Ramos,,0.0,6,rai-ramos,Raí Ramos,3.95,276,5.3,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,2.0,4.0,5.0,2.0,2.0,1.0,,,2.0,,,,,,,,,,,
234,Flamengo,5,6,90285,Bruno Henrique Pinto,0.8,11,B. Henrique,,-1.21,6,bruno-henrique,Bruno Henrique,2.53,262,5.67,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,,3.0,6.0,,5.0,3.0,,1.0,,,1.0,,,,,,,,,
235,Palmeiras,4,1,90290,Jaílson Marques Siqueira,0.0,11,Jailson,,0.0,6,jailson,Jailson,0.0,275,4.22,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_borikKg.png,,,,,,,,,,,,,,,,,,,,
236,Fortaleza,5,0,90302,Pedro Rocha Neves,0.0,11,P. Rocha,,0.0,5,pedro-rocha,Pedro Rocha,0.0,356,5.0,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png,,,,,,,,,,,,,,,,,,,,
237,São Paulo,5,4,90309,David Correa da Fonseca,0.0,11,David,,0.0,6,david,David,2.37,276,3.3,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,1.0,,1.0,,1.0,4.0,,1.0,,,,,,,,,,,,
238,Bahia,4,9,90449,Júlio César Rezende de Miranda,4.5,11,Rezende,,-0.02,7,rezende,Rezende,3.77,265,7.03,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,1.0,27.0,9.0,,4.0,10.0,,,,,,,,,,,1.0,,,
239,Goiás,5,7,90540,Diego Gonçalves,3.9,11,D. Gonçalves,,0.57,7,diego-goncalves,Diego Gonçalves,1.31,290,2.46,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,,3.0,6.0,2.0,2.0,7.0,,,,,1.0,,,,,,,,,
240,Bahia,1,0,90590,Mateus Eduardo Claus,0.0,11,M. Claus,,0.0,6,mateus-claus,Mateus Claus,0.0,265,3.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,,,,,,,,,,,,,,,,,,,,
241,Flamengo,3,11,90768,Fabrício Bruno Soares de Faria,1.2,11,F. Bruno,,-0.88,7,fabricio-bruno,Fabrício Bruno,3.76,262,9.09,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,2.0,12.0,5.0,1.0,1.0,7.0,,,4.0,1.0,,,,,,,,,,
242,América-MG,5,9,91151,Everaldo Silva do Nascimento,2.1,11,Everaldo,,0.16,7,everaldo,Everaldo,4.02,327,8.53,https://s.sde.globo.com/media/person_role/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png,3.0,11.0,5.0,2.0,3.0,14.0,1.0,1.0,,1.0,3.0,,,,,,,,,
243,Cuiabá,2,6,91190,Ítaro Patric Cardoso Calmon,0.0,11,PK,,0.0,6,pk,PK,1.95,1371,4.01,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_kfJYHxI.png,1.0,9.0,9.0,,2.0,2.0,,,1.0,,,,,,,,1.0,,,
244,América-MG,3,6,91203,Éder Ferreira Graminho,-0.6,11,Éder,,-0.45,3,eder,Éder,0.57,327,2.21,https://s.sde.globo.com/media/person_role/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png,4.0,10.0,11.0,,1.0,2.0,,,,,1.0,,,,,,1.0,,,
245,Grêmio,4,4,91254,Felipe Ignacio Carballo Ares,0.0,11,Carballo,,0.0,7,carballo,Carballo,0.5,284,3.52,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,,2.0,3.0,,,1.0,,,,,,,,,,,,,,
246,Botafogo,1,11,91260,Lucas Estella Perri,13.0,11,L. Perri,,1.34,7,lucas-perri,Lucas Perri,6.27,263,12.03,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,,,,,,,,,6.0,,,,,,46.0,7.0,,,,
247,Flamengo,4,8,91473,Erick Antonio Pulgar Farfán,-0.3,11,E. Pulgar,,-0.64,7,erick-pulgar,Erick Pulgar,2.77,262,3.79,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,1.0,14.0,14.0,,1.0,4.0,,1.0,,,2.0,,,,,,,,,
248,São Paulo,3,6,91573,Robert Abel Arboleda Escobar,0.0,11,Arboleda,,0.0,7,arboleda,Arboleda,5.0,276,9.27,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,,12.0,1.0,,2.0,3.0,1.0,,2.0,,2.0,,,,,,,,,
249,Palmeiras,5,8,91607,Ronielson da Silva Barbosa,0.0,11,Rony,,0.0,7,rony,Rony,3.25,275,9.08,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,,3.0,8.0,2.0,4.0,8.0,,2.0,,,8.0,,,,,,,,,
250,Botafogo,3,11,91664,Adryelson Shawann Lima Silva,5.0,11,Adryelson,,-0.03,7,adryelson,Adryelson,3.81,263,6.35,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,1.0,7.0,4.0,2.0,1.0,5.0,,,6.0,,,,,,,,,,,
251,Cruzeiro,4,4,91689,Matheus Isaías dos Santos,0.0,11,M. Jussa,,0.0,6,matheus-jussa,Matheus Jussa,-0.18,283,1.92,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,3.0,2.0,6.0,1.0,,1.0,,,,,,,,,,,,,,
252,Cruzeiro,2,11,91706,Marlon Rodrigues Xavier,5.2,11,Marlon,,-0.08,7,marlon,Marlon,9.55,283,16.71,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_vrVAWB7.png,2.0,54.0,11.0,3.0,2.0,9.0,,2.0,3.0,1.0,1.0,,,,,,,,,
253,Fluminense,3,11,91708,Marcílio Florêncio Mota Filho,-0.3,11,Nino,,-0.43,7,nino,Nino,4.64,266,12.09,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_U5c1E7V.png,2.0,6.0,11.0,1.0,3.0,13.0,1.0,2.0,4.0,,,,,,,,,,,
254,Goiás,1,0,91712,Matheus Alves da Silva Cardoso,0.0,11,M. Alves,,0.0,6,matheus-alves,Matheus Alves,0.0,290,2.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_voSytVs.png,,,,,,,,,,,,,,,,,,,,
255,Goiás,4,0,91733,Luiz Antonio Ferreira Rodrigues,0.0,11,Felipe,,0.0,6,felipe,Felipe,0.0,290,4.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_ITYlLkP.png,,,,,,,,,,,,,,,,,,,,
256,Bahia,3,8,91772,David de Duarte Macedo,0.0,11,D. Duarte,,0.0,5,david-duarte,David Duarte,3.6,265,5.2,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,1.0,6.0,4.0,,1.0,4.0,1.0,1.0,2.0,,,,,,,,,,,
