,atletas.nome,atletas.pontos_num,atletas.minimo_para_valorizar,atletas.rodada_id,atletas.jogos_num,atletas.preco_num,atletas.atleta_id,atletas.variacao_num,atletas.posicao_id,atletas.apelido_abreviado,atletas.slug,atletas.clube.id.full.name,atletas.media_num,atletas.apelido,atletas.foto,atletas.status_id,atletas.clube_id,A,DS,FC,FD,FF,FS,FT,G,I,CA,SG,PS,DE,GS,PC,CV,DP,PP,V,GC
164,José Romário Silva de Souza,0.5,,9,6,3.06,84523,-0.22,5,Romarinho,romarinho,Fortaleza,1.12,Romarinho,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_UU97nfg.png,7,356,,,1.0,2.0,2.0,6.0,,,,,,,,,,,,,,
165,Lucas Evangelista Santana de Oliveira,5.1,,9,8,7.32,84674,0.14,4,L. Evangelista,lucas-evangelista,Bragantino,4.97,Lucas Evangelista,https://s.sde.globo.com/media/person_role/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png,7,280,2.0,13.0,8.0,2.0,6.0,19.0,,,1.0,,,,,,,,,,,
166,Guillermo Varela Olivera,0.0,,9,0,5.0,84816,0.0,2,Varela,varela,Flamengo,0.0,Varela,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_M1z2XK5.png,6,262,,,,,,,,,,,,,,,,,,,,
167,Robson dos Santos Fernandes,0.9,,9,8,6.12,84817,-1.14,5,Robson,robson,Coritiba,5.05,Robson,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_wdF92Dr.png,7,294,1.0,10.0,13.0,1.0,1.0,5.0,,3.0,2.0,1.0,,,,,,,,,,
168,Marcos Felipe de Freitas Monteiro,7.0,,9,9,6.7,85004,1.5,1,M. Felipe,marcos-felipe,Bahia,2.72,Marcos Felipe,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_kJmHr1X.png,7,265,,,,,,1.0,,,,,2.0,,28.0,14.0,,,,,,
169,Vinicius Silvestre da Costa,0.0,,9,0,3.0,85083,0.0,1,V. Silvestre,vinicius-silvestre,Palmeiras,0.0,Vinicius Silvestre,https://s.sde.globo.com/media/person_role/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png,6,275,,,,,,,,,,,,,,,,,,,,
170,Víctor Danilo Cantillo Jiménez,0.0,,9,1,8.32,85315,0.0,4,Cantillo,cantillo,Corinthians,8.9,Cantillo,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_XLtLBFc.png,6,264,,6.0,,1.0,,1.0,,,,,,,,,,,,,,
171,João Paulo Silva Martins,1.0,,9,9,11.72,85425,-0.82,1,J. Paulo,joao-paulo,Santos,5.5,João Paulo,https://s.sde.globo.com/media/person_role/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,7,277,,,,,,1.0,,,,,4.0,,37.0,8.0,,,,,,
172,Alex Paulo Menezes Santana,7.8,,9,5,5.31,85465,1.45,4,A. Santana,alex-santana,Athlético-PR,2.3,Alex Santana,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_9oyYdIt.png,7,293,,3.0,7.0,1.0,3.0,7.0,,1.0,1.0,2.0,,,,,,1.0,,,,
173,Leonardo Pinheiro da Conceição,0.9,,9,9,2.11,85626,0.11,3,Léo,leo,Vasco,0.19,Léo,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_upcZmtB.png,7,267,,3.0,8.0,,,3.0,,,,1.0,,,,,,,,,,
174,Hyoran Kaue Dalmoro,4.0,,9,9,6.74,85931,0.15,4,Hyoran,hyoran,Atlético-MG,4.41,Hyoran,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_we4xNWc.png,7,282,,13.0,20.0,3.0,9.0,9.0,1.0,2.0,2.0,3.0,,,,,1.0,,,,,
175,Gustavo Affonso Sauerbeck,0.0,,9,2,2.76,85993,0.0,5,G. Sauer,gustavo-sauer,Botafogo,2.6,Gustavo Sauer,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_plrV8jg.png,6,263,,3.0,2.0,,1.0,1.0,,,1.0,,,1.0,,,,,,,,
176,Wanderson Santos Pereira,3.8,,9,3,3.43,86143,0.52,3,Wanderson,wanderson,América-MG,1.57,Wanderson,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_b5qzoWm.png,7,327,,1.0,5.0,,,,,,,,1.0,,,,,,,,,
177,Alexandre Egea,0.0,,9,8,5.61,86388,-0.2,4,Alê,ale,América-MG,2.16,Alê,https://s.sde.globo.com/media/person_role/2022/02/24/4b65fc3f258e926df6bf12c3abbfa9a0_FORMATO.png,6,327,,7.0,11.0,,4.0,6.0,,1.0,,2.0,,,,,,,,,,
178,Sander Henrique Bortolotto,4.5,,9,9,9.35,86391,0.46,2,Sander,sander,Goiás,4.42,Sander,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_klsEyT2.png,7,290,1.0,21.0,13.0,3.0,,20.0,,,1.0,,,,,,,,,,,
179,Victor Luis Chuab Zamblauskas,0.0,,9,6,2.44,86410,0.0,2,V. Luis,victor-luis,Coritiba,0.55,Victor Luis,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_cjqZYOH.png,6,294,,5.0,5.0,,1.0,4.0,,,,1.0,,,,,,,,,,1.0
180,Marcos da Silva França,0.0,,9,3,2.6,86485,0.0,5,Keno,keno,Fluminense,-0.63,Keno,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_RDEOJLs.png,5,266,,1.0,5.0,,,1.0,,,1.0,2.0,,,,,,,,,,
181,Jandrei Chitolina Carniel,0.0,,9,0,5.0,86508,0.0,1,Jandrei,jandrei,São Paulo,0.0,Jandrei,https://s.sde.globo.com/media/person_role/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,5,276,,,,,,,,,,,,,,,,,,,,
182,Danilo das Neves Pinheiro,-0.1,,9,9,8.01,86686,-0.42,4,T. Tchê,tche-tche,Botafogo,3.31,Tchê Tchê,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_FytIYxJ.png,7,263,1.0,9.0,14.0,3.0,2.0,10.0,,1.0,,,,,,,,,,,,
183,Richard Cândido Coelho,0.0,,9,4,9.02,86711,0.0,4,R. Coelho,richard-coelho,Cruzeiro,4.75,Richard Coelho,https://s.sde.globo.com/media/person_role/2023/03/14/photo_220x220_hWLUIMn.png,6,283,,13.0,5.0,1.0,3.0,7.0,,,2.0,2.0,,,,,,,,,,
184,Everton Sousa Soares,1.3,,9,9,7.7,86757,-0.13,5,Everton,everton,Flamengo,4.29,Everton,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_EcaScZP.png,6,262,3.0,7.0,6.0,6.0,8.0,7.0,,,1.0,1.0,,1.0,,,,,,,,
185,Danilo Barbosa da Silva,0.0,,9,3,6.37,86777,0.0,4,D. Barbosa,danilo-barbosa,Botafogo,4.57,Danilo Barbosa,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_6wIsdHM.png,5,263,,3.0,4.0,,1.0,5.0,,1.0,,,,,,,,,,,,
186,Rodrigo Cunha Pereira de Pinho,0.0,,9,5,3.58,86799,0.0,5,R. Pinho,rodrigo-pinho,Coritiba,1.88,Rodrigo Pinho,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_28kb8HP.png,6,294,,2.0,2.0,2.0,4.0,4.0,,,,,,,,,,,,,,
187,Gabriel Boschilia,3.2,,9,7,6.51,86841,-0.41,4,Boschilia,boschilia,Coritiba,4.49,Boschilia,https://s.sde.globo.com/media/person_role/2022/08/12/8bbade4dbabca44eb3eda2767deda745_FORMATO.png,7,294,1.0,6.0,3.0,4.0,6.0,7.0,,1.0,,1.0,,,,,,,,,,
188,José Welison da Silva,0.0,,9,3,2.71,86859,0.0,4,J. Welison,jose-welison,Fortaleza,0.47,José Welison,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_Sq4MDcU.png,6,356,,2.0,5.0,,,1.0,,,,,,,,,,,,,,
189,Marlon Matheus Lopes do Nascimento,11.7,,9,6,6.78,86864,1.57,2,Marlon,marlon,América-MG,4.37,Marlon,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_9jhAK26.png,7,327,1.0,12.0,5.0,,1.0,13.0,,,,1.0,1.0,,,,,,,,,1.0
190,Eduardo Gabriel dos Santos Bauermann,0.0,,9,3,8.08,86970,0.0,3,E. Bauermann,eduardo-bauermann,Santos,5.3,Eduardo Bauermann,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_GWoHgvv.png,3,277,,2.0,3.0,1.0,4.0,,,1.0,,,1.0,,,,,1.0,,,,
191,Leonardo César Jardim,-3.0,,9,9,9.13,87008,-1.4,1,L. Jardim,leo-jardim,Vasco,2.72,Léo Jardim,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,7,267,,,,,,1.0,,,,1.0,,,42.0,17.0,,,,,,
192,Nathan Allan de Souza,0.0,,9,6,4.9,87009,0.0,4,Nathan,nathan,Grêmio,1.72,Nathan,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,6,284,,6.0,7.0,3.0,2.0,2.0,,,,1.0,,,,,,,,,,
193,Matheus Vieira Campos Peixoto,0.0,,9,8,8.01,87098,0.0,5,M. Peixoto,matheus-peixoto,Goiás,4.22,Matheus Peixoto,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_FC0h7Wp.png,6,290,1.0,8.0,7.0,4.0,7.0,11.0,,1.0,6.0,2.0,,,,,,,,,,
194,Pedro Henrique Ribeiro Gonçalves,6.8,,9,7,10.31,87225,0.53,3,P. Henrique,pedro-henrique,Athlético-PR,4.74,Pedro Henrique,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,7,293,,8.0,6.0,1.0,3.0,4.0,,1.0,2.0,3.0,3.0,,,,,,,,,
195,Guilherme Antonio Arana Lopes,0.0,,9,0,13.0,87228,0.0,2,G. Arana,guilherme-arana,Atlético-MG,0.0,Guilherme Arana,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,6,282,,,,,,,,,,,,,,,,,,,,
196,Carlos María de Pena Bonino,0.5,,9,9,7.4,87242,-0.33,4,C. Pena,carlos-de-pena,Internacional,2.75,Carlos de Pena,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,7,285,,9.0,5.0,2.0,5.0,4.0,,1.0,,1.0,,,,,,,,,,
197,Yeferson Julio Soteldo Martínez,8.4,,9,4,8.8,87258,1.23,5,Soteldo,soteldo,Santos,5.05,Soteldo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,7,277,1.0,5.0,2.0,2.0,3.0,16.0,,,,,,,,,,1.0,,,,
198,Walter Kannemann,10.9,,9,7,9.56,87342,1.44,3,Kannemann,kannemann,Grêmio,4.81,Kannemann,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,7,284,1.0,20.0,12.0,1.0,2.0,7.0,,,,5.0,2.0,,,,,1.0,,,,
199,Messias Rodrigues da Silva Júnior,2.1,,9,9,7.18,87402,-0.16,3,Messias,messias,Santos,3.84,Messias,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,7,277,,12.0,6.0,,2.0,3.0,,,1.0,,4.0,,,,1.0,,,,,
200,Thaciano Mickael da Silva,3.7,,9,8,11.69,87470,-0.14,4,Thaciano,thaciano,Bahia,6.75,Thaciano,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,7,265,2.0,15.0,12.0,4.0,11.0,10.0,1.0,1.0,,,,,,,,,,,,
201,Vitor Frezarin Bueno,0.0,,9,7,6.88,87552,0.0,4,V. Bueno,vitor-bueno,Athlético-PR,3.39,Vitor Bueno,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,3,293,2.0,5.0,4.0,4.0,4.0,8.0,,,1.0,3.0,,,,,,,,,,
202,Mateus Pasinato,7.5,,9,4,4.0,87603,1.31,1,M. Pasinato,mateus-pasinato,América-MG,4.75,Mateus Pasinato,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_1bOXVa7.png,7,327,,,,,,2.0,,,,,1.0,,18.0,5.0,,,,,,
203,Antônio Francisco Moura Neto,-1.0,,9,7,2.52,87742,-0.87,4,N. Moura,neto-moura,Cruzeiro,1.25,Neto Moura,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_MSIx6c6.png,6,283,,7.0,6.0,,4.0,,,,1.0,1.0,,,,,,,,,,
204,Yago Felipe da Costa Rocha,0.0,,9,6,5.25,87747,0.0,4,Y. Felipe,yago-felipe,Bahia,2.18,Yago Felipe,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO.png,5,265,,12.0,13.0,,2.0,4.0,,,,1.0,,,,,,,,,,
205,Philipe Sampaio Azevedo,0.0,,9,4,4.16,87808,0.0,3,P. Sampaio,philipe-sampaio,Botafogo,3.32,Philipe Sampaio,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,6,263,,2.0,1.0,,1.0,1.0,,,1.0,,2.0,,,,,,,,,
206,Paolo Mauricio Lemos Merladett,5.0,,9,6,10.23,87853,0.55,3,M. Lemos,mauricio-lemos,Atlético-MG,3.73,Mauricio Lemos,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,6,282,,6.0,8.0,2.0,1.0,5.0,,1.0,1.0,3.0,2.0,,,,,1.0,,,,
207,Giorgian Daniel de Arrascaeta Benedetti,13.3,,9,4,14.35,87863,0.89,4,Arrascaeta,arrascaeta,Flamengo,6.27,Arrascaeta,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,7,262,2.0,4.0,7.0,2.0,5.0,6.0,1.0,,,1.0,,1.0,,,,,,,,
208,Fabián Cornelio Balbuena González,0.0,,9,1,4.33,87887,0.0,3,Balbuena,balbuena,Corinthians,0.9,Balbuena,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_a0U2siY.png,6,264,,1.0,1.0,,,,,,,,,,,,,,,,,
209,Alan Pereira Empereur,11.0,,9,7,5.72,88033,2.27,3,A. Empereur,alan-empereur,Cuiabá,2.88,Alan Empereur,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,7,1371,1.0,3.0,3.0,1.0,1.0,5.0,,,,2.0,2.0,,,,,,,,,
210,Luís Manuel Ribeiro de Castro,2.91,,9,9,12.32,88037,-0.84,6,L. Castro,luis-castro,Botafogo,6.72,Luís Castro,https://s.sde.globo.com/media/person_role/2022/02/21/3d4eb55c672851b1407085b09c4dfbb4_FORMATO.png,7,263,,,,,,,,,,,,,,,,,,,7.0,
211,Jorge Marco de Oliveira Moraes,0.0,,9,0,4.0,88065,0.0,2,Jorge,jorge,Fluminense,0.0,Jorge,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Rnoad6D.png,5,266,,,,,,,,,,,,,,,,,,,,
212,Ivan Quaresma da Silva,0.0,,9,0,5.0,88136,0.0,1,Ivan,ivan,Vasco,0.0,Ivan,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_qStnmUz.png,6,267,,,,,,,,,,,,,,,,,,,,
213,Ángel Rodrigo Romero Villamayor,0.0,,9,3,2.97,88323,0.0,5,Ã. Romero,angel-romero,Corinthians,0.63,Ángel Romero,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,6,264,,1.0,1.0,,,2.0,,,,,,,,,,,,,,
214,Gabriel Dias de Oliveira,0.0,,9,0,3.0,88368,0.0,2,G. Dias,gabriel-dias,Vasco,0.0,Gabriel Dias,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_SmDR7cT.png,5,267,,,,,,,,,,,,,,,,,,,,
215,Ayrton Lucas Dantas de Medeiros,15.2,,9,9,17.04,88393,1.46,2,A. Lucas,ayrton-lucas,Flamengo,7.14,Ayrton Lucas,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,7,262,1.0,11.0,14.0,3.0,2.0,14.0,,3.0,,2.0,3.0,1.0,,,,,,,,
216,Aderlan de Lima Silva,0.0,,9,6,8.53,88423,0.0,2,Aderlan,aderlan,Bragantino,4.12,Aderlan,https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,6,280,1.0,14.0,9.0,,2.0,4.0,,,,,1.0,,,,,1.0,,,,
217,Lucas de Figueiredo Crispim,0.0,,9,2,4.19,88597,0.0,4,L. Crispim,lucas-crispim,Fortaleza,1.3,Lucas Crispim,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_EvxhSX5.png,6,356,,2.0,1.0,,,1.0,,,,,,,,,,,,,,
218,Damián Marcelino Moreno,0.4,,9,5,3.62,88857,-0.5,4,M. Moreno,marcelino-moreno,Coritiba,2.78,Marcelino Moreno,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_S4cMFFx.png,6,294,,1.0,3.0,,2.0,10.0,,1.0,,1.0,,,,,,,,,,
219,Luan Polli Gomes,0.0,,9,1,3.54,88916,0.0,1,L. Polli,luan-polli,Coritiba,3.5,Luan Polli,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_gZl1v6O.png,6,294,,,,,,1.0,,,,,,,5.0,2.0,,,,,,
220,Iago Justen Maidana Martins,0.0,,9,7,1.49,89226,0.0,3,I. Maidana,iago-maidana,América-MG,-0.19,Iago Maidana,https://s.sde.globo.com/media/person_role/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,3,327,,1.0,5.0,,2.0,1.0,,,1.0,3.0,,,,,,,,,,
221,Gerson Santos da Silva,17.0,,9,5,12.46,89256,2.38,4,Gerson,gerson,Flamengo,7.42,Gerson,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,7,262,2.0,6.0,14.0,1.0,2.0,13.0,,2.0,2.0,1.0,,1.0,,,1.0,,,,,
222,João Pedro Maturano dos Santos,0.0,,9,4,10.81,89273,-0.39,2,J. Pedro,joao-pedro,Grêmio,5.0,João Pedro,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,6,284,,5.0,,,,2.0,,1.0,,,1.0,,,,,,,,,
223,Willian de Asevedo Furtado,0.7,,9,9,8.58,89275,-0.35,2,William,william,Cruzeiro,4.68,William,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,7,283,1.0,16.0,13.0,,3.0,13.0,,,,2.0,3.0,,,,,,,,,
224,Igor Rabello da Costa,0.0,,9,0,5.0,89493,0.0,3,I. Rabello,igor-rabello,Atlético-MG,0.0,Igor Rabello,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,6,282,,,,,,,,,,,,,,,,,,,,
225,Thiago Maia Alencar,3.8,,9,8,7.15,89637,0.26,4,T. Maia,thiago-maia,Flamengo,3.05,Thiago Maia,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,7,262,,23.0,10.0,,1.0,2.0,,,,2.0,,,,,,,,,,
226,Iury Lirio Freitas de Castilho,0.0,,9,5,2.95,89695,0.0,5,I. Castilho,iury-castilho,Cuiabá,1.6,Iury Castilho,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_WoJbpFR.png,6,1371,,2.0,4.0,2.0,2.0,6.0,,,2.0,,,,,,,,,,,
227,Jonathan Calleri,7.9,,9,8,15.67,89840,0.89,5,Calleri,calleri,São Paulo,6.47,Calleri,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,7,276,1.0,2.0,22.0,3.0,7.0,22.0,,4.0,3.0,1.0,,,,,,,,,,
228,Franco Cristaldo,13.0,,9,8,12.13,89846,1.77,4,Cristaldo,cristaldo,Grêmio,6.69,Cristaldo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,7,284,1.0,15.0,2.0,4.0,3.0,14.0,,2.0,1.0,,,1.0,,,,,,,,
229,Douglas Moreira Fagundes,3.9,,9,8,5.22,89883,-0.54,4,Dodi,dodi,Santos,3.51,Dodi,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,7,277,,22.0,14.0,,1.0,18.0,,,,4.0,,,,,,,,,,
230,Róger Krug Guedes,6.4,,9,9,17.69,89898,-1.71,5,R. Guedes,roger-guedes,Corinthians,8.79,Róger Guedes,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_39SGFR6.png,7,264,,5.0,8.0,6.0,16.0,29.0,1.0,5.0,,2.0,,,,,,,,,,
231,Everton Galdino Moreira,0.0,,9,9,5.36,89918,-0.8,5,E. Galdino,everton-galdino,Grêmio,3.09,Everton Galdino,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,6,284,1.0,4.0,4.0,1.0,2.0,3.0,,2.0,,1.0,,,,,,,,,,
232,John Stiven Mendoza Valencia,2.9,,9,4,12.86,90031,-2.24,5,Mendoza,mendoza,Santos,10.4,Mendoza,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,7,277,2.0,5.0,5.0,2.0,3.0,11.0,,2.0,2.0,,,1.0,,,,,,,,
233,Bruno de Jesus Pacheco,6.1,,9,8,10.97,90061,-1.44,2,B. Pacheco,bruno-pacheco,Fortaleza,7.42,Bruno Pacheco,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,7,356,3.0,13.0,16.0,2.0,4.0,8.0,,,,1.0,5.0,,,,,,,,,
234,Raí dos Reis Ramos,1.8,,9,4,5.3,90232,-0.73,2,R. Ramos,rai-ramos,São Paulo,3.95,Raí Ramos,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,7,276,,4.0,5.0,2.0,2.0,1.0,,,,2.0,2.0,,,,,,,,,
235,Bruno Henrique Pinto,0.0,,9,4,5.72,90285,0.0,5,B. Henrique,bruno-henrique,Flamengo,1.15,Bruno Henrique,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,6,262,,3.0,5.0,,2.0,2.0,,,1.0,,,,,,,,,,,
236,Jaílson Marques Siqueira,0.0,,9,0,6.0,90290,0.0,4,Jailson,jailson,Palmeiras,0.0,Jailson,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_borikKg.png,6,275,,,,,,,,,,,,,,,,,,,,
237,Pedro Rocha Neves,0.0,,9,0,5.0,90302,0.0,5,P. Rocha,pedro-rocha,Fortaleza,0.0,Pedro Rocha,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png,5,356,,,,,,,,,,,,,,,,,,,,
238,David Correa da Fonseca,1.3,,9,3,3.67,90309,-0.94,5,David,david,São Paulo,3.33,David,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,6,276,,,1.0,,1.0,3.0,,1.0,,,,,,,,,,,,
239,Júlio César Rezende de Miranda,1.7,,9,7,6.25,90449,-0.65,4,Rezende,rezende,Bahia,3.33,Rezende,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,7,265,,17.0,6.0,,4.0,9.0,,,,,,,,,,1.0,,,,
240,Diego Gonçalves,0.0,,9,6,1.89,90540,0.0,5,D. Gonçalves,diego-goncalves,Goiás,0.88,Diego Gonçalves,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,6,290,,,4.0,2.0,2.0,5.0,,,,,,,,,,,,,,
241,Mateus Eduardo Claus,0.0,,9,0,3.0,90590,0.0,1,M. Claus,mateus-claus,Bahia,0.0,Mateus Claus,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,6,265,,,,,,,,,,,,,,,,,,,,
242,Fabrício Bruno Soares de Faria,-0.3,,9,9,8.72,90768,-0.58,3,F. Bruno,fabricio-bruno,Flamengo,3.63,Fabrício Bruno,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,7,262,1.0,10.0,5.0,1.0,,6.0,,,,2.0,3.0,,,,,,,,,
243,Everaldo Silva do Nascimento,0.0,,9,7,8.76,91151,0.0,5,Everaldo,everaldo,América-MG,4.74,Everaldo,https://s.sde.globo.com/media/person_role/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png,6,327,1.0,8.0,3.0,2.0,3.0,14.0,1.0,1.0,3.0,3.0,,,,,,,,,,
244,Ítaro Patric Cardoso Calmon,0.0,,9,6,4.01,91190,0.0,2,PK,pk,Cuiabá,1.95,PK,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_kfJYHxI.png,6,1371,,9.0,9.0,,2.0,2.0,,,,1.0,1.0,,,,,1.0,,,,
245,Éder Ferreira Graminho,0.0,,9,5,2.66,91203,0.0,3,Éder,eder,América-MG,0.8,Éder,https://s.sde.globo.com/media/person_role/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png,6,327,,8.0,11.0,,1.0,2.0,,,1.0,4.0,,,,,,,,,,
246,Felipe Ignacio Carballo Ares,1.2,,9,3,3.79,91254,-0.16,4,Carballo,carballo,Grêmio,0.67,Carballo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,7,284,,2.0,3.0,,,1.0,,,,,,,,,,,,,,
247,Lucas Estella Perri,5.0,,9,9,10.04,91260,-0.05,1,L. Perri,lucas-perri,Botafogo,5.33,Lucas Perri,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,7,263,,,,,,,,,,,4.0,,35.0,7.0,,,,,,
248,Erick Antonio Pulgar Farfán,10.9,,9,6,5.16,91473,1.7,4,E. Pulgar,erick-pulgar,Flamengo,3.08,Erick Pulgar,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,7,262,,11.0,10.0,,,3.0,,1.0,2.0,1.0,,,,,,,,,,
249,Robert Abel Arboleda Escobar,3.6,,9,5,8.77,91573,-0.29,3,Arboleda,arboleda,São Paulo,4.76,Arboleda,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,7,276,,10.0,1.0,,1.0,3.0,,,2.0,,2.0,,,,,,,,,
250,Ronielson da Silva Barbosa,17.7,,9,7,11.49,91607,2.99,5,Rony,rony,Palmeiras,3.6,Rony,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,7,275,,2.0,5.0,2.0,4.0,7.0,,2.0,8.0,,,,,,,,,,,
251,Adryelson Shawann Lima Silva,4.6,,9,9,5.73,91664,0.08,3,Adryelson,adryelson,Botafogo,3.31,Adryelson,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,7,263,,7.0,3.0,,1.0,5.0,,,,1.0,4.0,,,,,,,,,
252,Matheus Isaías dos Santos,1.0,,9,4,1.92,91689,0.19,4,M. Jussa,matheus-jussa,Cruzeiro,-0.18,Matheus Jussa,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,7,283,,2.0,6.0,1.0,,1.0,,,,3.0,,,,,,,,,,
