,atletas.nome,atletas.pontos_num,atletas.minimo_para_valorizar,atletas.rodada_id,atletas.jogos_num,atletas.preco_num,atletas.atleta_id,atletas.variacao_num,atletas.posicao_id,atletas.apelido_abreviado,atletas.slug,atletas.clube.id.full.name,atletas.media_num,atletas.apelido,atletas.foto,atletas.status_id,atletas.clube_id,A,DS,FC,FD,FF,FS,FT,G,I,CA,SG,PS,DE,GS,PC,CV,DP,PP,V,GC
620,Caio Matheus da Silva,0.0,,9,0,3.0,115227,0.0,5,Caio,caio,São Paulo,0.0,Caio,https://s.sde.globo.com/media/person_role/2022/04/06/c624743dce9149ef9c0122f7eabd3337_FORMATO.png,6,276,,,,,,,,,,,,,,,,,,,,
621,Wesley Vinícius França Lima,1.1,,9,9,6.85,115239,-0.43,2,Wesley,wesley,Flamengo,3.55,Wesley,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_FLI9Vom.png,7,262,,13.0,18.0,1.0,,14.0,,,5.0,,3.0,,,,1.0,,,,,
622,Kaiky Marques Naves,0.0,,9,1,2.31,115246,0.0,3,Naves,naves,Palmeiras,7.4,Naves,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PUzC8ZB.png,6,275,,2.0,,,,,,,,,1.0,,,,,,,,,
623,Jhonatan dos Santos Rosa,-1.6,,9,5,0.7,115248,-0.11,4,J. Jhon,jhon-jhon,Palmeiras,0.14,Jhon Jhon,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cdZiLf8.png,6,275,,1.0,4.0,1.0,,1.0,,,,2.0,,,,,,,,,,
624,Rwan Philipe Rodrigues de Souza Cruz,0.0,,9,2,2.72,115404,0.0,5,Rwan,rwan,Vasco,1.45,Rwan,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_rYedMV0.png,6,267,,1.0,2.0,,1.0,3.0,,,,,,,,,,,,,,
625,Brayan Andrés Ceballos Jiménez,0.0,,9,3,3.91,115502,0.0,3,Ceballos,ceballos,Fortaleza,4.1,Ceballos,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_gBoExs5.png,6,356,,2.0,2.0,1.0,1.0,1.0,,,,2.0,2.0,,,,,,,,,
626,Marcos Victor Ferreira da Silva,0.0,,9,0,4.0,115537,0.0,3,M. Victor,marcos-victor,Bahia,0.0,Marcos Victor,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_PrZupVH.png,6,265,,,,,,,,,,,,,,,,,,,,
627,Arthur Augusto de Matos Soares,0.0,,9,1,3.25,115562,0.0,2,Arthur,arthur,América-MG,1.6,Arthur,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_uV8Y9vj.png,6,327,,2.0,6.0,,,2.0,,,,,,,,,,,,,,
628,Rodrigo Henrique Santos de Souza,0.0,,9,1,2.11,115563,-0.89,4,Rodriguinho,rodriguinho,América-MG,0.0,Rodriguinho,https://s.sde.globo.com/media/person_role/2022/02/24/cbc12bdc877ddabea0be444ea145a8d6_FORMATO.png,6,327,,,,,,,,,,,,,,,,,,,,
629,Lucas Eduardo Müller - Milla,-1.6,,9,5,0.7,115671,-0.5,4,Mila,mila,Grêmio,0.38,Mila,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_GjZARIK.png,6,284,,4.0,9.0,,1.0,2.0,,,,2.0,,,,,,,,,,
630,Gabriel Delfim Ferreira,0.0,,9,0,2.0,115674,0.0,1,G. Delfim,gabriel-delfim,Atlético-MG,0.0,Gabriel Delfim,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_R1TAAd6.png,6,282,,,,,,,,,,,,,,,,,,,,
631,José Vitor Geminiano Cavalieri,0.0,,9,0,2.0,115733,0.0,3,Z. Vitor,ze-vitor,Vasco,0.0,Zé Vitor,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_E9RklP7.png,6,267,,,,,,,,,,,,,,,,,,,,
632,Eric Lima Pimentel,0.0,,9,0,2.0,115734,0.0,3,Pimentel,pimentel,Vasco,0.0,Pimentel,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_bs3vmzt.png,6,267,,,,,,,,,,,,,,,,,,,,
633,Jonathan da Cruz Silva,0.0,,9,0,1.0,115870,0.0,2,Jonathan,jonathan,Bragantino,0.0,Jonathan,https://s.sde.globo.com/media/person_role/2023/03/29/photo_FORMATO_7Zk5L8m.png,6,280,,,,,,,,,,,,,,,,,,,,
634,Leanderson da Silva Genésio,1.2,,9,9,9.09,115915,-0.18,5,Lelê,lele,Fluminense,2.41,Lelê,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_JNinp65.png,6,266,1.0,2.0,3.0,1.0,5.0,,1.0,1.0,,1.0,,,,,,,,,,
635,Endrick Felipe Moreira de Sousa,0.0,,9,7,6.98,115959,0.0,5,Endrick,endrick,Palmeiras,2.71,Endrick,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_6tQjxwx.png,6,275,,2.0,15.0,1.0,3.0,5.0,,2.0,,1.0,,,,,,,,,,
636,Denilson Alves Borges,3.3,,9,6,3.28,115986,0.43,4,Denilson,denilson,Cuiabá,2.18,Denilson,https://s.sde.globo.com/media/person_role/2022/10/15/photo_FORMATO_sqKxYTo.png,7,1371,,10.0,9.0,1.0,2.0,8.0,,,,3.0,,,,,,,,,,
637,Mateus Henrique Alves Silva,1.6,,9,1,1.15,115997,0.15,4,M. Henrique,mateus-henrique,América-MG,1.6,Mateus Henrique,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_9xPLICS.png,7,327,,1.0,2.0,,,2.0,,,,,,,,,,,,,,
638,Adyson do Nascimento Soares,0.0,,9,2,2.43,115998,0.0,5,Adyson,adyson,América-MG,1.65,Adyson,https://s.sde.globo.com/media/person_role/2022/02/25/816e31c3a9501bc4cafc2ef28de0e625_FORMATO.png,5,327,,3.0,1.0,,,,,,,,,,,,,,,,,
639,Matheus Gonçalves Martins,0.0,,9,2,2.69,116012,0.0,4,M. Gonçalves,matheus-goncalves,Flamengo,0.75,Matheus Gonçalves,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_ugK8C1s.png,6,262,,,1.0,,1.0,2.0,,,,,,,,,,,,,,
640,Igor Jesus Lima,0.0,,9,1,2.52,116013,0.0,4,I. Jesus,igor-jesus,Flamengo,1.9,Igor Jesus,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_fA4Y3X6.png,6,262,,1.0,1.0,,,2.0,,,,,,,,,,,,,,
641,Victor Hugo Gomes Silva,3.0,,9,8,6.17,116034,0.42,4,V. Hugo,victor-hugo,Flamengo,2.7,Victor Hugo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_nUR0WYM.png,6,262,1.0,9.0,1.0,,2.0,9.0,,,,,,,,,,,,,,
642,Vitor Hugo Santos Graziani,0.0,,9,0,1.0,116046,0.0,4,V. Graziani,vitor-graziani,Atlético-MG,0.0,Vitor Graziani,https://s.sde.globo.com/media/person_role/2023/04/01/photo_FORMATO_bXh4eA4.png,6,282,,,,,,,,,,,,,,,,,,,,
643,Raí da Silva Pessanha,0.0,,9,1,2.11,116048,0.0,4,Raí,rai,Botafogo,0.0,Raí,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_n8x32pL.png,6,263,,,,,,,,,,,,,,,,,,,,
644,Luís Eduardo Soares da Silva,0.0,,9,2,5.29,116065,0.0,2,Cuiabano,cuiabano,Grêmio,7.15,Cuiabano,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ER9oADt.png,6,284,,2.0,4.0,1.0,3.0,3.0,,1.0,,,,,,,,,,,,
645,João Moreira Sanmartin Souza,0.0,,9,0,3.0,116137,0.0,2,J. Moreira,joao-moreira,São Paulo,0.0,João Moreira,https://s.sde.globo.com/media/person_role/2022/03/01/b2773da8a486428f92cda01d2ab65d9e_FORMATO.png,5,276,,,,,,,,,,,,,,,,,,,,
646,Gabriel Silva Azevedo Figueiredo,0.0,,9,0,1.0,116282,0.0,4,G. Silva,gabriel-silva,Coritiba,0.0,Gabriel Silva,https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO_fzfvURk.png,6,294,,,,,,,,,,,,,,,,,,,,
647,Daniel de Melo Araújo Junior,1.0,,9,3,2.67,116432,0.07,4,D. Junior,daniel-junior,Cruzeiro,0.67,Daniel Junior,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_BhP9sDN.png,6,283,,,1.0,,1.0,3.0,,,,,,,,,,,,,,
648,Hércules Pereira do Nascimento,2.9,,9,8,6.96,116447,0.29,4,Hércules,hercules,Fortaleza,3.78,Hércules,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_U5EjTT7.png,7,356,,14.0,12.0,3.0,5.0,5.0,,1.0,1.0,1.0,,,,,,,,,,
649,André Dhominique Queiroz Santiago Da Silva,0.0,,9,0,3.0,116450,0.0,2,André,andre,Bahia,0.0,André,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_kQwNdzi.png,6,265,,,,,,,,,,,,,,,,,,,,
650,Jamerson Santos de Jesus,2.0,,9,8,5.71,116461,0.22,2,Jamerson,jamerson,Coritiba,2.29,Jamerson,https://s.sde.globo.com/media/person_role/2023/04/10/photo_FORMATO_FvosjlG.png,7,294,,14.0,5.0,1.0,3.0,1.0,,,1.0,1.0,,,,,,,,,,
651,Daniel Felipe Ruiz Rivera,1.7,,9,9,3.47,116672,0.13,4,D. Ruiz,daniel-ruiz,Santos,1.08,Daniel Ruiz,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XXpQoGP.png,6,277,,6.0,2.0,,2.0,5.0,,,,1.0,,,,,,,,,,
652,Everton Macedo Moraes,0.0,,9,0,2.0,116690,0.0,5,Everton,everton,Bahia,0.0,Everton,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_yPTcOhb.png,6,265,,,,,,,,,,,,,,,,,,,,
653,Jhonny Cardinoti Pedro,0.0,,9,0,1.0,116825,0.0,2,Jhonny,jhonny,Bragantino,0.0,Jhonny,https://s.sde.globo.com/media/person_role/2022/02/24/07c2ee6d264dd5863593c52fdaba42b5_FORMATO.png,6,280,,,,,,,,,,,,,,,,,,,,
654,Reginaldo dos Santos Moreira,0.0,,9,0,1.0,116835,0.0,5,Reginaldo,reginaldo,Goiás,0.0,Reginaldo,https://s.sde.globo.com/media/person_role/2022/04/15/c6b1985503cc71ba6d6154b448940158_FORMATO.png,6,290,,,,,,,,,,,,,,,,,,,,
655,Werik Silva Pinto,0.0,,9,0,3.0,116994,0.0,5,Popó,popo,Bragantino,0.0,Popó,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_DFCaYPL.png,6,280,,,,,,,,,,,,,,,,,,,,
656,Thiago Nicolás Borbas Silva,8.5,,9,7,7.12,117314,1.58,5,T. Borbas,thiago-borbas,Bragantino,4.83,Thiago Borbas,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_y6Ph2tU.png,6,280,,1.0,9.0,1.0,4.0,4.0,,4.0,1.0,3.0,,,,,,,,,,
657,Renato Marques de Oliveira Júnior,8.0,,9,5,3.3,117403,2.01,5,R. Marques,renato-marques,América-MG,2.6,Renato Marques,https://s.sde.globo.com/media/person_role/2023/06/03/photo_FORMATO_lScxD3S.png,6,327,1.0,2.0,5.0,,1.0,1.0,,1.0,2.0,2.0,,,,,,,,,,
658,Leonardo Mana Hernandes,0.0,,9,0,2.0,117459,0.0,2,L. Maná,leo-mana,Corinthians,0.0,Léo Maná,https://s.sde.globo.com/media/person_role/2022/07/02/5c3199a34de47846ae66a0560d4e7417_FORMATO.png,6,264,,,,,,,,,,,,,,,,,,,,
659,Giuliano Galoppo,0.0,,9,0,5.0,117579,0.0,4,Galoppo,galoppo,São Paulo,0.0,Galoppo,https://s.sde.globo.com/media/person_role/2022/07/26/2ca20d35cbccce7d03bb8c585af8fddc_FORMATO.png,5,276,,,,,,,,,,,,,,,,,,,,
660,Pedro Miguel Faria Caixinha,3.65,,9,9,9.38,117711,-0.72,6,P. Caixinha,pedro-caixinha,Bragantino,5.02,Pedro Caixinha,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LvzP4JH.png,7,280,,,,,,,,,,,,,,,,,,,3.0,
661,Young Navarro Moraes,0.0,,9,0,1.0,117818,0.0,1,Young,young,São Paulo,0.0,Young,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_oJdhWyN.png,6,276,,,,,,,,,,,,,,,,,,,,
662,Giovane Santana do Nascimento,0.0,,9,1,2.44,117849,0.0,5,Giovane,giovane,Corinthians,1.2,Giovane,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_TquvINB.png,6,264,,1.0,,,,,,,,,,,,,,,,,,
663,Estevão Barreto de Oliveira,0.0,,9,1,2.11,117870,0.0,4,Estevão,estevao,Internacional,0.2,Estevão,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_HFq77iJ.png,6,285,,,1.0,,,1.0,,,,,,,,,,,,,,
664,Wesley Gassova Ribeiro Teixeira,0.0,,9,4,3.07,117909,0.0,5,Wesley,wesley,Corinthians,2.95,Wesley,https://s.sde.globo.com/media/person_role/2022/04/19/e9c12ff02569765cb5c876412fae8bb8_FORMATO.png,6,264,,6.0,2.0,2.0,1.0,2.0,,,,,,1.0,,,,,,,,
665,Nathan Camargo dos Santos,0.0,,9,0,2.0,118175,0.0,4,N. Camargo,nathan-camargo,Bragantino,0.0,Nathan Camargo,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_JrPbIiU.png,6,280,,,,,,,,,,,,,,,,,,,,
666,Ronald Cardoso Falkoski,0.0,,9,0,1.0,118238,0.0,4,Ronald,ronald,Grêmio,0.0,Ronald,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_EPk63SW.png,6,284,,,,,,,,,,,,,,,,,,,,
667,Pedro Junqueira de Oliveira,0.0,,9,1,1.31,118304,0.0,5,Pedrinho,pedrinho,Goiás,-0.3,Pedrinho,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_vpwMN7R.png,6,290,,,1.0,,,,,,,,,,,,,,,,,
668,José Welinton Campos Menezes,0.0,,9,0,1.0,118501,0.0,2,Z. Welinton,ze-welinton,Flamengo,0.0,Zé Welinton,https://s.sde.globo.com/media/person_role/2022/06/29/eb9c2188bfd2d30e670faa55785ea3f2_FORMATO.png,6,262,,,,,,,,,,,,,,,,,,,,
669,Rodrigo Huendra Almeida Mendonça,3.8,,9,3,1.5,118563,0.8,4,Rodriguinho,rodriguinho,São Paulo,1.27,Rodriguinho,https://s.sde.globo.com/media/person_role/2022/07/03/2c39fe8401bb55ea80a9a5bf0fde08ef_FORMATO.png,6,276,,,,,1.0,,1.0,,,,,,,,,,,,,
670,Weslley Pinto Batista,0.0,,9,1,2.22,118676,0.0,5,W. Patati,weslley-patati,Santos,3.6,Weslley Patati,https://s.sde.globo.com/media/person_role/2022/07/10/a604fa10e6f654cdd7a69453df88ea07_FORMATO.jpeg,6,277,,3.0,,,,,,,,,,,,,,,,,,
671,Kevyson Costa e Silva,0.0,,9,0,1.0,118701,0.0,2,Kevyson,kevyson,Santos,0.0,Kevyson,https://s.sde.globo.com/media/person_role/2023/05/14/photo_FORMATO_7ayVqP0.png,6,277,,,,,,,,,,,,,,,,,,,,
672,Eguinaldo de Sousa Lemos,0.0,,9,2,2.38,118708,0.0,5,Eguinaldo,eguinaldo,Vasco,0.1,Eguinaldo,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_tsGYQ1l.png,6,267,,,2.0,,1.0,2.0,,,,1.0,,,,,,,,,,
673,Calebe Oliveira Costa,0.0,,9,0,1.0,118709,0.0,4,Calebe,calebe,Cuiabá,0.0,Calebe,https://s.sde.globo.com/media/person_role/2023/06/04/photo_FORMATO_ILdcwWv.png,6,1371,,,,,,,,,,,,,,,,,,,,
674,Ed Carlos de Arruda Amorim,0.0,,9,4,2.0,118747,0.0,4,E. Carlos,ed-carlos,Santos,0.5,Ed Carlos,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7WKkp5D.png,6,277,,1.0,,,1.0,,,,,,,,,,,,,,,
675,Mateus Carvalho dos Santos,2.6,,9,2,2.63,118752,0.33,4,M. Carvalho,mateus-carvalho,Vasco,1.75,Mateus Carvalho,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_AtC7CQ7.png,6,267,,3.0,2.0,,,1.0,,,,,,,,,,,,,,
676,Patrick Verhon Pertel Pereira,0.0,,9,0,2.0,118770,0.0,4,P. Verhon,patrick-verhon,Bahia,0.0,Patrick Verhon,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8G6mq44.png,6,265,,,,,,,,,,,,,,,,,,,,
677,Alexsander Christian Gomes da Costa,0.0,,9,5,10.06,118774,0.0,2,Alexsander,alexsander,Fluminense,5.34,Alexsander,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_HMSPuY2.png,5,266,1.0,6.0,10.0,,2.0,2.0,,,1.0,,3.0,,,,,,,,,
678,Kaio César Andrade Lima,0.0,,9,8,3.84,118844,0.0,5,K. César,kaio-cesar,Coritiba,1.87,Kaio César,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_jGkK86O.png,6,294,,4.0,8.0,2.0,,23.0,,,3.0,1.0,,,,,,,,,,
679,Erick Marcus dos Santos Oliveira do Carmo,0.0,,9,4,3.31,121184,0.0,5,E. Marcus,erick-marcus,Vasco,3.45,Erick Marcus,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_WLTp9mI.png,6,267,,5.0,3.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,
680,Eduardo Simioni,0.0,,9,0,1.0,121235,0.0,4,Simioni,simioni,Goiás,0.0,Simioni,https://s.sde.globo.com/media/person_role/2023/05/14/photo_FORMATO_GEmB6In.png,6,290,,,,,,,,,,,,,,,,,,,,
681,Kauan Rodrigues da Silva,0.0,,9,0,2.0,121237,0.0,4,Kauan,kauan,Fortaleza,0.0,Kauan,https://s.sde.globo.com/media/person_role/2023/05/03/photo_FORMATO.png,6,356,,,,,,,,,,,,,,,,,,,,
682,Wendell Silva Santos dos Santos,0.0,,9,0,1.0,121238,0.0,5,Wendell,wendell,Goiás,0.0,Wendell,,6,290,,,,,,,,,,,,,,,,,,,,
683,Alan Matheus Stence,0.0,,9,0,1.0,121242,0.0,4,Alan,alan,Goiás,0.0,Alan,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_Jmw1xcE.png,6,290,,,,,,,,,,,,,,,,,,,,
684,Gabryel Vinícius Araújo Freitas,0.0,,9,0,2.0,121263,0.0,5,G. Freitas,gabryel-freitas,Cuiabá,0.0,Gabryel Freitas,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_2WJ0Lb4.png,6,1371,,,,,,,,,,,,,,,,,,,,
685,Paulo Ricardo de Souza Babilônia,0.0,,9,0,1.0,121766,0.0,2,Paulinho,paulinho,Vasco,0.0,Paulinho,https://s.sde.globo.com/media/person_role/2023/02/23/photo_FORMATO_5ClDe2s.png,6,267,,,,,,,,,,,,,,,,,,,,
686,Victor Matheus dos Santos Gonçalves,0.0,,9,0,2.0,121779,0.0,3,Vitão,vitao,Cuiabá,0.0,Vitão,https://s.sde.globo.com/media/person_role/2023/03/21/photo_220x220_xTgu9xA.png,6,1371,,,,,,,,,,,,,,,,,,,,
687,André Henrique da Silva Martins,0.0,,9,5,0.88,121792,0.0,5,André,andre,Grêmio,0.3,André,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_rIXRX47.png,6,284,,2.0,4.0,,1.0,1.0,,,,1.0,,,,,,,,,,
688,Jean Henrique Carneiro Pedroso,0.0,,9,0,1.0,121796,0.0,3,J. Pedroso,jean-pedroso,Coritiba,0.0,Jean Pedroso,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_BsJge2e.png,6,294,,,,,,,,,,,,,,,,,,,,
689,Sidnei Fernandes Junior,0.0,,9,0,1.0,121797,0.0,1,Sidnei,sidnei,Coritiba,0.0,Sidnei,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_A2xBlsx.png,6,294,,,,,,,,,,,,,,,,,,,,
690,Murillo Santiago Costa dos Santos,3.0,,9,7,2.13,121821,-0.08,3,Murillo,murillo,Corinthians,2.0,Murillo,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_dsRP9Y8.png,7,264,,7.0,3.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,
691,Janderson de Carvalho Costa,0.6,,9,3,1.39,121830,-0.08,5,Janderson,janderson,Botafogo,0.6,Janderson,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_ubiTL56.png,6,263,,2.0,2.0,,,,,,,,,,,,,,,,,
692,Giovanni Manson Ribeiro,0.0,,9,2,1.9,121985,0.0,4,G. Manson,giovanni-manson,Fluminense,-0.3,Giovanni Manson,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_7pCfzQS.png,6,266,,,2.0,,,2.0,,,,1.0,,,,,,,,,,
693,Ronald Barcellos Arantes,0.0,,9,0,3.0,122233,0.0,5,R. Barcellos,ronald-barcellos,Grêmio,0.0,Ronald Barcellos,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_9Vjj41S.png,6,284,,,,,,,,,,,,,,,,,,,,
694,Thiago Dombroski Moreira,0.0,,9,1,0.69,122293,0.0,3,T. Dombroski,thiago-dombroski,Coritiba,-0.3,Thiago Dombroski,https://s.sde.globo.com/media/person_role/2023/05/11/photo_FORMATO_XH1tvmy.png,6,294,,,1.0,,,,,,,,,,,,,,,,,
695,Ryan Carlos Santos de Sousa,6.1,,9,4,3.25,122300,1.33,2,Ryan,ryan,Bahia,3.45,Ryan,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_9WvAzGp.png,7,265,1.0,4.0,2.0,1.0,,1.0,,,1.0,2.0,1.0,,,,,,,,,
696,Kennedy Anderson Gomes Ferreira,0.0,,9,0,1.0,122301,0.0,5,Kennedy,kennedy,Bahia,0.0,Kennedy,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_nXCTAYa.png,6,265,,,,,,,,,,,,,,,,,,,,
697,Lorran Lucas Pereira de Sousa,0.0,,9,0,3.0,122321,0.0,4,Lorran,lorran,Flamengo,0.0,Lorran,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_PqkKiZh.png,6,262,,,,,,,,,,,,,,,,,,,,
698,Lyncon Correa Gonçalves,0.0,,9,0,1.0,122378,0.0,3,Lyncon,lyncon,Vasco,0.0,Lyncon,https://s.sde.globo.com/media/person_role/2023/06/06/photo_FORMATO.png,6,267,,,,,,,,,,,,,,,,,,,,
699,Talisson de Almeida,0.0,,9,1,3.1,122393,0.0,5,Talisson,talisson,Bragantino,3.8,Talisson,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_EfBwbRQ.png,6,280,,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
700,Gustavo Ribeiro Neves,0.0,,9,4,2.44,122394,0.0,4,Gustavinho,gustavinho,Bragantino,1.1,Gustavinho,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_D4mqWRg.png,6,280,,2.0,2.0,,2.0,2.0,,,,,,,,,,,,,,
701,Adryan Bezerra Silva,0.0,,9,0,1.0,122398,0.0,4,Adryan,adryan,Corinthians,0.0,Adryan,https://s.sde.globo.com/media/person_role/2023/05/03/photo_FORMATO_1O3rVYH.png,6,264,,,,,,,,,,,,,,,,,,,,
702,Felipe de Souza Motta Marins,0.0,,9,0,1.0,122419,0.0,3,Felipe,felipe,Internacional,0.0,Felipe,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E4VXEre.png,6,285,,,,,,,,,,,,,,,,,,,,
703,Lucca Holanda Sampaio Tavares,0.0,,9,7,0.97,122420,-0.04,5,Lucca,lucca,Internacional,0.17,Lucca,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_hF9GrgX.png,6,285,,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,
704,Isaac Rodrigues de Lima,0.0,,9,2,0.81,122439,0.0,4,Isaac,isaac,Fluminense,0.5,Isaac,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_BvtRIqc.png,6,266,,,,,,2.0,,,,,,,,,,,,,,
705,Kayky Henrique Almeida Brandão da Silva,0.0,,9,0,1.0,122441,0.0,3,K. Almeida,kayky-almeida,Fluminense,0.0,Kayky Almeida,https://s.sde.globo.com/media/person_role/2023/05/25/photo_FORMATO_yqxwXSM.png,6,266,,,,,,,,,,,,,,,,,,,,
706,Cauan Lucas Barros da Luz,0.5,,9,6,2.3,122485,-0.05,4,Barros,barros,Vasco,2.03,Barros,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_VK7ktPd.png,6,267,,3.0,6.0,,3.0,2.0,,1.0,,1.0,,,,,,,,,,
707,Rayan Vitor Simplício Rocha,0.0,,9,0,1.0,122486,0.0,5,Rayan,rayan,Vasco,0.0,Rayan,https://s.sde.globo.com/media/person_role/2023/05/14/photo_FORMATO_j8pKgAo.png,6,267,,,,,,,,,,,,,,,,,,,,
708,Alexsandro Amorim de Freitas Filho,0.0,,9,0,2.0,122598,0.0,4,Amorim,amorim,Fortaleza,0.0,Amorim,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_bHZGJhi.png,6,356,,,,,,,,,,,,,,,,,,,,
709,Matheus José Belém de Souza,0.0,,9,0,1.0,122602,0.0,3,M. Belém,matheus-belem,São Paulo,0.0,Matheus Belém,,6,276,,,,,,,,,,,,,,,,,,,,
710,Bruno Araújo dos Santos,0.0,,9,3,1.65,122668,0.0,2,B. Santos,bruno-santos,Goiás,-0.17,Bruno Santos,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_TrU9q7C.png,6,290,,1.0,4.0,,,1.0,,,,1.0,,,,,,,,,,
711,Lucas de Souza Cunha,0.0,,9,0,4.0,122755,0.0,3,L. Cunha,lucas-cunha,Bragantino,0.0,Lucas Cunha,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_UKu2eTF.png,6,280,,,,,,,,,,,,,,,,,,,,
712,Breno Cascardo Lemos,2.1,,9,3,3.1,122991,0.09,4,Breno,breno,América-MG,5.13,Breno,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_RDObIp6.png,7,327,,4.0,3.0,1.0,1.0,3.0,,1.0,,,,,,,,,,,,
713,Luan de Campos Cristiano da Silva,0.0,,9,0,3.0,122992,0.0,5,L. Campos,luan-campos,América-MG,0.0,Luan Campos,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_ghOAcrE.png,6,327,,,,,,,,,,,,,,,,,,,,
714,Pedro Henrique Silva dos Santos,2.2,,9,3,1.78,123022,0.12,5,Pedro,pedro,Corinthians,1.93,Pedro,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO.png,6,264,,,2.0,3.0,,4.0,,,2.0,,,1.0,,,,,,,,
715,Tiago Gomes dos Santos,0.0,,9,0,1.0,123054,0.0,1,T. Gomes,tiago-gomes,Bahia,0.0,Tiago Gomes,https://s.sde.globo.com/media/person_role/2023/04/24/photo_FORMATO.png,6,265,,,,,,,,,,,,,,,,,,,,
