,atletas.entrou_em_campo,atletas.clube.id.full.name,atletas.posicao_id,atletas.variacao_num,atletas.preco_num,atletas.status_id,atletas.minimo_para_valorizar,atletas.jogos_num,atletas.slug,atletas.apelido_abreviado,atletas.nome,atletas.rodada_id,atletas.atleta_id,atletas.apelido,atletas.media_num,atletas.clube_id,atletas.foto,atletas.pontos_num,A,CA,DS,FC,FF,FS,G,PP,SG,V,FD,FT,I,PC,CV,GC,PS,DE,GS,DP,PI
592,False,Atlético-MG,2,0.0,1.0,6,,0,kauan,Kauan,Kauan Silva Sales,37,113154,Kauan,0.0,282,https://s.sde.globo.com/media/person_role/2023/04/01/photo_220x220_9pgUpwG.png,0.0,,,,,,,,,,,,,,,,,,,,,
593,True,São Paulo,2,-0.6,4.64,2,,18,nathan-mendes,N. Mendes,Nathan Gabriel de Souza Mendes,37,113157,Nathan Mendes,4.16,276,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Ec4EI26.png,1.7,,4.0,17.0,21.0,1.0,19.0,1.0,,9.0,,1.0,,,,,,,,,,
594,False,Palmeiras,3,0.0,2.0,6,,0,michel,Michel,Michel Augusto Modesto Rafael dos Santos,37,113159,Michel,0.0,275,https://s.sde.globo.com/media/person_role/2022/04/06/2e58e6fda93f2529e843b6dacea39be3_FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,
595,True,América-MG,3,-0.27,3.41,6,,8,julio,Júlio,Júlio César Alves Gonçalves,37,113295,Júlio,2.25,327,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_ta473IP.png,-0.6,1.0,1.0,4.0,8.0,2.0,,,,2.0,,,,,,,,,,,,
596,True,São Paulo,4,-0.44,5.84,7,,29,pablo-maia,P. Maia,Pablo Gonçalves Maia Fortunato,37,113359,Pablo Maia,3.23,276,https://s.sde.globo.com/media/person_role/2022/03/05/e91f0953fe782088f01eda528fd69b2f_FORMATO.png,-0.3,,7.0,46.0,58.0,13.0,23.0,4.0,,,,10.0,,,,1.0,,,,,,
597,True,Coritiba,2,-0.22,1.75,6,,10,diogo-batista,D. Batista,Diogo Batista de Souza,37,113384,Diogo Batista,2.63,294,https://s.sde.globo.com/media/person_role/2023/09/13/photo_FORMATO_KoGBw9E.png,1.4,1.0,1.0,8.0,11.0,2.0,4.0,,,2.0,,2.0,,,,,,,,,,
598,True,Bragantino,4,0.22,7.49,6,,16,bruninho,Bruninho,Bruno Gonçalves de Jesus,37,113558,Bruninho,2.51,280,https://s.sde.globo.com/media/person_role/2022/05/05/f1f155231d0b75984084fb05c52de0db_FORMATO.png,1.3,1.0,,7.0,1.0,3.0,8.0,2.0,,,,5.0,,1.0,1.0,,,,,,,
599,False,Palmeiras,5,0.0,1.38,6,,7,kevin,Kevin,Kevin Santos Lopes de Macedo,37,113663,Kevin,1.82,275,https://s.sde.globo.com/media/person_role/2023/03/03/photo_FORMATO_TugHOMv.png,0.0,,2.0,8.0,7.0,3.0,5.0,,,,,2.0,,1.0,,,,,,,,
600,False,Flamengo,5,0.0,1.0,6,,0,ryan-luka,R. Luka,Ryan Luka Cordeiro de Souza,37,113667,Ryan Luka,0.0,262,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_4G7ETFM.png,0.0,,,,,,,,,,,,,,,,,,,,,
601,False,Santos,1,0.0,1.0,6,,0,diogenes,Diógenes,Diógenes Vinícius da Silva,37,113690,Diógenes,0.0,277,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_TyR44XO.png,0.0,,,,,,,,,,,,,,,,,,,,,
602,False,Flamengo,5,0.0,1.29,6,,2,andre-luiz,A. Luiz,André Luiz Inácio da Silva,37,114174,André Luiz,-0.05,262,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_qtSFh6j.png,0.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
603,False,Cuiabá,2,0.0,1.0,6,,0,juan-tavares,J. Tavares,Juan Pablo Vilela Tavares,37,114497,Juan Tavares,0.0,1371,https://s.sde.globo.com/media/person_role/2023/06/04/photo_FORMATO_s4c9qYu.png,0.0,,,,,,,,,,,,,,,,,,,,,
604,False,Flamengo,3,0.0,3.0,6,,0,cleiton,Cleiton,Cleiton Santana dos Santos,37,114790,Cleiton,0.0,262,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_L2MYyBn.png,0.0,,,,,,,,,,,,,,,,,,,,,
605,True,Athlético-PR,5,-1.2,11.95,6,,24,vitor-roque,V. Roque,Vitor Hugo Roque Ferreira,37,114802,Vitor Roque,7.2,293,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_0B2D0LR.png,2.4,3.0,6.0,19.0,33.0,16.0,51.0,12.0,,,,11.0,1.0,7.0,,,,1.0,,,,
606,False,Bragantino,4,0.0,2.0,6,,0,luciano,Luciano,Luciano Silva Santos,37,114888,Luciano,0.0,280,https://s.sde.globo.com/media/person_role/2022/05/05/21a71a480463a1c9c0140cfd2b91c6d8_FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,
607,False,Cuiabá,1,0.0,1.0,6,,0,peruchi,Peruchi,Vinicius Pasquini Peruchi,37,114893,Peruchi,0.0,1371,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_SsVd5Bj.png,0.0,,,,,,,,,,,,,,,,,,,,,
608,False,Santos,4,0.0,1.57,6,,2,miguelito,Miguelito,Miguel Àngel Terceros,37,115025,Miguelito,1.25,277,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_CgKUL3N.png,0.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
609,True,Internacional,2,-0.34,2.29,6,,9,thauan-lara,T. Lara,Thauan Lara dos Santos,37,115061,Thauan Lara,2.44,285,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_QvNiNqZ.png,0.0,,1.0,5.0,6.0,2.0,12.0,,,2.0,,1.0,,,,,,,,,,
610,False,São Paulo,5,0.0,3.0,6,,0,caio-matheus,C. Matheus,Caio Matheus da Silva,37,115227,Caio Matheus,0.0,276,https://s.sde.globo.com/media/person_role/2022/04/06/c624743dce9149ef9c0122f7eabd3337_FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,
611,True,Flamengo,2,-0.35,9.07,6,,33,wesley,Wesley,Wesley Vinícius França Lima,37,115239,Wesley,4.79,262,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_FLI9Vom.png,0.5,1.0,3.0,58.0,46.0,5.0,43.0,1.0,,12.0,,3.0,1.0,8.0,1.0,,,2.0,,,,
612,False,Palmeiras,3,0.0,2.95,6,,10,naves,Naves,Kaiky Marques Naves,37,115246,Naves,3.63,275,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PUzC8ZB.png,0.0,,1.0,11.0,9.0,1.0,2.0,,,5.0,,,,,,,,,,,,
613,False,Palmeiras,1,0.0,1.0,6,,0,kaique,Kaique,Kaique Pereira Azarias,37,115247,Kaique,0.0,275,https://s.sde.globo.com/media/person_role/2022/04/06/42c5ad338bd56af0c7eeb86e91a85304_FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,
614,True,Palmeiras,4,-0.34,1.94,6,,20,jhon-jhon,J. Jhon,Jhonatan dos Santos Rosa,37,115248,Jhon Jhon,1.92,275,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cdZiLf8.png,2.3,1.0,5.0,20.0,22.0,5.0,12.0,,,,,6.0,1.0,3.0,,,,,,,,
615,False,Atlético-MG,3,0.0,1.0,6,,0,romulo,Rômulo,Rômulo Helberte Pereira Junior,37,115268,Rômulo,0.0,282,https://s.sde.globo.com/media/person_role/2021/12/09/5cad18cd9645fbba0749287a12b4c476_FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,
616,False,Athlético-PR,5,0.0,1.0,6,,0,emersonn,Emersonn,Emersonn Correia da Silva,37,115273,Emersonn,0.0,293,https://s.sde.globo.com/media/person_role/2021/12/09/ef22051bd5702578dd49c2ea6d4bc4d8_FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,
617,False,Bahia,3,0.0,2.97,6,,1,marcos-victor,M. Victor,Marcos Victor Ferreira da Silva,37,115537,Marcos Victor,0.0,265,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_PrZupVH.png,0.0,,,,,,,,,,,,,,,,,,,,,
618,True,América-MG,4,0.85,4.39,6,,18,rodriguinho,Rodriguinho,Rodrigo Henrique Santos de Souza,37,115563,Rodriguinho,3.72,327,https://s.sde.globo.com/media/person_role/2023/10/11/photo_FORMATO_TSPnsCz.png,7.5,3.0,1.0,21.0,20.0,6.0,16.0,2.0,,,,2.0,1.0,3.0,,,,,,,,
619,False,Grêmio,4,0.0,1.0,5,,8,mila,Mila,Lucas Eduardo Müller - Milla,37,115671,Mila,0.61,284,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_GjZARIK.png,0.0,,2.0,5.0,10.0,3.0,3.0,,,,,,,,,,,,,,,
620,False,Atlético-MG,1,0.0,2.0,6,,0,gabriel-delfim,G. Delfim,Gabriel Delfim Ferreira,37,115674,Gabriel Delfim,0.0,282,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_R1TAAd6.png,0.0,,,,,,,,,,,,,,,,,,,,,
621,False,Vasco,3,0.0,1.08,6,,3,ze-vitor,Z. Vitor,José Vitor Geminiano Cavalieri,37,115733,Zé Vitor,-1.2,267,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_E9RklP7.png,0.0,,2.0,,2.0,,,,,,,,,,1.0,,,,,,,
622,False,Vasco,3,0.0,2.0,6,,0,pimentel,Pimentel,Eric Lima Pimentel,37,115734,Pimentel,0.0,267,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_bs3vmzt.png,0.0,,,,,,,,,,,,,,,,,,,,,
623,False,Bragantino,2,0.0,1.0,6,,0,jonathan,Jonathan,Jonathan da Cruz Silva,37,115870,Jonathan,0.0,280,https://s.sde.globo.com/media/person_role/2023/03/29/photo_FORMATO_7Zk5L8m.png,0.0,,,,,,,,,,,,,,,,,,,,,
624,False,Flamengo,4,0.0,1.0,6,,0,evertton-araujo,E. Araújo,Everton Gustavo Fernandes Araújo,37,115914,Evertton Araújo,0.0,262,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_TQMbzmd.png,0.0,,,,,,,,,,,,,,,,,,,,,
625,True,Fluminense,5,-0.18,7.98,3,,27,lele,Lelê,Leanderson da Silva Genésio,37,115915,Lelê,2.31,266,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_JNinp65.png,-1.0,2.0,3.0,12.0,30.0,18.0,10.0,2.0,,,,13.0,1.0,10.0,,1.0,,,,,,
626,True,Palmeiras,5,-1.48,8.09,7,,30,endrick,Endrick,Endrick Felipe Moreira de Sousa,37,115959,Endrick,4.26,275,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_6tQjxwx.png,2.7,,4.0,11.0,42.0,14.0,42.0,10.0,1.0,,,11.0,3.0,2.0,,,,1.0,,,,
627,True,Cuiabá,4,-0.25,4.51,7,,30,denilson,Denilson,Denilson Alves Borges,37,115986,Denilson,2.78,1371,https://s.sde.globo.com/media/person_role/2022/10/15/photo_FORMATO_sqKxYTo.png,0.5,3.0,8.0,33.0,34.0,10.0,32.0,1.0,,,,10.0,1.0,,,,,,,,,
628,True,América-MG,4,-0.55,0.82,6,,11,mateus-henrique,M. Henrique,Mateus Henrique Alves Silva,37,115997,Mateus Henrique,1.61,327,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_qdMBMKN.png,-3.1,1.0,1.0,12.0,11.0,2.0,10.0,,,,,,,,1.0,1.0,,,,,,
629,True,América-MG,5,0.13,1.99,6,,7,adyson,Adyson,Adyson do Nascimento Soares,37,115998,Adyson,1.25,327,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_KOZ7smb.png,0.8,,,4.0,2.0,1.0,5.0,,,,,1.0,,,,,,,,,,
630,False,Botafogo,2,0.0,1.0,6,,0,wallison,Wallison,Wallison Nunes Silva,37,116000,Wallison,0.0,263,,0.0,,,,,,,,,,,,,,,,,,,,,
631,True,Bragantino,4,-0.67,2.42,3,,13,matheus-goncalves,M. Gonçalves,Matheus Gonçalves Martins,37,116012,Matheus Gonçalves,1.78,280,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_qMCtXjD.png,-0.5,1.0,3.0,4.0,7.0,7.0,10.0,,,,,,2.0,1.0,,,,2.0,,,,
632,False,Flamengo,4,0.0,1.77,6,,4,igor-jesus,I. Jesus,Igor Jesus Lima,37,116013,Igor Jesus,1.08,262,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_fA4Y3X6.png,0.0,,1.0,2.0,5.0,3.0,4.0,,,,,,,,,,,,,,,
633,False,Flamengo,5,0.0,2.0,6,,0,petterson,Petterson,Petterson Novaes Reis,37,116025,Petterson,0.0,262,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_lUPHYVN.png,0.0,,,,,,,,,,,,,,,,,,,,,
634,True,Flamengo,4,-0.05,5.55,6,,29,victor-hugo,V. Hugo,Victor Hugo Gomes Silva,37,116034,Victor Hugo,2.2,262,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_nUR0WYM.png,0.0,2.0,1.0,27.0,11.0,5.0,23.0,1.0,,,,2.0,,1.0,,,,,,,,
635,False,Atlético-MG,4,0.0,1.0,6,,0,vitor-graziani,V. Graziani,Vitor Hugo Santos Graziani,37,116046,Vitor Graziani,0.0,282,https://s.sde.globo.com/media/person_role/2023/04/01/photo_FORMATO_bXh4eA4.png,0.0,,,,,,,,,,,,,,,,,,,,,
636,False,Botafogo,4,0.0,2.11,6,,1,rai,Raí,Raí da Silva Pessanha,37,116048,Raí,0.0,263,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_n8x32pL.png,0.0,,,,,,,,,,,,,,,,,,,,,
637,True,Grêmio,2,-0.23,5.13,6,,10,cuiabano,Cuiabano,Luís Eduardo Soares da Silva,37,116065,Cuiabano,3.7,284,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ER9oADt.png,6.2,,3.0,13.0,17.0,3.0,9.0,1.0,,2.0,,4.0,,2.0,,,,,,,,
638,False,São Paulo,2,0.0,3.02,5,,1,joao-moreira,J. Moreira,João Moreira Sanmartin Souza,37,116137,João Moreira,4.8,276,https://s.sde.globo.com/media/person_role/2022/03/01/b2773da8a486428f92cda01d2ab65d9e_FORMATO.png,0.0,,,2.0,1.0,,3.0,,,,,1.0,,,,,,,,,,
639,True,Coritiba,4,-0.2,0.88,6,,3,gabriel-silva,G. Silva,Gabriel Silva Azevedo Figueiredo,37,116282,Gabriel Silva,1.23,294,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_kENShcR.png,0.5,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,
640,False,Fortaleza,4,0.0,6.61,5,,13,hercules,Hércules,Hércules Pereira do Nascimento,37,116447,Hércules,3.09,356,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_U5EjTT7.png,0.0,,1.0,20.0,15.0,7.0,7.0,1.0,,,,4.0,,2.0,,,,,,,,
641,False,Bahia,2,0.0,2.08,5,,3,andre,André,André Dhominique Queiroz Santiago Da Silva,37,116450,André,0.43,265,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_kQwNdzi.png,0.0,,1.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,
642,False,Coritiba,2,0.0,5.7,7,,28,jamerson,Jamerson,Jamerson Santos de Jesus,37,116461,Jamerson,2.81,294,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_vdcH1tF.png,0.0,1.0,4.0,38.0,22.0,7.0,11.0,,,5.0,,5.0,,3.0,,1.0,,,,,,
643,False,Goiás,1,0.0,1.0,6,,0,ezequiel,Ezequiel,Ezequiel Alves de Oliveira Vieira,37,116562,Ezequiel,0.0,290,https://s.sde.globo.com/media/person_role/2023/03/14/photo_220x220_DI919Pv.png,0.0,,,,,,,,,,,,,,,,,,,,,
644,False,Bragantino,2,0.0,1.0,6,,0,jhonny,Jhonny,Jhonny Cardinoti Pedro,37,116825,Jhonny,0.0,280,https://s.sde.globo.com/media/person_role/2022/02/24/07c2ee6d264dd5863593c52fdaba42b5_FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,
645,False,Goiás,2,0.0,1.0,6,,0,xavier,Xavier,Gustavo Xavier Teixeira,37,116833,Xavier,0.0,290,https://s.sde.globo.com/media/person_role/2022/03/02/05376c327ca2468dd6033c182bd7791f_FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,
646,False,Goiás,5,0.0,1.0,6,,0,reginaldo,Reginaldo,Reginaldo dos Santos Moreira,37,116835,Reginaldo,0.0,290,https://s.sde.globo.com/media/person_role/2022/04/15/c6b1985503cc71ba6d6154b448940158_FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,
647,False,Flamengo,4,0.0,0.74,6,,1,pedrinho,Pedrinho,Pedro Henrique Fonseca de Araújo Martins,37,117112,Pedrinho,0.0,262,https://s.sde.globo.com/media/person_role/2022/09/27/photo_FORMATO_1oFhhWx.png,0.0,,,,,,,,,,,,,,,,,,,,,
648,True,Bragantino,5,-0.03,6.88,2,,30,thiago-borbas,T. Borbas,Thiago Nicolás Borbas Silva,37,117314,Thiago Borbas,3.92,280,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_y6Ph2tU.png,0.7,2.0,7.0,11.0,38.0,17.0,13.0,9.0,,,,17.0,,3.0,,,,,,,,
649,False,Bragantino,3,0.0,3.12,5,,1,cipriano,Cipriano,João Luiz da Silva Cipriano,37,117336,Cipriano,6.4,280,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_jkA9tzz.png,0.0,,1.0,3.0,4.0,,,,,1.0,,,,,,,,,,,,
650,True,América-MG,5,2.29,4.4,6,,11,renato-marques,R. Marques,Renato Marques de Oliveira Júnior,37,117403,Renato Marques,2.78,327,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_mDKWEgg.png,15.8,1.0,2.0,2.0,10.0,1.0,5.0,3.0,,,,1.0,,4.0,,,,,,,,
651,False,Corinthians,2,0.0,1.45,6,,3,leo-mana,L. Maná,Leonardo Mana Hernandes,37,117459,Léo Maná,0.67,264,https://s.sde.globo.com/media/person_role/2022/07/02/5c3199a34de47846ae66a0560d4e7417_FORMATO.png,0.0,,1.0,3.0,2.0,,,,,,,,,,,,,,,,,
652,False,São Paulo,4,0.0,5.0,6,,0,galoppo,Galoppo,Giuliano Galoppo,37,117579,Galoppo,0.0,276,https://s.sde.globo.com/media/person_role/2022/07/26/2ca20d35cbccce7d03bb8c585af8fddc_FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,
653,True,Bragantino,6,0.88,12.61,7,,35,pedro-caixinha,P. Caixinha,Pedro Miguel Faria Caixinha,37,117711,Pedro Caixinha,5.85,280,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LvzP4JH.png,8.01,,,,,,,,,,16.0,,,,,,,,,,,
654,False,São Paulo,1,0.0,1.0,6,,0,young,Young,Young Navarro Moraes,37,117818,Young,0.0,276,https://s.sde.globo.com/media/person_role/2023/06/07/photo_FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,
655,True,Corinthians,5,-0.24,1.9,6,,3,giovane,Giovane,Giovane Santana do Nascimento,37,117849,Giovane,1.17,264,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_TquvINB.png,0.7,,,1.0,,3.0,,,,,,,,1.0,,,,,,,,
656,False,Internacional,4,0.0,2.11,6,,1,estevao,Estevão,Estevão Barreto de Oliveira,37,117870,Estevão,0.2,285,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_HFq77iJ.png,0.0,,,,1.0,,1.0,,,,,,,,,,,,,,,
657,True,Corinthians,5,-0.16,3.4,6,,20,wesley,Wesley,Wesley Gassova Ribeiro Teixeira,37,117909,Wesley,2.23,264,https://s.sde.globo.com/media/person_role/2022/04/19/e9c12ff02569765cb5c876412fae8bb8_FORMATO.png,1.0,,2.0,14.0,9.0,7.0,29.0,1.0,,,,3.0,,1.0,,,,1.0,,,,
658,False,Botafogo,5,0.0,3.0,6,,0,adamo,Adamo,Valentín Nicolás Adamo Reyes,37,117934,Adamo,0.0,263,https://s.sde.globo.com/media/person_role/2023/08/04/photo_220x220_m5MUr53.png,0.0,,,,,,,,,,,,,,,,,,,,,
659,False,Bragantino,4,0.0,1.53,5,,1,nathan-camargo,N. Camargo,Nathan Camargo dos Santos,37,118175,Nathan Camargo,0.5,280,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_JrPbIiU.png,0.0,,,,,,1.0,,,,,,,,,,,,,,,
660,True,Grêmio,4,-0.16,1.17,6,,9,ronald,Ronald,Ronald Cardoso Falkoski,37,118238,Ronald,1.66,284,https://s.sde.globo.com/media/person_role/2023/07/04/photo_FORMATO_juUTHsW.png,0.5,,1.0,4.0,4.0,3.0,4.0,1.0,,,,,,,,,,,,,,
661,True,Goiás,5,0.44,1.75,6,,3,pedrinho,Pedrinho,Pedro Junqueira de Oliveira,37,118304,Pedrinho,1.83,290,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_vpwMN7R.png,4.1,,,3.0,1.0,,2.0,,,,,1.0,,,,,,,,,,
662,False,Goiás,5,0.0,0.74,6,,1,denzel,Denzel,Denzel Nogueira Damasceno,37,118367,Denzel,0.0,290,https://s.sde.globo.com/media/person_role/2023/09/20/photo_FORMATO_h89EHCY.png,0.0,,,,,,,,,,,,,,,,,,,,,
663,False,Flamengo,2,0.0,1.0,6,,0,ze-welinton,Z. Welinton,José Welinton Campos Menezes,37,118501,Zé Welinton,0.0,262,https://s.sde.globo.com/media/person_role/2022/06/29/eb9c2188bfd2d30e670faa55785ea3f2_FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,
664,False,São Paulo,4,0.0,0.93,6,,11,rodriguinho,Rodriguinho,Rodrigo Huendra Almeida Mendonça,37,118563,Rodriguinho,0.56,276,https://s.sde.globo.com/media/person_role/2022/07/03/2c39fe8401bb55ea80a9a5bf0fde08ef_FORMATO.png,0.0,,3.0,7.0,12.0,1.0,1.0,,,,,,1.0,,,,,,,,,
665,False,Santos,5,0.0,1.95,6,,8,weslley-patati,W. Patati,Weslley Pinto Batista,37,118676,Weslley Patati,1.81,277,https://s.sde.globo.com/media/person_role/2022/07/10/a604fa10e6f654cdd7a69453df88ea07_FORMATO.jpeg,0.0,,,7.0,3.0,4.0,3.0,,,,,2.0,,1.0,,,,,,,,
666,False,Santos,2,0.0,2.38,2,,16,kevyson,Kevyson,Kevyson Costa e Silva,37,118701,Kevyson,2.68,277,https://s.sde.globo.com/media/person_role/2023/09/29/photo_FORMATO_RW7aWbF.png,0.0,,1.0,22.0,12.0,3.0,6.0,,,3.0,,4.0,,,1.0,,1.0,,,,,
667,False,Cuiabá,4,0.0,1.0,6,,0,calebe,Calebe,Calebe Oliveira Costa,37,118709,Calebe,0.0,1371,https://s.sde.globo.com/media/person_role/2023/06/04/photo_FORMATO_ILdcwWv.png,0.0,,,,,,,,,,,,,,,,,,,,,
668,False,Santos,4,0.0,2.0,6,,4,ed-carlos,E. Carlos,Ed Carlos de Arruda Amorim,37,118747,Ed Carlos,0.5,277,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7WKkp5D.png,0.0,,,1.0,,1.0,,,,,,,,,,,,,,,,
669,False,Vasco,4,0.0,1.9,6,,9,mateus-carvalho,M. Carvalho,Mateus Carvalho dos Santos,37,118752,Mateus Carvalho,0.83,267,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_AtC7CQ7.png,0.0,,3.0,8.0,14.0,1.0,6.0,,,,,1.0,,,,,,,,,,
670,False,Santos,3,0.0,1.72,6,,1,jair-paula,J. Paula,Jair Paula da Cunha Filho,37,118758,Jair Paula,5.0,277,https://s.sde.globo.com/media/person_role/2022/07/27/c0ca21ce2942942d0bf68a74cc8d121e_FORMATO.png,0.0,,,,,,,,,1.0,,,,,,,,,,,,
671,False,Bahia,4,0.0,1.44,6,,1,patrick-verhon,P. Verhon,Patrick Verhon Pertel Pereira,37,118770,Patrick Verhon,0.0,265,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8G6mq44.png,0.0,,,,,,,,,,,,,,,,,,,,,
672,True,Fluminense,2,0.97,8.8,6,,17,alexsander,Alexsander,Alexsander Christian Gomes da Costa,37,118774,Alexsander,3.74,266,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_HMSPuY2.png,6.7,1.0,2.0,23.0,22.0,3.0,14.0,,,6.0,,1.0,,1.0,1.0,,,,,,,
673,False,Botafogo,4,0.0,3.0,6,,0,jacob-montes,J. Montes,Jacob Christian Montes,37,118843,Jacob Montes,0.0,263,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_xADM7g0.png,0.0,,,,,,,,,,,,,,,,,,,,,
674,True,Coritiba,5,-0.4,3.67,6,,22,kaio-cesar,K. César,Kaio César Andrade Lima,37,118844,Kaio César,1.93,294,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_CVQMogN.png,-0.1,,4.0,19.0,24.0,4.0,50.0,,,,,3.0,,5.0,,,,,,,,
675,False,Athlético-PR,3,0.0,1.0,2,,0,joao-vitor,J. Vitor,João Vitor Tavares da Mota,37,120419,João Vitor,0.0,293,https://s.sde.globo.com/media/person_role/2022/08/26/photo_FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,
676,False,Athlético-PR,2,0.0,1.0,6,,0,derik,Derik,Leonardo Derik Dias Gonçalves,37,120433,Derik,0.0,293,https://s.sde.globo.com/media/person_role/2022/08/27/photo_FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,
677,False,Cruzeiro,3,0.0,1.0,6,,0,ruan-santos,R. Santos,Ruan Matheus Rodrigues Santos,37,120977,Ruan Santos,0.0,283,https://s.sde.globo.com/media/person_role/2023/11/17/photo_FORMATO_UlrURWA.png,0.0,,,,,,,,,,,,,,,,,,,,,
678,False,Vasco,5,0.0,3.22,6,,14,erick-marcus,E. Marcus,Erick Marcus dos Santos Oliveira do Carmo,37,121184,Erick Marcus,2.0,267,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_WLTp9mI.png,0.0,1.0,1.0,10.0,9.0,2.0,8.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,
679,False,Goiás,4,0.0,1.0,6,,0,simioni,Simioni,Eduardo Simioni,37,121235,Simioni,0.0,290,https://s.sde.globo.com/media/person_role/2023/05/14/photo_FORMATO_GEmB6In.png,0.0,,,,,,,,,,,,,,,,,,,,,
680,False,Fortaleza,4,0.0,1.48,6,,1,kauan,Kauan,Kauan Rodrigues da Silva,37,121237,Kauan,0.2,356,https://s.sde.globo.com/media/person_role/2023/05/03/photo_FORMATO.png,0.0,,,,1.0,,1.0,,,,,,,,,,,,,,,
681,False,Goiás,5,0.0,1.0,6,,0,wendell,Wendell,Wendell Silva Santos dos Santos,37,121238,Wendell,0.0,290,,0.0,,,,,,,,,,,,,,,,,,,,,
682,False,Goiás,3,0.0,1.0,6,,0,mina,Mina,Luis Felipe Nascimento Miranda,37,121241,Mina,0.0,290,https://s.sde.globo.com/media/person_role/2023/08/21/photo_FORMATO_5WnjHh9.png,0.0,,,,,,,,,,,,,,,,,,,,,
