,atletas.pontos_num,atletas.apelido_abreviado,atletas.clube_id,atletas.minimo_para_valorizar,atletas.media_num,atletas.posicao_id,atletas.apelido,atletas.jogos_num,atletas.preco_num,atletas.slug,atletas.nome,atletas.foto,atletas.variacao_num,atletas.status_id,atletas.entrou_em_campo,atletas.atleta_id,atletas.rodada_id,atletas.clube.id.full.name,CV,DE,DP,FC,FS,GC,GS,SG,A,CA,DS,FD,FF,G,I,FT,PP,PC,PS,V,PI
594,-1.0,G. Grando,284,,2.89,1,Gabriel Grando,28,5.31,gabriel-grando,Gabriel Hamester Grando,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bv2qwrK.png,-1.7,7,True,112616,33,Grêmio,,101.0,,,6.0,,43.0,5.0,,5.0,,,,,,,,,,,
595,0.0,Kaiki,283,,2.23,2,Kaiki,6,3.68,kaiki,Kaiki Bruno da Silva,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_HCZ4bVf.png,0.0,6,False,112709,33,Cruzeiro,,,,11.0,6.0,,,2.0,,1.0,4.0,,,,1.0,,,,,,
596,0.0,L. Barbosa,294,,1.92,4,Lucas Barbosa,9,4.03,lucas-barbosa,Lucas Henrique Barbosa,https://s.sde.globo.com/media/person_role/2023/09/13/photo_FORMATO_Dsp7wOi.png,0.0,6,False,112886,33,Coritiba,,,,11.0,6.0,,,,,,12.0,2.0,1.0,,,,,,,,
597,0.0,Capasso,267,,0.58,3,Capasso,8,2.31,capasso,Manuel Vicente Capasso,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_OaLhk6j.png,0.0,6,False,112913,33,Vasco,,,,5.0,,,,,,3.0,7.0,,1.0,,1.0,,,,,,
598,0.0,Werton,262,,0.0,5,Werton,0,2.0,werton,Werton de Almeida Rêgo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_b5lT2QZ.png,0.0,6,False,112984,33,Flamengo,,,,,,,,,,,,,,,,,,,,,
599,0.0,F. López,275,,2.24,5,Flaco López,19,6.09,flaco-lopez,José Manuel Alberto López,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_V15s07E.png,0.0,6,False,113103,33,Palmeiras,,,,17.0,12.0,,,,,3.0,8.0,5.0,6.0,3.0,5.0,,,,1.0,,
600,0.0,Kauan,282,,0.0,2,Kauan,0,1.0,kauan,Kauan Silva Sales,https://s.sde.globo.com/media/person_role/2023/04/01/photo_220x220_9pgUpwG.png,0.0,6,False,113154,33,Atlético-MG,,,,,,,,,,,,,,,,,,,,,
601,5.9,N. Mendes,276,,4.01,2,Nathan Mendes,14,4.94,nathan-mendes,Nathan Gabriel de Souza Mendes,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Ec4EI26.png,0.45,6,True,113157,33,São Paulo,,,,16.0,16.0,,,6.0,,4.0,14.0,1.0,1.0,1.0,,,,,,,
602,0.0,Michel,275,,0.0,3,Michel,0,2.0,michel,Michel Augusto Modesto Rafael dos Santos,https://s.sde.globo.com/media/person_role/2022/04/06/2e58e6fda93f2529e843b6dacea39be3_FORMATO.png,0.0,6,False,113159,33,Palmeiras,,,,,,,,,,,,,,,,,,,,,
603,0.0,Júlio,327,,3.52,3,Júlio,4,3.54,julio,Júlio César Alves Gonçalves,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_ta473IP.png,0.0,6,False,113295,33,América-MG,,,,3.0,,,,2.0,1.0,,,,,,,,,,,,
604,3.3,P. Maia,276,,3.34,4,Pablo Maia,25,6.25,pablo-maia,Pablo Gonçalves Maia Fortunato,https://s.sde.globo.com/media/person_role/2022/03/05/e91f0953fe782088f01eda528fd69b2f_FORMATO.png,-0.13,7,True,113359,33,São Paulo,1.0,,,54.0,21.0,,,,,7.0,39.0,9.0,12.0,4.0,,,,,,,
605,0.0,D. Batista,294,,2.77,2,Diogo Batista,9,1.97,diogo-batista,Diogo Batista de Souza,https://s.sde.globo.com/media/person_role/2023/09/13/photo_FORMATO_KoGBw9E.png,0.0,6,False,113384,33,Coritiba,,,,10.0,3.0,,,2.0,1.0,1.0,7.0,2.0,2.0,,,,,,,,
606,0.0,Bruninho,280,,2.96,4,Bruninho,13,7.96,bruninho,Bruno Gonçalves de Jesus,https://s.sde.globo.com/media/person_role/2022/05/05/f1f155231d0b75984084fb05c52de0db_FORMATO.png,0.0,2,False,113558,33,Bragantino,,,,1.0,6.0,,,,1.0,,7.0,5.0,2.0,2.0,1.0,,,1.0,,,
607,0.0,Kevin,275,,1.82,5,Kevin,7,1.38,kevin,Kevin Santos Lopes de Macedo,https://s.sde.globo.com/media/person_role/2023/03/03/photo_FORMATO_TugHOMv.png,0.0,6,False,113663,33,Palmeiras,,,,7.0,5.0,,,,,2.0,8.0,2.0,3.0,,1.0,,,,,,
608,0.0,R. Luka,262,,0.0,5,Ryan Luka,0,1.0,ryan-luka,Ryan Luka Cordeiro de Souza,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_4G7ETFM.png,0.0,6,False,113667,33,Flamengo,,,,,,,,,,,,,,,,,,,,,
609,0.0,Diógenes,277,,0.0,1,Diógenes,0,1.0,diogenes,Diógenes Vinícius da Silva,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_TyR44XO.png,0.0,6,False,113690,33,Santos,,,,,,,,,,,,,,,,,,,,,
610,0.0,A. Luiz,262,,-0.05,5,André Luiz,2,1.29,andre-luiz,André Luiz Inácio da Silva,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_qtSFh6j.png,0.0,6,False,114174,33,Flamengo,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,
611,0.0,J. Tavares,1371,,0.0,2,Juan Tavares,0,1.0,juan-tavares,Juan Pablo Vilela Tavares,https://s.sde.globo.com/media/person_role/2023/06/04/photo_FORMATO_s4c9qYu.png,0.0,6,False,114497,33,Cuiabá,,,,,,,,,,,,,,,,,,,,,
612,0.0,Cleiton,262,,0.0,3,Cleiton,0,3.0,cleiton,Cleiton Santana dos Santos,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_L2MYyBn.png,0.0,6,False,114790,33,Flamengo,,,,,,,,,,,,,,,,,,,,,
613,0.0,V. Roque,293,,7.59,5,Vitor Roque,21,12.47,vitor-roque,Vitor Hugo Roque Ferreira,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_0B2D0LR.png,0.0,5,False,114802,33,Athlético-PR,,,,32.0,42.0,,,,3.0,6.0,19.0,11.0,14.0,11.0,5.0,1.0,,,1.0,,
614,0.0,Luciano,280,,0.0,4,Luciano,0,2.0,luciano,Luciano Silva Santos,https://s.sde.globo.com/media/person_role/2022/05/05/21a71a480463a1c9c0140cfd2b91c6d8_FORMATO.png,0.0,6,False,114888,33,Bragantino,,,,,,,,,,,,,,,,,,,,,
615,0.0,Peruchi,1371,,0.0,1,Peruchi,0,1.0,peruchi,Vinicius Pasquini Peruchi,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_SsVd5Bj.png,0.0,6,False,114893,33,Cuiabá,,,,,,,,,,,,,,,,,,,,,
616,0.0,Miguelito,277,,1.25,4,Miguelito,2,1.57,miguelito,Miguel Àngel Terceros,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_CgKUL3N.png,0.0,6,False,115025,33,Santos,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,
617,0.0,T. Lara,285,,2.75,2,Thauan Lara,8,2.63,thauan-lara,Thauan Lara dos Santos,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_QvNiNqZ.png,0.0,6,False,115061,33,Internacional,,,,6.0,12.0,,,2.0,,1.0,5.0,1.0,2.0,,,,,,,,
618,0.0,Caio,276,,0.0,5,Caio,0,3.0,caio,Caio Matheus da Silva,https://s.sde.globo.com/media/person_role/2022/04/06/c624743dce9149ef9c0122f7eabd3337_FORMATO.png,0.0,6,False,115227,33,São Paulo,,,,,,,,,,,,,,,,,,,,,
619,5.5,Wesley,262,,4.96,2,Wesley,30,9.73,wesley,Wesley Vinícius França Lima,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_FLI9Vom.png,0.76,6,True,115239,33,Flamengo,,,,44.0,42.0,,,11.0,1.0,3.0,55.0,3.0,4.0,1.0,8.0,1.0,,1.0,2.0,,
620,0.0,Naves,275,,3.36,3,Naves,7,1.76,naves,Kaiky Marques Naves,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PUzC8ZB.png,-1.06,7,True,115246,33,Palmeiras,,,,7.0,2.0,,,3.0,,,8.0,,,,,,,,,,
621,0.0,Kaique,275,,0.0,1,Kaique,0,1.0,kaique,Kaique Pereira Azarias,https://s.sde.globo.com/media/person_role/2022/04/06/42c5ad338bd56af0c7eeb86e91a85304_FORMATO.png,0.0,6,False,115247,33,Palmeiras,,,,,,,,,,,,,,,,,,,,,
622,0.0,J. Jhon,275,,1.73,4,Jhon Jhon,18,1.56,jhon-jhon,Jhonatan dos Santos Rosa,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cdZiLf8.png,0.0,6,False,115248,33,Palmeiras,,,,22.0,12.0,,,,1.0,5.0,19.0,4.0,4.0,,1.0,,,,,,
623,0.0,Rômulo,282,,0.0,3,Rômulo,0,1.0,romulo,Rômulo Helberte Pereira Junior,https://s.sde.globo.com/media/person_role/2021/12/09/5cad18cd9645fbba0749287a12b4c476_FORMATO.png,0.0,6,False,115268,33,Atlético-MG,,,,,,,,,,,,,,,,,,,,,
624,0.0,Emersonn,293,,0.0,5,Emersonn,0,1.0,emersonn,Emersonn Correia da Silva,https://s.sde.globo.com/media/person_role/2021/12/09/ef22051bd5702578dd49c2ea6d4bc4d8_FORMATO.png,0.0,6,False,115273,33,Athlético-PR,,,,,,,,,,,,,,,,,,,,,
625,0.0,M. Victor,265,,0.0,3,Marcos Victor,1,2.97,marcos-victor,Marcos Victor Ferreira da Silva,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_PrZupVH.png,0.0,6,False,115537,33,Bahia,,,,,,,,,,,,,,,,,,,,,
626,0.0,Rodriguinho,327,,3.8,4,Rodriguinho,15,3.31,rodriguinho,Rodrigo Henrique Santos de Souza,https://s.sde.globo.com/media/person_role/2023/10/11/photo_FORMATO_TSPnsCz.png,0.0,5,False,115563,33,América-MG,,,,19.0,14.0,,,,2.0,1.0,18.0,2.0,5.0,2.0,3.0,1.0,,,,,
627,0.0,Mila,284,,0.61,4,Mila,8,1.0,mila,Lucas Eduardo Müller - Milla,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_GjZARIK.png,0.0,5,False,115671,33,Grêmio,,,,10.0,3.0,,,,,2.0,5.0,,3.0,,,,,,,,
628,0.0,G. Delfim,282,,0.0,1,Gabriel Delfim,0,2.0,gabriel-delfim,Gabriel Delfim Ferreira,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_R1TAAd6.png,0.0,6,False,115674,33,Atlético-MG,,,,,,,,,,,,,,,,,,,,,
629,0.0,Z. Vitor,267,,-1.2,3,Zé Vitor,3,1.08,ze-vitor,José Vitor Geminiano Cavalieri,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_E9RklP7.png,0.0,6,False,115733,33,Vasco,,,,2.0,,,,,,2.0,,,,,,,,1.0,,,
630,0.0,Pimentel,267,,0.0,3,Pimentel,0,2.0,pimentel,Eric Lima Pimentel,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_bs3vmzt.png,0.0,6,False,115734,33,Vasco,,,,,,,,,,,,,,,,,,,,,
631,0.0,Jonathan,280,,0.0,2,Jonathan,0,1.0,jonathan,Jonathan da Cruz Silva,https://s.sde.globo.com/media/person_role/2023/03/29/photo_FORMATO_7Zk5L8m.png,0.0,6,False,115870,33,Bragantino,,,,,,,,,,,,,,,,,,,,,
632,0.0,E. Araújo,262,,0.0,4,Evertton Araújo,0,1.0,evertton-araujo,Everton Gustavo Fernandes Araújo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_TQMbzmd.png,0.0,6,False,115914,33,Flamengo,,,,,,,,,,,,,,,,,,,,,
633,0.0,Lelê,266,,2.63,5,Lelê,23,8.68,lele,Leanderson da Silva Genésio,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_JNinp65.png,0.0,6,False,115915,33,Fluminense,1.0,,,27.0,9.0,,,,2.0,2.0,10.0,13.0,17.0,2.0,10.0,1.0,,,,,
634,2.0,Endrick,275,,3.64,5,Endrick,26,7.45,endrick,Endrick Felipe Moreira de Sousa,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_6tQjxwx.png,-1.09,7,True,115959,33,Palmeiras,,,,35.0,32.0,,,,,4.0,7.0,7.0,12.0,8.0,2.0,2.0,1.0,,1.0,,
635,0.0,Denilson,1371,,2.77,4,Denilson,26,4.28,denilson,Denilson Alves Borges,https://s.sde.globo.com/media/person_role/2022/10/15/photo_FORMATO_sqKxYTo.png,-0.12,7,True,115986,33,Cuiabá,,,,32.0,29.0,,,,2.0,8.0,30.0,9.0,9.0,1.0,,1.0,,,,,
636,2.5,M. Henrique,327,,2.31,4,Mateus Henrique,9,1.72,mateus-henrique,Mateus Henrique Alves Silva,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_qdMBMKN.png,0.22,2,True,115997,33,América-MG,,,,10.0,10.0,,,,1.0,1.0,11.0,,2.0,,,,,,,,
637,1.5,Adyson,327,,1.72,5,Adyson,4,2.09,adyson,Adyson do Nascimento Soares,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_KOZ7smb.png,-0.12,6,True,115998,33,América-MG,,,,2.0,3.0,,,,,,4.0,1.0,,,,,,,,,
638,0.0,Wallison,263,,0.0,2,Wallison,0,1.0,wallison,Wallison Nunes Silva,,0.0,6,False,116000,33,Botafogo,,,,,,,,,,,,,,,,,,,,,
639,0.0,M. Gonçalves,280,,1.79,4,Matheus Gonçalves,11,2.47,matheus-goncalves,Matheus Gonçalves Martins,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_qMCtXjD.png,-0.37,6,True,116012,33,Bragantino,,,,6.0,8.0,,,,1.0,2.0,4.0,,6.0,,1.0,1.0,,,2.0,,
640,0.0,I. Jesus,262,,1.08,4,Igor Jesus,4,1.77,igor-jesus,Igor Jesus Lima,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_fA4Y3X6.png,0.0,6,False,116013,33,Flamengo,,,,5.0,4.0,,,,,1.0,2.0,,3.0,,,,,,,,
641,0.0,Petterson,262,,0.0,5,Petterson,0,2.0,petterson,Petterson Novaes Reis,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_lUPHYVN.png,0.0,6,False,116025,33,Flamengo,,,,,,,,,,,,,,,,,,,,,
642,-0.3,V. Hugo,262,,2.28,4,Victor Hugo,28,5.6,victor-hugo,Victor Hugo Gomes Silva,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_nUR0WYM.png,-0.09,6,True,116034,33,Flamengo,,,,11.0,23.0,,,,2.0,1.0,27.0,2.0,5.0,1.0,1.0,,,,,,
643,0.0,V. Graziani,282,,0.0,4,Vitor Graziani,0,1.0,vitor-graziani,Vitor Hugo Santos Graziani,https://s.sde.globo.com/media/person_role/2023/04/01/photo_FORMATO_bXh4eA4.png,0.0,6,False,116046,33,Atlético-MG,,,,,,,,,,,,,,,,,,,,,
644,0.0,Raí,263,,0.0,4,Raí,1,2.11,rai,Raí da Silva Pessanha,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_n8x32pL.png,0.0,6,False,116048,33,Botafogo,,,,,,,,,,,,,,,,,,,,,
645,0.0,Cuiabano,284,,3.42,2,Cuiabano,9,5.36,cuiabano,Luís Eduardo Soares da Silva,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ER9oADt.png,0.0,6,False,116065,33,Grêmio,,,,17.0,9.0,,,1.0,,3.0,13.0,3.0,3.0,1.0,2.0,,,,,,
646,0.0,J. Moreira,276,,4.8,2,João Moreira,1,3.02,joao-moreira,João Moreira Sanmartin Souza,https://s.sde.globo.com/media/person_role/2022/03/01/b2773da8a486428f92cda01d2ab65d9e_FORMATO.png,0.0,5,False,116137,33,São Paulo,,,,1.0,3.0,,,,,,2.0,1.0,,,,,,,,,
647,0.0,G. Silva,294,,1.2,4,Gabriel Silva,1,0.95,gabriel-silva,Gabriel Silva Azevedo Figueiredo,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_kENShcR.png,0.0,6,False,116282,33,Coritiba,,,,,,,,,,,1.0,,,,,,,,,,
648,0.0,Hércules,356,,3.09,4,Hércules,13,6.61,hercules,Hércules Pereira do Nascimento,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_U5EjTT7.png,0.0,5,False,116447,33,Fortaleza,,,,15.0,7.0,,,,,1.0,20.0,4.0,7.0,1.0,2.0,,,,,,
649,0.0,André,265,,0.43,2,André,3,2.08,andre,André Dhominique Queiroz Santiago Da Silva,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_kQwNdzi.png,0.0,5,False,116450,33,Bahia,,,,2.0,1.0,,,,,1.0,2.0,,,,,,,,,,
650,7.9,Jamerson,294,,3.02,2,Jamerson,27,7.34,jamerson,Jamerson Santos de Jesus,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_vdcH1tF.png,0.97,6,True,116461,33,Coritiba,,,,21.0,10.0,,,5.0,1.0,4.0,38.0,5.0,7.0,,3.0,,,,,,
651,0.0,Ezequiel,290,,0.0,1,Ezequiel,0,1.0,ezequiel,Ezequiel Alves de Oliveira Vieira,https://s.sde.globo.com/media/person_role/2023/03/14/photo_220x220_DI919Pv.png,0.0,6,False,116562,33,Goiás,,,,,,,,,,,,,,,,,,,,,
652,0.0,Jhonny,280,,0.0,2,Jhonny,0,1.0,jhonny,Jhonny Cardinoti Pedro,https://s.sde.globo.com/media/person_role/2022/02/24/07c2ee6d264dd5863593c52fdaba42b5_FORMATO.png,0.0,6,False,116825,33,Bragantino,,,,,,,,,,,,,,,,,,,,,
653,0.0,Reginaldo,290,,0.0,5,Reginaldo,0,1.0,reginaldo,Reginaldo dos Santos Moreira,https://s.sde.globo.com/media/person_role/2022/04/15/c6b1985503cc71ba6d6154b448940158_FORMATO.png,0.0,6,False,116835,33,Goiás,,,,,,,,,,,,,,,,,,,,,
654,0.0,Pedrinho,262,,0.0,4,Pedrinho,1,0.74,pedrinho,Pedro Henrique Fonseca de Araújo Martins,https://s.sde.globo.com/media/person_role/2022/09/27/photo_FORMATO_1oFhhWx.png,0.0,6,False,117112,33,Flamengo,,,,,,,,,,,,,,,,,,,,,
655,0.0,T. Borbas,280,,3.6,5,Thiago Borbas,27,6.41,thiago-borbas,Thiago Nicolás Borbas Silva,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_y6Ph2tU.png,-0.27,2,True,117314,33,Bragantino,,,,36.0,11.0,,,,2.0,7.0,10.0,16.0,15.0,7.0,2.0,,,,,,
656,0.0,Cipriano,280,,6.4,3,Cipriano,1,3.12,cipriano,João Luiz da Silva Cipriano,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_jkA9tzz.png,0.0,5,False,117336,33,Bragantino,,,,4.0,,,,1.0,,1.0,3.0,,,,,,,,,,
657,0.0,R. Marques,327,,1.82,5,Renato Marques,7,2.12,renato-marques,Renato Marques de Oliveira Júnior,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_mDKWEgg.png,0.0,6,False,117403,33,América-MG,,,,6.0,1.0,,,,1.0,2.0,2.0,,1.0,1.0,2.0,,,,,,
658,0.0,L. Maná,264,,0.67,2,Léo Maná,3,1.45,leo-mana,Leonardo Mana Hernandes,https://s.sde.globo.com/media/person_role/2022/07/02/5c3199a34de47846ae66a0560d4e7417_FORMATO.png,0.0,6,False,117459,33,Corinthians,,,,2.0,,,,,,1.0,3.0,,,,,,,,,,
659,0.0,Galoppo,276,,0.0,4,Galoppo,0,5.0,galoppo,Giuliano Galoppo,https://s.sde.globo.com/media/person_role/2022/07/26/2ca20d35cbccce7d03bb8c585af8fddc_FORMATO.png,0.0,5,False,117579,33,São Paulo,,,,,,,,,,,,,,,,,,,,,
660,2.67,P. Caixinha,280,,6.02,6,Pedro Caixinha,31,11.65,pedro-caixinha,Pedro Miguel Faria Caixinha,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LvzP4JH.png,-0.99,7,True,117711,33,Bragantino,,,,,,,,,,,,,,,,,,,,15.0,
661,0.0,Young,276,,0.0,1,Young,0,1.0,young,Young Navarro Moraes,https://s.sde.globo.com/media/person_role/2023/06/07/photo_FORMATO.png,0.0,6,False,117818,33,São Paulo,,,,,,,,,,,,,,,,,,,,,
662,0.0,Giovane,264,,1.4,5,Giovane,2,2.14,giovane,Giovane Santana do Nascimento,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_TquvINB.png,0.0,5,False,117849,33,Corinthians,,,,,,,,,,,1.0,,2.0,,,,,,,,
663,0.0,Estevão,285,,0.2,4,Estevão,1,2.11,estevao,Estevão Barreto de Oliveira,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_HFq77iJ.png,0.0,6,False,117870,33,Internacional,,,,1.0,1.0,,,,,,,,,,,,,,,,
664,0.0,Wesley,264,,2.33,5,Wesley,18,3.91,wesley,Wesley Gassova Ribeiro Teixeira,https://s.sde.globo.com/media/person_role/2022/04/19/e9c12ff02569765cb5c876412fae8bb8_FORMATO.png,0.0,6,False,117909,33,Corinthians,,,,9.0,25.0,,,,,2.0,14.0,3.0,6.0,1.0,1.0,,,,1.0,,
665,0.0,Adamo,263,,0.0,5,Adamo,0,3.0,adamo,Valentín Nicolás Adamo Reyes,https://s.sde.globo.com/media/person_role/2023/08/04/photo_220x220_m5MUr53.png,0.0,6,False,117934,33,Botafogo,,,,,,,,,,,,,,,,,,,,,
666,0.0,N. Camargo,280,,0.5,4,Nathan Camargo,1,1.53,nathan-camargo,Nathan Camargo dos Santos,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_JrPbIiU.png,0.0,5,False,118175,33,Bragantino,,,,,1.0,,,,,,,,,,,,,,,,
667,0.9,Ronald,284,,1.83,4,Ronald,7,1.19,ronald,Ronald Cardoso Falkoski,https://s.sde.globo.com/media/person_role/2023/07/04/photo_FORMATO_juUTHsW.png,-0.02,6,True,118238,33,Grêmio,,,,3.0,3.0,,,,,1.0,3.0,,2.0,1.0,,,,,,,
668,0.0,Pedrinho,290,,-0.3,5,Pedrinho,1,1.31,pedrinho,Pedro Junqueira de Oliveira,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_vpwMN7R.png,0.0,6,False,118304,33,Goiás,,,,1.0,,,,,,,,,,,,,,,,,
669,0.0,Denzel,290,,0.0,5,Denzel,1,0.74,denzel,Denzel Nogueira Damasceno,https://s.sde.globo.com/media/person_role/2023/09/20/photo_FORMATO_h89EHCY.png,0.0,6,False,118367,33,Goiás,,,,,,,,,,,,,,,,,,,,,
670,0.0,Z. Welinton,262,,0.0,2,Zé Welinton,0,1.0,ze-welinton,José Welinton Campos Menezes,https://s.sde.globo.com/media/person_role/2022/06/29/eb9c2188bfd2d30e670faa55785ea3f2_FORMATO.png,0.0,6,False,118501,33,Flamengo,,,,,,,,,,,,,,,,,,,,,
671,0.0,Rodriguinho,276,,0.56,4,Rodriguinho,11,0.93,rodriguinho,Rodrigo Huendra Almeida Mendonça,https://s.sde.globo.com/media/person_role/2022/07/03/2c39fe8401bb55ea80a9a5bf0fde08ef_FORMATO.png,0.0,6,False,118563,33,São Paulo,,,,12.0,1.0,,,,,3.0,7.0,,1.0,,,1.0,,,,,
672,0.0,W. Patati,277,,2.25,5,Weslley Patati,6,2.21,weslley-patati,Weslley Pinto Batista,https://s.sde.globo.com/media/person_role/2022/07/10/a604fa10e6f654cdd7a69453df88ea07_FORMATO.jpeg,0.0,6,False,118676,33,Santos,,,,1.0,3.0,,,,,,7.0,2.0,2.0,,1.0,,,,,,
673,8.5,Kevyson,277,,2.35,2,Kevyson,14,2.71,kevyson,Kevyson Costa e Silva,https://s.sde.globo.com/media/person_role/2023/09/29/photo_FORMATO_RW7aWbF.png,0.56,2,True,118701,33,Santos,,,,11.0,5.0,1.0,,2.0,,1.0,19.0,3.0,3.0,,,,,1.0,,,
674,0.0,Calebe,1371,,0.0,4,Calebe,0,1.0,calebe,Calebe Oliveira Costa,https://s.sde.globo.com/media/person_role/2023/06/04/photo_FORMATO_ILdcwWv.png,0.0,6,False,118709,33,Cuiabá,,,,,,,,,,,,,,,,,,,,,
675,0.0,E. Carlos,277,,0.5,4,Ed Carlos,4,2.0,ed-carlos,Ed Carlos de Arruda Amorim,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7WKkp5D.png,0.0,6,False,118747,33,Santos,,,,,,,,,,,1.0,,1.0,,,,,,,,
676,0.0,M. Carvalho,267,,0.97,4,Mateus Carvalho,8,1.93,mateus-carvalho,Mateus Carvalho dos Santos,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_AtC7CQ7.png,0.0,6,False,118752,33,Vasco,,,,13.0,6.0,,,,,3.0,8.0,1.0,1.0,,,,,,,,
677,5.0,J. Paula,277,,5.0,3,Jair Paula,1,1.72,jair-paula,Jair Paula da Cunha Filho,https://s.sde.globo.com/media/person_role/2022/07/27/c0ca21ce2942942d0bf68a74cc8d121e_FORMATO.png,0.72,6,True,118758,33,Santos,,,,,,,,1.0,,,,,,,,,,,,,
678,0.0,P. Verhon,265,,0.0,4,Patrick Verhon,1,1.44,patrick-verhon,Patrick Verhon Pertel Pereira,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8G6mq44.png,0.0,6,False,118770,33,Bahia,,,,,,,,,,,,,,,,,,,,,
679,6.6,Alexsander,266,,3.8,2,Alexsander,15,8.78,alexsander,Alexsander Christian Gomes da Costa,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_HMSPuY2.png,0.66,6,True,118774,33,Fluminense,,,,19.0,9.0,,,6.0,1.0,1.0,18.0,1.0,3.0,,1.0,,,1.0,,,
680,0.0,J. Montes,263,,0.0,4,Jacob Montes,0,3.0,jacob-montes,Jacob Christian Montes,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_xADM7g0.png,0.0,6,False,118843,33,Botafogo,,,,,,,,,,,,,,,,,,,,,
681,0.0,K. César,294,,2.03,5,Kaio César,19,4.36,kaio-cesar,Kaio César Andrade Lima,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_CVQMogN.png,0.0,6,False,118844,33,Coritiba,,,,22.0,41.0,,,,,3.0,18.0,3.0,4.0,,5.0,,,,,,
682,0.0,J. Vitor,293,,0.0,3,João Vitor,0,1.0,joao-vitor,João Vitor Tavares da Mota,https://s.sde.globo.com/media/person_role/2022/08/26/photo_FORMATO.png,0.0,6,False,120419,33,Athlético-PR,,,,,,,,,,,,,,,,,,,,,
683,0.0,Derik,293,,0.0,2,Derik,0,1.0,derik,Leonardo Derik Dias Gonçalves,https://s.sde.globo.com/media/person_role/2022/08/27/photo_FORMATO.png,0.0,6,False,120433,33,Athlético-PR,,,,,,,,,,,,,,,,,,,,,
684,0.0,E. Marcus,267,,2.0,5,Erick Marcus,14,3.22,erick-marcus,Erick Marcus dos Santos Oliveira do Carmo,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_WLTp9mI.png,0.0,6,False,121184,33,Vasco,1.0,,,9.0,8.0,,,,1.0,1.0,10.0,1.0,2.0,1.0,1.0,1.0,,,,,
