,atletas.clube.id.full.name,atletas.pontos_num,atletas.nome,atletas.rodada_id,atletas.variacao_num,atletas.media_num,atletas.foto,atletas.atleta_id,atletas.preco_num,atletas.entrou_em_campo,atletas.posicao_id,atletas.apelido_abreviado,atletas.status_id,atletas.minimo_para_valorizar,atletas.clube_id,atletas.slug,atletas.jogos_num,atletas.apelido,A,CA,CV,DS,FC,FD,FF,FS,FT,GC,PC,SG,G,I,V,DE,GS,PP,PS,DP,PI
386,Fortaleza,0.0,Emanuel Fermín Brítez,36,0.12,2.85,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qvH6Q9A.png,101995,7.52,True,3,Brítez,7,,356,britez,28,Brítez,1.0,9.0,1.0,30.0,38.0,3.0,10.0,25.0,,,1.0,8.0,,6.0,,,,,,,
387,Goiás,0.8,Anderson de Oliveira da Silva,36,0.17,1.94,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_AFDNRnG.png,102096,3.95,True,5,A. Oliveira,6,,290,anderson-oliveira,18,Anderson Oliveira,1.0,1.0,,14.0,20.0,2.0,8.0,17.0,1.0,,,,,1.0,,,,,,,
388,Palmeiras,16.5,Joaquín Piquerez Moreira,36,2.4,7.26,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_04Y9scz.png,102130,13.79,True,2,Piquerez,7,,275,piquerez,28,Piquerez,5.0,5.0,,59.0,14.0,4.0,12.0,23.0,,1.0,,14.0,3.0,2.0,,,,,,,
389,Fluminense,0.0,Vitor Eudes de Souza Costa,36,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_FvWKOzt.png,102137,2.0,False,1,V. Eudes,6,,266,vitor-eudes,0,Vitor Eudes,,,,,,,,,,,,,,,,,,,,,
390,Goiás,1.7,Lucas Halter,36,0.02,3.3,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_DlFIoVh.png,102253,5.91,True,3,L. Halter,7,,290,lucas-halter,28,Lucas Halter,,8.0,2.0,31.0,24.0,3.0,7.0,9.0,,,1.0,8.0,3.0,2.0,,,,,,,
391,Cruzeiro,0.0,Gabriel José Ferreira Mesquita,36,0.0,-1.0,https://s.sde.globo.com/media/person_role/2023/05/30/photo_220x220.png,102290,0.7,False,1,G. Mesquita,6,,283,gabriel-mesquita,0,Gabriel Mesquita,,1.0,,,,,,,,,,,,,,,,,,,
392,América-MG,0.0,Mikael Filipe Viana,36,0.0,1.68,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_rNTDYYW.png,102299,3.0,False,5,Mikael,6,,327,mikael,5,Mikael,,,,1.0,,2.0,5.0,2.0,,,,,,2.0,,,,,,,
393,Cruzeiro,-0.1,Rafael Elias da Silva,36,-0.23,2.16,https://s.sde.globo.com/media/person_role/2023/07/27/photo_FORMATO_C3BThsf.png,102302,4.51,True,5,R. Elias,6,,283,rafael-elias,10,Rafael Elias,,3.0,,3.0,15.0,6.0,5.0,7.0,1.0,,,,1.0,2.0,,,,,,,
394,Athlético-PR,1.1,Matheus Felipe Santos Nascimento,36,-0.17,1.77,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_e7P4JVL.png,102310,2.35,True,3,M. Felipe,6,,293,matheus-felipe,8,Matheus Felipe,,1.0,,7.0,4.0,1.0,1.0,2.0,,,,1.0,,,,,,,,,
395,São Paulo,12.0,Caio Fernando de Oliveira,36,0.86,4.88,https://s.sde.globo.com/media/person_role/2023/01/27/photo_FORMATO_rRBJfVv.png,102318,10.8,True,2,C. Paulista,7,,276,caio-paulista,26,Caio Paulista,2.0,4.0,,23.0,16.0,11.0,9.0,33.0,1.0,,1.0,10.0,1.0,,,,,,1.0,,
396,Athlético-PR,3.1,Carlos de Menezes Júnior,36,-0.31,3.1,https://s.sde.globo.com/media/person_role/2023/07/21/photo_FORMATO_EPR1F0c.png,102340,5.08,True,3,Cacá,7,,293,caca,17,Cacá,,4.0,,26.0,26.0,,4.0,8.0,,,,2.0,2.0,,,,,,,,
397,América-MG,0.2,Gonzalo Mathías Mastriani Borges,36,-0.2,5.95,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_6Ys1TEq.png,102561,5.85,True,5,Mastriani,7,,327,mastriani,22,Mastriani,1.0,1.0,1.0,8.0,15.0,11.0,21.0,14.0,,,,,11.0,3.0,,,,,,,
398,Bragantino,1.1,Hélio Júnio Nunes de Castro,36,-0.12,4.17,https://s.sde.globo.com/media/person_role/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png,102598,5.87,True,5,Helinho,7,,280,helinho,21,Helinho,2.0,6.0,,22.0,22.0,13.0,18.0,20.0,,,,,3.0,3.0,,,,,,,
399,Cruzeiro,0.0,Anderson Silva da Paixão,36,0.0,0.5,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Lvl4bA5.png,102906,2.04,False,1,Anderson,6,,283,anderson,2,Anderson,,2.0,1.0,,,,,,,,,1.0,,,,1.0,,,,,
400,Bahia,0.0,Matheus Henrique Teixeira,36,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/04/05/ff4149be4042453395add145d010bd49_FORMATO.png,102907,2.0,False,1,M. Teixeira,6,,265,matheus-teixeira,0,Matheus Teixeira,,,,,,,,,,,,,,,,,,,,,
401,São Paulo,0.0,Luan Vinícius da Silva Santos ,36,0.0,1.97,https://s.sde.globo.com/media/person_role/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png,102909,4.2,False,4,Luan,6,,276,luan,10,Luan,,,,12.0,9.0,,3.0,5.0,1.0,,,,,,,,,,,,
402,Athlético-PR,0.0,Agustín Canobbio Graviz,36,0.0,5.83,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VXCkQFM.png,102928,8.84,False,5,Canobbio,7,,293,canobbio,27,Canobbio,5.0,9.0,,54.0,34.0,24.0,21.0,47.0,1.0,,1.0,,2.0,13.0,,,,,1.0,,
403,Fortaleza,0.0,Gonzalo Daniel Escobar,36,-0.08,1.72,https://s.sde.globo.com/media/person_role/2023/07/03/photo_FORMATO_LH8zzYb.png,102975,3.28,True,2,Escobar,6,,356,escobar,11,Escobar,2.0,4.0,,11.0,14.0,,3.0,5.0,,,1.0,,,,,,,,,,
404,Bragantino,0.0,Ignacio Jesús Laquintana Marsico,36,0.0,1.73,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_roWm5iE.png,103014,3.09,False,5,Laquintana,6,,280,laquintana,3,Laquintana,,,,2.0,3.0,2.0,,3.0,,,,,,2.0,,,,,,,
405,Bragantino,5.3,Eric dos Santos Rodrigues,36,0.39,3.47,https://s.sde.globo.com/media/person_role/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png,103295,4.46,True,4,E. Ramires,3,,280,eric-ramires,21,Eric Ramires,3.0,1.0,1.0,18.0,20.0,4.0,8.0,16.0,1.0,,,,3.0,1.0,,,,,,,
406,Cuiabá,-1.9,Matheus Alexandre Anastácio de Souza,36,-1.09,4.59,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_4eKoeL1.png,103347,7.22,True,2,M. Alexandre,7,,1371,matheus-alexandre,32,Matheus Alexandre,,5.0,,76.0,33.0,1.0,3.0,11.0,,,1.0,11.0,1.0,4.0,,,,,,,
407,América-MG,2.0,Leandro Emmanuel Martínez,36,0.41,4.09,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_cPLErDD.png,103388,6.79,True,4,E. Martínez,7,,327,emmanuel-martinez,32,Emmanuel Martínez,4.0,3.0,,54.0,28.0,8.0,11.0,53.0,2.0,,1.0,,1.0,1.0,,,,,,,
408,Corinthians,0.0,João Victor Andrade Caetano,36,0.0,2.56,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_72Ycs9o.png,103575,3.4,False,3,Caetano,6,,264,caetano,13,Caetano,,3.0,,13.0,7.0,,1.0,6.0,,,1.0,4.0,,,,,,,,,
409,Cruzeiro,0.0,Rafael Bilu Mudesto,36,0.0,2.08,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_L5qGZ0n.png,103576,2.83,False,5,R. Bilu,5,,283,rafael-bilu,4,Rafael Bilu,,,,4.0,1.0,,3.0,3.0,,,,,,1.0,,,,,,,
410,São Paulo,0.0,Marcos Paulo Costa do Nascimento,36,0.0,3.06,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_XopxIWU.png,103645,7.42,False,5,M. Paulo,6,,276,marcos-paulo,15,Marcos Paulo,1.0,2.0,,15.0,8.0,2.0,4.0,12.0,,,,,2.0,2.0,,,,,,,
411,Athlético-PR,0.0,Kaíque Rocha Lima,36,-0.09,2.34,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_TAU79Yo.png,103684,3.16,True,3,K. Rocha,6,,293,kaique-rocha,8,Kaíque Rocha,,2.0,,5.0,3.0,,2.0,2.0,,,,1.0,1.0,,,,,,,,
412,Bragantino,2.9,Jadsom Meemyas de Oliveira da Silva,36,0.55,1.44,https://s.sde.globo.com/media/person_role/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png,103695,2.9,True,4,J. Silva,7,,280,jadsom-silva,28,Jadsom Silva,,8.0,,36.0,36.0,5.0,6.0,17.0,,,3.0,,,1.0,,,,,,,
413,Corinthians,0.0,Bruno Méndez Cittadini,36,0.0,2.66,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_VwEvkmY.png,103700,3.71,False,3,B. Méndez,6,,264,bruno-mendez,25,Bruno Méndez,1.0,5.0,1.0,29.0,17.0,,4.0,5.0,,,1.0,7.0,,1.0,,,,,,,
414,Palmeiras,0.0,Gabriel Vinícius Menino,36,0.0,4.19,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_a770SrF.png,103767,8.5,False,4,G. Menino,5,,275,gabriel-menino,24,Gabriel Menino,3.0,5.0,,38.0,39.0,6.0,17.0,28.0,2.0,,,,2.0,2.0,,,,,,,
415,Goiás,0.0,Higor Matheus Meritão,36,0.0,1.17,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_uo7UAHd.png,103987,1.47,False,4,H. Meritão,6,,290,higor-meritao,8,Higor Meritão,,,,4.0,7.0,,4.0,1.0,1.0,,,,,,,,,,,,
416,Bragantino,0.0,Maycon Cleiton de Paula Azevedo,36,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/05/05/f39fcb967a674ffddbaec227105dae4a_FORMATO.png,104017,3.0,False,1,Maycon,6,,280,maycon,0,Maycon,,,,,,,,,,,,,,,,,,,,,
417,São Paulo,0.0,Walce da Silva Costa Filho,36,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/03/01/42769c38f612d4af2143de3132ce1cec_220x220.png,104074,3.0,False,3,Walce,6,,276,walce,0,Walce,,,,,,,,,,,,,,,,,,,,,
418,Botafogo,0.0,João Fernando Monteiro Siqueira,36,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5Z0375l.png,104079,2.0,False,1,J. Fernando,6,,263,joao-fernando,0,João Fernando,,,,,,,,,,,,,,,,,,,,,
419,Corinthians,0.0,Carlos Miguel dos Santos Pereira,36,0.0,5.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_ucZUimL.png,104084,2.32,False,1,C. Miguel,6,,264,carlos-miguel,1,Carlos Miguel,,,,,,,,,,,,1.0,,,,,,,,,
420,Atlético-MG,0.0,Bruno de Lara Fuchs,36,0.0,3.31,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qjyhb3e.png,104085,4.75,False,3,B. Fuchs,5,,282,bruno-fuchs,15,Bruno Fuchs,,2.0,,12.0,11.0,,,11.0,,,,7.0,,,,,,,,,
421,Corinthians,0.0,Ruan de Oliveira Ferreira,36,0.0,3.44,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Uq9B5Kn.png,104153,3.69,False,4,Ruan,6,,264,ruan,18,Ruan,2.0,3.0,,23.0,19.0,4.0,7.0,12.0,,,,,2.0,1.0,,,,,1.0,,
422,Santos,0.0,João Lucas de Almeida Carvalho,36,0.0,3.98,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_tX8ABIy.png,104257,5.91,False,2,J. Lucas,6,,277,joao-lucas,15,João Lucas,1.0,1.0,,24.0,11.0,2.0,6.0,18.0,,,1.0,3.0,,,,,,,,,
423,Bragantino,0.0,Lucas Rafael Gonçalves da Silva,36,0.0,3.15,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_J1rhwK6.png,104360,3.95,False,3,L. Rafael,6,,280,lucas-rafael,2,Lucas Rafael,,,,,1.0,1.0,,1.0,,,,1.0,,1.0,,,,,,,
424,Atlético-MG,0.0,Matheus Mendes Werneck de Oliveira,36,0.0,5.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,104383,3.01,False,1,M. Mendes,6,,282,matheus-mendes,2,Matheus Mendes,,2.0,,,,,,,,,,1.0,,,,8.0,1.0,,,,
425,Internacional,4.7,Igor Gomes Silva,36,0.11,2.57,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_I7Q1WEp.png,104385,5.49,True,3,I. Gomes,7,,285,igor-gomes,22,Igor Gomes,,3.0,,23.0,12.0,2.0,4.0,12.0,,,1.0,5.0,,,,,,,,,
426,Athlético-PR,0.0,Reinaldo Nascimento Satorno,36,0.0,1.7,https://s.sde.globo.com/media/person_role/2020/03/03/12600160dfe6fed9a606921db8b0a862_FORMATO.png,104420,2.39,False,5,Reinaldo,6,,293,reinaldo,1,Reinaldo,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,
427,Grêmio,0.0,Felipe Mateus Scheibig,36,0.0,0.0,https://s.sde.globo.com/media/person_role/2021/07/16/79af8f6f344db19983598078705340fc_FORMATO.png,104424,1.0,False,1,F. Scheibig,5,,284,felipe-scheibig,0,Felipe Scheibig,,,,,,,,,,,,,,,,,,,,,
428,Athlético-PR,1.1,Christian Roberto Alves Cardoso,36,-0.15,3.89,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_V2OPAxf.png,104502,8.71,True,4,Christian,2,,293,christian,19,Christian,,1.0,,23.0,27.0,3.0,8.0,21.0,1.0,,,,4.0,,,,,,,,
429,Botafogo,0.0,Henrique Vermudt,36,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/07/30/photo_FORMATO_iztb5Pm.png,104504,3.0,False,3,H. Vermudt,6,,263,henrique-vermudt,0,Henrique Vermudt,,,,,,,,,,,,,,,,,,,,,
430,Fortaleza,0.0,Vinícius Nelson de Souza Zanocelo,36,0.0,0.68,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_OPlr7ly.png,104521,3.32,False,4,V. Zanocelo,6,,356,vinicius-zanocelo,6,Vinícius Zanocelo,,1.0,,4.0,3.0,1.0,,,,,,,,,,,,,,,
431,Santos,0.0,Sandry Roberto Santos Goes,36,0.0,0.52,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_bbHXWKZ.png,104580,2.54,False,4,Sandry,5,,277,sandry,5,Sandry,,2.0,,4.0,4.0,,,2.0,,,,,,,,,,,,,
432,Bragantino,0.0,Fabrício Oliveira de Souza,36,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_AAId2Kq.png,104588,1.0,False,1,Fabrício,6,,280,fabricio,0,Fabrício,,,,,,,,,,,,,,,,,,,,,
433,Coritiba,0.0,Matheus Henrique Bianqui,36,-0.28,2.62,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_nFBy3HF.png,104640,3.59,True,4,M. Bianqui,6,,294,matheus-bianqui,25,Matheus Bianqui,1.0,8.0,,34.0,35.0,4.0,11.0,24.0,,1.0,,,2.0,3.0,,,,,,,
434,Botafogo,0.0,Newton Araújo da Costa Júnior,36,0.0,0.0,,104693,1.0,False,4,Newton,6,,263,newton,0,Newton,,,,,,,,,,,,,,,,,,,,,
435,Fortaleza,5.55,Juan Pablo Vojvoda Rizzo,36,0.21,4.93,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,104754,12.7,True,6,J. Vojvoda,7,,356,juan-vojvoda,34,Juan Vojvoda,,,,,,,,,,,,,,,13.0,,,,,,
436,Bahia,5.1,Nicolás Brian Acevedo Tabárez,36,0.33,2.67,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,104783,5.47,True,4,Acevedo,7,,265,acevedo,27,Acevedo,,5.0,1.0,52.0,36.0,5.0,12.0,26.0,,,,,,,,,,,,,
437,Coritiba,0.0,Sebastián Gómez Londoño,36,0.0,3.34,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_fnuIkZJ.png,104811,6.22,False,4,S. Gómez,7,,294,sebastian-gomez,17,Sebastián Gómez,2.0,3.0,,22.0,14.0,2.0,3.0,14.0,,,,,2.0,2.0,,,,,,,
438,Botafogo,0.0,Igo Gabriel Santos Pereira,36,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_C8GywEv.png,104991,1.0,False,1,I. Gabriel,6,,263,igo-gabriel,0,Igo Gabriel,,,,,,,,,,,,,,,,,,,,,
439,Cruzeiro,0.0,João Marcelo Messias Ferreira,36,0.0,3.55,https://s.sde.globo.com/media/person_role/2023/08/01/photo_220x220_vuySYbE.png,105047,3.01,False,3,J. Marcelo,6,,283,joao-marcelo,2,João Marcelo,,,,2.0,1.0,,,,,,,1.0,,,,,,,,,
440,Botafogo,0.8,Luis Henrique Tomaz de Lima,36,0.19,2.51,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XMfC6C1.png,105049,5.19,True,5,L. Henrique,6,,263,luis-henrique,31,Luis Henrique,2.0,,,12.0,6.0,9.0,11.0,6.0,,,,,4.0,1.0,,,,,1.0,,
441,Athlético-PR,12.0,Bento Matheus Krepski,36,0.92,3.74,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7ROEp8B.png,105208,10.95,True,1,Bento,7,,293,bento,30,Bento,1.0,3.0,,,2.0,,,3.0,,,,7.0,,,,94.0,34.0,,,2.0,
442,Vasco,0.0,Patrick de Lucca Chaves de Oliveira,36,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_J73ZkrF.png,105294,3.0,False,4,D. Lucca,5,,267,de-lucca,0,De Lucca,,,,,,,,,,,,,,,,,,,,,
443,São Paulo,0.0,Nahuel Adolfo Ferraresi Hernández,36,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/08/13/a5301263d96806640ddf67cec70f99e7_FORMATO.png,105300,4.47,False,3,Ferraresi,6,,276,ferraresi,1,Ferraresi,,,,,,,,,,,,,,,,,,,,,
444,Bahia,0.0,Gabriel Lheman Xavier - Lhman,36,0.0,3.49,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0UPMoSl.png,105373,4.43,False,3,G. Xavier,6,,265,gabriel-xavier,13,Gabriel Xavier,,2.0,,19.0,14.0,2.0,3.0,8.0,,,,4.0,,,,,,,,,
445,Corinthians,0.0,Matheus Lima Beltrão Oliveira Valin,36,0.0,4.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_cNTyg24.png,105531,7.51,False,2,M. Bidu,6,,264,matheus-bidu,21,Matheus Bidu,,2.0,,31.0,21.0,6.0,6.0,30.0,,,2.0,6.0,,,,,,,,,
446,Cuiabá,0.5,Rikelme Hernandes Amorim Rocha,36,-0.26,3.52,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_FfgJEdr.png,105547,4.31,True,5,Rikelme,7,,1371,rikelme,27,Rikelme,1.0,2.0,,61.0,21.0,5.0,9.0,15.0,,1.0,,,1.0,3.0,,,,,,,
447,Vasco,0.0,Riquelme Carvalho Araújo Viana,36,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_smA6Xym.png,105566,3.0,False,2,Riquelme,6,,267,riquelme,0,Riquelme,,,,,,,,,,,,,,,,,,,,,
448,Fortaleza,0.0,Juan Martín Lucero,36,-0.08,4.12,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_MqRx953.png,105568,6.35,True,5,Lucero,6,,356,lucero,27,Lucero,,2.0,,10.0,26.0,11.0,16.0,25.0,2.0,,,,8.0,13.0,,,,,2.0,,
449,Vasco,0.0,Lucas Piton Crivellaro,36,0.0,2.96,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_71dywWV.png,105584,7.29,False,2,L. Piton,7,,267,lucas-piton,32,Lucas Piton,3.0,3.0,,33.0,41.0,4.0,10.0,6.0,,,,8.0,,2.0,,,,,,,
450,Corinthians,0.0,Roni Medeiros de Moura,36,0.0,1.19,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_efGU5wq.png,105585,2.03,False,4,Roni,6,,264,roni,15,Roni,,2.0,,16.0,15.0,1.0,2.0,5.0,,,,,,,,,,,,,
451,Internacional,6.8,Maurício Magalhães Prado,36,0.87,4.64,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_7KIwg4E.png,105647,9.29,True,4,Maurício,7,,285,mauricio,24,Maurício,4.0,4.0,,13.0,16.0,6.0,17.0,29.0,3.0,,,,5.0,4.0,,,,,1.0,,
452,Internacional,6.2,Nicolás Hernández Rodríguez,36,0.23,2.36,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_l85XoS0.png,105672,4.5,True,3,N. Hernández,2,,285,nicolas-hernandez,23,Nicolás Hernández,2.0,6.0,,12.0,14.0,,1.0,7.0,1.0,1.0,,7.0,,,,,,,1.0,,
453,Cruzeiro,0.0,Wesley Ribeiro Silva,36,0.0,4.05,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vnwHYu8.png,105811,8.24,False,5,Wesley,6,,283,wesley,27,Wesley,1.0,6.0,,33.0,51.0,14.0,20.0,43.0,,,,,4.0,3.0,,,,,,,
454,Goiás,0.0,Lucas Eduardo Ribeiro de Souza,36,-0.26,2.38,https://s.sde.globo.com/media/person_role/2023/06/25/photo_FORMATO_bGsyKIs.png,105842,2.19,True,3,Edu,6,,290,edu,7,Edu,,1.0,,5.0,6.0,1.0,1.0,5.0,,,1.0,2.0,,,,,,,,,
455,Athlético-PR,0.0,Lucas Belezi Barbosa,36,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/10/08/photo_FORMATO.png,105844,1.0,False,3,Belezi,6,,293,belezi,0,Belezi,,,,,,,,,,,,,,,,,,,,,
456,Corinthians,0.0,Matheus de Araújo Andrade,36,0.0,1.78,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_BedE425.png,105845,5.03,False,4,M. Araújo,6,,264,matheus-araujo,12,Matheus Araújo,,,,9.0,9.0,1.0,,8.0,,,,,1.0,1.0,,,,,,,
457,Vasco,0.0,José Gabriel dos Santos Silva,36,0.0,1.76,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_PQUgcKV.png,105902,2.91,False,4,Z. Gabriel,7,,267,ze-gabriel,22,Zé Gabriel,,5.0,,24.0,32.0,2.0,6.0,18.0,,,,,1.0,,,,,,,,
458,Bahia,0.0,Vinicius Alessandro Mingotti,36,0.0,2.12,https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO_YH7397F.png,105909,2.73,False,5,V. Mingotti,6,,265,vinicius-mingotti,14,Vinicius Mingotti,,2.0,,4.0,11.0,5.0,3.0,13.0,,,,,2.0,7.0,,,,,,,
459,Internacional,0.0,Rômulo Zanre Zwarg,36,0.0,2.67,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_eEMPMPy.png,105911,3.19,False,4,Rômulo,6,,285,romulo,20,Rômulo,,2.0,,26.0,19.0,2.0,5.0,25.0,1.0,,,,1.0,1.0,,,,,,,
460,Santos,0.0,Carlos Eduardo Bertolassi da Silva,36,0.0,0.0,https://s.sde.globo.com/media/person_role/2020/02/28/8b8a13f401928e0adf73a1998a49f868_FORMATO.png,105914,0.71,False,2,C. Silva,6,,277,cadu-silva,1,Cadu Silva,,,,,,,,,,,,,,,,,,,,,
461,Internacional,7.0,Sergio Ramón Rochet Álvarez,36,-0.21,3.33,https://s.sde.globo.com/media/person_role/2023/07/14/photo_FORMATO_AtGShUT.png,105949,7.37,True,1,Rochet,7,,285,rochet,17,Rochet,,4.0,,,,,,9.0,,,,5.0,,,,54.0,23.0,,,,
462,Vasco,0.0,Vinícius dos Santos de Oliveira Paiva,36,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Oqt8wcz.png,105998,2.0,False,5,Vinícius,6,,267,vinicius,0,Vinícius,,,,,,,,,,,,,,,,,,,,,
463,Internacional,0.0,Lucas de Ramos Silveira,36,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_Tdt3VkZ.png,106000,2.81,False,4,L. Ramos,5,,285,lucas-ramos,1,Lucas Ramos,,,,,,,,,,,,,,,,,,,,,
464,Internacional,-0.8,João Lucas Souza Cardoso,36,-0.77,3.85,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_ylIGH1n.png,106002,6.61,True,4,Johnny,6,,285,johnny,21,Johnny,3.0,7.0,,35.0,25.0,6.0,1.0,25.0,1.0,,1.0,,2.0,2.0,,,,,,,
465,Bragantino,0.0,Lucas Alexandre Galdino de Azevedo,36,0.0,0.6,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_uN4AYEQ.png,106160,1.74,False,1,Lucão,6,,280,lucao,5,Lucão,,1.0,,,,,,,,,,1.0,,,,7.0,8.0,,,,
466,Vasco,0.0,Gabriel Fortes Chaves,36,0.0,5.48,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_RHuy7TJ.png,106199,14.33,False,5,G. Pec,7,,267,gabriel-pec,32,Gabriel Pec,4.0,5.0,,35.0,32.0,16.0,25.0,48.0,3.0,,,,7.0,6.0,,,,,,,
467,Vasco,0.0,Lucas Figueiredo dos Santos,36,0.0,1.92,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_YrswGSn.png,106201,2.69,False,4,Figueiredo,6,,267,figueiredo,16,Figueiredo,,3.0,,8.0,17.0,8.0,11.0,15.0,1.0,,,,,6.0,,,,,1.0,,
468,Coritiba,1.0,Bruno Gomes da Silva Clevelário,36,-1.34,4.44,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_uLOhgzA.png,106202,9.5,True,4,B. Gomes,7,,294,bruno-gomes,29,Bruno Gomes,1.0,4.0,1.0,49.0,39.0,11.0,16.0,56.0,2.0,,1.0,,3.0,2.0,,,,,1.0,,
469,Athlético-PR,0.0,Kawan Gabriel da Silva,36,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/02/21/f32be788b285e944b21d286da2e5b28d_FORMATO.png,106219,2.0,False,4,Kawan,5,,293,kawan,0,Kawan,,,,,,,,,,,,,,,,,,,,,
470,Bragantino,3.6,Leonardo Javier Realpe Montaño,36,0.42,2.97,https://s.sde.globo.com/media/person_role/2022/05/05/593eafb7ce8c7aa2051ccde762f1d731_FORMATO.png,106299,3.05,True,3,Realpe,7,,280,realpe,18,Realpe,,3.0,,16.0,18.0,1.0,2.0,4.0,1.0,,,7.0,,,,,,,,,
471,Fortaleza,2.7,Caio Alexandre Souza e Silva,36,-0.05,3.06,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mYQOurq.png,106323,8.29,True,4,C. Alexandre,7,,356,caio-alexandre,31,Caio Alexandre,2.0,4.0,,48.0,49.0,4.0,7.0,35.0,1.0,,,,2.0,4.0,,,,,,,
