,atletas.clube.id.full.name,atletas.foto,atletas.entrou_em_campo,atletas.minimo_para_valorizar,atletas.rodada_id,atletas.apelido_abreviado,atletas.nome,atletas.jogos_num,atletas.clube_id,atletas.posicao_id,atletas.media_num,atletas.slug,atletas.preco_num,atletas.atleta_id,atletas.status_id,atletas.apelido,atletas.variacao_num,atletas.pontos_num,A,CA,DS,FC,FD,FF,FS,FT,G,I,PP,DE,GS,SG,PC,PS,CV,DP,GC,V,PI
386,São Paulo,https://s.sde.globo.com/media/person_role/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png,False,,34,D. Costa,Diego Henrique Costa Barbosa,20,276,3,2.98,diego-costa,5.54,101728,6,Diego Costa,0.0,0.0,,5.0,26.0,17.0,4.0,3.0,4.0,,,,,,,6.0,1.0,,,,,,
387,Bragantino,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Hob15WK.png,True,,34,Vitinho,Vitor Hugo Naum dos Santos,27,280,5,3.3,vitinho,6.85,101960,6,Vitinho,0.1,3.2,2.0,8.0,16.0,36.0,15.0,25.0,44.0,1.0,2.0,4.0,,,,,,,,,,,
388,Fortaleza,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qvH6Q9A.png,True,,34,Brítez,Emanuel Fermín Brítez,26,356,3,3.1,britez,7.62,101995,7,Brítez,-0.3,-0.3,1.0,9.0,30.0,34.0,3.0,10.0,24.0,,,6.0,,,,8.0,1.0,,1.0,,,,
389,Goiás,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_AFDNRnG.png,True,,34,A. Oliveira,Anderson de Oliveira da Silva,16,290,5,2.15,anderson-oliveira,3.95,102096,7,Anderson Oliveira,-0.12,0.2,1.0,1.0,14.0,19.0,2.0,7.0,17.0,1.0,,1.0,,,,,,,,,,,
390,Palmeiras,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_04Y9scz.png,True,,34,Piquerez,Joaquín Piquerez Moreira,26,275,2,7.09,piquerez,12.27,102130,7,Piquerez,1.28,7.2,4.0,5.0,53.0,14.0,3.0,12.0,22.0,,3.0,2.0,,,,13.0,,,,,1.0,,
391,Fluminense,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_FvWKOzt.png,False,,34,V. Eudes,Vitor Eudes de Souza Costa,0,266,1,0.0,vitor-eudes,2.0,102137,6,Vitor Eudes,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
392,Goiás,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_DlFIoVh.png,True,,34,L. Halter,Lucas Halter,26,290,3,3.42,lucas-halter,6.14,102253,7,Lucas Halter,-0.07,3.1,,8.0,29.0,23.0,3.0,7.0,6.0,,3.0,2.0,,,,8.0,1.0,,2.0,,,,
393,Cruzeiro,https://s.sde.globo.com/media/person_role/2023/05/30/photo_220x220.png,False,,34,G. Mesquita,Gabriel José Ferreira Mesquita,0,283,1,-1.0,gabriel-mesquita,0.7,102290,6,Gabriel Mesquita,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,
394,América-MG,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_rNTDYYW.png,False,,34,Mikael,Mikael Filipe Viana,5,327,5,1.68,mikael,3.0,102299,6,Mikael,0.0,0.0,,,1.0,,2.0,5.0,2.0,,,2.0,,,,,,,,,,,
395,Cruzeiro,https://s.sde.globo.com/media/person_role/2023/07/27/photo_FORMATO_C3BThsf.png,True,,34,R. Elias,Rafael Elias da Silva,8,283,5,2.54,rafael-elias,4.78,102302,7,Rafael Elias,-0.16,1.2,,3.0,3.0,14.0,5.0,5.0,6.0,1.0,1.0,1.0,,,,,,,,,,,
396,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_e7P4JVL.png,True,,34,M. Felipe,Matheus Felipe Santos Nascimento,7,293,3,1.87,matheus-felipe,2.52,102310,6,Matheus Felipe,0.03,2.2,,,5.0,3.0,1.0,1.0,2.0,,,,,,,1.0,,,,,,,
397,São Paulo,https://s.sde.globo.com/media/person_role/2023/01/27/photo_FORMATO_rRBJfVv.png,True,,34,C. Paulista,Caio Fernando de Oliveira,24,276,2,4.45,caio-paulista,9.62,102318,7,Caio Paulista,-0.13,5.5,2.0,3.0,21.0,16.0,11.0,9.0,32.0,1.0,,,,,,8.0,1.0,1.0,,,,,
398,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/07/21/photo_FORMATO_EPR1F0c.png,True,,34,Cacá,Carlos de Menezes Júnior,15,293,3,2.91,caca,4.79,102340,7,Cacá,0.41,2.3,,3.0,22.0,24.0,,3.0,8.0,,2.0,,,,,1.0,,,,,,,
399,América-MG,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_6Ys1TEq.png,True,,34,Mastriani,Gonzalo Mathías Mastriani Borges,20,327,5,6.45,mastriani,7.63,102561,7,Mastriani,1.77,12.0,1.0,1.0,7.0,13.0,11.0,20.0,13.0,,11.0,3.0,,,,,,,1.0,,,,
400,Bragantino,https://s.sde.globo.com/media/person_role/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png,False,,34,Helinho,Hélio Júnio Nunes de Castro,19,280,5,4.43,helinho,6.5,102598,7,Helinho,0.0,0.0,2.0,6.0,21.0,20.0,12.0,18.0,17.0,,3.0,3.0,,,,,,,,,,,
401,Cruzeiro,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Lvl4bA5.png,False,,34,Anderson,Anderson Silva da Paixão,2,283,1,1.0,anderson,1.76,102906,6,Anderson,0.0,0.0,,1.0,,,,,,,,,,1.0,,1.0,,,1.0,,,,
402,Bahia,https://s.sde.globo.com/media/person_role/2022/04/05/ff4149be4042453395add145d010bd49_FORMATO.png,False,,34,M. Teixeira,Matheus Henrique Teixeira,0,265,1,0.0,matheus-teixeira,2.0,102907,6,Matheus Teixeira,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
403,São Paulo,https://s.sde.globo.com/media/person_role/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png,False,,34,Luan,Luan Vinícius da Silva Santos ,10,276,4,1.97,luan,4.2,102909,6,Luan,0.0,0.0,,,12.0,9.0,,3.0,5.0,1.0,,,,,,,,,,,,,
404,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VXCkQFM.png,True,,34,Canobbio,Agustín Canobbio Graviz,26,293,5,5.73,canobbio,8.94,102928,7,Canobbio,0.62,9.1,5.0,9.0,51.0,33.0,23.0,18.0,44.0,1.0,2.0,13.0,,,,,1.0,1.0,,,,,
405,Fortaleza,https://s.sde.globo.com/media/person_role/2023/07/03/photo_FORMATO_LH8zzYb.png,True,,34,Escobar,Gonzalo Daniel Escobar,10,356,2,1.89,escobar,3.36,102975,6,Escobar,-0.34,0.0,2.0,4.0,11.0,14.0,,3.0,5.0,,,,,,,,1.0,,,,,,
406,Bragantino,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_roWm5iE.png,False,,34,Laquintana,Ignacio Jesús Laquintana Marsico,3,280,5,1.73,laquintana,3.09,103014,6,Laquintana,0.0,0.0,,,2.0,3.0,2.0,,3.0,,,2.0,,,,,,,,,,,
407,Bragantino,https://s.sde.globo.com/media/person_role/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png,False,,34,E. Ramires,Eric dos Santos Rodrigues,19,280,4,3.38,eric-ramires,3.72,103295,5,Eric Ramires,0.0,0.0,2.0,1.0,15.0,20.0,4.0,6.0,13.0,1.0,3.0,1.0,,,,,,,,,,,
408,Cuiabá,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_4eKoeL1.png,True,,34,M. Alexandre,Matheus Alexandre Anastácio de Souza,30,1371,2,4.78,matheus-alexandre,7.66,103347,7,Matheus Alexandre,-0.7,0.7,,4.0,76.0,30.0,1.0,3.0,10.0,,1.0,4.0,,,,10.0,1.0,,,,,,
409,América-MG,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_cPLErDD.png,True,,34,E. Martínez,Leandro Emmanuel Martínez,30,327,4,4.32,emmanuel-martinez,7.52,103388,7,Emmanuel Martínez,0.17,6.4,4.0,2.0,52.0,26.0,8.0,10.0,53.0,2.0,1.0,,,,,,1.0,,,,,,
410,Corinthians,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_72Ycs9o.png,True,,34,Caetano,João Victor Andrade Caetano,13,264,3,2.56,caetano,3.4,103575,6,Caetano,-0.09,4.0,,3.0,13.0,7.0,,1.0,6.0,,,,,,,4.0,1.0,,,,,,
411,Cruzeiro,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_L5qGZ0n.png,False,,34,R. Bilu,Rafael Bilu Mudesto,4,283,5,2.08,rafael-bilu,2.83,103576,5,Rafael Bilu,0.0,0.0,,,4.0,1.0,,3.0,3.0,,,1.0,,,,,,,,,,,
412,Botafogo,https://s.sde.globo.com/media/person_role/2022/03/08/fb8a9a99b74f23b669c36d16348d819f_FORMATO.png,True,,34,L. Flávio,Lúcio Flávio dos Santos,9,263,6,5.27,lucio-flavio,11.43,103582,7,Lúcio Flávio,-0.07,4.03,,,,,,,,,,,,,,,,,,,,3.0,
413,São Paulo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_XopxIWU.png,False,,34,M. Paulo,Marcos Paulo Costa do Nascimento,15,276,5,3.06,marcos-paulo,7.42,103645,5,Marcos Paulo,0.0,0.0,1.0,2.0,15.0,8.0,2.0,4.0,12.0,,2.0,2.0,,,,,,,,,,,
414,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_TAU79Yo.png,False,,34,K. Rocha,Kaíque Rocha Lima,7,293,3,2.67,kaique-rocha,3.25,103684,5,Kaíque Rocha,0.0,0.0,,2.0,5.0,3.0,,2.0,2.0,,1.0,,,,,1.0,,,,,,,
415,Bragantino,https://s.sde.globo.com/media/person_role/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png,True,,34,J. Silva,Jadsom Meemyas de Oliveira da Silva,26,280,4,1.46,jadsom-silva,2.72,103695,7,Jadsom Silva,-0.26,1.7,,7.0,33.0,33.0,4.0,6.0,16.0,,,1.0,,,,,2.0,,,,,,
416,Corinthians,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_VwEvkmY.png,True,,34,B. Méndez,Bruno Méndez Cittadini,25,264,3,2.66,bruno-mendez,3.71,103700,3,Bruno Méndez,-0.08,1.7,1.0,5.0,29.0,17.0,,4.0,5.0,,,1.0,,,,7.0,1.0,,1.0,,,,
417,Palmeiras,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_a770SrF.png,False,,34,G. Menino,Gabriel Vinícius Menino,24,275,4,4.19,gabriel-menino,8.5,103767,5,Gabriel Menino,0.0,0.0,3.0,5.0,38.0,39.0,6.0,17.0,28.0,2.0,2.0,2.0,,,,,,,,,,,
418,Goiás,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_uo7UAHd.png,False,,34,H. Meritão,Higor Matheus Meritão,7,290,4,1.17,higor-meritao,1.38,103987,6,Higor Meritão,0.0,0.0,,,3.0,7.0,,4.0,1.0,1.0,,,,,,,,,,,,,
419,Bragantino,https://s.sde.globo.com/media/person_role/2022/05/05/f39fcb967a674ffddbaec227105dae4a_FORMATO.png,False,,34,Maycon,Maycon Cleiton de Paula Azevedo,0,280,1,0.0,maycon,3.0,104017,6,Maycon,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
420,São Paulo,https://s.sde.globo.com/media/person_role/2022/03/01/42769c38f612d4af2143de3132ce1cec_220x220.png,False,,34,Walce,Walce da Silva Costa Filho,0,276,3,0.0,walce,3.0,104074,6,Walce,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
421,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5Z0375l.png,False,,34,J. Fernando,João Fernando Monteiro Siqueira,0,263,1,0.0,joao-fernando,2.0,104079,6,João Fernando,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
422,Corinthians,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_ucZUimL.png,True,,34,C. Miguel,Carlos Miguel dos Santos Pereira,1,264,1,5.0,carlos-miguel,2.32,104084,2,Carlos Miguel,0.32,5.0,,,,,,,,,,,,,,1.0,,,,,,,
423,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qjyhb3e.png,False,,34,B. Fuchs,Bruno de Lara Fuchs,15,282,3,3.31,bruno-fuchs,4.75,104085,5,Bruno Fuchs,0.0,0.0,,2.0,12.0,11.0,,,11.0,,,,,,,7.0,,,,,,,
424,Corinthians,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Uq9B5Kn.png,True,,34,Ruan,Ruan de Oliveira Ferreira,18,264,4,3.44,ruan,3.69,104153,3,Ruan,0.02,0.7,2.0,3.0,23.0,19.0,4.0,7.0,12.0,,2.0,1.0,,,,,,1.0,,,,,
425,Santos,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_tX8ABIy.png,False,,34,J. Lucas,João Lucas de Almeida Carvalho,15,277,2,3.98,joao-lucas,5.91,104257,6,João Lucas,0.0,0.0,1.0,1.0,24.0,11.0,2.0,6.0,18.0,,,,,,,3.0,1.0,,,,,,
426,Bragantino,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_J1rhwK6.png,False,,34,L. Rafael,Lucas Rafael Gonçalves da Silva,2,280,3,3.15,lucas-rafael,3.95,104360,5,Lucas Rafael,0.0,0.0,,,,1.0,1.0,,1.0,,,1.0,,,,1.0,,,,,,,
427,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,True,,34,M. Mendes,Matheus Mendes Werneck de Oliveira,2,282,1,5.0,matheus-mendes,3.01,104383,6,Matheus Mendes,-0.41,3.0,,2.0,,,,,,,,,,8.0,1.0,1.0,,,,,,,
428,Internacional,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_I7Q1WEp.png,True,,34,I. Gomes,Igor Gomes Silva,20,285,3,2.36,igor-gomes,4.82,104385,6,Igor Gomes,-0.09,0.8,,3.0,23.0,10.0,2.0,4.0,12.0,,,,,,,3.0,1.0,,,,,,
429,Athlético-PR,https://s.sde.globo.com/media/person_role/2020/03/03/12600160dfe6fed9a606921db8b0a862_FORMATO.png,False,,34,Reinaldo,Reinaldo Nascimento Satorno,1,293,5,1.7,reinaldo,2.39,104420,6,Reinaldo,0.0,0.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
430,Grêmio,https://s.sde.globo.com/media/person_role/2021/07/16/79af8f6f344db19983598078705340fc_FORMATO.png,False,,34,F. Scheibig,Felipe Mateus Scheibig,0,284,1,0.0,felipe-scheibig,1.0,104424,5,Felipe Scheibig,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
431,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_V2OPAxf.png,True,,34,Christian,Christian Roberto Alves Cardoso,17,293,4,4.15,christian,8.98,104502,6,Christian,0.39,2.4,,1.0,21.0,23.0,3.0,7.0,18.0,1.0,4.0,,,,,,,,,,,,
432,Botafogo,https://s.sde.globo.com/media/person_role/2023/07/30/photo_FORMATO_iztb5Pm.png,False,,34,H. Vermudt,Henrique Vermudt,0,263,3,0.0,henrique-vermudt,3.0,104504,6,Henrique Vermudt,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
433,Fortaleza,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_OPlr7ly.png,False,,34,V. Zanocelo,Vinícius Nelson de Souza Zanocelo,6,356,4,0.68,vinicius-zanocelo,3.32,104521,6,Vinícius Zanocelo,0.0,0.0,,1.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,
434,Santos,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_bbHXWKZ.png,False,,34,Sandry,Sandry Roberto Santos Goes,5,277,4,0.52,sandry,2.54,104580,5,Sandry,0.0,0.0,,2.0,4.0,4.0,,,2.0,,,,,,,,,,,,,,
435,Bragantino,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_AAId2Kq.png,False,,34,Fabrício,Fabrício Oliveira de Souza,0,280,1,0.0,fabricio,1.0,104588,6,Fabrício,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
436,Coritiba,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_nFBy3HF.png,False,,34,M. Bianqui,Matheus Henrique Bianqui,23,294,4,2.76,matheus-bianqui,3.87,104640,6,Matheus Bianqui,0.0,0.0,1.0,8.0,33.0,35.0,4.0,10.0,24.0,,2.0,3.0,,,,,,,,,1.0,,
437,Botafogo,,False,,34,Newton,Newton Araújo da Costa Júnior,0,263,4,0.0,newton,1.0,104693,6,Newton,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
438,Fortaleza,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,True,,34,J. Vojvoda,Juan Pablo Vojvoda Rizzo,32,356,6,4.91,juan-vojvoda,12.24,104754,7,Juan Vojvoda,-0.17,2.35,,,,,,,,,,,,,,,,,,,,12.0,
439,Bahia,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,True,,34,Acevedo,Nicolás Brian Acevedo Tabárez,26,265,4,2.58,acevedo,5.14,104783,2,Acevedo,-0.67,3.0,,5.0,49.0,35.0,5.0,11.0,24.0,,,,,,,,,,1.0,,,,
440,Coritiba,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_fnuIkZJ.png,True,,34,S. Gómez,Sebastián Gómez Londoño,16,294,4,3.51,sebastian-gomez,6.67,104811,7,Sebastián Gómez,-0.59,2.9,2.0,2.0,22.0,13.0,1.0,2.0,14.0,,2.0,2.0,,,,,,,,,,,
441,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_C8GywEv.png,False,,34,I. Gabriel,Igo Gabriel Santos Pereira,0,263,1,0.0,igo-gabriel,1.0,104991,6,Igo Gabriel,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
442,Cruzeiro,https://s.sde.globo.com/media/person_role/2023/08/01/photo_220x220_vuySYbE.png,False,,34,J. Marcelo,João Marcelo Messias Ferreira,1,283,3,0.9,joao-marcelo,2.43,105047,6,João Marcelo,0.0,0.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
443,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XMfC6C1.png,False,,34,L. Henrique,Luis Henrique Tomaz de Lima,29,263,5,2.67,luis-henrique,5.38,105049,6,Luis Henrique,0.0,0.0,2.0,,12.0,5.0,9.0,10.0,6.0,,4.0,1.0,,,,,,1.0,,,,,
444,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7ROEp8B.png,True,,34,Bento,Bento Matheus Krepski,28,293,1,3.31,bento,9.56,105208,7,Bento,0.55,4.0,1.0,3.0,,2.0,,,2.0,,,,,86.0,33.0,6.0,,,,1.0,,,
445,Vasco,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_J73ZkrF.png,False,,34,D. Lucca,Patrick de Lucca Chaves de Oliveira,0,267,4,0.0,de-lucca,3.0,105294,5,De Lucca,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
446,São Paulo,https://s.sde.globo.com/media/person_role/2022/08/13/a5301263d96806640ddf67cec70f99e7_FORMATO.png,False,,34,Ferraresi,Nahuel Adolfo Ferraresi Hernández,1,276,3,0.0,ferraresi,4.47,105300,6,Ferraresi,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
447,Bahia,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0UPMoSl.png,False,,34,G. Xavier,Gabriel Lheman Xavier - Lhman,13,265,3,3.49,gabriel-xavier,4.43,105373,6,Gabriel Xavier,0.0,0.0,,2.0,19.0,14.0,2.0,3.0,8.0,,,,,,,4.0,,,,,,,
448,Corinthians,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_cNTyg24.png,True,,34,M. Bidu,Matheus Lima Beltrão Oliveira Valin,21,264,2,4.0,matheus-bidu,7.51,105531,6,Matheus Bidu,0.19,10.1,,2.0,31.0,21.0,6.0,6.0,30.0,,,,,,,6.0,2.0,,,,,,
449,Cuiabá,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_FfgJEdr.png,False,,34,Rikelme,Rikelme Hernandes Amorim Rocha,25,1371,5,3.69,rikelme,4.4,105547,7,Rikelme,0.0,0.0,1.0,2.0,59.0,21.0,5.0,9.0,14.0,,1.0,3.0,,,,,,,,,1.0,,
450,Vasco,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_smA6Xym.png,False,,34,Riquelme,Riquelme Carvalho Araújo Viana,0,267,2,0.0,riquelme,3.0,105566,6,Riquelme,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
451,Fortaleza,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_MqRx953.png,True,,34,Lucero,Juan Martín Lucero,26,356,5,4.28,lucero,6.43,105568,7,Lucero,-0.52,-0.2,,2.0,10.0,26.0,11.0,16.0,25.0,2.0,8.0,13.0,,,,,,2.0,,,,,
452,Vasco,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_71dywWV.png,True,,34,L. Piton,Lucas Piton Crivellaro,31,267,2,2.89,lucas-piton,6.47,105584,7,Lucas Piton,-1.06,-0.9,3.0,3.0,33.0,41.0,4.0,10.0,6.0,,,2.0,,,,7.0,,,,,,,
453,Corinthians,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_efGU5wq.png,False,,34,Roni,Roni Medeiros de Moura,15,264,4,1.19,roni,2.03,105585,6,Roni,0.0,0.0,,2.0,16.0,15.0,1.0,2.0,5.0,,,,,,,,,,,,,,
454,Internacional,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_7KIwg4E.png,True,,34,Maurício,Maurício Magalhães Prado,22,285,4,4.67,mauricio,8.45,105647,7,Maurício,-0.26,1.2,3.0,3.0,12.0,13.0,6.0,14.0,25.0,3.0,5.0,4.0,,,,,,1.0,,,,,
455,Internacional,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_l85XoS0.png,True,,34,N. Hernández,Nicolás Hernández Rodríguez,21,285,3,2.03,nicolas-hernandez,3.5,105672,2,Nicolás Hernández,-0.8,0.5,2.0,6.0,11.0,14.0,,1.0,6.0,1.0,,,,,,5.0,,1.0,,,1.0,,
456,Cruzeiro,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vnwHYu8.png,True,,34,Wesley,Wesley Ribeiro Silva,26,283,5,4.02,wesley,7.78,105811,6,Wesley,-0.09,1.2,1.0,6.0,32.0,48.0,12.0,18.0,42.0,,4.0,3.0,,,,,,,,,,,
457,Goiás,https://s.sde.globo.com/media/person_role/2023/06/25/photo_FORMATO_bGsyKIs.png,False,,34,Edu,Lucas Eduardo Ribeiro de Souza,6,290,3,2.78,edu,2.45,105842,6,Edu,0.0,0.0,,1.0,5.0,6.0,1.0,1.0,5.0,,,,,,,2.0,1.0,,,,,,
458,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/10/08/photo_FORMATO.png,False,,34,Belezi,Lucas Belezi Barbosa,0,293,3,0.0,belezi,1.0,105844,6,Belezi,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
459,Corinthians,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_BedE425.png,True,,34,M. Araújo,Matheus de Araújo Andrade,12,264,4,1.78,matheus-araujo,5.03,105845,6,Matheus Araújo,0.15,1.2,,,9.0,9.0,1.0,,8.0,,1.0,1.0,,,,,,,,,,,
460,Vasco,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_PQUgcKV.png,True,,34,Z. Gabriel,José Gabriel dos Santos Silva,21,267,4,1.77,ze-gabriel,2.89,105902,7,Zé Gabriel,0.07,1.2,,5.0,23.0,28.0,2.0,6.0,15.0,,1.0,,,,,,,,,,,,
461,Bahia,https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO_YH7397F.png,False,,34,V. Mingotti,Vinicius Alessandro Mingotti,14,265,5,2.12,vinicius-mingotti,2.73,105909,6,Vinicius Mingotti,0.0,0.0,,2.0,4.0,11.0,5.0,3.0,13.0,,2.0,7.0,,,,,,,,,,,
462,Internacional,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_eEMPMPy.png,True,,34,Rômulo,Rômulo Zanre Zwarg,19,285,4,2.85,romulo,3.69,105911,6,Rômulo,0.31,2.1,,1.0,26.0,18.0,2.0,5.0,24.0,1.0,1.0,1.0,,,,,,,,,,,
463,Santos,https://s.sde.globo.com/media/person_role/2020/02/28/8b8a13f401928e0adf73a1998a49f868_FORMATO.png,False,,34,C. Silva,Carlos Eduardo Bertolassi da Silva,1,277,2,0.0,cadu-silva,0.71,105914,6,Cadu Silva,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
464,Internacional,https://s.sde.globo.com/media/person_role/2023/07/14/photo_FORMATO_AtGShUT.png,True,,34,Rochet,Sergio Ramón Rochet Álvarez,15,285,1,2.64,rochet,6.42,105949,7,Rochet,-0.83,3.0,,4.0,,,,,7.0,,,,,48.0,23.0,3.0,,,,,,,
465,Vasco,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Oqt8wcz.png,False,,34,Vinícius,Vinícius dos Santos de Oliveira Paiva,0,267,5,0.0,vinicius,2.0,105998,6,Vinícius,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
466,Internacional,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_Tdt3VkZ.png,False,,34,L. Ramos,Lucas de Ramos Silveira,1,285,4,0.0,lucas-ramos,2.81,106000,5,Lucas Ramos,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
467,Internacional,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_ylIGH1n.png,True,,34,Johnny,João Lucas Souza Cardoso,19,285,4,4.06,johnny,6.69,106002,7,Johnny,-0.7,-0.6,3.0,6.0,32.0,23.0,5.0,1.0,24.0,1.0,2.0,2.0,,,,,1.0,,,,,,
468,Bragantino,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_uN4AYEQ.png,False,,34,Lucão,Lucas Alexandre Galdino de Azevedo,5,280,1,0.6,lucao,1.74,106160,6,Lucão,0.0,0.0,,1.0,,,,,,,,,,7.0,8.0,1.0,,,,,,,
469,Vasco,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_RHuy7TJ.png,True,,34,G. Pec,Gabriel Fortes Chaves,31,267,5,5.65,gabriel-pec,15.62,106199,7,Gabriel Pec,0.37,7.1,4.0,5.0,35.0,29.0,15.0,25.0,48.0,3.0,7.0,5.0,,,,,,,,,,,
470,Vasco,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_YrswGSn.png,False,,34,Figueiredo,Lucas Figueiredo dos Santos,16,267,4,1.92,figueiredo,2.69,106201,6,Figueiredo,0.0,0.0,,3.0,8.0,17.0,8.0,11.0,15.0,1.0,,6.0,,,,,,1.0,,,,,
471,Coritiba,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_uLOhgzA.png,True,,34,B. Gomes,Bruno Gomes da Silva Clevelário,27,294,4,4.34,bruno-gomes,10.22,106202,7,Bruno Gomes,-0.47,6.4,,4.0,48.0,37.0,11.0,16.0,50.0,1.0,3.0,2.0,,,,,1.0,1.0,1.0,,,,
