,atletas.clube.id.full.name,atletas.foto,atletas.entrou_em_campo,atletas.minimo_para_valorizar,atletas.rodada_id,atletas.apelido_abreviado,atletas.nome,atletas.jogos_num,atletas.clube_id,atletas.posicao_id,atletas.media_num,atletas.slug,atletas.preco_num,atletas.atleta_id,atletas.status_id,atletas.apelido,atletas.variacao_num,atletas.pontos_num,A,CA,DS,FC,FD,FF,FS,FT,G,I,PP,DE,GS,SG,PC,PS,CV,DP,GC,V,PI
676,Bahia,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8G6mq44.png,False,,34,P. Verhon,Patrick Verhon Pertel Pereira,1,265,4,0.0,patrick-verhon,1.44,118770,6,Patrick Verhon,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
677,Fluminense,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_HMSPuY2.png,True,,34,Alexsander,Alexsander Christian Gomes da Costa,16,266,2,3.56,alexsander,7.83,118774,6,Alexsander,-0.95,-0.1,1.0,2.0,19.0,20.0,1.0,3.0,9.0,,,1.0,,,,6.0,1.0,,,,,,
678,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_xADM7g0.png,False,,34,J. Montes,Jacob Christian Montes,0,263,4,0.0,jacob-montes,3.0,118843,6,Jacob Montes,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
679,Coritiba,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_CVQMogN.png,True,,34,K. César,Kaio César Andrade Lima,20,294,5,2.0,kaio-cesar,3.91,118844,6,Kaio César,-0.45,1.5,,3.0,18.0,22.0,3.0,4.0,44.0,,,5.0,,,,,,,,,,,
680,Athlético-PR,https://s.sde.globo.com/media/person_role/2022/08/26/photo_FORMATO.png,False,,34,J. Vitor,João Vitor Tavares da Mota,0,293,3,0.0,joao-vitor,1.0,120419,6,João Vitor,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
681,Athlético-PR,https://s.sde.globo.com/media/person_role/2022/08/27/photo_FORMATO.png,False,,34,Derik,Leonardo Derik Dias Gonçalves,0,293,2,0.0,derik,1.0,120433,6,Derik,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
682,Vasco,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_WLTp9mI.png,False,,34,E. Marcus,Erick Marcus dos Santos Oliveira do Carmo,14,267,5,2.0,erick-marcus,3.22,121184,6,Erick Marcus,0.0,0.0,1.0,1.0,10.0,9.0,1.0,2.0,8.0,1.0,1.0,1.0,,,,,,,1.0,,,,
683,Goiás,https://s.sde.globo.com/media/person_role/2023/05/14/photo_FORMATO_GEmB6In.png,False,,34,Simioni,Eduardo Simioni,0,290,4,0.0,simioni,1.0,121235,6,Simioni,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
684,Fortaleza,https://s.sde.globo.com/media/person_role/2023/05/03/photo_FORMATO.png,False,,34,Kauan,Kauan Rodrigues da Silva,1,356,4,0.2,kauan,1.48,121237,6,Kauan,0.0,0.0,,,,1.0,,,1.0,,,,,,,,,,,,,,
685,Goiás,,False,,34,Wendell,Wendell Silva Santos dos Santos,0,290,5,0.0,wendell,1.0,121238,6,Wendell,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
686,Goiás,https://s.sde.globo.com/media/person_role/2023/08/21/photo_FORMATO_5WnjHh9.png,False,,34,Mina,Luis Felipe Nascimento Miranda,0,290,3,0.0,mina,1.0,121241,6,Mina,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
687,Goiás,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_Jmw1xcE.png,False,,34,Alan,Alan Matheus Stence,0,290,4,0.0,alan,1.0,121242,6,Alan,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
688,Cuiabá,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_2WJ0Lb4.png,False,,34,G. Freitas,Gabryel Vinícius Araújo Freitas,0,1371,5,0.0,gabryel-freitas,2.0,121263,6,Gabryel Freitas,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
689,Cuiabá,,False,,34,Pablo,Pablo Henrique Almeida Silva,1,1371,5,3.6,pablo,1.44,121752,6,Pablo,0.0,0.0,,,3.0,,,,,,,,,,,,,,,,,,
690,Vasco,https://s.sde.globo.com/media/person_role/2023/02/23/photo_FORMATO_5ClDe2s.png,False,,34,P. Silva,Paulo Ricardo de Souza Babilônia,0,267,2,0.0,paulinho-silva,1.0,121766,6,Paulinho Silva,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
691,Cuiabá,https://s.sde.globo.com/media/person_role/2023/03/21/photo_220x220_xTgu9xA.png,False,,34,Vitão,Victor Matheus dos Santos Gonçalves,1,1371,3,0.0,vitao,1.32,121779,6,Vitão,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
692,Grêmio,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_rIXRX47.png,True,,34,André,André Henrique da Silva Martins,17,284,5,2.48,andre,2.57,121792,6,André,-0.72,2.4,,1.0,9.0,6.0,1.0,7.0,7.0,,3.0,,,,,,,,,,,,
693,Coritiba,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_QTICAoM.png,False,,34,J. Pedroso,Jean Henrique Carneiro Pedroso,7,294,3,2.9,jean-pedroso,2.07,121796,2,Jean Pedroso,0.0,0.0,,1.0,10.0,5.0,,1.0,2.0,,,,,,,2.0,1.0,,,,,,
694,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_ubiTL56.png,False,,34,Janderson,Janderson de Carvalho Costa,14,263,5,1.34,janderson,1.65,121830,6,Janderson,0.0,0.0,1.0,2.0,7.0,9.0,2.0,4.0,3.0,1.0,,1.0,,,,,,,,,,,
695,Santos,,False,,34,P. Scaramussa,Pedro Henrique Cunha Scaramussa,0,277,2,0.0,pedrinho-scaramussa,1.0,121984,6,Pedrinho Scaramussa,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
696,Fluminense,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_7pCfzQS.png,False,,34,G. Manson,Giovanni Manson Ribeiro,3,266,4,-0.2,giovanni-manson,1.56,121985,6,Giovanni Manson,0.0,0.0,,1.0,,2.0,,,2.0,,,,,,,,,,,,,,
697,Cruzeiro,,False,,34,Fernando,Luis Fernando Santos Oliveira,1,283,5,3.5,fernando,2.29,122127,6,Fernando,0.0,0.0,,,3.0,,,,,,,1.0,,,,,,,,,,,
698,Grêmio,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_9Vjj41S.png,False,,34,R. Barcellos,Ronald Barcellos Arantes,0,284,5,0.0,ronald-barcellos,3.0,122233,6,Ronald Barcellos,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
699,Coritiba,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_HL1Q189.png,False,,34,T. Dombroski,Thiago Dombroski Moreira,6,294,3,0.93,thiago-dombroski,0.9,122293,5,Thiago Dombroski,0.0,0.0,,4.0,5.0,9.0,,1.0,1.0,,,,,,,1.0,,,,,,,
700,Bahia,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_9WvAzGp.png,False,,34,Ryan,Ryan Carlos Santos de Sousa,9,265,2,3.19,ryan,2.56,122300,6,Ryan,0.0,0.0,2.0,3.0,12.0,8.0,1.0,,3.0,,,1.0,,,,2.0,,,1.0,,,,
701,Bahia,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_nXCTAYa.png,False,,34,Kennedy,Kennedy Anderson Gomes Ferreira,0,265,5,0.0,kennedy,1.0,122301,6,Kennedy,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
702,Flamengo,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_PqkKiZh.png,False,,34,Lorran,Lorran Lucas Pereira de Sousa,0,262,4,0.0,lorran,3.0,122321,6,Lorran,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
703,Vasco,https://s.sde.globo.com/media/person_role/2023/06/06/photo_FORMATO.png,False,,34,Lyncon,Lyncon Correa Gonçalves,0,267,3,0.0,lyncon,1.0,122378,6,Lyncon,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
704,Bragantino,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_EfBwbRQ.png,False,,34,Talisson,Talisson de Almeida,7,280,5,4.59,talisson,2.86,122393,6,Talisson,0.0,0.0,,,6.0,7.0,1.0,1.0,4.0,,3.0,,,,,,1.0,,,,,,
705,Bragantino,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_D4mqWRg.png,False,,34,Gustavinho,Gustavo Ribeiro Neves,16,280,4,1.4,gustavinho,2.38,122394,6,Gustavinho,0.0,0.0,,1.0,10.0,12.0,2.0,3.0,4.0,,1.0,,,,,,,,,,,,
706,Corinthians,,False,,34,Ryan,Ryan Gustavo de Lima,0,264,4,0.0,ryan,1.0,122396,6,Ryan,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
707,Corinthians,https://s.sde.globo.com/media/person_role/2023/05/03/photo_FORMATO_1O3rVYH.png,False,,34,Adryan,Adryan Bezerra Silva,0,264,4,0.0,adryan,1.0,122398,6,Adryan,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
708,Internacional,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E4VXEre.png,False,,34,Felipe,Felipe de Souza Motta Marins,0,285,3,0.0,felipe,1.0,122419,6,Felipe,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
709,Internacional,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_hF9GrgX.png,False,,34,Lucca,Lucca Holanda Sampaio Tavares,18,285,5,1.1,lucca,1.73,122420,6,Lucca,0.0,0.0,1.0,2.0,6.0,10.0,3.0,7.0,13.0,,,,,,,,,,1.0,,,,
710,Fluminense,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_BvtRIqc.png,False,,34,Isaac,Isaac Rodrigues de Lima,4,266,4,0.87,isaac,0.85,122439,6,Isaac,0.0,0.0,,,1.0,,,1.0,3.0,,,,,,,,,,,,,,
711,Fluminense,https://s.sde.globo.com/media/person_role/2023/05/25/photo_FORMATO_yqxwXSM.png,False,,34,K. Almeida,Kayky Henrique Almeida Brandão da Silva,0,266,3,0.0,kayky-almeida,1.0,122441,6,Kayky Almeida,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
712,Vasco,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_VK7ktPd.png,False,,34,Barros,Cauan Lucas Barros da Luz,8,267,4,1.39,barros,1.66,122485,6,Barros,0.0,0.0,,2.0,3.0,8.0,,3.0,3.0,,1.0,,,,,,,,,,,,
713,Vasco,https://s.sde.globo.com/media/person_role/2023/06/10/photo_FORMATO_5eE8NWY.png,False,,34,Rayan,Rayan Vitor Simplício Rocha,6,267,5,2.63,rayan,2.09,122486,6,Rayan,0.0,0.0,,2.0,3.0,3.0,2.0,4.0,3.0,,1.0,,,,,,,,,,,,
714,Fluminense,https://s.sde.globo.com/media/person_role/2023/08/27/photo_FORMATO.png,False,,34,Agner,Agner Moura Izigethy de Souza,0,266,5,0.0,agner,1.0,122555,6,Agner,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
715,Fortaleza,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_bHZGJhi.png,False,,34,Amorim,Alexsandro Amorim de Freitas Filho,0,356,4,0.0,amorim,2.0,122598,6,Amorim,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
716,São Paulo,https://s.sde.globo.com/media/person_role/2023/07/11/photo_FORMATO.png,False,,34,M. Belém,Matheus José Belém de Souza,2,276,3,2.45,matheus-belem,0.9,122602,6,Matheus Belém,0.0,0.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,
717,Cruzeiro,,False,,34,Japa,João Wellington Gadelha Melo de Oliveira,1,283,4,2.0,japa,1.44,122660,6,Japa,0.0,0.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
718,Goiás,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_TrU9q7C.png,False,,34,B. Santos,Bruno Araújo dos Santos,8,290,2,0.87,bruno-santos,2.11,122668,6,Bruno Santos,0.0,0.0,,3.0,5.0,14.0,1.0,,8.0,1.0,,,,,,,,,,,,,
719,Bragantino,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_UKu2eTF.png,False,,34,L. Cunha,Lucas de Souza Cunha,0,280,3,0.0,lucas-cunha,4.0,122755,6,Lucas Cunha,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
720,América-MG,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_DHZhRWj.png,False,,34,Breno,Breno Cascardo Lemos,21,327,4,1.96,breno,3.07,122991,6,Breno,0.0,0.0,,1.0,20.0,23.0,4.0,10.0,9.0,,1.0,1.0,,,,,,,,,,,
721,Corinthians,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO.png,False,,34,Pedro,Pedro Henrique Silva dos Santos,12,264,5,2.22,pedro,1.93,123022,6,Pedro,0.0,0.0,,1.0,6.0,9.0,3.0,1.0,20.0,,1.0,2.0,,,,,,1.0,,,,,
722,Bahia,https://s.sde.globo.com/media/person_role/2023/04/24/photo_FORMATO.png,False,,34,T. Gomes,Tiago Gomes dos Santos,0,265,1,0.0,tiago-gomes,1.0,123054,6,Tiago Gomes,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
723,Grêmio,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_dzNYC4x.png,False,,34,Zinho,Luis Henrique Hoffmann,7,284,5,1.8,zinho,3.45,123153,6,Zinho,0.0,0.0,1.0,,4.0,2.0,1.0,1.0,3.0,,,1.0,,,,,,,,,,,
724,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FDCeBal.png,False,,34,Cadu,Carlos Eduardo Amaral Pereira de Castro,2,282,5,0.45,cadu,0.75,123359,6,Cadu,0.0,0.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
725,Bahia,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ruw71T7.png,True,,34,Cauly,Cauly Oliveira Souza,27,265,4,3.88,cauly,7.55,123360,7,Cauly,0.8,4.6,6.0,4.0,15.0,21.0,15.0,22.0,26.0,1.0,2.0,5.0,,,,,,,,,,,
726,Palmeiras,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_A5AzBcL.png,False,,34,P. Lima,Pedro Lima de Barros,0,275,4,0.0,pedro-lima,1.0,123610,6,Pedro Lima,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
727,Coritiba,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_mLIvaG1.png,False,,34,L. Ronier,Lucas Ronier Vieira Pires,0,294,5,0.0,lucas-ronier,1.0,123648,6,Lucas Ronier,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
728,Palmeiras,https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_xdmiXWp.png,False,,34,L. Guilherme,Luis Guilherme Lira dos Santos,19,275,4,1.62,luis-guilherme,2.2,123713,6,Luis Guilherme,0.0,0.0,1.0,,4.0,11.0,3.0,5.0,22.0,2.0,,3.0,,,,,,,,,,,
729,Grêmio,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_HA7qoxl.png,False,,34,Z. Guilherme,José Guilherme de Lima Costa,0,284,2,0.0,ze-guilherme,1.0,123717,6,Zé Guilherme,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
730,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/05/17/photo_FORMATO_WxI37NH.png,False,,34,A. Zanella,Arthur Zanella Koerich,0,293,3,0.0,arthur-zanella,1.0,123725,6,Arthur Zanella,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
731,Bragantino,https://s.sde.globo.com/media/person_role/2023/05/13/photo_FORMATO.png,False,,34,Everton,Everton Tiago Barella de Souza Messias,0,280,5,0.0,everton,1.0,124158,6,Everton,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
732,Bragantino,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_TRxfH8B.png,True,,34,H. Mosquera,Henry David Mosquera Sánchez,16,280,5,3.23,henry-mosquera,5.5,124239,7,Henry Mosquera,0.49,1.9,2.0,1.0,11.0,26.0,3.0,9.0,16.0,1.0,2.0,3.0,,,,,,,,,,,
733,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_3csZZPr.png,False,,34,Isaac,Isaac Aguiar Tomich,1,282,5,-0.3,isaac,1.1,124247,6,Isaac,0.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,
734,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/04/01/photo_FORMATO_EqilkPd.png,False,,34,L. Santos,Leonardo dos Santos Lopes da Silva,0,282,2,0.0,leo-santos,1.0,124249,6,Léo Santos,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
735,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/04/01/photo_220x220_jrCgQkt.png,False,,34,P. Ataíde,Pedro Ataide de Souza Oliveira,0,282,5,0.0,pedro-ataide,1.0,124250,6,Pedro Ataíde,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
736,Internacional,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_LXUkgfQ.png,False,,34,J. Corte,João Paulo Dalla Corte,1,285,3,-1.3,joao-dalla-corte,0.74,124265,6,João Dalla Corte,0.0,0.0,,,,1.0,,,,,,,,,,,1.0,,,,,,
737,Internacional,https://s.sde.globo.com/media/person_role/2023/04/03/photo_220x220_4bRSbNP.png,False,,34,Rangel,Vinicius Rangel da Silva,0,285,2,0.0,rangel,1.0,124267,6,Rangel,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
738,Palmeiras,https://s.sde.globo.com/media/person_role/2023/04/05/photo_220x220_UNa4pQH.png,False,,34,Ian,Ian Custódio dos Anjos,1,275,2,0.5,ian,0.82,124313,6,Ian,0.0,0.0,,,,,,,1.0,,,,,,,,,,,,,,
739,Cuiabá,https://s.sde.globo.com/media/person_role/2023/04/06/photo_FORMATO.png,True,,34,Allyson,Allyson Aires dos Santos,10,1371,3,3.3,allyson,3.58,124340,6,Allyson,-0.73,0.0,,1.0,5.0,6.0,,1.0,8.0,,,,,,,5.0,,,,,,,
740,Coritiba,https://s.sde.globo.com/media/person_role/2023/04/08/photo_FORMATO_99Ek8Df.png,False,,34,J. Vitor,João Vitor da Silva Almeida,0,294,2,0.0,joao-vitor,1.0,124358,6,João Vitor,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
741,Botafogo,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_V0797EE.png,False,,34,M. Ponte,Mateo Ponte Costa,1,263,2,6.2,mateo-ponte,4.55,124481,6,Mateo Ponte,0.0,0.0,,,1.0,,,,,,,,,,,1.0,,,,,,,
742,São Paulo,https://s.sde.globo.com/media/person_role/2023/05/04/photo_FORMATO_X79ZKxw.png,False,,34,F. Negrucci,Felipe Negrucci Berdague,1,276,4,-0.6,felipe-negrucci,0.73,124674,6,Felipe Negrucci,0.0,0.0,,,,2.0,,,,,,,,,,,,,,,,,
743,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/05/07/photo_FORMATO_1HEXq1i.png,False,,34,P. Vitor,Paulo Vitor Monteiro,1,282,4,1.1,paulo-vitor,1.04,124690,6,Paulo Vitor,0.0,0.0,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,
744,Goiás,,False,,34,Nolasco,Daniel Camargo Nolasco,0,290,3,0.0,nolasco,1.0,124698,6,Nolasco,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
745,Cruzeiro,https://s.sde.globo.com/media/person_role/2023/05/10/photo_220x220_gg52sKH.png,False,,34,Arielson,Arielson Sampaio Galvão,0,283,5,0.0,arielson,1.0,124699,6,Arielson,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
746,São Paulo,,False,,34,Leandro,Leandro Mathias Silva Bueno,0,276,1,0.0,leandro,1.0,124701,6,Leandro,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
747,Fluminense,https://s.sde.globo.com/media/person_role/2023/05/16/photo_FORMATO_L1i5sSp.png,False,,34,J. Henrique,João Henrique Mendes da Silva,0,266,2,0.0,joao-henrique,1.0,124728,6,João Henrique,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
748,Grêmio,https://s.sde.globo.com/media/person_role/2023/05/20/photo_FORMATO.png,False,,34,N. Fernandes,Nathan Ribeiro Fernandes,7,284,5,2.13,nathan-fernandes,1.38,124757,6,Nathan Fernandes,0.0,0.0,,,1.0,6.0,2.0,4.0,4.0,,1.0,1.0,,,,,,,,,,,
749,Bragantino,https://s.sde.globo.com/media/person_role/2023/05/20/photo_FORMATO_mWVV0xX.png,False,,34,G. Henrique,Gustavo Henrique da Silva,0,280,3,0.0,gustavo-henrique,1.0,124758,6,Gustavo Henrique,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
750,Fluminense,https://s.sde.globo.com/media/person_role/2023/05/25/photo_FORMATO_e5AgUEU.png,False,,34,K. Elias,Kauã Elias Nogueira,0,266,5,0.0,kaua-elias,1.0,124821,6,Kauã Elias,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
751,Grêmio,https://s.sde.globo.com/media/person_role/2023/05/26/photo_FORMATO_J0XOK33.png,False,,34,Lian,Lian dos Santos da Silva,1,284,5,0.0,lian,0.72,124830,6,Lian,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
752,Coritiba,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_8AiFV6n.png,False,,34,R. Assis,Ruan Lucas de Assis,4,294,4,1.55,ruan-assis,1.73,124834,6,Ruan Assis,0.0,0.0,1.0,,,,1.0,,,,,,,,,,,,,,,,
753,América-MG,https://s.sde.globo.com/media/person_role/2023/10/23/photo_FORMATO_WjoT6i8.png,False,,34,R. Barcelos,Rafael Raul Barcelos,0,327,4,0.0,rafa-barcelos,1.0,124917,6,Rafa Barcelos,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
754,Corinthians,https://s.sde.globo.com/media/person_role/2023/06/03/photo_220x220_kkl0avZ.png,False,,34,Renato,Renato Santos da Cruz,0,264,3,0.0,renato,1.0,124918,6,Renato,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
755,Grêmio,https://s.sde.globo.com/media/person_role/2023/09/03/photo_FORMATO_tWVFhHY.png,False,,34,W. Costa,Wesley da Costa Silva,1,284,2,1.8,wesley-costa,1.06,125000,6,Wesley Costa,0.0,0.0,,,2.0,2.0,,,,,,,,,,,,,,,,,
756,Cruzeiro,https://s.sde.globo.com/media/person_role/2023/06/09/photo_FORMATO_Y3mjBy8.png,False,,34,Robert,Robert Vinicius Rodrigues Silva,5,283,5,1.4,robert,1.24,125050,6,Robert,0.0,0.0,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,
757,Goiás,https://s.sde.globo.com/media/person_role/2023/06/09/photo_220x220_s6ZF5g9.png,True,,34,A. Evangelista,Armando Evangelista Macedo Freitas,24,290,6,4.48,armando-evangelista,9.98,125081,7,Armando Evangelista,0.24,3.0,,,,,,,,,,,,,,,,,,,,6.0,
758,Grêmio,,False,,34,Viery,Viery Fernandes Santos Lopes,0,284,3,0.0,viery,1.0,125467,6,Viery,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
759,Atlético-MG,,False,,34,Alisson,Alisson Santana Lopes da Fonseca,4,282,5,-0.35,alisson,0.74,125469,6,Alisson,0.0,0.0,,1.0,,3.0,,,1.0,,,,,,,,,,,,,,
760,Coritiba,https://s.sde.globo.com/media/person_role/2023/06/27/photo_FORMATO.png,True,,34,T. Kosloski,Thiago Kosloski,21,294,6,4.95,thiago-kosloski,10.93,125470,7,Thiago Kosloski,-0.06,7.1,,,,,,,,,,,,,,,,,,,,8.0,
761,Vasco,https://s.sde.globo.com/media/person_role/2023/06/27/photo_FORMATO_CF5cmRB.png,False,,34,Serginho,Sérgio Antonio de Luiz Junior,6,267,5,2.43,serginho,3.32,125471,6,Serginho,0.0,0.0,,1.0,4.0,5.0,,1.0,7.0,,1.0,,,,,,,,,,,,
762,Corinthians,https://s.sde.globo.com/media/person_role/2023/07/05/photo_FORMATO_3w25yIa.png,True,,34,G. Moscardo,Gabriel Silva Moscardo de Salles,15,264,4,2.59,gabriel-moscardo,3.24,125487,7,Gabriel Moscardo,-0.5,0.5,,5.0,32.0,15.0,1.0,3.0,7.0,1.0,,,,,,,,,,,,,
763,Corinthians,https://s.sde.globo.com/media/person_role/2023/08/19/photo_220x220.png,False,,34,J. Pedro,João Pedro de Sousa Rodrigues,0,264,3,0.0,joao-pedro,1.0,125488,6,João Pedro,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
764,Coritiba,https://s.sde.globo.com/media/person_role/2023/09/13/photo_FORMATO_zBglDNB.png,False,,34,J. Gabriel,Jean Gabriel Silveira,0,294,4,0.0,jean-gabriel,1.0,125551,6,Jean Gabriel,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
765,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/07/07/photo_FORMATO_3PWOW7f.png,False,,34,Dudu,Eduardo Kogitzki Anastacio,0,293,4,0.0,dudu,1.0,125746,6,Dudu,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
766,Coritiba,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_uEqzzMU.png,False,,34,P. Morisco,Pedro Luccas Morisco da Silva,0,294,1,0.0,pedro-morisco,1.0,125803,6,Pedro Morisco,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
767,Fluminense,https://s.sde.globo.com/media/person_role/2023/07/09/photo_FORMATO.png,False,,34,R. Monteiro,Rafael Monteiro Reis,0,266,2,0.0,rafael-monteiro,1.0,125804,6,Rafael Monteiro,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
768,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/07/21/photo_FORMATO_hPfi5y5.png,True,,34,Zapelli,Bruno Zapelli,16,293,4,3.59,zapelli,5.92,125926,6,Zapelli,0.37,5.7,2.0,,16.0,14.0,3.0,15.0,12.0,1.0,1.0,1.0,,,,,,,,,,,
769,Coritiba,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_j3yYqW0.png,True,,34,D. Oliveira,Diogo de Oliveira Barbosa,12,294,5,3.49,diogo-oliveira,5.02,125992,7,Diogo Oliveira,-0.06,0.4,1.0,1.0,16.0,14.0,6.0,5.0,8.0,,1.0,2.0,,,,,,,,,,,
770,Bragantino,https://s.sde.globo.com/media/person_role/2023/07/29/photo_FORMATO_jnLuJep.png,False,,34,Y. Quintero,Yani David Quintero Rivas,3,280,4,0.53,yani-quintero,1.53,126010,6,Yani Quintero,0.0,0.0,,1.0,3.0,5.0,,,1.0,,,,,,,,,,,,,,
771,São Paulo,https://s.sde.globo.com/media/person_role/2023/07/16/photo_220x220.png,False,,34,Ythallo,Ythallo Rycklem Rodrigues de Oliveira,0,276,3,0.0,ythallo,1.0,126013,6,Ythallo,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
772,Botafogo,https://s.sde.globo.com/media/person_role/2023/07/22/photo_220x220_FGWBPMe.png,False,,34,G. Toebe,Gabriel Toebe Studt,0,263,1,0.0,gabriel-toebe,1.0,126095,6,Gabriel Toebe,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
