,atletas.clube_id,atletas.variacao_num,atletas.media_num,atletas.foto,atletas.apelido_abreviado,atletas.jogos_num,atletas.apelido,atletas.status_id,atletas.slug,atletas.pontos_num,atletas.atleta_id,atletas.posicao_id,atletas.minimo_para_valorizar,atletas.rodada_id,atletas.nome,atletas.clube.id.full.name,atletas.preco_num,A,CA,DS,FC,FD,FF,FS,FT,G,I,PP,PS,PC,SG,DE,GS,V,CV,DP,GC
171,265,-1.73,4.13,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_kJmHr1X.png,M. Felipe,17,Marcos Felipe,7,marcos-felipe,3.0,85004,1,,18,Marcos Felipe de Freitas Monteiro,Bahia,7.45,,,,,,,2.0,,,,,,,5.0,66.0,22.0,,,,
172,275,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png,V. Silvestre,0,Vinicius Silvestre,6,vinicius-silvestre,0.0,85083,1,,18,Vinicius Silvestre da Costa,Palmeiras,3.0,,,,,,,,,,,,,,,,,,,,
173,264,0.0,8.9,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_XLtLBFc.png,Cantillo,1,Cantillo,6,cantillo,0.0,85315,4,,18,Víctor Danilo Cantillo Jiménez,Corinthians,8.32,,,6.0,,1.0,,1.0,,,,,,,,,,,,,
174,277,-1.72,3.75,https://s.sde.globo.com/media/person_role/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,J. Paulo,18,João Paulo,3,joao-paulo,-1.0,85425,1,,18,João Paulo Silva Martins,Santos,10.58,,3.0,,,,,3.0,,,,,,,5.0,62.0,25.0,,,1.0,
175,293,0.0,2.38,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_9oyYdIt.png,A. Santana,9,Alex Santana,5,alex-santana,0.0,85465,4,,18,Alex Paulo Menezes Santana,Athlético-PR,4.54,,3.0,6.0,11.0,1.0,8.0,16.0,,1.0,1.0,,,,,,,,1.0,,
176,267,1.04,1.57,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_upcZmtB.png,Léo,16,Léo,7,leo,7.3,85626,3,,18,Leonardo Pinheiro da Conceição,Vasco,3.84,,2.0,11.0,14.0,,,10.0,1.0,,,,,,2.0,,,,,,
177,282,-0.43,3.3,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_we4xNWc.png,Hyoran,12,Hyoran,7,hyoran,0.7,85931,4,,18,Hyoran Kaue Dalmoro,Atlético-MG,5.52,,4.0,13.0,23.0,3.0,10.0,11.0,1.0,2.0,2.0,,,1.0,,,,,,,
178,263,0.0,6.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_plrV8jg.png,G. Sauer,5,Gustavo Sauer,6,gustavo-sauer,0.0,85993,5,,18,Gustavo Affonso Sauerbeck,Botafogo,6.2,1.0,,6.0,3.0,,1.0,2.0,,2.0,1.0,,1.0,,,,,,,,
179,327,0.0,1.16,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_b5qzoWm.png,Wanderson,7,Wanderson,6,wanderson,0.0,86143,3,,18,Wanderson Santos Pereira,América-MG,2.82,,,3.0,10.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,
180,327,0.0,2.27,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_BijuTNZ.png,Alê,12,Alê,6,ale,0.0,86388,4,,18,Alexandre Egea,América-MG,5.85,,2.0,15.0,16.0,,5.0,8.0,,1.0,,,,,,,,,,,
181,290,0.0,5.88,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_klsEyT2.png,Sander,17,Sander,5,sander,0.0,86391,2,,18,Sander Henrique Bortolotto,Goiás,10.75,3.0,1.0,40.0,21.0,7.0,5.0,34.0,,,1.0,,,,3.0,,,,,,
182,294,0.0,3.18,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_cjqZYOH.png,V. Luis,10,Victor Luis,6,victor-luis,0.0,86410,2,,18,Victor Luis Chuab Zamblauskas,Coritiba,4.23,,2.0,9.0,7.0,,2.0,7.0,,1.0,,,,,3.0,,,,,,1.0
183,266,0.0,2.56,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_RDEOJLs.png,Keno,10,Keno,6,keno,0.0,86485,5,,18,Marcos da Silva França,Fluminense,3.23,1.0,3.0,12.0,8.0,4.0,3.0,9.0,,,2.0,,,,,,,,,,
184,276,0.0,9.0,https://s.sde.globo.com/media/person_role/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,Jandrei,1,Jandrei,6,jandrei,0.0,86508,1,,18,Jandrei Chitolina Carniel,São Paulo,5.26,,,,,,,,,,,,,,1.0,4.0,,,,,
185,263,-0.02,2.52,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_FytIYxJ.png,T. Tchê,18,Tchê Tchê,7,tche-tche,1.7,86686,4,,18,Danilo das Neves Pinheiro,Botafogo,7.74,2.0,2.0,12.0,21.0,5.0,6.0,21.0,,1.0,,,,,,,,,,,
186,262,-0.08,4.25,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_EcaScZP.png,Everton,16,Everton,7,everton,-0.3,86757,5,,18,Everton Sousa Soares,Flamengo,8.01,3.0,1.0,12.0,12.0,8.0,13.0,13.0,,2.0,3.0,,1.0,,,,,,,,
187,284,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/08/01/photo_FORMATO_wWoVCQJ.png,Luan,0,Luan,6,luan,0.0,86759,4,,18,Luan Guilherme de Jesus Vieira,Grêmio,5.0,,,,,,,,,,,,,,,,,,,,
188,263,0.17,2.07,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_6wIsdHM.png,D. Barbosa,11,Danilo Barbosa,6,danilo-barbosa,1.2,86777,4,,18,Danilo Barbosa da Silva,Botafogo,4.9,,1.0,8.0,8.0,,2.0,14.0,,1.0,,,,,,,,,,,
189,294,0.0,1.57,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_28kb8HP.png,R. Pinho,10,Rodrigo Pinho,6,rodrigo-pinho,0.0,86799,5,,18,Rodrigo Cunha Pereira de Pinho,Coritiba,3.27,,2.0,3.0,8.0,4.0,5.0,10.0,1.0,,4.0,,,,,,,,,,
190,294,0.0,3.17,https://s.sde.globo.com/media/person_role/2022/08/12/8bbade4dbabca44eb3eda2767deda745_FORMATO.png,Boschilia,11,Boschilia,5,boschilia,0.0,86841,4,,18,Gabriel Boschilia,Coritiba,5.85,1.0,1.0,8.0,6.0,5.0,7.0,7.0,,1.0,,,,,,,,,,,
191,356,0.0,1.1,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_Sq4MDcU.png,J. Welison,9,José Welison,6,jose-welison,0.0,86859,4,,18,José Welison da Silva,Fortaleza,2.8,,3.0,7.0,13.0,,5.0,9.0,,,1.0,,,,,,,,,,
192,327,0.0,3.69,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_9jhAK26.png,Marlon,9,Marlon,6,marlon,0.0,86864,2,,18,Marlon Matheus Lopes do Nascimento,América-MG,5.79,1.0,1.0,16.0,7.0,,2.0,17.0,,,,,,,1.0,,,,,,1.0
193,267,1.21,2.5,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,L. Jardim,17,Léo Jardim,7,leo-jardim,8.0,87008,1,,18,Leonardo César Jardim,Vasco,9.97,,1.0,,,,,1.0,,,,,,,2.0,61.0,28.0,,,,
194,284,0.27,2.19,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,Nathan,12,Nathan,7,nathan,2.6,87009,4,,18,Nathan Allan de Souza,Grêmio,4.94,1.0,1.0,11.0,11.0,4.0,4.0,9.0,,,1.0,,,,,,,,,,
195,293,0.0,3.65,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,P. Henrique,11,Pedro Henrique,6,pedro-henrique,0.0,87225,3,,18,Pedro Henrique Ribeiro Gonçalves,Athlético-PR,8.95,,3.0,10.0,14.0,1.0,5.0,5.0,,1.0,2.0,,,,4.0,,,,,,
196,282,2.11,3.18,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,G. Arana,8,Guilherme Arana,7,guilherme-arana,13.5,87228,2,,18,Guilherme Antonio Arana Lopes,Atlético-MG,10.89,,1.0,12.0,2.0,,2.0,8.0,,,,,,,2.0,,,,1.0,,
197,285,0.17,2.51,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,C. Pena,15,Carlos de Pena,3,carlos-de-pena,1.9,87242,4,,18,Carlos María de Pena Bonino,Internacional,7.08,,2.0,17.0,11.0,5.0,8.0,10.0,,1.0,,,,,,,,,1.0,,
198,277,0.0,5.53,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,Soteldo,7,Soteldo,6,soteldo,0.0,87258,5,,18,Yeferson Julio Soteldo Martínez,Santos,9.24,2.0,,8.0,2.0,4.0,5.0,22.0,1.0,,1.0,,,,,,,,1.0,,
199,284,0.0,4.14,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,Kannemann,12,Kannemann,6,kannemann,0.0,87342,3,,18,Walter Kannemann,Grêmio,9.13,1.0,7.0,30.0,23.0,3.0,2.0,11.0,,,,,,,3.0,,,,1.0,,
200,290,0.74,2.2,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_fvVeoSJ.png,Allano,4,Allano,6,allano,3.8,87391,5,,18,Allano Brendon de Souza Lima,Goiás,3.69,,2.0,3.0,3.0,2.0,1.0,4.0,1.0,,1.0,,,,,,,,,,
201,277,0.0,3.08,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,Messias,16,Messias,6,messias,0.0,87402,3,,18,Messias Rodrigues da Silva Júnior,Santos,6.79,,2.0,20.0,14.0,2.0,2.0,7.0,,,1.0,,,1.0,5.0,,,,,,
202,265,-0.42,4.7,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,Thaciano,17,Thaciano,7,thaciano,0.2,87470,4,,18,Thaciano Mickael da Silva,Bahia,10.81,2.0,1.0,22.0,19.0,7.0,18.0,17.0,1.0,2.0,2.0,,,,,,,,,,
203,293,-0.49,4.27,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,V. Bueno,14,Vitor Bueno,6,vitor-bueno,-1.1,87552,4,,18,Vitor Frezarin Bueno,Athlético-PR,7.01,3.0,5.0,6.0,9.0,6.0,9.0,18.0,2.0,2.0,2.0,,,,,,,,,,
204,327,0.29,2.6,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_1bOXVa7.png,M. Pasinato,10,Mateus Pasinato,7,mateus-pasinato,1.0,87603,1,,18,Mateus Pasinato,América-MG,3.03,,1.0,,,,,2.0,,,,,,,1.0,41.0,20.0,,,,
205,265,-0.09,1.35,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO.png,Y. Felipe,9,Yago Felipe,6,yago-felipe,-0.3,87747,4,,18,Yago Felipe da Costa Rocha,Bahia,4.04,,2.0,12.0,17.0,,3.0,5.0,,,,,,,,,,,,,
206,263,0.0,3.31,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,P. Sampaio,7,Philipe Sampaio,6,philipe-sampaio,0.0,87808,3,,18,Philipe Sampaio Azevedo,Botafogo,3.88,,1.0,6.0,5.0,,2.0,4.0,,,1.0,,,,3.0,,,,,,
207,282,0.21,4.01,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,M. Lemos,11,Mauricio Lemos,6,mauricio-lemos,4.7,87853,3,,18,Paolo Mauricio Lemos Merladett,Atlético-MG,9.85,,5.0,18.0,10.0,4.0,3.0,7.0,,1.0,2.0,,,,3.0,,,,1.0,,
208,262,0.0,6.72,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,Arrascaeta,12,Arrascaeta,3,arrascaeta,0.0,87863,4,,18,Giorgian Daniel de Arrascaeta Benedetti,Flamengo,15.23,5.0,3.0,11.0,16.0,4.0,8.0,17.0,2.0,3.0,3.0,,1.0,,,,,,,,
209,1371,0.83,2.36,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,A. Empereur,15,Alan Empereur,6,alan-empereur,6.2,88033,3,,18,Alan Pereira Empereur,Cuiabá,5.2,1.0,3.0,7.0,5.0,2.0,4.0,8.0,,,,,,,4.0,,,,,,1.0
210,266,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Rnoad6D.png,Jorge,0,Jorge,5,jorge,0.0,88065,2,,18,Jorge Marco de Oliveira Moraes,Fluminense,4.0,,,,,,,,,,,,,,,,,,,,
211,267,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_qStnmUz.png,Ivan,0,Ivan,6,ivan,0.0,88136,1,,18,Ivan Quaresma da Silva,Vasco,5.0,,,,,,,,,,,,,,,,,,,,
212,264,-0.12,0.97,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,Ã. Romero,4,Ángel Romero,6,angel-romero,2.0,88323,5,,18,Ángel Rodrigo Romero Villamayor,Corinthians,2.85,,,2.0,1.0,,1.0,2.0,,,,,,,,,,,,,
213,267,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_SmDR7cT.png,G. Dias,0,Gabriel Dias,5,gabriel-dias,0.0,88368,2,,18,Gabriel Dias de Oliveira,Vasco,3.0,,,,,,,,,,,,,,,,,,,,
214,262,-0.17,5.21,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,A. Lucas,16,Ayrton Lucas,7,ayrton-lucas,0.6,88393,2,,18,Ayrton Lucas Dantas de Medeiros,Flamengo,13.9,1.0,4.0,20.0,25.0,3.0,4.0,18.0,,3.0,,,1.0,,5.0,,,,,,
215,280,-1.03,5.32,https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,Aderlan,10,Aderlan,6,aderlan,4.4,88423,2,,18,Aderlan de Lima Silva,Bragantino,8.82,1.0,,21.0,15.0,,3.0,6.0,,,,,,,5.0,,,,1.0,,
216,356,-0.09,0.97,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_EvxhSX5.png,L. Crispim,7,Lucas Crispim,6,lucas-crispim,0.0,88597,4,,18,Lucas de Figueiredo Crispim,Fortaleza,3.46,,,2.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,
217,294,-0.06,4.44,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_S4cMFFx.png,M. Moreno,14,Marcelino Moreno,7,marcelino-moreno,2.0,88857,4,,18,Damián Marcelino Moreno,Coritiba,5.67,2.0,2.0,14.0,8.0,10.0,3.0,35.0,,1.0,2.0,,,,,,,,,,
218,294,0.0,1.25,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_gZl1v6O.png,L. Polli,2,Luan Polli,6,luan-polli,0.0,88916,1,,18,Luan Polli Gomes,Coritiba,2.75,,2.0,,,,,1.0,,,,,,,,7.0,3.0,,,,
219,327,-0.27,0.71,https://s.sde.globo.com/media/person_role/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,I. Maidana,15,Iago Maidana,6,iago-maidana,0.0,89226,3,,18,Iago Justen Maidana Martins,América-MG,1.94,,4.0,10.0,19.0,4.0,4.0,1.0,,,1.0,,,,,,,,,,
220,262,-0.46,5.61,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,Gerson,14,Gerson,7,gerson,0.5,89256,4,,18,Gerson Santos da Silva,Flamengo,10.81,5.0,1.0,16.0,24.0,3.0,4.0,40.0,,2.0,3.0,,1.0,1.0,,,,,,,
221,284,-0.07,3.68,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,J. Pedro,12,João Pedro,7,joao-pedro,0.6,89273,2,,18,João Pedro Maturano dos Santos,Grêmio,10.39,1.0,1.0,15.0,7.0,,1.0,11.0,,1.0,,,,,2.0,,,,,,
222,283,1.28,4.64,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,William,17,William,7,william,6.6,89275,2,,18,Willian de Asevedo Furtado,Cruzeiro,9.96,1.0,4.0,26.0,18.0,,6.0,25.0,,,1.0,,,,7.0,,,,,,
223,282,1.24,3.94,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,I. Rabello,5,Igor Rabello,7,igor-rabello,8.6,89493,3,,18,Igor Rabello da Costa,Atlético-MG,5.23,,1.0,10.0,6.0,,,1.0,,,,,,,2.0,,,,,,
224,262,0.47,1.9,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,T. Maia,15,Thiago Maia,7,thiago-maia,2.9,89637,4,,18,Thiago Maia Alencar,Flamengo,6.27,,3.0,30.0,19.0,,1.0,3.0,,,,,,1.0,,,,,,,
225,276,0.61,6.32,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,Calleri,14,Calleri,7,calleri,6.0,89840,5,,18,Jonathan Calleri,São Paulo,15.04,2.0,3.0,4.0,33.0,9.0,11.0,32.0,1.0,6.0,12.0,,1.0,,,,,,,,
226,284,0.0,6.51,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,Cristaldo,14,Cristaldo,6,cristaldo,0.0,89846,4,,18,Franco Cristaldo,Grêmio,12.03,2.0,,21.0,4.0,7.0,7.0,21.0,,4.0,2.0,,1.0,,,,,,,,
227,277,-0.06,2.46,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,Dodi,16,Dodi,7,dodi,0.6,89883,4,,18,Douglas Moreira Fagundes,Santos,4.63,,5.0,29.0,27.0,2.0,2.0,27.0,,,,,,,,,,,,,
228,284,0.0,2.95,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,E. Galdino,10,Everton Galdino,5,everton-galdino,0.0,89918,5,,18,Everton Galdino Moreira,Grêmio,5.54,1.0,1.0,4.0,4.0,2.0,2.0,4.0,,2.0,,,,,,,,,,,
229,277,0.22,6.75,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,Mendoza,13,Mendoza,3,mendoza,1.9,90031,5,,18,John Stiven Mendoza Valencia,Santos,13.05,2.0,3.0,9.0,13.0,5.0,10.0,38.0,,5.0,2.0,,1.0,,,,,,,,
230,356,0.0,6.12,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,B. Pacheco,16,Bruno Pacheco,6,bruno-pacheco,0.0,90061,2,,18,Bruno de Jesus Pacheco,Fortaleza,10.95,3.0,2.0,32.0,28.0,2.0,5.0,27.0,,,,,,,7.0,,,,,,
231,294,-0.44,0.93,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_b9BOGwx.png,Edu,3,Edu,6,edu,0.0,90120,5,,18,Eduardo Nascimento da Silva Júnior,Coritiba,3.97,,,1.0,,,2.0,,,,,,,,,,,,,,
232,276,0.0,3.95,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,R. Ramos,4,Raí Ramos,6,rai-ramos,0.0,90232,2,,18,Raí dos Reis Ramos,São Paulo,5.3,,2.0,4.0,5.0,2.0,2.0,1.0,,,,,,,2.0,,,,,,
233,262,-0.26,2.3,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,B. Henrique,12,Bruno Henrique,6,bruno-henrique,1.2,90285,5,,18,Bruno Henrique Pinto,Flamengo,5.63,,1.0,8.0,9.0,2.0,6.0,14.0,,1.0,4.0,,,,,,,,,,
234,275,0.9,2.33,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_borikKg.png,Jailson,3,Jailson,7,jailson,6.2,90290,4,,18,Jaílson Marques Siqueira,Palmeiras,4.85,,,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
235,356,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png,P. Rocha,0,Pedro Rocha,5,pedro-rocha,0.0,90302,5,,18,Pedro Rocha Neves,Fortaleza,5.0,,,,,,,,,,,,,,,,,,,,
236,276,-0.43,3.28,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,David,10,David,6,david,0.5,90309,5,,18,David Correa da Fonseca,São Paulo,4.11,2.0,4.0,4.0,10.0,2.0,4.0,8.0,,2.0,6.0,,,,,,,,,,
237,265,1.05,3.34,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Rezende,15,Rezende,7,rezende,9.9,90449,4,,18,Júlio César Rezende de Miranda,Bahia,7.75,1.0,1.0,37.0,18.0,,5.0,12.0,,,,,,,,,,,1.0,,
238,290,0.0,0.96,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,D. Gonçalves,10,Diego Gonçalves,6,diego-goncalves,0.0,90540,5,,18,Diego Gonçalves,Goiás,1.86,,1.0,3.0,7.0,2.0,3.0,9.0,,,1.0,,,,,,,,,,
239,265,0.0,-1.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,M. Claus,1,Mateus Claus,6,mateus-claus,0.0,90590,1,,18,Mateus Eduardo Claus,Bahia,1.95,,,,,,,,,,,,,,,1.0,2.0,,,,
240,1371,-0.33,0.77,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_AlOmB6m.png,L. Mineiro,3,Lucas Mineiro,6,lucas-mineiro,-0.3,90634,4,,18,Lucas da Silva Izidoro,Cuiabá,2.87,,,2.0,2.0,,,1.0,,,,,,,,,,,,,
241,262,0.0,3.34,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,F. Bruno,15,Fabrício Bruno,6,fabricio-bruno,0.0,90768,3,,18,Fabrício Bruno Soares de Faria,Flamengo,8.57,1.0,3.0,15.0,6.0,1.0,1.0,10.0,,,,,,,5.0,,,,,,
242,327,-0.64,4.17,https://s.sde.globo.com/media/person_role/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png,Everaldo,12,Everaldo,6,everaldo,1.9,91151,5,,18,Everaldo Silva do Nascimento,América-MG,8.44,2.0,4.0,14.0,9.0,2.0,5.0,20.0,2.0,1.0,4.0,,,,,,,,,,
243,1371,0.0,1.94,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_kfJYHxI.png,PK,7,PK,6,pk,0.0,91190,2,,18,Ítaro Patric Cardoso Calmon,Cuiabá,4.04,,1.0,10.0,10.0,,2.0,4.0,,,,,,,1.0,,,,1.0,,
244,327,0.19,1.16,https://s.sde.globo.com/media/person_role/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png,Éder,11,Éder,7,eder,1.1,91203,3,,18,Éder Ferreira Graminho,América-MG,2.6,,4.0,18.0,17.0,1.0,1.0,3.0,,,3.0,,,,,,,,1.0,,
245,284,0.04,1.74,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,Carballo,9,Carballo,7,carballo,2.6,91254,4,,18,Felipe Ignacio Carballo Ares,Grêmio,4.08,,1.0,9.0,6.0,1.0,5.0,5.0,,,,,,,,,,,,,
246,263,1.18,6.72,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,L. Perri,18,Lucas Perri,7,lucas-perri,9.5,91260,1,,18,Lucas Estella Perri,Botafogo,12.86,,,,,,,2.0,,,,,,,11.0,75.0,10.0,,,,
247,262,0.0,3.04,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,E. Pulgar,10,Erick Pulgar,5,erick-pulgar,0.0,91473,4,,18,Erick Antonio Pulgar Farfán,Flamengo,4.08,,3.0,16.0,19.0,,2.0,5.0,,2.0,2.0,,,,,,,,,,
248,276,0.0,4.69,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,Arboleda,12,Arboleda,6,arboleda,0.0,91573,3,,18,Robert Abel Arboleda Escobar,São Paulo,10.07,,,18.0,3.0,2.0,2.0,8.0,1.0,,4.0,,,,5.0,,,,,,
249,275,-2.1,4.05,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,Rony,14,Rony,6,rony,2.4,91607,5,,18,Ronielson da Silva Barbosa,Palmeiras,9.5,,,7.0,12.0,4.0,7.0,16.0,1.0,4.0,15.0,,,,,,,,,,
250,263,0.22,4.69,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson,17,Adryelson,7,adryelson,7.4,91664,3,,18,Adryelson Shawann Lima Silva,Botafogo,7.84,,3.0,10.0,9.0,4.0,2.0,8.0,,1.0,,,,,11.0,,,,,,
251,283,-0.13,0.9,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,M. Jussa,11,Matheus Jussa,7,matheus-jussa,1.6,91689,4,,18,Matheus Isaías dos Santos,Cruzeiro,2.18,,3.0,11.0,18.0,1.0,3.0,3.0,,,,,,,,,,,,,
252,283,0.69,9.16,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_vrVAWB7.png,Marlon,17,Marlon,7,marlon,8.6,91706,2,,18,Marlon Rodrigues Xavier,Cruzeiro,17.76,1.0,3.0,77.0,17.0,3.0,6.0,14.0,,2.0,1.0,,,,7.0,,,,,,
253,266,0.0,4.19,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_U5c1E7V.png,Nino,16,Nino,3,nino,0.0,91708,3,,18,Marcílio Florêncio Mota Filho,Fluminense,12.29,,3.0,7.0,16.0,3.0,3.0,19.0,1.0,2.0,,,,,7.0,,,,1.0,,
254,290,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_voSytVs.png,M. Alves,0,Matheus Alves,6,matheus-alves,0.0,91712,1,,18,Matheus Alves da Silva Cardoso,Goiás,2.0,,,,,,,,,,,,,,,,,,,,
255,265,0.0,3.6,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,D. Duarte,8,David Duarte,6,david-duarte,0.0,91772,3,,18,David de Duarte Macedo,Bahia,5.2,,1.0,6.0,4.0,,1.0,4.0,1.0,1.0,,,,,2.0,,,,,,
256,293,-0.58,2.8,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ZOxQ99E.png,Z. Ivaldo,12,Zé Ivaldo,6,ze-ivaldo,0.0,91866,3,,18,José Ivaldo Almeida Silva,Athlético-PR,4.58,,2.0,11.0,17.0,1.0,1.0,9.0,,,1.0,,,1.0,5.0,,,,1.0,,
257,282,0.51,5.62,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_U1jXQaU.png,Pavón,16,Pavón,7,pavon,9.0,91908,5,,18,Cristian David Pavón,Atlético-MG,9.91,4.0,5.0,22.0,16.0,9.0,12.0,12.0,1.0,3.0,2.0,,,,,,,,,,
