,atletas.clube_id,atletas.variacao_num,atletas.media_num,atletas.foto,atletas.apelido_abreviado,atletas.jogos_num,atletas.apelido,atletas.status_id,atletas.slug,atletas.pontos_num,atletas.atleta_id,atletas.posicao_id,atletas.minimo_para_valorizar,atletas.rodada_id,atletas.nome,atletas.clube.id.full.name,atletas.preco_num,A,CA,DS,FC,FD,FF,FS,FT,G,I,PP,PS,PC,SG,DE,GS,V,CV,DP,GC
526,263,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/07/15/4de72f5f4587ade71270417865e896e9_FORMATO.png,DG,0,DG,6,dg,0.0,109199,2,,18,Douglas da Silva Teixeira,Botafogo,2.0,,,,,,,,,,,,,,,,,,,,
527,280,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_2gnQr2r.png,Kawê,0,Kawê,6,kawe,0.0,109246,5,,18,Kawê Ferreira Godoy Viana,Bragantino,1.0,,,,,,,,,,,,,,,,,,,,
528,356,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_jTL4V8M.png,Kennedy,0,Kennedy,6,kennedy,0.0,109347,1,,18,Antonio Kennedy Sousa de Almeida,Fortaleza,2.0,,,,,,,,,,,,,,,,,,,,
529,265,0.0,7.5,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_o1bIdBe.png,R. Gustavo,1,Raul Gustavo,6,raul-gustavo,0.0,109389,3,,18,Raul Gustavo Pereira Bicalho,Bahia,7.82,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,
530,293,0.0,0.73,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_83YGYl5.png,T. Andrade,8,Thiago Andrade,6,thiago-andrade,0.0,109404,5,,18,Thiago Eduardo de Andrade,Athlético-PR,2.65,,1.0,2.0,2.0,1.0,3.0,3.0,,,,,,,,,,,,,
531,283,0.0,1.2,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_HM5lJ1D.png,I. Luccas,1,Ian Luccas,6,ian-luccas,0.0,109412,4,,18,Ian Luccas Baroni Boetto,Cruzeiro,3.09,,,1.0,,,,,,,,,,,,,,,,,
532,356,0.0,2.86,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_AhzCnT2.png,Calebe,17,Calebe,6,calebe,0.0,109461,4,,18,Calebe Gonçalves Ferreira da Silva,Fortaleza,6.87,1.0,2.0,10.0,10.0,8.0,8.0,36.0,1.0,,3.0,,,,,,,,,,
533,277,0.75,7.24,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_eb1ett7.png,M. Leonardo,13,Marcos Leonardo,7,marcos-leonardo,8.0,109497,5,,18,Marcos Leonardo Santos Almeida,Santos,12.41,2.0,1.0,2.0,24.0,8.0,14.0,28.0,,7.0,8.0,,,,,,,,,,
534,277,0.0,3.34,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_KiHaTyd.png,Joaquim,14,Joaquim,6,joaquim,0.0,109563,3,,18,Joaquim Henrique Pereira Silva,Santos,8.04,,2.0,18.0,11.0,3.0,4.0,7.0,,,,,1.0,1.0,4.0,,,,,,
535,266,-0.49,2.11,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_eSiqEBR.png,Martinelli,11,Martinelli,7,martinelli,-1.0,109573,4,,18,Matheus Martinelli Lima,Fluminense,4.35,,2.0,11.0,20.0,1.0,3.0,13.0,,1.0,1.0,,,,,,,,,,
536,290,0.0,0.23,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_Kdrpiw9.png,G. Novaes,3,Gabriel Novaes,6,gabriel-novaes,0.0,109639,5,,18,Gabriel Novaes Fernandes,Goiás,2.57,,,,3.0,1.0,,1.0,,,1.0,,,,,,,,,,
537,263,0.0,7.51,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8tyq2bR.png,Hugo,7,Hugo,6,hugo,0.0,109668,2,,18,Hugo Gonçalves Ferreira Neto,Botafogo,6.4,,1.0,19.0,10.0,,1.0,6.0,,,,,,,6.0,,,,,,
538,263,0.32,2.22,https://s.sde.globo.com/media/person_role/2023/04/04/photo_FORMATO.png,M. Segovia,13,Matías Segovia,6,matias-segovia,2.4,110055,4,,18,Matías Emanuel Segovia Torales,Botafogo,4.66,1.0,2.0,16.0,2.0,2.0,,10.0,,,,,,,,,,,,,
539,293,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_yvoo9wb.png,G. Pereira,0,Gabriel Pereira,6,gabriel-pereira,0.0,110251,1,,18,Gabriel Roberto Pereira,Athlético-PR,1.0,,,,,,,,,,,,,,,,,,,,
540,275,-0.59,5.9,https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,A. Ferreira,18,Abel Ferreira,7,abel-ferreira,4.55,110506,6,,18,Abel Fernando Moreira Ferreira,Palmeiras,13.73,,,,,,,,,,,,,,,,,8.0,,,
541,284,-1.43,0.5,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_SazpwqH.png,Besozzi,1,Besozzi,6,besozzi,0.5,110512,5,,18,Lucas Agustín Besozzi,Grêmio,4.57,,,,,,,1.0,,,,,,,,,,,,,
542,277,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_rM1hgKg.png,P. Mazoti,0,Paulo Mazoti,6,paulo-mazoti,0.0,110602,1,,18,Paulo Mazoti Azevedo,Santos,1.0,,,,,,,,,,,,,,,,,,,,
543,275,0.0,0.0,https://s.sde.globo.com/media/person_role/2020/11/17/cad91db445a56f21c99b495b2b88f8c9_FORMATO.jpeg,Mateus,0,Mateus,6,mateus,0.0,110624,1,,18,Mateus Oliveira Mendes,Palmeiras,1.0,,,,,,,,,,,,,,,,,,,,
544,290,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_xcsqOAQ.png,L. Filipe,0,Luiz Filipe,6,luiz-filipe,0.0,110632,5,,18,Luiz Filipe dos Reis Silva,Goiás,2.0,,,,,,,,,,,,,,,,,,,,
545,356,-0.18,0.3,https://s.sde.globo.com/media/person_role/2023/08/01/photo_FORMATO_LFqKqA7.png,Machuca,2,Machuca,6,machuca,0.6,110667,5,,18,Imanol Machuca,Fortaleza,2.7,,,1.0,2.0,,,,,,,,,,,,,,,,
546,293,0.0,3.8,https://s.sde.globo.com/media/person_role/2023/05/31/photo_FORMATO_DlnAHYU.png,Esquivel,4,Esquivel,6,esquivel,0.0,110668,2,,18,Lucas Ángel Esquivel,Athlético-PR,3.16,,1.0,5.0,7.0,,1.0,3.0,,,,,,,2.0,,,,,,
547,293,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_4TEihe1.png,Mycael,0,Mycael,6,mycael,0.0,110698,1,,18,Mycael Pontes Moreira,Athlético-PR,3.0,,,,,,,,,,,,,,,,,,,,
548,266,0.0,-1.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_6zge4A7.png,P. Rangel,0,Pedro Rangel,6,pedro-rangel,0.0,110708,1,,18,Pedro Felipe de Faria Rangel,Fluminense,1.96,,1.0,,,,,,,,,,,,,,,,,,
549,280,-0.2,4.19,https://s.sde.globo.com/media/person_role/2022/05/05/495e0cd517eacede744f14fefa06d6d5_FORMATO.png,A. Hurtado,12,Andrés Hurtado,7,andres-hurtado,4.6,110715,2,,18,José Andrés Hurtado Cheme,Bragantino,5.86,,2.0,18.0,10.0,,3.0,3.0,,,2.0,,,,6.0,,,,,,
550,282,0.0,6.07,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_JV4BtfR.png,Rubens,12,Rubens,6,rubens,0.0,110727,2,,18,Rubens Antônio Dias,Atlético-MG,11.53,,2.0,43.0,21.0,3.0,3.0,8.0,,,3.0,,,,4.0,,,,,,
551,266,1.44,2.94,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_ZAgi9kx.png,J. Kennedy,14,John Kennedy,3,john-kennedy,10.0,110759,5,,18,John Kennedy Batista de Souza,Fluminense,10.44,,6.0,6.0,15.0,6.0,6.0,8.0,1.0,3.0,3.0,,2.0,,,,,,,,
552,265,0.0,6.4,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_iT5hY8V.png,Biel,7,Biel,5,biel,0.0,110760,5,,18,Gabriel Teixeira Aragão,Bahia,8.44,,2.0,7.0,10.0,5.0,8.0,20.0,1.0,2.0,,,,,,,,,,,
553,294,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ur2aV6A.png,Marcão,0,Marcão,6,marcao,0.0,110775,1,,18,Marco Antônio Amorim de Oliveira Montes,Coritiba,2.0,,,,,,,,,,,,,,,,,,,,
554,267,-0.96,2.59,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_QTGO9rI.png,Orellano,13,Orellano,7,orellano,2.5,110776,4,,18,Luca Nicolás Orellano,Vasco,3.86,1.0,2.0,11.0,8.0,4.0,7.0,19.0,,,,,,,,,,,,,
555,265,0.42,4.87,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ZitX2Ik.png,R. Paiva,18,Renato Paiva,7,renato-paiva,8.54,110818,6,,18,Renato Manuel Alves Paiva,Bahia,10.16,,,,,,,,,,,,,,,,,4.0,,,
556,280,-0.02,3.77,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_UCfKPnM.png,G. Lopes,7,Guilherme Lopes,6,guilherme-lopes,5.9,110909,2,,18,Guilherme Lopes de Almeida,Bragantino,3.49,,,4.0,4.0,1.0,2.0,,,,,,,,4.0,,,,,,
557,290,0.0,0.15,https://s.sde.globo.com/media/person_role/2023/06/25/photo_FORMATO_cKU4gvX.png,Lucão,2,Lucão,6,lucao,0.0,110928,5,,18,Lucas Emmanuel Araujo Macedo,Goiás,1.37,,,1.0,3.0,,,,,,,,,,,,,,,,
558,266,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_s4LBYSN.png,G. Apis,0,Gustavo Apis,6,gustavo-apis,0.0,110947,4,,18,Gustavo Apis Pascoal de Farias,Fluminense,2.0,,,,,,,,,,,,,,,,,,,,
559,263,0.0,2.25,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_kc0gmoa.png,Kayque,2,Kayque,6,kayque,0.0,110962,4,,18,Kayque Luiz Pereira,Botafogo,4.08,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,
560,266,0.11,0.2,https://s.sde.globo.com/media/person_role/2023/07/04/photo_FORMATO_1kibn8r.png,L. Fernández,4,Leo Fernández,7,leo-fernandez,-0.1,111017,4,,18,Leonardo Cecilio Fernández López,Fluminense,3.11,,1.0,3.0,4.0,2.0,,2.0,,,,1.0,,,,,,,,,
561,327,0.0,0.0,https://s.sde.globo.com/media/person_role/2021/06/04/4ae813551a7112d688190602a630a0b1_FORMATO.png,Robson,0,Robson,6,robson,0.0,111172,1,,18,Robson Luiz dos Santos Nascimento,América-MG,2.0,,,,,,,,,,,,,,,,,,,,
562,284,-0.64,3.02,https://s.sde.globo.com/media/person_role/2023/05/25/photo_FORMATO_levDrmA.png,G. Martins,9,Gustavo Martins,6,gustavo-martins,0.0,111309,3,,18,Gustavo Martins de Souza Santos,Grêmio,2.6,,2.0,12.0,9.0,2.0,1.0,3.0,,1.0,2.0,,,,1.0,,,,,,
563,280,1.45,3.26,https://s.sde.globo.com/media/person_role/2022/05/05/7924434ef39a0546d8ad7fa23ca14168_FORMATO.png,Sorriso,13,Sorriso,7,sorriso,10.2,111333,5,,18,Marcos Vinicios Moura,Bragantino,5.71,,1.0,7.0,7.0,8.0,5.0,15.0,,2.0,,,,,,,,,,,
564,264,0.0,0.24,https://s.sde.globo.com/media/person_role/2022/04/27/0397eababa104f1f3a03d140431a5223_FORMATO.png,F. Augusto,5,Felipe Augusto,6,felipe-augusto,0.0,111408,5,,18,Felipe Augusto da Silva,Corinthians,1.21,,,1.0,4.0,,1.0,1.0,,,1.0,,,,,,,,,,
565,265,0.75,4.95,https://s.sde.globo.com/media/person_role/2023/07/18/photo_FORMATO_R4i4HBA.png,C. Cándido,2,Camilo Cándido,7,camilo-candido,5.2,111428,2,,18,Camilo Damián Cándido Aquino,Bahia,5.21,1.0,,,3.0,,1.0,,,,,,,,1.0,,,,,,
566,1371,0.67,5.75,https://s.sde.globo.com/media/person_role/2021/04/27/21a131dcff78d521da3297e98526ce48_FORMATO.png,A. Oliveira,13,António Oliveira,6,antonio-oliveira,9.28,111578,6,,18,António José Cardoso de Oliveira,Cuiabá,8.17,,,,,,,,,,,,,,,,,7.0,,,
567,327,0.0,1.58,https://s.sde.globo.com/media/person_role/2023/08/04/photo_FORMATO_3hFQUyJ.png,R. Varanda,6,Rodrigo Varanda,6,rodrigo-varanda,0.0,111652,5,,18,Rodrigo Santos Varanda,América-MG,2.16,,,2.0,4.0,5.0,2.0,2.0,,,3.0,,,,,,,,,,
568,264,0.22,3.39,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_uzK3HTh.png,Adson,14,Adson,7,adson,4.8,111682,4,,18,Adson Ferreira Soares,Corinthians,5.7,,,27.0,9.0,3.0,7.0,18.0,,,4.0,,,,,,,,,,
569,356,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/05/14/photo_220x220.png,B. Guimarães,0,Bruno Guimarães,6,bruno-guimaraes,0.0,111689,1,,18,Bruno Guimarães de Souza,Fortaleza,1.0,,,,,,,,,,,,,,,,,,,,
570,262,-0.42,5.57,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xwFOLiN.png,M. Cunha,14,Matheus Cunha,7,matheus-cunha,1.0,111690,1,,18,Matheus Cunha Queiroz,Flamengo,6.52,,1.0,,,,,2.0,,,,,,,4.0,66.0,15.0,,,1.0,
571,262,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_JeOW27e.png,Mateusão,0,Mateusão,6,mateusao,0.0,111694,5,,18,Mateus Dias Lima,Flamengo,2.0,,,,,,,,,,,,,,,,,,,,
572,263,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_BuH7iqi.png,L. Mezenga,0,Lucas Mezenga,6,lucas-mezenga,0.0,111713,3,,18,Lucas de Souza Mombra Rosa,Botafogo,2.0,,,,,,,,,,,,,,,,,,,,
573,275,0.0,1.2,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_6TfTz4T.png,Fabinho,9,Fabinho,6,fabinho,0.0,111760,4,,18,Fábio Silva de Freitas,Palmeiras,2.91,,,7.0,3.0,,1.0,5.0,,,,,,,,,,,,,
574,267,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_MykTtrE.png,Cadu,0,Cadu,6,cadu,0.0,111761,1,,18,Carlos Eduardo Piekny Neves,Vasco,1.0,,,,,,,,,,,,,,,,,,,,
575,263,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_KKJAtgs.png,J. Galvão,0,JP Galvão,6,jp-galvao,0.0,111763,4,,18,João Pedro Galvão de Carvalho,Botafogo,1.0,,,,,,,,,,,,,,,,,,,,
576,267,0.14,2.79,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_t23W3Dj.png,M. Gomes,11,Marlon Gomes,6,marlon-gomes,2.4,111769,4,,18,Marlon Gomes Claudino,Vasco,4.58,,,20.0,15.0,,1.0,15.0,1.0,,1.0,,,,,,,,,,
577,284,0.0,3.5,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_uDTKmM2.png,T. Luciano,6,Thomas Luciano,6,thomas-luciano,0.0,111819,2,,18,Thomas Luciano Trindade Mathias,Grêmio,5.46,,,7.0,9.0,,3.0,6.0,,,1.0,,,,2.0,,,,,,
578,265,0.0,3.53,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ycDoFH2.png,Kayky,10,Kayky,5,kayky,0.0,111829,5,,18,Kayky da Silva Chagas,Bahia,3.55,1.0,2.0,9.0,9.0,1.0,7.0,3.0,,2.0,1.0,,,,,,,,,,
579,266,0.0,1.45,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_lkQ8S78.png,F. Andrade,4,Felipe Andrade,6,felipe-andrade,0.0,111839,3,,18,Felipe de Andrade Vieira,Fluminense,1.6,,,,,,1.0,,,,,,,,1.0,,,,,,
580,266,0.0,1.2,https://s.sde.globo.com/media/person_role/2021/03/15/a1e027a6133eb086771225ec24cc7c69_FORMATO.png,Arthur,1,Arthur,6,arthur,0.0,111841,4,,18,Arthur Wenderrosky Sanches,Fluminense,1.04,,,1.0,,,,,,,,,,,,,,,,,
581,264,0.35,2.79,https://s.sde.globo.com/media/person_role/2022/07/02/ea53a64347e60658cdcbd15ba83320ba_FORMATO.png,G. Biro,8,Guilherme Biro,7,guilherme-biro,3.4,111891,4,,18,Guilherme Sucigan Mafra Cunha,Corinthians,3.78,,1.0,9.0,8.0,2.0,7.0,14.0,,,1.0,,,,,,,,,,
582,263,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/05/26/photo_220x220_jllMRNk.png,D. Hernández,0,Diego Hernández,6,diego-hernandez,0.0,111945,4,,18,Diego Manuel Hernández González,Botafogo,7.0,,,,,,,,,,,,,,,,,,,,
583,1371,0.0,0.74,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_kkqhEEK.png,Quagliata,9,Quagliata,6,quagliata,0.0,111949,5,,18,Nicolás Quagliata Platero,Cuiabá,2.5,,,4.0,4.0,,2.0,3.0,,,1.0,,,,,,,,,,
584,276,-1.07,4.15,https://s.sde.globo.com/media/person_role/2022/07/22/aef0c837cb53876eb1509bd8c3eaa586_FORMATO.png,L. Beraldo,12,Lucas Beraldo,7,lucas-beraldo,0.4,112136,3,,18,Lucas Lopes Beraldo,São Paulo,6.25,,2.0,18.0,7.0,2.0,3.0,9.0,,1.0,,,,,3.0,,,,,,
585,284,0.43,5.37,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_nhcHWBh.png,Bitello,16,Bitello,7,bitello,3.9,112140,4,,18,João Paulo de Souza Mares,Grêmio,12.29,,1.0,22.0,10.0,5.0,11.0,50.0,,3.0,2.0,,,,,,,,,,
586,294,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fY8etYF.png,T. Gabriel,0,Thalisson Gabriel,6,thalisson-gabriel,0.0,112367,3,,18,Thalisson Gabriel Pereira Moreira,Coritiba,1.0,,,,,,,,,,,,,,,,,,,,
587,1371,0.0,2.24,https://s.sde.globo.com/media/person_role/2023/03/30/photo_FORMATO_wzDDWM2.png,E. Ramon,9,Emerson Ramon,6,emerson-ramon,0.0,112370,5,,18,Emerson Ramon Bezerra Oliveira,Cuiabá,4.11,,,5.0,5.0,3.0,7.0,13.0,,,1.0,,,,,,,,,,
588,284,0.18,3.14,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bv2qwrK.png,G. Grando,14,Gabriel Grando,7,gabriel-grando,2.0,112616,1,,18,Gabriel Hamester Grando,Grêmio,5.4,,2.0,,,,,4.0,,,,,,,2.0,54.0,20.0,,,,
589,283,0.0,5.7,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_HCZ4bVf.png,Kaiki,1,Kaiki,6,kaiki,0.0,112709,2,,18,Kaiki Bruno da Silva,Cruzeiro,3.21,,1.0,2.0,4.0,,,1.0,,,,,,,1.0,,,,,,
590,294,0.0,2.68,https://s.sde.globo.com/media/person_role/2023/07/28/photo_FORMATO_IaciJaZ.png,L. Barbosa,5,Lucas Barbosa,6,lucas-barbosa,0.0,112886,4,,18,Lucas Henrique Barbosa,Coritiba,4.59,,,10.0,5.0,2.0,,1.0,,,,,,,,,,,,,
591,267,0.0,0.66,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_OaLhk6j.png,Capasso,7,Capasso,7,capasso,0.0,112913,3,,18,Manuel Vicente Capasso,Vasco,2.47,,3.0,7.0,5.0,,1.0,,,,1.0,,,,,,,,,,
592,262,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_b5lT2QZ.png,Werton,0,Werton,6,werton,0.0,112984,5,,18,Werton de Almeida Rêgo,Flamengo,2.0,,,,,,,,,,,,,,,,,,,,
593,275,0.39,1.68,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_V15s07E.png,F. López,9,Flaco López,6,flaco-lopez,2.5,113103,5,,18,José Manuel Alberto López,Palmeiras,6.32,,2.0,4.0,10.0,3.0,2.0,3.0,,1.0,3.0,,1.0,,,,,,,,
594,282,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/04/01/photo_220x220_9pgUpwG.png,Kauan,0,Kauan,6,kauan,0.0,113154,2,,18,Kauan Silva Sales,Atlético-MG,1.0,,,,,,,,,,,,,,,,,,,,
595,276,0.0,5.73,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Ec4EI26.png,N. Mendes,4,Nathan Mendes,6,nathan-mendes,0.0,113157,2,,18,Nathan Gabriel de Souza Mendes,São Paulo,4.71,,1.0,4.0,3.0,,,4.0,,1.0,,,,,2.0,,,,,,
596,275,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/04/06/2e58e6fda93f2529e843b6dacea39be3_FORMATO.png,Michel,0,Michel,6,michel,0.0,113159,3,,18,Michel Augusto Modesto Rafael dos Santos,Palmeiras,2.0,,,,,,,,,,,,,,,,,,,,
597,327,0.0,9.7,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_eIjqfZW.png,Júlio,1,Júlio,6,julio,0.0,113295,3,,18,Júlio César Alves Gonçalves,América-MG,4.79,1.0,,,1.0,,,,,,,,,,1.0,,,,,,
598,276,0.29,3.27,https://s.sde.globo.com/media/person_role/2022/03/05/e91f0953fe782088f01eda528fd69b2f_FORMATO.png,P. Maia,15,Pablo Maia,3,pablo-maia,3.9,113359,4,,18,Pablo Gonçalves Maia Fortunato,São Paulo,6.14,,3.0,25.0,32.0,6.0,8.0,10.0,,2.0,,,,,,,,,1.0,,
599,294,0.37,3.12,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_SfVPzCz.png,D. Batista,6,Diogo Batista,6,diogo-batista,1.7,113384,2,,18,Diogo Batista de Souza,Coritiba,1.71,1.0,1.0,3.0,6.0,2.0,,1.0,,,,,,,2.0,,,,,,
600,280,0.0,3.68,https://s.sde.globo.com/media/person_role/2022/05/05/f1f155231d0b75984084fb05c52de0db_FORMATO.png,Bruninho,10,Bruninho,6,bruninho,0.0,113558,4,,18,Bruno Gonçalves de Jesus,Bragantino,9.82,1.0,,7.0,1.0,5.0,1.0,4.0,,2.0,1.0,,,1.0,,,,,,,
601,275,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/03/photo_FORMATO_TugHOMv.png,Kevin,0,Kevin,6,kevin,0.0,113663,5,,18,Kevin Santos Lopes de Macedo,Palmeiras,1.0,,,,,,,,,,,,,,,,,,,,
602,262,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_4G7ETFM.png,R. Luka,0,Ryan Luka,6,ryan-luka,0.0,113667,5,,18,Ryan Luka Cordeiro de Souza,Flamengo,1.0,,,,,,,,,,,,,,,,,,,,
603,262,0.0,-0.05,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_qtSFh6j.png,A. Luiz,2,André Luiz,6,andre-luiz,0.0,114174,5,,18,André Luiz Inácio da Silva,Flamengo,1.29,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
604,1371,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/06/04/photo_FORMATO_s4c9qYu.png,J. Tavares,0,Juan Tavares,6,juan-tavares,0.0,114497,2,,18,Juan Pablo Vilela Tavares,Cuiabá,1.0,,,,,,,,,,,,,,,,,,,,
605,262,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_L2MYyBn.png,Cleiton,0,Cleiton,6,cleiton,0.0,114790,3,,18,Cleiton Santana dos Santos,Flamengo,3.0,,,,,,,,,,,,,,,,,,,,
606,293,-0.72,7.57,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_0B2D0LR.png,V. Roque,17,Vitor Roque,6,vitor-roque,-1.4,114802,5,,18,Vitor Hugo Roque Ferreira,Athlético-PR,11.8,3.0,4.0,16.0,24.0,10.0,12.0,33.0,1.0,8.0,5.0,,1.0,,,,,,,,
607,280,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/05/05/21a71a480463a1c9c0140cfd2b91c6d8_FORMATO.png,Luciano,0,Luciano,6,luciano,0.0,114888,4,,18,Luciano Silva Santos,Bragantino,2.0,,,,,,,,,,,,,,,,,,,,
608,1371,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_SsVd5Bj.png,Peruchi,0,Peruchi,6,peruchi,0.0,114893,1,,18,Vinicius Pasquini Peruchi,Cuiabá,1.0,,,,,,,,,,,,,,,,,,,,
609,277,0.0,1.25,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_CgKUL3N.png,Miguelito,2,Miguelito,6,miguelito,0.0,115025,4,,18,Miguel Àngel Terceros,Santos,1.57,,,1.0,,,1.0,1.0,,,,,,,,,,,,,
610,285,0.0,2.75,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_QvNiNqZ.png,T. Lara,8,Thauan Lara,6,thauan-lara,0.0,115061,2,,18,Thauan Lara dos Santos,Internacional,2.63,,1.0,5.0,6.0,1.0,2.0,12.0,,,,,,,2.0,,,,,,
611,276,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/04/06/c624743dce9149ef9c0122f7eabd3337_FORMATO.png,Caio,0,Caio,6,caio,0.0,115227,5,,18,Caio Matheus da Silva,São Paulo,3.0,,,,,,,,,,,,,,,,,,,,
612,262,-1.88,4.85,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_FLI9Vom.png,Wesley,18,Wesley,6,wesley,0.0,115239,2,,18,Wesley Vinícius França Lima,Flamengo,8.36,1.0,,31.0,30.0,3.0,1.0,27.0,,1.0,6.0,,,1.0,6.0,,,,,,
613,275,0.0,3.65,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PUzC8ZB.png,Naves,4,Naves,6,naves,0.0,115246,3,,18,Kaiky Marques Naves,Palmeiras,1.81,,,4.0,4.0,,,2.0,,,,,,,2.0,,,,,,
614,275,-0.19,1.75,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cdZiLf8.png,J. Jhon,11,Jhon Jhon,7,jhon-jhon,1.7,115248,4,,18,Jhonatan dos Santos Rosa,Palmeiras,1.53,,2.0,14.0,12.0,3.0,,7.0,,,1.0,,,,,,,,,,
615,282,0.0,0.0,https://s.sde.globo.com/media/person_role/2021/12/09/5cad18cd9645fbba0749287a12b4c476_FORMATO.png,Rômulo,0,Rômulo,6,romulo,0.0,115268,3,,18,Rômulo Helberte Pereira Junior,Atlético-MG,1.0,,,,,,,,,,,,,,,,,,,,
616,293,0.0,0.0,https://s.sde.globo.com/media/person_role/2021/12/09/ef22051bd5702578dd49c2ea6d4bc4d8_FORMATO.png,Emersonn,0,Emersonn,6,emersonn,0.0,115273,5,,18,Emersonn Correia da Silva,Athlético-PR,1.0,,,,,,,,,,,,,,,,,,,,
617,265,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_PrZupVH.png,M. Victor,0,Marcos Victor,6,marcos-victor,0.0,115537,3,,18,Marcos Victor Ferreira da Silva,Bahia,4.0,,,,,,,,,,,,,,,,,,,,
