,atletas.clube_id,atletas.preco_num,atletas.status_id,atletas.atleta_id,atletas.media_num,atletas.clube.id.full.name,atletas.pontos_num,atletas.nome,atletas.apelido,atletas.apelido_abreviado,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.foto,atletas.rodada_id,atletas.jogos_num,atletas.variacao_num,atletas.posicao_id,atletas.slug,DS,FC,FS,PC,SG,CA,DE,GS,CV,DP,GC,FD,FF,G,I,A,PP,PS,FT,V,PI
376,293,6.17,6,101594,2.58,Athlético-PR,0.0,Hugo Moura Arruda da Silva,Hugo Moura,H. Moura,0.43,True,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xmqFuth.png,21,18,-0.24,4,hugo-moura,32.0,15.0,12.0,,,2.0,,,,,,1.0,3.0,,,1.0,,,,,
377,277,2.54,7,101600,1.78,Santos,1.4,Alex de Oliveira Nascimento,Alex,Alex,1.44,True,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_cgyweD5.png,21,5,-0.36,3,alex,7.0,4.0,3.0,,,1.0,,,,,,1.0,,,,,,,,,
378,290,1.55,6,101684,0.53,Goiás,0.0,Philippe Almeida Costa,Philippe Costa,P. Costa,2.03,False,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_kiizDTZ.png,21,4,0.0,5,philippe-costa,,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,,
379,277,6.06,5,101708,2.4,Santos,0.0,Felipe Jonatan Rocha Andrade,Felipe Jonatan,F. Jonatan,2.38,False,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_4Rn0gj2.png,21,1,0.0,2,felipe-jonatan,2.0,,,,,,,,,,,,,,,,,,,,
380,280,3.07,6,101715,1.48,Bragantino,0.2,Alerrandro Barra Mansa Realino de Souza,Alerrandro,Alerrandro,0.54,True,https://s.sde.globo.com/media/person_role/2022/05/05/a190fc01a5c5880c8de5c5854ac2f555_FORMATO.png,21,8,-0.12,5,alerrandro,,7.0,6.0,,,2.0,,,,,,1.0,1.0,1.0,1.0,,,,1.0,,
381,267,3.43,6,101720,2.57,Vasco,0.0,Matheus dos Santos Miranda,Miranda,Miranda,4.57,False,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_dT3P0NV.png,21,6,0.0,3,miranda,7.0,6.0,2.0,,1.0,,,,,,,1.0,2.0,,,,,,,,
382,262,6.0,6,101727,0.0,Flamengo,0.0,Matheus França Silva,Matheuzinho,Matheuzinho,2.03,False,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_wPSt5sW.png,21,0,0.0,2,matheuzinho,,,,,,,,,,,,,,,,,,,,,
383,276,5.12,6,101728,2.24,São Paulo,0.0,Diego Henrique Costa Barbosa,Diego Costa,D. Costa,5.14,False,https://s.sde.globo.com/media/person_role/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png,21,11,0.0,3,diego-costa,11.0,11.0,1.0,1.0,3.0,3.0,,,,,,2.0,1.0,,,,,,,,
384,280,6.2,2,101960,3.81,Bragantino,-0.3,Vitor Hugo Naum dos Santos,Vitinho,Vitinho,0.22,True,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Hob15WK.png,21,16,-0.31,5,vitinho,13.0,20.0,25.0,,,6.0,,,,,,10.0,19.0,1.0,3.0,2.0,,,,,
385,356,8.43,7,101995,4.03,Fortaleza,1.2,Emanuel Fermín Brítez,Brítez,Brítez,1.38,True,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qvH6Q9A.png,21,18,-0.94,3,britez,23.0,27.0,17.0,,8.0,6.0,,,1.0,,,2.0,8.0,,2.0,1.0,,,,,
386,290,4.36,7,102096,2.49,Goiás,4.7,Anderson de Oliveira da Silva,Anderson Oliveira,A. Oliveira,4.0,True,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_AFDNRnG.png,21,8,0.78,5,anderson-oliveira,11.0,8.0,8.0,,,1.0,,,,,,,4.0,,1.0,,,,1.0,,
387,275,10.4,7,102130,5.39,Palmeiras,6.5,Joaquín Piquerez Moreira,Piquerez,Piquerez,5.4,True,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_04Y9scz.png,21,14,0.08,2,piquerez,24.0,10.0,15.0,,6.0,5.0,,,,,1.0,1.0,5.0,,2.0,3.0,,,,,
388,266,2.0,6,102137,0.0,Fluminense,0.0,Vitor Eudes de Souza Costa,Vitor Eudes,V. Eudes,1.61,False,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_FvWKOzt.png,21,0,0.0,1,vitor-eudes,,,,,,,,,,,,,,,,,,,,,
389,290,5.75,6,102253,3.39,Goiás,2.2,Lucas Halter,Lucas Halter,L. Halter,2.12,True,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_DlFIoVh.png,21,17,-1.94,3,lucas-halter,19.0,15.0,5.0,1.0,5.0,4.0,,,1.0,,,,5.0,2.0,2.0,,,,,,
390,283,0.7,6,102290,-1.0,Cruzeiro,0.0,Gabriel José Ferreira Mesquita,Gabriel Mesquita,G. Mesquita,1.32,False,https://s.sde.globo.com/media/person_role/2023/05/30/photo_220x220.png,21,0,0.0,1,gabriel-mesquita,,,,,,1.0,,,,,,,,,,,,,,,
391,327,3.0,6,102299,1.68,América-MG,0.0,Mikael Filipe Viana,Mikael,Mikael,-5.08,False,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_lQhctpS.png,21,5,0.0,5,mikael,1.0,,2.0,,,,,,,,,2.0,5.0,,2.0,,,,,,
392,283,5.96,2,102302,4.62,Cruzeiro,1.9,Rafael Elias da Silva,Rafael Elias,R. Elias,1.93,True,https://s.sde.globo.com/media/person_role/2023/07/27/photo_FORMATO_C3BThsf.png,21,4,-1.19,5,rafael-elias,3.0,6.0,3.0,,,,,,,,,4.0,3.0,1.0,,,,,,,
393,293,2.53,6,102310,1.7,Athlético-PR,0.0,Matheus Felipe Santos Nascimento,Matheus Felipe,M. Felipe,1.93,False,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_e7P4JVL.png,21,5,0.0,3,matheus-felipe,2.0,3.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,
394,276,9.04,5,102318,4.21,São Paulo,0.0,Caio Fernando de Oliveira,Caio Paulista,C. Paulista,1.4,False,https://s.sde.globo.com/media/person_role/2023/01/27/photo_FORMATO_rRBJfVv.png,21,16,0.0,2,caio-paulista,11.0,13.0,21.0,1.0,4.0,2.0,,,,,,10.0,7.0,,,2.0,,,1.0,,
395,293,4.72,7,102340,4.9,Athlético-PR,8.8,Carlos de Menezes Júnior,Cacá,Cacá,5.6,True,https://s.sde.globo.com/media/person_role/2023/07/21/photo_220x220_EPR1F0c.png,21,3,1.5,3,caca,5.0,3.0,,,,,,,,,,,2.0,1.0,,,,,,,
396,327,5.05,3,102561,4.42,América-MG,6.4,Gonzalo Mathías Mastriani Borges,Mastriani,Mastriani,5.28,True,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_vHe1goh.png,21,9,0.85,5,mastriani,3.0,8.0,3.0,,,1.0,,,1.0,,,3.0,7.0,4.0,1.0,,,,,,
397,280,5.58,2,102598,4.13,Bragantino,2.8,Hélio Júnio Nunes de Castro,Helinho,Helinho,2.52,True,https://s.sde.globo.com/media/person_role/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png,21,10,-0.44,5,helinho,11.0,10.0,6.0,,,2.0,,,,,,8.0,6.0,2.0,2.0,,,,,,
398,283,3.24,6,102906,6.0,Cruzeiro,0.0,Anderson Silva da Paixão,Anderson,Anderson,2.61,False,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Lvl4bA5.png,21,1,0.0,1,anderson,,,,,1.0,,1.0,,,,,,,,,,,,,,
399,265,2.0,6,102907,0.0,Bahia,0.0,Matheus Henrique Teixeira,Matheus Teixeira,M. Teixeira,1.61,False,https://s.sde.globo.com/media/person_role/2022/04/05/ff4149be4042453395add145d010bd49_FORMATO.png,21,0,0.0,1,matheus-teixeira,,,,,,,,,,,,,,,,,,,,,
400,276,3.41,6,102909,1.4,São Paulo,2.9,Luan Vinícius da Silva Santos ,Luan,Luan,2.59,True,https://s.sde.globo.com/media/person_role/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png,21,9,0.02,4,luan,10.0,7.0,2.0,,,,,,,,,,2.0,,,,,,,,
401,290,7.15,6,102911,5.01,Goiás,0.0,José Ricardo Araújo Fernandes,Zé Ricardo,Z. Ricardo,3.21,False,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_h43zEak.png,21,13,0.0,4,ze-ricardo,34.0,33.0,40.0,,,5.0,,,,,,6.0,5.0,,,1.0,,,1.0,,
402,293,7.5,3,102928,4.96,Athlético-PR,6.9,Agustín Canobbio Graviz,Canobbio,Canobbio,5.7,True,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VXCkQFM.png,21,16,-0.35,5,canobbio,28.0,17.0,30.0,1.0,,5.0,,,,,,13.0,10.0,1.0,6.0,2.0,,1.0,,,
403,356,3.17,6,102975,2.9,Fortaleza,-1.6,Gonzalo Daniel Escobar,Escobar,Escobar,-0.82,True,https://s.sde.globo.com/media/person_role/2023/07/03/photo_FORMATO_LH8zzYb.png,21,2,-1.42,2,escobar,7.0,7.0,1.0,,,1.0,,,,,,,,,,,,,,,
404,280,3.67,6,103014,1.75,Bragantino,0.0,Ignacio Jesús Laquintana Marsico,Laquintana,Laquintana,0.74,False,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_roWm5iE.png,21,2,0.0,5,laquintana,1.0,3.0,2.0,,,,,,,,,2.0,,,2.0,,,,,,
405,280,3.4,6,103295,2.62,Bragantino,0.0,Eric dos Santos Rodrigues,Eric Ramires,E. Ramires,1.46,False,https://s.sde.globo.com/media/person_role/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png,21,14,0.0,4,eric-ramires,13.0,17.0,12.0,,,1.0,,,,,,4.0,4.0,,,2.0,,,1.0,,
406,1371,7.62,7,103347,4.94,Cuiabá,5.3,Matheus Alexandre Anastácio de Souza,Matheus Alexandre,M. Alexandre,4.51,True,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_4eKoeL1.png,21,18,0.67,2,matheus-alexandre,48.0,14.0,4.0,,5.0,3.0,,,,,,1.0,3.0,1.0,1.0,,,,,,
407,327,6.87,7,103388,4.13,América-MG,7.0,Leandro Emmanuel Martínez,Emmanuel Martínez,E. Martínez,5.79,True,https://s.sde.globo.com/media/person_role/2022/08/13/68f9c27625c8107e59119604bba5e322_FORMATO.png,21,19,1.19,4,emmanuel-martinez,33.0,20.0,37.0,,,2.0,,,,,,4.0,7.0,,,3.0,,,1.0,,
408,264,2.55,2,103575,2.36,Corinthians,-0.9,João Victor Andrade Caetano,Caetano,Caetano,-0.29,True,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_72Ycs9o.png,21,8,-0.35,3,caetano,8.0,5.0,6.0,1.0,2.0,2.0,,,,,,,1.0,,,,,,,,
409,283,2.83,5,103576,2.08,Cruzeiro,0.0,Rafael Bilu Mudesto,Rafael Bilu,R. Bilu,0.92,False,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_L5qGZ0n.png,21,4,0.0,5,rafael-bilu,4.0,1.0,3.0,,,,,,,,,,3.0,,1.0,,,,,,
410,276,7.42,6,103645,3.06,São Paulo,0.0,Marcos Paulo Costa do Nascimento,Marcos Paulo,M. Paulo,0.85,False,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_XopxIWU.png,21,15,0.0,5,marcos-paulo,15.0,8.0,12.0,,,2.0,,,,,,2.0,4.0,2.0,2.0,1.0,,,,,
411,293,4.13,6,103684,4.8,Athlético-PR,0.0,Kaíque Rocha Lima,Kaíque Rocha,K. Rocha,5.54,False,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_TAU79Yo.png,21,2,0.0,3,kaique-rocha,3.0,2.0,,,1.0,,,,,,,,2.0,,,,,,,,
412,280,2.32,7,103695,1.41,Bragantino,0.0,Jadsom Meemyas de Oliveira da Silva,Jadsom Silva,J. Silva,0.48,False,https://s.sde.globo.com/media/person_role/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png,21,15,0.0,4,jadsom-silva,21.0,17.0,8.0,2.0,,6.0,,,,,,3.0,2.0,,1.0,,,,,,
413,264,2.53,7,103700,1.72,Corinthians,-1.0,Bruno Méndez Cittadini,Bruno Méndez,B. Méndez,-0.35,True,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_VwEvkmY.png,21,15,-0.37,3,bruno-mendez,10.0,8.0,3.0,,3.0,2.0,,,,,,,2.0,,,,,,,,
414,275,9.32,7,103767,4.57,Palmeiras,5.4,Gabriel Vinícius Menino,Gabriel Menino,G. Menino,4.58,True,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_a770SrF.png,21,19,0.56,4,gabriel-menino,36.0,34.0,22.0,,,4.0,,,,,,5.0,11.0,2.0,2.0,2.0,,,2.0,,
415,290,1.17,6,103987,-0.2,Goiás,0.0,Higor Matheus Meritão,Higor Meritão,H. Meritão,0.71,False,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_uo7UAHd.png,21,3,0.0,4,higor-meritao,,2.0,,,,,,,,,,,,,,,,,,,
416,280,3.0,6,104017,0.0,Bragantino,0.0,Maycon Cleiton de Paula Azevedo,Maycon,Maycon,1.71,False,https://s.sde.globo.com/media/person_role/2022/05/05/f39fcb967a674ffddbaec227105dae4a_FORMATO.png,21,0,0.0,1,maycon,,,,,,,,,,,,,,,,,,,,,
417,263,2.0,6,104079,0.0,Botafogo,0.0,João Fernando Monteiro Siqueira,João Fernando,J. Fernando,1.61,False,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5Z0375l.png,21,0,0.0,1,joao-fernando,,,,,,,,,,,,,,,,,,,,,
418,264,2.0,6,104084,0.0,Corinthians,0.0,Carlos Miguel dos Santos Pereira,Carlos Miguel,C. Miguel,1.61,False,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_ucZUimL.png,21,0,0.0,1,carlos-miguel,,,,,,,,,,,,,,,,,,,,,
419,282,4.33,7,104085,2.53,Atlético-MG,0.0,Bruno de Lara Fuchs,Bruno Fuchs,B. Fuchs,2.62,False,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qjyhb3e.png,21,7,0.0,3,bruno-fuchs,2.0,4.0,5.0,,3.0,1.0,,,,,,,,,,,,,,,
420,264,3.81,6,104153,4.78,Corinthians,1.2,Ruan de Oliveira Ferreira,Ruan,Ruan,1.35,True,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Uq9B5Kn.png,21,11,-0.01,4,ruan,18.0,13.0,9.0,,,2.0,,,,,,2.0,5.0,2.0,,2.0,,,,,
421,277,4.78,7,104257,4.61,Santos,-0.3,João Lucas de Almeida Carvalho,João Lucas,J. Lucas,0.21,True,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_tX8ABIy.png,21,11,-0.53,2,joao-lucas,23.0,11.0,18.0,1.0,2.0,1.0,,,,,,1.0,4.0,,,1.0,,,,,
422,280,3.27,6,104360,1.2,Bragantino,0.0,Lucas Rafael Gonçalves da Silva,Lucas Rafael,L. Rafael,1.91,False,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_J1rhwK6.png,21,1,0.0,3,lucas-rafael,,,,,,,,,,,,1.0,,,,,,,,,
423,282,3.42,6,104383,7.0,Atlético-MG,0.0,Matheus Mendes Werneck de Oliveira,Matheus Mendes,M. Mendes,2.77,False,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,21,1,0.0,1,matheus-mendes,,,,,1.0,1.0,3.0,,,,,,,,,,,,,,
424,285,6.07,6,104385,3.76,Internacional,7.4,Igor Gomes Silva,Igor Gomes,I. Gomes,6.04,True,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_I7Q1WEp.png,21,11,0.17,3,igor-gomes,18.0,6.0,10.0,1.0,3.0,1.0,,,,,,1.0,3.0,,,,,,,,
425,266,6.66,3,104401,4.95,Fluminense,0.0,Vitor Mendes Alves,Vitor Mendes,V. Mendes,4.7,False,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_L4w297p.png,21,2,0.0,3,vitor-mendes,,1.0,,,2.0,1.0,,,,,,1.0,,,,,,,,,
426,293,2.39,6,104420,1.7,Athlético-PR,0.0,Reinaldo Nascimento Satorno,Reinaldo,Reinaldo,1.89,False,https://s.sde.globo.com/media/person_role/2020/03/03/12600160dfe6fed9a606921db8b0a862_FORMATO.png,21,1,0.0,5,reinaldo,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,
427,284,1.0,7,104424,0.0,Grêmio,0.0,Felipe Mateus Scheibig,Felipe Scheibig,F. Scheibig,1.5,False,https://s.sde.globo.com/media/person_role/2021/07/16/79af8f6f344db19983598078705340fc_FORMATO.png,21,0,0.0,1,felipe-scheibig,,,,,,,,,,,,,,,,,,,,,
428,293,10.5,5,104502,4.7,Athlético-PR,0.0,Christian Roberto Alves Cardoso,Christian,Christian,8.25,False,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_V2OPAxf.png,21,14,0.0,4,christian,17.0,21.0,15.0,,,,,,,,,3.0,7.0,4.0,,,,,1.0,,
429,263,3.0,6,104504,0.0,Botafogo,0.0,Henrique Vermudt,Henrique Vermudt,H. Vermudt,1.71,False,https://s.sde.globo.com/media/person_role/2023/07/30/photo_FORMATO_iztb5Pm.png,21,0,0.0,3,henrique-vermudt,,,,,,,,,,,,,,,,,,,,,
430,356,3.32,6,104521,0.68,Fortaleza,0.0,Vinícius Nelson de Souza Zanocelo,Vinícius Zanocelo,V. Zanocelo,0.43,False,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_OPlr7ly.png,21,6,0.0,4,vinicius-zanocelo,4.0,3.0,,,,1.0,,,,,,1.0,,,,,,,,,
431,277,2.54,5,104580,0.52,Santos,0.0,Sandry Roberto Santos Goes,Sandry,Sandry,-0.29,False,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_bbHXWKZ.png,21,5,0.0,4,sandry,4.0,4.0,2.0,,,2.0,,,,,,,,,,,,,,,
432,280,1.0,6,104588,0.0,Bragantino,0.0,Fabrício Oliveira de Souza,Fabrício,Fabrício,1.5,False,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_AAId2Kq.png,21,0,0.0,1,fabricio,,,,,,,,,,,,,,,,,,,,,
433,294,3.32,3,104640,2.2,Coritiba,1.7,Matheus Henrique Bianqui,Matheus Bianqui,M. Bianqui,1.7,True,https://s.sde.globo.com/media/person_role/2023/04/21/photo_FORMATO.png,21,14,0.11,4,matheus-bianqui,21.0,19.0,13.0,,,6.0,,,,,,3.0,3.0,,2.0,1.0,,,,,
434,356,12.73,7,104754,5.33,Fortaleza,5.87,Juan Pablo Vojvoda Rizzo,Juan Vojvoda,J. Vojvoda,4.97,True,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,21,21,-0.11,6,juan-vojvoda,,,,,,,,,,,,,,,,,,,,9.0,
435,265,5.35,6,104783,3.05,Bahia,0.0,Nicolás Brian Acevedo Tabárez,Acevedo,Acevedo,3.71,False,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,21,16,0.0,4,acevedo,35.0,24.0,18.0,,,5.0,,,,,,3.0,8.0,,,,,,,,
436,294,4.79,7,104811,3.0,Coritiba,-0.8,Sebastián Gómez Londoño,Sebastián Gómez,S. Gómez,-0.12,True,https://s.sde.globo.com/media/person_role/2023/08/01/photo_220x220_hjOH0Bl.png,21,4,-1.56,4,sebastian-gomez,6.0,4.0,4.0,,,1.0,,,,,,,,,,1.0,,,,,
437,263,1.0,6,104991,0.0,Botafogo,0.0,Igo Gabriel Santos Pereira,Igo Gabriel,I. Gabriel,1.5,False,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_C8GywEv.png,21,0,0.0,1,igo-gabriel,,,,,,,,,,,,,,,,,,,,,
438,283,2.43,6,105047,0.9,Cruzeiro,0.9,João Marcelo Messias Ferreira,João Marcelo,J. Marcelo,1.05,True,https://s.sde.globo.com/media/person_role/2023/08/01/photo_220x220_vuySYbE.png,21,1,-0.57,3,joao-marcelo,1.0,1.0,,,,,,,,,,,,,,,,,,,
439,263,6.29,7,105049,3.12,Botafogo,8.0,Luis Henrique Tomaz de Lima,Luis Henrique,L. Henrique,6.52,True,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XMfC6C1.png,21,19,1.09,5,luis-henrique,9.0,4.0,3.0,,,,,,,,,4.0,7.0,4.0,1.0,1.0,,1.0,,,
440,293,7.74,6,105175,4.5,Athlético-PR,0.0,Khellven Douglas Silva Oliveira,Khellven,Khellven,2.77,False,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7lRpDNN.png,21,14,0.0,2,khellven,15.0,9.0,8.0,,5.0,1.0,,,,,,2.0,3.0,,3.0,3.0,,,,,
441,293,9.79,2,105208,4.13,Athlético-PR,0.0,Bento Matheus Krepski,Bento,Bento,2.37,False,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7ROEp8B.png,21,18,0.0,1,bento,,2.0,2.0,,6.0,3.0,56.0,21.0,,1.0,,,,,,1.0,,,,,
442,267,3.0,5,105294,0.0,Vasco,0.0,Patrick de Lucca Chaves de Oliveira,De Lucca,D. Lucca,1.71,False,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_J73ZkrF.png,21,0,0.0,4,de-lucca,,,,,,,,,,,,,,,,,,,,,
443,276,6.0,6,105300,0.0,São Paulo,0.0,Nahuel Adolfo Ferraresi Hernández,Ferraresi,Ferraresi,2.03,False,https://s.sde.globo.com/media/person_role/2022/08/13/a5301263d96806640ddf67cec70f99e7_FORMATO.png,21,0,0.0,3,ferraresi,,,,,,,,,,,,,,,,,,,,,
444,265,4.98,6,105373,4.08,Bahia,0.0,Gabriel Lheman Xavier - Lhman,Gabriel Xavier,G. Xavier,6.26,False,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0UPMoSl.png,21,9,0.0,3,gabriel-xavier,13.0,8.0,7.0,,4.0,2.0,,,,,,1.0,1.0,,,,,,,,
445,264,6.14,6,105531,3.3,Corinthians,4.1,Matheus Lima Beltrão Oliveira Valin,Matheus Bidu,M. Bidu,3.54,True,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_cNTyg24.png,21,14,-0.11,2,matheus-bidu,19.0,14.0,22.0,1.0,2.0,2.0,,,,,,4.0,6.0,,,,,,,,
446,1371,4.26,7,105547,5.1,Cuiabá,0.9,Rikelme Hernandes Amorim Rocha,Rikelme,Rikelme,1.15,True,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_FfgJEdr.png,21,14,-0.36,5,rikelme,43.0,14.0,5.0,,,,,,,,,4.0,5.0,1.0,3.0,1.0,,,,,
447,267,3.0,6,105566,0.0,Vasco,0.0,Riquelme Carvalho Araújo Viana,Riquelme,Riquelme,1.71,False,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_smA6Xym.png,21,0,0.0,2,riquelme,,,,,,,,,,,,,,,,,,,,,
448,356,9.01,7,105568,3.58,Fortaleza,24.4,Juan Martín Lucero,Lucero,Lucero,18.96,True,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_MqRx953.png,21,16,4.36,5,lucero,6.0,17.0,16.0,,,2.0,,,,,,6.0,7.0,4.0,7.0,,,2.0,1.0,,
449,267,6.73,7,105584,2.65,Vasco,3.6,Lucas Piton Crivellaro,Lucas Piton,L. Piton,3.17,True,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_71dywWV.png,21,19,-0.52,2,lucas-piton,22.0,24.0,3.0,,3.0,3.0,,,,,,2.0,7.0,,2.0,2.0,,,,,
450,264,2.03,6,105585,1.3,Corinthians,0.0,Roni Medeiros de Moura,Roni,Roni,-0.58,False,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_efGU5wq.png,21,11,0.0,4,roni,14.0,15.0,4.0,,,2.0,,,,,,1.0,1.0,,,,,,,,
451,263,14.98,7,105631,7.07,Botafogo,10.79,Bruno Miguel Silva do Nascimento,Bruno Lage,B. Lage,8.75,True,https://s.sde.globo.com/media/person_role/2023/07/12/photo_220x220_VnDqhyp.png,21,7,1.18,6,bruno-lage,,,,,,,,,,,,,,,,,,,,4.0,
452,285,7.38,7,105647,3.86,Internacional,-0.9,Maurício Magalhães Prado,Maurício,Maurício,-0.25,True,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_7KIwg4E.png,21,11,-0.92,4,mauricio,4.0,7.0,13.0,,,2.0,,,,,,2.0,4.0,3.0,3.0,,,,2.0,,
453,285,4.34,7,105672,2.49,Internacional,6.2,Nicolás Hernández Rodríguez,Nicolás Hernández,N. Hernández,5.11,True,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_l85XoS0.png,21,12,0.81,3,nicolas-hernandez,9.0,6.0,4.0,,4.0,4.0,,,,,1.0,,1.0,,,1.0,,,,,
454,283,7.99,7,105811,5.26,Cruzeiro,-0.9,Wesley Ribeiro Silva,Wesley,Wesley,-0.19,True,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vnwHYu8.png,21,18,-0.69,5,wesley,26.0,39.0,34.0,,,3.0,,,,,,11.0,14.0,4.0,2.0,1.0,,,,,
455,290,2.8,7,105842,3.24,Goiás,0.0,Lucas Eduardo Ribeiro de Souza,Edu,Edu,2.44,False,https://s.sde.globo.com/media/person_role/2023/06/25/photo_FORMATO_bGsyKIs.png,21,5,0.0,3,edu,5.0,6.0,4.0,1.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,,
456,264,5.64,6,105845,1.95,Corinthians,0.0,Matheus de Araújo Andrade,Matheus Araújo,M. Araújo,2.36,False,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_BedE425.png,21,9,0.0,4,matheus-araujo,6.0,8.0,7.0,,,,,,,,,1.0,,1.0,,,,,,,
457,267,2.4,3,105902,1.31,Vasco,0.4,José Gabriel dos Santos Silva,Zé Gabriel,Z. Gabriel,0.69,True,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_PQUgcKV.png,21,10,-0.09,4,ze-gabriel,10.0,13.0,7.0,,,3.0,,,,,,1.0,4.0,,,,,,,,
458,265,2.74,7,105909,2.18,Bahia,0.7,Vinicius Alessandro Mingotti,Vinicius Mingotti,V. Mingotti,0.94,True,https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO_YH7397F.png,21,13,-1.23,5,vinicius-mingotti,4.0,10.0,12.0,,,2.0,,,,,,4.0,3.0,2.0,7.0,,,,,,
459,285,3.85,6,105911,3.96,Internacional,0.0,Rômulo Zanre Zwarg,Rômulo,Rômulo,2.44,False,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_eEMPMPy.png,21,11,0.0,4,romulo,19.0,10.0,19.0,,,1.0,,,,,,1.0,4.0,1.0,1.0,,,,1.0,,
460,277,0.71,6,105914,0.0,Santos,0.0,Carlos Eduardo Bertolassi da Silva,Cadu Silva,C. Silva,1.47,False,https://s.sde.globo.com/media/person_role/2020/02/28/8b8a13f401928e0adf73a1998a49f868_FORMATO.png,21,1,0.0,2,cadu-silva,,,,,,,,,,,,,,,,,,,,,
