,atletas.posicao_id,atletas.variacao_num,atletas.jogos_num,atletas.apelido,atletas.atleta_id,atletas.media_num,atletas.minimo_para_valorizar,atletas.foto,atletas.slug,atletas.status_id,atletas.clube_id,atletas.preco_num,atletas.rodada_id,atletas.clube.id.full.name,atletas.nome,atletas.entrou_em_campo,atletas.apelido_abreviado,atletas.pontos_num,A,CA,DS,FC,FD,FF,FS,G,PS,SG,CV,I,PC,DE,GS,FT,PP,DP,GC,V,PI
83,3,-0.93,18,Marllon,70666,3.15,,https://s.sde.globo.com/media/person_role/2022/02/23/8d45db89a011dd77410922983889ff15_FORMATO.png,marllon,7,1371,6.66,20,Cuiabá,Marllon Gonçalves Jerônimo Borges,True,Marllon,-0.6,1.0,5.0,17.0,14.0,,5.0,9.0,1.0,,5.0,,1.0,1.0,,,,,,,,
84,5,0.0,6,Enner Valencia,70788,3.52,,https://s.sde.globo.com/media/person_role/2023/06/12/photo_FORMATO_M7ylRRT.png,enner-valencia,6,285,9.17,20,Internacional,Enner Remberto Valencia Lastra,False,E. Valencia,0.0,1.0,,3.0,6.0,2.0,5.0,11.0,,,,,6.0,,,,1.0,,,,,
85,6,0.39,19,Jorge Sampaoli,70800,5.58,,https://s.sde.globo.com/media/person_role/2023/04/17/photo_FORMATO_Fp5qEri.png,jorge-sampaoli,7,262,12.12,20,Flamengo,Jorge Sampaoli,True,J. Sampaoli,6.14,,,,,,,,,,,,,,,,,,,,9.0,
86,2,-0.18,10,Diogo Barbosa,70916,2.58,,https://s.sde.globo.com/media/person_role/2023/06/23/photo_FORMATO.png,diogo-barbosa,6,266,6.51,20,Fluminense,Diogo Barbosa Mendanha,True,D. Barbosa,0.5,,1.0,9.0,4.0,,1.0,13.0,,,2.0,,1.0,,,,,,,,,
87,4,0.75,4,Bruno Henrique,70944,3.3,,https://s.sde.globo.com/media/person_role/2023/07/19/photo_FORMATO_oLjIZUt.png,bruno-henrique,7,285,7.8,20,Internacional,Bruno Henrique Corsini,True,B. Henrique,5.1,,2.0,1.0,8.0,3.0,1.0,2.0,1.0,,,,,,,,1.0,,,,,
88,4,0.0,0,Payet,70984,0.0,,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_p9gc9dj.png,payet,6,267,13.0,20,Vasco,Florent Dimitri Payet,False,Payet,0.0,,,,,,,,,,,,,,,,,,,,,
89,4,0.0,7,Léo Cittadini,70986,0.5,,https://s.sde.globo.com/media/person_role/2023/07/28/photo_FORMATO_SboFC8B.png,leo-cittadini,6,265,1.7,20,Bahia,Leonardo Cittadini,False,L. Cittadini,0.0,,1.0,2.0,8.0,1.0,1.0,5.0,,,,,,,,,,,,,,
90,3,0.46,3,Maicon,71227,4.6,,https://s.sde.globo.com/media/person_role/2023/06/28/photo_FORMATO.png,maicon,6,267,5.78,20,Vasco,Maicon Pereira Roque,True,Maicon,5.0,,,2.0,1.0,1.0,,1.0,,,2.0,,,,,,,,,,,
91,1,0.0,4,Fernando Miguel,71571,5.25,,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qLr4Pp0.png,fernando-miguel,6,356,10.86,20,Fortaleza,Fernando Miguel Kaufmann,False,F. Miguel,0.0,,,,,,,,,,1.0,,,,20.0,4.0,,,,,,
92,1,1.11,18,Weverton,71631,3.7,,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PN9nfV7.png,weverton,7,275,9.79,20,Palmeiras,Weverton Pereira da Silva,True,Weverton,7.5,,2.0,,,,,3.0,,,5.0,,,,58.0,16.0,,,,,,
93,3,0.0,18,Gustavo Gómez,71684,3.57,,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_WsvPa3o.png,gustavo-gomez,3,275,9.78,20,Palmeiras,Gustavo Raúl Gómez Portillo,False,G. Gómez,0.0,1.0,6.0,24.0,19.0,3.0,4.0,15.0,1.0,,4.0,,3.0,,,,,,,,,
94,5,0.96,16,Thiago Galhardo,71844,3.57,,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_LaKDS7J.png,thiago-galhardo,7,356,8.09,20,Fortaleza,Thiago Galhardo do Nascimento Rocha,True,T. Galhardo,10.7,,4.0,10.0,8.0,8.0,15.0,13.0,3.0,,,,7.0,,,,,,,,,
95,4,0.0,3,Gabriel Pires,71898,4.57,,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wzlbP45.png,gabriel-pires,6,263,5.61,20,Botafogo,Gabriel Appelt Pires,False,G. Pires,0.0,,,11.0,7.0,,2.0,2.0,,,,,,,,,,,,,,
96,5,0.0,1,Iturbe,72134,1.7,,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO_jd2MPl6.png,iturbe,6,284,4.81,20,Grêmio,Juan Manuel Iturbe Arévalos,False,Iturbe,0.0,,,1.0,,,,1.0,,,,,,,,,,,,,,
97,3,-0.47,12,Danilo Avelar,72142,4.9,,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TwK8xQJ.png,danilo-avelar,7,327,5.55,20,América-MG,Danilo Fernando Avelar,True,D. Avelar,0.8,1.0,2.0,15.0,24.0,5.0,7.0,7.0,3.0,,1.0,,1.0,1.0,,1.0,1.0,,,,,
98,1,-1.13,19,Everson,72294,3.29,,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_XhJDp6n.png,everson,7,282,6.03,20,Atlético-MG,Everson Felipe Marques Pires,True,Everson,2.0,,3.0,,,,,5.0,,,6.0,,,,51.0,18.0,,,,,,
99,1,0.0,0,Felipe Alves,72372,0.0,,https://s.sde.globo.com/media/person_role/2022/08/16/19b70a0ace7230f7a5033ad9270abf7e_FORMATO.png,felipe-alves,6,276,6.0,20,São Paulo,Felipe Alves Raymundo,False,F. Alves,0.0,,,,,,,,,,,,,,,,,,,,,
100,6,0.42,20,Fernando Diniz,72391,5.35,,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_dcBENR5.png,fernando-diniz,7,266,14.47,20,Fluminense,Fernando Diniz Silva,True,F. Diniz,6.42,,,,,,,,,,,,,,,,,,,,10.0,
101,4,0.0,11,Gustavo Campanharo,72497,2.65,,https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_Fbab3V0.png,gustavo-campanharo,5,285,5.56,20,Internacional,Gustavo Campanharo,False,G. Campanharo,0.0,,5.0,27.0,19.0,3.0,,8.0,,,,,,,,,,,,,,
102,2,-0.8,18,Maguinho,72532,3.62,,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_r03QzyK.png,maguinho,7,290,4.5,20,Goiás,Magno José da Silva,True,Maguinho,1.7,,5.0,23.0,42.0,,9.0,18.0,2.0,1.0,5.0,1.0,,,,,,,,,,
103,1,-0.39,9,Matheus Cavichioli,72580,0.91,,https://s.sde.globo.com/media/person_role/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png,matheus-cavichioli,7,327,4.9,20,América-MG,Matheus Fernando Cavichioli,True,M. Cavichioli,-1.0,,,,1.0,,,1.0,,,,1.0,,,30.0,23.0,,,1.0,1.0,,
104,5,0.16,15,Pedro Henrique,72583,2.93,,https://s.sde.globo.com/media/person_role/2022/04/12/5422d339b6546dc0505e80e10b027269_FORMATO.png,pedro-henrique,7,285,6.48,20,Internacional,Pedro Henrique Konzen Medina da Silva,True,P. Henrique,3.0,1.0,1.0,14.0,27.0,5.0,14.0,13.0,1.0,1.0,,,14.0,,,,,,,,,
105,1,0.0,1,Maurício Kozlinski,72595,6.0,,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mZtm5zI.png,mauricio-kozlinski,6,356,4.92,20,Fortaleza,Maurício Kozlinski,False,M. Kozlinski,0.0,,,,,,,,,,1.0,,,,1.0,,,,,,,
106,3,2.13,14,Vitor Hugo,72605,3.95,,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,vitor-hugo,7,265,8.32,20,Bahia,Vitor Hugo Franchescoli de Souza,True,V. Hugo,16.6,,2.0,21.0,12.0,1.0,5.0,7.0,1.0,,4.0,,,1.0,,,,,,,,
107,4,-0.34,17,Ceppelini,72762,2.29,,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_l5sEyLV.png,ceppelini,7,1371,3.99,20,Cuiabá,Pablo Daniel Ceppelini Gatto,True,Ceppelini,0.2,3.0,3.0,9.0,12.0,7.0,6.0,13.0,,,,,1.0,,,,,,,,,
108,5,0.75,18,Luiz Adriano,72772,2.97,,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SJwFoxe.png,luiz-adriano,7,285,6.65,20,Internacional,Luiz Adriano de Souza da Silva,True,L. Adriano,5.4,1.0,,8.0,8.0,5.0,7.0,16.0,2.0,,,,3.0,,,,2.0,,,,,
109,4,-0.42,10,Fernandinho,72775,3.11,,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_X6EpiKc.png,fernandinho,7,293,5.89,20,Athlético-PR,Fernando Luiz Rosa,True,Fernandinho,3.7,2.0,5.0,12.0,17.0,1.0,4.0,11.0,1.0,,,,1.0,1.0,,,,,,,,
110,3,0.0,12,Mercado,72951,3.43,,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_rOFNbA7.png,mercado,3,285,5.34,20,Internacional,Gabriel Iván Mercado,False,Mercado,0.0,,6.0,21.0,21.0,2.0,1.0,6.0,,,5.0,1.0,,,,,,,,,,
111,2,0.0,6,Daniel Borges,73318,1.78,,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_9c2ocup.png,daniel-borges,3,327,4.36,20,América-MG,Daniel Fortunato Borges,False,D. Borges,0.0,,1.0,10.0,10.0,1.0,,3.0,,,,1.0,,,,,1.0,,,,,
112,2,0.25,16,Samuel Xavier,73384,4.57,,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_GJkHCf2.png,samuel-xavier,7,266,10.45,20,Fluminense,Samuel Xavier Brito,True,S. Xavier,2.8,2.0,5.0,18.0,12.0,2.0,8.0,17.0,1.0,,5.0,,4.0,,,,,,,,,
113,5,0.0,10,Jean Dias,73479,2.23,,https://s.sde.globo.com/media/person_role/2023/04/10/photo_FORMATO_UU1DWbN.png,jean-dias,6,285,3.14,20,Internacional,Jean Dias da Costa,False,J. Dias,0.0,1.0,1.0,2.0,5.0,1.0,3.0,12.0,1.0,,,,1.0,,,,,,,,,1.0
114,3,-0.23,18,Bruno Alves,73620,1.86,,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_QXt8Pw7.png,bruno-alves,7,284,5.65,20,Grêmio,Bruno Fabiano Alves,True,B. Alves,0.5,,2.0,13.0,14.0,1.0,3.0,11.0,,,3.0,,2.0,,,,,,,,,
115,6,1.14,2,Diego Aguirre,73766,4.42,,https://s.sde.globo.com/media/person_role/2021/06/22/8dda652710652f38baa7da9b6edf0c9e_220x220.png,diego-aguirre,7,277,9.38,20,Santos,Diego Vicente Aguirre Camblor,True,D. Aguirre,6.79,,,,,,,,,,,,,,,,,,,,1.0,
116,5,-0.85,14,Guilherme Marques,73781,3.78,,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_8U4l1F1.png,guilherme-marques,7,290,4.2,20,Goiás,Guilherme Costa Marques,True,G. Marques,0.6,3.0,2.0,14.0,21.0,4.0,9.0,9.0,2.0,,,1.0,2.0,,,,,,,,,
117,3,0.0,1,Rodrigo Caio,73800,0.0,,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_8nCiWcT.png,rodrigo-caio,6,262,3.97,20,Flamengo,Rodrigo Caio Coquette Russo,False,R. Caio,0.0,,,,,,,,,,,,,,,,,,,,,
118,5,0.0,12,Aloísio,73850,4.57,,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_0mypCN5.png,aloisio,5,327,7.85,20,América-MG,Aloísio dos Santos Gonçalves,False,Aloísio,0.0,1.0,3.0,2.0,18.0,7.0,10.0,8.0,3.0,,,,6.0,,,,4.0,,,,,
119,4,0.0,5,Alison,73974,1.24,,https://s.sde.globo.com/media/person_role/2021/05/04/83ae4938b05e0e1d67ad49af17785e89_FORMATO.png,alison,5,277,3.03,20,Santos,Alison Lopes Ferreira,False,Alison,0.0,,,5.0,1.0,,,1.0,,,,,,,,,,,,,,
120,1,0.0,0,Gatito Fernández,74061,0.0,,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_zKZCWAI.png,gatito-fernandez,6,263,8.0,20,Botafogo,Roberto Junior Fernández Torres,False,G. Fernández,0.0,,,,,,,,,,,,,,,,,,,,,
121,4,-1.11,1,Rincón,74187,1.8,,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_Obk9GWx.png,rincon,6,277,5.89,20,Santos,Tomás Eduardo Rincón Hernández,True,Rincón,1.8,,,2.0,2.0,,,,,,,,,,,,,,,,,
122,2,-0.28,15,Madson,78077,2.91,,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_UA5MZDv.png,madson,6,293,5.83,20,Athlético-PR,Madson Ferreira dos Santos,True,Madson,0.0,2.0,3.0,5.0,14.0,1.0,2.0,9.0,1.0,,4.0,,3.0,,,,,,,,,
123,5,-0.27,17,Everaldo,78117,2.35,,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8pHdjST.png,everaldo,6,265,7.53,20,Bahia,Everaldo Stum,True,Everaldo,0.0,,4.0,6.0,14.0,6.0,5.0,13.0,3.0,,,,6.0,,,,,,,,,
124,2,-0.61,17,Renê,78445,4.69,,https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,rene,6,285,9.17,20,Internacional,Renê Rodrigues Martins,True,Renê,0.0,,2.0,33.0,13.0,1.0,3.0,25.0,,,6.0,,1.0,,,,,,,,,
125,5,-0.88,17,Jonathan Cafu,78580,2.9,,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_7bHRcHm.png,jonathan-cafu,7,1371,6.2,20,Cuiabá,Jonathan Renato Barbosa,True,J. Cafu,-0.7,2.0,3.0,22.0,20.0,2.0,6.0,26.0,,2.0,,,4.0,,,,,,,,,
126,4,-0.05,4,Gabriel,78605,0.6,,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_GUlE7bV.png,gabriel,7,285,4.27,20,Internacional,Gabriel Girotto Franco,True,Gabriel,1.1,,1.0,3.0,4.0,,,2.0,,,,,,,,,,,,,,
127,4,0.0,6,Ramiro,78715,3.8,,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Yl1MU4D.png,ramiro,5,283,5.62,20,Cruzeiro,Ramiro Moschen Benetti,False,Ramiro,0.0,1.0,3.0,9.0,8.0,1.0,4.0,,1.0,,,,,,,,,,,,,
128,2,-0.67,13,Reinaldo,78850,3.5,,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_YOXKUlg.png,reinaldo,7,284,6.58,20,Grêmio,Reinaldo Manoel da Silva,True,Reinaldo,-2.8,4.0,7.0,8.0,22.0,5.0,4.0,11.0,1.0,,2.0,1.0,2.0,,,,,,,,,
129,4,0.0,8,Thiago Santos,78855,0.54,,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_xMjWx6h.png,thiago-santos,6,266,1.94,20,Fluminense,Thiago dos Santos,False,T. Santos,0.0,,2.0,5.0,8.0,1.0,,3.0,,,,,,,,,,,,,,
130,3,0.34,18,Víctor Cuesta,79113,5.96,,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_iLUMfpx.png,victor-cuesta,7,263,10.79,20,Botafogo,Víctor Leandro Cuesta,True,V. Cuesta,5.0,1.0,6.0,25.0,14.0,2.0,6.0,9.0,1.0,,12.0,,1.0,,,,1.0,,,,,
131,5,0.0,13,Silvio Romero,79188,2.06,,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_So2bREb.png,silvio-romero,6,356,4.45,20,Fortaleza,Silvio Ezequiel Romero,False,S. Romero,0.0,1.0,2.0,1.0,7.0,2.0,2.0,4.0,2.0,,,,4.0,,,,1.0,,,,,
132,4,-0.04,12,Filipe Augusto,79268,0.8,,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_S95pz8G.png,filipe-augusto,6,1371,1.59,20,Cuiabá,Filipe Augusto Carvalho Souza,True,F. Augusto,0.0,,1.0,11.0,12.0,,,8.0,,,,1.0,,,,,,,,,,
133,3,0.0,5,Ricardo Silva,79334,1.04,,https://s.sde.globo.com/media/person_role/2021/06/04/a95541b4ee84849f6e060a780b86704d_FORMATO.png,ricardo-silva,5,327,2.01,20,América-MG,Ricardo César Dantas da Silva,False,R. Silva,0.0,,1.0,5.0,6.0,,,4.0,,,,,,,,,,,,,,
134,5,0.3,19,Cano,79631,5.07,,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_CKcA05y.png,cano,7,266,15.32,20,Fluminense,Germán Ezequiel Cano,True,Cano,10.0,,4.0,13.0,18.0,14.0,16.0,7.0,7.0,,,,8.0,,,,2.0,1.0,,,,
135,4,0.4,8,Lucas Silva,79701,2.87,,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO_YrS5yhK.png,lucas-silva,7,283,4.79,20,Cruzeiro,Lucas Silva Borges,True,L. Silva,3.6,1.0,1.0,12.0,9.0,,3.0,10.0,,,,,1.0,,,,,,,,,
136,4,-1.15,20,Yago Pikachu,80196,2.56,,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_jUc4EZ2.png,yago-pikachu,6,356,7.41,20,Fortaleza,Glaybson Yago Souza Lisboa,True,Y. Pikachu,0.0,1.0,2.0,8.0,6.0,6.0,6.0,17.0,3.0,,,,2.0,,,,,1.0,,,,
137,5,-0.31,17,Luciano,80287,4.75,,https://s.sde.globo.com/media/person_role/2022/03/01/aeb1926a6ddb270206f4ceffcf701d4b_FORMATO.png,luciano,7,276,11.38,20,São Paulo,Luciano da Rocha Neves,True,Luciano,2.2,2.0,4.0,9.0,14.0,9.0,13.0,27.0,4.0,,,,5.0,,,,2.0,1.0,,,,
138,2,2.79,5,Gilberto,80313,6.62,,https://s.sde.globo.com/media/person_role/2023/07/18/photo_FORMATO_2XeJymB.png,gilberto,7,265,10.47,20,Bahia,Gilberto Moraes Júnior,True,Gilberto,14.4,1.0,1.0,7.0,3.0,1.0,3.0,6.0,,,3.0,,,,,,,,,,,
139,3,-0.4,4,Marlon,80538,1.1,,https://s.sde.globo.com/media/person_role/2023/07/12/photo_220x220.png,marlon,6,266,4.95,20,Fluminense,Marlon Santos da Silva Barbosa,True,Marlon,0.0,,2.0,1.0,5.0,1.0,,1.0,,,1.0,,,,,,,,,,,
140,4,0.19,19,Lucas Lima,80583,3.55,,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_l0JerUa.png,lucas-lima,7,277,7.49,20,Santos,Lucas Rafael Araújo Lima,True,L. Lima,3.6,4.0,3.0,29.0,34.0,2.0,3.0,27.0,1.0,,,,4.0,,,,,,,,,
141,3,1.79,13,Luan,80692,4.06,,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cnIvHfj.png,luan,7,275,8.52,20,Palmeiras,Luan Garcia Teixeira,True,Luan,11.1,1.0,2.0,12.0,17.0,2.0,5.0,9.0,1.0,,4.0,,3.0,1.0,,,1.0,,,,,
142,3,0.0,0,Pedro Geromel,80853,0.0,,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_2mIyND1.png,pedro-geromel,6,284,7.0,20,Grêmio,Pedro Tonon Geromel,False,P. Geromel,0.0,,,,,,,,,,,,,,,,,,,,,
143,4,0.0,15,Jair,81091,3.8,,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,jair,6,267,8.1,20,Vasco,Jair Rodrigues Júnior,False,Jair,0.0,,5.0,24.0,24.0,2.0,2.0,39.0,2.0,1.0,,,,,,,,,,,,
144,4,0.0,5,Lucas Mugni,81121,1.52,,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_t30cY72.png,lucas-mugni,6,265,3.48,20,Bahia,Lucas Andrés Mugni,False,L. Mugni,0.0,,,5.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,
145,2,-0.54,17,Mayke,81150,5.12,,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_VrbLrFd.png,mayke,6,275,8.63,20,Palmeiras,Mayke Rocha de Oliveira,True,Mayke,5.0,4.0,3.0,32.0,17.0,,1.0,6.0,1.0,,5.0,,1.0,,,,,,,,,
146,2,-0.87,1,Mallo,81551,2.2,,https://s.sde.globo.com/media/person_role/2023/08/14/photo_220x220_q74YevE.png,mallo,6,285,5.13,20,Internacional,Hugo Mallo,True,Mallo,2.2,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
147,5,-0.98,1,Rossi,81798,0.3,,https://s.sde.globo.com/media/person_role/2023/08/09/photo_FORMATO_prVmVxp.png,rossi,6,267,3.02,20,Vasco,Rosicley Pereira da Silva,True,Rossi,0.3,,,1.0,3.0,,,,,,,,,,,,,,,,,
148,4,0.0,19,Alisson,81845,2.42,,https://s.sde.globo.com/media/person_role/2022/03/01/14ebdbca4e280cd9dfdb9b7e2148afe0_FORMATO.png,alisson,6,276,5.38,20,São Paulo,Alisson Euler de Freitas Castro,False,Alisson,0.0,3.0,2.0,20.0,21.0,1.0,10.0,13.0,,,,,1.0,,,,,,,,,
149,1,0.03,15,João Ricardo,81881,5.03,,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_KgJZuxA.png,joao-ricardo,7,356,8.69,20,Fortaleza,João Ricardo Riedi,True,J. Ricardo,8.0,,2.0,,,,,5.0,,,7.0,,,,48.0,15.0,,,1.0,,,
150,4,0.08,16,Willian Oliveira,81952,2.17,,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_9raWzET.png,willian-oliveira,7,290,3.14,20,Goiás,Willian Osmar de Oliveira Silva,True,W. Oliveira,1.4,,4.0,24.0,22.0,2.0,2.0,19.0,,,,,,,,,1.0,,,,,
151,4,-0.86,2,Raphael Guzzo,81966,0.65,,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_fajmeHY.png,raphael-guzzo,6,290,2.88,20,Goiás,Raphael Gregório Guzzo,True,R. Guzzo,-1.1,,1.0,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,
152,4,-0.01,18,Juninho,82381,2.63,,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ek7YW7J.png,juninho,7,327,6.03,20,América-MG,Adilson dos Anjos Oliveira,True,Juninho,2.3,,3.0,18.0,14.0,3.0,4.0,18.0,2.0,1.0,,,1.0,,,,,,,,,
153,1,-0.55,17,Tadeu,82453,3.72,,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jSvkpAL.png,tadeu,7,290,6.94,20,Goiás,Tadeu Antônio Ferreira,True,Tadeu,3.0,,,,,,,4.0,,,5.0,,,,56.0,20.0,,,,,,
154,4,-0.29,16,Zé Rafael,82455,4.92,,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XlK02hD.png,ze-rafael,7,275,10.48,20,Palmeiras,José Rafael Vivian,True,Z. Rafael,2.9,2.0,6.0,48.0,35.0,5.0,4.0,37.0,,,,,1.0,,,,,,,,,
155,4,0.16,10,Otávio,82463,2.09,,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,otavio,7,282,4.02,20,Atlético-MG,Otávio Henrique Passos Santos,True,Otávio,1.9,,4.0,21.0,16.0,1.0,1.0,5.0,,,,,,,,,,,,,,
156,5,0.76,6,Luiz Araújo,82627,2.02,,https://s.sde.globo.com/media/person_role/2023/07/03/photo_FORMATO.png,luiz-araujo,6,262,5.92,20,Flamengo,Luiz de Araújo Guimarães Neto,True,L. Araújo,5.8,1.0,,3.0,5.0,2.0,2.0,6.0,,1.0,,1.0,,,,,,,,,,
157,2,-0.15,14,Tinga,82628,5.71,,https://s.sde.globo.com/media/person_role/2022/05/12/98abba841d176135f9ec02a557177a7f_FORMATO.png,tinga,7,356,9.78,20,Fortaleza,Guilherme de Jesus da Silva,True,Tinga,5.0,,,27.0,10.0,3.0,3.0,4.0,1.0,,7.0,,3.0,,,,,,,,,
158,1,0.0,3,Marcelo Rangel,82730,0.0,,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jsdA8Zf.png,marcelo-rangel,6,290,2.34,20,Goiás,Marcelo Rangel da Rosa,False,M. Rangel,0.0,,,,,,,,,,,,,,8.0,8.0,,,,,,
159,4,0.0,17,Wellington Rato,82766,1.77,,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bPEXkEO.png,wellington-rato,3,276,5.29,20,São Paulo,Wellington Soares da Silva,False,W. Rato,0.0,2.0,3.0,11.0,8.0,3.0,7.0,7.0,,,,,5.0,,,,,,,,,
160,5,1.71,15,Gabriel,83257,5.15,,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_mbchRWW.png,gabriel,7,262,14.33,20,Flamengo,Gabriel Barbosa Almeida,True,Gabriel,12.3,1.0,6.0,5.0,5.0,12.0,15.0,12.0,5.0,,,,6.0,,,,2.0,1.0,,,,
161,5,1.13,4,Julio Furch,83276,2.37,,https://s.sde.globo.com/media/person_role/2023/07/21/photo_220x220_fMrOLLy.png,julio-furch,6,277,5.52,20,Santos,Julio César Furch,True,J. Furch,6.7,,1.0,1.0,3.0,,1.0,3.0,1.0,,,,1.0,,,,,,,,,
162,4,0.43,16,Patrick,83433,1.93,,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_TvGvJD9.png,patrick,6,282,5.81,20,Atlético-MG,Patrick Bezerra do Nascimento,True,Patrick,2.9,,1.0,20.0,6.0,1.0,2.0,12.0,,1.0,,,1.0,,,,,,,,,
163,3,-0.3,17,Léo Pereira,83528,5.21,,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_Wclql1X.png,leo-pereira,7,262,13.2,20,Flamengo,Leonardo Pereira,True,L. Pereira,0.8,,2.0,25.0,10.0,,3.0,15.0,3.0,,6.0,,1.0,,,,,,,,,
164,3,0.03,10,Neris,83786,4.81,,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_U329TT2.png,neris,7,283,4.57,20,Cruzeiro,Hueglo dos Santos Neris,True,Neris,1.7,1.0,3.0,16.0,22.0,1.0,1.0,3.0,,,6.0,,,,,,,,,,,
165,5,-1.43,6,Clayson,83817,4.35,,https://s.sde.globo.com/media/person_role/2023/06/30/photo_220x220_AACy2wU.png,clayson,7,1371,6.26,20,Cuiabá,Clayson Henrique da Silva Vieira,True,Clayson,1.5,,1.0,2.0,5.0,,4.0,14.0,2.0,,,,,,,,,,,,,
166,5,0.0,17,Tiquinho Soares,84042,9.26,,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TbDAa67.png,tiquinho-soares,5,263,19.17,20,Botafogo,Francisco das Chagas Soares dos Santos Meireles,False,T. Soares,0.0,4.0,6.0,8.0,26.0,6.0,20.0,39.0,13.0,,,,10.0,,,,,1.0,,,,
167,3,-0.57,18,Jemerson,84263,3.09,,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_LiuUOj2.png,jemerson,7,282,7.71,20,Atlético-MG,Jemerson de Jesus Nascimento,True,Jemerson,1.1,1.0,5.0,16.0,23.0,1.0,2.0,11.0,,,7.0,,1.0,,,,,,,,,
