,atletas.apelido,atletas.variacao_num,atletas.nome,atletas.apelido_abreviado,atletas.minimo_para_valorizar,atletas.status_id,atletas.slug,atletas.jogos_num,atletas.rodada_id,atletas.media_num,atletas.foto,atletas.clube_id,atletas.pontos_num,atletas.preco_num,atletas.clube.id.full.name,atletas.posicao_id,atletas.atleta_id,A,CA,DS,FC,FD,FF,FS,FT,G,I,CV,SG,V,PS,DE,GS,DP,PP,PC,GC
444,Vinicius Mingotti,-0.3,Vinicius Alessandro Mingotti,V. Mingotti,,6,vinicius-mingotti,4,10,0.07,https://s.sde.globo.com/media/person_role/2023/04/20/photo_220x220_YH7397F.png,265,-0.4,1.65,Bahia,5,105909,,,,3.0,,1.0,1.0,,,1.0,,,,,,,,,,
445,Rômulo,1.55,Rômulo Zanre Zwarg,Rômulo,,7,romulo,6,10,5.18,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_eEMPMPy.png,285,11.6,4.72,Internacional,4,105911,,1.0,13.0,7.0,1.0,3.0,8.0,1.0,1.0,,,,,,,,,,,
446,Vinícius,0.0,Vinícius dos Santos de Oliveira Paiva,Vinícius,,6,vinicius,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Oqt8wcz.png,267,0.0,2.0,Vasco,5,105998,,,,,,,,,,,,,,,,,,,,
447,Lucas Ramos,-1.19,Lucas de Ramos Silveira,L. Ramos,,6,lucas-ramos,1,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_Tdt3VkZ.png,285,0.0,2.81,Internacional,4,106000,,,,,,,,,,,,,,,,,,,,
448,Johnny,0.0,João Lucas Souza Cardoso,Johnny,,2,johnny,6,10,6.95,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_ylIGH1n.png,285,0.0,8.3,Internacional,4,106002,,1.0,18.0,8.0,1.0,,7.0,1.0,2.0,2.0,,,,,,,,,,
449,Breno,0.0,Breno Washington Rodrigues da Silva,Breno,,6,breno,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_byFBxRL.png,263,0.0,3.0,Botafogo,4,106083,,,,,,,,,,,,,,,,,,,,
450,Lucão,0.0,Lucas Alexandre Galdino de Azevedo,Lucão,,7,lucao,4,10,-0.5,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_uN4AYEQ.png,280,0.0,0.82,Bragantino,1,106160,,1.0,,,,,,,,,,,,,7.0,8.0,,,,
451,Gabriel Pec,0.12,Gabriel Fortes Chaves,G. Pec,,6,gabriel-pec,10,10,5.18,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_RHuy7TJ.png,267,3.2,14.94,Vasco,5,106199,1.0,2.0,10.0,10.0,4.0,5.0,18.0,2.0,2.0,,,,,,,,,,,
452,Figueiredo,-0.22,Lucas Figueiredo dos Santos,Figueiredo,,6,figueiredo,8,10,1.71,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_YrswGSn.png,267,1.8,2.7,Vasco,4,106201,,2.0,5.0,10.0,3.0,4.0,6.0,1.0,,1.0,,,,,,,,,,
453,Bruno Gomes,0.59,Bruno Gomes da Silva Clevelário,B. Gomes,,7,bruno-gomes,10,10,4.38,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_wvinlkF.png,294,5.8,9.9,Coritiba,4,106202,,2.0,19.0,12.0,4.0,6.0,18.0,,1.0,,,,,,,,,,,
454,Kawan,0.0,Kawan Gabriel da Silva,Kawan,,5,kawan,0,10,0.0,https://s.sde.globo.com/media/person_role/2022/02/21/f32be788b285e944b21d286da2e5b28d_FORMATO.png,293,0.0,2.0,Athlético-PR,4,106219,,,,,,,,,,,,,,,,,,,,
455,Realpe,-0.29,Leonardo Javier Realpe Montaño,Realpe,,7,realpe,6,10,1.95,https://s.sde.globo.com/media/person_role/2022/05/05/593eafb7ce8c7aa2051ccde762f1d731_FORMATO.png,280,-0.4,1.85,Bragantino,3,106299,,1.0,4.0,7.0,,,,,,,,2.0,,,,,,,,
456,Caio Alexandre,0.52,Caio Alexandre Souza e Silva,C. Alexandre,,7,caio-alexandre,10,10,4.07,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mYQOurq.png,356,3.8,8.77,Fortaleza,4,106323,1.0,1.0,21.0,15.0,1.0,3.0,9.0,,1.0,1.0,,,,,,,,,,
457,Wesley Gasolina,0.0,Wesley David de Oliveira Andrade,W. Gasolina,,6,wesley-gasolina,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_IHO297R.png,283,0.0,3.0,Cruzeiro,2,106327,,,,,,,,,,,,,,,,,,,,
458,Jhonata Robert,0.0,Jhonata Robert Alves da Silva,J. Robert,,5,jhonata-robert,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Yc1vcMc.png,284,0.0,4.0,Grêmio,4,106371,,,,,,,,,,,,,,,,,,,,
459,Eduardo Santos,-0.39,Eduardo Gonzaga Mendes Santos,E. Santos,,7,eduardo-santos,9,10,1.89,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_0B5pVnO.png,280,-0.3,3.61,Bragantino,3,106434,1.0,1.0,5.0,9.0,2.0,1.0,3.0,,,,,1.0,,,,,,,,
460,Halls,0.0,Hedhe Halls Rocha da Silva,Halls,,6,halls,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_oXORlmg.png,267,0.0,2.0,Vasco,1,106682,,,,,,,,,,,,,,,,,,,,
461,Carlos Alberto,0.0,Carlos Alberto Gomes da Silva Filho,C. Alberto,,6,carlos-alberto,1,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_DgukYrK.png,263,0.0,2.76,Botafogo,5,106704,,,,,,,,,,,,,,,,,,,,
462,Igor Formiga,0.0,Igor Marques Paciência Cardoso,I. Formiga,,6,igor-formiga,3,10,3.37,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_OHpWQRW.png,283,0.0,2.19,Cruzeiro,2,106708,1.0,1.0,2.0,1.0,,,,,,,,1.0,,,,,,,1.0,
463,André Anderson,0.0,André Anderson Pomilio Lima,A. Anderson,,6,andre-anderson,0,10,0.0,https://s.sde.globo.com/media/person_role/2022/04/12/147e9b9fa6d6b253f5f20e62622066ac_FORMATO.png,276,0.0,3.0,São Paulo,4,106803,,,,,,,,,,,,,,,,,,,,
464,Rodrigo Nestor,-0.72,Rodrigo Nestor Bertalia,R. Nestor,,7,rodrigo-nestor,7,10,4.36,https://s.sde.globo.com/media/person_role/2022/03/01/70f9ba85a01525e2d77c787e7efb42f7_FORMATO.png,276,3.8,8.72,São Paulo,4,106822,,,12.0,10.0,4.0,5.0,5.0,1.0,1.0,2.0,1.0,,,,,,,,,
465,Welington,0.0,Welington Damascena Santos,Welington,,6,welington,0,10,0.0,https://s.sde.globo.com/media/person_role/2022/03/01/81ffdaa86a436b3f695649fc411cf06b_FORMATO.png,276,0.0,7.0,São Paulo,2,106824,,,,,,,,,,,,,,,,,,,,
466,Patryck,0.0,Patryck Lanza dos Reis,Patryck,,6,patryck,2,10,6.15,https://s.sde.globo.com/media/person_role/2022/03/01/73a6760a1b2c4cc7fc70ee0323e11b73_FORMATO.png,276,0.0,4.47,São Paulo,2,106829,,1.0,2.0,2.0,,,3.0,,,,,2.0,,,,,,,,
467,Talles Costa,0.0,Talles Macedo Toledo Costa,T. Costa,,6,talles-costa,0,10,0.0,https://s.sde.globo.com/media/person_role/2022/03/01/46c4e9fd9a32a9e894bd6edc746e403d_FORMATO.png,276,0.0,3.0,São Paulo,4,106830,,,,,,,,,,,,,,,,,,,,
468,Juan,-0.75,Juan Santos da Silva,Juan,,6,juan,5,10,1.94,https://s.sde.globo.com/media/person_role/2022/03/01/b64f8d56aad317fef852cca695190f34_FORMATO.png,276,0.9,2.07,São Paulo,5,106831,,,2.0,3.0,,,1.0,,1.0,3.0,,,,,,,,,,
469,Pedro Vilhena,0.0,Pedro Veronez Vilhena,P. Vilhena,,6,pedro-vilhena,0,10,0.0,https://s.sde.globo.com/media/person_role/2022/03/01/e8c6023cceab5eaf7953916841a0923b_FORMATO.png,276,0.0,1.0,São Paulo,4,106832,,,,,,,,,,,,,,,,,,,,
470,Luan Patrick,0.0,Luan Patrick Wiedthauper,L. Patrick,,6,luan-patrick,2,10,5.35,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qBlP0vG.png,280,0.0,3.66,Bragantino,3,106835,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,
471,Edinho,0.0,Eder Maciel Lopes,Edinho,,6,edinho,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_5q9s5aJ.png,266,0.0,2.0,Fluminense,4,106882,,,,,,,,,,,,,,,,,,,,
472,Ariel,0.0,Ariel Felipe Gomes da Rosa,Ariel,,6,ariel,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/30/photo_FORMATO_Nvo8pua.png,290,0.0,3.0,Goiás,5,106949,,,,,,,,,,,,,,,,,,,,
473,Fernando,0.71,Fernando Augusto Pereira Bueno Júnior,Fernando,,7,fernando,5,10,5.74,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_DOiaQDY.png,293,8.2,5.29,Athlético-PR,2,106950,2.0,1.0,8.0,4.0,,1.0,1.0,,,,,2.0,,,,,,,,
474,Bernardo Schappo,0.0,Bernardo Schappo,B. Schappo,,6,bernardo-schappo,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_rs77zVD.png,356,0.0,4.0,Fortaleza,3,106977,,,,,,,,,,,,,,,,,,,,
475,Ricardo Cerqueira,0.0,José Ricardo Batista Cerqueira,R. Cerqueira,,6,ricardo-cerqueira,1,10,0.5,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_lmtWu1C.png,1371,0.0,1.51,Cuiabá,4,107039,,,,,,,1.0,,,,,,,,,,,,,
476,Alexandre Jesus,-0.52,Alexandre de Jesus Jeruzalem Júnior,A. Jesus,,6,alexandre-jesus,1,10,1.9,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_PBbWKhP.png,266,1.9,2.48,Fluminense,5,107044,,,1.0,,,1.0,,,,1.0,,,,,,,,,,
477,Stênio,-0.22,Stenio Zanetti Toledo,Stênio,,6,stenio,5,10,0.86,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9qm9tuE.png,283,0.0,2.08,Cruzeiro,5,107052,,,1.0,3.0,3.0,,1.0,,,1.0,,,,,,,,,,
478,Natan,0.0,Natan Bernardo de Souza,Natan,,5,natan,6,10,0.97,https://s.sde.globo.com/media/person_role/2022/05/05/ebc6c140c001d68b3b50f27e354d27e2_FORMATO.png,280,0.0,4.15,Bragantino,3,107110,,,4.0,8.0,1.0,1.0,3.0,,,1.0,,,,,,,,,,
479,Richard Ríos,0.42,Richard Ríos Montoya,R. Ríos,,6,richard-rios,10,10,1.8,https://s.sde.globo.com/media/person_role/2023/03/29/photo_FORMATO_RowK2Zx.png,275,3.6,4.68,Palmeiras,4,107111,,,11.0,4.0,1.0,3.0,5.0,,,1.0,,,,,,,,,,
480,Patrick de Paula,0.0,Patrick de Paula Carreiro,P. Paula,,5,patrick-de-paula,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_YTg7jfi.png,263,0.0,7.0,Botafogo,4,107172,,,,,,,,,,,,,,,,,,,,
481,Michel Araújo,0.31,Michel Daryl Araújo Villar,M. Araújo,,7,michel-araujo,9,10,2.77,https://s.sde.globo.com/media/person_role/2023/03/30/photo_FORMATO_Z1W5SRZ.png,276,3.6,6.55,São Paulo,4,107173,1.0,1.0,3.0,6.0,1.0,5.0,12.0,,1.0,,,,,,,,,,,
482,Bruno Tabata,0.0,Bruno Vinícius Souza Ramos,B. Tabata,,6,bruno-tabata,3,10,0.77,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_g6CL75l.png,275,0.0,2.69,Palmeiras,4,107174,,,,1.0,,2.0,2.0,,,,,,,,,,,,,
483,Matheus Donelli,0.0,Matheus Planelles Donelli,M. Donelli,,6,matheus-donelli,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_34QaZln.png,264,0.0,2.0,Corinthians,1,107179,,,,,,,,,,,,,,,,,,,,
484,Léo Linck,0.0,Léo Matias Baiersdorf Linck,L. Linck,,6,leo-linck,0,10,-1.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_2aZU9Nq.png,293,0.0,1.05,Athlético-PR,1,107183,,1.0,,,,,,,,,,,,,,,,,,
485,Vinicius Kauê,0.0,Vinicius Kauê Ribeiro Ferreira,V. Kauê,,6,vinicius-kaue,0,10,0.0,https://s.sde.globo.com/media/person_role/2021/04/16/0367fa0859b4ea67ba8191afd67f560e_FORMATO.png,293,0.0,1.0,Athlético-PR,2,107186,,,,,,,,,,,,,,,,,,,,
486,Rômulo,0.0,Rômulo José Cardoso da Cruz,Rômulo,,5,romulo,5,10,0.42,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_A5prVgV.png,293,0.0,1.58,Athlético-PR,5,107197,,,1.0,3.0,,1.0,2.0,,,,,,,,,,,,,
487,Gustavo Garcia,0.0,Gustavo Garcia dos Santos,G. Garcia,,6,gustavo-garcia,3,10,2.97,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_9hMRqkt.png,275,0.0,4.06,Palmeiras,2,107225,,,2.0,1.0,,1.0,2.0,,,,,1.0,,,,,,,,
488,Miqueias,0.0,Miqueias Cabral Evaristo,Miqueias,,6,miqueias,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_JqZAXdV.png,265,0.0,3.0,Bahia,4,107232,,,,,,,,,,,,,,,,,,,,
489,Vanderlan,0.0,Vanderlan Barbosa da Silva,Vanderlan,,6,vanderlan,3,10,5.0,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_F0bHOxR.png,275,0.0,6.97,Palmeiras,2,107236,1.0,1.0,9.0,8.0,,2.0,2.0,,,,,,,,,,,,,
490,Nathan,0.0,Nathan Melo Silva,Nathan,,6,nathan,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_hnxgxa6.png,290,0.0,1.0,Goiás,4,107261,,,,,,,,,,,,,,,,,,,,
491,Dodô,0.0,Vinícius Rodrigues Adelino dos Santos,Dodô,,6,dodo,4,10,-0.32,https://s.sde.globo.com/media/person_role/2023/05/07/photo_220x220_0PEd4FH.png,290,0.0,0.69,Goiás,4,107375,,1.0,,1.0,,,,,,,,,,,,,,,,
492,Luan Dias,0.0,Luan Dias da Silva,L. Dias,,5,luan-dias,1,10,-1.6,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_MHA8oKV.png,277,0.0,2.67,Santos,4,107416,,1.0,,2.0,,,,,,,,,,,,,,,,
493,André,-0.01,André Trindade da Costa Neto,André,,7,andre,9,10,3.66,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_VrJSWeV.png,266,5.3,9.95,Fluminense,4,107498,,2.0,21.0,7.0,1.0,4.0,21.0,,,,1.0,,,,,,,,,
494,Natanael,0.77,Natanael Moreira Milouski,Natanael,,7,natanael,9,10,5.15,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_0XMnyZN.png,294,6.1,9.98,Coritiba,2,107554,,2.0,28.0,20.0,4.0,2.0,13.0,1.0,,2.0,,1.0,,,,,,,,
495,Nathan,0.68,Nathan Santos de Araújo,Nathan,,7,nathan,7,10,4.29,https://s.sde.globo.com/media/person_role/2022/09/30/photo_FORMATO.png,277,5.9,8.82,Santos,2,107676,,2.0,16.0,9.0,,,1.0,,,,,3.0,,,,,,,,
496,Chrystian Barletta,0.0,Chrystian Amaral Barletta de Almeida,C. Barletta,,6,chrystian-barletta,3,10,2.23,https://s.sde.globo.com/media/person_role/2023/03/21/photo_FORMATO_A5fpusS.png,264,0.0,4.79,Corinthians,4,107726,,,3.0,3.0,1.0,1.0,4.0,,,,,,,,,,,,,
497,Emerson Júnior,0.0,Emerson Fabiano Kerber Júnior,E. Júnior,,6,emerson-junior,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_O9bfirr.png,285,0.0,1.0,Internacional,1,107740,,,,,,,,,,,,,,,,,,,,
498,Praxedes,0.0,Bruno Conceição Praxedes,Praxedes,,6,praxedes,0,10,0.0,https://s.sde.globo.com/media/person_role/2022/05/05/f8aea5d525d74bdbe77382da13d85ed2_FORMATO.png,280,0.0,5.0,Bragantino,4,107744,,,,,,,,,,,,,,,,,,,,
499,Adriel,0.0,Adriel Vasconcelos Ramos,Adriel,,6,adriel,2,10,5.25,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_WyxMzh5.png,284,0.0,7.74,Grêmio,1,107748,,1.0,,,,,1.0,,,,,1.0,,,7.0,1.0,,,,
500,Diego Rosa,0.0,Diego Gabriel Silva Rosa,D. Rosa,,2,diego-rosa,6,10,1.07,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_Z8v7YI8.png,265,0.0,2.22,Bahia,4,107796,,,3.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,
501,Fernando Henrique,0.0,Fernando Henrique do Nascimento Pereira,F. Henrique,,6,fernando-henrique,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_7OiYeRo.png,283,0.0,3.0,Cruzeiro,4,107800,,,,,,,,,,,,,,,,,,,,
502,Natã,0.0,Natã Felipe de Amorim Santos,Natã,,6,nata,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_nMfgjlm.png,284,0.0,1.0,Grêmio,3,107801,,,,,,,,,,,,,,,,,,,,
503,Wesley,0.0,Wesley da Conceição Duarte Moreira,Wesley,,6,wesley,1,10,-1.6,https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO_KnKkZDT.png,294,0.0,1.77,Coritiba,5,107803,,1.0,,2.0,,,,,,,,,,,,,,,,
504,Matheus Dias,-0.3,Matheus dos Santos Dias,M. Dias,,6,matheus-dias,4,10,0.95,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_f09xlRk.png,285,-0.4,1.99,Internacional,4,107809,,1.0,5.0,4.0,,,,,,,,,,,,,,,,
505,Hugo,0.0,Hugo Ferreira de Farias,Hugo,,6,hugo,1,10,1.2,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_4XBJGTX.png,290,0.0,2.36,Goiás,2,107908,,,1.0,,,,,,,,,,,,,,,,,
506,Fausto Vera,0.93,Fausto Mariano Vera,F. Vera,,7,fausto-vera,9,10,3.08,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_w7tZlR4.png,264,6.4,8.14,Corinthians,4,107950,2.0,4.0,15.0,13.0,2.0,4.0,4.0,,,,,,,,,,,,,
507,Isidro Pitta,-0.17,Isidro Miguel Pitta Saldívar,I. Pitta,,7,isidro-pitta,9,10,0.38,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LlMyePJ.png,1371,-0.3,2.69,Cuiabá,5,108133,,,,5.0,,2.0,7.0,,,1.0,,,,,,,,,,
508,Gustavinho,0.0,Gustavo César Mendonça Gravino,Gustavinho,,6,gustavinho,1,10,0.5,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hopiRUY.png,284,0.0,2.85,Grêmio,4,108201,,,,,,,1.0,,,,,,,,,,,,,
509,Breno,0.0,Breno Herculano Almeida,Breno,,6,breno,0,10,0.0,https://s.sde.globo.com/media/person_role/2022/09/18/photo_FORMATO_aTUZBiS.png,290,0.0,1.0,Goiás,5,108211,,,,,,,,,,,,,,,,,,,,
510,Gabriel Barros,0.0,Gabriel de Sousa Barros,G. Barros,,6,gabriel-barros,1,10,-1.3,https://s.sde.globo.com/media/person_role/2023/04/11/photo_220x220.png,285,0.0,2.43,Internacional,5,108352,,1.0,,1.0,,,,,,,,,,,,,,,,
511,Erison,0.0,Erison Danilo de Souza,Erison,,6,erison,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/02/01/photo_FORMATO_0I7WXAm.png,276,0.0,6.0,São Paulo,5,108422,,,,,,,,,,,,,,,,,,,,
512,Galarza,0.0,Matías Galarza Fonda,Galarza,,6,galarza,8,10,2.36,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_G8IevUF.png,267,0.0,2.67,Vasco,4,108528,,1.0,7.0,7.0,1.0,3.0,4.0,,1.0,,,,,,,,,,,
513,Arriagada,0.0,Luciano Daniel Arriagada García,Arriagada,,6,arriagada,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VPNWNb6.png,293,0.0,4.0,Athlético-PR,5,108624,,,,,,,,,,,,,,,,,,,,
514,Victor Sá,-0.33,João Victor Santos Sá,V. Sá,,6,victor-sa,9,10,4.36,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_t9xgUxE.png,263,0.2,7.11,Botafogo,5,108946,,,12.0,9.0,7.0,9.0,6.0,,1.0,1.0,,,,1.0,,,,,,
515,Daniel Martins,0.0,Daniel Sergio Martins,D. Martins,,6,daniel-martins,0,10,0.0,https://s.sde.globo.com/media/person_role/2022/08/25/photo_FORMATO_VUIS7Pm.png,293,0.0,1.0,Athlético-PR,4,109102,,,,,,,,,,,,,,,,,,,,
516,Matheus Nascimento,-1.23,Matheus Nascimento de Paula,M. Nascimento,,6,matheus-nascimento,2,10,4.65,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_xScuqcn.png,263,0.6,3.98,Botafogo,5,109114,,,,3.0,1.0,,2.0,,1.0,,,,,,,,,,,
517,DG,0.0,Douglas da Silva Teixeira,DG,,6,dg,0,10,0.0,https://s.sde.globo.com/media/person_role/2022/07/15/4de72f5f4587ade71270417865e896e9_FORMATO.png,263,0.0,2.0,Botafogo,2,109199,,,,,,,,,,,,,,,,,,,,
518,Kawê,0.0,Kawê Ferreira Godoy Viana,Kawê,,6,kawe,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_2gnQr2r.png,280,0.0,1.0,Bragantino,5,109246,,,,,,,,,,,,,,,,,,,,
519,Sammuel,0.0,Sammuel Queiroz de Freitas,Sammuel,,5,sammuel,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_XK5Yazn.png,356,0.0,3.0,Fortaleza,4,109341,,,,,,,,,,,,,,,,,,,,
520,Kennedy,0.0,Antonio Kennedy Sousa de Almeida,Kennedy,,6,kennedy,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_jTL4V8M.png,356,0.0,2.0,Fortaleza,1,109347,,,,,,,,,,,,,,,,,,,,
521,Raul Gustavo,0.0,Raul Gustavo Pereira Bicalho,R. Gustavo,,5,raul-gustavo,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_o1bIdBe.png,265,0.0,9.0,Bahia,3,109389,,,,,,,,,,,,,,,,,,,,
522,Thiago Andrade,-0.2,Thiago Eduardo de Andrade,T. Andrade,,6,thiago-andrade,8,10,0.73,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_83YGYl5.png,293,0.0,2.65,Athlético-PR,5,109404,,1.0,2.0,2.0,1.0,3.0,3.0,,,,,,,,,,,,,
523,Ian Luccas,0.0,Ian Luccas Baroni Boetto,I. Luccas,,6,ian-luccas,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_HM5lJ1D.png,283,0.0,4.0,Cruzeiro,4,109412,,,,,,,,,,,,,,,,,,,,
524,Calebe,0.36,Calebe Gonçalves Ferreira da Silva,Calebe,,7,calebe,10,10,3.16,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_AhzCnT2.png,356,3.0,6.48,Fortaleza,4,109461,,2.0,7.0,6.0,7.0,6.0,22.0,1.0,,2.0,,,,,,,,,,
525,Marcos Leonardo,-1.9,Marcos Leonardo Santos Almeida,M. Leonardo,,7,marcos-leonardo,5,10,5.74,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_eb1ett7.png,277,3.3,10.1,Santos,5,109497,1.0,,2.0,8.0,5.0,5.0,12.0,,1.0,3.0,,,,,,,,,,
526,Joaquim,1.06,Joaquim Henrique Pereira Silva,Joaquim,,7,joaquim,7,10,5.4,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_KiHaTyd.png,277,6.7,9.14,Santos,3,109563,,1.0,11.0,4.0,2.0,3.0,4.0,,,,,4.0,,,,,,,,
527,Martinelli,0.18,Matheus Martinelli Lima,Martinelli,,7,martinelli,4,10,2.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_eSiqEBR.png,266,3.0,4.74,Fluminense,4,109573,,,4.0,5.0,,1.0,8.0,,,1.0,,,,,,,,,,
528,Andrey Santos,0.0,Andrey Nascimento dos Santos,A. Santos,,6,andrey-santos,5,10,4.46,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_jgSQJUl.png,267,0.0,12.9,Vasco,4,109591,,2.0,13.0,12.0,1.0,2.0,3.0,,1.0,,,,,,,,,,,
529,Gabriel Novaes,0.0,Gabriel Novaes Fernandes,G. Novaes,,6,gabriel-novaes,3,10,0.23,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_Kdrpiw9.png,290,0.0,2.57,Goiás,5,109639,,,,3.0,1.0,,1.0,,,1.0,,,,,,,,,,
530,Hugo,0.56,Hugo Gonçalves Ferreira Neto,Hugo,,7,hugo,3,10,7.33,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8tyq2bR.png,263,7.8,5.58,Botafogo,2,109668,,,8.0,3.0,,1.0,5.0,,,,,2.0,,,,,,,,
531,Jhoanner Chávez,0.0,Jhoanner Stalin Chávez Quintero,J. Chávez,,6,jhoanner-chavez,6,10,3.33,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_bZ6JNlc.png,265,0.0,6.53,Bahia,2,110021,1.0,1.0,9.0,9.0,,2.0,3.0,,,2.0,,1.0,,,,,,,,
532,Matías Segovia,-0.88,Matías Emanuel Segovia Torales,M. Segovia,,6,matias-segovia,5,10,2.84,https://s.sde.globo.com/media/person_role/2023/04/04/photo_FORMATO.png,263,1.2,4.36,Botafogo,4,110055,1.0,,6.0,,,,4.0,,,,,,,,,,,,,
533,Gabriel Pereira,0.0,Gabriel Roberto Pereira,G. Pereira,,6,gabriel-pereira,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_yvoo9wb.png,293,0.0,1.0,Athlético-PR,1,110251,,,,,,,,,,,,,,,,,,,,
534,Ângelo,-0.25,Ângelo Gabriel Borges Damaceno,Ângelo,,6,angelo,10,10,3.01,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_CqBwl6X.png,277,-0.4,5.79,Santos,5,110415,,1.0,9.0,8.0,1.0,3.0,7.0,,2.0,4.0,,,,,,,,,,
535,Abel Ferreira,0.41,Abel Fernando Moreira Ferreira,A. Ferreira,,7,abel-ferreira,10,10,6.54,https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,275,8.38,14.0,Palmeiras,6,110506,,,,,,,,,,,,,6.0,,,,,,,
