"slug","atleta_id","team","posicao","shotsX_mean","faltas_mean","RB_mean","PE_mean","A_mean","I_mean","FS_mean","FF_mean","G_mean","DD_mean","DP_mean","score_no_cleansheets_mean","pontuacao_mean"
"robinho",62104,"Cruzeiro - MG","mei",0.703703703703704,1.62962962962963,1.18518518518519,3.22222222222222,0.111111111111111,0.111111111111111,1,0.481481481481481,0.037037037037037,0,0,1.4,1.4
"jucilei",63422,"São Paulo - SP","mei",0.107142857142857,1.92857142857143,2.82142857142857,2.28571428571429,0,0,1.5,0.0714285714285714,0,0,0,3.16428571428571,3.16428571428571
"bergson",68696,"Atlético - PR","ata",2.33333333333333,2.33333333333333,0.416666666666667,1.16666666666667,0.0833333333333333,0.333333333333333,1.33333333333333,1.66666666666667,0.25,0,0,3.10833333333333,3.10833333333333
"dodo",68727,"Santos - SP","lat",0.571428571428571,0.885714285714286,2.17142857142857,2.74285714285714,0.0857142857142857,0.0571428571428571,1.14285714285714,0.371428571428571,0.0285714285714286,0,0,3.48857142857143,5.48857142857143
"emerson-sheik",68744,"Corinthians - SP","ata",0.428571428571429,0.785714285714286,0.285714285714286,0.714285714285714,0.142857142857143,0.0714285714285714,1.07142857142857,0.214285714285714,0,0,0,1.27142857142857,1.27142857142857
"junior-dutra",68784,"Fluminense - RJ","ata",0.6875,1.6875,0.875,1.8125,0.0625,0,1.0625,0.5625,0,0,0,1.18125,1.18125
"deivid",69018,"Sport - PE","mei",0.2,2.13333333333333,1.46666666666667,1.53333333333333,0,0,1.8,0.133333333333333,0,0,0,1.16,1.16
"leo",69177,"Fluminense - RJ","lat",0.4,2.13333333333333,1.93333333333333,2.4,0.0666666666666667,0.2,1.86666666666667,0.2,0,0,0,1.9,2.9
"nikao",69705,"Atlético - PR","mei",1.84375,1.21875,0.71875,2.28125,0.1875,0.25,1.40625,0.84375,0.0625,0,0,3.50625,3.50625
"rhayner",70874,"Vitória - BA","ata",1.23809523809524,2.14285714285714,1.85714285714286,2.47619047619048,0.0476190476190476,0,1.95238095238095,0.523809523809524,0.0476190476190476,0,0,3.15714285714286,3.15714285714286
"diogo-barbosa",70916,"Palmeiras - SP","lat",0.142857142857143,1.61904761904762,1.33333333333333,1.9047619047619,0.0952380952380952,0.0476190476190476,0.714285714285714,0.0952380952380952,0,0,0,0.99047619047619,3.37142857142857
"gustavo-gomez",71684,"Palmeiras - SP","zag",0.384615384615385,1.30769230769231,1.38461538461538,1.61538461538462,0,0.0769230769230769,1.07692307692308,0.153846153846154,0.153846153846154,0,0,2.42307692307692,6.26923076923077
"cuellar",71709,"Flamengo - RJ","mei",0.285714285714286,2.32142857142857,3.53571428571429,1.60714285714286,0.0714285714285714,0,0.428571428571429,0.178571428571429,0,0,0,3.7,3.7
"rodrigo-lindoso",72362,"Botafogo - RJ","mei",1,1.34375,1.65625,2.5,0.09375,0.09375,1.40625,0.53125,0.21875,0,0,4.3125,4.3125
"desabato",73936,"Vasco da Gama - RJ","mei",0.166666666666667,1.875,2.33333333333333,2.375,0.0416666666666667,0,0.75,0.125,0,0,0,2.08333333333333,2.08333333333333
"alison",73974,"Santos - SP","mei",0.230769230769231,2.15384615384615,2.73076923076923,1.65384615384615,0,0,1.03846153846154,0.192307692307692,0,0,0,2.55,2.55
"claudio-winck",74074,"Sport - PE","lat",1.47619047619048,2.42857142857143,1.14285714285714,3.04761904761905,0.0476190476190476,0.19047619047619,1.0952380952381,0.952380952380952,0.142857142857143,0,0,1.92380952380952,3.11428571428571
"derlis-gonzalez",75372,"Santos - SP","ata",0.6,2.13333333333333,1.26666666666667,1.53333333333333,0.333333333333333,0.333333333333333,1.06666666666667,0.266666666666667,0.0666666666666667,0,0,2.97333333333333,2.97333333333333
"william-pottker",77809,"Internacional - RS","ata",1.37931034482759,1.24137931034483,0.896551724137931,1.96551724137931,0,0.241379310344828,1.41379310344828,0.586206896551724,0.172413793103448,0,0,3.01379310344828,3.01379310344828
"douglas-friedrich",78584,"Bahia - BA","gol",0,0.2,0.04,0.68,0,0,0.16,0,0,1.04,0.04,2.736,2.256
"reinaldo",78850,"São Paulo - SP","lat",1.5,1.93333333333333,1.73333333333333,3.53333333333333,0.0666666666666667,0.0666666666666667,1.1,1,0.0666666666666667,0,0,2.97666666666667,4.81
"rodrigo-dourado",78865,"Internacional - RS","mei",0.212121212121212,2.60606060606061,2.90909090909091,1.60606060606061,0.0303030303030303,0.0909090909090909,0.96969696969697,0.0606060606060606,0.0303030303030303,0,0,3.10606060606061,3.10606060606061
"tiago",79042,"Bahia - BA","zag",0.85,1.75,1.7,2.15,0,0.1,0.9,0.5,0.1,0,0,2.405,3.905
"fabiano",79887,"Internacional - RS","lat",0.208333333333333,1.375,1.41666666666667,2.375,0.0416666666666667,0,0.208333333333333,0.166666666666667,0,0,0,0.575,2.86666666666667
"brenner",80080,"Botafogo - RJ","ata",0.772727272727273,1.86363636363636,0.636363636363636,1.13636363636364,0,0.318181818181818,1.59090909090909,0.363636363636364,0.136363636363636,0,0,1.89090909090909,1.89090909090909
"yago-pikachu",80196,"Vasco da Gama - RJ","lat",1.96969696969697,0.787878787878788,0.787878787878788,1.93939393939394,0.0606060606060606,0.272727272727273,3.12121212121212,0.787878787878788,0.303030303030303,0,0,5.74242424242424,6.65151515151515
"ariel-cabral",80363,"Cruzeiro - MG","mei",0.157894736842105,1.78947368421053,2.73684210526316,2.21052631578947,0.0526315789473684,0,1.05263157894737,0.157894736842105,0,0,0,2.75263157894737,2.75263157894737
"norberto",80374,"América - MG","lat",0.3,1.9,2.05,1.6,0.1,0.1,0.95,0.05,0,0,0,2.46,3.71
"luan",80692,"Palmeiras - SP","zag",0.25,1.75,2.0625,1.875,0,0.0625,0.9375,0,0.125,0,0,2.4,6.15
"pedro-geromel",80853,"Grêmio - RS","zag",0.75,0.8,2.9,1.7,0,0.05,0.45,0.4,0.1,0,0,4.835,7.085
"jair",81091,"Sport - PE","mei",0.384615384615385,2.76923076923077,3.46153846153846,2.30769230769231,0,0.0769230769230769,1.76923076923077,0.0769230769230769,0.153846153846154,0,0,4.74615384615385,4.74615384615385
"carlos-sanchez",81677,"Santos - SP","mei",1.42857142857143,1.85714285714286,0.857142857142857,4.21428571428571,0.214285714285714,0.142857142857143,2.78571428571429,0.785714285714286,0.285714285714286,0,0,4.42142857142857,4.42142857142857
"andres-rios",81684,"Vasco da Gama - RJ","ata",1.07692307692308,2.11538461538462,0.730769230769231,1.80769230769231,0.0384615384615385,0.115384615384615,1.84615384615385,0.423076923076923,0.230769230769231,0,0,2.87307692307692,2.87307692307692
"matheus-galdezani",82634,"Atlético - MG","mei",0.6,1.6,1.25,2.3,0.05,0.05,1.4,0.35,0.05,0,0,1.555,1.555
"gabriel",83257,"Santos - SP","ata",2.21212121212121,1.63636363636364,0.787878787878788,2.84848484848485,0.0606060606060606,0.606060606060606,1.87878787878788,1.06060606060606,0.545454545454545,0,0,5.9030303030303,5.9030303030303
"erik",84848,"Botafogo - RJ","ata",1.14285714285714,1.52380952380952,0.857142857142857,1.57142857142857,0.19047619047619,0.428571428571429,1.76190476190476,0.523809523809524,0.238095238095238,0,0,4.3952380952381,4.3952380952381
"henrique",84893,"Vasco da Gama - RJ","lat",0.409090909090909,1.54545454545455,1,1.95454545454545,0.0454545454545455,0.0909090909090909,1.59090909090909,0.272727272727273,0,0,0,1.02272727272727,2.15909090909091
"jeferson",84917,"Vitória - BA","lat",0.137931034482759,1.51724137931034,1.79310344827586,2.79310344827586,0.0344827586206897,0.103448275862069,0.96551724137931,0.103448275862069,0,0,0,1.2,2.92413793103448
"alex-santana",85465,"Paraná - PR","mei",1.76,1.24,1.48,1.4,0,0,1.56,1.2,0.16,0,0,4.332,4.332
"messias",87402,"América - MG","zag",0.2,1.08571428571429,1,1.51428571428571,0,0.0285714285714286,0.342857142857143,0.114285714285714,0.0285714285714286,0,0,0.748571428571428,2.32
"trellez",87679,"São Paulo - SP","ata",0.8,1.6,0.1,0.5,0,0.15,0.65,0.2,0.2,0,0,1.795,1.795
"arrascaeta",87863,"Cruzeiro - MG","mei",2.1,1.3,1.35,2.65,0.3,0.1,2.25,1.05,0.3,0,0,7.085,7.085
"ayrton-lucas",88393,"Fluminense - RJ","lat",0.821428571428571,1.21428571428571,2.32142857142857,2.42857142857143,0,0.0714285714285714,2.14285714285714,0.5,0,0,0,3.575,5.36071428571429
"leandro-carvalho",88669,"Ceará - CE","ata",1.52631578947368,1.63157894736842,1.05263157894737,1.31578947368421,0.105263157894737,0.157894736842105,2.57894736842105,0.631578947368421,0.263157894736842,0,0,4.8421052631579,4.8421052631579
"leandro-vilela",88687,"Paraná - PR","mei",0.586206896551724,2.48275862068966,2.31034482758621,2.48275862068966,0.0344827586206897,0,1.06896551724138,0.448275862068966,0,0,0,2.08965517241379,2.08965517241379
"luiz-fernando",90715,"Botafogo - RJ","mei",1.15625,1.15625,0.71875,1.46875,0.03125,0.3125,1.46875,0.625,0.09375,0,0,2.353125,2.353125
"leonardo-valencia",91508,"Botafogo - RJ","mei",2.11111111111111,1.07407407407407,0.814814814814815,3.03703703703704,0.222222222222222,0.0740740740740741,1.55555555555556,1.07407407407407,0.111111111111111,0,0,4.38518518518519,4.38518518518519
"aderllan",93296,"Vitória - BA","zag",0.65,1.5,0.75,1.25,0,0.1,0.6,0.35,0.05,0,0,0.43,2.43
"gregore",95464,"Bahia - BA","mei",0.558823529411765,3.67647058823529,3.11764705882353,1.61764705882353,0.0588235294117647,0,0.705882352941177,0.352941176470588,0,0,0,3.13235294117647,3.13235294117647
"rafael-grampola",95803,"Paraná - PR","ata",0.888888888888889,1.55555555555556,0.444444444444444,1,0,0.277777777777778,1.5,0.555555555555556,0.0555555555555556,0,0,1.33888888888889,1.33888888888889
"iago",97868,"Internacional - RS","lat",0.323529411764706,1.52941176470588,2.41176470588235,2.67647058823529,0.0294117647058824,0.147058823529412,0.441176470588235,0.235294117647059,0,0,0,2.32941176470588,4.53529411764706
"jean-pyerre",98832,"Grêmio - RS","mei",1.18181818181818,0.727272727272727,1.09090909090909,1.45454545454545,0,0.181818181818182,1.72727272727273,0.636363636363636,0.0909090909090909,0,0,3.39090909090909,3.39090909090909
"thonny-anderson",101484,"Grêmio - RS","mei",1,1.0625,0.625,1.125,0.0625,0.125,0.3125,0.5625,0.1875,0,0,2.725,2.725
"rafael-moura",37655,"América - MG","ata",1.37037037037037,1.88888888888889,0.259259259259259,1.55555555555556,0.111111111111111,0.481481481481481,0.703703703703704,0.666666666666667,0.259259259259259,0,0,2.34074074074074,2.34074074074074
"edu-dracena",37657,"Palmeiras - SP","zag",0.45,0.95,0.6,0.55,0,0.15,0.95,0.2,0.1,0,0,1.04,2.04
"cicero",37688,"Grêmio - RS","mei",1.22727272727273,1.72727272727273,1.18181818181818,2.5,0.0909090909090909,0.0909090909090909,1.31818181818182,0.545454545454545,0.0909090909090909,0,0,2.84090909090909,2.84090909090909
"leo-moura",37701,"Grêmio - RS","lat",0.111111111111111,0.666666666666667,1.27777777777778,1.83333333333333,0.222222222222222,0.111111111111111,1.05555555555556,0.0555555555555556,0,0,0,2.72777777777778,6.06111111111111
"anderson",38001,"Bahia - BA","gol",0,0.0666666666666667,0,0.333333333333333,0,0,0.2,0,0,0.8,0,2.26666666666667,2.46666666666667
"maicon",38196,"Grêmio - RS","mei",0.5,1.2,1.75,3.05,0.15,0,0.95,0.2,0.15,0,0,3.45,3.45
"fabio-santos",38229,"Atlético - MG","lat",0.375,1.5,1.0625,2.4375,0.03125,0.15625,1.46875,0.1875,0.125,0,0,1.603125,3.321875
"wellington-paulista",38279,"Chapecoense - SC","ata",1.91666666666667,2.66666666666667,0.625,2.29166666666667,0.0833333333333333,0.375,1.75,1.375,0.208333333333333,0,0,2.825,2.825
"marcio-araujo",38311,"Chapecoense - SC","mei",0.25,1.14285714285714,1.89285714285714,1.85714285714286,0,0,1.07142857142857,0.178571428571429,0,0,0,2.31428571428571,2.31428571428571
"jadson",38315,"Corinthians - SP","mei",0.92,0.64,0.2,3.4,0.2,0.16,0.44,0.44,0.16,0,0,2.128,2.128
"leandro-castan",38505,"Vasco da Gama - RJ","zag",0.142857142857143,1.64285714285714,1.78571428571429,1.14285714285714,0,0,0.857142857142857,0.0714285714285714,0,0,0,1.22857142857143,2.65714285714286
"eder-luis",38508,"Ceará - CE","ata",0.384615384615385,0.538461538461538,0.307692307692308,0.846153846153846,0,0.384615384615385,0.769230769230769,0.153846153846154,0,0,0,0.530769230769231,0.530769230769231
"felipe-melo",38545,"Palmeiras - SP","mei",0.517241379310345,2,1.96551724137931,2,0.0344827586206897,0.0689655172413793,0.896551724137931,0.344827586206897,0.0689655172413793,0,0,2.22413793103448,2.22413793103448
"matheus-ferraz",38632,"América - MG","zag",0.242424242424242,1.15151515151515,1.21212121212121,1.03030303030303,0,0.0606060606060606,0.484848484848485,0.151515151515152,0,0,0,1.19393939393939,2.55757575757576
"douglas",38738,"Grêmio - RS","mei",0.642857142857143,0.714285714285714,0.0714285714285714,4.07142857142857,0.0714285714285714,0,0.928571428571429,0.214285714285714,0.142857142857143,0,0,0.9,0.9
"diego",38909,"Flamengo - RJ","mei",1.42307692307692,1.84615384615385,1.19230769230769,3.65384615384615,0.115384615384615,0.307692307692308,3.15384615384615,0.846153846153846,0.230769230769231,0,0,4.02692307692308,4.02692307692308
"ricardo-oliveira",38910,"Atlético - MG","ata",2.11428571428571,1.51428571428571,0.342857142857143,1.2,0.2,0.657142857142857,1.02857142857143,0.885714285714286,0.371428571428571,0,0,5.26571428571429,5.26571428571429
"nene",38913,"São Paulo - SP","mei",1.37142857142857,1.05714285714286,0.714285714285714,3.11428571428571,0.142857142857143,0.285714285714286,2.02857142857143,0.628571428571429,0.228571428571429,0,0,3.84,3.84
"amaral",42232,"Chapecoense - SC","mei",0.391304347826087,1.78260869565217,1.65217391304348,0.91304347826087,0,0.0434782608695652,0.565217391304348,0.217391304347826,0,0,0,1.76086956521739,1.76086956521739
"cassio",42234,"Corinthians - SP","gol",0,0.185185185185185,0.037037037037037,0.592592592592593,0,0,0.0740740740740741,0,0,1.2962962962963,0,3.48888888888889,3.37777777777778
"marcio-azevedo",42491,"Atlético - PR","lat",0.2,0.8,0.9,1.5,0,0,1.4,0.1,0,0,0,1.1,1.6
"fagner",42500,"Corinthians - SP","lat",0.3,1.2,1.85,4.4,0.2,0,1.15,0.2,0,0,0,2.335,3.835
"rhodolfo",42501,"Flamengo - RJ","zag",0.272727272727273,0.272727272727273,1.36363636363636,1,0,0.0909090909090909,0.363636363636364,0.0909090909090909,0.0909090909090909,0,0,2.24545454545455,5.42727272727273
"ernando",49651,"Sport - PE","zag",0.193548387096774,0.709677419354839,1.03225806451613,1.09677419354839,0,0,0.548387096774194,0.0967741935483871,0,0,0,1.13870967741936,2.59032258064516
"julio-cesar",49673,"Fluminense - RJ","gol",0,0.0857142857142857,0.0285714285714286,0.514285714285714,0,0,0.257142857142857,0,0,1.31428571428571,0.0285714285714286,4.03142857142857,3.66
"everton",50301,"São Paulo - SP","mei",0.807692307692308,1.61538461538462,0.730769230769231,2.76923076923077,0.230769230769231,0.538461538461538,2,0.346153846153846,0.192307692307692,0,0,3.13461538461538,3.13461538461538
"adilson",50307,"Atlético - MG","mei",0.272727272727273,2,2.45454545454545,1.77272727272727,0,0,1.5,0.272727272727273,0,0,0,2.57272727272727,2.57272727272727
"elicarlos",50313,"Chapecoense - SC","mei",0.615384615384615,1.46153846153846,1.65384615384615,1.30769230769231,0,0,1.69230769230769,0.307692307692308,0.0769230769230769,0,0,3.16923076923077,3.16923076923077
"hudson",50324,"São Paulo - SP","mei",0.967741935483871,2.38709677419355,2.80645161290323,1.29032258064516,0,0.129032258064516,1.2258064516129,0.709677419354839,0.032258064516129,0,0,3.79032258064516,3.79032258064516
"kayke",50402,"Fluminense - RJ","ata",1,1.90909090909091,0.636363636363636,0.909090909090909,0,0.363636363636364,0.181818181818182,0.363636363636364,0,0,0,0.418181818181818,0.418181818181818
"eduardo",50645,"Chapecoense - SC","lat",0.275862068965517,1.48275862068966,1.79310344827586,2.96551724137931,0.137931034482759,0,0.96551724137931,0.206896551724138,0,0,0,2.32413793103448,3.70344827586207
"henrique",50856,"Corinthians - SP","zag",0.342857142857143,0.8,0.742857142857143,0.628571428571429,0,0.0285714285714286,0.514285714285714,0.257142857142857,0.0571428571428571,0,0,1.25142857142857,2.82285714285714
"everton-ribeiro",51772,"Flamengo - RJ","mei",1.37142857142857,1.54285714285714,1.51428571428571,3.88571428571429,0.142857142857143,0.0571428571428571,1.8,0.685714285714286,0.171428571428571,0,0,4.11428571428571,4.11428571428571
"victor",52950,"Atlético - MG","gol",0,0.0789473684210526,0,0.657894736842105,0,0,0.131578947368421,0,0,1.63157894736842,0,4.60526315789474,3.78947368421053
"elias",54395,"Atlético - MG","mei",0.878787878787879,1.39393939393939,1.36363636363636,2.12121212121212,0.121212121212121,0.151515151515152,1.09090909090909,0.545454545454545,0.151515151515152,0,0,3.2,3.2
"marquinhos",60788,"América - MG","ata",0.5625,0.4375,0.375,2.5,0.0625,0.125,1.125,0.1875,0.0625,0,0,1.45,1.45
"felipe-azevedo",60825,"Ceará - CE","ata",0.793103448275862,0.827586206896552,0.724137931034483,1.58620689655172,0.103448275862069,0.0344827586206897,1.06896551724138,0.413793103448276,0.0344827586206897,0,0,2.2,2.2
"luan",60834,"América - MG","ata",0.923076923076923,2.34615384615385,1.19230769230769,2.80769230769231,0.115384615384615,0.269230769230769,2.38461538461538,0.730769230769231,0.0384615384615385,0,0,1.63846153846154,1.63846153846154
"jael",60859,"Grêmio - RS","ata",0.95,1.4,0.35,2.35,0.1,0.1,1.15,0.35,0.3,0,0,2.85,2.85
"gilberto",61188,"Bahia - BA","ata",2,1,0.842105263157895,1.73684210526316,0,0.157894736842105,1.57894736842105,1.15789473684211,0.368421052631579,0,0,5.31578947368421,5.31578947368421
"camilo",62009,"Internacional - RS","mei",0.846153846153846,0.461538461538462,0.384615384615385,1.76923076923077,0.153846153846154,0.153846153846154,0.615384615384615,0.692307692307692,0.0769230769230769,0,0,2.07692307692308,2.07692307692308
"edimar",62024,"São Paulo - SP","lat",0.2,0.933333333333333,1,1.2,0.0666666666666667,0,0.733333333333333,0.2,0,0,0,1.33333333333333,3.66666666666667
"para",62086,"Flamengo - RJ","lat",0.222222222222222,1.77777777777778,1,2.33333333333333,0.0555555555555556,0.111111111111111,1.22222222222222,0.111111111111111,0,0,0,0.633333333333333,3.41111111111111
"vanderlei",62121,"Santos - SP","gol",0,0,0,0.257142857142857,0,0,0.257142857142857,0,0,1.25714285714286,0,3.82285714285714,3.70857142857143
"wellington",62129,"Atlético - PR","mei",0.55,2,1.2,1.2,0,0,0.2,0.35,0.05,0,0,0.875,0.875
"werley",62974,"Vasco da Gama - RJ","zag",0.5,1.07142857142857,1.28571428571429,1.78571428571429,0,0,0.714285714285714,0.357142857142857,0,0,0,1.20714285714286,2.99285714285714
"willian-farias",63058,"Vitória - BA","mei",0.428571428571429,1.14285714285714,1.42857142857143,1.19047619047619,0.0476190476190476,0.0476190476190476,0.571428571428571,0.380952380952381,0,0,0,1.93333333333333,1.93333333333333
"douglas",63128,"Chapecoense - SC","zag",0.32258064516129,1.38709677419355,1.32258064516129,0.67741935483871,0,0,0.645161290322581,0.258064516129032,0,0,0,1.50967741935484,3.12258064516129
"moises",63158,"Palmeiras - SP","mei",0.615384615384615,1.34615384615385,1.61538461538462,2.19230769230769,0,0,1,0.307692307692308,0.0769230769230769,0,0,2.45384615384615,2.45384615384615
"paulao",63172,"América - MG","zag",0.333333333333333,1.33333333333333,1.16666666666667,1.16666666666667,0,0.25,0.5,0.25,0,0,0,0.241666666666667,1.075
"carlinhos",63194,"América - MG","lat",0.851851851851852,2.25925925925926,2.03703703703704,2.88888888888889,0.0740740740740741,0.148148148148148,1.11111111111111,0.37037037037037,0.0740740740740741,0,0,2.85555555555556,4.15185185185185
"luan",63219,"Atlético - MG","ata",1.11111111111111,1.94444444444444,2.44444444444444,3.08333333333333,0.138888888888889,0.111111111111111,1.22222222222222,0.722222222222222,0.0833333333333333,0,0,4.43055555555556,4.43055555555556
"edenilson",63289,"Internacional - RS","mei",0.625,1.3125,1.375,2.28125,0.15625,0.0625,1.28125,0.375,0.09375,0,0,2.834375,2.834375
"rodrigo-moledo",63354,"Internacional - RS","zag",0.72,1.16,1.84,1.2,0,0.08,1.2,0.48,0.08,0,0,3.176,5.776
"andre",68690,"Grêmio - RS","ata",1.08695652173913,2.17391304347826,0.434782608695652,1.78260869565217,0,0.565217391304348,1.39130434782609,0.608695652173913,0.173913043478261,0,0,1.36086956521739,1.36086956521739
"camacho",68770,"Atlético - PR","mei",0.421052631578947,1.78947368421053,1.89473684210526,1.94736842105263,0,0,0.736842105263158,0.263157894736842,0.0526315789473684,0,0,2.09473684210526,2.09473684210526
"maxi-lopez",68800,"Vasco da Gama - RJ","ata",1.57894736842105,3.36842105263158,0.263157894736842,1.94736842105263,0.315789473684211,0.368421052631579,1.15789473684211,0.789473684210526,0.368421052631579,0,0,3.74210526315789,3.74210526315789
"marcelo-lomba",68872,"Internacional - RS","gol",0,0.0416666666666667,0.0416666666666667,0.291666666666667,0,0,0.208333333333333,0,0,1.41666666666667,0,4.24583333333333,4.82916666666667
"paulo-victor",68873,"Grêmio - RS","gol",0,0.1,0,0.4,0,0,0.15,0,0,1.1,0,3.055,3.505
"digao",68886,"Fluminense - RJ","zag",0.416666666666667,1.58333333333333,1.33333333333333,1.41666666666667,0,0,0.5,0.208333333333333,0.0416666666666667,0,0,1.54583333333333,3.62916666666667
"gum",68887,"Fluminense - RJ","zag",0.444444444444444,1.44444444444444,0.962962962962963,1.96296296296296,0.037037037037037,0.037037037037037,0.518518518518518,0.296296296296296,0.037037037037037,0,0,0.948148148148148,2.98518518518519
"rodrigo-pimpao",68901,"Botafogo - RJ","ata",0.758620689655172,1.24137931034483,0.896551724137931,1.6551724137931,0,0,0.862068965517241,0.448275862068966,0.0344827586206897,0,0,1.22068965517241,1.22068965517241
"diego-souza",68911,"São Paulo - SP","mei",1.38709677419355,1.45161290322581,0.225806451612903,1.96774193548387,0.0967741935483871,0.483870967741935,1.38709677419355,0.580645161290323,0.387096774193548,0,0,3.99354838709678,3.99354838709678
"dudu",68920,"Palmeiras - SP","ata",1.86666666666667,1.26666666666667,0.6,3.46666666666667,0.466666666666667,0.133333333333333,4.23333333333333,0.733333333333333,0.233333333333333,0,0,6.53,6.53
"leonardo-silva",68925,"Atlético - MG","zag",0.666666666666667,1.75,1.66666666666667,2.29166666666667,0,0.166666666666667,1.16666666666667,0.333333333333333,0.166666666666667,0,0,2.60416666666667,4.47916666666667
"kieza",68930,"Botafogo - RJ","ata",1.34615384615385,1.11538461538462,0.307692307692308,1.5,0.0769230769230769,0.346153846153846,2.15384615384615,0.5,0.269230769230769,0,0,3.98846153846154,3.98846153846154
"manoel",69014,"Cruzeiro - MG","zag",0.133333333333333,1.33333333333333,0.6,1.66666666666667,0,0.0666666666666667,0.866666666666667,0.0666666666666667,0.0666666666666667,0,0,0.42,2.42
"marcelo-cirino",69022,"Atlético - PR","ata",1,0.933333333333333,0.466666666666667,1.86666666666667,0,0.0666666666666667,0.733333333333333,0.533333333333333,0.266666666666667,0,0,2.70666666666667,2.70666666666667
"pablo",69138,"Atlético - PR","ata",1.93548387096774,2.41935483870968,1.19354838709677,1.12903225806452,0.0645161290322581,0.774193548387097,0.806451612903226,0.870967741935484,0.354838709677419,0,0,4.9,4.9
"victor-ferraz",70046,"Santos - SP","lat",0.5,0.966666666666667,2,2.53333333333333,0,0.166666666666667,0.5,0.2,0.1,0,0,2.87333333333333,4.87333333333333
"fellipe-bastos",70116,"Sport - PE","mei",1.71428571428571,1.42857142857143,1.85714285714286,3.17857142857143,0.0714285714285714,0.0357142857142857,1,1.07142857142857,0.0357142857142857,0,0,3.66785714285714,3.66785714285714
"wescley",70925,"Ceará - CE","mei",0.909090909090909,1.45454545454545,0.727272727272727,1.72727272727273,0,0.0909090909090909,0.454545454545455,0.454545454545455,0.272727272727273,0,0,2.51818181818182,2.51818181818182
"bruno-henrique",70944,"Palmeiras - SP","mei",1.09090909090909,2.24242424242424,1.75757575757576,1.75757575757576,0.0909090909090909,0,1.18181818181818,0.606060606060606,0.272727272727273,0,0,4.69090909090909,4.69090909090909
"vinicius",71162,"Bahia - BA","mei",1.37931034482759,0.655172413793103,0.413793103448276,2.41379310344828,0.0344827586206897,0.103448275862069,0.551724137931034,0.862068965517241,0.137931034482759,0,0,1.86896551724138,1.86896551724138
"lucho-gonzalez",71479,"Atlético - PR","mei",0.384615384615385,1.11538461538462,1.5,2.15384615384615,0.115384615384615,0.192307692307692,0.230769230769231,0.153846153846154,0.0384615384615385,0,0,1.9,1.9
"kelvin",71549,"Vasco da Gama - RJ","ata",0.588235294117647,0.529411764705882,0.470588235294118,1.23529411764706,0.117647058823529,0,1.05882352941176,0.235294117647059,0.0588235294117647,0,0,2.11176470588235,2.11176470588235
"fernando-miguel",71571,"Vasco da Gama - RJ","gol",0,0.0714285714285714,0,0.285714285714286,0,0,0.0714285714285714,0,0,1.28571428571429,0.0714285714285714,4.16428571428572,3.16428571428571
"weverton",71631,"Palmeiras - SP","gol",0,0.0434782608695652,0,0.521739130434783,0,0,0.0869565217391304,0,0,0.956521739130435,0,2.6695652173913,4.06086956521739
"elton",71719,"Bahia - BA","mei",0.75,3.03571428571429,2.5,1.64285714285714,0.142857142857143,0.0357142857142857,0.464285714285714,0.464285714285714,0,0,0,3.01785714285714,3.01785714285714
"thiago-galhardo",71844,"Vasco da Gama - RJ","mei",0.681818181818182,1.63636363636364,0.954545454545455,2.63636363636364,0.0909090909090909,0.136363636363636,1.31818181818182,0.227272727272727,0.136363636363636,0,0,2.34545454545455,2.34545454545455
"michel",71920,"Grêmio - RS","mei",0.4,1.3,2.8,2.6,0.1,0.1,0.5,0.4,0,0,0,3.14,3.14
"juninho",71937,"Ceará - CE","mei",1.4,2.06666666666667,2.53333333333333,3.26666666666667,0,0,1.06666666666667,0.8,0.0666666666666667,0,0,4.03333333333333,4.03333333333333
"bruno-cortez",72079,"Grêmio - RS","lat",0.115384615384615,1.53846153846154,1.76923076923077,2.23076923076923,0,0.0769230769230769,1.26923076923077,0.0384615384615385,0,0,0,1.76153846153846,5.22307692307692
"everson",72294,"Ceará - CE","gol",0.0882352941176471,0.147058823529412,0.0294117647058824,0.411764705882353,0,0,0.294117647058824,0.0588235294117647,0.0294117647058824,1.91176470588235,0,5.83529411764706,5.54117647058824
"luiz-otavio",72359,"Ceará - CE","zag",0.366666666666667,1,1.9,0.8,0.0333333333333333,0,0.266666666666667,0.3,0.0333333333333333,0,0,2.55666666666667,4.39
"hernane",72386,"Sport - PE","ata",1.17647058823529,1.64705882352941,1.17647058823529,1.35294117647059,0.117647058823529,0.235294117647059,2.41176470588235,0.529411764705882,0.117647058823529,0,0,4.12352941176471,4.12352941176471
"samuel-xavier",73384,"Ceará - CE","lat",0.375,2.125,1.375,2.20833333333333,0.166666666666667,0.0416666666666667,1.83333333333333,0.291666666666667,0.0416666666666667,0,0,1.88333333333333,3.75833333333333
"gabriel",73515,"Sport - PE","mei",0.909090909090909,0.848484848484849,0.727272727272727,2.24242424242424,0.0909090909090909,0.0909090909090909,1.75757575757576,0.424242424242424,0.151515151515152,0,0,3.03030303030303,2.90909090909091
"rogerio",73540,"Sport - PE","ata",1.65384615384615,1.07692307692308,0.538461538461538,1.15384615384615,0.0769230769230769,0.384615384615385,1.92307692307692,0.923076923076923,0.115384615384615,0,0,3.24615384615385,3.24615384615385
