"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name"
"405","Jadson Rodrigues da Silva","Jadson","https://s.glbimg.com/es/sde/f/2018/03/20/6abc8106b7c4341690dfaa6a5f4fbfdb_FORMATO.png",38315,1,"COR","mei","Provável",0,12,0,0,0,"Corinthians"
"406","Natanael de Sousa Santos Júnior","Júnior Santos","https://s.glbimg.com/es/sde/f/2018/03/08/b89f3c306269e483bfb162750fd621be_FORMATO.png",101797,1,"CHA","ata","Nulo",0,1,0,0,0,"Chapecoense"
"407","Danilo Gabriel de Andrade","Danilo","https://s.glbimg.com/es/sde/f/2018/03/19/1f0051211ca9ceda30ab8fde3573c5b4_FORMATO.png",38067,1,"COR","mei","Nulo",0,4,0,0,0,"Corinthians"
"408","Vilson Xavier de Meneses Junior","Vilson","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png",50439,1,"COR","zag","Nulo",0,4,0,0,0,"Corinthians"
"409","Cássio Ramos","Cássio","https://s.glbimg.com/es/sde/f/2018/03/19/dbcf7ccb715fd30000de63618da5c89b_FORMATO.png",42234,1,"COR","gol","Provável",0,13,0,0,0,"Corinthians"
"410","Márcio Passos de Albuquerque","Emerson Sheik","https://s.glbimg.com/es/sde/f/2018/03/20/ee5515039eef72f54101762640fb53f5_FORMATO.png",68744,1,"COR","ata","Nulo",0,8,0,0,0,"Corinthians"
"411","Walter Leandro Capeloza Artune","Walter","https://s.glbimg.com/es/sde/f/2018/03/20/d0132ebc98e69f3bf16295300fa37c33_FORMATO.png",51413,1,"COR","gol","Nulo",0,7,0,0,0,"Corinthians"
"412","Fagner Conserva Lemos","Fagner","https://s.glbimg.com/es/sde/f/2018/03/19/528856fa71a532f9c34d6147c18a41cf_FORMATO.png",42500,1,"COR","lat","Provável",0,17,0,0,0,"Corinthians"
"413","Lucca Borges Brito","Lucca","https://s.glbimg.com/es/sde/f/2018/03/20/b0aefc9aa5da85b90bded7be291e7c52_FORMATO.png",61149,1,"COR","ata","Nulo",0,8,0,0,0,"Corinthians"
"414","Sérgio Dutra Júnior","Júnior Dutra","https://s.glbimg.com/es/sde/f/2018/03/20/c8437e142fdd78fc9a58612ecb464b3f_FORMATO.png",68784,1,"COR","ata","Nulo",0,7,0,0,0,"Corinthians"
"415","Ralf de Souza Telles","Ralf","https://s.glbimg.com/es/sde/f/2018/03/20/8642b2d09ae09e94e978e70d01b2cb69_FORMATO.png",52190,1,"COR","mei","Provável",0,10,0,0,0,"Corinthians"
"416","Paulo Roberto da Silva","Paulo Roberto","https://s.glbimg.com/es/sde/f/2018/03/20/24dcab97bac1e830cd13938c4beb81ea_FORMATO.png",69047,1,"COR","mei","Nulo",0,3,0,0,0,"Corinthians"
"417","Marcos Gabriel do Nascimento","Marquinhos Gabriel","https://s.glbimg.com/es/sde/f/2018/03/20/e4194c2bbdf34fa12da281428a823667_FORMATO.png",68954,1,"COR","mei","Nulo",0,6,0,0,0,"Corinthians"
"418","Fábio Luiz Carille de Araújo","Fábio Carille","https://s.glbimg.com/es/sde/f/2018/03/20/3e7bfa01fec16848b569ba9368ea13ef_FORMATO.png",70696,1,"COR","tec","Provável",0,14,0,0,0,"Corinthians"
"419"," Bruno Paulo Machado Barbosa","Bruno Paulo","https://s.glbimg.com/es/sde/f/2017/04/19/35fde99efcca9657a34dc1eee16d7ee3_FORMATO.png",68918,1,"COR","ata","Nulo",0,1,0,0,0,"Corinthians"
"420","Clayson Henrique da Silva Vieira","Clayson","https://s.glbimg.com/es/sde/f/2018/03/19/8d90e0a2771563f6cb02d576edbed6ed_FORMATO.png",83817,1,"COR","ata","Nulo",0,9,0,0,0,"Corinthians"
"421","Marllon Gonçalves Jerônimo Borges","Marllon","https://s.glbimg.com/es/sde/f/2018/03/20/5302f545b04fee129a787fd002b3ca0f_FORMATO.png",70666,1,"COR","zag","Nulo",0,7,0,0,0,"Corinthians"
"422","Henrique Adriano Buss","Henrique","https://s.glbimg.com/es/sde/f/2018/03/20/8fc5425796ec6ab741dfe1de895adb4b_FORMATO.png",50856,1,"COR","zag","Provável",0,10,0,0,0,"Corinthians"
"423","Fabián Cornelio Balbuena González","Balbuena","https://s.glbimg.com/es/sde/f/2018/03/19/8391694cbff5bcefdd87bc85cc615423_FORMATO.png",87887,1,"COR","zag","Provável",0,18,0,0,0,"Corinthians"
"424","Renê dos Santos Júnior","Renê Júnior","https://s.glbimg.com/es/sde/f/2018/03/20/8b306efa7463aa34e658516c465f664e_FORMATO.png",73281,1,"COR","mei","Nulo",0,10,0,0,0,"Corinthians"
"425","Matheus Caldeira Vidotto de Oliveira","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2017/04/23/0469f80ea84703c3178371ab0fa1dd2f_FORMATO.png",80286,1,"COR","gol","Nulo",0,2,0,0,0,"Corinthians"
"426","Sidcley Ferreira Pereira","Sidcley","https://s.glbimg.com/es/sde/f/2018/03/23/9db2d3b03abd4966fab935ec9672a2f8_FORMATO.png",86764,1,"COR","lat","Provável",0,8,0,0,0,"Corinthians"
"427","Ángel Rodrigo Romero Villamayor","Ángel Romero","https://s.glbimg.com/es/sde/f/2018/03/20/292916e18c1ce65fc08c89adaf9bc787_FORMATO.png",88323,1,"COR","ata","Provável",0,9,0,0,0,"Corinthians"
"428","Gabriel Girotto Franco","Gabriel","https://s.glbimg.com/es/sde/f/2018/03/20/f7f3ef2aa7e013b4bf918f93353c9027_FORMATO.png",78605,1,"COR","mei","Nulo",0,11,0,0,0,"Corinthians"
"429","Colin Kazim-Richards","Kazim","https://s.glbimg.com/es/sde/f/2018/03/20/2b1aef192298682a8f7aafb1efaf4147_FORMATO.png",91519,1,"COR","ata","Nulo",0,4,0,0,0,"Corinthians"
"430","Mateus da Silva Vital Assumpção","Mateus Vital","https://s.glbimg.com/es/sde/f/2018/03/20/737d7c44d8457c420b7d44f962dc43a2_FORMATO.png",93108,1,"COR","mei","Provável",0,5,0,0,0,"Corinthians"
"431","Pedro Henrique Ribeiro Gonçalves","Pedro Henrique","https://s.glbimg.com/es/sde/f/2018/03/20/8fd39c1e3c30b0a5e0900d4c03b66984_FORMATO.png",87225,1,"COR","zag","Nulo",0,6,0,0,0,"Corinthians"
"432","Luis Antônio da Rocha Júnior","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2018/03/20/8f8212f9c28a01b34b99705103fa08d8_FORMATO.png",94968,1,"COR","lat","Nulo",0,7,0,0,0,"Corinthians"
"433","Caíque França Godoy","Caíque França","https://s.glbimg.com/es/sde/f/2018/03/19/930bb1645127cc2974dd8b133682b00a_FORMATO.png",91808,1,"COR","gol","Nulo",0,2,0,0,0,"Corinthians"
"434","Maycon de Andrade Barberan","Maycon","https://s.glbimg.com/es/sde/f/2018/03/20/d19a9c4b9d3ba05a024d7f2db30a1583_FORMATO.png",94154,1,"COR","mei","Provável",0,7,0,0,0,"Corinthians"
"435","Guilherme Mantuan","Mantuan","https://s.glbimg.com/es/sde/f/2018/03/20/2b8233d622a61c793ba16508bc8c3e02_FORMATO.png",97315,1,"COR","lat","Nulo",0,2,0,0,0,"Corinthians"
"436","Jean Carlos de Souza Irmer","Jean","https://s.glbimg.com/es/sde/f/2018/02/23/81278e243ea792e245a0e137c8e9ed9e_FORMATO.jpeg",89150,1,"COR","mei","Nulo",0,3,0,0,0,"Corinthians"
"437","Leonardo Rodrigues dos Santos","Léo Santos","https://s.glbimg.com/es/sde/f/2018/03/20/9e024bd996bfcfe044fa0ceaca14d7ee_FORMATO.png",95820,1,"COR","zag","Nulo",0,2,0,0,0,"Corinthians"
"438","José Henrique da Silva Dourado","Henrique Dourado","https://s.glbimg.com/es/sde/f/2018/03/08/5d6a3a7c40bbf9f4d07b75169fc9be0f_FORMATO.png",81905,1,"FLA","ata","Provável",0,22,0,0,0,"Flamengo"
"439","Pedro Victor Delmino da Silva","Pedrinho","https://s.glbimg.com/es/sde/f/2018/03/20/647d2f9294de7cfe0e135b44beacdfa9_FORMATO.png",98706,1,"COR","mei","Nulo",0,6,0,0,0,"Corinthians"
"440","Luis Antônio Venker de Menezes","Mano Menezes","https://s.glbimg.com/es/sde/f/2016/08/09/246730e80d7ef5af15c8b59b8491c289_FORMATO.png",37281,1,"CRU","tec","Provável",0,13,0,0,0,"Cruzeiro"
"441","Filipe Gonçalves dos Santos","Filipe","https://s.glbimg.com/es/sde/f/2018/03/19/27a5b03e54471091e2daf78e203363ef_FORMATO.png",100712,1,"COR","gol","Nulo",0,1,0,0,0,"Corinthians"
"442","Matheus Matias Ferreira","Matheus Matias","https://s.glbimg.com/es/sde/f/2018/03/20/eb73de7fb8328542fb0438fdd1809c4b_FORMATO.png",100430,1,"COR","ata","Nulo",0,4,0,0,0,"Corinthians"
"443","Carlos Augusto Zopalato Neves","Carlos Augusto","https://s.glbimg.com/es/sde/f/2018/03/19/d811d2472e0a8de265d64d5bb810d3ca_FORMATO.png",101803,1,"COR","lat","Nulo",0,1,0,0,0,"Corinthians"
"444","Edílson Mendes Guimarães","Edílson","https://s.glbimg.com/es/sde/f/2018/03/20/8bfba60975f0fbad8d9932b7f4fc39d1_FORMATO.png",38523,1,"CRU","lat","Provável",0,13,0,0,0,"Cruzeiro"
"445","Rafael Marques Mariano","Rafael Marques","https://s.glbimg.com/es/sde/f/2017/05/16/3246550328efb6a72fe4e85ea0bbff11_FORMATO.png",38957,1,"CRU","ata","Nulo",0,4,0,0,0,"Cruzeiro"
"446","Henrique Pacheco de Lima","Henrique","https://s.glbimg.com/es/sde/f/2016/04/29/3ee91a269e77c0defb08f1fee38c0aff_FORMATO.png",37694,1,"CRU","mei","Provável",0,10,0,0,0,"Cruzeiro"
"447","Fábio Deivson Lopes Maciel","Fábio","https://s.glbimg.com/es/sde/f/2017/04/05/8723e1fa0950cb91f4b5c39409f23d85_FORMATO.png",37656,1,"CRU","gol","Provável",0,16,0,0,0,"Cruzeiro"
"448","Rafael da Silva Francisco","Rafinha","https://s.glbimg.com/es/sde/f/2017/04/22/b38b67b4598e604b5f9219b7e65d47d7_FORMATO.png",38421,1,"CRU","mei","Nulo",0,11,0,0,0,"Cruzeiro"
"449","Thiago Neves Augusto","Thiago Neves","https://s.glbimg.com/es/sde/f/2017/02/19/6bb6e70216d205ad23e44268eba27692_FORMATO.png",38277,1,"CRU","mei","Provável",0,24,0,0,0,"Cruzeiro"
"450","Egídio de Araújo Pereira Júnior","Egídio","https://s.glbimg.com/es/sde/f/2018/03/20/e6c3059f14e524e15524f9afcdb72548_FORMATO.png",42145,1,"CRU","lat","Provável",0,11,0,0,0,"Cruzeiro"
"451","Frederico Chaves Guedes","Fred","https://s.glbimg.com/es/sde/f/2018/03/20/dcf1263fda5e3c6b655a72d32ff0d6be_FORMATO.png",38162,1,"CRU","ata","Contundido",0,16,0,0,0,"Cruzeiro"
"452","Rafael Augusto Sobis do Nascimento","Rafael Sobis","https://s.glbimg.com/es/sde/f/2016/07/06/9f448978203e98dc8d4f57f547ed8a44_FORMATO.png",37798,1,"CRU","ata","Provável",0,8,0,0,0,"Cruzeiro"
"453","Leonardo Renan Simões de Lacerda","Léo","https://s.glbimg.com/es/sde/f/2016/04/29/442f1e513bf554cc4cbcce5ae7ace03b_FORMATO.png",50459,1,"CRU","zag","Provável",0,7,0,0,0,"Cruzeiro"
"454","Anderson Vital da Silva","Dedé","https://s.glbimg.com/es/sde/f/2017/04/05/526dd85f05139f739aca91b753b00ec9_FORMATO.png",60819,1,"CRU","zag","Provável",0,6,0,0,0,"Cruzeiro"
"455","Bruno César Pereira da Silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/01/12/9fa1b8a7e9c259b09518c7f6def8f2ab_FORMATO.png",68698,1,"CRU","mei","Nulo",0,8,0,0,0,"Cruzeiro"
"456","Rodrigo Júnior Paula Silva","Digão","https://s.glbimg.com/es/sde/f/2017/08/10/45b089a35e467b5f5cc0a9d46a380b7a_FORMATO.png",68886,1,"CRU","zag","Nulo",0,6,0,0,0,"Cruzeiro"
"457","Róbson Michael Signorini","Robinho","https://s.glbimg.com/es/sde/f/2016/05/12/bca701933eaad8640785a2a634d5edf4_FORMATO.png",62104,1,"CRU","mei","Provável",0,12,0,0,0,"Cruzeiro"
"458","Rafael Pires Monteiro","Rafael","https://s.glbimg.com/es/sde/f/2016/04/29/43e8562bfd0ac31a9d9fd5bd5f87aee8_FORMATO.png",68928,1,"CRU","gol","Nulo",0,6,0,0,0,"Cruzeiro"
"459","Luiz Ricardo Alves","Sassá","https://s.glbimg.com/es/sde/f/2017/06/22/e7d5b223d7908854c81e04f0e7e0fcc0_FORMATO.png",79578,1,"CRU","ata","Nulo",0,8,0,0,0,"Cruzeiro"
"460","Lucas Silva Borges","Lucas Silva","https://s.glbimg.com/es/sde/f/2017/04/06/f4598cc08e1804689d22d338ac6f7d9b_FORMATO.png",79701,1,"CRU","mei","Nulo",0,5,0,0,0,"Cruzeiro"
"461","Manoel Messias Silva Carvalho","Manoel","https://s.glbimg.com/es/sde/f/2016/04/29/34d00289aba9d71e705b5b7a470861b8_FORMATO.png",69014,1,"CRU","zag","Nulo",0,6,0,0,0,"Cruzeiro"
"462","Alejandro Ariel Cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2017/04/22/6b0dea43cdbaa38c369c09b3e7b75700_FORMATO.png",80363,1,"CRU","mei","Provável",0,7,0,0,0,"Cruzeiro"
"463","Ezequiel Jacinto de Biasi","Ezequiel ","https://s.glbimg.com/es/sde/f/2017/04/23/059f269b9ef5b88550eb9899af203b7b_FORMATO.png",80318,1,"CRU","lat","Nulo",0,4,0,0,0,"Cruzeiro"
"464","Marcelo Hermes","Marcelo Hermes","https://s.glbimg.com/es/sde/f/2018/03/20/1c20a3fec008eb9f29cc1994843f06f2_FORMATO.png",82639,1,"CRU","lat","Nulo",0,5,0,0,0,"Cruzeiro"
"465","Lucas Daniel Romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2017/04/22/b6fe7636fd7cb1575efdcbdfbd2dbd54_FORMATO.png",84558,1,"CRU","mei","Nulo",0,7,0,0,0,"Cruzeiro"
"466","Giorgian Daniel de Arrascaeta Benedetti","Arrascaeta","https://s.glbimg.com/es/sde/f/2017/04/05/c7a931941057f3ba5a13209ed19a41f1_FORMATO.png",87863,1,"CRU","mei","Provável",0,15,0,0,0,"Cruzeiro"
"467","Judivan Flor da Silva","Judivan ","https://s.glbimg.com/es/sde/f/2018/03/30/c14127206b6ba0991e38bc6d98f405c4_FORMATO.png",89190,1,"AME","ata","Nulo",0,3,0,0,0,"América-MG"
"468","Raniel Santana de Vasconcelos","Raniel","https://s.glbimg.com/es/sde/f/2017/04/06/b362899a01b537ee09468f95d34f40f7_FORMATO.png",86797,1,"CRU","ata","Nulo",0,7,0,0,0,"Cruzeiro"
"469","David Correa da Fonseca","David","https://s.glbimg.com/es/sde/f/2018/03/20/17bf5ffaf8c5933b31fd952dc3501b46_FORMATO.png",90309,1,"CRU","ata","Nulo",0,7,0,0,0,"Cruzeiro"
"470","Murilo Cerqueira Paim","Murilo","https://s.glbimg.com/es/sde/f/2017/04/06/ac1485f2fbd995b94c3544520d1ebdd8_FORMATO.png",97653,1,"CRU","zag","Nulo",0,9,0,0,0,"Cruzeiro"
"471","Lucas Oliveira de França","Lucas França","https://s.glbimg.com/es/sde/f/2017/04/22/c63baf2496083057957e4f2bd2ac3847_FORMATO.png",93869,1,"CRU","gol","Nulo",0,3,0,0,0,"Cruzeiro"
"472","Victor Luiz Prestes Filho","Victor Luiz","https://s.glbimg.com/es/sde/f/2016/07/13/fec7b396e3ea32757d4728bef42864b5_FORMATO.png",95260,1,"CRU","lat","Nulo",0,1,0,0,0,"Cruzeiro"
"473","Vitor Eudes de Souza Costa","Vitor Eudes","https://s.glbimg.com/es/sde/f/2018/03/20/78f0bf8a177f9011ad1985d3a51f1ee8_FORMATO.png",102137,1,"CRU","gol","Nulo",0,1,0,0,0,"Cruzeiro"
"474","Lucas de Souza Ventura","Nonoca","https://s.glbimg.com/es/sde/f/2018/04/09/f994b05e8cd6aee16ab81f7cc4871c16_FORMATO.png",97856,1,"SPO","mei","Provável",0,3,0,0,0,"Sport"
"475","Arthur Henrique Vieira Araujo","Arthur","https://s.glbimg.com/es/sde/f/2017/06/07/41375a4dab9feeadba77a4537ccb2623_FORMATO.png",99670,1,"CRU","zag","Nulo",0,3,0,0,0,"Cruzeiro"
"476","Carlos de Menezes Júnior","Cacá",NA,102340,1,"CRU","zag","Nulo",0,1,0,0,0,"Cruzeiro"
"477","Lucas Soares de Almeida","Lucas Soares",NA,100158,1,"CRU","lat","Nulo",0,1,0,0,0,"Cruzeiro"
"478","Vander Tavares Silva","Vander",NA,100159,1,"CRU","mei","Nulo",0,1,0,0,0,"Cruzeiro"
"479","Federico Mancuello","Mancuello","https://s.glbimg.com/es/sde/f/2018/03/20/a7053c4a56edad347c74f10b59091214_FORMATO.png",71066,1,"CRU","mei","Nulo",0,5,0,0,0,"Cruzeiro"
"480","Juan Silveira dos Santos","Juan","https://s.glbimg.com/es/sde/f/2017/08/16/8083bd36b95c924dc4cf0341e39d22e4_FORMATO.jpeg",36540,1,"FLA","zag","Provável",0,12,0,0,0,"Flamengo"
"481","Réver Humberto Alves Araújo","Réver","https://s.glbimg.com/es/sde/f/2017/08/16/85d20e5a1ac2e527a5eca70e709f7b10_FORMATO.jpeg",52253,1,"FLA","zag","Provável",0,14,0,0,0,"Flamengo"
"482","Marcos Rogério Ricci Lopes","Pará","https://s.glbimg.com/es/sde/f/2017/08/16/2215936db5460baf89bb165cdfc691b4_FORMATO.jpeg",62086,1,"FLA","lat","Nulo",0,5,0,0,0,"Flamengo"
"483","Luiz Rhodolfo Dini Gaioto","Rhodolfo","https://s.glbimg.com/es/sde/f/2017/06/20/fa889cb0da25023565bc57fe3fa29fde_FORMATO.png",42501,1,"FLA","zag","Nulo",0,9,0,0,0,"Flamengo"
"484","Diego Alves Carreira","Diego Alves","https://s.glbimg.com/es/sde/f/2018/03/17/067bb395e6a319c1b315da82d992c4f6_FORMATO.png",38509,1,"FLA","gol","Provável",0,13,0,0,0,"Flamengo"
"485","Marcelo de Souza dos Santos Júnior","Marcelo",NA,102342,1,"CRU","ata","Nulo",0,1,0,0,0,"Cruzeiro"
"486","Éverton Augusto de Barros Ribeiro","Éverton Ribeiro","https://s.glbimg.com/es/sde/f/2017/06/24/7deee286983361a4845652b6c39be834_FORMATO.png",51772,1,"FLA","mei","Provável",0,10,0,0,0,"Flamengo"
"487","Ederson Honorato Campos","Ederson","https://s.glbimg.com/es/sde/f/2017/04/24/219907d77bba093529105f5b79abce53_FORMATO.png",70173,1,"FLA","mei","Nulo",0,3,0,0,0,"Flamengo"
"488","Everton Cardoso da Silva","Everton","https://s.glbimg.com/es/sde/f/2017/08/16/eea748e91cc2c7fcc14df5b06906b1e1_FORMATO.jpeg",50301,1,"FLA","mei","Provável",0,12,0,0,0,"Flamengo"
"489","Júlio César Soares de Espíndola","Júlio César","https://s.glbimg.com/es/sde/f/2014/06/11/3a7e27a35abbba8de4db84be0407373b_FORMATO.jpeg",36773,1,"FLA","gol","Nulo",0,7,0,0,0,"Flamengo"
"490","Rodinei Marcelo de Almeida","Rodinei","https://s.glbimg.com/es/sde/f/2017/08/22/3d68a6ab1db666a905e96248e4bcd4d9_FORMATO.jpeg",73992,1,"FLA","lat","Provável",0,7,0,0,0,"Flamengo"
"491","Renê Rodrigues Martins","Renê","https://s.glbimg.com/es/sde/f/2017/08/22/99c083a6ab42125b85a679e552eea687_FORMATO.jpeg",78445,1,"FLA","lat","Provável",0,5,0,0,0,"Flamengo"
"492","Gustavo Leonardo Cuellar Gallego","Cuéllar","https://s.glbimg.com/es/sde/f/2017/08/16/47b4cc4af08862b4cf6685d475edd618_FORMATO.jpeg",71709,1,"FLA","mei","Provável",0,8,0,0,0,"Flamengo"
"493","Orlando Enrique Berrío Meléndez","Berrío ","https://s.glbimg.com/es/sde/f/2017/08/16/8f979b78f3df5801a77118cd72b411c6_FORMATO.jpeg",85300,1,"FLA","ata","Contundido",0,5,0,0,0,"Flamengo"
"494","José Paolo Guerrero Gonzales","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2017/08/16/aec506211b5663eb0569825b5aee6db6_FORMATO.jpeg",75295,1,"FLA","ata","Suspenso",0,15,0,0,0,"Flamengo"
"495","Romulo Borges Monteiro","Romulo","https://s.glbimg.com/es/sde/f/2017/04/24/b61c326027e887dd7e7893e82ca94121_FORMATO.png",70009,1,"FLA","mei","Nulo",0,4,0,0,0,"Flamengo"
"496","Geuvânio Santos Silva","Geuvânio","https://s.glbimg.com/es/sde/f/2017/08/19/6ed768c25192e0409297a3bc10cc1eca_FORMATO.png",73896,1,"FLA","ata","Nulo",0,4,0,0,0,"Flamengo"
"497","Willian Souza Arão da Silva","Willian Arão","https://s.glbimg.com/es/sde/f/2017/08/22/283b47a1bbb66d81e0b2118ce53853f1_FORMATO.jpeg",78478,1,"FLA","mei","Nulo",0,7,0,0,0,"Flamengo"
"498","Marlos Moreno Durán","Marlos","https://s.glbimg.com/es/sde/f/2018/03/24/1f32f4ee7772ddc25dde8057615c658f_FORMATO.png",89827,1,"FLA","ata","Nulo",0,6,0,0,0,"Flamengo"
"499","Leonardo Peixoto Principe","Léo Principe","https://s.glbimg.com/es/sde/f/2018/03/20/7c27af8531a12b276733e980e1d3471f_FORMATO.png",94765,1,"COR","lat","Nulo",0,4,0,0,0,"Corinthians"
"500","Thiago Rodrigues da Silva","Thiago","https://s.glbimg.com/es/sde/f/2017/04/24/cbff6dc155e200c1acd0f26dfbad6fae_FORMATO.png",91194,1,"FLA","gol","Nulo",0,4,0,0,0,"Flamengo"
"501","César Bernardo Dutra","César","https://s.glbimg.com/es/sde/f/2017/04/24/8a28cbc657b6535a81d1cbad583afa48_FORMATO.png",78086,1,"FLA","gol","Nulo",0,7,0,0,0,"Flamengo"
"502","Jonas Gomes de Sousa","Jonas","https://s.glbimg.com/es/sde/f/2018/03/23/b1dff93baf0e7bbccc6e54768a31ed68_FORMATO.png",85586,1,"FLA","mei","Nulo",0,7,0,0,0,"Flamengo"
"503","Hugo Gomes dos Santos Silva","Jajá","https://s.glbimg.com/es/sde/f/2016/04/20/7c20ebcc904c9629cdb6bd202ad316f4_FORMATO.png",91263,1,"FLA","mei","Nulo",0,2,0,0,0,"Flamengo"
"504","Miguel Ángel Trauco Saavedra","Trauco","https://s.glbimg.com/es/sde/f/2017/08/22/c4c0a5b479bb7a6641f7182c7000df82_FORMATO.jpeg",95738,1,"FLA","lat","Nulo",0,4,0,0,0,"Flamengo"
"505","Felipe dos Reis Pereira Vizeu do Carmo","Felipe Vizeu","https://s.glbimg.com/es/sde/f/2017/08/16/140c5ea3e34ec32fead4a646cbe63642_FORMATO.jpeg",94138,1,"FLA","ata","Nulo",0,6,0,0,0,"Flamengo"
"506","Lucas Tolentino Coelho de Lima","Lucas Paquetá","https://s.glbimg.com/es/sde/f/2017/08/22/b377d3036c1d03d40bafc65a9773ddc4_FORMATO.jpeg",94930,1,"FLA","mei","Provável",0,14,0,0,0,"Flamengo"
"507","Rafael Santos de Sousa","Rafael","https://s.glbimg.com/es/sde/f/2017/04/24/db3ab616836bf6fcfa76a2dd7846986b_FORMATO.png",97902,1,"FLA","zag","Nulo",0,1,0,0,0,"Flamengo"
"508","Jean Lucas de Souza Oliveira","Jean Lucas","https://s.glbimg.com/es/sde/f/2017/04/24/51b0b51b6e93e3be827dfbed26355d91_FORMATO.png",98517,1,"FLA","mei","Nulo",0,2,0,0,0,"Flamengo"
"509","Lincoln Corrêa dos Santos","Lincoln","https://s.glbimg.com/es/sde/f/2017/08/18/c31fbfdb9ed0a96f765bb7707ec1e618_FORMATO.png",100065,1,"FLA","ata","Nulo",0,4,0,0,0,"Flamengo"
"510","Leonardo Campos Duarte da Silva","Léo Duarte","https://s.glbimg.com/es/sde/f/2017/08/22/a3d5b1c1beaed6275d0c2a3e0b2748ed_FORMATO.jpeg",94214,1,"FLA","zag","Nulo",0,5,0,0,0,"Flamengo"
"511","Ronaldo da Silva Souza","Ronaldo","https://s.glbimg.com/es/sde/f/2018/01/12/d3ed8ef2125f7a598214a40c3fde0772_FORMATO.png",92981,1,"FLA","mei","Nulo",0,3,0,0,0,"Flamengo"
"512","Gabriel Batista de Souza","Gabriel Batista","https://s.glbimg.com/es/sde/f/2017/04/24/0bf67a6d877be0a2c761a714831fe092_FORMATO.png",98333,1,"FLA","gol","Nulo",0,3,0,0,0,"Flamengo"
"513","Matheus Soares Thuler","Thuler","https://s.glbimg.com/es/sde/f/2018/01/24/f7bd3bfb4fa279ba10f4f95d4d2aa80e_FORMATO.jpeg",100125,1,"FLA","zag","Nulo",0,2,0,0,0,"Flamengo"
"514","Hugo de Souza Nogueira","Hugo Souza",NA,101574,1,"FLA","gol","Nulo",0,1,0,0,0,"Flamengo"
"515","Lucas da Silva de Jesus","Lucas Silva","https://s.glbimg.com/es/sde/f/2017/04/24/685913465b4d1ad49e7160a89ef627fd_FORMATO.png",98515,1,"FLA","ata","Nulo",0,2,0,0,0,"Flamengo"
"516","Vinicius José Paixão de Oliveira Junior","Vinicius Junior","https://s.glbimg.com/es/sde/f/2017/08/22/0d561ddc8dda735fc3ab96a8866e90d0_FORMATO.jpeg",99535,1,"FLA","ata","Nulo",0,10,0,0,0,"Flamengo"
"517","Wendel da Silva Costa","Wendel","https://s.glbimg.com/es/sde/f/2018/01/24/8b7334f12990c3776b07905876f0e801_FORMATO.png",101575,1,"FLA","ata","Nulo",0,1,0,0,0,"Flamengo"
"518","Michael Rangel dos Santos de Almeida","Michael",NA,101577,1,"FLA","lat","Nulo",0,1,0,0,0,"Flamengo"
"519","Kleber Augusto Caetano Leite Filho","Kleber","https://s.glbimg.com/es/sde/f/2017/09/05/6fc335d35eb2a8f269f2cf230475150c_FORMATO.png",100126,1,"FLA","lat","Nulo",0,2,0,0,0,"Flamengo"
"520","Matheus de Jesus Dantas","Matheus Dantas",NA,101592,1,"FLA","zag","Nulo",0,1,0,0,0,"Flamengo"
"521","Vitor Gabriel Claudino Rego Ferreira","Vitor Gabriel","https://s.glbimg.com/es/sde/f/2018/01/24/f5c608ed9476be6eccd246fca8b31683_FORMATO.png",101596,1,"FLA","ata","Nulo",0,1,0,0,0,"Flamengo"
"522","Hugo Moura Arruda da Silva","Hugo Moura","https://s.glbimg.com/es/sde/f/2018/01/24/eeb04c70e071375434b478d470e043cc_FORMATO.png",101594,1,"FLA","mei","Nulo",0,2,0,0,0,"Flamengo"
"523","João Pedro Vilardi Pinto","Pepê","https://s.glbimg.com/es/sde/f/2018/03/17/e7607f8d20077dbbbeb1d032794914ca_FORMATO.png",101573,1,"FLA","mei","Nulo",0,2,0,0,0,"Flamengo"
"524","Airton Ribeiro Santos","Airton","https://s.glbimg.com/es/sde/f/2018/01/21/140f763b85870cfc801ceae1684e7032_FORMATO.png",61985,1,"FLU","mei","Nulo",0,4,0,0,0,"Fluminense"
"525","Patrick da Silva Ferreira Souza","Patrick",NA,101598,1,"FLA","zag","Nulo",0,1,0,0,0,"Flamengo"
"526","Abel Carlos da Silva Braga","Abel Braga","https://s.glbimg.com/es/sde/f/2017/07/26/530dd6d653e00f41f2159828518f0bf3_FORMATO.png",40006,1,"FLU","tec","Provável",0,11,0,0,0,"Fluminense"
