"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","PE","RB","SG","I","G","FT","GC","CV","DD","GS","PP","DP"
"420","Pablo Nascimento Castro","Pablo","https://s.glbimg.com/es/sde/f/2017/04/20/c99a3be1e61944db1aad05f99ed5b954_FORMATO.png",69165,31,"COR","zag","Provável",0.9,10.6,-0.8,4.47,19,"Corinthians",NA,2,12,3,11,8,24,19,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Lucas Ramón Barrios Arioli","Lucas Barrios","https://s.glbimg.com/es/sde/f/2017/04/23/cfc485340a51d2cf63f5fd033c85b2f1_FORMATO.png",69282,31,"GRE","ata","Contundido",0,8.19,0,2.57,15,"Grêmio",1,4,18,5,3,17,26,9,NA,9,4,NA,NA,NA,NA,NA,NA,NA
"422","Welker Marçal de Almeida","Kieza","https://s.glbimg.com/es/sde/f/2017/04/24/25d378570c1b3cbfb2f85427750a6b8c_FORMATO.png",68930,31,"VIT","ata","Nulo",0.5,8.04,-0.49,2.01,12,"Vitória",NA,1,17,4,5,21,20,3,NA,6,3,NA,NA,NA,NA,NA,1,NA
"423","Reinaldo Rueda Rivera","Reinaldo Rueda","https://s.glbimg.com/es/sde/f/2017/08/15/f70ca24058c7afc7bcf48280e01aa139_FORMATO.png",69486,31,"FLA","tec","Provável",4.63,12.94,0.26,4.6,11,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","Tiago Real do Prado","Tiago Real","https://s.glbimg.com/es/sde/f/2017/04/24/80440f6618b79e66630f3d1bd8709562_FORMATO.png",70058,31,"COR","mei","Provável",2.9,4.69,0.8,1.09,18,"Coritiba",2,3,21,6,7,19,46,10,NA,2,NA,1,NA,NA,NA,NA,NA,NA
"425","Fellipe Ramos Ignez Bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2017/04/19/2333e7afbab5775fa04708f8532bdf88_FORMATO.png",70116,31,"COR","mei","Nulo",0,3.07,0,0.5,4,"Corinthians",NA,NA,1,1,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","Romulo Borges Monteiro","Romulo","https://s.glbimg.com/es/sde/f/2017/04/24/b61c326027e887dd7e7893e82ca94121_FORMATO.png",70009,31,"FLA","mei","Nulo",0,5.08,0,0.57,8,"Flamengo",NA,1,9,3,NA,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","Victor Ferraz Macedo","Victor Ferraz","https://s.glbimg.com/es/sde/f/2016/05/01/58576d141c8216fac9dedb1df391d5e8_FORMATO.png",70046,31,"SAN","lat","Provável",-2.4,8.66,-1.73,3.78,16,"Santos",NA,3,15,1,2,12,53,15,8,NA,2,NA,NA,NA,NA,NA,NA,NA
"428","Fillipe Soutto Mayor Nogueira Ferreira","Fillipe Soutto","https://s.glbimg.com/es/sde/f/2017/06/05/17f3216f11db1702707de11a5f0b6854_FORMATO.png",70581,31,"VIT","mei","Nulo",0,3.91,0,2.35,12,"Vitória",2,1,13,2,2,6,23,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Marllon Gonçalves Jerônimo Borges","Marllon","https://s.glbimg.com/es/sde/f/2017/05/02/40266a7126e1fd808b4350f90516f3f5_FORMATO.png",70666,31,"PON","zag","Nulo",0,11.3,0,4.02,26,"Ponte Preta",NA,4,16,2,3,29,42,39,9,1,NA,1,NA,NA,NA,NA,NA,NA
"430","Alan Santos da Silva","Alan Santos","https://s.glbimg.com/es/sde/f/2017/04/24/fbeeb71f969362dfd7489a955a0a5b00_FORMATO.png",70132,31,"COR","mei","Provável",-0.3,4.78,-0.71,2.11,22,"Coritiba",NA,3,35,4,8,12,49,39,NA,2,NA,1,NA,NA,NA,NA,NA,NA
"431","Fábio Luiz Carille de Araújo","Fábio Carille","https://s.glbimg.com/es/sde/f/2017/04/22/b5151c5cf6b267103af7605949496c18_FORMATO.png",70696,31,"COR","tec","Provável",1.72,11.49,-0.23,4.14,30,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Diogo Barbosa Mendanha","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2017/04/22/9ee14b744ca9f1e250cc299b955bc6e9_FORMATO.png",70916,31,"CRU","lat","Provável",1.1,12.17,-1.06,4.25,26,"Cruzeiro",3,4,26,4,4,31,93,45,10,3,NA,1,1,NA,NA,NA,NA,NA
"433","Roberto Heuchayer Santos de Araújo","Roberto","https://s.glbimg.com/es/sde/f/2017/08/17/2b6d0dac55444a427650e123ca955344_FORMATO.png",71116,31,"CHA","lat","Nulo",0,4.12,0,3.43,3,"Chapecoense",NA,1,3,NA,NA,3,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Leonardo Cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2017/05/02/6694b4703f10f789b166d7ca4f6f764e_FORMATO.png",70986,31,"SAN","mei","Nulo",0,2.97,0,1.32,7,"Santos",NA,NA,5,1,1,5,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","Jackson de Souza","Jackson","https://s.glbimg.com/es/sde/f/2017/07/28/de12cacc448f4add788473ff0d4009bf_FORMATO.png",70934,31,"BAH","zag","Contundido",0,7,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","Leonardo da Silva Vieira","Leo","https://s.glbimg.com/es/sde/f/2017/08/02/b370bcdca91adb4e0f9cfe1f7ce54837_FORMATO.png",71043,31,"ATL","gol","Nulo",0,3,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","Rodrigo Oliveira Lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2017/04/18/57ab5f981f4355a82d3d2f15ed01eb8e_FORMATO.png",72362,31,"BOT","mei","Provável",0,10.15,0,3.7,23,"Botafogo",1,3,30,3,7,23,75,45,NA,NA,3,1,NA,NA,NA,NA,NA,NA
"438","Luis Manuel Seijas Gunther","Seijas","https://s.glbimg.com/es/sde/f/2017/08/18/0b1e935b70a3d6471d8aa121da9f7140_FORMATO.png",70742,31,"CHA","mei","Contundido",0,6.21,0,1.98,18,"Chapecoense",2,NA,28,3,11,25,46,14,NA,1,NA,2,NA,NA,NA,NA,NA,NA
"439","Federico Mancuello","Mancuello","https://s.glbimg.com/es/sde/f/2017/08/16/d34af685ab224e16398ce841287757c3_FORMATO.jpeg",71066,31,"FLA","mei","Nulo",0,6.28,0,2.15,7,"Flamengo",NA,2,5,2,4,3,8,6,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"440","Ederson Honorato Campos","Ederson","https://s.glbimg.com/es/sde/f/2017/04/24/219907d77bba093529105f5b79abce53_FORMATO.png",70173,31,"FLA","mei","Contundido",0,4.25,0,0.94,5,"Flamengo",NA,NA,5,1,1,9,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Andrés Ramiro Escobar Díaz","Manga Escobar","https://s.glbimg.com/es/sde/f/2017/04/24/1ce4d6d602b56cabd2d5b1522af42b71_FORMATO.png",71704,31,"VAS","ata","Nulo",1,4.43,-0.15,1.93,14,"Vasco",1,NA,6,3,3,10,12,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA
"442","Weverton Pereira da Silva","Weverton","https://s.glbimg.com/es/sde/f/2017/04/23/2773ed93eeec40a1be23186dae64fad2_FORMATO.png",71631,31,"ATL","gol","Provável",5,5.39,1.13,3.14,28,"Atlético-PR",NA,1,NA,NA,NA,5,21,1,8,NA,NA,NA,NA,NA,40,34,NA,NA
"443","Alexander Baumjohann","Baumjohann","https://s.glbimg.com/es/sde/f/2017/07/05/edd3698b18e3e992ba2ea5c7f544ff56_FORMATO.png",71389,31,"COR","mei","Contundido",0,4.71,0,2.1,2,"Coritiba",1,NA,3,NA,NA,2,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"444","Kelvin Mateus de Oliveira","Kelvin","https://s.glbimg.com/es/sde/f/2017/04/24/6c15e084bbf28f0ec13f00762f49aa9d_FORMATO.png",71549,31,"VAS","ata","Contundido",0,5.03,0,1.72,5,"Vasco",NA,NA,3,3,NA,8,9,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"445","Gabriel Rybar Blos","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/23/f2550afa5db7011619ab01d7d1032823_FORMATO.png",71572,31,"GRE","zag","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Sidney Aparecido Ramos da Silva","Sidão","https://s.glbimg.com/es/sde/f/2017/04/25/6b33818b6514572559c1fef9b6ca9686_FORMATO.png",70222,31,"SAO","gol","Provável",-1.8,5.7,-2.03,4.82,11,"São Paulo",NA,2,NA,NA,NA,3,15,NA,2,NA,NA,NA,NA,NA,26,15,NA,NA
"447","Bruno Henrique Corsini","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/09/04/f252554797209a70ab4bd0e0cf7e8692_FORMATO.jpeg",70944,31,"PAL","mei","Dúvida",0,9.28,0,3.89,13,"Palmeiras",1,3,32,2,8,13,28,27,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"448","Gustavo Leonardo Cuellar Gallego","Cuéllar","https://s.glbimg.com/es/sde/f/2017/08/16/47b4cc4af08862b4cf6685d475edd618_FORMATO.jpeg",71709,31,"FLA","mei","Provável",0,6.19,0,3.96,18,"Flamengo",NA,3,16,3,NA,12,29,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Wellington do Nascimento Silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2017/07/28/82f8d8d7313084b0b7cfc91245954a24_FORMATO.png",71892,31,"BAH","lat","Nulo",0,7,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Michel Ferreira dos Santos","Michel ","https://s.glbimg.com/es/sde/f/2017/04/23/555af733f4228e215781ed3d2cd99c56_FORMATO.png",71920,31,"GRE","mei","Provável",3.4,9.45,-0.51,5.12,19,"Grêmio",NA,7,46,3,12,21,56,53,NA,2,5,NA,NA,NA,NA,NA,NA,NA
"451","Agenor Detofol","Agenor","https://s.glbimg.com/es/sde/f/2017/08/30/4df3a999db97ae40b152429edc607db4_FORMATO.png",71724,31,"SPO","gol","Nulo",0,4.57,0,6.05,4,"Sport",NA,NA,NA,NA,NA,NA,6,NA,2,NA,NA,NA,NA,NA,8,4,NA,NA
"452","Uillian Correia Granemann","Uillian Correia","https://s.glbimg.com/es/sde/f/2017/04/01/f5509c6e7e2831171a293b2e8b83e1bc_FORMATO.png",72007,31,"VIT","mei","Suspenso",4.9,6.18,-0.17,3.24,28,"Vitória",NA,6,51,4,14,15,51,56,NA,1,3,1,NA,NA,NA,NA,NA,NA
"453","Elton Junior Melo Ataíde","Elton","https://s.glbimg.com/es/sde/f/2017/05/02/be1eeef6004ddca4490debdfc7a8f6ef_FORMATO.png",71719,31,"PON","mei","Provável",2.3,5.29,0.66,1.23,21,"Ponte Preta",1,4,41,1,6,18,46,28,NA,3,1,NA,NA,1,NA,NA,NA,NA
"454","Luis Oscar González","Lucho González","https://s.glbimg.com/es/sde/f/2017/04/23/3b471798626f6a04ef3427efb99d1c23_FORMATO.png",71479,31,"ATL","mei","Provável",-0.2,5.23,-1.49,0.71,19,"Atlético-PR",1,7,29,3,6,13,56,18,NA,3,2,NA,NA,1,NA,NA,NA,NA
"455","Bruno Medeiros Grassi","Bruno Grassi","https://s.glbimg.com/es/sde/f/2017/04/23/d503f996169e9aafe30487a9921bed97_FORMATO.png",71818,31,"GRE","gol","Nulo",0,4,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Reginaldo Manoel da Silva Júnior","Reginaldo","https://s.glbimg.com/es/sde/f/2017/07/25/4caba62b4f978cd6db2e589843899fbd_FORMATO.png",82515,31,"FLU","zag","Suspenso",1.5,4.82,-0.73,3.9,16,"Fluminense",NA,3,24,NA,3,13,49,45,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Fernando Galhardo Borges","Fernandinho","https://s.glbimg.com/es/sde/f/2017/05/15/0d7fcc5d70203442a40e54487804a4f8_FORMATO.png",72150,31,"PON","lat","Nulo",0,5.26,0,2.43,4,"Ponte Preta",NA,1,3,NA,NA,NA,9,2,2,2,NA,1,NA,NA,NA,NA,NA,NA
"458","Paulo Roberto Valoura Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/07/28/46e83a5bd2ed557124edf9a1e69b6d0c_FORMATO.png",71937,31,"BAH","mei","Provável",7.1,11.03,0.62,3.02,23,"Bahia",2,2,42,13,19,15,82,33,NA,NA,2,1,NA,NA,NA,NA,NA,NA
"459","Fernando Miguel Kaufmann","Fernando Miguel","https://s.glbimg.com/es/sde/f/2017/02/20/5af7107ad71c63b6f670fd21749fc679_FORMATO.png",71571,31,"VIT","gol","Nulo",0,10.74,0,3.68,22,"Vitória",NA,2,NA,NA,NA,3,19,NA,7,NA,NA,NA,NA,NA,37,32,NA,1
"460","Jailson Marcelino dos Santos","Jailson","https://s.glbimg.com/es/sde/f/2017/04/18/63a42550ea5f70d0bbc92287dd6ac259_FORMATO.png",72290,31,"PAL","gol","Nulo",0,7.45,0,5.73,4,"Palmeiras",NA,3,NA,NA,NA,1,2,NA,2,NA,NA,NA,NA,NA,6,3,NA,1
"461","João Paulo Mior","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/17/6b2d599609eccc7671f1c4a23739c2d7_FORMATO.png",72168,31,"BOT","mei","Suspenso",1.4,3.65,-0.27,2.77,25,"Botafogo",4,6,44,8,9,51,96,36,NA,1,1,1,NA,NA,NA,NA,NA,NA
"462","Bruno Cortês Barbosa","Bruno Cortez","https://s.glbimg.com/es/sde/f/2017/04/23/6917817dc16511add10913a87474f1f7_FORMATO.png",72079,31,"GRE","lat","Nulo",0,10.96,0,3.84,22,"Grêmio",NA,3,29,NA,NA,21,43,27,11,3,1,NA,NA,NA,NA,NA,NA,NA
"463","Cléber Janderson Pereira Reis","Cléber Reis","https://s.glbimg.com/es/sde/f/2017/08/22/c38b2f1c3e2258a438ef5b0dfc958e01_FORMATO.png",72376,31,"COR","zag","Provável",4.8,6.26,0.37,2.87,9,"Coritiba",NA,2,5,2,1,1,14,14,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"464","Diego da Silva Rosa","Diego Rosa","https://s.glbimg.com/es/sde/f/2017/06/21/113421cfc95b13d42d7a61ddfd0b906c_FORMATO.png",71927,31,"ATL","mei","Nulo",-0.5,6.82,-0.52,2.17,17,"Atlético-GO",2,1,11,8,3,10,14,10,NA,3,1,NA,NA,NA,NA,NA,NA,NA
"465","Hernane Vidal Souza","Hernane","https://s.glbimg.com/es/sde/f/2017/07/28/10783cbce0071ae8567021c6e9290249_FORMATO.png",72386,31,"BAH","ata","Nulo",2,7.83,0.12,1,3,"Bahia",NA,NA,3,NA,1,6,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Frederico Burgel Xavier ","Fred","https://s.glbimg.com/es/sde/f/2017/02/18/25a86aa5d44e9bdbf64ffd3c0f0a0c25_FORMATO.png",72490,31,"VIT","zag","Nulo",3.8,4.26,0.48,1.93,13,"Vitória",NA,4,12,4,7,2,31,15,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"467","William Amorim Martins de Menezes","William Menezes","https://s.glbimg.com/es/sde/f/2017/04/24/edb424e5188bff2f84c0a261b041b848_FORMATO.png",72603,31,"COR","gol","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Jorge Darío Mendoza Torres","Jorge Mendoza","https://s.glbimg.com/es/sde/f/2017/08/30/0eea5fbc530ed19bf79af8d5ae46c723_FORMATO.png",73144,31,"PON","mei","Nulo",0,2.69,0,1.4,1,"Ponte Preta",NA,1,2,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Rafael Galhardo de Souza","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2017/08/31/c9a63e2ac3d3f9ff545be82843a56f28_FORMATO.jpeg",68821,31,"CRU","lat","Nulo",0,3,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Matheus Simonete Bressanelli","Bressan","https://s.glbimg.com/es/sde/f/2017/04/23/06d46a41c53307f20ca424fbe4e9bf64_FORMATO.png",72491,31,"GRE","zag","Nulo",-2.8,1.61,-0.26,1.09,10,"Grêmio",NA,4,10,NA,1,6,23,8,3,3,NA,NA,NA,NA,NA,NA,NA,NA
"471","Rafael Martins Claro","Rafael Martins","https://s.glbimg.com/es/sde/f/2017/04/24/0e99993b292bb541251f236f7827aeec_FORMATO.png",73336,31,"COR","gol","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Mauricio Kozlinski","Mauricio Kozlinski","https://s.glbimg.com/es/sde/f/2017/04/28/9ab574fbf640f6bd28542bd1d9305d6f_FORMATO.png",72595,31,"AVA","gol","Nulo",0,7.87,0,3.09,10,"Avaí",NA,1,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,15,13,NA,NA
"473","Damián Ariel Escudero","Escudero","https://s.glbimg.com/es/sde/f/2017/04/17/1351c50b833e0374eb58e4fde52d7646_FORMATO.png",72745,31,"VAS","mei","Contundido",0,3.5,0,0.39,7,"Vasco",1,2,6,NA,1,4,16,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Lázaro Luan Scapolan","Luan","https://s.glbimg.com/es/sde/f/2017/04/28/ec0b73e82977113f481334a7e16633d8_FORMATO.png",72565,31,"AVA","mei","Contundido",0,5.16,0,1.66,13,"Avaí",NA,6,32,2,1,29,17,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Eduardo Alves da Silva","Eduardo da Silva","https://s.glbimg.com/es/sde/f/2017/04/23/c47c6340a7d40ff5085ba517e5dc117d_FORMATO.png",72893,31,"ATL","ata","Nulo",0,5.87,0,1.4,5,"Atlético-PR",NA,NA,6,4,1,1,5,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"476","Renê dos Santos Júnior","Renê Júnior","https://s.glbimg.com/es/sde/f/2017/07/28/d023203cea9f86b7e0c359ac86f97d9e_FORMATO.png",73281,31,"BAH","mei","Provável",4.8,11.9,-0.43,5.94,24,"Bahia",NA,5,42,8,22,48,55,69,NA,3,4,NA,NA,1,NA,NA,NA,NA
"477","Éderson Alves Ribeiro Silva","Éderson","https://s.glbimg.com/es/sde/f/2017/05/26/1055c168d6c49467f567c27a6e48707a_FORMATO.png",73446,31,"ATL","ata","Nulo",0,4.07,0,2.3,13,"Atlético-PR",1,NA,6,8,11,7,20,6,NA,7,1,NA,NA,NA,NA,NA,NA,NA
"478","Douglas Moreira Pires","Douglas Pires","https://s.glbimg.com/es/sde/f/2017/02/21/9cdc2aa37a7bf02a1d821f703b2ca8dd_FORMATO.png",73517,31,"BAH","gol","Nulo",0,4,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Gabriel Santana Pinto","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/24/60215745abe8839e6e6df43fbe447e2c_FORMATO.png",73515,31,"FLA","ata","Nulo",0,2.59,0,-0.45,6,"Flamengo",NA,2,5,NA,2,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Getterson Alves dos Santos","Getterson","https://s.glbimg.com/es/sde/f/2017/05/12/c2b9040eda92184c6453ef41ede377fd_FORMATO.png",73340,31,"COR","ata","Nulo",0.6,0.78,-0.01,0.53,6,"Coritiba",NA,1,8,NA,1,7,10,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"481","Wellington Silva Sanches Aguiar","Wellington Nem","https://s.glbimg.com/es/sde/f/2017/02/18/a23f9ff565dd24baa68eeca4461e1b86_FORMATO.png",73619,31,"SAO","ata","Contundido",0,7.13,0,1.52,10,"São Paulo",NA,2,10,1,2,20,9,5,NA,4,1,NA,NA,NA,NA,NA,NA,NA
"482","Samuel Xavier Brito","Samuel Xavier","https://s.glbimg.com/es/sde/f/2017/08/30/12b3e91f20258ba99fe8f4ed727b0460_FORMATO.png",73384,31,"SPO","lat","Suspenso",3,4.32,1.23,2.7,21,"Sport",1,5,25,4,2,30,77,25,7,1,NA,NA,NA,NA,NA,NA,NA,NA
"483","Rafael Vaz dos Santos","Rafael Vaz","https://s.glbimg.com/es/sde/f/2017/08/22/3523b9a002ea6c053d1937f2066c6f33_FORMATO.jpeg",73421,31,"FLA","zag","Provável",0,8.72,0,3.93,14,"Flamengo",NA,NA,8,6,4,6,39,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Francinilson Santos Meireles","Maranhão","https://s.glbimg.com/es/sde/f/2017/07/27/674c08b12227dcc659885899cb5ee647_FORMATO.png",73513,31,"PON","ata","Dúvida",0,1.74,0,0.34,10,"Ponte Preta",NA,NA,4,1,4,7,16,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"485","Bruno Fabiano Alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2017/08/23/21ca677e7d6a57d1dfb2b66e74d782f4_FORMATO.png",73620,31,"SAO","zag","Nulo",0,4.22,0,2.17,3,"São Paulo",NA,1,5,NA,NA,1,3,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"486","Vladimir Javier Hernández Rivero","Vladimir Hernández","https://s.glbimg.com/es/sde/f/2017/02/19/f61c5d8d4580566cb1fa08020d2709ca_FORMATO.png",72879,31,"SAN","ata","Nulo",0,7.65,0,1.46,13,"Santos",NA,1,7,3,4,18,25,6,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"487","Vinícius Goes Barbosa de Souza","Vinícius","https://s.glbimg.com/es/sde/f/2017/06/01/a4f3ac6a4a79eebb1b9a2ec9388773ad_FORMATO.png",71162,31,"BAH","mei","Nulo",0,6.52,0,1.47,23,"Bahia",1,4,18,8,11,11,47,9,NA,1,3,NA,NA,NA,NA,NA,NA,NA
"488","Lucas David Pratto","Lucas Pratto","https://s.glbimg.com/es/sde/f/2017/02/18/2291ee0103b8af06799aee5ab657b149_FORMATO.png",73649,31,"SAO","ata","Provável",1.8,14.56,-0.97,3.68,30,"São Paulo",4,2,39,27,37,31,94,17,NA,5,7,NA,NA,1,NA,NA,1,NA
"489","José Rogério de Oliveira","Rogério","https://s.glbimg.com/es/sde/f/2016/08/31/6340e77cb18143e838ae03747e59b459_FORMATO.png",73540,31,"SPO","ata","Provável",11.5,8.14,1.49,2.86,20,"Sport",2,NA,7,7,9,36,46,10,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"490","Marcos Vinícius de Jesus Araújo","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2017/07/14/dc2cc428ed447e7b65ffc2a9b54c02e8_FORMATO.png",73721,31,"BOT","mei","Provável",0,5.5,0,2.95,16,"Botafogo",1,3,19,5,8,23,36,11,NA,NA,3,1,NA,NA,NA,NA,NA,NA
"491","René Ferreira dos Santos","René","https://s.glbimg.com/es/sde/f/2017/02/20/7d48128069f52815dcd4acb921336cab_FORMATO.png",73978,31,"VIT","zag","Nulo",0,2.39,0,1.79,11,"Vitória",NA,3,16,1,1,7,17,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","John Lennon Silva Santos","Lennon","https://s.glbimg.com/es/sde/f/2017/05/03/d072e8eaeab8333c007a7cfb0af5aef4_FORMATO.png",73869,31,"CRU","lat","Nulo",0,3.09,0,-0.33,4,"Cruzeiro",NA,2,7,NA,NA,4,14,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Rodrigo Caio Roquette Russo","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2016/05/01/76c4acf534a1a01c922cb927acebb6e7_FORMATO.png",73800,31,"SAO","zag","Provável",2.4,9.43,-1.52,2.91,26,"São Paulo",NA,8,19,2,8,16,45,42,5,2,NA,1,NA,NA,NA,NA,NA,NA
"494","Jomar Herculano Lourenço","Jomar","https://s.glbimg.com/es/sde/f/2017/04/24/75a0f0b187c040aec0d014550c2e765e_FORMATO.png",73876,31,"VAS","zag","Nulo",0,1.5,0,0,5,"Vasco",NA,2,7,NA,NA,5,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Alison Lopes Ferreira","Alison","https://s.glbimg.com/es/sde/f/2016/05/01/5cbe20aa51d06aff64b21ed5d19bf070_FORMATO.png",73974,31,"SAN","mei","Provável",14.4,7.55,2.32,3.82,20,"Santos",NA,4,27,NA,3,21,36,47,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"496","Gilberto Moraes Júnior","Gilberto ","https://s.glbimg.com/es/sde/f/2017/07/11/6b5408cf6a95787a4a68b548a6d31752_FORMATO.png",80313,31,"VAS","lat","Nulo",5,11.25,0.16,4.37,21,"Vasco",1,6,28,2,7,28,91,54,5,2,NA,1,NA,NA,NA,NA,NA,NA
"497","Walisson Moreira Farias Maia","Walisson Maia","https://s.glbimg.com/es/sde/f/2017/04/24/60830998fb2fc54f511a8d2b5c3a6f25_FORMATO.png",73991,31,"COR","zag","Nulo",0,4.44,0,2.37,11,"Coritiba",NA,NA,12,2,1,1,23,19,2,1,NA,NA,1,NA,NA,NA,NA,NA
"498","Luiz Antonio de Souza Soares","Luiz Antonio ","https://s.glbimg.com/es/sde/f/2017/04/24/470fd6292588f4385e9c32a3aeef091c_FORMATO.png",74060,31,"CHA","mei","Provável",-0.8,7.54,-0.51,2.21,23,"Chapecoense",2,3,22,12,4,9,40,12,NA,1,3,2,NA,NA,NA,NA,NA,NA
"499","Héctor Canteros","Canteros","https://s.glbimg.com/es/sde/f/2017/08/26/8b500e8c0826bd7c342137f3449ddb7d_FORMATO.png",73918,31,"CHA","mei","Suspenso",-3.9,4.56,-1.41,3.23,8,"Chapecoense",1,3,21,1,1,3,32,21,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"500","Geuvânio Santos Silva","Geuvânio","https://s.glbimg.com/es/sde/f/2017/08/19/6ed768c25192e0409297a3bc10cc1eca_FORMATO.png",73896,31,"FLA","ata","Nulo",0,8.74,0,2.38,11,"Flamengo",NA,1,9,4,1,22,16,14,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"501","Guilherme Costa Machado Silveira","Guilherme Costa","https://s.glbimg.com/es/sde/f/2017/04/06/ea33443d8c666f61b78424b726238c89_FORMATO.png",74081,31,"VAS","mei","Nulo",0,4.59,0,1.9,9,"Vasco",2,1,6,1,1,8,11,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"502","Michael Antonio Arroyo Mina","Arroyo","https://s.glbimg.com/es/sde/f/2017/07/24/c4c6af5bdd03f02c1d29ada3f5d33e39_FORMATO.png",74134,31,"GRE","ata","Nulo",0,3.42,0,0.69,7,"Grêmio",NA,1,5,4,1,2,4,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
