"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","PE","RB","SG","I","G","FT","GC","CV","DD","GS","PP","DP"
"300","David Braz de Oliveira Filho","David Braz","https://s.glbimg.com/es/sde/f/2017/05/02/7e17e0feab3ee583c5049f63df2c2771_FORMATO.png",50317,31,"SAN","zag","Provável",2.7,11.42,-0.56,4.22,25,"Santos",1,8,23,2,6,14,55,30,14,2,2,NA,NA,1,NA,NA,NA,NA
"301","Kayke Moreno de Andrade Rodrigues","Kayke","https://s.glbimg.com/es/sde/f/2017/05/02/175b6e25643dfdf97032cd564bc4e5c4_FORMATO.png",50402,31,"SAN","ata","Nulo",-1.5,3.94,-0.79,1.38,23,"Santos",1,NA,20,8,19,9,50,6,NA,10,3,NA,NA,NA,NA,NA,1,NA
"302","Paulo Henrique Carneiro Filho","Paulo Henrique","https://s.glbimg.com/es/sde/f/2017/02/14/f3e039a98588fd2760ea1b06034d2567_FORMATO.png",50398,31,"SPO","ata","Nulo",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Darío Leonardo Conca","Conca","https://s.glbimg.com/es/sde/f/2017/08/22/78ca498fcf5cadcc0cd8ae43c4e186b8_FORMATO.jpeg",50348,31,"FLA","mei","Nulo",0,8.35,0,-0.95,2,"Flamengo",NA,1,1,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Wilson Rodrigues de Moura Júnior","Wilson","https://s.glbimg.com/es/sde/f/2017/09/05/a1edec3abed61e3df5ec4b21d324e499_FORMATO.png",50284,31,"COR","gol","Provável",16.4,16.02,2.13,5.04,31,"Coritiba",NA,2,NA,NA,NA,6,17,NA,8,NA,NA,NA,NA,NA,61,41,NA,3
"305","Hudson Rodrigues dos Santos","Hudson","https://s.glbimg.com/es/sde/f/2017/02/05/3d3e3081a494b80799d348813e420860_FORMATO.png",50324,31,"CRU","mei","Contundido",0,6.9,0,3.51,16,"Cruzeiro",NA,1,25,1,10,17,26,32,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"306","Carlos Eduardo Marques","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2017/08/30/1d0425c1f6b3c4bb5041fa1cb9ee960e_FORMATO.png",50369,31,"VIT","mei","Nulo",0,1.82,0,0.19,9,"Vitória",NA,2,8,3,2,12,37,7,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"307","Marcelo Oliveira Ferreira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2016/04/30/401897dab69a776fef1185ec3ba1b85f_FORMATO.png",50328,31,"GRE","lat","Provável",-0.2,7.21,-0.5,2.17,10,"Grêmio",NA,1,13,NA,NA,6,14,12,3,1,NA,NA,NA,NA,NA,NA,1,NA
"308","Wesley Lopes Beltrame","Wesley","https://s.glbimg.com/es/sde/f/2017/08/30/be14f1dad39de4605e99b4889d96758f_FORMATO.png",50421,31,"SPO","mei","Dúvida",0,2.83,0,-0.17,9,"Sport",NA,2,10,1,3,12,28,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Marco Antonio de Mattos Filho","Marquinho","https://s.glbimg.com/es/sde/f/2017/07/25/49f339ad5e5c362acf8628d9d617d724_FORMATO.png",50407,31,"FLU","mei","Contundido",0,2.98,0,-0.4,4,"Fluminense",NA,1,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Keirrison de Souza Carneiro","Keirrison","https://s.glbimg.com/es/sde/f/2017/07/27/e66b2c78e9f0ae24320e10cc36d11f56_FORMATO.png",50880,31,"COR","ata","Provável",4.7,3.11,0.71,1.8,3,"Coritiba",1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Leonardo Renan Simões de Lacerda","Léo","https://s.glbimg.com/es/sde/f/2016/04/29/442f1e513bf554cc4cbcce5ae7ace03b_FORMATO.png",50459,31,"CRU","zag","Nulo",0,8.89,0,3.04,23,"Cruzeiro",1,7,15,5,3,12,51,16,10,NA,1,1,NA,NA,NA,NA,NA,NA
"312","Breno Vinicius Rodrigues Borges","Breno","https://s.glbimg.com/es/sde/f/2017/07/11/e970a2c4345e6e515eef8ee166c54f05_FORMATO.png",50408,31,"VAS","zag","Provável",0,2.96,0,1.93,22,"Vasco",NA,6,19,2,4,15,41,17,8,NA,NA,NA,NA,1,NA,NA,NA,NA
"313","Luiz Diallison de Souza Alves","Apodi","https://s.glbimg.com/es/sde/f/2017/04/24/287a66acd6363a7d660701c832982d75_FORMATO.png",51042,31,"CHA","lat","Suspenso",3.3,8.12,-0.2,3.23,28,"Chapecoense",NA,9,53,8,15,54,67,34,9,2,1,NA,NA,NA,NA,NA,NA,NA
"314","Emerson dos Santos Silva","Emerson Silva","https://s.glbimg.com/es/sde/f/2016/05/20/32eec64b3753a7d9b1192df90028abc9_FORMATO.png",51299,31,"BOT","zag","Nulo",0,5.9,0,4.78,5,"Botafogo",NA,1,3,NA,2,6,13,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Denis Cesar de Matos","Denis","https://s.glbimg.com/es/sde/f/2016/05/01/9e4d589b32947151072c21d1d5b71747_FORMATO.png",51175,31,"SAO","gol","Nulo",0,5,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Vilson Xavier de Meneses Junior","Vilson","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png",50439,31,"COR","zag","Contundido",0,4,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Walter Leandro Capeloza Artune","Walter","https://s.glbimg.com/es/sde/f/2017/04/20/196790f232d428bcd861ad55c55dd8cc_FORMATO.png",51413,31,"COR","gol","Nulo",0,6,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Leandro Donizete Gonçalves da Silva","Leandro Donizete","https://s.glbimg.com/es/sde/f/2017/05/02/7c58801a7248a49556b48b3d0b29ca4d_FORMATO.png",51318,31,"SAN","mei","Nulo",0,3.32,0,-0.26,9,"Santos",NA,3,10,NA,2,8,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Carlos Eduardo Santos Oliveira","Eduardo","https://s.glbimg.com/es/sde/f/2017/07/28/eaa5d401b5faf55be5cb064b19e97744_FORMATO.png",50645,31,"BAH","lat","Provável",1.7,6.71,-0.19,3,29,"Bahia",1,7,40,2,6,34,138,53,9,2,NA,NA,NA,NA,NA,NA,NA,NA
"320","Renato Adriano Jacó de Morais","Renato Cajá","https://s.glbimg.com/es/sde/f/2017/05/02/c6dd544b90a2c4194626f51e05b53b4e_FORMATO.png",51319,31,"PON","mei","Nulo",0,6.7,0,1.68,15,"Ponte Preta",2,1,16,1,10,14,53,14,NA,1,1,NA,NA,1,NA,NA,NA,NA
"321","Éverton Augusto de Barros Ribeiro","Éverton Ribeiro","https://s.glbimg.com/es/sde/f/2017/06/24/7deee286983361a4845652b6c39be834_FORMATO.png",51772,31,"FLA","mei","Provável",-0.1,11.85,-0.19,2.86,22,"Flamengo",4,2,26,8,12,44,116,21,NA,NA,3,NA,NA,NA,NA,NA,1,NA
"322","Leandro Salino do Carmo","Leandro Salino","https://s.glbimg.com/es/sde/f/2017/02/20/88732a4309dfb2ee375054e5e944d3cf_FORMATO.png",51905,31,"VIT","lat","Nulo",0,5.87,0,3.4,7,"Vitória",NA,1,15,NA,2,16,22,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Anderson Vieira Martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2017/07/24/b1c36aceb7c5d5fb95b9079cf23fe5fe_FORMATO.png",52618,31,"VAS","zag","Provável",7.7,10.79,0.91,4.02,11,"Vasco",NA,1,13,NA,6,2,27,18,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Elias Mendes Trindade","Elias","https://s.glbimg.com/es/sde/f/2017/04/03/9fbc7e32d0d9db7b948212b98c23212a_FORMATO.png",54395,31,"ATL","mei","Provável",-1.7,10.67,0.11,2.2,24,"Atlético-MG",NA,4,33,7,9,21,79,38,NA,3,3,NA,NA,2,NA,NA,NA,NA
"325","Thiago Carleto Alves","Thiago Carleto","https://s.glbimg.com/es/sde/f/2017/05/15/e78cf3d6b6820ad71b0335abf0a64a0b_FORMATO.png",51700,31,"COR","lat","Provável",9,6.89,1.22,5.16,15,"Coritiba",4,2,10,11,4,12,60,19,4,NA,2,NA,NA,NA,NA,NA,1,NA
"326","Henrique Adriano Buss","Henrique","https://s.glbimg.com/es/sde/f/2017/07/25/3877f66bdd821cbbcd81de82eeebcb3c_FORMATO.png",50856,31,"FLU","zag","Nulo",0,9.14,0,2.28,20,"Fluminense",NA,3,19,1,1,23,33,24,2,NA,NA,2,NA,NA,NA,NA,NA,NA
"327","Roger de Carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2017/04/28/050f2523a89b53c80e67a8b25d407fea_FORMATO.png",51415,31,"ATL","zag","Contundido",0,7.51,0,2.63,19,"Atlético-GO",1,NA,29,NA,10,31,41,24,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"328","Antonio Eduardo Pereira dos Santos","Kanu","https://s.glbimg.com/es/sde/f/2017/02/20/2a67dc4c7c97236fb27abf4dbe5a39fc_FORMATO.png",51792,31,"VIT","zag","Provável",0,9.01,0,4.51,19,"Vitória",1,4,15,3,10,10,44,22,6,5,4,1,1,NA,NA,NA,NA,NA
"329","Réver Humberto Alves Araújo","Réver","https://s.glbimg.com/es/sde/f/2017/08/16/85d20e5a1ac2e527a5eca70e709f7b10_FORMATO.jpeg",52253,31,"FLA","zag","Contundido",0,11.4,0,5.27,24,"Flamengo",NA,2,16,5,6,22,28,31,7,2,5,NA,NA,NA,NA,NA,NA,NA
"330","Bruno Rodrigo Fenelon Palomo","Bruno Rodrigo","https://s.glbimg.com/es/sde/f/2017/04/23/d52f6bea6aa2f1491f7bd22855a3e821_FORMATO.png",51705,31,"GRE","zag","Nulo",0,4.72,0,3.52,6,"Grêmio",NA,1,5,1,1,1,6,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Renan de Oliveira Fonseca","Renan Fonseca","https://s.glbimg.com/es/sde/f/2016/05/20/8a933b2d225a7b56e6267a2148ab68d0_FORMATO.png",72037,31,"BOT","zag","Nulo",0,3.3,0,5,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Túlio Vinícius Fróes de Melo","Túlio de Melo","https://s.glbimg.com/es/sde/f/2017/04/25/19e52a7282097054fc255711621c8e29_FORMATO.png",54797,31,"CHA","ata","Nulo",0,4.27,0,2.17,19,"Chapecoense",1,1,21,6,9,8,20,4,NA,1,4,NA,NA,NA,NA,NA,NA,NA
"333","Gilson Gomes do Nascimento","Gilson","https://s.glbimg.com/es/sde/f/2017/04/17/41717887cc5c81bcd28ad1df6829c7e6_FORMATO.png",52674,31,"BOT","lat","Nulo",5.3,9.19,0.81,3.26,21,"Botafogo",1,4,19,NA,3,26,27,16,8,1,NA,2,NA,NA,NA,NA,NA,NA
"334","João Paulo da Silva","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/24/bd4f8a7faf06636fd48dc601b16ea0af_FORMATO.png",56102,31,"COR","mei","Nulo",0,5.14,0,0.28,4,"Coritiba",NA,NA,5,NA,NA,3,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Anderson Hernanes de Carvalho Andrade Lima","Hernanes","https://s.glbimg.com/es/sde/f/2017/08/24/906d163cca64b5b702fc394e60588644_FORMATO.png",38648,31,"SAO","mei","Provável",15.9,20.62,0.86,8.71,15,"São Paulo",3,2,13,12,12,40,62,24,NA,1,8,NA,NA,NA,NA,NA,NA,NA
"336","Marcos Antônio da Silva Gonçalves","Marquinhos","https://s.glbimg.com/es/sde/f/2017/05/03/cc800ad5ce3aeb287358e50e4352911b_FORMATO.png",60788,31,"SPO","ata","Nulo",0,5.05,0,3.03,3,"Sport",2,NA,2,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Ferdinando Pereira Leda","Ferdinando","https://s.glbimg.com/es/sde/f/2017/04/28/451b8463a985e60f7a6e4d877e47d26e_FORMATO.png",53731,31,"AVA","mei","Nulo",0,5,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Víctor Leandro Bagy","Victor","https://s.glbimg.com/es/sde/f/2017/04/03/444816970098790387faf6c2c5c0444f_FORMATO.png",52950,31,"ATL","gol","Provável",7.7,12.4,-0.31,4.38,29,"Atlético-MG",NA,4,2,NA,NA,6,20,NA,7,NA,NA,NA,NA,NA,48,34,NA,4
"339","Luis Ricardo Silva Umbelino","Luis Ricardo","https://s.glbimg.com/es/sde/f/2016/05/20/f1f631c4c995df1548717967d445801f_FORMATO.png",55348,31,"BOT","lat","Contundido",0,6.8,0,3.25,6,"Botafogo",2,NA,4,NA,NA,1,14,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Jael Ferreira Vieira","Jael","https://s.glbimg.com/es/sde/f/2017/04/23/585f69babcaf14c7eaf22537e3c5338c_FORMATO.png",60859,31,"GRE","ata","Provável",-2,3.45,-0.15,0.16,7,"Grêmio",1,2,7,1,4,10,9,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"341","Willians dos Santos Santana","Willians","https://s.glbimg.com/es/sde/f/2017/06/07/e24d137ff5aa2e79299e85cf581744a1_FORMATO.png",60787,31,"AVA","ata","Nulo",0,3.06,0,1.15,21,"Avaí",2,2,31,2,5,9,16,20,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"342","Anderson Vital da Silva","Dedé","https://s.glbimg.com/es/sde/f/2017/04/05/526dd85f05139f739aca91b753b00ec9_FORMATO.png",60819,31,"CRU","zag","Contundido",0,8.86,0,3.43,3,"Cruzeiro",NA,NA,1,NA,NA,2,12,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","Rodrigo Eduardo Costa Marinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2017/04/20/ff3f0ec8867916a05745cdee54815442_FORMATO.png",61033,31,"COR","mei","Provável",1.9,13.76,-0.23,3.61,26,"Corinthians",4,5,44,23,22,51,96,24,NA,2,3,2,NA,NA,NA,NA,NA,NA
"344","Patric Cabral Lalau","Patric","https://s.glbimg.com/es/sde/f/2017/04/24/89077bf2beda96cfae171fad51c21cd1_FORMATO.png",60969,31,"VIT","lat","Dúvida",0.1,6.89,-0.33,2.39,26,"Vitória",3,3,39,6,12,13,87,30,6,6,NA,NA,NA,NA,NA,NA,NA,NA
"345","Gilberto Oliveira Souza Júnior","Gilberto","https://s.glbimg.com/es/sde/f/2016/08/18/6af48de27fa231f0a84e3301c9451cb9_FORMATO.png",61188,31,"SAO","ata","Nulo",0,3.71,0,1.21,12,"São Paulo",NA,1,7,5,4,8,8,3,NA,5,1,NA,NA,NA,NA,NA,NA,NA
"346","Lucca Borges Brito","Lucca","https://s.glbimg.com/es/sde/f/2017/05/02/bd59d7bbf1fff0ce2e2dd4b489c5c99a_FORMATO.png",61149,31,"PON","ata","Provável",6.8,20.57,1,5.82,28,"Ponte Preta",1,4,35,25,27,86,74,25,NA,10,11,NA,NA,NA,NA,NA,2,NA
"347","Carlos Cesar Neves","Carlos Cesar","https://s.glbimg.com/es/sde/f/2017/04/03/ed8cd5220fe7c5ba0069143fad70f518_FORMATO.png",61211,31,"ATL","lat","Nulo",0,4.46,0,-0.7,1,"Atlético-MG",NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Róbson Michael Signorini","Robinho","https://s.glbimg.com/es/sde/f/2016/05/12/bca701933eaad8640785a2a634d5edf4_FORMATO.png",62104,31,"CRU","mei","Dúvida",5.2,8.22,0.54,2.05,12,"Cruzeiro",NA,4,11,5,7,9,58,11,NA,3,3,NA,NA,NA,NA,NA,NA,NA
"349","Airton Ribeiro Santos","Airton","https://s.glbimg.com/es/sde/f/2016/05/19/53e1bd0759a8f98439752def04457e15_FORMATO.png",61985,31,"BOT","mei","Contundido",0,5.63,0,1.17,3,"Botafogo",NA,NA,3,NA,NA,4,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","Edimar Curitiba Fraga","Edimar","https://s.glbimg.com/es/sde/f/2017/04/25/0991c88dd099660fdb7cfc88a4bedab1_FORMATO.png",62024,31,"SAO","lat","Provável",2.3,4.96,-0.51,2.8,12,"São Paulo",NA,3,14,3,1,18,39,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Walter Henrique da Silva","Walter","https://s.glbimg.com/es/sde/f/2017/10/11/2fb916624c1e43c9b2dbd3b2d725d4a5_FORMATO.png",62128,31,"ATL","ata","Provável",1.7,7.7,0.8,2.11,24,"Atlético-GO",2,7,60,17,21,51,122,16,NA,13,5,1,NA,NA,NA,NA,NA,NA
"352","Vanderlei Farias da Silva","Vanderlei","https://s.glbimg.com/es/sde/f/2016/05/01/82e0b04b2f7623a1d61ffaff2e36a59c_FORMATO.png",62121,31,"SAN","gol","Provável",-1,21.32,-2.09,8.61,30,"Santos",NA,2,2,NA,NA,5,10,NA,16,NA,NA,NA,NA,NA,69,22,NA,3
"353","Wellington Aparecido Martins","Wellington","https://s.glbimg.com/es/sde/f/2017/07/27/3f91d9b6357f754bb2a32e60e5876ea6_FORMATO.png",62129,31,"VAS","mei","Provável",-2,0.78,-1.23,0.21,20,"Vasco",1,8,41,3,5,12,52,21,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"354","Marcelo de Oliveira Santos","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2017/07/25/b2b0680473841905e6c9f7656eb437cd_FORMATO.png",62136,31,"COR","tec","Provável",6.84,10,0.87,3.18,15,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","William Matheus da Silva","William Matheus","https://s.glbimg.com/es/sde/f/2017/04/24/dc3d5fdf33d1716e51abe9c2aad2d182_FORMATO.png",62130,31,"COR","lat","Nulo",0,6.45,0,2.13,21,"Coritiba",NA,7,32,5,2,43,70,26,6,2,NA,NA,NA,1,NA,NA,NA,NA
"356","Marcos Rogério Ricci Lopes","Pará","https://s.glbimg.com/es/sde/f/2017/08/16/2215936db5460baf89bb165cdfc691b4_FORMATO.jpeg",62086,31,"FLA","lat","Provável",8.5,9.78,1.13,3.15,23,"Flamengo",1,1,22,NA,7,17,56,22,9,1,1,NA,1,NA,NA,NA,NA,NA
"357","João Paulo Purcino de Almeida","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/28/61a2cc88c95e6ada6bf3c127a23ec96f_FORMATO.png",62997,31,"AVA","lat","Suspenso",2.5,3.63,0.37,1.37,7,"Avaí",NA,3,6,1,1,5,14,3,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"358","Jean Raphael Vanderlei Moreira","Jean","https://s.glbimg.com/es/sde/f/2017/04/18/84289863d6f3328bec523c3cfeadb268_FORMATO.png",62047,31,"PAL","lat","Nulo",3.5,14.23,-0.25,4.66,17,"Palmeiras",1,1,12,4,20,14,42,17,6,3,2,NA,NA,NA,NA,NA,1,NA
"359","Evanildo Borges Barbosa Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/08/30/7e1c1a89132e19ef0cd8c66c42c7aacb_FORMATO.png",63119,31,"VIT","lat","Provável",0,7.4,-0.58,2.91,11,"Vitória",1,1,7,1,NA,10,34,13,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"360","Willian Roberto Farias","Willian Farias","https://s.glbimg.com/es/sde/f/2017/04/24/15cf98a07f1ca5efaa16bc8321c04658_FORMATO.png",63058,31,"VIT","mei","Contundido",0,9.33,0,3.11,10,"Vitória",NA,4,16,NA,3,8,28,27,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"361","Werley Ananias da Silva","Werley","https://s.glbimg.com/es/sde/f/2017/04/24/5d30208b79a04fd4710a6c79831dae42_FORMATO.png",62974,31,"COR","zag","Provável",6.9,8.99,1.11,3.9,19,"Coritiba",NA,1,11,2,7,8,46,19,6,1,3,1,NA,1,NA,NA,NA,NA
"362","Alan Luciano Ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2017/04/24/5445b9aabe74f7acf2c52104cb6270ff_FORMATO.png",63110,31,"CHA","lat","Nulo",0,2.64,0,2.92,4,"Chapecoense",NA,1,3,NA,1,10,13,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","Douglas Silva Bacelar","Douglas","https://s.glbimg.com/es/sde/f/2017/09/06/6035aba70a37b419f328746b48c3bc46_FORMATO.png",63128,31,"CHA","zag","Provável",6.2,3.99,0.37,2.78,6,"Chapecoense",NA,2,7,NA,NA,1,5,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","Jucilei da Silva","Jucilei","https://s.glbimg.com/es/sde/f/2017/04/25/a6c1399add6e3c7d17ad9a708974cd21_FORMATO.png",63422,31,"SAO","mei","Provável",-1.6,12.46,-1.52,3.5,28,"São Paulo",NA,1,40,2,7,45,64,63,NA,1,1,NA,NA,1,NA,NA,NA,NA
"365","Marcos Luis Rocha Aquino","Marcos Rocha","https://s.glbimg.com/es/sde/f/2017/04/03/043d9369ddb104e41861bbe7b79afb5d_FORMATO.png",63013,31,"ATL","lat","Provável",8.3,11.79,-0.28,5.87,16,"Atlético-MG",3,4,30,2,4,26,74,51,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"366","Luan Madson Gedeão De Paiva","Luan","https://s.glbimg.com/es/sde/f/2017/04/03/5472237b431bf42b1ce79273d48c8e2f_FORMATO.png",63219,31,"ATL","ata","Nulo",0,5.3,0,1.23,12,"Atlético-MG",1,2,16,3,6,15,22,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"367","Paulo Marcos de Jesus Ribeiro","Paulão","https://s.glbimg.com/es/sde/f/2017/07/11/97a55ad8b4015035dbde2063c6776c8a_FORMATO.png",63172,31,"VAS","zag","Nulo",8.6,5.59,0.4,1.73,17,"Vasco",1,4,30,1,6,11,36,14,5,2,NA,NA,NA,NA,NA,NA,NA,NA
"368","Moisés Lima Magalhães","Moisés","https://s.glbimg.com/es/sde/f/2017/04/18/a2b616905dc5f0c3eddcfafd4814e2d9_FORMATO.png",63158,31,"PAL","mei","Provável",-1.4,8.42,-2.57,4.63,12,"Palmeiras",2,1,12,6,3,28,56,17,NA,NA,2,1,NA,NA,NA,NA,NA,NA
"369","André Felipe Ribeiro de Souza","André","https://s.glbimg.com/es/sde/f/2017/10/13/7d4517dfb6acd0c79909c62e38525979_FORMATO.png",68690,31,"SPO","ata","Provável",11.2,11.99,1.74,4.72,27,"Sport",1,5,54,12,32,49,73,25,NA,23,11,1,NA,NA,NA,NA,NA,NA
"370","Pablo Estifer Armero","Armero","https://s.glbimg.com/es/sde/f/2017/07/28/174c9c4ccac7c3d5f921b513c86a5351_FORMATO.png",68693,31,"BAH","lat","Contundido",0,1.86,0,-0.64,5,"Bahia",NA,1,11,2,1,2,23,5,1,2,NA,NA,NA,1,NA,NA,NA,NA
"371","Everton Heleno dos Santos","Everton Heleno","https://s.glbimg.com/es/sde/f/2017/07/05/70b5e143bc2cffe533cf069fe115e647_FORMATO.png",68749,31,"ATL","mei","Nulo",0,1.7,0,-0.03,3,"Atlético-GO",NA,NA,3,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","Márcio Passos de Albuquerque","Emerson Sheik","https://s.glbimg.com/es/sde/f/2017/07/28/153fc3c95a0dd7ad22df8e87436bdf36_FORMATO.png",68744,31,"PON","ata","Suspenso",0.2,5.16,0.11,2.12,20,"Ponte Preta",1,9,28,6,11,50,69,12,NA,2,4,NA,NA,NA,NA,NA,NA,NA
"373","Henrique Almeida Caixeta Nascentes","Henrique Almeida","https://s.glbimg.com/es/sde/f/2017/04/24/95e996eaef78ad7ac0e285e3d6d057e0_FORMATO.png",68773,31,"COR","ata","Suspenso",9.2,14.88,1.3,3.84,27,"Coritiba",1,6,34,19,21,48,57,24,NA,20,7,1,NA,NA,NA,NA,1,NA
"374","Guilherme de Aguiar Camacho","Camacho","https://s.glbimg.com/es/sde/f/2017/04/19/9bf8902250718281651dc2ae9999d574_FORMATO.png",68770,31,"COR","mei","Provável",0,4.09,0,0.62,20,"Corinthians",NA,2,22,NA,2,7,22,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","Luiz Fernando Pereira da Silva","Fernandinho","https://s.glbimg.com/es/sde/f/2017/04/23/7bc968863bb32cf46c3aa7067b5514f8_FORMATO.png",68758,31,"GRE","ata","Provável",0,11.41,0,5.02,23,"Grêmio",1,1,27,13,13,67,45,22,NA,3,6,NA,NA,NA,NA,NA,NA,NA
"376","Sosthenes José Santos Salles","Neto Berola","https://s.glbimg.com/es/sde/f/2017/04/24/f3039b70ee89382f40b6b09074e46900_FORMATO.png",68807,31,"COR","ata","Contundido",0,8.5,0,1.82,15,"Coritiba",2,2,10,2,8,13,23,8,NA,5,1,NA,NA,NA,NA,NA,NA,NA
"377","Bruno César Pereira da Silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2016/05/20/473777983ee50165bf691b0f029cac11_FORMATO.png",68698,31,"BOT","mei","Provável",11.4,13.91,1.93,4.51,27,"Botafogo",5,7,53,9,17,38,104,52,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"378","Airton Tirabassi","Airton ","https://s.glbimg.com/es/sde/f/2017/05/25/444e9d8df7c89d942e244f428e32811c_FORMATO.png",72297,31,"AVA","zag","Nulo",0,1.6,0,2.74,5,"Avaí",NA,NA,5,1,2,1,6,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","Diego Renan de Lima Ferreira","Diego Renan","https://s.glbimg.com/es/sde/f/2017/04/24/6cdeb7e2779c671c69473bc599c9eab2_FORMATO.png",68725,31,"CHA","lat","Nulo",0,4.69,0,1.7,7,"Chapecoense",1,1,5,3,3,6,17,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","Severino do Ramo Clementino da Silva","Nino Paraíba","https://s.glbimg.com/es/sde/f/2017/05/02/d14ab91bfca642dc286aec9f19adea15_FORMATO.png",68808,31,"PON","lat","Provável",13.2,20.75,1.86,4.95,26,"Ponte Preta",3,5,34,7,6,47,112,53,8,4,1,1,NA,NA,NA,NA,NA,NA
"381","Sérgio Dutra Júnior","Júnior Dutra","https://s.glbimg.com/es/sde/f/2017/04/25/448f2fd931dfdfe48b3cb84ea4f0665a_FORMATO.png",68784,31,"AVA","ata","Provável",0.2,8.08,-1.94,4.31,24,"Avaí",2,3,39,9,24,38,81,22,NA,4,7,2,NA,NA,NA,NA,NA,NA
"382","Emiliano Gabriel Vecchio","Vecchio","https://s.glbimg.com/es/sde/f/2016/06/28/b28314056abc5bb43d464ba66e1d0552_FORMATO.jpeg",68745,31,"SAN","mei","Nulo",0,1.12,0,0.55,9,"Santos",NA,3,5,1,1,9,29,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA
