"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FS","PE","RB","SG","CV","FD","FF","G","I","PP","FT","DD","GS","GC","DP"
"206","Uillian Correia Granemann","Uillian Correia","https://s.glbimg.com/es/sde/f/2017/04/01/f5509c6e7e2831171a293b2e8b83e1bc_FORMATO.png",72007,18,"VIT","mei","Suspenso",2.1,5.3,-0.21,3.39,16,"Vitória",NA,3,25,7,22,27,NA,NA,1,8,3,1,NA,NA,NA,NA,NA,NA
"207","Bruno Cortês Barbosa","Bruno Cortez","https://s.glbimg.com/es/sde/f/2017/04/23/6917817dc16511add10913a87474f1f7_FORMATO.png",72079,18,"GRE","lat","Nulo",5.6,10.95,0.81,3.8,16,"Grêmio",NA,3,24,12,33,21,8,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA
"208","Airton Tirabassi","Airton ","https://s.glbimg.com/es/sde/f/2017/05/25/444e9d8df7c89d942e244f428e32811c_FORMATO.png",72297,18,"AVA","zag","Nulo",0,2.11,0,3.4,2,"Avaí",NA,NA,3,NA,5,2,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"209","Rodrigo Oliveira Lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2017/04/18/57ab5f981f4355a82d3d2f15ed01eb8e_FORMATO.png",72362,18,"BOT","mei","Nulo",-2.8,9.73,-1.58,4.22,14,"Botafogo",1,2,15,13,41,30,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA
"210","Fernando Galhardo Borges","Fernandinho","https://s.glbimg.com/es/sde/f/2017/05/15/0d7fcc5d70203442a40e54487804a4f8_FORMATO.png",72150,18,"PON","lat","Nulo",0,5.26,0,2.43,4,"Ponte Preta",NA,1,3,NA,9,2,2,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA
"211","Renan de Oliveira Fonseca","Renan Fonseca","https://s.glbimg.com/es/sde/f/2016/05/20/8a933b2d225a7b56e6267a2148ab68d0_FORMATO.png",72037,18,"BOT","zag","Nulo",0,3,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Diego da Silva Rosa","Diego Rosa","https://s.glbimg.com/es/sde/f/2017/06/21/113421cfc95b13d42d7a61ddfd0b906c_FORMATO.png",71927,18,"ATL","mei","Nulo",0.2,7.3,-1.72,2.49,10,"Atlético-GO",2,1,9,6,6,5,NA,NA,4,1,1,2,NA,NA,NA,NA,NA,NA
"213","João Paulo Mior","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/17/6b2d599609eccc7671f1c4a23739c2d7_FORMATO.png",72168,18,"BOT","mei","Nulo",-4.2,1.74,-0.74,1.27,16,"Botafogo",3,5,34,24,62,16,NA,NA,5,5,NA,1,NA,1,NA,NA,NA,NA
"214","Jailson Marcelino dos Santos","Jailson","https://s.glbimg.com/es/sde/f/2017/04/18/63a42550ea5f70d0bbc92287dd6ac259_FORMATO.png",72290,18,"PAL","gol","Suspenso",2,7.45,-0.75,5.73,4,"Palmeiras",NA,3,NA,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,6,3,NA,1
"215","Cléber Janderson Pereira Reis","Cléber","https://s.glbimg.com/es/sde/f/2017/05/02/b5c06e4d4ec940dea4ec97f888628b3b_FORMATO.png",72376,18,"SAN","zag","Nulo",0,6.49,0,4.5,1,"Santos",NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Hernane Vidal Souza","Hernane","https://s.glbimg.com/es/sde/f/2017/07/28/10783cbce0071ae8567021c6e9290249_FORMATO.png",72386,18,"BAH","ata","Contundido",0,10,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","Frederico Burgel Xavier ","Fred","https://s.glbimg.com/es/sde/f/2017/02/18/25a86aa5d44e9bdbf64ffd3c0f0a0c25_FORMATO.png",72490,18,"VIT","zag","Nulo",0,3.95,0,1.85,11,"Vitória",NA,3,11,2,30,12,1,NA,3,5,1,NA,NA,NA,NA,NA,NA,NA
"218","Lázaro Luan Scapolan","Luan","https://s.glbimg.com/es/sde/f/2017/04/28/ec0b73e82977113f481334a7e16633d8_FORMATO.png",72565,18,"AVA","mei","Contundido",0,5.62,0,1.92,11,"Avaí",NA,6,29,27,17,22,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"219","Eduardo Alves da Silva","Eduardo da Silva","https://s.glbimg.com/es/sde/f/2017/04/23/c47c6340a7d40ff5085ba517e5dc117d_FORMATO.png",72893,18,"ATL","ata","Nulo",0,5.87,0,1.4,5,"Atlético-PR",NA,NA,6,1,5,4,NA,NA,4,1,NA,1,NA,NA,NA,NA,NA,NA
"220","William Amorim Martins de Menezes","William Menezes","https://s.glbimg.com/es/sde/f/2017/04/24/edb424e5188bff2f84c0a261b041b848_FORMATO.png",72603,18,"COR","gol","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","Sherman Andrés Cárdenas Estupiñan","Cárdenas","https://s.glbimg.com/es/sde/f/2017/04/01/7b7ff2b832507542b6305c0425ffc2b7_FORMATO.png",72871,18,"VIT","mei","Nulo",0,6,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","Mauricio Kozlinski","Mauricio Kozlinski","https://s.glbimg.com/es/sde/f/2017/04/28/9ab574fbf640f6bd28542bd1d9305d6f_FORMATO.png",72595,18,"AVA","gol","Nulo",0,8.1,0,3.1,9,"Avaí",NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,15,13,NA,NA
"223","Damián Ariel Escudero","Escudero","https://s.glbimg.com/es/sde/f/2017/04/17/1351c50b833e0374eb58e4fde52d7646_FORMATO.png",72745,18,"VAS","mei","Provável",-0.2,3.75,-0.8,1,5,"Vasco",1,1,4,3,11,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"224","Mário Rogério Reis Micale ","Rogério Micale","https://s.glbimg.com/es/sde/f/2017/07/24/00470c79ffe3386dcbeb9796e90dfb87_FORMATO.png",70526,18,"ATL","tec","Provável",0.87,8.67,-0.7,3.28,2,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Getterson Alves dos Santos","Getterson","https://s.glbimg.com/es/sde/f/2017/05/12/c2b9040eda92184c6453ef41ede377fd_FORMATO.png",73340,18,"COR","ata","Nulo",0,0.78,0,-0.27,3,"Coritiba",NA,1,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","Renê dos Santos Júnior","Renê Júnior","https://s.glbimg.com/es/sde/f/2017/07/28/d023203cea9f86b7e0c359ac86f97d9e_FORMATO.png",73281,18,"BAH","mei","Provável",3.2,11.36,-0.3,6.66,14,"Bahia",NA,3,27,30,40,44,NA,1,7,15,3,3,NA,NA,NA,NA,NA,NA
"227","Jorge Darío Mendoza Torres","Jorge Mendoza","https://s.glbimg.com/es/sde/f/2017/07/14/3819ceac34a816f02b87cc2e9a8c3a91_FORMATO.png",73144,18,"PON","mei","Nulo",0,3,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Rafael Martins Claro","Rafael Martins","https://s.glbimg.com/es/sde/f/2017/04/24/0e99993b292bb541251f236f7827aeec_FORMATO.png",73336,18,"COR","gol","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Samuel Xavier Brito","Samuel Xavier","https://s.glbimg.com/es/sde/f/2016/05/01/02f546c1013f3369de8475d0bf247287_FORMATO.png",73384,18,"SPO","lat","Provável",1.8,4.62,-0.37,3.81,15,"Sport",NA,2,15,21,58,22,7,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA
"230","Francinilson Santos Meireles","Maranhão","https://s.glbimg.com/es/sde/f/2017/07/27/674c08b12227dcc659885899cb5ee647_FORMATO.png",73513,18,"PON","ata","Provável",1,1.82,0.21,-0.06,5,"Ponte Preta",NA,NA,2,5,9,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA
"231","Rafael Vaz dos Santos","Rafael Vaz","https://s.glbimg.com/es/sde/f/2017/04/24/8665d503716b53b97bdd0f56d8ef0f39_FORMATO.png",73421,18,"FLA","zag","Nulo",0,8.14,0,3.56,10,"Flamengo",NA,NA,4,4,33,11,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA
"232","Gabriel Santana Pinto","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/24/60215745abe8839e6e6df43fbe447e2c_FORMATO.png",73515,18,"FLA","ata","Nulo",0,3.51,0,-2,1,"Flamengo",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Douglas Moreira Pires","Douglas Pires","https://s.glbimg.com/es/sde/f/2017/02/21/9cdc2aa37a7bf02a1d821f703b2ca8dd_FORMATO.png",73517,18,"BAH","gol","Nulo",0,4,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Éderson Alves Ribeiro Silva","Éderson","https://s.glbimg.com/es/sde/f/2017/05/26/1055c168d6c49467f567c27a6e48707a_FORMATO.png",73446,18,"ATL","ata","Nulo",4.7,4.57,1.02,2.29,9,"Atlético-PR",1,NA,3,4,15,3,NA,NA,6,5,1,6,NA,NA,NA,NA,NA,NA
"235","Matheus Simonete Bressanelli","Bressan","https://s.glbimg.com/es/sde/f/2017/04/23/06d46a41c53307f20ca424fbe4e9bf64_FORMATO.png",72491,18,"GRE","zag","Provável",5.4,2.8,1.08,0.73,3,"Grêmio",NA,2,5,4,12,3,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"236","Vladimir Javier Hernández Rivero","Vladimir Hernández","https://s.glbimg.com/es/sde/f/2017/02/19/f61c5d8d4580566cb1fa08020d2709ca_FORMATO.png",72879,18,"SAN","ata","Nulo",0,8.74,0,1.96,11,"Santos",NA,1,5,17,10,5,NA,NA,3,3,1,2,NA,NA,NA,NA,NA,NA
"237","José Rogério de Oliveira","Rogério","https://s.glbimg.com/es/sde/f/2016/08/31/6340e77cb18143e838ae03747e59b459_FORMATO.png",73540,18,"SPO","ata","Contundido",0,6.21,0,2.23,11,"Sport",1,NA,5,22,31,3,NA,NA,5,3,1,NA,NA,NA,NA,NA,NA,NA
"238","Marcos Vinícius de Jesus Araújo","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2017/07/14/dc2cc428ed447e7b65ffc2a9b54c02e8_FORMATO.png",73721,18,"BOT","mei","Provável",0,7.71,0,3.9,6,"Botafogo",NA,NA,8,6,13,3,NA,NA,3,1,2,NA,NA,1,NA,NA,NA,NA
"239","Wellington Silva Sanches Aguiar","Wellington Nem","https://s.glbimg.com/es/sde/f/2017/02/18/a23f9ff565dd24baa68eeca4461e1b86_FORMATO.png",73619,18,"SAO","ata","Contundido",0,7.13,0,1.52,10,"São Paulo",NA,2,10,20,9,5,NA,NA,1,2,1,4,NA,NA,NA,NA,NA,NA
"240","Lucas David Pratto","Lucas Pratto","https://s.glbimg.com/es/sde/f/2017/02/18/2291ee0103b8af06799aee5ab657b149_FORMATO.png",73649,18,"SAO","ata","Provável",4.6,15.79,0.71,4.17,18,"São Paulo",2,2,24,20,57,9,NA,NA,18,29,5,4,1,NA,NA,NA,NA,NA
"241","Alison Lopes Ferreira","Alison","https://s.glbimg.com/es/sde/f/2016/05/01/5cbe20aa51d06aff64b21ed5d19bf070_FORMATO.png",73974,18,"SAN","mei","Provável",8,5.23,0.92,2.53,9,"Santos",NA,NA,6,7,9,10,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"242","Rodrigo Caio Roquette Russo","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2016/05/01/76c4acf534a1a01c922cb927acebb6e7_FORMATO.png",73800,18,"SAO","zag","Suspenso",3.2,9.52,0.42,2.64,14,"São Paulo",NA,6,11,8,27,22,3,NA,1,3,NA,1,NA,1,NA,NA,NA,NA
"243","Geuvânio Santos Silva","Geuvânio","https://s.glbimg.com/es/sde/f/2017/06/27/36ee7e4d8d65bb36e49c895ce0c5fe6c_FORMATO.png",73896,18,"FLA","ata","Nulo",0,9.97,0,2.08,4,"Flamengo",NA,1,2,8,5,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","Jomar Herculano Lourenço","Jomar","https://s.glbimg.com/es/sde/f/2017/04/24/75a0f0b187c040aec0d014550c2e765e_FORMATO.png",73876,18,"VAS","zag","Nulo",0,1.5,0,0,5,"Vasco",NA,2,7,5,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","René Ferreira dos Santos","René","https://s.glbimg.com/es/sde/f/2017/02/20/7d48128069f52815dcd4acb921336cab_FORMATO.png",73978,18,"VIT","zag","Provável",0,2.73,0,1.5,9,"Vitória",NA,3,15,7,17,7,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"246","Rildo de Andrade Felicissimo","Rildo","https://s.glbimg.com/es/sde/f/2017/04/24/e5f2da8b1a9007eed27b4e7ae55d64c2_FORMATO.png",73635,18,"COR","ata","Provável",12.8,10.36,1.86,4.32,16,"Coritiba",2,2,16,50,34,17,NA,NA,3,4,3,5,NA,NA,NA,NA,NA,NA
"247","Rodinei Marcelo de Almeida","Rodinei","https://s.glbimg.com/es/sde/f/2017/04/24/43537a69f2836d2da77aebc068eacd46_FORMATO.png",73992,18,"FLA","lat","Suspenso",-0.5,9.05,-0.96,4.19,10,"Flamengo",3,2,17,8,25,10,4,1,2,2,1,1,NA,NA,NA,NA,NA,NA
"248","Edigar Junio Teixeira Lima ","Edigar Junio","https://s.glbimg.com/es/sde/f/2017/07/28/8fb3bca6fb3b7df0b863748403f1b763_FORMATO.png",74271,18,"BAH","ata","Contundido",0,9.52,0,2.75,10,"Bahia",NA,NA,14,16,19,4,NA,NA,5,2,2,1,NA,1,NA,NA,NA,NA
"249","Walisson Moreira Farias Maia","Walisson Maia","https://s.glbimg.com/es/sde/f/2017/04/24/60830998fb2fc54f511a8d2b5c3a6f25_FORMATO.png",73991,18,"COR","zag","Contundido",0,4.1,0,0.83,6,"Coritiba",NA,NA,2,1,10,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA
"250","José Paolo Guerrero Gonzales","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2017/04/24/9f5565190d6c37e9959d0747a4ef6ea0_FORMATO.png",75295,18,"FLA","ata","Contundido",-1.3,11.48,0.03,4.66,13,"Flamengo",2,3,49,32,28,11,NA,NA,10,14,5,10,NA,NA,NA,NA,NA,NA
"251","Alejandro Abraham Guerra Morales","Alejandro Guerra","https://s.glbimg.com/es/sde/f/2017/02/19/fa873321a36da270244cf230ac534a50_FORMATO.png",74213,18,"PAL","mei","Nulo",0,14.18,0,5.29,11,"Palmeiras",3,3,21,17,42,12,NA,NA,7,7,4,1,NA,NA,NA,NA,NA,NA
"252","Michael Antonio Arroyo Mina","Arroyo","https://s.glbimg.com/es/sde/f/2017/07/24/c4c6af5bdd03f02c1d29ada3f5d33e39_FORMATO.png",74134,18,"GRE","ata","Contundido",0,4.43,0,-0.5,1,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"253","John Lennon Silva Santos","Lennon","https://s.glbimg.com/es/sde/f/2017/05/03/d072e8eaeab8333c007a7cfb0af5aef4_FORMATO.png",73869,18,"CRU","lat","Nulo",0,4.03,0,0.53,3,"Cruzeiro",NA,1,4,1,11,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Roberto Junior Fernández Torres","Gatito Fernández","https://s.glbimg.com/es/sde/f/2017/04/17/f87ed5808d28ef2d0446cae72617f143_FORMATO.png",74061,18,"BOT","gol","Provável",1.1,19.91,0.12,5.66,12,"Botafogo",NA,1,NA,2,7,NA,4,NA,NA,NA,NA,NA,NA,NA,23,16,NA,2
"255","Luiz Antonio de Souza Soares","Luiz Antonio ","https://s.glbimg.com/es/sde/f/2017/04/24/470fd6292588f4385e9c32a3aeef091c_FORMATO.png",74060,18,"CHA","mei","Provável",0,7.5,0,1.81,16,"Chapecoense",1,3,16,7,32,6,NA,NA,10,2,2,1,NA,2,NA,NA,NA,NA
"256","José Élber Pimentel da Silva","Élber","https://s.glbimg.com/es/sde/f/2016/04/29/26c6c8beefa35a5684da137e0e90f6dc_FORMATO.png",74140,18,"CRU","mei","Provável",7.3,6.01,1.34,2.95,11,"Cruzeiro",NA,NA,3,21,23,5,NA,NA,6,7,1,1,NA,1,NA,NA,NA,NA
"257","Guilherme Costa Machado Silveira","Guilherme Costa","https://s.glbimg.com/es/sde/f/2017/04/06/ea33443d8c666f61b78424b726238c89_FORMATO.png",74081,18,"VAS","mei","Nulo",0,5.21,0,2.95,6,"Vasco",2,1,4,7,5,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"258","Luis Manuel Seijas Gunther","Seijas","https://s.glbimg.com/es/sde/f/2017/05/14/6f1a3086afde752f257e478b7ddadf03_FORMATO.png",70742,18,"CHA","mei","Provável",0,6.54,0.36,2.34,15,"Chapecoense",2,NA,23,20,40,14,NA,NA,2,9,NA,1,NA,2,NA,NA,NA,NA
"259","Jorge de Moura Xavier","Jorginho","https://s.glbimg.com/es/sde/f/2017/04/28/24064c0ab4f724a2a4252d37f02b7223_FORMATO.png",77544,18,"ATL","mei","Provável",5.3,5.92,1.35,1.45,16,"Atlético-GO",NA,1,25,34,55,18,NA,1,1,5,1,2,NA,NA,NA,NA,NA,NA
"260","Yago Fernando da Silva","Yago","https://s.glbimg.com/es/sde/f/2017/05/02/30bd8e94c27dbf6a20661d6027251a81_FORMATO.png",77500,18,"PON","zag","Contundido",0,6,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Leandro da Silva","Leandro Silva","https://s.glbimg.com/es/sde/f/2017/04/28/c86a46095a1f0ab0e29d11fbbb7e80a1_FORMATO.png",77529,18,"AVA","lat","Provável",-0.4,7.59,-0.3,2.88,17,"Avaí",2,1,26,16,81,22,6,1,4,7,NA,2,NA,NA,NA,NA,NA,NA
"262","Fillipe Soutto Mayor Nogueira Ferreira","Fillipe Soutto","https://s.glbimg.com/es/sde/f/2017/06/05/17f3216f11db1702707de11a5f0b6854_FORMATO.png",70581,18,"VIT","mei","Nulo",0,3.61,0,2.3,2,"Vitória",NA,NA,NA,1,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Marllon Gonçalves Jerônimo Borges","Marllon","https://s.glbimg.com/es/sde/f/2017/05/02/40266a7126e1fd808b4350f90516f3f5_FORMATO.png",70666,18,"PON","zag","Provável",3.5,12.02,-0.2,4.48,17,"Ponte Preta",NA,2,6,20,31,24,7,NA,1,3,NA,NA,NA,1,NA,NA,NA,NA
"264","Fábio Luiz Carille de Araújo","Fábio Carille","https://s.glbimg.com/es/sde/f/2017/04/22/b5151c5cf6b267103af7605949496c18_FORMATO.png",70696,18,"COR","tec","Provável",6.62,12.32,0.99,4.69,18,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Diogo Barbosa Mendanha","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2017/04/22/9ee14b744ca9f1e250cc299b955bc6e9_FORMATO.png",70916,18,"CRU","lat","Provável",0,12.16,0,4.33,16,"Cruzeiro",2,3,15,18,62,27,6,NA,2,3,NA,2,NA,1,NA,NA,NA,NA
"266","Bruno Henrique Corsini","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/07/15/49e2a38b84972e1e416211e21f0eb681_FORMATO.png",70944,18,"PAL","mei","Nulo",8.2,11.07,1.08,4.8,7,"Palmeiras",1,1,17,10,12,15,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA
"267","Jackson de Souza","Jackson","https://s.glbimg.com/es/sde/f/2017/07/28/de12cacc448f4add788473ff0d4009bf_FORMATO.png",70934,18,"BAH","zag","Contundido",0,7,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","Federico Mancuello","Mancuello","https://s.glbimg.com/es/sde/f/2017/04/24/8f9b227031fc772ea2210db5d441a2e5_FORMATO.png",71066,18,"FLA","mei","Nulo",0,6.11,0,2.13,6,"Flamengo",NA,2,4,3,7,5,NA,NA,2,2,1,1,NA,NA,NA,NA,NA,NA
"269","Leonardo Cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2017/05/02/6694b4703f10f789b166d7ca4f6f764e_FORMATO.png",70986,18,"SAN","mei","Nulo",0,2.62,0,-0.25,2,"Santos",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Pablo Diogo Lopes de Lima","Pablo Diogo","https://s.glbimg.com/es/sde/f/2017/08/01/876c2e59d47193a1d2968b73eed90a34_FORMATO.png",70987,18,"ATL","ata","Nulo",-1.5,1.68,-0.79,-0.6,2,"Atlético-MG",NA,NA,3,NA,7,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"271","Roberto Heuchayer Santos de Araújo","Roberto","https://s.glbimg.com/es/sde/f/2017/08/01/c4899f60827edd3bd4037da8784c7d83_FORMATO.png",71116,18,"CHA","lat","Provável",0,4,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Leonardo da Silva Vieira","Leo","https://s.glbimg.com/es/sde/f/2017/08/02/b370bcdca91adb4e0f9cfe1f7ce54837_FORMATO.png",71043,18,"ATL","gol","Nulo",0,3,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Alexander Baumjohann","Baumjohann","https://s.glbimg.com/es/sde/f/2017/07/05/edd3698b18e3e992ba2ea5c7f544ff56_FORMATO.png",71389,18,"COR","mei","Nulo",0,5,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Vinícius Goes Barbosa de Souza","Vinícius","https://s.glbimg.com/es/sde/f/2017/06/01/a4f3ac6a4a79eebb1b9a2ec9388773ad_FORMATO.png",71162,18,"BAH","mei","Nulo",0,6.38,0,1.71,14,"Bahia",1,3,11,8,28,6,NA,NA,3,8,2,NA,NA,NA,NA,NA,NA,NA
"275","Luis Oscar González","Lucho González","https://s.glbimg.com/es/sde/f/2017/04/23/3b471798626f6a04ef3427efb99d1c23_FORMATO.png",71479,18,"ATL","mei","Dúvida",0,5.77,0,-0.29,11,"Atlético-PR",NA,2,14,10,42,10,NA,1,1,5,NA,2,NA,NA,NA,NA,NA,NA
"276","Guilherme Ferreira Pinto","Negueba","https://s.glbimg.com/es/sde/f/2017/06/07/fe68884503980ded30df6a7cb9cdd77b_FORMATO.jpeg",70929,18,"PON","ata","Nulo",0,4.01,0,0.6,4,"Ponte Preta",NA,1,4,4,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Andrés Ramiro Escobar Díaz","Manga Escobar","https://s.glbimg.com/es/sde/f/2017/04/24/1ce4d6d602b56cabd2d5b1522af42b71_FORMATO.png",71704,18,"VAS","ata","Nulo",0,4.47,0.02,1.93,9,"Vasco",1,NA,3,7,10,1,NA,NA,2,3,1,1,NA,NA,NA,NA,NA,NA
"278","Kelvin Mateus de Oliveira","Kelvin","https://s.glbimg.com/es/sde/f/2017/04/24/6c15e084bbf28f0ec13f00762f49aa9d_FORMATO.png",71549,18,"VAS","ata","Contundido",0,5.03,0,1.72,5,"Vasco",NA,NA,3,8,9,4,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA
"279","Anderson Vieira Martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2017/07/24/b1c36aceb7c5d5fb95b9079cf23fe5fe_FORMATO.png",52618,18,"VAS","zag","Nulo",0,11,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Weverton Pereira da Silva","Weverton","https://s.glbimg.com/es/sde/f/2017/04/23/2773ed93eeec40a1be23186dae64fad2_FORMATO.png",71631,18,"ATL","gol","Provável",7.7,4.98,-0.06,3.17,15,"Atlético-PR",NA,1,NA,4,14,1,5,NA,NA,NA,NA,NA,NA,NA,21,19,NA,NA
"281","Fernando Miguel Kaufmann","Fernando Miguel","https://s.glbimg.com/es/sde/f/2017/02/20/5af7107ad71c63b6f670fd21749fc679_FORMATO.png",71571,18,"VIT","gol","Provável",0,11.94,0,2.73,16,"Vitória",NA,2,NA,3,13,NA,4,NA,NA,NA,NA,NA,NA,NA,28,27,NA,NA
"282","Andrés Lorenzo Ríos","Andrés Ríos","https://s.glbimg.com/es/sde/f/2017/07/11/a3b10554f6896bd025dfd3eaf5f9ce80_FORMATO.png",81684,18,"VAS","ata","Nulo",-3.3,2.35,-1.65,-3.3,1,"Vasco",NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Víctor Leandro Bagy","Victor","https://s.glbimg.com/es/sde/f/2017/04/03/444816970098790387faf6c2c5c0444f_FORMATO.png",52950,18,"ATL","gol","Provável",2,11.08,-0.86,4.26,16,"Atlético-MG",NA,3,1,2,8,NA,3,NA,NA,NA,NA,NA,NA,NA,26,19,NA,3
"284","Ferdinando Pereira Leda","Ferdinando","https://s.glbimg.com/es/sde/f/2017/04/28/451b8463a985e60f7a6e4d877e47d26e_FORMATO.png",53731,18,"AVA","mei","Nulo",0,5,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Luis Ricardo Silva Umbelino","Luis Ricardo","https://s.glbimg.com/es/sde/f/2016/05/20/f1f631c4c995df1548717967d445801f_FORMATO.png",55348,18,"BOT","lat","Provável",-1.4,6.11,-1.1,1.68,4,"Botafogo",1,NA,2,NA,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Gilson Gomes do Nascimento","Gilson","https://s.glbimg.com/es/sde/f/2017/04/17/41717887cc5c81bcd28ad1df6829c7e6_FORMATO.png",52674,18,"BOT","lat","Provável",0,9.12,0,3.65,11,"Botafogo",1,3,7,19,19,10,4,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA
"287","Gabriel Rybar Blos","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/23/f2550afa5db7011619ab01d7d1032823_FORMATO.png",71572,18,"GRE","zag","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
