"atletas.nome","atletas.atleta_id","atletas.apelido","atletas.foto","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.clube.id.full.name","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","athletes.atletas.scout","PE","SG","FC","FS","I","RB","FD","A","G","FF","DD","CA","GS","FT","CV","PP","DP","GC","home_score","away_score","goals_dif","casa"
"Willian Souza Arão da Silva",78478,"Willian Arão","https://s.glbimg.com/es/sde/f/2017/04/24/afcab1eabef219480495acfdf11be8c3_FORMATO.png",2,"FLA","mei","Flamengo","Provável",5.2,10.36,0.74,4.4,2,NA,5,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,-3,"Fora"
"Marcos de Paula Dutra",78495,"Marcos","https://s.glbimg.com/es/sde/f/2017/04/27/f3d654b20ab83c212a2a18dab411b2e0_FORMATO.png",2,"ATL","gol","Atlético-GO","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,-3,"Casa"
"Arnaldo Manoel de Almeida",78497,"Arnaldo","https://s.glbimg.com/es/sde/f/2017/05/19/ff6d87578b92fff5c4d0ff68a60fc859_FORMATO.png",2,"BOT","lat","Botafogo","Dúvida",7.2,5.35,2.35,7.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Casa"
"Jean Mota Oliveira de Sousa",78548,"Jean Mota","https://s.glbimg.com/es/sde/f/2017/05/02/6f250e3510eb4a5cf33223d20befd72c_FORMATO.png",2,"SAN","mei","Santos","Nulo",0,2.02,-1.02,-0.35,2,NA,3,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Casa"
"Paulo Luiz Beraldo Santos",78578,"Paulinho","https://s.glbimg.com/es/sde/f/2017/04/24/c8f73d0634bf7a30846535c217610b26_FORMATO.png",2,"VIT","ata","Vitória","Provável",1.9,6.11,-0.04,2.3,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,1,-1,"Casa"
"Douglas Alan Schuck Friedrich",78584,"Douglas Friedrich","https://s.glbimg.com/es/sde/f/2017/04/25/f36c749de572dbbaf8a43b8b71309942_FORMATO.png",2,"AVA","gol","Avaí","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Fora"
"Gabriel Girotto Franco",78605,"Gabriel","https://s.glbimg.com/es/sde/f/2017/04/19/a258f3bd57275dfde4062d53fea35126_FORMATO.png",2,"COR","mei","Corinthians","Provável",7.1,7.55,1.11,3.1,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,-1,"Fora"
"Bryan Silva Garcia",78632,"Bryan","https://s.glbimg.com/es/sde/f/2016/05/25/5b9b24c19e03fc40d70c6a4523ef44ae_FORMATO.png",2,"CRU","lat","Cruzeiro","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"Fora"
"Ramiro Moschen Benetti",78715,"Ramiro","https://s.glbimg.com/es/sde/f/2017/04/23/01565939c1e8813f9c1cc7cf9faeb903_FORMATO.png",2,"GRE","mei","Grêmio","Provável",3.5,18.9,1.92,10.25,2,NA,2,NA,1,2,NA,1,NA,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,0,2,-2,"Fora"
"Gabriel Bordinhão Gasparotto",78839,"Gabriel Gasparotto","https://s.glbimg.com/es/sde/f/2016/06/28/e51699e690f5560939a50fdbb0077328_FORMATO.jpeg",2,"SAN","gol","Santos","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Casa"
"Reinaldo Manoel da Silva",78850,"Reinaldo","https://s.glbimg.com/es/sde/f/2017/04/25/e786acca731a4a88d0504f8b3802f4d8_FORMATO.png",2,"CHA","lat","Chapecoense","Provável",4.3,8.75,0.19,3.2,2,NA,10,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Casa"
"Thiago dos Santos",78855,"Thiago Santos","https://s.glbimg.com/es/sde/f/2017/04/18/2d51cc56ccd1291d116060e00ca663b6_FORMATO.png",2,"PAL","mei","Palmeiras","Provável",3.8,5.32,0.32,3.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Fora"
"Marcos Antônio Almeida Silva",78856,"Marcão Silva","https://s.glbimg.com/es/sde/f/2017/04/27/1fdbc57e3b15e752149d530d7425e5d3_FORMATO.png",2,"ATL","mei","Atlético-GO","Provável",1.7,5.66,0.85,3.25,2,NA,3,NA,3,NA,NA,5,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,0,3,-3,"Casa"
"Marinaldo dos Santos Oliveira",78897,"Naldo","https://s.glbimg.com/es/sde/f/2017/05/02/466546b7c0d2a31683ba60341c08ef34_FORMATO.png",2,"PON","mei","Ponte Preta","Nulo",0,5.94,0,6.4,1,NA,2,NA,2,1,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Fora"
"Leandro Marcos Pereira",78968,"Leandro Pereira","https://s.glbimg.com/es/sde/f/2017/02/22/377457c54b890731e2cfdb9013dc7397_FORMATO.png",2,"SPO","ata","Sport","Nulo",0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"Casa"
"Moisés Ribeiro Santos",78991,"Moisés Ribeiro","https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png",2,"CHA","mei","Chapecoense","Contundido",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Casa"
"Eduardo Henrique da Silva",78994,"Eduardo Henrique","https://s.glbimg.com/es/sde/f/2017/05/10/45db49dd3d8dceb223dc6d2afdf72801_FORMATO.png",2,"ATL","mei","Atlético-PR","Nulo",0,2.62,0,-0.3,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,-2,"Casa"
"Luiz Felipe do Nascimento dos Santos",79035,"Luiz Felipe","https://s.glbimg.com/es/sde/f/2017/05/02/3b3fe001039a93d9ea75e58f817381cf_FORMATO.png",2,"SAN","zag","Santos","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Casa"
"Antonio Thomaz Santos de Barros",79041,"Thomaz","https://s.glbimg.com/es/sde/f/2017/04/28/df8a959dc2f3885176d2c02e5d69a246_FORMATO.png",2,"SAO","mei","São Paulo","Nulo",1.2,3.1,0.34,1.55,2,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Casa"
"Tiago Pagnussat",79042,"Tiago ","https://s.glbimg.com/es/sde/f/2017/02/21/dd2cb4f245812fd67912e347aba3c101_FORMATO.png",2,"BAH","zag","Bahia","Provável",3.1,11.01,1.04,5.6,2,NA,2,NA,2,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,"Fora"
"Alex Roberto Santana Rafael ",79066,"Alex Muralha","https://s.glbimg.com/es/sde/f/2017/04/24/3fb41a018fb2c9084cb4800fba9b6607_FORMATO.png",2,"FLA","gol","Flamengo","Provável",4.7,3.02,0.9,1.35,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,3,-3,"Fora"
"Jucimar Lima Pacheco",79193,"Abuda","https://s.glbimg.com/es/sde/f/2017/04/27/2e749e5bfdd8d0bbc67e5441e8c73ff6_FORMATO.png",2,"ATL","mei","Atlético-GO","Nulo",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,-3,"Casa"
"Ricardo César Dantas da Silva",79334,"Ricardo Silva","https://s.glbimg.com/es/sde/f/2017/04/27/e409f5c1c4551cf8457b204abc422a73_FORMATO.png",2,"ATL","zag","Atlético-GO","Provável",0.8,3.58,-0.52,0.8,2,NA,1,NA,2,NA,NA,2,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,0,3,-3,"Casa"
"Roger Machado Marques",79437,"Roger Machado ","https://s.glbimg.com/es/sde/f/2017/04/28/4f5e786d736c65d7652d3dda5d40a131_FORMATO.png",2,"ATL","tec","Atlético-MG","Provável",2.29,10.24,-1.67,2.07,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,-1,"Casa"
"Joeliton Lima Santos",79553,"Mansur","https://s.glbimg.com/es/sde/f/2016/07/05/885bc2c7afe242e7ce810bccdccd27cc_FORMATO.png",2,"SPO","lat","Sport","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"Casa"
"Luiz Ricardo Alves",79578,"Sassá","https://s.glbimg.com/es/sde/f/2017/04/18/9429c709616ace6dbb5d279511a9f78f_FORMATO.png",2,"BOT","ata","Cruzeiro","Nulo",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"Fora"
"Lucas Silva Borges",79701,"Lucas Silva","https://s.glbimg.com/es/sde/f/2017/04/06/f4598cc08e1804689d22d338ac6f7d9b_FORMATO.png",2,"CRU","mei","Cruzeiro","Nulo",0,6.65,0,1.4,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"Fora"
"Antônio Carlos Cunha Capocasali Júnior",79702,"Antônio Carlos ","https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png",2,"PAL","zag","Palmeiras","Provável",-1.1,3.17,-1.83,-1.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Fora"
"Fabiano Leissmann",79887,"Fabiano","https://s.glbimg.com/es/sde/f/2017/04/18/ccce9b9aad578e5dc82e1d75b816fa25_FORMATO.png",2,"PAL","lat","Palmeiras","Provável",0.8,6.22,0.07,2.75,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Fora"
"Odair Souza ",79892,"Nenén","https://s.glbimg.com/es/sde/f/2017/04/25/cf7dd5cb7c3b2349fc0a5145f894f495_FORMATO.png",2,"CHA","mei","Chapecoense","Nulo",0.9,1.94,-0.18,0.45,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Casa"
"Helton Brant Aleixo Leite",79973,"Helton Leite","https://s.glbimg.com/es/sde/f/2016/05/20/5fd57defcef29c5cd30495ee3eb4e67f_FORMATO.png",2,"BOT","gol","Botafogo","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Casa"
"Matheus Mancini",80124,"Matheus Mancini","https://s.glbimg.com/es/sde/f/2017/05/19/5bca9708b9e4c88d08f62e3935fe8cb4_FORMATO.png",2,"ATL","zag","Atlético-MG","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,-1,"Casa"
"Jadson Alves dos Santos",80129,"Jadson","https://s.glbimg.com/es/sde/f/2017/05/02/e17a729351ce9e086c7f6fdaf907c355_FORMATO.png",2,"PON","mei","Ponte Preta","Provável",4.3,4.9,0.73,2.1,2,NA,6,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Fora"
"Nadson da Silva Almeida",80140,"Nadson","https://s.glbimg.com/es/sde/f/2017/04/25/9c0263cf980f89da4cca8b6bc120585f_FORMATO.png",2,"CHA","mei","Chapecoense","Nulo",0,0.85,0,-0.8,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Casa"
"Marcos Junio Lima dos Santos",80188,"Marcos Junior","https://s.glbimg.com/es/sde/f/2016/04/29/05a4d91c1c469c1d8f7bc682c5eb8e11_FORMATO.png",2,"FLU","ata","Fluminense","Provável",-3.3,3.38,-2.63,-0.9,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,-1,"Fora"
"Lucas Fonseca da Silva",80189,"Lucas Fonseca","https://s.glbimg.com/es/sde/f/2017/02/21/c4e0a739ae5673d20c609ad14289c7e9_FORMATO.png",2,"BAH","zag","Bahia","Nulo",0,2.97,0,-0.8,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,"Fora"
"Glaybson Yago Souza Lisboa",80196,"Yago Pikachu","https://s.glbimg.com/es/sde/f/2017/04/24/3021726139e41d1a3fe9ada22058c738_FORMATO.png",2,"VAS","lat","Vasco","Provável",8.3,9.28,2.56,5.4,2,NA,4,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,"Casa"
"Cleberson Martins de Souza",80281,"Cleberson","https://s.glbimg.com/es/sde/f/2017/04/23/91e18bf15401259ce1466dbccb56d6ae_FORMATO.png",2,"ATL","zag","Atlético-PR","Nulo",0,2.69,0,-1.2,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,-2,"Casa"
"Matheus Caldeira Vidotto de Oliveira",80286,"Matheus Vidotto","https://s.glbimg.com/es/sde/f/2017/04/23/0469f80ea84703c3178371ab0fa1dd2f_FORMATO.png",2,"COR","gol","Corinthians","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,-1,"Fora"
"Gilberto Moraes Júnior",80313,"Gilberto ","https://s.glbimg.com/es/sde/f/2017/02/18/0b1f3092508c1455fe24a4049fd3b32b_FORMATO.png",2,"VAS","lat","Vasco","Provável",6.6,9.42,1.92,5.1,2,NA,4,NA,3,1,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,"Casa"
"Ezequiel Jacinto de Biasi",80318,"Ezequiel ","https://s.glbimg.com/es/sde/f/2017/04/23/059f269b9ef5b88550eb9899af203b7b_FORMATO.png",2,"CRU","lat","Cruzeiro","Nulo",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"Fora"
"Arthur Caíke do Nascimento Cruz",80337,"Arthur ","https://s.glbimg.com/es/sde/f/2017/04/24/56939ae4c18f332e1a3bb20305de4f33_FORMATO.png",2,"CHA","ata","Chapecoense","Provável",2.7,5.11,0.65,2.5,2,NA,3,NA,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,0,1,"Casa"
"Alejandro Ariel Cabral",80363,"Ariel Cabral","https://s.glbimg.com/es/sde/f/2017/04/22/6b0dea43cdbaa38c369c09b3e7b75700_FORMATO.png",2,"CRU","mei","Cruzeiro","Dúvida",0.3,5.24,-1.76,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"Fora"
"Edson Felipe da Cruz",80370,"Edson","https://s.glbimg.com/es/sde/f/2017/02/18/786ddd89646415ee6d7df1c5e319039b_FORMATO.png",2,"BAH","mei","Bahia","Provável",1.5,17.57,0.74,8.65,2,NA,2,NA,NA,2,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,"Fora"
"Wanderson Carvalho de Oliveira",80373,"Wanderson","https://s.glbimg.com/es/sde/f/2017/04/27/a7b0a15537c943f557f8fb73d8a9171b_FORMATO.png",2,"ATL","lat","Atlético-GO","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,-3,"Casa"
"Norberto Pereira Marinho Neto",80374,"Norberto ","https://s.glbimg.com/es/sde/f/2017/02/20/d4afa1a673972146ca393fa33e7ee0ca_FORMATO.png",2,"VIT","lat",NA,"Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rafael de Jesus Bonfim ",80441,"Bonfim ","https://s.glbimg.com/es/sde/f/2017/04/27/f457037f26ebee1d5933ade6cc425d8e_FORMATO.png",2,"ATL","zag",NA,"Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michael Vinicius Silva de Morais",80537,"Michael","https://s.glbimg.com/es/sde/f/2017/05/04/c43b96f2a0e0c8a8006defaedc1db2ee_FORMATO.png",2,"FLU","ata","Fluminense","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,-1,"Fora"
"Lucas Rafael Araujo Lima",80583,"Lucas Lima","https://s.glbimg.com/es/sde/f/2017/05/02/acb1d4777b6e76d3ca67054da81d0c42_FORMATO.png",2,"SAN","mei","Santos","Dúvida",0,3.64,-1.59,-0.3,2,NA,2,NA,1,3,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,0,1,"Casa"
"Luan Garcia Teixeira",80692,"Luan","https://s.glbimg.com/es/sde/f/2017/04/23/21b43228acd34549ca343f42576f7632_FORMATO.png",2,"PAL","zag","Palmeiras","Nulo",0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Fora"
"Pedro Tonon Geromel",80853,"Pedro Geromel","https://s.glbimg.com/es/sde/f/2017/04/23/e509769d9e394ef42a8681bfdacc8283_FORMATO.png",2,"GRE","zag","Grêmio","Provável",8.2,10.14,3.14,6.55,2,NA,2,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,-2,"Fora"
"Johnath Marlone Azevedo da Silva",80944,"Marlone","https://s.glbimg.com/es/sde/f/2017/04/25/744a27f04385f2906d5982a7dad3445b_FORMATO.png",2,"ATL","mei","Atlético-MG","Nulo",0,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,-1,"Casa"
"Mayke Rocha de Oliveira",81150,"Mayke","https://s.glbimg.com/es/sde/f/2017/05/19/0c4040195eb2210f37198e62876f4dc1_FORMATO.png",2,"PAL","lat","Palmeiras","Nulo",0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Fora"
"Thallyson Augusto Tavares Dias",81219,"Thallyson","https://s.glbimg.com/es/sde/f/2017/05/19/5f8b63bc7b59bf0463eeb5f1f20490d5_FORMATO.png",2,"VIT","lat","Vitória","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,-1,"Casa"
"Frickson Rafael  Erazo Vivero",81223,"Erazo","https://s.glbimg.com/es/sde/f/2017/04/03/a0b75e2777a8e1b1844e5f2ff9caa182_FORMATO.png",2,"ATL","zag","Atlético-MG","Nulo",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,-1,"Casa"
"Oswaldo José Henríquez Bocanegra",81241,"Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2016/05/01/49c33afe8104b8c052fd2c593fca02e5_FORMATO.png",2,"SPO","zag","Sport","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"Casa"
"Juan Ramón Cazares Sevillano",81682,"Cazares","https://s.glbimg.com/es/sde/f/2017/04/03/6ccb564ce56c9f6aad79040ab5f8f570_FORMATO.png",2,"ATL","mei","Atlético-MG","Provável",6.3,7.79,1.35,3.7,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,-1,"Casa"
"Clayton Silveira da Silva",81770,"Clayton","https://s.glbimg.com/es/sde/f/2017/04/23/162d940eadf1a0f6216f20a351c326da_FORMATO.png",2,"COR","ata","Corinthians","Nulo",0,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,-1,"Fora"
"Rosicley Pereira da Silva",81798,"Rossi","https://s.glbimg.com/es/sde/f/2017/04/25/7961da883e6911bba84810f448b878e6_FORMATO.png",2,"CHA","ata","Chapecoense","Provável",0,8.5,-0.98,2.7,2,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,1,"Casa"
"Alisson Euler de Freitas Castro",81845,"Alisson","https://s.glbimg.com/es/sde/f/2017/04/22/b5d1b28ec393ae2be2fba2b5dffe9ce9_FORMATO.png",2,"CRU","mei","Cruzeiro","Provável",12.9,15.69,4.87,10.1,2,NA,6,NA,4,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"Fora"
"Osman de Menezes Venâncio Junior",81898,"Osman","https://s.glbimg.com/es/sde/f/2017/04/25/f608122b61891f2ab13ba0015367cfb5_FORMATO.png",2,"CHA","ata","Chapecoense","Dúvida",0,2.7,-1.19,-0.25,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Casa"
"Wellington Simião",81903,"Wellington Simião","https://s.glbimg.com/es/sde/f/2017/05/17/952fdde5f058594fa74d531f91c1abf3_FORMATO.png",2,"AVA","mei","Avaí","Nulo",1.7,2.61,0.21,1.05,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Fora"
"José Henrique da Silva Dourado",81905,"Henrique Dourado","https://s.glbimg.com/es/sde/f/2017/04/24/2df720f6ce87010f359f6d0c3df824db_FORMATO.png",2,"FLU","ata","Fluminense","Provável",11,21.82,4.91,13.45,2,NA,2,NA,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,-1,"Fora"
"Alejandro César Donatti",81923,"Donatti","https://s.glbimg.com/es/sde/f/2017/04/24/51b7d905d9b6a29d6a24ac81fe1e406b_FORMATO.png",2,"FLA","zag","Flamengo","Contundido",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,-3,"Fora"
"Christian Alberto Cueva Bravo",82411,"Cueva","https://s.glbimg.com/es/sde/f/2016/06/28/a68882f174b592bf4e78dbc9818a4465_FORMATO.jpeg",2,"SAO","mei","São Paulo","Provável",1.7,11.91,-2.45,2,2,NA,2,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Casa"
"José Rafael Vivian",82455,"Zé Rafael ","https://s.glbimg.com/es/sde/f/2017/02/21/0e763915801510944041d2bdecb212dc_FORMATO.png",2,"BAH","mei","Bahia","Provável",3.4,16.93,2.15,9.65,2,NA,NA,NA,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,"Fora"
"Otávio Henrique Passos Santos",82463,"Otávio ","https://s.glbimg.com/es/sde/f/2017/04/23/b5d6c9e20119fa12bc0e60e77640bc0a_FORMATO.png",2,"ATL","mei","Atlético-PR","Provável",4.9,10.91,-1.09,4.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,-2,"Casa"
"Douglas Coutinho Gomes de Souza",82469,"Douglas Coutinho ","https://s.glbimg.com/es/sde/f/2017/04/23/21b6dbe5807688ac8d5a82327a8cc1a4_FORMATO.png",2,"ATL","ata","Atlético-PR","Nulo",-0.8,2.15,-1.32,-0.45,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2,-2,"Casa"
"Reginaldo Manoel da Silva Júnior",82515,"Reginaldo","https://s.glbimg.com/es/sde/f/2017/01/13/8392420b99c9b1c5f98f6e0db532ccdc_FORMATO.png",2,"FLU","zag","Fluminense","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,-1,"Fora"
"Moisés Wolschick",82567,"Moisés","https://s.glbimg.com/es/sde/f/2017/04/25/59ac946a38de5a26b19ffc56c68885dc_FORMATO.png",2,"CHA","mei","Chapecoense","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Casa"
"Alan Henrique Costa",82613,"Alan Costa","https://s.glbimg.com/es/sde/f/2017/02/20/45f73d4590ab5787a92587aec3f11bac_FORMATO.png",2,"VIT","zag","Vitória","Provável",1.2,8.19,-0.3,3.1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,-1,"Casa"
"Luiz de Araujo Guimaraes Neto",82627,"Luiz Araújo","https://s.glbimg.com/es/sde/f/2016/06/28/d04aecda981fb0bfc0a4ad62d633777c_FORMATO.jpeg",2,"SAO","ata",NA,"Dúvida",10.6,11.91,3,6.6,2,NA,1,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matheus Galdezani",82634,"Matheus Galdezani","https://s.glbimg.com/es/sde/f/2017/04/24/d7ff115c90d6778d22e113333700259c_FORMATO.png",2,"COR","mei","Coritiba","Provável",1.6,5.38,0.78,3.05,2,NA,6,NA,3,2,NA,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Fora"
"Leonardo Artur de Melo",82644,"Léo Artur","https://s.glbimg.com/es/sde/f/2017/05/17/c881bfd0aef6dfdf5a235115b617387f_FORMATO.png",2,"PON","mei","Ponte Preta","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Fora"
