"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","FC","FD","FF","FS","G","I","PE","RB","CA","SG","FT","DD","GS","CV","PP","DP"
"412","Juan Ramón Cazares Sevillano","Cazares","https://s.glbimg.com/es/sde/f/2017/04/03/6ccb564ce56c9f6aad79040ab5f8f570_FORMATO.png",81682,7,"ATL","mei","Provável",0,7.64,0,3.12,4,"Atlético-MG",1,4,5,4,1,NA,NA,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"413","Maicon Pereira Roque","Maicon","https://s.glbimg.com/es/sde/f/2016/05/01/f3000bd2b412a315dad8796d7080a492_FORMATO.png",71227,7,"SAO","zag","Provável",7,10.44,1.24,3.52,6,"São Paulo",NA,1,1,2,NA,NA,NA,19,7,1,3,NA,NA,NA,NA,NA,NA
"414","Carlos Eugenio Júnior Tavares dos Santos","Júnior Tavares","https://s.glbimg.com/es/sde/f/2017/02/09/25d0a51f886e8f5b2db83e4bea6a4e20_FORMATO.png",89343,7,"SAO","lat","Provável",3.5,12.63,-1.63,5.64,7,"São Paulo",2,11,1,1,14,NA,NA,30,9,NA,4,NA,NA,NA,NA,NA,NA
"415","Rosicley Pereira da Silva","Rossi","https://s.glbimg.com/es/sde/f/2017/04/25/7961da883e6911bba84810f448b878e6_FORMATO.png",81798,7,"CHA","ata","Suspenso",-1.8,8.31,-1.74,2.72,7,"Chapecoense",1,10,2,2,9,1,3,22,6,3,NA,2,NA,NA,NA,NA,NA
"416","Augusto de Souza Silva","Augusto","https://s.glbimg.com/es/sde/f/2017/04/18/4e94d8b6d0b298c84f952ecfac2c11eb_FORMATO.png",93378,7,"PAL","zag","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","Osman de Menezes Venâncio Junior","Osman","https://s.glbimg.com/es/sde/f/2017/04/25/f608122b61891f2ab13ba0015367cfb5_FORMATO.png",81898,7,"CHA","ata","Provável",-0.3,2.86,-1.51,1.32,6,"Chapecoense",1,5,NA,3,1,1,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA
"418","Tagueu Tadjo Diederrick Joel","Joel","https://s.glbimg.com/es/sde/f/2017/06/16/29e43639645db7c4141c08ab515a0bb0_FORMATO.png",82787,7,"AVA","ata","Nulo",0,2.39,0,0.6,3,"Avaí",NA,3,NA,1,4,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"419","Jefferson Gabriel Orejuela Izquierdo","Orejuela","https://s.glbimg.com/es/sde/f/2017/01/13/f990ae4feff11a2f7f5bb847c2e3cdb5_FORMATO.png",87874,7,"FLU","mei","Provável",0,11.27,0,3.7,4,"Fluminense",NA,2,NA,NA,8,NA,NA,6,8,NA,NA,NA,NA,NA,NA,NA,NA
"420","Lucas Emanoel Leite Romão","Lucão","https://s.glbimg.com/es/sde/f/2017/04/22/913ef9074a98f2725e2f2cd12d43f7db_FORMATO.png",94962,7,"CRU","gol","Nulo",0,1,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Emerson Raymundo Santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2016/05/20/7743ec4420461e770a65425100024972_FORMATO.png",86972,7,"BOT","zag","Nulo",0,0.71,0,-5.6,1,"Botafogo",NA,4,NA,NA,1,NA,NA,7,NA,1,NA,NA,NA,NA,NA,NA,NA
"422","Toshiya Tojo","Toshi","https://s.glbimg.com/es/sde/f/2017/04/28/5e3d92955c32b6c74898e471661e6390_FORMATO.png",82791,7,"AVA","ata","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","Evandro Lima de Oliveira Filho","Evandro","https://s.glbimg.com/es/sde/f/2017/05/01/44325047a16fc8c2d5d2dbee3907eb6a_FORMATO.png",91001,7,"SPO","lat","Nulo",0,0.76,0,-0.33,3,"Sport",NA,9,1,NA,2,NA,NA,12,3,NA,NA,NA,NA,NA,NA,NA,NA
"424","Saulo Ferreira Silva Nascimento","Saulo","https://s.glbimg.com/es/sde/f/2017/04/18/8fb7b68bea9068528d9381cfe5c0b32a_FORMATO.png",89492,7,"BOT","gol","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Wellington Simião","Wellington Simião","https://s.glbimg.com/es/sde/f/2017/05/17/952fdde5f058594fa74d531f91c1abf3_FORMATO.png",81903,7,"AVA","mei","Provável",1.4,2.35,0.19,0.74,5,"Avaí",NA,6,NA,2,8,NA,1,11,3,NA,NA,NA,NA,NA,NA,NA,NA
"426","José Henrique da Silva Dourado","Henrique Dourado","https://s.glbimg.com/es/sde/f/2017/04/24/2df720f6ce87010f359f6d0c3df824db_FORMATO.png",81905,7,"FLU","ata","Provável",-1.2,23.16,-1.98,9.97,6,"Fluminense",1,13,3,4,12,7,1,18,2,2,NA,NA,NA,NA,NA,NA,NA
"427","Mauro Joel Carli","Joel Carli","https://s.glbimg.com/es/sde/f/2016/05/20/6a298f9b1dd5a88146f9f926e4b91a1b_FORMATO.png",93414,7,"BOT","zag","Provável",0.7,9.99,-1.34,3.6,5,"Botafogo",NA,8,NA,1,1,1,NA,17,7,2,2,NA,NA,NA,NA,NA,NA
"428","Alison Vicente da Silva","Alison","https://s.glbimg.com/es/sde/f/2017/02/14/cd74f75d4225633af1942d07603f11cf_FORMATO.png",91003,7,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Alejandro César Donatti","Donatti","https://s.glbimg.com/es/sde/f/2017/04/24/51b7d905d9b6a29d6a24ac81fe1e406b_FORMATO.png",81923,7,"FLA","zag","Nulo",0,8,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Matheus Antunes Ribeiro","Matheus Ribeiro","https://s.glbimg.com/es/sde/f/2017/05/02/3592f0162c6d3041f5e47fca40d7d1a3_FORMATO.png",82943,7,"SAN","lat","Nulo",0,5.69,0,5.75,2,"Santos",NA,1,NA,1,1,NA,NA,3,1,NA,2,NA,NA,NA,NA,NA,NA
"431","Luis Oscar González","Lucho González","https://s.glbimg.com/es/sde/f/2017/04/23/3b471798626f6a04ef3427efb99d1c23_FORMATO.png",71479,7,"ATL","mei","Suspenso",-7.2,5.23,-2.08,-2.15,4,"Atlético-PR",NA,8,NA,3,2,NA,2,17,2,NA,NA,NA,NA,NA,1,NA,NA
"432","Deijair dos Santos Nunes","Deijair ","https://s.glbimg.com/es/sde/f/2017/02/21/78e66c5df2b907d4d815509e312cf19f_FORMATO.png",94966,7,"BAH","gol","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Tomas Almino Bastos Silva","Tomas Bastos","https://s.glbimg.com/es/sde/f/2017/05/12/49edceaecc771a87995470ae4d955ddc_FORMATO.png",82817,7,"COR","mei","Nulo",-0.5,12.97,-1.82,3.8,5,"Coritiba",NA,9,3,3,3,2,NA,13,4,1,NA,NA,NA,NA,NA,NA,NA
"434","Rafael Thyere Albuquerque Marques","Rafael Thyere","https://s.glbimg.com/es/sde/f/2017/04/23/e94d073bb6cefa100cd1ed8d0f8a6291_FORMATO.png",83048,7,"GRE","zag","Nulo",0,5.62,0,3.83,3,"Grêmio",NA,2,1,NA,NA,1,NA,5,NA,NA,1,NA,NA,NA,NA,NA,NA
"435","Guilherme Henrique Silva Nogueira","Guilherme",NA,93490,7,"PON","gol","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","Kelvin Mateus de Oliveira","Kelvin","https://s.glbimg.com/es/sde/f/2017/04/24/6c15e084bbf28f0ec13f00762f49aa9d_FORMATO.png",71549,7,"VAS","ata","Contundido",0,5.03,0,1.72,5,"Vasco",NA,3,3,NA,8,NA,2,9,4,NA,NA,NA,NA,NA,NA,NA,NA
"437","José Rafael Vivian","Zé Rafael ","https://s.glbimg.com/es/sde/f/2017/02/21/0e763915801510944041d2bdecb212dc_FORMATO.png",82455,7,"BAH","mei","Provável",2.7,19.62,-0.65,8.08,7,"Bahia",3,17,8,5,18,1,1,16,17,1,NA,NA,NA,NA,NA,NA,NA
"438","Yuri Lima Lara","Yuri","https://s.glbimg.com/es/sde/f/2017/02/21/fb41de8e36f93cc383e07d8120865724_FORMATO.png",83263,7,"BAH","mei","Contundido",0,2,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Rómulo Otero Vásquez","Otero","https://s.glbimg.com/es/sde/f/2017/04/03/9fe40eece7847c6e2d8feca1248f43a9_FORMATO.png",83004,7,"ATL","mei","Nulo",3.9,7.57,0.35,1.93,6,"Atlético-MG",NA,2,2,5,7,NA,NA,4,4,1,NA,NA,NA,NA,NA,NA,NA
"440","Otávio Henrique Passos Santos","Otávio ","https://s.glbimg.com/es/sde/f/2017/04/23/b5d6c9e20119fa12bc0e60e77640bc0a_FORMATO.png",82463,7,"ATL","mei","Provável",3.1,9.1,-0.26,2.4,5,"Atlético-PR",NA,4,NA,3,2,NA,NA,8,9,1,NA,NA,NA,NA,NA,NA,NA
"441","Christian Alberto Cueva Bravo","Cueva","https://s.glbimg.com/es/sde/f/2016/06/28/a68882f174b592bf4e78dbc9818a4465_FORMATO.jpeg",82411,7,"SAO","mei","Dúvida",0,10.57,0,1.33,3,"São Paulo",NA,NA,1,2,4,NA,1,11,2,NA,NA,NA,NA,NA,NA,NA,NA
"442","Leonardo Gomes da Conceição Silva","Léo Gomes","https://s.glbimg.com/es/sde/f/2017/04/23/0cd6a2a3718c7c36858e7d11ad867645_FORMATO.png",86973,7,"GRE","lat","Nulo",0,2,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Patrick Bezerra do Nascimento","Patrick","https://s.glbimg.com/es/sde/f/2017/06/07/0219a437ca7aaad582008a68c498172f_FORMATO.png",83433,7,"SPO","mei","Provável",6,7.07,1.01,5.07,3,"Sport",NA,8,NA,NA,3,NA,NA,9,12,NA,NA,NA,NA,NA,NA,NA,NA
"444","Igor Rabello da Costa","Igor Rabello","https://s.glbimg.com/es/sde/f/2016/05/20/45658f95ac34e82da4d58cf9c77f2587_FORMATO.png",89493,7,"BOT","zag","Provável",2.1,11.51,-0.41,5.6,7,"Botafogo",NA,7,2,1,5,NA,NA,9,16,1,3,NA,NA,NA,NA,NA,NA
"445","Douglas Coutinho Gomes de Souza","Douglas Coutinho ","https://s.glbimg.com/es/sde/f/2017/04/23/21b6dbe5807688ac8d5a82327a8cc1a4_FORMATO.png",82469,7,"ATL","ata","Nulo",0.9,1.58,0.4,-0.3,6,"Atlético-PR",NA,6,1,1,2,NA,1,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"446","James Dean Araújo de Lima","James Dean","https://s.glbimg.com/es/sde/f/2017/05/01/c92d594519fdaaff86e13dce57f1b587_FORMATO.png",89694,7,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Ramón Darío Ábila","Ábila","https://s.glbimg.com/es/sde/f/2016/07/06/ca240a78354b4b67a6388a15bdedc4f5_FORMATO.png",91094,7,"CRU","ata","Dúvida",-0.8,13.5,-2.98,4.8,7,"Cruzeiro",1,3,4,3,9,3,7,8,2,1,NA,NA,NA,NA,NA,NA,NA
"448","Thiago Martins Bueno","Thiago Martins","https://s.glbimg.com/es/sde/f/2017/04/18/b86553b5909b0a40f413b27a550ececd_FORMATO.png",83615,7,"PAL","zag","Contundido",0,5,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Fagner Ironi Daponte","Fagner Alemão","https://s.glbimg.com/es/sde/f/2017/04/28/d93e226df0beb6346213a1a809c8f7fc_FORMATO.png",83522,7,"AVA","lat","Contundido",-0.6,8.12,-0.86,3.43,7,"Avaí",NA,4,1,1,3,NA,2,21,13,1,2,NA,NA,NA,NA,NA,NA
"450","Reginaldo Manoel da Silva Júnior","Reginaldo","https://s.glbimg.com/es/sde/f/2017/01/13/8392420b99c9b1c5f98f6e0db532ccdc_FORMATO.png",82515,7,"FLU","zag","Provável",5.7,3.44,0.79,2.5,3,"Fluminense",NA,6,NA,NA,2,NA,NA,8,7,NA,NA,NA,NA,NA,NA,NA,NA
"451","Luis Antônio da Rocha Júnior","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2017/02/21/5bb13f78434bf46ed1e78c01d8593512_FORMATO.png",94968,7,"BAH","lat","Nulo",0,2,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Andrei Girotto","Andrei Girotto","https://s.glbimg.com/es/sde/f/2017/04/24/75c120b3c827f138e9e79637c43a710f_FORMATO.png",83683,7,"CHA","mei","Provável",7.7,5.24,1.8,1.87,6,"Chapecoense",NA,18,1,4,6,1,NA,13,9,3,NA,NA,NA,NA,NA,NA,NA
"453","Moisés Wolschick","Moisés","https://s.glbimg.com/es/sde/f/2017/04/25/59ac946a38de5a26b19ffc56c68885dc_FORMATO.png",82567,7,"CHA","mei","Nulo",0,2.32,0,3.1,1,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"454","Igor Henrique Martins Machado","Igor","https://s.glbimg.com/es/sde/f/2017/04/27/1869f3cf1e00c12ad0d7b7f267efd47e_FORMATO.png",93551,7,"ATL","mei","Provável",5.5,3.76,1.53,1.03,6,"Atlético-GO",NA,21,2,2,10,NA,2,17,12,3,NA,NA,NA,NA,NA,NA,NA
"455","Alan Henrique Costa","Alan Costa","https://s.glbimg.com/es/sde/f/2017/05/28/e1ec05f6af0ed5e2047bfa90f97426f7_FORMATO.png",82613,7,"VIT","zag","Nulo",0,7.75,0,2.16,5,"Vitória",NA,3,NA,1,3,NA,1,4,4,NA,1,NA,NA,NA,NA,NA,NA
"456","Caio César da Silva Silveira","Caio César","https://s.glbimg.com/es/sde/f/2017/04/28/c9789925a7e321c7432e9e22a2b5a2c9_FORMATO.png",86974,7,"AVA","mei","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Neilton Meira Mestzk","Neilton","https://s.glbimg.com/es/sde/f/2017/06/06/6691c74d311bb687331f46b2fa828ab4_FORMATO.png",83772,7,"VIT","ata","Provável",1.9,5.76,-0.82,4.05,4,"Vitória",1,5,1,1,2,1,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA
"458","Thiago Maia Alencar","Thiago Maia","https://s.glbimg.com/es/sde/f/2016/05/01/1b2976ce2cacc26f8141ace470b05928_FORMATO.png",89637,7,"SAN","mei","Provável",4.2,7.86,-0.1,3.28,7,"Santos",1,14,1,4,7,NA,NA,24,17,2,NA,NA,NA,NA,NA,NA,NA
"459","Hueglo Neris dos Santos","Neris","https://s.glbimg.com/es/sde/f/2017/05/19/d5efc40b12f0c9d9a37828480a468f75_FORMATO.png",83786,7,"SPO","zag","Nulo",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Fernando Miguel Kaufmann","Fernando Miguel","https://s.glbimg.com/es/sde/f/2017/02/20/5af7107ad71c63b6f670fd21749fc679_FORMATO.png",71571,7,"VIT","gol","Provável",1.7,11.37,-0.99,5.13,7,"Vitória",NA,NA,NA,NA,2,NA,NA,7,NA,1,2,NA,15,8,NA,NA,NA
"461","Diego Jardel Koester","Diego Jardel","https://s.glbimg.com/es/sde/f/2017/04/28/d5cd9e4a035c83ce6cb88f1d72c5e77a_FORMATO.png",83791,7,"AVA","mei","Nulo",0,6,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Matheus Galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2017/04/24/d7ff115c90d6778d22e113333700259c_FORMATO.png",82634,7,"COR","mei","Provável",4.9,7.72,-0.03,4.18,6,"Coritiba",NA,12,3,3,15,1,NA,30,15,3,NA,NA,NA,NA,NA,NA,NA
"463","Leonardo Artur de Melo","Léo Artur","https://s.glbimg.com/es/sde/f/2017/06/01/0a85b35106f6206416857febcc0b48ad_FORMATO.png",82644,7,"PON","mei","Nulo",-1.9,2.45,-0.56,0.98,5,"Ponte Preta",1,7,3,3,3,NA,2,13,1,NA,NA,NA,NA,NA,NA,NA,NA
"464","Ronaldo de Oliveira Strada","Ronaldo","https://s.glbimg.com/es/sde/f/2017/02/20/e49415180708c87913cabd48be5dd49f_FORMATO.png",91101,7,"VIT","gol","Nulo",0,1,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Luís Fernando Santos da Conceição","Luís Fernando","https://s.glbimg.com/es/sde/f/2017/02/21/f8d269154cfbc785e5f87f026e341b3a_FORMATO.png",94971,7,"BAH","mei","Nulo",0,3,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Régis Augusto Salmazzo","Régis","https://s.glbimg.com/es/sde/f/2017/02/21/9d27cbd1feb4ee89f8c73795d7d480ff_FORMATO.png",82647,7,"BAH","mei","Contundido",0,18.33,0,9.5,2,"Bahia",NA,NA,1,1,1,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"467","Diego Barbosa Tavares","Diego Tavares","https://s.glbimg.com/es/sde/f/2017/05/17/c261da9d51b45bfbc208b291429eb1f8_FORMATO.png",83869,7,"AVA","lat","Dúvida",1.7,6.11,0.28,2.75,6,"Avaí",NA,5,NA,3,10,NA,1,9,3,NA,2,NA,NA,NA,NA,NA,NA
"468","Nickson Gabriel Reis Silva","Nickson","https://s.glbimg.com/es/sde/f/2017/04/22/fe8ee314651bfce7367d25049b99720f_FORMATO.png",89676,7,"CRU","ata","Nulo",0,3,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Clayson Henrique da Silva Vieira","Clayson","https://s.glbimg.com/es/sde/f/2017/05/18/5ec8e0ccfc4a2b49432bdbb44001e999_FORMATO.png",83817,7,"COR","ata","Nulo",0.2,16.8,-0.89,4.82,6,"Corinthians",1,5,2,NA,2,2,2,5,7,1,NA,NA,NA,NA,NA,NA,NA
"470","Luiz Ricardo Alves","Sassá","https://s.glbimg.com/es/sde/f/2017/06/15/3d5d978cbcc119d099ed097777969357_FORMATO.png",79578,7,"CRU","ata","Nulo",0,8,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","André Andrade de Castro","André Castro","https://s.glbimg.com/es/sde/f/2017/05/11/9b573723fd4d39c5179b8dfc70e31b3f_FORMATO.png",82754,7,"ATL","mei","Provável",3.3,1.82,1.01,0.72,6,"Atlético-GO",NA,7,1,NA,2,NA,NA,8,6,1,NA,NA,NA,NA,NA,NA,NA
"472","Gabriel Rybar Blos","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/23/f2550afa5db7011619ab01d7d1032823_FORMATO.png",71572,7,"GRE","zag","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Leonardo Cesar Jardim","Léo","https://s.glbimg.com/es/sde/f/2017/04/23/56c2f46953852255c8d3c1a685ecd757_FORMATO.png",87008,7,"GRE","gol","Nulo",0,3.51,0,3.1,2,"Grêmio",NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,3,4,NA,NA,NA
"474","Antônio Carlos Cunha Capocasali Júnior","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png",79702,7,"PAL","zag","Nulo",2.9,2.66,0.83,-0.37,3,"Palmeiras",NA,2,NA,NA,4,NA,NA,6,1,1,NA,NA,NA,NA,NA,NA,NA
"475","Lucas Silva Borges","Lucas Silva","https://s.glbimg.com/es/sde/f/2017/04/06/f4598cc08e1804689d22d338ac6f7d9b_FORMATO.png",79701,7,"CRU","mei","Nulo",0,6.65,0,1.4,1,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"476","Peterson Silvino da Cruz","Peu","https://s.glbimg.com/es/sde/f/2017/06/09/1800983023e7cb2e73bd054ad50e2f05_FORMATO.png",93739,7,"FLU","ata","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","Odair Souza ","Nenén","https://s.glbimg.com/es/sde/f/2017/04/25/cf7dd5cb7c3b2349fc0a5145f894f495_FORMATO.png",79892,7,"CHA","mei","Nulo",2.2,2.02,0.5,0.64,5,"Chapecoense",NA,2,1,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"478","Marco Antônio Rosa Furtado Júnior","Marco Antônio","https://s.glbimg.com/es/sde/f/2017/02/21/a2be72d3733854b4e00000008373cbbd_FORMATO.png",94975,7,"BAH","mei","Nulo",0,3,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Flávio Medeiros da Silva","Flávio","https://s.glbimg.com/es/sde/f/2016/05/01/593d8fa3c0ada5c40f4e24749bd871d9_FORMATO.png",91102,7,"VIT","mei","Nulo",0,2.12,0,0,1,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Fabiano Leissmann","Fabiano","https://s.glbimg.com/es/sde/f/2017/04/18/ccce9b9aad578e5dc82e1d75b816fa25_FORMATO.png",79887,7,"PAL","lat","Nulo",0,5.35,0,1.9,3,"Palmeiras",NA,3,NA,2,NA,NA,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA
"481","Helton Brant Aleixo Leite","Helton Leite","https://s.glbimg.com/es/sde/f/2016/05/20/5fd57defcef29c5cd30495ee3eb4e67f_FORMATO.png",79973,7,"BOT","gol","Nulo",0,3.32,0,1,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
"482","Luiz Humberto da Silva Silva","Beto da Silva","https://s.glbimg.com/es/sde/f/2017/04/23/0cfa7b8af32ec84883ccf9a0d610b0d0_FORMATO.png",87028,7,"GRE","ata","Nulo",0,3.74,0,2.2,1,"Grêmio",NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"483","Reinaldo Lenis Montes","Lenis","https://s.glbimg.com/es/sde/f/2016/05/01/9159bcd85db743f56cfb40ade72eba88_FORMATO.png",93746,7,"SPO","ata","Nulo",0,2.81,0,0.3,2,"Sport",NA,2,NA,1,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Leonan José Valandro Gomes","Leonan","https://s.glbimg.com/es/sde/f/2017/04/03/f7ef2c1763cfea19e19b624be9bd9f68_FORMATO.png",89693,7,"ATL","lat","Nulo",0,2,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Weverton Pereira da Silva","Weverton","https://s.glbimg.com/es/sde/f/2017/04/23/2773ed93eeec40a1be23186dae64fad2_FORMATO.png",71631,7,"ATL","gol","Provável",0,0.76,0,-2.8,4,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,4,10,NA,NA,NA
"486","Matheus Mancini","Matheus Mancini","https://s.glbimg.com/es/sde/f/2017/05/19/5bca9708b9e4c88d08f62e3935fe8cb4_FORMATO.png",80124,7,"ATL","zag","Nulo",0,2,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Cicero Clebson Alves Santana","Cícero","https://s.glbimg.com/es/sde/f/2017/05/04/4ce602dbb0545123e778ce27a88ca159_FORMATO.png",87158,7,"ATL","mei","Nulo",0,2,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Jesiel Cardoso Miranda","Jesiel","https://s.glbimg.com/es/sde/f/2017/04/03/b00e4e82879a8aa6d2193c3ed0abd49b_FORMATO.png",91156,7,"ATL","zag","Contundido",0,3,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Thiago Rodrigues da Silva","Thiago","https://s.glbimg.com/es/sde/f/2017/04/24/cbff6dc155e200c1acd0f26dfbad6fae_FORMATO.png",91194,7,"FLA","gol","Provável",11,4.92,2.45,5.85,2,"Flamengo",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,3,1,NA,NA,NA
"490","Junior Henrique Eichelberger","Henrique","https://s.glbimg.com/es/sde/f/2017/04/28/90d179032eaa0e5fa4fc43e292e5e855_FORMATO.png",99283,7,"AVA","zag","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Andrey Ramos do Nascimento","Andrey","https://s.glbimg.com/es/sde/f/2017/04/06/f30ccd95961eb8e4131995d63a8fcc34_FORMATO.png",93787,7,"VAS","mei","Nulo",0,1,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Kaynan Ribeiro Cruz","Kaynan","https://s.glbimg.com/es/sde/f/2017/02/21/13f8834fcead83b104fa6b9b86d35473_FORMATO.png",94978,7,"BAH","ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Matheus Vieira Campos Peixoto","Matheus Peixoto","https://s.glbimg.com/es/sde/f/2017/02/21/9a6be83af417e88aab380c4245ab7655_FORMATO.png",87098,7,"BAH","ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Domilson Cordeiro dos Santos","Dodô","https://s.glbimg.com/es/sde/f/2017/04/24/65670cbd709a8dd38cea2f806b28576c_FORMATO.png",94985,7,"COR","lat","Provável",5.5,10.28,1.05,4.26,7,"Coritiba",NA,11,2,2,6,NA,NA,26,11,1,4,NA,NA,NA,NA,NA,NA
