"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","FC","FD","FF","FS","G","I","PE","RB","CA","SG","FT","DD","GS","CV","PP","DP"
"495","Victor Hugo Santana Carvalho","Vitinho","https://s.glbimg.com/es/sde/f/2017/04/18/6c5a1e7dd18a8228e581b5ca0798eec1_FORMATO.jpeg",95770,7,"PAL","mei","Nulo",0,3,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Thalis Henrique Cantanhede","Thalis ","https://s.glbimg.com/es/sde/f/2017/04/03/a4b96c74f796865cee82e21548874cc4_FORMATO.png",95022,7,"ATL","mei","Nulo",0.2,0.81,-0.19,0.2,1,"Atlético-MG",NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","Gustavo Leonardo Cuellar Gallego","Cuéllar","https://s.glbimg.com/es/sde/f/2017/04/24/ec9b77bc929663a07ce6d4b21c78ed8e_FORMATO.png",71709,7,"FLA","mei","Provável",5.7,3.6,1.33,0.53,3,"Flamengo",NA,4,NA,NA,NA,NA,NA,4,4,1,NA,NA,NA,NA,NA,NA,NA
"498","Marcio Marcelo Leite Júnior","Marcio","https://s.glbimg.com/es/sde/f/2017/04/24/af90ed18c0e6fc8bef19cc34a80587b8_FORMATO.png",97538,7,"COR","zag","Provável",5.1,7.73,1.07,5.97,6,"Coritiba",1,7,NA,2,5,1,1,12,5,1,4,NA,NA,NA,NA,NA,NA
"499"," João Pedro Heinen Silva","João Pedro","https://s.glbimg.com/es/sde/f/2017/04/23/02f23b9d62abbf4f9ff10ae331bc6724_FORMATO.png",91687,7,"ATL","mei","Contundido",0,1.2,0,-0.3,1,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Renan de Oliveira Fonseca","Renan Fonseca","https://s.glbimg.com/es/sde/f/2016/05/20/8a933b2d225a7b56e6267a2148ab68d0_FORMATO.png",72037,7,"BOT","zag","Nulo",0,3,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Lucas Vinícius Santos Bernardino","Lucas Vinícius","https://s.glbimg.com/es/sde/f/2017/04/28/2c4070d9c0adf40eb3afffcdd20d640e_FORMATO.png",99388,7,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Caíque Silva Sá","Caíque Sá","https://s.glbimg.com/es/sde/f/2017/05/28/8c084fed591a67a554da06e53f403549_FORMATO.png",87437,7,"VIT","lat","Nulo",0,2,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Vinícius Szeuczuk Ribeiro","Vinícius Guarapuava","https://s.glbimg.com/es/sde/f/2017/04/25/48b415a12dcbdddd7f3e41bd0f773191_FORMATO.png",97540,7,"CHA","zag","Nulo",0,1,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Eduardo Gabriel Aquino Cossa","Pepê","https://s.glbimg.com/es/sde/f/2017/06/07/bd6f96fc4d6fbe29bd108c344db1e415_FORMATO.jpeg",91201,7,"GRE","ata","Nulo",0,0.97,0,0.5,1,"Grêmio",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","José Ricardo Mannarino","Zé Ricardo","https://s.glbimg.com/es/sde/f/2017/04/24/d095a3654a18596ab9061e4facb21d5e_FORMATO.png",95780,7,"FLA","tec","Provável",8.48,11.63,1.32,4.14,7,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Evander da Silva Ferreira","Evander","https://s.glbimg.com/es/sde/f/2017/04/06/2df6998f5d8a75cf5337b55ad525fd7d_FORMATO.png",93788,7,"VAS","mei","Nulo",0,1.2,0,-1.3,1,"Vasco",NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","José Carlos Cracco Neto","Zeca","https://s.glbimg.com/es/sde/f/2016/05/01/b75497cbd7fdf4e7cc56e0a77979a9f7_FORMATO.png",87192,7,"SAN","lat","Contundido",0,11.45,0,2.45,2,"Santos",NA,2,NA,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"508","Marciel Silva da Silva","Marciel","https://s.glbimg.com/es/sde/f/2017/04/23/cf2fd75fe95a351dd06a29fbc12519b7_FORMATO.png",91714,7,"COR","mei","Nulo",0,3,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Romulo dos Santos de Souza","Romulo","https://s.glbimg.com/es/sde/f/2017/04/28/039439859f768160af8a4dc5be23db1b_FORMATO.png",89696,7,"AVA","ata","Provável",1.3,10.38,-1.45,4.33,7,"Avaí",NA,7,1,7,14,2,2,20,7,NA,NA,NA,NA,NA,NA,NA,NA
"510","Elton Junior Melo Ataíde","Elton","https://s.glbimg.com/es/sde/f/2017/05/02/be1eeef6004ddca4490debdfc7a8f6ef_FORMATO.png",71719,7,"PON","mei","Provável",0.8,5.66,0.11,1.58,6,"Ponte Preta",NA,11,NA,2,6,NA,NA,16,12,NA,NA,NA,NA,NA,1,NA,NA
"511","Marco Túlio Oliveira Lemos","Marco Túlio","https://s.glbimg.com/es/sde/f/2017/05/04/41bd7f91d7b18b2b10bf42c51a52305f_FORMATO.png",97546,7,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Bruno Cortês Barbosa","Bruno Cortez","https://s.glbimg.com/es/sde/f/2017/04/23/6917817dc16511add10913a87474f1f7_FORMATO.png",72079,7,"GRE","lat","Provável",10.9,11.72,0.26,6.37,6,"Grêmio",NA,8,NA,NA,7,1,NA,13,8,2,5,NA,NA,NA,NA,NA,NA
"513","Thiago Couto Wenceslau","Thiago Couto","https://s.glbimg.com/es/sde/f/2017/05/25/dfcf4266572f7296e853252f68813195_FORMATO.png",97645,7,"SAO","gol","Nulo",0,1,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Caio Monteiro Costa","Caio Monteiro","https://s.glbimg.com/es/sde/f/2017/04/06/1be1912d42afdf3054cbab8eb7709907_FORMATO.png",93789,7,"VAS","ata","Nulo",0.2,0.81,-0.19,0.2,1,"Vasco",NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","Nathanael Ananias da Silva","Nathan","https://s.glbimg.com/es/sde/f/2017/05/04/b74ef267184f334baa67220e0d8d5a01_FORMATO.png",95794,7,"ATL","zag","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Luis Guilherme Castro de Melo","Luis Guilherme","https://s.glbimg.com/es/sde/f/2017/04/25/f29f6e2b42f604bc517f157512d669f6_FORMATO.png",95023,7,"ATL","ata","Nulo",0,2,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","Lucas Marques de Oliveira","Lucas Marques","https://s.glbimg.com/es/sde/f/2017/04/24/4c115f9e09a83e602fdd887b5915ae16_FORMATO.png",91973,7,"CHA","mei","Nulo",0,1,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","Clayton Silveira da Silva","Clayton","https://s.glbimg.com/es/sde/f/2017/04/23/162d940eadf1a0f6216f20a351c326da_FORMATO.png",81770,7,"COR","ata","Nulo",0,7.66,0,4.8,3,"Corinthians",NA,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Thaciano Mickael da Silva","Thaciano","https://s.glbimg.com/es/sde/f/2017/05/02/f7f6eeca4ba43412b5d6010188c6bb0f_FORMATO.png",87470,7,"SAN","mei","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","Lucas de Oliveira Antunes","Lucas Índio","https://s.glbimg.com/es/sde/f/2017/05/04/075e8103fcbe7ba581efc1402208e108_FORMATO.png",99353,7,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Eduardo Augusto Baptista Miguel","Eduardo Baptista","https://s.glbimg.com/es/sde/f/2017/05/25/c38f3011ce585e25426a9724f64b6f77_FORMATO.png",87211,7,"ATL","tec","Provável",4.66,9.83,0.65,2.19,4,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Fernando Galhardo Borges","Fernandinho","https://s.glbimg.com/es/sde/f/2017/05/15/0d7fcc5d70203442a40e54487804a4f8_FORMATO.png",72150,7,"PON","lat","Nulo",0,5.66,0,5,1,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"523","Éder Ferreira Graminho","Éder ","https://s.glbimg.com/es/sde/f/2017/02/21/48c32809ca3ee7e6b3855d62cd01af0e_FORMATO.png",91203,7,"BAH","zag","Nulo",0,2.95,0,3.4,1,"Bahia",NA,1,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"524","Matheus Simonete Bressanelli","Bressan","https://s.glbimg.com/es/sde/f/2017/04/23/06d46a41c53307f20ca424fbe4e9bf64_FORMATO.png",72491,7,"GRE","zag","Nulo",0,2.49,0,-1.4,1,"Grêmio",NA,2,NA,NA,1,NA,1,6,2,1,NA,NA,NA,NA,NA,NA,NA
"525","Murilo Cerqueira Paim","Murilo","https://s.glbimg.com/es/sde/f/2017/04/06/ac1485f2fbd995b94c3544520d1ebdd8_FORMATO.png",97653,7,"CRU","zag","Nulo",-0.4,1.07,-0.48,1.1,3,"Cruzeiro",NA,3,NA,2,1,NA,NA,6,1,1,1,NA,NA,NA,NA,NA,NA
"526","Matheus Reis de Lima","Matheus Reis","https://s.glbimg.com/es/sde/f/2017/02/21/1ec4894c6713d50f53837e0e84429f88_FORMATO.png",87486,7,"BAH","lat","Dúvida",4.8,4.89,0.64,2.4,6,"Bahia",NA,9,NA,NA,12,NA,NA,23,4,1,3,NA,NA,NA,NA,NA,NA
"527","Felipe Gedoz da Conceição","Felipe Gedoz ","https://s.glbimg.com/es/sde/f/2017/04/23/b22d35fda6b1ebe5b12170bfaf1dced7_FORMATO.png",87864,7,"ATL","mei","Nulo",0,8.33,0,-1.45,2,"Atlético-PR",NA,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Iury Lirio Freitas de Castilho","Iury","https://s.glbimg.com/es/sde/f/2017/04/28/0bdfd4fa134d2a07bf26cd328dcd9cf7_FORMATO.png",89695,7,"AVA","ata","Nulo",0,1.68,0,0.5,1,"Avaí",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","Gustavo Costa da Silva Machado","Gustavo Bochecha","https://s.glbimg.com/es/sde/f/2017/05/11/fc43f1baa7f4e4d8e73b07ba4f24137e_FORMATO.png",95798,7,"BOT","mei","Contundido",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","Daniel Cerântula Fuzato","Daniel Fuzato","https://s.glbimg.com/es/sde/f/2017/04/18/0521fd45c49f6fb1491a64df501d2e8d_FORMATO.png",95936,7,"PAL","gol","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","Lázaro Luan Scapolan","Luan","https://s.glbimg.com/es/sde/f/2017/04/28/ec0b73e82977113f481334a7e16633d8_FORMATO.png",72565,7,"AVA","mei","Suspenso",0.4,6.15,-0.36,2.59,7,"Avaí",NA,16,1,1,17,NA,NA,12,15,3,NA,NA,NA,NA,NA,NA,NA
"532","Bruno Medeiros Grassi","Bruno Grassi","https://s.glbimg.com/es/sde/f/2017/04/23/d503f996169e9aafe30487a9921bed97_FORMATO.png",71818,7,"GRE","gol","Nulo",0,4,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Yan Oliveira Lima","Yan","https://s.glbimg.com/es/sde/f/2017/06/07/91771db8620bf3d32873a183ec204e5d_FORMATO.png",97680,7,"SAN","mei","Nulo",0,2,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Warleson Stellion Lisboa Oliveira","Warleson","https://s.glbimg.com/es/sde/f/2017/04/23/d3b26dce5bc760f7a52d0556eb36b781_FORMATO.png",91204,7,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Matheus Henrique Cassini de Paula","Matheus Cassini","https://s.glbimg.com/es/sde/f/2017/05/02/49a8092ff1d3ff3eb1402aa7333a8a1a_FORMATO.png",91715,7,"PON","mei","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","João Paulo Mior","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/17/6b2d599609eccc7671f1c4a23739c2d7_FORMATO.png",72168,7,"BOT","mei","Provável",4.8,2.46,0.18,1.14,7,"Botafogo",1,15,4,2,11,NA,1,26,7,2,NA,NA,NA,NA,NA,NA,NA
"537","Waltenecir da Silva Ramos Júnior","Júnior Ramos","https://s.glbimg.com/es/sde/f/2017/02/21/f383d4a15e59c944585c2931a507d422_FORMATO.png",95054,7,"BAH","mei","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","José Vinícius Almeida Soares","Vinícius",NA,99356,7,"SPO","mei","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Pedro Henrique Ribeiro Gonçalves","Pedro Henrique","https://s.glbimg.com/es/sde/f/2017/04/20/3b8a82a4adde6089a76eea746b858971_FORMATO.png",87225,7,"COR","zag","Nulo",0,8.16,0,3.76,5,"Corinthians",NA,1,NA,NA,1,NA,NA,10,4,NA,3,NA,NA,NA,NA,NA,NA
"540","Leonardo Rodrigues dos Santos","Léo Santos","https://s.glbimg.com/es/sde/f/2017/04/23/1d114129100c1552c9d2fac173daf8ea_FORMATO.jpeg",95820,7,"COR","zag","Nulo",0,4.38,0,5,1,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"541","Vitor Frezarin Bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2016/05/01/6a51ac71a5e8a928c9cf1b71c2db243b_FORMATO.png",87552,7,"SAN","mei","Nulo",0,11.03,0,2.4,5,"Santos",NA,4,NA,4,10,NA,NA,17,9,2,NA,NA,NA,NA,NA,NA,NA
"542","Onitlasi Júnior de Moraes Rodrigues","Moraes","https://s.glbimg.com/es/sde/f/2017/04/24/f4c96c6b48180d485af9f86fa6068922_FORMATO.png",95058,7,"FLA","lat","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","Reynaldo César Moraes","Reynaldo","https://s.glbimg.com/es/sde/f/2017/05/02/ed60ee32ee81b2f34ec8dc08fc6f4a03_FORMATO.png",97768,7,"PON","zag","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","Caique da Silva Maria","Caíque","https://s.glbimg.com/es/sde/f/2017/06/16/4d8ec695b7a6792f35e8eb992f9c59ad_FORMATO.png",95831,7,"SAO","lat","Nulo",0,1,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","Lucas Estella Perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2016/05/01/33edb005bdd244f616d094e71ba6c3a8_FORMATO.png",91260,7,"SAO","gol","Nulo",0,2,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","Guilherme Antonio Arana Lopes","Guilherme Arana","https://s.glbimg.com/es/sde/f/2017/04/23/a4d7cefcde751da5dcf52b042baafbb5_FORMATO.png",87228,7,"COR","lat","Provável",8.1,8.81,1.83,4.24,7,"Corinthians",2,7,1,NA,10,NA,2,22,4,1,4,NA,NA,NA,NA,NA,NA
"547","Guilherme Borges Neves","Borges","https://s.glbimg.com/es/sde/f/2017/04/27/c15909a123793071490b039100f5c1b9_FORMATO.png",99379,7,"ATL","mei","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Yago César da Silva","Yago","https://s.glbimg.com/es/sde/f/2017/04/23/4c090a0a625b4d824e5a755f4a428f46_FORMATO.png",95126,7,"ATL","ata","Dúvida",-0.9,1.31,-0.69,-0.9,1,"Atlético-PR",NA,2,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","Nicolas Vichiatto da Silva","Nicolas","https://s.glbimg.com/es/sde/f/2017/04/23/056a95089efcf92df7bb3f732a875306_FORMATO.png",95127,7,"ATL","lat","Nulo",2.2,4.34,-0.66,2.2,1,"Atlético-PR",NA,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA
"550","Yuri Jonathan Vitor Coelho","Yuri","https://s.glbimg.com/es/sde/f/2017/05/02/a2f6d215d6098631c571044b74be1d86_FORMATO.png",97769,7,"PON","ata","Nulo",0,0.87,0,0.35,2,"Ponte Preta",NA,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","Wellington do Nascimento Silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2017/02/18/3bbde337c0e14ff5863b2fb2a531bf69_FORMATO.png",71892,7,"BAH","lat","Contundido",0,7,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Matheus Gonçalves Savio","Matheus Savio","https://s.glbimg.com/es/sde/f/2017/04/24/60ce53a00324836c87cea5fb79984381_FORMATO.png",91264,7,"FLA","mei","Nulo",0,12.53,0,5.43,3,"Flamengo",NA,1,1,1,NA,1,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA
"553","Cleiton Schwengber","Cleiton","https://s.glbimg.com/es/sde/f/2017/04/03/ef54b93128f4d412c55c7cd27c83323b_FORMATO.png",93882,7,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Wytallo Thiago Lima da Silva","Thiaguinho","https://s.glbimg.com/es/sde/f/2017/02/25/8d9b4558215c3206a5e47dd0ff123ca5_FORMATO.png",97771,7,"PON","ata","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","Mauricio Kozlinski","Mauricio Kozlinski","https://s.glbimg.com/es/sde/f/2017/04/28/9ab574fbf640f6bd28542bd1d9305d6f_FORMATO.png",72595,7,"AVA","gol","Provável",0,8.54,-0.43,3.45,7,"Avaí",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,11,9,NA,NA,NA
"556","Marcos do Nascimento Teixeira","Marcão","https://s.glbimg.com/es/sde/f/2017/04/23/02da976e753f03a4a9b22b58e5b274c1_FORMATO.png",87267,7,"ATL","zag","Nulo",0,4.39,0,3.2,1,"Atlético-PR",NA,3,2,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"557","Wildson Silva de Melo","Índio","https://s.glbimg.com/es/sde/f/2017/05/11/4fd214518b14eb3d936a1bb566f6945f_FORMATO.png",95180,7,"SPO","ata","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","Rafael Augusto Leite Fachin","Rafael Fachin","https://s.glbimg.com/es/sde/f/2017/04/24/89058efe339ca56ee7de3d841f4c36f9_FORMATO.png",93846,7,"COR","gol","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","Sander Henrique Bortolotto","Sander","https://s.glbimg.com/es/sde/f/2017/06/13/c768f4f096a03a7a8d7642fe55c4ddb2_FORMATO.png",95843,7,"SPO","lat","Provável",5.2,2.99,1.46,2.6,2,"Sport",NA,6,NA,NA,1,NA,NA,8,3,NA,1,NA,NA,NA,NA,NA,NA
"560","Júnior Nazareno Sornoza Moreira","Sornoza","https://s.glbimg.com/es/sde/f/2017/01/13/81e2c355bf1a4fff96dbce63945a25c2_FORMATO.png",87877,7,"FLU","mei","Contundido",0,15.81,0,5.05,2,"Fluminense",NA,1,1,1,2,1,NA,5,2,1,NA,NA,NA,NA,NA,NA,NA
"561","Gabriel Félix dos Santos","Gabriel Félix","https://s.glbimg.com/es/sde/f/2017/04/06/54685bfd304a178fd3107aaf6fb0db2f_FORMATO.png",92057,7,"VAS","gol","Nulo",0,2,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","Lucas Henrique dos Santos","Luquinhas","https://s.glbimg.com/es/sde/f/2017/06/09/33a69667cd6eca8e885f93b10abccb8c_FORMATO.png",95263,7,"FLU","mei","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","Alexsander Jhonatta de Oliveira Andrade","Alexsander","https://s.glbimg.com/es/sde/f/2017/04/16/574d33cbfe0200e34a998815c6b4ee99_FORMATO.png",99411,7,"ATL","mei","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","Gustavo Marcelo Cardoso Soares","Índio","https://s.glbimg.com/es/sde/f/2017/04/24/f40e8a88ce85dc28ee0a123c0052d946_FORMATO.png",95315,7,"COR","ata","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","Marcio Antonio de Sousa Júnior","Marcinho","https://s.glbimg.com/es/sde/f/2017/05/25/27b1b870560cc8ddfeb933e48b232bb5_FORMATO.png",95332,7,"SAO","ata","Provável",-0.6,3.45,-0.37,1.24,7,"São Paulo",2,10,2,3,8,NA,NA,25,3,1,NA,NA,NA,NA,NA,NA,NA
"566","Matheus Sousa de Jesus","Matheus Jesus","https://s.glbimg.com/es/sde/f/2017/05/02/d356dc4fba9e7cebb7db45b79c3e8d25_FORMATO.png",95335,7,"PON","mei","Nulo",0,4,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","William Amorim Martins de Menezes","William Menezes","https://s.glbimg.com/es/sde/f/2017/04/24/edb424e5188bff2f84c0a261b041b848_FORMATO.png",72603,7,"COR","gol","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","Felipe Gustavo Domingos","Felipe","https://s.glbimg.com/es/sde/f/2017/02/21/e708f975f303fd9301b35bbd18a258b2_FORMATO.png",95849,7,"BAH","gol","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","Michel Ferreira dos Santos","Michel ","https://s.glbimg.com/es/sde/f/2017/04/23/555af733f4228e215781ed3d2cd99c56_FORMATO.png",71920,7,"GRE","mei","Provável",4.5,8.21,0.32,5.85,6,"Grêmio",NA,14,NA,4,8,2,NA,15,14,NA,NA,NA,NA,NA,NA,NA,NA
"570","Fabián Ariel Noguera","Fabián Noguera","https://s.glbimg.com/es/sde/f/2017/05/02/90ea91f7ba7a3941f90047a0aca02c82_FORMATO.png",95837,7,"SAN","zag","Nulo",5,3.49,0.49,5,1,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"571","Fabrício Silva Costa","Fabrício","https://s.glbimg.com/es/sde/f/2017/02/14/d7be73cf3ee15933e6b1c7812db4ab8c_FORMATO.png",95539,7,"SPO","mei","Nulo",0,1.67,0,0.56,5,"Sport",1,2,2,2,2,NA,1,16,1,1,NA,NA,NA,NA,NA,NA,NA
"572","Lucas de Souza Ventura","Nonoca","https://s.glbimg.com/es/sde/f/2017/04/06/4a26ea9ccd869d0076aa6dae12e454c3_FORMATO.png",97856,7,"CRU","mei","Nulo",0,2,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","Luiz Felipe Schwartz Dal Piva ","Luiz Felipe","https://s.glbimg.com/es/sde/f/2017/04/24/7363784a4f9cfb861280071ced864b12_FORMATO.png",95483,7,"CHA","gol","Nulo",0,2,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","Éder Gabriel Militão","Éder Militão","https://s.glbimg.com/es/sde/f/2017/05/04/a8a8f4eb8075ba4ad4fde3d5d0d6f996_FORMATO.png",99424,7,"SAO","mei","Dúvida",4.1,1.86,0.33,1.32,5,"São Paulo",NA,3,NA,1,5,NA,NA,12,5,NA,NA,NA,NA,NA,NA,NA,NA
"575","Wallace Lucas Aires da Silva","Wallace","https://s.glbimg.com/es/sde/f/2016/05/01/ed088654406f3682c5c4ea8dbaae2b52_FORMATO.png",92078,7,"SPO","ata","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","Bruno Bispo dos Anjos","Bruno Bispo","https://s.glbimg.com/es/sde/f/2017/05/28/af8ee442a870d4c045d8eebdb02ccf1a_FORMATO.png",91359,7,"VIT","zag","Nulo",0,2,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
