"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","CV","FC","FD","FF","FS","FT","G","I","PE","RB","SG","PP","DD","GS","DP","GC"
"411","Nathanael Ananias da Silva","Nathan","https://s.glbimg.com/es/sde/f/2017/05/04/b74ef267184f334baa67220e0d8d5a01_FORMATO.png",95794,38,"ATL","zag","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","Caique da Silva Maria","Caíque","https://s.glbimg.com/es/sde/f/2017/06/16/4d8ec695b7a6792f35e8eb992f9c59ad_FORMATO.png",95831,38,"SAO","lat","Nulo",0,1,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","Fabián Ariel Noguera","Fabián Noguera","https://s.glbimg.com/es/sde/f/2017/05/02/90ea91f7ba7a3941f90047a0aca02c82_FORMATO.png",95837,38,"SAN","zag","Nulo",0,3.34,0,4,7,"Santos",1,NA,NA,4,NA,3,2,NA,NA,NA,11,6,3,NA,NA,NA,NA,NA
"414","Felipe Gustavo Domingos","Felipe","https://s.glbimg.com/es/sde/f/2017/02/21/e708f975f303fd9301b35bbd18a258b2_FORMATO.png",95849,38,"BAH","gol","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","Daniel Cerântula Fuzato","Daniel Fuzato","https://s.glbimg.com/es/sde/f/2017/04/18/0521fd45c49f6fb1491a64df501d2e8d_FORMATO.png",95936,38,"PAL","gol","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","Sander Henrique Bortolotto","Sander","https://s.glbimg.com/es/sde/f/2017/08/30/201f5b3a9c114f0f04655f7ebab2b54e_FORMATO.png",95843,38,"SPO","lat","Provável",10.7,9.52,0.7,5.91,22,"Sport",2,3,NA,45,1,1,30,NA,NA,NA,74,67,8,NA,NA,NA,NA,NA
"417","Luiz Filipe da Rosa Machado","Machado","https://s.glbimg.com/es/sde/f/2017/04/23/067af9a9fbef9be7febed7aa5e13f102_FORMATO.png",96089,38,"GRE","mei","Provável",-0.1,2.07,-0.08,1.78,5,"Grêmio",NA,1,NA,3,1,NA,3,NA,NA,NA,15,12,NA,NA,NA,NA,NA,1
"418","Geovane Henrique Pereira de Souza","Geovane","https://s.glbimg.com/es/sde/f/2017/04/24/4e836a43a284121c7d2754809098d92c_FORMATO.png",96349,38,"COR","zag","Contundido",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","Yan Medeiros Sasse","Yan","https://s.glbimg.com/es/sde/f/2017/04/24/2f02afc14f51ead3d8362b52708edf53_FORMATO.png",96055,38,"COR","mei","Suspenso",0,1.58,0,2.23,9,"Coritiba",NA,3,NA,6,3,1,5,NA,2,NA,11,6,NA,NA,NA,NA,NA,NA
"420","Cassiano Silva dos Santos","Cassiano","https://s.glbimg.com/es/sde/f/2017/07/28/e3229c224dd3b65a77ccabf9badb7ee9_FORMATO.png",96411,38,"BAH","gol","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Matheus Oliveira Santos","Matheus Oliveira","https://s.glbimg.com/es/sde/f/2017/05/02/07446f453b7f268fbac590fadba6a201_FORMATO.png",96328,38,"SAN","mei","Nulo",0,1.05,0,-1.4,2,"Santos",NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"422","Victor Lindenberg Vieira","Victor Lindenberg","https://s.glbimg.com/es/sde/f/2017/07/15/66e600863d0ea2f49a7e1022ebde68c8_FORMATO.png",96524,38,"BOT","lat","Nulo",0,0.78,0,0,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","Carlos Moisés de Lima","Carlinhos","https://s.glbimg.com/es/sde/f/2017/05/03/ff14836ef129f0c93960c6c4c985b87d_FORMATO.png",96831,38,"COR","ata","Nulo",0,1.71,0,0.7,1,"Corinthians",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"424","Renan Augusto Lodi dos Santos","Renan Lodi","https://s.glbimg.com/es/sde/f/2017/04/23/cfd0bead775744f8d276b9988eeee824_FORMATO.png",96591,38,"ATL","lat","Nulo",0,4,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Arthur Gomes Lourenço","Arthur Gomes","https://s.glbimg.com/es/sde/f/2017/05/02/0dce55b5ca74aab8f37b77c936bdc107_FORMATO.png",96966,38,"SAN","ata","Nulo",0,3.24,0,2.25,11,"Santos",NA,1,NA,8,2,4,9,NA,2,NA,16,6,NA,NA,NA,NA,NA,NA
"426","Ralph Machado Dias","Ralph","https://s.glbimg.com/es/sde/f/2017/04/03/31d573bf9a9cb39a1ab39967572631bf_FORMATO.png",96433,38,"ATL","mei","Nulo",0,1.04,0,0.45,4,"Atlético-MG",NA,3,NA,3,NA,NA,4,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA
"427","Gabriel Vinícius de Oliveira Furtado","Gabriel Furtado","https://s.glbimg.com/es/sde/f/2017/06/23/b6f602ff015eb0fd2e4305c2b8361284_FORMATO.jpeg",97322,38,"PAL","mei","Nulo",0,0.79,0,-1.75,2,"Palmeiras",NA,2,NA,1,NA,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA
"428","Renan Silva Bragança","Dida","https://s.glbimg.com/es/sde/f/2017/04/23/9d628fcefea9ddda4e74ff681f296aeb_FORMATO.png",97138,38,"GRE","gol","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Rodrigo Figueiredo de Carvalho","Rodrigo Figueiredo","https://s.glbimg.com/es/sde/f/2017/04/20/bef317b8404e13356cc3277dae40f4c9_FORMATO.png",96832,38,"COR","mei","Provável",5.8,1.79,1,2.9,2,"Corinthians",NA,NA,NA,2,1,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"430","Emerson Aparecido Leite de Souza Junior","Emerson","https://s.glbimg.com/es/sde/f/2017/05/02/9ee22fc39f2ebcb3732b978222f0f862_FORMATO.png",96870,38,"PON","lat","Nulo",0,0.79,0,-0.67,3,"Ponte Preta",NA,NA,NA,4,NA,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"431","Julio Cezar Rusch","Julio Rusch","https://s.glbimg.com/es/sde/f/2017/04/24/77d4f9edf4076b00161ea3393eb6f3bd_FORMATO.png",97444,38,"COR","mei","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Guilherme Mantuan","Mantuan","https://s.glbimg.com/es/sde/f/2017/04/23/afd8c7419f77473d128737eb2622b796_FORMATO.png",97315,38,"COR","mei","Nulo",-0.5,0.79,-0.21,-0.5,1,"Corinthians",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Daniel dos Santos Penha","Daniel","https://s.glbimg.com/es/sde/f/2017/05/04/6d566daae907e707a8bfbd7975033f26_FORMATO.png",97349,38,"ATL","mei","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Vitor Carvalho Vieira","Vitor Carvalho","https://s.glbimg.com/es/sde/f/2017/07/26/11d5415c167784febf6f5693e3f9c281_FORMATO.png",97449,38,"COR","mei","Dúvida",-0.3,0.79,-0.21,-0.3,1,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"435","Romercio Pereira da Conceição","Romercio","https://s.glbimg.com/es/sde/f/2017/05/02/f6d968415133af30b7f7594ff3946c27_FORMATO.png",97443,38,"COR","zag","Nulo",0,1.63,0,0.2,1,"Coritiba",NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"436","Thalisson Kelven da Silva","Thalisson Kelven","https://s.glbimg.com/es/sde/f/2017/07/26/312052227f7941f0d73d82bbd771691b_FORMATO.png",97448,38,"COR","zag","Dúvida",1.2,1.04,0.05,0.13,3,"Coritiba",NA,NA,NA,1,1,1,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"437","Shaylon Kallyson Cardoso","Shaylon","https://s.glbimg.com/es/sde/f/2017/02/09/81337ea0dca634d71b1201853010e1dd_FORMATO.png",97520,38,"SAO","mei","Provável",4.3,2.86,-0.54,3.72,10,"São Paulo",1,NA,NA,5,4,1,4,2,2,NA,23,7,NA,NA,NA,NA,NA,NA
"438","Marcos Vinícius Silva Rocha Calazans","Marcos Calazans","https://s.glbimg.com/es/sde/f/2017/07/25/54939a99bf411f3ea45f4906ef2d269d_FORMATO.png",97452,38,"FLU","ata","Contundido",0,5.76,0,3.87,11,"Fluminense",2,4,NA,20,2,3,14,NA,NA,3,22,28,NA,NA,NA,NA,NA,NA
"439","Wesley Frazan Bernardo","Frazan","https://s.glbimg.com/es/sde/f/2017/07/25/2a1a617893f9ffdc46ea71e64684ffc9_FORMATO.png",97528,38,"FLU","zag","Nulo",0,1.06,0,-1.08,6,"Fluminense",NA,3,NA,16,1,NA,2,NA,NA,NA,10,5,NA,NA,NA,NA,NA,NA
"440","Yilmar Alexis Filigrana Possu","Filigrana","https://s.glbimg.com/es/sde/f/2017/04/24/d66e3a470b0bbecb49de52697e75cb7b_FORMATO.png",97502,38,"COR","ata","Nulo",0,2.3,0,1.42,9,"Coritiba",NA,2,NA,7,1,2,1,NA,1,NA,3,6,NA,NA,NA,NA,NA,NA
"441","Jean Paul Jesús Pineda Cortés","Jean Pineda","https://s.glbimg.com/es/sde/f/2017/04/01/c2cf595a92569119a049ee25c8310ba1_FORMATO.png",97532,38,"VIT","ata","Nulo",0,2.38,0,-0.2,2,"Vitória",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"442","Marco Túlio Oliveira Lemos","Marco Túlio","https://s.glbimg.com/es/sde/f/2017/05/04/41bd7f91d7b18b2b10bf42c51a52305f_FORMATO.png",97546,38,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Vinícius Szeuczuk Ribeiro","Vinícius Guarapuava","https://s.glbimg.com/es/sde/f/2017/08/11/80e8d5968a092fcfc277eecc144ae56c_FORMATO.png",97540,38,"CHA","zag","Nulo",0,1,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","Marcio Marcelo Leite Júnior","Marcio","https://s.glbimg.com/es/sde/f/2017/04/24/af90ed18c0e6fc8bef19cc34a80587b8_FORMATO.png",97538,38,"COR","zag","Dúvida",0,5.37,0,2.24,21,"Coritiba",1,5,1,26,3,4,10,NA,1,1,35,16,7,NA,NA,NA,NA,NA
"445","Gabriel Dal Toé Busanello","Busanello","https://s.glbimg.com/es/sde/f/2017/06/27/6ac892113bf496da619970ae92cf36fa_FORMATO.png",97537,38,"CHA","lat","Nulo",0,1,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Hiago Correa Silveira Cena","Hiago","https://s.glbimg.com/es/sde/f/2017/04/24/f7869b26b810fd7e1e0fc61465eca493_FORMATO.png",97535,38,"CHA","zag","Nulo",0,1,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Bryan Borges Mascarenhas","Bryan","https://s.glbimg.com/es/sde/f/2017/06/07/423798cbfcbd349a861fc146b3a5c1e9_FORMATO.png",97536,38,"CHA","mei","Nulo",0,1,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Matheus Alessandro dos Santos Pereira","Matheus Alessandro","https://s.glbimg.com/es/sde/f/2017/07/25/feb918cb9fca075fc2d542c88aeff29e_FORMATO.png",97527,38,"FLU","ata","Provável",5.1,2.62,0.81,2.27,16,"Fluminense",1,2,NA,7,2,NA,23,2,1,1,15,9,NA,NA,NA,NA,NA,NA
"449","Yan Oliveira Lima","Yan","https://s.glbimg.com/es/sde/f/2017/06/07/91771db8620bf3d32873a183ec204e5d_FORMATO.png",97680,38,"SAN","mei","Nulo",0,2,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Reynaldo César Moraes","Reynaldo","https://s.glbimg.com/es/sde/f/2017/05/02/ed60ee32ee81b2f34ec8dc08fc6f4a03_FORMATO.png",97768,38,"PON","zag","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","Thiago Couto Wenceslau","Thiago Couto","https://s.glbimg.com/es/sde/f/2017/05/25/dfcf4266572f7296e853252f68813195_FORMATO.png",97645,38,"SAO","gol","Nulo",0,1,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Murilo Cerqueira Paim","Murilo","https://s.glbimg.com/es/sde/f/2017/04/06/ac1485f2fbd995b94c3544520d1ebdd8_FORMATO.png",97653,38,"CRU","zag","Provável",-0.5,2.54,-0.92,2.49,24,"Cruzeiro",NA,3,NA,29,NA,9,9,NA,NA,1,48,26,8,NA,NA,NA,NA,NA
"453","Yuri Jonathan Vitor Coelho","Yuri","https://s.glbimg.com/es/sde/f/2017/05/02/a2f6d215d6098631c571044b74be1d86_FORMATO.png",97769,38,"PON","ata","Nulo",0,1.05,0,0.7,3,"Ponte Preta",NA,NA,NA,5,3,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"454","Raul Prata","Raul Prata","https://s.glbimg.com/es/sde/f/2017/05/01/bc801f0b347f5e9b99972901cf4ecefd_FORMATO.png",84855,38,"SPO","lat","Provável",3.6,5.36,-0.08,4.68,15,"Sport",1,2,NA,21,3,5,10,NA,NA,NA,54,35,5,NA,NA,NA,NA,NA
"455","Lucas de Souza Ventura","Nonoca","https://s.glbimg.com/es/sde/f/2017/04/06/4a26ea9ccd869d0076aa6dae12e454c3_FORMATO.png",97856,38,"CRU","mei","Nulo",0,2.83,0,2.3,6,"Cruzeiro",1,1,NA,7,NA,1,3,NA,NA,NA,5,8,NA,NA,NA,NA,NA,NA
"456","Roger Ibañez da Silva","Ibañez","https://s.glbimg.com/es/sde/f/2017/07/25/dbe73f5e26900a53b7d688cdf314c908_FORMATO.png",97803,38,"FLU","zag","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Jhemerson Guimarães Gaigher","Jhemerson","https://s.glbimg.com/es/sde/f/2017/04/01/739e03a0f382a2fe2c4518ea0a20d39e_FORMATO.png",97863,38,"VIT","mei","Nulo",0,3.62,0,1.2,4,"Vitória",NA,NA,NA,NA,NA,3,1,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA
"458","Wytallo Thiago Lima da Silva","Thiaguinho","https://s.glbimg.com/es/sde/f/2017/02/25/8d9b4558215c3206a5e47dd0ff123ca5_FORMATO.png",97771,38,"PON","ata","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Patrick Correia Sales","Patrick Correia","https://s.glbimg.com/es/sde/f/2017/02/14/521d0e8322cc9471f226a14e06549443_FORMATO.png",97877,38,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Jacy Maranhão Oliveira","Jacy","https://s.glbimg.com/es/sde/f/2017/04/23/9434953cbf73327a425e3b46a230bebd_FORMATO.png",97878,38,"ATL","zag","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Matheus Aleksander dos Anjos","Matheus Anjos","https://s.glbimg.com/es/sde/f/2017/04/23/ca02d2a758b721d663027e8f482babc2_FORMATO.png",97879,38,"ATL","mei","Dúvida",0,0.93,0,-0.39,7,"Atlético-PR",NA,1,NA,7,2,3,5,NA,NA,NA,24,2,NA,NA,NA,NA,NA,NA
"462","Murillo Magno de Carvalho","Murillo","https://s.glbimg.com/es/sde/f/2017/01/20/1ac0bd987facdb6f4ac949db15538370_FORMATO.png",97880,38,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Arthur Henrique Vieira Araujo","Arthur","https://s.glbimg.com/es/sde/f/2017/06/07/41375a4dab9feeadba77a4537ccb2623_FORMATO.png",99670,38,"CRU","zag","Nulo",-0.8,0.82,-0.57,1.2,2,"Cruzeiro",NA,NA,NA,2,NA,1,1,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA
"464","Vitor Eduardo da Silva Matos","Vitão","https://s.glbimg.com/es/sde/f/2017/12/02/4d449cbc6b7323b7652ea2ab5c68e8aa_FORMATO.png",97900,38,"PAL","zag","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Rafael Santos de Sousa","Rafael","https://s.glbimg.com/es/sde/f/2017/04/24/db3ab616836bf6fcfa76a2dd7846986b_FORMATO.png",97902,38,"FLA","zag","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Maílson Tenório dos Santos","Maílson","https://s.glbimg.com/es/sde/f/2017/02/14/9e10795b558271c6baddcda617d65c21_FORMATO.png",98034,38,"SPO","gol","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Rodrigo Alves da Cruz","Rodrigo Pelezinho","https://s.glbimg.com/es/sde/f/2017/08/17/520cb9ececbfed6f3b3074b650d51d6b_FORMATO.png",98184,38,"CHA","ata","Nulo",-0.3,1.42,-0.07,-0.1,3,"Chapecoense",NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"468","Ilson Cedric Borges de Accacio Lima","Cedric","https://s.glbimg.com/es/sde/f/2017/04/01/b42c80735aa423756f5307c1bd099859_FORMATO.png",98221,38,"VIT","lat","Nulo",0,2,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Luiz Felipe Machado de Souza","Luiz Felipe","https://s.glbimg.com/es/sde/f/2017/04/27/f440fdbfbca6b16934ab91e0d9d8dff0_FORMATO.png",98056,38,"ATL","mei","Nulo",0,2,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","João Victor da Silva Fonseca","João Victor",NA,98382,38,"ATL","mei","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Bruno Guimarães Rodriguez Moura","Bruno Guimarães","https://s.glbimg.com/es/sde/f/2017/05/11/f5024b3a361d2a09da365bea55b67c88_FORMATO.png",98352,38,"ATL","mei","Nulo",0,0.79,0,-1.7,4,"Atlético-PR",NA,2,NA,6,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"472","Marcus Wendel Valle da Silva","Wendel","https://s.glbimg.com/es/sde/f/2017/07/25/5e57c3eff1438fe8585a1615e6f89282_FORMATO.png",98402,38,"FLU","mei","Dúvida",7.4,13.04,0.35,4.03,31,"Fluminense",2,4,NA,35,11,9,70,2,5,2,63,36,NA,NA,NA,NA,NA,NA
"473","Caio Felipe dos Santos Silva","Caio","https://s.glbimg.com/es/sde/f/2017/02/14/a6f6b29df8097bacd2fc794872711c70_FORMATO.png",98035,38,"SPO","lat","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Gabriel Batista de Souza","Gabriel Batista","https://s.glbimg.com/es/sde/f/2017/04/24/0bf67a6d877be0a2c761a714831fe092_FORMATO.png",98333,38,"FLA","gol","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Evanderson Costa da Silva","Evanderson","https://s.glbimg.com/es/sde/f/2017/04/27/691a60e07461729409b8c945c33b5afe_FORMATO.png",98315,38,"ATL","mei","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","Lucas da Silva de Jesus","Lucas Silva","https://s.glbimg.com/es/sde/f/2017/04/24/685913465b4d1ad49e7160a89ef627fd_FORMATO.png",98515,38,"FLA","ata","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","Patrick Luan dos Santos","Patrick Luan","https://s.glbimg.com/es/sde/f/2017/07/25/2d9389fe90f695a0986db9d4d6c5b7b4_FORMATO.png",98401,38,"FLU","ata","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Loran dos Santos da Silva","Loran ","https://s.glbimg.com/es/sde/f/2017/04/24/149b93c661d3270e681e0e96242ef3ee_FORMATO.png",98516,38,"FLA","ata","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Giovanni Silva Tiepo","Tiepo","https://s.glbimg.com/es/sde/f/2017/08/17/95f1c899aa2ce348c9a1e29c2842edd1_FORMATO.png",98412,38,"CHA","gol","Nulo",0,1,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Victor Hugo Soares dos Santos","Kanu","https://s.glbimg.com/es/sde/f/2017/04/23/7a72c5c22ba23c60f92cdd4c2915e646_FORMATO.png",98484,38,"BOT","zag","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Pedro Victor Delmino da Silva","Pedrinho","https://s.glbimg.com/es/sde/f/2017/04/23/cd96a7cb3e7a985ccca026996bab950b_FORMATO.png",98706,38,"COR","ata","Provável",0.9,1.1,0.22,0.6,12,"Corinthians",NA,NA,NA,5,4,2,4,NA,NA,NA,15,4,NA,NA,NA,NA,NA,NA
"482","José Marcos Costa Martins","Marquinho","https://s.glbimg.com/es/sde/f/2017/07/05/cd8999b74581b3b3784402a115de312f_FORMATO.png",98765,38,"ATL","mei","Contundido",0,1.38,0,-0.8,1,"Atlético-MG",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"483","José Augusto Bernardo","Zé Augusto","https://s.glbimg.com/es/sde/f/2017/05/04/259c00461a34a8c1ba60d770d10fca35_FORMATO.jpeg",98762,38,"GRE","zag","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Emanuel Rocha Dos Santos","Emanuel","https://s.glbimg.com/es/sde/f/2017/05/04/c6a8401c8828ee07e786f390818a7e2e_FORMATO.png",98766,38,"ATL","lat","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Flávio Augusto De Castro","Flávio","https://s.glbimg.com/es/sde/f/2017/05/04/19c748c11cefe0c492c56193adca9ab0_FORMATO.png",98774,38,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Marcelo dos Santos Rosa","Marcelo","https://s.glbimg.com/es/sde/f/2017/04/27/104329d7a936e544604f9da1cd61995f_FORMATO.png",98874,38,"ATL","ata","Nulo",0,2,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Jean Pyerre Casagrande Silveira Correa","Jean Pyerre","https://s.glbimg.com/es/sde/f/2017/05/04/80cc9cc69c9d3444383c8a203334be97_FORMATO.jpeg",98832,38,"GRE","mei","Provável",15.7,3.49,2.7,2.8,6,"Grêmio",1,NA,NA,3,2,1,6,NA,1,1,11,2,NA,NA,NA,NA,NA,NA
"488","Derlan de Oliveira Bento","Derlan","https://s.glbimg.com/es/sde/f/2017/04/20/a61babc61e943eed73835c0eb0233767_FORMATO.png",98945,38,"FLU","zag","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","João Paulo Ferreira Lourenço","Lourenço","https://s.glbimg.com/es/sde/f/2017/06/18/cf178cdbd6bb2ee507ce289881e464b7_FORMATO.png",99032,38,"AVA","ata","Provável",4.4,1.49,0.7,0.86,10,"Avaí",NA,3,NA,8,2,3,11,NA,1,1,12,3,NA,NA,NA,NA,NA,NA
"490","Jean Lucas de Souza Oliveira","Jean Lucas","https://s.glbimg.com/es/sde/f/2017/04/24/51b0b51b6e93e3be827dfbed26355d91_FORMATO.png",98517,38,"FLA","mei","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Joao Victor Inacio Araujo","João Victor","https://s.glbimg.com/es/sde/f/2017/05/01/b47bd0865c30b6854b673c7e94778083_FORMATO.png",99033,38,"SPO","mei","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Riuler de Oliveira Faustino","Riuler","https://s.glbimg.com/es/sde/f/2017/04/23/f9a0f4d378841844615990bf95a39da9_FORMATO.png",99021,38,"ATL","lat","Nulo",0,2,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
