"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","CV","FC","FD","FF","FS","FT","G","I","PE","RB","PP","SG","DD","GS","DP","GC"
"425","Richard Cândido Coelho","Richard","https://s.glbimg.com/es/sde/f/2017/08/19/525a2fd7bb807a508e3f99a5d1285034_FORMATO.png",86711,23,"FLU","mei","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","Leonardo Pisculichi","Pisculichi","https://s.glbimg.com/es/sde/f/2017/02/18/c8a64d1e825d4a06c352c94d5499c77d_FORMATO.png",89871,23,"VIT","mei","Nulo",0,4.13,0,-0.55,2,"Vitória",NA,NA,NA,1,NA,1,1,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
"427","Jonathan Francisco Lemos","Jonathan","https://s.glbimg.com/es/sde/f/2017/04/27/f0005dbb8cf4d46b99cf08acf8949256_FORMATO.png",86713,23,"ATL","lat","Provável",3.7,2.6,-0.81,1.88,10,"Atlético-GO",NA,1,NA,6,1,2,3,NA,NA,NA,18,9,NA,2,NA,NA,NA,NA
"428","Danilo das Neves Pinheiro","Tchê Tchê","https://s.glbimg.com/es/sde/f/2016/05/20/2b96e76d6b1e3f8fc29f37d9dfe90206_FORMATO.jpeg",86686,23,"PAL","mei","Provável",-0.9,6.18,-0.94,1.01,19,"Palmeiras",2,4,1,31,4,6,18,NA,NA,1,43,20,NA,NA,NA,NA,NA,NA
"429","Walter Luiz Silva de Araujo","Luizão","https://s.glbimg.com/es/sde/f/2017/06/22/5b6da4a5651cbd0822f33cea7f49be63_FORMATO.png",86724,23,"COR","zag","Nulo",0,0.81,0,-0.27,6,"Coritiba",NA,4,NA,9,1,1,4,NA,NA,1,8,3,NA,1,NA,NA,NA,NA
"430","Luis Ángel Salazar Cuesta","Salazar","https://s.glbimg.com/es/sde/f/2017/04/28/54e5ebd574f6ef20650d90d7e32baf44_FORMATO.png",93986,23,"AVA","zag","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","Lucas Luiz Scalon","Scalon","https://s.glbimg.com/es/sde/f/2017/04/25/1c61a24805cfe9ae71c648216cd5b9cd_FORMATO.png",94003,23,"CHA","zag","Nulo",0,2,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Lucas Gonçalves Reis Santos","Lucas Rex","https://s.glbimg.com/es/sde/f/2017/08/18/9e40a3e5256626c0192b3adef4243677_FORMATO.jpeg",86745,23,"GRE","zag","Nulo",0,2,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","John Victor Maciel Furtado","John Victor","https://s.glbimg.com/es/sde/f/2017/05/02/0eab88c901790607c556e504aa31b200_FORMATO.png",94044,23,"SAN","gol","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Lucas Macanhan Ferreira","Lucas Macanhan","https://s.glbimg.com/es/sde/f/2016/05/13/222c790995cc7292f07b0dc4db7cc5f4_FORMATO.png",86760,23,"ATL","gol","Nulo",0,2,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","Diego Gomes dos Santos","Diego Gomes","https://s.glbimg.com/es/sde/f/2017/05/02/c6169204fbfca94a9affdd9de721a72c_FORMATO.png",94045,23,"SAN","mei","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","Luan Guilherme de Jesus Vieira","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/458569d2d0c260a004befc5988da9350_FORMATO.png",86759,23,"GRE","ata","Contundido",0,20.87,0,7.37,15,"Grêmio",6,1,NA,17,15,14,36,NA,5,3,75,21,1,NA,NA,NA,NA,NA
"437","Matheus Gutz","Matheus","https://s.glbimg.com/es/sde/f/2017/04/28/08e4242f18d2365a93ecf92b2ce9fd52_FORMATO.png",94102,23,"AVA","gol","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","Devid de Santana Silva","Devid","https://s.glbimg.com/es/sde/f/2017/04/28/7f5898b6f55d8d2c22bc2f9fd72c1067_FORMATO.png",94105,23,"AVA","ata","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Matheus Rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2017/04/23/c091af2e156b654e15abd7e687d0aeb2_FORMATO.png",86766,23,"ATL","mei","Nulo",-1,3.94,-0.13,0.99,18,"Atlético-PR",1,4,NA,24,4,NA,13,NA,1,1,35,15,NA,NA,NA,NA,NA,NA
"440","Matheus Fernandes Siqueira","Matheus Fernandes","https://s.glbimg.com/es/sde/f/2017/04/18/f7747c09eac1f0aee06f02c37fa257b6_FORMATO.png",94067,23,"BOT","mei","Nulo",7,5.75,0.28,3.89,15,"Botafogo",NA,2,NA,20,1,7,14,NA,NA,NA,29,40,NA,NA,NA,NA,NA,NA
"441","Sidcley Ferreira Pereira","Sidcley","https://s.glbimg.com/es/sde/f/2017/04/23/eff5699ee67d7b1a4f3c4cf923789370_FORMATO.png",86764,23,"ATL","lat","Provável",0,13.26,0,5.75,20,"Atlético-PR",3,1,NA,22,5,4,35,NA,4,9,69,24,NA,8,NA,NA,NA,NA
"442","Lucas Ribamar Lopes dos Santos Bibiano","Ribamar","https://s.glbimg.com/es/sde/f/2017/07/20/6894ec593555b4c947a6ced0d1bf01c4_FORMATO.png",94068,23,"ATL","ata","Dúvida",5.9,6.71,0.85,3.67,6,"Atlético-PR",NA,NA,NA,6,2,6,11,1,1,3,6,3,NA,NA,NA,NA,NA,NA
"443","Júnior Nazareno Sornoza Moreira","Sornoza","https://s.glbimg.com/es/sde/f/2017/07/25/622af95364dd391adb267d847b26b76d_FORMATO.png",87877,23,"FLU","mei","Nulo",-0.6,12.72,-3.09,3.17,3,"Fluminense",NA,1,NA,1,1,1,2,NA,1,NA,7,2,NA,NA,NA,NA,NA,NA
"444","Lucas da Silva Rocha","Lucas Rocha","https://s.glbimg.com/es/sde/f/2017/07/11/de8c5e7398d3dece81fa05f35abe0764_FORMATO.png",94119,23,"VAS","zag","Nulo",0,2.99,0,3.95,2,"Vasco",NA,NA,NA,1,NA,NA,3,NA,NA,NA,5,2,NA,1,NA,NA,NA,NA
"445","Thallyson Gabriel Lobo Seabra","Thallyson","https://s.glbimg.com/es/sde/f/2017/02/14/3e158bd1bb119b3c60c1c2d557560d42_FORMATO.png",94144,23,"SPO","mei","Nulo",0,0.79,0,0.39,12,"Sport",NA,3,NA,12,NA,NA,7,NA,1,1,15,6,NA,NA,NA,NA,NA,NA
"446","Felipe dos Reis Pereira Vizeu do Carmo","Felipe Vizeu","https://s.glbimg.com/es/sde/f/2017/08/16/140c5ea3e34ec32fead4a646cbe63642_FORMATO.jpeg",94138,23,"FLA","ata","Contundido",0,3.69,0,2.5,8,"Flamengo",NA,NA,NA,9,3,3,8,1,1,NA,4,3,NA,NA,NA,NA,NA,NA
"447","Lucas Ferreira Amaral","Lucas Ferreira","https://s.glbimg.com/es/sde/f/2016/05/01/a38c7b2a46cf04e24085ad1f45ce78bc_FORMATO.png",94147,23,"SPO","gol","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Fabián Cornelio Balbuena González","Balbuena","https://s.glbimg.com/es/sde/f/2017/04/19/104f0248fd96daefe11d16e064dd8ce9_FORMATO.png",87887,23,"COR","zag","Provável",3.4,11.12,0.72,6.36,18,"Corinthians",1,3,NA,7,1,4,14,NA,3,3,40,25,NA,11,NA,NA,NA,NA
"449","Guilherme Augusto Vieira dos Santos","Guilherme","https://s.glbimg.com/es/sde/f/2017/04/17/9b919498890d4bf28c289ff60c4e590e_FORMATO.png",94207,23,"BOT","ata","Provável",-0.5,5.46,-0.14,2.98,18,"Botafogo",1,NA,NA,12,7,10,28,1,2,NA,33,10,NA,NA,NA,NA,NA,NA
"450","Maycon de Andrade Barberan","Maycon","https://s.glbimg.com/es/sde/f/2017/04/28/66122f2239f4f742f47cf5008882313f_FORMATO.png",94154,23,"COR","mei","Provável",2.5,8.37,-0.57,3.39,22,"Corinthians",3,NA,NA,11,6,11,9,NA,1,NA,69,35,NA,NA,NA,NA,NA,NA
"451","Leonardo Campos Duarte da Silva","Léo Duarte","https://s.glbimg.com/es/sde/f/2017/08/22/a3d5b1c1beaed6275d0c2a3e0b2748ed_FORMATO.jpeg",94214,23,"FLA","zag","Nulo",0,3.24,0,4.2,1,"Flamengo",NA,NA,NA,2,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"452","Márcio Almeida de Oliveira","Marcinho","https://s.glbimg.com/es/sde/f/2017/04/18/82f4f9a2d122680dcc40e55727214711_FORMATO.png",93797,23,"BOT","lat","Contundido",0,3,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","Gustavo Henrique Furtado Scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2017/07/25/d139933474f638abe42c53dcd21a981b_FORMATO.png",87999,23,"FLU","mei","Provável",-0.1,11.9,-0.28,4.01,21,"Fluminense",6,NA,NA,17,21,17,34,2,1,NA,120,20,NA,NA,NA,NA,NA,NA
"454","Sergio Antonio Soler de Oliveira Junior","Serginho","https://s.glbimg.com/es/sde/f/2017/02/19/6aca0b072c6eeca65b6dc51c30de4a50_FORMATO.png",88002,23,"SAN","mei","Nulo",0,1.58,0,0,1,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Warian dos Santos Souza","Warian Santos ","https://s.glbimg.com/es/sde/f/2017/04/20/1a20f671d81a1495fe94257a7faedb29_FORMATO.png",88030,23,"COR","mei","Nulo",0,1,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Pedro Henrique Perotti","Perotti","https://s.glbimg.com/es/sde/f/2017/04/25/9a67368382ccea91470efb3e85403f0b_FORMATO.png",94286,23,"CHA","ata","Nulo",0,1.8,0,0.9,2,"Chapecoense",NA,NA,NA,2,NA,1,2,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA
"457","Guilherme Natan de Lima","Lima","https://s.glbimg.com/es/sde/f/2016/04/27/059a0e58f2adc09337048722ca4f5ae4_FORMATO.png",94288,23,"CHA","mei","Nulo",0,1,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Ramon Menezes Roma","Ramon","https://s.glbimg.com/es/sde/f/2016/05/01/bf444d7eaf1a2853f33faef276c4a9a0_FORMATO.png",88087,23,"VIT","zag","Provável",0,5.42,0,2.49,10,"Vitória",NA,3,NA,16,1,2,11,NA,NA,NA,14,6,NA,5,NA,NA,NA,NA
"459","Edimar Ribeiro da Costa Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/08/30/645c1110c278efad455b4d7220e4bdbc_FORMATO.png",94445,23,"SPO","ata","Nulo",0,0.78,0,-0.55,9,"Sport",NA,1,NA,10,1,3,4,NA,NA,3,11,1,NA,NA,NA,NA,NA,NA
"460","Mateus Norton Gomes Chaves","Mateus Norton","https://s.glbimg.com/es/sde/f/2017/07/25/cb48a350eba3ed301233b7101cab6d8b_FORMATO.png",94336,23,"FLU","mei","Nulo",0,0.78,0,0.18,7,"Fluminense",NA,3,NA,4,NA,1,4,NA,NA,NA,12,6,NA,NA,NA,NA,NA,NA
"461","Raphael Cavalcante Veiga","Raphael Veiga","https://s.glbimg.com/es/sde/f/2017/04/18/7f93c8857d2480594a996b33e07528f7_FORMATO.png",94509,23,"PAL","mei","Nulo",0,3.54,0,0.39,11,"Palmeiras",1,3,NA,8,1,4,10,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA
"462","Ivan Quaresma da Silva","Ivan","https://s.glbimg.com/es/sde/f/2017/05/02/8546a4c5536f1d3e6ebc74e89daef4c3_FORMATO.png",88136,23,"PON","gol","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Daniel Guedes da Silva","Daniel Guedes ","https://s.glbimg.com/es/sde/f/2017/05/02/700b428f14849c2f8f5eb9286d7adf03_FORMATO.png",88225,23,"SAN","lat","Provável",0,4.71,0,4.5,7,"Santos",1,2,2,15,1,1,7,NA,1,NA,13,11,NA,4,NA,NA,NA,NA
"464","Pedro Guilherme Abreu dos Santos","Pedro","https://s.glbimg.com/es/sde/f/2017/07/25/eb7be7be185d6f7421dbf30f71453757_FORMATO.png",94583,23,"FLU","ata","Nulo",0,4.04,0,1.82,7,"Fluminense",NA,1,NA,7,2,2,8,NA,1,1,6,3,NA,NA,NA,NA,NA,NA
"465","Leonardo Peixoto Principe","Léo Principe","https://s.glbimg.com/es/sde/f/2017/04/23/e35ffb8313b5c8808ee460300af5bb39_FORMATO.png",94765,23,"COR","lat","Nulo",0,3.1,0,4.1,2,"Corinthians",NA,NA,NA,4,NA,NA,2,NA,NA,NA,3,3,NA,1,NA,NA,NA,NA
"466","Henrique Gelain Custódio","Henrique Gelain","https://s.glbimg.com/es/sde/f/2017/04/24/048b1eb6ff970a66fa5eb5087290c03b_FORMATO.png",86783,23,"COR","lat","Contundido",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","César de São José Morais","César","https://s.glbimg.com/es/sde/f/2017/04/25/6da76c24ea8925abba30757a28a54aae_FORMATO.png",94854,23,"ATL","lat","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Ángel Rodrigo Romero Villamayor","Ángel Romero","https://s.glbimg.com/es/sde/f/2017/04/19/bb57c60e890655dd351f891eb27fdb2c_FORMATO.png",88323,23,"COR","ata","Provável",-1.1,11.49,-0.84,4.13,17,"Corinthians",2,6,NA,19,8,5,52,NA,2,11,63,31,NA,NA,NA,NA,NA,NA
"469","Jordi Almeida","Jordi","https://s.glbimg.com/es/sde/f/2017/04/17/8a166ba697085a60b3f3b7d74a9c6114_FORMATO.png",86776,23,"VAS","gol","Nulo",0,4,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Domilson Cordeiro dos Santos","Dodô","https://s.glbimg.com/es/sde/f/2017/04/24/65670cbd709a8dd38cea2f806b28576c_FORMATO.png",94985,23,"COR","lat","Provável",0,8.51,0,3.09,12,"Coritiba",NA,2,NA,17,2,3,7,NA,NA,NA,51,19,NA,5,NA,NA,NA,NA
"471","Raniel Santana de Vasconcelos","Raniel","https://s.glbimg.com/es/sde/f/2017/04/06/b362899a01b537ee09468f95d34f40f7_FORMATO.png",86797,23,"CRU","ata","Provável",17.5,4.23,1.97,3.04,9,"Cruzeiro",1,1,NA,5,NA,1,10,NA,2,1,4,4,NA,NA,NA,NA,NA,NA
"472","Jonatan David Gomez Ospina","Jonatan Gomez","https://s.glbimg.com/es/sde/f/2017/06/27/500860f593a723ac171bd25de5474397_FORMATO.png",94857,23,"SAO","mei","Provável",0,4.23,0,0.15,7,"São Paulo",NA,1,NA,12,2,3,10,NA,NA,1,21,4,NA,NA,NA,NA,NA,NA
"473","Leonardo Felipe Santos da Silva","Léo","https://s.glbimg.com/es/sde/f/2017/04/28/8edfb4213f777f54e9a9014c5969eb07_FORMATO.png",94885,23,"AVA","lat","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","José Welison da Silva","José Welison","https://s.glbimg.com/es/sde/f/2017/04/24/842ad25f4c670bababfa051fb5fb8ca6_FORMATO.png",86859,23,"VIT","mei","Contundido",0,4,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","João Victor da Vitória Fernandes","Capixaba","https://s.glbimg.com/es/sde/f/2016/07/07/6d9964a0f815acd56932767b61858c13_FORMATO.png",94894,23,"ATL","ata","Nulo",0,0.87,0,0.4,1,"Atlético-MG",NA,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"476","Lucas Tolentino Coelho de Lima","Lucas Paquetá","https://s.glbimg.com/es/sde/f/2017/08/22/b377d3036c1d03d40bafc65a9773ddc4_FORMATO.jpeg",94930,23,"FLA","mei","Nulo",0,3.55,0,3.3,4,"Flamengo",1,NA,NA,1,1,4,3,NA,NA,1,4,3,NA,NA,NA,NA,NA,NA
"477","Lucas Emanoel Leite Romão","Lucão","https://s.glbimg.com/es/sde/f/2017/04/22/913ef9074a98f2725e2f2cd12d43f7db_FORMATO.png",94962,23,"CRU","gol","Nulo",0,1,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Deijair dos Santos Nunes","Deijair ","https://s.glbimg.com/es/sde/f/2017/02/21/78e66c5df2b907d4d815509e312cf19f_FORMATO.png",94966,23,"BAH","gol","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Luís Vinícius da Silva Matos","Vinicius","https://s.glbimg.com/es/sde/f/2017/02/20/d2acf5df4ac30ffcbc7bd264583d6467_FORMATO.png",86861,23,"VIT","zag","Nulo",0,2,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Luis Antônio da Rocha Júnior","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2017/07/28/3c67fd5bc97b298b018e4be018b27485_FORMATO.png",94968,23,"BAH","lat","Provável",-1.1,1.77,-1.44,3.02,4,"Bahia",NA,1,NA,5,NA,1,7,NA,NA,NA,15,7,NA,1,NA,NA,NA,NA
"481","Lucas Fernandes da Silva","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2016/05/01/0a47d84040286532fb5d90cc746b49b3_FORMATO.png",94931,23,"SAO","mei","Provável",5.7,4.63,0.9,2.34,9,"São Paulo",NA,1,NA,5,3,5,6,NA,1,NA,7,6,NA,NA,NA,NA,NA,NA
"482","Luiz Otávio da Silva Santos","Luiz Otávio ","https://s.glbimg.com/es/sde/f/2017/04/25/239f4dc20386b0bc2988aa004f7c02b7_FORMATO.png",86863,23,"CHA","zag","Contundido",0,6.4,0,2.38,10,"Chapecoense",1,2,1,13,3,4,NA,NA,1,NA,22,10,NA,2,NA,NA,NA,NA
"483","Luís Fernando Santos da Conceição","Luís Fernando","https://s.glbimg.com/es/sde/f/2017/02/21/f8d269154cfbc785e5f87f026e341b3a_FORMATO.png",94971,23,"BAH","mei","Nulo",0,3,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Jean Patrick Reis","Jean Patrick","https://s.glbimg.com/es/sde/f/2017/07/04/96daa554c0f24c012a1cb27045d67975_FORMATO.png",88379,23,"PON","lat","Nulo",0,2.86,0,2.57,3,"Ponte Preta",NA,NA,NA,5,NA,NA,2,NA,NA,NA,3,3,NA,1,NA,NA,NA,NA
"485","Iago Ângelo Dias","Iago","https://s.glbimg.com/es/sde/f/2017/04/24/6d1258d426eef6b245dc52182b65814b_FORMATO.png",88417,23,"COR","ata","Nulo",-0.8,3.91,-0.25,0.06,10,"Coritiba",NA,NA,NA,4,1,2,4,NA,NA,2,14,2,NA,NA,NA,NA,NA,NA
"486","Matheus Caldeira Vidotto de Oliveira","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2017/04/23/0469f80ea84703c3178371ab0fa1dd2f_FORMATO.png",80286,23,"COR","gol","Nulo",0,3,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Edson Carlos Santos Lima Junior","Capa","https://s.glbimg.com/es/sde/f/2017/04/28/4a0d17271060eaf419c78016735076ee_FORMATO.png",86874,23,"AVA","lat","Provável",3.2,11.99,-1.01,4.5,22,"Avaí",1,5,NA,42,2,10,60,NA,NA,4,121,47,NA,10,NA,NA,NA,1
"488","Marco Antônio Rosa Furtado Júnior","Marco Antônio","https://s.glbimg.com/es/sde/f/2017/02/21/a2be72d3733854b4e00000008373cbbd_FORMATO.png",94975,23,"BAH","mei","Nulo",0,3,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Eduardo Gabriel dos Santos Bauermann","Eduardo Bauermann","https://s.glbimg.com/es/sde/f/2017/05/25/590ba3c156c116d43014e1e9b5d4e74f_FORMATO.png",86970,23,"ATL","zag","Nulo",0,3.19,0,1.85,7,"Atlético-GO",NA,NA,NA,4,NA,1,5,NA,NA,1,4,5,NA,1,NA,NA,NA,NA
"490","Rodrigo Vasconcelos Oliveira","Rodrigo","https://s.glbimg.com/es/sde/f/2017/05/01/6d2201a3689f5a71696f8b8eacbd9646_FORMATO.png",86935,23,"SPO","mei","Nulo",0,3.85,0,2,6,"Sport",NA,1,NA,8,NA,NA,4,NA,NA,NA,9,11,NA,NA,NA,NA,NA,NA
"491","Emerson Raymundo Santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2016/05/20/7743ec4420461e770a65425100024972_FORMATO.png",86972,23,"BOT","zag","Nulo",0,0.78,0,1.14,5,"Botafogo",NA,2,1,10,NA,1,4,NA,NA,NA,16,4,NA,3,NA,NA,NA,NA
"492","Lucas Rafael Araujo Lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2017/05/02/acb1d4777b6e76d3ca67054da81d0c42_FORMATO.png",80583,23,"SAN","mei","Suspenso",4.9,4.59,0.82,1.93,16,"Santos",3,9,NA,30,7,6,41,NA,1,NA,83,20,NA,NA,NA,NA,NA,NA
"493","Ezequiel Jacinto de Biasi","Ezequiel ","https://s.glbimg.com/es/sde/f/2017/04/23/059f269b9ef5b88550eb9899af203b7b_FORMATO.png",80318,23,"CRU","lat","Provável",-0.7,5.01,-0.18,2.33,11,"Cruzeiro",1,4,NA,20,1,3,12,NA,NA,NA,25,13,NA,3,NA,NA,NA,NA
"494","Gilberto Moraes Júnior","Gilberto ","https://s.glbimg.com/es/sde/f/2017/07/11/6b5408cf6a95787a4a68b548a6d31752_FORMATO.png",80313,23,"VAS","lat","Provável",0,11.59,0,4.52,19,"Vasco",1,6,NA,28,1,7,28,1,NA,2,91,54,NA,4,NA,NA,NA,NA
"495","Arthur Caíke do Nascimento Cruz","Arthur ","https://s.glbimg.com/es/sde/f/2017/04/24/56939ae4c18f332e1a3bb20305de4f33_FORMATO.png",80337,23,"CHA","ata","Nulo",1.8,10.91,0.83,4.61,21,"Chapecoense",5,4,NA,37,13,17,46,1,4,5,49,19,NA,NA,NA,NA,NA,NA
"496","Edson Felipe da Cruz","Edson","https://s.glbimg.com/es/sde/f/2017/07/28/848d6125a9c369432280eafad030d57a_FORMATO.png",80370,23,"BAH","mei","Provável",9.4,14.58,0.84,4.75,11,"Bahia",1,1,1,14,1,7,11,NA,1,2,21,29,NA,NA,NA,NA,NA,NA
"497","Wanderson Carvalho de Oliveira","Wanderson","https://s.glbimg.com/es/sde/f/2017/04/27/a7b0a15537c943f557f8fb73d8a9171b_FORMATO.png",80373,23,"ATL","lat","Nulo",0,4,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","Michael Vinicius Silva de Morais","Michael","https://s.glbimg.com/es/sde/f/2017/05/04/c43b96f2a0e0c8a8006defaedc1db2ee_FORMATO.png",80537,23,"FLU","ata","Nulo",0,2,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Pedro Tonon Geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2017/04/23/e509769d9e394ef42a8681bfdacc8283_FORMATO.png",80853,23,"GRE","zag","Contundido",0,13.74,0,6.74,13,"Grêmio",2,3,NA,8,3,3,8,NA,NA,NA,31,31,NA,7,NA,NA,NA,NA
"500","Luan Garcia Teixeira","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/21b43228acd34549ca343f42576f7632_FORMATO.png",80692,23,"PAL","zag","Suspenso",-5.2,5.77,-1.26,3.04,13,"Palmeiras",NA,2,1,14,1,5,12,NA,NA,NA,13,17,NA,4,NA,NA,NA,NA
"501","Vitor Prada Macaneiro","Vitor Prada","https://s.glbimg.com/es/sde/f/2015/07/22/038dbc80052b6760a2b49d76733db416_FORMATO.jpeg",81094,23,"AVA","gol","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Johnath Marlone Azevedo da Silva","Marlone","https://s.glbimg.com/es/sde/f/2017/04/25/744a27f04385f2906d5982a7dad3445b_FORMATO.png",80944,23,"ATL","mei","Nulo",0,5.83,0,1.03,11,"Atlético-MG",NA,2,NA,9,3,4,8,NA,2,4,36,4,NA,NA,NA,NA,NA,NA
"503","Kaynan Ribeiro Cruz","Kaynan","https://s.glbimg.com/es/sde/f/2017/02/21/13f8834fcead83b104fa6b9b86d35473_FORMATO.png",94978,23,"BAH","ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Caio César da Silva Silveira","Caio César","https://s.glbimg.com/es/sde/f/2017/04/28/c9789925a7e321c7432e9e22a2b5a2c9_FORMATO.png",86974,23,"AVA","mei","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","Mayke Rocha de Oliveira","Mayke","https://s.glbimg.com/es/sde/f/2017/05/19/0c4040195eb2210f37198e62876f4dc1_FORMATO.png",81150,23,"PAL","lat","Provável",2.9,7.41,0.03,3.65,15,"Palmeiras",NA,1,NA,22,NA,2,8,NA,1,3,28,23,NA,5,NA,NA,NA,NA
"506","Leonardo Gomes da Conceição Silva","Leonardo","https://s.glbimg.com/es/sde/f/2017/04/23/0cd6a2a3718c7c36858e7d11ad867645_FORMATO.png",86973,23,"GRE","lat","Dúvida",0,2.79,0,3.95,4,"Grêmio",NA,NA,NA,6,NA,NA,1,NA,NA,NA,12,7,NA,2,NA,NA,NA,NA
