"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","FC","FS","PE","RB","FD","FF","I","SG","A","DD","GS","G","PP","FT","DP","CV","GC"
"396","Getterson Alves dos Santos","Getterson","https://s.glbimg.com/es/sde/f/2017/05/12/c2b9040eda92184c6453ef41ede377fd_FORMATO.png",73340,9,"COR","ata","Nulo",0,0.73,0,-0.15,2,"Coritiba",1,3,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","Rafael Vaz dos Santos","Rafael Vaz","https://s.glbimg.com/es/sde/f/2017/04/24/8665d503716b53b97bdd0f56d8ef0f39_FORMATO.png",73421,9,"FLA","zag","Dúvida",0,7.79,0,3.52,4,"Flamengo",NA,2,1,12,4,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","Thallyson Augusto Tavares Dias","Thallyson","https://s.glbimg.com/es/sde/f/2017/06/07/cd71ce4201f13139db63ac6e182e85a7_FORMATO.png",81219,9,"VIT","lat","Nulo",0,2.07,0,2.42,4,"Vitória",NA,2,2,15,5,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","Frickson Rafael  Erazo Vivero","Erazo","https://s.glbimg.com/es/sde/f/2017/04/03/a0b75e2777a8e1b1844e5f2ff9caa182_FORMATO.png",81223,9,"ATL","zag","Nulo",0,3.98,0,0.15,2,"Atlético-MG",1,3,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","Oswaldo José Henríquez Bocanegra","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2016/05/01/49c33afe8104b8c052fd2c593fca02e5_FORMATO.png",81241,9,"SPO","zag","Nulo",0,4,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","Nilton Soares Rodrigues","Niltinho","https://s.glbimg.com/es/sde/f/2017/04/25/78ea8726a38adf1146e402c087a71039_FORMATO.png",84703,9,"CHA","ata","Nulo",0,3.54,0,-0.4,2,"Chapecoense",NA,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","Juan Ramón Cazares Sevillano","Cazares","https://s.glbimg.com/es/sde/f/2017/04/03/6ccb564ce56c9f6aad79040ab5f8f570_FORMATO.png",81682,9,"ATL","mei","Nulo",7.8,9.15,0.5,4.68,6,"Atlético-MG",NA,6,2,20,3,5,5,1,NA,3,NA,NA,1,NA,NA,NA,NA,NA
"403","Luan Peres Petroni","Luan Peres ","https://s.glbimg.com/es/sde/f/2017/06/01/3543e150d67d69e4fd1bd3112e7533b6_FORMATO.png",84847,9,"PON","zag","Nulo",0,2.16,0,1.75,2,"Ponte Preta",1,1,1,4,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","Éderson Alves Ribeiro Silva","Éderson","https://s.glbimg.com/es/sde/f/2017/05/26/1055c168d6c49467f567c27a6e48707a_FORMATO.png",73446,9,"ATL","ata","Nulo",0,3.46,0,1.33,3,"Atlético-PR",NA,NA,1,6,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","Francinilson Santos Meireles","Maranhão","https://s.glbimg.com/es/sde/f/2016/06/28/5b421dbcedd89d35ab19a538e6c4ab1f_FORMATO.jpeg",73513,9,"FLU","ata","Nulo",0,2.23,0,0,1,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","Rosicley Pereira da Silva","Rossi","https://s.glbimg.com/es/sde/f/2017/04/25/7961da883e6911bba84810f448b878e6_FORMATO.png",81798,9,"CHA","ata","Provável",0.5,8.27,-0.04,2.44,8,"Chapecoense",3,10,10,22,6,2,2,3,NA,1,NA,NA,1,NA,2,NA,NA,NA
"407","Clayton Silveira da Silva","Clayton","https://s.glbimg.com/es/sde/f/2017/04/23/162d940eadf1a0f6216f20a351c326da_FORMATO.png",81770,9,"COR","ata","Nulo",0,7.66,0,4.8,3,"Corinthians",NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"408","Erik Nascimento Lima","Erik","https://s.glbimg.com/es/sde/f/2017/04/18/88bed79a8233a59ca86c67f41db42e85_FORMATO.png",84848,9,"PAL","ata","Nulo",0,4.32,0,1.9,3,"Palmeiras",NA,NA,1,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","João Lucas Cardoso","João Lucas","https://s.glbimg.com/es/sde/f/2017/05/15/fa1caa8ea5726060cd391422d3fb93fc_FORMATO.png",86740,9,"PON","lat","Provável",1.4,10.7,-0.82,3.3,9,"Ponte Preta",1,6,5,40,11,1,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"410","Lucas Cândido Silva","Lucas Cândido","https://s.glbimg.com/es/sde/f/2017/04/03/3ce5d2322ae49cd21e272911d9992c4a_FORMATO.png",84851,9,"ATL","mei","Contundido",0,4,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","Alisson Euler de Freitas Castro","Alisson","https://s.glbimg.com/es/sde/f/2017/04/22/b5d1b28ec393ae2be2fba2b5dffe9ce9_FORMATO.png",81845,9,"CRU","mei","Provável",0,14.64,0,4.81,8,"Cruzeiro",NA,15,12,31,12,3,2,1,NA,2,NA,NA,1,NA,2,NA,NA,NA
"412","Osman de Menezes Venâncio Junior","Osman","https://s.glbimg.com/es/sde/f/2017/04/25/f608122b61891f2ab13ba0015367cfb5_FORMATO.png",81898,9,"CHA","ata","Contundido",0,2.99,0,1.23,7,"Chapecoense",2,5,1,4,NA,NA,4,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"413","Raul Prata","Raul Prata","https://s.glbimg.com/es/sde/f/2017/05/01/bc801f0b347f5e9b99972901cf4ecefd_FORMATO.png",84855,9,"SPO","lat","Nulo",0,3.59,0,2.1,2,"Sport",1,2,1,8,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","Elosman Euller Silva Cavalcanti","Euller ","https://s.glbimg.com/es/sde/f/2017/02/20/45d2685cedfee93ebf07f010f670c2ef_FORMATO.png",84890,9,"VIT","lat","Nulo",0,6.31,0,2.35,2,"Vitória",NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","Alex da Silva","Alex Silva","https://s.glbimg.com/es/sde/f/2017/05/19/2b09d527bb18b6dca83703fbbe498920_FORMATO.png",84861,9,"ATL","lat","Contundido",7.2,5.26,1.65,4.42,5,"Atlético-MG",2,10,8,13,9,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"416","Gabriel Santana Pinto","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/24/60215745abe8839e6e6df43fbe447e2c_FORMATO.png",73515,9,"FLA","ata","Contundido",0,3.51,0,-2,1,"Flamengo",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","Lucas Otávio Veiga Lopes","Lucas Otávio ","https://s.glbimg.com/es/sde/f/2017/04/28/c9abc289eaace4a40039be6a64b6711d_FORMATO.png",84896,9,"AVA","mei","Nulo",0,3.15,0,-0.3,2,"Avaí",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","Wellington Simião","Wellington Simião","https://s.glbimg.com/es/sde/f/2017/05/17/952fdde5f058594fa74d531f91c1abf3_FORMATO.png",81903,9,"AVA","mei","Nulo",0,1.6,0,0.25,6,"Avaí",NA,9,9,15,3,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","Henrique Silva Milagres","Henrique","https://s.glbimg.com/es/sde/f/2017/04/24/98783f94705be5ed728032062068f73c_FORMATO.png",84893,9,"VAS","lat","Provável",1.8,7.72,-1.03,3.45,9,"Vasco",1,10,17,23,14,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"420","Christian Alberto Cueva Bravo","Cueva","https://s.glbimg.com/es/sde/f/2016/06/28/a68882f174b592bf4e78dbc9818a4465_FORMATO.jpeg",82411,9,"SAO","mei","Provável",3.7,9.81,0.3,2,5,"São Paulo",1,5,8,24,8,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","José Henrique da Silva Dourado","Henrique Dourado","https://s.glbimg.com/es/sde/f/2017/04/24/2df720f6ce87010f359f6d0c3df824db_FORMATO.png",81905,9,"FLU","ata","Provável",13.2,25.81,1.59,9.93,8,"Fluminense",2,17,16,22,3,4,7,1,NA,1,NA,NA,9,NA,NA,NA,NA,NA
"422","Douglas Moreira Pires","Douglas Pires","https://s.glbimg.com/es/sde/f/2017/02/21/9cdc2aa37a7bf02a1d821f703b2ca8dd_FORMATO.png",73517,9,"BAH","gol","Nulo",0,4,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","Wellington Silva Sanches Aguiar","Wellington Nem","https://s.glbimg.com/es/sde/f/2017/02/18/a23f9ff565dd24baa68eeca4461e1b86_FORMATO.png",73619,9,"SAO","ata","Nulo",-2.8,7.38,-0.87,1.84,5,"São Paulo",1,4,6,3,2,NA,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"424","José Rogério de Oliveira","Rogério","https://s.glbimg.com/es/sde/f/2016/08/31/6340e77cb18143e838ae03747e59b459_FORMATO.png",73540,9,"SPO","ata","Contundido",0,6.02,0,1.12,6,"Sport",NA,1,9,18,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Otávio Henrique Passos Santos","Otávio ","https://s.glbimg.com/es/sde/f/2017/04/23/b5d6c9e20119fa12bc0e60e77640bc0a_FORMATO.png",82463,9,"ATL","mei","Provável",8.5,10,1.96,2.67,7,"Atlético-PR",1,6,3,18,15,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","José Rafael Vivian","Zé Rafael ","https://s.glbimg.com/es/sde/f/2017/02/21/0e763915801510944041d2bdecb212dc_FORMATO.png",82455,9,"BAH","mei","Provável",3.3,19.56,-0.28,7.15,9,"Bahia",1,19,24,25,20,10,7,1,NA,3,NA,NA,1,NA,NA,NA,NA,NA
"427","Rildo de Andrade Felicissimo","Rildo","https://s.glbimg.com/es/sde/f/2017/04/24/e5f2da8b1a9007eed27b4e7ae55d64c2_FORMATO.png",73635,9,"COR","ata","Provável",6.1,7.7,1.25,3.2,7,"Coritiba",1,7,18,13,8,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"428","Douglas Coutinho Gomes de Souza","Douglas Coutinho ","https://s.glbimg.com/es/sde/f/2017/04/23/21b6dbe5807688ac8d5a82327a8cc1a4_FORMATO.png",82469,9,"ATL","ata","Provável",1.5,2.03,-0.19,0.4,8,"Atlético-PR",NA,7,4,12,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Luan Guilherme de Jesus Vieira","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/458569d2d0c260a004befc5988da9350_FORMATO.png",86759,9,"GRE","ata","Provável",14.7,24.8,2.77,11.02,8,"Grêmio",NA,14,18,34,11,11,8,2,NA,6,NA,NA,4,NA,NA,NA,NA,NA
"430","Everton Sousa Soares","Everton","https://s.glbimg.com/es/sde/f/2017/04/23/f8b4218756c0dc59793c36159228a00f_FORMATO.png",86757,9,"GRE","ata","Nulo",-0.5,9.67,-1.86,7.4,6,"Grêmio",1,4,3,6,4,5,2,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA
"431","Renê dos Santos Júnior","Renê Júnior","https://s.glbimg.com/es/sde/f/2017/02/21/d2e83c4ccb4fc13a49eef483160b96a4_FORMATO.png",73281,9,"BAH","mei","Suspenso",-3.2,8.53,-1.65,5.78,7,"Bahia",2,10,15,16,23,2,6,3,NA,NA,NA,NA,1,NA,NA,NA,1,NA
"432","Raniel Santana de Vasconcelos","Raniel","https://s.glbimg.com/es/sde/f/2017/04/06/b362899a01b537ee09468f95d34f40f7_FORMATO.png",86797,9,"CRU","ata","Contundido",0,0.73,0,-0.75,2,"Cruzeiro",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Sidcley Ferreira Pereira","Sidcley","https://s.glbimg.com/es/sde/f/2017/04/23/eff5699ee67d7b1a4f3c4cf923789370_FORMATO.png",86764,9,"ATL","lat","Provável",5.9,12.83,-1.21,6.45,8,"Atlético-PR",1,10,17,28,13,1,2,4,3,1,NA,NA,2,NA,NA,NA,NA,NA
"434","José Welison da Silva","José Welison","https://s.glbimg.com/es/sde/f/2017/04/24/842ad25f4c670bababfa051fb5fb8ca6_FORMATO.png",86859,9,"VIT","mei","Contundido",0,4,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","Marcos Vinícius de Jesus Araújo","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2017/06/22/282437e15992b52b48a3afaba944922b_FORMATO.png",73721,9,"BOT","mei","Nulo",0,6,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","Denilson Pereira Junior","Denilson","https://s.glbimg.com/es/sde/f/2017/06/09/1733878d67ca979f4e3dabc8e12db8a0_FORMATO.png",84718,9,"SAO","ata","Nulo",1.9,2.34,-0.01,0.25,4,"São Paulo",NA,3,2,12,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","Luiz Otávio da Silva Santos","Luiz Otávio ","https://s.glbimg.com/es/sde/f/2017/04/25/239f4dc20386b0bc2988aa004f7c02b7_FORMATO.png",86863,9,"CHA","zag","Nulo",0,6,0,2.36,7,"Chapecoense",2,7,NA,18,9,2,3,NA,2,1,NA,NA,NA,NA,NA,NA,1,NA
"438","Lucas David Pratto","Lucas Pratto","https://s.glbimg.com/es/sde/f/2017/02/18/2291ee0103b8af06799aee5ab657b149_FORMATO.png",73649,9,"SAO","ata","Provável",-2.2,14.97,-1.1,4.95,9,"São Paulo",1,13,5,30,4,8,16,1,NA,2,NA,NA,3,NA,NA,NA,NA,NA
"439","Luís Vinícius da Silva Matos","Vinicius","https://s.glbimg.com/es/sde/f/2017/02/20/d2acf5df4ac30ffcbc7bd264583d6467_FORMATO.png",86861,9,"VIT","zag","Nulo",0,2,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","Rodrigo Caio Roquette Russo","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2016/05/01/76c4acf534a1a01c922cb927acebb6e7_FORMATO.png",73800,9,"SAO","zag","Provável",5.6,9.82,-0.02,3.4,5,"São Paulo",3,6,3,14,11,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Edson Carlos Santos Lima Junior","Capa","https://s.glbimg.com/es/sde/f/2017/04/28/4a0d17271060eaf419c78016735076ee_FORMATO.png",86874,9,"AVA","lat","Provável",0.4,10.39,-0.66,4.08,9,"Avaí",1,8,23,50,17,1,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"442","Agustín Lionel Allione","Allione","https://s.glbimg.com/es/sde/f/2017/02/18/b7a330e0d5bd3f0a08e5a533efd8db02_FORMATO.png",84585,9,"BAH","mei","Provável",-0.9,10.82,-0.2,3.56,8,"Bahia",2,6,10,24,11,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"443","John Lennon Silva Santos","Lennon","https://s.glbimg.com/es/sde/f/2017/05/03/d072e8eaeab8333c007a7cfb0af5aef4_FORMATO.png",73869,9,"CRU","lat","Nulo",-2.4,4.03,-1.17,0.53,3,"Cruzeiro",1,4,1,11,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","Lincoln Henrique Oliveira dos Santos","Lincoln","https://s.glbimg.com/es/sde/f/2017/04/23/a65d998797151a9c0902420f2b54857c_FORMATO.png",90303,9,"GRE","mei","Contundido",-0.3,2.82,-0.36,0.1,2,"Grêmio",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Lucas Macanhan Ferreira","Lucas Macanhan","https://s.glbimg.com/es/sde/f/2016/05/13/222c790995cc7292f07b0dc4db7cc5f4_FORMATO.png",86760,9,"ATL","gol","Nulo",0,2,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Gustavo Henrique da Silva Sousa","Gustavo","https://s.glbimg.com/es/sde/f/2017/02/21/e7a9a7d9b378f749dc3094f28a2465bc_FORMATO.png",86932,9,"BAH","ata","Nulo",0.2,6.55,-0.91,2.56,5,"Bahia",1,3,3,2,2,1,5,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"447","Guilherme Costa Machado Silveira","Guilherme Costa","https://s.glbimg.com/es/sde/f/2017/04/06/ea33443d8c666f61b78424b726238c89_FORMATO.png",74081,9,"VAS","mei","Nulo",0,5.5,0,0.5,1,"Vasco",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Jeferson de Araújo de Carvalho","Jeferson","https://s.glbimg.com/es/sde/f/2017/05/02/771b51917a7ef2187ffea3d1e0fc9277_FORMATO.png",84917,9,"PON","lat","Nulo",0,5.03,0,3.9,2,"Ponte Preta",1,3,NA,7,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","João Vitor Lima Gomes","João Vitor","https://s.glbimg.com/es/sde/f/2017/05/02/4b0d7dac70db84093f533231220f3287_FORMATO.png",68987,9,"PON","mei","Nulo",0,5,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Régis Ribeiro de Souza","Régis Souza","https://s.glbimg.com/es/sde/f/2017/06/22/f0877c550c7c04d26f2b6c19b1028f8f_FORMATO.png",68995,9,"BAH","lat","Nulo",1.3,2.43,0.28,-0.35,2,"Bahia",1,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","Adryan Oliveira Tavares","Adryan ","https://s.glbimg.com/es/sde/f/2017/04/24/7f6002ce11349ef6f335b456dd179011_FORMATO.png",74083,9,"FLA","mei","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Iago Ângelo Dias","Iago","https://s.glbimg.com/es/sde/f/2017/04/24/6d1258d426eef6b245dc52182b65814b_FORMATO.png",88417,9,"COR","ata","Nulo",-0.7,4.45,-0.23,-0.22,5,"Coritiba",NA,2,3,6,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","João Vitor Pereira de Alcantara","João Vitor ","https://s.glbimg.com/es/sde/f/2017/04/27/5e240c8d3c51257cd78fe820f6453aa5_FORMATO.png",88539,9,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Vinicius Rodolfo de Souza Oliveira","Vinícius Tanque","https://s.glbimg.com/es/sde/f/2017/04/18/d77f484c8720a893fbf5031c19fd6349_FORMATO.png",88651,9,"BOT","ata","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","José Élber Pimentel da Silva","Élber","https://s.glbimg.com/es/sde/f/2016/04/29/26c6c8beefa35a5684da137e0e90f6dc_FORMATO.png",74140,9,"CRU","mei","Nulo",4.4,4.66,0.41,2.63,3,"Cruzeiro",NA,NA,2,4,2,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"456","Lucas Daniel Romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2017/04/22/b6fe7636fd7cb1575efdcbdfbd2dbd54_FORMATO.png",84558,9,"CRU","mei","Provável",0.8,6.92,-1.17,3.86,8,"Cruzeiro",NA,6,7,21,17,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"457","Elder Santana Conceição","Elder Santana","https://s.glbimg.com/es/sde/f/2017/06/15/1dcf005eb752d162ab97dbe8abe498a8_FORMATO.png",84925,9,"ATL","ata","Nulo",0,0.76,0,0,1,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Hélio Hermito Zampier Neto","Neto","https://s.glbimg.com/es/sde/f/2016/04/27/f217614f7ad8e77684e58501d147fa3a_FORMATO.png",69008,9,"CHA","zag","Contundido",0,5,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Claudinei dos Santos Oliveira","Claudinei Oliveira","https://s.glbimg.com/es/sde/f/2017/04/28/1e4e67f7f6051b298a7679a0b9d1d0c8_FORMATO.png",84761,9,"AVA","tec","Provável",0.24,5.63,-0.37,2.12,9,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Raphael Guimarães de Paula","Dodô","https://s.glbimg.com/es/sde/f/2017/04/24/d75b985086acd9eb03422fe01ce0693f_FORMATO.png",84927,9,"CHA","mei","Nulo",0,5,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Manoel Messias Silva Carvalho","Manoel","https://s.glbimg.com/es/sde/f/2016/04/29/34d00289aba9d71e705b5b7a470861b8_FORMATO.png",69014,9,"CRU","zag","Nulo",0,10,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Aderbar Melo dos Santos Neto","Santos","https://s.glbimg.com/es/sde/f/2017/04/23/27e1cdc40e6cfe45b59a89f20a9a2b4f_FORMATO.png",69012,9,"ATL","gol","Nulo",0,5.43,0,3.35,2,"Atlético-PR",NA,NA,NA,1,NA,NA,NA,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA
"463","Fabrício Santos de Jesus","Fabrício Baiano","https://s.glbimg.com/es/sde/f/2017/04/24/ef2f4ee2eae252d21c41b30f81cec2a8_FORMATO.png",84993,9,"COR","mei","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Henrique Gelain Custódio","Henrique Gelain","https://s.glbimg.com/es/sde/f/2017/04/24/048b1eb6ff970a66fa5eb5087290c03b_FORMATO.png",86783,9,"COR","lat","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Yago Henrique Severino dos Santos","Yago","https://s.glbimg.com/es/sde/f/2017/04/03/bd1a20fcc43bf36e13dd321aa526e278_FORMATO.png",84926,9,"ATL","mei","Provável",0,0.79,0,-0.4,4,"Atlético-MG",3,11,1,6,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","João Carlos Heidemann","João Carlos","https://s.glbimg.com/es/sde/f/2017/05/02/d7292ead1ddbe03d301309fe8a47b770_FORMATO.png",69010,9,"PON","gol","Nulo",0,5,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Jean Carlos de Souza Irmer","Jean","https://s.glbimg.com/es/sde/f/2017/04/06/d3926623525ad9fc2a3896099f523066_FORMATO.png",89150,9,"VAS","mei","Provável",4.7,10.64,1,5.31,9,"Vasco",2,12,15,20,24,4,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"468","Igor Ribeiro de Jesus","Igor","https://s.glbimg.com/es/sde/f/2017/05/06/7db6dc50d732262fa33892d6c0f437b5_FORMATO.png",88667,9,"SPO","zag","Nulo",0,5.8,0,6.2,1,"Sport",NA,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Nathan Pelae Cardoso","Nathan","https://s.glbimg.com/es/sde/f/2017/04/25/03222dc5157f830bbf5201fe8e0c0593_FORMATO.png",89156,9,"CHA","zag","Nulo",0,4,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Matheus Rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2017/04/23/c091af2e156b654e15abd7e687d0aeb2_FORMATO.png",86766,9,"ATL","mei","Provável",-1.9,4.26,-0.88,1.76,8,"Atlético-PR",NA,6,6,16,7,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"471","Ânderson Balbino Assis","Balbino","https://s.glbimg.com/es/sde/f/2016/04/30/aa305ef16d18275ce438c74c73d54e15_FORMATO.png",89227,9,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Marcos Felipe de Freitas Monteiro","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2016/04/29/62d23ea7816659aafaf60c6e6027764f_FORMATO.png",85004,9,"FLU","gol","Nulo",0,3,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Jordi Almeida","Jordi","https://s.glbimg.com/es/sde/f/2017/04/17/8a166ba697085a60b3f3b7d74a9c6114_FORMATO.png",86776,9,"VAS","gol","Nulo",0,4,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Judivan Flor da Silva","Judivan ","https://s.glbimg.com/es/sde/f/2017/04/23/f49ad5df5316c41a536cbc083724ee17_FORMATO.png",89190,9,"CRU","ata","Nulo",0,4,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Alejandro Abraham Guerra Morales","Alejandro Guerra","https://s.glbimg.com/es/sde/f/2017/02/19/fa873321a36da270244cf230ac534a50_FORMATO.png",74213,9,"PAL","mei","Dúvida",-2.9,11.45,-1.52,3.13,7,"Palmeiras",2,15,12,34,4,7,4,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA
"476","Deivid Willian da Silva","Deivid","https://s.glbimg.com/es/sde/f/2017/04/23/7fa8d8853f5f9b5502dcde923aababee_FORMATO.png",69018,9,"ATL","mei","Nulo",1.7,5.56,0.2,0.93,3,"Atlético-PR",2,3,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"477","Vladimir Orlando Cardoso de Araújo Filho","Vladimir","https://s.glbimg.com/es/sde/f/2016/05/01/961c8216a0f294aa3cfbee03eaa996db_FORMATO.png",69040,9,"SAN","gol","Nulo",0,4,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
