"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","FC","FS","PE","RB","FD","FF","I","SG","A","DD","GS","G","PP","FT","DP","CV","GC"
"279","Leonardo Cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2017/05/02/6694b4703f10f789b166d7ca4f6f764e_FORMATO.png",70986,9,"SAN","mei","Nulo",-0.5,2.62,-0.92,-0.25,2,"Santos",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Jackson de Souza","Jackson","https://s.glbimg.com/es/sde/f/2017/02/21/006f00c308607da2e5625e476d7e701e_FORMATO.png",70934,9,"BAH","zag","Contundido",0,7,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Gabriel Girotto Franco","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/19/a258f3bd57275dfde4062d53fea35126_FORMATO.png",78605,9,"COR","mei","Suspenso",-2.2,7.16,-0.12,2.51,9,"Corinthians",2,15,8,15,18,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
"282","Bruno Henrique Corsini","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/06/22/b1c7b99be2c1d74a2735e6cb49f388ff_FORMATO.png",70944,9,"PAL","mei","Nulo",0,11,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Gustavo dos Santos","Gustavo Santos","https://s.glbimg.com/es/sde/f/2017/04/28/66d8349d86cb0a157df269d3cbb425b6_FORMATO.png",68986,9,"AVA","lat","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Bryan Silva Garcia","Bryan","https://s.glbimg.com/es/sde/f/2016/05/25/5b9b24c19e03fc40d70c6a4523ef44ae_FORMATO.png",78632,9,"CRU","lat","Nulo",0.3,3.93,-1.07,0.3,1,"Cruzeiro",NA,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Federico Mancuello","Mancuello","https://s.glbimg.com/es/sde/f/2017/04/24/8f9b227031fc772ea2210db5d441a2e5_FORMATO.png",71066,9,"FLA","mei","Nulo",0,7.81,0,5.13,3,"Flamengo",NA,3,2,6,4,2,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"286","Thiago Henrique Mendes Ribeiro","Thiago Mendes","https://s.glbimg.com/es/sde/f/2016/05/01/7bffad216f281ba79db7820b8448dae1_FORMATO.png",71123,9,"SAO","mei","Provável",0.6,4.49,-0.19,-0.15,4,"São Paulo",1,5,5,9,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Guilherme Ferreira Pinto","Negueba","https://s.glbimg.com/es/sde/f/2017/06/07/fe68884503980ded30df6a7cb9cdd77b_FORMATO.jpeg",70929,9,"PON","ata","Contundido",0,3.97,0,-0.6,2,"Ponte Preta",1,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Thiago dos Santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2017/04/18/2d51cc56ccd1291d116060e00ca663b6_FORMATO.png",78855,9,"PAL","mei","Contundido",0,6.1,0,3.28,6,"Palmeiras",2,18,10,16,19,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Gabriel Bordinhão Gasparotto","Gabriel Gasparotto","https://s.glbimg.com/es/sde/f/2016/06/28/e51699e690f5560939a50fdbb0077328_FORMATO.jpeg",78839,9,"SAN","gol","Nulo",0,2,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Moisés Ribeiro Santos","Moisés Ribeiro","https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png",78991,9,"CHA","mei","Nulo",0,4,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Walter Luiz Silva de Araujo","Luizão","https://s.glbimg.com/es/sde/f/2017/06/22/5b6da4a5651cbd0822f33cea7f49be63_FORMATO.png",86724,9,"COR","zag","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Marcos Antônio Almeida Silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2017/04/27/1fdbc57e3b15e752149d530d7425e5d3_FORMATO.png",78856,9,"ATL","mei","Provável",5.7,7.1,1.39,2.51,8,"Atlético-GO",4,15,5,19,22,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Maicon Pereira Roque","Maicon","https://s.glbimg.com/es/sde/f/2016/05/01/f3000bd2b412a315dad8796d7080a492_FORMATO.png",71227,9,"SAO","zag","Nulo",0,9.9,0,3.42,7,"São Paulo",1,1,2,22,8,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Vinícius Goes Barbosa de Souza","Vinícius","https://s.glbimg.com/es/sde/f/2017/06/01/a4f3ac6a4a79eebb1b9a2ec9388773ad_FORMATO.png",71162,9,"BAH","mei","Dúvida",3,8.12,-0.42,3.58,6,"Bahia",1,4,4,16,5,1,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"295","Ramiro Moschen Benetti","Ramiro","https://s.glbimg.com/es/sde/f/2017/04/23/01565939c1e8813f9c1cc7cf9faeb903_FORMATO.png",78715,9,"GRE","mei","Provável",0,18.45,0,5.89,7,"Grêmio",3,13,12,29,10,1,7,1,NA,2,NA,NA,3,NA,NA,NA,NA,NA
"296","Marinaldo dos Santos Oliveira","Naldo","https://s.glbimg.com/es/sde/f/2017/05/02/466546b7c0d2a31683ba60341c08ef34_FORMATO.png",78897,9,"PON","mei","Nulo",0,7.59,0,5.12,4,"Ponte Preta",NA,5,4,10,9,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"297","Pedro Henrique de Castro Silva","Pedro Castro","https://s.glbimg.com/es/sde/f/2017/06/09/95ff53b7b15a7d6719bae7807804fc39_FORMATO.png",78840,9,"AVA","mei","Nulo",3.8,1.46,0.69,0.1,4,"Avaí",1,5,6,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Luiz Felipe do Nascimento dos Santos","Luiz Felipe","https://s.glbimg.com/es/sde/f/2017/05/02/3b3fe001039a93d9ea75e58f817381cf_FORMATO.png",79035,9,"SAN","zag","Contundido",0,5,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Luis Oscar González","Lucho González","https://s.glbimg.com/es/sde/f/2017/04/23/3b471798626f6a04ef3427efb99d1c23_FORMATO.png",71479,9,"ATL","mei","Provável",5,6.9,1.67,-0.72,5,"Atlético-PR",NA,8,5,19,4,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"300","Kelvin Mateus de Oliveira","Kelvin","https://s.glbimg.com/es/sde/f/2017/04/24/6c15e084bbf28f0ec13f00762f49aa9d_FORMATO.png",71549,9,"VAS","ata","Contundido",0,5.03,0,1.72,5,"Vasco",NA,3,8,9,4,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Fernando Miguel Kaufmann","Fernando Miguel","https://s.glbimg.com/es/sde/f/2017/02/20/5af7107ad71c63b6f670fd21749fc679_FORMATO.png",71571,9,"VIT","gol","Provável",2,10.93,0.51,3.99,9,"Vitória",1,NA,2,7,NA,NA,NA,NA,2,NA,17,11,NA,NA,NA,NA,NA,NA
"302","Antonio Thomaz Santos de Barros","Thomaz","https://s.glbimg.com/es/sde/f/2017/04/28/df8a959dc2f3885176d2c02e5d69a246_FORMATO.png",79041,9,"SAO","mei","Nulo",0,5.72,0,3.36,7,"São Paulo",1,9,7,5,8,1,2,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"303","Reinaldo Manoel da Silva","Reinaldo","https://s.glbimg.com/es/sde/f/2017/04/25/e786acca731a4a88d0504f8b3802f4d8_FORMATO.png",78850,9,"CHA","lat","Provável",0.2,11.72,-0.3,4.1,9,"Chapecoense",1,9,6,47,12,1,3,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA
"304","Leandro Marcos Pereira","Leandro Pereira","https://s.glbimg.com/es/sde/f/2017/02/22/377457c54b890731e2cfdb9013dc7397_FORMATO.png",78968,9,"SPO","ata","Nulo",0,5.86,0,2.3,2,"Sport",NA,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Weverton Pereira da Silva","Weverton","https://s.glbimg.com/es/sde/f/2017/04/23/2773ed93eeec40a1be23186dae64fad2_FORMATO.png",71631,9,"ATL","gol","Provável",4.7,2.71,-0.95,1.28,6,"Atlético-PR",1,NA,1,6,NA,NA,NA,NA,2,NA,7,10,NA,NA,NA,NA,NA,NA
"306","Tiago Pagnussat","Tiago ","https://s.glbimg.com/es/sde/f/2017/02/21/dd2cb4f245812fd67912e347aba3c101_FORMATO.png",79042,9,"BAH","zag","Provável",1.8,9.96,0.12,2.88,9,"Bahia",1,16,10,25,10,1,NA,5,3,NA,NA,NA,1,NA,NA,NA,NA,NA
"307","Alex Roberto Santana Rafael ","Alex Muralha","https://s.glbimg.com/es/sde/f/2017/04/24/3fb41a018fb2c9084cb4800fba9b6607_FORMATO.png",79066,9,"FLA","gol","Nulo",0,4.22,0,2.7,5,"Flamengo",NA,1,3,5,NA,NA,NA,NA,2,NA,4,4,NA,NA,NA,NA,NA,NA
"308","Gabriel Rybar Blos","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/23/f2550afa5db7011619ab01d7d1032823_FORMATO.png",71572,9,"GRE","zag","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Jucimar Lima Pacheco","Abuda","https://s.glbimg.com/es/sde/f/2017/04/27/2e749e5bfdd8d0bbc67e5441e8c73ff6_FORMATO.png",79193,9,"ATL","mei","Nulo",0,6,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Gustavo Leonardo Cuellar Gallego","Cuéllar","https://s.glbimg.com/es/sde/f/2017/04/24/ec9b77bc929663a07ce6d4b21c78ed8e_FORMATO.png",71709,9,"FLA","mei","Nulo",0,3.92,0,1.67,4,"Flamengo",2,6,1,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Régis Augusto Salmazzo","Régis","https://s.glbimg.com/es/sde/f/2017/02/21/9d27cbd1feb4ee89f8c73795d7d480ff_FORMATO.png",82647,9,"BAH","mei","Dúvida",0,15.67,-2.66,6.33,3,"Bahia",NA,NA,1,3,1,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"312","Andrés Ramiro Escobar Díaz","Manga Escobar","https://s.glbimg.com/es/sde/f/2017/04/24/1ce4d6d602b56cabd2d5b1522af42b71_FORMATO.png",71704,9,"VAS","ata","Nulo",0,5.27,0,2.92,6,"Vasco",NA,3,5,6,1,2,3,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"313","Toshiya Tojo","Toshi","https://s.glbimg.com/es/sde/f/2017/04/28/5e3d92955c32b6c74898e471661e6390_FORMATO.png",82791,9,"AVA","ata","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Ricardo César Dantas da Silva","Ricardo Silva","https://s.glbimg.com/es/sde/f/2017/04/27/e409f5c1c4551cf8457b204abc422a73_FORMATO.png",79334,9,"ATL","zag","Nulo",0,2.94,0,0.28,4,"Atlético-GO",1,8,1,11,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","André Andrade de Castro","André Castro","https://s.glbimg.com/es/sde/f/2017/05/11/9b573723fd4d39c5179b8dfc70e31b3f_FORMATO.png",82754,9,"ATL","mei","Provável",-2.4,1.13,-1.1,0.72,8,"Atlético-GO",2,10,5,14,9,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Dorival Guidoni Júnior","Doriva","https://s.glbimg.com/es/sde/f/2017/06/09/2e158f892e8b9c3d0bb5b489e2cfbc67_FORMATO.png",79343,9,"ATL","tec","Provável",1.29,5.77,-0.18,2.37,4,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Damián Ariel Escudero","Escudero","https://s.glbimg.com/es/sde/f/2017/04/17/1351c50b833e0374eb58e4fde52d7646_FORMATO.png",72745,9,"VAS","mei","Nulo",0,5,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Tomas Almino Bastos Silva","Tomas Bastos","https://s.glbimg.com/es/sde/f/2017/05/12/49edceaecc771a87995470ae4d955ddc_FORMATO.png",82817,9,"COR","mei","Nulo",0,12.97,0,3.8,5,"Coritiba",1,9,3,13,4,3,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"319","Tagueu Tadjo Diederrick Joel","Joel","https://s.glbimg.com/es/sde/f/2017/06/22/5c80b78fe327f41b3b8afc79d10defed_FORMATO.png",82787,9,"AVA","ata","Provável",1.7,2.36,-0.03,0.88,4,"Avaí",NA,6,5,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Agenor Detofol","Agenor","https://s.glbimg.com/es/sde/f/2016/07/12/b3b2f4d5febfcebd9c61128f21c52535_FORMATO.png",71724,9,"SPO","gol","Nulo",0,4,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Roger Machado Marques","Roger Machado ","https://s.glbimg.com/es/sde/f/2017/04/28/4f5e786d736c65d7652d3dda5d40a131_FORMATO.png",79437,9,"ATL","tec","Provável",3.23,10.71,0.31,2.92,9,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Matheus Antunes Ribeiro","Matheus Ribeiro","https://s.glbimg.com/es/sde/f/2017/05/02/3592f0162c6d3041f5e47fca40d7d1a3_FORMATO.png",82943,9,"SAN","lat","Nulo",0,5.69,0,5.75,2,"Santos",NA,1,1,3,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Joeliton Lima Santos","Mansur","https://s.glbimg.com/es/sde/f/2016/07/05/885bc2c7afe242e7ce810bccdccd27cc_FORMATO.png",79553,9,"SPO","lat","Nulo",0,5,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Lucas Silva Borges","Lucas Silva","https://s.glbimg.com/es/sde/f/2017/04/06/f4598cc08e1804689d22d338ac6f7d9b_FORMATO.png",79701,9,"CRU","mei","Nulo",-0.4,4.96,-0.14,0.17,3,"Cruzeiro",NA,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Fabiano Leissmann","Fabiano","https://s.glbimg.com/es/sde/f/2017/04/18/ccce9b9aad578e5dc82e1d75b816fa25_FORMATO.png",79887,9,"PAL","lat","Nulo",0,5.35,0,1.9,3,"Palmeiras",NA,3,NA,3,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Helton Brant Aleixo Leite","Helton Leite","https://s.glbimg.com/es/sde/f/2016/05/20/5fd57defcef29c5cd30495ee3eb4e67f_FORMATO.png",79973,9,"BOT","gol","Nulo",0,3.32,0,1,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"327","Odair Souza ","Nenén","https://s.glbimg.com/es/sde/f/2017/04/25/cf7dd5cb7c3b2349fc0a5145f894f495_FORMATO.png",79892,9,"CHA","mei","Nulo",0,2.81,0,1.35,6,"Chapecoense",NA,2,1,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Luiz Ricardo Alves","Sassá","https://s.glbimg.com/es/sde/f/2017/06/22/e7d5b223d7908854c81e04f0e7e0fcc0_FORMATO.png",79578,9,"CRU","ata","Nulo",-0.8,6,-2,-0.8,1,"Cruzeiro",NA,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Antônio Carlos Cunha Capocasali Júnior","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png",79702,9,"PAL","zag","Nulo",0,2.66,0,-0.37,3,"Palmeiras",1,2,4,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Elton Junior Melo Ataíde","Elton","https://s.glbimg.com/es/sde/f/2017/05/02/be1eeef6004ddca4490debdfc7a8f6ef_FORMATO.png",71719,9,"PON","mei","Provável",0.5,5.64,-0.37,1.58,8,"Ponte Preta",NA,12,7,21,14,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"331","Gilberto Moraes Júnior","Gilberto ","https://s.glbimg.com/es/sde/f/2017/02/18/0b1f3092508c1455fe24a4049fd3b32b_FORMATO.png",80313,9,"VAS","lat","Provável",5.4,11.16,0.02,4.64,9,"Vasco",2,10,13,42,24,1,3,1,1,1,NA,NA,NA,NA,1,NA,NA,NA
"332","Matheus Mancini","Matheus Mancini","https://s.glbimg.com/es/sde/f/2017/05/19/5bca9708b9e4c88d08f62e3935fe8cb4_FORMATO.png",80124,9,"ATL","zag","Nulo",0,2,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Jadson Alves dos Santos","Jadson","https://s.glbimg.com/es/sde/f/2017/05/02/e17a729351ce9e086c7f6fdaf907c355_FORMATO.png",80129,9,"PON","mei","Nulo",-1.3,3.68,-0.47,0.98,6,"Ponte Preta",NA,5,5,11,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Glaybson Yago Souza Lisboa","Yago Pikachu","https://s.glbimg.com/es/sde/f/2017/04/24/3021726139e41d1a3fe9ada22058c738_FORMATO.png",80196,9,"VAS","lat","Provável",-0.1,8.71,-2.09,4.6,6,"Vasco",NA,4,6,15,2,1,1,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA
"335","Marcos Junio Lima dos Santos","Marcos Junior","https://s.glbimg.com/es/sde/f/2016/04/29/05a4d91c1c469c1d8f7bc682c5eb8e11_FORMATO.png",80188,9,"FLU","ata","Nulo",0,3.02,0,-0.06,5,"Fluminense",1,2,3,4,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Rómulo Otero Vásquez","Otero","https://s.glbimg.com/es/sde/f/2017/04/03/9fe40eece7847c6e2d8feca1248f43a9_FORMATO.png",83004,9,"ATL","mei","Provável",1.9,7.2,-0.37,1.93,7,"Atlético-MG",1,3,9,5,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Lucas Fonseca da Silva","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2017/02/21/c4e0a739ae5673d20c609ad14289c7e9_FORMATO.png",80189,9,"BAH","zag","Contundido",0,5.63,0,3.55,6,"Bahia",NA,3,6,10,4,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Ezequiel Jacinto de Biasi","Ezequiel ","https://s.glbimg.com/es/sde/f/2017/04/23/059f269b9ef5b88550eb9899af203b7b_FORMATO.png",80318,9,"CRU","lat","Provável",0,6.05,0,3.1,4,"Cruzeiro",2,9,6,8,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Nadson da Silva Almeida","Nadson","https://s.glbimg.com/es/sde/f/2017/04/25/9c0263cf980f89da4cca8b6bc120585f_FORMATO.png",80140,9,"CHA","mei","Contundido",0,0.76,0,-0.07,3,"Chapecoense",NA,1,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Cleberson Martins de Souza","Cleberson","https://s.glbimg.com/es/sde/f/2017/04/23/91e18bf15401259ce1466dbccb56d6ae_FORMATO.png",80281,9,"ATL","zag","Nulo",0,2.69,0,-1.2,1,"Atlético-PR",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Matheus Caldeira Vidotto de Oliveira","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2017/04/23/0469f80ea84703c3178371ab0fa1dd2f_FORMATO.png",80286,9,"COR","gol","Nulo",0,3,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","Arthur Caíke do Nascimento Cruz","Arthur ","https://s.glbimg.com/es/sde/f/2017/04/24/56939ae4c18f332e1a3bb20305de4f33_FORMATO.png",80337,9,"CHA","ata","Provável",6,10.67,0.86,5.81,9,"Chapecoense",1,17,16,17,10,5,7,3,NA,3,NA,NA,2,NA,1,NA,NA,NA
"343","Alejandro Ariel Cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2017/04/22/6b0dea43cdbaa38c369c09b3e7b75700_FORMATO.png",80363,9,"CRU","mei","Provável",0,6.47,0,2.27,7,"Cruzeiro",1,8,11,25,12,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Rafael Thyere Albuquerque Marques","Rafael Thyere","https://s.glbimg.com/es/sde/f/2017/04/23/e94d073bb6cefa100cd1ed8d0f8a6291_FORMATO.png",83048,9,"GRE","zag","Provável",5.9,6.59,0.94,3.86,5,"Grêmio",NA,4,NA,6,2,1,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"345","Edson Felipe da Cruz","Edson","https://s.glbimg.com/es/sde/f/2017/02/18/786ddd89646415ee6d7df1c5e319039b_FORMATO.png",80370,9,"BAH","mei","Contundido",0,14.09,0,3.7,5,"Bahia",NA,1,5,11,5,1,4,1,NA,1,NA,NA,1,NA,NA,NA,1,NA
"346","Michael Vinicius Silva de Morais","Michael","https://s.glbimg.com/es/sde/f/2017/05/04/c43b96f2a0e0c8a8006defaedc1db2ee_FORMATO.png",80537,9,"FLU","ata","Nulo",0,2,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Yuri Lima Lara","Yuri","https://s.glbimg.com/es/sde/f/2017/02/21/fb41de8e36f93cc383e07d8120865724_FORMATO.png",83263,9,"BAH","mei","Contundido",0,2,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Wanderson Carvalho de Oliveira","Wanderson","https://s.glbimg.com/es/sde/f/2017/04/27/a7b0a15537c943f557f8fb73d8a9171b_FORMATO.png",80373,9,"ATL","lat","Nulo",0,4,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Patrick Bezerra do Nascimento","Patrick","https://s.glbimg.com/es/sde/f/2017/06/07/0219a437ca7aaad582008a68c498172f_FORMATO.png",83433,9,"SPO","mei","Provável",5.3,9.11,-0.46,6.6,5,"Sport",NA,13,8,21,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","Lucas Rafael Araujo Lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2017/05/02/acb1d4777b6e76d3ca67054da81d0c42_FORMATO.png",80583,9,"SAN","mei","Nulo",0,3.73,0,0.88,4,"Santos",2,7,10,14,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Fagner Ironi Daponte","Fagner Alemão","https://s.glbimg.com/es/sde/f/2017/04/28/d93e226df0beb6346213a1a809c8f7fc_FORMATO.png",83522,9,"AVA","lat","Contundido",0,8.12,0,3.43,7,"Avaí",1,4,3,21,13,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","Luan Garcia Teixeira","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/21b43228acd34549ca343f42576f7632_FORMATO.png",80692,9,"PAL","zag","Nulo",5,6.49,0.79,3.2,2,"Palmeiras",NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","Bruno Medeiros Grassi","Bruno Grassi","https://s.glbimg.com/es/sde/f/2017/04/23/d503f996169e9aafe30487a9921bed97_FORMATO.png",71818,9,"GRE","gol","Nulo",0,4,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","Thiago Martins Bueno","Thiago Martins","https://s.glbimg.com/es/sde/f/2017/04/18/b86553b5909b0a40f413b27a550ececd_FORMATO.png",83615,9,"PAL","zag","Contundido",0,5,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","Wellington do Nascimento Silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2017/02/18/3bbde337c0e14ff5863b2fb2a531bf69_FORMATO.png",71892,9,"BAH","lat","Contundido",0,7,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","Michel Ferreira dos Santos","Michel ","https://s.glbimg.com/es/sde/f/2017/04/23/555af733f4228e215781ed3d2cd99c56_FORMATO.png",71920,9,"GRE","mei","Provável",2.2,8.44,-0.64,5.55,8,"Grêmio",1,18,10,21,17,1,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"357","Neilton Meira Mestzk","Neilton","https://s.glbimg.com/es/sde/f/2017/06/22/68ef88732dd29a754b0a2fb92136a10c_FORMATO.png",83772,9,"VIT","ata","Nulo",-3.9,4.39,-0.96,2.03,6,"Vitória",1,7,3,12,3,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"358","Hueglo Neris dos Santos","Neris","https://s.glbimg.com/es/sde/f/2017/05/19/d5efc40b12f0c9d9a37828480a468f75_FORMATO.png",83786,9,"SPO","zag","Nulo",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","Diego Jardel Koester","Diego Jardel","https://s.glbimg.com/es/sde/f/2017/04/28/d5cd9e4a035c83ce6cb88f1d72c5e77a_FORMATO.png",83791,9,"AVA","mei","Nulo",0,6,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","Pedro Tonon Geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2017/04/23/e509769d9e394ef42a8681bfdacc8283_FORMATO.png",80853,9,"GRE","zag","Provável",7.8,13.87,0.9,8.12,7,"Grêmio",1,5,5,17,15,2,2,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA
