"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","FC","FS","I","PE","RB","A","FD","FF","FT","SG","G","CV","DD","GS","DP","PP","GC"
"419","Alan Luciano Ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2017/04/24/5445b9aabe74f7acf2c52104cb6270ff_FORMATO.png",63110,16,"CHA","lat","Nulo",0,3,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","Luiz Felipe Machado de Souza","Luiz Felipe","https://s.glbimg.com/es/sde/f/2017/04/27/f440fdbfbca6b16934ab91e0d9d8dff0_FORMATO.png",98056,16,"ATL","mei","Nulo",0,2,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Ilson Cedric Borges de Accacio Lima","Cedric","https://s.glbimg.com/es/sde/f/2017/04/01/b42c80735aa423756f5307c1bd099859_FORMATO.png",98221,16,"VIT","lat","Nulo",0,2,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","Evanderson Costa da Silva","Evanderson","https://s.glbimg.com/es/sde/f/2017/04/27/691a60e07461729409b8c945c33b5afe_FORMATO.png",98315,16,"ATL","mei","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","Guilherme Antonio Arana Lopes","Guilherme Arana","https://s.glbimg.com/es/sde/f/2017/04/23/a4d7cefcde751da5dcf52b042baafbb5_FORMATO.png",87228,16,"COR","lat","Provável",5.6,10.5,-0.11,5.09,15,"Corinthians",3,11,19,4,46,8,2,2,1,NA,12,1,NA,NA,NA,NA,NA,NA
"424","Evanildo Borges Barbosa Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/07/26/43754eee0bc4ee98fdd66a4652ea2561_FORMATO.png",63119,16,"VIT","lat","Provável",0,5,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Douglas Silva Bacelar","Douglas","https://s.glbimg.com/es/sde/f/2016/10/24/daecab9e41dda92b025a194ccf942d0e_FORMATO.png",63128,16,"SAO","zag","Nulo",0,3.28,0,0.9,1,"São Paulo",NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","Gabriel Batista de Souza","Gabriel Batista","https://s.glbimg.com/es/sde/f/2017/04/24/0bf67a6d877be0a2c761a714831fe092_FORMATO.png",98333,16,"FLA","gol","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","Rodrigo de Souza Prado","Rodrigão","https://s.glbimg.com/es/sde/f/2017/04/25/3901e3335987512552a1dcdc23413368_FORMATO.png",87398,16,"ATL","zag","Contundido",0,2.97,0,2.8,3,"Atlético-MG",NA,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"428","Moisés Lima Magalhães","Moisés","https://s.glbimg.com/es/sde/f/2017/04/18/a2b616905dc5f0c3eddcfafd4814e2d9_FORMATO.png",63158,16,"PAL","mei","Contundido",0,10,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Walter Kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2017/04/23/42279ad5c60655b3336944e26189eda5_FORMATO.png",87342,16,"GRE","zag","Provável",0,9.34,0.14,2.8,12,"Grêmio",4,19,6,1,28,13,NA,NA,2,1,6,NA,NA,NA,NA,NA,NA,NA
"430","Julio Buffarini","Buffarini","https://s.glbimg.com/es/sde/f/2016/08/18/4be0e28d27402ead434d4b7dae9ea797_FORMATO.png",87350,16,"SAO","lat","Nulo",0,7.05,0,2.43,3,"São Paulo",NA,5,4,NA,10,3,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"431","Bruno Guimarães Rodriguez Moura","Bruno Guimarães","https://s.glbimg.com/es/sde/f/2017/05/11/f5024b3a361d2a09da365bea55b67c88_FORMATO.png",98352,16,"ATL","mei","Nulo",0,0.79,0,-2.27,3,"Atlético-PR",2,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Gabriel Costa França","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/03/2f4037ee6c2ce20e96ff5cb1f6db210f_FORMATO.png",87393,16,"ATL","zag","Provável",0,9.73,0,4.12,9,"Atlético-MG",NA,8,6,NA,17,13,NA,1,3,NA,2,1,NA,NA,NA,NA,NA,NA
"433","Caíque Silva Sá","Caíque Sá","https://s.glbimg.com/es/sde/f/2017/05/28/8c084fed591a67a554da06e53f403549_FORMATO.png",87437,16,"VIT","lat","Provável",0.8,1.89,-0.36,2.15,2,"Vitória",1,4,2,NA,12,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Paulo Marcos de Jesus Ribeiro","Paulão","https://s.glbimg.com/es/sde/f/2017/07/11/97a55ad8b4015035dbde2063c6776c8a_FORMATO.png",63172,16,"VAS","zag","Contundido",-0.3,4.38,0.31,1.07,14,"Vasco",4,26,8,2,30,10,1,1,6,NA,3,NA,NA,NA,NA,NA,NA,NA
"435","Fabiano Leissmann","Fabiano","https://s.glbimg.com/es/sde/f/2017/04/18/ccce9b9aad578e5dc82e1d75b816fa25_FORMATO.png",79887,16,"PAL","lat","Nulo",0,5.09,0,1.65,4,"Palmeiras",NA,3,1,NA,5,1,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"436","Victor Hugo Soares dos Santos","Kanu","https://s.glbimg.com/es/sde/f/2017/04/23/7a72c5c22ba23c60f92cdd4c2915e646_FORMATO.png",98484,16,"BOT","zag","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","Marcus Wendel Valle da Silva","Wendel","https://s.glbimg.com/es/sde/f/2017/07/25/5e57c3eff1438fe8585a1615e6f89282_FORMATO.png",98402,16,"FLU","mei","Provável",7.2,13.56,1.26,5.74,13,"Fluminense",NA,11,36,1,29,19,2,6,5,1,NA,2,NA,NA,NA,NA,NA,NA
"438","Matheus Reis de Lima","Matheus Reis","https://s.glbimg.com/es/sde/f/2017/02/21/1ec4894c6713d50f53837e0e84429f88_FORMATO.png",87486,16,"BAH","lat","Provável",-2.1,4.13,-1.6,2.05,13,"Bahia",2,19,17,NA,40,10,NA,1,1,NA,5,NA,NA,NA,NA,NA,NA,NA
"439","Santiago Tréllez Vivero","Tréllez","https://s.glbimg.com/es/sde/f/2017/07/18/32b1ea26b5743177c99f8577b73c4e39_FORMATO.png",87679,16,"VIT","ata","Nulo",0.6,0.79,0.01,-1.5,2,"Vitória",1,4,1,1,7,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","Jucilei da Silva","Jucilei","https://s.glbimg.com/es/sde/f/2017/04/25/a6c1399add6e3c7d17ad9a708974cd21_FORMATO.png",63422,16,"SAO","mei","Provável",-0.4,14,-0.77,5.09,16,"São Paulo",NA,27,36,NA,48,46,NA,1,6,NA,NA,1,NA,NA,NA,NA,NA,NA
"441","Emilio Enrique Zeballos Gutiérrez","Zeballos","https://s.glbimg.com/es/sde/f/2017/04/25/002d92dbfd9e5915f565d1ba437c95d5_FORMATO.png",87859,16,"CHA","lat","Nulo",0,3,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Leonardo Araújo dos Santos","Léo Santos","https://s.glbimg.com/es/sde/f/2017/04/24/6b4eee4e3d34200c6f23e434a79f4af3_FORMATO.png",87743,16,"COR","ata","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Giorgian Daniel de Arrascaeta Benedetti","Arrascaeta","https://s.glbimg.com/es/sde/f/2017/04/05/c7a931941057f3ba5a13209ed19a41f1_FORMATO.png",87863,16,"CRU","mei","Nulo",1.5,8.08,-1.26,3.3,4,"Cruzeiro",NA,4,10,NA,18,5,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","Luan Madson Gedeão De Paiva","Luan","https://s.glbimg.com/es/sde/f/2017/04/03/5472237b431bf42b1ce79273d48c8e2f_FORMATO.png",63219,16,"ATL","ata","Nulo",0.5,6.04,-0.55,1.72,5,"Atlético-MG",NA,2,4,NA,4,3,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Lucas da Silva de Jesus","Lucas Silva","https://s.glbimg.com/es/sde/f/2017/04/24/685913465b4d1ad49e7160a89ef627fd_FORMATO.png",98515,16,"FLA","ata","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Loran dos Santos da Silva","Loran ","https://s.glbimg.com/es/sde/f/2017/04/24/149b93c661d3270e681e0e96242ef3ee_FORMATO.png",98516,16,"FLA","ata","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Pablo Estifer Armero","Armero","https://s.glbimg.com/es/sde/f/2017/02/21/db1cdca479125a2d236ee31275630a71_FORMATO.png",68693,16,"BAH","lat","Contundido",0,0.91,0,-1.6,4,"Bahia",1,11,NA,2,19,3,NA,2,1,NA,1,NA,1,NA,NA,NA,NA,NA
"448","Odair Souza ","Nenén","https://s.glbimg.com/es/sde/f/2017/04/25/cf7dd5cb7c3b2349fc0a5145f894f495_FORMATO.png",79892,16,"CHA","mei","Nulo",0,2.45,0,1.37,7,"Chapecoense",NA,2,4,NA,3,4,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Helton Brant Aleixo Leite","Helton Leite","https://s.glbimg.com/es/sde/f/2016/05/20/5fd57defcef29c5cd30495ee3eb4e67f_FORMATO.png",79973,16,"BOT","gol","Nulo",0,3.32,0,1,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
"450","Vitor Frezarin Bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2016/05/01/6a51ac71a5e8a928c9cf1b71c2db243b_FORMATO.png",87552,16,"SAN","mei","Contundido",0,9.29,0,1.51,8,"Santos",2,6,12,NA,20,9,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","Yago Felipe da Costa Rocha","Yago","https://s.glbimg.com/es/sde/f/2017/06/22/23cefb71d6b2d4a53d900e9e4e2abfee_FORMATO.png",87747,16,"VIT","mei","Provável",7.1,2.28,1.5,0.72,9,"Vitória",1,12,16,1,23,5,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","André Felipe Ribeiro de Souza","André","https://s.glbimg.com/es/sde/f/2017/03/12/15292d87c87458b6575b789d1e0b3a77_FORMATO.png",68690,16,"SPO","ata","Suspenso",1.2,10.57,-2.81,5.75,15,"Sport",3,34,30,10,37,14,1,5,13,1,NA,8,NA,NA,NA,NA,NA,NA
"453","Hyoran Kaue Dalmoro","Hyoran","https://s.glbimg.com/es/sde/f/2017/02/19/1ec83086a8ae2fe33a1e88113fff1ac1_FORMATO.png",85931,16,"PAL","mei","Nulo",0,2.64,0,1.35,2,"Palmeiras",NA,2,1,NA,4,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Jean Lucas de Souza Oliveira","Jean Lucas","https://s.glbimg.com/es/sde/f/2017/04/24/51b0b51b6e93e3be827dfbed26355d91_FORMATO.png",98517,16,"FLA","mei","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Jose Roberto Assunção de Araújo Filho","Zé Roberto","https://s.glbimg.com/es/sde/f/2015/05/05/c256c7bb8eaa471312899e7b00524ef0_FORMATO.jpeg",80076,16,"PON","ata","Nulo",0,4,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Felipe Gedoz da Conceição","Felipe Gedoz ","https://s.glbimg.com/es/sde/f/2017/04/23/b22d35fda6b1ebe5b12170bfaf1dced7_FORMATO.png",87864,16,"ATL","mei","Nulo",1.4,7.58,-0.75,-0.5,3,"Atlético-PR",NA,4,NA,NA,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Jefferson Gabriel Orejuela Izquierdo","Orejuela","https://s.glbimg.com/es/sde/f/2017/07/25/8654cd4e835c77cc1301a2b0c7faa426_FORMATO.png",87874,16,"FLU","mei","Provável",1.7,9.7,0.14,2.14,13,"Fluminense",2,13,22,NA,22,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Bruno César Pereira da Silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2016/05/20/473777983ee50165bf691b0f029cac11_FORMATO.png",68698,16,"BOT","mei","Suspenso",-2.8,11.81,-1.98,5.45,13,"Botafogo",6,24,24,NA,48,27,2,3,9,NA,NA,4,NA,NA,NA,NA,NA,NA
"459","Diego Renan de Lima Ferreira","Diego Renan","https://s.glbimg.com/es/sde/f/2017/04/24/6cdeb7e2779c671c69473bc599c9eab2_FORMATO.png",68725,16,"CHA","lat","Nulo",0,5.47,0,2.4,5,"Chapecoense",1,4,5,NA,11,1,1,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"460","Brenner Marlos Varanda de Oliveira","Brenner","https://s.glbimg.com/es/sde/f/2017/07/21/eba301f5c887ff5cf7a3f94b5f6eb918_FORMATO.png",80080,16,"BOT","ata","Dúvida",0,5,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","José Marcos Costa Martins","Marquinho","https://s.glbimg.com/es/sde/f/2017/07/05/cd8999b74581b3b3784402a115de312f_FORMATO.png",98765,16,"ATL","mei","Nulo",0,1.38,0,-0.8,1,"Atlético-MG",NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Pedro Victor Delmino da Silva","Pedrinho","https://s.glbimg.com/es/sde/f/2017/04/23/cd96a7cb3e7a985ccca026996bab950b_FORMATO.png",98706,16,"COR","ata","Nulo",-0.3,1.16,-0.64,1.35,6,"Corinthians",NA,NA,1,NA,4,3,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Márcio Passos de Albuquerque","Emerson Sheik","https://s.glbimg.com/es/sde/f/2017/06/01/da3106efc7379dcf3c942213ac978f0e_FORMATO.png",68744,16,"PON","ata","Provável",0,6.73,0,2.18,10,"Ponte Preta",6,17,33,NA,28,4,1,3,5,NA,NA,2,NA,NA,NA,NA,NA,NA
"464","Emiliano Gabriel Vecchio","Vecchio","https://s.glbimg.com/es/sde/f/2016/06/28/b28314056abc5bb43d464ba66e1d0552_FORMATO.jpeg",68745,16,"SAN","mei","Provável",-0.2,1.51,-0.82,0.6,5,"Santos",2,3,6,1,18,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"465","Jadson Alves dos Santos","Jadson","https://s.glbimg.com/es/sde/f/2017/05/02/e17a729351ce9e086c7f6fdaf907c355_FORMATO.png",80129,16,"PON","mei","Nulo",6.1,4.91,0.52,1.49,11,"Ponte Preta",2,12,11,NA,20,14,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Luiz Fernando Pereira da Silva","Fernandinho","https://s.glbimg.com/es/sde/f/2017/04/23/7bc968863bb32cf46c3aa7067b5514f8_FORMATO.png",68758,16,"GRE","ata","Nulo",4.9,11.34,-1.49,5.57,12,"Grêmio",1,11,31,NA,20,10,1,8,4,NA,NA,4,NA,NA,NA,NA,NA,NA
"467","Emanuel Rocha Dos Santos","Emanuel","https://s.glbimg.com/es/sde/f/2017/05/04/c6a8401c8828ee07e786f390818a7e2e_FORMATO.png",98766,16,"ATL","lat","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Matheus Mancini","Matheus Mancini","https://s.glbimg.com/es/sde/f/2017/05/19/5bca9708b9e4c88d08f62e3935fe8cb4_FORMATO.png",80124,16,"ATL","zag","Nulo",-1.6,1.25,-0.28,-0.05,4,"Atlético-MG",2,9,2,NA,6,2,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"469","Flávio Augusto De Castro","Flávio","https://s.glbimg.com/es/sde/f/2017/05/04/19c748c11cefe0c492c56193adca9ab0_FORMATO.png",98774,16,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Glaybson Yago Souza Lisboa","Yago Pikachu","https://s.glbimg.com/es/sde/f/2017/04/24/3021726139e41d1a3fe9ada22058c738_FORMATO.png",80196,16,"VAS","lat","Nulo",0,9.41,0,4.2,12,"Vasco",NA,9,12,1,29,9,1,4,4,NA,3,2,NA,NA,NA,NA,NA,NA
"471","Cláudio Vitor Morais de Lima Cruz","Cláudio Vitor","https://s.glbimg.com/es/sde/f/2017/04/28/14be0b5c9f3c998e87056e7edacd296b_FORMATO.png",98888,16,"AVA","gol","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Cleberson Martins de Souza","Cleberson","https://s.glbimg.com/es/sde/f/2017/04/23/91e18bf15401259ce1466dbccb56d6ae_FORMATO.png",80281,16,"ATL","zag","Nulo",0,2.69,0,-1.2,1,"Atlético-PR",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Marcos Junio Lima dos Santos","Marcos Junior","https://s.glbimg.com/es/sde/f/2017/07/25/0ff5aea8f677cff80e0a7a93745453e5_FORMATO.png",80188,16,"FLU","ata","Nulo",0,2.55,0,0.34,8,"Fluminense",3,3,5,2,9,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"474","Júnior Nazareno Sornoza Moreira","Sornoza","https://s.glbimg.com/es/sde/f/2017/07/25/622af95364dd391adb267d847b26b76d_FORMATO.png",87877,16,"FLU","mei","Contundido",0,15.81,0,5.05,2,"Fluminense",1,1,2,NA,5,2,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"475","Raniel Santana de Vasconcelos","Raniel","https://s.glbimg.com/es/sde/f/2017/04/06/b362899a01b537ee09468f95d34f40f7_FORMATO.png",86797,16,"CRU","ata","Nulo",1.2,0.79,0.01,0.05,4,"Cruzeiro",1,1,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","Everton Heleno dos Santos","Everton Heleno","https://s.glbimg.com/es/sde/f/2017/07/05/70b5e143bc2cffe533cf069fe115e647_FORMATO.png",68749,16,"ATL","mei","Nulo",0,1.97,0,0.1,2,"Atlético-GO",NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","Lucas Fonseca da Silva","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2017/02/21/c4e0a739ae5673d20c609ad14289c7e9_FORMATO.png",80189,16,"BAH","zag","Provável",-0.3,4.97,-0.74,3.05,12,"Bahia",1,5,15,NA,20,8,1,1,NA,NA,5,NA,1,NA,NA,NA,NA,NA
"478","Marcelo dos Santos Rosa","Marcelo","https://s.glbimg.com/es/sde/f/2017/04/27/104329d7a936e544604f9da1cd61995f_FORMATO.png",98874,16,"ATL","ata","Nulo",0,2,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","João Pedro Ribeiro dos Reis","João Pedro","https://s.glbimg.com/es/sde/f/2017/04/27/449973d2d9ebbd6b442c41fb9f44929b_FORMATO.png",98910,16,"ATL","ata","Nulo",0,4,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Matheus Caldeira Vidotto de Oliveira","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2017/04/23/0469f80ea84703c3178371ab0fa1dd2f_FORMATO.png",80286,16,"COR","gol","Nulo",0,3,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Andrew Erik Feitosa","Morato","https://s.glbimg.com/es/sde/f/2017/04/28/773338b7d4efec23c8bd970486c9ff68_FORMATO.png",86227,16,"SAO","ata","Contundido",0,3,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","Miguel Angel Borja Hernandez","Borja","https://s.glbimg.com/es/sde/f/2017/04/23/4b0f5cd460ee874344bfbfd4e3eef9a6_FORMATO.png",86120,16,"PAL","ata","Nulo",0,16.2,0,3.22,9,"Palmeiras",3,11,11,3,13,4,NA,4,8,NA,NA,3,NA,NA,NA,NA,NA,NA
"483","Geremias Ribeiro Júnior","Júnior","https://s.glbimg.com/es/sde/f/2017/06/09/2e36d120085f3fb7908f2921ee4c592e_FORMATO.png",87946,16,"VIT","ata","Nulo",0,1.17,0,1.35,2,"Vitória",NA,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Gustavo Henrique Furtado Scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2017/07/25/d139933474f638abe42c53dcd21a981b_FORMATO.png",87999,16,"FLU","mei","Provável",5,12.34,0.25,3.67,15,"Fluminense",NA,15,29,NA,83,15,4,12,12,2,NA,NA,NA,NA,NA,NA,NA,NA
"485","Fabián Cornelio Balbuena González","Balbuena","https://s.glbimg.com/es/sde/f/2017/04/19/104f0248fd96daefe11d16e064dd8ce9_FORMATO.png",87887,16,"COR","zag","Provável",12.9,12.18,1.58,6.84,13,"Corinthians",2,5,12,2,24,12,NA,1,3,NA,10,3,NA,NA,NA,NA,NA,NA
"486","Derlan de Oliveira Bento","Derlan","https://s.glbimg.com/es/sde/f/2017/04/20/a61babc61e943eed73835c0eb0233767_FORMATO.png",98945,16,"FLU","zag","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Wanderson Santos Pereira","Wanderson","https://s.glbimg.com/es/sde/f/2017/04/23/3914af8715466d38cf77d94b2c5c5685_FORMATO.png",86143,16,"ATL","zag","Nulo",0,5.41,0,4.22,8,"Atlético-PR",1,6,2,1,14,5,NA,3,NA,NA,3,2,NA,NA,NA,NA,NA,NA
"488","José Welison da Silva","José Welison","https://s.glbimg.com/es/sde/f/2017/04/24/842ad25f4c670bababfa051fb5fb8ca6_FORMATO.png",86859,16,"VIT","mei","Contundido",0,4,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Victor Luis Chuab Zamblauskas","Victor Luis","https://s.glbimg.com/es/sde/f/2017/04/18/9a9a735957f9522e9ffcf1664bd29a44_FORMATO.png",86410,16,"BOT","lat","Provável",-0.9,11.39,-0.72,4.38,13,"Botafogo",3,16,11,NA,29,20,NA,NA,3,NA,6,1,NA,NA,NA,NA,NA,NA
"490","Alan Santos da Silva","Alan Santos","https://s.glbimg.com/es/sde/f/2017/04/24/fbeeb71f969362dfd7489a955a0a5b00_FORMATO.png",70132,16,"COR","mei","Provável",-0.6,4.34,-0.46,1.63,9,"Coritiba",1,10,3,1,25,15,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Nadson da Silva Almeida","Nadson","https://s.glbimg.com/es/sde/f/2017/04/25/9c0263cf980f89da4cca8b6bc120585f_FORMATO.png",80140,16,"CHA","mei","Contundido",0,0.76,0,-0.07,3,"Chapecoense",NA,1,1,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Luiz Otávio da Silva Santos","Luiz Otávio ","https://s.glbimg.com/es/sde/f/2017/04/25/239f4dc20386b0bc2988aa004f7c02b7_FORMATO.png",86863,16,"CHA","zag","Provável",0,5.66,0,1.94,9,"Chapecoense",2,10,NA,NA,19,10,1,3,3,NA,2,NA,1,NA,NA,NA,NA,NA
"493","Luís Vinícius da Silva Matos","Vinicius","https://s.glbimg.com/es/sde/f/2017/02/20/d2acf5df4ac30ffcbc7bd264583d6467_FORMATO.png",86861,16,"VIT","zag","Nulo",0,2,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Bruno Jacinto da Silva","Bruno Paulista","https://s.glbimg.com/es/sde/f/2017/07/08/baeb57a463f93f78065135fdc122eded_FORMATO.png",88933,16,"VAS","mei","Provável",10.3,7.99,1.92,4,4,"Vasco",1,5,11,NA,9,7,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Ederson Honorato Campos","Ederson","https://s.glbimg.com/es/sde/f/2017/04/24/219907d77bba093529105f5b79abce53_FORMATO.png",70173,16,"FLA","mei","Contundido",0,4.25,0,0.94,5,"Flamengo",NA,5,9,NA,8,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Breno Gonçalves Lopes","Breno Lopes","https://s.glbimg.com/es/sde/f/2017/05/19/68d8c5dda3ea6323520ddfd58086f176_FORMATO.png",86411,16,"ATL","lat","Nulo",0,3.86,0,2.12,9,"Atlético-GO",NA,13,7,6,27,12,NA,5,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"497","Maurício Andreazzi Pereira","Andreazzi","https://s.glbimg.com/es/sde/f/2017/04/24/2e3edae4ff2b6836e1ea7f55380193fa_FORMATO.png",89253,16,"BOT","mei","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","Ânderson Balbino Assis","Balbino","https://s.glbimg.com/es/sde/f/2016/04/30/aa305ef16d18275ce438c74c73d54e15_FORMATO.png",89227,16,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Luis Ángel Salazar Cuesta","Salazar","https://s.glbimg.com/es/sde/f/2017/04/28/54e5ebd574f6ef20650d90d7e32baf44_FORMATO.png",93986,16,"AVA","zag","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
