"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","FC","FS","I","PE","RB","A","FD","FF","FT","SG","G","CV","DD","GS","DP","PP","GC"
"500","Sergio Antonio Soler de Oliveira Junior","Serginho","https://s.glbimg.com/es/sde/f/2017/02/19/6aca0b072c6eeca65b6dc51c30de4a50_FORMATO.png",88002,16,"SAN","mei","Nulo",0,1.58,0,0,1,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","João Pedro Maturano dos Santos","João Pedro ","https://s.glbimg.com/es/sde/f/2017/04/24/c6945a1446c818fed3c475afef47a6a8_FORMATO.png",89273,16,"CHA","lat","Contundido",0,5.87,0,2.3,1,"Chapecoense",NA,NA,1,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Ramon Menezes Roma","Ramon","https://s.glbimg.com/es/sde/f/2016/05/01/bf444d7eaf1a2853f33faef276c4a9a0_FORMATO.png",88087,16,"VIT","zag","Nulo",0,3.49,0,0.8,4,"Vitória",1,2,2,NA,5,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"503","Matheus de Sales Cabral","Matheus Sales","https://s.glbimg.com/es/sde/f/2017/02/18/4a3b454309558fda386d1ffadf494547_FORMATO.png",89285,16,"BAH","mei","Dúvida",0,2.12,0,0.8,7,"Bahia",3,12,9,1,16,10,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Rodrigo Vasconcelos Oliveira","Rodrigo","https://s.glbimg.com/es/sde/f/2017/05/01/6d2201a3689f5a71696f8b8eacbd9646_FORMATO.png",86935,16,"SPO","mei","Dúvida",0,4.29,0,1.98,5,"Sport",1,6,4,NA,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","Marcos da Silva França","Keno","https://s.glbimg.com/es/sde/f/2017/04/18/ab0e22f1ff91a12ce2e88a367450bf03_FORMATO.png",86485,16,"PAL","ata","Provável",9.1,7.29,1.78,2.32,14,"Palmeiras",2,12,9,2,34,9,NA,3,5,1,NA,3,NA,NA,NA,NA,NA,NA
"506","Jorge Amorim de Oliveira Campos","Jorginho","https://s.glbimg.com/es/sde/f/2017/06/01/2d4e9fe5508ff0ceaf617a257b06885b_FORMATO.png",70323,16,"BAH","tec","Provável",2.06,11.72,-0.6,4.03,13,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","Sidney Aparecido Ramos da Silva","Sidão","https://s.glbimg.com/es/sde/f/2017/04/25/6b33818b6514572559c1fef9b6ca9686_FORMATO.png",70222,16,"SAO","gol","Nulo",0,6.25,0,-2,0,"São Paulo",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","Eduardo Gabriel dos Santos Bauermann","Eduardo Bauermann","https://s.glbimg.com/es/sde/f/2017/05/25/590ba3c156c116d43014e1e9b5d4e74f_FORMATO.png",86970,16,"ATL","zag","Nulo",0,3.19,0,1.85,7,"Atlético-GO",NA,4,5,1,4,5,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"509","Emerson Raymundo Santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2016/05/20/7743ec4420461e770a65425100024972_FORMATO.png",86972,16,"BOT","zag","Provável",0,0.78,0,-2.7,2,"Botafogo",1,7,2,NA,11,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA
"510","Milton Mendes","Milton Mendes","https://s.glbimg.com/es/sde/f/2017/04/26/7b563b4abe14ffb25496b6fcd414bd88_FORMATO.png",86486,16,"VAS","tec","Provável",6.34,9.78,1.05,3.57,16,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","Mário Rogério Reis Micale ","Rogério Micale","https://s.glbimg.com/es/sde/f/2017/07/24/00470c79ffe3386dcbeb9796e90dfb87_FORMATO.png",70526,16,"ATL","tec","Provável",0,8.65,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Carlos Eugenio Júnior Tavares dos Santos","Júnior Tavares","https://s.glbimg.com/es/sde/f/2017/02/09/25d0a51f886e8f5b2db83e4bea6a4e20_FORMATO.png",89343,16,"SAO","lat","Nulo",0,12.74,0,4.38,14,"São Paulo",2,17,31,NA,53,17,4,1,6,NA,4,NA,NA,NA,NA,NA,NA,NA
"513","Leonardo Gomes da Conceição Silva","Léo Gomes","https://s.glbimg.com/es/sde/f/2017/04/23/0cd6a2a3718c7c36858e7d11ad867645_FORMATO.png",86973,16,"GRE","lat","Nulo",0,1.48,0,-0.4,1,"Grêmio",NA,3,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Bruno Henrique Corsini","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/07/15/49e2a38b84972e1e416211e21f0eb681_FORMATO.png",70944,16,"PAL","mei","Provável",13.9,11.33,3.19,4.16,5,"Palmeiras",1,13,7,NA,4,7,1,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"515","Igor Rabello da Costa","Igor Rabello","https://s.glbimg.com/es/sde/f/2016/05/20/45658f95ac34e82da4d58cf9c77f2587_FORMATO.png",89493,16,"BOT","zag","Provável",0,11.74,0,4.33,14,"Botafogo",3,13,7,1,22,24,NA,3,4,NA,6,NA,NA,NA,NA,NA,NA,NA
"516","Jandrei Chitolina Carniel","Jandrei","https://s.glbimg.com/es/sde/f/2017/05/04/e34c217d3230604bddf15c133fde3fd2_FORMATO.png",86508,16,"CHA","gol","Provável",1.5,4.78,-0.78,1.13,16,"Chapecoense",1,NA,7,NA,15,NA,NA,NA,NA,NA,4,NA,NA,19,28,NA,NA,NA
"517","John Stiven Mendoza Valencia","Mendoza","https://s.glbimg.com/es/sde/f/2017/06/10/728a606a119a15400905d756f24d5223_FORMATO.png",90031,16,"BAH","ata","Dúvida",4.7,3.5,0.51,2.39,11,"Bahia",NA,8,16,1,23,11,NA,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","Saulo Ferreira Silva Nascimento","Saulo","https://s.glbimg.com/es/sde/f/2017/04/18/8fb7b68bea9068528d9381cfe5c0b32a_FORMATO.png",89492,16,"BOT","gol","Nulo",-2,1.18,-0.82,-2,1,"Botafogo",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Fillipe Soutto Mayor Nogueira Ferreira","Fillipe Soutto","https://s.glbimg.com/es/sde/f/2017/06/05/17f3216f11db1702707de11a5f0b6854_FORMATO.png",70581,16,"VIT","mei","Provável",1.5,3.61,-0.39,2.3,2,"Vitória",NA,NA,1,NA,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","James Dean Araújo de Lima","James Dean","https://s.glbimg.com/es/sde/f/2017/05/01/c92d594519fdaaff86e13dce57f1b587_FORMATO.png",89694,16,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Everton Felipe de Oliveira Silva","Everton Felipe","https://s.glbimg.com/es/sde/f/2016/05/01/7c68f11162db883d1bca790a596547c2_FORMATO.png",86519,16,"SPO","mei","Provável",3,4.56,0.33,1.66,12,"Sport",2,19,17,2,65,16,1,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Jefferson Vasconcelos Braz da Silva ","Jefferson Nem","https://s.glbimg.com/es/sde/f/2017/07/05/e19ea6817dece25a3dba36acabd4ea9f_FORMATO.png",90455,16,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","Nickson Gabriel Reis Silva","Nickson","https://s.glbimg.com/es/sde/f/2017/04/22/fe8ee314651bfce7367d25049b99720f_FORMATO.png",89676,16,"CRU","ata","Nulo",0,3,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","Marllon Gonçalves Jerônimo Borges","Marllon","https://s.glbimg.com/es/sde/f/2017/05/02/40266a7126e1fd808b4350f90516f3f5_FORMATO.png",70666,16,"PON","zag","Provável",4.9,12.22,0.34,4.54,16,"Ponte Preta",2,6,18,NA,28,22,NA,1,3,1,7,NA,NA,NA,NA,NA,NA,NA
"525","Arthur Henrique Ramos de Oliveira Melo","Arthur","https://s.glbimg.com/es/sde/f/2017/04/23/ad145ff7dd594174acc3863cb2569b83_FORMATO.png",90532,16,"GRE","mei","Provável",7.3,10.1,0.02,4.64,14,"Grêmio",2,9,28,NA,30,35,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"526","Edson Carlos Santos Lima Junior","Capa","https://s.glbimg.com/es/sde/f/2017/04/28/4a0d17271060eaf419c78016735076ee_FORMATO.png",86874,16,"AVA","lat","Provável",0,11.47,0,4.29,15,"Avaí",3,18,35,4,87,29,1,2,5,NA,6,NA,NA,NA,NA,NA,NA,NA
"527","Danilo das Neves Pinheiro","Tchê Tchê","https://s.glbimg.com/es/sde/f/2016/05/20/2b96e76d6b1e3f8fc29f37d9dfe90206_FORMATO.jpeg",86686,16,"PAL","mei","Nulo",0,6.09,0,0.71,14,"Palmeiras",3,28,12,1,37,15,2,3,3,NA,NA,NA,1,NA,NA,NA,NA,NA
"528","Yuri Antonio Costa da Silva","Yuri","https://s.glbimg.com/es/sde/f/2017/04/18/8bac23f3df250a620bd6c580564b33ee_FORMATO.png",88125,16,"BOT","mei","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","Jonathan Francisco Lemos","Jonathan","https://s.glbimg.com/es/sde/f/2017/04/27/f0005dbb8cf4d46b99cf08acf8949256_FORMATO.png",86713,16,"ATL","lat","Nulo",-1.2,1.33,-0.29,0.13,4,"Atlético-GO",NA,NA,1,NA,9,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","Leonan José Valandro Gomes","Leonan","https://s.glbimg.com/es/sde/f/2017/04/03/f7ef2c1763cfea19e19b624be9bd9f68_FORMATO.png",89693,16,"ATL","lat","Nulo",0,2.18,0,2.3,2,"Atlético-MG",1,3,4,NA,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"531","Iury Lirio Freitas de Castilho","Iury","https://s.glbimg.com/es/sde/f/2017/04/28/0bdfd4fa134d2a07bf26cd328dcd9cf7_FORMATO.png",89695,16,"AVA","ata","Nulo",0,1.68,0,0.5,1,"Avaí",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","Fábio Luiz Carille de Araújo","Fábio Carille","https://s.glbimg.com/es/sde/f/2017/04/22/b5151c5cf6b267103af7605949496c18_FORMATO.png",70696,16,"COR","tec","Provável",4.54,11.79,0.2,4.7,16,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Alex Sandro dos Santos Apolinario","Alex","https://s.glbimg.com/es/sde/f/2017/04/05/144a762b27b789eee8fd1c1a682c0512_FORMATO.png",90535,16,"CRU","mei","Nulo",0,3.3,0,4.2,1,"Cruzeiro",NA,NA,2,NA,3,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Rafael Vinicius Carvalho Longuine","Rafael Longuine","https://s.glbimg.com/es/sde/f/2017/05/02/8d0a8a9e9b42efa6f8fc7ee4afc1618c_FORMATO.png",90566,16,"SAN","mei","Nulo",1,1.39,0.07,-0.45,4,"Santos",1,4,3,1,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Luis Manuel Seijas Gunther","Seijas","https://s.glbimg.com/es/sde/f/2017/05/14/6f1a3086afde752f257e478b7ddadf03_FORMATO.png",70742,16,"CHA","mei","Provável",0.4,6.81,-0.8,2.86,13,"Chapecoense",NA,18,17,1,34,14,2,2,8,2,NA,NA,NA,NA,NA,NA,NA,NA
"536","Yuri Oliveira Lima","Yuri","https://s.glbimg.com/es/sde/f/2016/07/05/6918c687f15258af809e99a14e04318e_FORMATO.png",90569,16,"SAN","mei","Provável",0.6,0.79,0.01,-0.81,7,"Santos",1,11,3,NA,16,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","Ángel Rodrigo Romero Villamayor","Ángel Romero","https://s.glbimg.com/es/sde/f/2017/04/19/bb57c60e890655dd351f891eb27fdb2c_FORMATO.png",88323,16,"COR","ata","Provável",3.6,12.88,0.82,4.81,14,"Corinthians",4,15,47,9,47,25,2,6,5,NA,NA,2,NA,NA,NA,NA,NA,NA
"538","Lucas da Silva Izidoro","Lucas Mineiro","https://s.glbimg.com/es/sde/f/2017/04/24/a585ecd4b08d42c62414a32c9103edc3_FORMATO.png",90634,16,"CHA","mei","Nulo",0,2.41,0,0.01,7,"Chapecoense",3,15,4,NA,9,7,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Walter Luiz Silva de Araujo","Luizão","https://s.glbimg.com/es/sde/f/2017/06/22/5b6da4a5651cbd0822f33cea7f49be63_FORMATO.png",86724,16,"COR","zag","Provável",-0.8,0.96,-0.34,-1.17,3,"Coritiba",2,4,3,1,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","Ivan Quaresma da Silva","Ivan","https://s.glbimg.com/es/sde/f/2017/05/02/8546a4c5536f1d3e6ebc74e89daef4c3_FORMATO.png",88136,16,"PON","gol","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","Gustavo Cascardo de Assis","Cascardo","https://s.glbimg.com/es/sde/f/2017/04/23/772a99574fe81da3c28fa586c83c7c91_FORMATO.png",90587,16,"ATL","lat","Provável",1.2,3,-0.98,2.13,6,"Atlético-PR",NA,5,8,NA,13,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"542","Daniel Guedes da Silva","Daniel Guedes ","https://s.glbimg.com/es/sde/f/2017/05/02/700b428f14849c2f8f5eb9286d7adf03_FORMATO.png",88225,16,"SAN","lat","Nulo",4.6,4.33,0.41,5.14,5,"Santos",2,13,5,NA,10,10,NA,1,1,NA,4,1,2,NA,NA,NA,NA,NA
"543","Luiz Fernando Moraes dos Santos","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2017/04/27/50e52c4a6961abbf9a5a1232332cdfd3_FORMATO.png",90715,16,"ATL","mei","Nulo",0,2.45,0.01,0.74,13,"Atlético-GO",1,14,12,4,21,4,NA,4,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"544","Jean Patrick Reis","Jean Patrick","https://s.glbimg.com/es/sde/f/2017/07/04/96daa554c0f24c012a1cb27045d67975_FORMATO.png",88379,16,"PON","lat","Nulo",0,2.72,0,1.4,1,"Ponte Preta",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","Romulo dos Santos de Souza","Romulo","https://s.glbimg.com/es/sde/f/2017/04/28/039439859f768160af8a4dc5be23db1b_FORMATO.png",89696,16,"AVA","ata","Nulo",-1.1,9.06,-0.44,2.24,16,"Avaí",1,22,26,4,43,13,NA,7,8,NA,NA,2,NA,NA,NA,NA,NA,NA
"546","Rodrigo Gomes dos Santos","Rodrigão","https://s.glbimg.com/es/sde/f/2017/07/07/cb596c22b44400d38cf56cab0476618c_FORMATO.png",90651,16,"BAH","ata","Contundido",0,6.64,0,3.5,4,"Bahia",NA,4,NA,2,7,NA,NA,1,3,NA,NA,2,NA,NA,NA,NA,NA,NA
"547","Everton Sousa Soares","Everton","https://s.glbimg.com/es/sde/f/2017/04/23/f8b4218756c0dc59793c36159228a00f_FORMATO.png",86757,16,"GRE","ata","Nulo",-0.3,9.64,-0.78,4.65,13,"Grêmio",1,6,5,NA,13,5,1,7,4,1,NA,5,NA,NA,NA,NA,NA,NA
"548","Elias Martello Curzel","Elias","https://s.glbimg.com/es/sde/f/2017/04/24/d39a7668ae872daf6e04f923e0d16a54_FORMATO.png",90843,16,"CHA","gol","Nulo",0,4,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","João Lucas Cardoso","João Lucas","https://s.glbimg.com/es/sde/f/2017/05/15/fa1caa8ea5726060cd391422d3fb93fc_FORMATO.png",86740,16,"PON","lat","Nulo",0,11.26,0,3.39,10,"Ponte Preta",1,7,6,1,43,14,1,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"550","Wallace Ribeiro Barato","Wallace","https://s.glbimg.com/es/sde/f/2017/02/20/aa36264462b556b6c72220d5db2ba3f1_FORMATO.png",90892,16,"VIT","gol","Nulo",0,1,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","Guilherme Ferreira Pinto","Negueba","https://s.glbimg.com/es/sde/f/2017/06/07/fe68884503980ded30df6a7cb9cdd77b_FORMATO.jpeg",70929,16,"PON","ata","Nulo",0,4.01,0,0.6,4,"Ponte Preta",1,4,4,NA,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Fabrício Bruno Soares de Faria","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2017/04/24/c4a8873e3ad989db3e40b7149ed51789_FORMATO.png",90768,16,"CHA","zag","Provável",0,2.68,0,0.35,4,"Chapecoense",3,10,3,NA,3,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"553","Diogo Barbosa Mendanha","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2017/04/22/9ee14b744ca9f1e250cc299b955bc6e9_FORMATO.png",70916,16,"CRU","lat","Provável",4.2,12.87,1.03,4.54,15,"Cruzeiro",2,14,18,1,57,27,2,2,2,1,5,NA,NA,NA,NA,NA,NA,NA
"554","Gustavo Henrique Ferrareis","Gustavo Ferrareis","https://s.glbimg.com/es/sde/f/2017/06/03/90776cfb4d59723442313134248088ac_FORMATO.png",89815,16,"BAH","mei","Nulo",0,5.47,0,1.62,8,"Bahia",1,5,6,NA,12,2,NA,1,3,1,NA,1,NA,NA,NA,NA,NA,NA
"555","Luan Guilherme de Jesus Vieira","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/458569d2d0c260a004befc5988da9350_FORMATO.png",86759,16,"GRE","ata","Provável",2.7,22.27,-0.22,8.44,13,"Grêmio",1,16,31,3,62,20,6,14,14,NA,NA,5,NA,NA,NA,NA,1,NA
"556","Iago Ângelo Dias","Iago","https://s.glbimg.com/es/sde/f/2017/04/24/6d1258d426eef6b245dc52182b65814b_FORMATO.png",88417,16,"COR","ata","Nulo",0,4.72,0,0.16,7,"Coritiba",NA,2,4,1,6,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","Lucas Fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2017/07/26/1701b04d674659c12ac0715a0b58adbd_FORMATO.png",90899,16,"ATL","ata","Nulo",0,3.81,0,0.78,4,"Atlético-PR",NA,1,2,NA,5,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","Leonardo Pisculichi","Pisculichi","https://s.glbimg.com/es/sde/f/2017/02/18/c8a64d1e825d4a06c352c94d5499c77d_FORMATO.png",89871,16,"VIT","mei","Nulo",0,4.13,0,-0.55,2,"Vitória",NA,1,1,NA,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","Esteban Andrés Pavez Suazo","Esteban Pavez","https://s.glbimg.com/es/sde/f/2017/07/25/36e2606ea7c16d592e3d39df8f817fae_FORMATO.png",90959,16,"ATL","mei","Nulo",0,2.6,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","Lucas Macanhan Ferreira","Lucas Macanhan","https://s.glbimg.com/es/sde/f/2016/05/13/222c790995cc7292f07b0dc4db7cc5f4_FORMATO.png",86760,16,"ATL","gol","Nulo",0,2,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Leandro Alves de Carvalho","Leandrinho","https://s.glbimg.com/es/sde/f/2016/05/20/5f4b91fa5fbbd56dc1f2fe3f094cbb22_FORMATO.png",89885,16,"BOT","mei","Nulo",0.9,2.33,0.5,0,3,"Botafogo",1,1,2,NA,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","Jackson de Souza","Jackson","https://s.glbimg.com/es/sde/f/2017/02/21/006f00c308607da2e5625e476d7e701e_FORMATO.png",70934,16,"BAH","zag","Contundido",0,7,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","Sidcley Ferreira Pereira","Sidcley","https://s.glbimg.com/es/sde/f/2017/04/23/eff5699ee67d7b1a4f3c4cf923789370_FORMATO.png",86764,16,"ATL","lat","Provável",-1.2,12.37,-1.12,5.75,14,"Atlético-PR",1,16,26,6,58,20,3,2,4,NA,4,3,NA,NA,NA,NA,NA,NA
"564","Róger Krug Guedes","Róger Guedes","https://s.glbimg.com/es/sde/f/2017/04/18/8320b12c035d14425a7a1685c28eea51_FORMATO.png",89898,16,"PAL","ata","Nulo",0.7,7.17,-0.85,2.98,16,"Palmeiras",2,24,20,4,46,6,3,3,8,1,NA,4,NA,NA,NA,NA,NA,NA
"565","Matheus Rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2017/04/23/c091af2e156b654e15abd7e687d0aeb2_FORMATO.png",86766,16,"ATL","mei","Nulo",0.5,4.53,-0.08,1.6,12,"Atlético-PR",1,12,10,1,23,8,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"566","Jean Paulo Fernandes Filho","Jean","https://s.glbimg.com/es/sde/f/2017/02/21/b7de298b3e5349e8acf3d31f1b831ffd_FORMATO.png",90933,16,"BAH","gol","Provável",0,11.68,-2.67,4.98,16,"Bahia",1,NA,1,NA,13,NA,NA,NA,NA,NA,6,NA,NA,31,19,NA,NA,NA
"567","João Vitor Pereira de Alcantara","João Vitor ","https://s.glbimg.com/es/sde/f/2017/04/27/5e240c8d3c51257cd78fe820f6453aa5_FORMATO.png",88539,16,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","Alison Vicente da Silva","Alison","https://s.glbimg.com/es/sde/f/2017/02/14/cd74f75d4225633af1942d07603f11cf_FORMATO.png",91003,16,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","Lucas de Figueiredo Crispim","Lucas Crispim","https://s.glbimg.com/es/sde/f/2016/05/01/f060208d1a949d93507611b7e4fbd24b_FORMATO.png",88597,16,"SAN","mei","Nulo",0,3,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","Evandro Lima de Oliveira Filho","Evandro","https://s.glbimg.com/es/sde/f/2017/05/01/44325047a16fc8c2d5d2dbee3907eb6a_FORMATO.png",91001,16,"SPO","lat","Nulo",0,0.76,0,-0.33,3,"Sport",NA,9,2,NA,12,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","Jordi Almeida","Jordi","https://s.glbimg.com/es/sde/f/2017/04/17/8a166ba697085a60b3f3b7d74a9c6114_FORMATO.png",86776,16,"VAS","gol","Nulo",0,4,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","Andrigo Oliveira de Araujo","Andrigo","https://s.glbimg.com/es/sde/f/2017/05/19/78c75bce6fe9af97abe3a17761c64821_FORMATO.png",89930,16,"ATL","mei","Provável",6.8,6.8,0.88,3.53,16,"Atlético-GO",2,14,11,1,57,22,2,7,8,1,NA,2,NA,NA,NA,NA,NA,NA
"573","Bruno Edgar Silva Almeida","Bruno Ramires","https://s.glbimg.com/es/sde/f/2017/04/01/73311df2bcb4444c139cc9bfc1f16ff5_FORMATO.png",89924,16,"VIT","mei","Contundido",0,5,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","Gerferson Cerqueira Teles","Geferson","https://s.glbimg.com/es/sde/f/2017/02/18/1797455db8d122f09c954f551c9c8350_FORMATO.png",89976,16,"VIT","lat","Nulo",0.9,10.57,-0.05,2.85,11,"Vitória",5,17,7,2,23,25,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"575","Ronaldo de Oliveira Strada","Ronaldo","https://s.glbimg.com/es/sde/f/2017/02/20/e49415180708c87913cabd48be5dd49f_FORMATO.png",91101,16,"VIT","gol","Nulo",0,1,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","Flávio Medeiros da Silva","Flávio","https://s.glbimg.com/es/sde/f/2017/06/22/45969ac005e05819eea2e0fdcb62de43_FORMATO.png",91102,16,"VIT","mei","Nulo",0,2.12,0,0,1,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","Bruno de Jesus Pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2017/04/27/fcbcf7704c49830f8c99c33ecbadb435_FORMATO.png",90061,16,"ATL","lat","Provável",1.9,7.64,0.24,2.49,14,"Atlético-GO",3,19,36,NA,32,15,2,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"578","Vinicius Rodolfo de Souza Oliveira","Vinícius Tanque","https://s.glbimg.com/es/sde/f/2017/04/18/d77f484c8720a893fbf5031c19fd6349_FORMATO.png",88651,16,"BOT","ata","Nulo",6.9,2.93,0.93,6.9,1,"Botafogo",NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"579","Henrique Gelain Custódio","Henrique Gelain","https://s.glbimg.com/es/sde/f/2017/04/24/048b1eb6ff970a66fa5eb5087290c03b_FORMATO.png",86783,16,"COR","lat","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","Jesiel Cardoso Miranda","Jesiel","https://s.glbimg.com/es/sde/f/2017/04/03/b00e4e82879a8aa6d2193c3ed0abd49b_FORMATO.png",91156,16,"ATL","zag","Nulo",4.3,3.21,0.21,4.3,1,"Atlético-MG",NA,NA,1,NA,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
