atletas.nome,atletas.atleta_id,atletas.apelido,atletas.foto,atletas.rodada_id,atletas.clube_id,atletas.posicao_id,atletas.clube.id.full.name,atletas.status_id,atletas.pontos_num,atletas.preco_num,atletas.variacao_num,atletas.media_num,atletas.jogos_num,athletes.atletas.scout,PE,SG,FC,FS,I,RB,FD,A,G,FF,DD,CA,GS,FT,CV,PP,DP,GC,home_score,away_score,goals_dif,casa,opponent
Severino do Ramo Clementino da Silva,68808,Nino Paraíba,https://s.glbimg.com/es/sde/f/2017/05/02/d14ab91bfca642dc286aec9f19adea15_FORMATO.png,4,PON,lat,Ponte Preta,Provável,5.8,23.11,0.48,8.6,4,0.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,São Paulo
Marllon Gonçalves Jerônimo Borges,70666,Marllon,https://s.glbimg.com/es/sde/f/2017/05/02/40266a7126e1fd808b4350f90516f3f5_FORMATO.png,4,PON,zag,Ponte Preta,Provável,6.7,11.07,1.59,4.65,4,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,São Paulo
Elton Junior Melo Ataíde,71719,Elton,https://s.glbimg.com/es/sde/f/2017/05/02/be1eeef6004ddca4490debdfc7a8f6ef_FORMATO.png,4,PON,mei,Ponte Preta,Provável,4.6,7.24,1.08,2.9,4,0.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,São Paulo
Fábio Farroco Braga,78464,Fábio Braga,https://s.glbimg.com/es/sde/f/2017/05/02/1b7b5c48a104e1244f38059d6b4e63a3_FORMATO.png,4,PON,mei,Ponte Preta,Nulo,1.7,2.81,-0.19,1.7,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,São Paulo
Marinaldo dos Santos Oliveira,78897,Naldo,https://s.glbimg.com/es/sde/f/2017/05/02/466546b7c0d2a31683ba60341c08ef34_FORMATO.png,4,PON,mei,Ponte Preta,Contundido,0.0,6.81,0.0,4.8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,São Paulo
Jadson Alves dos Santos,80129,Jadson,https://s.glbimg.com/es/sde/f/2017/05/02/e17a729351ce9e086c7f6fdaf907c355_FORMATO.png,4,PON,mei,Ponte Preta,Dúvida,1.3,4.6,-0.3,1.83,3,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,São Paulo
Leonardo Artur de Melo,82644,Léo Artur,https://s.glbimg.com/es/sde/f/2017/06/01/0a85b35106f6206416857febcc0b48ad_FORMATO.png,4,PON,mei,Ponte Preta,Provável,8.0,4.25,2.43,3.4,2,0.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,São Paulo
Jeferson de Araújo de Carvalho,84917,Jeferson,https://s.glbimg.com/es/sde/f/2017/05/02/771b51917a7ef2187ffea3d1e0fc9277_FORMATO.png,4,PON,lat,Ponte Preta,Dúvida,4.5,5.19,0.19,4.5,1,0.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,São Paulo
João Lucas Cardoso,86740,João Lucas,https://s.glbimg.com/es/sde/f/2017/05/15/fa1caa8ea5726060cd391422d3fb93fc_FORMATO.png,4,PON,lat,Ponte Preta,Provável,12.0,13.06,3.1,5.47,4,0.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,São Paulo
Ravanelli Ferreira dos Santos,92193,Ravanelli,https://s.glbimg.com/es/sde/f/2017/05/02/8f0af7ca793a5e7d64717b42fa7dc181_FORMATO.png,4,PON,mei,Ponte Preta,Nulo,0.0,8.16,0.0,2.37,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,São Paulo
Claudio Luiz Rodrigues Parise Leonel,92630,Claudinho,https://s.glbimg.com/es/sde/f/2017/06/01/7214c13dbff3a0e34d7a62814d535aa2_FORMATO.png,4,PON,ata,Ponte Preta,Dúvida,0.0,0.88,0.0,0.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,São Paulo
Yuri Jonathan Vitor Coelho,97769,Yuri,https://s.glbimg.com/es/sde/f/2017/05/02/a2f6d215d6098631c571044b74be1d86_FORMATO.png,4,PON,ata,Ponte Preta,Nulo,0.0,1.04,0.0,0.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,São Paulo
Ebert Willian Amâncio,37646,Betão,https://s.glbimg.com/es/sde/f/2017/04/28/892740eaee3f590710c5572d2e84bbd1_FORMATO.png,4,AVA,zag,Avaí,Provável,5.0,6.81,1.15,2.4,4,0.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Sport
Juan Maldonado Jaimez Júnior,37705,Juan,https://s.glbimg.com/es/sde/f/2017/05/30/68f46400e2c258733b723caf7938ec0e_FORMATO.png,4,AVA,mei,Avaí,Provável,-2.0,3.67,-2.33,-2.0,1,0.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Sport
Marcos Vicente dos Santos,38150,Marquinhos,https://s.glbimg.com/es/sde/f/2017/04/28/16b2b3c31dc9b2e904ab87a434b26f8b_FORMATO.png,4,AVA,mei,Avaí,Provável,-0.1,3.39,-0.28,0.28,4,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Sport
Willians dos Santos Santana,60787,Willians,https://s.glbimg.com/es/sde/f/2017/06/05/6e0d112597a0ec132819f4f83069c63f_FORMATO.png,4,AVA,ata,Avaí,Nulo,0.8,4.06,-0.94,0.8,1,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Sport
Sérgio Dutra Júnior,68784,Júnior Dutra,https://s.glbimg.com/es/sde/f/2017/04/25/448f2fd931dfdfe48b3cb84ea4f0665a_FORMATO.png,4,AVA,ata,Avaí,Nulo,3.8,6.42,0.82,2.23,3,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Sport
Lázaro Luan Scapolan,72565,Luan,https://s.glbimg.com/es/sde/f/2017/04/28/ec0b73e82977113f481334a7e16633d8_FORMATO.png,4,AVA,mei,Avaí,Provável,3.8,6.65,0.15,3.37,4,0.0,0.0,0.0,5.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Sport
Mauricio Kozlinski,72595,Mauricio Kozlinski,https://s.glbimg.com/es/sde/f/2017/04/28/9ab574fbf640f6bd28542bd1d9305d6f_FORMATO.png,4,AVA,gol,Avaí,Provável,10.4,9.66,2.96,4.03,4,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Sport
Leandro da Silva,77529,Leandro Silva,https://s.glbimg.com/es/sde/f/2017/04/28/c86a46095a1f0ab0e29d11fbbb7e80a1_FORMATO.png,4,AVA,lat,Avaí,Provável,0.0,6.47,0.0,0.8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Sport
Wellington Simião,81903,Wellington Simião,https://s.glbimg.com/es/sde/f/2017/05/17/952fdde5f058594fa74d531f91c1abf3_FORMATO.png,4,AVA,mei,Avaí,Provável,0.3,2.35,-0.26,0.8,3,0.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Sport
Tagueu Tadjo Diederrick Joel,82787,Joel,https://s.glbimg.com/es/sde/f/2017/04/17/e9a3cbbad82993967304791ab74bdd91_FORMATO.png,4,BOT,ata,Avaí,Nulo,1.7,2.39,0.36,0.6,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Sport
Fagner Ironi Daponte,83522,Fagner Alemão,https://s.glbimg.com/es/sde/f/2017/04/28/d93e226df0beb6346213a1a809c8f7fc_FORMATO.png,4,AVA,lat,Avaí,Provável,7.7,9.49,1.84,4.87,4,0.0,7.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Sport
Diego Barbosa Tavares,83869,Diego Tavares,https://s.glbimg.com/es/sde/f/2017/05/17/c261da9d51b45bfbc208b291429eb1f8_FORMATO.png,4,AVA,lat,Avaí,Dúvida,6.3,7.05,1.7,3.83,4,0.0,3.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Sport
Judson Silva Tavares,84691,Judson,https://s.glbimg.com/es/sde/f/2017/04/28/5423c8443b5f4d0ce027e1d31b9aa3ff_FORMATO.png,4,AVA,mei,Avaí,Nulo,0.0,4.06,-0.2,1.22,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Sport
Edson Carlos Santos Lima Junior,86874,Capa,https://s.glbimg.com/es/sde/f/2017/04/28/4a0d17271060eaf419c78016735076ee_FORMATO.png,4,AVA,lat,Avaí,Provável,14.9,12.54,4.12,6.35,4,0.0,4.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Sport
Iury Lirio Freitas de Castilho,89695,Iury,https://s.glbimg.com/es/sde/f/2017/04/28/0bdfd4fa134d2a07bf26cd328dcd9cf7_FORMATO.png,4,AVA,ata,Avaí,Nulo,0.0,1.68,0.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Sport
Romulo dos Santos de Souza,89696,Romulo,https://s.glbimg.com/es/sde/f/2017/04/28/039439859f768160af8a4dc5be23db1b_FORMATO.png,4,AVA,ata,Avaí,Provável,10.8,11.22,2.83,4.52,4,0.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Sport
João Paulo Ferreira Lourenço,99032,Lourenço,https://s.glbimg.com/es/sde/f/2017/04/28/835219776c3cf290e5fbe7f6856eddfe_FORMATO.png,4,AVA,ata,Avaí,Nulo,-2.8,0.76,0.02,-0.93,3,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Sport
Fábio Deivson Lopes Maciel,37656,Fábio,https://s.glbimg.com/es/sde/f/2017/04/05/8723e1fa0950cb91f4b5c39409f23d85_FORMATO.png,4,CRU,gol,Cruzeiro,Provável,2.0,12.36,-0.74,4.55,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Chapecoense
Henrique Pacheco de Lima,37694,Henrique,https://s.glbimg.com/es/sde/f/2016/04/29/3ee91a269e77c0defb08f1fee38c0aff_FORMATO.png,4,CRU,mei,Cruzeiro,Provável,3.5,6.25,0.72,1.1,4,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Chapecoense
Thiago Neves Augusto,38277,Thiago Neves,https://s.glbimg.com/es/sde/f/2017/02/19/6bb6e70216d205ad23e44268eba27692_FORMATO.png,4,CRU,mei,Cruzeiro,Provável,-0.8,15.76,-2.05,3.8,2,0.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Chapecoense
Rafael da Silva Francisco,38421,Rafinha,https://s.glbimg.com/es/sde/f/2017/04/22/b38b67b4598e604b5f9219b7e65d47d7_FORMATO.png,4,CRU,mei,Cruzeiro,Nulo,1.1,6.45,-0.53,1.4,3,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Chapecoense
Rafael Marques Mariano,38957,Rafael Marques,https://s.glbimg.com/es/sde/f/2017/05/16/3246550328efb6a72fe4e85ea0bbff11_FORMATO.png,4,CRU,ata,Cruzeiro,Nulo,2.0,4.74,0.01,2.1,3,0.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Chapecoense
Hudson Rodrigues dos Santos,50324,Hudson,https://s.glbimg.com/es/sde/f/2017/02/05/3d3e3081a494b80799d348813e420860_FORMATO.png,4,CRU,mei,Cruzeiro,Nulo,-0.6,6.01,-0.7,1.75,4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Chapecoense
Leonardo Renan Simões de Lacerda,50459,Léo,https://s.glbimg.com/es/sde/f/2016/04/29/442f1e513bf554cc4cbcce5ae7ace03b_FORMATO.png,4,CRU,zag,Cruzeiro,Provável,0.3,8.86,-0.42,2.2,4,0.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Chapecoense
Anderson Vital da Silva,60819,Dedé,https://s.glbimg.com/es/sde/f/2017/04/05/526dd85f05139f739aca91b753b00ec9_FORMATO.png,4,CRU,zag,Cruzeiro,Provável,0.0,8.86,0.0,3.43,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Chapecoense
Róbson Michael Signorini,62104,Robinho,https://s.glbimg.com/es/sde/f/2016/05/12/bca701933eaad8640785a2a634d5edf4_FORMATO.png,4,CRU,mei,Cruzeiro,Provável,-1.3,8.77,-3.23,-1.3,1,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Chapecoense
Diogo Barbosa Mendanha,70916,Diogo Barbosa,https://s.glbimg.com/es/sde/f/2017/04/22/9ee14b744ca9f1e250cc299b955bc6e9_FORMATO.png,4,CRU,lat,Cruzeiro,Provável,-0.7,11.11,-1.43,4.25,4,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Chapecoense
John Lennon Silva Santos,73869,Lennon,https://s.glbimg.com/es/sde/f/2017/05/03/d072e8eaeab8333c007a7cfb0af5aef4_FORMATO.png,4,CRU,lat,Cruzeiro,Nulo,-0.7,5.2,-0.95,2.0,2,0.0,8.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Chapecoense
Alejandro Ariel Cabral,80363,Ariel Cabral,https://s.glbimg.com/es/sde/f/2017/04/22/6b0dea43cdbaa38c369c09b3e7b75700_FORMATO.png,4,CRU,mei,Cruzeiro,Provável,0.8,6.39,-0.83,2.87,3,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Chapecoense
Alisson Euler de Freitas Castro,81845,Alisson,https://s.glbimg.com/es/sde/f/2017/04/22/b5d1b28ec393ae2be2fba2b5dffe9ce9_FORMATO.png,4,CRU,mei,Cruzeiro,Dúvida,-1.5,12.31,-0.7,4.05,4,0.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Chapecoense
Lucas Daniel Romero,84558,Lucas Romero,https://s.glbimg.com/es/sde/f/2017/04/22/b6fe7636fd7cb1575efdcbdfbd2dbd54_FORMATO.png,4,CRU,mei,Cruzeiro,Nulo,0.0,5.32,0.0,2.1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Chapecoense
Raniel Santana de Vasconcelos,86797,Raniel,https://s.glbimg.com/es/sde/f/2017/04/06/b362899a01b537ee09468f95d34f40f7_FORMATO.png,4,CRU,ata,Cruzeiro,Nulo,0.0,0.73,0.0,-0.75,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Chapecoense
Luis Alberto Caicedo Medina,87833,Luis Caicedo,https://s.glbimg.com/es/sde/f/2017/02/19/0fe56c228b48f83796fc15772646cd33_FORMATO.png,4,CRU,zag,Cruzeiro,Nulo,1.4,5.75,-0.35,3.05,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Chapecoense
Giorgian Daniel de Arrascaeta Benedetti,87863,Arrascaeta,https://s.glbimg.com/es/sde/f/2017/04/05/c7a931941057f3ba5a13209ed19a41f1_FORMATO.png,4,CRU,mei,Cruzeiro,Contundido,0.0,9.34,0.0,3.9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Chapecoense
Alex Sandro dos Santos Apolinario,90535,Alex,https://s.glbimg.com/es/sde/f/2017/04/05/144a762b27b789eee8fd1c1a682c0512_FORMATO.png,4,CRU,mei,Cruzeiro,Nulo,0.0,3.3,0.0,4.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Chapecoense
Ramón Darío Ábila,91094,Ábila,https://s.glbimg.com/es/sde/f/2016/07/06/ca240a78354b4b67a6388a15bdedc4f5_FORMATO.png,4,CRU,ata,Cruzeiro,Provável,1.7,13.78,-0.57,4.83,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Chapecoense
Alecsandro Barbosa Felisbino,37673,Alecsandro,https://s.glbimg.com/es/sde/f/2017/05/25/b470b28b3b68d95eff43163148c236f8_FORMATO.png,4,COR,ata,Coritiba,Nulo,0.0,4.4,0.0,-3.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Atlético-PR
Kleber Giacomace de Souza Freitas,40179,Kleber,https://s.glbimg.com/es/sde/f/2017/04/24/c96c8c2ada9b85eb506293c4caec64db_FORMATO.png,4,COR,ata,Coritiba,Provável,1.4,13.56,-0.3,4.33,4,0.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Atlético-PR
Wilson Rodrigues de Moura Júnior,50284,Wilson,https://s.glbimg.com/es/sde/f/2017/04/24/5b2f43325fb756c251e30f1bd567af5b_FORMATO.png,4,COR,gol,Coritiba,Provável,7.4,11.09,1.25,4.45,4,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Atlético-PR
William Matheus da Silva,62130,William Matheus,https://s.glbimg.com/es/sde/f/2017/04/24/dc3d5fdf33d1716e51abe9c2aad2d182_FORMATO.png,4,COR,lat,Coritiba,Provável,2.6,7.24,0.11,3.42,4,0.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Atlético-PR
Werley Ananias da Silva,62974,Werley,https://s.glbimg.com/es/sde/f/2017/04/24/5d30208b79a04fd4710a6c79831dae42_FORMATO.png,4,COR,zag,Coritiba,Provável,8.1,7.95,1.8,3.77,4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Atlético-PR
Henrique Almeida Caixeta Nascentes,68773,Henrique Almeida,https://s.glbimg.com/es/sde/f/2017/04/24/95e996eaef78ad7ac0e285e3d6d057e0_FORMATO.png,4,COR,ata,Coritiba,Provável,1.7,14.79,-0.78,5.77,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Atlético-PR
Sosthenes José Santos Salles,68807,Neto Berola,https://s.glbimg.com/es/sde/f/2017/04/24/f3039b70ee89382f40b6b09074e46900_FORMATO.png,4,COR,ata,Coritiba,Dúvida,0.5,11.14,-0.22,2.85,4,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Atlético-PR
Tiago Real do Prado,70058,Tiago Real,https://s.glbimg.com/es/sde/f/2017/04/24/80440f6618b79e66630f3d1bd8709562_FORMATO.png,4,COR,mei,Coritiba,Nulo,4.4,6.07,0.84,3.3,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Atlético-PR
Alan Santos da Silva,70132,Alan Santos,https://s.glbimg.com/es/sde/f/2017/04/24/fbeeb71f969362dfd7489a955a0a5b00_FORMATO.png,4,COR,mei,Coritiba,Provável,1.0,4.81,-0.27,2.07,3,0.0,3.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Atlético-PR
Getterson Alves dos Santos,73340,Getterson,https://s.glbimg.com/es/sde/f/2017/05/12/c2b9040eda92184c6453ef41ede377fd_FORMATO.png,4,COR,ata,Coritiba,Nulo,0.0,0.73,0.0,-0.15,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Atlético-PR
Rildo de Andrade Felicissimo,73635,Rildo,https://s.glbimg.com/es/sde/f/2017/04/24/e5f2da8b1a9007eed27b4e7ae55d64c2_FORMATO.png,4,COR,ata,Coritiba,Dúvida,4.5,7.74,0.15,6.75,2,0.0,2.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Atlético-PR
Matheus Galdezani,82634,Matheus Galdezani,https://s.glbimg.com/es/sde/f/2017/04/24/d7ff115c90d6778d22e113333700259c_FORMATO.png,4,COR,mei,Coritiba,Provável,5.8,6.77,1.46,3.25,4,0.0,4.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Atlético-PR
Tomas Almino Bastos Silva,82817,Tomas Bastos,https://s.glbimg.com/es/sde/f/2017/05/12/49edceaecc771a87995470ae4d955ddc_FORMATO.png,4,COR,mei,Coritiba,Provável,2.1,14.79,0.36,4.88,4,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Atlético-PR
Jonas Gomes de Sousa,85586,Jonas,https://s.glbimg.com/es/sde/f/2017/04/24/d4c75e365c9c04af042bf7ff378d60c7_FORMATO.png,4,COR,mei,Coritiba,Nulo,0.0,5.99,-0.07,0.88,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Atlético-PR
Domilson Cordeiro dos Santos,94985,Dodô,https://s.glbimg.com/es/sde/f/2017/04/24/65670cbd709a8dd38cea2f806b28576c_FORMATO.png,4,COR,lat,Coritiba,Provável,8.3,10.69,1.38,5.47,4,0.0,5.0,1.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Casa,Atlético-PR
