"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","FT","PE","RB","SG","I","CV","DD","GS","G","PP","DP","GC"
"509","Pedro Tonon Geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2017/04/23/e509769d9e394ef42a8681bfdacc8283_FORMATO.png",80853,27,"GRE","zag","Provável",4.4,13.41,0.01,6.44,15,"Grêmio",2,4,11,3,4,11,NA,36,35,8,NA,NA,NA,NA,NA,NA,NA,NA
"510","Marcos Guilherme de Almeida Santos Matos","Marcos Guilherme ","https://s.glbimg.com/es/sde/f/2017/07/26/d3484768bc48ad214ba1ea35149b30ba_FORMATO.png",83266,27,"SAO","mei","Provável",0.8,10.33,-1.59,4.15,11,"São Paulo",NA,NA,7,4,NA,6,1,23,8,NA,NA,NA,NA,NA,4,NA,NA,NA
"511","Helton Brant Aleixo Leite","Helton Leite","https://s.glbimg.com/es/sde/f/2016/05/20/5fd57defcef29c5cd30495ee3eb4e67f_FORMATO.png",79973,27,"BOT","gol","Nulo",0,3.32,0,1,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"512","Gilberto Moraes Júnior","Gilberto ","https://s.glbimg.com/es/sde/f/2017/07/11/6b5408cf6a95787a4a68b548a6d31752_FORMATO.png",80313,27,"VAS","lat","Contundido",0,11.09,0,4.34,20,"Vasco",1,6,28,2,7,28,1,91,54,4,2,NA,NA,NA,NA,NA,NA,NA
"513","Mayke Rocha de Oliveira","Mayke","https://s.glbimg.com/es/sde/f/2017/05/19/0c4040195eb2210f37198e62876f4dc1_FORMATO.png",81150,27,"PAL","lat","Provável",0,7.91,0,3.65,18,"Palmeiras",NA,3,32,NA,2,10,NA,38,30,7,3,NA,NA,NA,1,NA,NA,NA
"514","Thallyson Augusto Tavares Dias","Thallyson","https://s.glbimg.com/es/sde/f/2017/06/07/cd71ce4201f13139db63ac6e182e85a7_FORMATO.png",81219,27,"VIT","lat","Contundido",0,0.96,0,0.87,6,"Vitória",NA,1,5,NA,1,3,NA,20,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"515","Frickson Rafael  Erazo Vivero","Erazo","https://s.glbimg.com/es/sde/f/2017/04/03/a0b75e2777a8e1b1844e5f2ff9caa182_FORMATO.png",81223,27,"ATL","zag","Nulo",0,3.98,0,0.15,2,"Atlético-MG",NA,1,3,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"516","Juan Ramón Cazares Sevillano","Cazares","https://s.glbimg.com/es/sde/f/2017/04/03/6ccb564ce56c9f6aad79040ab5f8f570_FORMATO.png",81682,27,"ATL","mei","Provável",1.4,8.8,-0.67,3.25,22,"Atlético-MG",7,NA,21,16,21,11,NA,76,8,NA,1,NA,NA,NA,3,1,NA,NA
"517","Clayton Silveira da Silva","Clayton","https://s.glbimg.com/es/sde/f/2017/08/25/b1bd13510c1d64d8d7f7058a48c1acdb_FORMATO.png",81770,27,"ATL","ata","Nulo",0,6.29,0.08,1.74,7,"Atlético-MG",NA,NA,7,NA,1,NA,NA,9,1,NA,NA,NA,NA,NA,2,NA,NA,NA
"518","José Henrique da Silva Dourado","Henrique Dourado","https://s.glbimg.com/es/sde/f/2017/07/25/74fe5365c7b46c57003665b15a0d770a_FORMATO.png",81905,27,"FLU","ata","Provável",1.4,21.54,0.3,5.76,21,"Fluminense",2,4,55,12,9,42,NA,56,9,NA,7,NA,NA,NA,14,NA,NA,NA
"519","Andrés Lorenzo Ríos","Andrés Ríos","https://s.glbimg.com/es/sde/f/2017/07/11/a3b10554f6896bd025dfd3eaf5f9ce80_FORMATO.png",81684,27,"VAS","ata","Suspenso",-0.7,3.64,-1.74,3.09,7,"Vasco",1,1,19,1,6,10,NA,15,7,NA,1,1,NA,NA,2,NA,NA,NA
"520","Oswaldo José Henríquez Bocanegra","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2016/05/01/49c33afe8104b8c052fd2c593fca02e5_FORMATO.png",81241,27,"SPO","zag","Provável",2.3,5.5,0.35,4.41,12,"Sport",NA,3,13,1,4,3,NA,19,27,4,NA,NA,NA,NA,NA,NA,NA,NA
"521","Wellington Simião","Wellington Simião","https://s.glbimg.com/es/sde/f/2017/05/17/952fdde5f058594fa74d531f91c1abf3_FORMATO.png",81903,27,"AVA","mei","Provável",-0.5,2.56,-0.36,1.23,23,"Avaí",NA,3,20,3,7,28,1,40,10,NA,3,NA,NA,NA,2,NA,NA,NA
"522","Moisés Wolschick","Moisés","https://s.glbimg.com/es/sde/f/2017/04/25/59ac946a38de5a26b19ffc56c68885dc_FORMATO.png",82567,27,"CHA","mei","Nulo",0,1.8,0,1.4,2,"Chapecoense",NA,NA,1,NA,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","Christian Alberto Cueva Bravo","Cueva","https://s.glbimg.com/es/sde/f/2017/08/24/9ea34016bae7f001bbb849c8d907c1f4_FORMATO.png",82411,27,"SAO","mei","Provável",0,11.4,0,4.03,20,"São Paulo",4,3,16,6,9,32,1,78,33,NA,5,NA,NA,NA,2,1,NA,NA
"524","Douglas Coutinho Gomes de Souza","Douglas Coutinho ","https://s.glbimg.com/es/sde/f/2017/04/23/21b6dbe5807688ac8d5a82327a8cc1a4_FORMATO.png",82469,27,"ATL","ata","Nulo",0,2.46,0,1.03,16,"Atlético-PR",1,NA,9,7,6,12,NA,28,5,NA,3,NA,NA,NA,NA,NA,NA,NA
"525","Mauro Job Pontes Junior","Maurinho","https://s.glbimg.com/es/sde/f/2017/07/18/2663f3e84140665568c8164f03afc235_FORMATO.png",82625,27,"AVA","ata","Nulo",0,2.47,0,0.53,3,"Avaí",NA,NA,NA,NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","Reginaldo Manoel da Silva Júnior","Reginaldo","https://s.glbimg.com/es/sde/f/2017/07/25/4caba62b4f978cd6db2e589843899fbd_FORMATO.png",82515,27,"FLU","zag","Provável",0,4.24,-0.29,3.41,12,"Fluminense",NA,1,15,NA,2,9,NA,44,31,1,NA,NA,NA,NA,NA,NA,NA,NA
"527","Matheus Galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2017/04/24/d7ff115c90d6778d22e113333700259c_FORMATO.png",82634,27,"COR","mei","Provável",2.1,7.94,-1.11,2.94,25,"Coritiba",1,6,48,13,16,45,NA,100,47,NA,1,NA,NA,NA,1,NA,NA,NA
"528","Leonardo Pinheiro da Conceição","Léo","https://s.glbimg.com/es/sde/f/2017/07/25/a991dde92eec83e89482b3d11115669f_FORMATO.png",85626,27,"FLU","lat","Nulo",0,3.06,0,1.01,18,"Fluminense",1,2,39,2,2,7,NA,41,15,2,3,NA,NA,NA,1,NA,NA,NA
"529","Alan Henrique Costa","Alan Costa","https://s.glbimg.com/es/sde/f/2017/05/28/e1ec05f6af0ed5e2047bfa90f97426f7_FORMATO.png",82613,27,"VIT","zag","Nulo",0,8.16,0,2.91,7,"Vitória",1,NA,4,NA,2,3,NA,12,8,1,1,NA,NA,NA,NA,NA,NA,NA
"530","Vitor Prada Macaneiro","Vitor Prada","https://s.glbimg.com/es/sde/f/2015/07/22/038dbc80052b6760a2b49d76733db416_FORMATO.jpeg",81094,27,"AVA","gol","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","Leonardo Artur de Melo","Léo Artur","https://s.glbimg.com/es/sde/f/2017/06/22/815076c3546beb2abb2496060f51deeb_FORMATO.png",82644,27,"PON","mei","Nulo",0,1.98,0,0.61,14,"Ponte Preta",1,1,16,4,7,5,NA,30,3,NA,4,NA,NA,NA,1,NA,NA,NA
"532","André Andrade de Castro","André Castro","https://s.glbimg.com/es/sde/f/2017/05/11/9b573723fd4d39c5179b8dfc70e31b3f_FORMATO.png",82754,27,"ATL","mei","Nulo",-0.5,1.95,-0.11,1.18,22,"Atlético-GO",NA,3,23,1,3,10,NA,39,28,NA,1,NA,NA,NA,NA,NA,NA,NA
"533","Tomas Almino Bastos Silva","Tomas Bastos","https://s.glbimg.com/es/sde/f/2017/05/12/49edceaecc771a87995470ae4d955ddc_FORMATO.png",82817,27,"COR","mei","Nulo",0,11.25,0,2.45,12,"Coritiba",1,2,16,6,8,8,NA,28,8,NA,1,NA,NA,NA,2,NA,NA,NA
"534","Gilvan Souza Correa","Gilvan","https://s.glbimg.com/es/sde/f/2017/07/15/ebd13d8be899ba33a4d355f813dae956_FORMATO.png",82773,27,"ATL","zag","Provável",-0.2,3.95,-0.27,2.8,14,"Atlético-GO",NA,3,18,2,5,8,1,27,14,2,1,NA,NA,NA,2,NA,NA,NA
"535","Régis Augusto Salmazzo","Régis","https://s.glbimg.com/es/sde/f/2017/07/28/be592601ede31cf42b7b958372472345_FORMATO.png",82647,27,"BAH","mei","Nulo",1.2,14.67,0.09,3.09,18,"Bahia",5,1,9,3,3,12,NA,35,8,NA,2,NA,NA,NA,3,NA,NA,NA
"536","Rómulo Otero Vásquez","Otero","https://s.glbimg.com/es/sde/f/2017/04/03/9fe40eece7847c6e2d8feca1248f43a9_FORMATO.png",83004,27,"ATL","mei","Dúvida",3.4,7.38,0.3,2.72,18,"Atlético-MG",NA,5,16,7,13,30,1,14,12,NA,NA,NA,NA,NA,2,NA,NA,NA
"537","Patrick Bezerra do Nascimento","Patrick","https://s.glbimg.com/es/sde/f/2017/06/07/0219a437ca7aaad582008a68c498172f_FORMATO.png",83433,27,"SPO","mei","Dúvida",6,11.1,1.8,5.07,20,"Sport",NA,3,34,4,6,29,NA,60,64,NA,NA,1,NA,NA,2,NA,NA,NA
"538","Matheus Antunes Ribeiro","Matheus Ribeiro","https://s.glbimg.com/es/sde/f/2017/05/02/3592f0162c6d3041f5e47fca40d7d1a3_FORMATO.png",82943,27,"SAN","lat","Contundido",0,5.76,0,5.2,4,"Santos",NA,1,2,1,1,1,NA,6,2,4,NA,NA,NA,NA,NA,NA,NA,NA
"539","José Rafael Vivian","Zé Rafael ","https://s.glbimg.com/es/sde/f/2017/07/28/ec8b41ce26f473fab0f1e1de432cc88f_FORMATO.png",82455,27,"BAH","mei","Provável",8.4,21.4,-1.29,6.9,26,"Bahia",4,4,49,20,14,89,NA,56,67,NA,7,NA,NA,NA,3,NA,NA,NA
"540","Tagueu Tadjo Diederrick Joel","Joel","https://s.glbimg.com/es/sde/f/2017/06/22/5c80b78fe327f41b3b8afc79d10defed_FORMATO.png",82787,27,"AVA","ata","Provável",1.9,3.87,0.48,2.13,20,"Avaí",NA,1,33,7,10,22,1,23,15,NA,10,1,NA,NA,3,NA,NA,NA
"541","Rafael Thyere Albuquerque Marques","Rafael Thyere","https://s.glbimg.com/es/sde/f/2017/04/23/e94d073bb6cefa100cd1ed8d0f8a6291_FORMATO.png",83048,27,"GRE","zag","Nulo",0,5.3,0,2.4,10,"Grêmio",NA,1,7,1,1,7,NA,15,7,3,NA,NA,NA,NA,1,NA,NA,1
"542","Leandro Alves de Carvalho","Leandrinho","https://s.glbimg.com/es/sde/f/2016/05/20/5f4b91fa5fbbd56dc1f2fe3f094cbb22_FORMATO.png",89885,27,"BOT","mei","Contundido",0,3.07,0,3.02,6,"Botafogo",NA,1,5,1,NA,6,NA,10,8,NA,NA,NA,NA,NA,1,NA,NA,NA
"543","Thiago Martins Bueno","Thiago Martins","https://s.glbimg.com/es/sde/f/2017/09/07/d55c81f15aa3706081ec50077f850588_FORMATO.png",83615,27,"BAH","zag","Nulo",0,3.76,0,-0.45,2,"Bahia",NA,NA,1,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","Fagner Ironi Daponte","Fagner Alemão","https://s.glbimg.com/es/sde/f/2017/04/28/d93e226df0beb6346213a1a809c8f7fc_FORMATO.png",83522,27,"AVA","lat","Provável",6.4,10.63,0.71,4.26,23,"Avaí",1,3,13,1,5,21,NA,61,39,9,5,NA,NA,NA,NA,NA,NA,NA
"545","Júlio César Czarnerski","Júlio César ","https://s.glbimg.com/es/sde/f/2017/08/01/7fd52e821c863a2418597f0e308c8c5d_FORMATO.png",83813,27,"CHA","ata","Nulo",0,2.91,0,1.18,5,"Chapecoense",NA,NA,4,1,2,4,NA,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","Agustín Lionel Allione","Allione","https://s.glbimg.com/es/sde/f/2017/07/28/6812735b40cc133a5014b3d5b57d96c0_FORMATO.png",84585,27,"BAH","mei","Provável",0,9.41,0,2.42,15,"Bahia",4,3,12,3,1,18,1,49,17,NA,4,NA,NA,NA,NA,NA,NA,NA
"547","Diego Barbosa Tavares","Diego Tavares","https://s.glbimg.com/es/sde/f/2017/05/17/c261da9d51b45bfbc208b291429eb1f8_FORMATO.png",83869,27,"AVA","lat","Nulo",0,5.65,0,2.71,12,"Avaí",NA,1,10,NA,4,13,NA,15,6,5,1,NA,NA,NA,NA,NA,NA,NA
"548","Clayson Henrique da Silva Vieira","Clayson","https://s.glbimg.com/es/sde/f/2017/05/18/5ec8e0ccfc4a2b49432bdbb44001e999_FORMATO.png",83817,27,"COR","ata","Nulo",16.9,17.61,1.64,4.08,20,"Corinthians",3,3,14,5,8,15,NA,44,17,NA,4,NA,NA,NA,6,NA,NA,NA
"549","Antônio Filipe Gonzaga de Aquino","Feijão","https://s.glbimg.com/es/sde/f/2017/07/28/42cedaedc830335fd6d9306c19f33aa5_FORMATO.png",84313,27,"BAH","mei","Nulo",0,1.41,0.02,-0.78,5,"Bahia",NA,2,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","Denilson Pereira Junior","Denilson","https://s.glbimg.com/es/sde/f/2017/06/09/1733878d67ca979f4e3dabc8e12db8a0_FORMATO.png",84718,27,"SAO","ata","Nulo",0,2.92,0,1.77,13,"São Paulo",1,NA,6,4,5,10,NA,25,5,NA,1,NA,NA,NA,1,NA,NA,NA
"551","Judson Silva Tavares","Judson","https://s.glbimg.com/es/sde/f/2017/04/28/5423c8443b5f4d0ce027e1d31b9aa3ff_FORMATO.png",84691,27,"AVA","mei","Suspenso",3.5,4.57,0.36,1.22,24,"Avaí",1,9,55,3,9,17,NA,54,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Luan Peres Petroni","Luan Peres ","https://s.glbimg.com/es/sde/f/2017/06/01/3543e150d67d69e4fd1bd3112e7533b6_FORMATO.png",84847,27,"PON","zag","Nulo",-0.8,2.23,-1.47,2.49,10,"Ponte Preta",NA,3,4,1,NA,6,NA,16,11,3,NA,NA,NA,NA,NA,NA,NA,NA
"553","José Romário Silva de Souza","Romarinho","https://s.glbimg.com/es/sde/f/2017/08/26/fb26a91beb9aabe50f87d6ada73eff58_FORMATO.png",84523,27,"FLU","ata","Nulo",1.2,1.12,0.14,0.8,2,"Fluminense",NA,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Nilton Soares Rodrigues","Niltinho","https://s.glbimg.com/es/sde/f/2017/07/05/f10b19ee0f7e394c770fa6f2348452e4_FORMATO.png",84703,27,"ATL","ata","Dúvida",6.6,5.12,1.23,1.85,17,"Atlético-GO",1,1,18,2,7,32,NA,24,9,NA,3,NA,NA,NA,1,NA,NA,NA
"555","Erik Nascimento Lima","Erik","https://s.glbimg.com/es/sde/f/2017/04/18/88bed79a8233a59ca86c67f41db42e85_FORMATO.png",84848,27,"PAL","ata","Nulo",0,4.34,0,2.34,7,"Palmeiras",1,NA,7,1,2,7,NA,8,7,NA,1,NA,NA,NA,NA,NA,NA,NA
"556","Lucas Daniel Romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2017/04/22/b6fe7636fd7cb1575efdcbdfbd2dbd54_FORMATO.png",84558,27,"CRU","mei","Nulo",-0.3,7.66,-0.69,3.5,21,"Cruzeiro",2,2,25,1,5,22,NA,55,43,NA,NA,NA,NA,NA,1,NA,NA,NA
"557","Toshiya Tojo","Toshi","https://s.glbimg.com/es/sde/f/2017/04/28/5e3d92955c32b6c74898e471661e6390_FORMATO.png",82791,27,"AVA","ata","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","Hueglo Neris dos Santos","Neris","https://s.glbimg.com/es/sde/f/2017/05/19/d5efc40b12f0c9d9a37828480a468f75_FORMATO.png",83786,27,"SPO","zag","Contundido",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","Raul Prata","Raul Prata","https://s.glbimg.com/es/sde/f/2017/05/01/bc801f0b347f5e9b99972901cf4ecefd_FORMATO.png",84855,27,"SPO","lat","Provável",7.3,5.81,0.77,5.5,9,"Sport",1,1,9,1,5,7,NA,37,23,3,NA,NA,NA,NA,NA,NA,NA,NA
"560","Claudinei dos Santos Oliveira","Claudinei Oliveira","https://s.glbimg.com/es/sde/f/2017/04/28/1e4e67f7f6051b298a7679a0b9d1d0c8_FORMATO.png",84761,27,"AVA","tec","Provável",0.83,7.66,-0.18,3.2,27,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Alberto Valentim do Carmo Neto","Alberto Valentim","https://s.glbimg.com/es/sde/f/2017/10/13/eb83ab3bc8ab396e846e058adad3f4f4_FORMATO.png",84863,27,"PAL","tec","Provável",0,14.44,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","Alex da Silva","Alex Silva","https://s.glbimg.com/es/sde/f/2017/05/19/2b09d527bb18b6dca83703fbbe498920_FORMATO.png",84861,27,"ATL","lat","Nulo",0,5.29,0,3.27,12,"Atlético-MG",3,5,24,1,2,19,NA,36,18,3,1,NA,NA,NA,NA,NA,NA,NA
"563","Elosman Euller Silva Cavalcanti","Euller ","https://s.glbimg.com/es/sde/f/2017/02/20/45d2685cedfee93ebf07f010f670c2ef_FORMATO.png",84890,27,"VIT","lat","Nulo",0,6.31,0,2.35,2,"Vitória",NA,NA,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"564","Henrique Silva Milagres","Henrique","https://s.glbimg.com/es/sde/f/2017/04/24/98783f94705be5ed728032062068f73c_FORMATO.png",84893,27,"VAS","lat","Nulo",0,8.37,0,3.35,15,"Vasco",2,1,19,3,1,23,NA,38,20,3,2,NA,NA,NA,NA,NA,NA,NA
"565","Yago Henrique Severino dos Santos","Yago","https://s.glbimg.com/es/sde/f/2017/04/03/bd1a20fcc43bf36e13dd321aa526e278_FORMATO.png",84926,27,"ATL","mei","Nulo",0,1.51,0,1,16,"Atlético-MG",NA,4,19,5,4,7,NA,43,16,NA,NA,NA,NA,NA,1,NA,NA,NA
"566","Lucas Henrique Frigeri","Lucas Frigeri","https://s.glbimg.com/es/sde/f/2017/08/31/69342a674d05e1477ff2f22b57ea61ac_FORMATO.png",84854,27,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","Jefferson Gabriel Orejuela Izquierdo","Orejuela","https://s.glbimg.com/es/sde/f/2017/07/25/8654cd4e835c77cc1301a2b0c7faa426_FORMATO.png",87874,27,"FLU","mei","Dúvida",0,8.44,0,1.18,20,"Fluminense",NA,2,23,NA,NA,23,NA,39,26,NA,NA,1,NA,NA,NA,NA,NA,NA
"568","Lucas Cândido Silva","Lucas Cândido","https://s.glbimg.com/es/sde/f/2017/04/03/3ce5d2322ae49cd21e272911d9992c4a_FORMATO.png",84851,27,"ATL","mei","Contundido",0,4,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","Jeferson de Araújo de Carvalho","Jeferson","https://s.glbimg.com/es/sde/f/2017/05/02/771b51917a7ef2187ffea3d1e0fc9277_FORMATO.png",84917,27,"PON","lat","Nulo",-1,5.43,-0.7,3.76,13,"Ponte Preta",1,3,15,NA,3,7,NA,51,16,8,NA,NA,NA,NA,NA,NA,NA,NA
"570","Danilo Carvalho Barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2017/07/27/d723ec6d814e9da06bc634113e22711d_FORMATO.png",84382,27,"PON","mei","Nulo",-0.4,4.98,0.12,2.07,12,"Ponte Preta",2,2,21,7,3,11,1,48,11,NA,2,NA,NA,NA,1,NA,NA,NA
"571","Raphael Guimarães de Paula","Dodô","https://s.glbimg.com/es/sde/f/2017/04/24/d75b985086acd9eb03422fe01ce0693f_FORMATO.png",84927,27,"CHA","mei","Nulo",0,4.26,0,1.9,2,"Chapecoense",1,NA,2,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","Elder Santana Conceição","Elder Santana","https://s.glbimg.com/es/sde/f/2017/06/15/1dcf005eb752d162ab97dbe8abe498a8_FORMATO.png",84925,27,"ATL","ata","Nulo",0,1.4,0,1.95,2,"Atlético-MG",NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","Vinicius Silvestre da Costa","Vinicius Silvestre","https://s.glbimg.com/es/sde/f/2016/05/01/31d846d7d2c8a7f4d827850b61996f45_FORMATO.png",85083,27,"PAL","gol","Nulo",0,2,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","Lucas Otávio Veiga Lopes","Lucas Otávio ","https://s.glbimg.com/es/sde/f/2017/04/28/c9abc289eaace4a40039be6a64b6711d_FORMATO.png",84896,27,"AVA","mei","Provável",0,2.81,0,0.82,8,"Avaí",NA,NA,2,NA,NA,1,NA,3,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"575","Robert Gonçalves Santos","Robert ","https://s.glbimg.com/es/sde/f/2017/07/25/226d7cc723b857ba53068c1a96fe941d_FORMATO.png",85121,27,"FLU","mei","Nulo",0,3.15,0,0.95,2,"Fluminense",NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","Ronaldo Henrique Ferreira da Silva","Ronaldo","https://s.glbimg.com/es/sde/f/2016/05/01/2e217ce29ea48d7d573c191fa21e67d5_FORMATO.png",85149,27,"SPO","mei","Nulo",0,3.2,0,2.3,1,"Sport",NA,NA,2,NA,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","Yerry Fernando Mina González","Yerry Mina","https://s.glbimg.com/es/sde/f/2017/04/18/5d127fbc9c3d26f69de26952da18b809_FORMATO.png",85241,27,"PAL","zag","Contundido",0,14.96,0,4.14,11,"Palmeiras",1,4,19,3,4,10,NA,29,17,4,2,NA,NA,NA,1,NA,NA,NA
"578","Thalles Lima","Thalles","https://s.glbimg.com/es/sde/f/2017/04/24/3201728e4a68e69b6c3e6fc2f8f5b1e1_FORMATO.png",85211,27,"VAS","ata","Provável",0,3.49,0,1.54,10,"Vasco",NA,4,12,3,7,11,NA,10,2,NA,1,NA,NA,NA,2,NA,NA,NA
"579","Wanderson Ferreira de Oliveira","Valdívia","https://s.glbimg.com/es/sde/f/2017/05/31/6bc774b62632d57e756a9e0533fcfd85_FORMATO.png",85423,27,"ATL","mei","Provável",8,9.07,1.17,3.51,15,"Atlético-MG",1,NA,9,13,12,27,NA,41,13,NA,1,NA,NA,NA,1,NA,NA,NA
"580","Orlando Enrique Berrío Meléndez","Berrío ","https://s.glbimg.com/es/sde/f/2017/08/16/8f979b78f3df5801a77118cd72b411c6_FORMATO.jpeg",85300,27,"FLA","ata","Provável",-4.4,2.91,-0.52,0.58,17,"Flamengo",1,4,16,2,2,10,NA,37,5,NA,2,NA,NA,NA,2,NA,NA,NA
"581","Jonas Gomes de Sousa","Jonas","https://s.glbimg.com/es/sde/f/2017/04/24/d4c75e365c9c04af042bf7ff378d60c7_FORMATO.png",85586,27,"COR","mei","Provável",0,7.33,0,2.89,20,"Coritiba",NA,6,41,NA,8,20,NA,51,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","João Paulo Silva Martins","João Paulo","https://s.glbimg.com/es/sde/f/2017/05/02/f85d6ca954388c9c5635f0e28f95b5cf_FORMATO.png",85425,27,"SAN","gol","Nulo",0,2.97,0,10.7,1,"Santos",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,NA,NA
"583","Marcos Felipe de Freitas Monteiro","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2017/07/25/71f2d737b67ea5f20138c4871f667000_FORMATO.png",85004,27,"FLU","gol","Nulo",0,3,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","Artur Sérgio Batista de Souza","Artur","https://s.glbimg.com/es/sde/f/2017/05/02/5c01ab099352ecad2baaa0a00f978720_FORMATO.png",85591,27,"PON","lat","Contundido",0,4,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","Hyoran Kaue Dalmoro","Hyoran","https://s.glbimg.com/es/sde/f/2017/02/19/1ec83086a8ae2fe33a1e88113fff1ac1_FORMATO.png",85931,27,"PAL","mei","Nulo",0,3.59,0,3.47,3,"Palmeiras",NA,NA,2,1,NA,1,NA,5,2,NA,NA,NA,NA,NA,1,NA,NA,NA
"586","Daniel Guedes da Silva","Daniel Guedes ","https://s.glbimg.com/es/sde/f/2017/05/02/700b428f14849c2f8f5eb9286d7adf03_FORMATO.png",88225,27,"SAN","lat","Provável",-1.1,3.8,-0.84,3.61,11,"Santos",1,2,24,1,2,13,NA,22,12,6,NA,2,NA,NA,1,NA,NA,NA
"587","Jean Patrick Reis","Jean Patrick","https://s.glbimg.com/es/sde/f/2017/07/04/96daa554c0f24c012a1cb27045d67975_FORMATO.png",88379,27,"PON","lat","Nulo",-1.3,2.81,-2.27,3.88,5,"Ponte Preta",NA,NA,7,NA,NA,2,NA,4,3,2,NA,NA,NA,NA,1,NA,NA,NA
"588","Jandrei Chitolina Carniel","Jandrei","https://s.glbimg.com/es/sde/f/2017/05/04/e34c217d3230604bddf15c133fde3fd2_FORMATO.png",86508,27,"CHA","gol","Provável",-4.1,4.03,-1.83,1.41,26,"Chapecoense",NA,1,NA,NA,NA,10,NA,25,NA,7,NA,NA,28,39,NA,NA,NA,NA
"589","Miguel Angel Borja Hernandez","Borja","https://s.glbimg.com/es/sde/f/2017/04/23/4b0f5cd460ee874344bfbfd4e3eef9a6_FORMATO.png",86120,27,"PAL","ata","Nulo",0.2,14.73,-0.18,1.9,17,"Palmeiras",NA,3,17,6,16,12,NA,19,4,NA,3,NA,NA,NA,3,NA,NA,NA
"590","Richard Cândido Coelho","Richard","https://s.glbimg.com/es/sde/f/2017/08/19/525a2fd7bb807a508e3f99a5d1285034_FORMATO.png",86711,27,"FLU","mei","Provável",6.1,3.07,1.42,3.83,3,"Fluminense",NA,NA,4,NA,1,2,NA,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
