"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","FT","G","PE","RB","I","SG","CV","DD","GS","PP","DP","GC"
"277","Guilherme Antonio Arana Lopes","Guilherme Arana","https://s.glbimg.com/es/sde/f/2017/04/23/a4d7cefcde751da5dcf52b042baafbb5_FORMATO.png",87228,29,"COR","lat","Provável",6.4,10.34,0.82,3.93,25,"Corinthians",2,4,18,2,4,30,NA,2,84,13,4,15,NA,NA,NA,NA,NA,NA
"278","Rodrigo de Souza Prado","Rodrigão","https://s.glbimg.com/es/sde/f/2017/04/25/3901e3335987512552a1dcdc23413368_FORMATO.png",87398,29,"ATL","zag","Nulo",0,2.97,0,2.8,3,"Atlético-MG",NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA
"279","Yago Felipe da Costa Rocha","Yago","https://s.glbimg.com/es/sde/f/2017/06/22/23cefb71d6b2d4a53d900e9e4e2abfee_FORMATO.png",87747,29,"VIT","mei","Provável",2.3,2.83,0.63,1.94,20,"Vitória",NA,4,27,7,8,37,NA,2,45,19,1,NA,1,NA,NA,NA,NA,NA
"280","Vitor Frezarin Bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2016/05/01/6a51ac71a5e8a928c9cf1b71c2db243b_FORMATO.png",87552,29,"SAN","mei","Contundido",0,9.29,0,1.51,8,"Santos",NA,2,6,1,4,12,NA,NA,20,9,NA,NA,NA,NA,NA,NA,NA,NA
"281","Walter Kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2017/04/23/42279ad5c60655b3336944e26189eda5_FORMATO.png",87342,29,"GRE","zag","Nulo",11.2,10.9,1.06,3.18,19,"Grêmio",NA,7,27,NA,3,13,1,NA,39,26,3,9,NA,NA,NA,NA,NA,NA
"282","Caíque Silva Sá","Caíque Sá","https://s.glbimg.com/es/sde/f/2017/05/28/8c084fed591a67a554da06e53f403549_FORMATO.png",87437,29,"VIT","lat","Provável",0.3,2.84,-0.32,2.98,13,"Vitória",NA,2,30,2,7,16,NA,NA,51,23,2,4,NA,NA,NA,NA,NA,NA
"283","Emilio Enrique Zeballos Gutiérrez","Zeballos","https://s.glbimg.com/es/sde/f/2017/04/25/002d92dbfd9e5915f565d1ba437c95d5_FORMATO.png",87859,29,"CHA","lat","Nulo",0,3,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Luiz Humberto da Silva Silva","Beto da Silva","https://s.glbimg.com/es/sde/f/2017/04/23/0cfa7b8af32ec84883ccf9a0d610b0d0_FORMATO.png",87028,29,"GRE","ata","Nulo",-0.5,2.87,0.23,1.13,6,"Grêmio",NA,1,5,NA,NA,4,NA,1,2,2,3,NA,NA,NA,NA,NA,NA,NA
"285","Leonardo Araújo dos Santos","Léo Santos","https://s.glbimg.com/es/sde/f/2017/04/24/6b4eee4e3d34200c6f23e434a79f4af3_FORMATO.png",87743,29,"COR","ata","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Matheus Reis de Lima","Matheus Reis","https://s.glbimg.com/es/sde/f/2017/07/28/c0ea66c25e44744e6dca2de152c06395_FORMATO.png",87486,29,"BAH","lat","Provável",0,5.29,0,2.2,17,"Bahia",1,4,25,1,1,22,NA,NA,51,15,NA,6,NA,NA,NA,NA,NA,NA
"287","Felipe Gedoz da Conceição","Felipe Gedoz ","https://s.glbimg.com/es/sde/f/2017/04/23/b22d35fda6b1ebe5b12170bfaf1dced7_FORMATO.png",87864,29,"ATL","mei","Nulo",0.5,7.41,-0.34,2.3,11,"Atlético-PR",1,1,11,5,8,16,1,2,33,3,4,NA,NA,NA,NA,1,NA,NA
"288","Jefferson Gabriel Orejuela Izquierdo","Orejuela","https://s.glbimg.com/es/sde/f/2017/07/25/8654cd4e835c77cc1301a2b0c7faa426_FORMATO.png",87874,29,"FLU","mei","Nulo",0,8.44,0,1.18,20,"Fluminense",NA,2,23,NA,NA,23,NA,NA,39,26,NA,NA,1,NA,NA,NA,NA,NA
"289","Giorgian Daniel de Arrascaeta Benedetti","Arrascaeta","https://s.glbimg.com/es/sde/f/2017/04/05/c7a931941057f3ba5a13209ed19a41f1_FORMATO.png",87863,29,"CRU","mei","Nulo",-0.3,7.39,-0.07,2.66,10,"Cruzeiro",NA,1,9,10,7,20,NA,1,39,7,NA,NA,NA,NA,NA,NA,NA,NA
"290","Santiago Tréllez Vivero","Tréllez","https://s.glbimg.com/es/sde/f/2017/08/30/598c84f830fc79d588e9be7667c7c973_FORMATO.png",87679,29,"VIT","ata","Provável",6.8,6.09,1.1,4.01,15,"Vitória",1,2,40,6,9,9,3,7,34,5,5,NA,NA,NA,NA,NA,NA,NA
"291","Geremias Ribeiro Júnior","Júnior","https://s.glbimg.com/es/sde/f/2017/06/09/2e36d120085f3fb7908f2921ee4c592e_FORMATO.png",87946,29,"VIT","ata","Contundido",0,1.02,0,0.7,6,"Vitória",NA,NA,1,NA,1,3,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"292","Warian dos Santos Souza","Warian Santos ","https://s.glbimg.com/es/sde/f/2017/04/20/1a20f671d81a1495fe94257a7faedb29_FORMATO.png",88030,29,"COR","mei","Nulo",0,1,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Gustavo Henrique Furtado Scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2017/07/25/d139933474f638abe42c53dcd21a981b_FORMATO.png",87999,29,"FLU","mei","Provável",10.5,13.69,1.16,4.08,27,"Fluminense",8,NA,18,26,28,42,2,1,146,25,2,NA,NA,NA,NA,NA,NA,NA
"294","Fernando Alexander Guerrero Vásquez","Fernando Guerrero","https://s.glbimg.com/es/sde/f/2017/08/17/e1574093b8b1ab5f5337d0aefef4d120_FORMATO.png",87872,29,"CHA","mei","Nulo",0,2.89,0,-1.5,2,"Chapecoense",NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Sergio Antonio Soler de Oliveira Junior","Serginho","https://s.glbimg.com/es/sde/f/2017/02/19/6aca0b072c6eeca65b6dc51c30de4a50_FORMATO.png",88002,29,"SAN","mei","Nulo",-1.2,1.27,-0.62,0.75,6,"Santos",NA,NA,3,1,2,1,1,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA
"296","Júnior Nazareno Sornoza Moreira","Sornoza","https://s.glbimg.com/es/sde/f/2017/07/25/622af95364dd391adb267d847b26b76d_FORMATO.png",87877,29,"FLU","mei","Nulo",8.9,14.1,0.2,3.71,8,"Fluminense",NA,1,6,1,2,3,1,2,19,10,NA,NA,NA,NA,NA,NA,NA,NA
"297","Ivan Quaresma da Silva","Ivan","https://s.glbimg.com/es/sde/f/2017/05/02/8546a4c5536f1d3e6ebc74e89daef4c3_FORMATO.png",88136,29,"PON","gol","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Ángel Rodrigo Romero Villamayor","Ángel Romero","https://s.glbimg.com/es/sde/f/2017/04/19/bb57c60e890655dd351f891eb27fdb2c_FORMATO.png",88323,29,"COR","ata","Provável",8.3,12.83,0.85,3.94,22,"Corinthians",2,8,29,9,6,65,NA,2,82,45,13,NA,NA,NA,NA,NA,NA,NA
"299","Ramon Menezes Roma","Ramon","https://s.glbimg.com/es/sde/f/2016/05/01/bf444d7eaf1a2853f33faef276c4a9a0_FORMATO.png",88087,29,"VIT","zag","Provável",3.2,4.98,1.01,2.3,16,"Vitória",NA,3,21,2,5,18,NA,NA,25,16,NA,5,NA,NA,NA,NA,NA,1
"300","Fabián Cornelio Balbuena González","Balbuena","https://s.glbimg.com/es/sde/f/2017/04/19/104f0248fd96daefe11d16e064dd8ce9_FORMATO.png",87887,29,"COR","zag","Provável",7.5,11.67,0.67,5.39,24,"Corinthians",1,5,12,1,5,16,NA,3,56,34,5,13,NA,NA,NA,NA,NA,NA
"301","Lucas da Silva Rocha","Lucas Rocha","https://s.glbimg.com/es/sde/f/2017/07/11/de8c5e7398d3dece81fa05f35abe0764_FORMATO.png",94119,29,"VAS","zag","Nulo",0,2.99,0,3.95,2,"Vasco",NA,NA,1,NA,NA,3,NA,NA,5,2,NA,1,NA,NA,NA,NA,NA,NA
"302","Jean Patrick Reis","Jean Patrick","https://s.glbimg.com/es/sde/f/2017/07/04/96daa554c0f24c012a1cb27045d67975_FORMATO.png",88379,29,"PON","lat","Provável",0.9,3.08,0.27,3.38,6,"Ponte Preta",NA,NA,7,NA,NA,5,NA,1,6,3,NA,2,NA,NA,NA,NA,NA,NA
"303","Brenner Marlos Varanda de Oliveira","Brenner","https://s.glbimg.com/es/sde/f/2017/07/21/eba301f5c887ff5cf7a3f94b5f6eb918_FORMATO.png",80080,29,"BOT","ata","Provável",1.6,6.41,0.37,4.21,10,"Botafogo",1,NA,12,1,6,10,NA,4,8,4,7,NA,NA,NA,NA,NA,NA,NA
"304","Daniel Guedes da Silva","Daniel Guedes ","https://s.glbimg.com/es/sde/f/2017/05/02/700b428f14849c2f8f5eb9286d7adf03_FORMATO.png",88225,29,"SAN","lat","Provável",0.6,3.95,0.2,3.03,13,"Santos",1,2,25,1,2,13,NA,1,27,13,NA,6,2,NA,NA,NA,NA,NA
"305","José Rogério de Oliveira","Rogério","https://s.glbimg.com/es/sde/f/2016/08/31/6340e77cb18143e838ae03747e59b459_FORMATO.png",73540,29,"SPO","ata","Nulo",8.8,7.51,1.37,2.37,18,"Sport",1,NA,6,6,6,28,NA,2,44,8,NA,NA,NA,NA,NA,NA,NA,NA
"306","João Vitor Pereira de Alcantara","João Vitor ","https://s.glbimg.com/es/sde/f/2017/04/27/5e240c8d3c51257cd78fe820f6453aa5_FORMATO.png",88539,29,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Douglas Moreira Pires","Douglas Pires","https://s.glbimg.com/es/sde/f/2017/02/21/9cdc2aa37a7bf02a1d821f703b2ca8dd_FORMATO.png",73517,29,"BAH","gol","Nulo",0,4,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Bruno Fabiano Alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2017/08/23/21ca677e7d6a57d1dfb2b66e74d782f4_FORMATO.png",73620,29,"SAO","zag","Nulo",0,4.22,0,2.17,3,"São Paulo",NA,1,5,NA,NA,1,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"309","Vinicius Rodolfo de Souza Oliveira","Vinícius Tanque","https://s.glbimg.com/es/sde/f/2017/04/18/d77f484c8720a893fbf5031c19fd6349_FORMATO.png",88651,29,"BOT","ata","Nulo",0,2.03,-0.13,3.22,5,"Botafogo",NA,NA,2,NA,1,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Bruno Jacinto da Silva","Bruno Paulista","https://s.glbimg.com/es/sde/f/2017/07/08/baeb57a463f93f78065135fdc122eded_FORMATO.png",88933,29,"VAS","mei","Suspenso",0.7,5.35,-0.06,1.54,10,"Vasco",NA,6,10,5,7,15,NA,NA,22,13,1,NA,NA,NA,NA,NA,NA,NA
"311","Igor Ribeiro de Jesus","Igor","https://s.glbimg.com/es/sde/f/2017/08/30/e792b551e6a9ca62b2bb2b2d25533d6b_FORMATO.png",88667,29,"SPO","zag","Nulo",0,5.8,0,6.2,1,"Sport",NA,NA,2,NA,NA,2,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA
"312","Lucas David Pratto","Lucas Pratto","https://s.glbimg.com/es/sde/f/2017/02/18/2291ee0103b8af06799aee5ab657b149_FORMATO.png",73649,29,"SAO","ata","Provável",-2.7,13.95,-2.26,3.64,28,"São Paulo",4,2,37,26,34,29,NA,6,86,17,5,NA,1,NA,NA,1,NA,NA
"313","Wellington Silva Sanches Aguiar","Wellington Nem","https://s.glbimg.com/es/sde/f/2017/02/18/a23f9ff565dd24baa68eeca4461e1b86_FORMATO.png",73619,29,"SAO","ata","Contundido",0,7.13,0,1.52,10,"São Paulo",NA,2,10,1,2,20,NA,1,9,5,4,NA,NA,NA,NA,NA,NA,NA
"314","Rildo de Andrade Felicissimo","Rildo","https://s.glbimg.com/es/sde/f/2017/09/05/414cc739934721ba0e4da731953eaed8_FORMATO.png",73635,29,"COR","ata","Provável",2.1,9.05,-0.56,4.05,26,"Coritiba",2,3,30,6,6,96,NA,5,73,26,8,NA,NA,NA,NA,NA,NA,NA
"315","Jean Carlos de Souza Irmer","Jean","https://s.glbimg.com/es/sde/f/2017/04/06/d3926623525ad9fc2a3896099f523066_FORMATO.png",89150,29,"VAS","mei","Provável",0,10.2,0,3.76,26,"Vasco",1,9,52,5,10,36,NA,1,56,68,NA,NA,NA,NA,NA,NA,NA,NA
"316","João Pedro Maturano dos Santos","João Pedro ","https://s.glbimg.com/es/sde/f/2017/04/24/c6945a1446c818fed3c475afef47a6a8_FORMATO.png",89273,29,"CHA","lat","Contundido",0,5.87,0,2.3,1,"Chapecoense",NA,NA,NA,NA,1,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"317","Judivan Flor da Silva","Judivan ","https://s.glbimg.com/es/sde/f/2017/04/23/f49ad5df5316c41a536cbc083724ee17_FORMATO.png",89190,29,"CRU","ata","Nulo",0,4,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Ânderson Balbino Assis","Balbino","https://s.glbimg.com/es/sde/f/2016/04/30/aa305ef16d18275ce438c74c73d54e15_FORMATO.png",89227,29,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Maurício Andreazzi Pereira","Andreazzi","https://s.glbimg.com/es/sde/f/2017/04/24/2e3edae4ff2b6836e1ea7f55380193fa_FORMATO.png",89253,29,"BOT","mei","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Rodrigo Caio Roquette Russo","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2016/05/01/76c4acf534a1a01c922cb927acebb6e7_FORMATO.png",73800,29,"SAO","zag","Provável",4.1,9.53,0.2,2.56,24,"São Paulo",NA,8,17,2,8,15,1,NA,43,36,2,4,NA,NA,NA,NA,NA,NA
"321","John Lennon Silva Santos","Lennon","https://s.glbimg.com/es/sde/f/2017/05/03/d072e8eaeab8333c007a7cfb0af5aef4_FORMATO.png",73869,29,"CRU","lat","Nulo",0,3.09,0,-0.33,4,"Cruzeiro",NA,2,7,NA,NA,4,NA,NA,14,2,NA,1,NA,NA,NA,NA,NA,NA
"322","Lucas da Silva Izidoro","Lucas Mineiro","https://s.glbimg.com/es/sde/f/2017/04/24/a585ecd4b08d42c62414a32c9103edc3_FORMATO.png",90634,29,"CHA","mei","Nulo",0.5,2.59,-0.65,1.38,15,"Chapecoense",NA,4,35,1,4,11,NA,NA,19,25,NA,NA,NA,NA,NA,NA,NA,NA
"323","Marcos Vinícius de Jesus Araújo","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2017/07/14/dc2cc428ed447e7b65ffc2a9b54c02e8_FORMATO.png",73721,29,"BOT","mei","Nulo",7.1,6.77,1.01,3.2,15,"Botafogo",1,2,16,4,7,22,1,3,32,10,NA,NA,NA,NA,NA,NA,NA,NA
"324","Geuvânio Santos Silva","Geuvânio","https://s.glbimg.com/es/sde/f/2017/08/19/6ed768c25192e0409297a3bc10cc1eca_FORMATO.png",73896,29,"FLA","ata","Nulo",0,10.63,0,2.66,10,"Flamengo",NA,1,7,4,1,22,NA,NA,14,13,3,NA,NA,NA,NA,NA,NA,NA
"325","Jomar Herculano Lourenço","Jomar","https://s.glbimg.com/es/sde/f/2017/04/24/75a0f0b187c040aec0d014550c2e765e_FORMATO.png",73876,29,"VAS","zag","Nulo",0,1.5,0,0,5,"Vasco",NA,2,7,NA,NA,5,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA
"326","Carlos Eugenio Júnior Tavares dos Santos","Júnior Tavares","https://s.glbimg.com/es/sde/f/2017/02/09/25d0a51f886e8f5b2db83e4bea6a4e20_FORMATO.png",89343,29,"SAO","lat","Provável",-0.7,11.15,-0.91,3.83,20,"São Paulo",4,3,19,2,6,40,NA,NA,67,27,NA,4,NA,NA,NA,NA,NA,NA
"327","Matheus de Sales Cabral","Matheus Sales","https://s.glbimg.com/es/sde/f/2017/07/28/3f6f5e42ab4526ee91e011dab0d45545_FORMATO.png",89285,29,"BAH","mei","Nulo",0,3.41,0,2.02,10,"Bahia",1,3,12,1,2,11,NA,NA,19,15,1,NA,NA,NA,NA,NA,NA,NA
"328","Wanderson de Jesus Martins","Caju","https://s.glbimg.com/es/sde/f/2016/05/01/54af0c3c3d1522543c64c18ca5a50a22_FORMATO.png",89342,29,"SAN","lat","Nulo",0,3.83,0,3.3,1,"Santos",NA,NA,1,NA,NA,1,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA
"329","Alison Lopes Ferreira","Alison","https://s.glbimg.com/es/sde/f/2016/05/01/5cbe20aa51d06aff64b21ed5d19bf070_FORMATO.png",73974,29,"SAN","mei","Provável",0,6,0,3.37,18,"Santos",NA,3,24,NA,2,21,NA,1,31,40,NA,NA,NA,NA,NA,NA,NA,NA
"330","Walisson Moreira Farias Maia","Walisson Maia","https://s.glbimg.com/es/sde/f/2017/04/24/60830998fb2fc54f511a8d2b5c3a6f25_FORMATO.png",73991,29,"COR","zag","Nulo",0,4.44,0,2.37,11,"Coritiba",NA,NA,12,2,1,1,NA,NA,23,19,1,2,NA,NA,NA,NA,NA,1
"331","Saulo Ferreira Silva Nascimento","Saulo","https://s.glbimg.com/es/sde/f/2017/04/18/8fb7b68bea9068528d9381cfe5c0b32a_FORMATO.png",89492,29,"BOT","gol","Nulo",0,1.18,0,-2,1,"Botafogo",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Luiz Antonio de Souza Soares","Luiz Antonio ","https://s.glbimg.com/es/sde/f/2017/04/24/470fd6292588f4385e9c32a3aeef091c_FORMATO.png",74060,29,"CHA","mei","Provável",13.8,9.92,2.19,2.39,21,"Chapecoense",2,3,20,11,4,9,2,3,37,11,1,NA,NA,NA,NA,NA,NA,NA
"333","Leonan José Valandro Gomes","Leonan","https://s.glbimg.com/es/sde/f/2017/04/03/f7ef2c1763cfea19e19b624be9bd9f68_FORMATO.png",89693,29,"ATL","lat","Nulo",0,2.69,0,3.17,3,"Atlético-MG",NA,1,4,NA,NA,7,NA,NA,6,4,NA,1,NA,NA,NA,NA,NA,NA
"334","Héctor Canteros","Canteros","https://s.glbimg.com/es/sde/f/2017/08/26/8b500e8c0826bd7c342137f3449ddb7d_FORMATO.png",73918,29,"CHA","mei","Provável",12.9,7.26,2.22,4.42,6,"Chapecoense",1,2,13,1,NA,2,NA,1,23,17,NA,NA,NA,NA,NA,NA,NA,NA
"335","James Dean Araújo de Lima","James Dean","https://s.glbimg.com/es/sde/f/2017/05/01/c92d594519fdaaff86e13dce57f1b587_FORMATO.png",89694,29,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","René Ferreira dos Santos","René","https://s.glbimg.com/es/sde/f/2017/02/20/7d48128069f52815dcd4acb921336cab_FORMATO.png",73978,29,"VIT","zag","Nulo",0,2.39,0,1.79,11,"Vitória",NA,3,16,1,1,7,NA,NA,17,8,NA,4,NA,NA,NA,NA,NA,NA
"337","Nickson Gabriel Reis Silva","Nickson","https://s.glbimg.com/es/sde/f/2017/04/22/fe8ee314651bfce7367d25049b99720f_FORMATO.png",89676,29,"CRU","ata","Nulo",0,3,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Romulo dos Santos de Souza","Romulo","https://s.glbimg.com/es/sde/f/2017/04/28/039439859f768160af8a4dc5be23db1b_FORMATO.png",89696,29,"AVA","ata","Dúvida",4.5,8.87,0.76,1.49,25,"Avaí",NA,4,34,10,12,32,NA,2,55,18,5,NA,NA,NA,NA,NA,NA,NA
"339","Igor Rabello da Costa","Igor Rabello","https://s.glbimg.com/es/sde/f/2016/05/20/45658f95ac34e82da4d58cf9c77f2587_FORMATO.png",89493,29,"BOT","zag","Provável",-0.2,9.94,-0.71,2.94,23,"Botafogo",NA,5,27,3,5,12,1,NA,35,34,2,7,NA,NA,NA,NA,NA,1
"340","Roberto Junior Fernández Torres","Gatito Fernández","https://s.glbimg.com/es/sde/f/2017/04/17/f87ed5808d28ef2d0446cae72617f143_FORMATO.png",74061,29,"BOT","gol","Provável",13,21.43,1.95,5.27,22,"Botafogo",NA,2,NA,NA,NA,4,NA,NA,18,NA,NA,8,NA,35,25,NA,4,NA
"341","Guilherme Costa Machado Silveira","Guilherme Costa","https://s.glbimg.com/es/sde/f/2017/04/06/ea33443d8c666f61b78424b726238c89_FORMATO.png",74081,29,"VAS","mei","Nulo",0,4.94,0,2.25,8,"Vasco",2,1,6,1,1,8,NA,1,8,1,NA,NA,NA,NA,NA,NA,NA,NA
"342","Gustavo Henrique Ferrareis","Gustavo Ferrareis","https://s.glbimg.com/es/sde/f/2017/07/28/f9a5ac323f358bb4e2d5bbc354956624_FORMATO.png",89815,29,"BAH","mei","Nulo",0,5.11,0,1.05,11,"Bahia",NA,1,8,2,3,6,1,1,15,2,NA,NA,NA,NA,NA,NA,NA,NA
"343","Michael Antonio Arroyo Mina","Arroyo","https://s.glbimg.com/es/sde/f/2017/07/24/c4c6af5bdd03f02c1d29ada3f5d33e39_FORMATO.png",74134,29,"GRE","ata","Provável",0,3.97,0,1.02,6,"Grêmio",NA,1,3,4,1,2,NA,NA,3,4,4,NA,NA,NA,NA,NA,NA,NA
"344","Leonardo Pisculichi","Pisculichi","https://s.glbimg.com/es/sde/f/2017/02/18/c8a64d1e825d4a06c352c94d5499c77d_FORMATO.png",89871,29,"VIT","mei","Nulo",0,4.13,0,-0.55,2,"Vitória",NA,NA,1,NA,1,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Rodinei Marcelo de Almeida","Rodinei","https://s.glbimg.com/es/sde/f/2017/08/22/3d68a6ab1db666a905e96248e4bcd4d9_FORMATO.jpeg",73992,29,"FLA","lat","Nulo",0,9.43,0,4.28,15,"Flamengo",3,2,22,3,3,11,NA,2,30,13,1,6,1,NA,NA,NA,NA,NA
"346","Luiz Eduardo Fleuri Pacheco","Dudu",NA,89919,29,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","José Élber Pimentel da Silva","Élber","https://s.glbimg.com/es/sde/f/2016/04/29/26c6c8beefa35a5684da137e0e90f6dc_FORMATO.png",74140,29,"CRU","mei","Nulo",2.1,5.02,0.32,2.39,16,"Cruzeiro",NA,NA,4,6,9,23,1,1,24,8,3,NA,NA,NA,NA,NA,NA,NA
"348","Leandro Alves de Carvalho","Leandrinho","https://s.glbimg.com/es/sde/f/2016/05/20/5f4b91fa5fbbd56dc1f2fe3f094cbb22_FORMATO.png",89885,29,"BOT","mei","Contundido",0,3.07,0,3.02,6,"Botafogo",NA,1,5,1,NA,6,NA,1,10,8,NA,NA,NA,NA,NA,NA,NA,NA
"349","Yago Fernando da Silva","Yago","https://s.glbimg.com/es/sde/f/2017/05/02/30bd8e94c27dbf6a20661d6027251a81_FORMATO.png",77500,29,"PON","zag","Nulo",0,5.72,0,5,1,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"350","Leonardo Felipe Valencia Rossel","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2017/08/07/5da8e09b912f3d4e02c70571d9de8988_FORMATO.png",91508,29,"BOT","mei","Contundido",0,2.81,0,-1.71,7,"Botafogo",NA,4,7,4,4,10,NA,NA,30,1,NA,NA,1,NA,NA,NA,NA,NA
"351","José Paolo Guerrero Gonzales","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2017/08/16/aec506211b5663eb0569825b5aee6db6_FORMATO.jpeg",75295,29,"FLA","ata","Dúvida",0.9,11.33,-0.07,4.12,19,"Flamengo",3,4,67,14,23,48,NA,6,45,14,15,NA,NA,NA,NA,NA,NA,NA
"352","Róger Krug Guedes","Róger Guedes","https://s.glbimg.com/es/sde/f/2017/04/18/8320b12c035d14425a7a1685c28eea51_FORMATO.png",89898,29,"PAL","ata","Nulo",0,6.29,0,1.98,23,"Palmeiras",3,2,34,6,8,27,1,4,60,7,6,NA,NA,NA,NA,NA,NA,NA
"353","Edigar Junio Teixeira Lima ","Edigar Junio","https://s.glbimg.com/es/sde/f/2017/07/28/8fb3bca6fb3b7df0b863748403f1b763_FORMATO.png",74271,29,"BAH","ata","Provável",2.1,9.17,-0.92,3.45,17,"Bahia",1,NA,22,8,4,25,1,4,36,10,1,NA,NA,NA,NA,NA,NA,NA
"354","Jorge de Moura Xavier","Jorginho","https://s.glbimg.com/es/sde/f/2017/04/28/24064c0ab4f724a2a4252d37f02b7223_FORMATO.png",77544,29,"ATL","mei","Provável",1,5.59,-0.43,1.81,27,"Atlético-GO",1,2,47,3,10,59,NA,2,93,30,5,NA,1,NA,NA,NA,NA,NA
"355","Thomás Jaguaribe Bedinelli","Thomás","https://s.glbimg.com/es/sde/f/2017/06/13/bac4f7b0e6270fedb590658d950365b2_FORMATO.png",77551,29,"SPO","mei","Nulo",0,6.06,0,2.39,10,"Sport",NA,1,10,2,2,16,NA,1,11,9,1,NA,NA,NA,NA,NA,NA,NA
"356","Leandro da Silva","Leandro Silva","https://s.glbimg.com/es/sde/f/2017/04/28/c86a46095a1f0ab0e29d11fbbb7e80a1_FORMATO.png",77529,29,"AVA","lat","Provável",3.1,9.01,-0.83,3.6,28,"Avaí",3,2,43,5,11,25,NA,NA,118,46,3,10,1,NA,NA,NA,NA,NA
"357","Gerferson Cerqueira Teles","Geferson","https://s.glbimg.com/es/sde/f/2017/02/18/1797455db8d122f09c954f551c9c8350_FORMATO.png",89976,29,"VIT","lat","Nulo",0,10.22,0,2.88,14,"Vitória",NA,5,21,1,1,10,NA,NA,31,29,2,3,NA,NA,NA,NA,NA,NA
"358","John Stiven Mendoza Valencia","Mendoza","https://s.glbimg.com/es/sde/f/2017/07/28/3526a1e303bf419c36b347c3684a027f_FORMATO.png",90031,29,"BAH","ata","Provável",11.5,7.07,0.58,4.84,23,"Bahia",2,2,23,11,21,30,1,5,59,30,1,NA,NA,NA,NA,NA,NA,NA
