"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","FT","G","PE","RB","I","SG","CV","DD","GS","PP","DP","GC"
"421","Luiz Ricardo Alves","Sassá","https://s.glbimg.com/es/sde/f/2017/06/22/e7d5b223d7908854c81e04f0e7e0fcc0_FORMATO.png",79578,29,"CRU","ata","Contundido",0,7.43,0,3.75,15,"Cruzeiro",NA,2,32,4,6,25,NA,6,10,12,13,NA,NA,NA,NA,1,NA,NA
"422","Lucas Fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2017/07/26/1701b04d674659c12ac0715a0b58adbd_FORMATO.png",90899,29,"ATL","ata","Nulo",1.7,3.99,0.2,1.49,12,"Atlético-PR",NA,NA,12,3,4,18,NA,NA,23,10,2,NA,NA,NA,NA,NA,NA,NA
"423","Odair Souza ","Nenén","https://s.glbimg.com/es/sde/f/2017/04/25/cf7dd5cb7c3b2349fc0a5145f894f495_FORMATO.png",79892,29,"CHA","mei","Nulo",0,2.45,0,1.37,7,"Chapecoense",NA,NA,2,2,1,4,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA
"424","Marciel Silva da Silva","Marciel","https://s.glbimg.com/es/sde/f/2017/04/23/cf2fd75fe95a351dd06a29fbc12519b7_FORMATO.png",91714,29,"COR","mei","Nulo",0,2.72,0,1.9,1,"Corinthians",NA,1,1,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"425","Ronaldo de Oliveira Strada","Ronaldo","https://s.glbimg.com/es/sde/f/2017/02/20/e49415180708c87913cabd48be5dd49f_FORMATO.png",91101,29,"VIT","gol","Nulo",0,1,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","Luiz Felipe do Nascimento dos Santos","Luiz Felipe","https://s.glbimg.com/es/sde/f/2017/05/02/3b3fe001039a93d9ea75e58f817381cf_FORMATO.png",79035,29,"SAN","zag","Nulo",0,3.62,0,2.05,2,"Santos",NA,1,1,NA,NA,1,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA
"427","Helton Brant Aleixo Leite","Helton Leite","https://s.glbimg.com/es/sde/f/2016/05/20/5fd57defcef29c5cd30495ee3eb4e67f_FORMATO.png",79973,29,"BOT","gol","Nulo",0,3.32,0,1,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
"428","Breno Evangelista Cantão de Oliveira","Breno","https://s.glbimg.com/es/sde/f/2017/04/23/eddc26f069abf5b4dd09b9c3888d5cba_FORMATO.png",91842,29,"ATL","lat","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Flávio Medeiros da Silva","Flávio","https://s.glbimg.com/es/sde/f/2017/06/22/45969ac005e05819eea2e0fdcb62de43_FORMATO.png",91102,29,"VIT","mei","Nulo",0,2.12,0,0,1,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Jesiel Cardoso Miranda","Jesiel","https://s.glbimg.com/es/sde/f/2017/04/03/b00e4e82879a8aa6d2193c3ed0abd49b_FORMATO.png",91156,29,"ATL","zag","Nulo",0,3.21,0,4.3,1,"Atlético-MG",NA,NA,NA,1,2,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"431","Alison Vicente da Silva","Alison","https://s.glbimg.com/es/sde/f/2017/02/14/cd74f75d4225633af1942d07603f11cf_FORMATO.png",91003,29,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Caíque França Godoy","Caíque França","https://s.glbimg.com/es/sde/f/2017/04/19/02fc5dc63c312d6868d30a24d373ba30_FORMATO.png",91808,29,"COR","gol","Nulo",0,2,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Gustavo Blanco Petersen Macedo","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2017/07/04/bdab16330aca79897bf4fa25fd8d7eaf_FORMATO.jpeg",91191,29,"ATL","mei","Contundido",0,2.37,0,2.17,3,"Atlético-MG",NA,NA,4,NA,NA,1,NA,NA,4,6,2,NA,NA,NA,NA,NA,NA,NA
"434","Adniellyson da Silva Oliveira","Silva","https://s.glbimg.com/es/sde/f/2017/04/27/44c5ab48a8a0e8c7c33de52bdb5af46b_FORMATO.png",91917,29,"ATL","mei","Nulo",0,2.11,0,0.8,10,"Atlético-GO",NA,2,22,NA,1,8,NA,NA,7,12,NA,NA,NA,NA,NA,NA,NA,NA
"435","Thiago Rodrigues da Silva","Thiago","https://s.glbimg.com/es/sde/f/2017/04/24/cbff6dc155e200c1acd0f26dfbad6fae_FORMATO.png",91194,29,"FLA","gol","Contundido",0,4.24,0,3.59,11,"Flamengo",1,NA,NA,NA,NA,1,NA,NA,3,NA,NA,4,NA,11,9,NA,NA,NA
"436","José Ivaldo Almeida Silva","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2017/04/23/fbf5dd33aaec3e3709c4449e36790a17_FORMATO.png",91866,29,"ATL","zag","Nulo",0,1.97,0,2.86,5,"Atlético-PR",NA,2,5,1,NA,NA,NA,NA,7,7,NA,2,NA,NA,NA,NA,NA,NA
"437","Éder Ferreira Graminho","Éder ","https://s.glbimg.com/es/sde/f/2017/07/28/ce25d0402feb8a3d6bf8b0c89a10060d_FORMATO.png",91203,29,"BAH","zag","Nulo",0,0.81,0,-0.15,7,"Bahia",NA,3,10,1,3,3,NA,NA,5,2,1,2,NA,NA,NA,NA,NA,1
"438","Lucas Marques de Oliveira","Lucas Marques","https://s.glbimg.com/es/sde/f/2017/04/24/4c115f9e09a83e602fdd887b5915ae16_FORMATO.png",91973,29,"CHA","mei","Nulo",0,2.94,0,3.58,12,"Chapecoense",1,3,18,1,5,6,1,3,36,17,NA,NA,NA,NA,NA,NA,NA,NA
"439","Eduardo Gabriel Aquino Cossa","Pepê","https://s.glbimg.com/es/sde/f/2017/06/07/bd6f96fc4d6fbe29bd108c344db1e415_FORMATO.jpeg",91201,29,"GRE","ata","Nulo",0,0.97,0,0.5,1,"Grêmio",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","João Paulo Queiroz Moraes","João Paulo","https://s.glbimg.com/es/sde/f/2017/07/28/baf6b3a2aba751886b94cf3505101d09_FORMATO.png",91972,29,"BAH","ata","Nulo",0,3.35,0,2.55,9,"Bahia",NA,1,4,3,5,12,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Everson Bispo Pereira","Everson","https://s.glbimg.com/es/sde/f/2017/07/04/87c22a7d1e8a2451375d85c6c9d68df9_FORMATO.png",91929,29,"BAH","zag","Nulo",0,1.76,0,0.8,1,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"442","Lucas Estella Perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2016/05/01/33edb005bdd244f616d094e71ba6c3a8_FORMATO.png",91260,29,"SAO","gol","Nulo",0,2,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Renê dos Santos Júnior","Renê Júnior","https://s.glbimg.com/es/sde/f/2017/07/28/d023203cea9f86b7e0c359ac86f97d9e_FORMATO.png",73281,29,"BAH","mei","Provável",4.5,11.79,-0.21,5.94,22,"Bahia",NA,5,40,8,22,44,NA,4,52,62,3,NA,1,NA,NA,NA,NA,NA
"444","Gabriel Félix dos Santos","Gabriel Félix","https://s.glbimg.com/es/sde/f/2017/04/06/54685bfd304a178fd3107aaf6fb0db2f_FORMATO.png",92057,29,"VAS","gol","Nulo",0,2,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Warleson Stellion Lisboa Oliveira","Warleson","https://s.glbimg.com/es/sde/f/2017/04/23/d3b26dce5bc760f7a52d0556eb36b781_FORMATO.png",91204,29,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Bruno Bispo dos Anjos","Bruno Bispo","https://s.glbimg.com/es/sde/f/2017/05/28/af8ee442a870d4c045d8eebdb02ccf1a_FORMATO.png",91359,29,"VIT","zag","Nulo",0,1.99,0,2.2,1,"Vitória",NA,NA,1,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"447","Ygor Nogueira de Paula","Nogueira","https://s.glbimg.com/es/sde/f/2017/07/25/2a4e33bf350856d717b1e30a45f433b7_FORMATO.png",91815,29,"FLU","zag","Nulo",0,2.72,0,1.3,10,"Fluminense",NA,3,7,3,NA,7,1,NA,9,6,NA,1,NA,NA,NA,NA,NA,NA
"448","Mário Sérgio Pereira Junior","Mário","https://s.glbimg.com/es/sde/f/2017/02/21/1242841d640e4683a423b3f381264bd0_FORMATO.png",92084,29,"BAH","ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Matheus Gonçalves Savio","Matheus Savio","https://s.glbimg.com/es/sde/f/2017/08/22/7da12c5b73385d17f5dae83cb6a45e75_FORMATO.jpeg",91264,29,"FLA","mei","Nulo",0,10.1,0,3.6,7,"Flamengo",NA,NA,1,3,5,NA,NA,1,12,9,1,NA,NA,NA,NA,NA,NA,NA
"450","Wallace Lucas Aires da Silva","Wallace","https://s.glbimg.com/es/sde/f/2016/05/01/ed088654406f3682c5c4ea8dbaae2b52_FORMATO.png",92078,29,"SPO","ata","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","João Paulo Sanches","João Paulo Sanches","https://s.glbimg.com/es/sde/f/2017/06/07/c28815f50806965fcba9772e65d9695e_FORMATO.png",91318,29,"ATL","tec","Provável",0.19,6.06,-0.31,3.63,15,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Jair Ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2017/04/23/2fb7d8d8b307b409308c2dfefeace799_FORMATO.png",92180,29,"BOT","tec","Provável",3.33,12.02,0.29,4.19,29,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","José Carlos Ferreira Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/09/04/19704caddfab14aadf71ca75df321f57_FORMATO.jpeg",92182,29,"PAL","zag","Provável",9.9,10.13,1.89,3.02,18,"Palmeiras",2,4,22,3,3,8,NA,NA,44,25,NA,5,NA,NA,NA,NA,NA,NA
"454","Raianderson da Costa Morais","Careca","https://s.glbimg.com/es/sde/f/2017/08/31/2e4b69da4eddc15bda1f67645090e038_FORMATO.jpeg",91634,29,"CRU","mei","Nulo",0,2,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Rodrigo de Oliveira Ramos","Rodrigo Ramos","https://s.glbimg.com/es/sde/f/2015/10/30/790da0b7e69393ed9c4a542a2536232c_FORMATO.png",91388,29,"COR","lat","Nulo",0,2.89,0,-0.63,3,"Coritiba",NA,NA,6,1,NA,1,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA
"456","Robert Abel Arboleda Escobar","Arboleda","https://s.glbimg.com/es/sde/f/2017/06/27/feb4b502524252fc410bb11eeffc69b7_FORMATO.png",91573,29,"SAO","zag","Provável",3,8.4,0.01,2.8,16,"São Paulo",1,4,21,1,8,14,NA,2,40,19,3,2,NA,NA,NA,NA,NA,NA
"457","Eduardo Jacinto de Biasi","Eduardo","https://s.glbimg.com/es/sde/f/2015/04/08/2ebaa66ec9d9d1de9a011dac27436a6d_FORMATO.jpeg",91688,29,"CRU","mei","Nulo",0,1,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Lucas Lovat","Lucas Lovat","https://s.glbimg.com/es/sde/f/2017/05/17/fc2567ecebd5db9e5f21e72ef3cbd9e5_FORMATO.png",92501,29,"AVA","lat","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Douglas Augusto Soares Gomes","Douglas","https://s.glbimg.com/es/sde/f/2017/07/25/5f38b5914e4d18ddac95fe844a6090fc_FORMATO.png",92497,29,"FLU","mei","Nulo",0.7,3.36,-0.31,1.21,7,"Fluminense",NA,4,17,2,1,4,NA,NA,23,16,NA,NA,NA,NA,NA,NA,NA,NA
"460","Caíque Luiz Santos da Purificação","Caíque","https://s.glbimg.com/es/sde/f/2017/05/28/bd5b4ba3004a61c7aee152418fb5f62f_FORMATO.png",92207,29,"VIT","gol","Provável",7.1,5.26,1.47,2.34,7,"Vitória",1,2,2,NA,NA,1,NA,NA,6,1,NA,NA,NA,14,13,NA,NA,NA
"461","Matheus dos Santos Batista","Batista","https://s.glbimg.com/es/sde/f/2017/08/15/76bdfe4e053884bad9ca5860489d4d69_FORMATO.png",92504,29,"GRE","ata","Nulo",0,2.24,0,1.4,1,"Grêmio",NA,NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Colin Kazim-Richards","Kazim","https://s.glbimg.com/es/sde/f/2017/04/23/ad1f8add949fbe2020567092e6cb1ac9_FORMATO.png",91519,29,"COR","ata","Nulo",0,1.83,0,0.03,10,"Corinthians",NA,NA,10,3,4,4,NA,NA,5,NA,2,NA,NA,NA,NA,NA,NA,NA
"463","Ravanelli Ferreira dos Santos","Ravanelli","https://s.glbimg.com/es/sde/f/2017/05/02/8f0af7ca793a5e7d64717b42fa7dc181_FORMATO.png",92193,29,"PON","mei","Nulo",0,8.16,0,2.37,3,"Ponte Preta",1,NA,1,NA,1,7,NA,NA,15,2,1,NA,NA,NA,NA,NA,NA,NA
"464","Kaio Silva Mendes","Kaio","https://s.glbimg.com/es/sde/f/2016/04/30/a83b6e7bb6661dbbb2b8c85d3afc4b48_FORMATO.png",92574,29,"GRE","mei","Nulo",0,4.29,0,2.98,4,"Grêmio",NA,1,7,2,1,15,NA,NA,10,6,NA,NA,NA,NA,NA,NA,NA,NA
"465","Adryelson Shawann Lima Silva","Adryelson","https://s.glbimg.com/es/sde/f/2016/05/01/486323894355978b9458b0d2217d92bf_FORMATO.png",91664,29,"SPO","zag","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Denilson dos Santos de Souza","Denilson","https://s.glbimg.com/es/sde/f/2017/06/07/a960f52cf5f9b283c91b4ed4eb49d4e6_FORMATO.jpeg",92662,29,"GRE","zag","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Marlon Rodrigues Xavier","Marlon","https://s.glbimg.com/es/sde/f/2017/07/25/ee065470bf0b5a13c2bd5b1ee638967a_FORMATO.png",91706,29,"FLU","lat","Provável",5.7,5.29,-0.46,2.97,7,"Fluminense",1,2,7,2,2,NA,NA,NA,24,13,NA,1,NA,NA,NA,NA,NA,NA
"468","Ronaldo da Silva Souza","Ronaldo","https://s.glbimg.com/es/sde/f/2017/09/07/4f170a7b0fd01d4280fd63a544dde01f_FORMATO.png",92981,29,"ATL","mei","Provável",0,3.27,0,5.03,6,"Atlético-GO",NA,1,13,NA,2,4,NA,1,11,18,NA,NA,NA,NA,NA,NA,NA,NA
"469","Alan Cardoso de Andrade","Alan Cardoso","https://s.glbimg.com/es/sde/f/2017/05/24/7fd89a2cf130263868b36903498c1059_FORMATO.png",93785,29,"VAS","lat","Nulo",0,1.21,0,-1.3,1,"Vasco",NA,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"470","Deyverson Brum Silva Acosta","Deyverson","https://s.glbimg.com/es/sde/f/2017/09/04/03b2e1a6f53171bc2a6aea4cea393821_FORMATO.jpeg",92708,29,"PAL","ata","Nulo",0,7.7,0,3.83,12,"Palmeiras",2,1,31,6,5,40,NA,3,36,9,2,NA,NA,NA,NA,1,NA,NA
"471","Claudio Luiz Rodrigues Parise Leonel","Claudinho","https://s.glbimg.com/es/sde/f/2017/06/01/7214c13dbff3a0e34d7a62814d535aa2_FORMATO.png",92630,29,"PON","ata","Nulo",1.3,0.89,0.1,-0.01,12,"Ponte Preta",NA,1,14,2,7,6,NA,NA,18,4,5,NA,NA,NA,NA,NA,NA,NA
"472","Rafaelson Bezerra Fernandes","Rafaelson","https://s.glbimg.com/es/sde/f/2017/08/30/61a6ee575777488ca45219d75596aab6_FORMATO.png",92614,29,"VIT","ata","Nulo",0,1.54,0,-0.43,4,"Vitória",NA,1,10,2,3,2,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"473","Andrey Ramos do Nascimento","Andrey","https://s.glbimg.com/es/sde/f/2017/04/06/f30ccd95961eb8e4131995d63a8fcc34_FORMATO.png",93787,29,"VAS","mei","Nulo",1.6,1.49,0.06,2.22,5,"Vasco",NA,1,1,NA,6,6,NA,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA
"474","Yan Matheus Santos Souza","Yan","https://s.glbimg.com/es/sde/f/2017/05/11/eb94eeb460306451c24553f35509e933_FORMATO.png",93146,29,"PAL","mei","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Reinaldo Lenis Montes","Lenis","https://s.glbimg.com/es/sde/f/2017/08/30/7adc9adf83ac7be0281deb37aa202be1_FORMATO.png",93746,29,"SPO","ata","Nulo",0,3.95,0,3,15,"Sport",3,3,12,3,6,20,NA,2,26,10,1,NA,NA,NA,NA,NA,NA,NA
"476","Evander da Silva Ferreira","Evander","https://s.glbimg.com/es/sde/f/2017/04/06/2df6998f5d8a75cf5337b55ad525fd7d_FORMATO.png",93788,29,"VAS","mei","Nulo",0,1.26,0,0.07,4,"Vasco",NA,1,3,1,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"477","Lucas Veríssimo da Silva","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2017/05/02/0198bbb1258bc8a618b6ef67781a60a6_FORMATO.png",93368,29,"SAN","zag","Provável",0.6,7.64,-0.77,4.18,26,"Santos",NA,7,20,6,5,15,NA,NA,39,31,1,15,NA,NA,NA,NA,NA,NA
"478","Caio Monteiro Costa","Caio Monteiro","https://s.glbimg.com/es/sde/f/2017/04/06/1be1912d42afdf3054cbab8eb7709907_FORMATO.png",93789,29,"VAS","ata","Nulo",0,1.41,0,1.97,3,"Vasco",NA,1,2,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Aderllan Leandro de Jesus Santos","Aderllan Santos","https://s.glbimg.com/es/sde/f/2017/07/20/7efccafc0e0c165bd5e9036a50890fbc_FORMATO.png",93296,29,"SAO","zag","Nulo",0,6,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Márcio Almeida de Oliveira","Marcinho","https://s.glbimg.com/es/sde/f/2017/04/18/82f4f9a2d122680dcc40e55727214711_FORMATO.png",93797,29,"BOT","lat","Contundido",0,3,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Alison Henrique Mira","Alison","https://s.glbimg.com/es/sde/f/2017/09/07/33d26342eeaa5a54210dda2ffe6ccb05_FORMATO.png",93806,29,"ATL","ata","Nulo",0.5,1.62,-0.25,0.77,3,"Atlético-GO",NA,NA,3,1,1,6,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","Marlon Rodrigues Freitas","Marlon Freitas","https://s.glbimg.com/es/sde/f/2017/07/25/5f543b587dc26c78db561254c104e7c5_FORMATO.png",93790,29,"FLU","mei","Nulo",0,2.31,0,0.65,11,"Fluminense",NA,5,18,2,3,9,NA,NA,25,15,1,NA,NA,NA,NA,NA,NA,NA
"483","Rodrigo Nascimento França ","Rodrigo Becão","https://s.glbimg.com/es/sde/f/2017/07/28/c0a3691e5410ad12c87b07891777aba3_FORMATO.png",93369,29,"BAH","zag","Nulo",0,3.41,0,2.46,8,"Bahia",NA,1,6,1,2,6,NA,NA,9,10,NA,1,NA,NA,NA,NA,NA,NA
"484","Mateus da Silva Vital Assumpção","Mateus Vital","https://s.glbimg.com/es/sde/f/2017/04/24/fde017fc32efb6582710007242bff4d4_FORMATO.png",93108,29,"VAS","mei","Provável",1.2,8.75,-0.06,3.17,25,"Vasco",2,1,17,12,7,50,NA,1,46,26,2,NA,NA,NA,NA,NA,NA,NA
"485","Augusto de Souza Silva","Augusto","https://s.glbimg.com/es/sde/f/2017/04/18/4e94d8b6d0b298c84f952ecfac2c11eb_FORMATO.png",93378,29,"PAL","zag","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Mauro Joel Carli","Joel Carli","https://s.glbimg.com/es/sde/f/2016/05/20/6a298f9b1dd5a88146f9f926e4b91a1b_FORMATO.png",93414,29,"BOT","zag","Provável",0,7.72,0,1.81,19,"Botafogo",2,9,29,1,4,11,NA,1,46,17,1,5,NA,NA,NA,NA,NA,NA
"487","Guilherme Henrique Silva Nogueira","Guilherme",NA,93490,29,"PON","gol","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Lucas Oliveira de França","Lucas França","https://s.glbimg.com/es/sde/f/2017/04/22/c63baf2496083057957e4f2bd2ac3847_FORMATO.png",93869,29,"CRU","gol","Nulo",0,3,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Luis Ángel Salazar Cuesta","Salazar","https://s.glbimg.com/es/sde/f/2017/04/28/54e5ebd574f6ef20650d90d7e32baf44_FORMATO.png",93986,29,"AVA","zag","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","John Victor Maciel Furtado","John Victor","https://s.glbimg.com/es/sde/f/2017/05/02/0eab88c901790607c556e504aa31b200_FORMATO.png",94044,29,"SAN","gol","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Bruno Cortês Barbosa","Bruno Cortez","https://s.glbimg.com/es/sde/f/2017/04/23/6917817dc16511add10913a87474f1f7_FORMATO.png",72079,29,"GRE","lat","Nulo",6.6,10.96,0.17,3.84,22,"Grêmio",NA,3,29,NA,NA,21,NA,1,43,27,3,11,NA,NA,NA,NA,NA,NA
"492","Lucas Luiz Scalon","Scalon","https://s.glbimg.com/es/sde/f/2017/04/25/1c61a24805cfe9ae71c648216cd5b9cd_FORMATO.png",94003,29,"CHA","zag","Nulo",0,2,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Edson Fernandes Botelho Júnior","Edson Júnior","https://s.glbimg.com/es/sde/f/2017/08/22/d2a7cd8500c44b31e1efb2f520d40482_FORMATO.png",93956,29,"ATL","ata","Nulo",0,2,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Peterson Silvino da Cruz","Peu","https://s.glbimg.com/es/sde/f/2017/07/25/a5c72908fbb4a7ab1dd71e0511ddb5ee_FORMATO.png",93739,29,"FLU","ata","Nulo",0,1.16,0,0.94,8,"Fluminense",NA,NA,3,2,1,3,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"495","Cleiton Schwengber","Cleiton","https://s.glbimg.com/es/sde/f/2017/04/03/ef54b93128f4d412c55c7cd27c83323b_FORMATO.png",93882,29,"ATL","gol","Nulo",0,1.85,0,4.9,1,"Atlético-MG",NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"496","Matheus Fernandes Siqueira","Matheus Fernandes","https://s.glbimg.com/es/sde/f/2017/04/18/f7747c09eac1f0aee06f02c37fa257b6_FORMATO.png",94067,29,"BOT","mei","Provável",-2.8,4.22,-0.7,3.43,18,"Botafogo",NA,4,23,1,7,18,NA,NA,34,45,NA,NA,NA,NA,NA,NA,NA,NA
"497","Igor Henrique Martins Machado","Igor","https://s.glbimg.com/es/sde/f/2017/04/27/1869f3cf1e00c12ad0d7b7f267efd47e_FORMATO.png",93551,29,"ATL","mei","Contundido",0,4.11,0,2.07,19,"Atlético-GO",1,8,59,8,10,29,NA,1,46,34,3,NA,NA,NA,NA,NA,NA,NA
"498","Lucas Ribamar Lopes dos Santos Bibiano","Ribamar","https://s.glbimg.com/es/sde/f/2017/07/20/6894ec593555b4c947a6ced0d1bf01c4_FORMATO.png",94068,29,"ATL","ata","Provável",14.5,8.93,2.78,3.94,12,"Atlético-PR",NA,2,12,7,8,20,1,4,8,3,7,NA,NA,NA,NA,NA,NA,NA
"499","Diego Gomes dos Santos","Diego Gomes","https://s.glbimg.com/es/sde/f/2017/05/02/c6169204fbfca94a9affdd9de721a72c_FORMATO.png",94045,29,"SAN","mei","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Devid de Santana Silva","Devid","https://s.glbimg.com/es/sde/f/2017/04/28/7f5898b6f55d8d2c22bc2f9fd72c1067_FORMATO.png",94105,29,"AVA","ata","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","João Paulo Mior","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/17/6b2d599609eccc7671f1c4a23739c2d7_FORMATO.png",72168,29,"BOT","mei","Provável",1.8,3.68,-0.19,2.82,23,"Botafogo",4,5,39,8,8,43,1,1,93,33,1,NA,NA,NA,NA,NA,NA,NA
"502","Jailson Marcelino dos Santos","Jailson","https://s.glbimg.com/es/sde/f/2017/04/18/63a42550ea5f70d0bbc92287dd6ac259_FORMATO.png",72290,29,"PAL","gol","Nulo",0,7.45,0,5.73,4,"Palmeiras",NA,3,NA,NA,NA,1,NA,NA,2,NA,NA,2,NA,6,3,NA,1,NA
